-0.003201+0.00014319i,-0.0033336-0.00024468i,-0.0044859+0.00062932i,-0.0038641+0.0018037i,-0.0022691+0.0021424i,-0.0014451+0.0025958i,-0.00036694+0.0025615i,0.00083899+0.0021678i,0.00042687+0.0014357i,0.00027003+2.3797e-06i,0.00096505+0.00022459i,0.00063131+0.00035908i,0.00088315+0.00042602i,0.00072665+0.00071397i,-0.0004906+0.00098675i,-0.00041183+0.0005276i,0.0002003-0.00045324i,-0.000246-0.00023208i,-0.00027411-0.00057752i,0.00010384-0.00083775i,-0.00021849-0.00057309i,-0.00023519-0.00041157i,9.5755e-05+0.00037125i
0.025354-0.11575i,0.050735-0.2588i,0.055787-0.3417i,0.018819-0.28272i,-0.02223-0.17713i,-0.031825-0.13134i,-0.031719-0.11526i,-0.034899-0.08233i,-0.028857-0.04784i,-0.016831-0.033754i,-0.0156-0.030916i,-0.018344-0.020751i,-0.01005-0.0065709i,0.0069428+0.001775i,0.021037+0.0058671i,0.024477+0.015616i,0.021856+0.037358i,0.016016+0.054604i,0.0063289+0.047458i,-0.00316+0.024915i,-0.0085064+0.0091348i,-0.005674+0.0022464i,-0.00073517-0.0070278i
0.094707+0.089158i,0.18248+0.18858i,0.20768+0.24269i,0.14014+0.17338i,0.078125+0.061925i,0.073303+0.0046979i,0.068174-0.0044855i,0.047193+0.010201i,0.041539+0.018494i,0.034657+0.013573i,0.024877+0.013479i,0.02316+0.0099152i,0.017898-0.00013444i,0.0079888-0.0065599i,0.0019148-0.012335i,0.005685-0.02446i,0.019385-0.040042i,0.034802-0.044588i,0.038978-0.029635i,0.030354-0.0064194i,0.023484+0.0043348i,0.016948-0.0042241i,0.0022563-0.01498i
-0.10879+0.037211i,-0.21264+0.063096i,-0.22911+0.069678i,-0.11126+0.060695i,-0.012525+0.066664i,-0.0077864+0.08623i,-0.0039801+0.076692i,0.0032491+0.032442i,-0.016092+0.010483i,-0.025036+0.016445i,-0.018505+0.015683i,-0.012913+0.010712i,-0.009247+0.0085231i,-0.0083393+0.0082573i,-0.0098034+0.011692i,-0.01688+0.01641i,-0.032756+0.01532i,-0.047358+0.0046942i,-0.044612-0.0083729i,-0.026942-0.018407i,-0.014061-0.020856i,-0.0097605-0.0085818i,-0.0044946+0.009349i
0.0021272-0.10339i,0.0043716-0.21246i,-0.0374-0.25207i,-0.10575-0.17139i,-0.10171-0.099569i,-0.046647-0.10916i,-0.038181-0.10251i,-0.039337-0.045056i,-0.013486-0.011947i,0.0018374-0.01541i,0.00069214-0.017524i,-0.00091863-0.01117i,-0.00066784-0.0056669i,-0.00094736-0.006544i,-0.0010653-0.0092931i,0.0032562-0.0045418i,0.014058+0.010827i,0.022269+0.02652i,0.017378+0.0299i,0.0024496+0.021977i,-0.00919+0.013198i,-0.010049+0.0057784i,-0.0053791-0.0014461i
0.087716+0.059871i,0.20887+0.13655i,0.32311+0.15431i,0.33173+0.073944i,0.22978+0.032206i,0.12319+0.081895i,0.083545+0.091734i,0.063205+0.034656i,0.025126+0.0018177i,0.005627+0.012684i,0.01318+0.017885i,0.015763+0.0066913i,0.0063237+0.00039342i,0.00022417+0.0062558i,0.00057875+0.012569i,0.00052514+0.0075018i,-0.002155-0.0090408i,-0.00144-0.024158i,0.00204-0.023057i,0.0059789-0.0081983i,0.010629+0.0056665i,0.010454+0.0097246i,0.0074724+0.0045422i
-0.10585+0.04107i,-0.25919+0.096572i,-0.377+0.15619i,-0.34574+0.18162i,-0.22733+0.12903i,-0.1306+0.028247i,-0.078193-0.023578i,-0.045148-0.012373i,-0.015989-7.017e-06i,-0.0071601-0.0068515i,-0.020239-0.0046194i,-0.025782+0.0086296i,-0.016163+0.012243i,-0.0091817+0.0043692i,-0.0092038-0.0022249i,-0.0087666+0.00040282i,-0.0089023+0.0085616i,-0.012933+0.013459i,-0.012952+0.0076409i,-0.006463-0.0063243i,-0.0023755-0.018975i,-0.002983-0.023507i,-0.0074878-0.018686i
0.029639-0.1074i,0.088966-0.24889i,0.14688-0.35927i,0.13972-0.34235i,0.089307-0.2362i,0.046991-0.12669i,0.018481-0.046783i,0.0084248-0.0055457i,0.0068691+0.0017156i,0.0040488-0.0031525i,0.0046384-0.012813i,0.0033813-0.022168i,-0.00071446-0.019789i,-0.0027042-0.009408i,-0.003933-0.0017801i,-0.0054824-0.00026963i,-0.0027331-0.00040018i,0.0030522+0.0012936i,0.0024895+0.0024381i,-0.0047347+0.0045777i,-0.0091452+0.0097433i,-0.0080076+0.013991i,-0.0055286+0.018646i
0.076685+0.079333i,0.15612+0.19148i,0.1927+0.27622i,0.15015+0.2544i,0.088935+0.18203i,0.0674+0.11555i,0.059122+0.036025i,0.022565-0.014485i,-0.0047074-0.0046737i,0.00053064+0.01374i,0.0090362+0.014401i,0.011468+0.012418i,0.016138+0.0083194i,0.020722+0.0008195i,0.025052-0.0029716i,0.03133-0.0034604i,0.030768-0.0048743i,0.022654-0.004024i,0.016276+0.0051182i,0.015292+0.013825i,0.016951+0.013133i,0.018599+0.0072968i,0.023426-0.001265i
-0.098583+0.026353i,-0.2288+0.045104i,-0.31705+0.052246i,-0.26486+0.034291i,-0.15917-0.021679i,-0.10566-0.066075i,-0.072694-0.047393i,-0.035959-0.020372i,-0.020677-0.019896i,-0.023428-0.017891i,-0.021835-0.0056701i,-0.011365+0.0045988i,-0.0032656+0.0072606i,-0.0069734+0.0069022i,-0.018954+0.0055701i,-0.029543+0.0027575i,-0.0311+0.00069806i,-0.02502-0.004189i,-0.016669-0.015391i,-0.013178-0.025607i,-0.017687-0.028042i,-0.023333-0.023589i,-0.02783-0.018837i
0.026091-0.10106i,0.081553-0.23854i,0.12277-0.34274i,0.10564-0.30085i,0.087133-0.14841i,0.10024-0.0201i,0.094207+0.016209i,0.067627+0.0050733i,0.043415+0.0026786i,0.029051+0.01214i,0.019239+0.011745i,0.0040209+0.0032298i,-0.0085964+0.0010557i,-0.0070517+0.0002691i,0.0014766-0.003265i,0.0062335-0.0011285i,0.0050524+0.0068194i,3.4856e-05+0.012938i,-0.0045721+0.015748i,-0.0015688+0.018038i,0.0081865+0.019965i,0.01552+0.02137i,0.013478+0.023704i
0.0674+0.087107i,0.15017+0.22806i,0.21596+0.35865i,0.20432+0.34617i,0.11444+0.21823i,0.018686+0.093898i,-0.022516+0.032003i,-0.02003+0.021785i,-0.010659+0.012435i,-0.014447-0.0038843i,-0.016797-0.0012181i,-0.0062972+0.0053719i,0.0013167-0.0017697i,0.00017002-0.0071812i,0.0010667-0.0093622i,0.0065067-0.016373i,0.01412-0.023486i,0.023126-0.025217i,0.027187-0.020009i,0.019056-0.014319i,0.0053321-0.015122i,-0.0042567-0.01956i,-0.0042776-0.020377i
-0.10857+0.017304i,-0.26834-0.0048492i,-0.40136-0.058302i,-0.38072-0.10706i,-0.24734-0.11036i,-0.12547-0.063432i,-0.05519-0.0016708i,-0.016099+0.02426i,0.001283+0.022306i,0.0059997+0.013924i,0.0030827-8.3357e-05i,-0.0048313-0.0081609i,-0.0075717-0.0035854i,-0.0085218+0.0045343i,-0.01498+0.014953i,-0.023329+0.026771i,-0.029906+0.030508i,-0.036147+0.02378i,-0.038774+0.013517i,-0.0313+0.0082466i,-0.019826+0.009649i,-0.011838+0.011414i,-0.0053548+0.0073897i
0.04648-0.088585i,0.14874-0.1899i,0.26908-0.23573i,0.30599-0.15806i,0.24782-0.046938i,0.15793-0.018377i,0.06693-0.05113i,0.00038123-0.057287i,-0.01646-0.029922i,-0.0011287-0.00953i,0.0098614-0.0053709i,0.0092866-0.0034259i,0.0055632-0.0015388i,0.0020386-0.0058904i,0.0024973-0.01577i,0.0093853-0.022554i,0.017565-0.017655i,0.023309-0.0042793i,0.026159+0.0038799i,0.026644+0.003055i,0.027007-0.00018592i,0.026059-0.0019142i,0.016227-0.0025254i
0.047332+0.08505i,0.079498+0.21253i,0.054279+0.30799i,-0.037033+0.25681i,-0.11237+0.12333i,-0.10342+0.040158i,-0.044649+0.010028i,-0.013154+6.0991e-05i,-0.015755+0.0022528i,-0.024926+0.0063769i,-0.022541+0.0078805i,-0.0087546+0.0029176i,0.0012614-0.0018984i,0.0062895+0.00086814i,0.007598+0.0075355i,0.0034298+0.010493i,-0.0014231+0.003048i,-0.0038386-0.0092847i,-0.0082858-0.012796i,-0.014454-0.0079003i,-0.020058-0.0053807i,-0.023427-0.0048757i,-0.0189+0.0015642i
-0.096124+0.00052129i,-0.21536-0.033929i,-0.28537-0.093652i,-0.19838-0.11651i,-0.04367-0.083664i,0.036758-0.037272i,0.05339-0.0080173i,0.054942-0.016139i,0.043731-0.031971i,0.035433-0.026618i,0.028273-0.014387i,0.013357-4.721e-05i,0.0041441+0.012672i,0.00038562+0.015085i,-0.00035563+0.01318i,0.0029395+0.011087i,0.0029493+0.013348i,-0.002375+0.018553i,-0.0043314+0.018086i,-0.00019089+0.010495i,0.0037449+0.0036548i,0.0048353+0.0032802i,0.0079575+0.0024097i
0.055197-0.066287i,0.15794-0.15029i,0.25312-0.19098i,0.22928-0.1311i,0.12716-0.042142i,0.047083-0.011072i,-0.0047995-0.0087957i,-0.023774+0.018296i,-0.015836+0.03864i,-0.017011+0.032657i,-0.020629+0.024409i,-0.012761+0.013605i,-0.0070451-0.00082953i,-0.0048383-0.0084074i,-0.0042858-0.012106i,-0.0068456-0.014465i,-0.0053412-0.017083i,0.0012878-0.021856i,0.0036495-0.022331i,-0.00015663-0.016322i,-0.0022545-0.0096399i,-0.0010839-0.0063929i,-0.0045439-0.0065867i
0.030142+0.090541i,0.033602+0.22317i,0.0010319+0.33514i,-0.047263+0.29454i,-0.072884+0.16208i,-0.060129+0.084963i,-0.015612+0.059901i,0.013644+0.026533i,0.010327-3.1499e-05i,0.003615-0.0054431i,0.00085766-0.008301i,-0.0019477-0.0095226i,0.0016087-0.006682i,0.0063672-0.0022432i,0.010046+0.0035891i,0.012501+0.0059406i,0.0074325+0.005387i,-2.2229e-05+0.0081563i,-0.00091614+0.013704i,0.0026585+0.015578i,0.0042453+0.010045i,0.0033497+0.0024881i,0.0029141+0.002458i
-0.077435-0.02604i,-0.18048-0.099718i,-0.22975-0.1932i,-0.14054-0.21863i,-0.0061042-0.16778i,0.043241-0.11443i,0.010518-0.081355i,-0.027867-0.048229i,-0.030146-0.020772i,-0.01238-0.012991i,-0.00083604-0.011823i,0.0041612-0.0043283i,0.0041794+0.002502i,-0.0038375+0.0029931i,-0.014561-0.0022539i,-0.019092-0.0063444i,-0.013498-0.0033221i,-0.0048376-0.0012451i,-0.0020137-0.0075963i,-0.0041028-0.015888i,-0.0049237-0.013794i,-0.0024611-0.0047324i,0.0018276-0.00093474i
0.057595-0.041588i,0.16642-0.075324i,0.25709-0.05373i,0.21224+0.030522i,0.080385+0.087322i,0.0048781+0.070777i,0.0030392+0.034774i,0.022867+0.020903i,0.028387+0.015884i,0.01414+0.020119i,0.0041114+0.027048i,-0.0015747+0.015547i,-0.0076462-0.00076474i,-0.0045329-0.0076755i,0.0030616-0.007306i,0.0064238-0.0012183i,0.0039596+0.0030142i,-0.0018908+0.0037453i,-0.0037576+0.0069656i,0.00078352+0.012905i,0.0058731+0.012273i,0.005646+0.0037484i,0.0012607-0.003417i
-0.00025322+0.074261i,-0.023136+0.17757i,-0.072527+0.225i,-0.095288+0.13173i,-0.058773+0.017223i,0.0030389+0.0011596i,0.044494+0.0059201i,0.029743-0.02144i,-0.0056141-0.031806i,-0.014611-0.029881i,-0.012675-0.030633i,-0.0067033-0.018713i,0.0043411-0.0042389i,0.0079524+0.0033314i,0.0053556+0.004618i,0.0021268-0.0011652i,0.0017045-0.0042872i,0.0065599-0.0023112i,0.011384-0.0018142i,0.0096318-0.0070799i,0.0039295-0.011256i,-0.0012287-0.0073883i,-0.0046707-0.00080528i
-0.059391-0.034438i,-0.13164-0.10565i,-0.16071-0.16734i,-0.093491-0.13023i,-0.014588-0.057851i,-0.021158-0.046005i,-0.058526-0.025163i,-0.036346+0.024369i,0.0088087+0.035579i,0.01997+0.023832i,0.015612+0.017699i,0.010852+0.010354i,0.0017908+0.0056981i,-0.0065673+0.0057437i,-0.010381+0.0092908i,-0.0080914+0.014156i,-0.0041737+0.012228i,-0.0072311+0.005667i,-0.015051+0.0025731i,-0.019008+0.0038336i,-0.017211+0.0064861i,-0.010936+0.0083232i,-0.0016976+0.0076735i
0.067944-0.033152i,0.16878-0.055348i,0.24348-0.050041i,0.18207-0.018547i,0.063697+0.021207i,0.032128+0.053602i,0.049921+0.029223i,0.027523-0.019143i,-0.0076872-0.02165i,-0.010667-0.0039376i,-0.004998-0.00079078i,-0.0065394-0.00071807i,-0.0060904-0.00037506i,-0.0030478-0.0033075i,0.00175-0.0083057i,0.00416-0.011485i,0.0033545-0.0085699i,0.0054285-0.0035197i,0.01047-0.002063i,0.014868-0.0029527i,0.016188-0.0074234i,0.012215-0.01568i,0.0018484-0.020776i
-0.0021937+0.061499i,-0.046564+0.15356i,-0.10146+0.21568i,-0.09577+0.15412i,-0.042697+0.021923i,-0.023456-0.059255i,-0.036948-0.05671i,-0.038515-0.017434i,-0.025593+0.0035937i,-0.020769+0.0016944i,-0.018839-4.0986e-05i,-0.0075983-0.0011248i,0.0025022-0.0031759i,0.0032915-0.00080937i,-0.00085943+0.0041416i,-0.0044906+0.0052447i,-0.0041706+0.00025189i,-0.0021526-0.0053434i,-0.002688-0.0071018i,-0.0075964-0.0058488i,-0.012767-0.002111i,-0.013397+0.0055227i,-0.0074694+0.015622i
-0.043292-0.039444i,-0.087425-0.12196i,-0.086875-0.19731i,-0.030298-0.1636i,0.0097571-0.050889i,0.015245+0.02602i,0.02683+0.039468i,0.045336+0.012132i,0.03697-0.016033i,0.020064-0.014126i,0.017398-0.0027457i,0.010269+0.0013131i,-0.00029604+0.0024529i,-0.0029689+0.00024488i,0.00065642-0.0032839i,0.0061523-0.0036761i,0.0058978-1.0393e-05i,0.0013977+0.0062595i,0.00019407+0.010819i,0.0036881+0.012439i,0.0076235+0.013818i,0.010021+0.011614i,0.011797+0.0033789i
0.055356-0.0038255i,0.14065+0.010095i,0.19275+0.043093i,0.12914+0.059477i,0.046095+0.041734i,0.042312+0.0051085i,0.039134-0.029884i,-0.0015872-0.025286i,-0.017561+0.0040486i,-0.013437+0.01106i,-0.019017+0.0076031i,-0.015574+0.0080027i,-0.0023042+0.0032288i,0.0055679-0.00089037i,0.004122-0.0010546i,-0.0035365+0.00041264i,-0.0061438+0.0016898i,-0.0025649-0.0010698i,-0.00079133-0.006452i,-0.0012773-0.012194i,-0.0021797-0.017013i,-0.0041701-0.019394i,-0.0081924-0.019255i
-0.022554+0.053405i,-0.070701+0.11505i,-0.11159+0.1427i,-0.079367+0.08314i,-0.032362+0.003599i,-0.054465-0.005016i,-0.055048+0.040262i,0.0012016+0.050633i,0.027681+0.017788i,0.018073-0.0018179i,0.012318-0.0076155i,0.007765-0.010636i,0.0016524-0.0054634i,0.00058105-0.00088889i,0.0020559+3.1049e-05i,0.00187-0.00095202i,-0.0011009-0.0018077i,-0.0049098+0.00090468i,-0.0046566+0.0054637i,-0.0017755+0.0087987i,-0.00046144+0.010336i,0.00028156+0.012694i,0.0017557+0.017903i
-0.027687-0.042285i,-0.051497-0.12079i,-0.067538-0.17579i,-0.063808-0.11761i,-0.021827-0.011155i,0.044201+0.01233i,0.052069-0.033438i,0.00079165-0.046573i,-0.022711-0.014665i,-0.0070283+0.0027612i,0.003007+0.0004427i,0.0032294+0.0011708i,0.0014457+0.0042636i,-0.0032475+0.0038732i,-0.0078476+0.0016152i,-0.0095702-5.8026e-05i,-0.0060736+0.00040691i,-0.0020963+0.001295i,-0.0013624-0.00095199i,-0.0009712-0.0060003i,-0.0012079-0.010205i,-0.0016993-0.012697i,-0.00062953-0.01374i
0.049515+0.0038075i,0.12785+0.029311i,0.19232+0.060471i,0.16863+0.037027i,0.069015-0.026032i,-0.021181-0.041123i,-0.044546-0.0061759i,-0.016453+0.01997i,0.003321+0.015338i,-0.0027576+0.010633i,-0.0057606+0.015115i,-0.0032327+0.0087165i,-0.0040675-0.0028922i,-0.003863-0.0066183i,-0.00065498-0.0050093i,0.0037506-0.0028304i,0.0058272-0.0030442i,0.0050579-0.0055349i,0.0018288-0.0063581i,-0.0023992-0.0018437i,-0.0036194+0.0018804i,-0.0032502-0.0011705i,-0.0033446-0.0064262i
-0.035894+0.040954i,-0.10436+0.088042i,-0.16815+0.1152i,-0.14791+0.095021i,-0.06448+0.063943i,0.0086111+0.044862i,0.045676+0.015796i,0.036829-0.021879i,0.004058-0.030348i,-0.010409-0.017305i,-0.0089521-0.014804i,-0.0062889-0.011988i,-0.0018598-0.0038298i,-0.00015603-0.00052691i,-0.0021975+8.4349e-05i,-0.0027794+0.000717i,-0.0025573+0.0027796i,0.001197+0.0065212i,0.0084425+0.0069165i,0.012954+0.0019654i,0.012641-0.0010899i,0.00829+0.0042916i,0.0024284+0.013929i
-0.012507-0.041988i,-0.0071146-0.11536i,0.019156-0.17327i,0.042237-0.14006i,0.046822-0.06717i,0.028519-0.048438i,-0.020124-0.039075i,-0.04033+0.0015645i,-0.011295+0.018919i,0.0078403+0.0060072i,0.0058438+0.0040241i,0.0060516+0.0081711i,0.0066747+0.0056036i,0.0059861+0.0027537i,0.0042831+0.0040851i,0.0015362+0.0071777i,-0.00069142+0.0052712i,-0.0042217+0.00086558i,-0.01023+0.00033842i,-0.016017+0.0031427i,-0.018363+0.0050611i,-0.014888+0.0010216i,-0.0065279-0.0041039i
0.038855+0.020787i,0.095734+0.063492i,0.13012+0.1017i,0.08715+0.074206i,0.0046358+0.024982i,-0.028452+0.031293i,0.013523+0.035998i,0.046784-0.00048901i,0.026926-0.01681i,0.0066765-0.0030674i,0.0024178+0.0011029i,-0.0031124+0.0005927i,-0.0062867+0.0043816i,-0.0052488+0.0026005i,-0.0043394-0.0031668i,-0.0027352-0.0072253i,-0.00057639-0.0081254i,0.00037149-0.0064733i,0.0029119-0.0039338i,0.0088608-0.0032298i,0.014243-0.0044966i,0.014233-0.0046845i,0.010018-0.0067874i
-0.034858+0.027844i,-0.094822+0.050533i,-0.14876+0.068688i,-0.11155+0.0784i,-0.0056468+0.0619i,0.048694+0.0052818i,0.013766-0.028607i,-0.029482-0.0061878i,-0.022966+0.01658i,-0.0048908+0.010453i,-0.0019353+0.0035943i,-0.00013361+0.002299i,0.0033432-6.2487e-05i,0.0062239+0.0013938i,0.0072053+0.0054419i,0.004395+0.007627i,0.00089497+0.006961i,-0.0011743+0.0045845i,-0.0022446+0.0006386i,-0.0031937-0.0040579i,-0.0049981-0.0051055i,-0.0060363+6.5668e-05i,-0.0074641+0.0088574i
0.0024136-0.037443i,0.020222-0.10255i,0.043045-0.16464i,0.02619-0.16824i,-0.029728-0.11332i,-0.054035-0.032988i,-0.01717+0.019943i,0.025462+0.01443i,0.020991-0.0060848i,0.0020966-0.003087i,0.0023169+0.0038085i,0.0033054-0.00012985i,-0.0027209-0.0031102i,-0.007855-0.0031192i,-0.0090704-0.0040047i,-0.0064317-0.0059538i,-0.003601-0.0075438i,-0.004502-0.0052752i,-0.0062201+0.00018514i,-0.0055327+0.0066705i,-0.0039083+0.0079072i,-0.003096+0.00050125i,-0.00082258-0.0074343i
0.03017+0.026663i,0.067771+0.079392i,0.096375+0.14169i,0.090521+0.15254i,0.067508+0.1088i,0.053418+0.048684i,0.03274-0.0076288i,-0.0031391-0.029067i,-0.017164-0.012862i,-0.0079272+0.00047132i,-0.0072545+0.0011367i,-0.0073452+0.0011844i,-0.0015291-0.00095777i,0.0017194-0.0026883i,0.0024705-0.00141i,0.0020456+0.00036278i,0.0034268+0.0015645i,0.007686-7.8035e-06i,0.010466-0.0050544i,0.0085254-0.01111i,0.005694-0.013796i,0.0057898-0.011412i,0.0062303-0.0081917i
-0.037604+0.0095989i,-0.10083+0.010907i,-0.15326-0.0067589i,-0.12621-0.036309i,-0.053764-0.061452i,-0.023746-0.057001i,-0.024392-0.0031939i,-0.0029656+0.036263i,0.014058+0.019157i,0.0039227-0.0042339i,-0.00063464-0.0059333i,0.0037259-0.0046087i,0.0037135-0.0043912i,0.0031547-0.0032208i,0.002254-0.0017647i,0.00049932+0.0012326i,-0.00053121+0.0044911i,-0.0015335+0.0074569i,-0.0024777+0.010203i,-0.002855+0.012232i,-0.003+0.01372i,-0.0059641+0.01351i,-0.010116+0.014479i
0.014252-0.029421i,0.049991-0.072878i,0.087357-0.10781i,0.064823-0.080411i,0.0035244-0.00031876i,-0.009882+0.038768i,0.008847-0.0084864i,0.00034521-0.04915i,-0.008751-0.026841i,0.0040638-0.0021365i,0.0075623-0.001503i,0.0015878-0.00022567i,-0.00075698+0.0042871i,-0.0044717+0.0063504i,-0.009179+0.0049848i,-0.011506+8.3404e-06i,-0.010502-0.0036823i,-0.0078717-0.0045168i,-0.0050037-0.0033322i,-0.0021397-0.0044791i,-0.0016289-0.0081389i,-0.00053593-0.010489i,0.0034096-0.011954i
0.014924+0.021848i,0.033016+0.076523i,0.047272+0.13197i,0.06818+0.11763i,0.091271+0.02952i,0.072147-0.036065i,0.024958-0.014339i,0.0061145+0.031625i,0.0087931+0.029666i,0.0025493+0.0099623i,-0.0027452+0.0077103i,-0.0016298+0.0088798i,-8.3387e-05+0.0034715i,0.0036211-0.0039967i,0.007029-0.0070343i,0.0086677-0.0039414i,0.0089312-0.0014294i,0.0055967-0.0023135i,0.00067158-0.0038042i,-0.0010547-0.0030778i,0.0022917-0.0013359i,0.0059187-0.00049786i,0.0061063+3.4957e-05i
-0.025194-0.0012354i,-0.071923-0.018662i,-0.12786-0.050263i,-0.15837-0.052818i,-0.14923-0.0068626i,-0.096571+0.038624i,-0.024566+0.024553i,0.0064346-0.019294i,-0.0056555-0.021742i,-0.0094131-0.00062961i,-0.004279+0.0015101i,-0.0049695-0.002951i,-0.0036218+0.00034679i,-0.0024549+0.0071573i,-0.0039126+0.010781i,-0.0048789+0.0079465i,-0.0040248+0.0024595i,-0.00136+0.00047387i,0.0026854+0.0013697i,0.0046035+0.0017189i,0.001412+0.0032054i,-0.0043396+0.0076103i,-0.0083521+0.011255i
0.013381-0.020969i,0.052083-0.047829i,0.11189-0.058213i,0.15099-0.036972i,0.14433-0.013764i,0.098254-0.011638i,0.029658-0.0095289i,-0.012053+0.0051245i,-0.008666+0.007231i,-0.0016811-0.0024355i,-0.0029285-0.0012811i,-5.2366e-05+0.001993i,0.0018634-0.00052908i,0.00075541-0.0030187i,0.00013615-0.0037698i,-0.00020556-0.0015002i,-0.00010333+0.0012606i,-0.00026627+0.00098335i,-0.0032369-0.0012139i,-0.0071189-0.0025969i,-0.0079613-0.004998i,-0.0039073-0.01054i,0.0018125-0.01337i
0.009499+0.023772i,0.0069148+0.068362i,-0.013039+0.10525i,-0.049961+0.074515i,-0.087664+0.00088873i,-0.083152-0.026774i,-0.020443-0.0086528i,0.03041-0.0061118i,0.022695-0.013982i,0.0008657-0.0066903i,-0.0014217-0.00053057i,0.0016292-0.0011348i,-0.00021626-0.0017468i,-0.0030562-0.0027599i,-0.0029863-0.002886i,0.00045145-0.0039043i,0.0037711-0.004699i,0.0044618-0.0025291i,0.0050897+0.00059415i,0.0077179+0.00071709i,0.010003-0.00031805i,0.0083342+0.0014386i,0.0046946+0.0029571i
-0.028102-0.0019066i,-0.060662-0.026107i,-0.085108-0.052347i,-0.056664-0.027532i,0.017235+0.040848i,0.055871+0.057495i,0.01356+0.016185i,-0.030982+0.00098709i,-0.017529+0.0080831i,0.004512-0.00041931i,0.0010866-0.005249i,-0.0044064-0.00063471i,-0.0029914+0.0013229i,0.0012574+0.0025066i,0.0039157+0.0039034i,0.00063948+0.0047439i,-0.0039289+0.0057625i,-0.0050197+0.0043245i,-0.005164+0.0011186i,-0.00681+0.00039431i,-0.0082439+0.0029983i,-0.0080041+0.0049918i,-0.0082518+0.0049772i
0.016192-0.015184i,0.056786-0.023175i,0.10621-0.033292i,0.10835-0.062854i,0.047963-0.10791i,-0.0034512-0.10952i,0.008972-0.052045i,0.036836-0.0056505i,0.02298+0.0028528i,0.00065213+0.0057919i,0.00086007+0.0061307i,0.005124+0.00050194i,0.0025886-0.0039729i,-0.0040113-0.0068983i,-0.0079839-0.0079172i,-0.0053037-0.0075658i,-0.00053916-0.0067338i,0.0014708-0.0033225i,0.00081634+0.00092265i,0.00013596+0.00062349i,-0.00044285-0.0050918i,-0.00078376-0.010972i,0.002407-0.010706i
0.00073653+0.018093i,-0.015541+0.052655i,-0.054155+0.097917i,-0.07884+0.13992i,-0.049259+0.16454i,-0.0025954+0.1412i,0.00183+0.065114i,-0.024094+0.0060045i,-0.026214+0.0012432i,-0.0074328+0.0053667i,-0.0035899+0.0010679i,-0.0070765+0.0016553i,-0.0027369+0.0040178i,0.0032264+0.0041374i,0.0047795+0.0019923i,0.0021818-0.00038153i,-0.0021283-0.0014136i,-0.0035958-0.0033271i,-0.0018943-0.005197i,0.0014716-0.0042841i,0.005484+0.00026247i,0.0081092+0.0061862i,0.0065628+0.0074188i
-0.016087-0.0060687i,-0.027672-0.036573i,-0.017921-0.08721i,0.020362-0.136i,0.04547-0.15587i,0.030655-0.12211i,0.012005-0.047592i,0.01146-0.00083632i,0.006185-0.002352i,-0.0061687-0.0069905i,-0.0057133-0.0010188i,-8.5642e-05+0.00048811i,-0.00037718-0.00030624i,-0.001838+0.00073303i,-0.0018317+0.0018888i,0.0009009+0.0032714i,0.0045682+0.0038499i,0.0064321+0.0037614i,0.004754+0.0042123i,0.00022563+0.0046867i,-0.0051752+0.0038756i,-0.010297+0.0023092i,-0.011526+0.0026094i
0.012523+0.00057438i,0.038961+0.0051353i,0.053883+0.029053i,0.014488+0.071393i,-0.055812+0.10461i,-0.0717+0.089384i,-0.03122+0.025248i,-0.0041633-0.021606i,0.00052279-0.018216i,0.0043029-0.0038232i,0.0039424-0.0023183i,0.00029519-0.0033267i,-0.0016785-0.0023387i,-0.003645+0.00034531i,-0.0044607+0.0024453i,-0.0046099+0.001616i,-0.0059067-5.1498e-05i,-0.0055841-0.00032263i,-0.0020862-0.000201i,0.0011858-0.0031966i,0.00043715-0.0080885i,0.00076261-0.010551i,0.0037646-0.0087978i
-0.0032831+0.012807i,-0.018531+0.03374i,-0.030075+0.045794i,0.0080473+0.020021i,0.081885-0.033107i,0.098142-0.054831i,0.044138-0.016801i,0.0088131+0.024196i,0.0077942+0.017474i,0.0019286-0.0010878i,-0.0037397+0.00067318i,-0.0017128+0.0063775i,0.00027133+0.004406i,0.00033644-0.0019681i,-0.00087281-0.0055822i,-3.5453e-05-0.001797i,0.0022567+0.0032993i,0.00088412+0.0045246i,-0.0018609+0.004878i,-0.00018421+0.0064482i,0.0051887+0.0076177i,0.0074334+0.0069116i,0.0043293+0.0037107i
-0.0094963-0.01204i,-0.015225-0.038499i,-0.025969-0.076537i,-0.062063-0.082935i,-0.11497-0.041732i,-0.11449-0.008009i,-0.049116-0.017133i,-0.0023133-0.029468i,0.00036546-0.010223i,0.00082916+0.0081536i,0.0036544+0.0032i,0.00065105-0.0042581i,-0.0013004-0.0048515i,-0.00068714-0.00081269i,0.0012525+0.0032058i,0.0021471+0.0013031i,0.0011795-0.0033475i,0.0011661-0.0060989i,0.0018616-0.0074268i,-0.00069016-0.0067131i,-0.0068214-0.0036141i,-0.011344-9.6436e-05i,-0.010669+0.0013963i
