-0.0032704+0.00013026i,-0.0021528-0.00011363i,-0.0033312-0.00050218i,-0.003567+2.2799e-05i,-0.0020581+0.00077346i,-0.00055177+0.0011127i,0.00021159+0.0010805i,0.00080097+0.0007844i,0.0010611+0.00066648i,0.00052009+0.00070161i,0.00033861+0.00029885i,-0.00019457-1.3763e-05i,-0.00042021+0.00011073i,0.00020654+0.00049405i,-0.00028426+0.0011224i,-0.00058993+0.00073503i,1.6396e-05+0.00068253i,-0.0007652+0.00051125i,-0.0011729+0.0001584i,-0.00039809+0.00041907i,-0.00051522+0.00015601i,-0.0006796-0.00024312i,-0.00038533+2.9241e-05i
-4.3935e-05+0.0014728i,-0.00147+0.0017636i,-0.0006602+0.002588i,-0.00022859+0.0018128i,-0.0011697+0.00045166i,-0.00090195+3.377e-05i,0.0008178-0.00039672i,0.0013176-0.00076104i,2.8061e-05-0.00039651i,-0.0003302+0.00035206i,0.0003244+0.00076691i,0.00026951+0.00043239i,0.00026317+0.00045358i,0.00055954-0.0001401i,0.0003584-0.00066453i,0.00012301+6.4067e-05i,9.5885e-05+0.00063904i,6.9248e-05-0.00017739i,0.00043606-0.00013298i,0.00035176+0.00095924i,8.9913e-05+0.0013176i,0.00011667+0.00088976i,-0.00056075+7.308e-05i
-0.00031441-0.00088009i,0.0011207-0.0004575i,0.00095589+0.00058197i,0.00090117-0.00011429i,0.0012196-0.0016678i,0.0009346-0.0013684i,0.00094033-0.00044641i,0.0010488-0.00070966i,0.00072755-0.00092014i,0.00048096-0.00082953i,6.907e-06-0.00082753i,-0.00022493-0.00026356i,-0.00037572+0.00047209i,-0.00044024-2.2176e-05i,-3.2222e-05-0.0001628i,-0.00033396-5.7351e-05i,-0.00082525-0.00060733i,-0.0004892-0.00023323i,4.2864e-06+0.00031248i,-0.00053457+0.00065564i,-0.00057932+0.00078391i,-0.00012896+0.00039145i,-0.00015332+0.00062367i
0.0002698-0.00018271i,0.0012447-0.0009873i,0.00032935-0.00075224i,-0.00023414-0.00042993i,6.9958e-05-4.8311e-05i,-0.0004124+0.00034272i,0.00029083-2.7797e-05i,0.001004-0.00055417i,0.00035734-0.00041884i,9.5554e-05-0.00061961i,0.00019163-0.00079618i,-0.00021762-5.8687e-05i,-0.00012962+0.00056342i,-0.00015064+0.00069499i,-0.00028916+0.000307i,-0.00015614-0.00049833i,-0.00011895-0.00034343i,-0.00054955+0.00020936i,-0.000131+0.0005403i,0.00075324+0.00053044i,0.001286+0.00097709i,0.00058333+0.00069144i,-0.00054998+0.00025789i
0.00051339-0.00018833i,0.0005846+0.0010323i,0.00054177+0.00092558i,0.00025294+0.00015739i,-0.00031614-0.00068997i,-0.0009492-0.0010318i,-0.0010945-0.00059414i,-0.00075123-0.00065995i,7.4448e-05-0.00092743i,8.0177e-05-0.00072504i,0.0001987-0.0010588i,0.00028565-0.0010385i,-3.2178e-05-0.00021459i,-0.00063877-5.5162e-05i,-0.0014007+0.00020638i,-0.00086005+0.00072315i,4.1356e-05+3.6567e-05i,0.0010016-1.6166e-05i,0.00062953+0.00014956i,-0.00052789-0.00030298i,-0.00016918-8.6611e-05i,0.00086893-0.000302i,0.0014265-0.00073056i
0.0010225+0.0016683i,0.00080426+0.0017616i,0.0010366+0.00048422i,0.0011486+0.00044065i,0.00079887+1.9269e-05i,0.00046839-0.0014831i,0.00049212-0.0015997i,0.00073296-0.0011924i,0.00065581-0.00077528i,0.00045842-0.0009091i,0.0004003+6.1942e-05i,0.00068747+0.0010165i,0.0012906+0.00028696i,0.00084702-0.00052777i,0.00011559-0.00051924i,9.9956e-05+0.00014001i,-5.2633e-05+0.00055108i,1.24e-05+0.00074409i,0.00085938+0.0004403i,0.0013093+9.9278e-05i,0.00079844+0.00020267i,-2.6751e-05+7.627e-05i,-8.4684e-05+1.0927e-05i
-0.00018397+4.1817e-05i,-0.00051289+0.00049838i,-0.00057081+0.00012061i,-7.3828e-05-0.00021257i,4.5353e-05+0.00056795i,-0.00040796+0.00092976i,-0.00034968-5.3472e-05i,0.00047841-0.0010221i,0.00015348-0.0013348i,-0.0005347-0.0003106i,-0.00080726+0.0003721i,-0.00083512-0.00088683i,-0.00018767-0.00082637i,0.00040178+9.3405e-05i,0.00071288-0.00026277i,0.00070133-8.103e-05i,-0.00010751+0.00026552i,-0.00059223+0.00043783i,-0.00019464+0.00025318i,-1.7367e-05+0.00010373i,-0.00036006+0.00020622i,-0.00039715+0.00032777i,-0.00049912+0.00032219i
-0.0023092+0.0010844i,-0.0016015+0.00024814i,-0.0011838+0.00061688i,-0.00070392+0.00096117i,0.0004148-6.7156e-05i,0.00067658-0.00055403i,0.00011529-0.000175i,-0.00049093-0.00049922i,-0.00051535-0.0011108i,-0.00041613-0.00073085i,-0.0006959+2.5284e-05i,-0.0012666+0.00058409i,-0.00099663+0.00046134i,-0.00015815+2.909e-05i,0.00025756+0.00031169i,0.00034424+0.00043332i,0.0003273+0.00014116i,0.00025435-4.3949e-05i,0.00019016+0.00010286i,0.00050503-4.9673e-05i,-2.5015e-05-0.00024133i,-0.00063421+7.9841e-05i,0.00017153+0.00048939i
0.0013128+0.00062645i,0.00079467+0.00038087i,0.00060344+0.000763i,0.00082198+0.0003108i,0.0011142-0.00068121i,9.0128e-05-0.0010483i,-0.00042043-0.00065932i,0.00011274-0.00030399i,0.00015007+0.00015588i,5.4718e-05-0.00021833i,0.00040228-0.00063604i,0.00017985-0.00036199i,0.00029794-0.00029606i,-0.00035287+0.00019706i,-0.00069561+0.00076965i,0.0001045+0.00067628i,0.000287+0.00059605i,0.00032496+0.00037609i,0.00038209-0.00029079i,-0.00015316-6.3413e-05i,-0.00012156+0.0004519i,0.00022059+0.00073205i,-6.1435e-06+0.00037544i
0.0005667-0.0012962i,0.0013683-0.0006167i,0.0016505+0.00023005i,0.0011823+0.00010628i,0.0001411-0.0008942i,-0.00066974-0.00074944i,0.00041216+0.00014758i,0.00098871+0.00010903i,-8.6291e-06-4.0655e-05i,0.00012432-3.1382e-06i,0.00097108-0.00013075i,0.00027966+1.4695e-05i,-0.00032501-0.00021766i,-0.00014916-0.00036675i,-0.00034456+0.00034728i,-0.00073629+0.00084788i,-0.00091068+0.0002514i,-0.00045023-0.00035265i,-5.9476e-05-0.00050639i,0.00019924-0.00030074i,0.00020869+0.00053804i,-0.0002006+0.00084376i,-0.00013037+0.00072993i
-0.0014229-0.001073i,-0.001029-0.00099689i,-0.00060908-0.00053084i,-0.0011334+0.00045103i,-0.0011522+0.00084448i,-9.4107e-05+0.00089853i,0.00050839+0.00079767i,0.00080755-0.0004772i,0.00071805-0.0011097i,7.9979e-05-0.00029591i,-0.00082358-0.00050178i,-0.00028787-0.0005819i,0.00079737+0.00023023i,0.00059-0.00035749i,-0.00020988-0.00081469i,-0.00086135+9.5456e-05i,-0.00080537+0.00085846i,0.0001542+0.00067061i,0.00016401+0.00054523i,-0.00031872+0.00010315i,-0.00036436-5.6436e-05i,-8.6728e-05+0.00019136i,0.001221+0.00044481i
-0.0010641-0.00055318i,-0.00023977-0.00093632i,0.00031062-0.00087062i,0.00033613-0.00084023i,0.00035942-0.0010704i,0.00088451-0.00063559i,0.001561+0.00022006i,0.001039+0.00026554i,0.00063293-0.001316i,0.00032101-0.0012752i,-0.00047483-0.00021362i,-0.0006588-0.00044255i,-0.00060885-0.00039131i,-4.0422e-05+5.6597e-05i,0.00090782-0.00017685i,0.00084404-7.6613e-05i,0.00013176+0.00028862i,-0.00035047+0.00025732i,-0.00036438-0.00021473i,-0.00025757-0.00074754i,0.00036067-0.0001339i,0.00091397+0.00076841i,0.0010792-0.00043416i
0.0014919+6.181e-05i,0.0002923-0.00014529i,0.00067775-0.00044854i,4.1602e-05-0.0011399i,-0.00059521-0.0017386i,-0.00028424-0.00084918i,7.2867e-05-0.00047543i,0.00069833-0.0012673i,0.00090901-0.0012248i,0.00031656-0.0008714i,-9.7798e-05-0.00090042i,-0.0007453-0.00075848i,-0.0011204-0.00041412i,0.00012785-0.00029794i,0.00079804-0.00026462i,0.00050803-0.00056772i,0.00017901-0.00074362i,0.00033016+0.00029269i,0.00059425+0.0010615i,0.00080263+0.00093472i,0.0005199+0.00084027i,-4.6903e-05+0.00084638i,-0.00064261+0.00070145i
0.0019901+0.00029133i,0.0025315+0.0010577i,0.0020218+0.0003524i,0.00099492-0.0011905i,0.00029763-0.0014607i,-0.0005008-0.00083476i,-0.00089776+4.3312e-05i,-0.00033986-5.3136e-05i,8.9993e-05-0.00014534i,-0.00031421-0.0001065i,5.6277e-05-0.00046447i,0.00011108-0.00088468i,-8.2464e-07-0.00057266i,0.00048537+0.00029722i,-0.00059665+0.00030244i,-0.00083379-0.0002067i,-9.2407e-05-5.6606e-05i,0.0005867+0.00060763i,0.00080581+0.00074408i,0.00026023+9.6909e-05i,-3.2206e-05-2.7243e-05i,0.00026084+0.00024026i,0.00034174+1.484e-05i
0.00019199-0.0014178i,-0.00042531-0.0013537i,0.00082517-0.0011923i,0.00086123-0.00047919i,9.3417e-05-0.00036786i,0.0003526-0.00031741i,0.00022355+0.00067695i,-0.00027075+0.00049347i,5.8557e-05-0.00019122i,0.00041073-9.4013e-06i,0.00018453-7.252e-05i,-0.00035164-0.00063384i,-0.00082687-0.00059142i,-0.0010075-0.00056011i,-0.00077572-0.00043187i,-0.00054923+8.9685e-05i,-0.0004411-0.00021923i,0.00019437-0.00054487i,0.000566-0.00037636i,0.00056897+0.00059703i,3.9703e-05+0.00049669i,-0.00043323-0.00065939i,-0.00054407-0.00070803i
-3.7703e-06-0.00063645i,-7.2743e-05+7.0562e-05i,0.00020672+0.00030445i,0.00040868+0.0003777i,0.0010307-0.00059968i,0.0012561-0.0011972i,0.0010641-0.0010722i,0.00082105-0.0011421i,0.00044071-0.0010492i,3.9232e-05-0.00071473i,-0.00023211+9.1467e-05i,-4.8312e-05+0.0010914i,-0.00010191+0.0013203i,-0.00013057+0.0009907i,0.00067164+0.00086132i,0.001377+0.00081922i,0.00037702+0.00053918i,-2.5079e-05-0.00012287i,0.00067107+9.4357e-07i,0.00088313+0.00052691i,0.00068848+0.00074708i,0.00052857+0.00020408i,0.00067895-0.00031655i
-0.00017871+0.00012543i,-0.00048721+0.0011825i,0.00056088+0.0010556i,0.001719+0.00036175i,0.0015159-0.0010328i,0.00054974-0.0012069i,0.00055532-0.00098762i,0.00069527-0.0017047i,4.5904e-05-0.0011759i,0.00018618-0.00050509i,0.00095671-0.00034457i,0.001058+0.00019127i,0.00040076-9.5591e-05i,-8.2471e-05-9.8835e-05i,-0.00038106-0.00015653i,-0.00048365-0.00035797i,-0.00033146+9.291e-05i,-0.00082957+0.00070992i,-0.00076173+0.00066187i,-1.7399e-05+0.00017205i,-6.5299e-05-0.00014987i,0.00038723-0.00011082i,0.0010385+0.00030242i
0.0001969+0.00088831i,0.00058687-0.00015688i,0.00094846-0.00041335i,0.0005892-0.00020172i,-0.00028439+0.00017081i,-0.0011568+6.4251e-06i,-0.0009244-9.5323e-05i,0.00026454-0.00013827i,0.00050905-0.00054892i,0.00025901-0.00072092i,0.00050618-0.00090788i,-3.1619e-05-0.0007714i,-0.00035286-0.0004743i,-0.00014059-0.00012836i,0.00017966-3.9151e-05i,0.00010176+0.00011889i,0.00036155+0.00017756i,0.0011225-0.0005711i,0.0013485-0.0003228i,0.00062045+3.0266e-05i,0.00066881+0.00044429i,0.0013307+0.00076772i,0.0010412+0.00038468i
0.001594-0.001129i,0.0023427-0.0009951i,0.0023226-0.0014898i,0.0010238-0.0016683i,-4.9064e-05-0.00072486i,-0.00090299+0.0001264i,-0.0012039+0.00012746i,-0.00048806-0.00049242i,-3.4599e-05-0.00062948i,0.00015502-0.00075182i,0.00014302-0.00087697i,0.00038806-0.00037924i,0.00069881-0.00048683i,0.00026407-0.00054041i,0.00022316+0.00012037i,0.00010762+0.00044822i,-0.0001543+0.00013717i,0.00028139+0.00010391i,0.00056619+0.00021695i,-4.6191e-05-0.0001713i,-0.00010754-0.00060916i,-4.9642e-05-0.00065059i,-0.00045615-0.00056428i
-0.0013794+0.0001421i,-0.00093471+0.00040379i,-4.1542e-06+0.00046816i,0.0018931-0.00035955i,0.0021262-0.00098996i,0.0013093-0.0010169i,0.00023856-0.00051643i,-0.00037633-0.0004772i,-0.0002485-0.00067144i,6.057e-05-0.00033321i,-0.00018922+0.00021i,-0.00079059+0.00089174i,-0.0010835+0.00036426i,-0.00037678-0.00033248i,-0.00034902-0.00030991i,-0.00038698+7.97e-05i,-0.00024853+0.0003966i,-1.1947e-05-3.1568e-05i,0.00025346-0.00024155i,0.00024048+0.00056085i,0.00024264+0.00094658i,4.1246e-05+0.00076405i,-0.00040304+2.6148e-06i
0.0014276-0.00059144i,0.0012004-0.00041735i,0.001576-0.00098538i,0.0008612-0.00074979i,-0.00014264-0.00044856i,-0.00043499-0.00087731i,-0.00017577-0.0010605i,9.1071e-05-0.0006393i,0.00035465+0.00019951i,7.9577e-05+0.00085492i,-0.00034057+0.00055459i,-0.00055774-0.00036068i,-0.00057043-0.00047698i,-6.5557e-05+9.8727e-05i,0.00014577-0.00057407i,-0.00030375-0.0014152i,-0.00050434-0.0011522i,-0.00066564-0.00060611i,-3.9927e-05-0.00046486i,0.00075936-0.00055143i,0.00063198-0.00024158i,0.00015856-0.00026322i,-0.00024435-0.00036821i
-0.00049627+0.0028876i,-0.00059206+0.0027496i,-0.00025777+0.003178i,0.00029987+0.00251i,0.00079909+0.0011797i,0.00091292-0.0001571i,0.00043704-0.00051883i,0.00045646-6.8315e-07i,0.00025115-0.0001289i,6.4459e-05+0.00018768i,0.00080963+0.00097553i,0.00097687+0.00098729i,0.00026263+0.00086371i,0.00051696+6.0837e-05i,0.0013673-2.1553e-05i,0.0013746+0.0010641i,0.00051285+0.0021088i,0.00045739+0.0014043i,0.0006155-4.7912e-05i,0.00033997-0.00029869i,0.00017195-3.7701e-06i,8.3933e-05+0.00038665i,-0.00039165+0.00069469i
0.00014853-0.00045845i,-0.00041877-0.0013693i,0.00027372-0.00022456i,0.00058015+0.00088435i,-9.9924e-05+0.00044956i,-0.00070523+0.00038076i,0.00025679+1.0933e-05i,0.0011374-0.00086507i,0.0012553-0.00050417i,0.0009396+0.00012296i,0.00049943+0.00011113i,0.00019028+0.0001287i,-5.2967e-05-1.384e-05i,-0.00025818-0.00034417i,-0.0007709+4.5979e-05i,-0.00078699+2.4154e-05i,-0.00060523-0.00052792i,-0.00091687-0.0014166i,-0.0011528-0.00096116i,-0.0010305+3.405e-05i,-0.00018249-9.2241e-05i,-0.00060483-0.00026192i,-0.00039377-0.00046496i
0.00074421-0.0015873i,-0.0005524-0.0020123i,0.0010789-0.0012198i,0.0010198-0.00059492i,0.0001055-0.00090081i,-7.2353e-05-0.0014409i,0.00027851-0.0019583i,0.00042139-0.0019262i,-0.0006484-0.00098179i,-0.00080397-0.0004974i,-0.00050747-7.256e-05i,-0.00023181+0.00083507i,0.00040969+0.00071991i,8.5838e-05+0.00071505i,-0.00070767+0.00076017i,3.7754e-05+0.00045915i,0.0003608+0.0007047i,-0.00016321+0.0008819i,-0.000461+0.00047214i,-0.00040077-0.0004422i,0.00032662-0.00068666i,0.0011523+0.0004347i,0.00041761+0.0011771i
-0.0012233+0.0011635i,-0.00040635+0.0013406i,0.0011552+0.0014597i,0.0010652+0.00097088i,-0.00025487+6.4863e-05i,0.00028185-0.0001605i,0.00042652-0.00010638i,0.00055031-0.00057193i,0.00093074-0.00087114i,0.00061368-0.00099433i,0.00029147-0.00082676i,5.9705e-05-0.00032787i,-0.00043635+0.00016746i,-4.7515e-05-0.00016969i,0.0006852-0.0001885i,0.00053218-0.0001304i,0.00010847-0.000108i,-6.9186e-05+0.00020027i,-0.00053719+0.0005887i,-0.00035803+0.000858i,0.00035352+0.00043543i,0.00048442+0.00025665i,-0.00019973+0.00060863i
-9.1845e-05-0.0019388i,0.0010052-0.0023317i,-0.00039727-0.002329i,-0.0010678-0.0011898i,-0.00069831+0.00025351i,-0.00020486-6.6643e-06i,-8.8431e-05-0.0004553i,-0.0007603-0.00048911i,-0.0010808-0.00071648i,-0.00076244-0.00044305i,-0.00032428-8.7777e-05i,-0.00054535-0.00046813i,-0.0014389-0.00025308i,-0.00096046+0.00043044i,0.00031595-0.00025918i,0.00069297-0.00014766i,0.00076798+0.00023166i,7.476e-05-0.00025802i,-0.0003984+2.7938e-05i,-0.00044177+0.00022754i,-0.00075996+0.00038212i,-0.0011355+0.0004509i,-0.00040784-1.3917e-05i
-0.0017179-0.00039893i,-0.001263+0.0011833i,-0.0018717+0.0018169i,-0.00099332+0.0015303i,0.00063684+0.00055985i,0.00069824+0.00012301i,0.00077685-0.00010323i,0.0013616-0.00025087i,0.0010785-0.000533i,0.00056347-0.00078947i,0.00031027-0.00044512i,-0.00020258+7.1536e-05i,-0.00076424+9.7209e-05i,-0.00047163-2.0327e-05i,0.00036792-0.00018888i,0.00056266-8.7528e-05i,9.2366e-05+0.00035164i,-1.2313e-05+0.00062869i,-0.00047203-2.6067e-05i,-0.00074142+3.2451e-05i,-2.1792e-06+0.0007868i,0.00068845+8.2856e-05i,0.0011063-0.00054789i
-0.00049313-0.0014625i,0.00048932-0.00029965i,0.0010194+0.0012776i,0.00078648+0.00051238i,0.00027939+4.7449e-05i,-0.00030469+8.4503e-05i,0.00095264-0.00092037i,0.0017672-0.00158i,0.0010229-0.0012301i,0.0007529-0.00045563i,-3.0717e-06-0.00013238i,-0.00012638-7.4047e-05i,0.00017374+8.369e-05i,-6.9306e-05+0.00029656i,0.0004987-2.4538e-05i,0.00053917+0.00021209i,-0.00066553+0.00084968i,-0.0012511+0.00042275i,-0.00054088+8.9888e-06i,-0.00039298+0.00046506i,-0.00066578+0.00073815i,-0.0011175-5.4336e-06i,-0.00068746-0.00054294i
-0.0017823-0.0015415i,-0.0020026-0.00089956i,-0.0026364-0.0013689i,-0.001573-0.0011905i,-0.00046284-0.00041816i,0.00027408-0.000762i,0.00088213-0.0011473i,0.00020534-0.0010786i,-0.0011387-0.0013883i,-0.001177-0.00092185i,-0.00098341-0.00019125i,-0.0010942-6.5383e-06i,-0.0011567+0.00032772i,-0.00078535-1.1919e-05i,-0.00036883-0.0008351i,0.00028891-0.00037344i,0.00085531+0.00034518i,0.00057813+0.00077439i,9.8046e-05+0.00043344i,0.00015531-0.00013266i,0.00027882-0.00029637i,-0.00016263-0.00087913i,-0.00019372-0.00071946i
0.0007949-0.00040032i,0.0006048+2.2675e-05i,0.00039065-0.00062856i,-0.00015935-0.0011086i,-0.00082656-0.00055955i,-0.00094281-0.00032386i,-0.00035259-1.0551e-05i,0.00030648-0.00022287i,0.0011776-0.00093943i,0.00099962-0.0007101i,-0.00024758-0.00039548i,-0.0014255-0.00055576i,-0.00080579-8.2537e-05i,-0.00028435+7.5105e-05i,-0.00065122-0.00046141i,-0.00050245+0.00021815i,0.00039255+0.0011781i,0.00051386+0.0010487i,0.0002747+0.00047395i,-9.1433e-05+0.00016664i,-0.00054321-0.00011519i,-0.00035146-0.00032782i,-0.00021632-0.00016869i
-0.0025767-0.00011449i,-0.0024962-0.00025465i,-0.001932-0.00023931i,-0.0010167+0.00095293i,-0.00066444+0.00060547i,0.00011305-0.00019056i,0.0007974-0.0010263i,0.00013706-0.0017446i,-0.00018318-0.0010981i,-0.00037805-0.0001631i,-0.00058864+5.5503e-05i,-0.00023232-6.9326e-05i,0.00041004-0.00040279i,0.0011772-6.3838e-05i,0.00097464-0.00050976i,0.00031441-0.0010047i,4.0083e-05-8.4796e-05i,0.00050524+0.00045217i,0.00083835+0.00016042i,0.00070183-6.572e-05i,-0.00022747+0.00012331i,-0.00030413+0.00026996i,-0.00022038+3.0296e-06i
-0.0026838+1.8315e-05i,-0.0023945+4.1795e-05i,-0.0027244+0.00016672i,-0.0016422+0.00075563i,-0.00046626+0.0005865i,-5.2175e-05+0.00091409i,0.00047493+0.00085088i,0.00076477+0.00078691i,0.00010855+0.0010007i,-0.00028567+0.00086902i,5.1253e-05+0.00043775i,-0.00010971+0.00032839i,-0.00065185+0.00055355i,-0.00068623+0.0001694i,-0.00061439-0.00022087i,6.047e-06-0.00010532i,0.00033508-7.2495e-05i,0.0001232-8.8303e-05i,3.5206e-05+0.0001343i,0.00023805+0.00074851i,0.00059056+0.00077987i,0.00043123+3.6088e-05i,0.00046143-0.00066041i
0.0018857-0.0014548i,0.0017742-0.0012061i,0.0016967-0.0018373i,0.0010418-0.0016035i,4.7697e-05-0.00057054i,-0.00020519-3.0982e-05i,0.00021723-0.00067602i,0.0011522-0.0012582i,0.0012129-0.0015988i,0.00047086-0.0014499i,0.00044765-0.00071815i,0.0003672+0.00038873i,-6.5372e-05+0.00068169i,-0.00056198+0.00041174i,-0.00072681+0.00061707i,-0.00053667+0.00022634i,-0.0006855-8.7617e-05i,-0.00050061-2.7221e-05i,8.3657e-05-0.00035909i,0.00053494-0.00029126i,0.00074622+0.00045503i,-8.919e-05+0.00033223i,-0.0008826-0.00017539i
-0.00045516+0.0011384i,-0.00089387+0.0029475i,-0.00047554+0.0029004i,0.00024164+0.0021976i,-8.5092e-05+0.00084005i,-0.00017415-0.00050374i,-6.581e-05-0.0012978i,0.00035467-0.00095698i,0.00081796-0.00039691i,0.00093528-0.00028111i,0.00073308-0.00021353i,0.00036495-0.00014253i,0.00048414+0.00012203i,0.00028165+0.00022575i,-0.00023576-0.0003166i,-6.4829e-05-0.00055903i,0.00047268-0.00031288i,0.00060129-0.00023084i,0.00084603+0.0003591i,0.0011853+0.001031i,0.0011281+0.0012599i,0.00074082+0.0011656i,0.00018917+0.0014685i
0.00087599+0.0017812i,-0.00025548+0.0010371i,0.0007135+0.00025975i,0.0016097+0.00028916i,0.00051231-0.00077902i,0.00055829-0.0020858i,0.00093759-0.0017469i,0.00065184-0.0011413i,0.00039946-0.0017194i,1.0633e-05-0.0013433i,0.00011148-0.00074812i,0.00021084-0.00014067i,0.00028537+0.001344i,0.00056257+0.0012792i,0.00018576-0.00015106i,0.00027954-0.00062103i,0.00049316+7.1253e-05i,-5.8835e-05+0.0013048i,-0.00055221+0.0013084i,-0.00020656+0.00066879i,1.4251e-05+0.00094257i,0.00019145+0.00058583i,0.00020457-0.00022166i
-4.1599e-05-0.00037216i,-0.00049446+0.0009853i,-0.0010845+0.0007792i,-0.0014209-0.00031993i,-0.00079377-0.00055789i,0.00024285-0.00079853i,0.00014575-0.00088299i,0.00013317-0.0010276i,0.001076-0.00054398i,0.00094416+0.00067756i,-9.9089e-05-7.7216e-06i,-0.00048919-0.0010154i,-0.00069091-0.00045489i,-0.00069228-0.00012898i,-0.00037041-0.00062514i,-9.5427e-05-0.00051579i,-6.742e-05+0.00011766i,8.9565e-05-0.00014551i,-0.00021036-0.00024291i,-0.00073431-0.0001564i,-0.00053093-0.00031447i,-0.00041786-0.00035576i,-0.00032849+5.6547e-05i
-0.00038422+0.00045929i,-0.0013328-0.00098545i,-0.0011748-0.0018735i,0.00041019-0.00040078i,0.00070958+0.00031937i,-9.9133e-05-1.8208e-06i,-5.3096e-07+0.00025267i,0.00048223+0.00030659i,-5.2332e-05-0.00014935i,-9.9858e-05-0.00048455i,0.00033319-0.00053742i,-0.00043236-1.9615e-05i,-0.00044636+0.00045625i,7.2626e-06-0.00016732i,4.6998e-06-0.00087589i,0.00015114-0.00048449i,4.6796e-05+0.00072543i,-2.8547e-05+5.3387e-05i,-0.00050453-0.00093399i,-0.00066212-0.00030236i,-0.00066159+0.00032226i,-0.0011097+0.00029027i,-0.00055911+9.3573e-05i
0.00025291+0.00014763i,0.00059187+0.00051888i,0.00077972+0.00044567i,0.00032878+0.00043298i,-0.00035782+0.00046897i,-0.00014926-0.00023024i,0.00067853-0.0010083i,0.00041439-0.0012947i,-0.00018563-0.0015274i,-0.00051542-0.0011849i,-1.6104e-05-0.0012445i,1.4865e-05-0.0011153i,-0.00038413-0.00059599i,-0.00016383-0.00015012i,0.00012351+0.00030197i,8.2726e-05+0.00022116i,-0.00030237+0.00018623i,-0.00025766+9.4925e-05i,0.00054173-0.00026164i,0.00044504+0.00012358i,-0.00024093+0.00030426i,-0.00055773+0.00052613i,-0.00027708+0.00097476i
-0.00068309+0.0005539i,-0.0008855+0.00084055i,-0.0011122+0.00051627i,-0.00057407+0.00020035i,6.0241e-05-0.00028039i,0.00055778+8.2821e-05i,0.00028762+0.00031332i,0.00085612-0.00023043i,0.0014032-0.00096136i,0.0011132-0.00094771i,0.00041967-0.0007326i,-0.0007647-0.00046531i,-0.00090143-0.00047137i,0.00034011-0.00071462i,0.00068181-0.00094351i,0.00027589-0.0009902i,9.2928e-05-3.4657e-05i,0.00025431+0.000496i,0.00025639-0.00013284i,-0.00016983-0.00089024i,-0.00018844-0.00062619i,-1.1113e-05+0.00020408i,0.00073126+0.00035871i
-0.0018119+0.00037961i,-0.0019422-0.00014783i,-0.0013106+0.00084308i,1.5169e-06+0.0013602i,-0.00035534+0.00064978i,-0.00098019-0.00059603i,-0.00032992-0.00094675i,0.00011886-0.00044834i,-5.6951e-05-0.0004125i,5.056e-05-0.00091906i,-0.00043124-0.00035505i,-0.0010203+0.00017964i,-0.00040178+0.00029634i,5.0988e-05+0.0010741i,-7.3196e-06+0.0012696i,-0.00040641+0.0011926i,-0.0013513+0.0012814i,-0.001251+0.00045677i,-0.00019179-8.458e-05i,-1.7626e-05-0.00048084i,-0.00046934-0.00085912i,-0.00037986-0.00044076i,0.00050604-0.00026704i
-0.0002851+0.002462i,-0.0002794+0.0024807i,0.0001865+0.0022632i,0.0004269+0.001281i,0.00058491+0.0014411i,0.000927+0.0012406i,0.0011627-0.00018628i,0.00092351-0.00084993i,0.00018401-0.0010991i,0.00015929-0.0012236i,0.00031237-0.00088657i,1.4068e-05-0.00011851i,-0.00018946-8.1656e-05i,3.5577e-05-0.00031808i,0.00036043-0.00036841i,0.00026256-0.00053139i,0.00013858-0.00027507i,8.8975e-05+0.00066495i,-0.00036601+0.00091714i,-0.00014758+0.00033744i,0.00039871-0.00030304i,-0.00019988-0.00018324i,-0.00054944-0.00010504i
0.0004619-0.0008935i,0.00047122-0.0009425i,-0.00016153-9.3445e-05i,-0.0004329+0.00015119i,-0.00011311-0.00077202i,-0.00028877-0.00049294i,-0.00061685+0.0002624i,-0.00019008+0.00040525i,0.00064396+6.307e-05i,0.00061149-0.00021991i,0.00031277+3.9381e-05i,-1.5066e-05+0.00020163i,-0.00053419+0.00077533i,-0.00059072+0.00047154i,-0.00058279-0.00045485i,-0.0005691+0.00018529i,-0.00042082+0.0011058i,-0.0010779+0.0010262i,-0.0010182+0.00059957i,-0.00061433+0.00050991i,-0.00070492-6.015e-05i,-0.00057933-0.00024257i,-9.0128e-05-0.00019493i
-0.0011555+0.000591i,-0.00021562-0.00076487i,0.00051383-0.0012037i,0.0011128-0.00031108i,0.00058402-0.00024949i,-7.1396e-05-0.0012353i,0.00025507-0.0015297i,0.00047986-0.0012112i,0.00041782-0.0010369i,0.00068023-0.0014575i,0.00053097-0.0010169i,0.00026377-0.00043374i,1.2885e-05-0.0010239i,0.00018397-0.0014493i,0.00040603-0.0011491i,0.0006054-0.00052029i,0.00060285+0.00062649i,0.00030791+0.0013956i,0.00077813+0.001382i,0.0014022+0.00062715i,0.0013916+9.2921e-06i,0.0015462+0.00046297i,0.0004052+0.00055806i
