-0.0055752-0.00055957i,-0.0054334+0.00053694i,-0.0049397+0.0040566i,-0.0026998+0.006578i,-0.00086453+0.0058203i,-0.00016444+0.0033854i,-0.00050298+0.0013571i,-0.00021369+0.00038484i,0.00012093-0.00010595i,0.00028891+0.00014328i,0.00061322-1.4827e-05i,0.00078294-0.00060325i,0.00030788-0.0007198i,0.00056489-0.00048872i,0.00094323-0.00067625i,0.00066591-0.0006299i,0.00023716-0.00029442i,-6.8576e-05-0.00076008i,-0.00018534-0.0007684i,-0.00038682-0.00043231i,8.7085e-05-0.0009034i,0.00029443-0.0011202i,0.00021159-0.00090457i
-0.00094821-0.00077384i,-0.00047961-0.00065112i,-0.00074187-0.0011261i,-0.00071651-0.0011758i,-0.00026618+0.00041181i,0.00012347+0.0016544i,-3.9783e-05+0.0009712i,-7.9657e-05+9.811e-05i,0.00017546-0.00014149i,-0.00014286-0.00041019i,-0.00059083-0.00050817i,-0.0009294+0.00031156i,-0.0001811+0.0013121i,0.0010527+0.00082741i,0.0014918+1.0567e-05i,0.0014549+9.2823e-05i,0.00086572+0.00018058i,8.8003e-05-3.5163e-05i,-0.00044255+0.00053873i,0.00030534+0.00040198i,0.00062062-0.00086488i,9.0743e-05-0.00081878i,-0.00031627-0.0004005i
0.00027621-0.0014968i,0.00057847-0.0015152i,0.00043275-4.3178e-05i,-0.00090386+0.0014367i,-0.0010441+0.0008i,3.9026e-05+0.00090232i,8.2357e-05+0.00065057i,-5.5852e-05-0.00064696i,-0.00043621-0.00065335i,-0.00087797-0.00034565i,0.00037125+0.0003947i,0.0013366+0.001179i,0.0014673+0.00082172i,0.0013861-0.00022083i,0.0015556-0.00072214i,0.0011782-0.00052152i,0.00019538-0.00086736i,0.00013523-0.00063276i,0.00057039-0.00017358i,-0.00011407-0.00028721i,-0.00052205-5.1394e-05i,-0.00040512-1.1078e-05i,-0.0005037-7.2006e-06i
-0.00059595-0.00063864i,-0.001361-0.0002774i,-0.0017778-0.0004665i,-0.0013376+0.00020362i,-0.0012796+0.00083517i,-0.0017042+0.0011924i,-0.0013696+0.00068973i,-0.00067216-0.00037884i,-0.00039512-0.00035282i,-7.2641e-05+0.00054443i,7.1686e-05+0.00047407i,0.00019363-0.00051037i,0.00073949-0.00065766i,0.00098098-0.00055459i,0.00099695-0.00064346i,0.00098369-0.00010934i,0.00070677-0.00050611i,0.00059865-0.00097291i,0.00025232-0.00078864i,0.00052711-0.00061713i,0.0010325-0.00013241i,0.00072214+0.00012519i,-6.5081e-05+0.00032906i
-0.0003864-0.001199i,3.995e-05-0.00023809i,-0.00064705+0.0011363i,-0.0015021+0.0020074i,-0.0017876+0.002641i,-0.00069899+0.00197i,-1.1294e-05+0.00094502i,-0.00059986+0.00061923i,-0.00049915+0.0001026i,0.00011072+0.00042637i,0.00037383+0.00061564i,0.00058632+0.00065598i,0.00031736+0.0013557i,-0.00032682+0.0013111i,-0.00038415+0.00039703i,-0.00011974+0.00047649i,-0.00051545+0.00078405i,-0.00028933+0.00079561i,-1.634e-05-5.9047e-05i,-4.8424e-05-0.00079427i,9.352e-05-5.569e-05i,4.257e-05+0.00053974i,-0.00022719+0.00071129i
-0.0017971+0.0025624i,-0.0027666+0.0020872i,-0.0018606+0.002665i,-3.7028e-05+0.0026288i,8.7674e-05+0.0010012i,-0.00095353+0.0011453i,-0.0010233+0.0014825i,-0.00084479+0.00099311i,-0.0012914+0.00092804i,-0.00078934+0.00016194i,-9.4252e-05-0.00044311i,0.00013227-0.00063074i,0.0004438-0.00027796i,0.00048143-0.00014359i,0.00055077-0.00049958i,0.00040268-0.00028434i,0.00041303-5.628e-05i,0.00029216-7.8817e-05i,-0.00037064-0.00033271i,-0.00053528-0.00080615i,-0.0001027-0.00074821i,0.00050549-0.00010629i,0.00023338-4.0206e-05i
0.00068952+0.00036279i,0.00085127-0.000223i,0.0012922-0.0003766i,0.0015044-6.0543e-05i,0.0018068+0.00062061i,0.0013698+0.00029296i,-3.2019e-05-0.00070098i,-0.00064054-0.00084639i,-0.00069829-0.00018479i,-0.001185-0.00010071i,-0.00039851-0.00034415i,0.00073732-3.5108e-05i,0.00019638+0.00046542i,-0.00057191+0.00049164i,0.00017575-0.00034974i,0.00090715-0.00095775i,0.0008907-0.0004826i,-0.00023594+0.00020418i,-0.00073684-8.5937e-05i,-0.00034049-0.0005308i,-0.00016858-0.00040987i,-0.0001949-0.00015019i,-0.00021828+0.00025584i
0.00072245+0.00098257i,0.0019358+0.0007952i,0.0022644+0.00080917i,0.00039756+0.00039439i,-0.0014738-0.00015952i,-0.0012682-0.0007091i,-0.00078891-0.0008217i,-0.0014142-0.00077469i,-0.0011292-0.00068552i,-0.00015295-0.00037491i,0.0001318-0.00020169i,0.00036669-0.00023525i,0.0011849+5.7262e-05i,0.0012294-8.9069e-05i,0.00056508+3.9495e-05i,0.00017893+0.0001008i,-0.00027255-7.8938e-05i,-0.00049076-0.00047487i,-0.00098946-0.00013533i,-0.0012895+0.00048944i,-0.00065538-0.00035396i,-8.1247e-05-0.0006969i,0.00037337+0.0003044i
0.00080738+0.0020245i,0.00099724+0.0016697i,0.0016105+0.0008794i,0.00050941+0.00031405i,-0.00096092+0.00065825i,-0.002154+0.00097472i,-0.0020549+0.00044281i,-0.0011038-0.00025223i,2.7443e-05-7.958e-05i,0.0005748-0.00016239i,-0.00019627+3.4937e-05i,-0.00042234-0.00020789i,-0.00060143-0.00029885i,-0.00035153+0.00012009i,0.00060035+0.00067108i,0.00049337+0.00071514i,0.00022757+7.9223e-05i,-0.00012378+0.00057015i,-0.00050123+0.001178i,-0.00061607+0.0008039i,-0.00098676+0.00044106i,-0.00057681+0.00033077i,-0.00029845-0.00038903i
-0.0014118-0.00015074i,-0.00073803+0.00071376i,-0.00019573+0.0012073i,0.00041279+0.00030802i,-6.5526e-06+0.00038481i,-0.0017319+0.0012784i,-0.0020083+0.0006241i,-0.0011194+0.00024051i,-9.9802e-05+0.00032013i,0.00059957+0.00031788i,8.9185e-05+0.00027132i,-4.4744e-05+0.00010486i,0.00022257-2.4551e-05i,0.00022698-0.00060302i,0.00055175-0.00070725i,-0.00030887-0.00014598i,-0.00081759+0.00013262i,-0.0002711-0.00031343i,-0.00022886-0.00014244i,-0.00036536+0.00034366i,-0.0003534-3.8649e-05i,-0.0008301+0.00046984i,-0.0010675+0.00010177i
-0.00087466-0.0013145i,-0.0011644-0.00087761i,-0.00056703-0.00040609i,0.00082584+0.00049655i,0.0011455+0.0013743i,0.00072754+0.00093735i,-0.00019125+7.7735e-05i,-0.00040781+0.0002085i,-0.00043527+0.00077609i,-0.00087257+0.0012418i,2.667e-06+0.001135i,0.0006728+0.0010273i,0.00027018+0.00018798i,7.5915e-05-0.00029683i,9.4475e-05+0.00019891i,0.00084813+0.00028002i,0.0012382+0.00066256i,-0.00014617+0.0012915i,-0.00087288+0.0010337i,-0.00019501+0.00077871i,0.00013107+0.00066205i,-0.00011318+0.00076327i,-0.00030169+0.00049583i
-0.0002987+0.0021764i,0.00089936+0.0026616i,0.0011726+0.0027057i,0.00041044+0.0016536i,4.4414e-05+0.00071161i,-0.00022213+0.00082696i,-0.00047296+7.169e-05i,4.067e-06-0.00010576i,0.00012312+0.0014i,-0.00025807+0.0016694i,-0.00036386+0.00071448i,-0.0002028+0.00045351i,-0.00046239+0.00043022i,-9.9089e-05+0.00024079i,0.00076484+6.6634e-05i,0.00089776-0.0002391i,0.00028113+0.00042717i,0.00046107+0.00077281i,0.00051041+0.00041255i,5.3577e-05-0.00017563i,0.00031191-0.00029948i,0.0005919-9.0347e-05i,0.00058953+0.00020573i
-0.00051182-0.0014269i,-0.00039892-0.0004203i,-0.00070125+0.0010186i,-0.001329+0.0026959i,-0.0019867+0.0027825i,-0.0008194+0.0010268i,0.00074538+0.00012559i,0.0004029+0.00022091i,-0.00022498+9.9801e-05i,1.4088e-05+0.0002462i,-0.00025355+0.00048493i,-4.3805e-05+0.00083311i,0.00054363+0.0017961i,0.00065905+0.0020057i,0.0012468+0.0011165i,0.0011485+0.00049888i,0.00074936+0.00025052i,0.00041804+0.0001633i,0.00035708-0.00015268i,0.00055403-0.00057244i,0.00021456-0.00045585i,-4.8594e-05-0.00042915i,7.4117e-06-0.00052896i
0.0015557-0.00092256i,0.00078394-0.0012509i,3.5382e-05-0.001055i,-8.6733e-05-0.00083405i,-0.0003881+0.00031617i,-0.00095417+0.00033031i,-0.00075399-0.00051258i,-3.4996e-05-0.0010727i,-0.00031797-0.00097316i,-0.00060368-0.00077291i,-0.00034488-0.00014876i,0.00027179+0.00043927i,0.00059423+0.00048505i,0.0003772+0.00034973i,0.00040097-6.3269e-05i,0.00089402-0.00023774i,0.00047129-0.00018291i,2.8711e-05-0.00064763i,0.00035122-0.00039377i,0.00047424-0.00018323i,0.00021526-0.00035666i,-6.2056e-06-0.00053506i,0.00010467+0.00016188i
0.00075463+0.00013781i,-0.00028337+0.00077464i,-0.00079641+0.0013299i,-0.0011434+0.0017192i,-0.0007641+0.0027812i,-0.00080634+0.0020632i,-0.00027541+0.00029523i,-0.00037021+0.00045778i,-0.0013791+7.7496e-05i,-0.0012745-0.00072205i,-0.00046188-0.00011094i,-0.00017925+0.0003893i,-7.4585e-05+0.00059583i,-1.3578e-05+0.00075818i,-0.00059909+0.00037471i,-0.0007682-0.00010321i,-0.00054589+0.00017272i,-0.00055729+0.00050833i,-0.00017903+0.00023696i,0.00011309-0.00019895i,-1.0507e-05-0.00070261i,-4.3312e-05-0.00090059i,-1.5189e-05-0.0009132i
0.00043474+0.0014199i,-0.0001715+0.0012724i,0.0017011+0.0014593i,0.0032258+0.0004787i,0.0019882-0.00020331i,8.3857e-06+3.9454e-05i,-0.00088234-0.00082652i,-0.00082373-0.0010487i,-0.00040492+4.4581e-05i,-1.7831e-05+0.00044023i,0.00018341-0.00034629i,0.00022165-0.00055077i,0.00039948-0.00027352i,0.00036461-0.00087702i,0.00024744-0.00081203i,0.00022527-0.00021304i,0.00015841+0.00041167i,0.0002637+0.00037781i,0.0007482+0.00032055i,0.00041376+0.00051422i,-0.00030341+0.00019107i,0.00014601+0.00028869i,0.00034329+0.00063904i
-0.002584-0.0023356i,-0.0027575-0.002509i,-0.0027738-0.00094649i,-0.0028546+0.0014914i,-0.0018691+0.0028304i,-0.0005181+0.002286i,-0.0001598+0.00082843i,-0.00056293+3.7413e-05i,-0.00067268-1.3173e-06i,-0.00021072+0.00070594i,-0.00065357+0.0014042i,-0.00090772+0.00054615i,9.7914e-05+0.00038877i,0.00072543+0.00050565i,0.0010404-0.00020567i,0.00056619-8.5379e-05i,-0.0003086+0.00078925i,8.8622e-05+0.00062965i,0.00096195+0.00021058i,0.0010627+0.00020002i,0.00011296-0.00026758i,-0.00042686+5.2648e-05i,0.00020459+0.00041904i
-0.00035212+0.0014287i,-6.1322e-05+0.0010368i,0.00047252+0.0015214i,-0.00031503+0.0017308i,-0.0011678+0.00091977i,-0.0013674+0.0005704i,-0.00060051+0.00022427i,-4.6111e-05-0.00026417i,0.00021058+9.5473e-05i,-0.00012802-0.00018383i,-0.00099813-0.00067684i,-0.0013307-8.1735e-05i,-0.0011036+0.00029354i,-0.00060287+0.00050556i,-0.00020683+0.00079375i,0.00043944+0.00079353i,0.0011617+0.0004878i,0.00082962+0.00012636i,-8.7709e-05+0.00014344i,-0.00020495-1.2822e-05i,0.00022639-0.00025359i,0.00042595+0.0001641i,-8.3261e-05+0.00027071i
-4.1423e-05+0.00079545i,0.00026136+0.00098057i,0.0014799+0.0013081i,0.0029189+0.00017474i,0.0023729+0.00021386i,3.9085e-05+0.00085416i,-0.00091002-2.1376e-05i,-0.00054301-0.00088332i,-0.00061001-0.00034832i,5.5945e-05+0.00031678i,0.00083584+9.4975e-05i,-4.2393e-05-0.00012241i,-0.00066586-0.00068164i,0.00020081-0.00061812i,0.0011177-0.00021073i,0.00076044+0.00025248i,-0.00024343+0.00050584i,-0.00025641+7.7604e-05i,0.00018434-0.0003547i,0.00031175-0.00037859i,0.00029752+0.00029412i,-0.00069191+0.00059713i,-0.0016196+0.00038881i
-0.0017084-0.0023708i,-0.0022955-0.00017225i,-0.003015+0.002111i,-0.0031715+0.0030125i,-0.0022269+0.0031906i,-0.0002681+0.0018605i,0.0004734-0.00015915i,-9.723e-05-0.00079348i,-0.00083371-0.00021688i,-0.0011802+0.0013039i,-0.001394+0.0012116i,-0.0011095+0.00023198i,0.00011566-0.00025413i,0.0011008-0.00049569i,0.0012198-0.00059636i,0.00077172-0.00025357i,5.8674e-05-0.0002275i,-0.0007469-0.00027576i,-0.00035074-0.00029521i,-0.00035072-0.00054626i,-0.0007618-0.00017143i,-0.0010875-0.00011443i,-0.00068277-0.00069534i
-0.0016258+0.00015726i,-0.0011944-0.0014008i,-0.00034572-0.0025338i,0.001069-0.00087455i,0.0017801+0.00081841i,0.0010515+0.00091235i,0.00013035-3.3318e-05i,-0.00023019-0.00094203i,-0.00078596-0.00032599i,-0.00039191+0.00035971i,0.00026257+0.00052603i,-2.3837e-05-0.00019636i,-0.00017937-0.00086728i,-8.5322e-05-0.00059781i,-1.3491e-05-0.00024805i,0.00041669-0.00061586i,0.00044879-0.00015744i,-0.00010234+0.00047068i,0.00052515+0.0010167i,0.00036106+0.0011235i,-0.00029008+0.00025078i,0.000385-0.00052439i,0.0005996-0.00081076i
-0.0021624+0.00097757i,-0.0012767+0.0023586i,-0.00099823+0.0051537i,-0.0008937+0.0046762i,-0.00076346+0.0028358i,-0.00074015+0.0012889i,-0.0006551-0.00031381i,-0.00035732-0.00064711i,3.3683e-05+0.00025455i,0.00012313+0.00061468i,0.00032371+0.00032394i,0.00068631+0.00039061i,0.00022064+0.00015616i,-0.00041587-0.00027524i,-0.00048736+0.00051149i,-0.00035574+0.00071053i,-0.00027966+0.0005487i,-9.4179e-05+0.00054518i,0.00024536+0.00026359i,-0.00056826-0.00020089i,-0.00091873-0.00028344i,-0.00079823-0.00019104i,-0.00058771-0.00026696i
-0.0011046+0.0019728i,-0.0010052+0.0013068i,0.00019847+0.00071999i,0.0013415-0.00016315i,0.0016038-0.00015568i,0.00081119+1.431e-05i,-0.00051345-0.0001745i,-0.00092596-8.7042e-05i,-0.00089715+0.0002564i,-0.00017688-0.00024287i,-5.9864e-05-0.00019525i,-0.00015185+0.00015811i,0.00029426+0.00029679i,0.00023814+0.00026336i,-0.00016801+0.00067349i,-0.00017727+0.00082791i,0.00041819+0.00060567i,0.00043766+0.00049626i,6.4356e-05+0.00012453i,9.5514e-05-0.00071881i,0.0007326-0.00065199i,0.00025913+0.00019784i,-0.00039458+0.00084255i
-0.0020815+0.0011528i,-0.0021079+0.0019743i,-0.00091338+0.0025226i,-9.5849e-05+0.0033023i,0.00065341+0.0032207i,0.000862+0.0014405i,9.1624e-05-0.00052095i,-0.00038814-0.0010311i,-0.0010319-0.00057015i,-0.00041682-6.4053e-05i,0.00044097+0.00019698i,0.00024047+0.00052398i,8.5918e-05+0.00041008i,0.00053473+0.00013888i,0.00083409+0.0001075i,0.00017504+0.00033852i,0.00015306+0.00035241i,0.00068588+0.0002699i,-7.7514e-05+0.0002511i,-0.00056227+0.00019745i,-0.00024557+0.00017362i,3.654e-05+0.00015945i,0.00015104-0.00015989i
-0.0003075-0.0011468i,0.00073338-0.0017683i,0.00045748-0.0018669i,-0.00043663-0.00030926i,-0.001204+0.0013654i,-0.0015066+0.0010429i,-0.0011141+0.00021526i,-0.00074996-0.00044772i,-0.00090736-0.00013764i,-0.00024407+0.00076731i,0.00015569+0.00089777i,-0.00067059+0.00046186i,-0.00032943+0.00060003i,-0.00030737+0.0012899i,-0.00041459+0.0009273i,-0.00044843+0.00025429i,-0.00029312-0.0005485i,0.0006004-0.0011354i,0.00099565-0.0012972i,0.00064025-0.00055038i,0.00013323+0.00043259i,-6.2646e-06-0.00011095i,0.00027247-0.0010523i
-0.0030772-0.00016057i,-0.0022988+0.00044442i,-0.0021625+0.0029513i,-0.00058418+0.0037627i,0.00034819+0.0033716i,0.00028206+0.002246i,0.00013893-4.3683e-05i,-6.6333e-05-0.0012385i,-0.00030006-0.00035045i,-0.00078096+0.0011043i,-0.0006709+0.0012501i,0.00080475+0.00047119i,0.00070083+0.00037473i,-0.00027453+0.00025958i,-0.00017024+0.00014058i,-0.00039099+0.00042138i,-8.8459e-05+0.00041441i,0.00051253-0.00010476i,0.00055248-0.0002609i,4.3325e-05+1.8e-05i,-0.00011002+8.436e-05i,0.00020081-4.8572e-05i,3.5244e-05+0.00058765i
0.00034937+0.0014625i,0.00014766+0.0010497i,0.00062694+0.00093559i,0.0001808+0.00087532i,-0.00027969+6.2554e-05i,-0.00061876-0.0011847i,-0.0014412-0.00080083i,-0.001454+0.000125i,-0.00047266+5.7905e-05i,-0.00051329+2.6044e-08i,-0.0012654+0.00010164i,-0.0014823+2.3166e-05i,-0.00075308-4.7527e-05i,1.9941e-05-0.00030686i,0.00015069+4.7161e-05i,2.3935e-05+0.00013363i,-0.0002226-0.00016499i,7.1045e-06-0.00036078i,0.00040455-0.00060309i,0.00043579-0.00050801i,0.00039647-0.00023988i,0.00010228+0.00015106i,-0.00067426+0.00022019i
-0.00073974-0.0011353i,-0.0016483-0.00068204i,-0.001578+0.00047468i,-0.00059961+0.00088144i,-0.00076708+0.0015078i,-0.00083045+0.0015509i,-0.00047623+0.00057458i,-0.00057461+0.00024134i,-0.00052756+0.00082244i,-0.00035119+0.00056487i,-0.00036175-0.00012132i,-0.00036171+1.9529e-05i,0.00039043+0.00037083i,0.0005545+0.00025492i,0.00083631-6.7071e-05i,0.0010747+3.9822e-05i,0.00022178+0.00054688i,0.00038742+0.00037347i,0.00021356-0.00014429i,-0.00053349-0.00040997i,-0.00045955-4.9813e-05i,-0.00059658+0.00085233i,-0.00059515+0.00078883i
-0.00056349+0.00096007i,0.00069417+0.0014376i,0.0013812+0.0023582i,0.0015082+0.0026686i,0.0010787+0.0020236i,0.001428+0.00040309i,0.0010641-0.00047007i,-0.00011681-0.00013284i,-0.00080987-6.436e-05i,0.00021236+1.4153e-05i,0.00061531-5.8762e-05i,-0.00014716-0.00015444i,-0.00025646+0.00029308i,7.3554e-05+0.00051023i,0.00028086-0.00020635i,0.00061445-0.00087246i,0.00063495-0.00045977i,0.0002645-0.00019673i,-0.0004386+0.00034927i,-0.00082683+0.00012242i,-0.00015052-7.7782e-05i,3.4077e-05+0.00042138i,-0.00069199+0.0004607i
-0.0021754+0.0005338i,-0.0038238+0.00020946i,-0.0038323+0.0011335i,-0.0016436+0.0017425i,0.00026044+0.00067964i,-6.9502e-05-0.00010768i,-0.001308-0.00038104i,-0.0020801-0.0001453i,-0.00098209+0.00051554i,-2.5977e-05+0.00054067i,-5.8222e-05-0.00018685i,-0.00020011-0.00072812i,-0.00015018-0.0004185i,0.00063256-0.00029284i,0.00091213-0.00038234i,0.00010301-0.0001907i,-0.00011576-4.807e-07i,0.00024521-0.00046739i,0.00045353-0.00026215i,0.00038558+0.00016168i,0.00016803+0.00038506i,7.2581e-05+0.00016579i,0.00024+0.00049039i
-0.00034974-0.0010929i,-6.3728e-05-0.0017789i,0.00044252-0.00066766i,-0.00068623+0.001092i,-0.001277+0.0015981i,-0.00042315+0.0018726i,8.9096e-07+0.00074389i,-0.00042287-0.00052229i,-0.00088091-0.00041167i,-0.00091363-0.00038649i,-0.00037582-6.0358e-05i,0.00014953+0.00071611i,-0.0001857+0.00092683i,-0.00041347+0.00092392i,-8.1215e-07+0.00081114i,0.00012947+0.00027972i,-6.2202e-05-0.0004818i,0.00026128-0.0010111i,8.6112e-05-0.00026134i,-0.00085178+0.00050317i,-0.0015193+0.00046705i,-0.0014542-0.00035879i,-0.00042563-8.4577e-05i
0.00079629+0.0020645i,0.00019665+0.0022431i,0.00041146+0.0014844i,0.00077237+0.00081263i,0.00017153+0.00029043i,-0.00084348+0.00033849i,-0.00087597+0.00075778i,-0.00046055-6.2453e-05i,0.00042618-0.00073913i,4.09e-05-0.00074631i,-0.00070366-0.00095562i,-0.00077464-0.00017514i,-0.00025301+0.00050233i,0.00022103+0.00081102i,-0.00045119+0.00047588i,-0.0003466-0.00039472i,0.00013693-0.00043245i,-0.00013133-0.00019752i,-0.0004427-0.00049781i,-0.00073394-0.00023602i,-0.00063069+0.00031387i,-0.00078671+0.00022167i,-0.00050893-0.00011399i
0.00046946+0.00080535i,0.0018733+0.0013701i,0.002649+0.0013605i,0.0015767+0.0016125i,-7.8311e-05+0.0019474i,-0.0011463+0.00058111i,-0.0012903-0.00092503i,-0.00039488-0.00093564i,-0.0001244+2.0783e-05i,-0.00047821+1.0919e-05i,-9.2109e-05-0.00035814i,0.00023928+0.00043754i,0.00017161-2.7671e-05i,0.00016056-0.00019217i,0.00021444+0.0005669i,0.00053029+0.00014551i,0.00092977+0.00040948i,0.00071531+0.0007509i,0.00056397+0.00016612i,0.00055619-0.00018055i,0.00055772-0.00079352i,0.00096333-0.00015204i,0.0007931+0.0010656i
0.00030849+0.00062734i,0.00035385+0.0011814i,0.00045655+0.00059565i,0.00067956+0.00039968i,2.4746e-05+0.00076191i,-0.001172+0.00094757i,-0.0014187+0.00066478i,-0.0011822+0.00032691i,-0.00080067+4.72e-05i,0.00057594+0.00028463i,0.0012474+0.00087918i,0.00053062+0.00054068i,-0.00027588+0.00016992i,-0.0001127+0.00041092i,0.00025835+0.00032229i,-0.00014963+0.00053785i,-0.00055545+0.00093684i,-0.0002232+0.00074269i,-0.00027753+0.00075704i,-0.0011161-0.00035317i,-0.00071428-0.0012943i,-0.00026595-0.0010989i,-0.00055111-0.00051891i
-0.0028803-0.00011786i,-0.0017227+0.00090468i,-0.00095609+0.0017385i,-0.00065751+0.0027733i,3.157e-05+0.0030865i,0.00039658+0.0023073i,-0.00043264+0.00036558i,-0.00051334-0.00065157i,0.00017693+3.9685e-05i,-0.00010453+0.00015437i,-0.00053953-0.00044135i,-0.00088662-0.000457i,-9.7348e-05+0.00046939i,0.00073224+0.00026782i,0.0008078-0.00053138i,0.00079992+4.0471e-05i,0.00020162+0.00096233i,7.7874e-05+0.00046009i,0.00022273+0.00018622i,0.00047401+0.00075382i,0.00080189+0.00049087i,0.00078301-0.00017353i,0.00052481-0.00015084i
0.00052048+0.0016761i,0.00087475+0.0015393i,0.00045304+0.0011811i,0.00031347+0.00057677i,0.0010783+0.00039721i,0.00016615+0.00071249i,-0.00079927+8.0699e-05i,-0.00090471-0.00010714i,-0.00087964-6.3287e-05i,-0.00061876-0.00040825i,-0.00058225-0.00018132i,-0.00048748+0.00057467i,-0.00046616+0.00081971i,-4.1982e-05+0.00071987i,0.00033071+0.0012681i,0.00050051+0.0014334i,0.0003974+8.321e-05i,0.00020336-0.001659i,0.00027715-0.00058643i,0.00010786+0.00036631i,0.00046823-0.00049904i,0.0010915-0.00021446i,0.00092007+0.00040857i
-0.00095576+0.00042755i,-0.00097949+0.00037857i,-0.00050938+0.00048263i,0.00068777+0.000951i,6.0898e-05+0.0017295i,-0.00076768+0.0011201i,-0.0008849-3.0279e-05i,-0.00123+0.00029203i,-0.0009051+0.00018824i,-0.00036924+4.5288e-05i,-0.00062955+0.00018937i,-0.0003714+0.00020516i,-0.00023387+0.00047867i,2.8637e-05-3.433e-05i,0.0010504-0.00063801i,0.0004274-0.0002414i,-0.0010271+0.00033499i,-0.00080882+0.00089079i,8.9863e-05+0.00085964i,0.00027954+0.00024847i,-0.00049573-0.00014167i,-0.0012223-0.00067395i,-0.00059111-0.0011215i
0.00060894-0.00068563i,0.001144-0.00061401i,0.00094319+0.0010229i,0.0007891+0.0021627i,0.00077247+0.0028896i,1.2397e-06+0.0021104i,-0.00086721-0.00013129i,-0.00025959-0.0016723i,0.00017891-0.0010165i,-4.3488e-05-0.00015634i,-0.00057581+0.00039753i,-0.00056372+0.00033i,-8.9993e-06-0.0003304i,0.00050047-0.00014663i,-0.00034958+2.1628e-05i,-0.00084288-0.000165i,-0.00026686-1.2796e-05i,-0.00049014+0.00023223i,-0.00019493+0.00012347i,0.00030667+0.00047797i,-9.9999e-05+0.00033643i,-0.00059214-0.00050446i,-0.00071128-0.00018181i
-0.0010731+0.0022127i,-0.0015768+0.002236i,-0.0013094+0.0016579i,-0.00046386+0.0011957i,-0.00065265+0.0015538i,-0.00086078+0.0016566i,-0.0007674+0.00096396i,-0.0010339+0.00011521i,-0.00030924-0.00036787i,0.00050952-8.603e-05i,0.00084022+0.00031063i,0.00088148+0.00031764i,0.00065093+0.00038073i,0.00021123+0.0010968i,-0.00027578+0.0014219i,2.7673e-05+0.00081378i,0.00072668+0.0007198i,0.00059343+8.4417e-05i,0.00041858-0.00021483i,0.00036254-5.3696e-05i,0.00020871-0.00029915i,0.00049734-2.088e-06i,0.0008329+0.00020501i
-0.0033638-1.4986e-06i,-0.0027259-0.0006381i,-0.0020051+0.00061462i,-0.0018045+0.0019349i,-0.0014182+0.0021129i,2.7578e-05+0.0011954i,0.00053056+3.2846e-05i,-8.2759e-05-0.00050826i,-0.00061641-5.735e-06i,-0.00037242+0.00074194i,5.9556e-05+0.00038063i,0.00058134+0.00046163i,0.00048221+0.00062183i,0.00022892-0.00019262i,0.00037541-0.00034415i,0.0004097+2.8643e-05i,4.1156e-05+0.00030801i,-0.0001302-3.617e-05i,-0.00021857-1.9076e-05i,-0.00055012+0.00039387i,-0.0010384+5.8259e-05i,-0.00078805-0.00062638i,-0.00018489-0.00046065i
0.001757+6.5083e-05i,0.0020863-0.00069673i,0.0019567-0.00060794i,0.00019611-0.00015665i,-0.0011362+0.00030814i,-0.0010291-3.5168e-05i,-0.0011871-0.00081768i,-0.0017514-0.00067387i,-0.0016782+0.00010878i,-0.00076707+0.00061468i,0.00047955+0.00036657i,0.00034416+0.00033427i,-0.00032267+0.00022285i,-0.00078433-0.00015624i,-0.00071247+7.3315e-05i,-0.00035009-0.00014883i,-0.00028995-0.00030672i,-0.00054401+0.00061368i,-0.00010493+0.00097847i,7.2777e-05+0.00024678i,-0.00021909-0.00045785i,-0.00036534-0.0008586i,-0.00012519-0.00096703i
-0.0026866+2.3987e-05i,-0.0012732+0.00053152i,-0.0013104+0.00088441i,-0.0018647+0.0029991i,-0.0022791+0.004157i,-0.00073635+0.0021893i,0.00033606+0.00086176i,-2.6741e-05+8.9209e-05i,-0.00074077-7.4554e-05i,-0.0016899+0.00017199i,-0.0013463+0.00010001i,-0.0006732+0.00018062i,-0.00017773+0.00054961i,0.00058497+0.00066682i,0.00019914-6.9991e-05i,2.9575e-05-0.00027204i,0.00040749+5.6032e-06i,0.00019849-0.00032933i,-0.00022089-0.00057778i,-0.00010976-0.00065578i,0.00039689-0.00029398i,5.8396e-05+2.3631e-05i,-0.00057846+0.00028903i
-0.00090671+0.00061835i,-0.00032935+0.00069215i,0.0010384+6.3861e-05i,0.00085425+0.00089008i,-0.00074475+0.0018334i,-0.0013318+0.0015301i,-0.0013068+0.00095289i,-0.0013328-0.00013132i,-0.00096761-0.00075193i,-0.00078467-0.0010524i,-0.0005171-0.00090555i,0.00055069-0.0003359i,0.0010659-0.00031585i,0.00064033-0.00053291i,0.00067375-0.00028525i,0.00072288-0.00015371i,0.00060992-0.00032726i,0.00080503-0.00053536i,0.00026246-0.00030832i,-0.00015905-0.00018766i,0.0001084-0.00053839i,-0.00017627-0.00082008i,0.00027306-0.00021283i
