0.00165+0.00074835i,0.00032325-0.0019661i,-0.00068943-0.0045949i,-0.0012069-0.0046674i,-0.0016526-0.0022645i,-0.002092+0.00053658i,-0.0010366+0.0019386i,0.00048369+0.0017442i,0.0012532+0.00040588i,0.0011504-0.00044387i,-0.00053087-0.00055464i,-0.0011483-0.0002778i,-0.00024342-0.00033169i,0.00023268-0.00043614i,0.00061773+0.00030589i,0.00075333+0.00052695i,0.00048142+0.00048958i,-0.0001911+0.0010679i,-0.00073751+0.0015843i,-0.00046907+0.00093095i,0.00030605-0.00013394i,0.00037959-0.00016819i,-0.00036956-0.00031571i
0.15465-0.46857i,-0.18248-0.64099i,-0.53905-0.34759i,-0.50554+0.0017644i,-0.23435+0.015216i,-0.057797-0.13856i,-0.011088-0.19763i,-0.041916-0.10978i,-0.068605+0.01573i,-0.052796+0.073019i,-0.04819+0.078282i,-0.066746+0.081886i,-0.07644+0.087725i,-0.066103+0.083683i,-0.051136+0.071925i,-0.049984+0.061673i,-0.055639+0.048191i,-0.054824+0.031921i,-0.045259+0.024204i,-0.03397+0.014036i,-0.038379-0.0015925i,-0.05169-0.0054861i,-0.050251+0.0059269i
0.58314+0.53157i,0.9301+0.17719i,0.77987-0.33079i,0.31015-0.42985i,0.03646-0.15118i,0.047971+0.10725i,0.14071+0.19976i,0.17707+0.16713i,0.14046+0.11249i,0.11923+0.081713i,0.12867+0.028696i,0.10875-0.030511i,0.060831-0.042376i,0.02319-0.01433i,0.0075279+0.01554i,-0.0069745+0.022608i,-0.026631+0.015158i,-0.031702+0.006893i,-0.021926-0.0011252i,-0.0095415-0.0094115i,0.0044503-0.02513i,0.0087442-0.045125i,0.00021562-0.046684i
-0.52708+0.33576i,-0.39258+0.52505i,-0.078811+0.50467i,0.13646+0.25941i,0.16921-0.038653i,0.17867-0.28708i,0.19421-0.38535i,0.14396-0.30271i,0.083454-0.19425i,0.0071519-0.12132i,-0.072487+0.0084275i,-0.05117+0.13712i,0.01361+0.1342i,0.013321+0.06343i,-0.021861+0.021791i,-0.04903+0.008459i,-0.048241+0.0059172i,-0.015131-0.00055882i,0.0079081-0.016324i,0.010059-0.025691i,0.014699-0.028831i,0.02461-0.021268i,0.031879-0.0019202i
-0.094655-0.16806i,-0.15779-0.1637i,-0.3033-0.040484i,-0.25975+0.21804i,0.053968+0.48553i,0.34724+0.63659i,0.41567+0.56823i,0.27691+0.29755i,0.093015+0.090879i,0.020397+0.030019i,-0.023184-0.015855i,-0.10158-0.033728i,-0.11236-0.019721i,-0.068449-0.026834i,-0.0555-0.031295i,-0.065449-0.026745i,-0.065454-0.024635i,-0.04512-0.014886i,-0.016326-0.012326i,-0.0036861-0.018132i,-0.0009204-0.020696i,-0.0046094-0.024395i,-0.0252-0.026113i
-0.23321+0.074164i,0.039124+0.22957i,0.3226+0.07528i,0.23859-0.20489i,-0.051108-0.33957i,-0.22006-0.45084i,-0.26063-0.54856i,-0.21357-0.44102i,-0.11129-0.17807i,-0.011894+0.010534i,0.046209+0.037569i,0.054071-0.0098323i,0.033316-0.048697i,-0.015702-0.056228i,-0.080343-0.0474i,-0.13098-0.034823i,-0.12957-0.021529i,-0.078289-0.01501i,-0.023566-0.020231i,0.010336-0.026025i,0.024651-0.018147i,0.032404+0.001363i,0.031691+0.018104i
-2.3869+7.6125i,-0.3948+5.9395i,3.0863+5.0956i,5.1821+2.2237i,4.8837-0.53906i,2.9376-1.5908i,1.051-0.76448i,0.37281+0.45714i,0.80554+0.97786i,1.622+0.5107i,1.7741-0.56699i,1.2165-1.3887i,0.67175-1.4687i,0.59946-0.99946i,0.90303-0.69636i,0.80541-0.61953i,0.29605-0.3541i,-0.0043894-0.12113i,-0.10125-0.15848i,-0.12524-0.18965i,-0.014789-0.18025i,0.10081-0.31132i,0.024398-0.44506i
0.27455-0.17481i,0.069408-0.31542i,-0.2266-0.22096i,-0.33334+0.076799i,-0.21275+0.18663i,-0.19451-0.011605i,-0.34758-0.16314i,-0.38902-0.090858i,-0.27589+0.015866i,-0.15449+0.046662i,-0.039905+0.041357i,0.054277+0.0037705i,0.077542-0.028375i,0.073898-0.02024i,0.078874-0.011741i,0.062987-0.0066949i,0.023608+0.0073597i,-0.010272+0.018601i,-0.024011+0.014404i,-0.034998-0.0016373i,-0.058225-0.0033045i,-0.078639+0.014043i,-0.078007+0.033443i
0.32484-0.26825i,0.12915-0.48815i,-0.12242-0.43842i,-0.12649-0.25104i,0.0031389-0.12505i,-0.003777-0.037044i,-0.092811+0.034711i,-0.11561+0.091598i,-0.056578+0.13012i,0.025878+0.11849i,0.060551+0.081456i,0.042898+0.070749i,0.0097322+0.069836i,-0.013642+0.042874i,-0.0074045+0.0027356i,0.011413-0.02119i,0.017344-0.025153i,0.0053735-0.020625i,-0.015768-0.0050796i,-0.027043+0.012698i,-0.034517+0.013562i,-0.037094+0.0026257i,-0.026148-0.0064291i
0.56281+0.55111i,0.84287+0.41194i,0.85552+0.16984i,0.68439+0.017845i,0.51618-0.10272i,0.39951-0.2444i,0.2888-0.38247i,0.12003-0.45389i,-0.029864-0.35762i,-0.029404-0.1913i,0.036408-0.11938i,0.027154-0.096364i,-0.021483-0.050677i,-0.039742-0.013156i,-0.035691+0.0035958i,-0.016843+0.0086045i,0.0062853+0.0072552i,0.022676+0.0021161i,0.024065-0.0076978i,0.014372-0.0058088i,0.016617-0.0011156i,0.019341-0.014777i,0.0036317-0.029305i
-0.76171+0.47414i,-0.8392+0.57867i,-0.75373+0.40246i,-0.64586+0.091933i,-0.61974-0.063811i,-0.68464+0.017087i,-0.66731+0.19205i,-0.45312+0.2522i,-0.24261+0.1614i,-0.15827+0.052786i,-0.11282-0.017068i,-0.082495-0.040326i,-0.06386-0.0069913i,-0.038262+0.015884i,-0.030349-0.011379i,-0.043649-0.041753i,-0.048033-0.048152i,-0.032199-0.03887i,-0.01112-0.033964i,-0.0043003-0.037904i,-0.002627-0.034178i,0.012029-0.03082i,0.025963-0.034525i
-0.15321-0.32493i,-0.096423-0.28546i,-0.037752-0.1333i,0.10641+0.060829i,0.34318+0.21729i,0.5228+0.30786i,0.53511+0.3017i,0.40759+0.17023i,0.25064+0.025903i,0.14822-0.026669i,0.080379-0.034943i,0.00058212-0.039086i,-0.041852-0.022585i,-0.01484-0.010442i,0.027409-0.01768i,0.053535-0.026951i,0.060292-0.029493i,0.040565-0.017729i,0.015188+0.0011814i,0.0039839+0.012529i,-0.00015352+0.01627i,-0.0014011+0.016318i,0.006906+0.013913i
0.074237+0.1721i,0.38019+0.3678i,0.67203+0.2692i,0.57216-0.027643i,0.18483-0.22488i,-0.04914-0.27416i,-0.052429-0.27056i,-0.022884-0.1971i,-0.023619-0.07903i,-0.012648-0.01776i,0.023427-0.016404i,0.077332-0.038401i,0.095198-0.072348i,0.057645-0.071718i,0.030199-0.033398i,0.037921-0.0013235i,0.043308+0.010238i,0.030241+0.0071455i,0.018962+0.0042241i,0.020861+0.010601i,0.029838+0.028014i,0.040078+0.046644i,0.038107+0.044531i
-0.42299-0.50433i,-0.86648-0.37277i,-0.97029-0.066284i,-0.73653+0.14515i,-0.50868+0.18954i,-0.42786+0.15781i,-0.37515+0.13198i,-0.22845+0.11277i,-0.07917+0.040002i,-0.039928-0.0041617i,-0.0083923+0.029744i,0.041896+0.034214i,0.030309+0.022887i,0.0095281+0.044932i,0.023714+0.043715i,0.027333+0.011243i,0.010171-0.0060661i,0.0028955+0.00030986i,0.017731+0.0022173i,0.021818-0.010831i,-0.00067896-0.012321i,-0.02134+0.00093149i,-0.026816+0.007841i
0.61602-0.25044i,0.5063-0.52881i,0.19262-0.5699i,0.0068945-0.38184i,0.029544-0.2394i,0.049366-0.16656i,0.0096241-0.068367i,-0.046271+0.013966i,-0.08476+0.082718i,-0.042741+0.11672i,0.0028505+0.051439i,-0.035223-0.016375i,-0.056858-0.012653i,-0.015155-0.010401i,0.018824-0.029463i,0.023421-0.043175i,0.017334-0.044555i,0.001264-0.038228i,-0.021962-0.021955i,-0.031558-0.0019776i,-0.034722-0.0064025i,-0.047631-0.024175i,-0.050141-0.022685i
0.19457+0.50977i,0.34246+0.60339i,0.44832+0.5457i,0.35569+0.32355i,0.11576+0.16344i,0.033433+0.16582i,0.15615+0.11746i,0.23472-0.0069236i,0.21993-0.069776i,0.15118-0.077874i,0.04787-0.0181i,0.022165+0.071903i,0.040379+0.067327i,-5.4128e-05+0.015887i,-0.045704+0.0091156i,-0.043555+0.024366i,-0.022303+0.023563i,-0.0019832+0.010365i,0.010509+0.0014297i,0.010784-0.0023499i,0.010933-0.005867i,0.016475-0.015772i,0.013881-0.026949i
-0.00608+0.21158i,0.030075-0.052775i,-0.1008-0.28995i,-0.18051-0.18419i,-0.022579+0.028672i,0.12685+0.013097i,0.067489-0.095265i,-0.076369-0.12903i,-0.19128-0.10714i,-0.20154-0.035112i,-0.10494+0.0065344i,-0.045769-0.0069399i,-0.042374+0.017402i,-0.010959+0.056493i,0.026545+0.054694i,0.040508+0.037351i,0.042713+0.032766i,0.03904+0.036167i,0.034334+0.026777i,0.027668+0.0087207i,0.021483-0.0023114i,0.022963-0.0091945i,0.025261-0.013105i
-0.7624+0.18172i,-0.8078+0.36652i,-0.60321+0.41844i,-0.29929+0.28057i,-0.13132+0.074452i,-0.19086-0.025571i,-0.2542+0.052943i,-0.12661+0.19642i,0.066635+0.23162i,0.12542+0.12487i,0.04795+0.010468i,-0.027093-0.01086i,-0.024175+0.0047543i,0.0016085-0.0068578i,0.0070156-0.02678i,0.0067642-0.033313i,0.0045154-0.032462i,-0.00018422-0.022523i,0.00034563-0.0058001i,0.0014663+0.0031917i,-0.0017759+0.0082744i,0.0019211+0.016966i,0.013672+0.02152i
0.11725-0.57778i,0.38544-0.43228i,0.69511-0.20415i,0.71642-0.17808i,0.4444-0.20151i,0.23667-0.1092i,0.16455-0.063857i,0.096074-0.15284i,0.024721-0.25117i,0.0017626-0.235i,0.044132-0.14857i,0.073333-0.11599i,0.026541-0.10846i,-0.022044-0.068071i,-0.024777-0.029206i,-0.0090209-0.0088361i,0.0014588+4.835e-05i,-0.0028384+0.0022081i,-0.0072059+0.0087544i,0.0020498+0.017132i,0.012791+0.023656i,0.010828+0.028609i,-0.0016033+0.024495i
0.29852-0.058417i,0.064368-0.18749i,-0.35335-0.30041i,-0.57248-0.1703i,-0.4626-0.0037085i,-0.28147+0.00013559i,-0.1869+0.016909i,-0.14232+0.13076i,-0.11939+0.2559i,-0.061137+0.28077i,0.0019037+0.16215i,0.0027284+0.035472i,-0.0019031+0.0060467i,0.023109+0.02691i,0.043567+0.039347i,0.036171+0.030354i,0.0096342+0.020334i,-0.0098811+0.016597i,-0.016032+0.0094336i,-0.013651+0.0052993i,-0.0067431+0.00085198i,-0.0036309-0.0098801i,-0.0049563-0.016634i
-0.18104+0.11093i,-0.37949+0.3657i,-0.3443+0.55809i,-0.17333+0.40893i,-0.084287+0.1327i,-0.055522+0.019772i,0.015167-0.013183i,0.10451-0.057625i,0.16539-0.10615i,0.12526-0.11891i,0.030736-0.037479i,0.01037+0.057933i,0.032875+0.067686i,0.030533+0.03074i,0.018051-0.006032i,0.0055082-0.029829i,-0.0056184-0.035371i,-0.0081742-0.029034i,-0.0023705-0.016703i,0.0025866-0.011919i,-0.0062597-0.014979i,-0.018914-0.011133i,-0.01311-0.0035797i
0.63515-0.11812i,0.9067-0.59972i,0.91568-0.885i,0.64532-0.74367i,0.32267-0.43375i,0.13865-0.2407i,0.025842-0.18791i,-0.11694-0.17363i,-0.24415-0.12686i,-0.23725-0.049754i,-0.12241-0.020806i,-0.053729-0.045983i,-0.064742-0.040456i,-0.074349+0.0022424i,-0.051686+0.036704i,-0.010039+0.038783i,0.020492+0.012065i,0.018289-0.011296i,0.0017686-0.016094i,-0.010033-0.013054i,-0.01062-0.011308i,-0.0043815-0.014866i,-0.0070051-0.010055i
-0.4509+0.63739i,-0.61958+0.89107i,-0.71237+0.96758i,-0.53662+0.81781i,-0.22358+0.55188i,-0.051138+0.34705i,0.019942+0.26495i,0.099954+0.23874i,0.16015+0.20622i,0.14964+0.12603i,0.086261+0.037473i,0.044738-0.0032754i,0.04153-0.024732i,0.034002-0.041812i,0.02046-0.037826i,0.017131-0.014529i,0.024281+0.010467i,0.036929+0.015537i,0.039119+0.0053683i,0.034591+0.0035456i,0.038649+0.010812i,0.042267+0.011136i,0.033107+0.0037977i
-0.13337-0.17213i,0.12078-0.25051i,0.28557-0.34374i,0.21669-0.27796i,0.14747-0.1081i,0.13468-0.054446i,0.058387-0.073611i,-0.0080135-0.067462i,0.0018304-0.079329i,0.024296-0.083213i,0.037739-0.046052i,0.040502-0.0091115i,0.026631+0.0088997i,0.013008+0.0093062i,0.0010652+0.0020128i,-0.011494-0.00045471i,-0.020716+0.0042482i,-0.026526+0.017058i,-0.022087+0.030916i,-0.01094+0.029421i,-0.0091295+0.019981i,-0.0086999+0.017792i,0.0018091+0.0087152i
-0.35193-0.22955i,-0.38917-0.090967i,-0.15827-0.060766i,0.015766-0.17343i,-0.062792-0.20029i,-0.15605-0.11056i,-0.14547-0.044831i,-0.11768-0.013367i,-0.10366+0.019723i,-0.077723+0.033237i,-0.037924+0.027791i,-0.01293+0.021662i,-0.0077799+0.021833i,-0.00087391+0.026285i,0.0070424+0.023938i,0.0072231+0.016158i,0.0018457+0.0090824i,-0.0017213+0.0029544i,-0.0017653-0.00033726i,-0.0059036+0.0030847i,-0.015835+0.012263i,-0.023231+0.02027i,-0.019747+0.022376i
0.41159-0.45495i,0.18977-0.3057i,-0.043976+0.1225i,-0.0094507+0.27858i,0.113+0.04865i,0.11031-0.11502i,0.073146-0.082856i,0.060074-0.035783i,0.053271-0.011548i,0.057316+0.0077849i,0.046708+0.010372i,0.011188+0.0053101i,-0.015293+0.0073744i,-0.019629+0.016085i,-0.0083732+0.019542i,0.0086173+0.0054813i,0.016466-0.020804i,0.0084555-0.037293i,-0.0048045-0.034749i,-0.0027299-0.025365i,0.0071675-0.023973i,0.0028129-0.025895i,-0.011283-0.012984i
0.51834+0.44512i,0.47612+0.08504i,0.15598-0.324i,-0.11053-0.2819i,-0.097425+0.0032362i,0.023314+0.10451i,0.064634+0.054737i,0.049269+0.0095225i,0.024894-0.0086376i,0.003122-0.0017738i,-0.00018924+0.016598i,0.026928+0.010739i,0.046208-0.024643i,0.034321-0.045753i,0.015749-0.038392i,0.002075-0.019629i,-0.0068979+0.0040634i,-0.0069544+0.016793i,-0.0051325+0.014932i,-0.0080309+0.012252i,-0.0097262+0.0088113i,-0.0024461-0.0027403i,0.0055328-0.016884i
-0.48971+0.48196i,-0.28937+0.55237i,0.066579+0.37221i,0.17169+0.088662i,0.059256-0.011199i,0.006383+0.026964i,-0.0065624+0.02253i,-0.067185+0.0029522i,-0.12791+0.012349i,-0.13855+0.019111i,-0.10886+0.0088674i,-0.073127+0.011066i,-0.042008+0.036881i,-0.020311+0.049342i,-0.015416+0.041497i,-0.0079298+0.029808i,0.0097859+0.011734i,0.024537-0.0036216i,0.030699-0.0092589i,0.029211-0.0090622i,0.027363-0.0045689i,0.024648-0.00022646i,0.011372-0.0057018i
-0.29739-0.33187i,-0.27114-0.28476i,-0.1686-0.038556i,-0.054475+0.15125i,-0.023335+0.13774i,-0.060295+0.098198i,-0.039194+0.093108i,0.029928+0.052136i,0.079437-0.0033737i,0.088361-0.04293i,0.049287-0.051678i,-0.0010158-0.024976i,-0.020157-0.0050638i,-0.01673-0.0089306i,-0.0081885-0.015287i,-0.0029372-0.014252i,-0.0040431-0.0070022i,-0.0072613+0.0027012i,-0.0075452+0.0072057i,-0.0076576+0.0022703i,-0.0093362-0.0038695i,-0.0062038+0.0010699i,0.0071808+0.012628i
-0.016524-0.26908i,-0.084762-0.087883i,-0.15536+0.063839i,-0.14234+0.044276i,-0.054198-0.039146i,-0.013263-0.11078i,-0.046377-0.11727i,-0.060179-0.081565i,-0.037369-0.076088i,-0.015357-0.06822i,0.019137-0.045338i,0.035666-0.047035i,0.014014-0.040722i,0.00039744-0.013582i,0.004248+0.00043506i,0.0059548+0.0041196i,0.0032317+0.0091756i,-0.0026425+0.011204i,-0.0082513+0.011218i,-0.010803+0.013496i,-0.013211+0.020372i,-0.014027+0.023415i,-0.0080383+0.017218i
0.52874-0.24648i,0.37649-0.51328i,0.095998-0.60303i,-0.005755-0.39638i,0.033809-0.14133i,0.075119-0.023654i,0.063389-0.0036286i,0.010732+0.023334i,-0.017035+0.096401i,0.018008+0.13541i,0.041236+0.099141i,0.01813+0.056853i,-0.004477+0.03796i,-0.0097935+0.022433i,-0.0037713+0.010456i,0.0044589-0.0012301i,0.0057095-0.012341i,0.0024721-0.011991i,-0.0010265-0.00027879i,0.00075042+0.0097867i,0.0041837+0.0054991i,-0.00064086-0.004268i,-0.0098418-0.0024403i
0.015159+0.79234i,0.28622+0.96346i,0.52858+0.77291i,0.42647+0.42965i,0.17034+0.22986i,0.051603+0.19571i,0.078439+0.1432i,0.12242+0.028703i,0.094824-0.05865i,0.012682-0.051369i,-0.033444+0.0061034i,-0.018101+0.025428i,0.0026377+0.0053484i,0.0025717-0.0080911i,-0.004407-0.0046572i,-0.0049338+0.0018304i,0.0038164+0.00023664i,0.014365-0.011852i,0.018574-0.024782i,0.016283-0.026763i,0.013902-0.022099i,0.012969-0.019665i,0.0064623-0.018507i
-0.49395-0.4023i,-0.78612-0.49652i,-0.86022-0.33085i,-0.61848-0.12604i,-0.30896-0.091127i,-0.18298-0.12095i,-0.15507-0.063446i,-0.11408-0.0014942i,-0.072216-0.0083597i,-0.040416-0.05251i,-0.026273-0.08203i,-0.021722-0.069172i,-0.012229-0.042938i,-0.013859-0.029809i,-0.023892-0.017378i,-0.02205-0.0057252i,-0.016362+0.0011172i,-0.016815+0.011804i,-0.01465+0.022368i,-0.0078018+0.024797i,-0.00032401+0.021843i,0.0076436+0.013467i,0.014329+0.0012207i
0.23877+0.043196i,0.49331+0.033085i,0.55772-0.10622i,0.345-0.18448i,0.11956-0.058693i,0.075247+0.073561i,0.072618+0.06675i,0.054209+0.033803i,0.064392+0.021199i,0.057855+0.0018737i,0.028839-0.01192i,0.012813-0.010078i,0.017667+0.0028087i,0.034729+0.011869i,0.045565+0.0087021i,0.044612+0.0044796i,0.040774+0.0035887i,0.033977-0.0035275i,0.022028-0.014755i,0.0079771-0.018589i,-0.001575-0.010592i,-0.0042248+0.0044678i,-0.0027224+0.016184i
-0.0080393-0.25581i,-0.11635-0.1652i,-0.087348+0.053633i,0.069077+0.099404i,0.11806-0.069146i,0.027085-0.18586i,-0.039904-0.16546i,-0.075899-0.10944i,-0.10447-0.052718i,-0.073579-0.0088383i,-0.011675-0.001548i,0.0036562-0.0078853i,-0.020548+0.002214i,-0.03437+0.0077036i,-0.035942-0.004211i,-0.038936-0.007746i,-0.035213-0.001503i,-0.026082+0.0055408i,-0.017137+0.01588i,-0.010393+0.017826i,-0.013908+0.0092297i,-0.019352+0.0049286i,-0.013995+0.006997i
0.25843+0.39766i,0.206+0.41177i,-0.019156+0.27736i,-0.18629+0.22889i,-0.15676+0.28052i,-0.055489+0.28119i,0.019879+0.23189i,0.085963+0.16308i,0.097435+0.099489i,0.062704+0.076875i,0.037242+0.064355i,0.024867+0.032731i,0.012496+0.0054597i,0.0090547+0.0020003i,0.015296+0.0085121i,0.016512+0.012144i,0.01556+0.016407i,0.015733+0.014988i,0.012536+0.0062569i,0.011492+0.0020743i,0.012215+0.00067887i,0.0044232-0.0058798i,-0.010097-0.011758i
-0.40046-0.16349i,-0.44461-0.31253i,-0.28683-0.36927i,-0.1383-0.3275i,-0.09564-0.27902i,-0.093665-0.22513i,-0.099884-0.14865i,-0.086804-0.068756i,-0.04228-0.025817i,-0.012582-0.010591i,-0.00545+0.0074799i,0.0029989+0.0142i,0.01009-0.00021679i,0.0012698-0.012688i,-0.0058512-0.012848i,0.001069-0.016909i,-0.0013278-0.024093i,-0.01581-0.016498i,-0.024765-0.0030957i,-0.026033+0.0021734i,-0.019277+0.0032207i,-0.0022687+0.0012096i,0.012071-0.00097727i
0.28066+0.026166i,0.47252+0.069985i,0.50664+0.056863i,0.35515+0.011434i,0.17339+0.0695i,0.10395+0.15369i,0.10689+0.12759i,0.081612+0.05969i,0.048507+0.02395i,0.025183-0.0040354i,-0.0098068-0.01788i,-0.023323+0.0036254i,-0.0032738+0.026181i,0.010564+0.024892i,0.008231+0.0198i,0.0046211+0.017934i,0.0062624+0.00935i,0.012761-0.0065045i,0.017386-0.019511i,0.015496-0.01821i,0.01279-0.0083767i,0.011947-0.002355i,0.011642-0.0031318i
-0.24004-0.042699i,-0.36149+0.095111i,-0.2857+0.30708i,-0.056729+0.31936i,0.061544+0.09296i,-0.00018049-0.079032i,-0.077531-0.09321i,-0.087048-0.073833i,-0.0858-0.075941i,-0.086903-0.066376i,-0.062244-0.057175i,-0.043933-0.060643i,-0.043242-0.049091i,-0.027413-0.031557i,-0.010503-0.027922i,-0.009302-0.016597i,-0.0075161+0.0062673i,-0.0020942+0.023482i,0.0068585+0.02743i,0.013685+0.014597i,0.0090162+0.00018055i,-0.0025995+0.0019329i,-0.010786+0.01282i
0.2567-0.031479i,0.16453-0.16183i,-0.1707-0.26199i,-0.35455-0.14684i,-0.20158+0.036102i,-0.012419+0.07753i,0.04159+0.064348i,0.041779+0.075427i,0.052337+0.069757i,0.075131+0.030379i,0.088373-0.0054312i,0.081424-0.012999i,0.054145-0.0011306i,0.022817+0.015064i,0.0076562+0.014255i,-0.0020926-0.0059771i,-0.010217-0.022064i,-0.011946-0.024401i,-0.0096922-0.01381i,-0.0013332-0.0023258i,0.0032675-0.0014217i,-0.0012689-0.0047586i,-0.0040987-0.0066921i
-0.15879+0.10678i,0.0084257+0.025458i,0.28769-0.1901i,0.29193-0.32225i,0.06863-0.24712i,-0.046047-0.11011i,-0.058301-0.05484i,-0.062303-0.050701i,-0.053067-0.032222i,-0.032126+0.024597i,0.004249+0.07736i,0.028791+0.068399i,0.019395+0.026957i,0.0028564+0.0043703i,0.0015696+0.0077631i,0.014136+0.015259i,0.019023+0.013998i,0.008031+0.0084466i,-0.0081847+0.0016579i,-0.021039+0.00028909i,-0.020609+0.0044323i,-0.010203+0.0020209i,-0.0040442-0.0037753i
0.051209-0.0012875i,0.06078+0.23049i,0.072761+0.49256i,0.10104+0.44227i,0.054416+0.1873i,-0.031545+0.065876i,-0.023767+0.066947i,0.014291+0.065717i,0.019514+0.049468i,-0.0017368+0.020816i,-0.044399+0.005506i,-0.062146+0.022854i,-0.037677+0.034116i,-0.012517+0.025608i,0.00049626+0.017419i,0.010025+0.010757i,0.014197+0.00061553i,0.014315-0.0080314i,0.012894-0.0099715i,0.010087-0.0075524i,0.0073093-0.0033582i,0.007975+0.00012885i,0.0095679-0.0004553i
-0.20946-0.088069i,-0.41506-0.20237i,-0.53021-0.22894i,-0.38612-0.085773i,-0.10467+0.028391i,0.02375-0.013031i,-0.0085588-0.058996i,-0.01987-0.061214i,-0.005345-0.070416i,-0.019706-0.069206i,-0.036258-0.060732i,-0.042665-0.060872i,-0.041738-0.052602i,-0.029961-0.04242i,-0.024948-0.039142i,-0.028656-0.026874i,-0.02404-0.006553i,-0.012429+0.0099872i,0.00092431+0.016433i,0.012046+0.012192i,0.014212+0.004112i,0.0095357+0.00091101i,0.0059522+0.0036045i
0.29899-0.14021i,0.47467-0.23726i,0.44037-0.29282i,0.20967-0.23335i,0.034587-0.071373i,0.019607+0.028396i,0.031503+0.024682i,0.0032604+0.029545i,-0.0020171+0.051833i,0.036857+0.018901i,0.066484-0.039758i,0.066708-0.054258i,0.050935-0.030662i,0.031656-0.0032822i,0.020871+0.0099703i,0.013994+0.0039482i,0.0051153-0.0078287i,-0.0015617-0.013289i,-0.0023928-0.0083607i,0.003305+0.0031636i,0.0085979+0.0092595i,0.0052298+0.0081146i,-0.0023188+0.0041279i
-0.031531+0.29843i,0.0040409+0.42127i,0.10639+0.35447i,0.14718+0.17324i,0.073717+0.061006i,0.017816+0.058783i,0.023274+0.046788i,0.030006-0.014248i,0.022132-0.041208i,0.024404+0.0070337i,0.050264+0.067994i,0.064819+0.07279i,0.04303+0.035475i,0.016895+0.0047419i,0.011036-0.0051991i,0.020349-0.0070273i,0.029088-0.010119i,0.023658-0.014642i,0.0055685-0.019107i,-0.0098821-0.018102i,-0.01352-0.011572i,-0.0094046-0.0068702i,-0.0045005-0.0035167i
-0.14362-0.059057i,-0.23991+0.030366i,-0.23338+0.17121i,-0.12482+0.14139i,-0.069922-0.049121i,-0.11805-0.14931i,-0.13999-0.086106i,-0.094322+0.0033162i,-0.044598+0.033533i,-0.031498+0.023987i,-0.046536+0.021674i,-0.049609+0.037833i,-0.024395+0.044282i,-0.0027955+0.039518i,0.00068207+0.038531i,-0.00061333+0.03977i,-0.0022235+0.039546i,-0.00068476+0.034147i,0.0034668+0.02342i,-0.00096083+0.013135i,-0.0077889+0.0071543i,-0.0070903+0.0032818i,-0.0048487-0.0030067i
-0.059899-0.10448i,-0.21089-0.29061i,-0.34341-0.3712i,-0.26849-0.20887i,-0.023065-0.02076i,0.15209-0.015051i,0.14471-0.075578i,0.084277-0.075799i,0.052432-0.051886i,0.016789-0.039305i,-0.022265-0.032792i,-0.03979-0.032405i,-0.03741-0.029999i,-0.025476-0.028418i,-0.016191-0.03383i,-0.013439-0.032349i,-0.0083371-0.023778i,-0.0023142-0.015898i,0.0010936-0.0076803i,0.0048955-0.0032169i,0.007525-0.0049058i,0.0066825-0.0048251i,0.006901+0.00054342i
0.25545-0.085063i,0.56071-0.17041i,0.69448-0.23692i,0.44801-0.22435i,0.099002-0.09544i,-0.042546+0.056878i,-0.034163+0.10073i,-0.037709+0.079861i,-0.050732+0.065937i,-0.021503+0.032169i,0.011917-0.027658i,0.011302-0.0524i,0.00061684-0.031579i,-0.0032623-0.010776i,-0.0025504-0.0035987i,-0.0029801-0.0034272i,-0.010043-0.0018766i,-0.016489+0.0038746i,-0.01355+0.0094418i,-0.0053652+0.015696i,0.00089278+0.020269i,0.003606+0.017872i,0.0036327+0.01162i
-0.052777+0.33777i,-0.14132+0.6567i,-0.17372+0.8i,-0.098601+0.60515i,-0.05983+0.30453i,-0.079026+0.14409i,-0.036994+0.081297i,0.034244+0.018914i,0.058021-0.022416i,0.050385-0.01072i,0.055305+0.019161i,0.064038+0.01867i,0.048223-0.0012946i,0.026466-0.004382i,0.019551+0.0061062i,0.023264+0.010446i,0.028254+0.0025736i,0.027585-0.011473i,0.020025-0.022241i,0.011533-0.026445i,0.0055093-0.022868i,-0.0015241-0.016532i,-0.0064118-0.012109i
-0.23709-0.17085i,-0.42139-0.36945i,-0.48801-0.45466i,-0.34003-0.35458i,-0.12462-0.2647i,-0.039897-0.23208i,-0.071325-0.13987i,-0.08598-0.026685i,-0.055722+0.029859i,-0.021357+0.040952i,-0.0076878+0.041547i,-0.0085726+0.046214i,-0.0001485+0.041405i,0.0060135+0.025171i,0.00083895+0.015446i,-0.0035361+0.014187i,-0.0053492+0.01622i,-0.0045045+0.021008i,-0.00098008+0.022645i,-0.0011822+0.017672i,-0.0032445+0.010895i,-0.00046067+0.0044858i,0.0027032+0.00016027i
0.14164-0.081634i,0.28069-0.1605i,0.32722-0.1797i,0.25055-0.078662i,0.20876+0.056667i,0.23044+0.085237i,0.20218+0.011363i,0.12225-0.034655i,0.05839-0.024751i,0.0079628-0.0095631i,-0.032752+0.0063158i,-0.039273+0.016627i,-0.023777+0.016524i,-0.0084193+0.0097489i,-0.0025816-0.0045693i,-0.0070046-0.010878i,-0.0098013-0.006306i,-0.010428-0.0044767i,-0.012736-0.0036465i,-0.010999-0.0010941i,-0.0077446-0.00036213i,-0.0058728+0.0014785i,-0.0026231+0.0038324i
