0.001197+0.0014296i,0.0014049-0.00098258i,0.00083761-0.0019498i,-0.00010334-0.0021851i,-0.00065373-0.00093541i,-0.001934+0.00093578i,-0.0022044+0.0014131i,-0.0012767+0.00091858i,0.00011779+0.00065262i,0.0011132+0.00040985i,0.00086844+8.2592e-06i,0.00030853-0.00045099i,-0.00046385-0.00078068i,-0.00057502-0.00083947i,0.00055954-0.00087831i,0.00034564-0.00069383i,-0.0002595-0.00015811i,-0.00013555+0.00012381i,-6.8163e-05+0.00052525i,-0.00037165+0.00070432i,-0.0003214-0.00011595i,-0.00032435-0.00039726i,-0.00022253-8.8746e-05i
-0.40034+0.15272i,-0.70743+0.41534i,-0.72498+0.63083i,-0.34195+0.54368i,0.037713+0.23547i,0.13354+0.025174i,0.084409-0.021052i,0.0097669-0.037711i,-0.065159-0.063058i,-0.09505-0.067601i,-0.074803-0.042114i,-0.038759-0.002035i,-0.023519+0.025957i,-0.028415+0.037683i,-0.019337+0.038675i,-0.0019593+0.039683i,0.0084393+0.059798i,0.034299+0.081869i,0.059168+0.076575i,0.046572+0.056501i,0.016187+0.039828i,-0.00506+0.025049i,-0.017846+0.0086512i
-0.28302-0.26456i,-0.55717-0.41313i,-0.64045-0.40201i,-0.43644-0.24139i,-0.23676-0.093328i,-0.20686-0.0096043i,-0.18753+0.046491i,-0.096251+0.049934i,-0.024496+0.011857i,-0.031745-0.018891i,-0.052759-0.0017539i,-0.031512+0.040581i,-0.00441+0.063256i,0.019158+0.066263i,0.047121+0.039278i,0.049825-0.017778i,0.023091-0.071703i,-0.010239-0.097764i,-0.028248-0.084269i,-0.022235-0.044393i,-0.011011-0.010973i,-0.0087285+0.0035624i,-0.0092789+0.0099528i
0.070103-0.30765i,-0.0092978-0.50843i,-0.13902-0.41702i,-0.13061-0.095337i,0.019785+0.039941i,0.12997-0.048659i,0.15341-0.12288i,0.13793-0.1416i,0.097723-0.12966i,0.056992-0.10193i,0.010484-0.077618i,-0.025841-0.050658i,-0.036803-0.044984i,-0.051581-0.055355i,-0.061459-0.048374i,-0.054773-0.033701i,-0.046631-0.023124i,-0.037351-0.0092746i,-0.021787-0.0016683i,-0.0058291-0.0046442i,0.0075543+0.0031302i,0.024993+0.020085i,0.038072+0.01618i
0.25448-0.10877i,0.34054-0.36299i,0.14971-0.55993i,-0.10671-0.43658i,-0.088327-0.17059i,0.0011153-0.085994i,-0.064851-0.086969i,-0.10585-0.053242i,-0.069762-0.080539i,-0.035876-0.11941i,-0.0072587-0.10093i,-0.0042291-0.074787i,-0.024751-0.062919i,-0.04346-0.055855i,-0.045425-0.042003i,-0.030351-0.029133i,-0.024409-0.02853i,-0.023477-0.022118i,-0.0075613-0.0069995i,0.003092-0.0029756i,-0.0053389-0.0052884i,-0.014942-0.0032311i,-0.017637-0.0099346i
0.23112+0.18748i,0.5451+0.21883i,0.74328+0.067069i,0.54253-0.08731i,0.14879-0.054905i,-0.048627+0.036024i,-0.067084+0.066481i,-0.049232+0.11128i,0.0022072+0.1492i,0.037557+0.10733i,0.030355+0.041366i,0.021834-0.0033793i,0.027443-0.04162i,0.030839-0.061101i,0.025414-0.039242i,0.02395-0.0082718i,0.020003-0.0086285i,0.00053637-0.028562i,-0.020671-0.034328i,-0.02835-0.019159i,-0.030741-0.0053785i,-0.037522+0.0019462i,-0.035664+0.01267i
-0.12106+0.21997i,-0.13416+0.46917i,-0.078521+0.57768i,-0.030115+0.4314i,0.0096667+0.22303i,0.092346+0.10095i,0.15586+0.019637i,0.13893-0.016412i,0.10845+0.00069309i,0.097774+0.015146i,0.058976+0.0058589i,0.022349-0.0058875i,0.036054-0.0239i,0.047466-0.052146i,0.020245-0.051022i,0.0087186-0.0071528i,0.042985+0.033155i,0.076527+0.045286i,0.080312+0.039253i,0.066919+0.023038i,0.044672+0.0069779i,0.019976+0.0015728i,0.0089112+0.0027996i
-0.18237-0.075885i,-0.28151-0.10205i,-0.21184-0.18087i,-0.042568-0.30112i,0.018182-0.31507i,-0.054542-0.21319i,-0.1628-0.13895i,-0.22571-0.13173i,-0.21033-0.1241i,-0.13944-0.055291i,-0.034944+0.045934i,0.063313+0.094831i,0.10504+0.10755i,0.105+0.10725i,0.079011+0.069086i,0.035838+0.028738i,0.0097455+0.012992i,0.015519+0.007785i,0.036119+0.015191i,0.050298+0.023625i,0.046047+0.017527i,0.023872+0.0070208i,-0.013011-0.0035431i
-0.0036027-0.13542i,-0.036895-0.10203i,-0.014574+0.10203i,0.037937+0.2494i,-0.034071+0.15328i,-0.12795+0.0075186i,-0.081605-0.051523i,-0.031892-0.047765i,-0.061745+0.036687i,-0.079487+0.13065i,-0.049833+0.14721i,-0.0052649+0.1304i,0.028105+0.12191i,0.038657+0.095877i,0.012343+0.048619i,-0.055372+0.023993i,-0.11599+0.035655i,-0.128+0.044537i,-0.10996+0.046535i,-0.084668+0.050157i,-0.060004+0.034355i,-0.053252+0.0045194i,-0.058641-0.010081i
0.10126-0.07116i,0.01746-0.16242i,-0.20968-0.16645i,-0.30378-0.043429i,-0.12767+0.023078i,0.020258-0.049303i,0.0060442-0.10995i,-0.015871-0.14075i,-0.04607-0.19341i,-0.11873-0.18487i,-0.15208-0.092313i,-0.11883-0.014088i,-0.086381+0.0018904i,-0.08003+0.00022851i,-0.071721+0.013369i,-0.056249+0.037491i,-0.033922+0.068091i,-0.0041271+0.091142i,0.010914+0.092221i,0.0044213+0.072969i,-0.00040111+0.03859i,0.010382-0.0015501i,0.031429-0.038761i
0.12764+0.07607i,0.30219+0.026618i,0.43436-0.13765i,0.40913-0.25198i,0.27358-0.20927i,0.14547-0.13054i,0.067206-0.093512i,0.081291-0.049101i,0.14282-0.019859i,0.098013-0.013874i,-0.037081+0.028657i,-0.12747+0.088738i,-0.15193+0.1204i,-0.1378+0.1272i,-0.092066+0.11453i,-0.041197+0.077446i,-0.0075721+0.028i,0.004818-0.014261i,-0.01374-0.03602i,-0.04625-0.025671i,-0.044307+0.0074428i,-0.0059455+0.018682i,0.02808-0.018249i
-0.096578+0.15992i,-0.11225+0.33301i,-0.097016+0.43317i,-0.10457+0.34783i,-0.11663+0.14061i,-0.05962-0.026056i,0.025835-0.059772i,0.041303+0.020785i,0.013737+0.096699i,0.0080877+0.067151i,0.0074073-0.031209i,0.0013712-0.095024i,0.010841-0.10658i,0.017464-0.10255i,0.010767-0.1022i,-0.012826-0.11399i,-0.041395-0.12801i,-0.050855-0.13548i,-0.060367-0.13697i,-0.077196-0.12221i,-0.077777-0.086635i,-0.059156-0.039816i,-0.022269+0.012973i
-0.15858-0.082076i,-0.29238-0.12232i,-0.34746-0.16215i,-0.25393-0.14956i,-0.036044-0.067695i,0.16153-0.040844i,0.15508-0.12165i,-0.020093-0.15325i,-0.12333-0.069675i,-0.073913-0.017966i,-0.0071208-0.036652i,0.025759-0.035929i,0.058374-0.0047444i,0.081506-0.0069371i,0.055611-0.04521i,0.013229-0.054983i,0.012308-0.026i,0.034268+0.0024187i,0.049285+0.012198i,0.055874-0.0037878i,0.050102-0.029148i,0.039749-0.029803i,0.036076+0.0050048i
-0.005126-0.14007i,-0.0037606-0.17515i,0.075821-0.074421i,0.25026+0.068911i,0.36593+0.10919i,0.34538+0.065018i,0.23145-0.02823i,0.07073-0.14417i,-0.081495-0.22489i,-0.16735-0.20338i,-0.13144-0.076319i,0.0063752+0.038397i,0.10742+0.056779i,0.088244+0.028917i,0.013553+0.0044293i,-0.036664+0.0022126i,-0.043865+0.028291i,-0.013308+0.050567i,0.034081+0.046298i,0.056356+0.019401i,0.050034-0.010945i,0.041293-0.027304i,0.0291-0.023688i
0.13465-0.069074i,0.12887-0.1293i,-0.01314-0.085174i,-0.1975+0.12562i,-0.29516+0.36764i,-0.23719+0.50373i,-0.029945+0.47576i,0.11521+0.34369i,0.094489+0.31605i,0.081801+0.3869i,0.10049+0.32438i,0.016528+0.18678i,-0.098123+0.15683i,-0.087739+0.17387i,-0.010038+0.13556i,0.0082587+0.084792i,-0.0074292+0.078776i,-0.0030144+0.07998i,0.0058343+0.059194i,0.0070656+0.017307i,-0.001185-0.028676i,-0.0083088-0.037266i,0.00038733-0.010156i
0.10488+0.029986i,0.2165+0.0061584i,0.24444-0.11801i,0.17981-0.24616i,0.068503-0.32568i,-0.11366-0.31496i,-0.25065-0.14516i,-0.22061+0.0073023i,-0.22044-0.035236i,-0.27503-0.044206i,-0.13905-0.0077169i,0.040312-0.17072i,0.019458-0.36996i,-0.079805-0.33853i,-0.077337-0.14205i,0.014833-0.028104i,0.063774-0.064147i,0.024896-0.078091i,-0.017903+0.015286i,0.0050026+0.089i,0.04467+0.055724i,0.053153+0.0061076i,0.07232+0.015837i
-0.44992+9.4275i,0.89824+9.5711i,4.9895+9.3645i,7.0786+5.2463i,5.9414+0.83078i,3.1404-1.4005i,0.85896-1.0917i,0.23719-0.044144i,0.86754+0.31174i,1.4639-0.35619i,0.88916-1.3255i,-0.30868-1.5705i,-1.2157-1.0862i,-1.7114-0.27827i,-1.7161+0.42237i,-1.1913+0.69255i,-0.44175+0.58064i,0.13896+0.38655i,0.4248+0.29987i,0.42405+0.35819i,0.33439+0.51988i,0.3158+0.6069i,0.27343+0.49713i
-0.12766+0.044144i,-0.15675+0.11455i,-0.051631+0.20244i,0.085565+0.1946i,0.10742+0.13134i,0.098088+0.10719i,0.17417+0.10118i,0.2311+0.094871i,0.16166+0.11845i,0.076891+0.10211i,0.030632-0.031292i,-0.083007-0.18364i,-0.22718-0.21891i,-0.26586-0.13345i,-0.18924-0.024918i,-0.12339+0.018051i,-0.13565+0.039685i,-0.12788+0.10684i,-0.034582+0.151i,0.038819+0.072917i,0.0069646-0.059229i,-0.055431-0.10491i,-0.049211-0.079814i
-0.01914-0.071856i,-0.11136-0.066914i,-0.13045+0.023393i,0.034077+0.062789i,0.24385-0.0063898i,0.27368-0.020598i,0.2181+0.028434i,0.23188-0.006071i,0.25277-0.099761i,0.22518-0.15813i,0.12606-0.16292i,-0.0084354-0.10904i,-0.095755-0.017674i,-0.11819+0.064693i,-0.092393+0.12152i,-0.046543+0.14583i,-0.024636+0.14497i,-0.033782+0.11621i,-0.050564+0.052374i,-0.061467+0.023739i,-0.042864+0.062095i,-0.0074442+0.074119i,-0.0063123+0.039497i
0.071884-0.077492i,0.089731-0.23392i,0.060109-0.37857i,0.047288-0.39371i,0.089675-0.26362i,0.15643-0.087621i,0.13691+0.050265i,-0.035496+0.1559i,-0.20357+0.28642i,-0.16507+0.37108i,-0.019263+0.26541i,-0.0057295+0.097965i,-0.087395+0.074853i,-0.077661+0.11195i,-5.2064e-06+0.071722i,0.042147+0.011671i,0.082332-0.0024045i,0.14158-0.021004i,0.15226-0.07991i,0.088182-0.10601i,0.014054-0.067531i,-0.021187-0.030011i,-0.038334-0.024294i
0.094001+0.10037i,0.21117+0.12648i,0.25756+0.11396i,0.11926+0.061677i,-0.13344-0.034528i,-0.30497-0.13849i,-0.27149-0.19732i,-0.05724-0.20261i,0.18296-0.20854i,0.23885-0.22197i,0.10347-0.14388i,0.019495+0.016407i,0.070825+0.0853i,0.11296+0.053757i,0.117+0.048705i,0.12738+0.082176i,0.12548+0.099451i,0.099927+0.086161i,0.058156+0.065274i,0.016482+0.056835i,0.00035427+0.062123i,0.011453+0.071969i,0.017602+0.064276i
-0.087513+0.074308i,-0.15052+0.1132i,-0.24439+0.076353i,-0.30518+0.039528i,-0.19556+0.13385i,0.0078496+0.31139i,0.11311+0.40587i,0.077314+0.30868i,-0.027582+0.098591i,-0.067729-0.031353i,0.012204-0.049772i,0.086612-0.062806i,0.087533-0.077248i,0.072121-0.066968i,0.08345-0.054526i,0.11529-0.071399i,0.11286-0.10503i,0.057156-0.09973i,0.004128-0.051013i,-0.01563-0.013281i,-0.012173-0.0096702i,0.0035838-0.024806i,0.020735-0.026153i
-0.066473-0.027126i,-0.029901-0.026564i,0.12886-0.050118i,0.26337-0.11603i,0.26138-0.14862i,0.25194-0.1783i,0.25078-0.24737i,0.18322-0.18083i,0.14225+0.054083i,0.15278+0.16552i,0.086365+0.049847i,-0.063429-0.053275i,-0.14789-0.011265i,-0.12045+0.046751i,-0.10617+0.02891i,-0.14374-0.0016421i,-0.15492+0.0048765i,-0.12718+0.025856i,-0.086724+0.026648i,-0.032515-0.005419i,0.0078753-0.049297i,0.001765-0.077502i,-0.016402-0.076965i
-0.0049943-0.048819i,-0.072307+0.015813i,-0.11399+0.19592i,-0.074402+0.30294i,-0.069945+0.21019i,-0.18295+0.11004i,-0.26612+0.12873i,-0.19954+0.1037i,-0.064995-0.054695i,-0.017949-0.17588i,-0.035845-0.12088i,0.010428-0.024396i,0.064976-0.042958i,0.027806-0.10493i,-0.04211-0.097779i,-0.05312-0.038307i,-0.0083852-0.011844i,0.034577-0.0481i,0.040375-0.086185i,0.0095524-0.071566i,-0.032263-0.015474i,-0.049629+0.040813i,-0.047166+0.062745i
0.069419-0.047847i,0.047504-0.17441i,-0.040408-0.29709i,-0.06325-0.32499i,0.041378-0.27568i,0.15066-0.19141i,0.19739-0.081103i,0.15364-0.0043446i,0.0029259+0.045746i,-0.076804+0.083933i,-0.019892+0.032691i,-0.0086188-0.064721i,-0.064697-0.077948i,-0.063489-0.014022i,0.0007605+0.038359i,0.052466+0.037925i,0.05541+0.019795i,0.029775+0.019803i,0.011217+0.025903i,0.01092+0.024292i,0.021921+0.021305i,0.042681+0.012955i,0.056704-0.0030656i
0.07486+0.086412i,0.17506+0.076688i,0.21166+0.015293i,0.091458-0.0069887i,-0.090989+0.052002i,-0.17555+0.10329i,-0.15651+0.081099i,-0.071928+0.048787i,0.063661+0.0343i,0.12598+0.00068961i,0.063674+0.00086521i,0.017122+0.056438i,0.03443+0.078618i,0.052238+0.063829i,0.061382+0.048418i,0.059289+0.039511i,0.044079+0.052i,0.036881+0.066153i,0.027833+0.043225i,-0.00063858-0.0056045i,-0.033799-0.047696i,-0.053322-0.063833i,-0.048627-0.055499i
-0.064657+0.087053i,-0.055346+0.15433i,-0.00778+0.16887i,0.03825+0.14143i,0.092391+0.13774i,0.12299+0.1344i,0.085922+0.10867i,0.028337+0.059238i,0.0021292-0.0067431i,0.0098701-0.038262i,0.041544-0.044885i,0.042421-0.060956i,0.012697-0.045354i,0.0064643-0.023377i,0.003308-0.043455i,-0.011166-0.066099i,-0.011748-0.07406i,-0.0099153-0.085276i,-0.020024-0.075094i,-0.013039-0.029809i,0.016261+0.0072706i,0.028191+0.013582i,0.01634+0.015796i
-0.069197-0.022396i,-0.10144+0.027266i,-0.035605+0.050188i,0.038316-0.081699i,0.0084062-0.2754i,-0.045168-0.3191i,-0.044897-0.21516i,-0.031417-0.072996i,-0.027054+0.04309i,-0.017097+0.05325i,-0.039916-0.0039551i,-0.081741-0.024563i,-0.083638-0.026639i,-0.071366-0.035475i,-0.058388-0.025303i,-0.033034-0.016863i,-0.018551-0.027246i,-0.01104-0.033878i,0.0069179-0.032192i,0.018042-0.02547i,0.014871-0.0026612i,0.016891+0.022461i,0.025852+0.021746i
-0.01207-0.10214i,-0.10812-0.14451i,-0.2138-0.078974i,-0.19791+0.095856i,-0.088838+0.26714i,0.0041024+0.33002i,0.063522+0.27477i,0.10485+0.17159i,0.12688+0.094103i,0.13309+0.066501i,0.12963+0.047418i,0.1121+0.012985i,0.078175-0.0074798i,0.051511+0.0005907i,0.050285+0.01419i,0.058471+0.018228i,0.05898+0.013476i,0.050913+0.010663i,0.035993+0.0030757i,0.010663-0.020949i,-0.019304-0.047031i,-0.032723-0.059255i,-0.0278-0.053747i
0.12044-0.027512i,0.19991-0.12432i,0.24329-0.23714i,0.21414-0.31625i,0.10923-0.34906i,-0.0042511-0.29616i,-0.071309-0.1994i,-0.10675-0.15456i,-0.11771-0.15838i,-0.09978-0.15432i,-0.075664-0.11842i,-0.047493-0.068566i,-0.017601-0.038056i,-0.006514-0.028222i,-0.0097217-0.021791i,-0.0074265-0.017865i,0.0061688-0.016838i,0.018003-0.013461i,0.02457-6.0268e-05i,0.034874+0.016912i,0.040718+0.021889i,0.032034+0.020827i,0.021688+0.024982i
0.019426+0.11136i,0.017621+0.17754i,-0.094078+0.26154i,-0.25423+0.35602i,-0.28734+0.36435i,-0.18263+0.2622i,-0.068468+0.1575i,-0.0058262+0.14109i,0.021469+0.17307i,0.02311+0.16461i,0.0082628+0.10949i,-0.013262+0.059364i,-0.037351+0.027958i,-0.05211+0.011886i,-0.050012+0.009615i,-0.044511+0.016577i,-0.045791+0.029697i,-0.035172+0.031872i,-0.0087615+0.0040393i,0.0045215-0.026575i,0.0010021-0.02261i,-0.0015902+0.00026983i,0.0010011+0.012683i
-0.075386+0.038528i,-0.046254+0.01248i,0.037195-0.10161i,0.15832-0.18894i,0.299-0.14115i,0.32439-0.077741i,0.20445-0.082295i,0.10357-0.10442i,0.10131-0.11741i,0.12359-0.10108i,0.11164-0.069438i,0.064461-0.038423i,0.034968+0.0050411i,0.050072+0.032974i,0.070107+0.036355i,0.075373+0.038032i,0.074995+0.034948i,0.064581+0.021736i,0.032552+0.014551i,-0.008846+0.023623i,-0.030027+0.028162i,-0.022938+0.01313i,-0.011803-0.005828i
-0.050793-0.021619i,-0.026949+0.070342i,0.070566+0.15541i,0.069621+0.10555i,-0.11638+0.011114i,-0.24304+0.030102i,-0.18846+0.1076i,-0.14232+0.12928i,-0.16985+0.12285i,-0.17944+0.10046i,-0.13722+0.062758i,-0.075074+0.024591i,-0.033125-0.011784i,-0.014498-0.02543i,-0.00010158-0.021205i,0.016323-0.02903i,0.031784-0.047931i,0.038366-0.055634i,0.040565-0.040992i,0.04176-0.021813i,0.032239-0.014639i,0.017676-0.0047017i,0.017263+0.013333i
-0.021484-0.073051i,-0.12046-0.087869i,-0.19369-0.018091i,-0.087012+0.055712i,0.099627+0.03937i,0.14092-0.035058i,0.094843-0.081632i,0.10725-0.089504i,0.13899-0.053528i,0.1534-0.0075587i,0.13246-0.017173i,0.066221-0.03945i,0.013471-0.019108i,0.0036731+0.0010077i,0.0067683-0.0076332i,0.0021392-0.01257i,-0.006108+0.0038128i,-0.010364+0.027628i,-0.0085511+0.030507i,0.0028566+8.1802e-05i,0.013394-0.030627i,0.01551-0.033783i,0.013727-0.024526i
0.10047-0.021307i,0.12602-0.12231i,0.072866-0.25225i,-0.039339-0.30207i,-0.11259-0.24083i,-0.084057-0.12897i,-0.045863-0.023592i,-0.048988+0.028606i,-0.046541+0.0055866i,-0.025498-0.044566i,-0.01106-0.054037i,-0.0024421-0.034301i,0.0018787-0.021569i,-0.00449-0.0024091i,0.00066903+0.025074i,0.0216+0.032463i,0.034962+0.024654i,0.039416+0.020307i,0.034018+0.023159i,0.011921+0.039414i,-0.013409+0.0549i,-0.031854+0.048068i,-0.045196+0.02943i
0.015495+0.099858i,0.051502+0.12067i,0.03404+0.13017i,-0.059416+0.20322i,-0.11558+0.30446i,-0.043632+0.28459i,0.05889+0.14945i,0.10756+0.05051i,0.093555+0.02785i,0.0364+0.046214i,0.0014268+0.066468i,0.012622+0.061551i,0.03313+0.03216i,0.036043-0.010643i,0.0088542-0.037116i,-0.02137-0.0311i,-0.023827-0.021566i,-0.014431-0.028732i,-0.0072406-0.035229i,0.00035109-0.028577i,0.0041507-0.024856i,0.0046713-0.021174i,0.015905-0.0068639i
-0.058682+0.05707i,-0.0090693+0.1094i,0.12629+0.093799i,0.21487-0.051374i,0.16291-0.2051i,0.029445-0.21787i,-0.087194-0.15196i,-0.13008-0.090908i,-0.091425-0.047751i,-0.028695-0.025351i,-0.0014866-0.016681i,-0.013482-0.021666i,-0.048943-0.016828i,-0.068714+0.01997i,-0.045984+0.04749i,-0.017964+0.041163i,-0.012389+0.035213i,-0.0062229+0.045618i,0.010483+0.04298i,0.015892+0.010448i,0.0095688-0.0193i,0.0083653-0.023521i,0.0087353-0.015121i
-0.094671-0.047656i,-0.19644+0.029081i,-0.24378+0.21594i,-0.13499+0.3651i,0.04499+0.34167i,0.17003+0.22181i,0.23516+0.12645i,0.21084+0.074399i,0.12208+0.048881i,0.063062+0.013845i,0.036773-0.038764i,0.007235-0.046864i,0.012251-0.0049033i,0.059904+0.009762i,0.094295-0.017873i,0.093911-0.0329i,0.083848-0.015897i,0.072657+0.0019107i,0.046622+0.0047175i,0.014691+0.0062562i,-0.0065373+0.011776i,-0.022604+0.020622i,-0.033111+0.032494i
0.058793-0.12177i,0.049077-0.27876i,-0.00061557-0.43555i,-0.041331-0.46584i,-0.065431-0.33342i,-0.11875-0.1354i,-0.16045+0.015783i,-0.12701+0.062372i,-0.068378+0.037806i,-0.03852+0.021204i,-0.013315+0.023227i,0.015345+0.0015582i,0.0073794-0.032824i,-0.036005-0.02413i,-0.051888+0.022301i,-0.023523+0.028704i,-0.013074-0.022317i,-0.040286-0.05208i,-0.043699-0.027297i,-0.0014212+0.002021i,0.03861-0.00097775i,0.053542-0.028951i,0.049554-0.057387i
0.12002+0.053647i,0.21834+0.079554i,0.26004+0.096329i,0.18028+0.084602i,0.038548+0.024035i,-0.031491-0.030093i,-0.0040047-0.027753i,0.034943-0.0062313i,0.043851+0.016675i,0.037651+0.035809i,0.010549+0.049159i,-0.020994+0.07396i,-0.023876+0.091417i,-0.010813+0.077246i,-0.010451+0.049079i,-0.023068+0.049736i,-0.015193+0.086183i,0.018237+0.10267i,0.030718+0.069342i,0.0057602+0.029014i,-0.027146+0.013101i,-0.04826+0.01726i,-0.050557+0.030055i
-0.033131+0.093859i,-0.067801+0.12046i,-0.14053+0.08711i,-0.18728+0.04613i,-0.11646+0.03669i,-0.001016+0.021569i,0.043028-0.0072182i,0.039865-0.014959i,0.04037-0.018726i,0.039271-0.041468i,0.03514-0.063483i,0.037314-0.070348i,0.042457-0.075018i,0.036304-0.089975i,0.019151-0.095902i,0.018952-0.090307i,0.032712-0.096878i,0.02779-0.099542i,0.010224-0.063109i,0.007485-0.011142i,0.024688+0.01575i,0.043517+0.019285i,0.048291+0.020846i
-0.079615+0.0092582i,-0.069343+0.044053i,0.003795+0.065126i,0.051563+0.08866i,0.05025+0.15974i,0.071702+0.21284i,0.086489+0.18129i,0.049608+0.13012i,0.0126+0.097957i,-0.0023576+0.072585i,-0.012891+0.047319i,-0.04118+0.013255i,-0.081265+0.004595i,-0.076034+0.040009i,-0.025735+0.06825i,-0.0081614+0.06969i,-0.040378+0.081044i,-0.061813+0.09842i,-0.04225+0.078354i,-0.016626+0.028632i,-0.020004-0.0091579i,-0.046273-0.022249i,-0.066462-0.022622i
-0.050369-0.0754i,-0.10567-0.069901i,-0.11126-0.017367i,-0.055237-0.021585i,-0.047107-0.091271i,-0.1225-0.099164i,-0.16517-0.039897i,-0.13994-0.018531i,-0.096353-0.034183i,-0.054515-0.045047i,-0.019597-0.035662i,0.018511-0.0032778i,0.057168+0.015341i,0.06097+0.0011029i,0.034147-0.012254i,0.035722-0.0085792i,0.080845-0.017169i,0.10574-0.037143i,0.075708-0.036238i,0.031593-0.022203i,0.012788-0.018282i,0.022711-0.022273i,0.037118-0.021923i
0.081013-0.070616i,0.10552-0.11995i,0.10961-0.11364i,0.14052-0.061217i,0.15656-0.058151i,0.08906-0.099827i,0.017058-0.087717i,0.011424-0.032476i,0.028843+0.014994i,0.031868+0.029522i,0.0059967+0.0075862i,-0.039848-0.016455i,-0.068092-0.014408i,-0.060565+0.0099175i,-0.039365+0.027091i,-0.044887+0.015305i,-0.083565-0.0012817i,-0.10805-0.0033707i,-0.083731+0.0046828i,-0.034049+0.019101i,0.0087462+0.026387i,0.026248+0.0183i,0.019542+0.006818i
0.062295+0.060512i,0.062323+0.05376i,-0.035844+0.021478i,-0.14044+0.040054i,-0.093783+0.092167i,0.033012+0.079186i,0.079366+0.051654i,0.058075+0.05425i,0.029078+0.040067i,0.025982+0.01522i,0.042455-0.0052599i,0.046698-0.014362i,0.046559-0.015584i,0.045135-0.035576i,0.040888-0.058476i,0.048656-0.052168i,0.070697-0.024823i,0.075043+0.00043005i,0.040886+0.011874i,0.0032595+0.01394i,-0.012213+0.014444i,-0.018203+0.016688i,-0.022168+0.022823i
-0.016648+0.076801i,0.048762+0.055542i,0.10867-0.1051i,-0.0024674-0.2379i,-0.18663-0.12085i,-0.19406+0.07781i,-0.12239+0.12333i,-0.092455+0.098828i,-0.046124+0.091662i,-0.0056581+0.075579i,0.010585+0.043752i,0.012753-0.0022228i,-0.012289-0.026541i,-0.030613+0.0080877i,-0.024825+0.058392i,-0.018796+0.071181i,-0.025916+0.045521i,-0.029494+0.011057i,-0.016013-0.0075674i,-0.0091504-0.013043i,-0.016872-0.011384i,-0.018643-0.011159i,-0.012677-0.020354i
-0.11353+0.042884i,-0.12153+0.19942i,0.062745+0.38943i,0.32443+0.32222i,0.36485+0.019128i,0.21004-0.16679i,0.090066-0.19607i,0.025507-0.19368i,-0.015151-0.15097i,-0.016679-0.096999i,-0.020082-0.049783i,-0.01649+0.0031307i,0.01104+0.011828i,0.018051-0.031228i,0.0014346-0.06252i,-0.0028129-0.055092i,0.012093-0.02523i,0.025103+0.0037808i,0.02116+0.012892i,0.016398+0.0073884i,0.01822-0.0098881i,0.012473-0.028147i,0.0024435-0.024649i
-0.054051-0.13459i,-0.2344-0.20389i,-0.45516-0.10559i,-0.47462+0.11837i,-0.29189+0.23083i,-0.13138+0.19514i,-0.047162+0.15702i,0.0047534+0.12937i,0.018362+0.074791i,0.013117+0.023463i,0.010867-0.021698i,-0.013693-0.051233i,-0.040236-0.022176i,-0.026845+0.029376i,-0.0074789+0.035737i,-0.024979+0.014479i,-0.05833+0.0064307i,-0.06738+0.014249i,-0.040778+0.020182i,-0.0038798+0.00849i,0.01727-0.0011141i,0.025689+0.0076755i,0.026376+0.014747i
0.14695-0.075484i,0.24031-0.22822i,0.22485-0.36073i,0.14933-0.32985i,0.11233-0.21488i,0.059854-0.13609i,-0.021192-0.07772i,-0.061968-0.029455i,-0.055027+0.0078975i,-0.015431+0.036186i,0.02855+0.034657i,0.050403+0.015089i,0.053383-0.0032525i,0.04473-0.0044271i,0.061074+0.014137i,0.11211+0.010014i,0.14411-0.025647i,0.12272-0.054524i,0.060112-0.04768i,0.0023615-0.0021353i,-0.010736+0.040873i,0.0023515+0.040267i,0.0034493+0.016784i
0.10096+0.12745i,0.23699+0.14307i,0.25492+0.014653i,0.0473-0.097733i,-0.13276-0.035852i,-0.11738+0.053527i,-0.056473+0.047259i,-0.02819+0.023441i,-0.0044258+0.018785i,0.0050474+0.017792i,0.010571+0.015239i,0.0073065+0.0025617i,-0.013172-0.0061633i,-0.032279-0.010221i,-0.060445-0.010333i,-0.099212+0.0074025i,-0.12465+0.024972i,-0.1222+0.027362i,-0.087113+0.01656i,-0.042994-0.0093094i,-0.029046-0.035317i,-0.035257-0.038902i,-0.026499-0.028463i
-0.10484+0.13668i,-0.058228+0.3451i,0.19067+0.43657i,0.438+0.23556i,0.42335-0.033623i,0.27156-0.13395i,0.17367-0.14629i,0.091254-0.13081i,0.028646-0.070988i,0.0066065-0.026105i,-0.0092899+0.0036881i,0.0030826+0.03507i,0.028772+0.030249i,0.022065+0.010944i,0.010176+0.018147i,0.036614+0.041959i,0.090256+0.059805i,0.12048+0.059819i,0.095624+0.04513i,0.043106+0.035303i,0.018167+0.035242i,0.025201+0.028619i,0.026599+0.017591i
