0.001197+0.0014296i,0.0014049-0.00098258i,0.00083761-0.0019498i,-0.00010334-0.0021851i,-0.00065373-0.00093541i,-0.001934+0.00093578i,-0.0022044+0.0014131i,-0.0012767+0.00091858i,0.00011779+0.00065262i,0.0011132+0.00040985i,0.00086844+8.2592e-06i,0.00030853-0.00045099i,-0.00046385-0.00078068i,-0.00057502-0.00083947i,0.00055954-0.00087831i,0.00034564-0.00069383i,-0.0002595-0.00015811i,-0.00013555+0.00012381i,-6.8163e-05+0.00052525i,-0.00037165+0.00070432i,-0.0003214-0.00011595i,-0.00032435-0.00039726i,-0.00022253-8.8746e-05i
-0.00089444-0.0027096i,-0.0013907-0.0020858i,-0.0033801-0.00063548i,-0.0029676+0.00062923i,-0.0018356+0.0014322i,-0.0017815+0.0014432i,-0.0019296+0.00051853i,-0.0016053-0.00041809i,-0.0012264-0.00052817i,-0.0014575+9.6744e-06i,-0.00018641+0.00042389i,0.0012199+0.00043756i,0.001929-9.2683e-05i,0.0015517-0.00054485i,0.00047897-0.00021017i,-0.00014328+0.00043903i,-0.00061212+0.00051052i,-0.00086461+0.00035985i,-0.00047083-0.00010279i,7.9937e-05-0.00092039i,3.3512e-05-0.00082895i,-0.00015314-0.00056022i,-0.00045841-0.00089884i
-0.0031632-0.0013835i,-0.0038207-0.0021323i,-0.0041446-0.0013124i,-0.003574+0.00028375i,-0.0019717+0.0016552i,-0.0013835+0.0018314i,-0.0011097-2.4054e-05i,-0.00040148-0.00052955i,-0.0010247+0.00025872i,-0.0017554+0.0010839i,-0.0007484+0.0012166i,0.00096823+0.00034042i,0.0017802-0.00077552i,0.0010779-0.0013838i,0.00021815-0.00060408i,-0.00026038+0.0004215i,-3.9764e-06+0.00056435i,4.5045e-05+0.0010474i,-7.894e-05+0.00069727i,0.00042194-0.00023565i,0.00051365-0.00022854i,0.00034744-0.00021409i,-5.921e-06+0.00025811i
-0.0014304-0.0016843i,-0.0015303-0.001693i,-0.0018448-0.00057388i,-0.00077332+0.00072957i,-0.00041159+0.0016573i,-0.001502+0.0011292i,-0.0017743+0.00012044i,-0.001276-0.00014811i,-0.0010995+4.5448e-05i,-0.00081987+0.00074898i,0.00053279+0.00084469i,0.0010652+5.1421e-05i,0.0012791-0.00018257i,0.0012555-6.1494e-05i,5.8812e-05-7.0045e-05i,-0.00096978+0.00013388i,-0.00047609+0.00067174i,0.0002337+0.00089844i,0.00042523+0.0013573i,-0.00048039+0.0020497i,-0.00092014+0.0014726i,-0.00028771+0.00095767i,0.00027742+0.00064749i
-0.00030314-0.00050062i,-0.00034601-0.0006564i,-0.00081163+0.00039823i,-0.00079505+0.0016014i,-0.0012615+0.0019383i,-0.0014775+0.0017792i,-0.0013188+0.00079366i,-0.001646+8.0749e-05i,-0.0017408-8.9818e-05i,-0.0013539+0.00031321i,-0.00046261+0.001131i,-3.9594e-05+0.00080543i,0.00046407-0.00013886i,0.0016816-4.5496e-05i,0.0016469+0.00028541i,0.0008599+0.00033436i,0.00021896+0.00012332i,-0.00028439+0.00041662i,-0.00035083+0.00095341i,7.6146e-05+0.001067i,0.00046636+0.0007149i,0.00048947+0.0005109i,0.00032561+0.00055299i
0.00061862-0.00043734i,5.067e-05-9.0099e-05i,0.00030892+0.00057428i,-6.4191e-05-0.00017556i,-0.00063823-0.00051347i,-0.00097404+9.2323e-05i,-0.0010734-0.00018546i,-0.001299-0.0012409i,-0.00057607-0.0012307i,-0.00049826-0.00047104i,-0.00064611+9.9535e-05i,-0.00031314+0.00033521i,0.00048072+0.00044914i,0.00028213+0.00059979i,0.00013008+0.0010336i,0.00031598+0.0015814i,-0.00048416+0.0015256i,-0.00072505+0.00037541i,-0.00053383-7.6273e-05i,0.00028049+0.00022626i,0.00089013-0.00026979i,0.00029954-0.00018177i,-0.0006504+0.00035583i
0.0022453-0.0021771i,0.0022093-0.0015687i,0.0017203-0.0022234i,0.00025836-0.0011789i,-0.00023875-0.0008391i,-0.00049745-0.00057468i,-0.00096114-0.00013478i,-0.0010907-1.7971e-05i,-0.0015241+0.00010564i,-0.0011888+0.00036383i,-0.00087928+0.00088631i,-0.00062583+0.00054779i,0.00023092-0.00076125i,0.00078586-0.0014434i,0.00017936-0.00092226i,-0.00065526+0.00012169i,-0.00057019+0.00064271i,-1.1099e-05+0.00032194i,0.00026732-0.00037269i,0.00046613-0.00011367i,0.00038055+0.00075496i,-8.9086e-06+0.00034632i,-1.8603e-06-0.00082685i
-0.0011014-0.00025332i,-0.00073179+0.0014858i,-0.00086613+0.0023967i,-0.00083195+0.0015676i,-0.00092292+0.0012477i,-0.0012495+0.00049615i,-0.0013047-0.0005291i,-0.0013364-0.00035178i,-0.0012041-0.00036607i,-0.0015257-0.00024602i,-0.0012589+0.00027391i,-0.00082324+0.00052926i,-3.2905e-05+0.00053082i,0.00039679+0.00052504i,3.8878e-05-4.1036e-06i,-0.00029953+6.0902e-05i,-0.0003097+0.00016586i,8.3761e-05+8.087e-06i,0.00053034+0.00013337i,-4.9196e-05+0.00010053i,-0.00067642-6.4319e-06i,-0.00051382+0.00074585i,-0.00030383+0.0011878i
0.00015518-0.001138i,0.00076507-1.5815e-05i,-0.00023435-0.00081644i,-0.0011863-0.0017227i,-0.0010827-0.00086408i,-0.00098975+0.00011634i,-0.0011008+0.00070825i,-0.00069693+0.0013619i,-0.00068215+0.00096697i,-0.0011882+0.00021097i,-0.00019959+0.0004661i,0.00076121+0.00016971i,0.00062317-0.00054419i,0.00088838-0.00028065i,0.00089623+3.051e-05i,0.00065613-0.00043849i,0.0003683-0.00098428i,-0.00039798-0.00070518i,-0.00048089-0.00016254i,-0.0001162-0.00041827i,0.00023978-0.00089442i,0.0004208-0.0010286i,0.00074587-0.00015621i
0.00099603+4.023e-05i,0.00038546-0.00046306i,0.0011424-0.00076312i,0.001022-0.00034889i,-1.4939e-05-0.00033103i,-0.00052272-9.5326e-05i,-0.0012018+6.7709e-06i,-0.00095421+0.00031547i,0.00019161+7.647e-05i,0.00057447-0.00024382i,-0.00010826-0.0001569i,-0.00013273-0.00011122i,-0.00020194-3.6651e-05i,-0.00061365-3.0694e-05i,-4.9134e-05-0.00014859i,0.00037849+0.00024002i,-0.00038529+0.00093498i,-0.0010985+0.00087971i,-0.00081888+0.00060263i,-0.00047428+0.0001177i,-0.00035953-1.679e-05i,2.4109e-05+0.00059815i,-9.8478e-05+0.00068786i
-0.00035995+0.00096727i,-0.00034001+0.0011494i,-0.00032295+0.00091484i,-0.00049413+0.00066104i,-0.00036269+0.00099905i,-0.00037575+0.00097915i,-0.00086152+0.00081065i,-0.0015451+0.00084626i,-0.0018621+0.00029652i,-0.0016739+0.00015438i,-0.00086932+0.00067492i,-0.00011286+0.00059282i,0.00016951+0.00054195i,-0.00031242+0.001104i,-0.00073375+0.0011696i,-0.00038681+0.00048105i,0.00060714+0.00019727i,0.00094599+0.00087701i,0.00010693+0.00085233i,-8.8078e-05+0.00045115i,1.3531e-05+0.00021244i,0.00055909+9.3873e-05i,0.00078624+0.00034832i
0.0015623-0.0030107i,0.0017397-0.0029245i,0.00016706-0.0045013i,-0.0013556-0.003841i,-0.0020343-0.0017721i,-0.0019482-0.00077085i,-0.002317-0.00072204i,-0.0025245-0.00080341i,-0.0013835-0.00013504i,-0.0016959+0.00067807i,-0.0018279+0.00088271i,-0.00049874+0.0010247i,8.85e-05+0.00022203i,0.00028551-0.00029177i,-4.7533e-05+8.0391e-06i,-0.00043438+0.00016681i,-0.00061229+6.7141e-05i,-0.00072721+0.00016428i,-0.00034193+0.0005276i,0.00037864+0.00063433i,0.00044837-0.00031615i,0.00020501-0.00043013i,0.000456+1.0667e-05i
-0.0017898-0.00060411i,-0.0014295-6.2011e-05i,-0.0013621+0.00082498i,-0.0010988+0.0010006i,-0.001007+0.0010461i,-0.00057856+0.0014149i,-0.00020465+0.00094729i,-0.00031753-0.00039261i,-0.001129-0.00053763i,-0.0011234+0.00010679i,-0.0009234+0.0011028i,-0.00041489+0.00097796i,0.00070319-0.0003022i,0.0010375-0.0013022i,0.0009367-0.0010503i,0.0004323-0.00088167i,7.3543e-05+0.00015549i,-1.6546e-05+0.0010755i,0.00039141+0.00071512i,0.00066984-7.1264e-05i,0.00015365-0.00045522i,-7.99e-05+0.0004096i,0.00027621+0.00080601i
-0.00066349-0.002216i,-0.0018848-0.0016932i,-0.0029471-0.0013195i,-0.0025553-0.00048096i,-0.001796+0.00089493i,-0.0013242+0.00092956i,-0.0016178+0.00014477i,-0.0016538+0.00019659i,-0.0011885+0.00036045i,-0.001025+0.00047986i,0.00014532+0.0010623i,0.0012579+0.0010603i,0.0011926+0.00015404i,0.00067324-0.00087808i,-0.00012482-0.00084854i,-0.00063306-0.00036699i,-0.00043123+3.7056e-05i,0.00036018+0.00082679i,0.00018842+0.0012406i,-0.00025021+0.00093607i,-0.00018442-0.0002128i,0.00022157-0.00082054i,0.000342-0.00054676i
-0.0004181+0.00021121i,-0.00014184-0.0012576i,0.00076367-0.00027983i,0.001088+0.00065911i,-5.1745e-05-5.7116e-05i,-0.0011143-0.00082004i,-0.0012444-0.00022464i,-0.0010707+0.00036751i,-0.0010189+0.0002494i,-0.0009229+0.00080377i,-0.00054465+0.00093883i,0.00028315+0.00053825i,0.00061577-0.00029246i,0.00010476-0.00080503i,0.00014757-0.00017455i,-5.6658e-05+0.00014777i,-0.0008337+0.00036123i,-0.00069684+0.0010851i,0.00057911+0.00064715i,0.0010692+0.00024889i,0.00026419+0.00053395i,-9.5896e-05+0.00064957i,0.00024656+0.00055853i
-0.0010874+0.00075521i,0.00013299+0.0014012i,-0.00051159+0.0022211i,-0.00031095+0.0026175i,-0.00013728+0.0027165i,-0.00049182+0.0022186i,-0.00078484+0.0016243i,-0.00091611+0.0012192i,-0.000202+0.0010907i,-0.00067757+0.0012274i,-0.00094558+0.0014557i,0.00065305+0.0009205i,0.0015777+3.1221e-05i,0.00058941-0.00073092i,-0.00043225-0.00087155i,-0.00068439-0.00035559i,-0.00039676+0.00018781i,0.00022264+0.00060085i,0.0010193-7.8265e-06i,0.0014377-0.00071301i,0.0011339-0.0011582i,0.00011039-0.0013749i,-0.00098355-0.0011158i
-0.00021088+6.5334e-06i,-0.001115-0.00051955i,-0.00053734+0.00090481i,-0.00042392+0.0013188i,-0.00053234+0.00017292i,-0.00081554+0.00033751i,-0.0015522-3.7863e-05i,-0.0019114-0.00068284i,-0.0020476-0.00028827i,-0.0015656+0.00029379i,3.2198e-05+0.00054792i,0.00089011-6.8878e-05i,0.00050032-0.00092573i,6.1724e-05-0.0016322i,-0.0005134-0.0014793i,-0.00069242-0.00019802i,-0.00023077+0.00012011i,-8.5073e-05-0.00019395i,-0.00054238+0.00014387i,-0.0011447-6.9915e-05i,-0.00064019-0.0008522i,2.6428e-05-0.00075565i,-0.00028908-0.00039271i
0.002318-0.00077077i,0.0020826-0.00051212i,0.0015002-0.0016595i,2.6963e-05-0.0024416i,-0.00071328-0.0018879i,-0.0015291-0.0011355i,-0.0018315-0.00031708i,-0.001289+0.00034273i,-0.0014657+3.241e-05i,-0.00096063+2.2573e-05i,3.5085e-05+0.00082211i,0.00019503+0.0014698i,0.00032251+0.00051428i,0.00060615+2.791e-05i,0.00075367+0.00059403i,0.00037313+0.00072762i,-0.00013161+0.0005454i,-0.00017364+2.2816e-05i,-7.5969e-05-6.2567e-05i,-4.1489e-05-6.1516e-05i,0.00056619-0.00048015i,0.0011959+3.4636e-05i,0.00082451+0.00030505i
-0.0029299-0.0029209i,-0.001594-0.0025928i,-0.0023856-0.00075718i,-0.0024709-0.00014991i,-0.0016594+0.00093519i,-0.0011257+0.0015658i,-0.0014802+0.0009938i,-0.0015563+0.00023834i,-0.0009523+0.00020829i,-0.00026232+0.0012117i,0.00015925+0.0014396i,0.00039866+0.00085952i,0.0004922+0.00036014i,0.00045673-0.00018207i,0.00028059-0.00058691i,-0.00019432+0.00013252i,4.0473e-05+0.00082069i,0.0002+0.00093482i,2.2351e-05+0.00090908i,0.00017729+0.00072912i,0.00021354+0.00059149i,0.00059451+0.00039062i,0.00074805+0.00021677i
0.0012946-0.0025058i,0.0011092-0.00078991i,-0.00018366-0.00026445i,-0.0011392+0.00012224i,-0.0017608+0.00011126i,-0.0011115+0.00056088i,-0.00080222+0.00090531i,-0.00095049+0.00053449i,-0.0011076+8.7714e-05i,-0.00099117+0.00026828i,-0.00049549+0.00062509i,0.00030854+0.00027177i,0.00040984-3.4039e-05i,-8.5108e-05-4.1203e-05i,-0.00042407-0.00022349i,-0.00042163+0.00068529i,-0.00019587+0.0012612i,-0.00017873+0.00081368i,0.00037977+0.00069083i,0.00039505+0.00049388i,-0.00018693+8.2211e-05i,-1.406e-05-0.00061639i,0.0001039-0.00066158i
0.00017647+0.00023049i,-0.00065383+0.00028672i,-0.0018388+0.00031836i,-0.0011121+0.00023061i,-0.0005029+0.00074713i,-0.0010712+0.0013969i,-0.0012765+0.00093755i,-0.0011227+0.00050894i,-0.0015133+0.00061954i,-0.0015389+0.00063715i,-0.00061177+0.00010197i,0.00018503-9.7731e-05i,0.00052681-0.00024012i,0.00039988-0.00034567i,-0.0001194-0.00035224i,-0.00060042+0.00048535i,-0.00055514+0.0014027i,-0.00019129+0.00065419i,0.00029152-0.00067914i,-0.00022975-0.00033669i,-7.4748e-05+0.00068982i,0.00069664+0.00070942i,0.00077392-0.00060649i
0.0015012-0.0020714i,0.0012121-0.0019403i,0.0012138-0.0016583i,-0.00010128-0.0016959i,-0.001704-0.00086538i,-0.0024358-0.00010751i,-0.0023327+0.00018883i,-0.001338+0.00014763i,-0.00047956-0.00050972i,0.00010683+4.245e-05i,0.0001738+0.0015333i,-4.4557e-05+0.0017929i,0.00027871+0.00037154i,0.00012073-0.00057399i,1.7651e-05-0.00029447i,0.00017667-0.00044423i,-1.2871e-05-0.00049948i,-0.00032161+0.00035832i,-0.00014158+0.00086147i,0.00048828+0.0008428i,0.00030808+0.00023704i,-0.00044533-0.00025302i,-1.3258e-05-0.00010829i
-0.00082096-0.00019804i,-0.00080227+0.00051606i,-0.00037539+0.00078418i,-0.00035097+0.0015619i,-0.00050954+0.00181i,-0.00024988+0.00070116i,-0.00031221+2.5461e-06i,-0.00027169-0.00045915i,-0.00065224-0.00048224i,-0.001081+0.00072498i,-0.0012443+0.0018825i,-0.00060709+0.0017028i,0.00073114+0.00036185i,0.00085159-0.00094237i,-4.6204e-05-0.00096716i,-0.00057111+0.0003977i,-0.00018489+0.0014749i,4.2985e-05+0.0014125i,-0.00051849+0.00097251i,-0.00075249+0.0010894i,-0.00045121+0.00044574i,-0.00037739-0.0005374i,-0.0002129-0.0002603i
-0.0030634-0.0013846i,-0.002563-0.00073866i,-0.0030556-0.00047924i,-0.0040301+6.4602e-05i,-0.0033253+0.0016847i,-0.0028337+0.0018695i,-0.0024865+0.00037836i,-0.0021015-0.0004054i,-0.0018918+0.00022924i,-0.0012829+0.00093928i,0.0001157+0.0013168i,0.00050662+0.0017354i,0.00018814+0.0011429i,0.00027829+0.00020374i,0.00053145-0.00041878i,0.00035155-0.00028056i,0.00032336+0.00055203i,0.00059883+0.00075524i,0.0010446+0.00063901i,0.0015943+0.00054187i,0.0010449-0.00033137i,2.1777e-05-0.00099268i,-0.000987-0.00057666i
-0.0010477-5.6127e-05i,-0.0005869-1.0602e-05i,-0.0011253+2.8548e-05i,-0.0019079+0.00015715i,-0.0011104-1.4989e-05i,-0.0007999-0.00029622i,-0.001261-0.00054439i,-0.0013126-0.00047107i,-0.001544-5.7808e-05i,-0.001987+0.00031941i,-0.0007393+0.00063723i,0.0012162+0.00084889i,0.0019009+0.00030113i,0.00116-0.000673i,0.00031764-0.00090265i,-0.00014628-0.00031391i,-0.00098113+0.00034867i,-0.00057159+0.0013507i,0.00052662+0.001563i,0.0011987+0.00034356i,0.0011313-0.00085051i,0.00054222-0.0012977i,0.00028474-0.00067013i
0.00033252+0.0021271i,-0.001304+0.002104i,-0.00062439+0.0019813i,0.0012249+0.0013479i,0.0010064+0.001028i,0.00034625+0.00060285i,-0.0010564-0.00027236i,-0.0012939-0.00065191i,-0.00097724+0.00012556i,-0.0012254+0.00090876i,-0.00091017+5.3361e-05i,-0.00072937-0.00074183i,-0.00088771-0.0010498i,-0.00072824-0.00081748i,-0.00060243+0.00047984i,-0.00086284+0.0013081i,-0.0010672+0.0014841i,-0.00078069+0.0011628i,-0.00015231+0.00020199i,0.00038594-0.00043893i,0.001044-0.00019698i,0.0011993-0.00013556i,0.00088259-0.00054666i
0.0020047-0.00030285i,0.00071613-0.00095433i,0.00036715-0.001854i,8.302e-05-0.0017072i,-0.00052565-0.0016596i,-0.0010552-0.0010026i,-0.0016697-0.00023508i,-0.0013749+0.00071119i,-0.0013292+0.0007069i,-0.0016674-5.6758e-05i,-0.00069338+8.2752e-05i,-5.4025e-05+0.00099846i,0.00012394+0.00099753i,7.0901e-05+0.00020139i,-1.3921e-05+0.00040581i,8.9031e-05+0.00019155i,0.00041341-0.00019518i,0.00042113-7.2725e-05i,-8.8445e-05+0.000278i,-0.00037505+0.00036065i,7.5033e-05+0.00048386i,0.00013174+0.00058312i,-0.00024533+0.00024882i
0.00057204+0.00062925i,-0.00041998+0.00063947i,-0.0014576+2.8178e-05i,-0.0022225+0.00034468i,-0.001605-5.1171e-05i,-0.00083753+0.00014722i,-0.0013612+0.00061056i,-0.0019056-8.0033e-05i,-0.0015088-0.00068001i,-0.00089732-0.00028424i,-0.00044381+0.0004566i,0.00046941+0.00082836i,0.0013161+0.00047834i,0.0011091+2.8153e-05i,0.00028484+0.00035353i,-0.00053649+0.0010449i,-0.0008829+0.0013434i,-0.00070878+0.0010524i,-0.00055735+0.00030804i,0.00011243+0.00022393i,0.00030518+0.00019163i,-0.00020394+0.00036731i,-0.00040827+0.00087726i
-0.00017518+0.0014712i,0.00043471+0.0011235i,0.00085575+0.00054105i,0.00017655+0.00053909i,-0.00070317+0.00050653i,-0.0016487+0.00022288i,-0.0016195-0.00014789i,-0.00067656-0.00061102i,-0.00013334-0.00063928i,0.00045098-0.00021919i,0.001301+0.00050557i,0.001769+0.00052865i,0.0016057-6.9698e-05i,0.001141+3.4892e-05i,0.00019044+0.00017734i,-0.00083765+3.723e-05i,-0.0010408+0.00018688i,-0.00070456+0.0003125i,0.00035486+0.00057816i,0.00081486+0.00074182i,-9.1966e-05+0.00019098i,0.00011106+2.7229e-05i,0.00084435+0.00010685i
0.00040628+0.0018142i,0.00054627+0.0017588i,0.0017991+0.0017865i,0.0020345+0.00092488i,0.0014535+0.00016344i,0.00029178-0.00011787i,-0.00058639+0.00014691i,-0.00083505+0.00036246i,-0.0014777+0.00021305i,-0.00065628+0.00017955i,0.00067045+0.00058576i,0.00047827+0.00025365i,0.00021805-0.00059972i,-7.188e-05-0.00085203i,-0.0009785-6.0919e-05i,-0.0010056+0.00077803i,-0.00024077+0.00065491i,0.00034541+2.2855e-05i,0.00060921-7.3707e-05i,0.00016241-8.3309e-05i,-0.00011914-8.8578e-06i,-0.00068706+0.00046756i,-0.0010308+5.7055e-07i
0.00049932-0.00072727i,-0.00065879-0.001365i,-0.00086398-0.0015369i,-0.00065575-0.00014718i,-0.0013278+0.00071247i,-0.002468+0.0010635i,-0.0019907+0.0011228i,-0.00089396+0.0007951i,-0.00050712-0.00016287i,-0.00053347+1.7744e-06i,-0.00032679+0.001044i,-0.00051153+0.0012635i,-0.0008204+0.00013293i,-0.00051954-0.00020078i,-0.00096336-0.00010096i,-0.00073323+0.0011832i,-0.00025281+0.0019734i,5.5481e-05+0.0011864i,-0.00033415+1.1861e-05i,-0.00065668-0.00076601i,6.6225e-05+0.000127i,0.00021667+0.00038041i,-0.00011501+0.0001432i
0.0033374-0.00099882i,0.003326-0.001366i,0.0030931-0.0020462i,0.0013422-0.0030936i,0.00026736-0.0027295i,0.00015528-0.00049202i,-0.00047455+0.00061352i,-0.00052274-0.0002112i,-0.00044468-0.00051119i,-0.00087638-0.00016349i,-6.7973e-05+9.4999e-05i,0.00047581+0.00036015i,2.038e-05+0.00059358i,0.00018349+0.0014598i,-0.00016376+0.0015874i,-0.00025529+0.0013003i,0.00021815+0.0012167i,7.0876e-05+0.00059069i,0.00046058-0.00019541i,0.00061807-0.00011977i,0.00022099-6.714e-05i,0.00037582-0.00041544i,-0.00019607-0.00023263i
0.0013564+0.00055075i,0.00153+0.00031279i,0.0021507-0.00032258i,0.0012955+9.5933e-05i,0.0004644-0.00029173i,-0.00032495-0.0011711i,-0.00099121-0.00065796i,-0.0016632-0.0001442i,-0.0015269+0.00021604i,-0.00055215+6.999e-05i,0.00023538+0.00037636i,1.3372e-05+0.0011581i,-2.9546e-05+0.0010959i,0.00048119+0.00053858i,0.00061743+0.00066767i,0.00028146+0.0011352i,-0.0005418+0.0013597i,-0.00055886+0.00082152i,5.4918e-05-0.00028638i,0.00097435-0.00038974i,0.00071737-0.00016765i,-0.00017861-0.00035684i,-0.0005868-3.6532e-05i
-0.0026297-0.00051206i,-0.0025463-0.00021679i,-0.0029714+0.0021501i,-0.0027402+0.0031649i,-0.0017406+0.0024981i,-0.0009584+0.0015108i,-0.00072881+0.00067532i,-0.0011768+0.00039879i,-0.0019488+0.00063226i,-0.0015805+0.0010924i,-0.00013552+0.00089853i,0.0011724-0.0006273i,0.0011777-0.00139i,0.00054429-0.00066495i,0.0003501-0.00031635i,-0.00037021+0.00068086i,-0.0004667+0.0015762i,0.00030345+0.0013855i,0.00062115+0.00058301i,0.00051743-0.00018699i,0.00070228+0.00011525i,2.474e-05+0.0007145i,-0.00043459+0.00039087i
0.00081047+0.0018877i,0.00059524+0.0014553i,0.00024412+0.001694i,-0.00071227+0.0014673i,-0.00057943+0.00055013i,-0.00042283-7.6877e-05i,-0.00092879+0.00028894i,-0.0012861+0.00068249i,-0.0013906+7.2296e-05i,-0.00097871-8.7113e-05i,-0.00016584+0.00016098i,7.9413e-05+0.00052131i,0.00048743+0.00070387i,0.0005643+0.00071637i,0.0003542+0.00064491i,0.0004722+0.00081573i,0.00013287+0.0011672i,0.00039198+0.0011223i,0.00049326+0.0013285i,0.00019017+0.0012712i,-4.0625e-05+0.00054993i,-0.00020057-0.00041221i,-0.00036201-0.00083026i
-0.0031845-0.00073488i,-0.0030548+0.00032044i,-0.0032107+0.0028896i,-0.0022746+0.0037159i,-0.0006576+0.0027944i,0.00059593+0.0018112i,5.3149e-05+0.00026362i,-0.00062836-0.00067579i,-0.00025971-0.00031067i,-0.00032462+0.00091578i,-0.00053852+0.0014471i,0.00055188-5.6183e-05i,0.001146-0.00092625i,0.0004419-0.001421i,-0.00052297-0.0015694i,-0.0010991-0.00056226i,-0.00095683+0.00055968i,-0.00054734+0.00083135i,-0.00045525+0.00060739i,-6.3737e-05+0.00059707i,0.00056185+0.00058694i,-0.00037696+0.0011407i,-0.00034401+0.0014633i
-0.0011309+0.00077545i,-6.2443e-05+0.0015028i,0.0008695+0.0022271i,0.001167+0.001725i,0.0007669+0.00098381i,-0.00054712+0.0004363i,-0.0010978+0.00014129i,-0.00058759+0.00020609i,-0.00076445+0.00013963i,-0.0010037+0.00036017i,-0.00062591+0.0004181i,0.00022297+9.111e-05i,0.00044861+0.00046395i,-0.00042524+0.00086778i,-0.0011509-7.8865e-05i,-0.0013328-0.00092455i,-0.0011823-0.00063142i,-0.00088115+0.0001762i,-0.000143+0.00097779i,0.00055369+0.0006765i,0.00050882-0.00020343i,0.00038173-0.00032804i,-5.1947e-05+0.00041254i
-0.0010074+0.0014322i,0.0003841+0.0014471i,0.0019949+0.0022776i,0.0019192+0.0016151i,0.00081943+0.0007106i,2.4099e-05+0.00019532i,0.00040633-0.00038211i,-6.1005e-05-0.00056475i,-0.0012143-0.00060234i,-0.00095851-0.00026479i,2.5957e-05+0.00031973i,0.00091325+0.00010419i,0.00084999-0.00074498i,0.00022827-0.0014656i,5.6418e-05-0.0017109i,-0.00086711-0.00070514i,-0.0012889+0.00059394i,-0.00064325+0.0015362i,5.8261e-06+0.0020379i,0.00050398+0.0013392i,0.00024307+0.00023397i,0.00064133-0.00059998i,0.00035463-0.00042264i
-0.0013855+0.0027086i,-0.00083941+0.002342i,0.00049695+0.0032933i,0.0018943+0.0031292i,0.0016907+0.0016499i,9.9522e-06+0.00011482i,-0.0012955+0.00057675i,-0.0014672+3.3211e-05i,-0.00096747-0.00027848i,-0.00015245-0.00023683i,3.7707e-05-0.00071391i,0.00018124-0.00069i,0.00046299-0.00067019i,-2.9098e-05-0.00018811i,-0.0005561+0.000395i,-5.4086e-05+0.00034409i,0.00027521+0.00069193i,5.6959e-05+0.001253i,0.00069112+0.00077952i,0.00066519-0.00037789i,0.00023711-0.00049369i,0.00032456+4.2272e-05i,5.7269e-05+0.00021998i
-0.001037+0.00015686i,-0.0005952-0.00071954i,-0.0011683-0.00017468i,-0.0015774+0.00083228i,-0.0014172+0.0010664i,-0.0010871-0.00033504i,-0.00070863-0.00070695i,-0.00039261-0.00057019i,-0.00055515-0.00024363i,-0.0010481+0.00071504i,-0.0010967+0.0011651i,-0.00010883+0.00095159i,0.00030299+0.00022965i,3.4387e-05-0.00030117i,-6.873e-05+0.00038754i,0.0005024+0.00088903i,9.1181e-05+0.00093624i,-0.00019869+0.00083972i,0.00045165+0.00083503i,0.0008799+0.00052035i,0.00055469-0.00053803i,0.00030345-0.00025053i,0.00015953+0.00047621i
-0.00017037+0.0028606i,9.1414e-05+0.0024817i,0.00079814+0.0024521i,0.0017591+0.0021585i,0.0020887+0.0013144i,0.00093731-0.00022935i,-0.0002942-0.0014685i,-0.00066832-0.0015918i,-0.00022933-0.00070815i,-0.0002286+1.607e-05i,-0.00055218+2.3747e-05i,-0.00032043-0.00031975i,0.00021965+4.3826e-05i,0.00081118+0.00092222i,-0.00024602+0.0011532i,-0.001678+0.00060466i,-0.0016286+0.00027881i,-0.0010146+0.00020636i,-0.00033188+0.00014233i,0.0003977+1.2702e-05i,0.00051379-0.00045926i,0.00033558-0.00048157i,0.00020408+0.00029576i
0.0022306-0.00036691i,0.0012155-0.00058323i,0.00070459-0.0013438i,-0.00018223-0.00080505i,-0.0011298+0.00023631i,-0.0014566+0.00031607i,-0.0016043+0.00059377i,-0.0014626+0.00063186i,-0.00097852+0.00029964i,-0.00012748+0.00072468i,0.00034429+0.0019261i,0.00032504+0.001834i,7.8578e-06+0.0010766i,-0.00057864+0.00097725i,-0.00012082+0.001017i,-3.3974e-05+0.00095324i,-0.00086784+0.00065738i,-0.00068722+0.00032565i,-0.00036254+0.00013259i,-0.00070862-0.00018829i,-0.00021324+5.6208e-05i,0.00042874+0.00032078i,5.9822e-05+0.00023832i
0.00049909+0.0009495i,0.00040631+0.00091988i,0.00062401+0.00057415i,0.00098276+9.4429e-05i,0.00053724-0.00019178i,-0.00031296-0.00038083i,-0.00061941-0.00018441i,-0.00072199+4.7926e-05i,-0.00095788+7.7692e-05i,-0.00091592+0.00034527i,-0.001122+0.00034518i,-0.00063179-0.00028141i,-0.00012786-0.00042817i,-0.00055225-0.00052235i,-0.00089984-0.00024549i,-0.00044303+0.00038167i,-0.00029461+0.0011837i,-1.9749e-05+0.0013159i,0.00039532+6.1577e-05i,0.00073558-0.00053388i,0.00074358-0.00023111i,0.00047331+0.00037278i,0.00020322+0.0009126i
