0.00020642+0.00070023i,-0.0014834-0.00079654i,-0.0017394-0.0015979i,-0.0001207-0.0014293i,-1.69e-05-0.00059317i,-0.0012986+0.0015398i,-0.00049815+0.002282i,0.0010358+0.0012459i,0.0012908+0.00055103i,0.0014815+4.9478e-05i,0.001416-6.154e-05i,4.2738e-05-0.00031191i,-0.0010498-0.00013774i,-0.00082151+4.4493e-05i,-0.00013644-0.00051922i,0.00057502-5.6939e-05i,-0.00017957+0.00058111i,-0.0010656+2.4853e-05i,-0.00087815-0.00050704i,-0.0002822-0.00041678i,-9.0429e-06-0.00062169i,0.00052033-0.00080459i,0.00074048-0.00027447i
0.0009075+0.0003011i,-0.00024931+0.00086853i,-0.00012078+0.00017176i,-1.9719e-05-0.00056649i,-0.00014169+0.00035241i,0.00044144+0.0014213i,4.2986e-05+0.0020561i,-0.00019054+0.0011391i,0.00078351+5.4755e-05i,0.0011778-0.00030758i,0.00010342-0.00085837i,-5.123e-07-0.00092775i,0.00063133-0.00095297i,0.00073201-0.0010098i,0.00065006-0.00080449i,6.0996e-05-0.00082965i,-0.00027284-0.00070545i,-0.00016842-0.00020975i,-0.00018651+0.00033704i,-0.00026636+0.00011899i,-0.00030924-0.00013851i,0.00045826-0.00052531i,0.00069658-0.00068941i
-3.7225e-05-0.00041996i,0.0001595-0.00058304i,-0.00078342-0.00030143i,-0.00096187-0.00089266i,-0.00010961-0.00098037i,0.00083192+0.00082523i,0.001017+0.0019862i,0.00045127+0.0014605i,0.00097007+0.00092273i,0.0016367+0.00053296i,0.0010648-0.00036258i,0.0011951-0.00075872i,0.0010301-0.0011166i,-0.00015529-0.00092447i,-0.0014388+3.8552e-05i,-0.00073109+0.00034536i,0.00067431-0.00022794i,0.00027521-0.00040891i,-3.724e-05-0.00037872i,0.00040479+7.0626e-06i,0.00019178+0.00047519i,-0.00051235-2.8636e-05i,-0.00047531-0.00014855i
0.00083421+0.00071303i,-0.00085587+6.5619e-05i,-0.0015719-0.0013691i,-0.0010029-0.0013781i,-0.0006082-0.00023888i,-0.00016749+0.00075072i,0.00028816+0.0015729i,0.00053368+0.00092736i,0.00070272+2.8708e-05i,0.00022045+0.00045063i,-0.00024549+0.0010347i,6.0335e-05+0.0011073i,0.00018648+0.00037871i,-0.00023856+0.00034556i,-0.00107+0.00021858i,-0.00073274+0.00017385i,-0.00030965-3.7143e-07i,-0.00039706-0.0005718i,-0.00041269-0.00031142i,-7.0418e-05+0.00015212i,-2.8363e-05+0.00035383i,-0.00026789-6.9231e-05i,0.00030372-0.00066506i
-3.0583e-05+0.00075627i,0.00028101-0.00079953i,0.0007703-0.0026423i,0.00072438-0.0027127i,-0.00023065-0.00083239i,-0.00081109+0.00018698i,0.00030507+0.0016693i,0.00070979+0.0023344i,-4.3258e-05+0.00031311i,-0.00023042-0.00053915i,-0.00030321+0.00019808i,-0.00048936+0.00088838i,-0.00064415+0.0007932i,-0.00066898-0.00022375i,-0.00025607-0.00055225i,0.00031318-0.00078264i,-0.00014548-0.00086047i,-0.00070464-0.00092052i,-0.00030374-0.0009359i,-0.00042818-7.587e-05i,-0.00028676+0.00060929i,-1.0927e-05+0.00014139i,0.0003001-0.00054873i
0.00080748-0.0013526i,0.00073919-0.0010376i,-0.00023056-0.00059209i,-0.00053873-0.00062683i,0.00032054-0.00057585i,0.00082257-5.646e-05i,0.00075763+0.00057412i,0.00064569+0.00032046i,0.00073111+0.00022923i,0.00064021-0.00066169i,0.0002224-0.0010389i,0.00044775-0.00034872i,0.00069794+1.6263e-05i,0.00094614-8.8809e-05i,0.0012385-0.00028689i,-5.0572e-05-0.00017171i,-0.0013121-0.00078063i,-0.00099121-0.0009016i,-0.00038836+0.00035087i,-0.00027342+0.00070667i,0.00061789+0.00076216i,0.00027091+0.00063175i,-0.00047451-0.00016604i
0.0011054-0.0016264i,0.00077951-0.0023173i,0.00015288-0.0035611i,-0.0011089-0.0033851i,-0.0024645-0.0018045i,-0.0016147-4.0408e-05i,6.8443e-05+0.001102i,0.00063883+0.00167i,0.00068128+0.00090988i,0.001043-0.00012821i,0.0012887+0.00049806i,0.0012062+0.0013969i,0.00078928+0.00017093i,0.00034563-0.00074439i,-3.7647e-05+7.1405e-05i,-0.00038274+0.00087914i,0.0001729+0.00055845i,0.00018705+4.5271e-06i,-0.00075903-1.5149e-05i,-0.00078234-0.00015451i,-0.00045817-0.00033142i,0.00047421-0.00049832i,0.00084763-5.5664e-05i
0.00026478+7.5556e-05i,0.00040623-2.6188e-05i,-0.00039477-1.1633e-05i,6.3393e-05-0.00055609i,-0.00020311-0.00038422i,-0.00112+0.0011643i,-0.00091989+0.0020442i,-8.7801e-05+0.0017425i,9.2188e-06+0.00056904i,-0.00043365+6.1543e-06i,0.00055777+0.00039955i,0.001282+0.00014893i,0.00042357-0.00052939i,-0.00028886-0.0006494i,-0.00018242-0.00039955i,-9.2736e-05+0.00019343i,-0.00032476+0.00012691i,0.00032934-0.00046888i,0.00037866-0.00046066i,-0.00044986-0.00025111i,-0.00046408-5.1357e-05i,-8.4885e-05-4.8127e-05i,0.00026843-0.00056523i
0.0012335-2.3546e-06i,0.00061344-0.00016151i,0.0006379-0.00010719i,-0.00027118-0.0001003i,-0.00071361-0.00010429i,4.5147e-05+0.0013258i,0.00091752+0.0016718i,0.0011468+0.00043713i,0.00089534+0.00025184i,5.3331e-05+0.00028051i,-0.00029497-0.00049304i,-0.00013408-0.00037903i,-0.00030594+4.7349e-05i,-0.00040441+0.00064184i,-0.00027438+0.0013583i,0.00018145+0.00084493i,0.00056865-8.6786e-05i,-8.1331e-05-0.0001701i,-0.00068998+0.00033445i,-0.00089081+0.00015155i,-0.00056755-0.00021156i,4.723e-05-0.00025078i,0.00046531-0.00038106i
-1.9703e-05-0.0013199i,-0.00078428-0.00091341i,-0.0024055-0.00066891i,-0.0028158-0.00098396i,-0.0020107-0.00068617i,-0.00080121+0.00075413i,0.00060242+0.0016066i,0.00075191+0.00075431i,0.00079746-0.00017237i,0.0011148-0.00010706i,0.00067932-0.00021776i,0.00053862-0.00020417i,0.0011596-4.5633e-05i,0.00092219-0.00061643i,3.6767e-05-0.0010041i,-0.00098174-0.00070053i,-0.00081222-0.00028181i,5.8389e-05-0.00042398i,9.2149e-05-0.00062277i,0.00012612-0.00012684i,1.3376e-05+0.00030531i,-5.2652e-05+2.1092e-05i,0.00031308-0.00060692i
0.00063384-0.00021117i,0.00031912-0.00076186i,0.00108-0.0019907i,0.0002633-0.0022403i,-0.00087434-0.0016307i,-0.00067261-0.00020549i,0.00029922+0.00053136i,0.0014367+0.0007421i,0.0016456+0.00098447i,0.0008639+0.00022654i,0.00071601-0.00040847i,0.00047851-0.00014802i,-0.00012185+0.00012563i,-0.00027478-0.00030492i,-0.00051604-0.00072121i,-0.00040959-0.00054296i,-0.00012939-3.6675e-05i,-0.00023043-5.5681e-05i,0.00043032-0.00046525i,0.00079823+8.8178e-05i,0.00052052-2.9075e-06i,0.00043061-0.00085277i,-3.8928e-05-0.0012683i
-0.00035051-0.00082639i,0.00023587-0.00016045i,0.00010274-0.00036272i,0.00070285-0.0011276i,0.0010171-0.00026565i,0.0011433+0.00059159i,0.00095427+0.0016747i,0.0012523+0.0019562i,0.0016966+0.00041997i,0.001244-0.00032699i,0.00011164-7.3391e-05i,-0.00095039+0.00013711i,-0.0016205+0.00010482i,-0.001372-0.00059358i,-0.00034727-0.0011211i,-2.4956e-05-0.00084415i,-0.00048517+0.00016822i,-0.00037826+0.00067765i,0.0006306+8.6497e-05i,0.0010033+0.0003674i,0.00056703+0.0007733i,-6.6528e-05+0.00014654i,-0.0006002-0.00023041i
0.0010155-0.0014855i,0.0013252-0.00099325i,0.0013344-0.00073335i,-6.2086e-05-0.00072822i,-0.00041938-0.00051062i,9.5652e-05+0.00084664i,0.00031678+0.0013671i,0.00021229+0.00098796i,0.00013463+0.00098021i,0.00090542+0.0004352i,0.00090034+0.00063094i,0.00066846+0.00061401i,0.00042941+4.424e-05i,-4.4384e-05+0.00056046i,0.00023107+0.00044007i,0.00062128-0.00038536i,0.00096331-0.0010269i,0.0011728-0.00106i,0.00051267-0.0010361i,-0.00022239-0.00052936i,-0.00023794-0.00026021i,-0.00044554-0.0003148i,-0.00022847-0.00069021i
0.00056839-0.0011338i,0.00019045-0.0014346i,-6.2851e-06-0.00090079i,-0.00069476-0.00069226i,-0.00077571+0.00014954i,0.00030683+0.0015245i,0.00035476+0.0018241i,0.00015934+0.0014786i,0.00047425+0.00096313i,0.00094703+0.00031273i,0.00098057+0.00056949i,0.00052862+0.00077578i,-0.0004116-5.7019e-05i,-0.00051017-0.00079297i,-0.00039596-0.00061141i,-0.000528-0.00014993i,-0.00031386+0.00048445i,-0.00017729+0.00048115i,-0.00041093+0.00011029i,-0.00038236-0.00014184i,0.00068638+0.00020345i,0.0011426+0.00029771i,0.00038935+0.00058116i
-0.0013422-0.00068573i,-0.0022942-0.0010424i,-0.0030604-0.0012735i,-0.002117-0.00082995i,-0.0010515+0.00029436i,-0.00039138+0.0016281i,0.0008714+0.0021211i,0.0014498+0.0018293i,0.0012949+0.0010658i,0.0010683+0.00037524i,0.0008259+0.00059519i,0.00065662+0.00050294i,0.00054299-0.00024426i,-0.00028951-0.00033092i,-0.00070221-0.00029387i,-0.00051522-8.2725e-05i,-0.00053627+0.0008625i,-0.00034102+0.001392i,-0.00035881+0.00073508i,-0.0008952-0.00025329i,-0.00054931-0.00043209i,0.0002794-0.00050168i,0.00047864-0.00034736i
-0.00089665+0.00055409i,0.0004651+0.00059214i,0.0011438+0.00047427i,0.0007854+0.00012457i,0.00077148+7.837e-05i,0.00045765+0.001109i,0.00036764+0.0017354i,0.0011286+0.0005847i,0.0014264+0.00034559i,0.0008802+0.00074543i,0.00047444+0.0004288i,0.00052289+0.00024426i,-2.5301e-05+0.00072834i,-0.00084646+0.0010135i,-0.0005765+0.00061283i,-4.2057e-05+0.00021585i,0.0002524+2.9441e-05i,0.00028029-0.00063015i,-1.8209e-06-0.00036345i,-0.00042251+0.00033473i,-0.00086511+0.00019132i,-0.0010455+3.6962e-05i,-0.00055517+0.00036397i
0.0013771+0.00023512i,0.0024182-3.2379e-05i,0.002753-0.00042716i,0.0016397-0.00059484i,0.00076888-0.00054933i,0.00093519+0.00023843i,0.0011241+0.00077013i,0.00086768+0.00041321i,0.000398+0.00033278i,-8.2085e-05+0.00042035i,-0.00013737-9.4023e-05i,0.00064197-2.5557e-05i,0.00051421+0.00037196i,-0.00038576-0.00017774i,-0.0007073-0.00018124i,-0.0011227-0.00031698i,-0.0011845-0.00056371i,-0.00067078+0.00013074i,-0.00076924+1.4955e-05i,-0.00077728-0.00046584i,-0.0004061-0.00087967i,0.00024347-0.00085233i,0.00033552-0.00051769i
0.00083723+0.0004016i,0.0016022+0.00046179i,0.0027475+0.00028421i,0.0026246+6.2832e-05i,0.0014268+0.00037235i,0.0001652+0.0010092i,-0.00022772+0.0006234i,0.00066818+0.00027707i,0.0018063+0.0001361i,0.0020996+0.00053222i,0.0012125+0.00010393i,0.00039408-0.0010914i,0.00014832-0.00087184i,-0.00076602+0.00031649i,-0.0014813+0.00044468i,-0.0012204+0.00024437i,-0.00050367-0.00011113i,0.00020716-0.00015148i,0.00020206-5.9124e-05i,-7.7441e-05-6.9528e-05i,-0.00040078+6.2737e-05i,-0.00014102-0.00023795i,-2.361e-05-0.00042725i
-0.00054791-0.00076304i,-0.00022337-0.0012615i,-0.0013453-0.0016236i,-0.0019761-0.001134i,-0.0017797-0.00029376i,-0.0013626+0.0011177i,-0.00036199+0.0022344i,0.00045151+0.0014837i,0.00049005+0.00035737i,0.0003162-1.103e-06i,0.00024276+5.4803e-05i,0.00051994-0.00032414i,0.00074098-0.00078271i,0.00037166-0.00068053i,-0.000529-0.00023323i,-0.00059911-0.00012191i,-0.00024803-5.3244e-05i,-0.00036797-0.00099416i,2.0223e-05-0.0016176i,0.00047337-0.00078248i,0.00019038-0.00010932i,-0.00033529+0.00039696i,2.4037e-05+0.00023501i
0.00083638+0.00041368i,0.001302-0.0005141i,0.00089733-0.00074733i,-0.00032513-0.00016746i,-0.001032+0.00071582i,-0.0011835+0.0018781i,-0.00062631+0.0019683i,0.0005463+0.0011858i,0.00077126+0.00061014i,-4.5667e-05+7.8073e-06i,-0.00047214-0.00048524i,-0.00067225-0.0011184i,-0.00097412-0.0013754i,-0.00062622-0.00062699i,-5.059e-05-0.00019942i,-0.00033602-3.5423e-05i,-0.0013767+8.8813e-05i,-0.0012183-0.00052779i,-0.00032201-0.00079761i,-0.00019502+4.0709e-05i,-7.3493e-06+0.00057026i,0.00038041-5.911e-05i,0.00080952-0.00052252i
-0.0010053-0.0017924i,-0.00071559-0.00035949i,-0.0018275+0.00025965i,-0.0021495-0.00091934i,-0.0016832-0.00062369i,-0.00087696+0.00092972i,0.00031253+0.001312i,0.00074881+0.00053697i,0.00090398+0.00019223i,0.00064381+0.00048974i,0.00073094+0.00039279i,0.0011627+0.00028385i,0.00082959+0.00057367i,0.00036649+0.00051817i,8.0694e-05-0.00033591i,-0.0004312-0.00086488i,-0.00059621-0.0008406i,-0.00010627-0.00024507i,0.00059651-0.00015133i,0.00041682-0.00035994i,0.00029117+0.00019474i,0.0001523+0.00067978i,0.00027117+0.00033414i
0.00059399+0.0006929i,0.00049581-7.3719e-05i,0.00098847-0.00068054i,0.0010468-0.00087019i,0.00083733-0.00082421i,0.00017689+0.00058005i,0.00019239+0.0016071i,0.0012314+0.00076698i,0.0021922+0.00014068i,0.0020071+0.00020346i,0.0013822-0.00026375i,0.0010681-0.00055767i,0.00035463-3.3409e-05i,0.00013561+0.00087689i,0.00012472+0.0013732i,-0.00052478+0.0007007i,-0.0006508+0.00017874i,-0.00026345+0.00031578i,-0.00023598+0.00011028i,-4.8392e-05+0.00051138i,-8.9228e-05+0.00021713i,-3.9562e-05-0.00078128i,0.00051597-0.00094802i
0.00050577+0.00069484i,0.00091886+0.00045381i,0.00058588-0.00044812i,0.0015813-0.0014447i,0.001673-0.0009512i,0.00074901+2.2398e-05i,0.00077934+0.00083796i,0.00031825+0.00076561i,0.00026983-4.1579e-05i,0.00040754-2.9943e-06i,0.00016627-0.00016432i,-0.00025532-0.00058787i,-0.00057455-0.00045549i,-0.00016414-0.00029706i,7.7218e-06-0.00031914i,-0.00077343-0.00020974i,-0.0003821-1.0835e-05i,0.00049658+0.00077312i,0.00023845+0.00079718i,-1.1993e-05+0.00023502i,0.00057532+0.00017286i,0.0012257+0.00014562i,0.0018711+0.00012491i
0.0038233+0.00022195i,0.0044847+0.0012007i,0.0042099-0.00019665i,0.0028548-0.0025454i,0.0016051-0.0026697i,0.00053909-0.00038245i,-0.00017196+0.0013436i,-0.0003309+0.0010984i,0.00040619+0.00039041i,0.0010805-4.5187e-05i,0.00067169-6.1548e-06i,4.4782e-05+0.00056255i,-5.3614e-06+1.3258e-05i,5.2814e-05-0.00020006i,5.1505e-05+0.00086996i,0.00070894+0.00047125i,0.00089671-0.00025335i,2.1704e-05-0.00072603i,-0.00033618-0.0010579i,-0.0001371-0.0005101i,5.8566e-05-0.00022217i,0.00046287-0.00051614i,0.00057676-0.00029465i
-5.2607e-05-0.00029413i,-0.00033518-0.0014303i,-0.00044137-0.0011026i,-0.001062-0.00031092i,-0.0011995+0.00075148i,-0.00058612+0.00182i,-8.1668e-05+0.0017009i,0.00024605+0.00082032i,0.00038338+0.00017721i,0.00092629+0.00043801i,0.0016836+0.00096172i,0.0012763+0.00056727i,0.00030717+0.00031504i,0.00018114+0.00085579i,0.00044923+0.00060965i,3.3603e-05-0.00024673i,0.00038196+1.6766e-05i,0.00015961+0.00022789i,-0.0009041-5.2171e-05i,-0.00044669-0.00029502i,4.3259e-05+0.0002017i,0.00021785+0.00083898i,0.00051868+0.00022292i
-0.00036371-0.0013198i,0.00017999-0.00086449i,-0.00060883-0.0023462i,-0.0013723-0.0033421i,-0.0012717-0.0016803i,-0.0011108+0.00070778i,-0.0006351+0.001795i,-0.00061075+0.0018904i,5.0699e-05+0.0011588i,0.00017841+0.00064469i,0.00049992+4.1293e-05i,0.001108-0.00019168i,0.00062637-8.7282e-05i,0.00048963-0.00021345i,0.00017067-0.00062939i,3.0886e-05-0.0014954i,9.068e-05-0.00088852i,5.449e-06-0.00044916i,6.8157e-06-0.0010827i,-0.00018457-0.00059673i,0.00023256-0.0001007i,0.00077081+1.6051e-05i,0.00058485+0.00045332i
0.00072652+0.00061604i,0.00072243+0.00085447i,0.00043177+0.0015117i,0.00053922+0.00092081i,0.00037032+3.2027e-05i,0.00055249+0.00035685i,0.0010477+0.0009762i,0.00023539+0.000679i,1.5311e-05+0.00032575i,0.00042419+0.00049459i,0.00081333+0.00057287i,0.00079467-1.9107e-05i,0.00033825-0.00029415i,9.401e-05+0.00025826i,-0.00032881+0.00036074i,-0.00068531-6.9853e-05i,-0.00063272-0.00018158i,-0.00045895+7.9693e-05i,-0.00042379+0.0002636i,-0.00025844+0.00052864i,0.00035911+0.00019764i,0.00068065+0.00031799i,0.00077579+0.00065262i
0.00027213-0.0028839i,0.00028505-0.003735i,-0.00092887-0.0040657i,-0.0017766-0.0025896i,-0.0023015-0.00058837i,-0.0022478+0.0010816i,-0.00067391+0.00126i,0.0007077+0.00090779i,0.00084577+0.00085334i,0.00032787+0.00061622i,0.00019826+0.00066078i,0.00031364+0.00073573i,0.00032464-0.00021153i,0.00060786-0.00068977i,0.0007041-0.00076542i,0.00033989-0.00052144i,0.00022863+0.00069379i,0.00014216+0.00088843i,-0.00014486+0.00022984i,0.0003656+0.00039954i,0.0007818+0.00029406i,0.00031344-0.00026204i,-1.0847e-05-0.00022138i
0.0011328-0.0013399i,0.00024465-0.0019605i,-0.00020644-0.0029514i,-0.00041285-0.0020786i,-0.00081455-0.00040878i,7.435e-05+0.00068589i,0.0006004+0.0011428i,0.00026631+0.00096207i,0.00036233+0.0004064i,0.0010574+0.00057329i,0.00096198+0.0010165i,0.00040393+0.000617i,2.3777e-05-0.00013693i,1.0831e-05+0.00028032i,-0.00014867+0.0010751i,-4.5766e-05+0.00067595i,-2.3528e-07+0.00054125i,-0.00022272+0.00043162i,-0.0010856-0.00037918i,-0.00083609-0.00039309i,0.00015993+0.00043882i,0.00013982+0.00065826i,6.9734e-05+0.00030646i
0.0019343+4.5415e-05i,0.0022198-0.0013114i,0.0021288-0.0020503i,0.0014213-0.0022802i,0.00033752-0.0014461i,-0.00010151-0.00060102i,0.00045316-0.00027059i,0.00079336-0.00014945i,0.00024867+2.8023e-06i,0.00053796+0.00027264i,0.00013376+0.00051029i,-0.000456-0.00031985i,0.00042295-0.0008837i,0.00084623+6.7175e-05i,0.00055634+0.00054878i,3.9965e-05+0.0003002i,-0.00057838+0.00062152i,-0.00031988+0.00078688i,3.6572e-05+8.546e-06i,0.00079987-0.00047473i,0.001226-0.00017152i,0.00045186+0.00088227i,-3.7638e-05+0.00036209i
0.0013766+0.0013196i,0.0014842+0.0021946i,0.0018598+0.0018613i,0.0018055+0.0014789i,0.0014613+0.00080996i,0.0011839+0.0011684i,0.00073529+0.0010948i,0.00083647+0.00037217i,0.00094323+2.5834e-05i,0.00070905+0.00012982i,0.0007825-0.00053157i,0.00021592-0.000517i,-0.00089846+0.00075887i,-0.00030046+0.0015336i,3.1229e-05+0.001622i,-0.00031002+0.00090947i,-0.00018209+0.00034152i,-4.9017e-05+0.00010328i,-3.7181e-05-1.4819e-05i,-0.00032516+0.00026725i,0.00021316+0.00026469i,0.00096681+0.00017976i,0.0010648-0.00069039i
0.00048481+0.001283i,2.1137e-05+0.00048727i,-0.00074515-0.00023246i,-0.00063037-0.00015931i,-0.00033753+0.00031657i,-0.00067019+0.0011337i,-0.00052394+0.0016505i,0.00037945+0.0015487i,0.00094709+0.0010811i,0.00050663+0.00010398i,-0.00013165-4.316e-05i,-0.00020498-0.00038053i,-8.1976e-05-0.00051956i,2.8881e-05-0.00032954i,0.00018206-0.00035037i,-0.00012776-9.7085e-05i,-0.00090611+0.00068533i,-0.00037794+0.00097383i,-0.00021194+0.00059612i,-7.1398e-06+0.00021485i,0.00065865-5.2901e-05i,0.00015357-0.00065469i,-0.00037292-0.00099107i
-0.00075497+0.00018504i,-0.00089703-0.00078463i,-0.00049506-0.0011759i,0.00018866-0.0011743i,0.00017678-0.00080952i,-4.5788e-05+0.0001836i,0.00025777+0.0008602i,0.00068715+0.0006323i,0.00019318+0.00034713i,-0.00049869-0.00035603i,-0.00055733-0.00084857i,1.8342e-05-0.00085438i,0.00065107-0.00056279i,0.00085018+0.00035065i,0.00017414+0.0010269i,-0.00061763+0.00077609i,-0.00084557+0.00035056i,-0.00043827-0.00034175i,-9.1569e-05-0.00069646i,0.00030972-0.00028773i,0.001157+2.6411e-05i,0.00083677+0.00068016i,6.5403e-05+0.0010649i
-0.00024036+0.00076896i,0.0011944+0.00048739i,0.0026351+0.00097278i,0.0018937+0.0015036i,0.000386+0.00064422i,0.00066897+5.8428e-05i,0.0017952+0.0010275i,0.0016042+0.0015187i,0.0006688+0.00088123i,0.00023621+0.00025697i,0.00058609-0.00070399i,0.0011332-0.0011842i,0.00037057-0.00030763i,-0.00084673+0.00097218i,-0.00061705+0.00089055i,0.00049399+0.00014569i,-5.6697e-05+5.4957e-05i,-0.0002354+0.00054335i,0.00019622+0.00051623i,0.00027137+0.00024761i,0.00031003+0.00051631i,6.0133e-05+0.00036969i,0.00060131+4.0968e-05i
-0.00035669+0.0015591i,-0.00057673+0.00072804i,0.00018146+0.00037748i,-1.5872e-06-0.00017679i,-0.00048903-0.00024441i,-6.3085e-05+0.00055106i,0.00022937+0.0004767i,0.00034339-0.00061908i,0.00088854-0.00053768i,0.0012458+0.00049469i,0.00096138+0.0007185i,0.000498+0.00045092i,-0.00057203+0.00031351i,-0.0014464+0.0006027i,-0.0011917+0.00064243i,-0.00090682-0.00030655i,-0.00071303-0.00046131i,-0.00050877+6.0044e-05i,-0.00054254+0.00033387i,-9.3179e-05+7.4979e-05i,0.00050901-2.2345e-05i,0.00041345-0.00029356i,-0.00019107-0.00031026i
-0.00066845+0.0030226i,-0.0006811+0.0026765i,3.208e-05+0.0013514i,0.0010797+0.00014557i,0.001001+0.00013997i,0.0012356+0.00056414i,0.0010707+0.00060329i,0.00036005+0.0004167i,8.6632e-05+0.00019338i,0.00019971-0.00035433i,-0.00027871-0.00091682i,-0.00067502-0.00049121i,-0.0003762-0.00023398i,0.00020623-0.00037393i,0.00059532-0.00039783i,0.00021824-8.9528e-05i,-0.0010223+0.00032119i,-0.00072765+0.00019179i,0.00048535+7.0123e-05i,0.0004573+6.8451e-05i,0.00017774+0.00021106i,-3.4643e-06-0.00014398i,-0.00037167-0.00025469i
-0.0010819+0.0013384i,-0.0016348+0.0015384i,-5.2081e-05+0.00089174i,0.0016775+0.00028583i,0.0014809-0.00021484i,0.00066643+0.00024082i,0.00052439+0.00089805i,0.00073154+0.00092548i,0.00087297+0.00035826i,0.00064853+8.057e-05i,0.00019184+9.9093e-05i,0.00044953+0.00030191i,0.0007861+0.00066794i,0.00020614+0.0004723i,-0.0005754-0.0006413i,-0.00017616-0.00076238i,0.0004051-0.0003901i,0.000257-0.00056242i,6.6402e-05-0.00024773i,-9.7788e-05-4.4968e-05i,-0.00014534-0.00026197i,0.00048627-0.00057598i,0.00059273-0.00094748i
0.00017699-0.00037989i,-4.5887e-05-0.00086398i,-0.0001854-0.00097543i,-0.00050783-0.0014217i,-0.0011019-0.00041616i,-0.0011496+0.0012028i,-0.00052669+0.00095416i,-0.00010414+0.00047167i,0.00034106+0.00060155i,0.00080608+0.00038943i,0.00058392+0.00029263i,0.000373+0.00072209i,-0.00018015+0.0011404i,-0.00020024+0.00037467i,0.00048007+0.0002532i,-0.0001193+0.00027879i,-0.00083141+0.00026749i,-0.0016179+0.00026513i,-0.00074484+7.4337e-05i,-2.9213e-05+0.00037111i,-0.00061224+0.0002961i,-0.00023354+0.00021179i,0.00013107+0.00097455i
-0.00068401+0.00015202i,0.00011094-0.0011873i,0.00081826-0.0014044i,-7.915e-05-0.00079145i,-0.0012243+0.00031289i,-0.0016989+0.00040779i,-0.00056825+0.00029861i,2.2085e-05+0.00030693i,-0.00030798-0.00017845i,-2.8216e-05+0.00017309i,-0.00019658+0.00034921i,8.7505e-05-0.00031285i,0.00052445-0.00041266i,0.00021183-0.00011501i,-0.00020055-0.00042998i,-0.00032943-0.00091988i,-0.00053919-0.00032223i,-0.0006883+0.00035705i,-0.00027697+0.00060858i,0.00062347+0.00047631i,0.0006868-0.00010744i,-9.3391e-05-0.00041472i,-0.00031852-0.00029474i
-0.0012603-0.0012835i,-0.0015776-0.0014416i,-0.0019784-0.0025645i,-0.0015206-0.0026632i,-0.00054721-0.001078i,6.8664e-05+0.0013967i,0.00061745+0.001951i,0.00050982+0.00024258i,8.632e-05-0.0007975i,0.00025291+0.00022435i,0.00046338+0.00066748i,0.00082012-0.00026569i,0.00087575-0.00096609i,0.00035165-0.0011931i,0.00044849-0.0013671i,0.00076542-0.0013561i,0.00080762-0.0011625i,-0.00026794-0.00047721i,-0.00097886-0.00034361i,-0.00022384-0.00078471i,5.3065e-05-0.00023389i,-0.00048547+0.00024221i,-0.00018842-0.00032013i
3.407e-05+1.9658e-05i,-0.00064615-0.0015804i,-6.3415e-05-0.00125i,-0.00036359-0.00038992i,-0.00068829-0.00025259i,-0.0012475+0.00098929i,-0.00035179+0.0021747i,0.0013628+0.0017436i,0.0013053+0.00094218i,0.0010166+0.00015304i,0.00096441-0.00048897i,0.00057195-0.00055418i,0.00042477-0.00025909i,0.00073688+0.00016436i,0.00032373+0.00011333i,-0.00024929-0.00055881i,-0.0006413-5.2017e-05i,-0.00070957+0.00068227i,-0.00060774+0.00063881i,-0.00032783+0.00031715i,0.00039762-0.00014046i,0.00064474-0.00023171i,0.0006724-0.00035968i
0.00061689-0.00077833i,0.0010573-0.0010267i,0.0005626-0.0017995i,0.00079968-0.0011578i,0.00090731+0.00029563i,0.001029+0.0008617i,0.00095741+0.0016625i,0.00083345+0.0020089i,0.00067368+0.00084207i,0.00089413-0.00055036i,0.0006848-0.00092266i,0.00014029-0.0010905i,0.00067408-0.0010473i,0.00061105+0.00016136i,-0.00061603+0.00081445i,-0.00058782+0.00032498i,0.00014815+6.1089e-05i,-7.6024e-05-0.00032196i,7.7127e-05-0.0007991i,0.00060152-0.00026315i,0.00044446+0.00010936i,-0.00015442+0.00019239i,-0.00016095+0.00052499i
0.00021104+0.0006271i,2.1566e-05+0.0018716i,0.00032289+0.0017016i,0.00018421+0.0011475i,0.0003282+0.0014316i,0.00034281+0.0022917i,0.00023821+0.0021064i,0.00075638+0.0011723i,0.00092364+0.00099851i,0.00051338+0.0012204i,0.00070746+0.0005798i,0.00070101+0.00013184i,-0.00020845+0.00061779i,-0.00018286+0.00041062i,-0.00073019+0.00036898i,-0.0012561-0.00038086i,-0.0011189-0.0018639i,-0.0013828-0.00091324i,-0.00043701+0.00042758i,0.00053294+0.00014817i,-0.00021344-0.00031826i,-0.00069039-0.00038743i,8.9073e-06-0.00062043i
0.00057423+0.0013541i,0.0013113+0.0015479i,0.0014595+0.00077716i,0.0015123-0.00025591i,0.00062966-1.0643e-05i,-0.00053187+0.0007904i,-0.00065649+0.0015145i,-0.00021983+0.0013038i,3.5325e-05+0.00066212i,9.0849e-05-0.0003005i,-0.00043646-0.001198i,-0.00084628-0.00077137i,-0.00083321+0.00027328i,-0.00043209+0.00054562i,2.8723e-05-0.00045855i,0.00040843-0.00057396i,0.00073052+0.00040074i,0.00033263+0.00043572i,-0.00017806+1.7949e-05i,-0.00019141+0.00068013i,0.00025913+0.00076874i,0.00015738+0.00016571i,-0.0006573+0.00022963i
