0.00020642+0.00070023i,-0.0014834-0.00079654i,-0.0017394-0.0015979i,-0.0001207-0.0014293i,-1.69e-05-0.00059317i,-0.0012986+0.0015398i,-0.00049815+0.002282i,0.0010358+0.0012459i,0.0012908+0.00055103i,0.0014815+4.9478e-05i,0.001416-6.154e-05i,4.2738e-05-0.00031191i,-0.0010498-0.00013774i,-0.00082151+4.4493e-05i,-0.00013644-0.00051922i,0.00057502-5.6939e-05i,-0.00017957+0.00058111i,-0.0010656+2.4853e-05i,-0.00087815-0.00050704i,-0.0002822-0.00041678i,-9.0429e-06-0.00062169i,0.00052033-0.00080459i,0.00074048-0.00027447i
-0.00071344-0.0082468i,-0.020031-0.036924i,-0.050573-0.089396i,-0.072397-0.127i,-0.068419-0.10922i,-0.050279-0.058371i,-0.031498-0.023099i,-0.018945-0.0094924i,-0.0076447-0.0051421i,0.0082766-0.0082317i,0.017043-0.014615i,0.010706-0.015694i,0.0011235-0.0088262i,-0.0020295-0.00038616i,-0.0025311+0.0044394i,-0.004609+0.0044674i,-0.005597+0.0025979i,-0.0039635+0.00078959i,-0.00038414-0.0047145i,0.0026416-0.013943i,0.00171-0.016866i,0.00036756-0.011105i,0.00064861-0.0043816i
-0.0035239-0.010934i,-0.0034669-0.046339i,-0.0040237-0.11164i,-0.004556-0.15846i,-0.0081396-0.13389i,-0.01585-0.076513i,-0.018907-0.037116i,-0.014549-0.016884i,-0.0048537-0.0074078i,0.010762-0.0043156i,0.020497-0.0072974i,0.015118-0.011589i,0.0035127-0.010861i,-0.0035328-0.0052812i,-0.005626+0.0016453i,-0.004503+0.0021725i,-0.0036429-0.0023825i,-0.0051246-0.0019333i,-0.0038119+0.0059823i,0.00082841+0.015755i,0.0012016+0.018903i,-0.0023075+0.016607i,-0.0044603+0.013335i
0.001103-0.013427i,0.022364-0.045547i,0.064049-0.098855i,0.10046-0.13521i,0.084267-0.1171i,0.034236-0.066593i,0.0029449-0.031619i,-0.0067326-0.018135i,-0.004391-0.008726i,0.0067172-0.00044452i,0.017071+0.0014562i,0.016461-0.002326i,0.0078482-0.0066876i,0.00033404-0.0052844i,-0.0018943+0.00074963i,0.00061911+0.0025162i,0.0027093-0.001109i,-0.0014723-0.0057006i,-0.012132-0.0099551i,-0.023146-0.01206i,-0.026937-0.012619i,-0.024017-0.010933i,-0.018688-0.0062376i
0.0099346-0.0059479i,0.046054-0.020606i,0.11183-0.04558i,0.15977-0.058378i,0.13962-0.04556i,0.07535-0.030203i,0.027216-0.018978i,0.0062694-0.010755i,-8.7898e-05-0.0051919i,0.0053008+0.0043173i,0.013507+0.011657i,0.012812+0.010262i,0.0024243+0.0053069i,-0.0084484+0.0024724i,-0.012859+0.0016933i,-0.011275-0.00021921i,-0.0069152-0.0026771i,-0.0026056-0.003682i,0.0037729-0.0061143i,0.01153-0.011061i,0.013545-0.014474i,0.0084744-0.013338i,0.003221-0.010243i
0.0068722-0.0053413i,0.045224+0.0010749i,0.11878+0.015683i,0.17565+0.02794i,0.14786+0.023261i,0.07972+0.0073917i,0.035701-0.0040688i,0.013559-0.0098159i,0.0017882-0.0075113i,0.00058034+0.0046973i,0.005834+0.013108i,0.007815+0.01034i,0.0026487+0.00066185i,-0.0046851-0.0081603i,-0.010569-0.010872i,-0.011448-0.0078799i,-0.0081186-0.0036956i,-0.006864-0.00035043i,-0.008019+0.0071183i,-0.0095196+0.015733i,-0.010818+0.015753i,-0.013116+0.0089145i,-0.013484+0.0031918i
0.0099468+0.00974i,0.041383+0.037768i,0.096503+0.095437i,0.13858+0.14533i,0.12237+0.12956i,0.068799+0.063058i,0.028486+0.010735i,0.0121-0.0094396i,0.0038975-0.011497i,0.0002478-0.002127i,0.0013401+0.0076299i,0.0017325+0.0081202i,0.0016497+0.00085804i,-0.00073446-0.0076334i,-0.0060281-0.0087696i,-0.0070502-0.0014826i,-0.0026971+0.0039166i,0.0010417+0.00068383i,-0.00062645-0.0095574i,-0.0061647-0.01885i,-0.0098473-0.020744i,-0.0094616-0.017839i,-0.0082618-0.014413i
0.0045956+0.0098338i,0.014133+0.049886i,0.02741+0.12728i,0.030795+0.18841i,0.018388+0.16446i,0.013473+0.09182i,0.014266+0.035662i,0.0073091+0.0042152i,0.00045873-0.0089925i,-0.004694-0.0069563i,-0.009159+0.00085914i,-0.011552+0.0039943i,-0.011213-0.0013483i,-0.010987-0.0095924i,-0.010751-0.013788i,-0.0076429-0.011677i,-0.0029015-0.0041832i,0.0022891+0.0024222i,0.0084842+0.0035853i,0.015121+0.0029778i,0.019278-0.00019868i,0.017132-0.0045658i,0.011329-0.006233i
0.0048056+0.019452i,-0.0063653+0.057562i,-0.034028+0.12851i,-0.060005+0.18169i,-0.04944+0.15341i,-0.020526+0.078541i,-0.0017716+0.027202i,0.0085004+0.0013868i,0.0081171-0.013735i,-0.0020162-0.01631i,-0.010536-0.010381i,-0.012101-0.0058097i,-0.0071036-0.005527i,0.00052785-0.0094828i,0.0049653-0.01397i,0.0029719-0.012957i,-0.0038514-0.0072185i,-0.010426-0.0018728i,-0.017175+0.0020947i,-0.021678+0.0055897i,-0.018796+0.0062322i,-0.011115-0.00015225i,-0.0053993-0.0069853i
-0.013914+0.0058964i,-0.050618+0.035636i,-0.12103+0.084329i,-0.18043+0.12111i,-0.16319+0.10844i,-0.077697+0.061278i,-0.0067565+0.019829i,0.017671-0.0047654i,0.016382-0.017335i,0.0051247-0.018543i,-0.0035538-0.011718i,-0.0057154-0.0054337i,-0.00075907-0.003609i,0.0062634-0.0060978i,0.0056001-0.0090855i,-0.0034193-0.0058154i,-0.011111+0.00068443i,-0.0098257+0.0022563i,-0.0030588-0.0043615i,0.0006583-0.013756i,0.00022038-0.017781i,0.00053426-0.017605i,0.00051926-0.017241i
-0.010675+0.0069478i,-0.055277+0.0090955i,-0.14095+0.0094939i,-0.20964+0.0013171i,-0.18146-0.011719i,-0.093696-0.0081954i,-0.028376-0.0024922i,0.0042102-0.010727i,0.016201-0.021899i,0.013084-0.024091i,0.0057715-0.018838i,0.00089037-0.016487i,-0.0007367-0.015954i,0.00025321-0.013594i,0.0012731-0.011064i,-0.0012657-0.0066426i,-0.0082713+0.00034759i,-0.012168+0.0079065i,-0.0061255+0.0139i,0.0039723+0.015759i,0.01008+0.013893i,0.013106+0.0094774i,0.013113+0.0038708i
-0.01512-0.0080409i,-0.055997-0.028409i,-0.13147-0.071872i,-0.18699-0.1082i,-0.15616-0.091166i,-0.071318-0.040306i,-0.010477-0.009229i,0.01242-0.0045417i,0.022622-0.011564i,0.023738-0.020332i,0.018627-0.024705i,0.013572-0.023286i,0.0082041-0.015343i,0.0060765-0.0045887i,0.00795+0.0016471i,0.0061763+0.001047i,-0.0025987-0.0047666i,-0.011739-0.010294i,-0.017853-0.01199i,-0.019587-0.0097838i,-0.013102-0.00585i,-0.00055136-0.0044822i,0.0079386-0.0053966i
-0.0052821-0.010589i,-0.028977-0.052392i,-0.074319-0.13644i,-0.1114-0.20693i,-0.090574-0.18769i,-0.031559-0.093185i,0.014196-0.015864i,0.033097+0.0039957i,0.036802-0.0044962i,0.030826-0.015257i,0.018474-0.017067i,0.0093177-0.013841i,0.0042148-0.0064628i,0.0016288+0.0034757i,0.0010786+0.0051709i,-0.0036004-0.0033247i,-0.010299-0.012615i,-0.010569-0.014561i,-0.0015433-0.01261i,0.0078781-0.012927i,0.010486-0.013447i,0.011191-0.011804i,0.010255-0.01023i
-0.0084462-0.013361i,-0.0088475-0.062607i,0.00051311-0.15976i,0.016227-0.24191i,0.027358-0.21078i,0.028987-0.10638i,0.027655-0.033986i,0.031826-0.010522i,0.036408-0.0069685i,0.032901-0.0071681i,0.023675-0.004287i,0.017234-0.0018237i,0.01137-0.0057318i,0.0019314-0.0089563i,-0.00441-0.0090064i,-0.0088949-0.011165i,-0.016273-0.015524i,-0.022721-0.014229i,-0.022845-0.0042591i,-0.014566+0.0061098i,-0.0048955+0.010672i,0.0010839+0.010715i,0.0049443+0.0066952i
0.013053-0.0084141i,0.039453-0.05292i,0.096767-0.1305i,0.14194-0.19093i,0.12387-0.16545i,0.069481-0.075824i,0.034173-0.012046i,0.027761+0.0037168i,0.033257+0.0026863i,0.036712+0.00014491i,0.033713+0.0023384i,0.028429+0.0045217i,0.018198-0.00018473i,0.0025701-0.0030007i,-0.0071437+0.00011101i,-0.0094815-0.00039971i,-0.0089456-0.010402i,-0.0067-0.019699i,-0.0059806-0.020825i,-0.0057753-0.014027i,-0.0024841-0.0024494i,0.0044358+0.0061982i,0.0091272+0.007405i
0.011307-0.0099377i,0.057381-0.035492i,0.14189-0.080929i,0.20949-0.11999i,0.19185-0.10217i,0.11546-0.027919i,0.057597+0.029675i,0.034775+0.036068i,0.029065+0.022317i,0.027545+0.010199i,0.022546+0.0040838i,0.017414+0.0023766i,0.0096574-0.0019329i,-0.0010269-0.0066287i,-0.0050045-0.0089213i,-0.0027414-0.013872i,0.0027202-0.019728i,0.0079429-0.019159i,0.011641-0.010921i,0.014598-0.0023125i,0.015071+4.7519e-05i,0.012316-0.0008615i,0.0096352-0.0020352i
0.023003-0.0059129i,0.074857-0.0033217i,0.17074+0.00018729i,0.24829-0.0014389i,0.22543-0.0072837i,0.12788-0.0006904i,0.05837+0.01428i,0.040113+0.018121i,0.032903+0.014494i,0.021154+0.010882i,0.0073766+0.0093812i,0.0019212+0.010929i,0.0071463+0.0038863i,0.011433-0.0099274i,0.010278-0.018776i,0.0084303-0.023581i,0.006946-0.028801i,0.0025678-0.03199i,-0.004055-0.026115i,-0.0062939-0.013238i,-0.0028671-0.0033419i,-0.00037159-0.00075377i,0.0013129-0.00083644i
0.010701+0.0056431i,0.052401+0.036206i,0.12465+0.086936i,0.18+0.11484i,0.1603+0.093135i,0.085851+0.049684i,0.030799+0.027021i,0.017779+0.02213i,0.018986+0.018865i,0.017186+0.018633i,0.010033+0.022144i,0.0071372+0.025352i,0.011418+0.016272i,0.012263-0.0007551i,0.0084261-0.011432i,0.0055751-0.017234i,0.0075732-0.021809i,0.01164-0.022434i,0.0096213-0.018795i,0.0028501-0.010833i,-0.003499+3.3983e-05i,-0.0061797+0.009158i,-0.0026068+0.012101i
0.010027+0.015207i,0.029374+0.060033i,0.072802+0.13461i,0.12399+0.17591i,0.12712+0.14384i,0.067932+0.094502i,0.0083615+0.071363i,-0.002629+0.05129i,0.0094561+0.025862i,0.013223+0.010957i,0.0088597+0.0071745i,0.0044907+0.008984i,0.0068687+0.0070562i,0.011581-0.001003i,0.014901-0.0073819i,0.018114-0.010661i,0.019967-0.0099882i,0.018866-0.0022856i,0.014592+0.0054042i,0.0092307+0.0080855i,0.0061849+0.0065566i,0.0065337+0.0026458i,0.0079731-0.00082912i
-0.0085022+0.016337i,-0.01629+0.062103i,-0.023605+0.14644i,0.0034586+0.20713i,0.054931+0.1769i,0.073914+0.096529i,0.05472+0.048019i,0.034665+0.03686i,0.025528+0.025191i,0.0156+0.0080754i,0.0012263-0.0012042i,-0.0074014+0.002724i,0.00090666+0.010637i,0.016722+0.0091146i,0.024945+0.0022729i,0.026655-0.0028991i,0.02733-0.0064794i,0.024356-0.0086718i,0.019504-0.0093311i,0.016476-0.0067577i,0.014087-0.0039881i,0.011835-0.005759i,0.007825-0.0050843i
-0.0099834+0.0086431i,-0.041145+0.042129i,-0.08809+0.09299i,-0.096368+0.12957i,-0.041762+0.10963i,0.0079964+0.055345i,0.016064+0.021542i,0.013158+0.013474i,0.011721+0.012378i,0.004414+0.0099121i,-0.0067514+0.008932i,-0.014392+0.014181i,-0.0088968+0.020665i,0.0039663+0.020897i,0.013227+0.014949i,0.020236+0.0063045i,0.02575+7.9291e-05i,0.02549-0.0013229i,0.018568-0.00035318i,0.0080016+0.00067149i,-0.0027586+0.0004304i,-0.010002+0.0026001i,-0.011689+0.0072003i
-0.022298+0.011298i,-0.067876+0.023006i,-0.12468+0.044644i,-0.12795+0.081469i,-0.06323+0.10896i,-0.023007+0.082481i,-0.037578+0.036658i,-0.036557+0.022214i,-0.0091056+0.021157i,0.0053936+0.013656i,0.003232+0.0049396i,-0.0041643-0.00032654i,-0.0089018+0.0029468i,-0.0064097+0.011373i,0.0026106+0.017219i,0.012637+0.018171i,0.016648+0.01519i,0.013208+0.013431i,0.0066545+0.012426i,0.0016851+0.006992i,-0.00053884+0.0029529i,0.00045622+0.0039151i,0.0048452+0.0029169i
-0.015549-0.0072043i,-0.059273-0.031262i,-0.11332-0.052282i,-0.12879-0.02412i,-0.075564+0.047614i,0.0018948+0.085977i,0.027237+0.073071i,0.013514+0.053762i,0.010828+0.040182i,0.014639+0.018235i,0.0070257-0.0055166i,-0.0095864-0.014181i,-0.019539-0.0028439i,-0.015042+0.013764i,-0.0036447+0.020356i,0.0073006+0.020818i,0.012761+0.020405i,0.013568+0.016578i,0.014158+0.012914i,0.017461+0.013924i,0.021704+0.014738i,0.022631+0.010201i,0.01794+0.0028846i
-0.012086-0.017944i,-0.030172-0.060236i,-0.056393-0.10284i,-0.066747-0.092562i,-0.039167-0.032119i,0.0088302+0.014007i,0.029103+0.017279i,0.019887+0.01397i,0.0096573+0.015016i,0.0030458+0.0074378i,-0.0046796-0.0025746i,-0.013895-0.0071347i,-0.023824-0.0027441i,-0.028097+0.0058034i,-0.021233+0.014622i,-0.0079707+0.023368i,0.0035979+0.026793i,0.005806+0.025307i,0.00091609+0.021499i,-0.0025468+0.015476i,-0.0025734+0.0073635i,-0.0037943-0.0023125i,-0.0090913-0.0083428i
0.0007749-0.027073i,0.0096014-0.073109i,-0.00028413-0.11963i,-0.039224-0.09857i,-0.069468-0.019953i,-0.060077+0.016878i,-0.034926-0.011332i,-0.022395-0.024133i,-0.015339-0.0026908i,-0.0077391+0.0092184i,-0.00033892+0.0054687i,0.005451-0.0045513i,0.00089363-0.01392i,-0.012289-0.011809i,-0.019781+0.0021668i,-0.016808+0.015897i,-0.010043+0.021925i,-0.0056274+0.019244i,-0.0026835+0.010541i,0.00086491+0.0017039i,0.0019957-0.0041969i,0.00050822-0.0061502i,0.0016066-0.0048873i
0.021498-0.014035i,0.060193-0.041361i,0.091632-0.083885i,0.057416-0.092604i,-0.0075406-0.029719i,-0.025818+0.043043i,-0.013224+0.054296i,-0.016276+0.032453i,-0.021876+0.024049i,-0.0080971+0.0195i,0.011002+0.0046869i,0.017471-0.014564i,0.0055792-0.024448i,-0.010674-0.01959i,-0.015172-0.0062227i,-0.013417+0.0069445i,-0.012689+0.014526i,-0.0095173+0.014373i,-0.0029892+0.01274i,0.002247+0.017814i,0.0046209+0.023876i,0.0065864+0.022161i,0.010524+0.013999i
0.026896-0.0041263i,0.061963-0.0023535i,0.097197-0.010014i,0.081284-0.029371i,0.029163-0.029342i,0.014448+0.002083i,0.026527+0.02261i,0.015989+0.018801i,-0.0014577+0.012224i,-0.0025373+0.006139i,0.0030074+0.0011847i,0.0068396-0.0040838i,0.0035144-0.015345i,-0.0078696-0.02445i,-0.019118-0.018851i,-0.026442-0.0030906i,-0.02858+0.0087423i,-0.02555+0.011151i,-0.022824+0.0060656i,-0.021536+0.0022i,-0.014852+0.0028611i,-0.0043492-0.00047266i,0.0021039-0.0097318i
0.018959+0.017667i,0.047513+0.032227i,0.066778+0.031791i,0.034767-0.011963i,-0.026181-0.059779i,-0.035861-0.059768i,0.0068489-0.042336i,0.024052-0.02746i,0.0056994-0.011642i,-0.0061625-0.0024632i,-0.0041764+0.0045082i,0.0062219+0.01025i,0.015619+0.001301i,0.01123-0.014307i,-0.0040527-0.019877i,-0.018306-0.013925i,-0.023157-0.0023324i,-0.018411+0.0071232i,-0.0057692+0.0086697i,0.0076659+0.0013475i,0.014551-0.0075358i,0.014844-0.011631i,0.012554-0.0098042i
0.0023159+0.028733i,0.013198+0.067109i,0.026462+0.086711i,0.028878+0.044431i,0.0082753-0.0059927i,-0.020626+0.013256i,-0.017541+0.045375i,-0.0060235+0.028206i,-0.012776+0.0042972i,-0.014313+0.0058039i,-0.0016192+0.017292i,0.015083+0.021412i,0.023764+0.008334i,0.018935-0.0082301i,0.008836-0.011292i,-0.00095014-0.0084754i,-0.0098891-0.007816i,-0.012027-0.0054906i,-0.007153+0.00054674i,-0.0040166+0.0080733i,-0.0037933+0.010631i,-0.0021498+0.0077251i,0.00047543+0.006984i
-0.013783+0.0213i,-0.043529+0.046885i,-0.06565+0.045773i,-0.046381+0.0037133i,0.0014553-0.028685i,0.023056-0.007936i,0.015837+0.028469i,0.0064549+0.026118i,0.00054429+0.0075735i,-0.002064+0.0065642i,-0.0018605+0.017755i,0.001676+0.024629i,0.010945+0.01436i,0.015898-0.0049798i,0.0070893-0.016725i,-0.0082089-0.020794i,-0.018835-0.020153i,-0.019099-0.017945i,-0.015876-0.019928i,-0.015894-0.02143i,-0.01453-0.015091i,-0.0065988-0.0051637i,0.0038799-0.0021187i
-0.019299-0.0054272i,-0.05244-0.013605i,-0.056674-0.052812i,-0.015801-0.11599i,0.016007-0.14246i,0.019917-0.096308i,0.024036-0.02605i,0.018397+0.0039219i,0.0015784+0.0017138i,-0.0072411+0.00043804i,-0.013077+0.0039492i,-0.015048+0.011458i,-0.0013831+0.01476i,0.014289+0.0056023i,0.01614-0.0084194i,0.0090985-0.018121i,-0.00091336-0.018078i,-0.0082458-0.0060083i,-0.004329+0.0086891i,0.0089907+0.011308i,0.019606+0.0050755i,0.021027+0.0011087i,0.015553+0.0011302i
-0.027223-0.017253i,-0.053788-0.043679i,-0.053882-0.059916i,-0.0044096-0.053212i,0.018304-0.032862i,-0.030365+4.4052e-05i,-0.070035+0.031956i,-0.05116+0.03006i,-0.025521+0.008898i,-0.019905+0.0033135i,-0.020971+0.0080355i,-0.020145+0.0098654i,-0.0098121+0.0082741i,0.0017581+0.0067773i,0.006223+0.0064915i,0.0088877+0.0048262i,0.00906-0.00064471i,0.0030128-0.0039148i,-0.0028034+0.001371i,-0.0027716+0.0085178i,0.0021096+0.0090162i,0.005429+0.0036088i,0.0018572+0.00084825i
-0.0058356-0.032542i,-0.00047483-0.089292i,0.01323-0.14186i,0.038055-0.13504i,0.051927-0.078301i,0.022538-0.02243i,-0.024149+0.0032116i,-0.033786+0.0070686i,-0.017068+0.0061045i,-0.013607+0.0061718i,-0.026701+0.0069159i,-0.032565+0.0082587i,-0.018755+0.0092947i,-0.00048034+0.0055277i,0.0071645-0.0050566i,0.0071198-0.015278i,0.0060107-0.019636i,0.0030047-0.020995i,0.0021039-0.024566i,0.0012113-0.027446i,-0.0045716-0.022392i,-0.0067195-0.011865i,-0.0037222-0.0062042i
0.022314-0.025281i,0.074841-0.052493i,0.15364-0.080159i,0.20483-0.091941i,0.1726-0.099357i,0.078485-0.0921i,0.0077841-0.05026i,-0.0097408-0.019685i,-0.011713-0.015553i,-0.016524-0.010372i,-0.014403-0.009978i,-0.0097022-0.010851i,-0.0041911-0.00032895i,0.0044055+0.0090939i,0.014193+0.0072423i,0.019376+0.0013239i,0.011364-0.001655i,-0.0040853-0.0008549i,-0.01048+0.0051651i,-0.0036401+0.011039i,0.0043156+0.010258i,0.0039941+0.006241i,0.0019337+0.0024471i
0.023559-0.0053468i,0.064741+0.0012677i,0.10538+0.023028i,0.099023+0.0408i,0.038545+0.018907i,-0.037963-0.042746i,-0.078845-0.073542i,-0.060705-0.055128i,-0.030729-0.033743i,-0.01841-0.019991i,-0.0071549-0.011887i,0.0028047-0.012996i,0.0033066-0.012383i,-0.003052-0.0046729i,-0.010007+0.00784i,-0.010842+0.021401i,-0.00616+0.022774i,-0.0027498+0.0099919i,-0.0049185+7.6507e-05i,-0.0075417+0.0032176i,-0.0042729+0.0092434i,0.0023736+0.0072488i,0.0020274-0.00086677i
0.029719+0.015699i,0.078641+0.032946i,0.13817+0.050919i,0.1544+0.033718i,0.11427-0.0094187i,0.066684-0.043432i,0.030249-0.066337i,0.0034448-0.060687i,-0.0072492-0.03096i,-0.005711-0.015124i,-0.0058143-0.020532i,-0.0086056-0.023609i,-0.0085683-0.013218i,-0.0042688-0.0018885i,0.0020462+0.0011668i,0.0055962+0.00093708i,0.0091663+0.0001796i,0.013951-0.0034677i,0.018935-0.010008i,0.019072-0.01864i,0.0095619-0.022096i,-0.00035939-0.017037i,-0.0021556-0.010664i
0.019271+0.044382i,0.041335+0.11117i,0.073898+0.19842i,0.12363+0.21409i,0.16551+0.098251i,0.14373-0.039898i,0.076682-0.078008i,0.030917-0.051417i,0.016619-0.036575i,0.009711-0.032944i,0.011586-0.025193i,0.015476-0.018652i,0.0060909-0.0081608i,-0.0051791+0.0072288i,-0.0033703+0.018267i,0.0013431+0.022038i,-0.0036535+0.016472i,-0.010405+0.0055661i,-0.0098703-0.00027096i,-0.0020196+0.00084062i,0.006272-8.7726e-05i,0.0073329-0.0041008i,0.0050623-0.0049656i
-0.017849+0.029616i,-0.052523+0.072807i,-0.11014+0.10194i,-0.13817+0.085279i,-0.093303+0.023809i,-0.029976-0.052208i,0.00080083-0.082203i,0.01144-0.059822i,0.013549-0.036117i,0.0071958-0.019784i,0.0089805-0.0014664i,0.016018+0.0055301i,0.012243-0.0013303i,-0.0035568-0.010736i,-0.02713-0.010735i,-0.046194-7.1245e-05i,-0.045138+0.0067051i,-0.027789+0.0025382i,-0.011318-0.0029383i,-0.005546-0.0039043i,-0.0055394+0.00058312i,-0.0018087+0.0041252i,0.0020389-0.00051479i
-0.029757+0.014116i,-0.064347+0.036845i,-0.068994+0.04807i,-0.016624+0.041595i,0.049213+0.049392i,0.087355+0.062034i,0.10054+0.043195i,0.080388+0.0061265i,0.036843-0.0052173i,0.015117+0.0066913i,0.018772+0.0085694i,0.017866-0.0010903i,0.0076869-0.005303i,-0.0016998-0.004872i,-0.0060801-0.0046173i,-0.0099587-0.0038053i,-0.012986-0.00080585i,-0.005853+0.0044515i,0.0072361+0.004154i,0.01187-0.0036384i,0.0082445-0.012784i,0.0023652-0.015931i,-0.0013528-0.012116i
-0.03617-0.0095797i,-0.10636-0.013729i,-0.17212+0.020297i,-0.15331+0.097682i,-0.038429+0.13972i,0.079499+0.099475i,0.097479+0.041192i,0.057674+0.014355i,0.040579+0.00097078i,0.040449-0.0026564i,0.044628+0.0089102i,0.049131+0.013562i,0.034602+0.0042443i,0.0060171-0.0018675i,-0.018252+0.0014211i,-0.030591+0.0068002i,-0.029672+0.003409i,-0.025547-0.0038441i,-0.019083-0.0016797i,-0.0037781+0.0059403i,0.011295+0.0061357i,0.013749+0.00021444i,0.0066543-0.0014741i
-0.011232-0.036674i,-0.0325-0.11032i,-0.062846-0.19036i,-0.092575-0.20641i,-0.1017-0.15389i,-0.082433-0.082958i,-0.048434-0.034752i,-0.015733-0.015572i,0.0035317-0.014031i,0.0043767-0.0089793i,0.0040391+0.0083984i,0.014001+0.015245i,0.021605+0.00072161i,0.014142-0.023184i,-0.0098213-0.045683i,-0.035766-0.055273i,-0.044982-0.048896i,-0.032167-0.031687i,-0.011566-0.014168i,-0.00011982-0.0055727i,0.00094496-0.0016292i,-0.00029364+0.00093826i,-0.00068233+4.7201e-05i
0.017504-0.03218i,0.056561-0.064596i,0.10258-0.070757i,0.10219-0.018149i,0.027558+0.05989i,-0.064083+0.11326i,-0.06994+0.12622i,-0.016344+0.084802i,-0.0077282+0.025831i,-0.02582+0.014001i,-0.015428+0.023506i,0.0023679+0.018256i,0.0053398+0.01095i,0.0050349+0.0030725i,0.0069072-0.012083i,0.0047332-0.0262i,-0.0014771-0.026468i,-0.0064277-0.017038i,-0.0027281-0.010211i,0.0060273-0.01241i,0.0079869-0.019303i,0.0029046-0.020203i,-0.0011145-0.01682i
0.030046-0.0157i,0.054097-0.033734i,0.027197-0.041174i,-0.074116-0.007701i,-0.14043+0.053483i,-0.093712+0.084664i,-0.034609+0.065222i,-0.017395+0.036415i,-0.0012193+0.024209i,0.0068067+0.026525i,0.0060089+0.046336i,0.01407+0.060862i,0.018267+0.046848i,0.010319+0.014013i,-0.003617-0.015647i,-0.014064-0.031606i,-0.014521-0.036819i,-0.012249-0.034172i,-0.014245-0.021592i,-0.013404-0.0017212i,-0.0044863+0.013277i,0.0035934+0.013004i,0.0030933+0.006735i
0.048044+0.020951i,0.11805+0.037249i,0.19168+0.025001i,0.18076-0.056643i,0.072827-0.15884i,-0.037821-0.18851i,-0.07177-0.14172i,-0.037705-0.076868i,0.0017227-0.040981i,0.0021934-0.02488i,-0.014501+0.0029063i,-0.0098775+0.027331i,0.01244+0.02477i,0.033485-0.0024065i,0.038953-0.04437i,0.025481-0.073923i,0.0097079-0.073281i,0.0038305-0.051204i,0.0020269-0.023658i,-0.0034653-0.0030322i,-0.0081858+0.0073082i,-0.0070755+0.0093285i,-0.0022675+0.0047801i
0.012818+0.04665i,0.02623+0.1393i,0.02694+0.25917i,0.00762+0.29441i,-0.046062+0.17745i,-0.12525+0.028728i,-0.14418-0.0088202i,-0.074422+0.0043733i,-0.017258-0.025697i,-0.022015-0.048284i,-0.029184-0.029505i,-0.019538-0.0042554i,-0.014178+0.011448i,-0.0042467+0.017203i,0.015025+0.015228i,0.030893+0.0080279i,0.033666-0.00045436i,0.022747-0.005046i,0.014707-0.0047443i,0.018512-0.011365i,0.019069-0.020999i,0.013657-0.019182i,0.011901-0.011665i
-0.029171+0.036711i,-0.078495+0.080039i,-0.17189+0.081845i,-0.25402+0.019679i,-0.23313-0.027245i,-0.12928-0.016281i,-0.049503-0.0055561i,-0.025534-0.0075692i,-0.014862-0.0037634i,-0.0096909-0.0028503i,-0.022117+0.0056193i,-0.033243+0.025665i,-0.029582+0.034548i,-0.011331+0.026234i,0.012705+0.0080864i,0.027176-0.010756i,0.031298-0.021955i,0.028189-0.023409i,0.017312-0.021689i,0.0027278-0.017066i,-0.007051-0.006038i,-0.0094328+0.0046918i,-0.0080702+0.010526i
-0.046582+0.024783i,-0.10474+0.072684i,-0.12567+0.11233i,-0.050727+0.082375i,0.052858-0.016821i,0.087247-0.11401i,0.063623-0.13407i,0.034273-0.082668i,0.030153-0.031837i,0.025656-0.024017i,-0.0040829-0.028138i,-0.028745-0.014475i,-0.019297+0.009422i,0.022259+0.022224i,0.065464+0.0052221i,0.074575-0.027005i,0.055985-0.039042i,0.034457-0.032113i,0.013896-0.021061i,-0.0040516-0.010844i,-0.016046-0.006441i,-0.020637-0.0025913i,-0.016584+0.0030489i
-0.059979-0.016577i,-0.18178-0.02195i,-0.33631+0.016575i,-0.3845+0.10565i,-0.27081+0.13207i,-0.12563+0.049647i,-0.064279-0.0065746i,-0.031374+0.0047458i,0.015204-0.001376i,0.032456-0.032451i,0.024312-0.039267i,0.0096918-0.030707i,-0.013637-0.018419i,-0.028058+0.0065576i,-0.023821+0.033446i,-0.0088008+0.047824i,0.0036862+0.045424i,0.0035171+0.037486i,0.0063012+0.031215i,0.01966+0.017117i,0.025101+0.0021548i,0.015752+0.0010943i,0.0071998+0.0083136i
-0.025474-0.052471i,-0.074866-0.16131i,-0.13611-0.3117i,-0.17508-0.3736i,-0.16504-0.24802i,-0.10722-0.055465i,-0.041132+0.025986i,-0.013785+0.010031i,-0.013035+0.0004845i,0.0012327+0.0089771i,0.0080534+0.0033436i,-0.0082359-0.00716i,-0.026896-0.0076501i,-0.032156+0.0050537i,-0.01792+0.022657i,0.0055542+0.028695i,0.022168+0.02744i,0.028934+0.022824i,0.026205+0.015115i,0.017069+0.0099246i,0.0051285+0.0081821i,-0.0077602+0.0069424i,-0.018627+0.0058366i
