-0.0064014+0.00050133i,-0.0081399+0.0015623i,-0.0072393+0.0059219i,-0.0020395+0.0074704i,0.0020751+0.0064802i,0.0023062+0.0029636i,0.0013866+0.00062397i,0.00090872+0.0010146i,0.0010719+0.0013266i,0.00191+0.0011601i,0.0024383-1.2685e-05i,0.0020554-0.001276i,0.0011822-0.0016056i,0.0007154-0.0014387i,0.0002649-0.00099657i,0.0002526+0.00021668i,0.00058773+0.00101i,-9.348e-06+0.00075694i,-0.0011065+0.00078995i,-0.0011545+0.00093349i,-0.00031104+0.00054332i,-0.00020612-0.00010005i,-0.00030095-0.00013402i
3.8541e-05-9.3222e-05i,-0.00082561-0.00060701i,-0.0012605-0.00059162i,-0.00017914-0.00088088i,0.00014139-0.00071611i,0.00046803-0.00067787i,0.00089162-0.00044519i,0.00061315+7.3331e-05i,0.00017506+0.00014043i,0.00049103+0.00019106i,0.0011403+0.00034044i,0.0011193+2.7185e-05i,0.00058231+0.00011726i,0.00011089+0.00024692i,0.00024785+0.00020229i,0.0006524+0.00073364i,-0.00013197+0.0002726i,-0.00057201-0.00033315i,-0.00019326+0.00027137i,-0.0002259+0.00085108i,-0.00041363+0.00059279i,-0.00050992+0.00020712i,-0.00060811-0.00033235i
-0.0012562-0.00087174i,-9.1271e-05-0.0011233i,-0.00024207-0.0008227i,-0.00028657+0.00077284i,3.8561e-05+0.0019352i,-1.1045e-05+0.0015417i,0.00029433+0.00042802i,0.00049393-3.0951e-05i,0.00022348-1.7423e-05i,0.00056123-0.00047244i,0.00049084-0.00032784i,0.00017032+0.00023876i,0.00030948-7.1577e-05i,4.4161e-05-0.00085952i,0.00013395-0.00066317i,0.00031747-3.4102e-05i,-0.00042034-0.00021034i,-0.00038446-0.00042374i,0.00030683+0.00028039i,0.00039559+0.0014018i,-0.00020394+0.0010707i,-0.00022611+0.00018597i,7.1239e-05-0.0002735i
0.00039568-0.001609i,0.00083752-0.0008832i,0.00075375-0.00017985i,0.0002872+7.1014e-05i,0.0010018+0.00032949i,0.00068581+0.00074565i,-0.0010107+0.0011221i,-0.001061+0.00052434i,-0.00061387-0.00049729i,-0.00062572+4.1258e-05i,-0.00050241+0.00032748i,4.8963e-05-0.00010141i,0.00089311+0.00032324i,0.00085861+0.00054357i,0.00013022+2.3516e-05i,-7.7098e-06-0.00025927i,0.00023104-0.00023962i,-0.00049639-7.713e-05i,-0.0013846-0.000128i,-0.0010124+0.00022085i,0.00047453+0.00073352i,0.0013248+0.00075653i,0.00073752+0.00046138i
0.00099534-0.0014235i,-3.6847e-05+0.00046481i,0.0002303-0.00019501i,-9.8839e-05-0.00085011i,-0.0011051-0.00079589i,-0.0015215-0.00037476i,-0.00084726-0.00020123i,0.00050843+0.00033508i,0.00059795+2.3957e-07i,0.00012862-0.00083415i,-1.7466e-05-0.0003095i,-0.00037348+9.7379e-05i,0.00052737-0.00041898i,0.0013594-0.00053842i,0.0010249-0.00027428i,0.00058549-0.00072409i,0.0006321-0.0010422i,0.0007897-0.00047373i,0.00094009-0.00020933i,0.00044433-1.8644e-05i,0.00039348+0.00044151i,0.00058417+0.0001147i,0.00049345-0.0008458i
-0.0017925+0.00016313i,-0.0012261+1.7892e-05i,0.001017+0.00027515i,0.0031497-3.679e-05i,0.0026732-0.00057559i,0.0013994-0.00074875i,0.0013229-0.00057011i,0.00069952-0.00030275i,0.00025197+2.2957e-05i,0.0010165+0.00083175i,0.00076724+0.00058744i,-0.00026313-0.00066032i,-0.0005703-0.00065108i,-0.00026858-0.0001589i,-0.00012701-0.00057063i,-0.00010066-0.00049324i,0.00042348+0.00030999i,0.00097531+0.00060591i,0.00079241-0.00010903i,0.00029522-4.7563e-05i,-0.00044135+4.6352e-05i,-0.00070311+7.585e-06i,-1.8658e-06+0.00035073i
0.0010272+0.0021263i,0.0021563+0.0022705i,0.0031969+0.0014123i,0.0018566+0.00098716i,9.0176e-05-0.00026329i,-0.001137-0.00038871i,-0.0012807+0.001083i,-0.00013352+0.0012416i,0.00058337+0.00013875i,0.0011365-0.001157i,0.0014569-0.0013315i,0.00062548-0.00043181i,0.00022617-0.00013972i,0.00041642-0.00064481i,-0.00017703-0.0012532i,-0.00078496-8.9084e-05i,-0.00065034+0.0017703i,-0.00049146+0.0018895i,-0.00064675+0.0008622i,-0.0006145-0.00047985i,-0.00022717-0.00069646i,0.00093867-0.00070718i,0.0022183-0.00076512i
-0.001528+6.3528e-05i,-0.0026277+0.00020471i,-0.0033518+5.6444e-05i,-0.0017066+0.00010524i,0.00041193+0.001067i,0.00087561+0.0020313i,0.00038437+0.0011426i,-2.4061e-05-0.0002275i,8.3379e-05-0.0006827i,-0.0002915-0.00028475i,-1.547e-05+0.00020765i,0.00060977+0.00016747i,0.00027691-2.304e-05i,-0.00017407+4.8415e-05i,6.9111e-05+0.00054438i,0.00042648+0.0011161i,-0.00034515+0.00049511i,-0.00051138-0.0008702i,-0.00038537-0.00098139i,-4.2371e-05-0.00069435i,2.1795e-05-0.00026381i,-0.00020099+0.00016818i,-0.00013115+0.00012523i
-0.0004645-0.0020367i,-4.5483e-05-0.002364i,-0.00027422-0.0014623i,-0.00019903+0.00067175i,0.00067679+0.0011394i,0.00047129+0.00064364i,8.5072e-06+0.0003405i,0.00029335+0.00025113i,0.00020617-0.00041718i,0.00047593-0.00032891i,0.0005149+0.0005387i,0.00035177+0.0008125i,0.00072613+0.00032523i,0.00077976+0.00091549i,3.1129e-05+0.0015326i,-0.00027122+0.00062579i,-0.00057345-0.00047694i,-0.00070183-0.00078452i,-0.00026746-0.00061991i,-0.00043372-0.00026345i,0.00027302+0.00023861i,0.00043364+0.00064733i,-0.00028715+5.6959e-05i
-0.00037365-0.00031621i,-0.00036359+0.00056945i,0.00082368+0.00082364i,0.0011564+0.00037083i,0.00063834+7.7724e-05i,0.00034911+0.00017215i,0.00049309+0.00013515i,0.00069065-0.00015619i,0.00056998-0.00039042i,0.0004074-0.00026132i,0.00056368-0.00056723i,8.6289e-05-0.00087971i,-0.00051574-0.00030115i,-0.00049907+0.0001962i,-0.00034189-3.0797e-07i,0.00038165-0.00029008i,0.00069354-0.00013057i,0.00049544-0.00022i,0.0007101+0.00034112i,0.00061718+0.00078782i,-0.00056714+0.00047188i,-0.0011224+0.00079668i,-0.00083511+0.00072152i
-0.0014838+0.0013371i,-0.0027723+0.0016074i,-0.0029376+0.0025911i,-0.0011974+0.0028768i,0.00028297+0.0017785i,0.00018418-8.7685e-05i,1.1802e-05-0.00060307i,0.00026152-0.00044414i,0.00024129-0.00023774i,-0.00012454+1.9177e-05i,2.9793e-05-0.00018131i,0.00060615-0.00062905i,0.0004777-0.00035848i,3.0942e-05-0.00020547i,-0.00072135-0.00031246i,-0.001287+0.00022542i,-0.00050093+0.00055944i,0.00029682+0.00039611i,0.0001054-9.6104e-05i,1.032e-06-0.00037974i,0.00029412+6.6197e-06i,-0.00013074+0.00096658i,-0.00063047+0.00049196i
0.0017507-0.00035641i,0.0012509-0.00036552i,0.0013828-0.00050694i,0.0015324-0.0015245i,4.0909e-05-0.001344i,-0.00066426-7.1243e-05i,0.00020702+0.0010654i,0.0012618+0.001508i,0.0005523+0.00013756i,-0.00020972-0.00058073i,1.4148e-06-8.2001e-05i,-0.00045623-0.00018395i,-0.00052074-0.00054954i,-0.00028549-0.00039734i,-0.00017799-0.00013488i,0.00014015+0.00013861i,0.00095288+0.0003087i,0.0015376+0.00056243i,0.0010913+0.00040406i,0.00013963+0.00014407i,-0.00062885+2.1978e-05i,-0.00061034-3.6269e-05i,-0.00046255+0.00016276i
-0.0010054-0.001237i,-0.0013048-0.00090668i,-0.0012892-9.7251e-05i,0.00023988+0.00084343i,0.0016825+0.0023638i,0.0012391+0.0025707i,0.00077944+0.0014672i,0.00065537+0.0003196i,-8.2239e-05-0.00061888i,-5.376e-05-0.00063317i,0.00044849-0.00037934i,0.0003734-0.00023567i,7.0412e-05-0.00024244i,-0.00011489-0.00068153i,-0.00025195-0.00031533i,4.2143e-05+0.00031821i,0.00049464+0.00089863i,0.00074689+0.00064098i,0.00046847+0.00027887i,0.00026898+0.0010343i,-0.00017972+0.0015148i,-0.00058749+0.00067819i,-0.00026641+0.00034251i
-0.00051739+0.001506i,-0.0005043+0.0027078i,-0.0003636+0.0018643i,0.00037698+0.00020786i,0.00057961-0.00086022i,0.00029006-0.00043744i,-0.00018087+0.00033141i,-0.00042444+0.00033471i,-0.00028204+0.00013363i,-0.00012729-0.0002495i,5.5449e-05-0.00042612i,1.6025e-05-0.0001302i,0.00026788-2.9719e-05i,0.00016679+7.9141e-05i,-0.00045241-2.1378e-05i,-0.00038885+0.00010236i,0.00015157+0.000912i,0.0008387+0.00081848i,0.00067839+0.00056414i,-0.00057348+0.00073415i,-0.00095114+0.00063702i,-0.00018623+0.00062973i,-0.00013493+0.00051041i
-0.0013373-0.002805i,-0.0021231-0.0036464i,-0.00076699-0.0024025i,0.00016367-0.00041207i,0.00067397+0.00047445i,0.0013813+0.00051694i,0.0013332+0.00046196i,0.00096094+0.00055811i,0.00027564+0.00027553i,-0.00044905-0.00014396i,-0.0010889+0.00038019i,-0.0016072+0.00056773i,-0.00089648+0.00079263i,0.00027666+0.00091966i,0.00039251+0.00048811i,0.00022222+0.00015132i,9.3902e-05+0.00016593i,-0.00028371+0.00054862i,-0.00061867+0.00087808i,-0.0009891+0.00034238i,-0.00068004-1.6124e-05i,0.00014836-0.00011253i,0.0016357+8.7445e-05i
0.0017168-0.0017933i,0.001325+3.9898e-07i,0.00081374+0.00015195i,0.00055739+5.7013e-05i,-4.1236e-05-0.00013182i,6.9806e-05+3.4522e-05i,0.0004554+0.000912i,0.0006727+0.00065465i,0.00032268+0.00011657i,-0.00025654+0.00048357i,-0.00048549+0.0010932i,-0.00034451+0.00076018i,-0.00017148+0.00087291i,-0.00025043+0.00078277i,-3.6132e-05+0.00037029i,0.00018479+0.00025955i,-4.2931e-05-7.3575e-05i,-0.00066903-0.0003055i,-0.0012101-3.7135e-06i,-0.0010271+5.2926e-05i,-0.00047778-5.5971e-05i,0.000143-0.00021846i,-0.00042105+2.0799e-05i
0.0021271-0.00015358i,0.001283+0.00025534i,0.0011202+0.00011597i,0.0017033+0.00042478i,0.00060304+0.00026252i,-0.00034945+9.7134e-05i,-1.7028e-05+0.00027245i,9.0691e-05+0.00072322i,0.00052033+0.00040515i,0.00018144-0.0006732i,-0.00079995-0.0010619i,-0.0011228-0.00025384i,-0.00015647+0.00045209i,0.0010335+0.00049057i,0.00082913+0.0012127i,0.00038542+0.00098236i,0.00054856-0.00060054i,0.00047968-0.00096064i,-6.7782e-05-0.00046861i,-0.00010759+6.7895e-05i,0.00028162+7.1124e-05i,-3.3457e-05-0.00026834i,3.0854e-05-0.0003295i
0.00093558-0.0002254i,0.00039627+0.0001828i,0.00079221-0.0012539i,0.00092077-0.0017144i,0.0001493-0.0006322i,-0.00072368+0.0004666i,-0.00050482+0.00027999i,0.00024064-8.0411e-05i,0.00033138-0.00041502i,0.00015243-0.00058514i,0.00051059-0.00028256i,0.00052802+0.00015488i,0.00032441-3.8717e-05i,0.00051929+8.3489e-05i,0.00096559+0.00070684i,0.0009377+0.00028279i,2.3065e-05-0.000223i,-0.00016952+2.0918e-05i,-3.2174e-05+0.00023764i,9.9304e-06+0.00032916i,0.00032998+0.00051476i,9.5014e-05-5.0846e-05i,-0.00027785-0.00014256i
0.0025353+0.0020968i,0.0024144+0.0012804i,0.0039079-0.00023464i,0.0026475-0.0010684i,0.00013336-0.0011295i,-0.0010809-0.0012018i,-0.00089004-0.00050794i,-0.00053486+0.00025534i,0.00010989-0.00035603i,0.00061532-0.0002761i,0.00051135+7.987e-05i,0.00035539-0.00051129i,-0.00060702-0.00094027i,-0.00088472-7.9797e-05i,-0.00036178+0.00015207i,-0.00021687+0.00092962i,-0.00049052+0.00062003i,-0.00014401-0.00022455i,0.00075974-0.00012223i,0.0007886-0.00023342i,4.4304e-05+7.3794e-05i,-0.00014271+0.00026875i,-6.763e-05+0.00048256i
0.0025284-0.001409i,0.0021206-0.0017078i,0.0012315-0.0026956i,0.00079089-0.0028254i,0.00058496-0.0012875i,0.0004614+0.00049245i,0.00066368+0.0014254i,0.00064086+0.00079262i,0.00038766-0.00033007i,0.00036754-0.00067617i,-0.00016457-0.00025659i,-0.00082208-0.0006313i,-0.00034649-0.0007348i,-6.7062e-05-0.00054293i,-0.00058717-0.00031159i,-0.00064026+0.00020189i,-6.3201e-05+0.00051202i,0.00028994+8.4052e-05i,0.00011495+0.00025204i,0.00038754+0.00036032i,0.00077434+0.00018542i,0.00070268-0.00014267i,0.00025162-0.00059108i
0.00097324+0.0010147i,0.00032896+0.0010519i,7.0865e-05+0.0017698i,0.00054334+0.0022642i,0.00069237+0.0016109i,-1.8781e-05+3.2477e-05i,-0.00069421-0.00029284i,-0.00060857+0.00054758i,-0.00023258+0.00091229i,0.00049484+0.00032254i,0.0011457-0.00055097i,0.0011059-0.00013885i,0.0008127+0.00035606i,0.00071121+0.00049879i,0.00087554+0.00087001i,0.00064928+0.0015589i,3.6163e-05+0.0018069i,0.00046559+0.0011372i,0.00036306+0.00067187i,-5.3174e-05+0.001338i,-7.8249e-05+0.0013136i,0.00010846+0.0007614i,-0.0002616+6.142e-05i
-0.0012706-0.0014174i,-0.0018903-0.0012948i,-0.0013435-0.001431i,0.00044856-0.00080583i,0.00076715+0.00016692i,0.00095576+0.00031734i,0.00065225+0.00049209i,0.00048911+0.00013373i,0.00023144-0.00015049i,-0.00057565+0.00011478i,-0.0010138+0.00011136i,-0.00084158-0.00025321i,8.5912e-05-8.9486e-06i,0.00077342+0.00078338i,0.00048143+0.0012681i,0.00047616+0.00098596i,0.00030989+0.0004878i,-0.00031973-5.53e-05i,-0.00038111+0.00024514i,-2.8944e-05+0.00062501i,-0.00022975+0.00064198i,-0.00047632+0.00069047i,3.5327e-05+0.00034307i
-0.0025223+0.00070427i,-0.0018336+0.0011932i,-0.00092254+0.0029345i,-0.00034171+0.0026914i,0.00097965+0.001042i,0.0010191-0.00042986i,0.00012543-0.0010621i,0.0002783-0.00033847i,3.4334e-05-0.00042358i,-0.00020787-0.00039359i,0.00012136+0.00038187i,0.00048807+0.0001531i,0.00040084+2.043e-05i,-8.3201e-05-6.284e-05i,0.00016453+0.00014991i,0.00022714+0.00064717i,-0.0002701+0.00026079i,-8.521e-05+0.00015663i,-5.2699e-06-0.00017218i,-0.0003044-7.7746e-05i,-0.00044764-0.0001278i,-0.00012712-0.00046855i,0.00029509-0.00058302i
-0.00154-0.0012382i,-0.00019761-0.00022465i,-0.00031773+0.0011054i,-0.00013148+0.001661i,0.00084723+0.0016995i,0.00082729+0.0015487i,0.00023227+0.0014255i,0.00028548+0.00049404i,0.00042189-0.00033152i,2.1206e-05-7.6996e-05i,-0.00025005+0.00029619i,0.00046946+4.8469e-05i,0.0013961-0.00046502i,0.0013508-0.00035032i,0.0010437+0.0001362i,0.00071418+0.00033691i,8.3362e-05+8.6599e-05i,-0.00058983-0.00038546i,-0.00059977+0.00014928i,-0.00022482+0.00067779i,7.2163e-05+0.00056839i,9.0475e-05+0.00025918i,0.00039852-0.00082068i
0.0022466-0.00050881i,0.0018417-0.00039479i,0.0013465-0.0012697i,0.0006656-0.00099264i,8.2068e-05+9.3454e-05i,-0.0005093+0.0011397i,0.00033511+0.00088496i,0.0012892-0.00041763i,0.0014879-0.0011545i,0.0011372-0.00074319i,0.00030943+0.00059184i,6.618e-05+0.0011986i,-0.00043032+0.00075422i,-0.0010195+0.00028788i,-0.00074753+9.2325e-05i,-0.00019164+0.00016267i,0.00017077+0.00056828i,0.00045632+0.00084633i,2.3023e-05+0.0011236i,-0.00014819+0.00061806i,-0.00032216+0.00014564i,-0.00057583+0.00071212i,-0.0008986+0.00068169i
-0.0019897-0.001811i,-0.0019065-0.0020659i,-0.002191-0.0016582i,-0.0012116-0.00081209i,0.00011243-0.00031421i,-1.9993e-06-0.00012223i,-0.00015291+8.3764e-05i,0.00020076-5.3167e-05i,-0.00013056+0.00015881i,-0.00021979+0.00057108i,-0.00019788+0.00010346i,0.0003956-0.0007306i,0.00079668-0.00088285i,0.00061087-0.0010837i,0.00059404-0.0010049i,-0.00015175-0.00057418i,-0.00067133-0.00023439i,-0.00057274+7.4376e-05i,-0.00098274+0.0003679i,-0.00097175+0.00039699i,-0.00054187+0.00025416i,-0.00014262+0.00021634i,0.00058579+0.00028388i
0.00032142-0.0029313i,-0.00058807-0.0040636i,-0.00075709-0.0042365i,-3.8595e-06-0.002414i,-9.8126e-06-0.00018961i,-0.0005888+0.00058643i,-0.00078585+0.000595i,3.8758e-05+0.00033311i,0.00080174+0.00013748i,0.00074078+0.00095472i,-4.3827e-05+0.00094654i,-0.00044544+0.00017898i,0.00059471-0.00037437i,0.0012784-0.00035336i,8.3645e-05+0.0002669i,-0.000387+0.0005815i,0.0004303+0.00036419i,0.00092239-0.00017362i,0.00033203-0.00050144i,0.00048971+0.00034613i,0.00049003+0.00063228i,-0.00011275-0.00057475i,-9.0729e-05-0.00084384i
-0.0012547+0.00031436i,-0.0010951+0.0010294i,0.000653+0.001297i,0.0018046+0.0013137i,0.001025+0.00062724i,-6.9137e-05+0.00015097i,-0.00054705+0.00024337i,-0.00051474+7.3358e-06i,-0.00040073-0.00065538i,-0.00096289-0.0011022i,-0.00067226-0.00021448i,0.00058045+0.00088575i,0.00052509+0.0011465i,-0.00067038+0.00016498i,-0.0013911-0.00081777i,-0.00096946-0.00093024i,-0.0002305-0.00046473i,0.00075977+0.00089447i,0.0004861+0.0016602i,-0.00090815+0.00091003i,-0.00085512-8.811e-05i,0.00011743-0.0006562i,0.00041509+5.3494e-05i
0.00039095-0.001414i,0.0012525-0.001148i,0.0014211-0.001041i,0.0014954-0.00077204i,0.0010309-0.00059858i,0.00046803-0.00027718i,0.00065355+0.00065605i,0.00060101+0.00051918i,0.00014491-0.00051073i,0.00013239+0.00012468i,0.00011987+0.00091734i,0.00023917+0.00036224i,0.00011964-0.00042004i,0.00037634-0.00029768i,0.00033195+0.00035402i,-0.00013034+0.00038029i,0.00023073+0.00035456i,0.00053976+0.00069796i,0.00032501+0.0008043i,0.00034241+0.00045799i,0.00045555+6.6657e-05i,0.00027694+0.00020206i,5.641e-06+0.00051155i
-0.00061999-0.0014328i,-0.00043955-0.0015725i,0.00022827-0.00019671i,0.0014801+0.0010123i,0.0016008+0.00054899i,0.0008856-0.00044133i,2.0055e-05+9.2844e-05i,0.00028272+0.0006987i,-5.449e-05+0.00058567i,-3.2201e-05+0.00053204i,0.00021881+0.00094447i,-7.063e-05+0.00056248i,0.00042894-0.0003698i,0.00052435-0.00077495i,-0.00054698-0.00023891i,-0.00071808+0.0010789i,0.00015155+0.0012035i,0.00029229+0.00011546i,0.00085803-0.00019767i,0.0012301-0.00016873i,0.00068045+0.00012867i,-0.00018778+0.00060533i,-0.00030153+0.00016704i
-0.00088481-0.00056285i,-0.00081255+0.00023265i,-1.5868e-05+0.0022419i,0.00046911+0.0027732i,0.00080997+0.0014662i,-1.2034e-06+0.00071672i,-0.00040955+0.00075239i,0.00018043+0.00019069i,0.00049637-0.00028531i,0.00080585-6.1482e-06i,0.0006317+0.0001277i,3.4508e-05-5.3633e-05i,-0.00060647-0.00044214i,-0.00023338-0.00021665i,-3.2948e-05+0.00025624i,-0.0003152-0.00017725i,-0.0001547-0.00056414i,-3.7327e-05+0.00051466i,-3.8199e-05+0.00080709i,0.00044185+0.00031077i,0.00034297+0.00033779i,0.00011608+0.000611i,-3.6946e-05+0.00080236i
-0.00055991-0.00075784i,-0.0005904-0.00094434i,-0.00052569+0.00018808i,0.00036446+0.00051249i,0.00049882+6.2676e-05i,0.00024472+0.00063692i,0.00034753+0.00074305i,0.00057663+0.00026426i,0.00034962+0.00011621i,-0.00015548-0.00042901i,-0.00044644-0.001086i,0.00019912-0.00074495i,0.00065593-0.00038121i,0.00032559-0.00022719i,-0.00023479+0.00010186i,-0.00014099-2.4746e-05i,-0.00018418-0.00048754i,-0.0002397-0.00035092i,0.00018593+0.00013331i,-0.00029117+8.9062e-05i,-0.00057912+3.5268e-06i,5.7049e-05-0.00029434i,0.00034306-0.00018703i
0.0018063-0.00019045i,0.0013399-0.00038392i,0.00080628-0.0012185i,-0.00024523-0.00036919i,-0.00056174+0.00016407i,-0.00014924+0.00026404i,0.00023588+0.00074756i,0.00054817+5.196e-06i,0.000449-0.00035196i,0.00032773+0.00019315i,0.00099428+0.00043031i,0.0012058+0.00062469i,0.00029106+0.00064751i,-0.00022047-0.00010255i,-0.00023891-0.00050897i,-0.00010445-0.0002118i,-0.00061993+0.00010668i,-0.0012809-0.0003191i,-0.00052848-0.00086153i,0.00013891-0.0011025i,0.00025027-0.00067008i,-0.00026918-2.224e-05i,-0.00074514+0.00018803i
-0.00070367-0.0041648i,-0.00038057-0.003569i,-0.00088993-0.0010064i,-0.00074477+0.0010181i,-0.00064323+0.00174i,-0.001047+0.0012958i,-0.00068324+0.00025363i,2.2382e-05-0.00049077i,-0.00028497-0.00072685i,-0.00081217-0.00082698i,-0.00040205-0.00060231i,0.00015671-0.00025838i,3.0893e-05-0.00046927i,-0.00016575-0.00052051i,0.00049093-0.00051055i,0.00071487-0.00037901i,-1.8903e-05-0.00039063i,-0.00047307-0.00028985i,-0.00028459+0.00040196i,-0.00023939+0.00061083i,-0.00070676+0.00041053i,-0.0004775+0.00042713i,-0.00032835+1.621e-05i
0.001481+0.0025912i,0.0014064+0.0025341i,0.0019865+0.0019938i,0.0020664+0.0012238i,0.0020977-0.00012953i,0.0015355-0.00079119i,0.00043711+8.4899e-06i,-0.00036925+8.1924e-06i,-0.00050291-0.0002307i,-2.4148e-05-0.0009092i,-0.00016016-0.00089762i,-0.00082602-0.0002576i,-0.0011674-0.00048221i,-0.00082741-0.00075693i,-0.00048314-0.0014446i,0.00086587-0.0016797i,0.0016837-0.00029312i,0.0015316+0.00048679i,0.0010343+0.00064262i,0.00095785+0.00012773i,-8.5183e-05-0.00011871i,-0.001621+0.00033059i,-0.0016637+0.00028235i
-0.0013471+0.0019816i,-0.0020103+0.0029907i,0.00019341+0.0018754i,0.001814-7.1672e-05i,0.0018582-0.0013674i,0.00065135-0.0011287i,4.7189e-05+2.4457e-05i,0.00065545+0.00096943i,0.0011032+0.0010682i,0.00083851+0.0013179i,6.1988e-05+0.00073746i,-0.0002608+0.00050603i,-0.00017454+0.00079855i,-0.0006011+0.00054884i,-0.0013463+0.00052073i,-0.00099593+0.00051247i,0.00053788+0.00014722i,0.0010732-6.1225e-05i,0.00010418+0.00030944i,-9.2712e-05-3.9365e-06i,0.00098182-0.00068442i,0.00084731-0.00065897i,-1.4867e-05-7.7198e-05i
-0.00076619-0.0014121i,-0.0012757-0.00080335i,-0.00061642+0.00019995i,-7.5346e-05+0.0003964i,-2.1549e-05+0.00037146i,0.00059463+0.00064478i,0.00084227+0.00073767i,0.00085222+0.00021284i,0.0011207-6.8811e-05i,0.00076656+0.00026136i,-0.00085298+0.00026133i,-0.0014815+0.00034427i,-0.000639+0.00031654i,-0.0006862-1.5706e-05i,-0.0012197-4.4375e-06i,-0.00051906-0.00042051i,0.00033336-0.00064262i,-0.00027689+5.8119e-05i,-0.00074287+0.00056351i,-0.0002746+6.3767e-05i,0.00072667+0.00035894i,0.00024385+0.00055107i,-0.00035354+0.00059153i
-0.00046826+0.00071009i,-0.00085535-3.2869e-05i,0.00052601+0.0012359i,0.0017513+0.0017591i,0.0012129+0.0012967i,-9.9134e-05+0.00028794i,-0.00015512-0.00022052i,0.00023328+0.00021503i,0.00016575+1.1487e-05i,0.00046319-0.00074867i,0.00016603-0.00049542i,-0.00054262+0.00035493i,-0.00067392+5.5246e-05i,-0.0010834-0.0008062i,-0.0005563-0.0011041i,0.00062176-0.0013534i,0.00036949-0.0011778i,-0.00022927-0.0011299i,0.0003323-0.00080736i,0.00036887-2.1536e-06i,-3.5658e-05+0.00053475i,0.00045118+0.00059802i,0.00029889+0.00035478i
0.00081568+0.0012386i,0.0013844+0.0014909i,0.0017006+0.0014749i,0.0014772+0.0010043i,0.0018195+0.0006069i,0.0016893+0.00025403i,0.00068798-0.00014462i,0.00059132+0.00020541i,0.00050421+0.00063866i,-0.00036933+0.00066266i,-0.0011272-0.00023685i,-0.00074243-0.00065557i,-4.7099e-05-0.00053855i,8.865e-05-0.00028383i,-0.00014041-0.00010626i,0.00056588-0.00060278i,0.00099676-0.000841i,-0.00025136-0.00050928i,-0.0007653-0.00011239i,-0.0003542+0.00038707i,-0.00045275+0.0006149i,-0.00044058+0.00069394i,4.0578e-05+0.0012909i
-0.00052542-0.00055083i,-0.001976-0.00067682i,-0.0016657-0.00023425i,0.00072726+0.0011763i,0.0018328+0.0019291i,0.00131+0.00080872i,0.00092321-0.00022719i,0.0015292-0.00057523i,0.0012858-0.00044976i,0.00051219-8.6561e-05i,0.00037586-0.00015571i,0.00077567-0.00046065i,2.7354e-05-0.00051929i,-0.00053378-3.5334e-05i,-0.00030288-0.00022i,-0.00037871-0.00037758i,1.0368e-05-0.0004965i,-0.00010582-0.00055089i,-0.00046894+9.3927e-05i,-0.00048903+0.00036954i,3.1383e-06-0.00020324i,0.00046164-0.00035785i,0.00049378+1.1593e-05i
-0.0013475-0.00041873i,-0.0022+0.00075996i,-0.001085+0.00044557i,0.00022502+0.00028861i,0.00032612+0.00049605i,-0.00055933+1.4614e-05i,-0.00095366-0.00030137i,0.000332-0.0002697i,0.0011874-6.8925e-05i,0.0012448+0.00032662i,0.00090089+0.00068894i,0.00067583+0.0010515i,0.0003777+0.0006791i,0.00052904-8.3415e-05i,0.00045293-0.00010073i,-1.3256e-05+0.00038086i,-0.00017425+0.00080005i,-0.00038681+0.00099415i,-2.2266e-05+0.00073106i,0.00075979+0.00025606i,0.00078968+0.00011031i,0.0004029+0.00078274i,-7.8657e-05+0.00068898i
0.0013117-0.0005144i,0.0017415-0.00081858i,0.0021736-0.00061683i,0.0023098-0.00069999i,0.0020422-7.4239e-05i,0.00074562+0.00073905i,0.00028033+0.00025956i,0.00070477+0.000258i,0.00066677+0.00052107i,0.00038389+0.00031904i,2.9747e-05+2.3394e-06i,-0.00046951-0.00040736i,-0.00083246-0.00047879i,-0.0011631+5.3632e-05i,-0.0011531-0.0001062i,-7.886e-06-0.00011049i,0.00062352+0.00044053i,-6.8752e-05+0.00047996i,-0.00019854+0.00050438i,-0.00026512+0.00043155i,-0.00018656+6.3305e-05i,0.00042119-0.00020418i,0.00027988-9.2736e-05i
0.00079097-0.00052267i,0.00064666-0.00061229i,0.00092314+0.00063064i,0.0010952+0.0012022i,0.001007+0.00065131i,0.00087716+2.6229e-05i,0.00055544-0.00015472i,0.00038039+0.00043754i,0.00067331+0.00033225i,0.00043957+0.00016556i,0.00010212+0.00067808i,0.00039339+0.00091929i,0.00095368+0.0012255i,0.00072827+0.00022728i,0.00013599-0.00043362i,0.00011522+0.00043407i,0.00052317+0.00037903i,0.00050947+4.054e-05i,-0.00024426+0.00030002i,-0.00089338+0.00034736i,-0.00067116+0.00043421i,-2.6016e-06+0.0007037i,0.00048879+8.3556e-06i
