0.0010178-0.00089457i,0.0010548-0.0011857i,9.1367e-05-0.0024219i,-0.0008712-0.0022049i,-0.00048055-0.0011955i,-0.0001788+0.00077473i,8.7003e-05+0.0014019i,0.0016231+0.0011165i,0.0020667+0.00058398i,0.00094491-0.00025439i,0.0006995-0.0006088i,0.0011019-0.00038844i,0.0010243+0.00023039i,0.00029928+0.00049481i,-0.00031467+0.00055102i,-0.00019245+0.00039822i,-0.00058106+0.00041527i,-0.00097389+0.0010007i,-0.001005+0.00074632i,-0.00092501-0.00020029i,-0.00016394+0.00016497i,0.00066136+0.00071081i,0.00059397+0.0003039i
0.0014968+0.0031702i,0.0014115+0.0024409i,0.0011652+0.0016429i,0.0017242+0.00012159i,0.0014978-0.001652i,0.00056318-0.0022986i,-7.8519e-05-0.0017773i,0.00038589-0.00033257i,0.00083508+0.0002296i,0.0006276-0.00012035i,9.9582e-05-0.00059585i,-0.00020777-0.00054952i,-0.00038256-0.00017982i,-0.00051325+6.7656e-06i,-0.0009981-0.00050462i,-0.00069544-0.00023651i,5.6238e-05-9.5051e-05i,-0.00032476-0.00082372i,-0.00033016-0.00034744i,-6.7482e-05+0.00050558i,-0.00048847+0.00039261i,-0.00013502-7.7493e-05i,0.00077482-0.00017856i
0.00033522-0.00027201i,0.0011853-0.00097528i,0.0014801-0.00063901i,0.0014983+0.00013425i,0.0014034+5.2021e-05i,0.00085166-0.00043469i,0.00020772+0.00015128i,-0.00016314+6.8131e-05i,5.5454e-05-0.00059498i,0.0011476+0.0001666i,0.0013879+0.00088075i,0.00029984+0.0004787i,-0.00034381-0.00041534i,-0.00013623-0.00051037i,7.596e-05+0.00025687i,-0.00029492+0.00026426i,-9.1636e-05-0.00032743i,0.00081295+0.00036851i,0.0011381+0.00072321i,0.00056128-0.00013797i,0.00016028-0.00052202i,-0.00021523-0.00010758i,-0.00061878+0.00077583i
-0.00069972+0.0015934i,-0.0016929+0.002415i,-0.0010645+0.0017948i,0.0010616-7.9412e-07i,0.0022133-0.00094558i,0.0021359-0.00099553i,0.0020197-0.00048947i,0.0015228-0.00057379i,0.0014243-0.00067337i,0.0013555-0.00050742i,0.0007366-0.0004053i,0.00026429-0.00042863i,0.00024618-0.00051044i,-0.00030165-0.00055449i,-0.00038449-0.00076135i,-0.00054596-0.00020552i,-0.00057267+0.00031985i,-2.4333e-05+0.00020107i,-9.442e-05-2.9755e-05i,-0.00070159-9.6664e-05i,-0.00024912-0.0004595i,0.0003468-0.00040655i,-0.00022203-0.00022178i
0.002015-0.00084601i,0.002317-0.00071988i,0.002452-0.0019478i,0.001757-0.0033188i,0.00059384-0.0025321i,0.00024433-0.00076553i,0.00028483-5.5298e-05i,0.0003711-0.00039924i,0.00081796-0.0014196i,0.0013014-0.001477i,0.00091423-0.00019445i,0.00064146+0.00067882i,0.00061524+0.00062791i,0.0004803+0.00049874i,-0.0001627+0.00064408i,-0.00064746-5.2186e-05i,-0.00044053-0.00063983i,-0.0002167-0.00048543i,0.00036403-0.00031092i,0.0009239-0.0001128i,0.00019681+0.00033625i,-0.0011247+0.00085671i,-0.00089942+0.00031863i
-0.00053338-0.0002587i,-0.00086861-0.00074282i,-0.0011833-0.00016428i,-0.00052801-0.00029189i,0.00097057-0.0011826i,0.0014609-0.0013325i,0.0010753-0.0011228i,0.0013768-0.00028706i,0.0009608-0.00047834i,-0.00026089-0.00049765i,-0.00046934+0.00012387i,-4.8742e-05-0.0007002i,-0.00026243-0.0011828i,-0.00034005-0.00077618i,-0.00034352-0.00056227i,-0.0004594-0.00031473i,-0.00016686+0.00018143i,-0.0004251+0.00085986i,-0.00029382+0.0013668i,-0.00010662+0.00093677i,-0.00013305+0.00010264i,5.2525e-06-0.00044478i,-4.1077e-05-0.0006189i
-4.2179e-05+0.0015664i,0.0015134+0.003116i,0.0025374+0.0021172i,0.0027189+0.00018546i,0.0026788-0.00080678i,0.0016048-0.0010045i,0.00075371-0.00054925i,0.00062762-0.00077295i,0.00060372-0.0013878i,0.00016509-0.00042171i,-0.00028829+0.0004266i,0.00026025+0.00049864i,-0.00072081+0.00054769i,-0.0017689+0.00016522i,-0.00099475-0.00015639i,-0.00013665-0.00047505i,-0.00022304-0.00083391i,0.00016324-0.0011385i,0.00036471-0.00093613i,0.00029476-0.00014934i,0.00065015-3.1715e-05i,0.00096894+1.9954e-05i,0.00098884-5.2024e-05i
-0.0012343-0.001275i,-0.0016614-0.0017946i,-0.00053262-0.0012015i,0.00034084-0.00084799i,0.0012674-0.00075848i,0.0015354-0.00029115i,0.00064902+0.00024055i,-5.1615e-05-0.00010521i,-0.00053968-8.5351e-05i,-0.00078104+0.0010712i,-0.0007396+0.0011293i,-0.00026408+0.0004983i,0.00032288+0.00056368i,0.00073175+0.0011468i,0.0006182+0.0013229i,-0.0001645+0.00091625i,-0.00060895-5.972e-05i,0.00058933-0.00064025i,0.00097271-0.00025558i,0.00045002+0.0001662i,0.00037967+0.00051456i,0.00018767+0.00011945i,0.00018493-0.00039454i
-0.00057902-2.4674e-05i,0.00032992+0.00078582i,0.0013156+1.5095e-05i,0.0015621-0.00060461i,0.0010135-0.00023924i,0.00055628-2.8349e-05i,0.00023128+0.0004955i,0.00046028+0.00060771i,0.00092739+2.2481e-05i,0.0011192-0.00021547i,0.0006336-0.0002927i,0.00046646-0.00061169i,0.00067719-0.00075134i,0.0005334-0.00039534i,0.00051449-2.6015e-05i,0.00066164+0.00022125i,0.00017992+0.00028805i,5.1464e-06+0.0001603i,0.00011573+0.00075884i,-0.00014995+0.00057515i,-0.00021808-0.00017781i,-0.00035561+0.00025072i,-0.0005416+0.00048279i
0.00060865+0.0015805i,-0.00043513+0.0026757i,0.00029475+0.0029333i,0.0013679+0.00029548i,0.0024998-0.0025977i,0.0023302-0.0032053i,0.0014917-0.0021424i,0.0015341-0.00087942i,0.0014901-0.001133i,0.0013696-0.0013086i,0.00063943-0.00052363i,-0.00021783-0.00034295i,-0.00036812-0.00088148i,-0.0006604-0.00045274i,-0.00050378+0.00021408i,-4.371e-05-1.4199e-05i,6.47e-05+0.00017784i,-0.00010789+0.00057061i,-6.935e-05+0.00081359i,0.00013189+0.00047905i,0.00060933-0.00024228i,0.0012969-0.0002337i,0.0012632-4.9658e-05i
0.0013029-0.00058867i,0.002577-0.00056496i,0.0021066-0.0013252i,0.0016697-0.0023735i,0.0014513-0.0020799i,0.00021295-0.00062105i,-4.515e-05+0.00015956i,0.00020702+0.00055531i,0.00063255-0.00046662i,0.00052865-0.0014217i,-0.00010779-0.0010092i,0.00060654-0.00047962i,0.0010849-0.000149i,0.00048191+0.00010077i,0.00029184+0.0007041i,0.00035484+0.0010969i,0.00033375+0.0009646i,0.00044273+0.00043834i,0.00030601+0.00030772i,-0.00017711+0.00056009i,-6.0518e-05+6.2775e-05i,0.00024962-0.00040716i,-1.3146e-05+0.00034294i
0.00067549-0.0006629i,0.00030208-0.00047461i,-0.00034764-0.00099927i,-0.00028818-0.001505i,9.2953e-05-0.0016326i,0.0006959-0.0010957i,0.00051623-0.00027134i,-0.0001127-0.00054933i,-5.2104e-05-0.0010757i,0.00029513-0.00072724i,6.7789e-05-0.00094721i,-0.00058763-3.4605e-05i,-0.00060774+0.00057456i,-0.00022628+0.0003111i,-0.00012347+0.00059894i,-0.00025891+0.00022916i,-0.0003339-0.0003617i,-9.5132e-05-0.00025872i,-0.00030862-0.00020993i,-0.00020085-0.00087001i,0.00041358-0.0012793i,0.00058208-0.00017869i,0.00011454+0.00047693i
0.00084554+0.001195i,0.00097689+0.0010983i,0.0023758+8.487e-05i,0.0032976-0.00097962i,0.0031657-0.0019808i,0.0017063-0.0022521i,0.00098351-0.000849i,0.0010051+0.00015555i,0.00026617+0.00010028i,8.3959e-06+0.00048872i,0.00024603+0.0010311i,0.00059318+0.0005937i,0.00099432-0.00015033i,0.0005576+5.858e-05i,-0.00027987-3.4205e-05i,-0.00020698-0.0004814i,-0.00070047+0.00011654i,-0.00094006+0.00052024i,-0.00026305+0.00014437i,-4.8168e-06-5.3922e-05i,0.00030579-0.00031218i,0.00015866-9.0001e-05i,-0.00037063-0.00037548i
0.00033941+0.001892i,0.00083448+0.0025383i,0.0016852+0.0014786i,0.0017516-0.0002483i,0.0015001-0.0017032i,0.0011386-0.0021077i,0.00070235-0.0011514i,0.00080869-0.0004356i,0.0014464-0.00063351i,0.0014411-0.00043342i,0.0010337-0.00023262i,0.00084414+0.0001048i,0.00037632+0.00061065i,-0.00023543+0.00084438i,-0.0004572+0.00079674i,-0.0005124+0.0004871i,-0.00018588+0.00076472i,0.00015974+0.001221i,-0.00044353+0.0010239i,-0.00055769+1.4936e-05i,-0.00036587-0.00065455i,-0.00019158-0.00077742i,0.00050503-0.0004936i
0.0036685-0.00024928i,0.0041905+0.00011824i,0.0032489-0.0010305i,0.0012674-0.0024646i,0.00037643-0.0021518i,7.8788e-05-0.00023797i,-0.00051674+0.00026165i,-0.00027947+0.00013279i,-0.00024323-0.00061082i,-0.00020351-0.0012612i,-0.00027992-0.0007595i,-0.001152-0.0006701i,-0.00095606-0.00052063i,0.00026419-0.00028148i,0.00078174-6.9442e-05i,0.00046872-0.00022255i,0.00023981-0.001101i,0.00032072-0.0013072i,0.00039254-0.0012278i,0.00030244+0.00015114i,-4.7712e-05+0.000937i,-0.00048047+0.00022818i,-0.00048079-0.00039204i
-0.004483+0.00092556i,-0.0032017+0.0023294i,4.5703e-05+0.0024285i,0.0016334+0.00083851i,0.0020452+3.6677e-05i,0.0017305+0.00025401i,0.0013707+0.00037146i,0.0014965+0.0006381i,0.00096962-0.00017662i,0.00093198-0.00065076i,0.0014304-0.00026094i,0.00092021+0.00010845i,0.00044044+0.00039149i,0.00025265+0.00041865i,-0.00039292-8.2268e-05i,-0.00068741-0.00073584i,-5.7816e-05-0.00060717i,0.00055989-0.00019402i,-6.702e-05+0.0002092i,-0.00031149+0.00033655i,0.00018996+0.00014652i,0.00022723+0.00020129i,0.00020226-0.0002246i
0.014918+0.0020353i,0.016855+0.0017832i,0.017038-0.0063729i,0.0087404-0.011553i,-0.00033309-0.012621i,-0.0046596-0.0068344i,-0.0027068-0.00022176i,0.00011541+0.00013069i,0.0014495-0.0024503i,0.00091286-0.0037652i,-0.0015168-0.0025162i,-0.0021028-0.00036301i,-0.0017745+0.0011855i,-0.0019854+0.0017068i,-0.0022168+0.0012951i,-0.00058891+0.00042912i,0.00094536-0.0010749i,7.9446e-05-0.0013336i,-0.00038533-0.00024739i,-0.00025938-0.00035345i,4.6335e-06+0.00018337i,0.00044194+0.0016316i,0.00078524+0.0012652i
-0.0022673+0.00011239i,-0.0032524-4.5634e-05i,-0.0022496+0.00086461i,0.00054985+0.0012818i,0.001128+0.0013862i,0.00074789+0.001669i,0.00039448+0.0015381i,0.00039209+0.00085657i,0.00011521+0.00045829i,-0.00068714-5.5478e-06i,0.00044575-1.3063e-05i,0.0005538+0.00043085i,-0.00043268+0.00025478i,-0.00061609-0.00068046i,-0.00060463-0.0017145i,-0.0004137-0.0014973i,2.565e-05-0.00039513i,0.00038968-7.8815e-05i,0.00021157-0.0003019i,-0.00010989+0.00025089i,-0.00054372+0.00027676i,-0.00083078-0.00031206i,-0.0010227-0.00042052i
-0.0014363+0.00078575i,-0.0020349+0.0011731i,-0.0026468+0.0016899i,-0.00088303+0.0013851i,0.0011749+0.00097391i,0.0019816-0.00055902i,0.0017584-0.0014083i,0.0011607-0.00012217i,3.7576e-05+0.00095614i,2.5424e-05+0.0010876i,0.00064565+0.00027232i,0.00056668+2.3356e-05i,0.00022242+0.00028862i,0.00021498+4.065e-05i,0.00059571-0.00048646i,0.00030013+4.8624e-05i,-4.2843e-05+0.00059523i,6.7243e-05+0.00027443i,8.9298e-05+0.00025524i,0.00035761+0.0002866i,0.00025024+0.00074084i,-0.00015194+0.0010911i,0.00011651+0.00044481i
0.0019316+0.00085442i,0.00083405+0.00077462i,0.0023148+0.00073056i,0.0041005-0.00071837i,0.0034893-0.0017142i,0.00099958-0.001349i,-0.0002663-0.0011952i,0.00030566-0.0003229i,0.00024985+0.00037563i,0.00018221+0.00026072i,-7.6528e-05-0.00065776i,-5.3857e-06-0.0010601i,2.7479e-06-0.00018923i,-0.00062064-0.00064567i,-0.00097537-0.0010951i,-0.00042811-0.00018992i,-7.2816e-05+0.0003769i,-0.0005856-0.00024008i,-0.0009999-0.00079986i,-0.0010496-0.00030395i,-0.00015379+0.00011278i,0.00041253-0.00036333i,0.00028677-0.00065219i
0.0007534-0.00095716i,0.0011004-0.00052932i,-6.0898e-05-0.00072276i,-0.00079668-0.00077564i,-0.0012503+0.00015264i,-0.0017143+0.00138i,-0.0010948+0.0014271i,-0.00029978+0.00044434i,0.00078989+0.00022569i,0.0013479+0.00050459i,0.0012755+0.00060779i,0.00047337+0.00072674i,-0.00014981+0.00050698i,0.00030145+0.00032764i,8.5815e-05+0.00024961i,-0.00026328-0.00014402i,0.00049921-0.00029491i,0.00077651+0.0004497i,0.00045204+0.00071644i,2.8583e-05+0.00037483i,-0.00039421+0.00034703i,0.00024906+0.00018512i,0.00075352+0.00052538i
0.0015392+9.7116e-05i,0.00077862-0.0012167i,0.001766-0.0027814i,0.0020232-0.0030466i,0.00057188-0.0023356i,6.0547e-05-0.0022549i,0.00024824-0.0018113i,6.359e-05-0.00099085i,-0.0001325-0.0012378i,0.00035469-0.00090556i,0.00019036-0.00011906i,0.00013208+8.4973e-05i,-9.9393e-05+0.00021492i,-0.00046738-0.00017712i,7.1201e-05-0.00051211i,0.00040618-8.5525e-05i,-4.5848e-05+0.00038395i,0.00052898+0.00053658i,0.00095484+0.00067736i,0.00033686+0.00043929i,-0.00031345+0.00026452i,-0.00061147-0.0001859i,-0.00017153-0.00055003i
-0.00056013-0.00092589i,-0.00051241+0.000117i,-0.00032416+0.00089068i,0.00022959+0.00088079i,0.00030966-0.00097008i,2.8123e-08-0.0017511i,-1.0643e-05-0.0016277i,0.00020768-0.0013324i,-0.00059877-0.00057321i,-0.0011969+0.00025868i,-0.00080906+0.00073356i,-0.00059275+0.0001555i,-0.00012555-0.00015078i,0.00042235-0.00016284i,7.4755e-05-0.00022494i,-7.8559e-06+1.4528e-05i,0.00024437-3.7608e-05i,0.00036005-0.00086096i,0.00011443-0.00088725i,0.00013002+0.00013367i,0.00044965+0.0004498i,0.00021424-0.00021963i,0.0005434-0.00019871i
0.00029494-0.00028141i,0.0002399-0.00048225i,0.00015551-0.00065053i,-0.0004337-0.00037437i,-0.0010413-0.0004246i,-0.00043854-0.00079916i,0.0001664-0.00060807i,0.00035126-2.5009e-05i,0.00080057+0.00018946i,0.00052578+0.000101i,0.00078388+0.00012398i,0.00090603+0.00031546i,0.00065531+0.00034887i,9.9094e-06+0.00024922i,-0.00057858+0.00025911i,0.00023977+0.00038807i,0.00055238+3.025e-06i,-5.5202e-05-0.00078577i,-4.8923e-05-0.00080357i,0.00045393-0.00012998i,0.00072881-2.567e-05i,-0.000353-0.00045858i,-0.00020283-0.00051152i
0.00055706-0.0009652i,0.00064922-0.0018008i,0.0015242-0.0020025i,0.0012628-0.0014512i,0.0010158-0.0015069i,0.001634-0.00096347i,0.0017323-0.00023153i,0.0014151-0.00061316i,0.00090411-0.00093982i,0.0001132-0.00064905i,-0.00033285-0.00037692i,-0.00034791+4.6417e-05i,0.00020893+0.00049834i,0.00055089+0.00090324i,0.00095148+0.00027518i,0.00067118-0.00071007i,-0.00087934-0.0013659i,-0.00083184-0.0007557i,-0.00030539+0.00033151i,-0.00034691+0.00091357i,-0.00012249+0.00078304i,0.00010142+0.00049853i,0.00024817+0.00042471i
0.0011835-0.0016655i,0.00066041-0.0020303i,-0.00030098-0.0027855i,-0.0010149-0.0031834i,-0.0008274-0.0022741i,-0.00021375-0.0011742i,2.9852e-05-0.0008559i,-9.133e-05-0.00029887i,-0.0003455-0.00048292i,0.00027093-0.00086817i,0.00024869-1.3386e-05i,-5.7441e-05+0.00058509i,-0.00010695+0.0014113i,-0.00072007+0.001368i,-0.0010259+0.00065632i,-0.00022344-2.4035e-07i,0.00067991-0.00044354i,0.001298-0.00019794i,0.00067268-0.00020004i,0.0002969-0.00052043i,0.00024639-0.00033784i,0.00057633+0.00010598i,0.0010049+0.00037825i
0.00035952+0.00081379i,0.00040665+0.00041684i,0.0012573-0.00014975i,0.00081512-0.00031035i,-0.0003262-0.00081897i,-0.001022-0.0010535i,-0.00065532-0.00045242i,-7.4234e-05+0.0003552i,-0.00054729+0.00053262i,-0.00097201-0.00017806i,-0.00038656-0.00067359i,0.00013485+0.00020137i,0.00040668+0.0010756i,0.00023089+0.0012262i,9.6097e-05+0.00043871i,-0.00011659+0.00014703i,-0.00056456+0.00033128i,-0.00092015-0.00034761i,-0.0010415-0.0006305i,-0.00036966-0.00015884i,0.00020745-0.00011318i,0.00037847-2.748e-05i,0.0003046+0.00014337i
0.00091951+0.0025605i,0.0018121+0.0019701i,0.002216+0.0010739i,0.0024117-0.0006551i,0.0026497-0.0023754i,0.0018241-0.0021545i,0.0014691-0.0015618i,0.0013631-0.00032001i,0.0006065+0.0010304i,0.00044722+0.00041027i,0.00048641-0.00046109i,0.00061+2.3919e-05i,-5.083e-05+9.5254e-05i,-0.0010468-0.00081497i,-0.0012089-0.0013854i,-0.00097039-0.00075969i,-0.00020449+0.00069716i,0.00038318+0.0010718i,0.00053177+0.00082481i,0.00022801+0.00043576i,7.6991e-05-0.00010438i,-0.00031181-0.00027979i,-0.00068678+0.00023451i
0.00019151-0.0016975i,0.00013353-0.001719i,-7.4053e-05-0.00093488i,-0.00010727-4.8998e-05i,-0.00078504+0.0002698i,-0.00074316-7.3927e-05i,-0.00051325-0.00072453i,-5.9477e-05-0.0014045i,8.9073e-05-0.0010012i,-0.00015292-0.00062923i,-0.00024853-0.00049238i,-0.00053408-0.00071475i,0.00018253-0.0012786i,0.0010906-0.0010071i,0.00099222-0.00023164i,0.00068856+0.00057408i,4.2795e-05+0.00098065i,-0.00046286+0.00063074i,0.00019591+0.0002021i,0.00037659+0.0003865i,-0.00012323+0.00012481i,-0.00081105-6.3855e-05i,-0.0011624-4.2021e-05i
4.6402e-05-0.002718i,0.00097029-0.0031096i,0.0016081-0.0029131i,0.0015909-0.0020529i,0.0014767-0.00058302i,0.00087833+0.00070332i,0.00036155+0.001383i,-0.00020384+0.0016095i,-0.0014401+0.0014149i,-0.0014478+0.00098175i,-0.00049906+1.5418e-05i,0.00056947-0.00057294i,0.00048891-7.5135e-05i,-0.00042004+0.00021202i,-0.00076738+0.00043484i,-0.00044928+0.00060182i,-0.00021868+0.00031176i,-0.00010272-0.00019619i,0.00042843-3.3082e-05i,0.0003499+0.00053201i,-1.1714e-05+0.00014709i,1.3158e-08-0.00049987i,-0.00046157-0.00074377i
0.00020475+0.0014141i,0.0010631+0.0011455i,0.0011906+0.00030456i,0.00093554-0.00025409i,0.0009187-0.00050464i,0.00085781-0.0012347i,0.00077694-0.00089405i,0.00066979+5.2605e-06i,0.00059199+1.2111e-05i,0.00050363-0.00045142i,2.4473e-05-0.00046375i,-0.00044471-5.4501e-06i,-0.00034456-0.00016105i,-6.8236e-05-0.00023836i,0.00030936+0.00014502i,0.00076586-0.00071293i,0.00052128-0.0015183i,0.00024062-0.0015215i,6.5593e-05-0.00095501i,-0.00022979-0.00073968i,0.00025553-0.00073127i,7.2817e-05-3.5544e-05i,0.00013161-0.00014216i
-0.0017887+0.00019739i,-0.0017607+0.0010463i,-0.0005392+0.00159i,0.00028771+0.00099704i,0.0010376-0.00034791i,0.00071951-0.0017107i,-0.00012731-0.0012449i,0.00031511-0.00031531i,0.0010723-0.00037484i,0.0012987-0.0003846i,0.00091166-0.00034177i,2.2455e-05+0.00056298i,-0.00051612+0.0016177i,-8.8378e-05+0.0012296i,0.00014459+0.00058541i,-8.8146e-06+0.0001777i,0.00074959+0.00036234i,0.0009411+0.00066995i,0.00049065+0.0004318i,4.3192e-05+0.00041034i,-0.00037791+0.0006405i,0.00023728+0.00096991i,0.00047201+0.0010658i
0.00245-0.0006337i,0.0023128-0.0020777i,0.0023518-0.002456i,0.0021598-0.0014328i,0.00072848-0.0011705i,-0.00019961-0.00077536i,0.00019233-0.00016445i,4.5578e-05+0.00055229i,-0.00065361+0.00042379i,-0.00073024+1.9318e-05i,-0.00038405-0.00013623i,-0.00045658+0.00010528i,-0.00057444+0.00063655i,-0.00017423+0.00024043i,-0.00032284-3.8455e-05i,-0.0010712-0.00021757i,-0.00081453-0.00038443i,-7.8966e-06-0.00090093i,0.0003836-0.00049932i,0.00059548+0.00072773i,0.00042658+0.00035247i,-8.3658e-06-0.00045554i,-1.6958e-06-0.00035996i
-0.00087355+0.00080055i,-0.0010534+0.00084125i,-0.0025879+0.00029084i,-0.0020578-0.00023538i,0.000193+0.00023609i,0.0016747+4.0034e-05i,0.00092727-0.00044315i,0.00015205+0.00048284i,-0.00012173+0.0018832i,0.00013593+0.001822i,0.001269+0.0014736i,0.0013548+0.00072061i,0.0005791+0.00072885i,0.00053294+0.00034338i,0.00078776-0.0012131i,0.00017617-0.00095527i,-0.00057821+0.00045034i,-0.0013674+0.0012402i,-0.001414+0.00022749i,-0.0002358-0.00072183i,-0.00012107-0.00079446i,0.00027975-0.00043306i,0.0011765+0.00016296i
-0.0015617+0.00018926i,-0.0024399-0.00024599i,-0.0003379+0.0011537i,0.0021087+0.00086745i,0.0026886-0.00089474i,0.0017899-0.0018841i,0.0003703-0.0010549i,0.00017998+5.2216e-05i,0.00037796-0.00013612i,0.00019973-0.00038785i,0.00016655-0.00057339i,-6.6798e-05-0.00034i,-0.00040081+7.6481e-05i,-0.00056474+8.0347e-05i,-0.00029036-0.00016128i,0.0007053+5.2496e-05i,0.0010227+7.9531e-05i,0.00022991+7.1124e-05i,1.5897e-05-0.00031921i,0.00017778-0.00025745i,0.00029728-0.00035834i,0.00053021-0.00031655i,0.00026448-0.00050464i
0.00013325+0.00063013i,0.0010169+0.00046928i,0.0015758+0.0015075i,0.0014301+0.0023077i,0.0011731+0.0011915i,0.00080315-0.00084723i,0.00076215-0.001095i,0.00022808-0.00044806i,-0.001325+2.0072e-05i,-0.0015313+0.0006734i,-0.00033492+0.0013341i,5.2863e-05+0.0011843i,-0.00039121+0.00027856i,-7.8531e-05-0.00020692i,0.00050206+0.00019472i,0.00011494+3.4113e-05i,-0.00070818+0.00012287i,-0.00037358+0.0002144i,0.00035448-0.00077738i,4.1475e-05-0.00083746i,-9.0493e-05-0.00099356i,0.00023655-0.00099047i,7.1762e-05+0.00018181i
-0.0025213-2.7008e-05i,-0.002129+0.00038829i,-0.00097265-0.00038563i,-0.00010918-0.00080249i,0.0016424-0.0015144i,0.0026929-0.001244i,0.0017529-0.00039929i,0.00040091+8.9777e-05i,0.00052608+0.00015978i,0.00078168+0.00010595i,-3.9773e-05+0.00010096i,-0.000644+0.000282i,-0.001085+0.00026751i,-0.00070733+0.00010398i,-0.00064812-1.3173e-05i,-0.00091019-0.00029559i,-0.0003902-0.00023362i,-6.9694e-05+0.00016441i,-3.4926e-05+0.00021528i,9.5824e-05+5.3825e-05i,-6.4944e-05+9.2444e-05i,-4.0196e-05+0.00037351i,-0.00030474+0.00062497i
-0.00084771+9.6347e-05i,-0.001695+0.001233i,-0.0023172+0.0031804i,-0.00090753+0.0022355i,0.0010524-0.00048244i,0.0024841-0.0024269i,0.0025036-0.0017731i,0.0015643+4.0195e-05i,0.00090588+3.4383e-05i,0.0007124-6.9145e-05i,0.00050179+0.00028394i,-4.666e-05+0.00030482i,-0.00028527-0.00023005i,-1.4493e-05-0.00064997i,-0.00025818-0.00031435i,-0.00021962-0.00023601i,0.00060389-0.00081611i,0.00051309-0.0008091i,-9.1586e-05+0.0002281i,-0.00031187+0.00070808i,-0.00049377+0.00040868i,-0.0002893-0.00026198i,-0.00030758-0.00072294i
0.0026588+0.002613i,0.0025319+0.0015243i,0.0029363+0.0004475i,0.0018789-0.00083152i,3.068e-05-0.0017274i,-0.0012236-0.0017018i,-0.0013665-0.0016183i,-0.00085003-0.0010741i,-0.0002437+0.00028338i,-0.00020645+0.00088855i,-0.00059487+0.00039882i,-0.00036529-0.00010326i,-0.00015826+0.00016988i,0.00039981+0.0012614i,0.00089773+0.0014191i,0.0011208+0.00045932i,0.00081819-0.00013824i,0.00013576-0.00069191i,5.798e-05-7.124e-05i,0.00069581+0.00057307i,0.00044652+0.00019119i,-7.7668e-05-0.00043433i,1.3287e-05+0.00028374i
-0.0012402-0.00081121i,-0.00085334-0.00096736i,0.00055565-0.0016072i,0.0018033-0.0019521i,0.0022-0.00085946i,0.002146-0.00029376i,0.0016827+0.00051135i,0.0010965+0.001536i,-5.6811e-05+0.0013938i,-0.00086317+0.00021973i,-0.00058129-0.00061872i,-7.9751e-05-0.00066432i,3.2546e-05-0.00030458i,9.494e-05+0.00033672i,-0.00018097+0.00042471i,-9.6788e-05+1.6676e-05i,-0.0001895-0.00055081i,-0.0010899-0.0011952i,-0.0013006-0.0008648i,-0.00027027-0.00018231i,0.00027586-0.0001265i,-0.00023146-8.3549e-05i,-0.00032017+0.00027362i
0.0020168-0.001072i,0.00081497-0.00087075i,-0.00021895-0.0002298i,-0.00072454+0.00023592i,-0.00066724-0.00038881i,-0.00046297-0.0012212i,0.00012653-0.00096931i,0.00039162-0.00052336i,-0.00011556-0.00076027i,-0.00025957-0.00032722i,-0.00061377+0.00025849i,-0.00041745-0.00019167i,-0.00039375-0.00081525i,-0.00026977-0.00079649i,-2.7035e-05+0.00024076i,-0.00010049+0.00036915i,-0.00011653+0.00054917i,-0.00049096+0.00085457i,-0.00070245+7.6892e-05i,-0.00059206-0.00033715i,5.9736e-05-4.5014e-05i,0.00022104+0.00072467i,-0.00016637+0.0010355i
-0.0022268+0.0011521i,-0.0015619+0.0016415i,-0.0002986+0.00099204i,0.00063979+0.0003884i,0.00067027+0.00062754i,0.00017664+0.00030997i,-3.6193e-05-0.00026212i,0.00040837+0.00018138i,0.00053761+0.00028533i,5.7101e-05+0.00015215i,-0.00022132+0.00076763i,0.00012729+0.00050755i,0.00014813-0.00033758i,-0.00018666-0.00024547i,-5.9501e-05-0.0010193i,4.9939e-05-0.0011352i,-0.00013433-2.6767e-05i,-9.7414e-05+0.00033807i,-0.00013516+0.00028091i,-0.00099929+0.0004778i,-0.00085541+0.0004985i,-0.00044862+0.00046125i,-0.00077725-6.5862e-05i
-0.00026923-0.0037661i,-0.00088685-0.0046752i,-0.0015342-0.0039445i,-0.0019284-0.0012975i,-0.0010884+0.00039523i,0.0010073+0.00075482i,0.0014916+0.0013132i,-1.721e-05+0.0012463i,-0.00073304+0.0010323i,-0.00065293+0.0011976i,-0.00037693+0.00060895i,0.00044074+0.00012121i,0.0011359+0.00065021i,0.0010366+0.00082719i,0.00071185+0.00043568i,0.00028393-0.000169i,-0.00030487+0.00043498i,-0.00049131+0.0011565i,-0.00021731+0.0011696i,-0.00027846+0.0011056i,-8.2713e-05+0.00055911i,0.0006067+0.00018929i,0.0007461-4.6316e-05i
0.00092388+0.00080073i,0.00079906+0.00026955i,0.00049603+1.4427e-05i,0.00078725-0.00056012i,0.0013753-0.0014511i,0.0014439-0.0011343i,0.0016253-0.00039934i,0.0010554-0.00056092i,-0.00033937-0.00048497i,-3.4239e-05-0.00068194i,0.0010259-0.00098912i,0.0010549-0.00048648i,0.00067342+8.4575e-05i,0.00039259+0.0001164i,-0.00021379-0.00030486i,-0.00010879-0.00073365i,-5.921e-05-0.00081946i,0.00021276-0.00045749i,0.00082475+3.0186e-05i,0.00035143-0.00029832i,-0.00044823-0.00060306i,-0.00070582-8.186e-05i,-0.00047064+0.0003627i
