0.00086924+0.0016526i,0.0015605+0.00051439i,0.0022008+5.7634e-05i,0.00058144-0.00059781i,-0.0010492-0.00043386i,-0.0022775+0.00078269i,-0.0022487+0.0018585i,-0.00066253+0.0017535i,0.00065978+0.0012899i,0.00049586+0.00071394i,0.0001936-2.7805e-05i,0.00033785-2.0798e-05i,0.0002624+0.00019991i,-0.00021844+0.00012022i,-0.00095176-0.0001842i,-0.00043004-7.5782e-05i,-0.0007235-1.0266e-05i,-0.00074298-0.00042646i,1.1595e-05-0.00042572i,0.00054381-0.00070615i,0.00095215-0.00039754i,0.00019394+0.00014265i,-0.00090883-2.7499e-05i
0.0013725-0.00033725i,0.00072386-0.0011767i,0.0013711-0.0014265i,0.0012398-0.0015431i,-0.00026598-0.0017287i,-0.0013319-0.0021762i,-0.0018666-0.0013635i,-0.0016592-0.00057692i,-0.00086448-0.00048448i,-0.0005033-0.0005618i,-0.00017217-0.00036056i,0.00041897+6.9874e-05i,0.00058857+9.3756e-05i,-2.2016e-05+1.4234e-05i,-8.2536e-05+6.8668e-05i,-3.3235e-05+9.0445e-05i,-0.00059883+0.00045647i,-0.00046404+0.00090407i,0.00088222+0.0011172i,0.0013828+0.0011883i,0.00015043+0.0007045i,-0.00025289+0.00024275i,-0.00030475+0.0012224i
0.00083083+0.0012328i,0.0016626+0.0013971i,0.0015012+0.0012854i,0.00054219+0.00039252i,0.00040564-0.00048526i,-0.0002193-0.0010883i,-0.00052924-0.00025167i,-0.00034189+0.0008173i,2.4423e-05+0.00048971i,-0.00032664+0.00029464i,-0.00079661+0.00058874i,-0.00015426+0.00052773i,-0.00058093-0.00059295i,-0.00068672-0.00077594i,1.2556e-05-8.9702e-05i,0.00031832+0.00061619i,0.00075053+0.00041871i,0.00078005+1.1251e-05i,0.00043671-0.00041384i,0.00038882-0.00086824i,0.00079259-0.00049289i,0.0006837+0.00028757i,-0.00016125+0.00061563i
0.00021411+4.0102e-05i,-0.00098326+0.00084743i,-0.0010742+0.0014361i,-0.00054418+0.00034986i,-0.0002407-0.0003865i,-0.00062877-0.00067559i,-0.00068138-0.0011567i,-0.00072529-0.00072633i,-0.0012508+5.7674e-05i,-0.0014929+0.00057785i,-0.00024516+0.00069468i,0.00037413+0.00019755i,-0.00020749-0.00024507i,-0.00061346-0.00021779i,-0.00083516-0.00042226i,-4.4114e-05-0.00043828i,0.00060427+5.2199e-05i,2.3623e-06+0.00084074i,-0.00062599+0.0010177i,-4.3472e-05+0.00033874i,0.00020293-0.00022672i,-0.00049328+9.3193e-05i,-0.00083879+0.00019956i
0.00031068-0.0018314i,0.00014603-0.0022735i,0.00060926-0.002176i,0.00020251-0.0010063i,-0.00047849-0.0011823i,-0.00016938-0.0013589i,-0.00049825-0.00043847i,-0.00081806+0.00042259i,-0.00037653+0.00075295i,-8.9004e-06+0.00084399i,3.9942e-05+0.00056614i,-0.00039493+0.00024157i,0.00028729-0.00081573i,0.00049287-0.0013579i,6.4677e-05-0.00025326i,-8.1297e-05+0.00015168i,-8.9911e-05+5.5297e-05i,-0.00025756+0.00070217i,-0.00061392+0.00095235i,-0.0012208+0.00052697i,-0.0015303-0.00027674i,-0.00043913-0.00053625i,0.0001188-5.3847e-05i
-0.00016152-0.00040852i,-0.00062527+0.00021431i,-0.00013287+0.0020878i,0.0003011+0.0021654i,0.00052243+0.00062898i,-0.00012675-0.00053887i,-0.00049589-0.00075127i,0.00027135-0.00086776i,0.00038515-0.00060481i,-0.0001911-0.00032693i,0.00059913+0.00026449i,0.00056529+0.00045822i,0.00013085-0.00044731i,0.00042418-0.00083942i,-3.3812e-07-0.00052744i,-0.00070553+0.00014519i,-0.00015775+0.00024336i,4.2967e-05-0.00018967i,-0.00076292+5.8682e-05i,-0.00066303+0.00025412i,-0.00018094-0.0003806i,-4.068e-05-0.00069447i,6.2028e-05-0.00053595i
0.0004377-0.00050522i,0.00055883-0.0018355i,0.0011188-0.0025539i,0.00010817-0.0023991i,-0.0010686-0.0025792i,-0.00071375-0.001494i,-0.00040083-0.00033349i,-3.0844e-05-2.6724e-05i,0.00085628+0.00080827i,0.001283+0.00098121i,0.00093423+0.00031435i,0.00049624+0.00048649i,-0.00025942+0.00064632i,-0.0006668-0.00021933i,-0.00037641-0.0006894i,-0.00039468-0.00085229i,-0.00040331-6.608e-05i,-0.00027999+0.00098107i,1.6252e-05+0.0010988i,0.00023095+0.00043794i,0.0006446-0.00079767i,0.0009765-0.00033961i,0.0008378+0.00072782i
0.00014836-0.0017242i,0.00063247-0.0023462i,0.00098819-0.0017806i,0.00028449-0.0011367i,-0.00095066-0.00068875i,-0.0005135-0.00035849i,0.00032601-0.00010122i,-0.00015381+9.5026e-05i,-0.00086625+0.00015291i,-0.00075187+0.00049302i,-0.00048591+0.0010503i,-1.6132e-05+0.00048096i,0.00089315-0.00074876i,0.00043255-0.00071755i,3.8228e-05+0.00022114i,0.00068249+0.00050649i,-0.00015399-4.3256e-05i,-0.0018101-0.00039611i,-0.0010403+0.00010442i,0.00019943+0.000562i,6.8637e-05+0.00011783i,-0.00027992+0.00027225i,-0.00043659+0.00027757i
-0.00060618+0.001115i,-0.0014581+0.00097607i,-0.0016858+0.0012614i,-0.0011199+0.00099225i,-6.6368e-05+0.0005275i,-0.00011536+0.00076674i,-0.00055008+0.00069737i,-0.00043866+0.000583i,-0.00047486+4.9399e-05i,-0.00050795-0.00070082i,-9.6635e-05-0.00074052i,-6.2094e-06-4.3223e-05i,-0.0002928-0.0005624i,4.9766e-05-0.00096458i,0.00017679-0.00012866i,0.00019487+0.00033522i,0.00014609+0.00032618i,-0.00055666+3.9393e-05i,-0.00048886-0.00014425i,0.00075841-0.00039108i,0.0010682-0.00054073i,0.00043808+0.00027585i,0.00060492+0.0006245i
-0.00016394-0.00083716i,0.0016278-0.001567i,0.0012896-0.0017755i,0.00062321-0.00063255i,0.00024184+0.00016772i,-0.00046545+0.00095759i,-0.0010373+0.001294i,-0.0006969+0.0010608i,0.00024101+0.00074909i,-0.0001631+0.00031913i,-0.00020344+0.00024023i,9.4605e-05+0.00038399i,-0.00028418+0.00024127i,8.103e-05+0.0010426i,-3.2922e-05+0.00099155i,-3.3333e-05+0.00012595i,-8.3007e-05+0.00061363i,-0.00096823+0.00059223i,-0.0011707-0.00062014i,-0.0004246-0.0011567i,0.00039209-0.00038339i,0.00052031-0.00048811i,0.00035405-0.00078291i
-7.786e-05-0.00030752i,-0.00098352+9.1889e-05i,-0.00033606+0.00071346i,0.0012733-0.00033939i,0.00073457-0.0012329i,-0.00071382-0.0016493i,-0.00076698-0.0024042i,5.4837e-05-0.0016422i,0.00020232-0.00071137i,5.1706e-05+9.8373e-05i,-2.2294e-05+0.00099866i,0.00012686+0.00095323i,2.5248e-06-2.8052e-06i,-0.00060079-0.0014404i,-0.00089894-0.0017037i,-0.0004335-0.00084186i,-0.00023021+0.00013942i,-0.00025697+0.00032632i,-1.0062e-05-0.00012792i,0.00015242-0.00060359i,0.00053949-0.00086172i,0.00024509-0.00073305i,-0.00040359-0.00013949i
4.7744e-05-0.0012047i,0.00071153-0.00071977i,0.0012308-0.00076129i,0.00045354-0.0010722i,-0.00030778-0.00076307i,-0.00048158-0.00027253i,-0.00016867-0.00046659i,-1.0083e-05-0.00062644i,-0.00013872-0.00014577i,-0.0003982+0.00058008i,-0.00069252+0.00050661i,-0.00065157-0.00048378i,-0.00069865-0.00096686i,-0.00092268-0.00037536i,-0.0010064-0.00012635i,0.00018242-0.00031028i,0.0002785+0.00032533i,-0.00051721+0.0011744i,-0.00022585+0.00098912i,0.00072847+0.00059282i,0.0014098+0.00031279i,0.00096561-0.00027142i,0.00060939-0.00042406i
-0.0022607+0.001501i,-0.0022452+0.0012024i,-0.0026381+0.0013848i,-0.0018903+0.00066903i,-0.00077051-0.00023057i,-0.00070022-0.00045862i,-0.0010064-0.00044081i,-0.00032563-0.00038578i,-0.00021745+0.00015657i,-0.00069883+0.00039664i,-0.00053278+0.00033391i,0.00019463-7.5672e-05i,0.00043327-9.6582e-05i,0.00055905-6.6363e-05i,0.00018706-0.00047109i,-0.00032039-0.00046736i,-0.0002649+4.4287e-05i,-0.00015841-0.00023345i,-0.00021793-0.00032823i,-0.00014692+0.00044551i,0.00055273+0.00074005i,0.00052956+0.00014653i,8.9337e-06+0.00019918i
0.0010708-0.0012867i,0.001498-0.0012611i,0.0019585-0.00087943i,0.00086437-0.00126i,0.00012553-0.0011218i,-0.00071097-0.00014718i,-0.0010724+0.00018108i,-0.00073899-8.1579e-06i,-4.1864e-06+0.00021361i,0.00051309+0.00042192i,0.00051044+0.00012866i,0.0004207+0.00070759i,0.00051727+0.00097654i,0.0007984+0.00077923i,0.00034646+0.0010159i,-0.00022035+0.00075712i,0.00039499+0.0002445i,0.00092909+0.001166i,0.00016658+0.0012189i,-7.9169e-05+0.00034766i,0.00016211+0.00015769i,-0.00034939-0.00013075i,-0.00034443-0.00087892i
-0.0011976-0.0010099i,-0.0017424-0.00028483i,-0.0024824-0.00030469i,-0.0025209-0.00015385i,-0.0022747-0.00017492i,-0.0012201-0.00021819i,-0.00010417-0.00012045i,-0.00013193-0.00034074i,-0.00045956+4.5185e-05i,-0.00050851+0.00082486i,-0.0007059+0.0015787i,-0.00037574+0.0010419i,-0.00040699+0.00010167i,-0.00056535+0.00023462i,-0.00016083+0.00010992i,0.0003414+0.00045026i,0.00032962+0.001187i,-3.7511e-05+0.0011344i,-0.00039657+0.00042612i,0.00013098-0.00023033i,0.0011475-0.00083215i,0.0011068-0.00055567i,0.00026693+0.0001477i
-0.00029124-0.0011157i,0.0002204-0.0014844i,4.8499e-05-0.001312i,0.00037181-0.00025562i,0.00073903+1.3879e-05i,0.00028143-0.00041745i,-0.00030508+0.00016447i,-0.00028844+0.00080569i,8.2607e-05+0.0003162i,0.00040168-0.00085335i,0.00036697-0.00080814i,0.00018132-0.00047016i,7.8374e-05-0.00013537i,0.00027991+0.00055601i,0.00049806+0.0003292i,0.00024861-0.0002124i,-0.0002258-0.00033602i,-0.00030832-0.00043105i,-0.00017981+1.3696e-06i,-0.00070526+0.00055071i,-0.00067153+0.00040298i,0.0003506+0.00016029i,0.00036091-0.00010004i
5.0467e-05-3.6853e-05i,-0.00071305-0.00021416i,0.00030107-0.00045938i,-0.00021283-0.00049932i,-0.0014917-0.00063111i,-0.0011059+0.00014188i,-0.00052947+0.00068281i,-6.9026e-05+0.00031855i,0.00056593+0.00042244i,-5.2277e-05-5.4598e-05i,-0.00046009-0.0010825i,0.00012327-0.00051153i,0.00037752+0.00073301i,-1.467e-05+0.00059334i,-6.9571e-05-0.00048171i,0.0002806-0.00032963i,-9.4042e-05+0.00019086i,-0.00036691-0.00017875i,-0.00053341-0.00026234i,-0.00017936+0.00021249i,8.6829e-05+4.6153e-05i,-5.2295e-05-0.00052996i,0.00023429-0.00057051i
0.00036088-0.00011459i,0.0011817+0.00030344i,0.0020878+0.00028903i,0.0014926-0.000633i,0.00014966-0.0010826i,-0.00060539-0.0012037i,-0.00083909-0.0004744i,-0.00083273+0.00025069i,-0.00062444+0.00049942i,-0.00020466+0.00057103i,0.00012583+0.00026817i,-4.1432e-06-0.00015622i,0.00022727-5.5784e-05i,0.00043734+6.5515e-05i,0.0002756-3.5597e-05i,0.00014085-0.00022807i,-5.201e-06-0.00024016i,-0.00059302+0.00014543i,-0.00070853+0.00029337i,-9.8078e-05-2.3769e-06i,-0.000108+0.00034215i,-0.00020907+0.00027955i,-0.00022782+0.00023559i
0.0016381-0.00052535i,0.0018046-0.0016519i,0.0018149-0.0014377i,0.00065644-0.0014301i,-0.00081711-0.0017733i,-0.0021881-0.0010134i,-0.0022325-0.00053357i,-0.0013508-0.00046895i,-0.00046542+0.00042805i,-0.00016077+0.00018571i,-0.00012875-0.0008994i,0.00036441-0.00061485i,0.0007147-0.00018206i,0.00056758-0.00019303i,0.00036213+6.1815e-05i,-0.00012989-0.00016223i,-0.00033959+0.00012754i,-0.00067651+0.00028472i,-0.0011485-7.0508e-05i,-0.00065571-0.0002344i,0.00034288-0.00034699i,-9.8764e-05-0.00029367i,-6.6629e-05-0.00055032i
0.0011511+0.00082695i,0.0019164+0.00010617i,0.0020612-0.00015709i,0.0014326+2.9286e-05i,5.5397e-05-0.00064649i,-0.00050835-0.0011032i,-0.00012311-0.00063397i,-0.0002199+0.00012455i,-0.00032469+0.0010081i,-0.00074667+0.0010733i,-0.00071467+0.00014742i,-0.00033964+5.3598e-06i,0.00010076-0.00045035i,7.9541e-05-0.00041775i,-0.00022002+0.00059726i,-0.00041151+0.00082411i,-0.00033498+0.00052055i,-0.0004707+0.00065546i,-0.00036588+0.0011632i,-0.00035769+0.0014857i,-0.00029931+0.0013283i,-2.2928e-05+0.00051389i,0.00022881-1.2571e-05i
0.0027674-0.00028841i,0.0017983+0.00026866i,0.0026121-0.00055618i,0.0024403-0.00086423i,2.5083e-05-0.0010732i,-0.0010747-0.00058161i,-0.00065691-0.00010965i,-0.00011525-0.00077162i,0.00034948-0.00078408i,0.00027981+0.00041024i,-0.00082122+0.00066369i,-0.0016843+0.00042695i,-0.00063142+0.00027381i,0.00060411-0.00046929i,0.00056995-0.00029459i,0.00025658+0.00049605i,0.00013848+0.00068438i,0.00021308+0.00091264i,-0.00031335+0.00089079i,-0.00063188+0.00058135i,-5.7039e-05-0.0001501i,0.00018528-0.00098291i,-4.9441e-05-0.00079898i
-0.0016733+0.0012759i,-0.001343+0.001599i,-0.001243+0.0017491i,-0.00060574+0.0014759i,1.6161e-05+0.0010336i,7.4314e-05-0.00047847i,6.1721e-05-0.00065102i,0.00012577-0.00023257i,0.0003229-0.00014691i,0.00024308+0.0003451i,-2.7348e-05+0.00078879i,-5.6932e-05+0.00051389i,-0.00066172+0.00036679i,-0.00042033+0.00059672i,-0.00050489-8.8815e-05i,-0.001273-0.00046067i,-0.001258+0.00011517i,-0.00097669+0.0010325i,-0.00057086+0.00046791i,-0.00040635-0.00024884i,-0.00059624+7.0142e-05i,-0.00048284+0.00014572i,-5.4039e-05-9.3964e-05i
-0.0019326-0.00012595i,-0.00262-0.001003i,-0.0030278-0.00087478i,-0.0015569+2.6105e-06i,-0.00039567-0.00030622i,-0.0010083-0.00058782i,-0.001152-0.0002587i,-0.00076386+0.00031845i,-0.0013445+0.00092782i,-0.001376+0.00077864i,-0.0011186+0.00030759i,-0.00022881+0.0010039i,0.00030041+0.00084194i,-0.00041104+0.0004169i,-0.00089028+0.00064312i,-0.000408+0.00026728i,0.00020318+0.0003024i,-0.00014904+0.00053824i,-0.00028569+0.00067884i,-7.5212e-06+0.00061571i,-0.00032508+0.0006717i,-7.0038e-05+0.00064044i,0.00075242+0.00033335i
-0.0025094+0.0003747i,-0.002471+0.00042095i,-0.0030211+0.00050969i,-0.0029761+0.000664i,-0.0020256+0.00034435i,-0.0008025-0.00095616i,-0.0010279-0.00076274i,-0.0014248+0.00043167i,-0.0007326+0.0003995i,0.00013275+0.00020428i,0.00082928+0.0010414i,0.00057466+0.0018384i,0.00031603+0.0010149i,1.3075e-05+0.00015004i,-0.000135-5.9879e-05i,-0.00029945-0.00055995i,-0.00045363-0.00024249i,-0.00062427+0.00034532i,-0.00036497+0.0010466i,-0.0003738+0.0013138i,-0.000136+0.00030281i,0.00082718-0.00041053i,0.00096274-0.00018755i
-0.0012155+0.00017765i,-0.0011015+0.00046036i,0.0005963+0.00079959i,0.0017399+0.0009576i,0.0020056+0.00028685i,0.00066866-9.3032e-05i,-0.00088054-0.00054798i,-0.00070959-0.0008786i,-0.00046189-0.00025124i,-0.00053448+0.0008413i,-2.9529e-06+0.0010876i,0.00033425+0.00068431i,-0.00040937+0.00058846i,-0.0012476+0.00070041i,-0.00072897+0.00020533i,-0.00013058-0.00064475i,-0.00064857-0.00072788i,-0.0011689-0.00057489i,-0.00075771-0.00013453i,-1.4727e-05+8.9648e-05i,-0.00078474+0.00041225i,-0.0015034+0.00052504i,-0.0012421+0.00056783i
0.00075011+0.0010239i,0.00029741+0.0009126i,-0.00039663-0.00043391i,-0.00078726-0.0005539i,-0.0011202+1.3944e-05i,-0.001105+0.00029277i,-0.0017897+8.1828e-05i,-0.0021157-0.0002683i,-0.0018832-0.00021337i,-0.00086607-0.00043102i,0.00013399+0.00010241i,0.00043865+0.00043248i,0.0010687+0.00039767i,0.0011274+0.00047659i,0.00023095-0.00026493i,-0.00054229-0.00052366i,-0.0011294+0.00027292i,-0.0012671+0.00073869i,-0.001137+0.00026868i,-0.00080314-0.00017567i,-0.00090414+7.9198e-05i,-0.00089821+0.00066792i,-0.00044857+0.00049061i
-0.0013812+0.00063419i,-0.0012493+0.0013553i,-0.0011455+0.0014478i,-0.0006118+0.00028118i,-5.0217e-05-0.00022561i,0.00041189+0.00018001i,4.0259e-05+0.00060007i,-0.00037919+0.00065871i,-0.00061081+0.00065653i,-0.00034567+0.00032636i,0.00047054+0.0001214i,0.00098659+0.00017271i,0.00067796+0.00039406i,9.5662e-05+0.00077514i,0.00030688+0.001071i,4.1274e-05+0.0010178i,-0.00077619+0.00093694i,-0.0011108+0.00094708i,-0.0005802+0.00036428i,-0.00047469+0.00017791i,-0.00018799+0.00059018i,0.00037952+0.00033434i,3.0899e-05+0.00027841i
0.00061117-0.0014521i,2.9919e-05-0.0013336i,-0.00032796-0.0017835i,0.0006804-0.0012896i,0.00019834-0.00035061i,-0.00047117-0.00019807i,-0.00051845-0.0001343i,-0.0012291-0.00051289i,-0.0013542-0.00015371i,-0.00074671+6.3241e-05i,0.00011653+0.00025192i,0.0004227-0.00020618i,0.00017251-0.00071351i,-0.00064961-0.00069455i,-0.0008062-0.00059037i,-0.00067114-0.00027407i,-0.0006853+9.1801e-05i,8.0724e-05+0.000505i,0.0003552-0.00018987i,0.00020882-7.9354e-05i,3.1525e-05+0.00031578i,-0.00033685-0.00061143i,-0.00056237-0.00109i
0.00019608+4.9693e-05i,0.0001099-0.00052867i,0.00040147+0.00036758i,-0.00046307-1.9652e-05i,-0.0012469-0.00048725i,-0.00070505-2.95e-05i,-0.0011384+0.00068426i,-0.0014478+0.00068441i,-0.00041013+0.00025291i,0.0001936-9.0534e-05i,0.00037987-0.00099589i,0.00075673-0.00052466i,0.00064103+0.0006687i,0.00017402+0.00065689i,0.00034217+0.00034273i,0.00028693+0.00077548i,0.00027973+0.00084753i,0.00031771+0.00078482i,0.00029926-0.00017083i,0.00045541-0.0009601i,-6.7907e-05-5.1101e-05i,-0.0009005+0.00018036i,-0.00017482-0.00052532i
-0.00083572+0.00035723i,-0.0012398+0.00028969i,-0.0026784+0.00024967i,-0.0024472+1.4641e-05i,-0.001328-0.00052233i,-0.00074107-0.0012483i,0.00021553-0.00078191i,-0.00014497-0.00017095i,-0.00073858+8.8412e-05i,-0.0002294+0.00045246i,0.00027805+6.1523e-05i,2.2641e-06+0.00017431i,0.00044742+0.00018551i,0.00057571-0.00015881i,-0.00070939+2.2894e-05i,-0.0015236+0.0001304i,-0.001263-0.00023117i,-0.00068426+0.00018297i,-0.00045045+0.0007741i,-5.7714e-05+0.00046828i,0.00092642+0.00073209i,0.0009872+0.00096296i,0.00043029+6.1282e-05i
-0.0015216-0.0018289i,-0.0015825-0.0020172i,-0.0012933-0.00081261i,-0.00039644+0.00042068i,-9.8529e-05+0.0004872i,-0.00069282-0.00024678i,-0.0014472-0.00044733i,-0.0015681+0.00042252i,-0.00094222+0.00037219i,-0.0005122+2.6027e-06i,-4.8866e-05+0.00012701i,0.00039778+0.00045781i,-0.00015784+0.00072684i,-7.6064e-05+0.00057745i,-0.0009316+0.00018094i,-0.0013135-0.00062856i,-0.0010924-0.00073166i,-0.0013287-2.734e-05i,-0.00058022+0.00074119i,2.8734e-05+0.0017354i,-0.00046804+0.0017209i,-0.00044372+0.0012752i,0.00070203+0.0016284i
0.0010538-0.0024686i,0.0016884-0.0020076i,0.0022737-0.0014155i,0.0010058-0.00086851i,-0.00046382-6.2775e-05i,-0.0014919+0.00011082i,-0.0018066+0.00033006i,-0.0009171+0.00068629i,-0.0002556+0.00075631i,-0.00023318+0.00027712i,0.00020274-0.00020985i,-0.00022063+4.4475e-05i,-0.00079489-0.000139i,-0.00053139-0.00048368i,-0.00052522-0.00025507i,-0.00081948-0.00021447i,-0.00039533-0.00079008i,-3.622e-05-0.00081724i,-0.00080121-0.00039735i,-0.0012424-0.00067856i,-0.00095139-0.00035809i,-0.00094191-0.00036876i,-0.00024792-0.00019657i
-0.00092531+0.00010278i,-0.0017995+0.00035592i,-0.0017935+0.00021213i,-0.0015712-0.0010487i,-0.0015419-0.0018241i,-0.00095199-0.00093101i,-0.0010739-0.00026322i,-0.0015498-0.00038276i,-0.00066977-0.00073366i,-0.00011474-0.00098335i,-0.00046426-0.00054255i,-0.00053465+0.00062286i,-1.2597e-05+0.00097469i,0.0010755+0.0011236i,0.0011534+0.00073793i,-0.00014632+0.00058502i,-0.0010205+0.0011116i,-0.0012943+0.00097885i,-0.001339+0.0005729i,-0.0015004+3.145e-05i,-0.00047559-0.00065032i,0.00045349-0.00029597i,0.00029781-0.00011965i
-0.00054317-0.00087754i,-0.00027656-0.0010399i,-5.91e-05-2.2105e-05i,-0.00064575+0.00096621i,-0.00099965+0.00092071i,-0.0012693+0.00054547i,-0.0015309+0.00042162i,-0.00098293+0.00075786i,-0.00081695+0.00062973i,-0.0011117+0.00035706i,-0.0010985+0.00073483i,-0.00096132+0.00074541i,-0.0013256+0.00041172i,-0.00099971-4.4006e-05i,0.0001164-3.5551e-05i,-0.00012948-0.00020422i,0.00012786-0.00039988i,0.00052074+0.00059744i,0.00022979+0.00039571i,0.00044486+0.0002025i,0.00076042+0.00027157i,0.00083546-0.00046286i,0.00018209-0.00048741i
-0.0013876+0.00047531i,-0.0018088-0.00038559i,-0.0017221+1.9839e-05i,-0.00037984+0.00069145i,0.00068702+0.00028686i,0.00066126-0.00071029i,-0.00028994-0.00096848i,-0.000341-7.3471e-05i,-0.00018874+0.00067751i,-0.00072932+0.00060664i,-0.00067526+0.00069209i,-9.3555e-05+0.00045395i,0.00027435-3.9068e-05i,0.00045728+0.00019036i,3.6045e-05+0.00037016i,-0.00012034+0.00055814i,-0.00023394+0.00052955i,-0.00027731+0.00038118i,0.00018564+0.00012047i,0.00029522+0.00025112i,-2.5929e-05+0.00055393i,-0.00022052+0.00071992i,-0.000545+0.0003258i
0.0022458-0.0011117i,0.0023885-0.0011674i,0.0019342-0.0023968i,8.0321e-05-0.0018338i,-0.0013275-0.00064726i,-0.0016338+0.00018441i,-0.0014833+0.00067668i,-0.0011732-0.00014034i,-0.00096894-0.0004613i,-0.0014108+0.00024042i,-0.00084902+0.00079397i,0.00010267+0.00041682i,-0.00033589+5.8611e-05i,-0.00075173+0.00011911i,-0.00067125-0.00037704i,-0.00060518-0.00033107i,-0.0002969+0.00044924i,0.00023307+0.00040693i,0.00026457-9.9023e-05i,0.00035705+0.0005286i,0.00048557+0.00051926i,-8.9375e-05-0.00035705i,-0.00013077-0.00024068i
-0.0020531+0.00020866i,-0.0016597+0.0003393i,-0.0020558+0.0011072i,-0.00063121+0.00049334i,0.00052467-6.8331e-05i,0.00063549-0.00061397i,5.7001e-05-0.00049138i,-0.00051173+0.00020238i,-0.00050065+0.00032577i,-0.00011437+0.00010156i,0.00053911+0.00010685i,0.00063198+0.00066251i,0.00018495+0.00054889i,0.0002727+0.0004002i,0.00084798+0.00040418i,0.00035986+0.00091239i,-0.00039776+0.00062758i,-0.0004171+3.7229e-05i,-0.00035121+0.00061093i,-3.3454e-05+0.0011631i,0.00020748+0.00080872i,0.00048709+0.00034192i,0.00059258+0.000586i
0.001696-0.0013788i,0.00024944-0.0011043i,-0.00038362-0.0010622i,-0.00021799-0.00063842i,-7.3842e-05-0.00074699i,-0.00033304-0.00095986i,-0.0010566-0.0010448i,-0.00074083-0.00095915i,-0.00016891-0.00021067i,-0.00013685+0.0004838i,-0.00023819+0.00027081i,0.00022654+1.3135e-05i,0.00042828+0.0006618i,-0.00043109+0.0001269i,-0.00061631-0.00059373i,-0.0002698+0.00027576i,9.3786e-05+0.00067846i,-0.00015792-0.00031364i,-0.0006167-0.00077936i,-0.00077352-0.00055175i,-0.00053081-6.5648e-05i,-5.4353e-05+0.00068553i,0.00026261+0.00085115i
-4.8933e-05+0.0014002i,0.00029568+0.0023842i,0.0012336+0.0020969i,0.0010152+0.00082047i,-0.00027221-0.00051304i,-0.0010227-0.00030262i,-0.0012022+0.00050978i,-0.00093193+0.00045291i,-0.00056877+7.561e-05i,-0.00022056-0.00044265i,0.00027039-0.00066394i,0.00055345-7.1048e-06i,0.00035185+0.00060197i,-0.00028502+0.00019692i,-0.00055493-5.6739e-05i,-0.00067119+0.00021898i,-0.00022087-0.0004649i,-0.00037309-0.00071629i,-0.00068936-0.00033655i,-2.7113e-06+0.00028896i,3.3073e-05+0.00083415i,-0.00070637+0.00011418i,-0.0010202-0.00056491i
-0.00071252-0.00018989i,-0.0010995-0.00072658i,-0.001345-0.0013998i,-0.00056357-0.0013224i,-4.3896e-05-0.001449i,-0.00037894-0.0013927i,-0.0010678-0.00063377i,-0.0014308+0.00023344i,-0.00052788+0.0011087i,0.00037249+0.00063026i,-0.00034998-0.00023156i,-0.00027519+0.00020267i,0.00013335+0.00078049i,-0.00085827-7.0831e-05i,-0.00065675-0.0010074i,1.596e-05-0.0013177i,-0.00031412-0.0011814i,-0.00041079-0.00081628i,0.00023933-0.00032656i,0.00016858+0.00022522i,-0.0003448+0.00070607i,-0.00017269+0.00034745i,0.00034671-0.00044648i
-0.00033676-0.0005476i,0.00042074-0.00076237i,0.00059852-0.0015314i,0.0003005-0.00099231i,0.00021402-0.00034625i,-7.1682e-05-0.00055352i,-0.00050251-0.00062799i,-0.00050483-0.00046576i,-0.00031614-7.8247e-05i,-0.00069753+6.6672e-05i,-0.00062082+0.00035168i,-0.00022772+0.00053608i,-0.00014326+0.00010741i,-0.00022317-0.00043688i,-0.00040019-0.0006629i,-0.00046996-0.00027945i,-0.00093051-0.00018875i,-0.00080823-0.0010519i,-0.00022922-0.00076985i,-0.00084734+0.00048811i,-0.00060788+0.0003293i,0.00026602-0.00043937i,0.00016935-0.00053972i
-0.0019426+0.0013344i,-0.0003926+0.0014226i,0.0016144+0.0013257i,0.001265-5.3591e-05i,0.00024298-0.00076729i,-0.00049949-0.00051653i,-0.0011738+0.00032751i,-0.00093584+0.00090128i,0.00012348+0.0010188i,-0.00013554+0.00074548i,-0.00071248-7.6138e-05i,-0.00035123-0.00011461i,-0.00020323-0.00027078i,-0.00035264-0.00043938i,-0.00018407-0.00020451i,-0.00023652-0.00023583i,-0.00012357+0.00010781i,-6.3077e-05+1.3318e-05i,1.6026e-05-0.00052573i,0.00037429+0.00059086i,0.00029676+0.001201i,0.00034553+0.000429i,0.00054733+0.00026422i
-0.0010399+0.00046446i,-0.0018229+0.00076528i,-0.0010843+0.00096169i,-0.00023418-5.9673e-05i,-0.00033892-0.00081498i,-0.00036213-9.6483e-05i,-8.104e-05+0.00065829i,0.00017603+0.00075761i,0.00023954+0.0001842i,0.00028789+0.00035114i,0.00014381+0.0011794i,0.0002238+0.0011753i,-0.00015529+0.00078085i,-0.00053047+0.0002996i,-0.00053272+3.0197e-05i,-0.00024768-0.00023841i,0.00047233-0.00069634i,0.0007245-0.00023226i,0.00057737+0.00035847i,0.00035648+0.00045009i,0.0002116+0.00016195i,8.8753e-05-3.093e-05i,-0.00013523+0.0003706i
