-0.0026758+0.0015738i,-0.0011473+0.0014681i,-0.0014061+0.001053i,-0.0011948+0.0002827i,-0.00078639+0.00094738i,-0.0013552+0.0017045i,-0.00094172+0.0013628i,0.0001344+0.0013428i,0.00095944+0.0015067i,0.0018151+0.00037231i,0.0019211-0.00091553i,0.0010479-0.0010232i,0.00049792-0.00059606i,0.00028703-0.00052789i,4.0079e-05-0.00032361i,-5.0291e-05-0.00028879i,0.00013539+0.00030125i,0.00011283+5.2648e-06i,-6.5947e-06-0.0011085i,-0.00030091-0.00091429i,2.976e-05-0.00019543i,0.00014933+1.9042e-05i,-0.00028116+1.6555e-05i
-0.0013546-0.0010854i,-0.00028582-0.00098704i,9.4551e-05-0.00024782i,-0.0004539+0.00029429i,-0.00020925+0.00094479i,0.00094484+0.00099268i,0.00099776+0.00043312i,0.00046663+0.00055823i,0.00070723-0.00023748i,0.00014789-0.00073366i,-0.00033198+7.9837e-05i,2.2886e-05+0.00038545i,0.00012845-0.00024554i,-0.0005371-0.00087179i,-0.0010026-0.00084845i,-0.0004576-5.4394e-05i,-0.00025076+0.00048899i,-3.5204e-05+0.00023109i,0.00073136+0.00031369i,0.00032187+0.00025038i,-0.00018999-0.00041356i,-0.00068635-0.00036461i,-0.00073143-0.00047831i
-0.00048244-0.002233i,-0.00037361-0.0016658i,-0.0015565-0.00077248i,-0.0016665-0.00035201i,-0.00066612-9.8118e-05i,1.7721e-05-3.8928e-05i,-0.0002983-0.00014544i,-0.00056213-0.00045306i,9.3541e-05-0.00064556i,0.00061063-0.00034178i,0.00047291+0.00027818i,0.00017299-1.1617e-05i,0.00014374+0.00025387i,0.00050417+0.00087576i,0.00033389+0.00055735i,-0.00026175+0.00034402i,-0.00060751+0.00059049i,-0.00048821+0.00084306i,0.00037221+0.0009056i,0.0012828+0.00059506i,0.00092171+0.00043454i,9.1168e-05+0.00028993i,-0.00033934+0.00016257i
0.0010588-0.00040042i,0.00055088-0.001572i,-0.00037846-0.0022741i,-0.0011842-0.0017926i,-0.0013487-0.00068525i,-0.00020451+0.00077436i,0.00067893+0.0010761i,0.0011229+0.00066696i,0.00068678-0.00018529i,0.00011539-0.0012568i,1.3257e-05-0.00062569i,-0.00017278+0.00070167i,0.00038968+0.0014482i,0.0005171+0.0011962i,0.00034659+0.00043636i,0.00017254+0.00034356i,-0.00085585+0.00069604i,-0.001403+0.00032448i,-0.00091141+0.00047148i,-0.00046847+0.00029093i,0.00020047-0.00026629i,0.00059553-0.00024521i,0.00044809-0.00023575i
2.2791e-05+0.00010736i,-0.0004531+0.00043199i,1.0584e-05+0.00057129i,0.00017374+0.00037247i,-6.0518e-05-0.00039209i,-0.00013889-0.00090736i,0.00067912-0.0013179i,0.00035597-0.0010331i,-0.00035734-0.00073287i,0.0005598-0.00052315i,0.00062215-0.00032758i,-0.000347+0.00047612i,-0.00068584+0.00097967i,0.00015095+0.00057975i,0.00024317+0.00054561i,-0.0008292+2.3758e-05i,-0.0012357-0.0003329i,-0.00054128-0.00034473i,-0.00072834-0.00040418i,-0.0013956-0.00056573i,-0.00097953-0.0009804i,-0.00012865-0.00070296i,0.00038965-0.00024222i
0.0020091-0.0011407i,0.00099701-0.0023148i,0.00056075-0.0038751i,-3.7565e-05-0.0034235i,-0.0017968-0.0019761i,-0.0024601-0.00053737i,-0.00076095+0.00034213i,0.0003668+0.00020103i,0.0004485-0.00025428i,0.00057907-0.00070395i,0.00048917-0.00067959i,0.00061969-0.00030139i,0.00095586-0.00014104i,0.0011172+0.00043365i,0.00090417+0.0013746i,0.00040447+0.0010495i,7.5558e-05+0.00015923i,0.00048814-0.00019444i,0.0009304+0.00033014i,0.00069466+0.00087252i,0.00051848+0.00079035i,-9.6237e-05+0.00042852i,0.00015495+0.00032369i
0.0012255-0.0016348i,0.00098887-0.0023813i,0.00010699-0.0027637i,-0.0012055-0.0019749i,-0.0015709-0.0006216i,-0.0012087+0.00048658i,-0.00017541+0.00057554i,0.00054435-3.8579e-05i,0.00074958-0.00054437i,0.00037809+8.4678e-05i,3.9241e-05+0.00052876i,-0.00033124+0.00027481i,-0.00067715+0.000476i,-0.00048314+0.00063448i,0.00015263+0.00040291i,8.4074e-05+0.00066334i,-0.00062553+0.00039984i,-0.00044546+0.00043918i,-1.1397e-05+0.00072125i,0.00028049+0.00023994i,0.00038098-0.00040423i,0.00062513-0.00019921i,0.0006046-0.00077451i
6.1105e-05+0.00025822i,0.0001854+0.00014966i,9.9438e-05+0.0012178i,0.0011279+0.0019655i,0.0013825+0.0017714i,0.000197+0.0015388i,-0.00026216+0.00095442i,0.00035548+0.00035283i,0.00038293-0.00015709i,0.00062017+6.6987e-05i,0.00014639+0.00076312i,-0.000676+0.00072416i,-0.00080925-5.5763e-06i,-0.0013213-0.00035648i,-0.00059459-6.1724e-05i,-0.00023075+0.00012999i,-0.00051941+0.00025261i,-0.00038568+0.00061464i,-0.00053068+0.00088204i,-0.00099889+0.0012841i,-0.00099154+0.0011297i,-0.00050886+0.00049821i,3.6784e-05-0.00032214i
-0.00092203-0.00056442i,-0.001469-0.0010335i,-0.0019198-0.0014564i,-0.0015607-0.0010239i,-0.00025712-0.00017167i,0.00076777+0.00062647i,0.0005415+0.00061629i,0.00065197-0.00042163i,0.0010307-0.0012574i,0.00065721-0.001001i,-0.00039716+0.00033606i,-0.00018049+0.001311i,0.00052559+0.00065848i,0.00018187-5.8183e-05i,-0.00046259+0.00021238i,-0.00041582+5.706e-05i,0.00010871-0.00029512i,0.00030313+0.00037866i,0.00043044+0.00087646i,0.00054852+0.0002012i,0.00029752-0.0003569i,-0.00011912-7.6504e-05i,-0.00054036-0.00033645i
0.00012989+0.00093571i,0.001502+0.0002349i,0.0010257+0.00043145i,5.3148e-05-9.9725e-06i,-0.00045696-0.00034304i,-0.00052645+0.00016123i,1.8852e-05+0.00026069i,-1.1769e-05-0.00049487i,-0.00026176-0.00088334i,0.00022905-0.00051369i,0.001015-0.00035673i,0.0010008+0.00031674i,0.00042154+0.00037896i,1.8395e-05+0.00087886i,-0.00020263+0.0013966i,-0.00020511+0.0010416i,-6.958e-05+0.00085996i,-0.00044661+0.00066777i,-0.0010347+2.63e-06i,-0.00084503-0.00018935i,-0.00025809+1.5983e-05i,6.3633e-05+0.00024841i,-0.0003394+0.00067052i
0.00079969-0.00020756i,-0.00028497-0.00072244i,-0.00028072-0.00082652i,0.00023917-0.0012606i,2.6747e-05-0.0011627i,-0.00079938-0.00058965i,-0.00032705-0.0003678i,0.00026395-0.00066292i,0.00031289-0.00088131i,0.00097685-0.00060583i,0.00069111-0.00021961i,2.0051e-05-0.00016003i,0.00022351+4.6032e-05i,9.9474e-05+0.00021752i,-0.00036382-0.00018988i,-5.2138e-05+0.00012393i,0.00032426+0.00094421i,0.0002818+0.00094886i,0.00031609+0.0001352i,-0.00051631-0.00099322i,-0.0013856-0.0019962i,-0.00069619-0.001349i,-0.00047503-0.00012373i
0.0003535-0.00097161i,0.00081236-0.0019296i,0.00087157-0.0014825i,0.00044271-0.00022291i,0.00017908+0.00042466i,-2.2743e-05+0.00046014i,2.8286e-05+0.00069888i,0.00064507+0.0003586i,0.00096198-0.00064255i,0.00064344-0.00070266i,0.00042501+0.00042118i,0.00035803+0.0011801i,0.00065819+0.0009695i,0.00085994+0.00032157i,0.00018189+7.2786e-05i,-0.00074585+0.00018349i,-1.0322e-05+0.00048003i,0.00081493+0.00023341i,0.00047578+0.00010804i,-0.00075901+0.00045989i,-0.00078356+0.00055283i,0.00025482+0.00095517i,8.8045e-05+0.00091924i
0.0022077-0.0010327i,0.00062696-0.0011393i,-0.00013715-0.0016516i,-0.00043098-0.0017625i,-0.0015521-0.0014626i,-0.0013753-0.00051551i,-0.00023183-0.00038225i,0.00022412-0.00060373i,0.00063214+0.00035042i,0.00021599+0.00075972i,-0.00030874+0.00056546i,0.00019977+0.0006436i,0.00034458+0.0004795i,8.8527e-05+0.00056935i,0.00069381+0.00073707i,0.0010155+0.00040963i,0.00040843+9.6069e-05i,-1.6842e-05+2.2439e-05i,-8.4381e-05+6.4054e-05i,-0.00014182+0.00053405i,0.00025886-0.00020307i,0.00083751-0.00061481i,0.00047231-0.00024885i
0.00061533-0.00037209i,0.00038538-0.00011479i,0.00029061-0.0011567i,0.00039912-0.0015198i,0.00032446-0.0011933i,0.00021178-0.00069155i,0.00032703+8.8342e-05i,0.00045765+0.00031295i,0.0007679-0.00041527i,0.0010483+3.78e-05i,0.00070242+0.00069779i,0.00020624+0.00062646i,0.00036293+0.00052309i,0.00019521-0.00021043i,4.6522e-06-0.0004578i,-0.00022232-0.00016676i,-9.0288e-05-0.00016853i,0.00021337-0.00059608i,0.00023946-0.00096398i,-4.6858e-05-0.0010386i,-0.00020841-0.00029844i,3.4979e-05+0.00079279i,8.8e-06+0.00057395i
0.00070509+0.0012698i,0.0016614+0.00094855i,0.0016695+0.00088169i,0.00072515+0.00095691i,-0.00025162+0.00034525i,-0.00035968-0.0003436i,1.7021e-05-0.00014979i,0.00019913+0.00094609i,0.0002886+0.00058778i,0.00010722+4.168e-05i,-0.00011637+3.4394e-05i,-0.0004935+0.00054597i,-0.0004757+0.00088075i,-0.00011345+0.00097351i,-0.00026714+0.00074428i,-0.00014975-7.0349e-06i,-5.5038e-05-9.8257e-05i,-0.00026605-0.00041296i,0.00018165-0.0007615i,6.4903e-05-0.00092555i,-0.00038857-0.0009318i,-3.0692e-05-0.00024367i,-0.00017744+0.00067262i
0.00078428-0.001335i,0.00096062-0.00020307i,0.0008873-0.00035898i,0.0006808-0.00082829i,-0.00045701-0.00031963i,-0.0013759+0.00030118i,-0.0010537+0.00037222i,-0.00048624+0.00053549i,0.00015275+0.0009164i,-7.5466e-05+0.0004615i,-0.00040236-0.00036757i,0.00034862-0.00036198i,0.00076967-0.0001162i,0.00058511+0.0003278i,0.00036027-1.8018e-05i,0.00035994+8.2367e-05i,-5.0284e-05+0.00078255i,-7.347e-05+0.00071897i,0.00039115+0.00054533i,0.00040717+7.0153e-05i,0.00014212-5.3272e-05i,0.00032863+0.00025615i,0.0005533+0.00032025i
-0.00028446-0.00012759i,0.00097699-0.00053175i,0.0016693-0.00081647i,0.0012234-0.0019688i,0.00040976-0.0022013i,-0.00011488-0.0019825i,0.0006764-0.00042919i,0.00072696+0.00072615i,0.00038435+0.00018866i,0.00021851-0.0001294i,8.2639e-05+0.00029085i,0.00043728+0.00039578i,0.00034442-0.00051217i,5.1642e-05-0.00053353i,6.1097e-05-0.00021651i,-0.00059893+0.00037907i,-0.00064681+0.00029325i,0.00056499-0.0007182i,0.00033777-0.00096179i,-0.00071278+2.5567e-05i,-0.00061116+0.000346i,-0.00033301+0.00013646i,-2.2987e-05-0.00013436i
0.00098839-0.00018i,0.0011047-0.0014579i,1.3373e-05-0.002203i,-0.00031276-0.0018387i,-0.00023306-0.0013163i,-0.00036459-0.00082646i,0.0002962-0.00029309i,0.00071495-0.00021656i,0.00034443-0.0001155i,-1.2121e-06-0.00093012i,-0.00064317-0.0010403i,-0.00088236-0.0001609i,0.00039235+0.00023552i,0.0011197+8.9976e-05i,0.00060556-0.00032426i,0.00032033-0.00020876i,0.00046013-0.00015008i,0.00028201-0.00017261i,0.00038984+0.0001372i,0.00025232-9.6888e-05i,-0.00057179-0.00048823i,-0.00045974-0.00042073i,-0.00025289-0.0001364i
0.00094263+0.0013995i,0.00091665+0.002022i,0.0014343+0.0010672i,0.00072101-0.00030053i,-0.00026003-0.00055375i,-0.00050397-0.00045883i,-4.7158e-05-0.00027276i,0.00084662-5.6721e-05i,0.0012238-0.00032481i,0.0006841-0.0005265i,3.4324e-05-0.00024585i,-0.00070763-4.5102e-05i,-0.0010271-0.00063696i,-0.00062378-0.00032741i,0.00057908+0.00055603i,0.0010131+0.0010685i,0.00032386+0.0010126i,-0.00025143+0.0013552i,-0.00046748+0.00060694i,-0.00034068+7.4555e-05i,-0.00046671+0.00057846i,2.2638e-05+0.0002483i,-6.8693e-05-0.0001816i
-0.0021998+0.0005938i,-0.0020416+0.00077621i,-0.00068476+0.0014401i,0.00074724+0.00078029i,0.0013764-0.00053655i,0.0012759-0.00062692i,0.00051497-5.7604e-05i,-0.00015242-0.00022321i,-0.00057908-4.3972e-05i,-0.00013185-0.00024214i,0.00027836-0.00095278i,0.00043676-0.0010193i,0.00039811-0.00092282i,5.7537e-05-0.00096094i,-0.00029275-0.0013611i,-0.00033301-0.0015791i,-6.7996e-05-0.00051305i,-6.944e-06+9.511e-05i,-0.00044426-0.00022077i,-0.00089183-0.00029029i,-0.00019281+7.8058e-05i,3.0385e-05+0.00043325i,1.3844e-05+0.00046447i
0.00035932-0.0014669i,0.00042757-0.0023046i,0.00056037-0.00088385i,0.0006037+0.0012381i,-2.7719e-05+0.0018526i,-0.00027422+0.0006678i,0.00011725+0.00022044i,0.00016486+0.00043962i,0.00024434+0.00058861i,0.00029661+0.00087411i,0.00019555+0.00062812i,0.00030912-2.6582e-05i,0.00060423-0.00059223i,0.00025734-0.00024593i,-0.00019234-5.5498e-05i,-0.00032721-0.00015722i,-0.00027599-4.137e-05i,-0.00034088-0.00023145i,-5.5856e-05-0.00069931i,0.00039111-0.00060113i,-0.00026219-0.00075034i,-0.00077087-0.0012681i,-0.00049574-0.0013033i
0.0026591-0.00075454i,0.003098-0.0004614i,0.0016273-0.0011904i,-0.00040007-0.0019773i,-0.0017346-0.0011813i,-0.0015655+0.00042149i,-0.00078648+0.00050565i,0.00032225-0.00028524i,0.00062141-0.00080961i,-0.00074709-0.00086407i,-0.00072671+0.00035525i,6.5869e-05+0.00097545i,0.00029783+0.00058027i,0.001181+7.149e-05i,0.00081732-0.00049216i,0.00011224-0.00098549i,-1.5059e-05-0.0011026i,-0.00026941-0.0005697i,-0.00061597-0.00028758i,-0.00019636+0.00016523i,0.00051719+0.00015712i,0.00062387+5.4578e-05i,0.00028181+0.00063151i
-0.0018926+0.0021396i,-0.002054+0.0028265i,-0.00020362+0.0025239i,0.0010475+0.0017741i,0.0014917+0.0011593i,0.0012263+0.00045591i,0.0004703+0.00032673i,-0.00024369+0.00011093i,-5.2883e-05+0.00030644i,0.00071233+0.0010023i,0.0015775+0.00035402i,0.0015271-0.00070833i,0.00072687-0.00069003i,0.00093829-0.00037013i,0.0014291+7.4653e-05i,0.0007161+0.00037834i,5.6001e-05+6.2532e-05i,-0.00033053-0.00084647i,-0.00036561-0.0006557i,-0.00032187+0.00015575i,-6.0612e-05+0.0006484i,-5.3763e-05+0.00042057i,0.0001843+0.00039406i
-0.00051237+0.00012492i,0.00014259+6.449e-05i,0.00058823-0.00023464i,0.00010505-0.0010675i,-0.00061096-0.0015046i,-0.00035029-0.0010892i,1.3986e-05-0.00060523i,0.00047624+2.2491e-05i,0.00097319+0.00046315i,0.0005218-0.00015424i,4.0793e-05-0.00064115i,0.00068635-0.00032383i,0.0011623-4.6097e-05i,0.00040242+0.00043188i,1.0683e-05+0.00019981i,-0.00032972-0.00087798i,-0.00052557-0.00096168i,-0.00063419+0.00031366i,-0.0003667+0.00057444i,0.00024293-0.00029783i,0.00050743-0.00052883i,-7.5449e-06-0.00028663i,-9.1617e-05-0.00038357i
-0.0008104-0.00040357i,-0.0001164+0.00062887i,0.00021887+0.001413i,0.0008342+0.0013182i,0.0019274+0.00025432i,0.0018559-0.00063772i,0.001568-0.0010266i,0.001722-0.0011087i,0.0012214-0.00073718i,0.00018468-0.00042846i,5.84e-05-0.00035725i,0.00019484+0.0004431i,0.00061338+0.00018382i,0.00034649-0.0014038i,-0.00059-0.00086737i,-0.00024588+0.00058199i,0.00087045+0.00057804i,0.00087335+0.00059384i,0.00024748+0.00067407i,-7.7989e-06+9.6679e-05i,9.0763e-06+0.00017964i,-0.00033289+2.6161e-06i,-0.00070808-0.00040966i
-0.0015275+0.00030073i,-0.00095292+0.00065579i,-0.00097727+0.00034125i,-0.0014117+0.00046298i,-0.00081283+0.00070784i,-0.00014545+0.0011117i,0.0003507+0.00043711i,0.00063013-0.00029856i,0.00079324+0.00061595i,0.00047978+0.00065717i,9.1737e-05+0.00073156i,0.00013811+0.00097356i,0.00022207+0.0006196i,0.00051914+0.00010851i,0.00033319-0.00052186i,-0.00029339-0.00035412i,-0.00067921+0.00054791i,-0.0010007+0.0010661i,-0.0013962+0.00074866i,-0.00095226+0.00091066i,-0.00018758+0.00083674i,-0.00037039+0.00040933i,-0.00026555+0.00043534i
0.0022032+0.0014568i,0.0016238+0.00081422i,0.0019359+0.00035097i,0.0017244-0.00045904i,0.0013839-0.0012333i,0.00032528-0.0007837i,-0.00056548+0.00025395i,-0.00052571+0.00058814i,-0.00056999-0.00025315i,-0.00015538-0.0018227i,-3.5282e-05-0.0010246i,-0.0001725-1.6738e-05i,7.8699e-05-9.7263e-05i,-0.00018047-4.0779e-05i,-0.00021824-0.00014382i,-7.8513e-05-0.00012335i,-0.0002853+0.00026901i,0.00013669+0.00030329i,0.00019918+4.1027e-05i,-0.00032329+0.00011716i,-0.00044482+0.00018783i,-0.00056448+0.00029926i,0.00012645+0.00081135i
0.0003828+0.0009396i,0.0003426+0.001784i,0.00028089+0.0015269i,-0.00062022+0.00056252i,-0.00059022-0.00034692i,-0.00094576-0.00037242i,-0.0014698+0.00078241i,-0.0011742+0.0011583i,-0.00021392+0.00090297i,0.00059433+0.00099296i,0.00043315+0.00043117i,0.00072307+0.00035824i,0.00057186+0.0012199i,0.00053927+0.001425i,0.00063592+0.0015011i,0.000412+0.001521i,0.00074098+0.00084251i,0.0013513-7.1637e-05i,0.0014231-5.0151e-05i,0.00056146+0.00066345i,8.7187e-05+0.00050717i,-0.00043759-0.00016383i,-0.0005466-0.00041443i
0.00058978-0.001983i,0.00018099-0.0017626i,0.00053909-0.00070384i,0.0007256-0.0019293i,0.0003393-0.0021036i,0.00057824-0.0010507i,0.00052746-0.00062484i,-6.5122e-05-0.00073748i,4.1424e-05-0.00096372i,0.00043399+8.6451e-06i,0.00026396+0.00095048i,-0.00014279+0.00070651i,-0.00015792-0.00044147i,-0.00059322-0.001056i,-0.00075243-0.0006481i,4.403e-05-0.00018444i,0.00041093-3.1814e-05i,-0.00024162-0.0003186i,-0.00078358-0.00080526i,-0.00046615-0.00042409i,0.00030243+0.00049901i,0.00080683+0.00094333i,0.000239+0.00062787i
0.00093889-0.0014206i,0.00011122-0.0002883i,-0.00098182-7.9537e-05i,-0.00028202-0.00088584i,0.00043134-0.0010996i,-0.00053712-0.0010459i,-0.00051222-0.0012359i,0.00035422-0.00079818i,0.00042928-0.00010829i,0.00033203+7.3948e-06i,-7.1527e-07+6.9944e-05i,0.0002767+0.00056893i,0.0005962+0.00064848i,0.00033139+0.00014364i,0.0001198-0.00050016i,-5.558e-05-0.0012274i,-0.0004054-0.00047793i,-0.00045056-2.8678e-05i,-0.00058953-0.00026967i,-0.00063964-1.7132e-05i,-0.0004092-0.00027695i,-0.00041319-0.00043493i,-0.00031277+0.00027783i
-0.00089456+0.00077322i,-0.00045514+0.00059453i,-0.00067308+0.00058521i,-9.0966e-05-3.3724e-05i,0.00050201-0.00070943i,0.00054337-0.00060692i,0.00059268-0.00060752i,0.00035604-8.5646e-05i,-0.00010639+0.0006243i,9.669e-05+0.00044995i,0.00046389-8.0834e-05i,0.00094284-0.0010099i,0.00073426-0.0015812i,0.00044446-0.00076199i,0.0010082-0.00013699i,0.00055318-0.00012275i,0.00027889-0.00014848i,0.00059852-0.00013539i,0.00059964-1.2822e-05i,0.00065042-5.8426e-05i,0.00055442-0.00043064i,0.00037373-0.00065619i,-1.7694e-05-0.00022215i
-3.9174e-05+0.0024533i,-0.00039541+0.0033656i,0.0003965+0.0023278i,0.00072889+0.00074771i,0.00081986+0.0011565i,0.0013818+0.0016949i,0.0013399+0.0011527i,0.00037481+4.2034e-05i,-0.00037217-0.00028687i,0.00015437-5.6309e-05i,0.00016455+0.00012566i,0.00010513+0.00042766i,-8.4352e-05+0.00015787i,-0.00022777-0.00029119i,-0.00011168-0.00015889i,0.00026995+0.00088147i,0.00041979+0.00057566i,0.00089544-0.00044935i,0.00075083-0.00038617i,0.00039016+6.7085e-05i,0.0002942-9.2043e-05i,-0.0002147-0.00031438i,-0.00075486-0.00033961i
0.0017278-0.00042531i,0.00071486-0.0017731i,-0.00079251-0.0025707i,-0.00152-0.0026323i,-0.0011386-0.0024858i,-0.0009242-0.0018692i,-0.00052378-0.0015076i,-0.00012509-0.00098675i,0.00071916-0.00096886i,0.00089191-0.0011387i,0.00015508-0.00045651i,-0.0002409+0.00021916i,0.00090154+0.00038249i,0.00091568+0.0004273i,0.0003801+0.00013554i,0.00027026+9.0561e-05i,-6.7158e-05+0.00019984i,-0.00015394-0.00020104i,6.603e-05-0.00028118i,0.00023482+0.00054977i,-0.00033771+0.00071443i,-0.00046055+0.00022797i,0.00035089+0.00026556i
-0.00063167+0.00057798i,0.00064962+0.0015596i,0.0019668+0.0013515i,0.0016697+0.0012976i,0.0010838+0.0010266i,0.00073928+0.00049019i,0.00011657-0.00015988i,0.00012119+0.00052035i,0.00022334+0.0012753i,-7.1685e-05+0.00041826i,0.00044792-0.00041093i,0.00041069+0.00022837i,0.00029175+0.00026799i,0.00034472-0.00037621i,0.0002152-0.00050595i,-2.4014e-05-6.3609e-05i,-0.00030553-0.00037991i,-0.00053059-0.001099i,-0.00059074-0.00052758i,-0.00017936+0.00024435i,-0.00024388-0.00021093i,-0.00075126-0.00054685i,-0.00067609+0.00053147i
0.00011457+0.00082893i,-0.00014853+0.00087407i,-0.00038329+0.0015031i,-0.00078976+0.00070474i,-0.00082285-0.00020428i,-0.00031371-6.9884e-06i,0.00015437+0.00046285i,0.00042465+1.5476e-05i,0.0016227+4.7978e-05i,0.0015872-0.00048912i,0.00076147-0.00080674i,0.00047196-0.00060467i,0.00017472-4.8087e-06i,0.00015158+0.00025302i,0.00026215+0.00080685i,0.00073348+0.00098474i,0.00049307+0.00046144i,-2.2822e-05+0.00012787i,0.00028161+0.00029877i,0.00040504-4.3734e-05i,0.00033242-0.00028286i,0.00019385+8.3509e-05i,0.00040638-8.312e-05i
-0.00078526-0.0012763i,0.00014675-0.0023391i,0.00023327-0.0033435i,-0.00069332-0.0026518i,-0.0013044-0.00058578i,-0.00062691+0.0011962i,0.00019984+0.0011687i,0.00083529+0.00012727i,0.00049096-0.00048159i,0.00024847-0.0001938i,-0.00014763+0.00022918i,0.00019654-0.00013841i,0.0010719+5.2222e-05i,0.00081349+0.00029662i,0.00038685-0.00017838i,-0.0005033-0.00031008i,-0.00047968-5.6736e-05i,-4.8646e-05-0.00017645i,-8.7148e-05-0.00052985i,-0.00053025-0.00083043i,-0.00070917-0.00049412i,-0.00048815+0.00055738i,-5.657e-05+0.0010745i
0.0013897+0.00098997i,0.0021284+0.0010688i,0.0025016+0.00031545i,0.0019339-0.00017031i,0.0009785-0.00045926i,0.00022847-0.00085659i,0.00021048-0.00049958i,0.0009264-0.00018673i,0.0011683-0.00070378i,0.00086115-0.00010059i,-8.0414e-05+0.00067203i,-0.00059277+0.00011276i,6.6652e-05+0.00043672i,-0.00014385+0.0010604i,-0.00090684+0.00043862i,-0.00090339+0.00025341i,-0.00086117+6.9263e-05i,-0.00032826-0.00089574i,0.00021449-0.00063837i,0.00019615+0.00051652i,0.00048318+0.00045436i,0.00076956-0.00023606i,0.00087568+3.1175e-05i
-0.0019588-0.00094679i,-0.0035043-0.00040397i,-0.0035143-0.00038926i,-0.0016642-0.00031737i,-0.0003469+0.00086269i,0.00038441+0.0012984i,0.00065458+0.00054649i,0.00067009-5.3611e-05i,0.00025365-0.00013753i,-0.00035481+0.00045138i,-0.00088769+0.0010128i,2.9637e-06+0.0012698i,0.00043426+0.00078924i,0.000119-0.00034324i,3.6783e-05-0.0009194i,-0.00044242-0.00046471i,-0.00043316-0.00037023i,-8.1754e-05-0.00024603i,-0.00020866-3.6336e-05i,0.00010464+0.00084545i,0.00039302+0.0013691i,-0.00088263+0.00091568i,-0.0011071+9.744e-05i
0.0004772+0.0013701i,0.0010225+0.0018692i,0.0018908+0.0016826i,0.0024186+0.00041515i,0.001386-0.0014398i,0.0001036-0.0013545i,1.3009e-05-0.00081524i,0.0006564-4.2822e-05i,0.00086073+0.00031068i,0.0014373+0.00014402i,0.0010844-0.00044891i,0.00012189+0.00014056i,0.00032039+0.0011904i,0.0005582+0.0012762i,0.00033865+0.0011838i,0.00045769+0.001024i,0.00073113+0.00074168i,0.00059518-1.2439e-05i,2.4708e-05+0.0001067i,-0.00096005+0.0003364i,-0.00052095-4.4148e-05i,0.00041229-0.00065555i,0.00065093-0.00060552i
0.00024841+0.00021569i,9.9445e-05+0.00013323i,0.00051508-0.00047966i,-0.00015824+0.00023244i,-0.00085016+0.00064472i,-0.00011259+0.00039481i,0.00035413+0.00021871i,-0.00010643-0.00018953i,-0.000147+8.6037e-06i,-0.00024407+2.8928e-05i,-0.00023932-1.7288e-05i,-0.00033792+0.00010174i,-0.00050207+0.00044633i,-0.00059566+0.00082351i,-0.00035617+0.00084634i,-0.00018292+0.00050605i,-2.8369e-05-1.1771e-05i,-6.1653e-06+0.00022015i,-0.00022764+8.5114e-05i,-0.00082176+0.00060887i,-0.00076468+0.0011141i,-0.00010924-0.00015761i,0.0010473-0.0011404i
-0.0011139+0.0014591i,-4.1008e-05+0.0012174i,0.00079479+0.00062492i,0.00053143-0.00039083i,-0.00045247+6.8873e-06i,5.1083e-05+0.00035367i,0.0014393+0.00077398i,0.00072831+0.0010876i,-0.00050321+0.00075622i,-0.00029582+0.00064509i,0.00019876+0.00051812i,0.00023062+8.6115e-05i,-5.7713e-05-0.00066931i,-0.00057298-0.0005482i,-0.00045905+0.00027652i,0.00019362+0.00073579i,0.00078173+0.00064421i,0.00032508-9.3364e-05i,3.4717e-06-0.00049952i,-6.8985e-05-7.1724e-05i,-0.00072032+0.00025331i,-0.00074922-0.00013127i,-0.00012271-0.00035087i
-0.0018742-0.0026818i,-0.0022664-0.0021899i,-0.0031661-0.0010811i,-0.0029907-0.0003768i,-0.0018195-0.00061464i,-0.00046807-0.0011769i,1.2813e-05-0.00044698i,-4.3283e-05+0.000228i,0.0004653+0.00031341i,0.00052825+0.00010344i,0.00035909+0.00080398i,0.00061526+0.0014118i,0.00082716+0.00028563i,0.00090806-0.0011249i,0.00021314-0.0015057i,-4.6893e-06-0.0010419i,0.00020371-0.00041053i,-0.00034087-0.00048842i,-0.00068385-0.00056622i,-0.00012691-0.00033228i,0.00049631-0.00087738i,0.00031224-0.0012925i,-0.00016175-0.00091736i
0.00035681-0.001588i,0.0013401-0.0012606i,0.00095281-0.0016821i,0.00041899-0.0013768i,-0.00035063-0.0010026i,-0.00028967-0.0008182i,0.00013207-0.00026406i,7.9369e-05-6.3908e-05i,0.00056937-0.00020586i,0.00084928-0.00018557i,0.00050401+0.00037005i,0.00036286+0.0013872i,0.00043447+0.0011214i,-4.5995e-05+0.00025655i,-0.00055175+0.00048854i,-0.00036352+0.00034031i,0.00017733+0.00025521i,0.00044238+0.00036454i,0.00038817+9.636e-05i,-0.00017926-0.00045023i,-0.00053585-0.0010806i,-0.00033057-0.00096132i,-0.00060252-0.00050107i
