-0.0026758+0.0015738i,-0.0011473+0.0014681i,-0.0014061+0.001053i,-0.0011948+0.0002827i,-0.00078639+0.00094738i,-0.0013552+0.0017045i,-0.00094172+0.0013628i,0.0001344+0.0013428i,0.00095944+0.0015067i,0.0018151+0.00037231i,0.0019211-0.00091553i,0.0010479-0.0010232i,0.00049792-0.00059606i,0.00028703-0.00052789i,4.0079e-05-0.00032361i,-5.0291e-05-0.00028879i,0.00013539+0.00030125i,0.00011283+5.2648e-06i,-6.5947e-06-0.0011085i,-0.00030091-0.00091429i,2.976e-05-0.00019543i,0.00014933+1.9042e-05i,-0.00028116+1.6555e-05i
-0.32944+0.084363i,-0.34998-0.014343i,-0.17233-0.23341i,0.027481-0.26172i,0.1347-0.035029i,0.14682+0.12861i,0.035564+0.10814i,-0.077464+0.03674i,-0.094058-0.01786i,-0.077159-0.043465i,-0.064207-0.033806i,-0.053354-0.0068197i,-0.03337+0.023455i,0.0041807+0.029061i,0.026699+0.0061841i,0.02243-0.0077741i,0.020298-0.0071492i,0.025586-0.0021981i,0.028497+0.0056189i,0.027745+0.001371i,0.017722-0.015162i,0.00071583-0.020354i,-0.0094651-0.0059588i
-0.15998-0.20895i,-0.19657-0.076431i,-0.094731+0.18661i,0.0065976+0.24307i,-0.0043095+0.097031i,-0.026746+0.006401i,0.0095598-0.0022943i,0.016561+0.022767i,-0.0091502+0.06992i,-0.0025444+0.096307i,0.033726+0.076579i,0.07105+0.026453i,0.066874-0.028943i,0.0099194-0.055836i,-0.041616-0.047772i,-0.064-0.037863i,-0.073077-0.037204i,-0.06176-0.044039i,-0.043575-0.056552i,-0.041423-0.049729i,-0.041021-0.020832i,-0.033831-0.0012673i,-0.024988-0.0030729i
0.27259-0.1967i,0.20098-0.30849i,-0.042691-0.24437i,-0.17744-0.078663i,-0.15989-0.026873i,-0.16363-0.085017i,-0.15894-0.098996i,-0.081358-0.080439i,-0.0046609-0.076184i,0.027674-0.078896i,0.015589-0.081169i,-0.014109-0.069824i,-0.020805-0.039459i,0.0065613-5.9156e-05i,0.042984+0.029923i,0.061851+0.043918i,0.059906+0.055918i,0.04091+0.068821i,0.02535+0.072351i,0.027722+0.050021i,0.033386+0.013591i,0.034039-0.0061563i,0.032041-0.0081663i
0.15612+0.34127i,0.32052+0.32245i,0.3858+0.058186i,0.32105-0.15744i,0.26021-0.12427i,0.26377+0.0076434i,0.22353+0.048849i,0.11701+0.016084i,0.036668-0.0074875i,0.0017566+0.00025576i,-0.010612+0.038638i,-0.0017259+0.079683i,0.013771+0.077382i,0.006957+0.032374i,-0.02028-0.012268i,-0.03052-0.041026i,-0.01631-0.072499i,-0.0044527-0.099627i,-0.0090977-0.09253i,-0.016804-0.049392i,-0.011226-0.0094524i,-0.0037383+0.002961i,-0.0050769+0.0075046i
-0.31794+0.066916i,-0.31798+0.18129i,-0.15543+0.24303i,-0.07568+0.23389i,-0.13375+0.21338i,-0.16002+0.17828i,-0.098286+0.11616i,-0.021835+0.073402i,0.025515+0.053644i,0.051784+0.031046i,0.068576-0.0086136i,0.060414-0.052741i,0.026705-0.061458i,0.0060881-0.031172i,0.0075578-0.0011595i,-0.0030767+0.018115i,-0.028007+0.042625i,-0.033376+0.066889i,-0.015301+0.070768i,-0.0015451+0.052805i,-0.0060019+0.031512i,-0.016032+0.019726i,-0.017504+0.014681i
-0.090873-0.32852i,-0.26737-0.36285i,-0.34403-0.24229i,-0.24724-0.18659i,-0.13019-0.22707i,-0.066727-0.20956i,-0.024058-0.11316i,-0.0075733-0.035979i,-0.028795-0.022089i,-0.074161-0.020396i,-0.10205+0.0012337i,-0.092241+0.018354i,-0.063457+0.020271i,-0.038492+0.014241i,-0.0144+0.0054172i,0.025951-0.0071406i,0.064757-0.025377i,0.070978-0.041178i,0.048072-0.054228i,0.017793-0.061119i,0.0017008-0.047626i,0.004886-0.023775i,0.0097415-0.0097665i
0.41371-0.08695i,0.49617-0.28998i,0.29684-0.34602i,0.10876-0.11613i,0.15675+0.08886i,0.20149+0.057729i,0.099012-0.044983i,0.0084127-0.086891i,-0.00076881-0.075054i,0.029605-0.050569i,0.062845-0.027695i,0.083155-0.0040039i,0.081191+0.0051192i,0.06233+0.0014788i,0.036699+0.0032557i,0.0011884+0.011447i,-0.029061+0.020998i,-0.038913+0.035699i,-0.025529+0.056511i,0.0067276+0.062443i,0.029492+0.040707i,0.029686+0.011844i,0.021279-0.0059333i
-0.11184+0.53815i,-0.011887+0.81729i,0.11003+0.72443i,0.03174+0.36374i,-0.20281+0.13961i,-0.30514+0.12393i,-0.20468+0.13194i,-0.080824+0.10099i,-0.034236+0.069747i,-0.034315+0.053516i,-0.048345+0.028545i,-0.058909+0.0011528i,-0.048544-0.007277i,-0.03392-0.01419i,-0.032496-0.025585i,-0.034481-0.020594i,-0.030855-0.004151i,-0.018662-0.0039565i,-0.01063-0.022943i,-0.019972-0.033778i,-0.035578-0.025986i,-0.045747-0.014527i,-0.045287-0.0069447i
-0.41894-0.30461i,-0.61334-0.38027i,-0.48684-0.28572i,-0.10668-0.16593i,0.20881-0.16773i,0.29053-0.19584i,0.18935-0.14392i,0.068008-0.038276i,0.03924+0.032948i,0.052098+0.038495i,0.048056+0.034023i,0.031331+0.035848i,0.012441+0.028366i,0.0077785+0.031719i,0.017605+0.046392i,0.030563+0.044124i,0.036362+0.028051i,0.027215+0.023924i,0.012332+0.030961i,0.0049177+0.032549i,0.012023+0.028784i,0.026277+0.02505i,0.03104+0.023135i
0.36315-0.23644i,0.48639-0.27476i,0.41148-0.10762i,0.20516+0.10393i,-0.013495+0.20708i,-0.15561+0.22194i,-0.14417+0.16089i,-0.074139+0.04412i,-0.056697-0.028884i,-0.050097-0.033135i,-0.02797-0.036457i,-0.011056-0.047689i,-0.0090858-0.043572i,-0.014244-0.03428i,-0.0089919-0.034664i,0.0027095-0.03812i,0.014289-0.044567i,0.018378-0.059923i,0.0099324-0.067025i,0.0038928-0.05858i,0.0014841-0.0474i,-0.0011778-0.0386i,0.0020438-0.031128i
0.20374+0.28891i,0.27485+0.21909i,0.13375-0.10695i,-0.094841-0.32297i,-0.10442-0.25359i,0.079072-0.15313i,0.17625-0.12181i,0.15039-0.078952i,0.10458-0.039463i,0.072071-0.022726i,0.058214-0.0053056i,0.053411+0.0029659i,0.047687-0.0069248i,0.035086-0.014778i,0.0083253-0.0066651i,-0.029561+0.010669i,-0.062354+0.035998i,-0.063634+0.06369i,-0.030361+0.075602i,-0.00049445+0.065509i,0.0046635+0.047985i,-0.001161+0.034276i,-0.0070667+0.022909i
-0.40641+0.16129i,-0.49586+0.35916i,-0.22681+0.4455i,0.12207+0.2534i,0.1522-0.032506i,-0.008419-0.12158i,-0.073123-0.067593i,-0.050389-0.046522i,-0.039038-0.060595i,-0.050908-0.054613i,-0.05335-0.027221i,-0.043304-0.0037721i,-0.04208+0.010343i,-0.041445+0.018937i,-0.019318+0.019068i,0.025481+0.0039051i,0.066533-0.02515i,0.071033-0.051946i,0.037862-0.061237i,0.0072838-0.047149i,0.00411-0.029838i,0.0078355-0.023924i,0.0062165-0.017057i
0.032462-0.4699i,-0.054188-0.74024i,-0.25261-0.63962i,-0.34838-0.16026i,-0.18889+0.2623i,0.0054912+0.33026i,0.030675+0.19329i,-0.025464+0.10327i,-0.037665+0.086894i,-0.010347+0.070711i,0.0046047+0.045506i,0.0097498+0.036751i,0.034507+0.031565i,0.061218+0.0065036i,0.056905-0.031205i,0.017713-0.057284i,-0.027245-0.056472i,-0.045294-0.030778i,-0.034022+0.0018978i,-0.019563+0.016054i,-0.019499+0.017553i,-0.016753+0.02055i,-0.0050617+0.015735i
0.28002+0.25058i,0.40631+0.44007i,0.34341+0.43028i,0.13056+0.1358i,-0.088039-0.20522i,-0.20415-0.33049i,-0.16481-0.23749i,-0.056443-0.11417i,-0.001486-0.063475i,-0.0054694-0.044891i,-0.010487-0.037119i,-0.010814-0.050202i,-0.031848-0.05534i,-0.060703-0.025904i,-0.071152+0.029787i,-0.054287+0.090217i,-0.023167+0.12078i,0.00041359+0.099257i,0.0063183+0.047064i,0.0039903+0.0068977i,0.0055143-0.0074493i,0.0054332-0.0085825i,-0.0027535-0.00040299i
-0.17482+0.10115i,-0.21604+0.068675i,-0.074133-0.038245i,0.15909-0.042393i,0.30119+0.10977i,0.31106+0.25668i,0.20992+0.26158i,0.082969+0.17585i,0.029831+0.10101i,0.028262+0.054192i,0.019076+0.038343i,0.0086722+0.04724i,0.010959+0.05052i,0.02549+0.040619i,0.043004+0.014677i,0.04951-0.026949i,0.044504-0.050774i,0.033662-0.030923i,0.027207+0.010087i,0.029083+0.030615i,0.026532+0.023299i,0.014893+0.014598i,0.0086477+0.013962i
-0.10319-0.12265i,-0.15795-0.076617i,-0.16616+0.10635i,-0.14836+0.22464i,-0.16312+0.12968i,-0.19924-0.032895i,-0.15699-0.096712i,-0.056258-0.084146i,-0.00050166-0.061973i,0.0068078-0.04028i,0.01489-0.024877i,0.035441-0.023718i,0.050497-0.038515i,0.03694-0.064104i,0.0031952-0.07824i,-0.025563-0.068552i,-0.039303-0.05817i,-0.036209-0.068501i,-0.0313-0.083094i,-0.034428-0.071839i,-0.031619-0.04172i,-0.019285-0.024794i,-0.0075678-0.025227i
0.21199-0.083493i,0.36398-0.21914i,0.36446-0.40085i,0.17658-0.46367i,0.018022-0.30889i,0.031733-0.11594i,0.06211-0.042245i,0.016168-0.02638i,-0.022358-0.0041208i,-0.021105+0.010341i,-0.022329+0.0069052i,-0.044861+0.0070496i,-0.058026+0.03703i,-0.031128+0.081194i,0.017019+0.10408i,0.050242+0.10087i,0.056884+0.094148i,0.045548+0.088037i,0.037316+0.07258i,0.033063+0.044442i,0.022364+0.011218i,0.0084562-0.0067881i,-0.0053611-0.004438i
-0.12311+0.17656i,-0.27351+0.33849i,-0.32667+0.44841i,-0.15423+0.3853i,0.062653+0.17802i,0.11844+0.0101i,0.091221-0.037681i,0.075409-0.039768i,0.05248-0.040589i,0.026064-0.034138i,0.022794-0.02187i,0.034119-0.021174i,0.017948-0.039999i,-0.02691-0.054307i,-0.05455-0.04979i,-0.050388-0.045556i,-0.029615-0.050821i,-0.011652-0.048586i,-0.012157-0.030565i,-0.015309-0.0088216i,-0.0089197+0.0057627i,-0.0031139+0.011108i,0.0010983+0.011382i
0.024385-0.15337i,0.088036-0.36217i,0.10333-0.49405i,-0.011248-0.36866i,-0.13773-0.10741i,-0.16594+0.04207i,-0.14582+0.036214i,-0.11226-0.005616i,-0.073721-0.015307i,-0.040862-0.0087708i,-0.01591-0.011137i,0.0053036-0.017745i,0.031561-0.025482i,0.047077-0.039318i,0.031291-0.0488i,-0.0071351-0.04287i,-0.049235-0.026096i,-0.069526-0.0084109i,-0.051927+0.003636i,-0.022071+0.0098598i,-0.0038114+0.012707i,0.0034689+0.009678i,0.0030331+0.00023746i
-0.011825+0.11689i,-0.026649+0.31068i,-0.036068+0.4528i,0.00091272+0.36492i,0.058333+0.13304i,0.09009-0.028739i,0.099197-0.047521i,0.084582-0.0034725i,0.064664+0.016274i,0.047366+0.014147i,0.025361+0.02549i,0.0019173+0.049695i,-0.0095519+0.067854i,-0.00062431+0.069807i,0.015742+0.062705i,0.03839+0.058993i,0.070503+0.053752i,0.083685+0.033392i,0.059905+0.0054796i,0.021622-0.012797i,-0.0027174-0.01738i,-0.006274-0.012537i,-0.00040081-0.0050255i
-0.025425-0.062767i,-0.041791-0.11255i,-0.022678-0.14246i,0.006246-0.099044i,0.0074297+0.0057944i,-0.014507+0.099983i,-0.041488+0.12012i,-0.049191+0.078956i,-0.042241+0.042829i,-0.033115+0.029823i,-0.024221+0.018815i,-0.024429+0.0025323i,-0.036876+0.0028571i,-0.041376+0.025096i,-0.025028+0.034926i,-0.012137+0.014414i,-0.016276-0.0083265i,-0.01286-0.0012544i,0.012428+0.027514i,0.041217+0.041124i,0.047237+0.030569i,0.032522+0.017849i,0.016327+0.012466i
0.039187-0.045908i,0.017149-0.095429i,-0.037121-0.11767i,-0.070477-0.098767i,-0.063884-0.078723i,-0.043946-0.066562i,-0.012101-0.032706i,0.013711+0.0040007i,0.012539+0.013848i,0.00027142+0.0087004i,-0.0052667-0.00014071i,0.0089075-0.018031i,0.024572-0.057724i,0.0049664-0.096475i,-0.034502-0.094679i,-0.053848-0.055991i,-0.052953-0.020746i,-0.054567-0.021066i,-0.071569-0.04491i,-0.090257-0.052234i,-0.082805-0.033199i,-0.051992-0.016005i,-0.026037-0.010535i
0.095623+0.10135i,0.25299+0.14255i,0.39033+0.12375i,0.37689+0.063973i,0.25404+0.028516i,0.14829+0.016114i,0.082866-0.01177i,0.049839-0.034089i,0.038413-0.043i,0.027648-0.047056i,0.022223-0.037104i,0.025617-0.0098237i,0.039281+0.028301i,0.06519+0.050609i,0.084362+0.044052i,0.084349+0.023403i,0.074911+0.0082019i,0.066253+0.013606i,0.069516+0.030203i,0.077235+0.033566i,0.065031+0.020369i,0.038796+0.0086919i,0.019771+0.0026127i
-0.22327-0.008198i,-0.43943+0.018808i,-0.584+0.053998i,-0.53345+0.070869i,-0.36659+0.057551i,-0.20484+0.029354i,-0.093929+0.012929i,-0.044223+0.0066429i,-0.02538+0.011647i,-0.012116+0.026762i,-0.010349+0.03444i,-0.021742+0.028359i,-0.035531+0.016502i,-0.039295+0.0084002i,-0.03423-0.0025768i,-0.033538-0.01355i,-0.030674-0.015854i,-0.020637-0.021402i,-0.021218-0.033514i,-0.02965-0.040086i,-0.027171-0.035386i,-0.019614-0.023135i,-0.013454-0.007165i
0.12029-0.17508i,0.23552-0.29592i,0.30217-0.34426i,0.26434-0.29062i,0.18145-0.1934i,0.099619-0.12389i,0.022899-0.10115i,-0.019805-0.086001i,-0.029909-0.064475i,-0.029428-0.049522i,-0.024431-0.043991i,-0.018317-0.045519i,-0.021876-0.044265i,-0.034706-0.029201i,-0.037599-0.0044563i,-0.028941+0.012533i,-0.032259+0.019422i,-0.04395+0.030972i,-0.037762+0.050973i,-0.017026+0.065118i,-0.0039499+0.060655i,0.00072133+0.040245i,0.0019039+0.0166i
0.084279+0.15778i,0.090453+0.26052i,0.047649+0.30269i,0.026505+0.26172i,0.033656+0.17638i,0.022365+0.09664i,0.0090759+0.058714i,0.0043213+0.03943i,0.002462+0.020509i,0.010134+0.0055605i,0.022826-0.0053034i,0.031275-0.0046131i,0.041256-0.0034047i,0.047889-0.014998i,0.04299-0.022253i,0.04116-0.014358i,0.054419-0.010594i,0.063346-0.02517i,0.046493-0.053589i,0.01816-0.074291i,0.0046276-0.068876i,0.0022765-0.04472i,-0.0019843-0.01716i
-0.12932+0.080172i,-0.16771+0.11979i,-0.14361+0.12142i,-0.12867+0.098582i,-0.13168+0.078845i,-0.090257+0.067221i,-0.031603+0.051579i,0.0029636+0.044769i,0.025563+0.041588i,0.038696+0.029369i,0.03852+0.025339i,0.027441+0.031439i,0.010426+0.043255i,0.0032372+0.05414i,0.0032945+0.044497i,-0.006412+0.019858i,-0.023223+0.0062912i,-0.025096+0.015817i,-0.0022683+0.043015i,0.022544+0.059398i,0.023474+0.051246i,0.010395+0.035377i,0.0070792+0.020717i
-0.056512-0.19844i,-0.094709-0.30948i,-0.076106-0.33997i,0.0049821-0.31461i,0.064893-0.27245i,0.060761-0.1882i,0.037772-0.091115i,0.018251-0.041464i,-0.010602-0.016748i,-0.039737+0.011218i,-0.052854+0.025053i,-0.04386+0.014162i,-0.027014-0.010567i,-0.021659-0.026414i,-0.020348-0.023075i,-0.014868-0.010511i,-0.011501+0.0024354i,-0.014705+0.0027868i,-0.026284-0.017898i,-0.0365-0.031104i,-0.027485-0.022254i,-0.0078344-0.014892i,-0.0007911-0.016067i
0.22958+0.023765i,0.35258+0.058439i,0.34431+0.11193i,0.22194+0.17826i,0.11101+0.21689i,0.05912+0.17643i,0.045025+0.089871i,0.045775+0.028804i,0.044789-0.0076647i,0.0337-0.032294i,0.023424-0.037578i,0.019795-0.02521i,0.014546-0.0068871i,0.010716+0.0071601i,0.015279+0.015132i,0.024791+0.0083332i,0.027624-0.012278i,0.021605-0.016801i,0.017604+0.0067536i,0.015745+0.023202i,0.0098691+0.013825i,0.0016943+0.00034348i,-0.0035876-0.00087905i
-0.11039+0.1718i,-0.19288+0.21782i,-0.23363+0.13906i,-0.21061+0.013835i,-0.1548-0.055148i,-0.093618-0.066351i,-0.050498-0.047794i,-0.033628-0.027212i,-0.027619-0.014489i,-0.013091-0.00076207i,0.0082003+0.0079861i,0.01895+0.0028983i,0.018941-0.0097108i,0.013031-0.022593i,-0.0043812-0.026224i,-0.020512-0.011016i,-0.017113+0.0079739i,-0.0055747+0.0027109i,-0.00077812-0.023256i,-0.00018197-0.038809i,-0.00093985-0.02893i,-0.0018083-0.0087277i,-0.00010518+0.0044064i
-0.13689-0.1179i,-0.17185-0.16351i,-0.12139-0.13836i,-0.044142-0.093539i,-0.0044537-0.067595i,-0.0018714-0.036385i,-0.016816-0.011795i,-0.027214-0.004518i,-0.01834+0.00097594i,-0.0044617+0.0074335i,-0.0024785+0.011515i,-0.0082183+0.011483i,-0.016169+0.0098543i,-0.017067+0.012803i,-0.0068022+0.011131i,-0.0012314+0.0031015i,-0.0067849+0.0046716i,-0.011208+0.02246i,-0.0097041+0.048365i,-0.0050558+0.063323i,0.0028822+0.052826i,0.009103+0.026982i,0.0091812+0.0050711i
0.15702-0.12318i,0.21542-0.16405i,0.197-0.11819i,0.15563-0.0096598i,0.12644+0.067258i,0.08421+0.067308i,0.043552+0.035498i,0.025394+0.012568i,0.0099971-0.001006i,-0.0094991-0.011734i,-0.022505-0.018373i,-0.019671-0.011464i,-0.0011528+0.0013926i,0.01509+0.0052564i,0.020007+0.0046596i,0.020813+0.001058i,0.018589-0.0098568i,0.012138-0.025586i,0.0061484-0.045374i,-0.0012715-0.059074i,-0.012316-0.05327i,-0.020566-0.032638i,-0.016915-0.01163i
0.066555+0.21052i,0.08214+0.31177i,0.032121+0.28247i,-0.067861+0.14396i,-0.1386+0.020361i,-0.12716-0.023679i,-0.076753-0.0094236i,-0.037634+0.016001i,-0.0056032+0.027929i,0.018608+0.024699i,0.027762+0.014445i,0.018075+0.003769i,-0.0060105-0.00194i,-0.027774+0.00070165i,-0.035568+0.0070708i,-0.028252+0.0095583i,-0.014052+0.0059449i,-0.0049316+0.0053224i,0.0010022+0.017448i,0.0058044+0.032458i,0.010907+0.037039i,0.017165+0.030211i,0.016714+0.018269i
-0.20908-0.0205i,-0.28752-0.060898i,-0.21685-0.089368i,-0.045694-0.069948i,0.077556-0.02372i,0.10204+0.0082974i,0.075817+0.0038037i,0.03905-0.019709i,0.0049191-0.026983i,-0.015961-0.010259i,-0.016465+0.0090531i,0.0019997+0.012167i,0.022099-0.00047041i,0.029644-0.018862i,0.022486-0.030091i,0.0089525-0.021303i,0.0024494+0.0001252i,0.0044425+0.0079568i,0.0033162-0.004908i,0.00017649-0.018753i,-0.00034607-0.022695i,-0.0024545-0.021173i,-0.0062382-0.01564i
0.085647-0.18175i,0.14544-0.2488i,0.13293-0.21235i,0.045297-0.12482i,-0.0249-0.068535i,-0.044856-0.053477i,-0.033996-0.045029i,-0.007143-0.02811i,0.0086241-0.020311i,0.00063965-0.023142i,-0.010788-0.019072i,-0.010882-0.0034984i,-0.0032799+0.01153i,0.0077229+0.020668i,0.020564+0.021976i,0.023258+0.0086029i,0.0094625-0.0078757i,-0.0040332-0.0043402i,-0.0065383+0.014105i,-0.0068469+0.024164i,-0.010932+0.019709i,-0.014342+0.0126i,-0.010295+0.0096339i
0.13937+0.12626i,0.1809+0.20892i,0.15434+0.21286i,0.092977+0.15283i,0.039377+0.11173i,0.023251+0.090028i,0.026383+0.06085i,0.012315+0.032726i,-0.0019134+0.013839i,0.0035188-8.7798e-08i,0.0078152-0.012377i,-0.0053921-0.016376i,-0.01978-0.0072655i,-0.023117+0.003801i,-0.023116+0.011189i,-0.019304+0.016421i,-0.009311+0.015266i,-0.0014575+0.00020769i,0.0037981-0.022221i,0.011304-0.034062i,0.018696-0.02815i,0.020951-0.015394i,0.016114-0.0063772i
-0.1724+0.08319i,-0.28827+0.082177i,-0.30482+0.029835i,-0.20442-0.031862i,-0.080492-0.079616i,-0.015876-0.10004i,-0.01699-0.077577i,-0.020131-0.037562i,-0.0070015-0.011597i,0.0012289+0.00094451i,0.006504+0.0060724i,0.0084244-0.0031421i,0.00044686-0.019999i,-0.011243-0.030355i,-0.016401-0.031335i,-0.011345-0.02488i,-0.0028496-0.014152i,0.00076316+0.0038525i,-0.004342+0.03035i,-0.012793+0.046362i,-0.01579+0.037142i,-0.014556+0.016493i,-0.012383+0.0035873i
-0.0059156-0.17869i,0.053032-0.26381i,0.12113-0.22938i,0.10755-0.10286i,0.020779+0.021165i,-0.02772+0.094363i,-0.0066411+0.091963i,0.012336+0.046711i,0.0080884+0.014588i,0.0057008+0.002684i,0.0070245-0.0012743i,0.013662+0.0017317i,0.026139+0.0058409i,0.039075+0.0050051i,0.042891-0.00022528i,0.030835-0.0029518i,0.014653-5.7671e-05i,0.0087516-0.0043871i,0.011892-0.025315i,0.014392-0.043697i,0.0096769-0.038033i,0.0008844-0.019156i,-0.0047179-0.0089442i
0.15593+0.055473i,0.19498+0.13107i,0.13765+0.175i,0.077209+0.11778i,0.078935-0.0047432i,0.072087-0.085524i,0.034046-0.076439i,0.014239-0.027858i,0.019914-0.001835i,0.021753-0.00097743i,0.01404-0.0010621i,0.003563+0.0049569i,-0.0074307+0.016128i,-0.016304+0.029281i,-0.017962+0.038372i,-0.011744+0.031983i,-0.0068972+0.015005i,-0.009681+0.010449i,-0.012517+0.021562i,-0.0080822+0.029609i,0.0010961+0.024478i,0.011169+0.013602i,0.015514+0.0075848i
