-0.000202-0.00059837i,-0.00092255+0.00042098i,-0.0016388-0.00012823i,-0.00063008-0.00094706i,0.00037023-0.0010846i,0.00055015-0.00045494i,0.00057994+0.00026212i,0.00087231-6.1913e-05i,0.0016921-0.00048469i,0.001672-0.00034194i,0.00063958-0.00037293i,0.00042726-0.0012672i,0.0008323-0.0016668i,0.0003869-0.0010092i,-0.00038338-1.0094e-06i,-0.00063907+0.0010412i,-6.5037e-05+0.00099574i,0.00029204+0.00065373i,-0.00029685+1.3683e-05i,-0.0003473-0.00080858i,0.00047401-0.00052103i,0.00059869-0.00072903i,-0.00036311-0.00060791i
-9.2123e-06-0.00050543i,-0.0016438+0.00016832i,-0.0022618+0.00099738i,-0.0016525+0.0011091i,-0.00028745+0.00033723i,0.0014455-0.0005655i,0.0014899-0.00030132i,0.0015049-0.00016181i,0.0021647-7.7863e-05i,0.0013411-0.00011835i,-6.6283e-05+2.3177e-05i,-0.00043011+0.00052158i,-2.0514e-05-0.00032213i,-5.3119e-07-0.0012817i,-0.00052755-0.001197i,-0.00017738-0.00035737i,0.00039241+0.00049634i,0.00040635+0.00036191i,-0.00022989+5.4209e-05i,-0.00027427+0.00036313i,0.00015589+0.00034071i,0.00058072-0.00030438i,0.00076215-0.00084895i
-2.0887e-05-0.0011062i,-0.0021535-0.0016634i,-0.003813-0.000212i,-0.0027798+0.0016458i,-0.00013211+0.0019754i,0.00084893+0.00082687i,0.00085006-0.00028118i,0.00065353-0.0012049i,0.00043079-0.0010451i,-0.00023559+0.00024798i,-0.00020119+4.1002e-05i,0.00058984-0.00040131i,0.00034863+1.7155e-05i,-0.00021651-0.00031117i,-0.00044214-0.00032647i,-0.00096446-2.2934e-06i,-0.00057378+0.00030134i,0.00029565+0.00055936i,0.00032237+0.00041564i,0.0002412+0.00066946i,7.5884e-05+0.00037659i,0.00012961+0.00020776i,0.00050597-0.00040006i
0.0019092+0.00061771i,0.00062353-0.00044623i,0.00035243-0.00061129i,-0.00047309-0.00088378i,-0.00026938-0.001222i,6.9463e-05-0.00090477i,-0.00010939-0.00053504i,0.0004488-0.00068428i,0.0012269-0.0010962i,0.0011013-0.00089603i,0.00071746-0.00032625i,0.00055379-0.00047109i,0.00094308-0.00031923i,0.0010131+0.00047775i,0.00091614+0.00038712i,0.0001933+0.00059233i,-0.00012811+0.00062882i,-4.0329e-05-0.00015653i,-0.00027815+0.00030262i,1.6459e-06+0.00043884i,0.00081186+6.2919e-05i,0.0009903-0.00018492i,0.00057901-0.0003621i
0.0014562-0.0013698i,0.0013546-3.1632e-06i,-0.00075571+0.00093849i,-0.0014467+0.0017786i,-0.00020012+0.0018673i,0.00076177+0.00093258i,0.0010798-0.00028973i,0.00079363-0.0013634i,2.9809e-05-0.0015737i,-0.00024827-0.00086957i,0.00050863-7.1169e-05i,0.0010261+0.00072326i,0.0010502+0.00037747i,0.00093561+0.00011415i,0.00024576+0.00062483i,-0.0007022+2.9269e-05i,-0.00034367-0.00020737i,-4.7655e-05+5.0578e-05i,-0.00025597-0.00012821i,-0.00028306+0.00021464i,-0.00054398-0.00055282i,-0.00064341-0.001705i,8.5601e-05-0.00075049i
-0.00016832-0.00045554i,-0.00017176-0.00032475i,-0.00082721-5.4944e-05i,-0.0010203+0.00063688i,-0.00057405+0.0014033i,0.0003339+0.00048861i,0.0012246-0.00047173i,0.0010917-0.00087218i,0.0007693-0.00093063i,0.00081727-0.00033114i,0.00017719+0.00034198i,0.0003162+0.00070778i,0.0002799+0.0010841i,-6.9901e-06+0.00085035i,0.00031288-0.00018735i,-0.00013405-0.0011896i,-0.0009577-0.0010405i,-0.00054675-0.00040307i,0.000215-0.00019715i,-0.00025634+0.00045627i,-0.000337+0.00046028i,0.00018757-0.00027068i,0.00016451-0.00032286i
-0.0017491+0.00091659i,-0.0016267+0.00018949i,-0.0021656+0.0013526i,-0.0011114+0.0018634i,0.00056424+0.0010039i,0.0010143+0.00027679i,0.0011187-0.0013254i,0.00074928-0.0020411i,0.0002326-0.00092426i,9.5434e-05+0.00016867i,7.3871e-05+0.00024157i,0.00010761-0.00015529i,0.00021373-0.00055967i,-0.00049504-0.0007223i,-0.00060576+2.9669e-05i,1.906e-05+9.8348e-05i,-0.00034582-0.00045534i,-0.0007504-0.00023262i,-0.00012674+0.00044765i,0.00026491+0.0003051i,0.00019551-0.00045373i,-0.0002178-0.00079368i,-0.00029698-0.00077415i
-9.0337e-05-0.0015442i,-0.00084209-0.00072398i,-0.0020031-0.00057782i,-0.0016322+1.6973e-05i,-0.00106+0.00087502i,-0.00088933+0.001504i,0.00018592+0.00064176i,0.00026178-0.0015557i,-0.00054982-0.0027822i,-0.0010886-0.0019548i,-0.00063899-0.00086601i,8.4618e-05-0.00063449i,0.00072379-0.00073623i,0.00055469-0.00025929i,-0.00016893-5.1601e-05i,-0.00054263+5.7368e-05i,-0.00051049+7.8967e-05i,-0.00081576-0.00018438i,-0.00083266-0.00010852i,0.00014047+0.0003717i,0.00085548+0.00030401i,-1.3093e-07+0.0005228i,-0.00088013+0.000527i
-0.00091734+0.0003357i,-0.0010852+0.00026513i,-0.0016713+7.0926e-05i,-0.0010976+0.00080892i,5.5421e-05+0.0013419i,0.00071621+0.00040909i,0.0014337-0.00039312i,0.0018484-0.00050687i,0.0011742-3.6096e-05i,0.00026367+0.00025284i,0.00045093+0.00041967i,0.00076651+0.00040179i,0.00062197+0.00052965i,0.00020027+0.00035341i,3.2741e-05+3.1986e-05i,-0.00048305-0.00034989i,-0.0012235-0.00066699i,-0.00016033-0.0007273i,0.00060029-0.00083863i,0.00033189-0.00031578i,0.00077669+6.9601e-05i,0.0009075-0.00050112i,-4.8632e-07-0.00046517i
-0.0012569-0.00014717i,-0.00099651-0.0011303i,-0.00081199-0.00078492i,-0.0013046-0.0002881i,-6.157e-05-0.00013227i,0.0015275+0.00067332i,0.0012785+0.00088727i,0.00027843-0.00016651i,-0.00024563-0.001224i,-3.3586e-05-0.00034195i,-0.00038569+0.00017499i,0.0001944+0.00027508i,0.00052243+0.0003596i,-0.00041371-2.9801e-05i,-0.0002599-6.0103e-05i,0.00042202+0.00038676i,-8.9531e-05+0.00023302i,-0.0002516-9.3599e-05i,-0.00013908+0.00016951i,-0.00038508+0.00068765i,-0.00028131+0.00036742i,0.00028211+0.00046035i,0.00074778+0.00067382i
-0.00044102-0.00057597i,-0.00071886-0.00079315i,-0.0008956+0.00049567i,-0.00050588+0.0021553i,0.0015585+0.0024247i,0.0025526+0.0014085i,0.001844-0.00059343i,0.0018131-0.0014942i,0.001088-0.001231i,-0.0004174-0.0010295i,-0.00034535+0.00027381i,0.00085315+8.2558e-05i,0.0010354-0.0011934i,0.00037609-0.0012762i,0.00035516-0.0012167i,0.00057041-0.0009534i,0.00030105-2.7601e-05i,-9.9056e-05+0.00039544i,-0.00024664-0.00026565i,4.6939e-05-0.000197i,0.00016041+8.3891e-05i,-0.0001541-0.00015217i,-0.00016954-0.0004732i
0.00019767-0.00079346i,-0.00019422-0.00064599i,-0.00056416+2.1459e-05i,-0.0011356+0.00012378i,-0.00089341+0.00055384i,-0.00026696+0.00052506i,0.00052816-0.00024638i,0.00098895-0.00058703i,0.0011102-0.00069665i,0.00071761-0.00066896i,-0.00012758-0.00079765i,0.00017142-0.0012299i,0.00073788-0.00049999i,0.00055358+0.00041074i,5.9969e-05-6.8136e-06i,-0.00062338-0.00060417i,-0.00048928-0.00042997i,-3.5923e-05+0.00039492i,0.00016619-4.5616e-05i,-6.6911e-05-0.00067219i,-0.00050037-0.00041151i,0.00014026-5.7841e-05i,-0.00011391-0.00038064i
-0.0011809+0.00186i,-0.0018564+0.0012276i,-0.0030313+0.0010531i,-0.0015156+0.0019716i,0.00098075+0.0022999i,0.0016621+0.0016651i,0.0011154+0.00086153i,0.0012164+0.00028523i,0.0013171-0.00062591i,0.00025604-0.00029423i,-0.00023339+0.00048114i,0.00050819+0.00034145i,0.0010009-0.0003924i,-3.5275e-05-0.00031354i,-0.00093048+0.00033604i,-0.00020895+0.00058933i,0.0006732+0.001011i,0.00050553+0.0012192i,0.00021696+0.0011242i,0.00029333+0.00011482i,0.0001445-0.0015414i,0.00022817-0.0015277i,-0.0002007+8.963e-06i
-0.00065968-0.0015959i,-0.0014372-0.0025355i,-0.001751-0.0023896i,-0.00092944-0.00030054i,0.00012221+0.00053731i,0.00026063+0.00039108i,0.00095839+1.7425e-05i,0.0016226-0.00084068i,0.00056952-0.0010333i,-0.00033505-0.00050333i,-0.00030424+6.7746e-05i,-4.094e-05+0.00052175i,0.00067777+0.00035422i,0.00096199+2.337e-05i,0.00035463-5.5669e-05i,3.8159e-05-0.0004239i,9.6954e-05-0.00071107i,-9.8317e-05-0.00075688i,-0.00020587-0.0005596i,-8.1601e-05+0.00021828i,-0.00031687+0.00059653i,-0.00063078-1.3748e-05i,-0.00068094-0.00081053i
2.1678e-06+0.00038248i,-0.00092428-0.00012493i,-0.00060625+0.00055777i,-0.00047279+0.00063416i,-1.5258e-05+0.0010596i,0.00010219+0.00095683i,0.00028099-0.00044725i,0.00090864-0.0017704i,0.0012854-0.0014792i,0.00068748-0.00086015i,0.00027488-0.00051165i,0.00075986+3.143e-05i,0.0004347+0.00034906i,0.00017563+0.00046749i,0.00050062+0.00026579i,0.00055919-0.00063783i,-0.00022894-0.00080957i,-0.00073416-0.00090897i,-0.00052971-0.00066474i,-0.00017486-0.00014038i,-6.7145e-05-0.00021028i,0.00011152-4.074e-05i,0.00058021+0.00010804i
0.0011576+0.00035418i,0.00012403-4.4902e-06i,-0.00033041-0.00058107i,0.00042507-0.00075061i,0.001464-0.00077353i,0.0015833-0.0012916i,0.0012642-0.0012419i,0.00086154-0.00099481i,0.0012227-0.00087361i,0.00077717-0.00066499i,2.2758e-05-0.00097265i,0.00037219-0.0007759i,0.0009619-2.5678e-05i,0.00061839+5.5325e-05i,0.00026657+4.1341e-05i,0.00041347-3.9599e-05i,0.00029347-0.00082433i,-2.016e-05-0.00085248i,0.00021648+0.00010506i,0.0007942+0.00034822i,0.00063641+0.00032139i,0.00040864+0.00059739i,0.00043886+0.00065862i
-0.00040554+0.0036138i,-0.0022168+0.0029846i,-0.0011372+0.0026908i,-0.00017417+0.0020029i,0.00061033+0.00088758i,0.001228-0.00060389i,0.00034106-0.0010285i,0.00011351-0.00014592i,0.0004245+0.00029722i,0.00072325+0.00029302i,0.0009233+0.00061237i,0.00079875+0.00040934i,0.00017303+0.00034182i,-0.00065677+0.00033434i,0.00010128+0.00042439i,0.00084416+6.9413e-05i,0.00040529-0.00021084i,-0.00020678+0.00019298i,-0.00031066+0.00036829i,-0.00033731+0.00032923i,-0.00019248-7.4337e-05i,-4.9396e-05-0.00020171i,-2.6315e-05-0.0002692i
-0.00050469+0.00064751i,-0.0015548+0.0010383i,-0.0018096+0.0017866i,-0.0013794+0.0021327i,-0.00031234+0.0012165i,0.00061393+0.00041025i,0.0012238+0.00014498i,0.0017002-0.00072272i,0.00079662-0.0016964i,-0.00039444-0.0013451i,-0.00045964-2.2958e-05i,-0.00010335+0.00057624i,0.00019938+0.00034205i,0.00014903-3.7507e-05i,2.1645e-05-0.0006968i,0.00032353-0.00047101i,0.00019714-0.00034145i,-0.00013278-0.00049612i,2.0448e-05+9.7834e-06i,-0.00029731-9.8544e-05i,-0.00099839-0.00050925i,-0.00081326-0.00046541i,-0.00058775-0.00071592i
-0.00093772-0.00054116i,-0.0019837-0.0014489i,-0.0022371-0.0011363i,-0.0016253-4.9791e-05i,-0.00053321+0.00052885i,0.00080943-3.7943e-05i,0.00083513-0.001033i,0.00022467-0.0012064i,-0.00031366-0.00095505i,-8.7734e-05-0.00052225i,0.00048771+0.00047777i,0.0010544+0.00085127i,0.0010077+0.00014099i,5.0348e-05-0.00033893i,-0.00043525-0.00030218i,-0.00058288+0.00017706i,-8.3777e-05+0.00090538i,0.00049173+0.0013168i,1.1077e-06+0.001102i,-0.00056+0.00062194i,3.5692e-05-0.00031944i,0.00062719-9.6907e-05i,0.0008494+0.00079343i
0.0025394+0.001176i,0.0023809+0.0012937i,0.0027006+0.0012158i,0.0021983+0.00092466i,0.0019374-4.0515e-05i,0.0010884-0.0015109i,2.0229e-05-0.0018796i,0.00065861-0.0013347i,0.0010646-0.00074636i,0.0012403-0.00043785i,0.0011323-0.0003545i,6.2301e-05-0.00047366i,0.000118-0.00090917i,9.0436e-05-0.00061301i,0.0004879+5.4604e-05i,0.00074605+0.00019182i,-0.00018614+0.00031343i,-0.00024989+0.00063971i,0.00036647+0.00055939i,0.0001691+0.0005088i,0.00056302+0.00053459i,0.0011292+0.00029635i,0.00097883-0.00019652i
-0.00090881+0.0018512i,-0.00028783+0.003379i,-0.0005567+0.0029172i,-0.0010385+0.0010563i,0.00049336+0.00037707i,0.0012909-6.0538e-05i,0.00089547-0.00056714i,0.00081555-0.00065021i,0.00066772-0.00044623i,0.00076412-0.00088774i,0.00061126-0.00062894i,0.00096684+9.8763e-05i,0.00088761-6.4568e-05i,0.00040282-0.00041638i,5.976e-05-0.00013241i,-0.00035156+9.9827e-05i,-0.00044894-0.0004588i,-0.00047381-0.00053054i,-0.00039427-0.00070617i,-0.0001865-0.00066136i,-0.00015484-0.00022028i,-0.00056978-5.5032e-05i,-0.0005706-0.00019092i
-0.0015989-0.0016907i,-0.0023625-0.00012029i,-0.0028669-2.671e-05i,-0.0022612+0.00079591i,-0.0013512+0.0018951i,0.00038013+0.002286i,0.0013741+0.00095726i,0.00085825-0.0014749i,0.00052276-0.0026092i,0.00076511-0.0020984i,0.00047692-0.00071938i,0.00045701-7.9405e-06i,0.0011346-0.00027416i,0.0012626-0.0010018i,0.00043238-0.000936i,-0.00076569-0.00051061i,-0.001188+0.00019058i,-0.00046473+0.0010612i,0.00013167+0.0014819i,0.00017116+0.0012554i,0.00024328+0.00058261i,0.00026851+0.00015413i,0.00015874-0.00013355i
-0.00033592-0.0012652i,-0.00087694-0.0013767i,-0.0007558-0.00032145i,-0.00017773+7.0521e-05i,-0.00016817-0.00029509i,-0.00064087-0.00093921i,-0.00086986-0.00090609i,-0.00018594-0.00082716i,0.001188-0.00085064i,0.00088802-0.00026766i,-0.00023579-0.00031478i,-0.00021656+0.00031348i,0.00021356+0.0010418i,-0.00046875+0.0014227i,-0.00080725+0.0010448i,1.5514e-05-0.00048486i,0.00013755-0.00084367i,-0.00031314-3.7164e-05i,-0.00026627+0.00069303i,-0.00082301+0.00050594i,-0.00053865+0.00012366i,0.00060932-7.0889e-05i,0.0011578-0.00071725i
0.0020604+0.00044402i,0.0019944-0.00029217i,0.00086776-0.0010147i,-0.00019864-2.4974e-05i,-0.00028581+0.00042657i,0.00021462-0.00054079i,0.00012038-0.00030875i,-0.00011256-0.00035962i,1.7083e-05-0.0010519i,3.5778e-05-0.00060437i,-0.00014316+0.00017093i,0.0004035+0.00045101i,0.0011174+0.00024651i,0.00078432-0.00010923i,6.1586e-05-2.8216e-08i,-0.0004942-0.00061744i,0.00010289-0.0013184i,0.0003863-0.00098909i,-0.00029793-0.00036191i,-6.4195e-05+0.00017512i,0.00025684+0.00039191i,6.5228e-05+0.00026621i,0.00047907+0.00024272i
-0.0010408+0.00087361i,-0.0011208+0.0016466i,-0.0004327+0.0017527i,-0.00044008+0.0014484i,-7.8509e-05+0.00082343i,0.0010735+0.0010502i,0.001002+0.0011357i,0.00033286-0.00025415i,0.00013149-0.00097661i,-0.00022773-0.00049931i,6.3434e-05-0.00042121i,0.00025067+0.00023859i,0.0004399+0.00010999i,0.00039772-0.00097078i,0.0002648-0.0010201i,-0.00040866-0.00058426i,-0.0013362-0.0005859i,-0.00070497-0.00064591i,0.00030388+3.4524e-05i,0.00041391+0.00040644i,0.00053328+0.00022571i,0.00026618+0.00015054i,-0.0002102-0.00047661i
-0.0015463+0.0014984i,-0.0016958+0.0012916i,-0.0019241+0.0011233i,-0.002066+0.0014909i,-0.00097101+0.0016706i,0.0003733+0.0007602i,0.00027294+0.00014809i,-0.00047723-0.00074921i,-0.00052561-0.002128i,0.00027534-0.0010787i,0.00036315+0.0004835i,0.00028354-0.00014274i,0.00024067-0.00030127i,-4.5041e-05+8.4324e-05i,0.00014144+0.00043898i,0.00019809+0.00037923i,-0.00018698+0.00026578i,-0.00027809+0.00098129i,-0.00018841+0.0013706i,0.0006581+0.00051405i,0.00071511-0.00039881i,-0.00012063+0.00028986i,-0.0004618+0.0010366i
-0.00040931-0.00087441i,-0.00073361-0.0016561i,-0.0016612-0.00087646i,-0.0010905+0.00051727i,0.00037053+0.00098518i,0.00078146+0.00038759i,0.00069837+9.7292e-05i,0.00026333-0.0008255i,9.5713e-05-0.0014011i,-6.3123e-06-0.0010267i,-0.00012206-0.00028532i,0.00025246+0.0001552i,0.00022128-4.4308e-06i,-0.00036896-0.00036689i,-0.00063932-0.00051557i,-0.00031351+0.00012006i,-6.1803e-05+0.00039394i,-0.0002032+0.00031881i,-0.00030987+9.5522e-06i,0.00027522-0.00070366i,0.00043769-0.00070515i,-0.00011481-2.5428e-05i,0.00052768+0.00032978i
0.00056226+7.6302e-06i,-0.00048395-0.0013908i,-0.0010799-0.0024359i,-0.0012192-0.00080359i,2.6513e-05+2.8237e-06i,0.0012799+0.0001114i,0.0012439+0.00032496i,0.00067374-0.00053631i,0.00094597-0.0014698i,0.0014674-0.0010665i,0.0013152-0.0006507i,0.00075808-0.0004576i,0.00056084-0.00025229i,0.00046465+0.00027219i,-0.00023615+0.0002755i,-0.00036775-0.0001928i,-0.00073189-0.00028723i,-0.0010409-0.0003108i,-0.00063446+0.00063461i,-0.000462+0.0011096i,-0.00019771+0.0011725i,-0.00018653+0.00067729i,-0.00031836+7.8956e-05i
-0.00051763-0.00062802i,-0.0004598+0.00051283i,-0.00098314+0.00022421i,-0.00071144+0.0004976i,0.00077336+0.0011943i,0.0023713+0.0012094i,0.0029008+0.00080644i,0.0013879+5.5618e-05i,-0.00042282-0.00091553i,-0.00032136-0.00053025i,0.00014853-0.00036356i,0.00039004-0.00032988i,0.001172-9.9929e-06i,0.001193-9.8632e-05i,0.00036636-0.00029377i,-0.00016446-0.00028201i,-0.0008924-0.00034494i,-0.00050854-0.00055328i,-0.00037744-0.00038848i,-0.00018963+0.00013096i,-2.4321e-05+0.0003647i,-0.00071201-0.00017541i,-0.00059414-0.00053007i
0.00053579-0.0020621i,-0.00098646-0.00063318i,-0.0020235+0.00093495i,-0.0011873+0.0014017i,-0.00052425+0.0013027i,0.0004092+0.0001486i,0.0015492-0.00088105i,0.0013999-0.0010026i,0.0010758-0.00075374i,0.00075229-0.00049832i,0.0012557-0.00033762i,0.001845-3.2484e-05i,0.0014719-0.00043239i,0.001697+6.2983e-05i,0.0017752+0.00014884i,0.00071874-0.00069477i,-0.00021458-0.0010191i,-0.0002539-0.00080451i,-0.00013204-9.4311e-05i,-0.00042044+0.00018392i,-7.3597e-05-7.228e-05i,0.00047968+0.00063917i,0.0008208+0.00098348i
-0.00020152-0.0004841i,-0.00045188-0.00093443i,-0.00191-0.0012619i,-0.0015439-2.382e-05i,-0.00014659+0.0013487i,0.00077605+0.0010763i,0.0014779+5.7174e-05i,0.0013681-0.00076696i,0.0015329-0.0011898i,0.0014791-0.0015139i,0.0015461-0.00096996i,0.0013143-8.9288e-06i,0.0012796+0.00015648i,0.0014509+0.00039506i,0.0011446+0.00030379i,0.00067892+0.00010189i,-0.00022817-0.00017803i,-0.00017032-0.00027699i,0.00033481+0.00062455i,5.1349e-05+0.0010077i,-0.00032859-6.1984e-05i,-0.00033909-0.00078756i,0.00070931-0.0012069i
-0.0018891+0.0015152i,-0.00030708+0.00055602i,9.3879e-05+0.00042509i,-0.00035349+0.0011311i,-0.00018681+0.0011371i,0.0003396-0.00028272i,0.00045345-0.0012i,0.00043031-0.0014487i,0.00087498-0.00074398i,0.0010409-4.8527e-05i,0.00041724-0.00026428i,9.5455e-05-0.00011879i,0.00012021+3.5053e-06i,-0.0002819-4.3317e-05i,-0.00062172+0.00073719i,-0.00067681+0.0014098i,-0.00089435+0.00055366i,-0.00059013-0.00048364i,-5.9871e-08-0.00024609i,-0.00027061-0.00040273i,-0.0007485-0.00059284i,0.00047321-0.00038927i,0.00105-0.00037025i
-0.0013122-0.00067239i,-0.0018446-0.00037969i,-0.0021248+6.4145e-05i,-0.0014392+0.00054546i,0.00018746+0.0011259i,0.0012407+0.00085736i,0.0013318-0.0001553i,0.00035507-0.0014903i,0.00026674-0.0016875i,-0.00011742-0.0007434i,5.5733e-05+0.00018767i,0.001132+0.0002668i,0.0017633-0.00051611i,0.00084926-0.00055156i,0.00081142-0.00043065i,0.0013224-0.0004231i,-6.0459e-05-0.00022104i,-0.0013294-8.9609e-05i,-0.0011007+0.00078944i,-0.00043817+0.00094426i,-7.869e-06+0.0003678i,1.82e-05-0.00052708i,0.00055507-0.0016344i
0.00037947+6.73e-05i,-0.00089077+0.00086139i,-0.0019581+0.00043071i,-0.0010867-0.00035543i,0.00020201+0.00029925i,-0.00018104+0.00042138i,0.00038803-0.000456i,0.0010853-0.00070009i,0.00069691-0.0014008i,0.00048243-0.0018875i,-0.00013145-0.00033614i,-0.00096613+0.00079178i,-0.0005102+0.00051593i,0.00014676+0.00017343i,4.0867e-05-0.00018367i,0.00021504-0.00033852i,0.00017691-0.00037884i,-0.00062814-0.00030827i,-0.00078588-7.5004e-05i,-0.00029415-0.00015711i,-0.0006876-0.00029317i,-0.00036946-7.9649e-05i,7.4911e-05-0.00013114i
0.00047903-3.7847e-05i,2.9928e-05+0.00065492i,-0.0019253+0.00053475i,-0.0012163+0.0011073i,0.0004607+0.0017516i,0.0014478+0.00099379i,0.0014691+0.00073117i,0.0010252+0.00015566i,0.0011557-0.0014617i,0.00070727-0.0017749i,-4.8549e-06-0.00085236i,-0.00030425-9.5337e-05i,0.00014352-0.00026674i,-0.00013396-0.00032309i,-0.0010872-0.00020367i,-0.00089341-0.00082959i,-0.00060274-0.0010617i,-0.00017374-0.0011547i,0.0003775-0.0010678i,0.00039227-0.00056482i,0.00039669-9.6085e-05i,0.00017033-1.4747e-05i,-0.0002454-0.00012479i
1.702e-05+0.00063914i,2.8305e-05-0.00063783i,-0.0010425-0.00097541i,-0.0013018+0.00023913i,-0.00037644+0.001923i,0.00032814+0.0013958i,0.00096313-0.00036623i,0.0010257-0.00099858i,0.00056687-0.00077439i,0.00034703-0.00027806i,0.00012503+0.00045565i,0.00018154+0.0012884i,0.00076415+0.0010899i,0.00071777+0.00035053i,0.00097674+0.00029123i,0.0011997+0.00013352i,0.00053867+0.00067271i,0.00027786+0.0012177i,0.0002453+0.00089331i,-0.00012549+0.00083397i,-4.6011e-05+0.00086217i,0.0001564+0.00051221i,0.00015426-0.00017688i
-0.0010284+9.7485e-05i,-0.00079811+0.00016336i,0.00014258+0.00023894i,-0.00049557+0.0011311i,-0.00042815+0.0012877i,-8.3469e-05+0.00061781i,-8.4744e-05-0.00045094i,0.00063526-0.0015003i,0.0010345-0.0016553i,0.00082483-0.00064302i,0.00063685+0.00028494i,-6.6506e-06+0.00017206i,-0.0005133+0.00020568i,-0.00054584+0.00021822i,-0.00022251+9.3932e-05i,4.8951e-05-2.6253e-05i,-0.00017613-4.8969e-05i,0.00015383+0.00036103i,-2.3293e-05+0.00028658i,-0.00046494-3.8305e-05i,-0.00038002-0.00021999i,-0.00032774-0.00023715i,0.00016937-0.00023288i
-0.00015938-0.00093196i,-0.00056248+0.00019652i,-0.00090803-0.00022558i,-0.0011673-0.00061635i,-0.00082295-0.00036723i,0.00052188-6.5466e-05i,0.0018603+0.00013999i,0.0020233-0.00042809i,0.001495-0.0011911i,0.0006344-0.0012403i,-2.0055e-05-0.0004866i,0.00037938+0.00082184i,0.00062762+0.00087942i,0.00062932-0.00011792i,0.00045108-0.00059936i,2.9033e-05-0.0001875i,0.00021187-0.0001509i,0.00014156-0.00013541i,0.00011196+0.00063985i,0.00013341+0.0010809i,0.00027902+0.0008421i,0.00053533+0.00025981i,0.00048215-0.0002192i
0.00093989+0.00042007i,0.00016037+1.5314e-05i,0.00027758+0.00077716i,0.00047243+0.0019346i,-2.8747e-06+0.0016749i,0.00056665+0.00048419i,0.0018276-0.00021777i,0.0011627-0.00057237i,0.00083283-0.00070391i,0.00041205-0.0006692i,-0.000426-0.00044724i,-0.00054727+0.00022423i,-0.00052243+0.00043708i,-0.00036965+0.00050624i,-0.00059034+0.00087631i,-0.00012291+0.00044688i,0.0012867-0.00023721i,0.0015429-0.00022013i,0.00057919+0.00032464i,0.00043452+0.0003549i,0.00052673+0.00026314i,0.00021067+0.00037993i,0.00029742+5.875e-06i
-0.00069719+0.0013307i,-0.00070336+0.0016654i,-0.0014487+0.0015923i,-0.00068325+0.00091675i,0.0006907+0.00074397i,0.00087629+0.00073241i,0.00074466-0.00023491i,0.00065047-0.0012739i,0.0006701-0.0011593i,0.00043622-0.00099743i,-6.4078e-06-0.00074449i,-0.00019924-0.00014854i,0.00051083-0.00016883i,0.0010358+0.00029404i,0.0010449+0.00063011i,0.00035664+0.00049229i,-0.00053205+4.5614e-05i,-0.00060466-0.00055859i,-0.00048221-0.0011663i,-1.7256e-05-0.00088136i,0.00028553+0.00011493i,5.7435e-05+0.00033424i,-0.00034089+0.00022901i
0.00029262+0.0011548i,-0.00069254+0.00098604i,-0.00082749+0.0017228i,-0.00063721+0.0014978i,0.00033321+0.001219i,0.00072108+0.00076513i,0.00033771-0.00082954i,0.00029616-0.0011689i,0.00040528-0.0008665i,0.00073646-0.0014717i,0.00098532-0.001013i,0.00045153-0.00031204i,-0.00032238-0.00034532i,-0.00028548-0.00031554i,0.0002024+0.00026077i,-0.00010215+0.00036565i,-0.00011751+0.00048407i,0.00028415+0.00070159i,0.00022758+0.00067427i,0.00031794+0.00055777i,0.00067351+0.00033337i,0.00076116+0.00025851i,0.00030057+0.00048881i
0.00038352-0.0010026i,-0.00054574+0.00040985i,-0.0011495+0.00042187i,-0.00098767-0.0004227i,-0.00090331-0.00029515i,-0.00035761-9.6446e-05i,0.0006201-0.00025433i,0.0013945-0.00054247i,0.0015211-0.0017212i,0.0011858-0.0017958i,0.00082665-0.00084721i,0.00018157-0.00042917i,0.00027338+5.2499e-05i,0.00076592+0.00038809i,0.00038581+5.7729e-05i,-0.00065616+0.00025272i,-0.00083531+0.00039978i,-0.000255+0.00048759i,-0.00012746+0.00066382i,-0.0007113+0.00061275i,-0.00097939+0.00019057i,-0.0010613-0.00051128i,-0.00046718-0.00031581i
-0.00023345-0.00033644i,-0.0020428-0.00127i,-0.0023223-0.00086483i,-0.0014087+0.00085794i,-0.00040243+0.00074926i,-3.4015e-05-0.00044029i,-0.00010719-0.00090903i,0.00050487-0.0012288i,0.00073693-0.0017347i,0.00030673-0.0012232i,0.00021281-0.00013038i,0.00058525+0.00033689i,0.00051018+0.00027581i,-7.9368e-05-0.00019135i,-0.00034034-0.00060991i,-0.00073638-0.00075057i,-0.00083547-0.00078052i,-0.00032358-0.0004701i,-8.9503e-05-0.00010505i,-0.00047537+2.4079e-05i,-0.00090825-0.00020355i,-0.00089965-3.1068e-05i,-0.00067811+0.00029514i
-0.0010063-0.00065107i,-0.00058944-0.0014089i,-0.00097531-0.0017246i,-0.00078917-0.0008598i,0.001035-0.00027749i,0.0014485-0.00051098i,0.0005276-0.00027768i,0.00067117-0.00019572i,0.00066101-9.9771e-05i,5.1507e-05-7.6144e-05i,0.000175+0.00048289i,0.00056817+0.00043832i,0.00059143-0.00034597i,0.00015154+0.00019023i,-0.00048989+0.0005325i,-0.00038039+0.00011479i,0.00028714-8.1142e-05i,4.173e-05+0.00046102i,-0.00011959+0.00043544i,0.00031127+0.00036819i,0.00032397+0.00039836i,-0.00041222+0.00025575i,9.612e-05+1.3976e-05i
