-0.000202-0.00059837i,-0.00092255+0.00042098i,-0.0016388-0.00012823i,-0.00063008-0.00094706i,0.00037023-0.0010846i,0.00055015-0.00045494i,0.00057994+0.00026212i,0.00087231-6.1913e-05i,0.0016921-0.00048469i,0.001672-0.00034194i,0.00063958-0.00037293i,0.00042726-0.0012672i,0.0008323-0.0016668i,0.0003869-0.0010092i,-0.00038338-1.0094e-06i,-0.00063907+0.0010412i,-6.5037e-05+0.00099574i,0.00029204+0.00065373i,-0.00029685+1.3683e-05i,-0.0003473-0.00080858i,0.00047401-0.00052103i,0.00059869-0.00072903i,-0.00036311-0.00060791i
-0.00070774-0.001199i,-0.00089993+0.00043405i,-0.0010181+0.00066502i,-0.00086312+0.0007997i,-0.0013125+0.00080299i,-0.0014457+0.00020574i,-0.00050253-0.00055539i,-0.00030432-0.0012712i,-0.0011889-0.0017043i,-0.0014973-0.0014194i,-0.00059475-0.00050472i,0.00022646+8.1616e-05i,0.00049463+0.00018639i,0.00034224+0.00051076i,0.00037335+0.00062328i,0.00096144+0.00059811i,0.00052504+0.00051005i,-0.00036402+0.00027026i,-0.00084286+0.00045551i,-0.00054959+0.00039339i,0.00020733+0.00057043i,-0.00022801+0.00067563i,-0.0005258+0.0003768i
-0.00067302-0.00060859i,-0.0004813+0.00016749i,-0.00020895+0.00067646i,0.00078602+0.0002228i,0.0020983-0.00044629i,0.0017308-0.0012541i,0.00028778-0.0020477i,-0.0010661-0.0024721i,-0.0011264-0.0020414i,-0.00010689-0.0013373i,-0.00015389-0.0011811i,-0.00038898-0.0010301i,-0.00011392-0.00017441i,-0.00016298+0.00042687i,6.7321e-05-3.2875e-07i,0.00034873-0.00039738i,-0.00024424+0.00026626i,4.9383e-05+0.00087716i,0.00082426+0.00041377i,0.00042921+0.0002617i,0.00024938+0.0003287i,9.6535e-05-0.00028882i,-0.00026271-0.00099838i
-0.00062199+0.00077241i,-0.0012708+0.00048133i,-0.0012385+0.0013238i,0.00052069+0.0018137i,0.0016279+0.00056167i,0.0019032-0.001518i,0.0009562-0.0018874i,-0.00094225-0.0013281i,-0.00058047-0.00097359i,8.2391e-05-0.00019477i,-3.6904e-06-0.00021003i,-0.00026835-0.0002276i,-0.0005842-5.6167e-05i,3.7679e-05+0.00010798i,0.00063567+0.00012947i,0.0003909+0.00017252i,0.00021523-0.00035407i,-5.4163e-05-0.00064585i,-0.00033475-6.4355e-05i,-0.00023885+0.0004128i,-0.0001173-1.9776e-05i,-0.00013116+6.5627e-05i,-0.00074787+0.00013659i
0.00046082+0.00046639i,0.0006064+0.00080107i,0.0010407+0.0010883i,0.0010059+0.00081067i,0.00049628+0.00031236i,0.00060126+7.7393e-05i,0.0010068-0.00015056i,0.0010464-0.00030498i,0.00042779-0.00067987i,-0.0003595-0.0007426i,-0.00089969-0.00064198i,-0.00049687-0.00048718i,0.00063526+0.00022557i,0.00073065+0.00046078i,0.00015397-5.9099e-05i,-0.00032645-0.00072433i,-0.00025921-0.00057284i,0.00056195-0.00031515i,0.00046543-0.00064164i,0.00061749-0.00084187i,7.0127e-07-0.0003058i,-0.00075345+0.00062264i,5.0116e-05+0.00042867i
-0.0020492+3.3103e-05i,-0.0021733+0.00055206i,-0.0007237+0.0010468i,0.00050283+0.0012041i,0.0014904-0.0003136i,0.0016753-0.001331i,0.00079367-0.0013383i,-0.00025369-0.001957i,-0.00091308-0.0028072i,-0.00038667-0.0019869i,0.00086682-0.00074312i,0.00080399-0.00031259i,0.00035307-0.00032931i,3.2151e-05-0.00014734i,0.00036922-0.00030913i,0.00070684-0.00023846i,0.00034193+0.00021816i,-0.00041864+0.00028697i,-0.00064714-0.00067052i,0.00012345-0.0010744i,0.00083458+0.00016141i,0.0004449+0.0007692i,-2.7822e-05+0.00015651i
-0.00029278-0.00057157i,-0.001277+0.00010363i,-0.0010399+0.002255i,-0.0003325+0.0030512i,0.0002871+0.0014474i,0.00060359-0.00035927i,0.00082222-0.00072598i,0.00027021-0.00054176i,-1.6803e-05-0.00041764i,-9.9357e-05-2.7983e-05i,0.00026518+0.00012121i,0.00072513-0.00046815i,0.00083207-0.00060457i,0.00066177+0.00010219i,0.00011198+0.00013967i,-6.6683e-06-0.00046254i,5.8179e-05-0.00036887i,-0.00028531-0.00023309i,-0.00041842+8.8542e-05i,-0.00014481+0.0012072i,0.00018671+0.00073787i,0.00018188-0.00035301i,-0.00020494-0.00057207i
3.1793e-05-2.8823e-05i,-0.00036081-0.0006783i,-0.0018654+8.6963e-05i,-0.0014811+0.0010001i,-6.2084e-05+0.00046227i,0.00084588-0.00051296i,0.00066843-0.0015557i,8.7728e-06-0.0018165i,-0.00073683-0.00072527i,-0.0010211-0.00041223i,-0.00081288-0.00013552i,-0.00067191-0.0003744i,-0.00032018-0.00092671i,-0.00044278-0.00083027i,-0.00064979-0.00022471i,-0.00059189-6.9282e-05i,-0.00066094-0.00035358i,-0.00012546-0.00030451i,0.00029611-0.00060525i,2.886e-05-0.00087233i,0.00012401-0.00026776i,-1.6066e-05-8.9711e-05i,-0.00015933-0.00046358i
0.0006964-0.00026748i,6.0463e-05+5.3728e-05i,-0.00029255+3.674e-05i,-1.0825e-07+0.0010972i,0.00026737+0.00080662i,-7.0673e-05-0.00050966i,-0.00086485-0.001i,-0.00036196-0.0012398i,0.00057978-0.001861i,0.00018837-0.0015765i,6.7704e-05-0.00033999i,0.00064982+0.00030164i,0.0012888-0.0001274i,0.00099382-5.3309e-05i,0.00020193-9.8441e-05i,0.00014645-0.00039194i,-4.4265e-05+0.00029187i,-0.00033658+0.00067399i,8.2141e-05+0.0007574i,0.0004872+0.00041329i,0.00048897-0.00010573i,-6.8362e-05-0.00068514i,-0.00094467-0.00096836i
-0.0012003-0.00085452i,-0.00014243+0.00024349i,0.00029709+0.00071215i,-0.00011226+0.00096998i,0.00058791+0.00069658i,0.0012427-0.00017964i,0.00045123-0.0012832i,-0.00038813-0.0020583i,-0.00070122-0.0012745i,-0.00064264+0.00013975i,0.00024336+0.00020121i,0.00050442-0.00016092i,0.00025204+0.00036436i,-0.00023971+0.00045302i,-0.00051661+0.00037531i,-0.00064733-0.00011154i,-0.00083293-0.00016954i,-0.00097454+6.9195e-05i,-0.00049802-0.00033701i,0.00036728-0.00055201i,0.00055737-0.00036991i,2.6242e-05-9.1396e-05i,0.00028981+0.00011027i
-0.00076169+0.00045484i,-0.0011982+0.00084116i,-0.00093159+0.0011494i,-0.00034512+0.00067043i,0.0006806-0.00063713i,0.001124-0.001308i,0.00052571-0.00090068i,-0.00022696-0.00097461i,-0.00087268-0.00091613i,-0.00080149+0.00028471i,0.00010174+0.00078947i,0.00081393+0.00038228i,0.00013563-0.00034631i,-0.0011275-0.001006i,-0.00092018-0.0010888i,-0.00032213-0.00097489i,-0.00044641-0.0013601i,-0.00016303-0.0018294i,0.00061912-0.0013628i,0.00065077-0.00038198i,0.00030613+0.00018112i,1.9277e-05+0.00039177i,-0.00047763-0.00028878i
-0.00090269-0.0014112i,-0.0012904-0.0011516i,-0.0013463-6.4779e-05i,0.00039176+0.0012049i,0.0017252+0.00091529i,0.001722+0.00042917i,0.0010696-2.1137e-06i,0.00042399-0.00078825i,1.6325e-05-0.0015011i,0.00030614-0.0013819i,0.00070035-0.00031965i,0.00068698-5.9479e-05i,0.00045415-0.0011423i,0.0005274-0.0008555i,0.00012861+0.00030979i,-0.00037382+1.9892e-06i,0.00015141-0.00051266i,0.00089505+0.000196i,5.6199e-05+0.00067915i,-0.00098362+0.000255i,-0.0011062+0.0002578i,-0.00042794+0.00017425i,0.00048136-0.00026931i
-0.0003594+6.3061e-05i,-0.00015314+0.00043598i,0.00050607+0.0016702i,0.00016512+0.0016213i,0.00039206+0.00018849i,0.00082989-0.0011581i,0.00018382-0.0012094i,-0.0010208-0.0010395i,-0.0013388-0.000916i,-0.0002572-0.00032178i,0.00033022+0.00021521i,0.00060343+0.00052559i,-0.00025127+0.00023582i,-0.001332-0.0002104i,-0.00093262+0.00023672i,-7.8457e-05+0.00076449i,0.00057689+0.00072289i,-0.00016146+0.00053628i,-0.00046708+0.00020382i,0.00060943-8.7219e-05i,0.00078699+0.0006467i,-0.00033659+0.0011305i,-0.0010479+0.0005743i
-0.001156+4.6017e-05i,-0.00031614+0.0016435i,-0.00074734+0.0031889i,-0.00063937+0.0034603i,-0.00020366+0.0031185i,0.00025888+0.0017529i,0.00047176+0.00017418i,-0.0003535-0.00053625i,-0.0013922-0.0013803i,-0.0015861-0.00089922i,-0.00086116-9.0407e-05i,-0.00049088-0.00032753i,-0.00064399-0.00075498i,-0.0010836-0.0006403i,-0.0002547-0.00033964i,0.00097633-0.00016706i,0.0012917+0.00076253i,0.00067037+0.0010364i,-0.00013214+0.00012436i,0.00021109-0.00018748i,0.00021057-0.0001809i,-0.00088548-0.00065093i,-0.00069216-0.00118i
-0.0017376-7.3917e-05i,-0.0025504+0.00063341i,-0.0026994+0.00056449i,-0.0022649+0.00014003i,-0.00032504-2.4064e-06i,0.001225+2.5834e-05i,0.0008733-0.00093191i,4.8164e-05-0.0016322i,-0.00068351-0.00051894i,-0.00099411+9.3677e-05i,-0.00057875+8.2885e-06i,0.00023458-0.00012958i,0.00070963-0.00026131i,0.00052572+0.00043482i,0.00047573+0.00039686i,0.00039175+0.00047503i,-0.00028182+0.0007449i,-0.00042508+0.00042098i,3.1671e-05+0.00014824i,-7.8654e-05-0.00046315i,-6.6139e-05-0.00013241i,0.00055363+0.00054469i,0.00046385+0.00041452i
-2.5524e-05-0.0022504i,-0.00029396-0.0020975i,-0.0012218-0.0015257i,-0.0011934-0.0003196i,-0.00074078+0.00087105i,0.00015083+0.00050685i,0.00070851-0.00063193i,0.00034747-0.00056238i,0.00011299-1.4863e-06i,0.00022135+0.00056183i,0.00033078+0.00032266i,0.00051021-7.0229e-06i,0.00087917-0.00024634i,0.00057822-0.00085183i,-0.00029106-0.00046263i,-0.00063154+0.00016962i,-0.00020312-0.0007106i,-0.00057888-0.0011904i,-0.0010027-0.0002174i,-0.0009278+0.00018549i,-0.0010184-0.00046192i,-5.6774e-05-0.00069027i,0.00081487+7.9781e-05i
0.00059975+0.0010225i,0.00043283+0.0019115i,-0.00024316+0.0021995i,0.00021243+0.0011756i,0.00038058-0.0002496i,0.00015727-0.0012515i,0.00029308-0.0012305i,-0.00032358-0.0007442i,-0.0011038-0.00067464i,-0.00028267-0.00042396i,0.00068477-0.00037156i,0.00036282-0.00081428i,0.00037378-0.0010319i,0.00061993-0.00088904i,2.0223e-05-0.00059674i,-0.00084772-0.00036627i,-0.00051179-0.00020907i,0.00071265-0.00077248i,0.0010498-0.00082527i,0.0001097-0.00021389i,-0.00055499-0.00015914i,-0.00071366-0.00044121i,-0.00076626-0.00060532i
-0.00064496+0.0010618i,-0.00080304+0.0013838i,-0.0012129+0.0019012i,-5.0005e-05+0.0017904i,0.00056509+0.0009896i,0.00074832-0.00020225i,0.00090082-0.00087429i,0.00019226-0.00080826i,-0.00037375-0.0011994i,8.1735e-06-0.0011063i,-5.2976e-05-0.00041724i,-0.00081385-0.00037254i,-0.00084851-0.00081201i,-0.00041929-0.0002744i,1.2246e-05+0.0001749i,0.00023291-0.00027834i,-0.0003666-0.0002119i,-0.00076016-0.00028087i,7.5066e-05-0.0004557i,0.001168-0.00087626i,0.00095809-0.00038251i,0.00082583+0.00042016i,0.00053274+6.505e-05i
-0.00069552+0.00041814i,-0.0019296+0.00060309i,-0.0021448+0.0013761i,-0.0014278+0.0019767i,0.00011162+0.00098273i,0.00070351-6.6738e-05i,0.00094603-0.00044544i,0.00064527-0.00067367i,0.00010523-0.0016287i,-0.00012342-0.0013685i,9.5684e-05-0.00034966i,0.00054617+2.6186e-05i,0.00026606+0.00064147i,-0.00027756+0.001017i,-0.0001104+0.00054664i,-0.00019924+0.00031822i,-0.00054031+0.00068496i,-0.00060039+0.00092902i,-0.00086318+0.0003351i,-0.00040828-0.0005947i,9.2945e-05-0.0014805i,0.00048814-0.00097657i,0.00074274+0.00048343i
-0.00043466-0.0010297i,-3.2246e-05-0.0018845i,-0.00012051-0.00059691i,-0.00028023+0.0001918i,-0.00012226+0.00047916i,0.00065989-0.00011521i,0.00089391-0.00079884i,0.00083938-0.0012601i,0.00071223-0.0012165i,0.00010193-0.0010957i,0.00044036-0.0011868i,0.00099813-0.00064693i,0.0011603-0.00017981i,0.00067924+1.2123e-05i,0.00042783-0.00030212i,0.00048052-0.00059906i,-5.4478e-05-0.00024988i,0.00029238+9.8204e-05i,0.001213-0.00044244i,0.0015332-0.00069648i,0.0010988-0.00035848i,0.00025338-0.00030248i,0.00023157-0.00042979i
0.00060943+0.0015812i,0.00089526+0.0030844i,0.00046776+0.0031296i,0.0020405+0.002298i,0.0028076+0.0015074i,0.002343-0.0002443i,0.001414-0.0013706i,-0.00019522-0.00089495i,-0.0014099+1.9404e-05i,-0.001136+2.5648e-05i,0.00029173-9.9497e-05i,0.0013896-0.00031258i,0.0012057-0.00097323i,0.00043373-0.0013591i,-0.0003349-0.00097354i,-0.0006686-0.00029409i,-0.0011568-0.00032197i,-0.0014437-0.00017757i,-0.00087082+0.0003665i,-0.00017906+0.00089875i,0.00018452+0.00079505i,-6.6124e-05+0.0002978i,-5.8079e-05-5.4775e-05i
-0.0012794+0.00016403i,-0.0016372+0.0023657i,-0.0018857+0.0028948i,-0.00040433+0.0018509i,0.00093318+0.0010666i,0.0012923+0.00022596i,0.00086781-0.00057949i,0.00026374-0.00050736i,0.00020094-0.0010531i,0.00033648-0.0011402i,0.00060866-0.00053555i,0.00077413-0.00037799i,0.00012973-0.00061902i,-0.00019837-0.00060619i,-0.00010499-0.00016322i,-2.4014e-05-0.00023231i,0.0004274+0.00014488i,0.00097438+0.000552i,0.00079807-0.00035265i,0.00022564-0.00043587i,0.00011838+0.00034123i,0.00042572+4.7425e-05i,0.0003807-0.00031554i
-0.003977+0.0002761i,-0.0044006+0.00024969i,-0.002749+0.0013869i,-0.000935+0.0012845i,0.0008473+0.0003026i,0.0017189+1.3155e-05i,0.00084614-0.00018263i,0.00061077-0.00060365i,0.00011477-0.00060012i,-0.00077228-0.00044809i,-0.00010032-0.00019457i,0.00094685-0.00050445i,0.00073141-0.0010339i,0.00051761-0.0011326i,0.0005706-0.00036237i,0.00077838+0.0012045i,0.00074243+0.0011505i,0.00042477+0.0007678i,0.00045471+0.00056039i,0.00065636-0.00047923i,0.00030334-0.00079149i,9.3991e-05+0.00017518i,2.7584e-05+0.00013487i
-5.939e-05-0.00062214i,-0.00016618-0.0017186i,-0.0016796+0.00021354i,-0.0014386+0.0014818i,0.001272+0.00046655i,0.001208-0.00030627i,-0.00078467-0.00037673i,-0.0013683-0.00070414i,-0.00072816-0.00096579i,-0.00057944-0.00077591i,-0.00052103-0.00095592i,0.00017517-0.00033423i,0.00040494+0.00070196i,1.8847e-05+0.00070192i,0.0003203+0.00027932i,0.00080112+0.00040686i,0.00032627+0.00074974i,-0.00020947+0.00029253i,-0.00096882+0.00014561i,-0.0011623+0.0003988i,-0.00067263+0.00048862i,-0.00051966+0.00051145i,-0.00042046-0.00013539i
0.0013599-0.00022238i,0.0013233+0.00075819i,-0.00051616+0.00093429i,0.00010399+0.00068579i,0.0017684+0.0013236i,0.002102+0.00010261i,0.0013267-0.0013493i,0.00040432-0.0011138i,-0.00019395-0.0010481i,-0.00040627-0.00050217i,1.2305e-05+0.00059033i,0.00067119+0.00092558i,0.00032132-0.00010188i,-0.0004318-0.0010427i,-0.00060121-0.00033683i,0.0001076+0.00077235i,0.00044822+0.00065828i,3.4019e-05-0.00031287i,-0.00029746-0.00043373i,5.701e-05+5.7647e-05i,0.00025794+0.00042359i,6.0907e-05+0.00069437i,-4.5968e-06+0.0007799i
-0.00069599+0.0005106i,-0.0019863+0.0023699i,-0.0016354+0.002785i,-0.00021479+0.0023697i,0.0013558+0.0016598i,0.0024364+0.00094449i,0.0017899-0.00029902i,0.00060602-0.0012599i,-0.00047617-0.0011776i,-0.00056308-0.00072829i,3.6784e-05-0.00023366i,0.0010081+0.00018068i,0.00094398+0.00013218i,-0.00054562-0.00070837i,-0.0006512-0.0008709i,-0.00011054-0.00010105i,0.00026085+2.3236e-05i,0.00071904-0.00042175i,0.00091193-0.00050879i,3.5558e-05+0.0003942i,-0.00058141-0.00011595i,-0.00032109-0.0012558i,-0.00035137-0.00096754i
-0.0015028-0.0010872i,-0.0024233-0.0017174i,-0.0020046-0.00060996i,-0.00082441+0.00071416i,0.0007634+0.00094181i,0.001482+0.00016059i,0.00087231-0.0010076i,-0.00012-0.00087551i,-0.0009428-0.00024772i,-0.0011646-0.00030765i,-0.00049408+2.1967e-05i,7.3889e-05-0.00040248i,0.00080302-0.001301i,0.001096-0.0010213i,0.0013939-0.00055652i,0.00030759+4.8163e-05i,-0.00062583-2.3085e-05i,-0.00033896-0.00027575i,-0.00039351-0.00071693i,-7.1864e-05-0.0006684i,0.00080647+0.00014237i,0.00064278+0.0004457i,-0.00051253+0.00018582i
0.00080352-0.0010858i,0.00026269-0.00045992i,-0.00042966+0.00047055i,-0.00031941+0.0006446i,0.00050387+0.00020028i,0.00090793+0.00011148i,0.00055805+5.4466e-06i,1.8843e-05-0.0003643i,-0.00039921-0.00075272i,-0.00040165-0.0011907i,-0.00028558-0.0012656i,-0.00021345-0.00090661i,0.0006006-0.0010231i,0.00065603-0.0013778i,0.0001479-0.0013329i,5.6668e-05-0.0014459i,2.1378e-05-0.0011795i,3.6742e-05-0.00031867i,0.000264+0.0002573i,-0.00017854+0.00070354i,-0.00048035+0.00071084i,6.2825e-06-0.00030729i,0.00016848-0.00062521i
-0.00062971+0.00089188i,-0.00064022+0.0016025i,-0.00099265+0.0013924i,-0.00094944+0.0017568i,0.00024121+0.0016561i,0.0019319-0.00012688i,0.0015545-0.00096766i,-0.00017667-0.0010397i,-0.0011283-0.001708i,-0.00064327-0.00056957i,0.00020396+0.0003475i,0.00089268-2.6198e-06i,0.00061217-3.897e-05i,-0.00012132-7.7638e-05i,-0.0005002-2.8331e-05i,-0.00048839-0.00013454i,0.00027123+4.2651e-05i,0.00015632-2.4605e-05i,9.8964e-05-0.00016488i,0.00081092-0.00015415i,0.00075784-0.00048335i,0.00032658-0.00023486i,-0.00027484-6.4137e-05i
-0.0011232+0.00010966i,-0.00079741+0.00055277i,-0.00040309+0.0018835i,0.00016197+0.0022058i,0.0011658+0.0014711i,0.0019678+0.00070995i,0.0012914+0.00019687i,-0.0003461-0.00047959i,-0.0010781-0.001303i,-0.00036986-0.0010116i,0.00031617-0.0001981i,0.00050735-0.0003095i,0.00065613-0.00019106i,0.00017903+6.653e-05i,-0.00017814+0.00019618i,-0.00064122+0.00068361i,-0.001032-0.00010316i,-0.00052344-0.0010919i,-0.00036377-0.0011037i,-8.9223e-05-0.00071092i,0.00037065-0.00020143i,0.00083677+3.4557e-05i,0.0011835-0.00017207i
0.00040402-0.0033929i,-0.00063762-0.0014879i,-0.00084768+2.983e-05i,-0.00085338+0.00091664i,-0.00024889+0.0017294i,0.0013227+0.0014197i,0.0013751+0.00057356i,0.00043583+0.00028389i,0.00031751-0.00053964i,-4.8211e-05-0.0010854i,-0.00034065-0.00053033i,0.00013629-0.00045454i,0.00038733-0.00017428i,0.00076598-0.000419i,0.0011394-0.0009612i,0.00031153-9.3275e-05i,-0.00044621+0.00026344i,-0.00048989-0.00038684i,-0.00050084-0.00080508i,-5.7184e-05-0.00045838i,0.00067379-4.6421e-05i,0.00068875-0.00034876i,0.00042377-0.00068264i
0.00058803+0.00058687i,-0.00036829-0.00065752i,-0.0013002-0.00066582i,-0.00087564+0.00019142i,-9.893e-05+0.00055496i,0.00092079-0.00042186i,0.00078954-0.0013585i,-0.00053589-0.0015988i,-0.0011398-0.0011761i,-0.00066634-0.00047161i,0.00026607-0.00015337i,-4.7415e-05-0.00049939i,-0.00079661-0.0011047i,-0.0013003-0.001147i,-0.0008884-0.0005245i,7.9539e-05-8.6134e-05i,-0.00019835-0.00022952i,-0.00054917-0.00024693i,0.00011032-9.0649e-05i,0.00025298-7.9868e-06i,-0.00035981+0.00028284i,0.00016434-2.4811e-05i,0.00093139-0.00049496i
0.0010025+0.00016473i,0.00093011+0.002034i,0.00030755+0.0029236i,0.00057046+0.0016927i,0.0015716+0.00012721i,0.0014573-0.00029294i,0.00064644-0.00066462i,-0.00027348-0.00071258i,-0.0017789-0.00089955i,-0.001931-0.00060835i,3.6268e-05-0.00013988i,0.00093012-0.00044394i,0.00040577-0.00095369i,0.00058933-0.00052343i,0.00055249+0.00016009i,0.00032279-0.00019983i,-0.00023374-0.00051476i,0.00017014-0.00021316i,-3.6354e-05-0.00048315i,-0.00095595-0.00064138i,-0.00035811-0.00027848i,0.00047203-0.00017902i,8.6046e-06-0.00013915i
-0.0011255+0.00086315i,-0.0012889+0.00099172i,-0.00085123+0.0013426i,-0.0011777+0.0018477i,-0.00061827+0.001279i,-0.00010812-0.00010818i,-0.00036364-0.00035258i,-0.00031173-0.00072136i,-0.00049785-0.0010953i,-0.00040719-0.00076932i,0.00030622-0.00019409i,0.00061148+8.6312e-05i,0.00032824+9.2803e-05i,0.00020456-3.8888e-05i,-0.00062097+0.00045997i,-0.00075536+0.00083525i,-0.0002496+0.00089765i,-0.00021263+0.0008389i,0.00019254+0.00040782i,0.00058835-0.00028894i,0.0010082-0.00065457i,0.00085535-6.177e-05i,-0.00027674+0.00025264i
-0.00062151+0.00074383i,-0.00077487+0.0010833i,-0.00027719+0.001791i,0.00030933+0.0019071i,0.0014248+0.00035263i,0.0020607-0.00093584i,0.0011116-0.0013397i,0.00066306-0.001838i,0.00049346-0.0017946i,-0.0007907-0.0012996i,-0.00096532-0.00032593i,0.00012145+0.00029526i,0.00033126+0.00026387i,-0.00019717+0.00074029i,-0.00015284+0.0010112i,-0.00042478+0.00031233i,-0.00081659-4.4016e-05i,-0.00071542+0.00032831i,-0.00056281+5.1986e-05i,-0.0007763-0.0010416i,-0.0010443-0.0013197i,-0.00051941-0.00046963i,0.00016498-0.00032666i
0.00088364+0.0016488i,-0.0014462+0.0019863i,-0.0022069+0.0021716i,-0.0014402+0.0016309i,-5.9035e-05+0.00024013i,-9.4945e-05-0.00063126i,-0.00076603-0.00090628i,9.2603e-05-0.00089331i,0.00035534-0.0009971i,-0.00012004-0.00077259i,-0.00060779-0.00051i,-0.00045138-0.00062455i,0.00033249-0.00067746i,0.00091455-0.0004777i,0.00046064-0.00051899i,0.0004187-0.00036589i,3.8537e-05+0.00072544i,-0.00081805+0.00054905i,-0.00037381+6.0066e-06i,0.00019085-0.00044306i,0.0006648-0.00068159i,0.00066761-0.00057283i,0.00050756-0.00062303i
0.00071255+0.00021142i,0.0004771+0.00090382i,0.00058182+0.00074933i,0.0010246+0.00022131i,0.0011565-0.00023772i,0.00058197-0.00022152i,-0.00012314-0.00053372i,-0.00080228-0.001649i,-0.00095943-0.0016436i,-0.00033409-0.00091029i,9.5185e-05-0.00043032i,-0.00036839-0.00039545i,-0.00020138-0.001084i,3.5304e-05-0.0013236i,-0.00022188-0.00093975i,0.00052464-0.0012138i,0.00068719-0.0005892i,0.0004214+0.00017414i,0.00072404-0.00031926i,0.00085686-0.00062725i,0.00031874-0.00039674i,0.00015684-0.00063474i,0.00015797-0.00074782i
-0.00029252-0.00024233i,-0.00081498+0.0010584i,-0.00093147+0.00057165i,-0.00049123-0.00017177i,0.00066903-0.00010898i,0.0016923-3.5433e-05i,0.0014452-0.00039501i,0.00066377-0.0011596i,-0.00040497-0.0015729i,-0.00050486-0.00071842i,-0.00019148+1.2042e-05i,-0.00058955-7.9905e-05i,-0.00065303+8.1295e-05i,-0.00013349-3.6079e-05i,-0.00014062-0.00026073i,-0.0006497-0.00037936i,-0.0010399-0.00070011i,-0.00054289-0.00091745i,0.00022172-0.001148i,0.00041857-0.00042971i,6.5405e-05+0.00041075i,-0.00069938+0.00046356i,-0.0008909+0.0005515i
0.00073444-0.00075508i,0.00081686-0.0001855i,0.00064493+0.00085582i,0.00091549+0.00079009i,0.0010356-3.6063e-05i,0.00062067+0.00029018i,-3.3371e-05-5.4279e-05i,0.0001455-0.00094796i,-0.00020822-0.0010629i,-0.00091532-0.0013639i,-0.00021891-0.0014509i,0.00050539-0.0012146i,0.00016176-0.0010127i,0.0004295-0.00033324i,0.00027936+0.00019987i,0.00038572-0.00015979i,0.00027565-0.00066664i,-0.00091539-0.00011598i,-0.00042927+0.00051505i,0.00014687+0.00092818i,9.2239e-05+0.00074256i,0.00015595-0.00029858i,-0.00012377-0.00039088i
0.0017911+0.0020368i,0.0007163+0.0019592i,-0.00016566+0.0020695i,0.00053643+0.0016136i,0.0016373-0.00048539i,0.0014987-0.0021676i,0.00075809-0.0014941i,0.00039001-0.0011461i,0.00048365-0.0016139i,0.00040292-0.0013893i,5.2449e-05-0.0010532i,0.00024988-0.00058722i,0.00087123-0.00016306i,0.00084518+0.00017916i,0.00069371+7.8309e-05i,0.00081966-0.00046353i,0.00032965-1.9996e-05i,-0.00068742+0.0005203i,-0.00055808+0.00045797i,5.1374e-05+0.00082398i,3.3216e-05+0.00030113i,-0.00043657+0.00024201i,-0.00091191+0.00052487i
0.00012766+0.0015385i,-0.00056663+0.0014416i,-0.00090605+0.00096538i,-0.00093894+0.00065553i,0.00053998-2.6308e-05i,0.0015103-0.0008745i,0.00050599-0.0011448i,-0.00054807-0.00094901i,-0.00019782-0.00082847i,0.00019624-0.00099308i,-0.00015715-0.0010276i,-0.00015132-0.00043186i,-0.00021071-0.00027012i,-0.00096+0.00011114i,-0.00076473+0.00029287i,-8.7449e-05-0.00064134i,9.3423e-05-0.00085695i,-9.0791e-05-0.00037162i,-0.00025318-0.00010389i,5.1811e-05+0.00029822i,6.0828e-05+0.00034718i,0.00016013+0.00011654i,6.2373e-05-2.3453e-06i
-0.00031883-0.0014975i,-0.00026745+0.00010945i,0.00029187+0.0011798i,0.00075981+0.00096081i,0.00075841+0.00069883i,0.0009388+0.00017764i,0.00055285-0.0005283i,-0.00061139-0.001302i,-0.0010886-0.0016682i,-0.00047944-0.00099909i,0.00049815+7.4307e-05i,0.00094693+0.0002041i,0.00054262-0.00021289i,-0.00032678+5.1016e-05i,-0.0010609-4.8709e-05i,-0.0013484-0.00076562i,-0.00056521-0.00063783i,-0.00022501-0.00031385i,-0.00045495-0.00011208i,-0.0004675+0.00052497i,-0.0005205+0.0006507i,-0.00048267+0.00034097i,-0.00040471-2.831e-05i
0.001226-0.0011893i,0.0005997+0.00060251i,3.2526e-05+0.0019968i,-0.00057597+0.0013034i,-0.00037734-3.3633e-05i,0.00035233+1.3464e-06i,0.00031591+1.4939e-05i,-5.4077e-05-3.3796e-05i,-0.00095306-0.00048855i,-0.001369-0.00071765i,-0.00076259+0.00026474i,-0.00018112+0.00060849i,0.00048386+1.8584e-06i,0.0012385-0.00037279i,0.0010204-4.1038e-05i,0.00016251+9.8623e-05i,8.3814e-05-0.00014919i,0.0004551-0.00046515i,0.00026954-1.4296e-06i,-0.00016581+0.00028628i,-0.00021783+0.00041322i,0.00014875+0.00030339i,-0.00012802-0.00034066i
0.0014222+0.001048i,-0.00069494+0.0012134i,-0.0016147+0.00086499i,-0.00098114+0.00044883i,-8.6595e-05-2.7202e-05i,0.00056366-0.0010046i,2.194e-05-0.0017426i,-0.00090045-0.0015071i,-0.00084887-0.0009864i,0.00034233-0.00058572i,0.0011422-0.00039745i,0.0013583-0.00045508i,0.0010323-0.00050407i,0.00041718+0.0001696i,-0.00048342+0.00079767i,-0.00085098+0.0010247i,-6.0147e-06+0.00085708i,0.00060243+0.00023871i,0.00055061-0.00017848i,0.00017839-0.00012439i,0.00012776+0.00017791i,-0.00057607-7.1169e-05i,-0.00052479-0.00048038i
