-0.00098925+0.00022607i,0.00073808-0.0012143i,0.00079952-0.00045741i,0.00037071+0.00049611i,0.00011739+0.00097719i,0.0011472+0.0012729i,0.0019722+0.0012317i,0.0017332+0.001047i,0.0015165+0.00112i,0.0012878+0.00057089i,0.00069112-0.00051337i,0.00047744-0.00096067i,-9.9719e-07-0.0013884i,-0.00058643-0.0012206i,-0.00024503-0.00086513i,-0.00037527-0.00046743i,-0.00084584-0.00017227i,-0.00069984-0.00039973i,-0.00042936-0.00059517i,-0.00017489-0.0004822i,4.686e-05-0.00023616i,0.00030612-0.00014247i,0.00029976+0.00034943i
0.0016932-0.00036465i,0.0013475-0.00091676i,0.0014056-0.0023195i,0.00094003-0.001636i,0.00097578-0.00076935i,0.0017697-0.0009858i,0.0021504-0.0010418i,0.0020775-0.00047319i,0.0015757-0.00012604i,0.00012192-0.00074774i,-0.00053503-0.00095632i,-0.00057311-0.00012827i,-0.00068921+0.00049318i,-0.00064491+0.0011816i,-0.00040993+0.0014982i,-0.00046424+0.00056935i,-0.00068649-0.00021525i,-0.0007821-0.0004263i,-0.00042251-0.00068773i,0.00037307-0.00071287i,0.00046173-0.00075601i,-0.00018431-0.00034695i,-0.00053283+6.0067e-05i
0.00090704+0.0013567i,0.0019874+0.00066472i,0.0019349-0.00030531i,0.00075004-0.00037916i,-0.00029336+0.0006246i,-0.00021127+0.00053033i,0.00019609-0.00019757i,0.00032756+0.00026351i,0.00064642+0.00056652i,0.0010354-0.00011459i,0.00048174-0.00039287i,-0.00051648-0.00069219i,-0.00063322-0.00066679i,-0.0010246+0.00042288i,-0.00067212+0.0009652i,6.4102e-06+0.00085471i,-0.00072654+8.5115e-05i,-0.0014722-0.00071599i,-0.00099997-0.00063793i,-0.00018198-0.00068461i,0.00021016-0.00063435i,0.00021435+4.0221e-05i,0.00054923+0.00038512i
0.00052374-0.0010848i,0.0011474-0.0007372i,0.0024726-0.0011707i,0.0011381-0.00084567i,-0.00018443-0.0005824i,0.00093069-0.00068367i,0.0021226+0.00015785i,0.0024857+0.00019276i,0.0018223+0.000495i,0.00029953+0.0014693i,-0.0010195+0.0014469i,-0.00070164+0.00052123i,0.00022759+2.0985e-05i,-0.0001954-0.00051618i,-0.00037821-0.00043733i,-0.00053936-0.00033487i,-0.00062174-0.00012798i,-0.00017747-5.2158e-05i,-0.00033664+8.5335e-05i,-0.00062085+0.00038482i,-0.00055405+0.00059762i,-0.00015167+0.00038837i,0.00015158-0.00011647i
0.0011912-0.0025823i,0.0026671-0.0017353i,0.0039864-0.00050918i,0.0021496+3.2707e-05i,0.00073395+0.00088702i,0.00058969+0.0013982i,0.0002115+0.00062691i,0.00027981+0.00021987i,0.00075212+0.00068262i,0.0009359+0.00072677i,0.00036609+0.00091446i,-0.000732+0.00069749i,-0.00090601+0.00031203i,-0.00034993-0.00076756i,-0.00036778-0.0014508i,-0.0011103-0.00047292i,-0.0012447-0.00025837i,-0.00065382-0.00055549i,-5.437e-05-0.00013799i,-0.00013398+0.00039143i,-0.001012-2.1555e-07i,-0.00042879-0.0002555i,0.00066473+6.3165e-05i
0.0017122-0.0008938i,0.00094661-0.0020017i,-2.5218e-05-0.0024301i,-0.0010658-0.0017534i,-0.00031031-0.0010519i,0.0010051-0.0010412i,0.0019392-0.00087834i,0.001337-2.919e-05i,0.00032388+0.00030476i,4.973e-05-0.00027588i,0.00024892-0.00065021i,1.2852e-05-0.00065791i,-0.00041798-0.00073677i,-0.0010303-0.00033409i,-0.00078841-1.165e-05i,-9.777e-05+0.00037396i,-0.00014597+0.00066105i,-0.00027154+0.00023675i,0.00040888+1.1119e-05i,0.00045489-0.00050143i,0.00024749-0.001002i,0.00066141-0.00092998i,0.00067357-0.00051376i
0.0023318-0.00069939i,0.0020891+0.00048588i,0.0019389-0.00018679i,0.00046598-0.0010685i,-0.0017108-7.4443e-05i,-0.0014831+0.0015091i,0.00075702+0.0014827i,0.0021678+0.00076497i,0.0017521+0.00013075i,0.00016859+4.3022e-05i,-0.0011579-3.1566e-05i,-0.0010357+5.7245e-05i,0.0002127-0.00025947i,0.00034621+9.829e-06i,0.00063367+0.0005476i,0.00071604+0.00034383i,0.00061859-0.00028701i,0.00067593-0.00043269i,6.4249e-05-0.00054103i,-0.00014925-0.00042678i,0.00021457-0.00023507i,-0.00035644-0.00058941i,-0.00058718-0.00038206i
0.00061061-0.00036064i,0.0013525-0.0012409i,0.0010003-0.0032541i,0.0008033-0.0037989i,0.00065958-0.0021024i,0.00080147-0.00093697i,0.0014477-0.00072384i,0.0012983-0.00027194i,0.00076757-0.0003522i,3.3464e-05-0.00096098i,-0.00067455-0.00077991i,-0.00029023-0.00056362i,0.00033089-0.00044674i,0.00036104-1.4927e-05i,0.0004172+0.00029605i,0.00014957+0.00016817i,-0.00012423-3.2013e-05i,-0.00072046-0.00032231i,-0.00093041-0.00020567i,-0.00023707+6.9481e-05i,0.00035594-0.00013336i,0.00011073-0.00027597i,-0.00050367+0.00033222i
-0.00091859-0.0008159i,-0.00032706-0.00021978i,0.00089734+0.00042748i,0.00069699+0.00068103i,-0.00060351+0.00049739i,-0.00030584-1.6549e-05i,0.0013446+0.00013113i,0.0013496+9.321e-05i,0.00061872-0.00027934i,0.00061962-0.00025189i,0.00034936-0.00047034i,-0.00015256-0.00010036i,-0.00068158+0.00060621i,-0.0010255+0.00012312i,-0.00041243+0.00017445i,-0.00042199+0.00090381i,-0.0014552+0.00017883i,-0.0014453-0.00022211i,-0.00033111-0.00011024i,0.00049945-0.00067279i,0.00032976-0.00046777i,-0.00061154-0.00040036i,-0.00056298-0.00057179i
0.00096701-0.0021195i,0.00083187-0.0027728i,0.00037548-0.0021462i,-0.0003947-0.00040456i,-0.00018465+0.00012989i,0.0012933-0.00060037i,0.0016941-0.0013137i,0.0011801-0.0010286i,0.00052246-0.00022138i,0.00010625-0.00016309i,-0.00077616-0.00034014i,-0.0013413-5.6585e-05i,-0.00031656+0.00050279i,0.0007382+0.00075375i,0.00078465+0.00041818i,0.00094509+0.00025645i,0.0005043+0.00019499i,-0.00012582-8.5743e-05i,0.00028215-2.3109e-05i,0.0002306+5.0643e-05i,-0.00016966-0.00043793i,0.00034136-0.00014879i,-6.1844e-05+0.00067881i
0.0017231+0.00043095i,0.0027415+0.00092894i,0.0034867-0.0006914i,0.0023963-0.001559i,0.00062161-0.0004087i,-6.3421e-05+0.00029772i,-6.9707e-05-0.00015918i,-0.00068617+0.0003242i,-0.00050797+0.001068i,0.00038777+0.0005179i,0.00042838-0.00044073i,0.00070371-0.00057906i,0.00050659-0.00047978i,-0.00020638-0.0010286i,-0.00013929-0.00048441i,-8.311e-05+7.438e-05i,-0.00053218+6.5143e-05i,-0.00022478+0.00076699i,0.00015+0.00063784i,0.00050724+0.0003743i,0.00063083+0.00050967i,7.4972e-05+0.00041475i,-1.5396e-05+0.00064977i
0.0011151-0.0018693i,0.0014839-0.0015035i,0.0033014-0.0010561i,0.0023426-0.00031082i,7.0962e-05-0.00053493i,0.00039057-0.00087117i,0.0014138+0.00022616i,0.0011479+0.001236i,9.147e-05+0.0013058i,-0.00075273+0.00053928i,-0.0007439-0.00034686i,-0.00075111-0.00010727i,-0.00097733+0.00042565i,-0.0012108+0.00026288i,-0.00084018-0.00035546i,0.00017014-0.00022597i,0.00074142+0.0007902i,0.00040755+0.0011796i,0.0002918+0.00057706i,8.8537e-05+3.0403e-05i,0.00014006+0.00023979i,0.00082588+0.00040723i,0.00060805-0.00022167i
0.00022595-0.0010878i,-0.00059592-0.00063478i,-0.00040342-0.00061843i,-0.00042887-0.00091992i,-0.00080983-0.00034379i,-0.00026709-0.00090278i,0.00021014-0.0009644i,0.00027922-0.00035541i,0.0006097+0.0001157i,0.0006402+0.0006668i,-0.00018328+0.0010821i,0.00030916+0.00016137i,0.0010204-0.0010789i,0.00036208-0.00095651i,-3.2501e-05-0.00049201i,0.00012914+5.581e-05i,0.00035041-0.00011466i,0.00066685-0.00089795i,-0.0001311-0.00042473i,-0.00056765-0.00041194i,-0.00048042-0.00096592i,-0.0010016-0.0010135i,-0.00046725-7.5753e-05i
-0.00016081-0.00091862i,0.00071101-0.0010739i,0.00043156-0.00070107i,-0.00035784-0.0011546i,-0.00064117-0.00090876i,0.00014082-0.00019262i,0.00098522+0.00063337i,0.00078108+0.00034544i,0.00049479-0.0001689i,4.501e-05+0.00019535i,-0.00068727-0.00023129i,-0.0014704-0.00021319i,-0.0012005-6.34e-05i,-0.00052895-8.6763e-05i,-0.0011071+0.00028057i,-0.0010731+0.00012184i,-0.00023257-0.0002565i,8.7485e-05-0.00045017i,0.00021185-0.00049473i,-0.00024923-0.00015707i,-0.0004599-0.00016025i,-0.00030084-0.00038928i,-0.0006337-0.00017373i
-1.9138e-05-0.0012015i,0.00069277-0.0018967i,0.0017759-0.0019841i,0.0013003-0.0015328i,0.001163-4.7847e-06i,0.0017789+0.00094977i,0.0014704+0.0002477i,0.00076852+0.000315i,0.0006357-9.8568e-05i,0.00086419-0.00082942i,0.0013323+0.00018413i,0.00028656+0.00049969i,-0.0010866-0.0001321i,-0.0013774-0.00044752i,-0.0011232-0.00053926i,-0.00081558-0.00061639i,-0.00013413-0.00061964i,0.0003394-0.0006748i,-5.0072e-05-0.00032098i,-6.5473e-05+0.00035857i,0.00013115+0.00055636i,-0.00021225-0.00013485i,-0.00047349-0.00076938i
0.00096987+0.0027274i,0.002857+0.00082166i,0.0039246-0.0007574i,0.0026877-0.0013373i,0.0013495-0.0021294i,0.0012437-0.0021898i,0.00090994-0.00090595i,0.00023299+0.00015882i,0.00032268+0.00022571i,-8.2729e-05-0.00013937i,-0.0003689-0.00016613i,-0.00012142-0.0004232i,-0.00023415-0.0010857i,-0.00070223-0.0011282i,-0.00033262-0.00054846i,0.00018378-1.4335e-05i,1.7913e-06-9.5924e-05i,-0.00011443-0.00049665i,0.00052862-0.00098555i,0.0002334-0.0007588i,-0.00018553-0.00033362i,0.00031049+0.00038848i,-9.8377e-05+0.00088172i
0.0001183-6.5225e-05i,0.00084346-0.00041417i,0.0017376-0.0018432i,0.00091769-0.001423i,3.9899e-05+0.00048541i,0.0010454+0.0014204i,0.0010904+0.0005777i,0.0010689+0.00035006i,0.0012474+0.0011795i,0.00017209+0.0018124i,-0.00077232+0.00089336i,-0.0014778-0.00047076i,-0.0015958+0.00012977i,-0.0016617+0.0010918i,-0.0007313+0.0015593i,-0.00045964+0.001373i,-0.0014572+0.00085925i,-0.001142+0.0007561i,-0.0003199+0.00015526i,-0.00011846-0.00030613i,-0.00028785-0.00051939i,-0.0008676-4.2407e-05i,-0.0010353+0.00027913i
-0.00077721-0.0023753i,0.00022905-0.0018824i,0.0010252-0.001662i,0.000707-0.0012558i,4.7323e-05-0.00079493i,0.00093542-0.00045375i,0.0015557-0.00037691i,0.00062232-0.00020486i,0.00055493-4.8467e-05i,0.00049799-0.0001565i,-0.00031272-9.3077e-05i,-0.00093589+6.533e-05i,-0.00061297+0.00026661i,-0.00020631-0.00017683i,-0.00049958-0.00030829i,-0.00095579+0.00054682i,-0.00041277+0.00034842i,-4.4068e-05-4.3077e-05i,0.00022943+0.00017758i,0.00076496-0.00029633i,-7.034e-05-0.00027105i,-0.00035469+0.00060122i,-0.00029056+0.00030937i
8.8474e-05-0.0010181i,-0.00017953-0.0006468i,0.00017274-0.0008233i,0.00068163-0.0014469i,0.00083165-0.0011152i,0.0010899+0.00045305i,0.00079654+0.0010037i,0.00083156+0.00047876i,0.001307+0.00069344i,0.00047767+0.0002078i,-0.00089267-0.00026833i,-0.0013283-0.00056371i,-0.001065-0.001065i,-0.00044559-0.00064847i,0.00051198+0.00050919i,0.00013719+0.00017086i,0.00019763-0.0005386i,0.00058996-6.2723e-05i,5.7172e-05+0.00040638i,-0.00027177+0.00037224i,0.00015914+0.00055537i,0.00084779+4.5268e-05i,0.00066747-0.0004145i
-0.00011121-0.0015359i,2.9747e-06-0.0015387i,0.00047999-0.0012964i,0.00068159-0.0017322i,0.00055669-0.0017379i,0.0010508-0.00052993i,0.0019007+0.0001353i,0.0012849+0.0004033i,0.00081792+6.5179e-05i,0.000694-0.00019492i,-0.00053211-0.00016991i,-0.00061421+6.9461e-05i,3.291e-05-0.00030019i,-2.7704e-05-0.00074421i,-0.00035563-0.00074059i,-0.00024797-0.00026633i,-8.4861e-05+0.00012338i,-0.00040283+0.00027062i,-0.00054961+0.00026004i,-0.00083623+0.0003322i,-0.0010089+3.2355e-05i,-0.00017565-0.00017589i,0.00024857-0.00011541i
-3.7849e-05+0.00042971i,0.00050483-0.00043172i,0.00076816-0.00085992i,0.00083779-0.00018512i,0.0012739+0.0004101i,0.0016867+0.00023603i,0.0013902-4.1984e-05i,0.00084339+0.00020429i,0.00031987+0.00024451i,-0.00023146+0.00011859i,0.00013598-0.00021625i,0.001082-0.0010577i,0.0009734-0.001151i,0.00010447-0.0013145i,-0.00025122-0.0015138i,-0.00011588-0.00046294i,-0.00061529+0.00055096i,-0.00068076+0.00018884i,0.00027568-0.00029952i,0.00073661-0.00038153i,0.00066496-5.5741e-05i,0.00059372+0.00012148i,0.00030801+0.00018466i
0.00013743+0.0013022i,0.00036811+0.00055345i,0.0019413-7.4644e-05i,0.0025153-0.00041656i,0.0010827-0.0011902i,0.00016451-0.0012722i,0.00023399-0.00069089i,0.00097218-5.7275e-05i,0.0014623+0.00027225i,0.0016149+0.00028466i,0.0010448+0.00047322i,-0.0006745-4.7564e-05i,-0.0016216-0.00079046i,-0.0020224-0.00098885i,-0.001126-0.00054818i,-5.4198e-05-0.00034285i,-0.00011645-0.00018045i,-0.00017326+9.8694e-05i,0.00018874-5.3438e-05i,0.0011054-0.00024338i,0.0013687+0.00023843i,0.00020476+0.00029045i,-0.00069336-0.00018782i
0.00068769-0.00013478i,0.002585-2.8357e-05i,0.0033474-0.0010638i,0.0020275-0.0014837i,0.00064093-0.00014611i,0.00078797+0.00031399i,0.0016304+9.8553e-05i,0.0014163+0.00059899i,0.00077991+0.0007572i,0.00011278+7.6621e-06i,-3.9935e-05-0.00067747i,1.4672e-05-0.00062731i,-8.6258e-05-0.00082386i,-0.00067213-0.0010635i,-0.00020148-0.00071134i,-0.00034392+0.00026605i,-0.00043358+8.3964e-05i,-0.00041576+3.6751e-05i,4.1842e-05+0.0001918i,0.00098688+0.00029239i,0.00075966+0.00038172i,0.00026332+0.00039494i,0.00062566+0.00037027i
0.00032809-6.7058e-05i,0.00070204+0.00072018i,0.001187+0.00055411i,0.0012402+0.00056922i,0.00035074+0.00088276i,0.00053879+0.00090737i,0.0014973+0.00081722i,0.0011632+0.00066198i,0.00038835+0.0005003i,-0.00047299+0.0005023i,-0.0010121-0.00015165i,-0.00040629-0.0010288i,-0.00021327-0.0013109i,-0.00086555-0.0011348i,-0.00068835-0.00023964i,-0.00061881+0.00011898i,-0.00084757-0.0001154i,-0.00030436+0.00011223i,-0.00036048+0.000326i,-0.00076138+0.00032334i,-0.00047265+1.1826e-05i,-0.00018301+0.00011921i,-0.00044533-9.6989e-05i
0.0011925+0.00032849i,0.0019049-0.00032437i,0.0013998+0.00039639i,0.00022485-7.1716e-05i,-0.00055841-0.00089657i,-0.00060312-0.00090471i,-0.00073308-0.00048446i,-0.0007343+0.0001516i,-0.00028442+0.00039501i,-4.5891e-05+0.00029978i,9.0909e-05+0.00020619i,-0.00028738+0.00029391i,-0.00057232+0.00057225i,-0.00021129+0.00013809i,5.261e-05+0.00026293i,5.8826e-05+0.00094329i,0.00067324+0.00088585i,0.00056043+0.00052757i,-4.3557e-05+0.00027448i,0.00031744+0.00051263i,0.00076162+0.00066007i,0.000459+0.00026407i,-0.00026302+6.0074e-05i
0.00012683+0.001481i,0.0012608+0.0010952i,0.00048682+0.0002113i,7.3255e-05-0.00060282i,0.0010077-0.00053613i,0.0016986-0.00077783i,0.0011529-0.00030824i,0.00040365-3.2424e-05i,0.00048515-0.00012039i,0.0010391-0.00024748i,0.00070765-0.00055833i,-0.00012472-0.00060599i,-0.00093538-0.00083989i,-0.0013087-0.0011095i,-0.00040231-0.00047357i,0.00010646-3.6033e-05i,0.00039673-0.00010976i,0.00026484-0.00024723i,-0.00024049+0.00013134i,-0.00029427+0.00087637i,-0.00080824+0.001328i,-0.00045064+0.0006486i,0.00043286+0.00011738i
0.00039988-0.00022282i,0.00094816-0.0014519i,0.001765-0.00171i,0.0022125-0.0015854i,0.0016849-0.0013201i,0.0010875-0.00098003i,0.00054648-0.0010419i,0.00052396-0.00022707i,0.00042475+0.000853i,-0.00025419+0.0009617i,-0.00028472+0.00026276i,8.824e-05-0.00064097i,0.00014131-0.00048104i,-0.00031113+0.0008139i,-0.00067412+0.001239i,-0.00058713+0.00045889i,-0.00043689-0.0003103i,0.00041146-0.00014145i,0.00073111-0.00031003i,-0.00067868-0.00070972i,-0.0013219+0.00011126i,-0.00038795+0.00077242i,0.00041528+0.00043654i
0.0011329-0.0015793i,0.0012784-0.0018555i,0.0018277-0.002152i,0.0010974-0.0024798i,0.00053425-0.0018225i,0.0012644-0.00082085i,0.0017228-0.00013093i,0.00072724+0.00056556i,0.00014894+0.00027701i,0.0011251-0.00051214i,0.0010765-0.00070543i,-2.2183e-05-0.00074322i,-0.00071294-0.00062973i,-0.00073412+4.7706e-05i,-0.00063334+0.00015077i,1.3278e-05-0.00026858i,0.00034091-6.8501e-05i,0.00082199+0.00018608i,0.0012465+0.00019499i,0.00073747-6.6353e-05i,2.9682e-05-0.00017904i,-0.00013291-8.9758e-06i,-0.00022485+0.00011474i
0.0005413-1.148e-05i,0.00064372+0.0016661i,0.0021302+0.001609i,0.0025604+0.00024861i,0.00061612-0.00010931i,-0.00034324+0.00041255i,2.1816e-05-1.6065e-05i,2.4874e-05-0.00033205i,0.00078453+0.00045253i,0.0011129+0.00036896i,0.000712+9.8812e-05i,0.00019048+0.00020471i,-0.00073414-0.00031567i,-4.2974e-05-0.00029853i,0.00048072+0.00019276i,-0.00011753+0.00056024i,0.00014706+0.00035918i,0.00056216-0.00023936i,1.828e-05-0.00089712i,-0.00064793-0.00060338i,-0.00039701+0.00046407i,-0.00037874+0.0010886i,0.00030875+0.00083936i
0.0022813-0.00069271i,0.00090754-0.0012608i,0.0015968-0.0020156i,0.0020291-0.0019541i,0.00082353-0.000949i,0.0005457-0.00077202i,0.0001275-0.00066627i,-0.00026395+0.00025116i,0.00070098+0.0010062i,0.00092806+0.00088745i,-5.2452e-05+0.00093592i,-0.00075554+0.0012661i,-0.00056057+0.00067874i,-0.00025771+0.00030965i,-0.00012768+0.00063411i,0.00086748+0.00094847i,0.0010862+0.0010828i,0.00017019+0.00053167i,-9.7326e-07-0.00035641i,-0.00014427-0.00031361i,0.00013853+6.9629e-05i,0.00097581+0.00077837i,0.0010018+0.00068357i
0.0012272-0.0025534i,0.0014576-0.0020426i,0.0017382-0.0024201i,0.00071451-0.001573i,-0.00028255+0.00049706i,0.00051434+0.0011297i,0.00092974-0.00021102i,0.00078947-0.00055692i,0.0012602-2.7471e-05i,0.00095512+0.00044446i,6.1674e-06+0.00045594i,-0.00044287-0.00048856i,-0.0002239-0.0014302i,0.00056449-0.00083218i,0.00082896+0.00060808i,0.00040176+0.00056574i,0.00036602+0.00016206i,0.00054259-6.583e-05i,0.001005-0.0003593i,0.00075364-0.0009539i,0.00020395-0.00095963i,8.6716e-05-0.00014513i,-0.00010905+0.00029925i
0.00045681-0.00091924i,0.0011937-0.0019314i,0.0017576-0.001712i,0.0006285-0.0013347i,-0.00030635-0.00097073i,1.1271e-05-0.0006043i,0.00062868-0.00060441i,1.1817e-05+0.00018354i,-0.00072547+0.00038464i,-0.0006614-3.987e-06i,-0.00089781-0.000395i,-0.0010381-0.00060658i,-0.00087493-0.00045823i,-0.00069671-0.0002869i,-0.00037447-0.00042973i,-0.00046637-0.0003866i,-0.00077974-0.0002549i,-0.00075211-0.00071657i,-0.0004614-0.00042795i,5.1888e-05-1.8478e-05i,0.00020222+8.634e-05i,0.00027624-0.0001901i,-0.00030077-0.0007219i
0.00091847-0.00036929i,0.00081198-0.0015845i,0.0013712-0.00184i,0.00082393-0.0013041i,2.7124e-05-0.00064684i,0.00038814+0.00014404i,0.00073155-0.00048122i,0.00039952-0.00079221i,0.00093204-7.5999e-05i,0.00083818-8.9291e-05i,0.0004126-0.00041835i,0.00056334+0.00020212i,0.00026932+0.00079569i,-5.065e-05+0.00083827i,-0.00041377+0.00068651i,-0.00052513-2.5211e-05i,1.5215e-05-0.00029471i,0.0001473-1.1025e-05i,3.9954e-05+4.774e-05i,0.00014824+0.00036608i,-0.00010162+0.00052314i,0.00010864+0.00052241i,5.2756e-05+0.00065202i
0.00014103+0.0011365i,0.0013977+0.00080325i,0.0024538+0.00064358i,0.002058-0.00050038i,0.0011283-0.0015002i,0.00083318-0.0013433i,0.00088548-0.00069294i,0.00041133-0.00012232i,1.1457e-05+0.00020512i,8.3679e-05+0.00028285i,0.00027295+0.00013571i,1.3665e-05+0.00036439i,-0.00032533-0.00016562i,-0.00012983-0.00081357i,0.000297-0.0012058i,0.00044084-0.0010268i,-0.00030864-2.2441e-05i,-0.00085575+0.00093537i,-0.0010824+0.00048062i,-0.00088658-0.0007642i,-0.00073141-0.00064399i,-0.0012177+5.63e-05i,-0.00063799+7.2874e-05i
-0.0002661-0.00070711i,-4.5398e-05-0.00067308i,0.00069121-0.00015099i,0.0012129-0.00058178i,0.0010376-0.0010895i,0.0014272-0.00099653i,0.0018676+0.00024656i,0.0013359+0.0013807i,0.0011416+0.001474i,0.00098487+0.00061484i,0.00048956-0.00035491i,0.00048793-0.0006134i,0.00034523-0.00064202i,-0.00020949+9.552e-05i,-5.2091e-05-0.00023002i,0.00045419-0.00050499i,0.00053247+0.0005474i,0.00055469+0.00073922i,0.00033914+0.00038777i,0.00017401-1.6047e-05i,0.00071721-0.0002336i,0.00048105-0.00055193i,6.7918e-05-0.00061805i
0.0016508-0.0013412i,0.0011093-0.00099013i,0.00085081-0.0011489i,0.00021113-0.00076719i,-0.0010067-0.0002781i,-0.0004793-8.1742e-05i,0.00083032-0.00014008i,0.0014126-0.00017734i,0.00095104+0.00036306i,0.00056419+0.00057071i,0.00017623+0.00049967i,0.00032767-4.2775e-05i,0.00093811-0.00031288i,0.0014859+0.00026454i,0.00060995+0.00053882i,5.8635e-05+0.00017549i,0.00022591-3.3536e-05i,0.00019239+0.00026565i,-5.2108e-05+0.0006384i,0.00012082+0.00014353i,0.00050999-0.0005326i,0.00046523-0.00055785i,0.00068912-0.00016266i
-0.00012619+0.00079682i,0.0004727-0.0011028i,0.0025697-0.0013804i,0.002571-0.00082332i,0.00085336-0.0010703i,0.0002132-0.0006804i,8.1434e-05-4.3285e-05i,-0.00012353+0.00071272i,6.9336e-05+0.00096286i,0.00077857+0.00069028i,0.00055716+0.00089285i,-4.0761e-05+0.0004161i,-0.00049016-0.0010041i,-0.00056802-0.0012783i,-0.00084073-0.0012513i,-0.00063631-0.001162i,-0.00083928-0.0002663i,-0.0012804+0.00056354i,-0.00024427+0.0006677i,0.00081546-0.0004539i,0.00094879-0.00072906i,8.9851e-05-6.962e-05i,-0.0005752-0.00057249i
-0.0022028-0.00057115i,-0.0011948+0.00050023i,0.00021056+0.0014648i,0.00082639+0.00060706i,0.00084819-0.00053871i,0.0012356-0.00047876i,0.0017972-0.00054446i,0.0010445-0.00049845i,-0.00046502+0.0001515i,-0.00075925+0.00043709i,0.00017707+0.00025972i,0.00052859-0.00036458i,0.00017181-0.00063242i,-0.0002558-0.00067462i,0.00040688-0.00064107i,0.00087543-0.00055728i,0.00025677-0.00042329i,8.6753e-08+0.0001141i,-0.00019014+0.00038526i,-0.0011415-0.00014927i,-0.00077352-0.00044491i,0.00016635-0.00044943i,6.025e-05-0.00027994i
0.0013791+0.00011835i,0.0014804-0.00081229i,0.0015638-0.0013758i,0.0018908-0.0018744i,0.0013396-0.0012957i,0.0012915-0.00079577i,0.0013577-0.00015771i,0.00055107+0.00043405i,0.00044622+0.00077493i,0.00072607+0.00069838i,0.00043996+0.00028354i,-0.00048049+0.00016086i,-0.00033646+0.00013575i,-0.00012171+0.00023377i,-0.00066635+0.00054026i,-0.00027339+0.00078966i,0.00040284+0.00084393i,0.00047902+0.00064259i,6.7673e-05-1.5729e-05i,-2.7838e-05+0.00016282i,0.00013838+0.00036063i,0.00066984-0.00015118i,0.00058503+3.592e-05i
0.0014459+0.001476i,0.002459+0.00046322i,0.0030823-0.00048137i,0.0019941-0.0011116i,0.0010825-0.0015469i,0.0014024-0.00085436i,0.0016278-3.5094e-05i,0.0011025+0.0001989i,0.00030854+0.00036754i,0.00041957+0.00013667i,0.00071925-0.00030196i,0.00013371-0.00099475i,-0.00048321-0.00093665i,-0.00038761+0.00043415i,-0.00025962+0.00013805i,-0.00042429-0.00078823i,-5.6145e-05-0.00046927i,0.00048185-5.515e-05i,0.00021689+0.00046251i,-0.00024366+0.0010649i,-5.2818e-05+0.00076198i,9.7327e-05+6.1219e-05i,0.00017218+0.00047878i
0.00060224-0.00017239i,0.001374-0.00057988i,0.0010084-0.0012597i,0.00068652-0.0013201i,0.00063055-9.7868e-05i,0.00020026+0.00058776i,-4.6612e-05+0.0002606i,0.00050882+0.00020456i,0.0012007+0.00088605i,0.00064131+0.001217i,-0.00024611+0.00011297i,-0.00028737-0.00074279i,-0.00032424+9.3293e-05i,-0.00012242+0.00074999i,0.00027056+0.00076924i,0.00031024+0.00089585i,-0.00032123+0.00035765i,-0.001019-0.00024679i,-0.00073265+7.3069e-05i,0.0002645+0.00036889i,0.0006634-0.00039265i,0.00038967-0.00074698i,-5.3425e-05-0.00077792i
0.00025015+0.00014901i,0.00027377-0.00010394i,0.00078111-0.00045061i,0.0010171-0.0010036i,0.00037053-0.0010019i,3.791e-05+0.00021398i,9.9315e-05+0.00043041i,-0.0003783+0.00036524i,-0.00059502+0.00049525i,-0.00033128+0.00022526i,-0.00066688+0.00032627i,-0.00074251+0.00011465i,-5.849e-05-0.00047426i,0.00013354-0.00084894i,0.00027557-0.00064713i,0.00059977+0.00010176i,0.00014234+0.0006437i,-7.0833e-05-6.5654e-05i,0.00061429-0.00031409i,0.00014692+0.00040532i,-3.3083e-05-0.00014715i,0.00035187-0.00026304i,0.00061606+0.00058885i
-0.0023803-0.00082317i,-0.0017565+0.00044347i,-0.001068+0.001193i,-0.00035006+0.0011117i,-7.9495e-05+0.00062992i,0.0010514+0.00032866i,0.0013151+4.6337e-07i,0.00049131-0.00048294i,0.00012071-0.00071913i,0.00047636-0.00061917i,0.00073792-0.0004062i,0.00056486+6.2647e-05i,-0.00011448-0.00014993i,6.4701e-05-0.00064756i,0.0010617-2.7898e-05i,0.0011941+0.00017565i,0.0010794+0.00041507i,4.2083e-05+0.00064582i,-0.0010156+0.00016019i,-0.00099582-0.00021581i,-0.00022978-0.00024688i,0.00057623+1.888e-05i,0.00094455+0.00067968i
0.00080555-0.0020153i,0.0017538-0.0020278i,0.002244-0.0029319i,0.0012248-0.0021621i,0.00052506-8.6295e-05i,0.00031647+0.0006754i,0.00082253+0.00014827i,0.00098708-0.00013341i,0.00089361-0.00029241i,0.00077316-0.00050988i,0.00011549-5.8618e-05i,-0.00025901+0.00047533i,-0.00045572-9.3884e-05i,-0.00096166-0.00075194i,-0.0013211-0.00025549i,-0.0010045+2.0635e-05i,-8.9551e-06-0.00057257i,0.00075011-0.00055853i,0.00081179+0.00036392i,0.00053061+0.00072403i,0.00023527+0.00033153i,-0.00017786+0.00040145i,-0.00067489+0.00077021i
