-0.0020766+0.0016275i,-0.0018097+0.0011855i,-0.0029784+0.00092465i,-0.0024553+0.00087737i,-0.0011759+0.0021996i,-6.6522e-05+0.0031643i,-0.0002641+0.0020719i,-0.00033987+0.0018929i,0.00085558+0.0019497i,0.0015992+0.001213i,0.0018899+0.00045876i,0.0014514-6.5836e-05i,0.00051857-0.000544i,0.00056211-0.00026784i,0.00088562-4.4613e-05i,0.00044927-0.0005399i,-0.00073443-0.00047653i,-0.00075305+0.00018011i,0.00045566-7.6287e-05i,0.0010487-0.0009345i,0.00071115-0.00097666i,0.00062119-2.2339e-05i,0.00039793-0.00012804i
0.046367-0.0079549i,0.061902-0.062352i,0.018235-0.20958i,-0.061735-0.36128i,-0.078533-0.35626i,-0.035563-0.22813i,-0.01391-0.1079i,-0.012067-0.025369i,0.0013337+0.0058465i,0.0054888-0.0058266i,0.0031886+0.0017093i,0.018661+0.027377i,0.031451+0.028665i,0.028402-0.0030339i,0.0069712-0.042281i,-0.040622-0.052667i,-0.098661-0.038978i,-0.12433-0.034235i,-0.10066-0.031676i,-0.060187-0.011878i,-0.031409+0.015653i,-0.016891+0.031811i,-0.011698+0.036677i
-0.0090886+0.082589i,0.0070692+0.16177i,0.090058+0.22805i,0.18856+0.24284i,0.16398+0.2079i,0.047352+0.1483i,-0.0071322+0.093389i,0.01624+0.049281i,0.041836+0.0334i,0.047436+0.037324i,0.041798+0.025898i,0.032358+0.0064632i,0.025915+0.0021471i,0.0095684+0.01583i,-0.010985+0.036287i,-0.0060693+0.058372i,0.023056+0.084047i,0.036169+0.093836i,0.021215+0.068524i,0.00094161+0.03154i,-0.011482+0.0099766i,-0.01521+0.0041561i,-0.0075402+0.0044785i
-0.1051-0.062686i,-0.25121-0.12839i,-0.42889-0.14704i,-0.52487-0.078532i,-0.42463-0.026461i,-0.19974-0.032404i,-0.059398-0.01736i,-0.027779+0.031668i,-0.01118+0.041483i,-0.0054064+0.0089313i,-0.016496-0.011795i,-0.022504-0.0179i,-0.014041-0.028969i,0.0082158-0.041027i,0.030635-0.05052i,0.040145-0.068552i,0.04312-0.090942i,0.049789-0.083953i,0.0541-0.04483i,0.04715-0.012406i,0.032385+0.0033099i,0.019925+0.012189i,0.011973+0.010698i
0.11852-0.078587i,0.28887-0.17774i,0.45918-0.28272i,0.48986-0.32922i,0.36047-0.26056i,0.18367-0.13453i,0.066471-0.074768i,0.021553-0.079356i,0.012867-0.075491i,0.020094-0.044295i,0.028299-0.010161i,0.021436+0.01111i,0.0010286+0.024928i,-0.013517+0.034183i,-0.01539+0.043689i,-0.019277+0.058715i,-0.034583+0.060683i,-0.045074+0.028253i,-0.039716-0.015796i,-0.027819-0.03585i,-0.012999-0.03582i,0.0023187-0.034411i,0.0031139-0.031946i
0.021066+0.12087i,0.018847+0.2986i,-9.4636e-05+0.49324i,0.011081+0.55928i,0.063338+0.42977i,0.096476+0.2102i,0.079785+0.057894i,0.045719+0.0083711i,0.024869-0.0004321i,0.0043514-0.004825i,-0.013289-0.0006301i,-0.0048604+0.0091182i,0.016597+0.010476i,0.018396-0.0062102i,0.0039597-0.030416i,0.00028708-0.038345i,0.011777-0.01735i,0.016909+0.017946i,0.0098466+0.040307i,0.0026278+0.038895i,-0.0023084+0.022232i,-0.010882+0.0079205i,-0.017637+0.0060143i
-0.071589-0.012037i,-0.1425-0.06564i,-0.19622-0.16458i,-0.21112-0.23078i,-0.18792-0.18418i,-0.12204-0.078117i,-0.047974-0.021091i,-0.022222-0.010995i,-0.035412+0.0027605i,-0.034285+0.007125i,-0.018051-0.010592i,-0.013304-0.029502i,-0.013527-0.028707i,-0.0067915+0.00095781i,-0.0020271+0.038749i,-0.0034555+0.051812i,0.00056247+0.035562i,0.012181+0.015915i,0.020765+0.0096633i,0.021544+0.0084675i,0.014511+0.006803i,0.0069632+0.0083729i,0.010841+0.0085356i
0.00017388-0.040755i,0.016248-0.063789i,0.064942-0.066159i,0.12961-0.078711i,0.14369-0.11129i,0.080165-0.095199i,0.0099963-0.024324i,-0.017231+0.017415i,-0.021955+0.014855i,-0.018882+0.0068999i,-0.018376+0.0067684i,-0.021953+0.016508i,-0.021553+0.01832i,-0.015899+0.0011944i,-0.00075999-0.018078i,0.010619-0.028585i,0.0015951-0.029471i,-0.011067-0.023774i,-0.0080754-0.015781i,0.0046532-0.0055907i,0.015887+0.0044276i,0.019731+0.0078424i,0.013504+0.0021263i
0.049002+0.011i,0.081304+0.030163i,0.07708+0.074102i,0.052876+0.15276i,0.056133+0.20356i,0.065178+0.15949i,0.049564+0.084124i,0.041194+0.057281i,0.046306+0.056053i,0.04284+0.046612i,0.038624+0.028992i,0.033139+0.012228i,0.019728+0.0095088i,0.0053327+0.014729i,-0.0067344+0.012082i,-0.012917+0.0079884i,-0.012944+0.0059049i,-0.016851-0.0021919i,-0.026659-0.011979i,-0.029418-0.015923i,-0.022666-0.014094i,-0.016739-0.0078937i,-0.015771+0.0024916i
-0.052044+0.041335i,-0.14406+0.055549i,-0.26507+0.017222i,-0.36592-0.038678i,-0.37467-0.02948i,-0.26758+0.032516i,-0.13315+0.063196i,-0.052497+0.042149i,-0.019101+0.0029469i,-0.014738-0.019814i,-0.017298-0.016076i,-0.0045354-0.010586i,0.013953-0.019399i,0.023924-0.030526i,0.023722-0.036451i,0.014964-0.036862i,0.00362-0.025246i,-0.0012926-0.0032251i,-0.00030297+0.012611i,-0.0013256+0.015474i,-0.0074803+0.015371i,-0.0101+0.018842i,0.00062764+0.021587i
0.0093933-0.077538i,0.081238-0.17606i,0.24639-0.26279i,0.3899-0.30229i,0.35879-0.2855i,0.2058-0.20629i,0.10139-0.10716i,0.077724-0.050089i,0.068016-0.036798i,0.05148-0.029002i,0.03369-0.019266i,0.01284-0.010835i,-0.0056017+0.00087058i,-0.013851+0.017278i,-0.010756+0.038516i,-0.003242+0.050099i,0.0041645+0.038126i,0.0098506+0.013402i,0.0039559-0.0077898i,-0.0095844-0.015775i,-0.013262-0.011765i,-0.0072233-0.0092964i,-0.004392-0.013891i
0.053615+0.035404i,0.069395+0.13591i,0.0060912+0.3251i,-0.06976+0.48525i,-0.044774+0.44983i,0.0062068+0.25466i,-0.0043737+0.098126i,-0.012271+0.039419i,0.00094061+0.013225i,-0.0019837+0.004096i,-0.0074499+0.0082876i,-0.0070081+0.011267i,-0.0071786+0.010672i,-0.0070194-0.0037473i,-0.0059711-0.027105i,-0.0038422-0.039087i,-0.0046574-0.035565i,-0.0058729-0.022008i,0.0056083-0.0012911i,0.024505+0.012917i,0.031714+0.0058414i,0.020668-0.010625i,0.0002922-0.015778i
-0.0089915+0.025779i,-0.020693-0.018418i,-0.05519-0.19066i,-0.13094-0.37567i,-0.1884-0.35521i,-0.14167-0.18719i,-0.060951-0.086863i,-0.055258-0.03935i,-0.06057+0.018866i,-0.027001+0.032212i,-0.0016651+0.0083542i,0.008371-0.0066148i,0.01164-0.010171i,0.0082842+0.001179i,0.0024059+0.023506i,-0.00031817+0.041661i,0.006936+0.046812i,0.014766+0.032349i,0.010965+0.0011646i,-0.00019363-0.022514i,-0.0099704-0.017832i,-0.012765-0.0021982i,-0.0098256+0.0045739i
-0.037652+0.0034564i,-0.044826+0.059282i,0.049974+0.16086i,0.21799+0.19679i,0.2638+0.080249i,0.13951-0.040373i,0.02218-0.049601i,-0.016234-0.041097i,-0.029522-0.046953i,-0.029706-0.033059i,-0.022376-0.016189i,-0.01898-0.0032526i,-0.0085207+0.0043681i,0.0032974-0.00097279i,0.0082496-0.010833i,0.010793-0.021658i,0.01035-0.029215i,0.0072135-0.018275i,0.0048645+0.00729i,0.0069228+0.020418i,0.011193+0.015228i,0.011691+0.0084298i,0.011822+0.0089982i
0.0097692-0.046697i,-0.023312-0.10264i,-0.13244-0.10289i,-0.22728+0.0074058i,-0.15346+0.13595i,0.011648+0.14973i,0.071097+0.087372i,0.046744+0.060892i,0.039236+0.059335i,0.043417+0.04118i,0.038898+0.018172i,0.024884+0.0039044i,0.0031491+0.0054684i,-0.010468+0.01508i,-0.010802+0.019688i,-0.010092+0.019533i,-0.013552+0.014438i,-0.014899+0.0040145i,-0.0112-0.0048471i,-0.0057575-0.0088857i,-0.0041135-0.0096926i,-0.0037044-0.0082584i,-0.0010178-0.010159i
0.028434+0.031959i,0.062811+0.044681i,0.078341-0.0089863i,0.032065-0.096497i,-0.05701-0.098998i,-0.10226-0.027428i,-0.063645+0.013624i,-0.0047345-0.0055455i,0.0047565-0.033408i,-0.018388-0.022446i,-0.021199+0.005105i,-0.0041013+0.010417i,0.0076167-0.0037732i,0.010611-0.019151i,0.010522-0.031147i,0.0083325-0.035245i,0.0050478-0.02617i,-0.00074597-0.012188i,-0.0085476-0.0023221i,-0.0135+0.0069291i,-0.010374+0.015353i,0.00012921+0.015436i,0.0043683+0.0095848i
-0.031679+0.0074664i,-0.036776+0.01012i,0.029295+0.0075105i,0.13684-0.017576i,0.17813-0.058543i,0.14197-0.056147i,0.10388-0.0068595i,0.087289+0.020236i,0.070443+0.0084005i,0.046162-0.012481i,0.020413-0.021762i,0.0047971-0.016818i,0.0016833-0.0065182i,-0.00033179+0.0080701i,-0.0057678+0.024677i,-0.011133+0.032825i,-0.011557+0.030624i,-0.0056309+0.025504i,0.0018846+0.019104i,0.0096951+0.0093003i,0.01118-0.00088923i,0.0028004-0.0032461i,-0.0013417+0.0063414i
-0.0037071-0.03128i,-0.022126-0.02775i,-0.061258+0.053826i,-0.070482+0.17582i,-0.028721+0.20329i,-0.015283+0.13517i,-0.034715+0.080557i,-0.017091+0.054791i,0.0076816+0.02605i,0.0067615+0.011739i,0.0046035+0.010949i,0.00074147+0.0075859i,-0.0056877+0.0050317i,-0.0066802-0.0041918i,-0.0032217-0.017097i,0.0010244-0.020961i,0.0016647-0.019349i,0.00065171-0.018006i,-1.9792e-05-0.017008i,-0.005518-0.017341i,-0.0097068-0.015417i,-0.0082956-0.010964i,-0.0061872-0.0099815i
0.041584+0.00013807i,0.078183-0.046571i,0.050934-0.17004i,-0.081695-0.27887i,-0.20453-0.2278i,-0.19481-0.091847i,-0.13264-0.02282i,-0.11495+0.013627i,-0.087207+0.052935i,-0.035924+0.051541i,-0.0088943+0.028504i,-0.00029965+0.013862i,0.0011207+0.0035619i,-0.0045119+0.0036545i,-0.0077099+0.013017i,-0.0071789+0.019143i,-0.0063992+0.018466i,-0.0069537+0.011222i,-0.0050098+0.0044246i,0.0023701+0.007911i,0.011469+0.015517i,0.018713+0.014377i,0.016794+0.0050579i
-0.018035+0.057643i,-0.0047612+0.14993i,0.089105+0.23927i,0.23308+0.21127i,0.26203+0.052631i,0.1497-0.085939i,0.041929-0.11134i,-0.0057317-0.094125i,-0.029568-0.075324i,-0.037085-0.044388i,-0.027358-0.018288i,-0.012347-0.0031836i,0.0043383+0.00017645i,0.016752-0.0082687i,0.021029-0.018055i,0.02234-0.022608i,0.026046-0.021369i,0.027906-0.0151i,0.022676-0.010722i,0.012699-0.013503i,0.0035709-0.021043i,-0.0055647-0.025086i,-0.013364-0.018537i
-0.042883-0.035578i,-0.1297-0.081187i,-0.26586-0.075151i,-0.33857+0.03741i,-0.23463+0.16162i,-0.062306+0.17046i,0.0099583+0.097079i,0.0091656+0.045059i,0.017639+0.025779i,0.033683+0.0089873i,0.033523-0.0049709i,0.021569-0.0083438i,0.0077749+0.00040847i,0.0011014+0.014115i,0.00095254+0.022572i,-0.0026059+0.02102i,-0.013198+0.012374i,-0.024849+0.0058255i,-0.027202+0.0094223i,-0.021939+0.018904i,-0.019022+0.026424i,-0.018788+0.030634i,-0.01548+0.026487i
0.045623-0.021339i,0.11902-0.054571i,0.19424-0.12028i,0.19888-0.18463i,0.11681-0.18765i,0.035248-0.13779i,0.029359-0.091446i,0.052156-0.070081i,0.036404-0.054547i,-0.00094567-0.025221i,-0.012721+0.0039165i,-0.0037825+0.0098143i,0.0010019-0.0012585i,0.0015017-0.013797i,0.0018994-0.023424i,0.0037458-0.022901i,0.0089228-0.01443i,0.014448-0.0094876i,0.015963-0.0095769i,0.015501-0.0096275i,0.017419-0.0099925i,0.023751-0.011806i,0.029833-0.010623i
0.0079508+0.034934i,0.0017152+0.087416i,0.0038915+0.13701i,0.017495+0.13491i,0.035781+0.081968i,0.062134+0.048995i,0.07801+0.051896i,0.074648+0.046058i,0.064166+0.019128i,0.042694-0.012955i,0.014002-0.026975i,-0.0039613-0.019982i,-0.0052643-0.0072761i,-0.0039212+0.0040095i,-0.007188+0.012978i,-0.012028+0.014041i,-0.014758+0.0096049i,-0.012957+0.0075728i,-0.0097561+0.0096543i,-0.0076998+0.010396i,-0.0061025+0.0082595i,-0.006489+0.0062073i,-0.0072763-0.00018741i
-0.035489-0.0080948i,-0.068152-0.025897i,-0.073291-0.035442i,-0.01961-0.027059i,0.044713-0.0062484i,0.0547+0.013816i,0.03416+0.030804i,0.028377+0.039566i,0.026012+0.033697i,0.019105+0.023453i,0.015191+0.013948i,0.0097081+0.007108i,0.0059912+0.0047701i,0.0073973-0.00069692i,0.00841-0.0081872i,0.0101-0.0060922i,0.01363+0.003667i,0.015444+0.0070661i,0.012418-0.002167i,0.0060693-0.014015i,-0.00014461-0.017441i,-0.0044596-0.01146i,-0.0081273+0.00091053i
0.0224-0.028728i,0.043761-0.064655i,0.020552-0.091812i,-0.07455-0.070514i,-0.16445-0.0109i,-0.18547+0.03123i,-0.16402+0.047613i,-0.12576+0.061177i,-0.075971+0.061946i,-0.032128+0.044748i,-0.010239+0.026152i,-0.0031678+0.016614i,-0.0042134+0.014645i,-0.0088467+0.01787i,-0.010254+0.02361i,-0.010566+0.023884i,-0.013583+0.015213i,-0.015908+0.0064394i,-0.011473+0.0063981i,-0.0044497+0.012175i,-0.00050244+0.015688i,0.0007729+0.012706i,0.0065226+0.0067916i
0.017846+0.029788i,0.051013+0.072317i,0.10564+0.086474i,0.16052+0.016885i,0.16598-0.084999i,0.11661-0.12048i,0.055807-0.09761i,0.0034569-0.069013i,-0.028166-0.038503i,-0.031325-0.012543i,-0.021931+0.00034723i,-0.011336+0.0029488i,-0.0012487-0.0018729i,0.006487-0.010173i,0.011099-0.017297i,0.013843-0.017056i,0.017651-0.011537i,0.021158-0.0098582i,0.018618-0.015182i,0.012419-0.022338i,0.0079409-0.021226i,0.0046559-0.013718i,-0.00085128-0.0097603i
-0.035032+0.0077757i,-0.1008+0.019511i,-0.17552+0.061923i,-0.19658+0.14173i,-0.15174+0.19268i,-0.092049+0.17208i,-0.052713+0.10786i,-0.023177+0.04262i,0.00075396+0.0047384i,0.013178-0.0052278i,0.016894-0.0080414i,0.01227-0.011172i,0.0027869-0.005154i,-0.0013298+0.0071714i,-0.00062384+0.014133i,-0.0042238+0.010094i,-0.013693+0.0034666i,-0.022955+0.0056518i,-0.024014+0.016623i,-0.016962+0.026146i,-0.0083579+0.024627i,-0.0049349+0.015834i,-0.0082433+0.008581i
0.0097442-0.029908i,0.037288-0.081544i,0.077009-0.1487i,0.089944-0.18689i,0.070863-0.16341i,0.067702-0.12335i,0.081761-0.10112i,0.070912-0.072436i,0.037123-0.040446i,0.0042285-0.015891i,-0.0085233+0.0010945i,-0.0032074+0.0054839i,0.0012054-0.00097395i,0.0011166-0.0096704i,0.0017886-0.017045i,0.0037551-0.015289i,0.0093778-0.0062587i,0.016295-0.0047476i,0.017651-0.012476i,0.014279-0.017977i,0.0095825-0.015186i,0.0030574-0.010217i,-0.0020622-0.0039363i
0.021816+0.018034i,0.037084+0.05519i,0.035547+0.11293i,0.019406+0.14809i,0.016447+0.11983i,0.0193+0.063613i,0.015887+0.03988i,0.026745+0.032211i,0.038261+0.0073927i,0.030308-0.018256i,0.012659-0.025749i,-0.0024112-0.017804i,-0.0086756-0.0062598i,-0.01145+0.0014196i,-0.014999+0.0054948i,-0.018745+0.0035003i,-0.023098-0.0032505i,-0.026547-0.0034658i,-0.023801+0.008845i,-0.014958+0.020493i,-0.0075432+0.018176i,-0.0016348+0.012131i,0.010664+0.0067766i
-0.014372+0.010727i,-0.031458+0.00035135i,-0.033731-0.047965i,-0.0040773-0.10519i,0.041314-0.1002i,0.067188-0.036769i,0.064605+0.007909i,0.038217+0.022232i,0.01277+0.034652i,0.0084792+0.030511i,0.0070806+0.01376i,0.0036236+0.003124i,0.0039878-0.0032226i,0.0068057-0.0083542i,0.010969-0.010567i,0.017711-0.0073402i,0.025122+0.00078964i,0.030283+0.0039388i,0.02842-0.0079236i,0.016987-0.022855i,0.0073205-0.020426i,0.0058785-0.012363i,-0.0010848-0.014652i
-0.0062311-0.012266i,-0.0070634-0.012911i,-0.0049103+0.022173i,-0.011652+0.079112i,-0.053075+0.081896i,-0.11306+0.04797i,-0.13203+0.050808i,-0.094064+0.056436i,-0.047119+0.032213i,-0.020737+0.010225i,-0.0045796+0.0029146i,0.0028078+0.0025019i,0.0035504+0.0084969i,0.0026088+0.016188i,-0.0010695+0.020641i,-0.0057975+0.01687i,-0.012519+0.0058409i,-0.020202+0.0012213i,-0.019308+0.0098627i,-0.0096783+0.020405i,-0.0010814+0.016917i,-0.0020572+0.0053838i,-0.0071759+0.0049625i
0.018645-0.0067202i,0.031176-0.020908i,0.0246-0.061356i,-0.0051837-0.10937i,-0.00797-0.10436i,0.03539-0.057625i,0.047187-0.038028i,0.0051463-0.028658i,-0.017905-0.0065991i,-0.0096115+0.0041069i,-0.0022472+0.0052182i,-8.22e-05+0.0046166i,0.0010285+0.00020655i,0.0046273-0.0058169i,0.008268-0.0095531i,0.00976-0.0056547i,0.012117+0.0027703i,0.015224+0.0021354i,0.0159-0.011938i,0.010343-0.025621i,-0.0019639-0.024886i,-0.0088308-0.01129i,0.0011908+0.0012843i
0.0014064+0.021109i,-0.0010061+0.050782i,0.01094+0.094232i,0.032798+0.12228i,0.018561+0.10459i,-0.043859+0.055694i,-0.073244+0.024539i,-0.032188+0.00044061i,0.0010686-0.024461i,0.0033681-0.018466i,0.0084654-0.0049586i,0.011741-0.006579i,0.0073824-0.0068757i,0.0024656-0.0013606i,-0.0032023+0.0037242i,-0.0086262+0.0029868i,-0.013935-0.0021748i,-0.020944-0.001307i,-0.026035+0.011332i,-0.022893+0.0258i,-0.0073472+0.031467i,0.010501+0.024608i,0.01307+0.0066798i
-0.013938-0.011371i,-0.032404-0.031435i,-0.053147-0.065692i,-0.064003-0.081212i,-0.034236-0.05646i,0.029931-0.028403i,0.06918-0.032585i,0.056919-0.036547i,0.027703-0.017132i,0.007471-0.0014089i,-0.0013172+0.0061342i,0.0027622+0.0085153i,0.0077096+0.0016935i,0.0064227-0.0048061i,0.0049078-0.0091331i,0.0058814-0.0076489i,0.0098491-0.00089092i,0.01673-0.00053656i,0.02213-0.0087043i,0.025322-0.018687i,0.023119-0.024304i,0.0090179-0.025292i,-0.010196-0.016286i
0.010812-0.012527i,0.023244-0.0099992i,0.041545+0.020443i,0.061109+0.055255i,0.054383+0.034355i,0.0098157-0.010016i,-0.020679-0.01019i,-0.00183+0.0024466i,0.022163-0.0072074i,0.020047-0.015466i,0.0096329-0.0092434i,0.0012065-0.00023998i,-0.0046738+0.0050157i,-0.0079774+0.0054285i,-0.010653+0.0053875i,-0.012349+0.003828i,-0.01476-0.0025275i,-0.018467-0.0054974i,-0.020187-2.8223e-05i,-0.021375+0.0056182i,-0.023575+0.0070007i,-0.02131+0.011808i,-0.0047611+0.018174i
0.0042928+0.0053729i,0.0058341-0.002634i,-0.014969-0.044011i,-0.054305-0.084308i,-0.05213-0.051123i,0.022417+0.013444i,0.071046+0.018096i,0.034419+0.016196i,-0.00038392+0.041878i,0.0012367+0.041841i,-0.0026403+0.022717i,-0.0089336+0.012312i,-0.0064785+0.0050703i,-0.00067752-0.0015185i,0.0071682-0.0053209i,0.014251-0.0046226i,0.019763-0.00028197i,0.022487-0.001258i,0.018289-0.0079757i,0.010835-0.0080882i,0.010346+0.0030422i,0.019183+0.010116i,0.021169+0.0004728i
-0.0075336+0.01186i,-0.0044772+0.039295i,0.037625+0.083452i,0.10678+0.10011i,0.11162+0.045841i,0.023851-0.018847i,-0.045331-0.0043445i,-0.034971+0.024265i,-0.015675+0.0056183i,-0.017555-0.0089104i,-0.013042-0.0063827i,-0.0060414-0.0013646i,-0.000858+0.0056074i,0.0019982+0.0078423i,-0.00027464+0.0083609i,-0.0049633+0.007208i,-0.009619+0.0016085i,-0.0099571+0.0017196i,-0.0032091+0.0096868i,0.0077303+0.012709i,0.012573-0.00043553i,0.0025512-0.018679i,-0.01487-0.021017i
-0.011806-0.013298i,-0.036116-0.040754i,-0.098497-0.072135i,-0.16831-0.060845i,-0.14692+0.0099046i,-0.039056+0.066878i,0.023595+0.052054i,0.0069596+0.022735i,-0.0082528+0.023194i,0.0009723+0.017553i,0.0012062+0.0034873i,-0.0037734-0.0012935i,-0.0038775+0.00083542i,0.00099597+0.0041344i,0.0074565+0.0013657i,0.008627-0.0020715i,0.00818+0.00090587i,0.0098437-0.00055246i,0.0097256-0.01271i,0.0013285-0.023436i,-0.014136-0.015817i,-0.022392+0.0061603i,-0.015608+0.021342i
0.022913+0.0047374i,0.063236+0.011629i,0.13053+0.015309i,0.18534-0.012194i,0.14807-0.069173i,0.029343-0.087744i,-0.035524-0.046625i,-0.012866-0.027174i,0.0045728-0.040306i,-0.0044108-0.030638i,4.0353e-05-0.013294i,0.0077929-0.011819i,0.0043543-0.010629i,-0.0013802-0.0041924i,-0.0062215+0.0026898i,-0.010408+0.0056893i,-0.015281+0.0045076i,-0.020568+0.0082972i,-0.024561+0.020958i,-0.020633+0.033154i,-0.0031294+0.030278i,0.020664+0.014947i,0.036625+0.0013081i
-0.011097+0.017633i,-0.037231+0.032834i,-0.086834+0.042696i,-0.13572+0.054987i,-0.12294+0.083824i,-0.033319+0.095228i,0.035477+0.052713i,0.030907+0.01066i,0.014711+0.0048085i,0.011195+0.0013014i,0.0060866-0.0035957i,0.0048453-0.0033949i,0.004426-0.0035245i,0.0035154-0.0023336i,0.0044502-0.0024589i,0.0043383-0.0020338i,0.0069902+0.001463i,0.01396-0.00054804i,0.019843-0.011077i,0.019362-0.020189i,0.010434-0.020664i,-0.0064814-0.021493i,-0.025776-0.025685i
-0.0065464-0.01084i,-0.0084687-0.023924i,0.0197-0.028733i,0.077041-0.035275i,0.090339-0.065797i,0.019317-0.09027i,-0.042875-0.057446i,-0.024378-0.015821i,0.0073993-0.01574i,0.0093565-0.017842i,0.0091983-0.0065071i,0.0097576-0.0004987i,0.005316-0.0027807i,-0.00077751-0.0047606i,-0.0053988-0.001247i,-0.0060966+0.00019265i,-0.0080127-0.0025865i,-0.013302-0.001946i,-0.016573+0.0036357i,-0.014461+0.00706i,-0.0088835+0.0068561i,-0.0048292+0.013777i,-0.0023652+0.028108i
0.012301-0.0059564i,0.017017-0.020044i,-0.023361-0.036643i,-0.11086-0.018309i,-0.13775+0.05062i,-0.056243+0.090466i,0.011852+0.053482i,-0.00028505+0.028392i,-0.011836+0.047398i,0.0046141+0.044807i,0.0063217+0.023757i,0.0016545+0.013202i,0.0018126+0.0064545i,0.0021715+0.001217i,0.0066735-0.0022628i,0.013197-0.0055819i,0.017693-0.0068256i,0.016918-0.0086787i,0.010449-0.011491i,0.0018195-0.0096272i,-0.0015423-0.0025416i,0.007939-0.00043228i,0.023968-0.0068594i
0.0061017+0.019567i,0.025991+0.048537i,0.092964+0.069721i,0.1907+0.030534i,0.21152-0.065497i,0.11061-0.11246i,0.016029-0.061291i,0.0001304-0.012748i,-0.00050571-0.011976i,-0.01046-0.0076192i,-0.0085624+0.0048171i,-0.0021646+0.0079398i,0.0012631+0.0044705i,0.0014098-0.00089414i,-0.0014365-0.00022491i,-0.0024386+0.0037704i,-0.0029164+0.0028495i,-0.0036352+0.0029068i,0.00092554+0.0081192i,0.010088+0.010935i,0.01369+0.0052743i,0.0027873-0.004619i,-0.01513-0.012123i
-0.023042-0.0057368i,-0.066909-0.015174i,-0.1488-0.0052818i,-0.22481+0.059084i,-0.20372+0.14615i,-0.079635+0.16468i,0.011461+0.097176i,0.012518+0.041631i,0.0040867+0.035142i,0.011047+0.024804i,0.0037254+0.0059826i,-0.0067068-2.0137e-05i,-0.0059773+0.00364i,3.3779e-05+0.006674i,0.0030628+0.0028346i,0.00073674-0.0026135i,-0.0013572-0.0032971i,0.00017233-0.0067204i,0.0015666-0.015857i,-0.00083939-0.021236i,-0.0046147-0.016822i,-0.00753-0.0033385i,-0.011105+0.01208i
0.010485-0.018207i,0.050034-0.039255i,0.1255-0.079949i,0.19884-0.14552i,0.18465-0.20054i,0.083617-0.18547i,0.012083-0.10455i,0.010402-0.050454i,0.0060047-0.045668i,-0.012092-0.03126i,-0.0077055-0.011342i,0.002287-0.0058318i,0.0029995-0.0040571i,0.00066836-0.00197i,-0.0040753+0.0017986i,-0.0092244+0.0047003i,-0.012501+0.0043476i,-0.014115+0.0079262i,-0.012825+0.01762i,-0.0078214+0.024591i,-0.002168+0.020587i,0.0065324+0.0091542i,0.022373+0.0011609i
0.0038098+0.012569i,-0.0077443+0.041314i,-0.053699+0.083679i,-0.12203+0.13394i,-0.13442+0.17568i,-0.058818+0.16932i,0.011476+0.10279i,0.019896+0.037642i,0.010148+0.012849i,0.0059695+7.4662e-05i,-0.00068618-0.0074528i,-0.0036676-0.0039482i,-0.0031738+0.0011002i,-0.00064826+0.0046955i,0.0028685+0.003896i,0.0032904+0.001924i,0.0052156+0.0036132i,0.0095686+0.00090165i,0.010324-0.0081705i,0.0058687-0.011884i,0.00023796-0.0067829i,-0.0057832-0.0039045i,-0.014408-0.012054i
-0.013219-0.0019461i,-0.021188-0.012691i,0.005445-0.041777i,0.07656-0.093973i,0.10769-0.14677i,0.036958-0.14048i,-0.033839-0.068649i,-0.025722-0.018579i,-0.004276-0.02007i,-0.0054696-0.020998i,-0.0016297-0.010318i,0.0046521-0.0063067i,0.0037566-0.0089768i,0.0006173-0.0096392i,-0.0024765-0.0030377i,-0.0028571+0.0032908i,-0.0036778+0.0055702i,-0.0056793+0.0087243i,-0.0049142+0.012203i,-0.0017014+0.010355i,0.0026764+0.0039879i,0.0040069+0.00282i,-4.3646e-05+0.011324i
0.0045999-0.009554i,0.00058286-0.022477i,-0.049386-0.013454i,-0.14571+0.051009i,-0.18823+0.13496i,-0.11761+0.14779i,-0.04042+0.083227i,-0.027517+0.041437i,-0.0163+0.042864i,0.0085127+0.031199i,0.012978+0.011844i,0.0085782+0.005897i,0.0060028+0.0053769i,0.0036913+0.003817i,0.0055875-0.0020175i,0.0081491-0.0087281i,0.0089697-0.012293i,0.0080699-0.0153i,0.0033691-0.018591i,-0.0034343-0.016315i,-0.007575-0.0078195i,-0.0024366-0.0021249i,0.0094496-0.0024337i
0.012846+0.010513i,0.043724+0.02314i,0.11351+0.010462i,0.20038-0.063881i,0.21542-0.15531i,0.12372-0.1677i,0.027188-0.096731i,0.00020271-0.037405i,-0.0015454-0.021974i,-0.0063473-0.0075036i,-0.0028611+0.0084989i,0.00067124+0.010702i,0.00077548+0.0042806i,0.00012824-0.0029394i,-8.9497e-05-0.002762i,0.0027439+0.00072002i,0.0047637+0.0012335i,0.0035141+0.0044129i,0.0032168+0.010792i,0.0058734+0.01327i,0.0080786+0.0095052i,0.0045266+0.0032005i,-0.001445-0.0028926i
