-0.00052085-0.00015247i,-0.00016193-0.0011126i,-0.0016077-0.0029969i,-0.0026952-0.0030423i,-0.00272-0.0014077i,-0.0021465+0.00072666i,-0.00095628+0.0015333i,-8.3908e-05+0.00084588i,0.00092323+0.00083399i,0.0011894+0.0009246i,0.00014868+6.3436e-06i,0.00024993-0.00042669i,0.00072604-4.7139e-05i,2.6456e-06-0.00075613i,-0.00056054-0.00075829i,-0.00038173+0.00012043i,0.00018998+0.00058428i,0.00040057+0.0003677i,0.0005621-0.00062157i,-2.871e-05-0.00029458i,-0.00058179+0.00053466i,-0.00035137+0.00036866i,-0.00037713+0.00017389i
0.00049847+0.0005356i,0.00060771+0.00044181i,-0.00021091-0.0014705i,-0.0022348-0.0028092i,-0.0026622-0.0020719i,-0.00051336-0.00078273i,0.0011036-0.00042802i,0.00068903-0.00079437i,0.00013996-0.00087773i,0.00011077+4.0083e-05i,-0.00016988+0.0010777i,-0.00072966+0.0009707i,-0.00031524+0.00035368i,0.00068376-0.00021633i,0.00068919+0.00010528i,0.00050914+0.00084216i,0.00014698+0.001082i,-0.00058226+0.00059847i,-0.00054121-7.2097e-05i,-0.00013185-0.00010689i,-0.00027074+0.00037984i,-0.00051284+0.00024838i,2.5403e-05-0.00056292i
0.00010793+0.0020378i,-8.14e-05+0.0024047i,0.0011044-0.00016542i,0.0019073-0.0011097i,0.0015415+0.00057108i,0.0020248+0.0017459i,0.0024597+0.00089465i,0.0014341-0.00035114i,0.0001297-0.00098434i,-5.4362e-06-0.0012838i,7.4603e-05-0.00035278i,4.9201e-05+0.00020814i,0.0001652+0.00026212i,0.00069884+7.3038e-05i,0.00042409-0.00034766i,-0.00014775+6.1665e-05i,0.00013995+0.00079996i,0.00061472-0.00012723i,0.00079011-0.0012867i,0.00057372-0.001014i,-0.0003046-0.00050949i,-0.00084325-0.00073884i,-0.00036848-0.0013286i
-0.0013927+0.00073869i,-0.0015361+0.00015395i,-0.0019145-0.00035404i,-0.0013616-0.00012391i,-0.0011338+0.00019771i,-0.0004086+0.00082858i,-0.00010294+0.0014987i,2.7938e-05+0.001538i,-0.0002285+0.0010063i,-0.0014457+0.0013422i,-0.0011739+0.0016522i,-0.0001084+0.00097569i,0.00052209+0.00092949i,0.00062233+0.0010416i,0.00063337+0.00096178i,0.00014786+0.00053316i,-0.00019729+0.00034228i,-7.596e-06+0.00040486i,0.00052941+0.00065448i,0.0005153+0.0014018i,-4.5864e-05+0.0010286i,-0.00045334-0.00019475i,-0.0002635-0.00063143i
-0.0011201-0.0035437i,-0.0013005-0.0041229i,-0.0028153-0.0047808i,-0.0033803-0.0019439i,-0.0022249+0.0026494i,0.00089346+0.0038934i,0.0026449+0.0017843i,0.0021307-0.00062665i,0.00079982-0.0013336i,-0.00010515-0.00029239i,-2.5043e-05+1.0874e-05i,0.00026175+0.00046057i,0.00063123+0.000925i,0.0019079+0.00077391i,0.0025058+0.00054436i,0.0014548+0.00022326i,0.00031544-0.0003236i,-0.00058628-0.00065245i,-0.0012604-0.00096621i,-0.0011496-0.0011594i,-0.0014882-0.00095605i,-0.0016266-0.00032263i,-0.0012231+0.00040804i
-0.00042159+0.0097276i,0.0046281+0.0093384i,0.010352+0.0064828i,0.0095894+9.3887e-05i,0.0061593-0.0048598i,0.0014847-0.0069532i,-0.0014225-0.0052492i,-0.002075-0.0020215i,-0.0005774+0.00039691i,0.0016978-8.7935e-05i,0.0013965-0.002053i,-0.00050252-0.0013819i,-0.0026695-0.0011118i,-0.0040493-0.002594i,-0.0042884-0.002732i,-0.0028077-0.0018606i,-0.00075714-0.00089153i,-0.00034295-0.00012091i,-3.5798e-05+0.00092511i,0.00043682+0.0011234i,0.00091977+0.001205i,0.0011203+0.0011178i,0.00026875+0.00050548i
0.0011388+0.0026757i,0.0035664+0.0026376i,0.0045058+0.00033359i,0.0030221-0.0022241i,0.0010008-0.0021592i,-0.0015214-0.0013169i,-0.0016616-0.00018511i,-0.0016516+0.0001723i,-0.0017676+0.00014619i,-0.00073816+0.00036915i,-0.00044176+0.00026517i,-0.0012732+0.00038181i,-0.0016724+0.00053988i,-0.0015473-0.00012996i,-0.0016664-0.00010505i,-0.00072578+0.00020207i,0.00047857+0.00047893i,0.00045504+0.00035967i,-0.00058461+0.00057303i,-0.0007331+0.0012503i,-0.00026093+0.00080689i,0.00022137+4.3402e-06i,0.00085195-0.00012174i
0.0014902+0.0013013i,0.0019663+0.001742i,0.0030952+0.00023226i,0.002526-0.0013486i,0.0013067-0.0012028i,0.00044864-0.00085818i,-0.00010238-0.00045108i,-0.0003503-0.00056317i,-0.00073358-0.00082266i,-0.0012079-0.0010118i,-0.00062044-0.00043731i,-0.00033303+0.00016035i,-0.0010452+0.00027882i,-0.0015155+0.0013464i,-0.0015211+0.0020222i,-0.0011762+0.00092981i,-0.00023171-0.00023099i,0.00018924-0.00033335i,8.5588e-05-0.00030944i,0.00027624-0.00093151i,0.00038236-0.0013036i,0.00026619-0.00065988i,2.6133e-07-0.00036383i
0.00068923-0.0016389i,-0.00039676-0.0020769i,-0.0019401-0.0020394i,-0.0030901-0.0016835i,-0.002417-0.00067895i,-0.0015589+0.001483i,-0.00082442+0.0021624i,0.00051186+0.0012577i,0.00060285+0.00093386i,0.00016009+0.00059487i,0.00022326+0.00056939i,0.00094527+0.00043933i,0.001196+0.00034485i,0.00031256+0.0011191i,0.00039764+0.00067419i,0.0015674-0.00066452i,0.00079757-0.00093203i,-0.00046527-0.0007671i,-0.00068664-4.5852e-05i,-0.00080008+0.00046143i,-5.3674e-05+0.00013195i,0.00019966-0.00018385i,-0.00041045+0.00021667i
0.0013268-9.9988e-05i,0.0019943-0.00026123i,0.0025081-0.00067136i,0.0018124-0.0020313i,0.00073682-0.0014129i,0.00094531-0.0004561i,0.0012339-0.00087364i,0.00073082-0.0010747i,0.00016084+1.3875e-05i,-0.00016768+0.0012413i,0.00023131+0.0011929i,0.0013699+0.00029263i,0.0012843-8.3856e-05i,0.00064747+0.0002079i,0.00032035+0.00041222i,0.00029286+0.00059364i,0.00075385+0.00043568i,1.991e-05-9.0308e-05i,-0.00038002+0.00017538i,-0.00010302+0.0011634i,-0.00025298+0.0016511i,-2.7258e-05+0.001075i,6.9836e-05+0.00010481i
0.00076539-0.00022985i,0.00049297-9.4513e-05i,0.00050709-0.00036728i,-0.00054999-0.00012143i,-0.0018605+0.00037879i,-0.0021054+0.00087888i,-0.0016605+0.0011919i,-0.0014205+0.0010576i,-0.0011923+0.00099785i,-0.0011453+0.00035072i,-0.00067256+0.00013021i,-0.00039039+0.00049728i,-0.0010643+0.00059805i,-0.0011144+0.00023354i,-0.00077438+0.00021483i,-0.00025258+0.00011343i,0.00038826-0.00041512i,0.00079137-0.00094939i,0.00099843-0.0011442i,0.00054598-0.00060163i,-0.00026174-4.5347e-05i,-0.00093492-0.00043032i,-0.001099-0.00040777i
0.00033844+0.0011325i,0.0010744-0.00085609i,0.001254-0.0019801i,0.00069824-0.0016734i,0.00048925-0.00075403i,0.0015455+5.3446e-05i,0.0012922+0.0001216i,-2.7238e-07-0.00017721i,-0.00011022-8.5322e-05i,0.00061068+0.00030922i,0.0009382+8.9574e-05i,0.00066021-0.00034939i,0.0007475-0.00056283i,0.00080753-0.00095076i,0.00067616-0.0011045i,0.00090955-0.00083998i,0.0015658+4.1857e-05i,0.0013302+0.0006663i,0.00065759+1.7936e-05i,0.00070175-0.0004175i,0.0006606-0.00041491i,0.00031704-0.00037895i,0.00056444-4.1888e-05i
0.0032723+0.0022385i,0.004467+0.00028501i,0.0029552-0.0024775i,0.00062116-0.003141i,-0.00080595-0.0014727i,-0.00065377+0.00011829i,0.00064011+0.00046314i,0.0013685-0.00086591i,0.00049264-0.0015029i,0.00012625-0.00071996i,0.00044361-9.0924e-05i,3.8528e-05-0.00040181i,-4.2332e-05-0.0002589i,0.00027244+0.00046513i,0.00086029+0.00066205i,0.00081093+0.00033268i,0.00044513-0.00016528i,0.00085548+0.00011306i,0.0013978+0.00012375i,0.00060795+0.00025543i,-0.0003399+0.00089011i,-0.0003034+0.0013203i,-6.7265e-05+0.0012092i
0.0002374+0.0022814i,0.002012+0.0020899i,0.0029273+0.0013497i,0.0019576+0.0015686i,0.00051155+0.0025413i,0.0005256+0.0021192i,0.0012386+9.7779e-05i,0.0006768-0.0012615i,-2.4854e-05-0.0011488i,0.00016988-0.00036719i,0.00030401+0.000516i,0.00041948+0.00079989i,0.00026094+0.00040433i,-6.7758e-05-4.6723e-05i,0.00039219-0.0009435i,0.00037238-0.00022393i,-0.0002565+0.001294i,-9.6133e-05+0.0014592i,0.00046976+0.001131i,0.00032515+0.00088678i,-0.00019812+0.00083779i,-0.00046074+0.00084616i,-0.0010092+0.00066259i
0.00090327+0.00074343i,0.0013705+5.2563e-05i,7.297e-06-0.0020998i,-0.0021631-0.0020171i,-0.0030497-4.3427e-05i,-0.0012174+0.0012536i,0.0008857+0.0015356i,0.00058869+0.00043264i,-0.00082079-0.00076475i,-0.0011772-0.00011902i,-0.00057561+0.0013725i,-0.00018246+0.0012966i,-0.00061635+0.00056744i,-0.00068807+0.00077354i,-0.00049078+0.0009235i,-0.0010816+0.00070204i,-0.0012783+0.00042834i,-0.00059845+0.00063965i,0.00023069+0.0009104i,0.00084664+0.00035451i,0.00062537-0.0002584i,0.00014899+9.6129e-05i,0.00014895+0.00047957i
-0.0011696+0.0011655i,-0.0011195+0.00035966i,-0.00018705-0.0015939i,-0.00027038-0.0021581i,-0.00092067-0.00074312i,-0.00054603+0.00052297i,0.00056024-4.807e-05i,0.00077625-7.9364e-05i,0.00022697+0.00068453i,0.00081931+0.00030066i,0.00058126+0.0002393i,-0.00013423+0.0011559i,-4.1652e-05+3.5466e-05i,0.00066497-0.0010384i,0.00046883-0.00014732i,-0.00042827+0.001286i,-1.5115e-05+0.0013253i,0.00073035+0.0003669i,0.00013348+0.00018588i,-0.00099144+0.00060658i,-0.00030354+0.00036802i,0.0001972+0.00046395i,-0.00042558+0.000594i
0.00056544-0.00058374i,0.001605-0.0015347i,0.0028607-0.0013862i,0.0033564-0.00082423i,0.0019136-0.00083658i,0.00019099-0.00073779i,0.0003626-0.00053716i,0.00016144-0.00021198i,-0.00092589+0.00027317i,-0.00073922+6.0301e-05i,-0.00031137+0.00012122i,-0.00059111-0.0001968i,-0.00055103-0.0010858i,-0.00024991-0.00099i,-0.00058596+0.00036954i,-0.00048656+0.0010909i,9.2381e-05+0.0011358i,7.7036e-05+0.0011135i,0.00032192+0.00080826i,4.5458e-05+0.00073799i,-0.00035297+5.7218e-05i,-0.00022333+2.6091e-05i,-0.00089114+0.00039702i
0.0013057-0.00052863i,0.0019553-0.001305i,0.00079758-0.002175i,-0.0011121-0.0024663i,-0.0014567-0.0008972i,-0.00097084+0.00044629i,-0.00079701+7.4121e-05i,-0.00051176-0.0008807i,-0.00035837-0.00088622i,-0.00039554-0.00037668i,-0.00031788-1.1576e-05i,-0.00050968+0.000643i,-0.00051917+0.0011243i,-0.00017608+0.00058993i,0.00045225-0.00045492i,0.00052499-0.00079637i,0.00053211-0.00029342i,0.00082407-0.0003266i,0.00074267-0.00020221i,0.00080369-0.00033232i,0.00059049-4.9943e-05i,0.00038129+0.00095379i,-0.00013016+0.00079107i
0.0010416+0.0038059i,0.0024293+0.0034022i,0.0032313+0.0010337i,0.0017666-0.0013515i,-1.5581e-05-0.0012469i,3.0432e-06-7.031e-05i,0.00035505-0.00050743i,0.0004347-0.0013566i,0.00053745-0.0012113i,4.7687e-05-0.0006032i,7.3971e-05-0.0005745i,0.0005165-0.00049896i,-0.00036677-0.00026573i,-0.0008322-0.00039173i,0.00022107-0.0006054i,0.00039336-0.00049868i,-0.0001792+0.00012874i,0.00012431+0.00039985i,0.0006305+0.00036345i,0.00054916+0.00044654i,0.00028065+0.00066489i,-0.00028976+9.029e-05i,6.5033e-05-0.00061158i
-0.0017152+0.00034335i,4.2217e-05-0.00026008i,0.0015415-0.0012711i,0.0012865-0.0013357i,0.00011123-0.00036968i,-0.00033782-0.00014265i,0.00026649-1.1927e-05i,0.00026742-0.00016646i,-0.00058852-5.3202e-05i,-0.00084399+0.0005823i,-0.00061499+0.0013036i,-0.00029718+0.0010067i,0.00012347-0.00017461i,0.00026242-0.00057589i,0.0001875-0.00018363i,0.00075758-2.7618e-05i,0.00059561-0.00026399i,0.00044359+5.4267e-05i,0.00041032+0.00095873i,0.00011248+0.0010288i,3.0326e-05+0.00035934i,2.6745e-05+8.3518e-05i,-0.00016194+0.00029438i
0.0011391+0.0024586i,0.0028499+0.0011115i,0.0040271-0.00010706i,0.0021366-0.0013566i,0.00073817-0.0021766i,0.00094329-0.0015893i,0.00082269-0.00075513i,6.7667e-05-0.00053026i,-0.00083674-0.0010345i,-0.00053541-0.00092311i,0.00050244-0.00013601i,0.0007972+2.563e-05i,0.00037097-0.00026499i,3.5212e-06-0.00048371i,-0.00016048-0.0006657i,-8.5742e-05-0.00018729i,0.00014932+0.00081601i,0.00031978+0.0010139i,0.00064712+0.00062899i,0.00057346+0.00015551i,0.00084344+8.1014e-05i,0.00083363+0.00029937i,0.00035649-7.6613e-05i
-0.00072819+0.0016733i,-0.00054905+0.0016691i,-0.00040227+0.00057084i,0.00013733-0.00020267i,-0.001416+0.00065482i,-0.0019231+0.00044754i,-0.00047909-0.00016198i,-0.0001202-0.00025765i,-0.00022635+0.00028376i,-0.00054823+0.000769i,-0.00033031+0.00011902i,0.00023859-0.00056524i,0.00019725-0.00081164i,-0.00036639-0.00087022i,0.00025501-0.00067768i,0.00045233-5.6307e-05i,-0.00048487+0.00023685i,-0.00092356-0.00020351i,-0.00071928+5.2505e-05i,-0.00011143+0.00061719i,0.00019575+0.00078992i,4.2791e-05+0.00087479i,0.0004171+6.7513e-06i
0.00069972+0.00066521i,0.0013023-3.7624e-06i,0.002161-0.0011903i,0.0018296-0.002278i,0.00045083-0.0019054i,0.00048415-0.00078969i,0.001245-0.00093636i,0.00099006-0.0010412i,0.00062992-0.00035843i,0.00049489-0.0003622i,0.00050812-0.00087187i,0.00065481-0.0010563i,0.00053244-0.00051111i,0.00064448-0.00062274i,0.0010446-0.00096738i,-6.4657e-05-0.00094661i,-0.00084819+2.9974e-05i,-0.00025662+0.00070103i,0.00040523+0.00017336i,0.00091428+0.00015953i,0.00054831+0.00052404i,-0.00020736+0.00081974i,0.00017873-5.7743e-06i
0.00047807-0.00019738i,0.00026684-0.00098352i,0.00044626-0.0013845i,0.00062282-0.0024271i,0.00059268-0.0028229i,0.00019947-0.0014991i,0.0005876-0.00039074i,0.00043365-0.00043388i,-0.00051403-9.7371e-05i,-0.00012312+0.00020576i,0.00038335+0.00011371i,0.00021124+0.00033628i,6.5636e-05+0.00018498i,1.0586e-05-0.00021463i,-0.00036858+0.00063657i,-0.00035875+0.0015302i,0.00039832+0.0015252i,0.0011378+0.0003142i,0.00081322-0.00028433i,0.00067437-0.00047308i,0.0014029-0.00075879i,0.0014873-0.00028864i,0.00071882+0.0002452i
0.0019681-4.7725e-05i,0.0029298-0.0010424i,0.0027205-0.0020389i,0.0012401-0.0025888i,-4.2523e-05-0.0015597i,-0.00062294-0.0002709i,-0.00082726-0.00078191i,-0.0011003-0.0012329i,-0.00099822-0.00059923i,0.00022641+5.5373e-05i,0.00049782+6.8765e-05i,-5.8633e-05-0.00027534i,-0.00061003-0.00037216i,-0.0006981-0.00021484i,-6.0687e-05+0.00085667i,0.00088154+0.0013076i,0.00047612+0.00041815i,0.00023863+2.735e-06i,0.00054839+5.0553e-05i,-1.395e-05-5.8024e-05i,-0.00072815+0.00010602i,-0.0011907+0.00057609i,-0.0011489+0.00041881i
0.0012382+0.0026093i,0.0037245+0.0012441i,0.0038751-0.00052543i,0.0014352-0.0012452i,-0.00016352+0.00035249i,9.6664e-05+0.0012276i,0.0005837+0.00050703i,0.00035989+0.00020164i,0.0003183+0.00017319i,7.929e-05+0.0004594i,-0.00071435+3.7304e-05i,-0.00062298-0.00045965i,-0.0004886-0.00017937i,-8.4641e-05+0.00014948i,0.001033+0.00056956i,0.0014916+0.00040448i,0.00085045-5.5497e-05i,5.1313e-05-8.2977e-05i,-0.00036509-0.00017863i,-0.00077164-0.00077513i,-0.00035218-0.001181i,0.00014053-0.00088185i,0.00044546-0.00029062i
0.0012146+0.0027218i,0.0016768+0.0020317i,0.0020538+0.0002493i,0.00097291-0.0014333i,-0.00077779-0.0013659i,-0.00058805-0.00040292i,0.00077637-0.0001034i,0.0010826-0.0010383i,0.00067742-0.00057603i,-0.00031794+5.616e-05i,-0.0010756-0.00036874i,-0.00099944-0.00078231i,-0.00030469-0.000402i,-0.00040773-0.00013495i,0.00014021-0.00042986i,0.00082747+0.00013165i,0.00050378+0.00041892i,0.00076215+0.00027463i,0.00050572+0.00061572i,-0.00060731+0.0006279i,-0.00052444-1.0837e-05i,-0.00024651-0.00041469i,-0.00025715-0.00029785i
-0.0014952+0.00030242i,-0.00022324+9.2917e-05i,-5.8324e-05+0.00033252i,-0.00080247+0.00072422i,-0.0012561+0.0011556i,-0.00090619+0.00054613i,-0.00060807-0.00053771i,-0.0012335-0.00050988i,-0.00089092-0.00051308i,-0.00045128-0.0005472i,-0.00073631-0.00072638i,-0.00020367-0.00070492i,0.0001913-0.00063202i,0.00027393-0.00053472i,0.00033738+0.0001879i,0.00033219-1.3141e-05i,1.4888e-05+0.00022167i,-0.00030537+0.00064573i,-0.00013401+0.00048967i,-0.0001565+0.00050822i,-0.00022396+0.0012155i,-0.00089609+0.001449i,-0.00086979+0.00047204i
-2.7235e-05+0.0014709i,0.0021723+0.00059468i,0.0031867-0.00036518i,0.0021148-0.001003i,0.00082754-0.00055524i,0.00077226+0.00039386i,0.0015458-2.9014e-05i,0.00088515-0.00075214i,2.8622e-05-0.00086147i,-6.1761e-05-0.00037329i,-0.00028961+0.00022164i,-0.00053543+0.00013379i,-0.00055644-0.00049526i,-0.0012807-0.00047946i,-0.00046045-0.00024345i,0.00047514+5.6844e-05i,1.8782e-06-2.2582e-05i,0.00040639-0.00048663i,0.0005212-0.00028259i,-0.00038615+0.00037932i,-0.0009679+0.00045562i,-0.00030701+3.2207e-05i,-0.0004237-3.1786e-05i
-0.00056595+0.0011215i,0.0010271+0.00087348i,0.0018368-0.00029034i,0.00011955-0.0011544i,-0.0009746-0.00041222i,-0.00014046+0.00084106i,-0.00036302+0.00088081i,-0.001438+0.00010646i,-0.0013451-0.00057126i,-0.00034943-0.0006181i,9.5529e-05-0.00056156i,1.3772e-05-0.00034934i,-0.00026479-1.0336e-05i,-0.00045038+0.00065842i,-0.00025496+0.0014923i,2.7459e-05+0.0017193i,-6.5031e-06+0.0017746i,0.00032468+0.0011675i,0.0003795+0.00060028i,-0.00026458+0.00048231i,-0.00048697+0.00040654i,-0.00033991+0.00075062i,0.00010027+0.00072855i
0.0015124-0.0012585i,0.0026954-0.0018045i,0.0030986-0.0029325i,0.0014157-0.0034108i,-0.00060783-0.0024574i,-0.0013006-0.00028416i,-0.00040993+0.00056808i,0.00026895+8.5002e-05i,-9.9937e-05+6.2484e-05i,-0.00050196+0.0005346i,0.00024427+0.00085178i,0.00011376+0.00045183i,0.00015248+0.00022142i,0.00048394+0.00076926i,-0.00058149+0.0010459i,-0.0007061+0.00090729i,0.00033668+0.0012199i,0.00080252+0.000971i,0.00036221+0.00036062i,-0.00024104+5.2267e-05i,-0.00031724-0.00061796i,-0.00013625-0.00057146i,-0.00037136+0.00029775i
-0.00028087+0.0018045i,0.0021385+0.0013391i,0.0028667+0.0013793i,0.001635+0.00044981i,0.00066104+2.883e-06i,-0.00041819+0.00039898i,-0.00061001+4.0864e-05i,-0.00025563-9.9093e-05i,-0.00010037+3.769e-05i,-0.00021429-0.0004493i,-7.5212e-05-0.00076195i,0.00040121+7.381e-05i,0.00071211+0.0006711i,0.00091345+0.0011459i,7.2125e-05+0.00094382i,-0.00013534+0.00056726i,0.00042446+0.00078082i,0.000553+0.0012412i,2.1748e-06+0.0014592i,-3.8004e-05+0.0008877i,0.00077494+0.0007418i,0.00089315+0.00015039i,0.00072728-0.00064022i
0.00024402+0.0016351i,0.0016547+0.00043328i,0.0019848-0.0017089i,-0.00023565-0.0025077i,-0.0020471-0.0015626i,-0.00045055-0.00018716i,0.0003652+0.00044765i,0.00036659+0.00018207i,0.00039001-0.00038446i,0.00051824+8.118e-05i,0.00029227+0.00024723i,-0.00036272+0.00019886i,-0.00041965+0.00012628i,-0.00022652-0.00045546i,-8.1075e-05-7.5293e-05i,9.1797e-05+0.0010243i,-0.00035033+0.0015412i,-0.00068101+0.0013619i,-0.00013249+0.0012212i,0.00024019+0.00076193i,0.00011633+0.00047047i,-0.00050641+0.00033649i,-0.00042383-2.6051e-05i
-0.00015416-0.00029328i,9.0557e-05-0.0010013i,0.00059816-0.0021287i,-0.00053903-0.0022575i,-0.0024321-0.00082065i,-0.0020899+0.0010128i,-0.00040357+0.0011159i,0.00030252-0.00010451i,0.00018319-0.00070815i,-0.00017451-0.00014827i,-0.00012468+0.00019443i,0.0003176+0.00011734i,-0.00010996+0.00013805i,-0.00010052+6.6283e-05i,0.00060436+0.00056082i,0.00080066+0.0013024i,0.00041427+0.00068794i,0.00075814-0.00034611i,0.0010498-0.0002875i,0.00014929+0.00061086i,-0.0007167+0.00082801i,-0.00094805+0.00015203i,-0.00077993+0.00024499i
0.00096254-0.0011956i,0.001613-0.002283i,0.0010801-0.0031177i,-0.00016009-0.0024205i,-0.00076287-0.00097926i,-0.00042128+4.5888e-05i,0.0003327-4.6542e-05i,8.9312e-05-0.00040855i,-0.00095584+2.2296e-05i,-0.0011881+0.0008137i,-0.0005031+0.00095324i,0.00042288+0.00018189i,0.0014402-0.00012425i,0.000969-1.0004e-05i,0.00040902-0.00039937i,0.00048396-1.3622e-05i,0.0004232+0.00063885i,0.0001572-0.00032892i,0.00014729-0.0004199i,0.00029234+0.00040873i,-0.00021372+0.00095782i,-0.00028034+0.001548i,-7.4732e-05+0.0018394i
0.00035898+0.00052817i,0.0021792+0.0015075i,0.0035435+0.00071562i,0.0026625-7.6084e-05i,0.00037659+0.00078994i,9.5825e-05+0.0011471i,0.0011187+8.4974e-05i,0.0010892-0.00046271i,0.00077069+0.00018316i,0.00056329+0.00032456i,0.00071338-5.8767e-05i,0.00091778-8.2642e-05i,0.00051911+0.00034096i,0.00046917+6.8787e-05i,0.0004461-0.00044498i,-5.9174e-05+0.00033839i,0.00013816+0.00097425i,0.00050657+0.00046333i,0.00032679+0.00093261i,-7.3241e-05+0.0013761i,0.00023757+0.00082951i,0.00055198+0.00039948i,0.00070004+0.00084123i
-0.0022378+0.0013683i,-0.0017732+0.0023367i,-0.0021528+0.0014393i,-0.0022601-0.00025334i,-0.0010484-0.0012468i,-0.00047388-0.00099683i,-0.00079521-0.0011824i,-0.00090421-0.0019539i,-0.00099621-0.0013994i,-0.00039896-0.00066162i,-1.8334e-05-2.4651e-06i,0.00036287-0.00012982i,0.00051617-0.0010068i,0.00093399-0.00091344i,0.0010327+1.8919e-05i,0.00069218+4.0674e-05i,0.00060429-0.00036656i,7.244e-05-0.00027616i,-0.00053434-0.00023329i,-0.00044487-0.0005953i,-0.00075015+0.00020606i,-0.00087995+0.00099386i,-0.00051277+0.0010258i
0.0020374-0.00019155i,0.0033031-0.0012386i,0.0029255-0.0031186i,0.00021838-0.0033262i,-0.0011182-0.0016134i,-0.00030827+0.00060946i,0.00050542+0.00082344i,0.00042964-0.00012735i,-8.3408e-05-0.0010023i,-0.00063698-0.00042181i,-0.00064111+0.00079793i,-0.00077055+0.00013902i,-0.00081597-0.00018636i,4.9982e-05+0.00059157i,0.00043607+0.00034987i,-0.00013661-0.00023897i,-0.00043531-0.0001429i,-0.00013044+0.00051978i,-0.00035355+0.0010575i,-0.0014495+0.00046786i,-0.001423-0.00072834i,-0.0006791-0.00096369i,-0.00070418-0.0010676i
-0.00059403+0.0027069i,0.00094461+0.0015841i,0.0032432-0.00069555i,0.0024804-0.0016474i,0.00088121-0.0012565i,0.00035946-0.00018398i,0.00025174+0.00041882i,0.00042099-0.00033449i,0.0003752-0.00039688i,0.00041123+0.00024312i,0.00061416+0.00050913i,0.00039302+0.00016627i,0.0002781-0.00062927i,-0.00014815-0.0005297i,-0.00062768-0.00016114i,-0.00091943-0.00049553i,-0.00073038-6.6521e-05i,-0.00023514+0.00014609i,0.000124-0.00032101i,-0.00022363+0.00014463i,-0.00048553+0.00074676i,6.2705e-07+0.00083298i,-0.00017086+0.00017148i
0.0027263-0.00076608i,0.0043861-0.0013117i,0.0043467-0.0029235i,0.0015165-0.0033888i,-0.00048898-0.0011785i,-0.00014684+0.0012242i,0.00012086+0.0010832i,-0.00044221-0.00017952i,-0.00064278-0.00052683i,-0.00095427-0.00029716i,-0.00044878+0.00064965i,0.00041951+0.0011172i,0.00011049+0.00093042i,-5.8996e-05+0.0011157i,0.00069495+0.00091087i,0.00076253+0.00043699i,0.00055993+0.00047735i,0.00032076+0.00083495i,-0.00027814+0.00070717i,-0.00026596-0.00013048i,-0.00013955-0.00072927i,-0.00037932-0.00053546i,-0.0010553-0.00025231i
0.00098912+0.0010281i,0.0024187+0.0011301i,0.0026379+3.0249e-05i,0.00041842-0.00081899i,-0.00026178-0.00082044i,0.00068003+0.00041757i,0.0010516+0.00039041i,0.00042499-0.00049561i,-4.5363e-05-0.00041061i,-0.00020919-0.0004063i,-0.00033885-0.00027338i,-1.7903e-05+8.4647e-05i,0.00065367+9.6272e-05i,0.0013245+0.00038042i,0.0010401+0.0013075i,-0.00012137+0.0013215i,-0.00087301+0.0006545i,-0.00095322+1.8346e-05i,-0.00062685-0.00058594i,-0.00083106-0.00032843i,-0.00062094+0.00021395i,-7.1396e-05+8.2233e-05i,-1.6371e-07-0.00041507i
-0.0015008-0.00059183i,-0.0016937-0.00093567i,-0.0023896-0.0022695i,-0.0030146-0.0013381i,-0.0018509-4.3229e-05i,0.00016372-0.00043421i,0.0011417-0.00067777i,0.0008378-0.00044253i,-0.00079569+0.00013029i,-0.0015271+0.00086617i,-0.0012916+0.00085063i,-0.00020667+0.0001634i,0.00039517-4.2111e-05i,5.9948e-05-7.2014e-05i,4.7017e-05+0.00013412i,3.5699e-05+0.00074168i,0.00041519+0.00054538i,0.0003085-8.335e-05i,-0.00053205-0.00067725i,-0.00093326+0.0002571i,-0.0010631+0.00092524i,-0.0015658+0.00060498i,-0.0012698-2.1438e-05i
-0.0009007+0.0018948i,0.00096553+0.0010451i,0.0015804-0.00069557i,0.00045762-0.0019999i,-0.00071395-0.00057714i,-0.00018832+0.00064237i,0.00097605+2.524e-05i,0.0015694-0.00072617i,0.00090877-0.000494i,9.7511e-05-0.00025196i,0.00077701-0.00051398i,0.0010274-0.00016239i,0.00037866+0.00054749i,0.00016508+0.00095136i,0.00057607+0.0011142i,0.00031427+0.00096071i,-0.00029212+0.000151i,-0.00012672-0.00033592i,-0.00025609+0.00033375i,0.00017598+0.00063591i,3.5702e-05+0.00066616i,-0.00048447+0.00043422i,-0.00040426+0.00079457i
0.0002218+0.0028984i,0.0027039+0.0014094i,0.0040849-0.0014836i,0.0028575-0.0023099i,0.0012089-0.0020536i,0.00078091-0.00085886i,0.00059611-0.00044672i,0.00079631-0.0008833i,0.00084909-0.00057738i,4.7769e-05-0.00071518i,-0.0004608-0.00030812i,-0.00075991+0.00019104i,-0.00034474-0.00040796i,-2.3167e-05-0.00073315i,0.00017244-0.00019469i,0.00046827+0.0004782i,0.00043468+0.00033124i,0.00026089-0.00060043i,-0.00011807-0.00086436i,-0.00076512+0.00041388i,-0.00015312+0.00080274i,4.8134e-05+0.00057497i,-0.00079634+7.4391e-05i
