-0.00052085-0.00015247i,-0.00016193-0.0011126i,-0.0016077-0.0029969i,-0.0026952-0.0030423i,-0.00272-0.0014077i,-0.0021465+0.00072666i,-0.00095628+0.0015333i,-8.3908e-05+0.00084588i,0.00092323+0.00083399i,0.0011894+0.0009246i,0.00014868+6.3436e-06i,0.00024993-0.00042669i,0.00072604-4.7139e-05i,2.6456e-06-0.00075613i,-0.00056054-0.00075829i,-0.00038173+0.00012043i,0.00018998+0.00058428i,0.00040057+0.0003677i,0.0005621-0.00062157i,-2.871e-05-0.00029458i,-0.00058179+0.00053466i,-0.00035137+0.00036866i,-0.00037713+0.00017389i
0.0020897-3.061e-05i,0.0017684+0.00026802i,0.0011146-0.00071968i,-0.00021264-0.0025992i,-0.0010906-0.0024842i,-0.00048732-0.0012478i,-3.269e-05-0.00025156i,-0.00023556-0.00018726i,-0.00046142-0.00049674i,-0.0005252-7.3777e-05i,-0.00057683+0.00072562i,-0.00044424+0.00017i,0.00015161+0.00063126i,3.1344e-05+0.0010908i,0.00022756+0.00030219i,0.00068276+0.00047015i,0.00047722+0.00099169i,0.00070671+0.00098847i,0.00048601+0.0008724i,-0.0002851+0.00042689i,-0.0001304+0.00010093i,-8.9636e-06+0.00032727i,0.00018947+0.00022024i
0.00090464-0.00048203i,0.001138-0.0012565i,0.00083998-0.0023396i,0.00036362-0.0014795i,-0.0001368+0.00072479i,0.00015052+0.0015382i,0.00020093+0.00058445i,0.00074738-0.0001453i,0.00031942+0.00029321i,-0.0010069+0.00065253i,-0.00034281+0.00066882i,0.00023036+0.00054019i,4.1642e-05+0.00031299i,-7.098e-06+9.1193e-05i,-3.6534e-05+0.00034559i,7.6573e-05+0.00012222i,-0.00047331+6.4694e-05i,-0.001037+0.00025665i,-0.00026524-0.00013657i,0.00034773-0.00022369i,0.00062393-8.3632e-06i,0.00082145+0.00047685i,0.00015793+0.0012921i
-0.00049021+0.00077081i,0.00041213+4.6879e-05i,0.00010547-0.00089293i,-0.00062583-0.00051264i,-0.00090229-0.00021177i,-0.00017696-0.00056578i,0.00021784-0.0005598i,-0.00011188-0.00094642i,0.00029126-0.0011197i,0.00053895+0.00026132i,0.00016197+0.00031945i,-0.00022654-0.0011562i,-0.00021216-0.0012031i,0.00023007+0.00014886i,0.00010677+0.00012054i,0.00041836-7.9084e-05i,0.001068+0.00085638i,0.00076086+0.00094862i,-6.597e-05+0.00041544i,-0.00040693+0.00050426i,-0.00035646+0.00020139i,0.00011779-0.00069002i,0.00054476+3.0853e-05i
0.0012084-2.9238e-05i,0.0017114+0.00018348i,0.00068461-0.00029328i,-0.0014689-0.00060055i,-0.0019403+0.00029637i,0.0001122+0.001121i,0.00070002+0.00080967i,7.8046e-05-0.00053824i,-0.00030918-0.00070846i,-0.00066675-6.1828e-05i,-0.00036412+4.8116e-05i,0.00032057+0.00050511i,0.00083759+0.00067012i,0.00075023-0.00011553i,0.00055721+4.4225e-06i,-4.0187e-05+0.00051184i,-0.00045022+0.00066038i,-0.00059844+0.00073843i,-0.00071404+0.00022537i,-0.00062808-0.00011971i,-0.0006323+0.00017734i,0.00023576-0.00060337i,0.00053244-0.0010325i
0.00081876-0.00038417i,0.0010318-0.00040161i,1.8628e-05-0.001386i,-0.001018-0.0013005i,-0.0018605-0.00052857i,-0.0011734+0.00017939i,3.8516e-05+0.00064974i,-0.0003294-0.00028133i,-0.00060047-0.0015622i,0.00058618-0.0015255i,0.00027103-0.00079234i,-0.00051683-0.00046991i,-0.00043533-0.00031664i,-0.00029907-3.916e-05i,0.00019278+0.00032345i,0.00046919+0.0007161i,0.000374+0.00024072i,0.00029984-0.00040256i,0.00016763-1.7079e-05i,0.00024079-6.9074e-05i,0.00067108-0.00067374i,0.0014853-0.00098712i,0.0014476-0.00012823i
0.00056191-0.0011659i,-0.00047239-0.0026839i,-0.0016809-0.0036694i,-0.0014908-0.0027984i,-0.0015076-0.00029953i,-0.0012858+0.0015021i,-5.5037e-05+0.0013206i,0.00069431+0.000111i,0.0005513-0.00033568i,-0.00016668+0.00050845i,-0.0004957+0.00080592i,-0.00027918+4.483e-05i,-0.00048421-0.00014555i,-7.832e-06-5.6474e-06i,0.00079462+2.3819e-05i,0.00057939-0.00024196i,0.0006718-0.0001077i,0.0010873+0.00068666i,0.00070693+9.6289e-05i,0.00016131-7.4054e-05i,-0.00015976+0.00025919i,-0.00014802-0.00034449i,-0.00065327-0.00045172i
0.0013211-0.0012545i,0.0012185-0.00092653i,0.00068875-0.0014375i,-0.00036915-0.001863i,-0.00061474-0.00019022i,-0.0003692+0.00092838i,0.00031952+0.00075262i,4.0415e-05+0.00063775i,-0.00068251+0.00014966i,-0.00068402-0.00046445i,1.1405e-05-0.0001873i,-0.00021134+0.00051271i,-0.00080993+0.00098726i,-0.00068535+0.0015875i,-0.00019482+0.0013993i,0.00084826+0.00079226i,0.0010644+0.0005174i,0.00035599+0.00099428i,0.0004583+0.00060568i,1.0433e-05-0.00042867i,-0.00062221-0.00036525i,-0.00086351-0.00033374i,-0.00017123-0.00012433i
0.0020775-0.00019734i,0.0022926-0.0015742i,0.0010947-0.0023543i,-0.00044235-0.0021472i,-0.00099444-0.0011544i,-0.00078341+0.00013454i,0.00019745+0.0001668i,0.00026055-0.00051922i,-0.00028355-0.00075468i,-4.259e-05-0.00038621i,-0.00050391+5.6252e-05i,-0.00078541+0.00039055i,-0.00021427+0.00043089i,-7.9052e-05+0.0001774i,0.0007005+0.00025565i,0.0010483+0.00044719i,0.00068735+0.00028076i,8.5618e-05-0.00010096i,-0.00028938-0.00018293i,-3.5146e-05-0.00027226i,-0.00037737-0.00022837i,-0.00093227-0.00026105i,-0.00054329-0.00069688i
0.00020438+0.00036489i,0.0011435-0.00089038i,-0.0005323-0.0011242i,-0.00081036+9.1043e-06i,-0.00021732+0.0013061i,0.00045189+0.00099736i,0.0011893+0.00068049i,0.00059728+0.00071889i,0.00016359+0.00023938i,0.00055259+0.00010512i,0.00081172+0.0006884i,0.00077777+0.00066269i,0.00070344+0.00051975i,0.0012075+0.00090326i,0.0014508+0.00092609i,0.0013196+0.00050854i,0.0011101-0.00023203i,0.00089829-6.8456e-05i,0.00040122+0.00034137i,0.00029569+0.00062747i,-0.00017243+0.00038508i,-0.00084611+0.00010984i,-0.00062593-6.6435e-05i
-0.00091802+0.00098525i,-0.00058418+0.00024155i,-0.0013786-0.00073591i,-0.0016092-0.0017677i,-0.0006425-0.00079186i,5.0996e-05+0.00030895i,-0.00037845-3.7321e-05i,-0.0012722-0.00053484i,-0.0014719-0.00026977i,-0.00046545+0.00017501i,0.00010351+0.00063418i,0.00074896+0.00064503i,0.0016754+0.00029497i,0.0019255+0.00030953i,0.0015363+0.00010706i,0.00084002-0.00025271i,-3.3162e-06-0.00068034i,-0.0010982-0.00041211i,-0.0010249+0.00035843i,8.7398e-05+0.00024447i,0.00018077-0.00023399i,0.00046773-0.00037141i,0.0013158+0.0002243i
-0.00017438+0.00033003i,0.0010621+0.00058983i,0.00066439-0.00048165i,-0.00028776-0.0010596i,-0.00025449-0.00029116i,1.0447e-07+0.00065775i,7.5567e-05+0.00039302i,0.00026619+8.7221e-05i,-0.00023074+4.4804e-05i,-0.0004849+0.00011883i,-0.0003372+5.6476e-05i,-0.00029525-0.00040829i,-0.00025668-0.00039163i,0.00055314-0.00051643i,0.001323-6.6177e-05i,0.00061306+8.0774e-05i,1.9899e-05-0.00060976i,-4.3652e-05-0.00062647i,-0.00054593-0.00025589i,-0.00074988-0.00038587i,1.9522e-05-0.00077992i,0.00061671-0.00029641i,0.00015339+0.0001221i
0.00056664+0.00099849i,0.00047623+0.00036589i,0.00075765+0.00033099i,0.0011813-0.00030269i,0.00086815-0.00031024i,-0.00038879+0.0005503i,-0.00063963+0.00036578i,-0.00010162+2.5511e-05i,-0.00026969-0.00024594i,-0.00020366-0.00029899i,0.0001335+0.00015306i,-0.00057961+0.00032935i,-0.00090625+0.00039305i,-0.00041276+0.00031829i,-0.000599+0.00066323i,-0.0007823+0.0010079i,-0.00027896+0.00043205i,0.00016904+0.00013181i,0.00073963+0.00080115i,0.0010531+0.0012704i,0.00070746+0.00060031i,-0.00028338-0.00052592i,-0.00084906-0.00053153i
0.00047921+0.00059109i,0.0011066-0.00097481i,8.2491e-05-0.002331i,-0.00075831-0.0022292i,-0.00038117-0.00073994i,0.0002583+0.00077202i,0.00060662+0.00069853i,0.00039916-0.00023275i,-5.7832e-05-0.00044865i,-0.00036483+8.9787e-05i,-0.00038482+0.00042593i,0.0001237+0.00034886i,0.00027414+0.00077839i,0.00012058+0.0015706i,3.6103e-05+0.0013365i,0.00042583+0.00075687i,0.00049099+0.00087102i,-0.00029692+0.00047491i,-0.00044261-0.0008533i,5.2231e-05-0.00031697i,0.00042927+0.00047076i,-2.6669e-06+0.00017998i,-0.00054092+6.9499e-05i
0.00041928+0.0010981i,0.001591+0.00024955i,0.0018896-0.00084112i,0.00030447-0.001574i,-0.00096549-0.00099738i,-0.0001156-0.00054241i,0.00027965-0.00050456i,-0.00053281-0.00051585i,-0.00066301-0.00045909i,-0.00031356-1.6539e-05i,-0.00012384+0.00025543i,0.00043619+0.00020893i,0.0005975+0.00046825i,-0.00023464+0.00036323i,-0.00055855-0.00015515i,-0.00016969-0.0001677i,0.00038472-0.0001728i,0.00094087-8.621e-05i,0.00054081+0.00031924i,0.00028759+0.00066597i,0.00049216+0.00014337i,0.00011603+0.00013943i,-0.00018098-0.00057112i
-0.00013034-8.9927e-05i,0.00091161-0.0015761i,0.0010493-0.0016184i,0.00037227-0.00071927i,-0.0002867-0.00012256i,0.00028663+0.00099464i,0.00073759+0.0013212i,0.00052839+0.00049738i,6.7553e-05+0.00068291i,-0.00031005+0.00082814i,0.00017227-5.3467e-05i,-0.00031021-0.00016033i,-0.00042258+0.00014166i,0.00076903+0.00055693i,0.0013956+0.0010701i,0.001072+0.0015448i,0.000149+0.0009173i,-0.00061111+0.00025379i,-0.00039099-7.535e-05i,-2.3462e-05-0.00055293i,-3.3932e-06-0.00081498i,-5.815e-05-0.00088534i,0.00020918-0.00030763i
0.0018505+0.00035901i,0.003405-0.00052022i,0.0034292-0.0020191i,0.0013757-0.0024672i,0.00026579-0.0017741i,0.00075264-0.0013012i,0.00074078-0.0012967i,0.00049974-0.00083126i,-0.00010606-0.00021479i,-6.051e-05+1.0734e-05i,0.00043985+0.00052754i,-0.0002267+0.0013799i,-0.00021943+0.0011114i,0.00045387+0.000217i,0.00041011+0.00059106i,0.00037828+0.00054092i,0.00050321+6.7369e-05i,0.00054059+0.00021906i,0.00058284+0.00031878i,0.00016193+0.00037665i,0.00016769-0.00037479i,6.4508e-05-0.0005063i,-1.2012e-05+0.00043252i
-0.00030237+0.0018641i,0.0011523+0.0020817i,0.0010128+0.00060275i,-0.00024681-0.00122i,-0.00074124-0.00088986i,-0.00051628-0.0002029i,-2.7884e-06-0.00077537i,-0.00035778-0.00047453i,-0.0010164+7.9967e-06i,-0.0011282+0.00064397i,-0.00094102+0.00063519i,-0.0001238+8.5663e-05i,0.0002265-0.00013316i,-0.00040695-0.0003363i,-0.00028101-0.00024035i,0.00022316+2.538e-05i,0.00065636+0.00051736i,0.00061807+0.00057315i,-0.00059171+0.00026922i,-0.00038941+0.0003978i,-0.00031145+0.00099775i,-0.00072399+0.00053919i,0.00014302-0.00031486i
0.0008604+0.0014362i,0.0020458-0.00068999i,0.0013663-0.0017627i,-0.00024511-0.0012291i,-0.0005587-6.489e-05i,0.00024133+5.4255e-05i,0.00084978-0.00064411i,0.00036622-0.0003281i,-0.00035957+0.00024073i,-8.9913e-05+0.00026657i,7.9664e-05+6.0805e-05i,-0.00021463+0.00045457i,-0.00018026+0.00064354i,0.00017294-0.00060137i,0.00028039-0.00071951i,-2.5455e-05+0.00033193i,-0.00012717+8.1115e-05i,-0.00021087+0.00026146i,-0.00090169+0.00070719i,-0.00072649+2.0901e-05i,0.00017922-0.00042347i,0.00086536-0.00019431i,0.00026849-0.00049795i
0.00054129+0.00020704i,0.0014242+0.00016122i,0.0010919-0.00087451i,0.00133-0.001057i,0.00035886+6.8914e-05i,-0.00035761+0.0011568i,-0.0004612+0.00073525i,-0.00079963+0.00010727i,-0.00038799+0.00021664i,-4.9072e-05+0.00052253i,-0.0001266+0.00085502i,0.0004101+0.0012i,0.00034368+0.00042869i,-5.1662e-05-0.00066105i,0.00044036+7.2527e-05i,0.00070202+0.0012528i,0.00071205+0.00099638i,0.00036394+0.00059284i,0.00021854-0.00026883i,0.00022815-0.000646i,5.6137e-05-0.00018657i,-0.00013402+3.5312e-05i,-0.00053331-5.4201e-05i
-6.9129e-05-0.00074658i,-0.0015546-0.00041314i,-0.0017598-0.00049697i,-0.0016116-3.1154e-05i,-0.0013941+0.00095542i,-0.00062366+0.00071043i,-9.6238e-05-6.2517e-05i,1.6707e-05-0.00072009i,-0.00045671-6.0141e-05i,-6.4995e-05+0.00066927i,0.00051022+0.00070583i,0.00043686+0.00046009i,0.00034879+0.00032714i,0.00016169+0.00036432i,0.00033833+0.00025176i,0.00024429-0.0002694i,-0.0002556-0.00064275i,-0.00038372-0.00055979i,-0.00056426-0.00039289i,-0.00089951-8.4237e-05i,-0.00095736-0.00017711i,5.2629e-06-0.00018976i,0.00088274-0.00017699i
0.0024836-0.0010195i,0.0025276-0.0019325i,0.0013265-0.0026547i,-9.9422e-05-0.0019288i,-0.00076767-8.1339e-05i,-0.00064881+0.00086991i,1.471e-05-0.00024833i,0.00047652-0.0012463i,0.00024689-0.00061483i,-0.00047235+0.00023825i,-0.00069773+0.00019258i,-0.00043178+0.00013139i,4.9499e-05+0.00081835i,0.00054614+0.0015858i,0.00084846+0.0017263i,0.00045666+0.001249i,-0.00047456+0.001149i,-0.00097023+0.00065871i,-0.00065591-0.00073168i,-0.00043898-0.0004411i,-0.00021655+0.00079676i,-0.0005943+0.00027408i,-0.00079462-0.00047297i
0.00037253+0.00040474i,0.0016411+0.00010977i,0.0019987-0.00045508i,0.00086662-0.00086366i,0.00041553-0.00051505i,0.0017358+0.00040905i,0.0016224+0.00098568i,0.00042204+0.00051573i,-0.00014101+0.00012849i,-0.00048973+9.376e-06i,-0.00057206+0.00020123i,0.00074255+0.00094927i,0.00052238+0.0012388i,-0.00010454+0.00085958i,0.00051886+0.00026558i,0.00034631+7.2491e-06i,0.00058025-0.00019303i,0.00019294-0.00049457i,-0.00079606-0.0013528i,5.8255e-06-0.0017378i,0.00041898-0.00049597i,-0.00041164+0.00032334i,-0.00079066+0.00039318i
-0.00011839+0.00046659i,0.0014912+0.00051829i,0.0013188+0.0011803i,-0.00076902+0.00032432i,-0.00063647+4.5699e-05i,-0.00015704+0.0004657i,-0.00055346-4.5464e-05i,-0.00067931-0.00036987i,-0.00021432-7.699e-05i,0.00019756+0.00082914i,-0.00042166+0.0012673i,-0.001195+0.0011892i,-0.001552+0.0017531i,-0.0019331+0.00092315i,-0.00061589+0.00030221i,0.0006548+0.00099468i,0.00039282+0.0010189i,-0.00082873+0.0012463i,-0.0010343+0.00072916i,-0.00017738-0.00020916i,0.00059943-0.00010772i,0.0011188+0.00045549i,0.00064151+0.00071328i
-0.00022163-0.00040463i,0.00083329-0.00049323i,0.0012336-0.00087217i,1.2665e-05-0.00014565i,-0.0012917+0.0015921i,-0.00074408+0.0023108i,0.00029469+0.00071638i,0.00044125-0.00040701i,-4.6747e-05-0.0004819i,-1.6834e-05-0.00099463i,8.9721e-05-0.0007267i,-0.00019883-0.00072018i,0.00010804-0.00080003i,0.00092479+0.0005488i,0.00056951+0.0020753i,-0.00019467+0.0014936i,0.00081925+0.00023008i,0.001315-6.2937e-05i,0.00074042+0.00042866i,0.00068485+0.00093032i,0.00048955+9.0382e-05i,0.00042449-0.00071538i,0.00017059-0.00034455i
-0.0022401+0.00027532i,-0.0021055+0.00013839i,-0.0011646-0.00042243i,0.00024667+0.00093501i,0.00069495+0.0018779i,0.0016266+0.0014295i,0.0019663-0.00029361i,0.0008098-0.00073145i,-0.0009116+6.2797e-05i,-0.00060727+0.00012407i,0.00042057-0.00020491i,0.00026736-0.00033574i,0.00022982-0.00075671i,0.0011854-0.00054322i,0.0014668-0.00017604i,0.0015343-5.5933e-05i,0.00067249+0.00077275i,-0.00039491+0.00086175i,0.00013869+0.00013213i,-0.00025703-0.00066804i,-8.8203e-07-0.00046129i,0.0012485+0.00026689i,0.0017166-0.00020462i
-0.00045347-0.00074702i,-0.00014156-0.00041191i,-0.00046919-0.0002996i,-0.0012753-0.00085019i,-0.0010046-0.00072801i,-0.00051753+0.0004047i,-0.00055385+0.00081681i,-0.00024411+4.3825e-05i,1.5212e-06-0.00014718i,0.00021093-4.8376e-05i,-5.9822e-06-7.9316e-05i,-0.00044785-0.00012819i,0.00015988+0.00028652i,0.00086682-2.8132e-05i,0.00051579-0.00020064i,0.00031041+0.00074256i,0.00015223+0.00053831i,0.00059631-0.00012476i,0.0006395+0.0010547i,-0.00016393+0.0014898i,-0.00044578+0.0011275i,-1.9025e-05+0.0010643i,0.00031834+0.00048038i
0.0022672+0.002164i,0.0027456+0.00089465i,0.0015985-0.00089523i,0.00070463-0.0016766i,8.5671e-05-0.00052014i,0.00043434-0.0003717i,0.00062936-0.0010386i,-0.00013061-0.00054001i,-0.00016289+5.8232e-05i,0.00051468-1.5944e-05i,0.00072477+8.5e-05i,0.00068717+0.00022425i,0.00030722+0.00079677i,0.00043542+0.00076379i,0.0010185-3.7743e-05i,0.00096493+6.2692e-05i,0.00054924+0.00019047i,0.00035004+6.501e-05i,0.00046393-0.00039526i,0.00069129-0.00058791i,0.0004677-0.00044706i,0.00024393-0.00047078i,0.0006507+0.00062768i
0.0014378+0.0011501i,0.00098226-0.00027753i,0.0013026-0.0021837i,0.0017364-0.002163i,0.00073331-0.00079572i,-0.0007893-0.00051151i,-0.0012753-8.6531e-05i,-0.0011681+1.7343e-05i,-0.00078097-0.00020088i,0.00024738-0.0001704i,0.001116+0.00036981i,0.00044146-0.00015367i,-0.00010051-0.0012187i,0.0005833-0.00077561i,0.00044802+0.00025361i,3.5657e-06+0.00043061i,-0.00027768+5.7889e-05i,-0.00024089+0.00024834i,0.00013014+0.0011117i,-0.00012348+0.001719i,-0.0007356+0.00067605i,-0.00055553-0.00072061i,-0.00032841-0.00037641i
0.0006899-0.00093379i,0.0009386-0.0022425i,0.00024455-0.002755i,-0.00099361-0.0018996i,-0.0018553-4.9014e-05i,-0.00092474+0.0014541i,0.00062442+0.00059063i,0.0010272-0.00051596i,9.4554e-05-0.00039124i,-0.00039645-0.00042057i,-0.00026164+0.00010377i,-0.00014392+0.0010816i,4.0495e-05+0.0011612i,0.0001905+0.00083182i,0.00030717+0.001097i,0.00043504+0.0015349i,7.2857e-05+0.00052832i,-2.8372e-05-0.00054485i,-0.00043759-0.00017849i,-0.00085992+7.0418e-06i,-0.00077593-0.00013184i,-0.00065403+0.00057926i,-0.00047958+0.00081727i
0.0017816+0.0011572i,0.0028152+0.00049814i,0.0030774-0.0014179i,0.0016641-0.0028283i,-3.3763e-05-0.0014134i,-0.001461-0.00013292i,-0.0016325-0.00024568i,-0.0010247-0.0004123i,-0.00097244-0.00075966i,-0.00070497-0.0013517i,-0.00018514-0.00063733i,-0.00021449+0.000374i,8.0678e-06+0.00062267i,9.0851e-05+0.00081915i,-0.00028444+0.00039513i,0.00026542+0.00034656i,0.0004935+0.0007003i,0.00036329+0.00017595i,2.2338e-05-7.2518e-05i,-4.3995e-05+0.00033985i,0.00028448+0.00031862i,4.8702e-05+0.00042976i,0.00038483+0.00040559i
0.0010995-4.0962e-06i,0.0017239-0.00061865i,-2.5216e-05-0.0016485i,-0.0011691-0.0013764i,-0.001433+0.00019795i,-0.0011631+0.0015909i,-0.00063478+0.0011945i,0.00030987+0.00022761i,0.00048565-0.00017902i,-0.00010469-0.00030271i,5.4263e-05-0.00074843i,0.00067944-0.00049785i,0.0006797+0.00025554i,0.00056199+4.5313e-05i,0.00053611-0.00048604i,0.00051374-0.00019976i,0.00039071+0.00012255i,5.1434e-05-0.00026856i,0.00011701-0.00023549i,0.00023704-4.2892e-05i,-5.0714e-05-0.00039771i,-0.00022618-0.00057248i,-0.00010028-0.00016475i
4.9061e-05+0.00086218i,0.00099335-0.00013228i,0.00083263-0.002188i,-0.00012591-0.0024383i,-0.00032445-0.001296i,-1.0617e-05-0.00083087i,-0.00051095-0.0013291i,-0.00083843-0.0014307i,-0.00037263-0.00086117i,-0.00013435-8.0222e-06i,-0.00026801+0.00069015i,-0.00023443+0.0016683i,-0.00025552+0.0016054i,-0.00037611-8.4072e-05i,-0.00063346-0.00058984i,-0.00014206-2.6052e-05i,0.00067202+0.00054572i,0.00093658+0.00035298i,0.00073491-0.00037667i,-0.00017304-0.00014979i,-0.00086033+7.5211e-05i,-0.00049466-0.0003163i,-0.00040214-0.00039853i
0.0010797-0.00028613i,0.0012324-0.001578i,0.0013107-0.0023178i,0.00062894-0.0016422i,-0.00040919-0.00026099i,-0.00012868+0.00074091i,0.00015296+0.00074596i,-0.00062739+7.1513e-05i,-0.00052365-7.513e-05i,0.00025697+0.00070416i,-0.00035574+0.00083393i,-0.00074057+0.00047704i,0.00019392+0.00026385i,0.00072555+0.00033991i,0.0004067+0.00051829i,0.0006791+0.00020187i,0.0013008+0.00027879i,0.00078655+0.00029968i,0.0004794+6.3019e-05i,0.00051556-4.0767e-05i,2.0498e-05-4.7089e-05i,-0.00030302+0.0002146i,-7.4948e-05-0.000199i
0.00041523+0.00070365i,0.0017698-0.00064359i,0.0015082-0.00050709i,0.00088258-0.00083988i,0.00035459-0.00061154i,-0.00054894-3.4883e-05i,-0.00033744-0.00039642i,-0.00021105-8.1696e-05i,-0.00060632+0.00040618i,-0.00090524+0.00014068i,-0.00072177-0.00030225i,0.00015087-0.00031324i,0.0004678+0.0001904i,5.9034e-05+0.00027513i,-0.00032402-0.00020414i,-6.9545e-06-5.307e-05i,0.00011257+0.00057023i,-0.00054364+0.00031769i,-0.00080825+0.00049079i,-0.00093359+0.00068776i,-0.00074435+0.00078375i,-0.0006582+0.00071013i,-0.00074957+0.00031912i
0.0021437-0.00047378i,0.0011982-0.0013424i,-0.00056962-0.0029667i,-0.0018405-0.0023079i,-0.0016679-0.00036798i,-0.00097334+0.00041069i,-0.00033354-0.00039164i,2.3691e-05-0.0012664i,-0.00011536-0.00093039i,-0.00011541-0.00045881i,-0.00018256-0.00032474i,-0.00015814+0.00045408i,-0.00013517+0.0005552i,7.9405e-05+0.00076118i,0.00017613+0.0011129i,0.00020069+0.00061277i,-0.00065534+0.00019949i,-0.00054231-0.00010993i,-8.1848e-05+0.0001242i,-0.00013854-8.38e-05i,0.00014183-0.00029198i,-0.0002782+0.00029981i,-0.00035946+4.1207e-05i
0.0019169+0.0018138i,0.001923+0.0003153i,0.0011983-0.0013137i,8.9694e-05-0.001209i,-0.00084623-0.00015456i,-0.00027405+0.00061755i,0.00058567+0.00055721i,0.00099225+0.00051433i,0.00022472-0.00018092i,-0.00037735+2.3867e-05i,-5.6819e-05+0.00073274i,-3.0878e-05+0.00014049i,-0.0004279-0.00067158i,-0.00112-0.00010172i,-0.00053441+6.3364e-05i,-0.00058441+9.6101e-05i,-0.00067923+0.00034331i,0.00035353+0.00041424i,2.7731e-05+0.00060652i,-0.00040476+0.00088647i,-0.00026866+0.00093527i,-0.00023614+0.00053566i,0.0001872-0.00026618i
-0.00012346+0.0010687i,0.0015574-0.0010175i,0.0018637-0.0027329i,0.00037447-0.0022951i,-0.00086556-0.0010756i,-0.00035693-0.00044466i,0.00035042-0.00071135i,0.00038982-0.0011691i,-0.00076159-0.00084228i,-0.0012956-0.00016196i,-0.00072656+3.7067e-05i,-0.0002385+4.0243e-05i,4.5264e-05+4.3359e-05i,4.8344e-05+0.00040334i,-0.00017078+0.00066273i,-0.00043161+0.00065901i,-0.00024336+0.00043814i,1.7341e-05+0.00023745i,-3.4069e-05-4.4647e-05i,0.00019572-0.00020066i,-0.0002226-0.00074805i,-0.0007871-0.00063884i,-0.00032198+0.00041283i
0.0016872+0.0012293i,0.0031014+0.00086477i,0.0029362-0.001213i,0.00087212-0.0021847i,-0.00074453-0.00021126i,-0.0011956+0.0012461i,4.1663e-05+0.00029898i,0.001336-0.00053392i,0.00075274+3.601e-07i,-0.00076152+0.0006552i,-0.0010527+0.00098292i,-0.00087092+0.0012014i,-0.00064835+0.00087125i,0.00010489+5.341e-05i,0.00047323-0.00036564i,0.00078108-4.6127e-05i,0.00088183+0.00037175i,0.0005022+0.00047776i,0.00035321+0.00054818i,0.00025146+0.00043571i,0.00047761-7.8687e-05i,0.00082292+8.4986e-05i,5.8913e-05+0.00025694i
0.00038635-0.0009131i,-0.00011729-0.00045239i,-0.00035458-0.0011452i,-0.00027673-0.0014036i,0.00044764+0.00015296i,0.0014683+0.0018128i,0.0010994+0.0015853i,-0.00033434+0.00037511i,-0.0011098-0.0007638i,-0.00061053-0.00051814i,-0.00016607+0.00053945i,-0.00019929+0.00021472i,0.00019299+2.8051e-05i,0.0010561+0.00054355i,0.0011394+0.00068673i,0.00047433+0.00072321i,0.00013297+0.00079305i,-0.0002285+0.00012559i,-0.0002754+0.00032222i,0.0001852+0.00025864i,-9.7604e-06-0.00055003i,-0.00051651-0.00025154i,-0.00062377+0.00062618i
-0.00060777+5.9687e-05i,-0.00087162-0.00098481i,-0.0012612-0.001679i,-0.0013133-0.00037398i,-0.0010858+0.00049242i,0.00010079+0.00010386i,0.0007171-0.00013102i,-0.00010207-0.00055934i,-0.0012205-0.00094706i,-0.0012043+0.00010773i,-0.0011551+0.00052788i,-0.0011471-0.000509i,0.00034748-0.00041951i,0.0015418-0.00018723i,0.00090786-0.00019452i,5.7741e-05-3.8196e-05i,0.00012863-0.00025038i,0.0005106-0.00025771i,0.00074743-0.00030809i,0.00063664-0.00014173i,0.0010092-0.00046336i,0.0010336-0.00013209i,0.00021951+0.00036302i
0.0009929+0.00088595i,0.0019353-0.00061556i,0.001669-0.0029954i,7.7088e-05-0.0044324i,-0.0003805-0.0029951i,0.00012533-0.0010074i,-0.00016873-0.00074017i,-0.00051394-0.00078445i,-0.00031378-0.00045173i,-0.00012704+0.00018687i,0.00014952+0.0008748i,7.7479e-05+5.2077e-05i,-0.00023093-0.00044058i,-0.00078933+0.00026834i,-0.0013703+0.00023998i,-0.00093653+0.00035736i,0.00032304+0.00078626i,0.0014443+0.00068446i,0.0017219+0.00023772i,0.00065264-0.00022903i,-0.00042209+0.00032733i,-0.00047609+0.0012369i,-0.00021811+0.00046384i
0.00069692+0.0005981i,0.0017147-0.0010808i,0.0015235-0.002311i,0.0010615-0.0023928i,0.00089322-0.00057361i,0.00068567+0.00063402i,0.0006357+0.00053067i,0.0005189-1.8693e-05i,0.00032364-0.00028873i,0.00047146-0.0001416i,0.00055493-0.00015784i,1.602e-06-0.00027639i,-0.0003862-0.00025957i,3.5445e-05-0.00046503i,0.0005343-0.00024615i,0.00029893-1.4991e-05i,-0.00036802-0.00035282i,-0.00012593+0.00011672i,0.00024707+0.0011893i,0.00045929+0.00097762i,0.00011741+0.0003726i,-0.00040749+2.1657e-06i,-0.00050726+0.00023604i
