-0.0030314+0.0018319i,-0.0027027+0.0014259i,-0.0032131+0.0010109i,-0.0014851+0.0010058i,0.00064785+0.00092261i,0.0015083+0.00025657i,0.00027897+0.00084911i,-0.00021045+0.0014092i,0.00070121+0.0010351i,0.0011044+0.000682i,0.00097114+0.00028999i,0.00080243-0.00057598i,9.7803e-05-0.0012745i,3.8696e-05-0.0010535i,0.00014178-0.00025036i,3.1967e-05+0.0006379i,-9.8161e-05+0.00071377i,-0.00011058+0.00068043i,-0.00010063+0.00072859i,0.00034757+0.00076184i,0.00057134+0.00037666i,0.00012432+6.2977e-05i,7.0955e-05+3.9041e-05i
0.00053214+0.0019297i,-0.0001791+0.0025444i,0.0012993+0.001154i,0.0026744-0.0023266i,0.0018233-0.0043463i,0.00032394-0.0030529i,-0.00031343-0.001333i,-0.00032401-0.00019698i,0.00031148-0.00014465i,0.00060294+7.0684e-05i,9.7171e-05+0.00075256i,-6.8464e-05+0.00056118i,-0.00024922+0.00022507i,-0.00021329+0.00012197i,-0.00011039+4.9626e-05i,0.00034967-2.5142e-05i,0.00057269+0.00014414i,0.00035348-4.5322e-05i,-0.00026391+9.7513e-06i,-0.00050724+0.00063014i,-0.00067801+0.00029385i,-0.00056049-0.00035398i,-0.00052646-0.00045198i
0.0013909-0.0014384i,0.0005153-0.001789i,-0.0014892-0.0015162i,-0.0023973-0.0014408i,-0.0019908-0.0011016i,-0.0010069-0.0010482i,-0.0015126-0.00091442i,-0.0011812-0.00017009i,0.00084708+0.00033581i,0.00083156+0.00029689i,-0.00023561+0.00040763i,-0.00047153+0.00050861i,0.00074006+0.00085014i,0.00092372+0.001573i,0.00034564+0.00099293i,0.00011668+2.9959e-06i,0.00032065-0.00077859i,0.00015148-0.00046137i,-0.00041682+0.00029302i,-0.00027419+0.0001811i,7.918e-05+0.00045082i,0.00066725+0.00013515i,0.00072968+0.00012761i
0.00047014-6.4321e-05i,0.0014376-0.00093725i,0.00068782-0.0022417i,-0.00054099-0.0011648i,-0.0011989-0.00027851i,0.00041411+0.00013451i,0.0017713-0.00019261i,0.0011725-0.00034521i,0.0007142+0.00027188i,0.0010072+0.00079011i,0.00070485+0.0012619i,5.3942e-05+0.00095593i,0.00020857+0.00014103i,-6.3551e-05+5.0746e-05i,-0.00096054+0.00032645i,-0.00062892+0.00028058i,-6.6361e-05+0.00018401i,-0.00022642+0.00039761i,-0.00072227+0.00034996i,-0.00064053+0.00085649i,-0.00064393+0.00091941i,-0.00037473-6.3115e-07i,0.00078243-0.00048698i
-0.00027702-0.0030595i,-8.9154e-05-0.0031707i,-0.0016687-0.002588i,-0.003371-0.0011975i,-0.0034678-0.00063022i,-0.0018129-8.9396e-05i,-0.0013042+0.0001853i,-0.0018414+0.00042327i,-0.0015001-0.00049812i,-0.00099651-0.00057827i,-0.00035386+0.00037648i,-1.6107e-05+0.00028479i,-0.00040889-8.0137e-05i,-0.00051602-4.175e-05i,0.00018339+0.00082369i,-3.7421e-05+0.00075423i,0.00010865+0.0002578i,0.00033157-0.00044494i,-0.0002641-0.00087236i,-0.00036775-0.00060088i,0.00040731-0.00030167i,0.00080451-0.00031892i,0.00087052-0.00019715i
0.0072662-0.0090531i,0.0077582-0.011811i,0.0013361-0.014958i,-0.0054212-0.0099834i,-0.0074148-0.0036274i,-0.0044366+0.0010425i,-0.0012145+0.0014125i,-0.00074238-0.00049927i,-0.00082828-0.0018181i,-0.002143-0.00085482i,-0.0027943+0.00078903i,-0.00096308+0.001306i,0.00063938+0.0016238i,0.0011198+0.0018031i,0.00078752+0.0020725i,0.00012954+0.00073149i,-0.00086347-0.00024163i,-0.00072952+0.00022158i,0.00013297-2.7284e-05i,0.00031869-0.00073369i,0.00044128-0.00085019i,8.0925e-05-0.00096597i,0.00057536-0.0010262i
-0.0019523+0.0042024i,-0.0036647+0.0061232i,-0.0018284+0.0085892i,0.0013257+0.0064422i,0.0038652+0.002411i,0.0031406-0.00052578i,0.00060916-0.0010026i,-0.00038232-0.00025801i,-7.3564e-05+0.00070573i,0.00056925+0.00099631i,0.00052947+0.00061293i,-0.00039149-0.00053781i,-0.00047254-0.0015822i,0.00013452-0.0010059i,0.00050639-5.5634e-05i,0.00028285+0.00015559i,-0.00045706+6.3018e-05i,-0.00084707+0.0006037i,-0.00096971+0.00096257i,-0.00096799+0.00059817i,-0.00063496-0.00013088i,-0.00093662-0.00044209i,-0.0011404-4.4092e-05i
-0.0032688+0.0032794i,-0.0031162+0.0020809i,-0.0021189+0.0023386i,-0.0002533+0.0022588i,0.0010056+0.0017131i,0.00072861+0.0004515i,0.00012457+0.00034474i,0.00029278+0.0015238i,0.0010083+0.0016295i,0.0014741+0.0010558i,0.0012344+0.00081527i,0.00070401+0.00013159i,0.00039687-4.1341e-05i,0.00032735+0.00028761i,0.00059404+0.0002373i,0.00051804-0.00024419i,0.0012208-0.00024132i,0.0010648-0.00028885i,0.00032947+2.82e-05i,5.2552e-05+0.00025384i,1.6047e-05-0.00034044i,0.00026486-0.00034547i,-5.6501e-05-0.00045078i
0.00053133-0.0010647i,0.00067303-0.001119i,0.0011124-0.00083655i,0.00069417-0.00059873i,0.00082332-0.00069449i,0.0014693-0.00085858i,0.0015922-0.00064448i,0.00094114-1.3271e-05i,0.0001702+0.00026876i,-0.00039812-0.00018682i,-0.00088355-0.00076693i,-0.00050834-0.0012015i,0.00026896-0.00067049i,0.00017797+0.00015243i,-0.00016803+0.00036011i,-0.00067096+0.00014466i,-0.00081855-0.0004595i,-0.00056008-0.00029613i,0.00027974+0.00030869i,0.00042151+0.00043501i,0.00023854+8.9058e-05i,8.0846e-05+0.00020976i,-0.00076451-1.5339e-05i
0.00024678-0.0015365i,-0.0016182-0.00077293i,-0.0019438-7.8168e-05i,-0.0018974+9.041e-05i,-0.00085376-0.00081254i,0.00059232-0.0015048i,-0.000145-0.0012039i,-0.0012049-0.00062686i,-0.00069527-0.00065972i,-0.0007979-0.0012877i,-0.00075071-0.00094507i,-0.0003742-3.1472e-05i,-0.00059547+0.00025827i,2.2503e-05+0.00057089i,0.00034755+0.00034941i,-0.00042264+9.7644e-05i,-0.00095454+0.00020653i,-0.00056642-9.7533e-05i,-0.00039396-0.00016834i,1.1719e-05-0.0001484i,0.00013034-0.00095421i,0.00045595-0.0012908i,0.00052564-0.0001964i
0.0014332+0.00067931i,0.0015447-0.00084395i,0.00010168-0.00065466i,-0.00024478+0.00074164i,0.0009687+0.0021819i,0.00091075+0.0010287i,-0.00037759-0.00024738i,-0.00043537+0.00073142i,-4.6314e-05+0.00084764i,0.00054533+0.00080915i,0.0010829+0.0011012i,0.00095201+0.00095066i,0.00053709+0.00043403i,0.0002353+0.00013695i,6.1741e-06+0.00044281i,-4.6261e-05+0.00098039i,-0.00043776+0.0017682i,-0.00075288+0.0014209i,-5.0091e-05+0.0013383i,-0.00013756+0.0013961i,-0.00057441+0.00056404i,-0.0007073-0.00024269i,-0.00067588-0.00099744i
-0.0043074+0.0039391i,-0.0039199+0.0051844i,-0.0013984+0.0057461i,0.00025666+0.0032216i,0.0016911-0.00038747i,0.0012114-0.0016459i,-4.2111e-05-0.00057544i,-0.00036852+0.00019757i,0.0001755-0.00040036i,0.00071621-0.00085385i,0.00035678-0.00038784i,-0.00025428-0.0003594i,-0.00063929-0.00074077i,-0.00061981-0.00082266i,-0.00050251-0.00023795i,-7.2334e-05-3.3621e-05i,0.00058441-0.0010917i,0.00061449-0.0011347i,0.00053514-0.00033461i,0.00050768-0.00045614i,0.00043696-0.0001919i,0.00012005+0.00039837i,-5.3608e-05+0.00048163i
0.00072194-0.0048374i,0.0011233-0.0058135i,0.0002328-0.0050343i,-0.00082726-0.002946i,-0.00064725-0.0014247i,0.00014764-0.00089214i,0.00047385-0.00091028i,0.00030743-0.00084159i,-0.00032782+0.00021996i,8.5674e-05+0.00072177i,0.0011217+0.00023431i,0.00089682+0.00011899i,0.00018543+0.0003941i,-0.00011607+7.1231e-06i,0.00033008-0.00043391i,0.00075035-4.91e-05i,0.00066246+0.00062416i,-0.00033856+0.00028301i,-0.00022634-0.00021564i,-0.00038959+0.00017173i,-0.0010722+0.00061741i,-0.00044249+8.3061e-05i,0.00037175+5.7381e-05i
-2.62e-05+0.003999i,-0.00042985+0.004783i,-0.00038364+0.0047554i,-0.0004413+0.0035392i,-0.00027196+0.0020657i,0.00061031+0.00011291i,0.0014385-0.00092726i,0.0008113-0.00087982i,-0.00039404-0.0004008i,-0.00069587-0.00023567i,-0.00074177-0.00046662i,-0.00059533-0.00050492i,-0.00092791+9.7527e-05i,-0.0015292-5.9507e-05i,-0.0013381+1.9308e-05i,-0.00047803+0.00026845i,-0.00027634+0.00035255i,-0.00066743+0.00059314i,-0.00036365+0.00034454i,0.00030505-0.00023513i,0.00034887-0.00062335i,-0.00030612-0.00052468i,-0.00023163-3.2579e-05i
0.00088785+0.00082284i,0.00079672-0.00031212i,0.00094654-0.00096895i,0.00027861-0.00023859i,0.00018537-0.00047223i,0.00027328-0.0011479i,0.0001541-0.00032752i,0.00049612+0.0004313i,0.0010496+0.00080454i,0.00083477+0.00018186i,0.00062376-0.00068937i,0.00020829-0.0005939i,-0.00084384+0.00028554i,-0.00071939+0.00022714i,-0.00012329-0.00038164i,-0.00058702-0.00026132i,-0.0011197+0.00047956i,-0.00079753+0.00047551i,0.00054925+0.00019532i,0.00083749+0.00070083i,-8.3375e-05+0.00078996i,-0.00034578+0.0002805i,-0.0003842-0.0007838i
-0.0017438+0.0022194i,-0.0011979+0.00274i,0.0010161+0.0031902i,0.002477+0.0020553i,0.0024134-0.00028614i,0.0013548-0.0017102i,0.00038036-0.0020627i,-1.8731e-05-0.0014013i,0.00047431+0.00037937i,0.00077089+0.001561i,-4.9249e-05+0.0011394i,-0.00023975+0.00013212i,6.8934e-05-0.00017467i,-4.6968e-05-0.00012097i,-0.000153+0.00018974i,0.00037463+0.00027241i,0.0010158-7.5253e-06i,0.00083346+9.0477e-05i,0.0004621+0.00010533i,0.00030684-0.0007214i,-7.8369e-05-0.00093093i,-0.00039334-0.0003872i,-0.00018897+0.00019365i
-0.0022735+0.0013809i,-0.0028629+0.00077934i,-0.0010539+0.0021586i,0.0012634+0.0023279i,0.0017205+0.0013446i,0.00016759-0.00050344i,-0.00087172-0.0012757i,-0.00068561-0.00031407i,7.161e-05+0.00037797i,0.00070257-5.658e-05i,0.00037279-0.00018335i,-0.00058515+4.3169e-05i,-0.00090275-0.00066811i,-0.0005675-0.00020251i,1.148e-05+0.00034438i,0.00029593-0.00030351i,0.00052923-0.00027806i,0.00059739+0.00023878i,-0.00028217-0.00035306i,-0.000578-0.00045021i,-0.00044715-9.3676e-05i,-4.6097e-05+0.00014485i,0.00020568+0.00038127i
0.0022453-0.0011365i,0.0025688-0.0010475i,0.00057998-0.001494i,-0.00079654-0.0010166i,0.00063633-0.00017746i,0.0027023-0.0013064i,0.0024586-0.0021328i,0.00097539-0.001032i,0.00070283-0.00014608i,0.00069707+0.00012242i,0.00020466+0.00017065i,-7.8087e-05+0.0002805i,-0.0007179+0.00065189i,-0.0012609+0.00045501i,-0.00075773-0.00033256i,-0.00023842-0.00038018i,-0.00029838-0.00011828i,-0.0008091-3.9281e-05i,-0.0006997-9.4837e-05i,-8.9916e-05-7.5892e-05i,0.00012526-9.7263e-05i,-0.00017524-1.8341e-06i,-0.00039831+3.4251e-05i
-7.714e-05-0.0012246i,-0.00096516-0.00020742i,-0.0018968-0.00059916i,-0.0013317-0.0010645i,-0.0012183-0.00092026i,-0.0010224-0.00083321i,-0.00029507-0.00066329i,-8.8674e-05-0.00058235i,6.7943e-05-0.00053179i,-0.00042456-2.9282e-05i,-0.00016132-2.9744e-05i,0.0007962-0.00027241i,0.0013178-3.0361e-05i,0.00089934+0.0001353i,0.00010671-0.00030483i,-0.00016675-0.0001148i,-8.6314e-05+0.00033495i,0.00063885-7.6843e-05i,0.00068456-0.00035193i,-5.2988e-05-0.00040906i,-0.00067094-0.00037877i,-0.00042553-7.7798e-05i,0.00012515+0.00024619i
-0.00118-0.00089785i,-0.0017226-0.00016532i,-0.0013114+0.00088558i,0.00023404+0.0013332i,0.0015561+0.0017735i,0.0012569+0.0014657i,-0.00033555+0.00055198i,-0.00087924+0.00029391i,-0.00037658-0.00011221i,0.000177-0.00016113i,-0.00063864+0.00034787i,-0.001489+0.00074782i,-0.00095609+0.00050589i,-0.00093128-0.00028023i,-0.00087432-0.00059747i,-0.00062684-0.00032477i,-0.00049325-0.00050958i,1.2379e-05-0.00017038i,0.00010563+6.0654e-05i,-0.00015548+0.0002247i,-0.00017426+0.00075756i,-0.00019252+0.00036269i,0.00013392+2.516e-05i
0.00029339+0.00048011i,0.00046373+0.0005232i,0.00021+0.00030119i,8.9907e-05+0.00028919i,0.0010192-0.00012155i,0.0015404-0.00096197i,0.00080679-0.00042216i,5.0824e-05+0.00074606i,0.00035623+0.00091963i,0.00092087+0.00074207i,0.00060471+0.00065565i,-0.00010852+0.00048686i,-0.00032854-0.00012034i,-0.00057903-0.00010068i,-0.00047019-0.00027613i,-0.00054741-0.0010847i,-0.00085534-0.0010105i,-0.00068523-0.00041411i,-0.00012308+0.00010753i,-7.9547e-05-0.00022156i,-0.00012292-0.00057425i,-0.00020374-0.00033284i,-0.00014354+7.8619e-05i
-0.0013982+0.0018578i,-0.003394+0.0011251i,-0.0030546+0.0010083i,-0.00061367+5.9002e-05i,0.0015992-0.0022114i,0.0014624-0.0031041i,-0.00014421-0.0019226i,-0.00086487-0.00032144i,-0.00043657+0.00057362i,7.7702e-05+0.0010288i,-0.00067075+0.00087966i,-0.001595+4.8024e-05i,-0.00090736-0.00061828i,1.0664e-05-0.00036496i,0.00062552-0.00063172i,0.00052017-0.00078892i,0.00014258-0.00012621i,-0.00074176-6.9677e-06i,-0.0013095-0.00049611i,0.00038294-0.00065937i,0.00069673-0.00062582i,-0.00044206-0.00077659i,-0.0011226-0.00023004i
0.00018802+0.00064078i,0.0013924+0.00033561i,0.0022626+0.00017449i,0.0021371-0.00026339i,0.001311-0.00095573i,0.00070221-0.0010657i,0.00024196-0.0012497i,0.00042285-0.0012662i,0.00067168-0.0005529i,0.00063782+0.00067867i,0.00064244+0.00078756i,0.00012873+8.3996e-05i,0.00063807+0.00050763i,0.0014652+0.00080689i,0.00088486+0.00036142i,-0.00026741+0.00044436i,0.0001572+0.00034435i,0.00080105+0.00011128i,0.00056978+0.0010607i,-0.0001803+0.0011256i,-0.00070128+0.00043494i,-0.00039531+0.00050057i,-0.00065866+0.00073098i
0.0034283+0.0024567i,0.002469+0.00094147i,0.0010362+0.00020021i,0.0006289+0.00022411i,0.00020392-6.7326e-05i,-0.00011063+0.00016201i,-0.00026003+0.00047683i,-0.00023+0.00029707i,0.00061829+0.00010812i,0.00068746-0.00012363i,0.00015026-0.00036267i,0.00043165-2.3733e-06i,0.0008783-0.00010771i,9.6528e-05-0.00015191i,-0.00053396+0.00023998i,0.00029724+0.00040917i,0.00053204+0.00010907i,-9.8407e-05-0.0002143i,0.00010739+0.00031623i,0.00018217+0.00034258i,-0.00028843-0.000377i,-3.0524e-05-0.0006139i,0.00012454+3.4708e-05i
-6.3386e-05-0.0017474i,-0.0011293-0.0023094i,-0.0024196-0.0029454i,-0.0027312-0.0019431i,-0.0017264+0.00020229i,-0.0011419+0.00056647i,-0.00050819-0.0004529i,6.6531e-05-0.0005152i,0.00027864-0.00071241i,1.6931e-05-0.00084708i,-0.0010674+6.1254e-05i,-0.0012433+0.00081728i,-0.00032874+0.00063213i,0.0001455-0.00016769i,1.3548e-06-0.00028481i,-0.00021848+0.00010965i,-0.00048157-0.00011369i,-0.00031661+0.0001509i,0.00032196+0.00059567i,0.001368+0.00021562i,0.0012651-2.699e-05i,0.00073647-0.00013877i,0.00023488+0.00011642i
-0.0022011-0.0035594i,-0.0028768-0.0022014i,-0.003518+0.00053953i,-0.0018729+0.0024259i,-0.00033816+0.0017069i,0.00016971-4.8437e-05i,7.2372e-05-0.00074259i,-7.2576e-05-0.00058678i,0.00011307+0.00030936i,-0.00024639+0.00079069i,-5.5532e-05+0.00017481i,0.00063186+0.00022132i,0.00043479+0.00048774i,0.00041613+0.00047963i,0.00063792+0.00082399i,0.00078705+0.0010855i,-9.1394e-05+0.00083215i,-0.00067528+0.00041032i,0.00011937-0.0001585i,0.00027124-0.00020608i,0.00044786+0.00037531i,0.00056062+0.00044384i,0.00011439-0.00029397i
0.0013064-0.0010014i,0.00027264-0.0027283i,-0.00092712-0.0023903i,-0.00099481-0.00019876i,-0.00038559+0.00023579i,0.00028797-0.0002599i,0.00054397+0.00059066i,0.00035065+0.00087765i,0.00055188+0.00067828i,0.00052562+0.00072144i,2.077e-05+0.00054516i,0.00032888-0.00026288i,0.0004733-0.00092721i,0.00034055-1.8954e-05i,0.00057405+0.00061522i,0.00058313+0.00046731i,0.00023195-2.5405e-05i,-3.8211e-05-0.00024366i,-0.00019086-0.00011638i,-0.00051443+6.5036e-05i,-0.00037955+9.5617e-05i,0.000466-0.00011341i,0.00073992-0.00019272i
-0.0017718+0.0040323i,-0.00062939+0.0044504i,0.0006817+0.0034343i,0.0011349+0.0023513i,0.001374+0.00053912i,0.0011066-0.001475i,0.00028794-0.0014789i,0.0001095-0.00043386i,0.00030476-0.00036062i,0.0005282-0.00064407i,7.1532e-05-0.00026575i,-0.00013459-0.0004201i,-3.6239e-05-0.0008184i,-0.00025331-0.00089721i,1.9617e-06-0.00077681i,0.00029825-0.00025906i,0.00019264-2.4442e-05i,-0.00020264-6.8339e-06i,-0.00037353-0.0001531i,0.00051393-0.00031706i,0.00054198-0.00029642i,-0.00015152-0.00034389i,-0.00010224-5.7939e-05i
-0.0025247+0.00084134i,-0.0022855+0.00056403i,-0.0030537+0.0020762i,-0.0016544+0.0017963i,0.00029039+0.00012056i,0.00094011-0.00069304i,0.00089757-0.0011988i,0.0002244-0.00092164i,6.836e-06-0.00025168i,0.00057326-0.00017403i,0.00049879-3.7148e-05i,-0.00039763+0.00043267i,-0.00069599+9.1334e-05i,1.6004e-05-0.00088097i,0.00087061-0.00089853i,0.00081584-0.00076499i,0.0004155-0.00065604i,0.00056658-0.00014298i,0.00044628-0.00013793i,0.00060681+0.00014444i,0.00074468+0.0005375i,-0.00028023+0.0006463i,-0.00013634+0.00081252i
-0.0016612-0.0014687i,-0.0020065-0.0010573i,-0.0019924+0.00084299i,-0.00021789+0.0019097i,0.00054927+0.0016597i,0.001172+8.0528e-05i,0.0013657-0.00040218i,0.00043229-0.00037669i,0.00030258-0.00064433i,0.00078927+0.00039848i,0.0010076+0.00093988i,0.00084789+0.00055996i,0.00027579+0.00024119i,-0.00049397-0.00076692i,-0.00034991-0.0008313i,2.1203e-05+7.7297e-05i,-0.00041165-0.00040759i,8.6977e-05-0.001266i,0.00102-0.0010193i,0.0006136+9.3423e-06i,6.8231e-05+0.00053864i,0.00048822+0.00037155i,0.00058291+0.00036876i
0.0021461-0.0013717i,0.0012482-0.00094483i,0.00026552-0.0013385i,-0.00019913-0.0016557i,-0.00010969-0.0017459i,3.9435e-05-0.0022937i,0.00042662-0.0017724i,0.00026697-0.00084984i,0.00029658-0.00035431i,-0.00016982-1.4501e-05i,-0.00049374+0.00023707i,0.00059491+0.00041639i,0.00049899+0.00065244i,-0.000172+0.0012956i,0.00038944+0.0011089i,0.00055752+0.00033697i,-0.00048044+0.00024064i,-0.00090896+0.00040791i,-5.4502e-06-0.00020106i,-0.00030699-0.00098051i,-0.00086143-0.00019944i,8.7307e-05+0.00028955i,0.00069522-0.00011291i
0.0018598+0.0019814i,0.00048408+0.00096287i,0.00014768+0.00049747i,0.0002275-0.00039225i,-0.00035781-0.0010036i,-0.00078632-0.00082866i,-0.0012773-0.00094766i,-0.0011334-0.00071019i,0.00021556-0.00060101i,0.00032038-0.00070418i,5.9529e-05-0.0010273i,0.000322-0.00061918i,-0.00014371-0.00011757i,-0.00051126+0.00033672i,-0.00043688+0.00066183i,-0.00050678+0.00074824i,9.0787e-05+0.0010486i,-9.2369e-05+0.0011179i,-0.0003016+0.0014637i,-4.2495e-05+0.0010121i,0.000282+0.00024945i,0.00063213+0.00035983i,0.00054604+0.00073431i
0.0010709+0.0017741i,0.0019051+0.0019723i,0.0027791+0.0023903i,0.0030911+0.002343i,0.002824+0.0011159i,0.001667-0.0010185i,0.00058719-0.0011818i,0.00012908-5.4854e-05i,-1.3733e-05+3.6847e-05i,0.00056599-0.00031984i,0.00070772+9.7988e-05i,5.1482e-05+0.00087351i,-8.7982e-05+0.001196i,4.6048e-06+0.0007162i,0.00016918-0.00033012i,0.00026415-0.00073134i,0.00029643+0.00019009i,0.00090668+0.00031473i,0.00089748-0.00015813i,0.00028118+0.00040773i,0.00024374+0.00049022i,0.00019803+0.0002003i,-0.00013169-0.0002141i
8.9987e-07-0.0010422i,-0.0013843-0.0012779i,-0.002254-0.0015839i,-0.0019688-0.0011508i,-0.00072088-0.0013742i,0.00028209-0.0011385i,0.00022422-0.0011809i,0.00012342-0.0010381i,0.00034912-0.00054869i,5.9046e-05-6.5322e-05i,0.00030479+0.00044345i,0.00096391+0.00047178i,0.00031477-6.3356e-05i,-0.00033654-0.00056816i,0.00018147-0.00028733i,0.00034881+0.00052066i,-0.00011088+0.0013828i,-0.00085617+0.00088334i,-0.00072326-6.0208e-05i,-0.00037963-0.00047452i,-0.00036173-0.00039109i,-0.00057703-6.5165e-05i,-0.00061304+0.00047538i
0.0011059+0.00054033i,0.0013295+3.029e-05i,0.00083343-0.00030324i,0.00017644-0.00034851i,-0.0001579-0.00094459i,-0.00039901-0.0021942i,-0.00044036-0.0016524i,-0.00086589+8.2789e-05i,-0.00069888+0.00024181i,-0.00032278-0.0002728i,-0.00069662-0.00010375i,-0.00035537-0.00029453i,-2.4944e-05-0.00020616i,-0.00034296+0.00057101i,-0.00017632+6.1677e-05i,-0.00014544-0.00044732i,-0.00029856+0.00049484i,-0.00044712+0.00080766i,-0.00022653+0.00022342i,0.00039753-0.00017924i,0.0010401+0.00034952i,0.00061456+0.00083834i,0.00019276+0.00044883i
-5.2554e-05-0.00050019i,-0.00010496-0.00083779i,-0.0018111-1.4437e-05i,-0.00085389+0.00070502i,0.00067+0.0011832i,0.00028442+0.00070305i,0.00031701+4.3842e-05i,0.00052847-0.00018369i,0.00048664+0.00062342i,0.00028839+0.00071851i,0.00027884-0.00061032i,0.00033655-0.0010319i,0.00047328-0.00050347i,8.2767e-06-0.00013341i,-0.00072699+4.0747e-05i,-0.00079392-7.3562e-05i,-0.00036899+0.00048828i,-1.915e-05+0.00074368i,-0.00042678+0.00066167i,-0.0013306+0.0002985i,-0.001329-0.00070776i,-0.00025872-0.00094382i,0.0002337-0.00048266i
-0.0019134+0.0021227i,-0.0021761+0.0021963i,-0.0017198+0.0018539i,-0.00072886+0.0018864i,0.00046437+0.0014019i,0.0019856-0.00047102i,0.0015764-0.00063994i,0.00061531-0.00058086i,0.00096686-0.00063134i,0.0009188-0.00029844i,0.00046784+0.00016304i,0.00050042+8.4917e-05i,0.00057488-0.00029023i,0.00021547+0.00028304i,-0.00049413+0.00082078i,-0.00055587+0.00034245i,-0.00039727+0.00029386i,-5.495e-05-0.00013625i,0.00089503-0.00056628i,0.0012977+0.00028168i,0.001078+0.00042168i,0.0011383+7.7689e-06i,0.00093636+8.6312e-05i
-5.3383e-05-0.0011993i,-0.00062953+0.00010739i,-0.0003238+0.00073583i,0.00072596+0.00086476i,0.0013662+0.00031905i,0.00060402-0.00025035i,0.00025609-0.00036144i,0.0004787+0.00032688i,0.00049058+0.0012448i,0.00029142+0.00090365i,-3.4615e-05+0.00042063i,-0.000452+0.00047063i,-0.00015438+0.00037625i,0.00016027-0.00012331i,-0.00053609-0.00035337i,-0.00064703-5.5099e-05i,-0.001169+0.00096482i,-0.00065813+0.0011767i,0.00014873+0.0010255i,0.00010644+0.00047385i,0.00028513+2.8899e-05i,0.00071215+0.00014041i,0.0002859+8.4208e-05i
-0.00027818-0.00214i,-0.0014576-0.00066956i,-0.0023096+0.0002047i,-0.0015468+0.00019508i,-0.00087886-0.00089476i,-0.00055483-0.0014252i,0.00018266-0.0011475i,0.00013224-0.00065135i,-0.00027608-0.00046153i,-0.00059977+0.00012065i,-0.00037695+0.00019791i,0.00057582-0.00033623i,0.00053834-6.8366e-05i,0.00046737-0.0010471i,0.0010605-0.0012384i,0.00050014-0.00027899i,-0.00011995+0.00059488i,8.4166e-05+0.00095479i,0.00019755+0.0011322i,0.00034723+0.0012318i,0.00029943+0.00035587i,0.00014468-0.00025671i,0.00010285-0.00021415i
0.0030774-0.0013498i,0.001435-0.0015283i,6.6635e-05-0.0022678i,-0.001124-0.002131i,-0.0010115-0.0006856i,-0.00039888+0.00052849i,-5.1062e-05+0.001026i,0.00035828+0.0014961i,-0.00062979+0.00096895i,-0.00096836+0.00056431i,-0.00055768+0.0012079i,-0.00050635+0.0015379i,-0.00026548+0.001007i,0.00027254+0.00094027i,0.00055307+0.00038909i,0.00059937+0.00016514i,0.000759+0.00051327i,0.00022637+0.00048887i,0.00063529+8.8663e-05i,0.0014166+0.00067078i,0.00073961+0.0014796i,0.00025967+0.00075885i,0.00057059+0.00026316i
-0.002283+0.0016246i,-0.0034003+0.0023243i,-0.0029968+0.0026591i,-6.6681e-05+0.0021082i,0.0011172+0.00074396i,0.00090294-0.00048456i,0.0004659-0.0015553i,0.00026803-0.0012754i,0.0001586+0.00022974i,0.00012061+0.0006807i,-7.9587e-06+0.00042933i,-0.00034764+0.00015826i,-0.00029143-0.00051714i,-0.0003607-0.0012593i,-0.00015547-0.00037312i,-0.0001235+0.00052003i,0.00041778-1.0336e-05i,0.0010629-0.00018203i,0.00086631-0.00062049i,0.00049883-0.0010569i,0.00038605-0.00014454i,-0.0002403+0.00029511i,-0.00023951-0.0001682i
-0.00044562+0.0022284i,-0.00020338+0.00099085i,0.00075382-0.00011915i,0.001623-0.00010385i,0.0016555-0.00040095i,0.00087047-0.00098044i,0.00013644-0.0010921i,-0.00033097-0.00052509i,0.0004763+6.1029e-05i,0.0012479+0.00018273i,0.0011297+4.0243e-05i,0.0012605+0.00047501i,0.00025258+0.00044262i,-0.00049417-0.00043299i,0.0001504-0.00024406i,0.00048743+0.00048645i,0.0001401+0.00050366i,0.0005912+0.0010924i,0.00029357+0.0016169i,-0.00080274+0.00065328i,-0.0011263+0.00018224i,-0.00087969+0.00048308i,-2.646e-05+0.0010175i
-0.00059056-0.00083789i,-0.001617-0.00062489i,-0.0015855-0.00015646i,-0.0012772+0.00027673i,-0.00028476+0.00030674i,0.00049322-0.00056869i,0.00067869-0.00088328i,0.00043959+0.00033934i,-0.00077016+0.00049201i,-0.00083716-1.3964e-05i,0.00033543-8.3201e-05i,0.0011264+1.0403e-05i,0.0010616-0.00011409i,-0.00015349-0.00052051i,-0.0010327-0.00072946i,-0.00053096-0.00039384i,-2.7023e-05+0.00074353i,-0.00037736+0.00025045i,-0.00023206-5.4033e-05i,0.00027524+0.00025034i,0.00025822-2.9142e-05i,-0.00064794+9.285e-05i,-0.001111+0.00018368i
0.00093007-0.00063208i,-0.0001978-9.1805e-05i,-0.0022819+0.00028884i,-0.0017904+0.0010729i,-0.0011776+0.00085349i,-0.00088859-3.2704e-05i,-0.00017697-0.00095028i,-0.00027346-0.00098173i,-0.00023765+1.583e-06i,0.00014916+0.00014665i,0.00048531+7.673e-05i,0.0011505+8.5295e-05i,0.0015675-0.00039844i,0.00075887-0.00076484i,0.00029308-0.00057303i,0.00031141-4.5869e-05i,6.8874e-05+0.00048395i,-0.00016624+0.00035904i,-0.00014851+0.00066777i,3.0863e-05+0.00096041i,0.00022742+0.00033079i,0.00027541-0.00058883i,0.00012782-0.00041875i
