-0.00074699+0.00023502i,-0.00085014+0.00079529i,-0.0010104+0.00071246i,-0.00081511+0.00036332i,-0.001104+0.00089894i,-0.00041779+0.00069927i,-0.00010365+0.00087319i,0.00023942+0.0014917i,0.0011289+0.0019347i,0.00092621+0.0006927i,0.00024922-0.00077665i,-0.00027746-0.0011986i,-0.00038719-0.00090316i,4.5967e-05-0.00045053i,0.0010093+0.00012563i,0.00062983+0.00069046i,-0.00046005+4.3735e-05i,-0.00071995-0.0007663i,0.0001015-0.0010736i,0.00086928-0.0008859i,0.0006721+4.3563e-05i,0.00060219+0.00026671i,0.00099014-4.7207e-06i
-0.00089619-0.0010854i,-0.0009611-0.00030031i,-0.0014423-8.3356e-05i,-0.00025493-0.00022694i,0.0011089+0.0001585i,0.00067241+0.00025848i,-0.00019807-0.00023616i,-0.0010259-0.00046237i,-0.00094136-0.00010643i,4.852e-05+0.00016551i,0.00056475+0.00061114i,5.5023e-06+0.00097284i,-0.00068795+0.00053365i,-0.00072386-4.9177e-05i,-8.0757e-06-0.00021105i,0.0003358-0.00027581i,0.00041534-0.00071098i,0.00028845-0.0003602i,0.00015935+0.00029144i,-0.00038025-0.00032419i,-0.00069611-0.00032606i,-0.0001576+0.00032416i,-6.4171e-05+0.00022321i
-0.00035052-0.00012587i,0.00028802+0.0003766i,0.00055099+0.0012708i,-0.00041358+0.0020004i,-0.0010882+0.0020175i,-0.00071701+0.00076743i,0.00026007-0.00068182i,-0.00010134-0.0011916i,-0.00097818-0.00078943i,-0.00089252-0.00045571i,-0.00016012-0.00033079i,0.00027013+0.00014495i,-0.00022718+0.00043901i,-0.00033182+0.00027197i,0.00051023+0.00052602i,0.00054064+0.0005326i,-0.00051417+0.00029306i,-0.00081158-0.00015663i,-0.00061103-0.00011902i,-0.00022977+0.00029373i,0.00027225+0.00051702i,0.00025618+0.00050266i,4.1165e-05+0.0005772i
0.0017737-0.0012977i,0.00031269-0.00086231i,-0.00053253-2.5043e-05i,-0.00052548+0.0012948i,-0.00047528+0.0012599i,-0.00028896+0.0012039i,1.2413e-05+0.0007143i,-0.00020168-0.00028103i,-0.00042949-0.00053469i,-0.00077871-0.00018691i,-0.00089393+0.0001729i,-0.00063188+0.00055228i,-0.00024103+0.00067305i,-0.00034345+0.0011354i,-0.00074364+0.0014602i,-0.00049915+0.0007305i,-0.00022987-0.00036282i,-0.00034343-0.00050087i,-0.00047708-0.00063715i,-0.00058179-0.00059954i,-0.00051584-3.2539e-05i,-0.00043178-0.00011935i,-0.00034998-0.00056549i
-0.00083232-0.00027201i,0.00022405-0.00041686i,0.00058045-0.00046952i,-0.00030881+1.4452e-05i,-0.00078498+0.00069217i,-0.00013474+0.00043433i,0.00021592+0.00017488i,-0.00012956+0.00014958i,0.00035019-0.0001943i,0.00072648-0.00026996i,0.00014594-0.00052163i,-0.00071257-0.0004353i,-0.001231-0.00011463i,-0.0015813-0.00072371i,-0.0014405-0.00095888i,-0.00089022-0.00079247i,-0.00061441-0.00055591i,-0.00022861+7.7346e-05i,-0.00048786+0.00020948i,-0.00068066-0.00074106i,0.00022134-0.00089273i,0.00043234+0.00033372i,0.00030274+0.00098558i
0.00055626+0.001964i,0.0013531+0.0017769i,0.0032453+0.0028025i,0.0042936+0.0023799i,0.003288+0.00045303i,0.0010393-0.00037958i,-0.00038067+0.00010489i,-0.0011637+0.00091522i,-0.0011274+0.0010353i,-3.4819e-05+0.0005518i,-0.00011196-8.9728e-05i,-0.00032429-0.00010961i,0.00034985+0.00010805i,9.6658e-05-0.00024613i,-0.00039331-0.00038114i,-0.00022325-3.854e-05i,4.9914e-05+0.00095081i,0.00065792+0.0015362i,0.0015075+0.0018221i,0.001092+0.0015906i,0.0005564+0.00083747i,0.00017105+1.9287e-05i,-4.4112e-05-0.00010148i
-0.00060451+0.00072651i,-0.00034584+0.0010244i,-0.00039204+0.0016239i,-0.00054171+0.0017652i,-0.00059493+0.0016017i,-0.00015587+0.00061515i,-0.00017184-0.00042861i,-0.00054509-0.00071314i,-0.0010142+0.00010356i,-0.00093257+0.00063972i,-0.00030312+0.00094481i,0.00021215+0.00079921i,0.00065243-0.00019i,0.00059817-0.00053067i,0.00018047+7.8212e-05i,-5.0805e-05+0.00056902i,0.00039098-1.1703e-05i,0.00054284-0.00040227i,0.00018865+0.00038827i,-0.00039754+0.00033612i,-0.00067268-3.974e-05i,-0.00028591-0.00047932i,0.00030644-0.00059893i
0.0013509+0.00062346i,0.0016506+0.0011599i,0.001677+0.0012695i,0.0023085+0.0008593i,0.0020324+0.001565i,0.0021185+0.0011017i,0.0010706-0.00015897i,-0.00042793-0.00047897i,-0.00070044-0.00012507i,-0.00030223-0.00017651i,-2.5682e-05+3.6107e-05i,-0.00072625+0.0010031i,-0.00062961+8.9382e-05i,-4.2061e-06-0.00061559i,-2.8894e-05+0.00015945i,-0.00062431-2.8968e-05i,-0.0012151-0.00045138i,-0.00082134+0.00022476i,-0.00068706+3.6494e-05i,-0.00029169-0.00082378i,0.00068895-0.00094994i,0.0013118-0.00046393i,0.00038434-0.00032374i
-0.0030907+0.0017047i,-0.0031247+0.0030112i,-0.0027571+0.0049296i,-0.0013601+0.004382i,0.00074889+0.0019515i,0.0016131-0.00037106i,0.00052153-0.001823i,-0.00048676-0.001893i,-0.00075121-0.0014959i,-0.00048712-0.00039194i,-0.00012855+0.00054627i,-3.9182e-05+0.00036391i,0.00021464+0.00017974i,0.00031827-5.1227e-06i,0.00044319-0.0005634i,-0.00027002-0.00048236i,-0.00078871+6.2073e-05i,-2.3721e-05+0.00041535i,0.001323+0.00026678i,0.0010768+0.00043067i,-4.8462e-05+0.00068037i,-0.00034447+0.00023218i,-0.00023476+0.00012066i
-0.00085684-0.0020879i,-0.0015176-0.0012468i,-0.00082726+0.0011966i,3.2418e-06+0.0017706i,0.00041102+0.0010971i,-2.3132e-05+0.00097661i,-0.00044402+0.00088978i,-0.001543+0.00064101i,-0.0020054+7.3791e-05i,-0.0011672-0.00073005i,-0.00038984-0.0007586i,-0.00077937-0.0004237i,-0.00039719-0.00021992i,0.00051278+0.00041489i,0.00051912+0.0013354i,0.00026309+0.00098543i,0.00058732+0.00023771i,0.00075909-0.00035008i,0.00047306-0.00076232i,2.1593e-05-0.00069726i,-0.00051996-4.6874e-05i,-0.00031351+0.00072785i,-0.00035166+0.0003822i
0.00045473+0.0038226i,0.0019282+0.0038518i,0.001979+0.0031218i,0.0019089+0.0022477i,0.0013841+0.0019323i,0.00046578+0.0017024i,-0.00014591+0.0015021i,-0.00063099+0.0010092i,-0.00064806+0.00026898i,-0.00051792+0.00017946i,-0.00044864+0.00070636i,-0.00018651+0.00043469i,-0.00036734+0.00059602i,-0.00089787+0.0006193i,-0.0004445+0.00084011i,0.0010179+0.0010375i,0.0011716+0.00075111i,0.00027058+0.00077336i,-0.00018808+0.00026666i,-0.00058235-0.00043447i,-0.00084907+4.6727e-05i,-0.00084384+0.0010478i,-0.00020006+0.00094292i
0.00084197-0.00066241i,-0.00038889-0.00042617i,-0.00010472-0.00025158i,0.00090369+0.00051257i,0.00066846+0.00082924i,-0.00035085+0.00029912i,-0.00027559+0.00054028i,3.5038e-05+0.00082737i,-0.00044025+0.00045404i,-0.00047545-0.00051618i,-0.00049462-0.00032224i,-0.00065883+4.0751e-05i,-0.00078604-0.00031753i,-0.00060856+9.0194e-05i,0.00011987+0.00061929i,0.00052405+0.00045562i,0.00077005-0.00012933i,0.0015336+0.00017226i,0.002052+0.00077639i,0.0010367+0.00026264i,-0.00064462+0.00014032i,-0.0011866-3.6592e-05i,-0.00077267+9.9223e-05i
0.00066064-0.0004623i,0.0015955-0.00052351i,0.0023702-0.0011656i,0.0010474-0.00078953i,0.00029234-4.2685e-05i,0.0015958+0.0003315i,0.0011941+0.00014109i,-6.669e-05-0.0006192i,-0.00054838-0.00032327i,-0.00084521-0.00058462i,-0.00041007-0.0014105i,0.00014143-0.0010648i,0.00037265-0.00063296i,0.0002712-0.00102i,-0.00051696-6.5202e-05i,-0.00078122+0.00016575i,-0.0002451-0.00024885i,-0.00060682+0.00071937i,-7.3978e-05+0.0011519i,6.1481e-05+0.00074789i,-9.3267e-05-0.00022261i,8.2741e-05-0.00031998i,-0.00046589+0.00043579i
-0.002076+0.00037998i,-0.00083926+0.0011707i,-0.00013308+0.0027383i,0.00042381+0.003253i,0.0010436+0.0027558i,0.00055275+0.0014587i,-0.00045721+0.00036615i,-0.0012358+0.00017424i,-0.0016222+0.00021896i,-0.00076157+0.00012344i,0.00075646+0.00013747i,0.0014468+0.00047223i,0.0012176-6.3721e-05i,0.00078805-0.00086877i,0.00080761-0.00098893i,0.00084178-0.00048738i,7.2984e-05+0.00040277i,-0.00010551+0.00021644i,5.1899e-06-3.5951e-05i,0.00048384+0.00062489i,0.00059504+0.0010376i,-0.00020374+0.00043129i,0.00014818-0.00054514i
0.00033775+0.0003155i,0.0011327+0.0021946i,0.0005043+0.0033502i,-0.00086786+0.0028249i,-0.00067131+0.0013222i,0.00029821+2.9405e-05i,-0.00066873-0.00013947i,-0.0017024-6.8977e-05i,-0.0013974-0.00036518i,-0.00079024-0.00025665i,-0.00014169-9.5849e-05i,2.3053e-05+1.8446e-05i,-9.2934e-05-0.00014878i,-4.5505e-05-0.00037435i,-0.00031285-0.00053356i,-0.0011945-0.0005782i,-0.0013046-0.00043326i,-0.0009928-0.00019032i,-0.00063258+7.7136e-05i,-0.00018367+1.9111e-05i,0.00013743+0.0005295i,0.00027498+0.00056653i,0.00070087+0.00043298i
0.00038276+0.00058221i,0.0013569+0.001278i,0.00099962+0.0019787i,0.00036188+0.0019284i,0.00056579+0.0016631i,0.00091211+0.00096503i,-0.00014766+0.00080261i,-0.001251+0.00022997i,-0.00070891-0.0004245i,-0.00024323-0.0008089i,6.1856e-05-0.00042326i,0.00044521+0.0005028i,0.00027485+0.00051917i,0.00010557-7.5954e-05i,0.00011218-0.00011948i,-0.00034618+0.0006111i,-0.00080965+0.00078921i,-0.00051852+0.00043023i,-9.498e-05-0.0001743i,-0.00032552-0.00098124i,-0.0011128-0.00051345i,-0.00050238-0.00046118i,0.00013448-0.00059516i
-0.00020369+0.0025402i,-0.00026481+0.0023333i,-4.7911e-05+0.0010712i,0.00035204+0.00052694i,0.0010121+0.00082928i,0.00094594+0.00045624i,0.0007761-0.00024581i,0.00014358-0.00036644i,-0.0011771+0.00050641i,-0.0017885+0.0011097i,-0.0010106+0.00087743i,-0.00058696+0.00041085i,-0.00081054-0.00027564i,3.1217e-05-1.2068e-05i,0.00026316+0.00072422i,9.9757e-05-8.1974e-05i,0.00011417-0.00011035i,-9.0576e-05-0.00034173i,-8.4557e-05-0.0010289i,-0.00015561-0.00034302i,-0.00025335+2.0771e-05i,-0.00015251+0.00051489i,-1.078e-05+0.00061072i
-0.0012159-0.0038683i,-0.0037227-0.0026148i,-0.0044619-0.00084762i,-0.0033889+0.0015426i,-0.0012665+0.0026486i,0.00039665+0.0024239i,0.00078166+0.001196i,0.00086842-8.856e-05i,0.00029917-0.00046326i,-0.00076111-0.00044203i,-0.0013455+0.00025446i,-0.00016957+0.0012005i,0.0015192+0.0012121i,0.0018222+0.0012507i,0.0015335+0.00091484i,0.0009234-0.00012416i,-0.00011109-0.00071186i,-0.00041708+0.00018142i,0.00035793+0.00092363i,0.00043353+0.00035315i,-0.00016461-7.9808e-05i,0.00038921+6.2167e-05i,0.00024993-0.00024707i
0.00045246-0.0011595i,-0.0012507-0.0013558i,-0.0012329-0.0017533i,-0.0009515-0.00033197i,0.00017673+0.0009889i,0.0010624+0.00082787i,0.00079169-7.6715e-05i,-0.00050364-0.00036855i,-0.0011366-0.00054671i,-0.0014192-0.00054937i,-0.0014664-0.00027772i,-0.00093851-0.00031158i,0.00037537+0.00033739i,0.00083893+0.0014309i,5.2308e-05+0.0011193i,0.00022444+0.00038906i,-2.6296e-05+0.00010882i,-0.00022417+0.00014633i,-0.00023973-2.2057e-05i,-0.00017376-0.00019396i,5.694e-05-0.00018765i,-0.00020431+0.00033487i,-0.0010555+0.0012312i
0.00070832+0.0019747i,0.0011856+0.0026599i,0.0013636+0.0019241i,0.00061557+0.0011594i,-0.00034104+0.00036515i,-0.00071116-0.00014227i,-0.00063625-0.00023383i,-0.00085641-0.00048568i,-0.00098629-0.00043383i,-0.00010896-0.0007073i,-0.00038111-0.0010685i,-0.0010771-0.00048442i,-0.00066047+0.00031523i,-0.00019434+0.00039709i,0.0003035+0.00058729i,0.00041533+0.00087959i,-5.6341e-05+0.00066514i,-0.00023732+0.00010969i,-0.00011669-0.00034309i,-0.00039457-0.0008133i,-0.00046608-0.00097754i,-0.00017641-0.0002037i,-0.00035367-4.0275e-05i
-0.0010234+0.00055044i,-0.00010623+0.0019995i,0.00047171+0.0023466i,0.00051056+0.0016684i,0.00040012+0.00144i,0.00053966+0.0011808i,-4.3387e-06+0.00082052i,-0.00024011+0.00057361i,0.00029304+0.0005498i,0.00060397+0.0005644i,0.00058587+0.00030669i,0.00070456-0.00042843i,0.00041091-0.00045442i,-0.000208-0.00032904i,-0.00022532-0.0006078i,-0.00015329-0.0011544i,-0.00061233-0.0007462i,-0.0013709-3.4047e-05i,-0.0017014+5.5414e-05i,-0.00073578+0.00016153i,0.00067324+0.00015931i,0.00074531+0.00023024i,-0.00016285+0.00036367i
-0.00046459+0.00076038i,-0.00087731+0.00080353i,-0.0020231+0.00078262i,-0.0019784+0.00016318i,-0.00077883+6.3578e-05i,0.00050667+0.00049698i,8.5964e-05+0.00032909i,-0.0012771+0.00023562i,-0.00099101+0.00028265i,-0.00015507+0.00019137i,-0.00025048+8.2149e-06i,-0.00055042+0.0011411i,-0.00073734+0.0025539i,-0.00080351+0.0017719i,-0.00014092-6.7222e-05i,0.00049998-0.00058409i,0.00088735-0.00044126i,0.00033404-0.0003299i,-0.00079805-0.00051227i,-0.0010681-0.00078478i,-0.00074441-0.00082061i,-0.00045161-0.00063415i,-9.1666e-05-6.2662e-05i
-0.0015757+0.0016375i,-0.0010858+0.0032136i,0.00025927+0.0035055i,0.0014169+0.002546i,0.00091016+0.0018655i,-0.00049989+0.00094351i,-0.0013425+0.00012417i,-0.0014474-0.00010038i,-0.0011717+9.3281e-05i,-0.0010601+7.4503e-05i,-0.00068037+0.00059277i,-0.0001245+0.00096193i,0.0001449+0.00035847i,0.00079635-9.4907e-05i,0.0011088+5.8398e-05i,0.00068476-0.00026689i,0.00012265-0.00036809i,4.5588e-05-1.7391e-05i,-0.00013687-0.00042706i,-0.00031748-0.00032758i,-0.00013474+0.000415i,0.0004859+0.00055719i,0.00044895+0.00025777i
-0.0019967+0.0010513i,-0.0013223+0.0024764i,-0.0016291+0.0033956i,-0.0011093+0.0036141i,-0.00030304+0.0030516i,-0.00024297+0.0011672i,-0.00068161-0.00031542i,-0.00077956-0.00032178i,-0.00064226-0.00026609i,-0.00057173+0.0004228i,-0.00079379+0.00075077i,-0.00082031-0.00010175i,-8.9268e-05-0.0012036i,0.0010036-0.0015422i,0.0013463-0.00094032i,0.00053094-0.00015522i,0.00016747-0.00021438i,-5.1012e-05-0.0012106i,-0.00024523-0.0010647i,-4.8841e-05-0.0003371i,0.00034122-0.00025099i,0.00019492+0.00019675i,0.00023251+0.00021041i
-0.0023475-0.00082901i,-0.0021368-0.00015577i,-0.0014681+0.00038173i,-0.00048661+0.0014327i,0.00018186+0.0020963i,3.5809e-05+0.0017716i,-0.00054843+0.0011364i,1.828e-05+0.0007485i,-7.0783e-05+0.00046618i,-0.00078897-0.00066328i,-0.00061546-0.00099381i,-0.00037764-0.0010311i,0.0001421-0.0010731i,0.00060786-0.000448i,0.00017138+0.00025519i,3.9668e-05+0.00060935i,7.18e-05+0.00042311i,0.00026346-0.00024445i,0.00040038-0.00061079i,-0.00019485-0.00080753i,-0.00046414-0.00044i,-0.00018624+0.00030651i,-0.00047594+8.9308e-05i
0.001022+0.0015382i,0.00024924+0.0020736i,-0.00047918+0.0024015i,-0.00035661+0.0016835i,-0.00032631+0.00032928i,-0.0011493-0.00059607i,-0.0015578-0.0011316i,-0.00070324-0.0012286i,-0.00030554-3.51e-05i,-0.00098925-4.154e-05i,-0.00088072+0.00025464i,-0.00016685+0.0010016i,-0.00010095-4.4647e-05i,-0.00047505-0.0008355i,-0.00050449-0.00095334i,0.00011084-0.00073953i,0.00011773-0.00013017i,-0.00093016+0.0003204i,-0.00096857+0.00056172i,-0.00051758+0.00095305i,-0.0007981+0.00058808i,-0.0010397+0.00010078i,-0.001441-0.00050656i
-0.00040491-0.00021786i,-0.0010276+0.00042065i,-0.001118-0.00027326i,-0.00069399+0.00087624i,-0.0011913+0.0019067i,-0.0019186+0.0016713i,-0.00022645+0.0011427i,0.00036595+0.00033007i,-0.00042333-0.00043103i,-0.0004629-0.0005103i,-0.00070037-3.6304e-05i,-0.00097386+0.0011241i,-0.00085403+0.00096151i,-0.00078847+0.00036489i,-0.00093861+0.00030377i,-0.0002093+0.00023742i,0.00032999+0.0006272i,-0.00016671+0.00028349i,0.00030434-0.00044887i,0.0011143-0.00030623i,0.00070306-0.00062871i,-0.00064167-0.00057929i,-0.0014416-0.00034929i
0.0023645+0.0019629i,0.0030175+0.0018091i,0.0038427+0.0010934i,0.002658-0.00016081i,0.00083844-0.00047827i,0.00071699-0.00013326i,0.00024143-0.00023034i,-0.00060786-0.00080786i,-0.00088515-0.0006619i,-0.00062729+5.7392e-06i,-0.00022272-0.00036486i,-0.00058333+0.00020356i,-0.00059816+7.6219e-05i,-0.0005158-0.0001428i,-0.00076616+8.1888e-05i,-0.00026154+1.2188e-06i,-6.8463e-05+0.00044172i,-0.00021314+0.00068916i,5.1859e-05+0.00062416i,0.00051165+0.0001053i,0.0007416-3.3308e-05i,0.00034156+0.00027743i,6.4558e-05+0.00072925i
0.0011239-0.00075919i,0.00056918-7.4851e-05i,-0.0012513+0.00037145i,-0.0023172+0.0013892i,-0.0016617+0.0017388i,-0.0013517+0.0023914i,-0.00081907+0.002046i,-0.00060131+0.00098167i,-0.00062906+6.3142e-05i,-0.00050088-0.00082269i,-9.394e-05-0.0002736i,-3.5558e-05+0.00024127i,-0.00057858-0.00017802i,-0.00080433-0.00043461i,0.00010099-0.00051726i,0.00088938-0.00051471i,0.00084679-7.5408e-05i,0.000644+3.61e-05i,0.00039088-9.3172e-05i,0.00065578+0.0003034i,0.00055524+0.00019197i,-0.00022398-4.2751e-05i,-0.00095076+0.0003149i
0.0021304+0.00053054i,0.0020613-0.00037203i,0.0018903-0.00090207i,0.0012977-0.00041986i,0.0010067+0.00023031i,0.00046561+0.00037831i,-0.00064849+0.00048697i,-0.00093515+0.00015669i,-0.00059369-0.00047916i,-0.00038544-0.00078151i,-0.00052251-0.00034006i,-0.00026256-0.00012003i,-4.4614e-05+0.00023413i,0.00055613-0.00017527i,0.00075639-0.0005908i,-8.6213e-05-0.00016862i,0.00025576-0.00021765i,0.00018215+6.614e-05i,-0.00038173+0.00020398i,0.00033712-0.00014014i,0.00089686-7.1487e-05i,0.00035288-0.00029455i,-7.5251e-05-0.0005042i
-0.00040863+0.0017912i,-0.00017881+0.0035695i,-0.00014285+0.0042908i,-0.00016503+0.0031234i,0.0001206+0.0019062i,3.6551e-05+0.00084242i,-0.0005473+0.00018366i,-0.00145+0.00019409i,-0.0013995-0.00035106i,-0.00051122-0.00029121i,-5.6963e-07+0.00028731i,0.00036371+0.00026845i,0.00022709-0.00045922i,0.00037257-0.00083869i,0.00040839-0.00085756i,3.1698e-05-0.0005778i,0.00031279+0.00059668i,0.00043689+0.00020554i,0.00010057-0.0012792i,6.6844e-06-0.0012828i,0.00011243-8.9257e-05i,-0.00055286-0.00040662i,-0.00039666-0.001168i
-0.0034705-0.0016213i,-0.002542-0.00095739i,-0.0022699+0.00023993i,-0.00091998+0.0012275i,0.0013636+0.0021856i,0.0019347+0.0014978i,0.00096837+0.00016769i,-0.00044164-0.00038385i,-0.00071269-0.00012646i,-0.00030895+0.00031823i,6.0675e-05+0.00091638i,0.00068149+0.00061875i,0.0014415-9.4369e-05i,0.0016194+4.0332e-05i,0.0015526+3.8016e-05i,0.001372-5.6721e-05i,0.00079893-0.00033732i,0.00059053-7.4893e-05i,0.00024156+0.00026489i,1.283e-05-0.00031204i,0.00012281-0.00031127i,-0.00026877+0.00033006i,-0.00014826+0.00031874i
0.0012393-0.00050834i,0.001349-0.00027054i,0.00037546+0.00020376i,0.00015423+0.00064325i,0.00051452+0.0010295i,0.0002672+0.0014321i,-0.00068892+0.00045202i,-0.0016832-0.00060152i,-0.0019853-0.00082775i,-0.0012321-0.00027974i,-0.00073703+0.00019576i,-0.00077291+1.5542e-05i,-0.00077661-0.00024742i,-0.00038788+0.00011536i,-0.00047659+0.00062934i,-0.00072173+0.00047152i,5.4534e-05-0.00038965i,0.00036762-0.00038738i,0.00024199-0.00027037i,0.00049938-0.00050101i,0.00074693-0.00047406i,0.00010279-0.00023355i,-0.00051143-0.00021742i
-0.00041274+0.00011241i,-0.0018451+0.00059193i,-0.0021485+0.0013406i,-0.001264+0.0021352i,-0.00046032+0.0022696i,0.00036926+0.0023097i,0.00056623+0.0010504i,0.00012852-0.00018381i,-0.00065207-0.00045545i,-0.0010277-0.00038526i,-0.00014669-0.00026321i,0.00031699+0.00024804i,0.00021256+0.00099987i,0.00020387+0.00066872i,6.7662e-05-6.0739e-05i,8.3466e-05+0.00028016i,5.8285e-05+0.00029942i,0.00025457+0.0003524i,-4.9415e-05+7.3653e-07i,6.1793e-06+0.00015073i,-8.7629e-05+0.00029259i,-0.00022111+0.00062198i,0.00062324+0.00088182i
3.7586e-05-3.5814e-06i,-0.00052469+0.00027033i,0.00014095+0.0003092i,0.0011326+0.00094247i,0.0011222+0.0011803i,-0.00013033+0.0015696i,-0.0007456+0.0019988i,-0.0010133+0.0008233i,-0.0012609-7.2543e-05i,-0.0010025-0.00032115i,-0.00072978-0.0002427i,-0.00059343+0.00020685i,0.00019404+0.00056882i,-8.7701e-05+0.00041045i,-0.00052813+0.00052123i,-0.00022411+0.00097283i,-0.0003442+0.00047347i,-0.00025577+0.00063496i,0.00036924+0.00059649i,0.00057924+5.4169e-05i,0.00022128-0.00014657i,-0.00012101-0.00032312i,0.00020264-0.00033985i
0.0011225+0.0019657i,0.0015179+0.0013552i,0.0016915+0.000112i,0.001054+0.00031708i,0.00011847+0.00019647i,-0.00054099-0.00049898i,-0.001056+8.9058e-05i,-0.00087235-0.00018984i,-0.00036033-0.00063556i,0.00032188-0.00012778i,0.00066019-0.00029691i,7.7551e-05-0.00028119i,-0.00087915+0.00027329i,-0.0012913-0.00012467i,-0.0010869-0.00058907i,-0.00080149+8.9853e-07i,-0.00072554+0.00021264i,-0.00031448+5.69e-05i,0.00022623+0.00016042i,0.00041764+0.00069742i,0.0004142+1.3719e-05i,0.00030171-0.0010893i,0.00040051-0.00013181i
-0.0021683+0.001277i,-0.00048997+0.0016109i,0.00038321+0.0035511i,0.0012223+0.0031252i,0.00092832+0.0018432i,-0.00052617+0.0013816i,-0.00079515+0.00043466i,-0.0011074+7.9625e-05i,-0.001444+0.00012916i,-0.00057279+0.00014059i,1.244e-05-0.00021043i,-0.00041054-0.0002215i,-0.00023826-0.0005538i,-5.3674e-05-0.0015959i,-0.00083569-0.0016019i,-0.000679-0.0010761i,0.00036613-0.00013405i,-0.00013205+0.00041987i,-0.001043+0.00028973i,-0.0011636+0.00037465i,-0.0009223+0.00078513i,-0.00070172+0.00047382i,-0.00033464+7.8129e-06i
-0.00023322-0.00082637i,-0.00050181-0.00092497i,-0.00099599-0.0001926i,-0.00050859+0.0002971i,-0.00063182+0.0014522i,-0.00028235+0.0020755i,0.00030469+0.001177i,-0.00022943-0.00043687i,-0.00073873-0.0012018i,-0.00070741-0.00064576i,-0.00016162+0.00072195i,0.00015616+0.0012902i,0.00038274+0.00029764i,0.00060532-0.00066979i,0.00047528-0.00064098i,0.0004243-4.3768e-05i,-0.00019162+0.00071952i,-0.00027307+0.00053405i,6.0654e-05+0.00016559i,-0.00015352+0.00055365i,5.4938e-05+0.00054022i,0.00027884-0.00022548i,0.00032977+9.6625e-05i
0.0011738+0.0020263i,0.00055426+0.0030751i,0.00029778+0.0024164i,0.0009735+0.001697i,0.00079366+0.0014103i,-0.00055984+0.00073186i,-0.0019732-8.915e-05i,-0.0022797-0.00065622i,-0.0011263+0.00018255i,-0.00016762+0.00060515i,-0.00046082+0.00049248i,-0.00063161-0.00016691i,-0.0003507-0.0013612i,-0.00082228-0.0011885i,-0.0010654+5.3317e-05i,-0.00022548+0.00050067i,0.0006609-0.00042949i,0.0010391-0.00094926i,0.00060592-0.00012078i,-0.00034731+0.00035396i,-0.000246+0.00044143i,0.00050206+0.00055594i,0.00020918+0.00075641i
-0.0016639+0.0004307i,-0.0028756+0.00096668i,-0.0026935+0.00080092i,-0.0014092+0.0013174i,-0.00011824+0.0026614i,0.00063549+0.0024336i,0.00014639+0.0010441i,-0.00071666+0.00054752i,-0.00085666+0.00037572i,-0.00019116-4.0132e-05i,6.9512e-05-0.00026569i,0.00011809-0.00067011i,0.00023234-0.0008448i,-7.1893e-05-0.0002828i,0.00052493+0.00068686i,0.000257+0.0013054i,-0.00036508+0.00063833i,0.00024789+0.00056352i,0.00064644+0.00035706i,0.00077836+0.0002497i,0.00022732+8.1307e-05i,-0.00048362-0.00043809i,0.00017653-0.00010559i
0.0002414+0.00055056i,0.00045306-0.00021706i,0.0010321+0.0007199i,0.0015045+0.0019402i,0.0021356+0.00070267i,0.0015685-0.00024411i,-4.0171e-05+0.00023509i,-0.001053+0.00029073i,-0.0013735-0.00010715i,-0.0010228-0.00039397i,-0.00051766-0.00036416i,4.1662e-05-0.00060853i,0.00058142-0.00072862i,0.00042653-4.5909e-05i,0.0001265+0.00042163i,-0.00096074+0.0010081i,-0.001024+0.00071255i,-0.00048122+0.00049179i,0.00020756+0.00090426i,0.0003182+0.0010528i,-1.938e-05+0.00066893i,0.00012068-0.00011974i,0.00041938-0.00041757i
0.0025685+0.0026142i,0.002727+0.0021696i,0.0015286+0.0014793i,0.00060772-2.4059e-05i,0.00028698-0.0011656i,-0.00079613-0.00095437i,-0.0012299+0.00012777i,-0.00062905+0.00082617i,0.00061767+0.00035944i,0.0013024-0.00052696i,0.00024552-0.00050432i,-0.00036665+0.00016657i,-0.00091474+0.0006819i,-0.001131-0.00012002i,-0.00091592-0.0016146i,-0.00036526-0.001432i,8.3698e-05-0.00017854i,0.00018209+0.00015207i,0.00090491+0.00027479i,0.00071584+0.0010908i,7.9491e-05+0.0014525i,-0.00017779+0.00039938i,0.00011812-0.00077412i
-0.0015918+0.0026823i,-0.002258+0.0026467i,-0.0013706+0.0019742i,-0.00071738+0.00072575i,-0.00036769+0.00085552i,0.00040807+0.00095243i,4.5147e-05+0.00060657i,-0.0013347+0.00083842i,-0.0011356+0.0004924i,-0.00026402-0.00025789i,-0.00063126-0.00047805i,-0.00077481-0.00051494i,-0.00015071-0.00071987i,4.3994e-05-0.00049112i,0.00056934-0.00028066i,0.0012383-4.2651e-05i,0.00057318-0.0004057i,-0.00013456-0.0011784i,-0.00025857-0.00076233i,0.00022565+0.00052971i,0.00024706+0.00069003i,1.367e-05+9.5772e-05i,-0.00042119-0.0004986i
