-0.00074699+0.00023502i,-0.00085014+0.00079529i,-0.0010104+0.00071246i,-0.00081511+0.00036332i,-0.001104+0.00089894i,-0.00041779+0.00069927i,-0.00010365+0.00087319i,0.00023942+0.0014917i,0.0011289+0.0019347i,0.00092621+0.0006927i,0.00024922-0.00077665i,-0.00027746-0.0011986i,-0.00038719-0.00090316i,4.5967e-05-0.00045053i,0.0010093+0.00012563i,0.00062983+0.00069046i,-0.00046005+4.3735e-05i,-0.00071995-0.0007663i,0.0001015-0.0010736i,0.00086928-0.0008859i,0.0006721+4.3563e-05i,0.00060219+0.00026671i,0.00099014-4.7207e-06i
0.029665+0.078691i,0.045291+0.1832i,0.031761+0.29598i,-0.0051114+0.33912i,-0.031798+0.27039i,-0.03186+0.14638i,-0.02504+0.067139i,-0.013954+0.045972i,0.0053683+0.029848i,0.016608+0.0037864i,0.015425-0.013131i,0.011003-0.014375i,0.0088985-0.01127i,0.0064463-0.013545i,0.0012561-0.016684i,-0.0032855-0.014684i,-0.0044609-0.0084803i,-0.0035079-0.0028741i,-0.0010887-0.00017857i,0.0027127+1.6517e-05i,0.0051635-0.00067075i,0.0044487-0.00078567i,0.0044426+0.00051371i
-0.064598-0.02639i,-0.10478-0.11183i,-0.090974-0.25032i,-0.022139-0.33736i,0.035568-0.28952i,0.037224-0.16709i,0.017571-0.080782i,0.0030509-0.04931i,-0.011983-0.029679i,-0.018623-0.0090079i,-0.01514+0.0047463i,-0.008244+0.0092237i,-0.003225+0.0097921i,-8.974e-05+0.012502i,0.0043674+0.013887i,0.0052996+0.010971i,0.0041194+0.0063218i,0.0045676+0.00061238i,0.0031026-0.0049122i,-0.0015267-0.0047323i,-0.0063066-0.00020994i,-0.0085186+0.0031546i,-0.0098582+0.004218i
0.025453-0.044674i,0.037616-0.033957i,0.0080354+0.064492i,-0.054148+0.19702i,-0.079543+0.22287i,-0.055681+0.14726i,-0.033937+0.076423i,-0.020931+0.044929i,-0.00059891+0.031708i,0.01405+0.018236i,0.015018+0.0035358i,0.010065-0.0062714i,0.0054729-0.0097565i,0.0014176-0.0098325i,-0.0013753-0.0091554i,-0.0021066-0.0076354i,-0.0027303-0.0058758i,-0.0047147-0.0020257i,-0.004064+0.0026459i,0.00086337+0.0019821i,0.004908-0.0034996i,0.0055097-0.0076437i,0.0061293-0.008018i
0.027374+0.036419i,0.042468+0.047251i,0.062987-0.011195i,0.092293-0.12136i,0.092215-0.16295i,0.060703-0.1187i,0.041137-0.071867i,0.028704-0.05221i,0.0040602-0.043502i,-0.018031-0.02816i,-0.019397-0.0077407i,-0.007824+0.005416i,-0.0012634+0.008435i,-0.001054+0.0088143i,-0.00074204+0.0091975i,0.0012473+0.0078255i,0.0038615+0.0054053i,0.0054212+0.0022223i,0.0042035-0.0013706i,0.00056036-0.0012757i,-0.0022087+0.0030689i,-0.0012337+0.0068262i,0.0017244+0.0072779i
-0.046009+0.030659i,-0.098293+0.073027i,-0.14601+0.14111i,-0.15543+0.20212i,-0.1055+0.18731i,-0.036943+0.10858i,-0.0081392+0.049475i,-0.0025575+0.030859i,0.010936+0.024019i,0.025692+0.012459i,0.023845+0.00025282i,0.010187-0.0028284i,0.0017783-0.0022117i,0.0013651-0.0053782i,0.0024355-0.0077987i,0.0010286-0.0068417i,-0.0027734-0.0044313i,-0.0055192-0.0009432i,-0.0051675+0.0028716i,-0.0023508+0.0035924i,-0.00021569-0.00076016i,-0.0013532-0.0055792i,-0.0031225-0.0056626i
0.015295-0.049787i,0.074997-0.10683i,0.16494-0.16796i,0.21339-0.19593i,0.17233-0.15589i,0.084209-0.075043i,0.03258-0.020482i,0.017392-0.0094496i,0.00069731-0.0093431i,-0.014975-0.001938i,-0.017399+0.0044992i,-0.0092248+0.0040971i,-0.0029535+0.0028782i,-0.0013942+0.0071982i,-0.00085728+0.011924i,0.00045951+0.010725i,0.0025944+0.0073799i,0.0052397+0.0033598i,0.0060666-0.0021378i,0.0038623-0.0036369i,0.00048117-8.6966e-05i,-0.0006568+0.0010685i,-0.00070323-0.0012677i
0.031635+0.019439i,0.022479+0.066716i,-0.042349+0.12974i,-0.12548+0.16058i,-0.14206+0.12481i,-0.089393+0.064329i,-0.044193+0.026927i,-0.030401+0.018505i,-0.017983+0.022088i,-0.0018277+0.017311i,0.005337+0.0072251i,0.0047075+0.0029168i,0.002482+0.0017899i,-0.00025538-0.0033876i,-0.0040207-0.0071699i,-0.0064208-0.0054912i,-0.0068797-0.0031891i,-0.0071511-0.0014331i,-0.0058916+0.0016622i,-0.0017933+0.0039383i,0.0019856+0.0034696i,0.0022107+0.0024235i,0.0010497+0.0031966i
-0.024303+0.0068834i,-0.030464-0.027669i,0.015712-0.10025i,0.094262-0.14903i,0.10942-0.11604i,0.064896-0.048724i,0.03041-0.0060009i,0.01949+0.0030777i,0.009455-0.0076512i,-0.0061241-0.013755i,-0.013769-0.0075449i,-0.012578-0.0020577i,-0.009398-0.0022715i,-0.0040474-0.0022578i,0.00093375-0.00067817i,0.0035861+0.00095386i,0.0043089+0.00088017i,0.0046032-0.00037441i,0.0040798-0.0035573i,0.0010964-0.0061089i,-0.0024457-0.0033391i,-0.0040015+0.00091895i,-0.0045233+0.0016156i
-0.018116-0.016517i,-0.046284-0.0087884i,-0.10237+0.035716i,-0.15959+0.088575i,-0.14605+0.091052i,-0.080164+0.045455i,-0.040486+0.003405i,-0.027014-0.0051605i,-0.012048+0.0062303i,0.0056227+0.01269i,0.015042+0.0076317i,0.013937+0.00072583i,0.011325-0.0011705i,0.01045+0.00014547i,0.0080714+0.0018357i,0.0045877+0.0012727i,0.0010303-0.0013696i,-0.0034157-0.0021803i,-0.0052493+0.00016485i,-0.00088817+0.0017287i,0.0028978-6.7007e-05i,0.0048974-0.0019079i,0.0064489-0.0017723i
0.027134+9.0179e-05i,0.064189+0.006139i,0.11553+0.0009833i,0.15769-0.024248i,0.14321-0.042479i,0.075932-0.029962i,0.030093-0.0057168i,0.019575+0.0011268i,0.011544-0.0084028i,-0.0035153-0.013626i,-0.011952-0.0068749i,-0.0083684+0.0023066i,-0.0060905+0.0069377i,-0.0080327+0.0087598i,-0.0074079+0.0083948i,-0.0026006+0.0053847i,0.001798+0.0026473i,0.0030549+0.0010623i,0.0027008-0.00017323i,-0.00017469-0.00083677i,-0.0041363-0.00015849i,-0.0051331+0.0024462i,-0.0032803+0.0040731i
-0.010636+0.024611i,-0.043727+0.044636i,-0.10185+0.063648i,-0.14322+0.068123i,-0.12021+0.043188i,-0.054888+0.010164i,-0.017237-0.013063i,-0.016408-0.016868i,-0.011832-0.0030605i,0.0020729+0.004689i,0.0065112-0.00039831i,0.0014474-0.0061724i,0.00020768-0.0086757i,0.0035453-0.011141i,0.003536-0.01159i,-0.00042352-0.0087022i,-0.0030052-0.0056614i,-0.0043676-0.0028255i,-0.0048758+0.00026087i,-0.0024216+0.0016278i,0.00073725-0.00061724i,0.00066194-0.0035877i,-0.00062029-0.0035378i
1.8149e-05-0.014894i,0.038421-0.040848i,0.11637-0.065882i,0.17081-0.067057i,0.13888-0.036892i,0.066381-0.0023447i,0.023342+0.018884i,0.012895+0.023703i,0.0090086+0.01309i,-0.00018357+0.0016645i,-0.0042209-0.0024259i,0.0012726-0.0035126i,0.0070516-0.0027188i,0.0076793+0.0014962i,0.0057354+0.0049968i,0.0037512+0.005622i,0.0028199+0.0059412i,0.0043972+0.0047044i,0.0062901+0.0003995i,0.0050971-0.0010947i,0.0019994+3.9351e-06i,-0.00034229+0.0011788i,-0.0020534+0.0014066i
-0.0028799-0.00090344i,-0.020342+0.010898i,-0.073698+0.024908i,-0.12686+0.02674i,-0.10883+0.018624i,-0.045574+0.00077597i,-0.010217-0.018997i,-0.0085572-0.021572i,-0.012618-0.0059233i,-0.0070667+0.0098934i,0.00039079+0.013451i,0.00034567+0.010489i,-0.0031198+0.0088578i,-0.0045671+0.0065872i,-0.0050266+0.0033892i,-0.0053479+0.00068252i,-0.005288-0.0015553i,-0.0047642-0.0022098i,-0.003698-0.00078028i,-0.0021978+0.00078803i,-0.00077216+0.00030629i,0.00017333-0.00041769i,0.00023464+9.761e-05i
0.0044887+0.0038449i,0.014036-0.0015737i,0.048031-0.012802i,0.093697-0.015732i,0.093124-0.0064634i,0.045164+0.0091599i,0.010697+0.024973i,0.0068375+0.024159i,0.0074078+0.0077744i,-0.00058916-0.0059179i,-0.0073068-0.0073132i,-0.007158-0.0051556i,-0.0067638-0.006293i,-0.0077267-0.0073327i,-0.0045645-0.0055425i,-0.000317-0.0023792i,0.0018925-0.00097101i,0.0037599-0.00023596i,0.0040712-0.0008325i,0.002426-0.0031727i,0.00029607-0.0029999i,-0.00088941-0.0015057i,-0.0017932-0.00033443i
-0.012325+0.004931i,-0.038084+0.0079746i,-0.079616+0.012967i,-0.1116+0.013953i,-0.096752+0.005457i,-0.04348-0.005841i,-0.0067815-0.023466i,-0.0025632-0.031613i,-0.0050427-0.019231i,-0.0001836-0.0038529i,0.0067418+0.0018932i,0.0094049+0.0016031i,0.01098+0.0016262i,0.013189+0.0012869i,0.011731-0.00086554i,0.0075153-0.0033889i,0.0028944-0.0046723i,-0.0013042-0.0033827i,-0.0035464-0.00041838i,-0.0029536+0.0026504i,-0.00074582+0.0035666i,0.0015565+0.0023441i,0.0033367+0.0012763i
0.0089808+0.00024208i,0.035929+0.0066519i,0.081674+0.018648i,0.11163+0.021862i,0.085911+0.017562i,0.030643+0.015973i,-0.0037536+0.025172i,-0.0068327+0.03232i,0.0015554+0.01936i,0.0029438+0.00059406i,-0.0016284-0.0043274i,-0.0042658+0.00085981i,-0.0049094+0.0061015i,-0.0059821+0.0082519i,-0.0050802+0.007988i,-0.0016256+0.0061849i,0.001196+0.0038639i,0.0027047+0.0024334i,0.0027878+0.00078014i,0.0016412-0.000317i,-0.0010528-0.00038789i,-0.0037495+0.00051957i,-0.0050269+0.00040816i
-0.0045734+0.0058755i,-0.021383+0.0085339i,-0.058946+0.0052455i,-0.086495-0.0024766i,-0.063651-0.0041824i,-0.018421-0.0091347i,0.0063109-0.019923i,0.0073219-0.022498i,0.00097895-0.011137i,0.00093876+0.0013829i,0.0022616+0.00163i,-8.8279e-05-0.0038781i,-0.0025712-0.0077941i,-0.0030736-0.010369i,-0.0043584-0.0098925i,-0.0043743-0.005489i,-0.0022471-0.0017847i,-0.0024461-0.0010552i,-0.0033178-6.9954e-05i,-0.001919+0.00083275i,0.00052181+0.00069205i,0.0021516+9.6487e-05i,0.0023387-0.00075223i
0.0025705-0.0040468i,0.023499-0.0075768i,0.061782-0.0067129i,0.088698+0.0042831i,0.070682+0.011019i,0.022547+0.016722i,-0.0097289+0.028528i,-0.012808+0.032936i,-0.0056802+0.023204i,-0.0015226+0.0083188i,0.00058477+0.0018809i,0.0043896+0.0014084i,0.0084647-0.0001i,0.0096896-0.0015384i,0.0080944-0.00083075i,0.0049539+0.0018868i,0.003412+0.0046001i,0.0047989+0.0043606i,0.0055055+0.0014099i,0.0037274-0.0014912i,-3.5493e-05-0.0015389i,-0.0033932-0.00024513i,-0.0046723-0.00067913i
-0.0055378-0.00045082i,-0.02138-0.0012261i,-0.048335-0.0054802i,-0.067089-0.013826i,-0.053594-0.018992i,-0.01394-0.016947i,0.015094-0.023464i,0.015672-0.030294i,0.0035229-0.01979i,-0.0028343-0.0014141i,-0.0034129+0.0070677i,-0.0048851+0.0060484i,-0.0065497+0.0061483i,-0.0052199+0.008166i,-0.0018366+0.0078191i,-0.00077839+0.0043791i,-0.0016188+0.00065971i,-0.0020033-0.0010883i,-0.0022026-0.00069894i,-0.0020248+0.00012253i,-0.0011719-6.1844e-05i,0.00033165+0.00048759i,0.0013016+0.0017605i
0.0020505+0.001595i,0.0094329+0.0057447i,0.030816+0.01145i,0.05426+0.014804i,0.04492+0.015558i,0.012024+0.011614i,-0.016432+0.013488i,-0.024606+0.019226i,-0.014231+0.01455i,-0.0042599+0.0042164i,-0.0017877-0.00074618i,-0.0019417-0.0013928i,-0.0037571-0.002613i,-0.005687-0.00389i,-0.0040364-0.0032631i,-0.0016738-0.002099i,0.0004774-0.0020289i,0.001933-0.0016127i,0.0018226-0.0013026i,0.0015765-0.0010687i,0.00073453-0.00060241i,-0.001384-0.00051556i,-0.0027388-0.00056926i
0.00060493+0.0019518i,-0.0094004-0.0014023i,-0.034791-0.01001i,-0.056435-0.016972i,-0.04292-0.01293i,-0.0093395-0.011605i,0.012966-0.020132i,0.015974-0.025165i,0.0074855-0.018323i,0.001629-0.0070592i,0.0007589-0.001945i,0.002339-0.0019619i,0.0052341-0.0022176i,0.0058632-0.0025645i,0.0034968-0.0040816i,0.0020123-0.0051428i,0.0012093-0.0053267i,-0.0012768-0.0042621i,-0.0035755-0.001825i,-0.0030199+0.00059583i,-0.0008467+0.0007924i,0.00079598+0.00014128i,0.001819+0.00087915i
0.0026073+0.0054944i,0.017639+0.013006i,0.038177+0.02651i,0.049503+0.034729i,0.037699+0.023735i,0.0035609+0.013487i,-0.024666+0.019174i,-0.027064+0.024475i,-0.01258+0.01688i,-0.0015836+0.0027573i,-0.00047118-0.0026405i,-0.00041511+0.00026316i,-8.3467e-05+0.003273i,-0.00036355+0.0048312i,0.0013354+0.0049759i,0.0032026+0.0037256i,0.0029637+0.0022666i,0.0019659+0.0022101i,0.0017945+0.0015574i,0.00039862-0.0006835i,-0.0014311-0.0022712i,-0.00098297-0.0021738i,-0.0001225-0.0022504i
-0.0027827-0.003679i,-0.012601-0.0081006i,-0.027654-0.012325i,-0.035634-0.012846i,-0.02547-0.0087866i,0.0030092-0.0031346i,0.029863-0.005857i,0.033597-0.01166i,0.019667-0.0097923i,0.0061584-0.0033773i,0.001456-0.001371i,9.3102e-05-0.004204i,-0.0021607-0.0054573i,-0.0053401-0.0042839i,-0.0072696-0.0020871i,-0.0052498+0.00017096i,-0.0029597+0.0013088i,-0.0020967+0.00090659i,-0.00064161+0.00096268i,0.00080129+0.0013129i,0.001309+0.0010749i,0.0010683+0.00086244i,0.00044269+0.0011055i
0.0069616+0.0013328i,0.018852+0.0043071i,0.041348+0.0091462i,0.052967+0.011039i,0.035447+0.013068i,0.0061742+0.012652i,-0.015947+0.012183i,-0.023406+0.013418i,-0.015946+0.010874i,-0.005614+0.0056162i,-0.00079722+0.0036963i,0.0011481+0.0047152i,0.0029251+0.0038219i,0.0035143+0.00018164i,0.0029481-0.0016982i,0.002653-0.00021311i,0.0029065+0.0021096i,0.0031581+0.0020796i,0.0028729+0.00047055i,0.0016624+9.767e-05i,-0.00032694+0.00044421i,-0.0011367-0.00081655i,-0.00088332-0.0032143i
-0.0023034+0.0053141i,-0.0091955+0.0060933i,-0.021052-0.0032033i,-0.029863-0.014841i,-0.02091-0.012545i,0.0032799-0.0080383i,0.02399-0.011419i,0.026928-0.015568i,0.015315-0.012988i,0.0039416-0.0040299i,-0.0010468+0.0017079i,-0.0029333+0.0027053i,-0.0030891+0.0034078i,-0.0010077+0.0027021i,0.00018075+0.00062421i,-0.0012278-0.00063293i,-0.0017313-0.0012847i,-0.0012738-0.0025673i,-0.0014286-0.0029863i,0.0001097-0.0014057i,0.002503+0.00078681i,0.0025975+0.0021708i,0.0020611+0.0027569i
-0.0022503-0.0026264i,-0.00012049-0.0024674i,0.0067251+0.0032265i,0.016817+0.011025i,0.017664+0.0077455i,-0.0034588+0.0021784i,-0.029431+0.005291i,-0.035983+0.0097922i,-0.022736+0.0089755i,-0.0072008+0.0037581i,-0.0013008+0.0015218i,-0.0020235+0.0019247i,-0.0036942+0.00054359i,-0.0024873+0.00085487i,-0.00017808+0.0018046i,0.00032728+0.00070752i,0.000752-0.00015174i,0.00054785+0.00016617i,-0.00064426+0.00073001i,-0.0013914+0.0007936i,-0.0010181+0.00094841i,-0.00086652+0.00023329i,-0.0011701-0.0010524i
0.0008492-0.0025168i,-0.0032442-0.0076863i,-0.015709-0.0084112i,-0.027359-0.0039123i,-0.023407-0.002376i,-0.0038937+0.00020036i,0.016076+0.0029195i,0.022367+0.001256i,0.015446-0.00038807i,0.0056916+0.00041067i,0.0013256-0.00029033i,0.00094329-0.0039392i,0.00059355-0.0056631i,-0.0004474-0.0051314i,-0.0011797-0.0047848i,-0.0021283-0.0041569i,-0.0022202-0.003509i,-0.0025034-0.0032928i,-0.0031876-0.0023064i,-0.0026823-0.0011574i,-0.0018484-0.00057876i,-0.001429-0.00030815i,-0.00045224-5.1054e-05i
0.0039316+0.0038556i,0.0084904+0.012576i,0.017538+0.020604i,0.024377+0.020839i,0.015678+0.013128i,-0.0051485+0.0057028i,-0.024261+0.0044013i,-0.029144+0.0079242i,-0.018855+0.007882i,-0.0072949+0.0021768i,-0.0030629-0.000911i,-0.0021268+0.00058948i,-0.0015599+0.0020603i,-0.0011207+0.0028889i,0.00030589+0.0038859i,0.0016431+0.0032967i,0.0020329+0.0024386i,0.0016113+0.0027877i,0.0015187+0.0019946i,0.00070338-7.8617e-05i,-0.00045298-0.0015596i,0.00014101-0.001585i,0.00041054-0.0011275i
-0.0014097+0.0021065i,-0.0061792+0.0038026i,-0.012801-0.0014073i,-0.018141-0.0052744i,-0.010388+0.0012733i,0.0076031+0.0047972i,0.024778+0.0026446i,0.029583-0.00017843i,0.019403-0.0022542i,0.0059079-0.0018305i,0.00033137-0.0013408i,0.00033204-0.0018516i,0.00015912-0.0024269i,-0.00070936-0.0018566i,-0.0015494-0.00048127i,-0.001623-0.00075308i,-0.0014485-0.00093197i,-0.00060774+0.0003953i,0.00094374+0.0013899i,0.001562+0.0020534i,0.00093802+0.002359i,-0.0010129+0.002015i,-0.0018138+0.0018238i
0.0050808-0.0014427i,0.014453-0.0025353i,0.027406-0.0042317i,0.032956-0.0032167i,0.026644-0.0013011i,0.0054444-0.0035277i,-0.018473-0.0089384i,-0.027556-0.010265i,-0.020744-0.0058619i,-0.0095943-0.0014705i,-0.0043066+0.0017632i,-0.001877+0.0040184i,0.00033723+0.0034817i,-0.00030488+0.0017377i,-0.0019218+0.0023755i,-0.0023279+0.0037686i,-0.00094854+0.002389i,-0.00023045+0.00033973i,-0.0004483-0.00042034i,-0.00018993-0.0007736i,0.00017587-0.00098416i,0.00053138-0.0010652i,3.2363e-05-0.0014267i
0.0027312+0.0031685i,0.0013891+0.0011536i,-0.0045023-0.0030316i,-0.012462-0.0072174i,-0.012865-0.0073174i,0.0010991-0.0010856i,0.018219+0.0036107i,0.022248+0.0023954i,0.01498+1.9166e-05i,0.0064249-0.001152i,0.0034364-0.0019131i,0.003385-0.0011773i,0.002196+0.00043065i,0.00109-0.00071226i,-0.00053073-0.0043474i,-0.0021606-0.0058i,-0.0019942-0.0047282i,-0.0010847-0.0041588i,-0.00015978-0.0026539i,0.0009128-0.00034606i,0.0020505+0.0006145i,0.0022753-0.00020706i,0.00080289+0.00030882i
-0.0052279-0.0036071i,-0.0090375-0.004666i,-0.0054483-0.0031856i,0.0046938-0.00064359i,0.006378+0.0015489i,-0.0034615-0.0012589i,-0.018595-0.006623i,-0.024842-0.0062848i,-0.016463-0.0014592i,-0.0049615+0.0018014i,-0.00024093+0.0032912i,-0.00076226+0.0028659i,-0.0020417+0.00070045i,-0.0013868+0.00027871i,0.00083739+0.0018403i,0.0015446+0.0018523i,0.00095829+0.00098854i,-0.00056396+0.00053638i,-0.0022314-0.00011136i,-0.0026315-0.00041611i,-0.0018692-0.00062572i,-0.00087755+0.00022561i,-1.0503e-05+0.0010049i
0.0012429-0.0027029i,-0.0028157-0.0023521i,-0.013035+0.0014462i,-0.022551+0.0062637i,-0.019399+0.0094209i,-0.0019589+0.012954i,0.016439+0.017286i,0.023349+0.017619i,0.016896+0.011151i,0.0060551+0.0038849i,0.0014596-0.00013541i,0.0010499-0.0020817i,0.00071221-0.0012517i,0.00078993+0.0010233i,0.0012299+0.0013211i,0.0013607-0.00044228i,0.00057864-0.0019308i,0.00024331-0.0016488i,0.00021496-0.0010604i,-0.00064965-0.00016004i,-0.0012882-0.00058238i,-0.0012783-0.0013707i,-0.001291-0.00061559i
0.0023875+0.0054117i,0.0085652+0.014373i,0.015381+0.021885i,0.021626+0.022331i,0.021434+0.013785i,0.0049607+0.0020403i,-0.012615-0.0056428i,-0.017228-0.007366i,-0.013458-0.0042822i,-0.0079527-0.0006976i,-0.0040323+0.00077253i,-0.0015886+0.0010496i,-0.00081726+0.00030651i,-0.0019324+0.0002015i,-0.0019731+0.0017845i,-0.00028975+0.0028778i,0.0016393+0.0026799i,0.0022205+0.0025736i,0.0019334+0.0022275i,0.0013867+0.00031585i,0.00037552-0.00039796i,-4.7183e-05+5.7637e-05i,0.00035842-9.4273e-06i
-0.0010624+0.00080212i,-0.00083582+0.00071313i,-0.0024997-4.2949e-05i,-0.0062645-0.0010094i,-0.0068232-0.0026193i,0.0018955+0.0037287i,0.014039+0.012171i,0.017086+0.01186i,0.0096061+0.0065784i,0.00060957+0.002866i,-0.0016973+0.0022052i,-0.00011285+0.0020075i,0.0006394+0.00087728i,0.0018465+0.00086975i,0.0030021+0.00042105i,0.0030761-0.00053083i,0.0021946+0.00060054i,0.00071599+0.0015212i,0.00022507+0.0015038i,-0.00015994+0.0015533i,-0.00071473+0.001684i,-0.0010766+0.00069882i,-0.0013298-0.00042793i
0.0032854-0.0043714i,0.0095285-0.0096383i,0.019815-0.013772i,0.026021-0.012677i,0.019533-0.0065333i,0.0036194-0.0069374i,-0.01273-0.014216i,-0.020208-0.017365i,-0.015489-0.013177i,-0.0078707-0.0070328i,-0.0049866-0.0034782i,-0.0046038-0.0021312i,-0.0028726-0.001814i,-0.0019605-0.00031234i,-0.0032917+0.0027285i,-0.0033428+0.0047522i,-0.0019253+0.0034996i,-0.0013828-0.00021522i,-0.0018878-0.0021754i,-0.0018947-0.0023932i,-0.0011173-0.0016349i,-0.0011539+3.0879e-06i,-0.0013401+0.00032628i
-0.0012022-0.0015184i,-0.0062113-0.0023413i,-0.015079-0.0058399i,-0.024544-0.0091122i,-0.021687-0.0052076i,-0.005925+0.0033982i,0.0057219+0.012398i,0.0086625+0.016025i,0.007713+0.009916i,0.0054135+0.0011728i,0.0040696-0.00246i,0.002562-0.0026605i,0.00044006-0.00084934i,-0.00022668+0.00064748i,-0.00071871-0.00025623i,-0.00151-0.001848i,-0.0020492-0.0021857i,-0.0011563-0.00080463i,0.00032978+0.00075477i,0.00097831+0.0012233i,0.0015711+0.00058709i,0.0013094+2.8886e-05i,-2.9804e-05-0.00051016i
-0.0013312+0.003037i,-0.0041617+0.0052822i,-0.003449+0.0087323i,0.0032716+0.012553i,0.0089223+0.010853i,0.0024956-2.2246e-05i,-0.0086995-0.0096345i,-0.010843-0.010735i,-0.0049506-0.0060092i,0.00094579-0.0016563i,0.0017478-0.00020089i,-0.00060186-0.00082833i,-0.001654-0.0030467i,-0.0016485-0.0045328i,-0.0021637-0.0031564i,-0.0020053-0.0019107i,-0.00057201-0.0010727i,0.0002269+0.00043524i,-2.2352e-05+0.00084352i,-0.00019112-0.0004935i,-0.00022403-0.0014512i,-0.0010759-0.00068686i,-0.0010336+8.6263e-05i
-0.00069817+0.003766i,-0.0015885+0.0073541i,-0.0041032+0.011854i,-0.0087219+0.011208i,-0.009074+0.0048931i,-0.0012399+0.0052803i,0.0070092+0.012955i,0.0098422+0.016068i,0.0075515+0.012716i,0.003105+0.0071341i,0.0003866+0.0020276i,0.00034913+5.1842e-05i,0.0014232+0.0011719i,0.0022103+0.0031336i,0.0034408+0.0036327i,0.0038249+0.001961i,0.0026631+0.00042021i,0.00085301+0.00049728i,1.7217e-05+0.00058529i,-6.1509e-05+4.3835e-05i,0.0003794-0.00083519i,0.00023766-0.0010933i,0.0001386-0.00038707i
0.0017047+0.00077446i,0.0078802+0.0064011i,0.019757+0.011451i,0.028051+0.013835i,0.021403+0.011082i,0.0072378+0.0010632i,-0.0020549-0.012211i,-0.0070318-0.017092i,-0.0079167-0.0099517i,-0.0051123-0.0010192i,-0.002381+0.0010415i,-0.0013434+0.00049142i,-0.00036427+0.0001568i,0.00012962-0.00026009i,-0.0010335-0.00078833i,-0.0011889-0.00062218i,0.00027958-0.00019994i,0.0017398-0.0008138i,0.0025682-0.0019497i,0.0026281-0.0014555i,0.0018249+0.00041018i,0.00055622+0.00066165i,-0.0010507+0.00025435i
-0.00095726-0.0025319i,-0.0024703-0.0056385i,-0.0026222-0.010338i,-0.0050106-0.01379i,-0.0057864-0.010239i,-0.00063816-0.0006563i,0.0034348+0.0086507i,0.0025588+0.011738i,-5.8011e-05+0.0089865i,-0.0018306+0.005704i,-0.00093771+0.005307i,0.001816+0.0050714i,0.0019973+0.0039758i,0.0012949+0.003127i,0.0030454+0.0022396i,0.004606+0.0017079i,0.0033593+0.0010696i,0.0012928+0.001078i,-0.00053741+0.0018122i,-0.0019096+0.0020523i,-0.0019147+0.001802i,-0.00066144+0.0011233i,0.00022739-0.00012957i
0.0018007-0.0035952i,0.0020188-0.0076259i,0.0030031-0.011263i,0.0055985-0.0070733i,0.0071374+0.0012603i,0.0024203+0.00045525i,-0.0028338-0.008098i,-0.0044489-0.01354i,-0.0042993-0.012641i,-0.0049569-0.0073665i,-0.0061391-0.0032863i,-0.0052264-0.001604i,-0.0025059-0.00086459i,-0.00080951-0.0006492i,-0.0013611+0.00037758i,-0.0020293+0.0015439i,-0.0012833+0.0011361i,-0.00083092-0.00017506i,-0.0003049-0.0020385i,-0.00016794-0.002638i,-0.00029589-0.001759i,-0.00021719-0.00045871i,-0.00086644+3.7317e-05i
-0.0018481-0.00011406i,-0.0061154+0.0025901i,-0.016251+0.0042199i,-0.021636+0.0020686i,-0.014437-0.00053441i,-0.0039421+0.005061i,0.0020606+0.014637i,0.0042852+0.016106i,0.003549+0.0090168i,0.001477+0.00047144i,0.0007317-0.003575i,0.00041019-0.0033035i,-0.0011397-2.9489e-05i,-0.0016193+0.0029325i,-0.001169+0.0037282i,-0.0015912+0.0032255i,-0.0023555+0.0021275i,-0.0018901+0.0016092i,-0.00063934+0.00096405i,-0.00020147-3.6093e-05i,0.00078741-8.9251e-05i,0.0016096-0.00011443i,0.0019127-0.00032102i
-0.0022539+0.0039399i,-0.0019773+0.0083928i,0.0013648+0.015807i,0.0062861+0.020954i,0.0075978+0.015456i,0.0043446+0.0025102i,0.0013434-0.0074329i,0.00071747-0.0099428i,0.0023163-0.0074068i,0.0041563-0.0033624i,0.003454-0.00088148i,0.0018972-0.0013824i,0.00068993-0.0036514i,-0.00096704-0.005151i,-0.0023417-0.0056925i,-0.001979-0.0049219i,-0.00063753-0.002805i,2.3699e-06-0.0014474i,0.00042525-0.00079179i,0.00039504-0.00064105i,-9.4817e-05-0.0010121i,-0.00082018-0.00055674i,-0.001463-0.00091147i
0.0013588+0.0010867i,0.0030633+0.0026988i,0.0044903+0.0039i,0.0031766+0.00051767i,-0.00016396-0.0020607i,-0.0027775+0.0022246i,-0.0043955+0.010038i,-0.0033596+0.015267i,-0.00039769+0.013885i,0.0013064+0.0084622i,0.00073231+0.0048864i,0.00019894+0.0034812i,-0.00025384+0.0032085i,0.00056581+0.0026955i,0.002111+0.0025315i,0.0018568+0.0025958i,0.00084171+0.001691i,1.1091e-06+0.00089391i,-0.00041366+0.00069377i,-0.00024145+8.8387e-05i,0.00018506-0.00052108i,0.00090252+0.00024557i,0.0012647+0.00067443i
