-0.0041682+0.0014103i,-0.0048331+0.0022814i,-0.00462+0.0046912i,-0.0026776+0.0051911i,-0.00083827+0.0035337i,-0.00077942+0.0012919i,-0.0016469+0.0005763i,-0.00080658+0.00071084i,0.00037596+0.00093058i,0.0011246+0.0008036i,0.0013262-1.5119e-05i,0.00095345-0.00079969i,0.0006778-0.0010314i,0.00021199-0.00090019i,-0.00055174-0.00033482i,-0.00064677+0.0004479i,-0.0002676+0.0012738i,0.00010913+0.0012711i,0.00044415+0.00039132i,0.000171+0.00022663i,-4.5597e-05+0.00052307i,-0.00056813-0.00041032i,-0.00048482-0.00049434i
-0.00080017+0.0014823i,-4.006e-05+0.00093858i,-0.00059813+0.00065591i,-0.00018093+0.00047446i,0.00012639-0.00032683i,-0.00064518-0.00025081i,-0.00085474+0.00030914i,-0.00067746-8.7742e-05i,-0.00054521-0.00044994i,5.3496e-05-5.2485e-05i,0.00045615+0.00028655i,0.0002156+7.1973e-05i,-0.0001243-0.00068867i,0.00031355-0.001214i,0.0005173-0.00087443i,0.00057226+3.8045e-05i,-0.00019287-5.3317e-05i,-0.00023811-0.00062747i,4.485e-05-0.00042041i,0.00032915+0.0003739i,0.00088839+0.00064125i,0.00079013-4.418e-05i,0.00050505-4.619e-05i
0.0014759+0.0010958i,0.0013867+0.0013871i,0.00090009+0.00098837i,2.4546e-05-0.00011023i,-0.00056415-0.00041374i,-0.00060299+3.0118e-05i,-0.00081307+0.00031635i,-0.0004096+0.00044511i,0.00026352+0.00035539i,-9.2866e-06+0.00046531i,-0.00058148+4.0319e-05i,1.8798e-05-0.00012131i,0.00028209-0.00020458i,0.00030742-0.00065125i,0.00043756-0.00023269i,0.0002223+0.00042459i,7.3889e-06+5.2569e-05i,-0.00045529+0.0005543i,-0.00016986+0.0016859i,-5.6091e-05+0.0012987i,1.2789e-05+0.00012653i,0.00024571-0.0002766i,0.00018439-0.00034087i
0.0023434-0.0013561i,0.0022843-0.0017682i,0.0018138-0.0025891i,0.00027337-0.0030649i,-0.0015169-0.0027302i,-0.0017797-0.00086066i,-0.00088395+0.00046131i,-0.00034915+0.00020601i,-0.00026879-0.00022695i,-0.00061638-0.00045846i,-0.00059099-0.00072161i,-0.00031994-0.00067132i,-0.00038322-9.0809e-05i,-0.00038581+0.00048835i,-5.9138e-05+0.00072213i,0.00031372+0.00041381i,0.00010646-0.00039382i,-0.00021731-0.00051616i,-0.00056978+0.00074061i,-0.00053946+0.0011185i,0.00016652-3.2862e-05i,0.00050973-0.00031864i,0.00031932+0.00023446i
0.00027081+0.0012008i,-0.00092598+0.0033172i,-0.00092073+0.0035757i,-0.001231+0.0018419i,-0.0017793-0.00072585i,-0.0016305-0.0016401i,-0.00081925-0.00068671i,-7.1311e-05-0.00067172i,0.00011877-0.0014342i,6.7517e-05-0.0013062i,0.00016919-0.0010804i,9.3357e-05-0.0012271i,3.1529e-05-0.00029813i,-0.00011601+0.00065895i,-5.5736e-05+0.00080394i,0.00018549+0.00073173i,5.7303e-05-3.0893e-05i,-0.00058319-0.00019381i,-0.0010448+0.00025943i,-0.0011409+0.00014779i,-0.00071569+1.79e-05i,-0.00060699+0.00037298i,-0.00035153+0.00083287i
-0.0014398-0.00017976i,-0.0013732+4.9113e-05i,-0.0020519+0.0008186i,-0.0025054+0.001029i,-0.0019778+0.00062622i,-0.0010257+0.00073098i,-3.6902e-05+0.00091605i,0.00025722+0.000433i,-0.00040115-0.00024503i,-0.0004884-0.00046298i,0.00019034-0.0002122i,0.00047959-0.00041462i,5.0091e-05-0.00049438i,0.00033486-0.00031479i,0.00086214-0.00031286i,0.00070208-0.0005384i,-1.4282e-05-0.00027833i,-0.00025916+0.00055241i,0.00019503+0.0008202i,2.1414e-05+0.0006173i,-0.00014976-0.00027216i,0.00014547-0.00091629i,0.00021355-0.00071152i
0.00072616-0.00073308i,0.00054077-7.1183e-05i,-0.0005611+0.0010859i,-0.0013191+0.00081694i,-0.0018118-0.00022664i,-0.0016404-0.0011984i,-0.0011894-0.0010003i,-0.00010153-0.00026084i,-9.2831e-05+0.00037584i,-0.00027838+0.00025141i,0.0003431-4.2575e-05i,0.00012153-0.00017052i,0.00030363-0.00033493i,0.00096586-0.00011437i,0.0010535+4.9069e-05i,0.00066219-0.00065572i,-5.346e-05-0.0011206i,0.00013683-0.00015757i,0.00056661+0.00023393i,0.00054291+9.5554e-05i,0.00011858+0.00070635i,-0.00028797+0.00031754i,-5.9314e-05-0.00035733i
-0.0019445-0.0033772i,-0.0023008-0.0028887i,-0.0023547-0.0025726i,-0.0027007-0.0013818i,-0.0017961+0.00020012i,-0.00032982+0.00093559i,-0.00054671+0.00051434i,-0.00035944+0.00023049i,0.00023537-4.4264e-05i,-0.00022111+0.00010022i,-0.0013658-6.8754e-05i,-0.0014024-0.00043043i,-9.7413e-05+2.5094e-05i,0.00072004+0.00085657i,0.00059162+0.00061355i,0.00081803-0.00013097i,0.00041337+0.00019091i,-0.00031248+0.00066761i,-0.00066192+0.00082879i,-0.00065226+0.00028053i,0.00023719-0.00046518i,0.00069443-0.00037519i,0.00027586-7.0818e-05i
0.00064607+0.0014196i,0.00022804+0.0011766i,0.00015394+0.0011752i,2.0932e-05+0.00046419i,-0.00012568-0.0014016i,-0.00060465-0.0015829i,-0.0013484-0.00060558i,-0.00068796-0.00024486i,-0.000153-0.00014371i,-0.00067564+4.135e-05i,-0.0010387-4.6416e-05i,-0.00079378-0.00037008i,-0.00013299-0.00097377i,0.00078934-0.00070219i,0.00084486-0.00013913i,-0.00012543+6.1682e-05i,-0.00035104-0.00014902i,2.5965e-06-0.00015367i,0.00022594-0.00034913i,-1.1629e-05-0.00071861i,0.0001291-0.0004267i,0.00052762-0.00028417i,0.00085232-0.00032351i
0.00046927-0.00066289i,0.00053378-0.00020797i,-0.00056609+0.00029779i,-0.00088132-0.0007298i,-0.00050757-0.0015529i,-0.0010337-0.00079318i,-0.001237-0.00026713i,-0.00040925-0.00057991i,0.00049368-0.00027327i,0.00044792+0.00044754i,-0.00053488+0.0005561i,-0.00040985+0.00043816i,5.025e-05-2.2009e-05i,-0.00027022-0.00032988i,3.4824e-06-0.00041615i,0.00055163+3.5503e-05i,0.00042524+0.00036463i,-7.0337e-05-7.0432e-05i,-6.9984e-05-0.00022057i,-0.00036772-0.00046642i,-0.00011206-0.0016292i,0.00074688-0.0012618i,0.00078366+0.00015829i
0.0004791+0.00089684i,3.374e-05+0.00082736i,0.00023142+0.00064549i,-0.00022478-0.00049956i,-0.00057211-0.0008067i,-0.0008957+0.00015308i,-0.0011796+0.00072571i,-0.00080012-0.00013167i,-7.2587e-05-0.00059394i,0.00067613-0.00046969i,0.0011019-0.00019815i,0.00092884-6.0093e-05i,0.00018507+0.00011466i,-0.0002989+0.00016684i,-0.00011459-6.4674e-05i,0.00012124-0.00053275i,6.8986e-05-7.3273e-05i,-0.00029738+0.00067617i,-0.00060291+0.00063413i,-0.00024785+4.4338e-05i,0.00019595+2.8214e-05i,4.2952e-05-4.192e-05i,0.00011118+0.00011591i
-8.6867e-05+0.00010797i,0.00053822-0.0003634i,0.00029217-7.8903e-05i,-0.00037383+0.00032163i,-0.00027186+0.00024333i,-0.00069757-0.00010919i,-0.00092592+0.00040345i,-0.00040088+0.0012654i,3.8178e-05+0.0013649i,0.00025427+0.00075566i,0.00011208-3.6087e-05i,0.00016454+0.00019034i,-0.00017627+0.00076297i,-0.00031103+0.00056215i,-0.00024067+0.00019385i,-1.0483e-05+0.00035403i,0.00018737+0.00041384i,0.00032057-0.0001813i,0.00084195-0.00038533i,0.00055416-0.00035576i,-0.00011421-0.00056945i,1.1504e-05-0.00010317i,-5.31e-05+0.00085383i
-0.0011007+0.00095912i,-0.00072262+0.0010478i,1.6369e-05+0.0002416i,0.00054308-0.00027519i,-0.00030808-0.0013432i,-0.00062383-0.0012811i,-0.0011172+0.0001602i,-0.0011556+0.00029159i,-0.00027751-0.00013062i,0.00060847+0.00030821i,0.0010289+0.00024166i,0.00081195-0.00046284i,-0.00030348-0.0010896i,-0.00030689-0.001078i,6.4572e-05-0.0007425i,-5.9965e-05-0.00016018i,-0.0003235+0.00035541i,-0.00025073+0.00015327i,-1.4339e-05-0.00040751i,-0.00032082-0.00028578i,-0.00018772-0.00039215i,9.8403e-05-0.00056387i,-2.1835e-05-0.00045353i
0.00081131+0.0010323i,0.000989+0.00088942i,0.0019999+0.0014727i,0.0022571+0.00042205i,0.00043533-0.0011511i,-0.0014329-0.0012937i,-0.0015616-0.00047163i,-0.00085559-0.00038835i,-0.00050733-7.3666e-05i,-0.00048691+0.00053667i,-0.00012557+0.00070628i,0.0011305+0.00028227i,0.0010144-0.00043269i,-0.00035972-0.00049057i,-0.00027334-0.00038491i,0.00068252-0.00055393i,0.00072514-0.00047891i,0.00038726+0.00035729i,0.00046342+0.0006309i,0.00037713+0.00040578i,0.00026591+0.00012363i,-0.00041019+0.00049206i,-0.00057095+0.00068489i
-0.0015823+0.00027438i,-0.0022699+3.9744e-05i,-0.003213-0.00048818i,-0.0026277-0.00052654i,-0.0020058+0.00022422i,-0.0016977+0.0009729i,-0.0013316+0.0014274i,-0.0011115+0.0012198i,-0.0011244+0.00024033i,-0.00059287+0.00048679i,0.00022234+0.0011462i,0.00013983+0.00076986i,0.00015623+0.00065149i,-0.00018463+0.00061109i,-0.00031227+0.00056682i,3.6906e-05+0.00027278i,-4.1479e-05-7.8139e-05i,0.00013666+0.00042609i,0.000329+0.00029861i,0.00016765-0.00044178i,0.00032094-0.00050139i,0.0010384-0.00032274i,0.0013138-0.00055241i
0.0010973+0.00075549i,0.0022215+0.00072556i,0.0016065-4.12e-05i,0.0012797-0.0010073i,0.00052276-0.0017464i,-0.001323-0.0018353i,-0.0019509-0.00088572i,-0.00073769-0.00027309i,-0.00011687+0.0009678i,-0.00054238+0.0011057i,-0.00022277-0.00048828i,-5.9395e-06-0.00055901i,-0.00017138+7.6273e-05i,0.00012929-0.00027692i,0.00020912-0.00035549i,-4.3443e-05-0.00067631i,0.00051932-0.00073856i,0.0011818-0.00022701i,0.00046807+7.3666e-05i,-1.8178e-05-8.0525e-05i,0.00010651-0.0004031i,-2.1706e-05-0.00034303i,-0.0001263-1.9818e-05i
-0.00064154-0.00062785i,-0.0018078-0.00029318i,-0.0017739+0.0001602i,-0.00097241-0.00013574i,-0.0001567-0.0012912i,-0.00011428-0.0016321i,-0.00094484-0.00023453i,-0.0011749-4.6191e-05i,-0.00062239-0.00069473i,-0.00057303-0.00094604i,-0.00039818-0.00069549i,0.00057706-0.00020375i,0.00098665-0.00010424i,0.00055474-0.0003172i,-0.00020537-0.0003192i,-0.00045722-0.00099901i,0.00043019-0.0013584i,0.00084252-0.00037819i,0.00034457+0.00013611i,0.0003997+0.00027394i,0.00029621+5.9231e-05i,0.00039795-0.0010902i,0.00055305-0.0011214i
0.00030024-0.00079799i,-0.00027837-0.0011979i,-0.00061878-0.00050814i,-0.0010244-0.00063682i,-0.0013971-0.0015459i,-0.001594-0.00054523i,-0.00053754+0.00080584i,0.00012554+0.00090826i,6.6288e-05+0.00063697i,0.0005341+0.00059851i,0.00053153+0.00024816i,0.00055502+0.00026625i,-0.00012177+0.00088482i,-0.0011947+0.00049473i,-0.00080896+0.00077525i,-0.00012995+0.00048415i,-0.00082516-0.00057415i,-0.0010558-0.00014192i,-0.00041617+0.00018705i,-0.0002956-0.00059578i,-0.0001756-0.00031369i,-0.00025163+0.00067638i,-0.00018804+0.00070086i
0.00017346+0.00052236i,-0.0002692+0.00025532i,-0.00073725-0.00087093i,-0.0012459-0.00088509i,-0.0021565-0.000706i,-0.0026627-0.00016477i,-0.0024568+4.6425e-05i,-0.0015328-0.00010541i,-0.0010231-0.00053175i,-0.00042407-0.0012784i,-0.00029006-0.00053514i,-0.00059785+0.00050321i,6.4168e-05-1.6834e-06i,0.00038406-4.2193e-05i,0.00018567+0.00087872i,0.00025604+0.00045311i,0.00050229-0.00052342i,0.00081542-0.00042171i,0.0011413-0.00028033i,0.0007749-0.00047462i,0.00070955-0.00039573i,-1.8829e-05-0.00044174i,-0.00044055-0.00049779i
0.0022904-0.00036676i,0.0022023+0.00015626i,0.0018438-0.00069239i,0.00070324-0.00086324i,-0.00088643-0.00063394i,-0.0017098-0.00012814i,-0.00046796+0.00076277i,-0.00019584+0.00053713i,-0.0012633-0.00015571i,-0.001043-1.3183e-05i,-0.00014083-0.00017272i,0.0005196-0.00039291i,-9.9514e-05-3.1151e-06i,-0.00038386+0.00061262i,0.0009763+0.001157i,0.00098359+0.00087371i,-1.7269e-06+0.00015073i,-0.00019027-0.00012397i,-4.5559e-05-8.8006e-05i,-0.00029184+0.00034854i,-0.00055766+0.00019044i,-0.00049111-0.00074607i,-0.00060766-0.00076916i
-0.0014494+0.00021624i,-0.0016444+0.0010617i,-0.0018157+0.0014561i,-0.0018112+0.0015009i,-0.0015558+0.0012942i,-0.0015858-0.00018283i,-0.00090054-0.00097621i,-0.00060838-1.151e-05i,-0.00079639-0.00021548i,-4.9374e-05-0.00014415i,0.00039512+0.00037967i,0.0004651+0.00015007i,0.00041384+0.0005121i,-9.7415e-05+0.00022014i,-9.2196e-05-0.0008411i,-0.00036268-0.0012458i,-0.00041632-0.00065341i,-0.00028839-9.5165e-05i,-0.00068796+0.00032516i,-0.00074713+0.00081483i,9.5697e-06+0.00050594i,0.00062656+3.75e-05i,0.00023096-0.00021619i
-0.002499+0.0018323i,-0.0032432+0.0016205i,-0.0024517+0.0016592i,-0.00018909+0.0017571i,0.0013284+0.00090721i,0.0010396-0.00018942i,-5.7567e-05-0.00033443i,7.7841e-05-0.00025736i,0.00051904+4.2747e-05i,0.00036947+0.00051855i,0.00063285+0.00078066i,0.00063423+0.00051609i,0.00075574+4.5981e-05i,0.00074479+0.00045088i,0.00010259+0.00061477i,-0.00045327+0.00017778i,-0.00020262+0.00032907i,0.00050225+0.00040028i,0.00046149-0.00023045i,0.0001611-0.00052853i,0.00046987-0.00069951i,-0.0002419-0.00095057i,-0.00057135-0.00043631i
0.00097689+0.00043953i,0.00055666+0.00058914i,0.0004188-3.3496e-05i,0.00027793-0.00033848i,-0.0005588-0.0011372i,-0.0018547-0.0016618i,-0.0012383-0.0010732i,0.00036023-0.00098452i,0.00072828-0.0005397i,0.00060839+0.00026599i,0.00024677+1.0127e-05i,-0.00014562-0.0002956i,0.00014628-0.00048265i,0.00055572-0.00018897i,8.2172e-05+0.00023961i,-0.00015152-0.0003453i,3.1403e-05-0.00058237i,-4.7915e-05-0.00045444i,-0.00031609-0.00022846i,6.9608e-05-0.0004632i,0.00051911-0.00036605i,0.00057323+0.00047665i,0.00038896+0.00067153i
-0.0017756-0.0034605i,-0.0040668-0.0036075i,-0.0055337-0.003867i,-0.0049017-0.0015916i,-0.0036774+0.00075992i,-0.0022092+0.00090792i,-0.0016708+0.00021271i,-0.0015137+0.00025856i,-0.00062577+0.00027434i,-0.00025555+0.00043407i,-0.00041073+0.0010974i,0.00021942+0.0005057i,0.0010439+0.00024183i,0.0016698+0.00053239i,0.00063351-0.00021383i,-0.0003236-0.00036356i,-0.00020099+0.00016506i,-0.0001208+0.00023082i,0.00022634-0.0002373i,0.00038239-0.00011115i,0.000413-0.00030389i,6.1567e-05-0.00049256i,-0.00010857-0.00053176i
-0.0025439+0.0024148i,-0.0018588+0.0021152i,-0.00094059+0.0033229i,0.00048096+0.0032263i,0.0016458+0.0011729i,0.0013899-0.00068479i,-5.3228e-06-0.0014385i,-0.0011664-0.00084533i,-0.0013085-0.00022954i,-0.0005176-0.00079673i,-0.0002366-0.00079663i,-0.00017485-0.00035069i,0.00089326+4.678e-05i,0.00098644-2.9493e-05i,0.00059796-0.00036862i,0.0002862-0.00044814i,0.0001297-0.00097218i,-0.00057959-0.00054557i,-0.00098885-3.5546e-06i,-0.00066928-7.82e-05i,-0.00060993-0.00035209i,-0.00075376-0.00024858i,-0.00015511+0.00041007i
-0.0011854+0.0015352i,-0.00065922-0.00030723i,0.00033148+0.00011521i,0.00092626+0.00058097i,0.0006187-0.00072138i,-0.0010611-0.0008095i,-0.001755+0.0001701i,-0.00111+0.0010136i,-0.00047654+0.0009007i,-1.2284e-05+0.00055734i,-5.338e-05-9.6536e-05i,3.5035e-05-0.00088946i,-0.00063451-0.0010244i,-0.001247-0.00093831i,-0.00084566-0.0010379i,-0.00060558-0.00078564i,-0.00027476-5.7155e-05i,0.00058957-0.00014886i,0.00060259+0.00017209i,0.00018186+0.00075487i,-0.00058739+0.00032175i,-0.00088516+0.00028691i,-0.00049805+0.00066952i
0.00092918+0.0014495i,0.001189+0.0015746i,0.0026079+0.0016826i,0.0026927+0.00029701i,0.0013295-0.0014587i,-8.4583e-05-0.0017574i,-0.001316-0.00034728i,-0.0007366+0.00040235i,0.00026684+8.59e-05i,0.00066505+0.00020495i,0.00056336+0.00017142i,0.00018933-9.5778e-05i,3.9899e-06+8.6209e-05i,-0.00054497+0.0010365i,-0.00098932+0.0012207i,-0.00036981+0.00049235i,0.00069075+2.5936e-05i,0.0004025+0.00016216i,-0.00072236+0.00012119i,-0.00051936-0.00046943i,0.0004449-0.00041841i,0.00021939-0.0001764i,-0.00058545+1.1045e-05i
-4.3857e-05-0.00080998i,-0.0018242-0.00014858i,-0.0018477+0.0012827i,-0.0019407+0.0001529i,-0.0019938-0.0014049i,-0.001486-0.0011504i,-0.00071462-0.00069218i,-0.00053421+0.00014883i,-5.5302e-05+0.00039571i,0.00063522+0.00019379i,0.00068616+0.0005884i,2.367e-05+0.00068929i,-0.00022464+0.0004456i,0.00010051+9.6873e-06i,0.00029129+0.00017381i,0.00037626+0.00088637i,0.00048832+0.0002826i,0.00027498-0.00080791i,7.0103e-05-0.00058986i,-0.00018849+0.00022081i,-0.00045428+6.4856e-05i,-0.00059562+0.0002152i,1.8342e-05+0.00015106i
0.0003978+0.00072193i,-0.0009137+0.001258i,-0.0013225+0.0011633i,-0.00035056-0.00029321i,-1.358e-05-0.00079829i,-0.0010061+0.00011349i,-0.0023287+0.00071137i,-0.0016039+0.00035795i,-0.0007018+0.00030111i,-0.00086715+0.00062785i,-0.0004526+0.00090145i,0.00023783+9.2725e-05i,0.00034201-0.00056291i,6.6507e-05+0.00020994i,0.00021261+4.9914e-06i,0.00038244-0.00062852i,0.0007036-0.00037343i,0.0014046+0.00033102i,0.00073749+0.00074229i,-0.00041494-1.0135e-05i,-0.00035004-1.7316e-05i,9.846e-05+0.00022773i,-0.00023161-0.00055851i
-0.0014523+3.4595e-05i,-0.0025777-0.00025024i,-0.0018671+0.0002081i,-0.0014095+0.0015254i,-0.0018484+0.0012227i,-0.0019602+0.00044675i,-0.0015989-3.1686e-06i,-0.00060584-0.00079212i,-0.00034684-0.00062317i,-0.0003687-0.00012211i,0.0001962+0.00026724i,0.00035274-1.5859e-05i,0.00046386-0.0005747i,0.00028927-0.00017768i,0.0004974-0.00013434i,0.00059057-0.00045391i,0.00021709-0.00033754i,-5.3058e-05+8.9097e-05i,0.00028961-0.00040161i,0.0010881-0.00049479i,0.0010492-3.5356e-05i,0.00050449+0.00019532i,0.00031288+0.00012038i
0.0012161+0.00098807i,0.0019797+0.00061223i,0.0031427-0.00086881i,0.0023934-0.001775i,-0.00016884-0.001973i,-0.0016267-0.0014465i,-9.4616e-05-0.00028109i,0.00070199+0.00027512i,-6.3523e-05+0.00026663i,-0.0005245+0.00022656i,-0.00090788-0.00056795i,-0.00087508-0.00030626i,-0.00059474+0.00044238i,-0.00020866+0.00033114i,0.00045453+0.00052401i,0.00054998+0.00058067i,0.00016927+0.00038731i,0.00049912+0.00030351i,-0.00016989+0.00028923i,-0.00090773+6.7673e-05i,-0.00035034+9.7783e-05i,4.4602e-05-0.00021476i,0.00013991-0.00082272i
-0.0016765-0.0010585i,-0.00087202-0.0010733i,-0.0019892-0.00019973i,-0.0026375+0.00098906i,-0.0022664+0.0017037i,-0.0014475+0.00059789i,-0.00081052+8.8179e-05i,-0.00092045+0.00055234i,-0.0010433+0.0004892i,-0.0010313-9.1406e-05i,-0.0007853-0.00020468i,-3.3991e-05+0.00018201i,0.00073486+0.00054569i,0.0011606+5.6608e-05i,0.0011574+7.2614e-05i,0.0010717+0.00043098i,0.00070995+1.1528e-05i,0.00074726-0.00057105i,0.00079513-0.00068746i,0.00017951-0.00013983i,0.00011353+0.00061867i,-0.00019487+0.00051356i,-0.00062264-6.1612e-05i
-0.00014359-0.00056498i,0.00040261-0.0013229i,-0.00052652-0.0015258i,-0.0005861-0.0016448i,-0.00095576-0.0016964i,-0.0015971-0.0016129i,-0.00077054-0.00050094i,0.00035396+0.00015466i,0.00039947-6.4223e-06i,-0.00027281+0.00016753i,-0.00019253-0.00021138i,-0.0001766-0.00039496i,-0.0001473+0.00021704i,0.00073507+0.00089917i,0.0013553+0.00034i,0.00074087+0.0002054i,-4.5631e-05+0.0004894i,0.00051137+0.00055083i,0.00061055-7.5776e-05i,0.00017737-0.00017009i,0.00024475+0.00060232i,0.00014019+0.00075148i,0.00037312+0.0002579i
-0.00037994+0.0012496i,0.00047296+0.0014256i,0.00029429+0.0019087i,-0.00015879+0.001499i,-0.0013019-0.00077235i,-0.001998-0.0017159i,-0.0019263-0.0005668i,-0.00086561-0.00025011i,-0.00021781-0.00064736i,-0.00065734+0.00023731i,-0.0005466+0.0011178i,0.00024646+0.0010218i,0.00048846+0.00068307i,0.00031742-0.00028511i,0.00014305-0.00043986i,-7.3646e-06+8.4643e-06i,-0.00056959+8.103e-05i,-0.0008088+0.00031759i,-6.8137e-05+0.00054196i,0.00071909+0.00059011i,0.00022734+9.6421e-06i,6.8457e-05-0.00062156i,-0.00016366-0.00045978i
0.0022554-0.0011207i,0.001419-0.00058217i,0.0014141-0.00073039i,0.00064529-0.0010801i,-0.0011159-0.00050589i,-0.0015153+0.00047911i,-0.00070403+0.00069611i,-0.00016696+0.00039944i,-0.00020187+0.00018223i,-0.000286+0.00049243i,0.00023043+0.00083931i,0.00038872+0.00064199i,8.2277e-06+0.00093838i,8.9359e-05+0.0012596i,0.00038443+0.00090746i,0.00058733+0.00018646i,0.00065778-0.00019633i,-0.0002336-0.00025299i,0.00014111-0.00036333i,0.00066721-0.00017932i,-0.00030691+0.00020921i,-0.00050685+0.00045413i,8.9455e-05-1.3415e-06i
0.0010535-0.0014126i,-4.1353e-05-0.0015858i,-0.00045753-0.0015337i,-0.00031106-0.00087151i,-0.00040961-0.000808i,-0.00055478-0.0002386i,-0.00051213+0.00077613i,-0.0001701+0.00060805i,-0.00034356+0.00027091i,-0.0002171+0.00035927i,0.00020737+0.00048509i,-0.00053006+0.00040281i,-0.00036711+0.00057952i,0.00014777+0.00090488i,-8.6146e-05+0.0009931i,-0.00053485+0.00094747i,-0.00062109+0.00034195i,-0.00035534-0.00020885i,0.00021124+9.5774e-05i,0.00038986-0.00027476i,0.00040398-0.00083304i,0.00015444-0.00044798i,-0.00023955-3.6686e-05i
-0.0021865-0.00069865i,-0.0027882+0.00051339i,-0.0036661+0.00088846i,-0.0032448+4.7973e-06i,-0.0016855-0.00054616i,-0.0011518-0.0010577i,-0.00035724-0.00048354i,0.00054327+0.00033874i,0.00045353+0.00080554i,0.00025528+0.0011737i,0.00044208+0.00064475i,0.00077027-0.00060396i,0.00091349-0.0012736i,0.00068619-0.001294i,0.00074774-0.00082343i,0.00071253-0.00019362i,0.00050947+0.00017463i,0.00034041+0.00062297i,6.9527e-05+0.00045552i,0.00021758-7.5862e-05i,8.532e-05-2.6848e-05i,-0.00033608-0.00015193i,-0.00067419+6.3182e-05i
-1.2048e-05+0.0010481i,0.00046635+0.00181i,0.0012089+0.0024655i,0.0016315+0.0021658i,0.00050038+0.0011631i,-0.0013796-0.00076152i,-0.00212-0.00089526i,-0.0017658-1.8075e-05i,-0.00092663+0.00033835i,-0.00069639+0.00060116i,-0.00045997+0.00036642i,-0.0001067+0.00032451i,-0.00031546+0.00040838i,0.00028863+0.00048471i,0.00050895+0.00019381i,-7.9302e-05+0.00042493i,-0.00045515+0.00070684i,-7.5421e-05+0.00062729i,0.0006448+0.00048605i,2.963e-05-0.0006132i,-0.00083146-0.0012915i,-0.00010004-0.001193i,0.00015561-0.00074672i
2.3553e-05+0.0015716i,-0.00011823+0.0020739i,0.00051742+0.0002677i,0.0001642-0.001704i,-5.1987e-05-0.0024949i,-0.0005497-0.0013763i,-0.00076166-0.00065019i,-4.6815e-05-0.00013587i,0.0001948+0.00011121i,-6.1434e-05-7.0958e-05i,-0.00048135-0.00024913i,-0.00052034-0.0005084i,0.00028279-0.00014506i,0.0014278+0.00059759i,0.00079898+0.00070769i,-0.00016301+0.00043492i,0.00030957+0.00060666i,0.00051531-9.5631e-06i,0.00025662-0.00036282i,-0.00013793-0.00038886i,-0.0001092-0.00020808i,0.00036713+2.9744e-05i,0.00096286+3.3241e-06i
0.0013279+0.0025723i,0.0024348+0.0022836i,0.0036807+0.0017979i,0.0015265+0.0012876i,-0.0014592-0.0004429i,-0.0022623-0.0020552i,-0.0020265-0.0020286i,-0.0005869-0.00080824i,0.00096468-0.00050321i,0.0010461-0.0007295i,0.0010404+0.00021747i,0.0010513+0.00076826i,0.00054283+0.00029132i,-2.8039e-05+6.9133e-05i,-0.00015117+0.00035726i,-0.00012435-0.00022376i,0.00033513-0.0014299i,0.00075108-0.00092776i,0.00084423+0.00020511i,0.00026839+0.00036214i,-0.00015343+0.00022065i,-0.00012999+0.00021042i,0.00013139+0.00027128i
0.0013919-0.0020012i,0.00064974-0.0023661i,-0.00043707-0.0030507i,-0.0024088-0.0033215i,-0.0031977-0.0021573i,-0.0025035+0.00012058i,-0.001967+0.001133i,-0.0016604+0.0011774i,-0.0013048+0.00046844i,-0.00014748-0.00031185i,0.0011402-0.00059746i,0.00091698+8.499e-05i,5.1375e-05+0.00049377i,0.00020177+0.00058937i,0.00079957+0.00072433i,0.000437+0.0006749i,-0.00024754+0.00061718i,0.00021304+0.00047883i,0.00051977-1.0424e-05i,0.00014518-1.9417e-05i,0.00033091+0.00028394i,0.00071598+0.00012183i,0.00043114-0.00038514i
-0.0012186-0.0017748i,-0.001005-3.4135e-05i,-0.0022562+0.0017999i,-0.0023481+0.002804i,-0.0019951+0.0014361i,-0.0011578-0.00064985i,-0.0008266-0.00079842i,-0.00068128-0.00042412i,0.00020471-0.0003612i,-1.9741e-06+0.00045355i,0.00023059+0.00071968i,0.00096604-0.00031449i,0.0012332-0.0004563i,0.0013251-7.1681e-05i,0.0012023-0.00041918i,5.625e-05-0.00035388i,-0.00092206-0.00015311i,-7.4672e-05-2.396e-05i,0.0013176+0.0002516i,0.0012289-0.00011837i,0.00055562-0.00011482i,-5.6713e-05+0.00052838i,-0.00056851+0.00036365i
9.1824e-05+0.0005606i,-0.00072219-3.3561e-05i,-0.0011245-0.00064297i,-0.000639-0.0014492i,-0.001446-0.001375i,-0.0027943+7.6025e-05i,-0.0025349+0.0011248i,-0.0013768+0.0012422i,-0.00057114+0.00091819i,-0.00027434+0.0010824i,-8.1357e-05+0.00077221i,-0.00050833+0.00014371i,-0.0004009-0.00026761i,0.0005923+9.8441e-06i,0.00099629+0.00014044i,0.00078944-0.00065061i,0.0003735-0.00090241i,-0.00026656-0.00059409i,-0.00042086-9.1397e-05i,-0.00074547-8.9036e-06i,-0.00030614-0.00042229i,-7.8021e-05-0.00064754i,-0.0005685-0.00014367i
