-0.0041682+0.0014103i,-0.0048331+0.0022814i,-0.00462+0.0046912i,-0.0026776+0.0051911i,-0.00083827+0.0035337i,-0.00077942+0.0012919i,-0.0016469+0.0005763i,-0.00080658+0.00071084i,0.00037596+0.00093058i,0.0011246+0.0008036i,0.0013262-1.5119e-05i,0.00095345-0.00079969i,0.0006778-0.0010314i,0.00021199-0.00090019i,-0.00055174-0.00033482i,-0.00064677+0.0004479i,-0.0002676+0.0012738i,0.00010913+0.0012711i,0.00044415+0.00039132i,0.000171+0.00022663i,-4.5597e-05+0.00052307i,-0.00056813-0.00041032i,-0.00048482-0.00049434i
-0.019685-0.08434i,-0.020412-0.23789i,-0.0074335-0.42788i,-0.02005-0.49305i,-0.063308-0.37907i,-0.072067-0.20078i,-0.03676-0.079834i,-0.0069272-0.036327i,0.0089413-0.012463i,0.025088+0.0065691i,0.027869+0.0098773i,0.024238+0.007813i,0.029558-0.0015551i,0.02882-0.012207i,0.019341-0.0089598i,0.01354-0.0022254i,0.012359-0.0062427i,0.011183-0.017284i,0.010078-0.02236i,0.01037-0.016666i,0.0079687-0.010343i,0.001477-0.0053526i,-0.0020143+0.0015447i
0.024373+0.048309i,0.03765+0.15443i,0.016015+0.30419i,-0.04907+0.38088i,-0.1074+0.3337i,-0.11358+0.23088i,-0.080192+0.13313i,-0.048986+0.062836i,-0.036063+0.014987i,-0.034557-0.012822i,-0.028731-0.018711i,-0.019101-0.017901i,-0.018474-0.013714i,-0.016928-0.0038603i,-0.0077605+0.0022561i,-8.8311e-05+0.0023943i,-0.001103+0.0028476i,-0.0079029+0.0045597i,-0.011542+0.0039581i,-0.011524+0.00093702i,-0.009645+0.00013499i,-0.0048019+0.00098259i,-0.00045584-0.0012013i
-0.019632-0.0026442i,-0.036245-0.037792i,-0.02744-0.1021i,0.047855-0.13112i,0.15473-0.10029i,0.19968-0.074199i,0.15627-0.064991i,0.086065-0.040796i,0.043437-0.0097464i,0.028319+0.0063247i,0.017462+0.011192i,0.0028073+0.019345i,-0.0037465+0.024244i,-0.0028411+0.013667i,-0.0044337-0.0019186i,-0.0090964-0.0076661i,-0.0080882-0.0021946i,-8.9738e-05+0.0026592i,0.0049646+0.0012305i,0.0042499-0.00065083i,0.0028339-8.6674e-05i,0.0031273+0.0012726i,0.0034335+0.0034246i
0.0022166-0.032125i,0.017609-0.065717i,0.026621-0.085713i,-0.02842-0.088678i,-0.13799-0.073808i,-0.20133-0.025243i,-0.17264+0.014573i,-0.1054+0.003671i,-0.056263-0.022023i,-0.029919-0.027289i,-0.010554-0.022081i,0.0085857-0.023437i,0.019506-0.028972i,0.018206-0.020479i,0.012705-0.0027441i,0.0096801+0.0038962i,0.0060274-0.0026655i,-0.002691-0.010535i,-0.010813-0.0089948i,-0.012216-0.0019311i,-0.0088073+0.0017241i,-0.0032661+0.0021399i,5.9159e-05+0.00097073i
0.012783+0.058283i,0.0055598+0.15061i,-0.018625+0.24997i,-0.014845+0.29542i,0.05242+0.26042i,0.1282+0.15192i,0.13348+0.04539i,0.074645+0.021349i,0.025423+0.042442i,0.0087148+0.039166i,-0.0010456+0.01878i,-0.015367+0.011654i,-0.026312+0.017659i,-0.02558+0.017102i,-0.018839+0.0041462i,-0.016968-0.0044773i,-0.017122+0.0017671i,-0.011197+0.014939i,-0.0023669+0.020313i,0.0019268+0.014925i,0.0029332+0.0055171i,0.002758-0.0016125i,0.0013277-0.0033519i
-0.015407-0.065836i,-0.015362-0.18383i,0.027316-0.30822i,0.095084-0.33979i,0.11033-0.27673i,0.044855-0.16511i,-0.015691-0.051739i,-0.0051318-0.0033166i,0.020519-0.009803i,0.02062-0.0095726i,0.014428+0.0015222i,0.016954+0.0048177i,0.024971+0.00037218i,0.026489-0.0051728i,0.018358-0.0041158i,0.012352+0.0010872i,0.015837+0.0010593i,0.019451-0.0049659i,0.01674-0.009627i,0.012899-0.0087629i,0.0091426-0.0060778i,0.0043948-0.0032761i,0.0032488+0.00062663i
0.019342+0.058137i,0.031683+0.17275i,0.0036605+0.28158i,-0.085847+0.2649i,-0.16555+0.1576i,-0.15108+0.080332i,-0.075647+0.033903i,-0.04213-0.0032805i,-0.047089-0.012006i,-0.041004-0.0074256i,-0.026104-0.010072i,-0.017089-0.014334i,-0.015506-0.012709i,-0.013156-0.0041579i,-0.0068455+0.0038265i,-0.0023655+0.0045319i,-0.0034391+0.00054908i,-0.0070692-0.001447i,-0.0098346-0.0010616i,-0.010559-0.0014802i,-0.0095676-0.0020043i,-0.0075036-0.0026317i,-0.0061637-0.0062525i
-0.014744-0.039107i,-0.028811-0.12187i,-0.019908-0.1986i,0.037343-0.15541i,0.11139-0.03282i,0.1346+0.010126i,0.086637-0.0037286i,0.044541+0.013665i,0.045003+0.028548i,0.042799+0.017641i,0.022898+0.010677i,0.0038016+0.016065i,-0.0024193+0.01934i,-0.0018984+0.010111i,-0.0028463-0.0021382i,-0.0033355-0.0045079i,-0.0011239+0.00098112i,0.0034043+0.0046721i,0.0059622+0.0038034i,0.0079207+0.0034434i,0.0097443+0.0040686i,0.0082463+0.0053856i,0.0059961+0.008001i
0.0018185+0.014405i,0.010208+0.057035i,0.02781+0.092321i,0.025007+0.034881i,-0.030131-0.069851i,-0.090523-0.072294i,-0.07425-0.016319i,-0.023049-0.020773i,-0.014714-0.044704i,-0.019371-0.032054i,-0.0061216-0.014735i,0.0095177-0.013758i,0.017045-0.018518i,0.014683-0.016254i,0.0094598-0.0060808i,0.0069939-0.0017419i,0.0043403-0.0051046i,-0.00057106-0.0084608i,-0.004423-0.0096142i,-0.0067385-0.0090361i,-0.01011-0.0069641i,-0.011597-0.0033223i,-0.0092621-0.0021721i
0.014975+0.0085669i,0.023317+0.0044461i,-0.0094258-0.0076867i,-0.084567+0.019189i,-0.10712+0.082924i,-0.029688+0.087112i,0.030701+0.027273i,0.0069653+0.0099009i,-0.015298+0.038195i,-0.0037098+0.039125i,-0.00018163+0.017634i,-0.0089137+0.0085522i,-0.015719+0.0099121i,-0.016842+0.0085943i,-0.012027+0.0019285i,-0.0075882-0.0036804i,-0.0066713-0.0021534i,-0.006783+0.0045331i,-0.0066839+0.0090575i,-0.0061575+0.0068525i,-0.0029398+0.0026353i,0.0024972-4.2648e-05i,0.0040412-0.00045631i
-0.022559-0.022404i,-0.050527-0.052828i,-0.044157-0.05374i,0.03759-0.0079007i,0.11616+0.025408i,0.077018+0.028967i,0.0020343+0.046437i,0.0080274+0.046235i,0.035779+0.0081277i,0.025465-0.014015i,0.0098794-0.0066073i,0.0078479+0.001595i,0.010973+0.0019798i,0.013506-0.0002332i,0.010357-0.0025543i,0.0048915-0.0043801i,0.004037-0.0060398i,0.0063355-0.0064886i,0.006959-0.0041412i,0.0067574+9.792e-05i,0.005071+0.0033638i,0.0021313+0.0046216i,0.0017164+0.0033737i
0.028476+0.035435i,0.077319+0.094612i,0.11588+0.11597i,0.065228+0.027634i,-0.039064-0.074922i,-0.057363-0.076946i,-0.0023119-0.05811i,0.0020024-0.062363i,-0.028784-0.038145i,-0.026717-0.0097628i,-0.010104-0.0084731i,-0.0044777-0.015617i,-0.0049697-0.016817i,-0.0051973-0.0099574i,-0.0038613-0.0018157i,-0.0044028+0.001781i,-0.0068568+0.0035977i,-0.0065184+0.0036656i,-0.0044831+0.00027978i,-0.0028613-0.0031952i,-0.0012019-0.0041372i,0.00021608-0.0057164i,-0.00021465-0.0075953i
-0.027914-0.03886i,-0.085846-0.11159i,-0.15869-0.149i,-0.16875-0.046694i,-0.088146+0.10186i,-0.0086541+0.11304i,-0.0095834+0.056149i,-0.018894+0.050917i,0.012405+0.046741i,0.027401+0.016424i,0.012739+0.0025737i,-0.0021973+0.0093852i,-0.0067124+0.018213i,-0.0041338+0.015794i,-0.0035616+0.0058359i,-0.0052805+0.0036786i,-0.0032598+0.00742i,0.00098592+0.0093463i,0.0024949+0.0085302i,0.0030513+0.0070557i,0.0039473+0.005999i,0.0027652+0.0060842i,0.0028037+0.0081806i
0.019138+0.035694i,0.067253+0.11319i,0.15723+0.19001i,0.23942+0.1392i,0.22173-0.0067651i,0.11542-0.059162i,0.05527-0.023461i,0.051528-0.025758i,0.022887-0.048363i,-0.0093647-0.033246i,-0.0092786-0.012353i,0.0029747-0.0092924i,0.010706-0.013089i,0.0093449-0.014715i,0.004055-0.010269i,0.0023702-0.0044361i,0.0034917-0.0041223i,0.0046249-0.0076861i,0.0037328-0.0082686i,0.0016701-0.0056851i,-0.0022621-0.0030794i,-0.0052586-0.0017459i,-0.0043309-0.0033903i
0.0013059-0.02347i,-0.0048192-0.092489i,-0.056297-0.20505i,-0.16707-0.24608i,-0.22289-0.15705i,-0.14708-0.065972i,-0.065146-0.049169i,-0.05805-0.030073i,-0.050687+0.011858i,-0.018934+0.021344i,-0.003924+0.0068667i,-0.0065934+0.002475i,-0.0084494+0.0065642i,-0.0049962+0.0087893i,-0.00070027+0.0075578i,0.0014805+0.0054426i,0.00065915+0.0031283i,-0.0039249+0.00056673i,-0.0076548-0.00081842i,-0.0061699-0.0008508i,0.00065317-0.00011377i,0.0067753-0.00047709i,0.0060262+0.00045204i
-0.024376+0.0074018i,-0.065477+0.057071i,-0.08307+0.17208i,-0.0091017+0.28355i,0.082026+0.2718i,0.065658+0.17186i,0.0086143+0.11211i,0.014491+0.082633i,0.030731+0.036029i,0.014678+0.0072995i,0.00040974+0.0060392i,0.00057298+0.0065102i,0.0052731+0.0037661i,0.0059663+6.8726e-05i,0.0030922-0.0031541i,0.00094289-0.0033336i,0.00010564-0.0013961i,0.0017263+0.001548i,0.0038844+0.0025229i,0.0026661+0.00058426i,-0.0019593-0.0019698i,-0.0056463-0.0019819i,-0.0056074-0.00038243i
0.044228+0.0053878i,0.12622-0.010168i,0.22418-0.091787i,0.22006-0.23379i,0.10173-0.2963i,0.021646-0.20481i,0.030147-0.10883i,0.02189-0.079572i,-0.013351-0.044152i,-0.016195-0.0056046i,-0.002332+0.0031606i,0.0043623-0.0038766i,0.0049096-0.011055i,0.0027036-0.010932i,0.0039334-0.0042288i,0.0069082-0.00013274i,0.0064533-0.00052339i,0.0038648-0.0011584i,0.0011621-0.0020854i,-0.0033193-0.0025151i,-0.0047177-0.0016i,-0.00052335-0.0012674i,0.0021087-0.0030224i
-0.044595-0.017523i,-0.14447-0.050151i,-0.30631-0.046361i,-0.40362+0.061913i,-0.33044+0.17929i,-0.17988+0.16612i,-0.097398+0.095215i,-0.060087+0.070746i,-0.010552+0.054435i,0.015611+0.019273i,0.0081232+0.00050449i,-0.0040506+0.0024747i,-0.0091459+0.0088782i,-0.0060195+0.010334i,-0.0012288+0.0035222i,-0.0019382-0.0051094i,-0.0067287-0.008354i,-0.0096273-0.0040617i,-0.0067376+0.0030745i,-0.00010696+0.0076029i,0.0047599+0.0071702i,0.0040097+0.0040443i,0.0018942+0.0025618i
0.035767+0.030134i,0.12509+0.10901i,0.28644+0.20066i,0.42122+0.1906i,0.39147+0.085449i,0.23727+0.019646i,0.12961+0.013888i,0.092513-0.0048893i,0.052498-0.026569i,0.015759-0.017221i,0.0047223-0.0036522i,0.0056624-0.0019724i,0.0072061-0.007659i,0.0032374-0.013612i,-0.0046513-0.013858i,-0.0069487-0.0080786i,-0.0034234+0.00045887i,0.0029013+0.003516i,0.0075408-0.0003398i,0.0068707-0.0059455i,0.0020039-0.008159i,-0.0034787-0.005395i,-0.0050732-0.0036966i
-0.01661-0.031487i,-0.059641-0.13065i,-0.15525-0.29261i,-0.27165-0.37956i,-0.29046-0.28978i,-0.17894-0.15058i,-0.080031-0.08897i,-0.058101-0.055864i,-0.041393-0.016323i,-0.0092857-0.0031619i,0.0049497-0.007219i,0.00025296-0.0060284i,-0.0067845+0.00075985i,-0.0054376+0.0069155i,0.0016558+0.0075908i,0.0052795+0.0054136i,0.005388+0.0036577i,0.0014876-0.00033588i,-0.0058909-0.003227i,-0.0092339-0.00061826i,-0.0059395+0.0037375i,-0.00091373+0.0060179i,0.0010606+0.0070228i
-0.0027798+0.029218i,-0.022855+0.12634i,-0.034045+0.31475i,0.012072+0.47449i,0.076515+0.43402i,0.068248+0.25655i,0.024349+0.13273i,0.018844+0.078362i,0.021535+0.03045i,0.0034765+0.0018884i,-0.0078459-0.00022626i,-0.0046606+0.0040053i,0.00056113+0.0060506i,0.0006266+0.0034172i,-0.0053519-0.00074749i,-0.009909-0.0025193i,-0.009064-0.0014175i,-0.0045259+0.0021911i,0.0018707+0.0054395i,0.0061071+0.0044542i,0.0047061+0.0012695i,0.00058268-0.00026709i,0.00026202-0.00092239i
0.031177-0.014513i,0.11577-0.081325i,0.24392-0.22714i,0.30197-0.38489i,0.22396-0.39931i,0.11087-0.25703i,0.058029-0.12943i,0.026989-0.080848i,-0.0055646-0.044806i,-0.011057-0.011225i,-0.0007061-4.8152e-05i,0.0051606-0.0023488i,0.0061937-0.0049529i,0.0043025-0.0028542i,0.0024185+0.0016186i,0.0036075+0.0052075i,0.0047801+0.0039792i,0.0038823-0.001472i,0.0011038-0.0060846i,-0.0025004-0.0071942i,-0.0031062-0.0041599i,0.00065363-0.00033212i,0.0024264+0.00060777i
-0.045314+0.0077823i,-0.1599+0.019885i,-0.35269+0.062723i,-0.48506+0.13833i,-0.41962+0.17322i,-0.24301+0.12123i,-0.12708+0.060911i,-0.075288+0.04559i,-0.030312+0.036498i,-0.0051253+0.013331i,-0.0032412-0.0033981i,-0.0072291-0.0056871i,-0.0075126-0.00099354i,-0.0014401+0.0037966i,0.0037006+0.0053235i,0.002667+0.0018071i,-0.0027321-0.0026942i,-0.0078375-0.001277i,-0.0082191+0.0051711i,-0.0048196+0.0088565i,-0.0011497+0.0058584i,-0.00025668+0.00069365i,-0.0019999-0.00023943i
0.041303+0.012169i,0.15359+0.059827i,0.35006+0.1317i,0.49931+0.15007i,0.43676+0.091791i,0.241+0.03879i,0.11106+0.025796i,0.067734+0.013108i,0.036604+0.00012436i,0.011314+0.0045284i,0.0034352+0.0096465i,0.006002+0.0066772i,0.010836-0.00089299i,0.0062053-0.0087339i,-0.002304-0.0087186i,-0.0033226-0.001338i,0.0026562+0.0052317i,0.0090064+0.0067053i,0.011719+0.0027568i,0.010058-0.001157i,0.0055094-0.0028273i,0.0030468-0.0018802i,0.0024387-0.0014123i
-0.026603-0.023885i,-0.096884-0.11713i,-0.22535-0.2862i,-0.34254-0.402i,-0.32967-0.33389i,-0.19708-0.17538i,-0.085096-0.08082i,-0.046107-0.040545i,-0.024328-0.012077i,-0.00055099-0.0038667i,0.0066225-0.0074458i,-0.0005497-0.0084534i,-0.0088645-0.0065993i,-0.0054473-0.003037i,0.0061867-0.0022617i,0.010616-0.0057474i,0.0068311-0.0082653i,0.001186-0.0084388i,-0.003191-0.0072911i,-0.0046538-0.0039684i,-0.0027911-0.00065365i,0.00040414-0.00061022i,0.0017421-0.0014397i
0.0093021+0.034296i,0.015156+0.14277i,0.020978+0.34534i,0.03334+0.51156i,0.043035+0.46831i,0.029336+0.27704i,0.010786+0.13175i,0.012601+0.067503i,0.015381+0.027288i,0.0039752+0.0045164i,-0.0064876+0.0021163i,-0.0064807+0.0054335i,-0.0012206+0.0056161i,-0.00014621+0.0017715i,-0.0047128-0.0032491i,-0.0093397-0.0042391i,-0.0095621-0.00055645i,-0.0060662+0.0035349i,-0.0015522+0.0044796i,0.0019246+0.0011079i,0.0010759-0.0034812i,-0.0032497-0.0052648i,-0.0054261-0.0031216i
0.01324-0.02806i,0.072698-0.11629i,0.1819-0.27636i,0.26079-0.40668i,0.22546-0.36493i,0.12869-0.2005i,0.067782-0.084495i,0.036585-0.049735i,0.012323-0.030244i,0.0051578-0.0096877i,0.0067269+0.00053888i,0.0060126+0.00063245i,0.000294-0.0023698i,-0.0056325-0.0019913i,-0.0052846-0.00097721i,-0.00061875-5.153e-05i,0.0039703-6.1846e-05i,0.0055243-0.0033116i,0.0023413-0.0063816i,-0.0032071-0.0057703i,-0.006169-0.0009879i,-0.0038722+0.0040196i,-3.2233e-05+0.005194i
-0.032521+0.019032i,-0.13385+0.06128i,-0.31331+0.13654i,-0.44469+0.2012i,-0.38321+0.18503i,-0.20501+0.10614i,-0.086633+0.04279i,-0.04428+0.020658i,-0.021086+0.01124i,-0.0098762-0.0014626i,-0.0061578-0.0077617i,-0.0035909-0.0046571i,-0.0012956+0.0011506i,0.0019544+0.0029999i,0.0028215+0.0020407i,0.0011291-0.0012096i,-0.0015701-0.0042794i,-0.0049658-0.0026633i,-0.0064291+0.0030508i,-0.0031421+0.0073852i,0.00218+0.0047226i,0.0041271-0.0010964i,0.001982-0.0036459i
0.038475-0.0034738i,0.14984+0.012663i,0.34341+0.055917i,0.48672+0.089812i,0.4225+0.077829i,0.22769+0.042481i,0.089898+0.02301i,0.038254+0.014106i,0.014628+0.0068635i,0.0024191+0.0090326i,0.0013741+0.012345i,0.0036276+0.011772i,0.0059715+0.0075942i,0.0037645+0.0026891i,-0.0046249+0.0012314i,-0.0095753+0.004084i,-0.0067659+0.006455i,-0.0011261+0.0044135i,0.0028916+0.00094283i,0.0027715-0.0015361i,0.00015831-0.0022021i,-0.0015944-0.0001228i,-0.0010559+0.0019263i
-0.030812-0.012686i,-0.11058-0.076345i,-0.23887-0.21251i,-0.32708-0.33059i,-0.27509-0.30304i,-0.14204-0.17601i,-0.05372-0.082881i,-0.026363-0.040534i,-0.013433-0.014965i,0.0023353-0.005448i,0.0088154-0.008981i,0.0033981-0.012643i,-0.0025262-0.012339i,-0.0001048-0.0088345i,0.0071397-0.0038899i,0.0088451-0.0024015i,0.0044655-0.0026967i,0.0004556-0.0021984i,-0.0022933-0.0017512i,-0.0040625+0.00010095i,-0.0027071+0.0020379i,-0.00075393+0.0022235i,0.00066074+0.00091474i
0.019406+0.024804i,0.048037+0.1119i,0.076872+0.27809i,0.076642+0.41204i,0.041373+0.36344i,0.0040844+0.19518i,-0.010474+0.076869i,-0.0058726+0.032954i,-0.0008838+0.014511i,-0.0046896+0.0061945i,-0.008891+0.0035682i,-0.0067366+0.0048597i,0.00032352+0.0068418i,0.0042975+0.0055744i,0.0026+0.0033056i,0.0012153+0.0032022i,0.0015274+0.0045704i,0.002078+0.0050607i,0.0041194+0.0044822i,0.0066029+0.0022604i,0.0065277-0.00051555i,0.0030369-0.0014343i,2.8522e-05-0.0014439i
-0.00011764-0.027645i,0.028602-0.11045i,0.097383-0.25728i,0.16365-0.36492i,0.15254-0.30929i,0.085158-0.15321i,0.042897-0.04567i,0.029142-0.013283i,0.017334-0.0055333i,0.01119-0.0013182i,0.010031-0.0024089i,0.0074562-0.006833i,0.0016313-0.01127i,-0.0035859-0.010405i,-0.0043338-0.0059108i,-0.00097418-0.0020906i,0.0017087-0.0022822i,0.0031825-0.0049452i,0.00205-0.0064328i,-0.00095609-0.006358i,-0.002548-0.0033654i,-0.0012204-0.0009808i,0.00099193-0.0004554i
-0.017694+0.019835i,-0.086569+0.070409i,-0.22808+0.15003i,-0.34982+0.19985i,-0.31862+0.16173i,-0.1768+0.084361i,-0.070056+0.032368i,-0.029034+0.0094078i,-0.011208+0.00029325i,-0.0047763-0.0067764i,-0.0064282-0.00727i,-0.0066216+0.00042428i,-0.0032722+0.0061488i,0.00054835+0.0044698i,0.0026508+0.00057793i,0.0024742-0.0017937i,0.00026563-0.0025643i,-0.0026134-0.0011856i,-0.0039623+0.00080295i,-0.0028511+0.0013848i,-0.00027171+0.00044301i,0.00080566-0.0015195i,0.00043305-0.0018819i
0.026364-0.0032951i,0.11142-0.0085949i,0.26483+0.0053307i,0.37634+0.04057i,0.31497+0.065988i,0.15604+0.055847i,0.049634+0.033434i,0.012044+0.018559i,0.0016938+0.010382i,-0.00076191+0.0090349i,-0.0024211+0.0094026i,-0.0030171+0.0074603i,-0.0016234+0.003435i,-0.0023765-0.0016043i,-0.0045884-0.0036205i,-0.005908-0.0023158i,-0.004223-0.0011441i,-0.00095456-0.00076456i,0.00060482-0.00097558i,-0.00027214-0.0017704i,-0.0020636-0.001328i,-0.0020666+0.001253i,-0.00053415+0.0034593i
-0.024861-0.0045175i,-0.094931-0.039233i,-0.2061-0.12245i,-0.26948-0.2064i,-0.20611-0.19389i,-0.085526-0.10717i,-0.013265-0.048444i,0.0035645-0.026634i,0.002826-0.013011i,0.0037245-0.0061314i,0.0064349-0.006851i,0.0057291-0.0090555i,0.0011639-0.0077673i,-0.00069353-0.004482i,0.0018893-0.0028157i,0.003296-0.0036685i,0.0015427-0.0035873i,-0.00084902-0.0016473i,-0.0021319-9.9468e-05i,-0.0017134-0.00040959i,-0.00034584-0.0014007i,0.00077918-0.002358i,0.0013481-0.0035563i
0.016221+0.010857i,0.052806+0.071353i,0.096041+0.19547i,0.10388+0.30101i,0.064233+0.26757i,0.022603+0.13846i,-0.00090087+0.04706i,-0.009426+0.015706i,-0.010878+0.0068028i,-0.012949+0.006887i,-0.012168+0.0090994i,-0.0067022+0.010266i,0.00040029+0.010792i,0.0043323+0.0094939i,0.0029843+0.0066315i,-0.0004192+0.0042681i,-0.00118+0.0045015i,-0.00013565+0.005799i,0.00052156+0.005038i,0.0013195+0.0023683i,0.0012108+0.00035444i,-0.00085913-0.00039438i,-0.0020938-0.00031639i
-0.0070703-0.016556i,0.00074973-0.078501i,0.036543-0.19199i,0.091503-0.27523i,0.1087-0.23038i,0.070228-0.10999i,0.034391-0.025016i,0.021192+0.0031175i,0.013596+0.0046723i,0.012179+0.00098584i,0.014145-0.0029369i,0.012117-0.0078504i,0.0054943-0.011067i,-0.0012805-0.01042i,-0.0049374-0.0066693i,-0.0066765-0.0023792i,-0.0057681-2.5611e-05i,-0.0030055-9.8487e-05i,-0.0017838-0.00052775i,-0.0018637+0.00095081i,-0.002738+0.0034006i,-0.0013692+0.0039715i,0.00051197+0.0031559i
-0.0047549+0.017784i,-0.042026+0.061265i,-0.12848+0.12652i,-0.21521+0.1544i,-0.2053+0.10419i,-0.11507+0.035406i,-0.045481-0.00048856i,-0.017596-0.010615i,-0.0053882-0.0082499i,-0.00088127-0.0059038i,-0.0019757-0.0052933i,-0.0046696+0.0010017i,-0.0043542+0.008516i,-0.0010579+0.0082802i,0.001856+0.0036928i,0.0034542+0.00030568i,0.0051466-0.0011533i,0.0047975-0.00079901i,0.0026049-0.00042494i,0.0030845-0.00049151i,0.0043904-0.00010612i,0.0040825-0.00042574i,0.0026475-0.0012587i
0.014171-0.011357i,0.067889-0.026553i,0.16851-0.032703i,0.24237-0.011426i,0.19426+0.019013i,0.083963+0.028016i,0.018262+0.024101i,-0.0010675+0.019398i,-0.0018588+0.01411i,0.0013553+0.0091862i,0.00082267+0.003307i,-0.00078092-0.0030215i,0.0012687-0.0076842i,0.0039252-0.0085316i,0.0031114-0.0048758i,0.0013293-0.001599i,0.00083263-0.0018701i,0.0012614-0.0031395i,0.001374-0.0036682i,2.2166e-05-0.0033528i,-0.0021985-0.0020091i,-0.0027869-0.00038468i,-0.0012056+0.0014375i
-0.016635+0.0011562i,-0.066282-0.012085i,-0.14928-0.059238i,-0.20211-0.11678i,-0.15789-0.11724i,-0.066407-0.062798i,-0.0052584-0.024739i,0.013393-0.013881i,0.010611-0.0090623i,0.0063128-0.0078402i,0.0062446-0.0075285i,0.006338-0.0046287i,0.002545-0.0007248i,-0.0015145+0.00068557i,-0.0011115+3.6317e-05i,0.0011627+6.6106e-05i,6.3374e-06+0.00066331i,-0.0018048+0.0011749i,-0.0016383+0.00091714i,-0.00066175+0.00080394i,0.0011842+0.00042977i,0.0015836-0.0012332i,0.0013508-0.0019683i
0.01502+0.0047005i,0.045752+0.040094i,0.082339+0.12014i,0.0841+0.19449i,0.040878+0.17887i,0.00035629+0.095187i,-0.017789+0.030218i,-0.022432+0.0041569i,-0.019161-0.0026937i,-0.015816-0.0011234i,-0.01528+0.0043465i,-0.011981+0.0081177i,-0.0045738+0.0073567i,0.0025752+0.0045475i,0.0053285+0.0027273i,0.0044278+0.0015568i,0.0020523+0.0013516i,-9.4088e-05+0.0028738i,-0.00014796+0.0033149i,0.0012986+0.0015885i,0.00072077+0.00031554i,-0.00013058+0.00041031i,0.00057919+0.0010131i
-0.0067533-0.010738i,-0.01151-0.049568i,-0.0013224-0.12361i,0.032266-0.17389i,0.057025-0.13229i,0.045152-0.048714i,0.027504-0.00070192i,0.020901+0.010409i,0.014137+0.0065539i,0.0087286+0.00058642i,0.0076901-0.0031487i,0.0056837-0.0078983i,0.00062792-0.011628i,-0.0029979-0.011149i,-0.0035393-0.0090833i,-0.0043891-0.0066007i,-0.0051086-0.0037267i,-0.0036703-0.0016506i,-0.0025217-0.0013154i,-0.0030484-0.001038i,-0.0027737-0.00026475i,-0.0014289-0.00042708i,-0.00014415-0.001303i
-0.0022324+0.013462i,-0.017448+0.047012i,-0.06077+0.099027i,-0.10841+0.12137i,-0.1032+0.080866i,-0.052592+0.025165i,-0.016674-0.0071554i,-0.0054581-0.016986i,-0.0015359-0.011338i,-0.00024313-0.0034655i,-0.0014226+0.00072044i,-0.0033836+0.0044347i,-0.0039904+0.0085232i,-0.0031441+0.0075129i,-0.0024056+0.0019733i,-0.00082717-0.0014306i,0.0015698-0.00066666i,0.0022356+0.00075647i,0.00078376+0.00064735i,-0.00033152-0.00064865i,0.00019629-0.0011848i,0.00035493-0.0011567i,0.00024787-0.0015485i
0.0070374-0.012978i,0.036139-0.029052i,0.095665-0.042585i,0.14513-0.031263i,0.12113-0.0030607i,0.053034+0.013598i,0.0084561+0.020218i,-0.0064387+0.022258i,-0.0073631+0.019207i,-0.0025013+0.013502i,0.0022255+0.0058885i,0.0042485-0.0018152i,0.005645-0.0073286i,0.007586-0.007431i,0.0054115-0.0035882i,-1.9616e-05+4.4889e-05i,-0.0016963+0.0013293i,0.00046488+0.00041797i,0.0019397-0.0013839i,0.00071189-0.00086307i,-0.00082614+0.000953i,-0.0010095+0.0014062i,-0.00084918+0.0019672i
-0.0085933+0.0058258i,-0.037462+0.0034341i,-0.0879-0.018276i,-0.11941-0.055722i,-0.091001-0.068273i,-0.035277-0.043278i,0.00071054-0.019372i,0.011267-0.010798i,0.0083087-0.0059511i,0.0043072-0.0023304i,0.0034337-0.00090467i,0.0027613+0.0021809i,-0.00018218+0.0061024i,-0.004098+0.0060838i,-0.0057476+0.0032339i,-0.0031539+0.0013709i,-0.00047423+2.6156e-05i,-0.00078896-0.0010816i,-0.0012408-0.00026223i,-0.00034993+0.0013541i,0.00025368+0.00039127i,0.00041462-0.00090834i,0.00049415-0.00054814i
0.0091802-0.00024441i,0.030458+0.016648i,0.058383+0.056923i,0.05905+0.09724i,0.023098+0.089268i,-0.0089065+0.044232i,-0.021396+0.011057i,-0.021148-0.0020249i,-0.014164-0.0052192i,-0.0085427-0.003362i,-0.0086988+9.7092e-06i,-0.0094682+0.0020398i,-0.0040682+0.0022307i,0.0031711+0.0028983i,0.0062916+0.0036301i,0.0051786+0.0022803i,0.0023286+0.00080579i,0.00048214+0.0017009i,0.00027039+0.0027328i,7.5512e-05+0.0015889i,-0.00031293+0.00088841i,-0.00049501+0.0013971i,-0.0003383+0.0014863i
-0.0031717-0.0052576i,-0.011618-0.028648i,-0.014711-0.072764i,-0.0025419-0.10307i,0.012443-0.077911i,0.015009-0.02521i,0.017466+0.0064799i,0.021268+0.013953i,0.019015+0.0088463i,0.013931-7.3935e-05i,0.0096084-0.0057605i,0.0072015-0.0073267i,0.0041151-0.0078096i,4.6985e-05-0.0073697i,-0.0017757-0.0056136i,-0.0020071-0.0035473i,-0.0026381-0.0023406i,-0.0026007-0.0019051i,-0.0020152-0.0011771i,-0.0017105-0.00011848i,-0.00062787+0.0014702i,0.00079617+0.0019743i,0.00086653+0.0012212i
