-0.0054303+0.00030285i,-0.0043747+0.0016084i,-0.0040722+0.0030497i,-0.0016764+0.0026278i,0.00081498+0.0020866i,0.0013317+0.0013627i,0.00087133+0.001058i,0.00060364+0.0012146i,0.00094081+0.0007576i,0.0010345-0.00018098i,0.00097388-0.00056811i,0.00062026-0.00056178i,0.00025421-0.00094551i,0.00075673-0.0023232i,0.0016842-0.0030143i,0.001697-0.0018809i,0.0012576-0.00071081i,0.001172-0.00024503i,0.00046557-0.00031418i,-0.00012458-0.00034454i,-0.00011174-0.00018942i,0.00027589-0.00013457i,0.00059991+0.00023451i
-0.00036475-0.0017474i,0.00095063-0.0022792i,0.00086785-0.0016014i,0.00019476+0.00019895i,-0.00029563+0.00083106i,0.00045034+0.00030833i,7.9414e-05-0.00058233i,-0.0008977-0.0011988i,-0.00011883-0.00034967i,0.00028359+0.00063999i,-0.00016104+0.0007926i,-5.9932e-05-8.9684e-05i,0.001475-0.00027961i,0.0015019+0.00085452i,0.00093741+0.00093127i,0.00083165-0.00044007i,9.345e-05-0.0010102i,-5.9285e-05-0.00068122i,0.00050903-0.00011199i,0.00077624+6.9791e-06i,0.00096072-4.699e-05i,0.0013974+0.00048154i,0.00027099+0.00092207i
-0.00043611-0.0024626i,-0.00036472-0.0026509i,0.00056618-0.0012407i,0.00062745-0.00045917i,0.00061452-4.5654e-05i,0.0010089+0.00011063i,0.00053971-0.00043658i,-0.00026657-0.00097158i,0.00011349-0.0014219i,0.0012905-0.0010888i,0.0012114-0.00046632i,0.00028876+0.0001945i,-9.1743e-05+0.00041131i,-8.061e-05-0.00011917i,0.00022854-0.00024562i,4.5627e-05+3.3562e-05i,-0.0010674-0.00044004i,-0.0010774-0.00066675i,-0.00011692-0.00046997i,2.4558e-05-0.0003808i,-0.00033166-0.00018481i,-0.00017235+0.00037412i,3.4776e-05+0.00050077i
0.0013049+0.0023834i,0.001988+0.0021887i,0.0017489+0.001874i,0.0015958+0.00030745i,0.002416-0.00070343i,0.0016874-0.0011646i,-0.0006519-0.0013646i,-0.0015443-0.001093i,-9.5443e-05-0.00013846i,0.0011335+0.00080115i,0.00067408+0.00072785i,-2.2281e-05-0.00054036i,-3.0108e-05-0.0017388i,-7.3094e-05-0.001902i,-0.00025479-0.0015348i,-0.00062642-0.0011175i,-0.00028518-0.00064525i,-0.00025428-0.00081632i,-0.00086936-0.0010645i,-0.00054755-0.0009806i,-0.00026359-0.00042065i,-0.00055451-0.00015113i,-0.00057017-0.00011493i
0.00017571+0.0016459i,-0.00083865+0.0016983i,-0.00073135+0.0010603i,0.00016214+0.00047929i,-0.00077821-0.00019405i,-0.0018314-0.00075755i,-0.0014393-0.00080634i,-0.00053591-0.00063533i,0.0001833+7.2722e-05i,8.9395e-05-0.0001304i,-6.464e-07-0.00058185i,-0.00020337-0.00069877i,-9.6098e-05-0.00045362i,0.0003885-0.00070293i,0.00049517-0.0010887i,0.00021-0.00044907i,3.2412e-05-0.00035612i,4.4545e-05-0.00096938i,-0.00012418-0.00023785i,2.4511e-05+0.00048474i,0.00059814+0.00050347i,0.00043382+0.00045638i,0.00010747-0.00032753i
-0.0018336-0.00057416i,-0.0011895-0.00095651i,-0.00065805-0.0011i,0.00073112+0.00013449i,0.0018558-0.00010215i,0.0019533-0.0020058i,0.0012484-0.0023857i,0.00075298-0.0013547i,0.00048375-5.7817e-06i,-0.00058177+0.00085551i,0.00015586+0.0012387i,0.0011278+0.0014846i,0.00078266+0.001571i,0.00057449+0.00096559i,0.00084686-0.00026981i,0.00089922-0.00067089i,0.00068378-0.00090015i,0.00042499-0.001146i,-8.6666e-05-0.00040136i,-0.00080994+0.00017169i,-0.00092584+0.00031023i,-0.00057507+0.00085171i,-0.0002066+0.0006159i
-0.0004869+0.0012547i,0.00018891+0.0016576i,0.0013013+0.0015164i,0.0012739-7.9464e-05i,0.00022532-0.0010906i,-0.00057925-0.001286i,-0.0010251-0.001373i,-0.0018491-0.0010806i,-0.0015125-0.0001035i,-0.00056051+0.00061767i,-0.00044818+0.00038466i,-0.00054362+0.00048171i,-0.0003467+0.00060331i,-0.00065216-0.00022328i,-0.0006068-0.00060544i,3.3204e-05-0.00036852i,0.0004286-0.00039954i,0.00061095-0.00049468i,-0.00041119-0.00049502i,-0.0016311-0.00055428i,-0.00099679-0.00022189i,0.00025499-0.000509i,0.001165-0.00078859i
-0.00060167-0.001793i,-0.00024583-0.0018507i,0.00038721-0.0007617i,0.00087598+0.00077344i,0.00081365+0.0010958i,0.00035838-0.00011818i,8.016e-05-0.0014188i,-1.8024e-05-0.001176i,-9.1004e-05-0.00054123i,0.00061842+8.0867e-05i,0.00079762-8.7907e-05i,0.00040643-0.00054619i,0.00012983-0.00045386i,0.0003689+0.00058442i,0.00058114+0.00056309i,0.00027015-0.00053313i,-0.00032461-0.000321i,-0.00056179+0.00050394i,0.00022022+0.00066725i,0.00070103+0.00046006i,0.00046569+0.00094683i,-0.00011809+0.00080453i,-0.000376+0.00023526i
-0.00074655+0.00023403i,-0.0008939+0.001007i,-0.0011018+0.00084054i,-0.00023689-0.0012762i,9.9783e-05-0.0018669i,-0.00038058-0.0011575i,-0.000292-0.00092471i,-0.00014897-0.00086114i,0.00059644-0.00039578i,0.0004862+0.00039296i,-0.0008289+0.00016329i,-0.00076012-2.1788e-05i,-0.00050294+7.1352e-05i,-0.0005304-0.00034962i,-0.00020527-0.00060251i,-8.9946e-05-0.0001648i,2.3253e-05+8.76e-05i,0.00017333+0.0002687i,-0.00047748+0.00065521i,-0.001066+0.00065711i,-0.00047156+0.00032946i,-0.00021283+0.0003936i,-0.00065365+0.00054607i
0.0011722-0.00098656i,0.0018492-0.0019173i,0.0011129-0.0019087i,0.00046601-0.0014694i,0.00044659-0.00080616i,-0.00022076-0.0011917i,0.00018602-0.0018008i,0.00086537-0.00086888i,0.00025403-0.00019385i,0.00031059-0.00015287i,-0.00048619-1.8316e-05i,-0.00071889-0.00020141i,-2.3315e-05+4.8213e-05i,-0.00012069+0.00069202i,-0.00016425+0.00015999i,0.00025585-0.0013676i,8.6907e-05-0.00098049i,-4.5157e-05+6.2662e-06i,0.00014849+0.00035239i,0.00040085+0.00044084i,0.00026159+0.0006693i,-0.00089908+0.00055988i,-0.0015062+0.00044211i
-0.00087807+0.0015915i,0.00031546+0.0022822i,0.0012888+0.002084i,0.0014792+0.00088811i,0.00066425-0.00027543i,-0.00084731-0.00096517i,-0.0014676-0.00092459i,-0.0011228-0.00034609i,-0.00069207+0.00092187i,-3.9635e-05+0.0010252i,-0.0002538+0.00010178i,-0.00076952-0.00039602i,-0.00043752-0.0007646i,-0.00034109-0.0013465i,-0.00037063-0.0012729i,-6.4585e-06-0.0004722i,-0.00012023-0.00033394i,-0.00062891-0.00068916i,-0.00046783+0.00023163i,-0.00020979+0.00045024i,-0.00021159+7.4058e-05i,-0.00023759+0.00012592i,-0.0004377+0.0001252i
-0.0019086-0.001614i,-0.0017415-0.0014011i,-0.0018649-0.00082045i,-0.00083358+0.00026639i,0.00080141+0.00052325i,0.0009362-0.00050478i,-0.00046364-0.00053115i,-0.00072534-0.00031132i,9.081e-05+0.00038074i,0.00040353+0.00089024i,0.00017829+0.00055058i,0.00027038+0.00010826i,0.00099821+0.00025316i,0.0016431+0.00082938i,0.0015598+0.00075544i,0.0011473+7.0163e-06i,0.00076814-0.00011664i,0.00085034+0.00039758i,0.00072555-4.6302e-05i,0.00020313-0.00023686i,-0.00027247-0.00045325i,-0.00012658-0.00046034i,0.0005957-0.00023975i
-0.0009077-0.0013082i,-6.9638e-05-0.0014978i,0.0010805-0.00074137i,0.00073315-0.0016044i,0.00032628-0.002294i,0.00018811-0.0023832i,-0.00038417-0.0019394i,-0.00040146-0.00095263i,-6.2838e-05-0.0010613i,-0.00014741-0.0004374i,-3.0127e-05+2.9297e-05i,2.0857e-05-0.00020543i,0.00025096+0.00042954i,0.00051103+0.00077609i,0.00021014+0.00064107i,-4.3251e-05-2.0285e-05i,0.00038056-0.00044413i,0.00049173+0.00032133i,-7.3441e-05+0.00073443i,-0.00083997+0.0010379i,-0.00071049+0.00078658i,0.00035308+0.0008411i,0.00058857+0.00083772i
0.0010773-0.0014584i,0.00077541-0.0017056i,0.00069595+0.00015698i,0.0008694+0.0006789i,0.0014891+0.0006447i,0.0011824+0.00084672i,0.00036227+3.898e-06i,0.0002787-0.00040076i,0.00046771+0.00033419i,0.00067875+0.00028908i,0.00035374-0.00073349i,0.00029853-0.0004755i,-7.4414e-05+0.00071396i,-0.00011749+0.0005663i,0.00078311+0.00067723i,0.0010306+0.00041616i,0.00070425+0.00030692i,0.00074873+0.00089931i,0.00084464+0.00054375i,0.00013439+7.2941e-05i,4.6751e-05-0.00017354i,8.081e-05-0.00043902i,-0.00062983-0.00035964i
0.00029017-0.00084069i,0.0002271+3.0127e-05i,-6.1802e-05+8.0938e-05i,-0.0003956-0.0010331i,-0.00085931-0.0020932i,-0.00064853-0.0019961i,-0.00041054-0.00085525i,-0.000339+0.00073634i,-0.00027203+0.00097692i,-1.1577e-05-1.7033e-05i,-0.00034388+0.00013866i,-0.00042364+0.0007962i,0.00017642+0.00057683i,0.00049244+0.00069232i,0.0002271+0.0006399i,0.00086965-0.00035446i,0.00119-0.00053167i,0.00061291-0.00069577i,0.00043292-0.0009664i,9.8579e-05-0.00039677i,-9.403e-05-0.0001041i,-0.00020956-0.0005447i,-0.00046749-0.00050025i
3.9936e-05-0.00024757i,0.0015922+9.6598e-05i,0.0015698+0.0004711i,0.00055949-1.5104e-05i,-0.00071049-7.4294e-05i,-9.6636e-05+0.0002095i,0.0006312-1.183e-05i,-0.00014485-0.00052415i,-0.00026047-0.00028103i,-1.7898e-05+0.00045092i,0.00074179+0.0006428i,0.0010683+0.00079576i,0.00015763-5.7948e-05i,0.000454-0.00081909i,0.0010686-0.00013732i,0.00011756+0.00038081i,-0.00037339-0.00018194i,0.00025006-4.973e-05i,0.00061615-9.5043e-06i,0.00065857-0.00026212i,0.00023286-3.6524e-06i,0.00030542+0.00042832i,0.00037392+0.0002762i
-2.2723e-05-0.00077768i,0.00067633-0.00021577i,0.00087207+0.00014365i,0.00059881-0.0005927i,0.00056652-0.001917i,0.00020033-0.0018442i,-0.00029584-0.00068386i,-0.00032946-0.00019993i,0.00030416+0.00063045i,0.00018707+0.00093808i,-0.0006965+0.00029283i,-0.00065572-8.5962e-05i,9.9082e-05+0.00052083i,0.00022154+0.00018607i,0.00010699-0.00045355i,0.00016142+9.5776e-05i,9.2178e-05+0.001047i,-0.00037564+0.0011991i,-0.00027769+0.00086046i,0.00024748+0.00086099i,0.00034669+0.00040267i,-0.00028501+0.00073224i,-0.00066667+0.00052982i
-8.8447e-05+3.5831e-05i,-0.00074104+0.00025071i,-0.00059667+0.0016335i,0.00042795+0.0012467i,0.0006049-0.00045666i,0.00030709-0.0010617i,-3.7836e-05-0.00073026i,-0.00068512-0.00032294i,-0.00071196-0.00013911i,-0.00014081+7.735e-05i,0.000178+0.00059937i,0.00015996+0.0016253i,9.1208e-05+0.00095375i,1.8736e-05+0.00029612i,3.799e-05+0.00035631i,-0.00027331-0.00031784i,-0.00041705-0.00052179i,0.00036466-2.1374e-05i,0.00013581-5.6055e-05i,9.5355e-05+0.00021461i,0.00048566+0.00086768i,0.000734+0.0010392i,0.00091896+0.00066254i
-0.00034208+0.00056942i,0.0010388-0.00037365i,0.0016961+5.7997e-05i,0.0014112+0.00067887i,0.00078814+0.00032564i,0.00047477-0.0006187i,-0.00036843-0.0015863i,-0.00077519-0.00078996i,-0.00090393+0.00015496i,-0.00087786-0.00039825i,-9.8811e-05+2.5461e-05i,0.00021271+0.0006833i,7.8457e-05-0.00035814i,0.00023182-0.0010698i,0.00038334-0.00068541i,0.00049468-0.0003772i,-3.2639e-05-3.2378e-05i,-0.00070154+0.00017507i,-0.00066523+0.00028369i,-7.77e-05+0.0012715i,0.00012615+0.0012636i,-0.00017202+6.8955e-05i,0.00048804+0.00010376i
0.00037208+0.00054902i,0.00029664-0.00092188i,6.102e-05-0.0012115i,-0.00045287-0.00068369i,-0.0016013-0.00022267i,-0.0017505-3.5491e-05i,-0.0011303+6.8506e-05i,-0.00060975-0.0001866i,-0.00027784-0.00042919i,-0.00044392+1.9492e-06i,-0.00028262+0.00037837i,0.00012522-8.1711e-05i,0.00020512-6.0908e-05i,0.00058067+0.00054412i,0.00011278+0.00026233i,-0.00024264+0.00018538i,-0.00099213-0.00029279i,-0.001488-0.00072707i,-0.00065512-0.00045015i,0.00043794-0.0002569i,0.00085004-0.00045358i,-0.00027616-0.00027495i,-0.00090936+8.2854e-05i
-0.0010636+6.1407e-06i,-9.9766e-05-0.0010335i,0.00051653-0.0013139i,0.00033234-0.00080971i,0.00068525-0.00088892i,0.0015976-0.0017788i,0.0013871-0.0013937i,0.00070166-0.00042367i,0.00039622-8.1829e-05i,0.00030418-1.0383e-06i,0.00047782-0.00042481i,0.00083169-0.00052413i,0.0010484-0.00041498i,0.00086717+3.2852e-06i,0.00027805-0.00033855i,0.00067038-0.0010716i,0.0013062-0.00095319i,0.00080713-0.00068738i,0.00044585-0.00033729i,0.00017609-0.00025037i,-0.00081392-0.00016148i,-0.00061831+0.00020169i,-0.00014603-2.0738e-05i
0.00032582+0.0014315i,0.00049695+0.0019163i,0.00043905+0.00027045i,-0.00013489-0.00045608i,-0.00067303-0.00036123i,4.1297e-05-0.0011577i,0.00023872-0.0016738i,-0.00015884-0.00073745i,-0.00017136+1.0538e-05i,-0.0004798-0.0013152i,-0.00087401-0.001135i,-0.00038896+0.00027138i,-1.9233e-05+0.00057813i,0.00047832+0.00084589i,0.0004926+0.0015096i,0.00040373+0.0015477i,0.00044261+0.00070721i,8.9149e-05+0.00034294i,-0.00036905+0.00029682i,5.8604e-05+0.00036751i,0.00030951+0.00022928i,-0.00037011-0.0006012i,-0.00090792-0.0014237i
-0.0019209-0.0016193i,-0.0019024-0.0024537i,-0.0011253-0.0013192i,0.00068673-0.00049069i,0.0019574-0.0014588i,0.0016653-0.0014875i,0.0010107-0.00088927i,0.00061976-0.0004355i,0.00030714+0.0001973i,0.00010442+0.00031336i,-0.00029391+0.00036762i,-0.00027537-7.1819e-05i,0.00048602-0.0007329i,0.0011455-0.00084676i,0.00022868-0.00061499i,-0.0011508-0.00060444i,-0.00074553-0.00071184i,-2.8909e-05-5.2415e-05i,3.6689e-05-2.6353e-05i,-0.00037433+8.5625e-05i,-0.00039587+0.00070806i,0.00040779+0.00035322i,0.00025884-0.00014698i
0.0032644-0.0013623i,0.0016218-0.0017573i,-0.00021045-0.0021162i,-0.00077015-0.0014908i,-0.00092985-0.0010011i,-0.00036832-0.00061761i,0.00023778-0.00081243i,-0.00084907-0.0010408i,-0.001105-0.0010813i,-0.00067158-0.00097116i,-0.00015145-0.00063697i,0.00029733+1.928e-05i,0.00017283+0.00058713i,0.00044905+0.00039799i,0.00036718-4.8093e-05i,0.00017336-0.00018389i,-0.00011885+6.8289e-05i,-6.5546e-05-0.00015218i,0.00021769-0.00074392i,-0.00017856-0.00084396i,-0.00047421-2.7344e-05i,-0.00035697+0.00038135i,-0.00052404-4.5062e-05i
0.00024465+0.0015966i,0.00067118+0.000107i,0.00078947+0.00011255i,0.00035501+4.5166e-05i,-0.00015342-0.00094122i,-0.00094621-0.00079488i,-0.00088181+4.9141e-05i,-0.00052147-0.00010945i,-0.00036323-0.0005353i,0.00016695-0.00073776i,-0.00024761-0.00049273i,-0.00047154-9.2451e-05i,4.4591e-05+0.00027395i,-0.00012884+0.00054466i,-0.00070795+0.0006494i,-0.0006173+0.00072283i,-0.00036321+4.182e-06i,-0.0002286-0.0007538i,-0.00011865-0.00059074i,-1.6074e-05-0.00056793i,-0.0001573-0.00031215i,-0.00062892+0.00035652i,-0.00077031+0.00013205i
-0.0025608-0.00066487i,-0.0017388-0.00016575i,-0.00055544+0.00054992i,-0.00039024+0.0003532i,0.00018683+1.0766e-05i,0.00023511-0.0017356i,-0.00066787-0.0024466i,-0.00035566-0.00087858i,0.00022147+0.0010845i,0.00063042+0.0012132i,0.00088635+0.00016424i,0.000174-0.00036813i,-1.1341e-05-0.00049499i,-0.00011028-0.00019368i,-0.00068147+0.00033306i,-0.00035082+0.00012505i,1.2175e-05-0.00088335i,-0.00035092-0.00095553i,-0.0004558-0.00066852i,-0.00036747-0.00018505i,-0.00030745+0.00022895i,-0.00021507-0.00011212i,3.8316e-05-0.00046368i
-0.0010859-0.00013576i,-0.00011543+3.1724e-05i,0.00073001+0.0008736i,0.0019651+0.0010192i,0.002465-0.00051328i,0.0015576-0.0016915i,0.00062842-0.0017604i,0.00013321-0.0019097i,1.6332e-05-0.0015491i,0.00038105-0.00048776i,0.00026622-0.00080314i,0.00030326-0.0011278i,0.00081327-0.00059589i,0.0006399-0.00065458i,0.00013807-0.00065857i,0.00058262-0.00063442i,0.00075427-0.00057793i,-1.0395e-05-0.00030701i,-0.00071779+0.00059771i,-0.00050229+0.0009924i,3.1092e-06+0.00014523i,0.000127+0.00021805i,0.00028594+0.00022498i
0.0013476-0.0015087i,0.00090739-0.0021149i,0.00047508-0.0022312i,-0.00033379-0.0021394i,-0.0019235-0.0016988i,-0.0021839-0.0014184i,-0.0010489-0.0015883i,-0.00095113-0.0010908i,-0.00096467-0.00067662i,-0.00079989-0.00041869i,-0.00070288-0.00036672i,-0.00023278+0.00030915i,-4.9678e-05+0.000877i,-0.0003629+0.00048287i,-0.0010672-0.00011085i,-0.00048396-0.00080421i,0.00073443-0.00073716i,0.00010446-0.00020261i,-0.00040176+0.00042846i,1.7452e-05+0.0010045i,0.00028413+0.00086951i,0.0007889+0.00019841i,0.00073736+0.00022357i
0.0014158-0.00036812i,0.001208-0.00031069i,2.1894e-05+0.00010056i,-0.00016482+0.00021198i,0.00091365+0.00010088i,0.0018308-0.00042373i,0.0023009-0.00068156i,0.0015629-0.0010004i,-0.00013302-0.00048975i,-0.00080523+0.00013469i,-0.00086677+4.6393e-05i,-0.00025101-3.3304e-06i,0.00051811+8.2998e-05i,0.00097575+0.0004494i,0.0011845+0.00045053i,0.00019503-0.00025834i,0.00025986-0.0013305i,0.00073086-0.0011153i,-9.3079e-05-0.00058853i,-0.00064946-0.00014161i,-0.00088237+0.00056284i,-0.00089761+0.00039487i,-0.00042776-3.6153e-05i
-0.0021506+0.001249i,-0.0014405+0.001587i,-0.00056675+0.0013525i,-8.3107e-05+0.00097212i,0.0006314+0.00079962i,0.00047604+0.00015394i,-0.00063933-0.00056212i,-0.00099815-0.00010125i,-0.0010984+0.00052095i,-0.00064612+0.0001891i,0.00015107-0.00063872i,0.00089413-0.00057879i,0.001059+0.00025183i,0.00043265-0.00034369i,0.00022912-0.0010473i,0.0004209-0.00064683i,0.00027525-0.0002454i,0.00010569+0.00011197i,0.00010655+0.00056878i,-9.3959e-05+0.0013654i,-0.00036411+0.001758i,-0.00015687+0.0013614i,-0.00023517+0.00099082i
-0.00012096+0.00084691i,-0.00025352-0.00028124i,0.0011709-0.0017757i,0.001939-0.0015413i,0.0012155-0.00071864i,0.00013276-0.00070041i,-0.00012549-0.00085984i,0.00057782-0.00057514i,0.00089393-0.00073583i,0.0008912-0.0012179i,0.00099297-0.0011499i,0.00058862-0.00039059i,4.7624e-05-0.00020359i,-1.1881e-05-0.00033074i,-0.00099773+8.9435e-05i,-0.00093225+0.00080106i,7.3079e-05+0.00086406i,0.00035819+0.00042374i,0.0002502+0.00018583i,0.00051154-0.00014341i,0.0005985-0.00061357i,0.00029612-0.00052708i,7.2004e-05+0.00054983i
0.00096002+0.00032497i,0.0011939-0.00056223i,0.00079967-0.00072957i,-0.000221-0.0016961i,2.0566e-05-0.0028299i,0.00059325-0.0020111i,5.3931e-05-0.0012805i,-0.00028311-0.0016191i,0.00090106-0.00092913i,0.0011282-0.0002562i,-6.2425e-05-0.00014139i,-0.00036843+0.00020988i,-0.00017147-6.1491e-05i,-0.00030855-0.00043349i,-0.00067241+0.00028124i,0.00024428+0.00073525i,0.00063585-4.3461e-05i,0.00010385-0.00025575i,-0.0002471-0.00028745i,-0.00045874-0.00035621i,-8.5466e-05-0.00026321i,0.00035679-0.00039428i,9.3135e-06-0.00036492i
0.0014097+0.00075423i,0.0010713-0.0003571i,0.00099102-0.0011752i,0.00045577-0.00082793i,-0.00036867-0.00098191i,-0.00093775-0.0012194i,-0.00089552-0.00090205i,-0.0005244-3.2567e-05i,-2.4573e-05-0.00022518i,0.00039215+0.00011681i,9.0733e-05+0.00076179i,-0.00039753+0.00017297i,-0.00028364-0.00042502i,-0.00021738-0.00075837i,-0.00028658-0.00013592i,-9.3657e-05+0.00060788i,-5.5368e-05-0.00015774i,0.00027079-0.0011837i,0.00097762-0.0007601i,0.0006732-0.00014672i,0.00030211+9.4312e-05i,-3.1322e-05+0.00041868i,-0.00079552-2.8297e-06i
3.021e-05+0.00071076i,0.00026044+0.00059659i,0.00079935-7.2808e-05i,0.0005108-0.001027i,-0.00014887-0.0011426i,0.00068065-0.00074499i,0.00033508-0.0006396i,-0.00088503-0.00072406i,-0.00062434-0.00020433i,0.00037684+0.00014287i,0.00062009+0.00015995i,0.00015437+0.00046303i,5.4113e-05+0.00061565i,-0.00029138-0.00032997i,-0.0010311-0.0010328i,-0.0013663-0.0010557i,-0.0011302-0.00051216i,-0.00073672+0.0001874i,-0.00099415+0.00053952i,-0.0010392+0.00044767i,-0.00052861-0.00014168i,0.00021463-0.0010934i,0.00050231-0.0010278i
-0.00069911+0.0011054i,-0.00039617+0.0016615i,0.00016603+0.0016607i,0.00076067+0.0011422i,0.0014438+0.00019074i,0.001676-0.0014843i,0.0014668-0.0018489i,0.0005406-0.00074423i,-0.00012363-0.00018367i,-0.00011368+7.4003e-06i,-0.00022365+0.00042704i,-0.00014831+0.00047993i,-0.0001979+0.00093428i,-0.00035294+0.0013377i,-0.00012312+0.00085369i,0.00013751+0.00018345i,0.00035631-0.00079519i,0.00042062-0.00063753i,0.00041259+7.5515e-05i,0.00054524+0.00030188i,0.00069947+0.00066694i,0.00051717+0.00018989i,0.00058129-0.00023832i
-0.00074757+0.0011532i,-8.2757e-05+0.00089021i,0.00030851+0.000437i,-0.00021412+0.00051483i,-0.00021246+4.6455e-05i,-0.0001003-0.00084006i,0.00018109-0.0010438i,0.00023346-0.00062453i,0.00073368+3.3077e-05i,0.00077134+0.00059099i,-3.4487e-05+0.00051761i,-0.00049232+0.00012604i,-0.0001349-0.00019625i,0.0007329+0.00010745i,0.00088861+0.00045365i,0.00010841+0.00026494i,-0.00047701-0.00016607i,-0.00022791-0.0003747i,-0.00037676+0.00019839i,-0.00062229+0.00093477i,0.00016649+0.00066076i,0.00014683-0.00012466i,-0.00029014-0.0004716i
-0.0014957-0.0010843i,-0.0010862-0.00026596i,-0.00044801+0.00050521i,0.001569+0.00062065i,0.0027505+0.00012296i,0.0018731-0.0012171i,0.00056089-0.0012458i,-0.00061691-0.00039271i,-0.0010392-0.00011086i,-0.00049754+0.00073541i,-0.00027562+0.00075395i,-8.4083e-05-9.4152e-05i,0.00064236-0.00038739i,0.00063768-0.00044578i,0.00042757-0.00049187i,0.0011042-0.00059367i,0.00057578-0.00030292i,-0.0005533+0.00056264i,-0.00036179+0.00060001i,-0.00031356+0.00035396i,-9.2929e-05+0.00012306i,0.00033215-0.00054025i,-0.00025804-0.00029081i
-0.0001485+0.0015253i,0.00016142+0.0021041i,0.00089674+0.0011767i,0.0010636-0.000147i,0.0011654-0.0010844i,0.00073629-0.0011961i,-0.00050914-0.00060154i,-0.00080408-0.00034497i,-0.00012116-7.3277e-06i,0.00086653+3.5488e-05i,0.001348+0.00036088i,0.00082054+0.00084816i,0.0005909-0.00014015i,0.00045895-0.00082348i,0.00018255-0.00028466i,0.00017211+0.00021811i,0.00018711-8.5493e-05i,1.9036e-05-0.00020657i,-0.00031312+0.00025475i,-0.00030907+0.00031344i,0.00029051+0.00051284i,0.00054367+0.00043152i,-4.5052e-05+0.0001409i
0.00055395-0.0025382i,-0.00010433-0.0020345i,-0.00073947-0.00023795i,-0.0015199+0.00028058i,-0.0016974-0.00010972i,-0.00071218+0.00025954i,0.00012162+0.00039842i,0.00017587-0.00054776i,0.0004008-0.00080681i,0.00065138-0.00059261i,0.00054238-0.00030024i,0.00022127+0.00013056i,0.00011534+0.00064726i,9.3393e-05+0.0013792i,-0.00038038+0.00088383i,-0.00047419+0.00037744i,-0.00047421+0.00064735i,-0.00029785+0.0001346i,9.1775e-05+0.00011844i,-0.0003319+0.00073913i,-0.00096441+0.0003946i,-0.0006234+0.00010756i,-1.6669e-05+0.00042339i
0.00061042-0.0011299i,0.000896-0.0016566i,0.0013946-0.0016912i,0.00058268-0.0010059i,0.00017694-0.0012915i,0.000429-0.0022159i,0.00013544-0.0021383i,-0.00027746-0.00096454i,-0.00045111+0.00033889i,-0.00053265+0.0005906i,-0.0005743+0.00077462i,0.00025065+0.00080955i,0.001072+0.00024097i,0.00073533+0.00039388i,-8.6851e-05-9.5348e-05i,-1.3333e-05-0.00073608i,0.00040571-0.00021902i,0.00094439-0.0003383i,0.0010193-0.00076086i,0.00033836-0.000328i,-0.00038073+0.00039328i,-0.00076907+0.0006314i,-0.00073225+0.00041317i
0.00054227+0.0017457i,0.00058228+0.0021722i,0.0018452+0.0021383i,0.0023002+0.00063174i,0.0011161-0.0010321i,0.00023534-0.00064806i,0.00011159+0.00046309i,5.9945e-05+0.001352i,0.00012258+0.001253i,0.00046357+0.00086264i,0.00043+0.00041693i,0.00022437+0.00026122i,0.00023+4.0874e-05i,0.00013074-0.00029054i,0.00055757-0.00054815i,0.0014516+0.00014087i,0.0006864-0.00036609i,-0.00041631-0.0011554i,-0.00054583-0.00063728i,-0.00091853-0.00017177i,-0.0013047+0.00010074i,-0.0011125-0.00037392i,-0.00043529-0.00032125i
-0.00061085-0.00027748i,-0.00015145+0.0011321i,-0.00066759+0.0013264i,-0.00098268+0.0010858i,0.00012343+0.00048933i,0.0011455+4.7639e-06i,0.00079514-0.001133i,0.00076506-0.0012816i,0.00071161-0.00035009i,0.00028626+0.00045566i,0.00045928+0.00037284i,0.00012415-0.00010597i,-6.3373e-05-0.00072163i,0.00041258-0.000858i,0.0002399+0.00025793i,-3.7963e-05+0.00044337i,-1.7702e-05-3.0738e-05i,-0.00025428-0.00023279i,-0.00044135-0.00046561i,-0.00041377-0.00062508i,-0.00057105-0.00045469i,-0.00063544-0.00060936i,-0.0001396-0.00068101i
-0.00010867-0.00021764i,-0.00075054-0.00079545i,-0.001196-0.00013443i,-0.0012888+5.1313e-05i,-0.00051174-0.00011432i,0.00042979-0.00091443i,0.00082787-0.0013979i,0.00087941-0.00074438i,0.00061046+5.7646e-05i,0.00051989-0.00039069i,0.0011346+9.5287e-06i,0.0013355+0.000736i,0.00041817+0.0003271i,-7.9638e-05+6.6723e-05i,0.00084642+0.00024791i,0.0011779+0.00057722i,0.00029881+0.00030951i,0.00046447+0.00011727i,0.0016412-0.00027757i,0.0013087-0.00082017i,0.00038431-0.00058213i,-0.00013759+7.9702e-05i,-0.00080146+0.0010096i
-0.0019371+0.0015596i,-0.00014733+0.002309i,0.00010593+0.0016222i,0.0013975+0.00046813i,0.0020647-5.3939e-05i,0.0012816-0.0016697i,0.00056046-0.0026158i,-0.0003994-0.00093164i,-0.0008752+3.0575e-05i,-0.00075256+0.00030301i,-2.9073e-05+0.00047339i,0.00062458-0.0001376i,0.0010957-0.00052538i,0.0010771-0.00045969i,0.00057457-0.00018751i,0.00046526+0.0001614i,0.00012223+0.00019823i,-7.232e-05-0.00025105i,-6.6373e-05-0.0011963i,2.6144e-05-0.00072711i,-4.7612e-06+0.00034352i,-0.00041227-0.0001874i,-4.9764e-05-0.00079052i
