-0.0054303+0.00030285i,-0.0043747+0.0016084i,-0.0040722+0.0030497i,-0.0016764+0.0026278i,0.00081498+0.0020866i,0.0013317+0.0013627i,0.00087133+0.001058i,0.00060364+0.0012146i,0.00094081+0.0007576i,0.0010345-0.00018098i,0.00097388-0.00056811i,0.00062026-0.00056178i,0.00025421-0.00094551i,0.00075673-0.0023232i,0.0016842-0.0030143i,0.001697-0.0018809i,0.0012576-0.00071081i,0.001172-0.00024503i,0.00046557-0.00031418i,-0.00012458-0.00034454i,-0.00011174-0.00018942i,0.00027589-0.00013457i,0.00059991+0.00023451i
-0.00053723+0.001535i,-4.9054e-05+0.0011519i,0.00016953+0.00097732i,0.00052358+0.0013797i,0.00055632+0.00056181i,0.00030965-0.00051528i,6.0959e-05-0.00061099i,3.6291e-05-0.00012053i,0.00012306+0.00050902i,0.00029763+0.00083665i,0.00065589+0.000913i,0.00036008+0.00030753i,-0.00015783-9.0329e-05i,0.00058068+0.00016943i,0.0010236-0.00017775i,0.00041114-0.00027993i,0.0001597+0.00014081i,0.000381+0.00054194i,-0.00033939+0.00037068i,-0.00024593+0.00012608i,0.00072448+0.00052524i,2.4212e-05+0.00037699i,-0.001159+0.00038959i
0.00048688-0.0024492i,-0.00093227-0.0028506i,-0.00011069-0.0034445i,0.00038714-0.0028769i,0.00054333-0.0013121i,0.00033625-0.00036065i,1.8731e-05+0.00012698i,0.00073203+0.00034725i,0.00065151+0.00029884i,0.00036159+0.00019559i,0.00030697+0.00024441i,-9.5463e-06+0.00037584i,-0.00056335+0.00057577i,-0.0010072+0.001227i,-0.0012904+0.0015521i,-0.0014266+0.00095338i,-0.00016528+0.00010019i,0.00051775+0.00050589i,0.00042989+0.00079191i,0.000776+0.00025035i,0.00082601+6.543e-05i,0.00044038+0.00037539i,0.00015715-0.00023919i
0.00032424-0.0024146i,0.0010068-0.0023326i,0.0011768-0.0012934i,0.00022069-0.00091161i,2.6839e-05-0.0012649i,-0.00076623-0.0015372i,-0.0018614-0.0019241i,-0.00096305-0.0014888i,0.00012774-0.00023476i,0.00016068-0.00037095i,0.00038786-0.000682i,0.00011725-0.00015256i,-0.00047776+0.0004952i,0.00014692-0.00028075i,0.00061203-0.00098173i,0.00021803-0.00085976i,0.00058142-0.00040768i,0.00045349-0.00012669i,0.00015135-0.0001547i,-0.00012992+0.00011121i,-5.3341e-05+0.00039277i,0.00063336+0.0010227i,0.00083245+0.00066112i
0.00095695+0.00042967i,0.0013842+0.0013644i,0.00094634+0.001724i,0.00019288+0.00092589i,-3.4357e-05+0.00021866i,-0.00011139-0.00053989i,-0.00099915-0.00089331i,-0.00068226-0.00088513i,-0.00054019-0.00076996i,-0.00064692-0.00063369i,0.00038134+0.0001678i,0.00020147+0.00040147i,-0.00041546-9.0877e-05i,-0.00082778-0.00025074i,0.00014657-0.00046156i,0.0015303-0.00034351i,0.0010258+0.00051492i,0.00028269+0.0012607i,-2.3791e-05+0.00059016i,-0.00061782-0.00032097i,-0.00065635-0.00026256i,0.00012304+7.5684e-06i,3.7096e-05+0.00080077i
5.7457e-05+0.00045486i,0.00053682-0.0004507i,0.00094858-0.00060839i,0.00091504-0.0017284i,0.001416-0.0024895i,0.0006936-0.0026381i,-0.00041591-0.0025128i,0.0001978-0.00074401i,0.00047705+0.0004309i,-0.00011604-0.00043727i,-0.00055456-0.0006182i,-0.00023274+0.00059323i,-9.5818e-05+0.00082226i,-0.00034701+0.00018943i,-0.00048124+0.00036361i,-0.00063959+8.5659e-05i,-0.0010278-0.00061586i,-0.0015408+0.00040638i,-0.00117+0.0005941i,-0.00048555-0.00021249i,0.00078371-0.0006736i,0.0015211-0.00071313i,0.00046762-0.00049123i
-0.0011604+0.00036838i,-0.0013428+0.00036509i,-9.6512e-05-8.4122e-05i,0.00012304-0.00012838i,-0.00078412-0.00075943i,-0.00066218-0.0013301i,-0.00013565-0.00028675i,-0.00016934-0.00024454i,-0.00026276-0.00062416i,-0.00039293+0.00030037i,-0.00034661+0.0001969i,-0.00012669-0.00033802i,7.6476e-05+0.00023229i,2.6207e-06+0.00020284i,5.7455e-05+3.7921e-05i,0.00019793+0.000262i,0.00056354+0.00022674i,0.00055385+0.00018075i,0.00054028+0.00021439i,0.00063849-8.3078e-05i,0.00023458-7.7795e-05i,-0.00033464+8.897e-05i,-4.0973e-05-0.00010934i
-0.0020402+8.3845e-05i,-0.0018051+0.0006749i,-6.382e-05+0.00082715i,0.0010463-0.00056378i,0.00037272-0.0017001i,-0.00081558-0.0022225i,-0.0013851-0.0023711i,-0.0014559-0.0015075i,-0.0012624-0.00069766i,-0.00059665-0.0006183i,8.0559e-07-0.00027112i,0.00019038+0.00029805i,0.00030053+0.00054587i,-0.0004698+0.00015623i,-0.0013876+0.00014005i,-0.0016564+0.00059565i,-0.00053252+0.00083585i,-0.00033727+0.00092606i,-0.001132+0.00018225i,-0.00051049-0.00014106i,-0.00027512+0.00027449i,-0.0003999-0.00013632i,0.0001273-0.00047589i
-0.0005261-0.0021859i,-0.00018023-0.0015446i,0.00054313+0.00019432i,0.0007072+0.00013023i,0.0013275-0.00045959i,0.0017037-0.0013363i,0.00098941-0.0017128i,0.00029927-0.0011263i,-0.00043393-0.00056214i,-0.00037783-0.00018248i,0.00058733+0.00023611i,0.00031954+0.00068276i,-0.00037834+0.00052401i,5.2235e-05+0.00018898i,0.00041558-0.0004592i,-0.000103-0.00054854i,-0.00093676-0.0001327i,-0.00097193-0.00015787i,-0.00056176+0.00053194i,-0.0003708+0.0010775i,-0.00016205+0.00058369i,0.00069407+0.00030615i,0.00017065+0.00045966i
0.0003905-0.00070004i,-0.00021805-0.00055216i,-0.00041496+0.00018998i,0.00096661+0.00011324i,0.0013241-0.00030864i,-6.3901e-05+9.3736e-07i,-0.00044466+0.00016035i,0.0003309-0.00020041i,0.00072422-0.00058002i,0.00091259+7.6577e-05i,0.00036537+0.00087068i,-0.00033476+0.000713i,-0.00025677+0.00055214i,0.00030803+0.00071811i,6.6537e-05+4.5924e-05i,-0.00020746-0.00081916i,0.00041626-0.00028336i,0.00066215+0.00015848i,1.0898e-05-0.00028123i,-0.00010147-0.0010418i,9.9247e-05-0.0007755i,-0.00055688+0.0001201i,-0.00043534+0.00026684i
0.0011462-0.0012564i,0.00099919-0.0013772i,0.00017539-0.0022263i,-0.00097485-0.0016079i,-0.0014221-0.00046102i,-0.0011227+0.00040161i,-0.0007385+0.00045109i,8.3508e-05-0.00060497i,0.00047291-0.0009391i,0.00042633-0.00058378i,0.00047563+0.00049197i,0.00042073+0.0012769i,0.00047867+0.00064069i,0.00075536+0.0003839i,0.00082852+0.00065672i,0.00033719+0.0002613i,1.3915e-05+7.195e-05i,0.00016665-0.00043613i,0.0003337-0.00046708i,0.0002258-7.6131e-05i,-0.00029809-0.00067508i,-0.00028248-0.00086141i,-0.00062919+2.876e-05i
0.0011421+0.0022184i,0.0022224+0.0017037i,0.0022822+0.00085707i,0.0021428-0.00025549i,0.0017878-0.00095663i,0.0012221-0.0013579i,0.00042309-0.0018956i,-0.00036934-0.0016494i,8.0226e-05-0.0006546i,0.0005026-0.00030407i,0.00024254-0.00019133i,-0.00037737-0.00014308i,-0.00053313+0.00020703i,-0.00063799-0.00042432i,-0.0011121-0.00066842i,-0.00096601-0.00011821i,-0.00034245-0.00038196i,-0.00026892-0.00033724i,7.3898e-05-0.00056109i,0.00055573-0.00047014i,0.00049804+0.00026167i,-0.00031536+0.00016267i,-0.0008868-0.00044706i
-0.00072261+0.0026928i,1.1793e-05+0.001971i,0.00067627+0.00036343i,0.0003698-0.0013776i,0.00028177-0.0021117i,-0.0011046-0.0017783i,-0.0020412-0.0013033i,-0.0011031-0.00047141i,-0.00079974-0.00016325i,-0.00065591-0.00051165i,0.00057959-0.00043421i,0.0006557+1.609e-05i,-0.00020264+0.0006114i,0.00015062+0.00057927i,0.00022922-0.00015798i,0.00029004-0.00027307i,0.00081854+4.6405e-05i,0.00058658-4.5191e-05i,2.6694e-05-0.00024672i,0.00016602-0.00040754i,0.00024383+6.5846e-05i,-3.8116e-05+0.00010821i,-1.9544e-05-0.00030185i
-4.0037e-05-0.0010037i,-0.00058933-0.00071586i,-0.0013369-0.00094486i,-0.0017473-8.4899e-05i,-0.0010228+0.0011701i,-0.00046204+0.00090349i,-0.00090494-0.00057604i,-0.0007799-0.0004575i,-9.5931e-05-0.00018374i,0.00026534-0.00026163i,0.00068176-0.0001584i,0.00063341+0.00013921i,0.00010332+0.00069126i,-1.477e-05+0.00085852i,0.00046963+0.0011317i,0.00011874+8.1274e-05i,-0.00053827-0.00073491i,-0.00067166-0.00044306i,-0.00029132-0.00073967i,0.00074799-0.0010105i,0.00039608-0.00062134i,-0.0010327-0.0009616i,-0.00098052-0.00070339i
-0.00092384-0.00035399i,-5.7974e-05-0.00089821i,0.0017985-0.001627i,0.0028687-0.0021799i,0.0029612-0.0020094i,0.0014712-0.0013467i,0.00016528-0.00080611i,1.0487e-05-1.5674e-05i,0.00012597+0.00045836i,0.00061051+0.00045144i,0.00037885+0.00083187i,6.2677e-05+0.00035736i,0.00057467-0.0004063i,0.00018688+0.00018518i,-0.00054699+0.00065595i,-0.0013027+0.00054907i,-0.0015374+0.00097459i,-0.00091436+0.0010562i,-0.00077249+0.0004662i,-0.00034348+0.00018676i,0.0010334+0.00037263i,0.0011704+0.0010194i,0.00045377+0.00051771i
0.00052251-0.0044409i,0.00023504-0.0039211i,-0.00015432-0.0015071i,-0.00095188-0.00055583i,-0.0014604-0.0011323i,-0.00053365-0.0014163i,0.00076811-0.00084425i,0.00074184-0.00056052i,-3.017e-05-0.00076359i,-0.00012336-0.00028347i,-0.00017774-4.6587e-05i,-0.00049617+0.0001303i,-0.00091014-4.3892e-05i,-0.00040191-7.5816e-05i,-0.00033159+0.00030285i,-0.00013014+9.3937e-05i,-5.0625e-05-8.2453e-05i,-0.0006857+7.0742e-05i,-0.00095724+0.00011589i,-0.00054369+3.6078e-05i,-0.00025769-0.00053323i,-0.00033529-0.00063319i,-3.2959e-06-0.00026987i
0.0062562-0.00026159i,0.0051769-0.0017533i,0.0017024-0.0020179i,-5.0251e-05-0.0013233i,-0.00032503-0.00046037i,-0.00043327+0.00010226i,-0.00080399+1.4391e-05i,-0.0012174+0.00011005i,-0.00078385-0.00015129i,-0.00061697-0.0011716i,-0.00040842-0.00090101i,-0.00026562-3.0776e-05i,-0.00065808-2.1349e-05i,-0.00089045-3.8338e-05i,-0.00064614+0.0003002i,-0.0002688-8.9258e-05i,0.00057744-0.00088826i,0.00097604-0.00043467i,0.00080743+6.5645e-05i,0.0010229+0.00046006i,0.0007059+0.00076984i,-0.00016968+2.4681e-05i,-0.00019788-0.00057022i
0.00073412+0.0021561i,5.2553e-05+0.0017361i,-4.8098e-05+8.4008e-05i,-0.00058838-0.00091206i,-0.00046841-0.00087615i,9.3717e-05-0.00093921i,0.0010199-0.001388i,0.00069434-0.00065629i,-6.0862e-05+0.00022029i,0.00015534-0.00018682i,-1.9152e-05-0.00022942i,-0.00012589+7.1635e-05i,-0.00020055+9.9784e-05i,-7.6387e-05-0.00011344i,0.00015246-0.00013406i,-0.00012598+7.7531e-05i,3.7572e-05+0.00021424i,0.0004651+0.00057997i,0.0002602+0.0010772i,-0.00036378+0.00037003i,-0.00076677-0.00092802i,-0.00026911-0.00090715i,0.00024933-4.2472e-05i
-0.00022908-0.001492i,-0.00033825-0.0023261i,-0.0010349-0.0020514i,-0.00073106-0.00091072i,-0.00098751-0.00035405i,-0.0011877-6.2312e-05i,-0.00059296+0.00042766i,2.9503e-06+0.00083157i,0.00015117+0.00062806i,0.00030408+0.00086412i,0.00014449+0.0016888i,-0.0009266+0.0012349i,-0.00030877+0.00081381i,0.00069475+0.001855i,0.00080989+0.0013278i,0.00065576+1.507e-05i,0.00026466-0.00036882i,5.3473e-05+0.00041333i,-4.2407e-05+0.0012897i,-0.00014714+0.0010761i,-3.2916e-05+0.00075603i,0.00059384+0.00037524i,0.00074422+0.00014344i
-0.0022407-0.0086738i,-0.0060435-0.0087268i,-0.010506-0.0076526i,-0.008462-0.0024303i,-0.0041264+0.0023843i,-1.3933e-05+0.0033026i,0.0010739+0.00094593i,0.00063515-0.00065087i,-0.00021138-0.00093493i,-0.00098354+0.00019371i,-0.0006631+0.0023413i,2.1839e-05+0.002212i,0.0018605+0.0019507i,0.0038935+0.0028576i,0.0043632+0.0027046i,0.0027748+0.00030846i,0.00093961-0.00065239i,0.00017626-0.00030762i,0.00059425-0.00041795i,0.00080419-0.00020023i,-0.00065289-0.00028758i,-0.001879-0.00037698i,-0.001978+0.00010542i
0.0010277+0.0013794i,0.0027375+0.0013658i,0.005537+0.0010743i,0.0052203-0.00013709i,0.0027576-0.0011945i,0.00032378-0.001381i,-0.00099477-0.00058841i,-0.0015084+0.00016654i,-0.0010392+0.00023158i,-0.00043292-0.00025127i,-0.0004592-0.00066921i,-8.2987e-05-0.00031618i,-0.0002449+7.3288e-05i,-0.0014467-0.00062327i,-0.0025-0.0014126i,-0.0018181-0.0010738i,-0.00057762-0.00037539i,-0.00021304-6.0718e-05i,-0.00059568+0.00034538i,-0.00011097+0.0012748i,0.00056427+0.0015155i,0.00070236+0.00080771i,0.00034643-0.00026204i
0.0034599+0.00031926i,0.0041315+0.00095279i,0.003548+0.0013847i,0.0021306+0.0012097i,0.0014116-0.001001i,0.0015395-0.0024717i,0.0016569-0.0014403i,0.0010878-0.00040008i,0.00023942-1.9188e-05i,0.00039142-0.00031185i,0.00060181-0.00072551i,-0.00049007-0.001064i,-0.0012835-0.0011388i,-0.00080848-0.00085458i,-0.00036382+0.00016793i,-0.0010847+0.00019305i,-0.0014853+7.0068e-06i,-0.00057166+0.00024598i,7.419e-05+0.00013094i,-0.0004371+7.1545e-05i,-0.00044122+2.215e-05i,0.00036117+0.00016812i,0.00040744-0.00028376i
0.00098245+0.0041736i,0.00085314+0.0039678i,0.0010866+0.0023313i,0.0014306+0.00073709i,0.00047919-5.8703e-05i,-0.0005183-0.0011799i,-0.00061064-0.0017591i,-0.00042798-0.00092803i,4.9889e-06-0.00017792i,-7.0719e-05-0.00014543i,0.00023372-0.00048011i,0.00029327-0.00073616i,-0.001178-0.00085777i,-0.001696-0.00067326i,-0.001009-0.00031083i,-0.00071211-7.1484e-05i,-0.00047685+0.00047258i,0.00019047+0.00057463i,0.00017823+0.00049613i,-0.00077795+0.00062314i,-0.0004724+2.0382e-05i,0.00035042-0.00087293i,0.0003851-0.00033586i
-0.0017224+0.0002689i,-0.0013722-0.00015929i,0.00059274-0.00075996i,0.0020121-0.0012643i,0.0024324-0.0020337i,0.0021316-0.0024486i,0.00096172-0.0016724i,3.938e-06-0.00075224i,-0.00039052-5.2152e-05i,7.143e-05+0.0006773i,0.00093211+0.00057425i,0.0012284-0.00070365i,0.00076778-0.001245i,0.00020468-0.00066942i,-0.00016178-0.00034873i,-0.0001881-0.00069556i,-0.00025619-0.00064377i,-0.00045754-3.7836e-05i,-0.000778-1.8195e-05i,-0.00079049-0.00010152i,-0.00077436-0.00039655i,-0.00023195-0.000476i,0.00097573+9.6552e-05i
-0.00011999-0.00062887i,1.3427e-05-0.000238i,-0.00013711+0.0003496i,0.00036598+0.00028067i,0.00026758-0.00063309i,-1.4983e-05-0.0012677i,0.00044866-0.00089285i,0.00030495-0.00033778i,-1.4893e-05+0.0002595i,0.00020645-4.3153e-05i,0.00037245-0.0001466i,0.00013289+9.4656e-06i,0.0001076+5.304e-05i,-0.00020626+8.6836e-05i,-0.0002004-0.00030716i,-0.00063838-0.00064206i,-0.00071248-0.00028198i,-9.4294e-05-0.00041471i,0.00013468-4.6595e-05i,0.0001144+0.00036495i,-0.0001279+0.00020201i,-8.8063e-05-0.00016256i,0.00041196-0.00081431i
0.0014291+0.00050253i,0.00138-0.00044164i,0.00068541-0.0011216i,0.0011549-0.00052249i,0.0017408-3.6082e-05i,0.0017055-0.00096642i,0.00057708-0.001449i,-0.00079104-0.00078504i,-0.0010374+0.00023357i,-0.00056756+0.00061562i,-0.00012604+0.00089004i,0.00016154+0.0015258i,-4.3219e-05+0.0014852i,-0.00023673+0.00040781i,0.00033103+3.9292e-05i,0.00044414+0.00070918i,0.00057655+0.00045228i,0.00099801-7.6173e-05i,0.0011131+5.3081e-05i,0.0014367+0.00071777i,0.00088275+0.00048676i,0.00028664+0.00018224i,0.0004307+9.2679e-05i
-0.0019724-0.00057846i,-0.00018106-0.00072812i,0.00060329-0.0009009i,-9.2495e-06-0.0016598i,-0.00089346-0.0017534i,-0.0018205-0.0012246i,-0.0015115-0.0014688i,-0.00069717-0.0012552i,0.0001225-0.00016619i,0.00031927+0.00051584i,-0.00068605+0.00076959i,-0.0007504+0.00045675i,1.305e-05+9.0553e-05i,0.00016563-9.9436e-05i,-0.00017615-0.00019236i,-0.00018833+0.00055901i,0.00071514+0.0004311i,0.00070564-1.8074e-05i,4.6037e-05+7.4721e-05i,1.1927e-05-0.00036784i,5.3355e-05-0.00045296i,0.00052032+3.1813e-05i,0.00020234+0.00031792i
0.001417-0.0011728i,0.0019244-0.0015103i,0.0021287-0.00031865i,0.0019009+0.00015923i,0.00062812+0.00056074i,-0.00020676+0.00085982i,7.4982e-05+0.00028356i,-2.2998e-05-0.00035429i,0.00030182-0.0004691i,0.00067238-0.00020355i,0.00039406+0.0008826i,6.2551e-05+0.001245i,-0.00052687+0.0004285i,-0.00054835+0.00056856i,-0.00040707+0.00034708i,2.6736e-05-0.00088712i,-0.00016353-0.0013002i,-0.0004685-0.0010637i,0.00023308-0.00067835i,0.00022724-1.7233e-05i,-0.00010914-0.00023944i,3.5985e-05-0.00089107i,0.00059397-0.00010169i
0.001509-0.0011342i,-0.00011822-0.00099411i,-0.00061324-0.00074844i,-0.00023407-0.0013587i,2.6775e-05-0.0020522i,0.00064828-0.0024195i,0.00025268-0.0014273i,-2.2944e-05-0.00031723i,-0.00043936-0.00032001i,-0.00069057-0.0001553i,0.00030642+0.00028919i,0.00019634+0.00017954i,-0.0002178+0.00048263i,-0.00024912-0.00014843i,-0.00050224-0.0010563i,-0.00010401-0.00072432i,0.00038888-0.00025818i,-0.00030372+0.00035519i,4.3421e-05+0.000515i,0.0010014+0.00045891i,-3.9939e-05-0.00012781i,-0.00073769-4.8684e-05i,-0.0001614+0.00027765i
-0.00073145+0.0016915i,0.00093855+0.0018761i,0.0026748+0.0018492i,0.0027201+0.001594i,0.0019128+0.0013559i,0.00061588+0.00062297i,-0.00064279-0.00095432i,-0.00085932-0.0016184i,-0.0004944-8.2463e-05i,9.2867e-05+0.00098122i,0.0003237+0.00061096i,0.00021873-8.852e-06i,-0.0005711-0.00073991i,-0.00057216-0.0013243i,0.00065899-0.00069253i,0.00063735-9.0802e-05i,0.00073059+0.00013323i,0.00074117+0.00027635i,0.00020256-8.2829e-05i,-1.6571e-05-0.00051483i,8.9284e-05-0.00035031i,-0.0001284+0.00045207i,-0.00016332+0.00024352i
-0.0013023+0.00054374i,-0.00017961+0.00097881i,0.00094754+0.00017968i,0.001923-0.0011503i,0.0022975-0.0018815i,0.0010424-0.0025776i,-7.6622e-05-0.00235i,-0.000164-0.00089644i,-4.7938e-05-0.00023603i,0.00040257-2.9548e-05i,0.00043792+0.00057911i,-4.0133e-05+0.00070503i,-0.0004891+0.00056251i,-0.00064056-3.6986e-05i,-0.0010308-0.0011947i,-0.0011119-0.0018526i,-0.00078338-0.0015067i,-0.00019414-0.00055628i,9.026e-05-0.00018151i,0.00016023+7.1502e-05i,0.00015631+0.00040231i,0.00020512+0.0011073i,0.0002467+0.0011369i
3.3252e-05+0.0011661i,-0.00068425+0.0011249i,-0.00097992+0.00096779i,-0.0012297+0.00074562i,-0.0013935-3.3696e-05i,-0.0017513-0.00090564i,-0.0012781-0.00064498i,-0.00072844+0.00034072i,-0.00066754+0.00048422i,0.00024503-3.7742e-05i,0.00036156+0.00023394i,-9.5787e-05+0.001004i,-0.00038304+0.00052211i,-8.2438e-05+0.00021216i,0.00019595+0.00086427i,0.00034654+0.0011621i,0.00011577+0.00077672i,-0.0003102+0.0007251i,-0.00040153+0.00097414i,-2.6981e-05+0.00047144i,0.00080963-0.00049803i,0.0011027+9.8936e-05i,0.00077989+0.00049697i
-3.8153e-05-0.0010604i,0.00058525-0.0013642i,0.0019518-0.0010596i,0.0026167-0.00042508i,0.0020471-0.0003251i,0.00095035-0.0018874i,0.00061317-0.0027965i,0.00092337-0.0019526i,0.00071915-0.00073388i,1.0964e-05-0.00035273i,3.4323e-05-0.00070237i,0.00029748-0.00033853i,0.00057166+0.00054915i,0.0011411+0.00092487i,0.0014394+0.0005976i,0.00098633+0.00032317i,0.00029347-0.00062645i,-0.0001984-0.0013024i,0.00016634-0.00076861i,0.0011376-0.00030422i,0.0010151-0.00010802i,0.00020945-0.00064297i,0.00022217-0.0013674i
0.0012527-0.0018699i,0.00096862-0.0019222i,0.0005894-0.0013256i,0.00073993-0.0022387i,0.00038288-0.0030621i,-2.2962e-05-0.0029521i,-0.00037014-0.0024509i,-0.00055709-0.00062679i,0.00014935+0.0009139i,0.00035528+0.00032559i,0.0001644-0.00059739i,0.00046085+9.2058e-05i,0.00020673-8.7377e-06i,-0.00030894-5.6236e-05i,0.00015424-0.00038586i,0.00061464-0.00061282i,-0.00016725+3.5035e-05i,-0.00090572+0.00012535i,-0.00070645+0.00011109i,-0.00092933-1.2662e-05i,-0.00032469-6.2007e-05i,0.00075222+0.00019677i,0.00044459-6.4086e-05i
0.0025644+0.0011624i,0.0029149+0.00010268i,0.0028482+0.00021037i,0.0017894+0.0012557i,5.5507e-05+0.00078246i,-0.0014572-0.0004019i,-0.0021595-0.0012946i,-0.0019192-0.00047873i,-0.0008825+0.0011227i,-0.00076848+0.0011631i,-0.0010365+0.00087643i,-0.00030087+0.00010813i,4.8083e-05-7.153e-05i,-3.1804e-06+0.00045318i,-3.5926e-05+0.00034143i,2.4258e-05-0.00024562i,0.00055524+5.9962e-05i,1.3788e-05+0.00047293i,-0.00075441+0.00010112i,-0.00010854-0.00021094i,0.00026936-0.00013709i,4.9784e-05-0.00044739i,0.0011738-0.00050075i
0.00053287+0.000529i,0.00061395-8.141e-05i,0.00043389-0.0022332i,0.00045773-0.0032812i,0.00059628-0.0021607i,0.00048362-0.00085632i,0.00048702+0.00015972i,0.00047988+0.00012785i,0.00057592-0.00024784i,0.00013806-0.00045709i,-0.00027808-0.00040286i,-0.00065605-0.00028434i,-0.0010599+0.00038054i,-0.0012479+0.0014451i,-0.00093189+0.0014149i,-0.00064077+0.00065186i,-0.00027485+1.5699e-05i,0.00019302+0.00011775i,0.00013109+0.00048935i,-0.00058226+2.526e-05i,-0.00092974-0.00049746i,-0.00016089-6.4209e-06i,0.00070507+0.00017354i
0.00062495+0.002107i,0.00088376+0.0025779i,0.0015943+0.0021301i,0.001282+0.0014479i,0.00083214+0.00057211i,0.00060897-0.00048665i,0.00017391-0.00088215i,-0.00057409-0.00084867i,-0.00085365-6.189e-05i,-0.00098804+9.3211e-05i,-0.00052415-9.8304e-06i,-0.00024905+0.00049172i,-0.00036046+0.00069683i,-0.00060085+1.5069e-05i,-0.00030281-0.00010807i,-2.0162e-05-0.00054798i,-0.00031611-0.00078961i,-0.00091305-0.00047536i,-0.0012634-0.00040845i,-0.00070117-0.00032345i,6.0274e-05-0.00018181i,0.00070535+0.00019434i,0.0010028+0.00041257i
-0.0012482-0.0003036i,-0.0025135-0.0017989i,-0.0031093-0.0030261i,-0.0024353-0.0030877i,-0.0015236-0.0025677i,-0.0013732-0.0012346i,-0.0010362-0.00086246i,-0.0012455-0.0013745i,-0.00078094-0.00050117i,-0.00030997+0.00069365i,-0.00021994+0.00013159i,-6.6995e-05+8.439e-05i,0.0004442+0.00068151i,0.00093554+0.00078701i,0.00079243+0.0011252i,0.00048115+0.00029588i,-0.00020177-0.00056537i,-0.00022094-0.0003224i,0.00086453-3.7614e-05i,0.00069931+1.4857e-05i,0.00017662-0.00043816i,0.0002691-0.00051275i,0.00067152-0.00014691i
0.00019106-0.00066251i,0.00046859-0.00039524i,0.0016703+0.00067509i,0.0020231+0.001746i,0.0017356+0.0012318i,0.00037773-0.00010646i,-0.00064124-9.646e-05i,-0.00034928-6.6313e-05i,0.00022433-0.00020687i,0.00054183+7.3897e-05i,0.00075141+0.00073913i,0.00037359+0.00030446i,-0.00022289-0.00018009i,-0.0005725+0.00043592i,-0.00077163-0.00034113i,-1.4624e-05-0.001309i,0.0004356-0.00037368i,0.00045829+0.00051356i,0.00078109+0.00073808i,8.5312e-05+0.00042869i,0.000373+0.00016041i,0.0011442+6.2908e-05i,0.00050571-5.4711e-05i
-5.8314e-05-0.0016723i,-0.00017746-0.0019928i,-0.00010078-0.0006669i,-0.00016076-0.0006806i,-0.00010459-0.0025807i,-4.105e-05-0.0014433i,0.00052158-0.00023627i,0.00048863-0.00062674i,-0.00057585-0.00078617i,-0.00096651-0.00086978i,-0.00073091-5.7703e-05i,0.00017962+0.00064373i,0.00061802+0.00012846i,-1.1551e-05-0.00021727i,-0.0007604-0.00023706i,-0.0011821-0.0010094i,-0.00066433-0.0012874i,0.00029293-0.00053438i,0.00074263-0.00040437i,0.00032771+0.00018683i,-0.00010124+0.00065289i,0.0003584+0.00053632i,0.00078553+0.00088766i
0.0011948-2.1008e-05i,0.00050183-0.00031772i,0.00094104-0.00039109i,0.000583-0.00040134i,-0.00072665-0.00071945i,-0.0011371-0.0008334i,-0.0011454-0.00033699i,-0.0012454-0.00061301i,-0.00063502-0.00072805i,0.00020552-0.00029812i,-0.00052578+6.167e-05i,-0.0010399+0.00064192i,-0.0013294+0.00078553i,-0.0012693+0.00018843i,-0.00055666-0.00039711i,9.9608e-05+5.8974e-06i,0.00079892+8.2217e-05i,0.00091066-0.00030103i,0.00034616-5.7369e-05i,-9.1804e-05-0.00013218i,-0.0001018-0.00052106i,0.00020846-0.00014038i,-0.00031065-5.1087e-05i
-0.00047134+0.0011815i,0.00032546+0.001217i,0.00093843+0.00061997i,0.00032395-0.00081548i,-0.00030066-0.0015285i,-0.00034058-0.0014557i,-0.0002946-0.0014366i,-0.00018155-0.0010453i,0.00010789-0.00012925i,-7.7927e-05+0.00015622i,2.824e-05+0.00015366i,0.00030428+0.00014247i,-0.00010679+2.3052e-05i,-0.00056331+3.4647e-05i,-1.2707e-06-9.5277e-05i,0.00035922+0.00010981i,-0.00017915+0.00023174i,-0.00072443+0.00053768i,-0.00036783+0.00052626i,4.3195e-06+0.00068795i,-0.00037637+0.0010331i,9.8312e-05+7.9963e-05i,0.00060439-0.00064361i
-0.00010477+0.00072411i,-0.00070562+0.00046997i,-0.00051298+0.00088989i,-4.4968e-05+0.0017441i,0.00039538+0.00055451i,-7.9803e-05+0.00017913i,-0.00086044+0.0010085i,-0.00062953+0.00041305i,-0.00011854+0.00015602i,0.00075004-4.9878e-05i,0.00057581+0.0002015i,4.7406e-05+0.0008066i,0.00028393-1.7232e-05i,0.0004423-0.0013735i,0.000693-0.00091753i,0.00083392+0.0005758i,0.00070405+0.0005503i,0.00080974-0.0003052i,0.00086272-0.00047521i,0.00064555+5.2251e-05i,0.0006792+0.00066322i,0.00034623+0.00095551i,6.5517e-05+0.00056769i
