0.00050008+0.00094057i,0.00042658-0.0010545i,-3.8593e-05-0.0018037i,-0.00019138-0.0024451i,-0.00077208-0.0025046i,-0.0020565-0.0010805i,-0.0021215-0.00029491i,-0.00072919+0.00073797i,0.00059606+0.0010246i,0.00012267+0.00025477i,0.0002078+9.0834e-05i,0.00025842+0.00046768i,-0.00068898+0.00096804i,-0.00018002+0.0010266i,0.00062619+0.00056817i,0.00066068-0.00024047i,0.00046306-0.00039609i,0.00046699-0.00036723i,0.00027248-0.00046697i,-0.00035606-0.00060037i,-0.00083657-0.00091429i,-0.00046554-0.00060748i,2.5944e-05+0.00033919i
-0.00089523-0.0016361i,-0.0014894-0.0017955i,-0.0013658-0.00089602i,-0.00070909-0.00035854i,-0.00060687+0.00011538i,-0.0010936+9.0243e-06i,-0.0016142+0.00027243i,-0.0017373+6.988e-05i,-0.0017423-0.00010817i,-0.0013255+0.00055328i,-0.00064275+0.00041599i,-0.00020897+0.00031019i,0.00011091+5.7621e-05i,0.0004505-0.00086439i,0.00059331-0.0010797i,0.00047195-0.0004597i,0.00058511+0.00021296i,0.00059725+0.0006547i,0.00043715+0.00019351i,-0.00033618-0.00050802i,-0.00063072+1.4431e-05i,4.5765e-05+0.0010846i,0.00015168+0.0012115i
0.00020022+0.0014133i,0.00077104+0.00097093i,0.0011415+0.0015663i,0.00055956+0.0015995i,1.3612e-05+0.0013297i,-3.814e-05+0.00095706i,-0.0010526+0.00019611i,-0.0022713-6.1129e-06i,-0.0022671-0.00036437i,-0.0017145-0.00074873i,-0.00073513+0.00049381i,0.00017295+0.0010221i,-4.0452e-05+0.00011199i,-0.0008098-0.00046181i,-0.00064985-0.0006705i,7.513e-05-0.00041524i,-8.0089e-05+0.00014651i,-2.2216e-05+0.00063063i,-0.00026624-0.00015919i,-0.0009253-0.00064802i,-0.00084567+0.00030627i,-0.00044658+0.00038913i,-0.0001446-4.1709e-05i
0.00045684-0.00034289i,-8.7127e-05-0.00045698i,-0.0010285-0.00065771i,-0.0018051+0.00038282i,-0.0015379+0.00066361i,-0.00078781+0.00054129i,-0.00066151+0.000418i,-0.00030142-2.4463e-05i,-0.00061043+5.463e-05i,-0.00081476+0.00021562i,-0.00030181+0.0011353i,0.00051334+0.0014023i,0.0011267+7.6993e-05i,0.00087334-0.00027859i,0.00010109+7.7395e-05i,-0.0002642+0.00026876i,0.0010318+0.00027053i,0.0012786+0.00015678i,0.00026776-0.00018626i,-0.00033497-0.00015322i,-0.00026421+7.7339e-05i,-0.00055857-6.0686e-05i,-0.0010379-0.00022666i
0.0001186+0.00021884i,0.00016986-8.0511e-05i,-0.00030608-0.00047605i,-0.0001457-0.00043406i,-0.00019011+0.00035011i,-0.0010555-5.5309e-05i,-0.001281-0.00097997i,-0.00096832-0.00055811i,-0.00062954-4.2289e-06i,-0.00055706+0.00048712i,-0.0003097+0.0011441i,0.00052804+0.0013343i,0.00068861+0.00083913i,0.00081532+0.00033461i,0.0010039+0.00029628i,0.00041393+0.00017437i,-0.00022755-1.8506e-05i,-0.00017729+6.8553e-05i,0.00026736-0.00029972i,-6.618e-05-0.00060503i,-0.0003886-0.00012583i,0.00047764+0.00052446i,0.00034536+0.00038437i
-0.0013698-0.0010118i,-0.00080228+0.00021372i,-0.00089922+0.0026075i,-0.00035845+0.0028053i,5.0848e-05+0.0012608i,0.0001253-0.00020186i,0.0002371-0.00083995i,-0.00043873-0.00064843i,-0.00093707-0.00023935i,-0.001109+4.7207e-05i,-0.00057915+0.00067427i,6.5518e-05+0.001263i,0.00054144+0.00041157i,0.00065465-0.00097997i,0.00048004-0.00088236i,0.00092824-0.00025167i,0.00097393+0.00032385i,0.00089608+0.0006001i,0.00081685+0.00068671i,-2.6739e-05-0.00015679i,-0.00033869-0.00073007i,-0.00027616-0.00044085i,-0.00020799+4.388e-05i
-0.0016923+0.0013273i,-0.0015393+0.0012775i,-0.0012193+0.0016101i,-0.00046768+0.00069426i,1.337e-05+0.00011595i,-0.00060011-0.00011517i,-0.00082451-0.00054638i,-0.00010521-7.6096e-05i,-0.00021487+0.00059191i,-0.00012376+0.0006552i,-0.00030565-0.00016402i,-0.0006885-0.00019697i,-0.0012892+0.0003448i,-0.00098969+0.00015611i,9.5144e-05-3.4276e-05i,0.00018438-0.0003186i,0.00030452+0.00039057i,0.00073452+0.00098579i,0.00043444-8.1736e-05i,0.00015942-0.00043741i,-0.00035037-6.4669e-05i,-0.0001519+0.00071877i,-5.1843e-05+0.00067121i
-0.0015952-0.00064658i,-0.001263-0.00024458i,-0.00084393-0.00011926i,-0.00021541+0.00065196i,0.00048539+0.0011552i,0.00021054+0.00031823i,-0.00047294-0.00017145i,-0.00070617-0.00021958i,-0.00051503+0.00012793i,-0.000732+0.00068963i,-0.00051275+0.001129i,0.00034852+0.0011388i,0.0011617-9.2485e-05i,0.0012584-0.0007041i,0.00050084-0.00026417i,0.00045009-0.00027086i,0.000376-0.00074512i,0.00066497-0.00093545i,0.0002837-0.00061538i,-0.00052333+9.8128e-05i,-0.00052402+0.00077698i,0.00020094+0.00069325i,-6.4138e-05+0.00027611i
-0.0013466+0.0018389i,-0.00024059+0.0017996i,0.0012367+0.0024515i,0.0018618+0.001782i,0.0023303+0.0011201i,0.0015964+0.00072067i,-0.00033668-9.7157e-05i,-0.0012459-0.00078831i,-0.00088884-0.00031792i,-0.00064944+0.00036066i,-0.0003427+0.00020942i,0.00054062+0.00035042i,0.00040604+0.00080962i,0.00026283+0.00093994i,0.00037157+0.00066929i,0.00045514-0.00034602i,0.0011858-0.0010534i,0.001257-0.0012249i,0.0011194-0.0017245i,0.0011472-0.0013096i,0.00087449+1.8093e-05i,0.00042755-0.00010011i,0.00034103-0.0011652i
-0.00097992-1.1179e-05i,-0.00091619+0.00033337i,-0.0018487+0.0011933i,-0.0019575+0.0016418i,-0.00058375+0.0012529i,-0.0001699+0.00088478i,-0.00092933-2.966e-05i,-0.0015098-0.00046294i,-0.0014227-0.0001467i,-0.0015699+0.00034929i,-0.00049588+0.00071218i,0.0012201+0.00033102i,0.0016453+0.00027671i,0.001322+0.0006204i,-4.1209e-05+0.00016881i,-0.00090074-0.00044994i,-0.00040084-0.00024997i,-2.4139e-05-0.00016665i,0.00037472-0.00053155i,0.00081192+8.1945e-05i,0.00075252+0.00014396i,0.00012511-0.00026988i,-0.00013096+0.00048864i
7.7918e-05+0.00014563i,0.00018206+0.00045169i,-0.00038897-0.00070993i,-0.0008617-4.0174e-05i,-0.0012936+0.00056347i,-0.0014928+6.7117e-05i,-0.0015153-0.00092772i,-0.0010402-0.00079371i,-0.0016-0.00047516i,-0.0021824-0.00039378i,-0.0014965+0.00052061i,-0.00026506+0.0011072i,0.00070978+0.00064696i,0.00038727+0.00042067i,-0.00017366+0.00053764i,5.7919e-05+0.00046538i,3.4057e-05+0.00073867i,2.0863e-05+0.00017631i,-0.00031659-0.0001258i,-0.000646+0.00029113i,-0.00048609-0.00010593i,-0.00054926+5.6677e-05i,-0.00042384+0.00028946i
0.00067434-0.0012017i,0.0018969-0.0015649i,0.0023407-0.0028513i,0.0014263-0.0015359i,-0.00015619+0.00011292i,-0.0011496-0.00038297i,-0.0015283-0.00066911i,-0.0010092-0.00069723i,-0.00098903-0.0011618i,-0.0018969-0.00069013i,-0.0015186-6.7191e-06i,0.00058957+0.0001851i,0.001624+0.00062448i,0.0012053+0.0010007i,0.00080903+0.00069598i,0.00085302+0.0003599i,0.00069029+0.0006347i,-0.00043475+0.00017019i,-0.0009275-0.00072634i,-0.00031674-0.0008658i,-0.00045162-0.00064917i,-0.00034238-5.4131e-05i,0.00050795+0.00014876i
-0.00041298-0.00036463i,-0.00081-0.00062571i,-0.0011419+0.00023404i,-0.0016939+0.0013588i,-0.0014991+0.00072078i,-9.2987e-05-0.00020524i,0.00058031-0.0010599i,-0.00071141-0.0008607i,-0.0017114+0.00023255i,-0.001499+0.0013689i,-0.00070423+0.0014396i,0.00033245+0.00066044i,0.00081314+0.00012997i,0.00093914+0.00019507i,0.00041611+0.00039988i,-0.00010476+0.00044701i,0.00013297+0.00037684i,0.00072479-0.0001217i,0.0010955-0.00024501i,0.0004903+2.6705e-05i,-0.00065422-0.00042987i,-0.00071912-0.00071023i,0.00025589-0.00015268i
0.00090406-0.0020713i,0.00093217-0.001941i,0.00018973-0.0011793i,-0.00072367-0.00076614i,-0.0014319-0.00016995i,-0.0012122+0.00021869i,-0.00035711+0.00026206i,-0.00071571+0.00034411i,-0.0011171-0.0007037i,-0.0010542-0.00045658i,-0.00097916+0.00070501i,0.00021104+0.00096338i,0.001428+0.00046734i,0.0012307+0.00073718i,0.0005634+0.0013324i,0.00080885+0.0010047i,0.0011415+0.00010423i,0.00039679-0.00029543i,-0.00056688-0.0001865i,-0.00096898-0.00028069i,-0.00077244-0.0008403i,0.00010993-0.00041695i,0.00080064+0.00052725i
-0.0027068-0.00088411i,-0.0029992-0.00053373i,-0.003795+0.0003343i,-0.0025466+0.0019878i,-0.00049724+0.0015276i,-0.0002215+0.00044227i,-0.00051336-0.00037758i,-0.0013324-0.00055531i,-0.0019314-0.00012449i,-0.0019438+0.00054291i,-0.0010423+0.00082753i,0.0002543-1.7078e-05i,0.00041115-0.00093376i,0.00017708-0.00095391i,6.7601e-05-0.00027632i,0.00014476+0.00035044i,-5.7428e-05+0.0009866i,-0.00048666+0.00048083i,-0.00041898-0.00042988i,-0.0004803-0.00046498i,-0.00040594+0.00026585i,-0.00020375+0.00037649i,0.00038104+0.00015122i
0.0014947-0.002205i,-3.7143e-05-0.0022129i,-0.0017796-0.0040351i,-0.0023219-0.0029536i,-0.0026905-0.00043768i,-0.0030423+0.00066126i,-0.0025997+0.00049796i,-0.0015192-0.00028406i,-0.00098929+1.4778e-06i,-0.0020473+0.00042475i,-0.0023258+0.00023137i,-0.0009088+0.00043468i,0.00031737+0.0010247i,0.00074281+0.0010584i,0.00061621+0.0010353i,0.00083784+0.00095434i,0.00063474+0.00076143i,-0.00041305+0.0002281i,-0.00031958-0.00061624i,0.00031069-0.00077972i,0.00049-0.00022183i,0.00059903-0.00042973i,0.00084876-0.00056105i
-0.000646-0.00069923i,0.00049633-6.6303e-05i,-7.865e-05-0.00037847i,-0.00042937-0.00048113i,-0.00026369+0.00041718i,-0.00060617+0.000503i,-0.00071271-0.00045675i,-0.00041401-0.0010647i,-0.00071005-0.00083655i,-0.00082021+0.00031583i,4.0443e-05+0.0015388i,0.0016687+0.001347i,0.0015514+0.00036503i,0.00086673+0.00068541i,0.00063864+0.00088683i,-8.2834e-06+0.0011401i,-0.00056893+0.0010194i,-0.00046446-0.00025972i,-0.00012622-0.0004351i,-0.00038902+0.00015297i,3.6139e-05-0.00026454i,0.00044833-0.00058731i,0.000453-0.00031173i
0.0010497+0.00236i,0.0015645+0.0017889i,0.0017853+0.0023218i,0.0020766+0.0016715i,0.0016343+0.00011273i,0.00047392-0.00080328i,-0.00011104-0.001102i,-0.00064182-0.0010007i,-0.0014826-0.0010593i,-0.001403-0.0005595i,-0.0010575+0.00030454i,-0.0006137+0.0003838i,-0.00032597+0.00020002i,-0.00083068+0.0010163i,-0.0011729+0.0011456i,-0.00069571+0.00076875i,2.4143e-05+0.00065655i,0.00045833-0.00019854i,0.00025232-0.00016884i,-0.00026719+0.00078338i,-0.00031696+0.0006514i,0.00025591+0.00014131i,-0.00037061+0.00057237i
-1.939e-05+0.00040006i,5.1694e-05+1.157e-05i,-0.00020442+0.0002287i,0.0001014+0.00053794i,0.00085499+1.7942e-05i,0.00020009-0.00062255i,-0.00068672-0.0012041i,-0.00096018-0.0010313i,-0.0011208-0.0011006i,-0.0013675-0.0011134i,-0.0011647-0.00018676i,-0.00025102+0.00061579i,0.0001494+0.00033398i,0.00019979-0.00010401i,0.00051896-0.00045725i,0.00036286-0.00015195i,-0.00029264+0.0001346i,-0.00014233-0.00013149i,6.8051e-05+0.00040376i,2.6923e-05+0.0012384i,0.00016578+0.00049381i,0.00044568+3.3069e-06i,0.0006276+0.00043617i
-0.0010645+0.0014639i,-0.00059904+0.0021197i,0.00018858+0.0024636i,5.7761e-05+0.0020171i,-0.00046025+0.00090123i,-0.00043441-0.0011881i,2.2013e-05-0.00088689i,-0.00034338-2.4149e-05i,-0.001352-0.00037923i,-0.0017121+0.00032566i,-0.00093452+0.00069183i,-7.0173e-05-0.00019759i,0.00046113-6.9418e-05i,4.6095e-06+6.0542e-05i,2.5393e-05+0.0009048i,0.00064564+0.0014552i,0.00025791+0.0011949i,-0.00039919+0.0010199i,-0.00045039+0.0005872i,-0.00017603+0.00030709i,-0.00086528+8.9417e-05i,-0.001329-0.00023369i,-0.00099761-0.00063752i
0.00034313-0.00031473i,0.00063367-0.00077397i,0.0011391-0.0012797i,0.00097606-0.00031183i,-0.0001755+0.00027802i,-0.00082555+0.000465i,-0.00013681+0.00043983i,9.4118e-05+5.1561e-06i,-0.00048146-0.00042855i,-0.00056036-0.00020014i,-0.00013874+9.4091e-05i,8.7556e-05-0.00043477i,0.00034901-0.00041254i,0.00081568+0.00032844i,0.00079952+0.00063879i,9.053e-05+0.00011338i,3.838e-06-8.0942e-05i,0.00021366+6.1029e-05i,-0.0003571-0.00012017i,-0.00039835+0.00037138i,-0.00023236+0.00075176i,0.00021783-4.201e-05i,0.00089344-1.4881e-05i
0.0013074-0.0016977i,0.00096603-0.0018498i,-0.00031078-0.0019909i,-0.00038784-0.0015835i,-0.00072588-0.00083611i,-0.0019362-0.00065001i,-0.001425-0.00043641i,-0.00049979-0.00038843i,-0.00068591-0.00049737i,-0.001191-3.8479e-05i,-0.0010314+0.00069041i,-0.00079116+0.0010016i,8.1711e-05+0.00020075i,0.0015141+1.7966e-05i,0.0012973+0.00025994i,0.00077699+4.4757e-05i,0.0016275+0.00042504i,0.0015637+0.00051996i,0.0010915+3.6789e-05i,0.00069403+3.1884e-06i,-0.00023135+2.6462e-05i,-0.00053518+0.00028013i,-0.00046655+0.00059364i
0.00053645+0.0010766i,0.0012188+0.0012037i,0.0017682+0.00034316i,0.00091907-6.388e-05i,-0.00062993-0.00034154i,-0.0013501-0.00012574i,-0.0014849-0.0002958i,-0.0011289-0.00046032i,-0.00035353+0.00033826i,-0.00085758+0.00046764i,-0.00049908+0.00059713i,0.00037048+0.00099304i,5.2003e-05+0.001113i,1.9467e-06+0.0010435i,0.00056796+0.00058657i,0.00074905+0.00014629i,0.00036185+0.00060508i,2.1259e-05+0.00057254i,7.973e-05+1.8236e-05i,-0.00036149-0.00016704i,-0.00084194-0.00061671i,-0.0011447-0.00058263i,-0.0003535-3.5084e-05i
-0.00050615+0.0018223i,-0.00033258+0.0019797i,0.0011411+0.0016167i,0.0023121+0.00126i,0.0020787+0.00061162i,0.0019075-0.00092752i,0.0013162-0.00093867i,0.00030369-0.00061199i,-0.00095665-0.00059462i,-0.0014288-0.00031744i,-0.00069347+0.00033426i,0.00012643+0.0004022i,0.0006886-0.00035212i,0.00045763-0.00048862i,0.0003116+0.00013742i,0.00063511+0.00074613i,0.0010599+0.00043866i,0.001021-0.00030878i,0.00058139-0.00023561i,-6.086e-05-0.00023302i,-8.6521e-06-0.00031062i,-0.00023786+6.001e-05i,-0.0010293+0.00030148i
-0.00080365+0.00081434i,-0.00058297+0.0018343i,-0.001014+0.0021964i,-0.00093918+0.0014462i,-0.00069783+0.00097021i,-0.00035812+0.00073501i,-0.00072103+3.3733e-05i,-0.0017535-1.7696e-05i,-0.0011458+0.00052168i,-0.00051603+0.00072899i,-0.00056399+0.00086084i,-0.00063586+0.00021444i,-0.00040247-0.00024986i,-5.4169e-06-4.9411e-05i,-8.1525e-05+0.00030028i,0.00020566+0.00059657i,0.0001261+0.00051173i,0.00017321+3.5592e-05i,0.00027752-3.4303e-05i,0.00017327+0.00054983i,-2.3713e-05+0.00044961i,-3.8836e-05+0.00041931i,0.00027834+0.00060891i
-0.00054154-0.00029114i,-0.0013713-0.00061986i,-0.0025706-0.00030805i,-0.0016636-0.00069696i,-0.00095101-0.0010802i,-0.00060675-0.001524i,-0.00050586-0.0011475i,-0.00089267-0.00037762i,-0.00086069+0.00029765i,-0.00097438+0.00065097i,-0.00038312+0.00051708i,0.00029888+0.0004606i,0.0011-1.0464e-05i,0.0018091-0.00073239i,0.0020617-0.00095079i,0.0017147-0.00055374i,0.00047331+0.00015545i,4.6619e-05+1.7493e-05i,0.00027917-0.00091774i,-0.00022969-0.00053707i,-0.00055034+0.00058963i,-0.00016925+0.00076697i,0.00053585+0.00051133i
-0.00092626+0.00038205i,-0.00073338-0.00037491i,-0.0019419-0.00014659i,-0.0018719+0.0010772i,-0.0010186+0.0016416i,-0.00039447+0.00076074i,-0.00029051-0.00059746i,-0.00011953-0.0011434i,-0.00065522-0.0007381i,-0.0016237+0.00041664i,-0.00080648+0.0018479i,0.00052099+0.0012524i,0.00087842-0.00065608i,0.00025727-0.00082446i,0.00029689-0.00026292i,0.00099439-8.3531e-05i,0.00062064+0.00016035i,4.4381e-05-0.0001937i,-5.5099e-05-0.00059519i,0.00060729-0.00027745i,0.00032333+0.00027895i,-0.00016397+0.00084218i,-0.00039471+0.00063473i
-0.00029812+0.00011023i,-0.00015427+0.00024085i,-0.0001038+0.00033674i,-7.5789e-05+0.00086236i,-0.00035095+0.00048836i,-0.00090056-0.00035757i,-0.0014403-0.00037378i,-0.0011968-0.00050967i,-0.0015984-0.00040537i,-0.0019406+0.00043561i,-0.00080822+0.00068037i,1.6509e-06+0.00036022i,0.00038667-0.00028596i,0.00073208-0.00035173i,0.00075314+0.0003065i,0.0004333+0.00028942i,-0.00020109-1.9385e-05i,-0.00024089-6.1892e-05i,0.00036158-0.00023072i,0.00038406-0.00027682i,0.00027333-0.00024722i,8.1328e-05-1.6438e-05i,-0.00019852+0.00020372i
-0.0021697+0.0020644i,-0.0005849+0.0020022i,0.0013035+0.002925i,0.0012001+0.0030713i,0.00081127+0.0010057i,0.0005614-0.00084444i,-0.0005903-0.0017231i,-0.0019397-0.00082795i,-0.0013024-8.4305e-05i,-8.4107e-05-0.00086509i,7.4847e-05-0.00079886i,0.00025806-7.982e-05i,-2.0537e-05-0.00012692i,4.4461e-05-5.6258e-05i,-0.00019826-0.00018232i,-0.00043225+0.00019951i,-0.00041646+0.00055162i,-0.00016226+0.00028488i,0.00019139+0.00021718i,-2.7767e-05-2.7636e-05i,1.0319e-06-3.5144e-05i,0.00046522+0.00017315i,0.00089953+6.1924e-05i
-0.0011703-0.00043632i,-0.00048752+0.00051077i,0.00018177+0.00091149i,9.6441e-05+0.00066646i,-0.00080906+0.00048134i,-0.0010186+0.00024348i,-0.0013279-0.00072173i,-0.0017667-0.00070767i,-0.001599+0.00061761i,-0.0015477+0.00027945i,-0.0014968-0.00023841i,-0.00042214+0.00015684i,0.00013317+0.00074129i,0.00059886+0.00076546i,0.001236+0.00042335i,0.0010806+0.00022033i,0.00064623+9.4286e-05i,0.00058333-6.6466e-05i,0.0011194-0.00041225i,0.00041976-0.00010098i,-0.0011372-0.00035856i,-0.00064043-0.00010589i,0.00019368+0.00096941i
-0.00066892+0.00070457i,-0.00099018-0.000183i,-0.0014143-0.00025361i,-0.0011885+0.0010228i,-0.00029691+0.0010023i,0.00023513+5.9137e-05i,-0.00047409-0.00085822i,-0.001062-0.0012538i,-0.0012247-0.0012955i,-0.00071684-0.00039652i,-7.3756e-05+0.00075247i,7.9428e-05+0.0010153i,0.0002857+0.0005385i,0.00067404+0.0004996i,0.00090385+0.00028205i,0.0012459-0.00025156i,0.0014641+0.00020459i,0.0008942+0.00036609i,4.0029e-05+0.00020688i,-0.00027507+0.00058429i,-0.00025435+0.00050932i,-0.00035526+0.00012622i,0.00012344+0.00053602i
-0.0016143+0.00052771i,-0.00042635+0.00038515i,0.0006089+0.0016593i,0.00024006+0.0020684i,-0.00064967+0.00068387i,-0.00043192-0.00055377i,-0.00061196-0.00080194i,-0.0016482-0.00044628i,-0.0016826-0.00020589i,-0.0016651-5.0882e-05i,-0.00063901+0.00016626i,0.00045565+2.7275e-05i,0.00056581-0.00029095i,0.0011169-0.00040568i,0.0011099-5.0499e-06i,4.9732e-05+0.0007113i,-4.5107e-05+0.000747i,0.00038187-8.3817e-05i,0.00027797-0.00041095i,0.00046767+7.0489e-05i,0.00038104-5.3772e-05i,-0.00059157-0.00015717i,-0.0012338+0.00011575i
-0.00015135+0.0014976i,0.00072655+0.001308i,0.0014178+0.00061612i,0.0011079+0.00041997i,0.00063233-0.00028789i,-0.00016671-0.00045308i,-0.00088586+0.00011327i,-0.0012096+0.00020135i,-0.0011844-0.00027437i,-0.00068753-0.00015794i,-0.00052587-3.3768e-05i,-0.00055105-0.00051886i,-0.00021663-0.0002128i,-0.00012922+0.00017072i,8.9962e-05+4.9553e-05i,0.00072004+0.00050649i,0.0011598+0.00070138i,0.00013956+0.00046842i,-0.00074578+0.00071499i,-9.8216e-05+0.00082466i,0.00030214+0.00077711i,-0.00012266+0.00010399i,0.00024825+7.1299e-05i
-0.0018271-0.0013063i,-0.0017819-0.0025076i,-0.0030828-0.00099742i,-0.0035016+0.00063309i,-0.0024286+0.00051958i,-0.00042741+0.0001236i,7.8627e-05-0.0002534i,-0.00030589-0.00056409i,-0.0012678-0.00039585i,-0.0019063+0.00019806i,-0.0017194+0.0006763i,-0.00070821+0.00059711i,0.00019576+0.00075337i,-0.00012759+0.00045111i,0.00019882-0.00053026i,0.0010804-0.0013128i,0.0015907-0.00055408i,0.00096223+0.00093505i,-0.00029013+0.0006976i,-0.00085558-0.00046401i,-0.00068135-0.0010844i,-0.0004044-0.00057159i,-0.00024093-0.00025176i
-6.2653e-05-0.00031709i,-0.0002025-2.3535e-05i,6.5681e-05+0.00048888i,-0.00036265-0.00026022i,-0.00043823-0.0010202i,-0.00052343-9.3704e-05i,-0.00056713+0.00028051i,-0.00071025-0.00024498i,-0.0015431+0.00017951i,-0.0014742+0.00071347i,-0.00097162+0.0013238i,-0.00060752+0.001137i,-0.00034549+0.00026624i,0.00086792+0.00043279i,0.0016336+0.00019718i,0.00055271-0.0005444i,-0.0007394-0.000961i,-0.00044257-0.0012308i,-6.1847e-05-0.0010795i,-0.00034153-0.00069076i,-0.00053149+0.000247i,-0.00054709+0.0005621i,-0.00015165+1.7093e-05i
0.0011155+0.0013654i,0.00077591+0.00098527i,0.0013267-0.00026928i,0.001646-0.0015453i,0.00042431-0.0014212i,-0.00074038-4.1478e-05i,-0.0012515+0.00068488i,-0.0020629-0.00050302i,-0.0019661-0.0013153i,-0.00088145-0.00033337i,-0.00039086+0.00078201i,-0.0005977+0.00069486i,-0.00040105+0.00057685i,0.00019568+0.00049382i,0.00059153+0.00012253i,0.00035716-9.6741e-05i,0.00049591-2.4749e-05i,0.00056249-0.00035197i,-0.00010328-0.00079813i,-0.0006148-0.00066182i,-0.00029135-0.00023288i,0.00060765+0.00019241i,0.0014149-0.00024657i
0.0002994+0.00050387i,0.0011733+0.00069049i,0.00099517+0.001057i,0.00066675+0.00037923i,6.9584e-05+8.366e-05i,-0.00075515-0.00057775i,-0.00063834-0.00076213i,-0.00068081-0.00061171i,-0.00076302-0.00045255i,-0.00014849+0.00015809i,0.00020122+0.0013445i,0.00057518+0.00071907i,0.00037409+7.8702e-05i,0.00010605+0.00046984i,0.00027912+0.00051891i,-1.8916e-05+7.2097e-05i,0.00012897+0.00017034i,0.00041865-2.51e-05i,0.00024734-0.00067652i,0.00010911-0.00089908i,6.9093e-05-0.00076115i,7.4895e-05-0.00051596i,0.00022833-4.7088e-05i
0.00029458+0.0020083i,0.0011168+0.0008611i,0.0012221+0.00036398i,0.0012193+0.00057311i,0.001126+0.00011045i,0.00019168-0.00011512i,-0.0013205+0.00015587i,-0.0019833+0.00024972i,-0.0015841+0.00083702i,-0.0014879+0.00033073i,-0.0011397+0.00015252i,0.00020493+0.00073326i,0.00067267+0.0007944i,0.00023125+0.00046408i,0.00067457+0.00053122i,0.00044701+0.00052439i,-0.00021263-0.00037289i,0.00033559-0.0006326i,0.00048743-0.00035237i,-0.00051132-0.00068598i,-0.00047307-0.00075864i,5.5382e-05-0.00051439i,0.0002001-0.00070698i
-0.00040038+0.0007817i,-0.0015359+0.0020943i,-0.0011484+0.0037443i,-6.7453e-05+0.0034391i,0.00065463+0.0023225i,0.00046909+0.00097056i,-0.00017045-0.00091175i,-0.00057471-0.0013507i,-0.0010255-0.00084077i,-0.0006651+0.00023998i,0.00052041+0.00083103i,0.00071426+0.00040283i,0.0002765+6.9192e-05i,-8.045e-05-0.00015459i,4.5336e-05-0.00094878i,0.00097622-0.00059164i,0.001351-4.785e-05i,0.0012523-0.00023412i,0.00046462-0.00030762i,-0.00044069-0.00073076i,0.00012241-0.00086165i,0.00083837-0.00073096i,0.0010808-0.00022906i
-0.00050355-0.0009162i,-0.00093236-0.00049073i,-0.0027307+0.00068728i,-0.0029013+0.0014726i,-0.0018558+0.0012988i,-0.0014156+0.00074506i,-0.0017026+4.9693e-05i,-0.0016621-0.00033674i,-0.0016949-0.00057447i,-0.0017866-0.00079511i,-0.0015149+3.2538e-05i,-0.00012822+0.00043107i,0.00099318-5.3936e-05i,0.00096945-0.00045571i,0.00060214-0.00025706i,-7.8296e-05+1.3173e-05i,0.00012744+4.2846e-05i,0.00038809+0.00024074i,-8.7776e-06+0.00011098i,-0.00023795-0.0004992i,-0.00070949-0.00032195i,-0.00052901-0.00021861i,-1.5697e-05-0.00024158i
0.0011813-0.00080471i,0.0023982-0.00030699i,0.0026389-9.4339e-05i,0.0015949-0.00035794i,-0.0004204-0.00064419i,-0.0010796-0.00091378i,-0.00079342-0.00054336i,-0.00086128-0.00063953i,-0.0012329-0.00077097i,-0.0017323-0.00058607i,-0.0010801+0.0002732i,-0.00023377+0.0005006i,-0.00068201-0.0003297i,-0.00016753-0.00050226i,0.00057031+0.00031572i,0.00053956+0.00058732i,0.00038016+0.000131i,0.00053475-0.00015366i,0.0007122-2.6135e-05i,0.00089855-2.6341e-05i,0.00095565+8.8592e-05i,0.00072385-0.00028647i,0.00096301-4.9013e-05i
0.00023591-0.0010123i,0.0010312-0.00069091i,0.00013334-0.00034419i,-0.00050872-6.0577e-05i,0.00021474-0.0001234i,0.00032601-0.00053398i,-0.00052159-0.00089i,-0.0011062-0.0007717i,-0.0010471-0.00022367i,-0.001013+0.00050556i,2.4802e-05+0.0011486i,0.0011583+0.0013963i,0.0010801+0.0014632i,0.00098065+0.00099841i,0.00035904+0.00043941i,0.00020733+6.7466e-05i,0.00062856-0.00017957i,0.00058664-0.00027073i,0.00030459-0.00043764i,-0.0002177+0.00022793i,-8.0223e-05+0.00017998i,0.0006336+0.00011581i,0.00056923+0.00077201i
0.0013283+0.0013117i,0.00099213+0.0012886i,0.0022252+0.00066391i,0.0020501+0.00041109i,0.0017726+0.00059551i,0.0010057+0.00021533i,-0.00052092-0.00045544i,-0.0011363-0.00058961i,-0.00092974-0.00086226i,-0.0010101-0.00089741i,-0.00055741-0.00011852i,0.00074127+0.00063759i,0.0011456+0.00024979i,0.00078767+0.00012399i,0.00022828+0.00092085i,0.00029154+0.0015684i,0.00066237+0.00098035i,0.00066766-1.2448e-05i,0.00049776-0.00089837i,6.2442e-05-0.0010428i,0.00010457-0.00017449i,0.00061449+0.00028159i,0.00037627-5.2128e-05i
