-0.0022027+0.00011286i,-0.0014401+0.00017063i,-0.00042872-8.9628e-05i,-8.689e-05+0.00010799i,-0.00096487+0.00073874i,-0.00097074+0.00096384i,-0.00048275+0.00048662i,-0.00018627-0.00030533i,-0.0006903+0.00025942i,-0.00029257+0.0011568i,0.00021312+0.00091291i,-0.00019619+0.00058237i,0.00017633+7.8867e-05i,0.0003277-1.0252e-05i,0.00029002+0.00029006i,0.00036703+0.0007242i,0.00023659+0.00073746i,-0.00013555+0.00043061i,-0.00096382+3.0783e-05i,-0.0010011+0.00031073i,-0.00037355+0.00025221i,-1.1582e-05-0.00024774i,-1.968e-05-0.00039109i
0.00044962+0.0033578i,0.00056686+0.0014971i,-0.00016877+0.00042431i,-0.00051429-0.00085138i,-0.00014889-0.0013744i,-0.00057099-0.0011524i,-0.00073336-0.00041282i,-0.0013973-0.00045729i,-0.001631+8.1832e-05i,-0.0012014+0.0006537i,-0.0010427+0.00011565i,0.00010534+0.00031504i,0.0010651+0.0012027i,0.0012007+0.00068205i,0.00063115-0.00064864i,0.00011134-0.00066528i,-0.00022603+0.00034602i,-0.00065932+0.0011516i,-0.0010357+0.00075647i,-0.00088523+4.5658e-05i,-7.402e-06-0.00025333i,0.00034841-0.0001822i,6.8319e-05-2.6743e-05i
-0.0011452+0.00058091i,-0.0014547+0.00073543i,7.4563e-05+0.001296i,0.00094356+0.00096382i,0.00039411-0.00090418i,0.00045325-0.0015776i,0.00078226-0.00071569i,-0.00032811-0.00023614i,-0.0012845-0.00077468i,-0.00054073-0.0010858i,-0.00019517-0.00046209i,-0.0007288-0.00015365i,-0.00057332-0.000399i,-0.00078006-0.00040474i,-0.0007529-0.0002104i,-0.00047727-0.00017404i,-0.00045987-0.00012914i,-0.00017482-0.00032171i,0.00012183-0.00060395i,-0.00053006-0.00039638i,-0.00084086-0.00067865i,-0.00042846-0.00014534i,-1.4839e-05+0.00080665i
0.0011377-0.0021199i,0.00049138-0.0016058i,-0.00034053-0.0027797i,-0.0014646-0.002291i,-0.0012415-0.0010747i,-3.6664e-05+0.00023795i,5.8492e-05+0.0010623i,-0.00026084+0.0010194i,-0.00014059-6.6296e-05i,-0.00054661-0.0005187i,-0.00097576-0.00028942i,-0.00011517+9.1069e-05i,0.00080309+0.00095014i,0.0011374+0.00046752i,0.00097596-0.00026401i,0.00064908-0.0003702i,0.0010099+0.00036477i,0.00054382+0.00043593i,-0.00025617-0.00023524i,-0.0010415+0.00031988i,-0.00082322+0.00078365i,0.00018016+0.00078622i,5.044e-05+0.00048231i
-0.00087164-1.2068e-06i,-0.0014288+0.0005989i,-0.0015669+0.0011799i,-0.0015585+0.0017978i,-0.00091049+0.0016787i,-0.00060799+0.0012059i,-0.00030057+0.00025225i,8.581e-06-0.00039835i,0.00065318-7.6683e-06i,0.00076869+0.000377i,0.00047829+0.00079525i,0.00048305+0.0012911i,0.00064358+0.00025273i,0.00088932-0.0010221i,0.00027397-0.0010515i,-0.0004034-0.00059248i,-0.0004661-0.0002034i,-0.00012224-1.5966e-05i,-0.00032618+0.00044057i,-0.0004642+0.00019825i,-0.00016014-0.00018731i,0.00028493+4.3421e-05i,0.00045476+0.00030893i
-0.00093491+0.0020888i,-0.0013194+0.0016537i,-3.1616e-06+0.0010624i,0.0014653+0.0010207i,0.0019184+0.00084163i,0.0015161-0.00066581i,0.00034081-0.001187i,-0.0010956-0.00018996i,-0.001623+0.00043489i,-0.00087584+0.00018075i,-0.00024315+6.8533e-05i,-8.1944e-05+0.00027669i,-0.00036163+0.00057927i,-0.00045886+0.0005518i,-0.00064828+0.0003305i,-0.00011663+0.00032655i,0.00042951+4.3392e-05i,0.00052168+0.00018772i,0.00014794+0.0010919i,-0.0007208+0.00035303i,-0.00084177-0.00045035i,-0.00053897-0.00026051i,2.9804e-05+3.5781e-05i
5.6013e-05-0.0031186i,-1.7939e-05-0.0023605i,-0.0017106-0.001373i,-0.0036554+0.00031179i,-0.0028566+0.00074135i,-0.00087983+0.00089658i,-0.00049759+0.00068505i,-0.00074177-0.0001092i,-0.00081892-0.00024426i,-0.0007851+0.0006052i,1.4874e-05+0.00046709i,0.00078618-0.00030513i,0.0010429-0.00094612i,0.00069288-0.0011011i,-5.6226e-05-0.0010936i,0.00027557-0.00034243i,0.00024003+0.00047936i,0.00012958+0.00026791i,6.0202e-05+1.7792e-05i,-0.00037132+0.00034753i,-0.0004307+0.0003357i,-0.00011684-0.00016285i,-3.5553e-05-0.00019978i
0.0012567+0.0019118i,0.00072693+0.0024602i,-3.0786e-05+0.0026586i,0.00071536+0.0014524i,0.0012652+0.00062285i,0.00059183-0.00061502i,-1.4189e-05-0.001178i,-0.00090966-0.00018761i,-0.0013636+0.00061421i,-0.00093802+9.4134e-05i,-0.00058432-3.5e-05i,-0.00058274+0.00037785i,-0.00048134+0.00047055i,-0.00050163-7.7314e-05i,-0.00017708-0.00020974i,0.00027109-0.0004835i,0.00051978-0.00027042i,0.00082114+0.00018641i,6.8829e-05-1.2271e-05i,-0.00074785-0.00027312i,-0.00011891-0.0010273i,0.00024638-0.0010439i,-3.6353e-05-0.00036809i
-0.0012896+0.00056693i,-0.0025106+0.00058562i,-0.0030948+0.00081035i,-0.0020133+0.0012736i,-0.00091522+0.0011897i,-0.00026718+0.00053982i,-0.00064966+0.00045114i,-0.0011226+0.00019341i,-0.001158+0.00055741i,-0.00036579+0.0010552i,4.5825e-05+0.00019234i,-0.0006673+0.00031136i,-0.00069269+0.00069444i,-0.00043303+0.00052888i,-0.00019144+0.00023089i,0.00013532+0.00034155i,-0.00011406+0.00080457i,-0.0002246+0.00059641i,-0.00045778+0.00010228i,-0.001174+0.00012869i,-0.00093988-0.00018065i,1.1609e-05-0.0008781i,0.00044192-0.0009324i
-0.0028867-0.00014058i,-0.0023044+0.00083403i,-0.0010837+0.0021607i,-0.00027331+0.0021452i,0.0011287+0.0015715i,0.0014245+1.7303e-05i,-0.00021883-0.0013303i,-0.0017403-0.0010993i,-0.0013639-0.00022818i,4.1707e-05+0.00072418i,0.00061412+0.00053683i,0.00033018+0.00011862i,-0.00059261-0.00024272i,-0.0012869-0.00036537i,-0.0011439-0.00031318i,-0.00096424+0.00037162i,-0.00096911+0.0012304i,-0.00032685+0.00062506i,-0.00017043-5.9844e-05i,-0.00035883-0.00022586i,-0.0005913-9.0642e-05i,-0.00024991-7.8198e-06i,0.00014159-0.00054487i
-0.00039067+0.00090144i,0.0011245+0.00016832i,0.0012052-1.0942e-05i,-3.4319e-05+0.00016941i,-0.00038082+0.00056371i,0.00018478-7.6954e-05i,-0.0003051-0.00055567i,-0.001415-0.00015842i,-0.0014587+0.00032159i,-0.00019088+0.0002721i,0.00077017+0.00068458i,0.0013141+0.0012556i,0.0011348+0.00048226i,0.00081249-0.00048681i,0.0006691-0.00022817i,0.00013375-0.00024759i,-0.00026803-7.6723e-05i,-0.00061024+0.00086167i,-0.00028363+0.00091874i,-5.2338e-05+0.00066199i,7.5814e-05+0.00094292i,0.00067816+0.0012569i,0.00098924+0.0012235i
-0.00026351+0.0031895i,-0.00074875+0.0025407i,-0.00017719+0.0029025i,0.00048705+0.0019187i,0.00058467+0.00018707i,0.00037125-0.00070055i,-0.0003883-0.00099277i,-0.00018953-0.00029877i,-9.7681e-06+0.00070774i,-0.00076249+0.00086726i,-0.00085776-0.00035584i,0.00028777-0.0013433i,-2.5889e-05-0.0010178i,-0.0012283-0.00011716i,-0.00091782+0.00067288i,-0.00014618+0.00090548i,0.00022076+0.00032051i,-0.00022511+0.00043168i,4.3367e-05+0.00085834i,0.00019798+0.00077896i,0.00020013+0.00032751i,0.0007723+9.171e-05i,0.00050501-0.00038543i
-0.00012161-0.00083802i,-0.00030252-0.0016604i,-0.0017255-0.0019544i,-0.0017701-0.00094446i,-0.00084973-0.00064958i,-6.488e-05+0.00010927i,0.00033731+0.0006531i,0.00045952+5.8332e-06i,-0.00023234+0.00035383i,-0.0004509+0.001159i,0.00022455+0.0015739i,-0.00014122+0.0010175i,-0.00019283-0.00027803i,-8.7784e-05-0.0014652i,0.00013185-0.00086771i,-0.00027197-3.0432e-05i,-0.00097413-6.5594e-05i,-0.0012525-0.00024991i,-0.0010195-0.00039732i,-0.00081818-0.00034504i,-0.00047226-0.00013448i,0.00015054+0.00050146i,0.00027072+0.00040714i
-1.6743e-06+0.0017624i,0.00073584+0.00024919i,0.0023434-0.00024162i,0.0022495-0.00044612i,0.0009457-0.00063187i,-0.00013075-0.0008261i,-0.00054759-0.00099315i,-0.00051147-0.00025598i,-0.00088463+0.00030295i,0.00022333-0.00021069i,0.00075994-0.00063834i,0.00029081-0.00035631i,-0.00025397-8.1794e-05i,-0.00054189+8.6742e-06i,-0.00028804+0.00021543i,0.00020212+0.00023872i,0.00030975-7.3444e-05i,0.00022409-0.00018615i,4.6598e-05-7.5102e-05i,-0.00039176+0.00068927i,-0.00058318+0.0012122i,0.00026054+0.00060306i,0.00049522+0.00051221i
0.00020489-7.8783e-05i,9.5021e-05-2.6672e-05i,-0.00025331-0.00035514i,3.2212e-05-0.00084209i,0.00015364-0.0013021i,-0.00051227-0.0014649i,-4.9719e-05-0.00049765i,-0.0005905+0.00024654i,-0.0010034+0.0004012i,-0.0011484+0.0016145i,-0.00099223+0.0016381i,-0.00039416+0.00039498i,-0.00034959+0.00017164i,-0.00043255+0.0007424i,0.00011529+0.0011885i,-1.6577e-05+0.00051516i,-0.00041131-1.8026e-06i,-0.00067471+0.0005091i,-0.0006278+0.00030667i,-0.00033254-8.8904e-05i,0.00039345-0.00010453i,0.00074927-0.00017509i,7.7576e-05-0.00047799i
-0.001534-0.0012794i,-0.0024734-0.0020086i,-0.0024296-0.0010112i,-0.0018792+0.00038608i,-0.0017578+0.0009954i,-0.0011108+0.0011205i,-0.00071548+0.0011316i,-0.001427+0.00062291i,-0.0012161+0.00062911i,-0.0007789+0.00045213i,-0.0011645-0.00027493i,-0.00050327-3.1786e-05i,-0.0001793+2.9468e-05i,-0.00032192-0.00052867i,0.00026256-0.00023065i,0.00041525-0.00047615i,0.0004851-0.00031442i,0.00048382+7.3053e-06i,-0.00010357+0.00018776i,-0.00078502+0.00058394i,-0.00057871+0.00097306i,-0.00027414+0.000836i,-0.00014745+0.0002861i
0.00064238-0.00030261i,0.00074622+1.6754e-05i,0.00013564+0.00054676i,-0.00038447+5.0045e-05i,-0.00052482+0.00041756i,0.00020761+0.0015419i,2.9351e-05+0.00038692i,-0.00088233-0.0010209i,-0.0011579-0.0009975i,-0.00057072-0.00013467i,0.00035933+1.4765e-05i,0.00053325+2.7809e-05i,0.00080073+0.00011207i,0.00075508+0.00012785i,0.00068967+0.00040787i,0.00048374+0.00031956i,0.0002144+0.00053952i,-6.5254e-05+0.00011822i,-0.00057975-0.00042208i,-0.00018645+0.0002701i,-0.00012486+0.00048367i,-0.00034865+9.8723e-05i,-2.2033e-05-0.00010666i
-0.00080955-0.0012533i,-0.0016507-0.00083233i,-0.0032198-0.00090038i,-0.0030402-0.00032433i,-0.0023838+0.00087883i,-0.0010101+0.0012065i,0.00033614+0.00037904i,-0.00018812-0.00028063i,-0.0007757-0.00030975i,-0.00026885+0.00058703i,0.0002104+0.0013418i,0.00028656+0.0014598i,0.00071565+0.0002477i,0.001294-0.001053i,0.00091085-0.001238i,-0.00031133-0.00037342i,-0.001027+0.00064365i,-0.0012754+0.0012753i,-0.00086187+0.0013735i,-9.3493e-05+0.00066419i,0.00054986+0.00021236i,0.00080535+0.00060427i,0.000201+0.00091093i
0.0014061-0.00049083i,0.00027671-0.00055222i,-0.0010627-0.0019913i,-0.0025258-0.0021485i,-0.0028462-0.00068521i,-0.0018815+0.00023955i,-0.00090608+0.00032461i,-6.1538e-05+9.4722e-05i,-0.00011592-0.00037237i,-0.00059046-0.00017121i,-0.00045583+5.6493e-05i,0.0001606+6.6725e-05i,0.00065853+0.00060144i,0.00072681+0.00074919i,0.00085933+0.0005552i,0.00062235+0.00078549i,0.0004595+0.0012926i,0.00012102+0.0011406i,-0.00043379+0.00060582i,-0.00047444+0.00013872i,-0.00017606-0.0004998i,-3.5651e-05-2.7756e-06i,0.00025787+3.9278e-05i
0.00038223+0.00058146i,4.5805e-05+0.00015971i,-6.9472e-05-0.00056983i,0.00044979-0.0010733i,0.00021071-0.0005724i,-0.0010139-0.00029559i,-0.00076017-0.00056156i,-0.00082176-0.00089817i,-0.0010004-0.00020068i,-0.0011896+0.0010633i,-0.0016052+0.0010795i,-0.0010754+0.00022477i,-0.00024722-0.00032913i,0.0004746-0.00048696i,0.00028508-0.00024383i,0.00010532+0.00022652i,0.00029312-0.00030222i,-0.00020724-0.00058612i,-0.00029018+0.00015578i,-0.00053735+0.00012099i,-0.000982-0.00054687i,-0.00020683-0.00054571i,0.0002903-0.00045916i
-0.00030753+0.00022603i,-0.00060148-0.00064343i,-0.00059258-0.00065414i,-0.0010405-0.00063609i,-0.0007265-0.00020882i,0.00031903+5.5231e-05i,0.00035773+9.2725e-05i,-0.00017973-0.00010416i,-0.0010569+0.00017141i,-0.0010142+0.00092391i,-0.0002675+0.00085093i,0.00027377-0.00035906i,0.00055614-0.00052845i,0.00084269+0.00057544i,0.00066923+0.0008697i,0.00034068+0.00040421i,-5.5148e-05-0.00046317i,-0.00032568-0.0002051i,-0.000481+0.00070762i,0.00021576+0.00079276i,0.00052742+0.00062957i,0.00065089+0.00010013i,0.0011293+0.00034296i
0.00092324-0.00072913i,-0.0010662-0.00035674i,-0.0020318-0.00015673i,-0.0023685+0.00028962i,-0.0025542+1.2483e-05i,-0.0020549+0.00015735i,-0.00072361+0.00094588i,-0.00011989+0.0011563i,-0.00038918+0.00083202i,-0.00098955+0.00020013i,-0.00087065+0.00076154i,0.00023313+0.0011174i,0.00048749+0.00050219i,0.00056551+0.00083738i,0.00082659+0.00080417i,0.00064877-0.00036061i,0.00067044-0.00040358i,0.00046943+6.7727e-05i,-0.00062797+0.00048726i,-0.00026454+7.4364e-05i,0.00072858-0.00047109i,0.00068013-0.00025338i,0.00099061-0.00011565i
0.00047993+0.00087582i,0.00025139+0.00018993i,-0.00020101-4.2639e-05i,-0.00081009+0.00038506i,-0.00010672+0.00032805i,0.00090992-0.00013166i,-0.00030778-0.00081852i,-0.0013074-0.0011969i,-0.0013094-0.00022708i,-0.00053314+0.0010254i,0.00024366+0.0004417i,0.00051552-0.00067415i,0.00017627-0.0007704i,-0.00036806-0.00062449i,-0.00030292-0.00010293i,-0.00034611+0.0006361i,-0.0016341+0.00091418i,-0.0019285+0.00034605i,-0.0011413-0.00064956i,-0.0005643-0.00087908i,-0.00065461-0.00062059i,-0.00082994-0.00034128i,0.00015791+0.00018187i
-0.0013742+0.00104i,8.9453e-05+0.0015698i,3.8801e-05+0.001883i,-0.00027006+0.0016422i,0.00050857+0.00098738i,0.0012055-5.6068e-05i,0.00067422-0.00051914i,-0.00037485-0.00023254i,-0.0014862+0.00072883i,-0.0014813+0.0015982i,-0.00083114+0.0015157i,-0.00099157+0.00078205i,-0.00044193+3.5354e-05i,0.00043439-0.00015461i,0.00069471-0.00013779i,0.00023988-0.00016814i,0.00028031+0.0002096i,0.00075786+6.4594e-05i,0.00078241-0.0003885i,0.00021846-0.00056192i,3.0844e-05-0.00047623i,0.00025552-0.00057672i,0.00067828-0.00028339i
0.0011929+0.0016056i,0.00012641+0.0011727i,0.00056532-0.00024642i,0.00071987-0.00045886i,0.00046788-0.00045755i,0.0004958-0.0008122i,7.8394e-05-0.00053756i,-0.00046467-0.00039045i,-0.00098238-2.8966e-05i,-0.00028245+0.0005598i,0.00073562+0.00014418i,0.0011864-8.5615e-05i,0.00015931+0.00060588i,-0.00088906+0.0011605i,-0.00071058+0.00061816i,-8.551e-05+0.00048827i,0.0004342+0.00098566i,-0.00030831+0.00083916i,-0.00099152+0.00010429i,-0.00044484-0.00026268i,0.00020299-6.5717e-05i,3.9733e-05+0.00051693i,2.3144e-05+0.00049795i
-0.00039277+2.7173e-05i,-0.00010339-0.00091756i,0.0017575-0.0017869i,0.0018777-0.002576i,6.9301e-06-0.003086i,-0.00089645-0.0020942i,-0.00094763-0.00078604i,-0.00099953+5.6928e-05i,-0.0013256+0.00065798i,-0.0012346+0.00065761i,0.00033995+0.00059511i,0.00057111+0.00057189i,-0.00012152+0.00029901i,-0.00072475+0.00089154i,-0.001099+0.0013256i,-0.00014392+0.001253i,0.00033423+0.00085612i,0.00078346+0.00010843i,0.00041772-0.00048906i,0.00020935-0.00058447i,0.0002758-0.00015174i,-6.5699e-05-0.00021204i,0.0002207-0.00019853i
0.00098672-0.0015335i,-0.00059499-0.0011672i,-0.0024627-0.00088691i,-0.0021194-0.00027019i,-0.00056396+0.0011047i,1.1484e-05+0.00099299i,-0.00021812-0.0004364i,-0.00045372-0.00050747i,-0.00063172+0.0004379i,-0.00056634+0.00025528i,-0.00025894+0.00028501i,-2.0887e-05+0.00036255i,0.0001947-0.00038187i,0.00014397-0.0007002i,0.00012455-0.00060027i,0.00016526-0.00027625i,-0.00013147+0.0004225i,-0.00077752+0.00057184i,-0.00068394+0.00067817i,-0.00037612+0.00096352i,-0.00055507+0.00044103i,0.00025767+0.00015362i,0.00089342+0.00040294i
0.00076758+0.00063091i,0.00078934+0.0011756i,2.3552e-05+0.00043632i,-0.001412-0.00054826i,-0.0023584-0.00066926i,-0.0023515-0.00034015i,-0.001584-0.00031356i,-0.00096536+0.00035731i,-0.00065294+0.00075988i,-0.0003282+0.00056737i,-0.00036166+0.00073249i,-0.00058604+5.7076e-05i,0.0010266+5.3087e-05i,0.0012712+0.00011401i,0.00012855-0.00050236i,-0.00017816-0.00055582i,-0.00019009-0.00014952i,-0.00041734+7.1715e-05i,-0.0014753+0.00022216i,-0.0011259-0.00023016i,0.00072822-0.00056389i,0.00071168-0.00033893i,0.00088781-0.00012622i
0.00033529+0.00016518i,0.00084083-0.00044359i,0.00086798-0.0022774i,-5.0135e-05-0.0020796i,-0.00098601-0.0010541i,-0.0010944-0.00026036i,-0.0008921+7.4149e-05i,-0.00052204+0.0001884i,-0.00060781+0.00031926i,-0.00059333-3.4444e-05i,0.00030826+3.0293e-05i,-0.00015996+0.00020002i,-0.00044742-0.00045923i,0.00025939-0.00076776i,-0.00019841-0.0002937i,-0.0010265+0.00022485i,-0.0011828+0.00026367i,-0.00053383+0.00014711i,-0.00050148+0.00028273i,-0.0012416+0.00055407i,-0.00048751+0.00091888i,0.0003743+0.00053088i,0.00057087+0.00018335i
-0.00055457+0.0013411i,-0.00040903+0.00086152i,0.00034887+0.0003014i,7.6269e-06-0.0002858i,-0.00068638-0.00027841i,-0.0004351-0.00035661i,-0.00054823-0.00032323i,-0.0013257+0.00083682i,-0.0011894+0.0013607i,-0.00041057+0.00075592i,6.7733e-05+0.00014693i,0.00028768-0.00023219i,7.5845e-05-0.00046338i,-0.00071957-0.00058137i,-0.0011875-5.7614e-05i,-0.0013196+0.00046177i,-0.00085241+0.0005238i,-0.00023325+0.00040983i,5.4715e-05+0.00031519i,-0.00033711+0.00037155i,-0.00050974+0.00040349i,-9.0901e-05+0.00042108i,8.4706e-05-0.00032402i
0.0013128-0.00063346i,0.0012301+0.00028612i,0.0011935+0.00070986i,0.00045383-0.00033637i,-0.0005133-0.00090331i,0.00015442+6.9431e-06i,0.00095585-0.00022261i,7.0958e-06-0.00075683i,-0.0008819-0.00037794i,-0.00065705+0.00028481i,0.00026932+5.1893e-05i,0.0007732-0.0001868i,0.00094945-0.00061945i,0.00068165-0.001061i,0.00042535-0.00056861i,-0.00011683+0.00038023i,-0.00017411+0.00075377i,1.2615e-05+0.00099648i,-0.00014824+0.0011214i,-0.00017481+0.00057956i,6.537e-05-0.00021904i,0.0004199-0.00031576i,0.00031435-0.00016111i
-0.0019219-0.00046864i,-0.0024276-0.00011507i,-0.002227+0.0003417i,-0.0013406-0.0001259i,-0.0003504+0.00010977i,8.2154e-05-0.00029192i,-0.00015354-0.00070569i,-0.00087952-0.00018358i,-0.00065765-0.00039087i,6.8023e-06-9.6434e-05i,-0.00016263+0.00057634i,-0.00042078+0.00092275i,-0.00020378+0.00087224i,0.00074943+0.00084573i,0.0011762+0.0010776i,0.0009304+0.00043242i,0.00090521-0.00029942i,0.00077183-0.00058168i,0.00019316+0.00019876i,-0.00060155+0.0010534i,-0.00069639+0.00042508i,-0.00032122-0.00031404i,9.4618e-05-0.00013651i
8.8653e-05+0.0002199i,0.00061175+7.343e-05i,0.00095147-7.4671e-05i,0.00032429-0.00036283i,-0.00041651-0.00065296i,-9.5226e-05-0.00078349i,0.00010974-0.00096362i,-0.00029553-0.00077614i,-0.00039015-0.00026715i,4.9627e-05-7.0278e-05i,-6.1142e-05+0.00043208i,-0.00059714+0.00050315i,-0.00035309-0.00012761i,-0.00026714-5.9521e-05i,-0.00049681+0.0010937i,-0.00047474+0.00077384i,-0.00025417+0.00030521i,0.0002188-4.4543e-05i,0.00071776-0.00032316i,0.00072346-0.00027544i,8.6717e-05-0.0003431i,-0.00027645-0.00042914i,-0.00037351-0.00059943i
-0.00073179-0.00037448i,-0.00063064+0.00013164i,-0.0014682-0.0005008i,-0.0023832-0.00059814i,-0.002626+0.00027129i,-0.0015619+0.00051492i,-0.00057394+0.00025437i,-0.00071332-0.00049396i,-0.00098184-0.00011726i,-0.00082767+0.00028662i,0.00023085+8.9842e-05i,0.0012568-8.3485e-05i,0.0014756+2.1392e-06i,0.00099125-1.0562e-05i,0.00027795-0.00029156i,0.00018316-0.00013715i,0.00039909-0.00010292i,0.00015316+0.00024361i,-0.00027942+0.00020829i,-0.00013879+4.525e-05i,-0.00015279+0.0002317i,-8.6145e-05-0.00021967i,0.00012999+3.8091e-06i
-0.00050427+0.0011347i,-0.0017778+0.0015837i,-0.0029164+0.0020792i,-0.0017822+0.001842i,-0.00035938+0.0015939i,0.0013135+0.0013152i,0.0012373+0.00024507i,0.0004429-0.0001649i,-5.1223e-05+0.0001407i,-0.00054135+0.00034563i,-0.00010359+0.00041884i,0.00068069+0.00016641i,0.0002276-0.00025144i,-0.00020989-0.0001988i,-0.00032383-0.00089474i,-0.0007873-0.0012516i,-0.0010567-0.00065812i,-0.0008471-1.759e-05i,-0.00030039+0.00032029i,-1.2035e-05-0.00013417i,0.00043372+5.8562e-05i,0.00077024+0.00063764i,0.00062586+0.00034839i
0.0010324+0.00047683i,0.00089956-0.00091059i,0.0013717-0.0017573i,0.0018973-0.0022796i,0.0015672-0.0018828i,0.001111-0.00068359i,0.00047032-0.00057853i,-0.0001339-0.00070256i,-0.00035382+0.00022065i,-0.00033242+0.00064924i,0.0004111+0.00073384i,0.0001713+0.00074898i,-3.6949e-05+0.00037609i,0.00047869+0.00011117i,0.00032109-0.00010338i,-0.00023888-2.1149e-05i,3.9578e-05-6.067e-05i,0.00013532+0.00013867i,-0.000404-6.6316e-05i,-0.00042638+0.00027336i,-0.00056893+0.00039884i,0.00036066-7.5243e-05i,0.0012503-0.00020116i
-0.00013623+0.0009189i,-0.001072+0.001225i,-0.0015499+0.00079569i,-0.00077357+0.0012997i,0.00017169+0.0012076i,0.00088818-0.0004763i,0.0011309-0.00067336i,-0.00018919-3.6217e-05i,-0.00031246+0.0012687i,0.00016746+0.0019826i,9.695e-05+0.00049961i,0.0010364-0.00035906i,0.0015555-0.00033729i,0.00066811-0.0004631i,-0.00082271-0.00063987i,-0.00066634-0.000513i,0.0002399+0.00043013i,0.00021797+0.0018691i,-0.0006645+0.0015499i,-0.00048692+0.00023712i,-0.00026975-0.00068539i,-9.4595e-05-0.00085783i,8.2723e-05-0.00042438i
-0.00036567+0.00014494i,0.00031914+0.00046839i,0.00030365+0.00025275i,-0.00047003-0.00023799i,-0.00028824+0.00017234i,8.4613e-05+0.001112i,-0.00082251+0.0007612i,-0.0015858-0.00022014i,-0.0015469-0.00015007i,-0.0013402-3.599e-05i,-0.00065814-0.00013272i,0.00031954+0.00029724i,0.00021901+0.00079263i,-0.00040492+0.001413i,-0.00035464+0.0013828i,1.1769e-05+0.00091349i,-7.0117e-05+0.00011848i,-0.00040729-0.00074977i,-8.6922e-05-0.00047354i,0.00047595+0.00021201i,0.00055386+1.1317e-06i,0.00016062-0.00019303i,0.00027711+0.00016884i
0.00041439+0.00015793i,0.00025288+0.00064785i,0.00046879+0.00047346i,0.00041433+0.00021973i,0.0010659+9.1183e-05i,0.0013252+0.00036901i,0.00071806-0.00040893i,0.00041588-0.0011205i,-0.00085731-0.00037576i,-0.00061649+0.0001589i,0.00063129-0.00020471i,0.00079919-0.00030678i,0.00021697-2.3542e-05i,-0.0004267-0.00040988i,0.00011137-4.67e-05i,0.00035338+7.5712e-05i,1.4777e-05-0.00073552i,-0.00067126-0.00062436i,-0.0012422+0.00049785i,-0.00097017+0.0010258i,-0.00056603+0.00068739i,4.3579e-05+0.00021659i,0.00021607+1.7108e-05i
0.00064218-0.0001067i,4.3776e-05-0.00036909i,-0.0011306-0.00055365i,-0.0020412+8.7525e-05i,-0.0025043+0.0012217i,-0.0021347+0.0016721i,-0.00088835+0.00034931i,-0.00021072-3.4909e-05i,-0.00043628+0.0013067i,-0.00018831+0.0013636i,-6.8388e-05+0.0011288i,-0.00022808+0.00078969i,0.0002778+0.00022255i,0.00037235-0.00072406i,-0.00024506-0.0011767i,-0.00069845-0.0008403i,-0.00046048-0.00062682i,-5.9565e-06-0.00053106i,0.00020079-0.00031077i,0.00018052+0.00020086i,-0.00022845+0.00091694i,-0.00028636+0.00037662i,0.00023269-0.00048685i
-0.0005001-0.00084323i,-0.0015494-0.0014293i,-0.00191-0.0016682i,-0.0020257-0.00063274i,-0.0010249+0.00033215i,-0.00052042+0.0012991i,-0.00086484+0.00090088i,-0.0010087-0.00042576i,-0.0015264-0.00095504i,-0.0014572-0.00053212i,-0.00040888+0.00014756i,0.00031744+0.00031141i,0.00032257-0.00038696i,-1.1914e-05-0.00054341i,-0.00067487+0.00030719i,-0.00055891+0.00062864i,0.00017622+0.00046627i,0.00017248+8.1722e-05i,-0.00062421+1.0835e-05i,-0.00079964+0.00063721i,6.9092e-06+0.0009049i,0.00026274-0.0001034i,8.1817e-05-0.001324i
0.00010652-0.0009675i,0.00064206-0.00032852i,0.0011712+0.00049684i,0.00071434+0.00013843i,3.6011e-05-0.00083614i,-9.1631e-05-0.00077802i,-0.0003724-0.00039262i,-0.0011839-0.00077833i,-0.0015848-0.00076035i,-0.0013653-9.5423e-05i,-0.00088825+0.00042145i,-0.00073716+0.00021119i,7.3679e-05+2.3605e-06i,0.00016269+0.00025183i,-0.00030777+0.00030719i,-0.00017202-9.1411e-05i,-0.00028631-0.0003641i,-0.00020594-0.00032393i,0.00049305+0.00010656i,-8.131e-05+0.00032382i,-0.00052751+6.388e-05i,5.1111e-05-0.00011472i,-0.00031599-0.00016326i
-0.00016719+0.00024912i,-0.0015731+0.00082833i,-0.0029125+0.00094076i,-0.0024082+0.0020623i,-0.0013526+0.0022751i,-0.00050628+0.00067741i,-0.00051043-7.6507e-05i,-0.0016082+0.0001127i,-0.0016831-0.00015716i,-0.00048111-0.00046119i,-1.2809e-05-2.3821e-05i,-0.00011026-3.5542e-05i,-0.00071346-0.00049721i,-0.00036591-0.00038476i,7.8172e-06-0.00018619i,-0.00060054+0.00025097i,8.2193e-05+0.00038128i,0.00055714+0.00063806i,0.00019011+0.00076868i,0.00028876+0.0003862i,-0.00017095+0.00055698i,-0.00031763+0.00035418i,0.0005387-0.00058812i
