-0.0022027+0.00011286i,-0.0014401+0.00017063i,-0.00042872-8.9628e-05i,-8.689e-05+0.00010799i,-0.00096487+0.00073874i,-0.00097074+0.00096384i,-0.00048275+0.00048662i,-0.00018627-0.00030533i,-0.0006903+0.00025942i,-0.00029257+0.0011568i,0.00021312+0.00091291i,-0.00019619+0.00058237i,0.00017633+7.8867e-05i,0.0003277-1.0252e-05i,0.00029002+0.00029006i,0.00036703+0.0007242i,0.00023659+0.00073746i,-0.00013555+0.00043061i,-0.00096382+3.0783e-05i,-0.0010011+0.00031073i,-0.00037355+0.00025221i,-1.1582e-05-0.00024774i,-1.968e-05-0.00039109i
0.0026401-0.00064969i,0.0014841-0.0014582i,9.6945e-05-0.002085i,-0.0010232-0.0021429i,-0.0012694-0.0005155i,-0.00074159+0.00073823i,-0.00032672+0.00058234i,-0.00056648-0.00011765i,-0.00060524-0.00057443i,4.725e-05+0.00053517i,0.00072386+0.0013561i,0.0011418+0.0011443i,0.0011207+0.00072119i,0.00096855+0.00045i,0.00037617+9.7039e-05i,-0.00034672-0.00065656i,-0.00014158-0.00096034i,-0.00015881-0.0010862i,-0.00023446-0.0007049i,-0.00028681+0.00020934i,-0.00031593+0.00085563i,-9.4993e-05+0.00080717i,-0.00076561+0.00020514i
-0.00020764+0.00054844i,6.809e-05+0.0011426i,-0.0016035-0.00050265i,-0.0035752-0.0010244i,-0.0034826+0.00022238i,-0.0016121+0.0010122i,-0.00082616+0.00063746i,-0.0010258+0.00026955i,-0.00090671-0.00070498i,-0.0010921-0.00084042i,-0.00076508-0.00039916i,0.00063291-0.00042851i,0.00086112-0.00048353i,0.00018231-0.00011531i,0.00012622+0.00027778i,-1.503e-06+0.00025471i,0.00065308+0.00027569i,0.0010295+0.00014686i,0.00074492-0.00059487i,0.00044024-0.00090318i,-0.00038603-0.00034613i,-0.00031656+0.00046758i,0.00060611+0.00035434i
-0.00028712-0.0016369i,-0.00043307-0.0015012i,-0.00012434-0.0018159i,-2.4296e-05-0.0020101i,-0.0001374-0.002014i,-0.00044072-0.00071842i,-0.00026555-0.00017291i,-0.00015016-0.00095129i,-0.00042881-0.0017675i,-0.00048812-0.0013285i,-0.00031535-0.00076259i,-0.00041434-0.00045262i,-0.00030889-5.8684e-05i,0.00054044-0.00012324i,0.00093393+0.00016343i,0.0013479+0.00022399i,0.0019181+6.9235e-05i,0.0011911-8.4463e-05i,1.5681e-05-0.00042608i,7.2883e-05-0.00033208i,0.00069568-0.00013036i,-5.1894e-05-0.00038536i,-0.00089078-0.0010284i
0.0010381-0.0012436i,0.0012131-0.0019102i,0.0011296-0.0028031i,0.00075388-0.0028407i,3.5133e-05-0.0028101i,-0.00063142-0.0019821i,-0.00060718-0.00065078i,-0.00079443-0.00030481i,-0.00070877-0.00039718i,-0.00041226+0.00049615i,-0.0012655+0.0013927i,-0.0012187+0.00084351i,0.00046462-4.9396e-05i,0.0008703-0.0001254i,0.00034968+0.00047161i,0.00042542+0.00094048i,0.00043061+0.0010603i,0.00032195+4.5235e-05i,8.2671e-05-0.0017837i,-0.00014212-0.0021945i,0.00024798-0.001119i,0.00046707+0.00025581i,0.00027+0.00040017i
0.0011089+0.00068372i,0.0012926+0.00093785i,-8.6845e-05+0.00024033i,-0.0013497-0.00062301i,-0.0011974-0.0010222i,-0.00033396-0.00061681i,0.00059424+0.00020352i,0.00034212+0.00026013i,-0.00039894-0.00022196i,5.8493e-05-0.0011604i,0.00059729-0.0008898i,0.00087678-6.2015e-05i,0.0009265+0.00054518i,0.00053373+0.0012346i,0.00016515+0.00076069i,0.00021234-6.2058e-05i,0.00060233-0.00047196i,0.00037633-0.000563i,-0.00023284-0.00027051i,-1.9542e-05+0.00018032i,0.00087184+0.00054243i,0.0013407+0.00028658i,0.0014397+0.00060907i
-0.00093321+0.00062597i,-0.001133-0.00033619i,-0.00022759-0.00042103i,0.00033972-0.00014164i,-0.00077285+0.00082709i,-0.00042717+0.00011345i,0.0009533-0.00092888i,1.4671e-05-0.00085232i,-0.00078475-0.0013196i,0.00011738-0.001592i,0.0012405-0.00050379i,0.0014602+0.00085295i,0.00066435+0.0010095i,0.00046038+0.00078029i,0.00033719+0.00091821i,0.00052721+0.00067539i,0.00086989+0.00065714i,-1.45e-05+0.00051223i,-0.00083266-5.1498e-05i,-0.00083521-0.00022488i,-0.0002898+6.5748e-05i,0.00041909-5.3991e-05i,0.00059005-0.00078443i
-0.00042579+0.00050883i,-0.00075186+0.00053222i,-0.00033741+0.0001776i,2.9991e-05+0.00062465i,0.00049626+0.00058593i,0.00039834-0.00018096i,-1.0759e-05-0.00065209i,-0.00034162-0.00031395i,-0.00010253-0.00065885i,0.00047978-0.0012001i,0.00055574-0.00014809i,0.00021108+0.0011558i,-0.00031284+0.0012476i,4.3221e-07+0.0012553i,0.00038316+0.0012196i,0.00025954+0.00024907i,0.00019723-0.00017484i,-0.00020782-0.00028229i,-0.00065832-0.00047187i,-0.00088455-0.00079844i,-0.00051844-0.00092952i,0.00014803-0.00021382i,0.00024735+0.00077322i
-4.8151e-05+0.00055382i,-0.00071658+0.0017791i,-0.00065993+0.002497i,-0.0003109+0.0017231i,0.00063367+0.00097594i,0.0010906+0.0012769i,0.00098321+0.0013002i,0.00050723+0.00055768i,0.00044339-0.00024516i,0.00054927-0.00035657i,0.00072079-0.00030393i,0.00054918-0.00039598i,0.00011791-0.00031825i,0.00029556-0.00064214i,0.00024116-0.0011797i,-0.00024363-0.0011343i,-0.00042728-0.00075978i,0.00020778-0.00034793i,0.00010887+0.00044748i,-0.00055163+0.00021897i,-0.00032619+4.8428e-05i,0.00047584+0.00012777i,0.00051451+0.00041282i
0.00060083-0.0017765i,0.00042613-0.0016619i,0.00020888-0.001658i,0.00043983-0.001227i,0.00061762-0.00022063i,0.001101-2.1974e-05i,0.0014384-0.00067136i,0.00085987-0.00083009i,-0.00058849-0.00062725i,-0.0016487-0.00046966i,-0.00064582+7.1554e-05i,0.00049416+0.00079025i,0.00094464+0.00061552i,0.0010157-3.8129e-05i,0.00055809-9.5699e-05i,0.0010976+0.00047312i,0.0016676+0.00055412i,0.0013696-0.00030205i,0.0004253-0.00025121i,-0.00058329+0.00035589i,-0.00052429+0.00066712i,0.00026054-2.1218e-05i,0.00082298-0.00010055i
6.7465e-06-0.00011371i,0.001248-0.00013875i,0.0010237+0.00026511i,-0.00023538+0.0012491i,-0.00078798+0.0012495i,-0.00054407+0.00077157i,-0.00021093+0.00042071i,-0.00032051+0.00021648i,-0.00048633-2.0552e-05i,-5.8578e-05-7.8212e-05i,0.00027244-2.7935e-05i,-0.00047537+8.0652e-05i,-0.00078937+0.00013654i,0.00028226+7.2594e-05i,0.00081961+0.00033194i,0.00061901+0.00034575i,0.00048708+0.00024703i,0.0004406+8.5875e-05i,0.00013545-0.00010255i,-0.00042695-0.00039335i,-8.381e-05-0.00066484i,-0.00016649-0.00020561i,-0.00035739-0.00052074i
0.00028354+0.0010646i,-0.00048552+0.0016686i,7.2652e-05+0.0019543i,0.00066619+0.0013184i,0.00085646+0.00029387i,0.0010706-0.00058719i,0.00039769-0.00035073i,-0.00050088-0.00044232i,-0.00064002-0.0005657i,-9.4167e-05-0.00043364i,-5.0645e-05-0.00030506i,0.00011533-0.00021529i,0.00046831+0.00037835i,-0.00018319+0.00093145i,-0.00058134+0.00080943i,-0.00025987+0.00029042i,0.00032902+0.00040465i,0.00026357+0.00093573i,0.00019109+0.00015493i,0.00050209-0.00078712i,0.0008428-0.00087616i,0.00068852-0.00016589i,0.00025427+0.00038922i
0.00018764-0.00013518i,0.0004305+5.5189e-05i,0.00088687+0.00025007i,0.0013703+0.00071984i,0.0013662+0.00030628i,0.0010468-0.00065507i,0.00040572-0.0011423i,-0.00028035-0.0011031i,-0.00076777-0.00096664i,-0.00078057-0.00059845i,-0.00049061-4.9357e-05i,0.00013127-0.00022311i,0.00088168-0.00015021i,0.00055131+0.00053728i,-0.00062418+0.00060574i,-0.00047645+5.3308e-05i,-0.00017771+5.1682e-05i,-7.0539e-05-9.3679e-05i,-0.00030253+2.5812e-05i,-0.00042498+0.00026926i,-0.00012911-0.00016202i,0.00041377-0.00010445i,0.00077667+0.00034979i
-0.00066573-0.0010041i,0.00013359-0.0005913i,0.0009483+0.00017676i,0.0011643+0.00021327i,0.0010431+0.00027084i,0.0010786+0.0002476i,0.00076297+4.1563e-05i,-0.00022986-0.0004941i,-0.00099183-0.00076684i,-0.00085181-0.00056575i,-0.00044432-0.00016463i,-0.00030996+0.00019706i,-0.00025033+4.8161e-05i,0.0002213+0.00018571i,-7.3317e-05+0.00012441i,-0.00064241-0.00010687i,-0.00039618-0.00072657i,-0.00036424-0.0006673i,-0.00070312-0.00018766i,-0.00030593+0.00020429i,9.9304e-06+0.00076268i,4.9852e-08+0.0011329i,0.0005281+0.00027284i
6.3298e-05+0.00065503i,-0.00024253+0.00051849i,-0.00036455+0.00021804i,-0.0012299+0.00018237i,-0.0016186+0.00044902i,-0.00081367+0.00043587i,0.00051077-4.5553e-05i,0.00058734-0.00012489i,-0.00024365-0.00034347i,-0.00063945-0.0004731i,-0.00062628+9.8448e-05i,-0.00072197+0.00046545i,-0.00033366-0.00043484i,0.00024534-0.00060672i,0.00047189-1.7582e-05i,0.00039496+0.00039291i,0.00022188+0.00027003i,3.2434e-05+0.00016854i,-0.000247+0.00024144i,-2.4753e-06-1.2427e-05i,0.00038163-0.00031704i,0.00013227-0.00059823i,-0.00018166-0.00035537i
-0.00089605-0.0011149i,-0.00043076-0.0008968i,-1.3554e-05-0.0012899i,-0.000123-0.00089724i,-0.0007854+0.00026404i,-0.0006531+0.00068138i,-0.00065632-0.0003648i,-0.00096473-0.0010787i,-0.0011079-0.0011632i,-0.00094781-0.00083966i,-0.00064893-0.00045585i,-0.00022916-0.00037173i,0.00043457+0.00020735i,0.00049518+0.00039283i,0.00050423-0.00015755i,0.00036985-0.00053774i,-0.00026615-0.00027418i,-0.00078855-0.00040864i,-0.0011567-0.00026692i,-0.00065954+0.0003464i,-0.00042459+0.00043046i,7.2412e-05+0.00024725i,0.0011784+0.00015417i
-0.00012789-0.0028913i,-0.00064123-0.0024466i,-0.0014269-0.0028124i,-0.0020789-0.0023021i,-0.0018831-0.0016098i,-0.00078046-0.0007925i,0.00014806+0.0007695i,-0.00040013+0.00025286i,-0.0011801-0.00057973i,-0.0013375-0.00069613i,-0.00041432-0.00034324i,0.00037019+0.00035225i,0.00044034+0.00080803i,0.00039914+0.00052869i,-1.5792e-05-1.5289e-05i,-0.00025721-0.00018233i,-0.00027389-0.00023385i,-0.00034985-0.00066714i,-0.00034857-0.00125i,0.00033036-0.00036136i,0.0006847+0.00043759i,0.00031905+0.0006553i,8.6175e-05+0.0013006i
0.0002493+0.0014393i,0.00044376+0.0011352i,0.00057021+0.0016031i,0.0011362+0.0022161i,0.00069765+0.0020185i,-4.7961e-05+0.00037106i,-0.00017355-0.00021723i,-1.0923e-05-0.00013346i,-0.00085919-0.00043724i,-0.0017018-0.00068634i,-0.0010834-0.00031869i,-0.00084199-1.9059e-05i,-0.00052259-0.0003107i,-0.00029617-0.00014407i,-0.00018355+0.00031745i,9.7971e-05+0.00052665i,0.0004439+0.00044495i,-3.1162e-05+0.0002165i,-0.00050537+0.00046619i,-0.00043757-0.00012321i,-0.0006184-0.00044275i,-0.00036939+0.00062956i,0.00020372+0.00039294i
-0.00053317+0.0011572i,-0.00088467+0.00088332i,-0.00036246-0.00025495i,0.00034904-0.001091i,0.00094951-0.00075628i,0.00063452+6.6009e-05i,-4.7211e-05-0.00041681i,1.2006e-05-0.0004964i,-0.00025656-0.00045285i,-0.00060639-0.00027865i,-0.00026245+0.0003406i,-0.00013469+0.00019929i,-7.2205e-05-0.00035259i,-0.00010367-0.00047039i,-0.00085433+0.00010221i,-0.00093338-0.00023861i,-0.00011764-0.00053611i,-0.00019496-0.00050335i,-0.00037421-0.00081465i,-0.00020959-0.00067572i,-0.0006618-0.000711i,-0.00061898-0.00044872i,8.9428e-05-0.00058446i
-0.00018376-0.00064324i,-4.2107e-05-0.00074636i,0.00055384+6.5302e-05i,0.0011424+4.3825e-05i,0.00060635-0.0008528i,0.00072015-0.00045348i,0.00074319+3.7154e-06i,0.00010438-8.0492e-05i,-0.0003476+0.00026673i,-0.00013112+0.00038334i,-0.00016846-5.9788e-05i,-0.00019992+0.00042885i,-0.0001293+0.00061878i,0.00027289+0.00016842i,0.00055265+8.7593e-05i,0.00025499+0.00057377i,-9.8935e-06+0.00010991i,3.419e-05-0.00040101i,0.00020498-1.616e-05i,2.449e-05+7.3133e-06i,-0.00045699-0.00047438i,-0.00062551-0.00084533i,0.00020383-0.00063634i
0.0019344+3.5261e-05i,0.0016521+0.00027688i,0.00068352+0.001315i,-3.8437e-05+0.0018159i,9.9813e-05+0.0013208i,0.00059931+0.0003604i,0.0005477-0.00071181i,0.00017952-0.00089864i,5.5465e-05-0.00074473i,-0.00017158-0.0010491i,-0.00011213-0.00083803i,3.6722e-05-8.1527e-05i,2.0115e-05+0.00049881i,-2.4914e-06+0.00097423i,-0.00022855+0.00060948i,-0.00075766-0.00022965i,-0.00085604-0.00047537i,-0.00065426-0.00050017i,-0.00039282-0.00056987i,0.00013157-7.2561e-05i,0.00034667+0.00079782i,0.00061269+0.00070821i,0.0010871+0.0004727i
-0.00098479-0.00042237i,-0.0016554+0.0011174i,-0.0024532+0.0025644i,-0.0022079+0.0024297i,-0.00097819+0.0020541i,0.00069162+0.0011584i,0.0013348-0.00071771i,0.00088222-0.0014079i,-5.2186e-05-0.00066878i,-0.00076242-0.00025224i,-0.00040284-0.00016078i,0.00051679+0.00035658i,0.0014049+0.00039015i,0.0011589-3.9786e-05i,0.00018499-0.00040474i,-0.00028922-0.00037241i,-0.00022323+0.00056249i,-0.00021936+0.00077348i,-0.00045852+0.00015487i,-0.00021007-0.0004102i,1.3067e-05-0.00062705i,0.00036154-0.00024305i,0.00031602+0.00053129i
-0.00082741+0.00039641i,0.00096432+9.9093e-05i,0.0013927-3.3098e-05i,0.00063131-4.1398e-05i,-0.00019259+0.00062042i,-0.0001322+0.00083438i,0.000283+0.00049282i,0.00032211-1.9777e-05i,0.00061731-0.0003736i,0.00073761-0.001024i,0.0005522-0.0017234i,0.00071313-0.0013634i,0.00072885-0.00065546i,0.00077809-0.00074125i,0.00040238-0.0011528i,-0.00015549-0.00034168i,-0.00017001+0.00020466i,-0.00037264-6.6776e-05i,-0.0011375-9.0271e-05i,-0.00096769+2.4605e-06i,-0.00025625-0.00042756i,0.00041159-0.00086528i,0.00088292-0.00054157i
-0.00035642+0.00042933i,-0.00086212-0.00018946i,0.00053353-0.00020476i,0.00046378-0.00027084i,-0.00099283-0.0010192i,-0.0014585-0.0015754i,-0.0016332-0.0010314i,-0.0018585-0.00046377i,-0.0013325-0.00058834i,-0.00075345-0.00091418i,-0.00054922-0.00092158i,-0.00079872-0.00025305i,-0.00083559+0.00029257i,-5.0654e-06+0.00023904i,0.00016921-0.00023282i,3.5522e-05+0.00020435i,-0.00027814+0.00072707i,-0.00067082+0.0010439i,-0.00065932+0.00054035i,-0.00042339-0.00058148i,-0.00020386-0.00056535i,0.00046651-0.00018564i,0.00087481+4.4894e-05i
-0.00036761+0.00041193i,-0.00084424+0.0010432i,-0.00027697+0.00099527i,0.00052715+0.00032349i,0.00046965-0.00027222i,0.00055219-0.00080439i,-0.00015801-0.00099909i,-0.00082337-0.00058039i,-0.0010235-0.00056171i,-0.00080809-0.00088936i,-0.0001052-0.001088i,-0.00010815-0.00043487i,-0.00054377+0.00037955i,-0.00092711+0.00050361i,-0.0018738+0.00073418i,-0.0018335+0.00040129i,-0.00072813+0.00010708i,-0.00031023+0.00048877i,-0.00079949+0.00077539i,-0.0014245+0.00072317i,-0.0010767+0.00015294i,-0.00046184+0.00020426i,-0.00060381+0.00045605i
0.00016483-0.00097446i,-0.00012231-0.00071989i,-8.517e-05+7.9686e-05i,0.00010366+0.00040816i,0.00014861+0.00023863i,0.00045034-0.00046476i,0.00082404-0.00030159i,0.0011281+9.6375e-05i,0.00037449-0.00019154i,0.0001585-0.00098184i,0.0006893-0.00099858i,0.00055077-0.00019691i,-0.00034682-0.00052441i,-0.00035762-0.0011464i,7.5276e-06-0.0010914i,-0.0003496-0.00060407i,-0.00039994-0.00078123i,-0.00028998-0.0006302i,-0.00041123-0.00043565i,-1.4678e-05-0.00061732i,0.00037924-0.0001202i,0.00019475+0.00095394i,0.00044221+0.0011495i
0.00061039+0.00069009i,0.00022746-0.00029823i,-0.00051115-0.00077186i,-0.0021491-0.00042799i,-0.0022218-0.0003093i,-0.00052774+0.00019828i,0.00046382+0.0005467i,0.00042094-0.00010214i,-0.0006916-0.00012306i,-0.00087604+0.00014975i,8.5978e-05+0.00040567i,0.00042786+0.0010265i,0.00094335+0.00072973i,0.00092195+0.00058447i,0.00049226+0.00075026i,8.3766e-05+0.00078987i,-0.00055901+0.00084156i,-0.00084107+0.00089652i,-0.00049369+0.00046855i,-0.0005083-0.00033259i,-0.00029642-9.3602e-05i,0.00018225+0.00055153i,0.00076461+0.00089986i
-1.9319e-05+0.00078298i,0.0012923+0.00049456i,0.001239+0.00047079i,0.00053224+0.00010395i,0.00067226-0.0011461i,0.00069324-0.0012736i,0.00065143-0.00049461i,0.00042189+3.2824e-05i,0.00066769+0.00038496i,0.0014947+0.00018236i,0.0013515-1.8937e-05i,0.00035643-8.224e-05i,0.0008358+0.00047863i,0.00090378+0.0010147i,0.00030862+0.0016022i,-0.00029955+0.001625i,-0.000427+0.00087754i,0.0002156+0.00044871i,-0.00022263+0.00020956i,-0.00088667-0.00015589i,-0.00018344-0.00014815i,0.00053466+0.00029214i,0.00065737+0.00025552i
0.00051465+6.502e-06i,0.00026062-0.00029101i,0.0011672-0.00023515i,0.00097828-0.00042774i,0.00030174-0.00043719i,-0.00022205-0.00051288i,-0.00065562-0.0010066i,-0.00029123-0.00090665i,-6.9111e-05-0.00062649i,1.3006e-05-0.0007782i,0.00034994-0.00044625i,0.0006378-0.00015898i,0.00051996+3.277e-05i,-0.00036771+0.00063406i,-0.00043416+0.0011123i,-0.00029187+0.00091877i,0.00023035+0.00038451i,0.00057178+0.00014462i,-7.3189e-05+0.00055136i,-0.00051754+0.00061061i,-9.3274e-05+0.00031203i,8.2912e-05+0.00042005i,-0.00034695+0.00072002i
-0.0010183-0.00090085i,-0.0015266-0.00071283i,-0.001631-0.00011565i,0.00023238+0.00045136i,0.0015124+0.00045342i,0.0016822-0.00040442i,0.0010134-0.00093661i,-7.9159e-05-0.00087176i,-0.00065863-0.00051988i,-0.0007795-0.00010569i,-0.00033835-4.541e-05i,7.8477e-05-6.6777e-05i,0.00039654-0.00018026i,0.00013797-0.00029589i,-0.00071251+0.00014099i,-0.00094223+0.00048997i,-0.0004652+0.00083936i,3.3704e-05+0.00066623i,-0.00048256+0.00035325i,-0.00069481+0.00029436i,0.00072456+0.00029615i,0.0011519-0.00011465i,0.00078811-0.0001171i
0.0011362-1.6605e-05i,0.00038326-0.00031645i,-0.00022591+0.00018218i,-0.00030274-0.00010804i,-0.0003375-1.157e-05i,-0.0003407+0.00049575i,8.3397e-05+0.00020124i,-0.0001774-0.0009209i,-0.0005927-0.0015082i,-0.0011531-0.00083847i,-0.0013394+0.00018816i,-0.00081549+0.00071723i,-0.00035072+0.00029331i,0.00023169-5.4827e-05i,0.0010539+1.8619e-05i,0.0005209-0.00021744i,-4.5672e-05-0.00023105i,-0.0001753-0.00022403i,-0.00049242-5.8824e-05i,-0.00069299+0.00026096i,-0.00021175+6.4882e-05i,0.00023542+9.7958e-06i,-3.1175e-05-0.00036021i
0.00037045+0.00046671i,0.00068971+0.00077662i,0.00025591+0.00058679i,-0.0010866+0.00086351i,-0.0013887+0.0012561i,-0.00045367+0.00097702i,0.00023935+0.00030107i,0.00073386-2.2382e-05i,0.00056564+8.5829e-05i,-0.00051572+0.00038023i,-0.0011678+0.00050929i,-0.00080432+0.00032843i,-0.00017387+0.00026247i,-0.0004691+0.00029075i,-0.00080834-0.00047807i,-0.00068783-0.00056778i,-0.00023708+9.0081e-05i,0.0005032-5.908e-06i,0.0010338-4.367e-05i,0.00015998-7.8978e-06i,-6.3003e-05-0.00015802i,0.00018826-8.6859e-05i,0.00037179-4.2818e-05i
-1.6546e-05-7.3445e-05i,-0.0005234-0.00040916i,0.00033413-0.0012488i,0.00044864-0.00093363i,-0.00053827-0.00056575i,-0.00083916-0.00076996i,-0.00035083-0.0010094i,-0.00038109-9.7487e-05i,-0.00070579+0.00060364i,-0.00093873+0.00034745i,-0.00086684+0.00041667i,-1.7409e-05-0.00021111i,0.00074546-0.00029024i,0.00053628+0.0010791i,-0.00036199+0.0011457i,-0.0010863+0.00032276i,-0.00099318-0.00038999i,-0.00085196-0.00072641i,-0.00064849-0.00093233i,-0.000332-0.00046403i,-0.00033524-0.00018655i,-0.00031604+0.00021246i,0.00022068+0.00062317i
4.1408e-05-0.00039278i,-0.00031744-0.00028093i,-0.0013089-0.00079711i,-0.0016706+2.8353e-05i,-0.000921+0.00067113i,0.00050236+0.0006765i,0.00070902+0.00020314i,0.00055215-0.00030784i,0.00038133+0.00014165i,-0.00015953+0.00045786i,-0.00012593+0.00055928i,0.0007383+0.00077157i,0.0011164+0.00038592i,0.00074773+5.8213e-06i,0.00048444-3.3345e-05i,0.0002146-5.0752e-05i,-2.8811e-05-4.6938e-05i,-0.00053593-0.00028479i,-0.00060167-0.00081827i,-0.00019198-0.00033307i,-0.00016925+0.00050923i,-4.7695e-05+0.00012535i,2.015e-05-0.00034016i
0.00081378+0.00027385i,0.00076413+0.00047025i,0.00075484+0.0002872i,0.00047031-0.00069261i,-0.00062606-0.0007968i,-0.00092703-9.7471e-05i,-0.00020695-0.00022662i,0.00025417-0.0011676i,0.00089188-0.0013989i,0.00077933-0.0012174i,-0.0001445-0.00073013i,9.8409e-05+0.00033035i,-0.00015846+0.00065412i,-0.00072859+0.0010726i,-0.00047971+0.0013448i,0.00073727-0.00034703i,0.0014023-0.0015603i,0.00068459-0.0012858i,7.3629e-05-0.00030869i,-0.00011933+0.00068723i,-0.00039096+0.0007655i,-8.238e-05-0.00080424i,0.00023995-0.0016648i
-0.00093779-0.0016827i,-0.00056815-0.0013707i,-0.00027632-0.00058735i,6.403e-05-0.00010316i,0.0011988+0.0006334i,0.00055399+0.0009845i,0.00015559+0.00016565i,-0.00014752-0.0010695i,-0.0014041-0.0014573i,-0.00097027-0.001084i,0.000246-0.00075185i,0.00019612-0.00047601i,0.00035148+0.00024732i,0.00028844+8.3285e-06i,-7.5971e-05-0.00095275i,-2.4039e-05-0.0011182i,-0.00057839-0.00050584i,-0.00044816-0.00019611i,-3.3735e-05-0.00090001i,-0.00068188-0.0010232i,-0.00022058-0.00042458i,0.00074696+4.9982e-05i,0.00080727+0.0008847i
0.00075345+0.0012631i,0.0016811+0.00046369i,0.002006-0.00014477i,0.0017223-0.00074601i,0.00016055+8.4716e-05i,-0.00076767+0.0002631i,-0.00029388-0.00028789i,0.00041693-0.00038345i,0.0010056-0.00080961i,0.00019079-0.0016508i,-0.00053027-0.0011229i,-0.00034751-0.00010096i,0.0005576-8.3684e-06i,0.0012711-7.9262e-05i,0.00090826-5.1714e-05i,0.00014871+0.000308i,-0.00017283+0.00059904i,-0.00047016+0.00053315i,-0.00080266+6.8119e-05i,-0.00031022-0.00072704i,0.00052579-0.00094362i,0.00066671-4.5566e-06i,0.00048696+0.00072431i
-0.0012462-0.0012096i,-0.0011541-0.0017313i,-0.00078181-0.0019207i,-0.0012638-0.00094547i,-0.0021067-0.00021921i,-0.001212-0.00032921i,0.00013369+1.28e-05i,-0.00021424-0.00047276i,-0.00090564-0.00077425i,-0.0012447-0.00013665i,-0.00088489+0.0006342i,-0.00042823+0.00061282i,-0.00060285+0.00023631i,-0.00032199+0.00026881i,0.00074429+0.00050905i,0.00076404+0.0004847i,0.0005619-0.00035613i,0.00054174-0.0009483i,0.00039708-0.0010814i,0.00019338-0.00081064i,-0.00055812-0.00011887i,-0.0012921+0.00033326i,-0.00085304+3.7648e-05i
-0.00077717+0.00079247i,-0.0014803+0.00097919i,-0.0014217+0.0012218i,-0.00017849+0.0023231i,0.0010773+0.0014148i,0.0014254-1.3166e-05i,0.0012142-0.00011137i,0.00012546+0.00090045i,-0.00057669+0.0012045i,-0.00035586+0.00080252i,6.8179e-05+0.00035416i,0.00030574-0.00060415i,0.00011357-0.0010393i,9.3875e-07+0.00012527i,-0.00011283+0.00017936i,-0.00015985-0.00036594i,-2.7697e-05+4.6752e-05i,0.00054517+0.00015088i,0.00105-0.00010457i,0.00026321-0.00026229i,-0.00052515-0.00028282i,-0.0001903-5.1999e-05i,-4.1339e-05+8.0045e-05i
0.00088867+0.0012697i,0.00061521+0.0013162i,0.00047955+0.0012178i,-0.0002582-3.0534e-05i,-0.00083245-0.00088792i,-0.00055209-6.3797e-05i,-0.00031618-0.00026659i,-0.00038471-0.0006996i,-0.00043515+0.00029315i,-0.00066034+0.0010965i,-0.001021+0.00065298i,-0.00084727+0.00012862i,-0.00024802+6.6076e-06i,4.2259e-05+0.00052472i,0.00017807+0.00068411i,6.0449e-05-0.00036273i,0.00014281-0.0010535i,-1.9899e-05-0.00074825i,-0.00047354-0.00017409i,-0.00028845+0.00011864i,5.2764e-05-0.00025479i,0.0001515-0.00038073i,0.0005019+0.00041632i
-0.0012838-0.0011366i,-0.0014705-0.00048369i,-0.0023118+0.00025509i,-0.0030042+0.0002475i,-0.0017443+9.0409e-05i,0.00021047+0.00089644i,0.00090181+0.00054565i,0.00071162-0.00096236i,0.00061886-0.00090075i,0.00011619+0.00032599i,-0.00029688+0.00074623i,0.00016004+0.00030095i,0.00074942+0.00045088i,0.0011084+0.00078403i,0.0012725+0.0003692i,0.00064584-0.00044614i,-0.00033617-0.000768i,-0.00091826-0.00053543i,-0.0011086-5.0243e-05i,-0.00060246+0.00029675i,0.00025203+0.00023979i,0.00055877-7.8733e-05i,0.00068144+0.00027013i
0.0011825-0.00077407i,0.00036617-0.0010381i,-0.00034341-0.0010294i,-0.00062993-0.00049046i,-0.0006136-0.00022462i,-0.00020256+6.1484e-05i,-0.00032223+0.00020103i,-0.00058076-0.00025709i,-0.00078193-0.0012111i,-0.0011576-0.00095264i,-0.001493+4.5245e-05i,-0.0013997+0.0002425i,-0.00010829+0.00033872i,0.0010481+0.00077434i,0.00090324+0.00079766i,5.8975e-05+0.00045555i,-0.00068707+0.00048743i,-0.00061514+0.00083066i,-0.00012702-3.8235e-06i,9.2685e-05-0.00096289i,0.00063971-0.00083265i,0.00064675-0.00086318i,-5.9936e-05-0.0008592i
-6.9251e-05+0.0012458i,-0.00022539+0.00012656i,0.0016894-0.00067632i,0.0021245-0.0011875i,0.0019093-0.0015944i,0.0015873-0.001333i,0.00088604-0.00081861i,-0.00030645-0.00071456i,-0.00029019-0.00064698i,0.00028791-0.00076824i,0.00050386-0.00075695i,0.0008012-0.00078731i,0.00092176-0.00055278i,0.0012581-0.00026184i,0.00038372+0.00017632i,-2.518e-05+0.00035632i,0.00048736+0.00074652i,0.00014573+0.00092296i,-0.00016608-0.00015535i,0.00056454-0.00068368i,0.00041073+0.00013916i,-1.9803e-05+0.00085034i,-0.0003+0.00082825i
