-5.3467e-05-4.9488e-05i,0.00039503+0.00042186i,-0.00069746-0.00063251i,-0.0013949-0.0013275i,-0.0010431-0.0014876i,-0.00063693-0.00065017i,-0.00060354+0.0005454i,8.2989e-06+0.0015838i,0.00036237+0.0016026i,0.00042651+0.0011971i,-0.00033878+0.00096287i,-0.00098203+8.2405e-05i,-0.00096757-0.00049472i,-0.000638-0.00064883i,-7.658e-05-0.00059699i,9.8467e-05+0.00027133i,0.00036519+0.0013854i,4.0426e-06+0.00036251i,-0.00023395-0.00017078i,0.00035597+8.8095e-05i,0.0011162-2.5411e-05i,0.00068913+0.00040257i,-0.00053247+0.00076682i
0.00090084+0.00044051i,-0.00042118+0.0012389i,-0.00060565+0.00040309i,-0.00074047-0.00041599i,-0.0017602+6.7447e-05i,-0.0024713+1.1495e-05i,-0.0017559-0.00023214i,-0.00026389+0.00061105i,4.2492e-05+0.0016135i,0.00030861+0.0012211i,0.00029919+0.00082199i,-0.00017907+0.0010451i,8.3083e-05+0.00080857i,0.00023252+0.0011503i,-2.086e-05+0.0011016i,-0.00076143-0.00022068i,-0.00050863-0.0010934i,0.00010851-0.00046973i,7.2317e-05+0.00039704i,-0.00069926+0.00098396i,-0.00090807+0.0007604i,-0.00063771+0.00063519i,-0.0009128+0.00044359i
-0.00056352+0.001319i,-0.00017244+0.00082958i,0.00059508+0.0005763i,0.00088317+0.00045899i,0.00070131-6.6812e-05i,-5.675e-05-0.0013382i,-0.00091659-0.0013634i,-0.0012601-0.00013668i,0.00025446+0.00029466i,0.0017602-2.319e-05i,0.0012472-0.00032723i,0.00041442+0.00042163i,9.1027e-05+0.0010613i,-0.00037144+0.00041923i,-0.00012313+0.00034074i,0.00010723-7.0218e-05i,-2.3667e-06-0.0012181i,0.00016268-0.001236i,-0.00031079-0.00039258i,-0.00056478+0.00024654i,-0.00028546+0.00061379i,-0.00058318+0.00066251i,-0.00079925-5.7013e-05i
-0.002923-0.00011444i,-0.0023785-0.0001636i,-0.0023616+0.0005755i,-0.0023143+0.0015642i,-0.0019313+0.0014822i,-0.0010762+0.0013188i,-0.00027501+0.0010723i,4.2171e-05+0.00066555i,-0.00030232+0.0012146i,-0.00079179+0.0018224i,-0.00015647+0.0013712i,6.9093e-05-0.00021152i,-0.00072396-0.0010572i,-0.00037694-0.0011241i,-0.00010831-0.000936i,-0.00048692-0.00053881i,-0.00027242-0.00027719i,-0.00010889-0.00033178i,0.00011764-0.00022468i,-2.5778e-05+8.2092e-05i,-0.00025175+0.00020452i,-0.00046887+0.00068448i,9.3617e-05+0.0013272i
-0.0004003+0.0020188i,-0.00027555+0.0017051i,0.00015864+0.0019827i,0.00060873+0.0022678i,0.00075668+0.00070969i,0.0011038-0.0016737i,0.00019597-0.0015862i,-0.00039716+3.701e-05i,-9.8952e-05+0.00064801i,0.00075161+0.00044558i,0.00090611+0.00036203i,0.00061852+0.00022665i,0.00081116+0.00053758i,-0.00016448+0.0005923i,-0.00060894+0.00028864i,6.7327e-05+0.00033112i,0.00045553+0.00028993i,0.00098634+0.00065065i,0.00068284+0.00036637i,-0.00042874+0.00021672i,-0.00035385+0.00070291i,-0.00019101+0.00058122i,2.5694e-05+0.00022704i
-0.00034375-0.00047701i,-0.00024243+0.00018853i,-0.00067581+0.0012487i,-0.00044059+0.0017043i,0.00070813+0.0002415i,0.00046923-0.00039488i,0.00063377-6.4162e-05i,0.00080174+0.0011292i,0.00056688+0.0024295i,0.00040779+0.0015896i,-0.00050281+0.00044502i,-0.0010537+0.0010102i,-0.00033475+0.0014539i,-0.00010314+0.0010616i,-0.0006072+0.00013612i,-0.00028482-0.00040194i,0.0009046-0.0008411i,0.00044687-0.001442i,-0.00035894-0.00074276i,-0.00054861-0.00020877i,-2.2579e-05-0.00033846i,0.00048671-0.0004232i,0.00022435-0.000691i
0.0015602-0.00048858i,0.0011755-0.00056666i,0.00055694-0.00054332i,0.00011776-0.00048127i,-0.00034944-0.0001105i,-0.0012982-3.1969e-05i,-0.0010267-0.00012085i,0.00027327+0.001156i,0.00097811+0.0018924i,0.00075886+0.0008621i,0.00017175+0.00054118i,-0.00020277+0.0011745i,-0.00058272+0.0010597i,-0.00099109+0.00063683i,-0.00078143+0.00077008i,-0.00098798+0.00067728i,-0.0011597-0.00022021i,-0.00043663-0.00020093i,-0.00018191+0.00043771i,-0.00082369-0.00042172i,-0.00091571-0.00040804i,-5.4574e-05+0.00043009i,0.00050713-8.5463e-06i
0.0013681+0.00078218i,0.0016914+0.0014624i,0.0016188+0.0013665i,0.0017054+0.00082488i,0.001023-0.00030555i,-0.00041326-0.00070181i,-0.00080834-0.00071047i,-0.00015733-9.925e-05i,0.00085092+0.00084854i,0.00091198+0.00097928i,0.00016529+0.00098995i,-5.6259e-05+0.00061121i,-3.2439e-05+0.00041545i,-0.00015521+0.00030499i,-0.000457-9.4786e-05i,-0.00079066-0.00019321i,-0.00033617-0.00013816i,0.00010495-0.00015429i,2.2934e-05+0.00011668i,0.00028302+9.4163e-05i,0.00032987-0.00048416i,0.00013785-0.00095466i,-7.4109e-05-0.00055701i
-0.00065513+0.0020098i,-0.002194+0.002515i,-0.0017975+0.003165i,-0.0005372+0.0015924i,0.00082916-0.00019645i,0.00085165-0.00050693i,-8.5677e-05+4.7431e-05i,0.00012251+0.0012251i,0.00058675+0.0018615i,0.00080074+0.0017154i,0.00034368+0.001241i,-0.0010135+0.00088522i,-0.0010682+0.00035578i,-0.00034318+0.00011049i,2.6717e-05+0.00022089i,-0.00028929-3.4045e-05i,-0.00059088-8.0989e-05i,-0.00023002+0.00093472i,5.607e-05+0.00090581i,3.4824e-05+0.00045784i,-0.00021216+0.00083406i,0.0002058+0.00038614i,0.00025587-0.00041267i
-0.00029594+0.0012243i,-0.00060234+0.00078811i,0.00036814+0.0013929i,0.00056476+5.7851e-05i,0.00020033-0.0010423i,-0.0012933-0.00070594i,-0.0023372-0.00063115i,-0.0016577+0.00015734i,-0.00042072+0.00086759i,0.00016444+0.00023532i,-7.7497e-05-0.00097694i,-0.0006225-0.0010933i,-0.00028367+0.00020302i,-7.308e-05+0.0012932i,-0.00016971+0.00127i,0.0004948+0.00055165i,0.00035195+7.3064e-05i,-0.00017987-0.00038134i,-0.0001227-0.0004754i,-8.5445e-05+0.00035885i,-0.00012919+0.00067065i,-0.00017401+0.00048715i,-0.0002751+0.000125i
0.0003815-0.00025037i,0.00017299-0.0019478i,8.3238e-05-0.00145i,1.2291e-05-0.0010182i,-0.00035857-0.0010725i,-0.00088434-0.00040466i,-0.0008684+0.0004109i,-0.001042+0.0011073i,-0.00059046+0.0013759i,0.00014121+0.0016139i,-9.0641e-05+0.0013119i,-0.0010519+0.00041559i,-0.0006835+0.00031968i,0.00031495+0.00080469i,0.0007109+3.6989e-05i,0.00041946-0.00081009i,0.0004617-0.00040866i,0.00021652+0.00058234i,-0.00040576+0.00089735i,-0.00023724+0.00069127i,-2.1312e-05+0.00070894i,1.8681e-05+0.00042476i,-0.00015396-0.00014763i
0.001017+0.0011062i,0.00040771+0.00049289i,0.00071715+0.00080945i,0.0019197-3.6994e-05i,0.0020657-0.00048895i,0.00062609-0.0011144i,-0.00087784-0.00091369i,-0.00038613+0.00091129i,0.0011554+0.0020874i,0.0014029+0.0018889i,0.00048137+0.0011361i,-0.00078129+0.00024237i,-0.001538-0.00010003i,-0.0014563+0.00041628i,-0.00096392-7.9613e-05i,-0.00031919-0.00091871i,1.8027e-05-0.00037161i,0.00080935+0.00033784i,0.0013982+0.00017988i,0.0010728-2.0588e-06i,0.00052646+0.00044532i,0.00017144+8.2206e-05i,0.00019592-0.00073318i
-0.00016864+6.5166e-05i,0.00023896+0.0013697i,5.2516e-05+0.0015632i,6.4405e-05+0.0019488i,-0.00035926+0.0024288i,1.6792e-05+0.0017335i,0.00087738+0.0011427i,0.00061859+0.001018i,-0.00012103+0.00052472i,-0.00012098+0.00047353i,0.00020956+8.7776e-05i,0.00060344-0.00035609i,0.0010449-0.0001962i,0.00097214-0.00088865i,0.00043606-0.00088904i,0.00022271+0.0001096i,0.00059618+0.00030958i,0.00076168-0.00046182i,0.0008868-0.00080416i,0.00018881-2.3779e-05i,-0.00043808+0.00019861i,-1.5996e-05-0.0001816i,0.00036589-0.00049315i
-0.0032531+0.00035439i,-0.0033662-0.00054745i,-0.0022307+0.00026268i,-0.0006507+0.0012399i,0.00030521+2.8452e-05i,0.00025436-0.0014661i,1.9827e-05-0.0016808i,-6.8956e-05-0.00092888i,-0.00023481+0.00037057i,-0.0006665+0.0012475i,-0.00069467+0.0010274i,-0.00047193+0.00039552i,-2.9983e-06+0.00039529i,0.00027668+0.0003103i,0.0002563-0.0003221i,0.00038207-0.00029583i,0.00094556+0.00022782i,0.0009715+0.00065193i,0.00033224+0.00085404i,0.00023121+0.00034464i,0.00016253+3.7978e-05i,-5.7038e-05+1.3186e-05i,0.00032245-6.5548e-05i
-0.00074624-0.00010819i,0.00015339+0.00050471i,0.00021218+0.00097841i,-0.00010101+0.00088852i,-0.0001136+0.00029587i,-0.0002846-0.00018475i,-0.00062596-0.00036477i,-0.00020792+0.00050519i,5.0399e-05+0.0013816i,-0.00063736+0.0010675i,-0.00051563+0.00026041i,0.00012461+1.8115e-05i,0.00066977+0.00024179i,0.00082309-0.00021811i,0.00082689-0.00033934i,0.00046641+0.0003705i,-0.00028416-0.00024258i,-0.00027648-0.0012337i,0.00031626-0.0011423i,1.3283e-05-0.00026377i,-0.00088602-0.00027827i,-0.00065849-0.00053657i,0.00017264+0.00010583i
-0.00067355+0.0012854i,0.00011717+0.00082014i,-0.00010143+0.0012444i,-6.5915e-05+0.00091392i,0.00010257-0.00037038i,-0.00048579-0.00076403i,-0.00062045+7.977e-05i,-0.00067952+0.00096799i,-0.00024771+0.0015239i,5.1629e-05+0.00085252i,8.8862e-05+0.00049257i,-0.00034024+0.00098726i,-0.00020296+0.00070105i,-4.1379e-05+0.00029937i,-0.00016751+0.00016403i,-1.8546e-05-0.00024475i,-0.00017195-0.0010143i,3.7159e-05-0.00091131i,6.8106e-05+0.00010436i,-0.00048566+4.3079e-05i,-0.00061865-8.3639e-05i,-7.8959e-05-9.4554e-05i,-0.00023671-0.00085578i
0.00015596+0.00054827i,0.00043557-0.000187i,0.00070954+0.00025083i,0.001538+0.0005857i,0.0017336-5.7177e-05i,0.0011438-0.00039689i,0.00031762+0.00036616i,-0.00013704+0.0013423i,-8.4933e-05+0.0012183i,0.00030451+0.00013617i,1.2674e-05-0.00020716i,-0.00051662+0.0001078i,-0.00029383+0.00027865i,0.00031003+0.000745i,-6.1601e-05+8.677e-05i,-0.00041116-0.00075655i,0.00035328-0.00082524i,0.00090641-0.00023188i,0.00069067+0.00036519i,0.00041535+0.00041136i,0.00033938+4.2842e-05i,0.00035317-7.0637e-05i,-6.8831e-06+0.00021521i
0.00037683+0.0024166i,-0.0011859+0.0028695i,-0.00074384+0.0016149i,-3.6897e-06+0.0003038i,-0.00066402-0.00017445i,-0.0011983-0.00033887i,-0.00098101+0.00011835i,-0.00059034+0.00097687i,0.00010818+0.0016883i,0.00065276+0.0016499i,0.00017486+0.00068543i,-0.00046077-0.00012245i,-0.00063297-4.7948e-05i,-0.00038669+0.00073397i,-0.00023812+0.00082283i,-0.000424+0.000776i,-0.00080973+0.0010837i,-0.0013502+0.00051564i,-0.00075493-0.00042773i,-4.3727e-05-8.2407e-05i,-0.00088732-7.8571e-05i,-0.00069052-0.00013122i,1.6175e-05+0.00068671i
-0.0014098-0.00052277i,-0.00053193-0.00050125i,0.00054891-0.00035502i,0.00079351-0.00075295i,0.00058258-0.00067099i,0.00019639-0.00060461i,-5.5357e-05-0.0006755i,0.00058188-0.00057733i,0.0012279+0.00013261i,0.000541+0.00060546i,-0.00045963+0.00062103i,-0.0010061+0.00073718i,-0.00065062+0.00037578i,-0.00013286+0.0002064i,0.00013742+0.00034196i,0.00063097+0.00049117i,0.00026683+0.00027067i,0.00044204+0.00023812i,0.00084292+0.00042607i,0.00065843+5.1373e-05i,0.0001805+0.000318i,9.0718e-06+0.00094029i,-2.5256e-05+0.0008718i
0.00032281-0.00044102i,-0.0006622+0.00083304i,-0.0016845+0.0018888i,-0.0022808+0.0022726i,-0.0017647+0.0013447i,-0.00082919+0.00086123i,0.00026649+0.0010313i,0.00087756+0.0010965i,0.00045362+0.0010191i,-0.00047586+0.00072119i,-0.00039749+0.00085473i,0.00045552+0.0012183i,0.00070023+0.00093308i,0.00054014-0.00026955i,0.00019226-0.00089474i,0.00045339-0.00019231i,0.00060842+0.00020134i,0.00032727+0.00025094i,4.1315e-05+0.0012217i,0.0001092+0.00095778i,0.00026541-0.00024494i,-0.00012767+0.00023184i,-0.00034405+0.0011844i
-0.00057698-0.0023866i,0.00061937-0.0024125i,0.00044121-0.0015433i,0.00026179-0.00027627i,0.00072907+0.00024511i,0.00057006-0.00010879i,0.00037229-5.5617e-05i,-3.4177e-05+0.00087526i,-0.00032068+0.00093603i,3.8964e-05+0.00082249i,-0.00029634+0.001464i,-0.00060862+0.0017684i,0.00030576+0.00037257i,0.0011525-0.0010751i,0.00057082-0.0011537i,0.0006711-0.00052473i,0.0011155+0.00032959i,0.0010654+0.00018365i,0.0014411+0.00017273i,0.0011425+2.1908e-05i,-7.3408e-05-0.00014714i,-0.00065305+0.00030066i,-0.00038268-0.00020889i
0.0016676-0.00096555i,0.001242+0.00060552i,0.00034752+0.0021882i,-0.00050687+0.0020804i,-0.00097332+0.0013661i,-0.0010163+0.00051289i,0.00020253+0.00047672i,0.0014211+0.00077557i,0.00083278+0.0011321i,1.0084e-05+0.0010351i,-0.00051565+0.00051497i,-0.00082702+0.00081318i,-0.00054718+0.00059827i,0.00043312+0.0003039i,0.0008088+0.00031138i,0.00048002-0.00034557i,0.00059552-0.0003774i,0.00038954+2.6929e-05i,-7.7269e-05+0.00037792i,0.00016826+0.00051941i,-0.00043301+0.00030343i,-0.00054693+0.00017043i,3.6826e-05-0.00011324i
0.0015427+0.00031811i,0.0016519+0.00064997i,0.0010948+0.001043i,-8.4779e-05+0.0008995i,-0.0011156-0.00027761i,-0.0012136-0.0011924i,-0.0010425-0.00051834i,-9.1432e-05+0.00054869i,0.00071123+0.0012895i,0.00087396+0.0012858i,0.00083528+0.00094269i,-0.00013965+0.00079515i,-0.00091884+0.00049446i,-0.00039754+0.00013898i,0.00069134+0.00048213i,0.0018604+0.0005371i,0.001875+8.889e-06i,0.00055099+2.0519e-05i,0.00032077-2.3668e-05i,0.00071971+0.00012145i,0.00018764+0.00032797i,-0.00036788+0.00073475i,-0.00022227+0.00052521i
-0.00034996-0.00090038i,-0.00080614+0.00069387i,-0.001229+0.0014821i,-0.00094727+0.001326i,-8.743e-05+0.00014876i,0.000478-0.0003075i,0.00034155+0.00046102i,3.1821e-05+0.00068085i,-0.00031855+0.00065594i,-0.00015873+0.00036402i,0.00024076-2.0851e-05i,0.00049925-0.00049508i,0.00060521-0.00076727i,0.00023292+3.7812e-05i,-7.1297e-05+0.00035124i,0.00030095+0.00048714i,7.7548e-06+0.0006033i,-0.00036648+0.00013136i,1.0971e-05-0.00015629i,9.4325e-05-0.00031977i,-0.0005262-0.00014248i,-0.00045971-0.00016055i,0.00015476-0.00031406i
3.209e-05-0.0020546i,-4.2621e-05-0.00098618i,-0.0007917-0.00013076i,-0.0012927-0.00016913i,-0.0018014-0.0012745i,-0.0019209-0.0014971i,-0.0016827-9.4204e-05i,-0.0013896+0.00063362i,-0.00027623+0.00070917i,0.00011893+0.00070296i,-0.00060198+0.00089759i,-0.00089467+0.00043404i,-5.259e-05-0.0005245i,0.0010013-0.0005982i,0.0012496-0.00018229i,0.00042503+6.7092e-05i,-0.00032054-7.7878e-05i,-0.00027831+0.00035992i,-0.00018574+0.00095541i,-2.9843e-05+0.00034335i,-2.2196e-05+0.00029143i,2.2508e-05+0.00061793i,-0.00028733+0.00066271i
5.6153e-05-0.00045357i,0.0011117+0.00067336i,0.0015014+0.00081247i,0.0013836+0.00046262i,0.0013073-0.00062578i,0.0011869-0.00036253i,0.00061213+0.00074675i,0.00045052+0.00071449i,0.00056759+0.0011927i,-0.00025543+0.0010982i,-0.00078062+0.0010627i,-0.00099591+0.0015624i,-0.00083615+0.001013i,0.00021484-0.00039425i,0.00041757-0.00079489i,2.6831e-05-0.00059233i,0.00064937-0.00028476i,0.0010626+0.00016683i,0.00067365-3.6977e-05i,0.00057662-0.00027505i,0.00014101+0.00039223i,-0.00016201+0.0010085i,-0.000186+0.00071338i
-0.001284+0.00082961i,-0.0012882+0.0019451i,-0.0014638+0.0015785i,-0.0015739+0.00021828i,-0.0013935-8.6965e-05i,-0.0017542+0.0004954i,-0.0011705+0.0014329i,-2.0925e-05+0.0018032i,0.00021303+0.0018299i,-0.00029698+0.0018166i,-0.00068295+0.0012484i,-0.0012171+0.00049628i,-0.0011514+0.0004017i,-0.00062953+0.00034584i,-0.00029015+9.7712e-05i,-5.3193e-05+0.00011913i,-0.00017269+0.00046993i,0.0003069+0.00028328i,0.00055949+0.00021235i,0.00027104+0.00076263i,0.00031313+0.0012207i,0.00032404+0.00075207i,8.0585e-05+0.00048543i
-0.0014797+0.0011787i,-0.0013227+0.0020452i,0.00095462+0.0013936i,0.0017628+0.00022152i,0.00070248-0.0012184i,-0.0010409-0.0024913i,-0.0011401-0.0025557i,-0.00039961-0.0013856i,-0.00021454+0.00010008i,-0.00014106+9.969e-06i,-0.00063494-0.00049718i,-0.0010557-0.00047188i,-0.00053063-0.00036793i,-0.00022073+0.00016276i,-0.00022088+0.00041838i,-0.00011154+0.0001774i,-0.00012264-6.2841e-05i,9.5227e-05-0.00051327i,0.00043271+0.000232i,-5.1047e-05+0.00038033i,-0.00021792-0.0001832i,0.00033111-3.259e-05i,0.00075678+0.00047745i
0.0012683+7.2455e-05i,0.0001912+0.00036876i,-0.00010758+0.0017379i,-4.5304e-05+0.0015999i,-0.00096361-2.3751e-05i,-0.0014545-0.00042216i,-0.0012579-0.0004435i,-0.00088156+0.00049536i,0.00011934+0.0013941i,0.0007408+0.0010191i,9.2773e-05+0.00079247i,-0.00055236+0.00048461i,0.00041084+0.00011956i,0.0012285-0.00047717i,0.0011277-0.000547i,0.001023-0.00018731i,0.00075942+0.0003717i,0.00094022+0.0002557i,0.0010138-0.00025411i,0.00040658+0.00036833i,3.3894e-05+0.00093757i,0.00020528+0.000675i,-0.00048735+0.00039487i
0.0015183-0.0013673i,0.0014177-0.00034531i,0.00048005-0.00026407i,0.00053242-2.3172e-05i,0.00054161+0.00013719i,0.00024569+0.00075788i,0.00041192+0.00093316i,0.00017598+0.00031157i,-0.00013452+0.00039615i,7.9187e-05+0.00074889i,0.00055023+0.0012642i,0.00030725+0.0017213i,0.00025247+0.0011999i,0.00033503+0.0010404i,0.00019802+0.00060721i,0.00015293+0.00034057i,0.00015622+0.00040457i,0.00021895+0.0003234i,0.00058238+0.00024294i,0.0013393+0.00039807i,0.0010993+0.00051315i,0.0002308-3.7615e-05i,-1.479e-05-0.00025301i
0.0004273-0.00020489i,-0.0005953-0.00047854i,-0.00091001+0.00032072i,-0.00052078+0.0012373i,-0.00018114+0.00069614i,9.2911e-05+2.6605e-05i,0.00054443+0.00019252i,0.00081807-0.00014528i,0.0001728+0.00052507i,-9.7006e-05+0.0010914i,-0.0005669+0.0007806i,-0.0012552+0.0005622i,-7.7027e-05+0.00031255i,0.00056646+0.00085065i,-0.00056662+0.00088365i,-0.00085133-0.00028216i,-0.00024588-0.00070453i,0.00042315+0.0001854i,0.00032405+0.00047657i,0.00039883+5.2783e-05i,0.0005239-0.00041549i,-0.00010994-0.00031776i,-0.00050457+0.00052657i
-0.0004368+0.00046606i,-0.0012383+0.00031903i,-0.0015714+0.00067216i,-0.0010839+0.00016061i,0.00023853-0.00044829i,-8.1766e-05-0.00084295i,-0.0010047-0.00078684i,-0.00062863+0.00031576i,0.00040391+0.00088848i,0.00096357+0.00039076i,0.0016564-4.2621e-05i,0.0012281+0.00016978i,0.00015334+0.00027464i,-0.0001102+0.00022361i,-0.00062953+0.0001091i,-0.00034983+0.00017448i,0.00014731+0.00026139i,0.00022223-1.9346e-05i,-0.00015929-0.00021489i,-0.0002255+0.0001541i,-0.00017603-0.00011853i,-0.00016605-0.00097365i,0.00025084-0.0011526i
-0.00033882-0.0020813i,0.00094498-0.0005849i,0.00089347-0.00029561i,-0.00026629+0.00018031i,-0.00073428+0.00050011i,-0.00039178+0.00038327i,-0.00021674-7.2302e-06i,0.00016892-0.00038828i,0.00066158-0.00079937i,0.00038756-0.00042314i,-5.2312e-05+0.00018423i,-0.00030017+0.00048304i,-8.8484e-05+0.0002158i,0.00071725-0.00038035i,0.0010975-0.00027903i,0.0010359-8.2248e-05i,0.0010623-0.00050089i,0.001141-0.00048382i,0.0010789-0.00011924i,0.00098138-0.00033434i,0.001009-0.00067419i,0.00072466-0.00034735i,1.9899e-05+0.00060436i
0.0019798-8.2679e-05i,0.0017357+0.00045871i,0.0011498+0.0012321i,0.00026114+0.0015718i,-0.00017059+0.00071923i,-7.5821e-05-0.00012687i,-0.00040514-0.0005661i,-0.00016855-0.00021471i,0.00012183+0.00044389i,-0.00013886+0.00025404i,-0.00025835-0.0002211i,-0.0008332-0.00058754i,-0.00085382-0.00064066i,1.2659e-05-0.00025086i,-0.00033315-0.00048742i,5.965e-05-0.00081439i,0.00034825-0.00027506i,1.6224e-05+0.00014205i,0.0012229-0.00017185i,0.0014109-0.00031856i,6.1041e-05-0.0008146i,-0.00045167-0.00063009i,5.4619e-05-0.00051034i
-0.001659+0.00044708i,-0.0012214+0.00062766i,-0.00029285+0.00092487i,-0.00040119+0.001171i,-0.00077467+0.00051538i,-0.00023423+8.871e-06i,-0.00011274+7.052e-05i,0.00032232+0.001336i,4.4036e-05+0.0017997i,0.00021844+0.0008762i,0.0006251+0.00032471i,0.00051827+0.00061936i,0.00072073+0.000558i,0.00010187-0.00048482i,-0.00043318-0.00064461i,-0.00043049-1.3179e-05i,-0.00035333-0.00025409i,-0.00031187-0.00036477i,-0.0004158+0.00023216i,-0.0001708+0.00050604i,0.00014133+0.00023287i,7.1272e-05-0.00052497i,0.00024604-0.00046976i
-0.00018328-9.4658e-05i,-0.00075068+0.00097257i,-0.00082582+0.00034034i,-0.0011617-2.601e-05i,-0.0013485-0.00036206i,-0.0011123-0.00017598i,-0.00026245+0.00071255i,0.00025319+0.0018913i,0.00037338+0.0018923i,0.0004445+0.0010362i,0.00013781+0.000957i,-0.00023557+0.0012834i,-0.0002492+0.0015389i,-6.7811e-05+0.00094482i,0.00056274-0.00074465i,0.0010776-0.0014295i,0.00072196-0.00098433i,-3.155e-05-0.00024884i,-0.00018938+0.00027966i,0.0005125+0.00029788i,0.0010246+7.1469e-05i,0.00093867+3.1395e-05i,0.00048069+3.1523e-05i
-0.00036883-0.00014978i,0.00010608-0.00038724i,-9.5775e-05+0.0007591i,0.00011649+0.0010298i,0.00098807-0.00028313i,0.0014947-0.00070682i,0.00095304-0.00089919i,-0.00015549-0.00036576i,-0.00024878+0.0007604i,-3.6722e-05+0.00044471i,-0.00036576-0.00015578i,-0.000158+0.00034953i,0.00010133+0.00067317i,0.00016399-0.00017348i,0.00040778-0.00028488i,0.00074973-0.00025226i,0.0009656-0.00064591i,0.00026582-0.00075225i,-0.00021567-0.00036123i,0.00050925+1.3108e-05i,0.00096003-0.00033513i,0.00063266-0.00079822i,0.00021702-0.00024694i
-0.0013-0.0012024i,-0.00021975-0.00048189i,-0.00050849+0.00025543i,-0.00016673+0.00060954i,0.00021586+0.00092415i,-0.0010949+0.0014535i,-0.0017194+0.00097373i,-0.00122+0.0006043i,-0.00061683+0.0013429i,-0.00039488+0.0017135i,-0.00059885+0.00095385i,-0.00059144+0.00015515i,-0.00043702-0.00047923i,8.9047e-05-0.00084967i,-0.00014628-0.0012868i,-5.6077e-05-0.0019921i,0.00027348-0.0017536i,-0.0004729-0.00067686i,-0.0003861+0.00015482i,0.00012373+0.00042779i,0.00038191-0.00011172i,-0.00025431-0.00029741i,-0.00068356+0.00011503i
0.00065401-0.00078413i,0.00085186-0.00056787i,0.0011061-8.0589e-05i,0.0016068-0.00025592i,0.0011357-0.0011805i,-0.00022596-0.0012544i,-0.00045593-0.00025151i,-0.00056158+0.0007178i,-0.00077488+0.0014705i,-0.00030573+0.0016171i,-4.3142e-05+0.0011791i,-0.00051013+0.0011511i,-0.00088892+0.00062678i,-0.00023418-4.6604e-05i,-0.00010002+0.00021967i,-8.8349e-05+0.00052071i,0.00018053+0.00020441i,0.0004082+0.00014514i,-0.00014246+0.00030383i,-0.00036317-1.288e-05i,-0.00054973+2.6008e-05i,-0.00095175+3.4857e-05i,-0.0010657-0.00011983i
0.00062417+0.0021808i,0.00034649+0.0028386i,0.0011082+0.0024589i,0.00065522+0.0020589i,-0.00037956+0.0013531i,-0.00054007+0.0002669i,-0.00078592+0.00017428i,-0.0006019+0.00061312i,-0.00026665+0.00042326i,-0.00044257+0.0005801i,-0.00037348+0.00074172i,-0.00098597+0.0004741i,-0.00098121+6.6485e-05i,1.9967e-05-0.00030729i,0.00073578-0.00014086i,0.00027382-1.7392e-05i,-0.00056613+0.00026995i,-0.00034184+0.00032532i,0.00064824+0.00032034i,0.00070796+0.00063047i,-0.00050031+0.00058086i,-0.00094338+3.8716e-05i,-0.00036692-0.00092152i
0.00065551+0.00031415i,0.00044445+0.0010507i,0.00018409+0.0022706i,-0.00060213+0.0016224i,-0.00049482+0.00061679i,-6.2215e-05-0.00019806i,-0.00018761-0.0010143i,-0.00037104-0.00016871i,-0.00077153+0.00094042i,-0.00091601+0.0012647i,-0.00057683+0.0020782i,-0.00056403+0.0020104i,-0.00065725+0.0011266i,0.00044805+0.00041064i,0.0010784+0.00019338i,0.00065802+3.9861e-05i,0.00041053-0.00073162i,0.00035872-0.00067085i,0.00043638-3.6985e-05i,6.9524e-05+9.1086e-05i,-0.0001781-0.00029941i,-0.00054662-0.00031317i,-0.00080691+0.00016613i
0.00067259+0.0006191i,-0.00014211+0.001172i,0.00018781+0.0012405i,0.00050262+0.00031251i,-0.00036801-0.00047898i,-0.0016577-0.00071551i,-0.0017574-0.0003311i,-0.00075914+0.00023295i,-0.00046636+0.001114i,-0.00033275+0.0011204i,-0.00040456+0.00055534i,-0.0004209-0.00011477i,-0.0002381-0.00030217i,-0.00030193+9.7859e-05i,0.00035863+0.00090119i,-0.00017826+0.00064763i,0.00021292-0.00018551i,0.00098055+0.00028354i,-3.7588e-05+0.00038058i,-0.00026496+0.00032506i,5.1495e-05+0.00038431i,-0.00058371+0.00063136i,-0.001316+0.00093516i
0.00025594+0.0016929i,-0.00027775+0.0015918i,-0.00056764+0.0010072i,-0.0001551+0.00053533i,0.00036607-0.00031638i,6.4797e-05-0.0002566i,-9.558e-05-8.7525e-05i,-4.1041e-05+0.0001854i,-0.00022148+0.0013221i,0.0001439+0.0018176i,0.00023083+0.0016288i,-3.6679e-05+0.00083727i,-0.00017277+0.00043042i,-0.00014672+8.1045e-05i,-0.00051404-0.00026649i,0.00028175-5.5125e-05i,0.0011075+0.00011834i,0.0012264-7.1638e-05i,0.00077928-0.00058367i,-0.00021399-0.00028496i,-0.00077092+0.00069768i,-8.0821e-05+0.00063732i,0.00031887+0.00047806i
