-0.0038337+0.0015635i,-0.0028167+0.00074061i,-0.0026691+0.00081283i,-0.0013279+0.00081101i,5.5973e-05+0.0011723i,-0.00057822+0.0019906i,-0.0010953+0.0027339i,-0.000339+0.0021736i,0.00023652+0.0010611i,0.00068266+2.1089e-05i,0.0011456+0.00014121i,0.00080517+0.00074349i,-0.00020615+9.1779e-05i,-0.00056067-0.0002545i,-0.00013553-0.00030302i,0.000805+6.9958e-05i,0.00070181+0.00059534i,0.00024193+0.00030635i,0.00043209-2.6715e-05i,0.00063946-0.00027982i,0.00011899-0.00071285i,0.00011276+4.6183e-05i,0.00037755+0.00079286i
0.00012323-0.0017098i,-0.00065824-0.0027751i,-0.00087994-0.002752i,-0.000464-0.0011289i,-0.00050177+0.00017468i,-0.00059193-0.00053376i,-0.00046304-0.00053608i,0.00081613-0.00064047i,0.0029621-0.00081578i,0.002988-0.00049093i,0.0015078-0.00034829i,-0.0001636-0.00033802i,-0.0010466-0.0004305i,-0.00056319-0.00034632i,0.00024123-0.00067406i,0.00063095-0.0014244i,0.00083734-0.0021116i,0.00066958-0.0020423i,3.3872e-05-0.0017952i,-0.00056549-0.0013714i,-0.00026296-8.8302e-06i,0.00068139+0.00081694i,0.0014663+0.0012288i
0.00088044-0.0010966i,0.0011372-0.0021143i,0.00037867-0.001347i,-0.00012891+0.0020556i,-0.00035989+0.0042051i,-0.00051864+0.0038414i,-0.00038784+0.0014882i,-0.00054712-0.00089693i,-0.0002057-0.0025317i,0.00045905-0.0030407i,0.00045433-0.0021524i,5.1302e-05-0.00035735i,-0.0011457+0.00025234i,-0.0011334-0.00052959i,-0.00044772-0.00091983i,-0.00075089-0.0010909i,-0.00040567-0.0013448i,-0.00012067-0.00092366i,-0.00039854-0.00098289i,-0.00055456-0.001489i,-0.00067118-0.00084407i,-0.00015744+1.5734e-06i,0.0003438+0.00041387i
0.0034794-0.000161i,0.0040669+5.387e-05i,0.0044425-0.00082935i,0.0036349-0.00055434i,0.0023811+0.0016469i,0.001712+0.0023488i,0.0012542+0.00083029i,9.7703e-05-0.001645i,-0.0018866-0.0036137i,-0.0024925-0.0047132i,-0.0022237-0.0041589i,-0.0014639-0.0023577i,8.1207e-05-0.0012722i,0.00034841-0.0010273i,-0.0011997-0.0011582i,-0.0016792-0.00069599i,-0.00051426+0.00020586i,-0.00044539+0.00086347i,-0.0010204+0.0005347i,-0.0003113+0.00029791i,0.00051124+8.4194e-05i,0.00058389+0.00025406i,0.00066163+0.00010148i
0.00069988+0.0021323i,0.0001841+0.0020818i,0.0012475+0.0023833i,0.002921+0.002264i,0.0045454+0.0005483i,0.0041883-0.00076538i,0.0017439-0.0013691i,-0.0020996-0.00023804i,-0.0042482+0.00098783i,-0.0039689+0.00012055i,-0.002512-0.00050117i,-0.00047724-0.0003886i,0.00058462-0.00064847i,0.00022671-0.00027694i,0.00011844+5.1419e-05i,0.00014459+0.00021182i,0.00015532+0.0008066i,0.00014227+0.0011066i,7.9521e-05+0.00098198i,0.00019532+0.00047653i,-0.00013091-0.00023572i,-0.00063151-0.00046685i,-0.00050844-0.00076461i
0.0001074-7.1609e-06i,-5.6762e-05-0.00075406i,-0.00045748-9.6544e-05i,-0.00064347-7.337e-05i,-0.00041306-0.0011261i,0.00034852-0.0020383i,0.00026941-0.00070961i,-0.00055126+0.0021843i,-0.00043383+0.0040531i,0.00021089+0.0039254i,0.00051428+0.0026153i,0.00065268+0.0010154i,0.00072207+0.00025848i,0.0010427+0.00034261i,0.00079346+0.0002236i,0.00095646+0.000156i,0.0015279-0.00071634i,0.0012067-0.0011751i,0.0012776-0.0016924i,0.00099512-0.0015297i,1.7171e-05-0.00050361i,-0.00054653-0.0004112i,-0.00081875-0.00075131i
0.00049973-0.0026883i,-0.00040258-0.0017991i,-0.00053032-0.0012498i,-0.0010812-2.1561e-05i,-0.0021153+0.00017642i,-0.0019503-0.00013403i,-0.00016601+0.00011121i,0.0027585+0.00071603i,0.0047912+0.0011236i,0.0038875+0.00059302i,0.0017968-0.00051251i,0.0009408-0.0009039i,0.00027952-0.00068234i,-6.317e-05-0.00075448i,0.00015485-0.00031291i,0.00081487-2.4581e-05i,0.00093253-0.00059451i,0.00044488-0.001371i,0.00053766-0.0016192i,0.00031056-0.0011771i,-7.0808e-05-0.00051292i,-0.00035906+0.00033034i,-0.00096634+0.00058407i
0.00030408+0.0018557i,-0.00023485+0.00227i,0.00038672+0.0022877i,0.00061621+0.0024735i,-9.7267e-05+0.0037162i,-0.0010074+0.0036692i,-0.0011127+0.002314i,0.0013252-0.00038386i,0.0039987-0.0039972i,0.003937-0.0052856i,0.0022705-0.0031012i,0.0006736-0.0012345i,-0.00046669-0.00077134i,-0.00052531-0.00046387i,-0.00012129-0.00075203i,0.0001466-0.0021376i,0.00079195-0.0029351i,0.00036743-0.0021183i,-0.0010316-0.0012905i,-0.0019858-0.00071175i,-0.0018715-0.00038948i,-0.00024461-0.00044987i,0.0014148+0.00042587i
-0.0014318-0.0008514i,-0.00027241-0.0012363i,-0.00012975-0.00057103i,0.00050157+0.0019287i,0.0019135+0.0045294i,0.0028229+0.0046895i,0.0025708+0.0014001i,0.00028702-0.0030008i,-0.0015805-0.0061593i,-0.0017653-0.0067328i,-0.0018498-0.0038814i,-0.0018121-0.0011994i,-0.0020825-0.00023076i,-0.0016775+0.0001725i,-0.001093-0.00026287i,-0.0011651-0.00074861i,-0.0012339-0.00039761i,-0.0009894-0.00077733i,-0.00050581-0.0010172i,-0.00092123-0.00040494i,-0.001085-0.00023605i,-7.8261e-05+0.00015243i,0.00061232+0.0007019i
-0.0026848-0.001428i,-0.0031281-0.0013942i,-0.0026861-0.00081134i,0.00027855+0.00073631i,0.003521+0.0014192i,0.0048507+0.00024227i,0.002999-0.0011429i,-0.0013704-0.0013892i,-0.0052206-0.0012851i,-0.0055011-0.00038083i,-0.0032803+0.0010199i,-0.0012254+0.0011462i,-3.4848e-05-7.9445e-05i,0.0001399-0.00015i,-0.00063303+0.0011599i,-0.0014768+0.0012814i,-0.00056433+0.00087934i,-5.4644e-06+0.0012104i,-3.067e-05+0.0014402i,0.00054048+0.0012319i,0.00090815+0.0010608i,0.00065827+0.0010809i,0.0003325+0.0004919i
8.7342e-05+0.0017809i,0.00062905+0.0020079i,-7.3784e-05+0.0017152i,-0.00030261-0.00072084i,0.00091023-0.0024828i,0.0015429-0.003312i,0.00042317-0.0019721i,-0.0022352+0.0020082i,-0.0036779+0.0055087i,-0.0028025+0.0059972i,-0.0016094+0.0046698i,-0.00012223+0.0029509i,0.0012031+0.0013385i,0.0008503+8.7271e-05i,0.00054391-0.00037543i,0.0012028-0.00042905i,0.0012602-0.00030837i,0.00089292-0.00058048i,0.00043277-0.00071608i,0.00029304-0.0005745i,0.00033204-9.3783e-05i,0.00032695+0.0007557i,-0.00014893+0.00099505i
0.0017091+0.00048472i,0.0028125-4.1051e-05i,0.0016289+0.0013302i,-0.00064537+0.0023116i,-0.0014699+0.0011489i,-0.00090451-0.00022747i,0.00064513+0.00012605i,0.0018+0.0027534i,0.0028541+0.0049859i,0.0029884+0.0045777i,0.0027391+0.0025964i,0.0020697+0.00061411i,0.001125-2.922e-05i,0.00047331+6.4203e-05i,0.0007169-0.00038864i,0.0013479-0.00025422i,0.0014247-0.00048438i,0.0016904-0.0011819i,0.0016163-0.0012328i,0.0013426-0.0013005i,0.00064861-0.0012508i,-0.00013417-0.00065087i,-0.00069141+0.00028989i
0.0027258+0.0045451i,0.0022597+0.005094i,0.0038202+0.0055608i,0.0050448+0.0040011i,0.0042159+0.0028803i,0.00061591+0.0020191i,-0.00040225+0.00057139i,0.003523-0.00069595i,0.0070924-0.00092841i,0.0067693-0.0017772i,0.003864-0.0020783i,0.0017459-0.0007356i,0.001044-0.00045685i,0.0010402-0.00048536i,0.0011438+5.7162e-05i,0.0013598-0.00089061i,0.0010943-0.0020556i,0.00026102-0.0024471i,-0.00045646-0.0028762i,-0.00061983-0.0020257i,-0.00074654-0.00092727i,-8.0577e-05-0.0010128i,0.00080369-0.00092592i
0.00019214-0.00092668i,0.00091652-0.0023907i,0.0017465-0.0037887i,0.0017783-0.0023923i,0.0020935+9.7567e-05i,0.0021451+0.0019651i,0.00061283+0.00080196i,5.4024e-05-0.0035643i,0.0016756-0.0078257i,0.0017076-0.007764i,0.00025166-0.0045306i,-2.5941e-05-0.0020473i,-0.00037719-0.00071834i,-0.0013221-0.00011346i,-0.00094788-0.00026673i,-0.00068465-0.00026207i,-0.00082691-0.00088782i,-0.00087999-0.0017452i,-0.0010308-0.0019447i,-0.0018289-0.00095824i,-0.0015778-0.00023075i,-0.00053841-0.00021937i,0.00029885-0.00063327i
-0.00083632+0.002065i,-0.00079011+0.0025904i,-0.00075223+0.003326i,-0.00055555+0.003899i,0.0026576+0.0034412i,0.0049592+0.0018438i,0.0030067+0.00031849i,-0.0011068-0.0015417i,-0.004057-0.0039392i,-0.0041729-0.0037285i,-0.0034785-0.0015204i,-0.0013905-0.00038974i,0.00018527+0.00032993i,0.00035888+0.00084064i,7.6912e-05+0.00038299i,-0.0003913+4.1919e-05i,-0.00069651-0.00020686i,-0.00066504-0.00032957i,-0.00073408-0.00038006i,-0.0012472+0.00042004i,-0.00054728+0.001383i,0.00020043+0.0017142i,7.7001e-05+0.0015925i
-0.0021311+0.000433i,-0.0011544+9.0423e-05i,-0.00044529+0.0010418i,0.00029576+0.00024925i,0.0015058-0.0013488i,0.0025337-0.0023879i,0.0011791-0.001264i,-0.0024523+0.0017187i,-0.0059034+0.0039383i,-0.0061268+0.0031835i,-0.0026806+0.0017166i,-0.00069434+0.0011575i,-0.00071945+0.0004233i,-0.00090773+6.9683e-05i,-0.00050034-8.567e-05i,0.00073204-0.00062365i,0.00073072-0.00058853i,0.00016339+0.00030195i,0.00047686+0.00033999i,-4.129e-05-8.702e-05i,-0.00092466-0.00011663i,-0.00052321+0.00010771i,-0.00059289+0.00051261i
-0.00051924-0.0025904i,-0.00058072-0.001946i,-0.0030408+4.6753e-05i,-0.0042481+0.0012351i,-0.0036251+0.0020483i,-0.0034489+0.0013459i,-0.0024385+0.002305i,-0.00053566+0.0060482i,0.00027084+0.0081736i,0.0003167+0.0073897i,0.00059523+0.004217i,0.00014899+0.00076113i,-0.00030204-0.00022629i,7.8982e-05-0.00054519i,0.00019382-0.0015472i,3.4584e-05-0.00098815i,-0.000192-0.00046121i,0.00033319-0.0006121i,0.0013235-0.00058109i,0.0013912-0.0012598i,0.00078436-0.00098922i,0.00049409-0.0001925i,0.0009006+0.0003849i
0.002359-0.0012339i,0.0020925-0.0023811i,0.0029601-0.0019205i,0.0029088-0.00015792i,0.0011094+0.0017762i,-0.001068+0.0023709i,-0.00097105+0.0013489i,0.0025784+0.0009203i,0.0061574+0.0020698i,0.0068858+0.0012418i,0.0046342-0.00038177i,0.00088771-0.0010388i,-0.00058621-0.0016217i,-0.00032817-0.0014111i,-0.00032083-0.00095495i,-0.00011254-0.001005i,0.00042895-0.00034925i,0.00069021+0.00013309i,6.4571e-05-0.00043463i,-0.00014316-0.0016611i,0.00045336-0.0018843i,0.0010411-0.00068586i,0.00086816-9.4737e-06i
0.0024815-0.00021845i,0.0031599-0.00074278i,0.0044245-0.0014019i,0.0037193+0.00019461i,0.0020599+0.0028849i,0.00244+0.0032277i,0.0026169+0.00072798i,0.002721-0.0031098i,0.0045378-0.0059317i,0.0045973-0.0059334i,0.0016648-0.0040278i,-0.0004171-0.0013539i,-0.00050678-8.1672e-05i,-5.0169e-05-0.00028937i,-0.00025996-0.0002814i,-0.00045812-0.00061962i,0.00017877-0.00073652i,0.00069504-0.0010206i,0.00037555-0.00085397i,-0.00010516-0.00027673i,-9.7564e-05-4.6717e-05i,0.00041583-0.00045497i,0.00090156-0.0010915i
0.00073641-0.0028063i,0.00047578-0.0023579i,0.00050289-0.0027553i,0.0019105-0.0024223i,0.0042144-0.0015929i,0.0051881-0.0014629i,0.0026915-0.0021396i,-0.0016001-0.0045002i,-0.0039693-0.0073081i,-0.0044687-0.0078638i,-0.0038625-0.0046198i,-0.0017789-0.00097493i,-0.0005073+0.00061597i,-0.00084118+0.0011074i,-0.0011716+0.0014314i,-0.0017152+0.0014474i,-0.0018697+0.00018793i,-0.0010816-0.00067131i,-0.0015447-0.00069323i,-0.0020661-0.0011248i,-0.00067083-0.00085592i,5.3697e-05+0.00013188i,-0.00055615-0.00019555i
0.0011315+0.0031974i,0.00089666+0.0044466i,0.0012545+0.0034962i,0.0012168+0.0011425i,0.0013153-0.0016395i,0.0015361-0.0028861i,-0.00023807-0.00063067i,-0.004005+0.0011807i,-0.0069195+0.00087425i,-0.0066749+0.00062766i,-0.003862+0.00074716i,-0.00064762+9.4041e-05i,0.00085627-0.00085171i,0.00065365-0.00059325i,0.00028726+0.00022492i,0.0008758+0.000404i,8.0751e-05-5.4396e-05i,-0.00079739-0.00072778i,-0.00034341-0.0010911i,-0.00012384-0.00044388i,-0.00050874+0.0013403i,-0.001261+0.0020463i,-0.00093903+0.0011002i
0.00115-0.00043203i,-9.1777e-05-0.0003456i,-0.0012173-0.0008748i,-0.0022892-0.00038464i,-0.0035977+0.00052654i,-0.0046718+0.00075719i,-0.003529+0.0018754i,-0.0016171+0.00504i,-0.0020215+0.0082021i,-0.0025539+0.007645i,-0.0014993+0.0039353i,-0.00086479+0.001268i,-0.00077867-0.00015652i,-0.0002615-0.00091854i,0.00089657-0.00040887i,0.0018095-0.00012477i,0.0011449-0.00049082i,-0.00048977-0.0002286i,-0.0010896-0.00044232i,-0.00061661-0.00010431i,-0.00013748+0.0014181i,-0.00032611+0.0015472i,-0.00026536+0.00065739i
-0.0022771+0.00058923i,-0.0019685+0.0014396i,-0.0014322+0.0037554i,-0.00066635+0.0070553i,-0.00032185+0.0089599i,0.00044821+0.0065162i,0.0012508+0.003123i,0.0043452+0.0034984i,0.007891+0.0057575i,0.0072978+0.0052882i,0.0043722+0.0028098i,0.00082447+0.002032i,-0.0013844+0.0014269i,-0.0013569+0.00016718i,0.00091312-0.00088265i,0.0019993-0.001249i,0.0014207-0.0013059i,0.00080792-0.0015981i,0.00051482-0.0009462i,-9.9679e-05+5.2829e-05i,-0.00059774+0.00074824i,-4.0413e-05+0.0010954i,-0.00020469+0.0010574i
0.00041328+0.0028021i,0.00079744+0.0025122i,0.0035088+0.0026844i,0.0052596+0.0034531i,0.0052293+0.0051624i,0.0045721+0.0046702i,0.0037894+0.00087504i,0.0049093-0.0032297i,0.0086669-0.0051037i,0.0082326-0.0049224i,0.0041909-0.0034737i,0.0018823-0.00093161i,0.00029098+0.00013016i,-0.00018045-0.0002525i,0.00051598-0.00061636i,0.00065966-0.0011327i,0.00066838-0.00065459i,0.00052556-0.00085341i,-0.00066662-0.00185i,-0.00083383-0.00147i,-0.00045056-0.0010334i,0.00056289-0.00069002i,0.001977+0.0003711i
-0.0026231+0.00026823i,-0.0028526+0.00041221i,-0.0023615+0.0016374i,0.00061257+0.002162i,0.0051753+0.0015396i,0.0069379-0.00015306i,0.0038736-0.0025405i,-0.00038238-0.0066225i,-0.0016385-0.01036i,-0.0012591-0.0095936i,-0.00082308-0.0045086i,-0.0001076+4.2303e-06i,0.0010844+0.00084521i,0.0015274+0.0004857i,0.00027178+0.0010163i,-0.00069877+0.0012681i,-0.00092076+0.00063807i,0.0003045-0.00025775i,0.0010659-0.00043667i,0.00058372-0.00014118i,0.00047218-0.00070041i,0.00043729-0.0011633i,-0.00012502-0.00075061i
-0.0016456-0.00075714i,-0.0015734+7.947e-05i,-0.0014481+0.00047484i,-0.0010672-0.00033308i,0.00044631-0.0024659i,0.00018214-0.0036999i,-0.0034312-0.0032568i,-0.0089419-0.003069i,-0.012059-0.0041616i,-0.0095514-0.003054i,-0.0046897-0.00088396i,-0.00092529-0.0010394i,0.00081443-0.001138i,0.0010169-0.00045499i,0.00066266+0.00041159i,0.00037043+0.00093609i,5.4526e-05+0.00077674i,7.54e-05-7.7487e-05i,0.00072015-0.0011985i,0.0015368-0.0014359i,0.0015281-0.000775i,0.00083338-0.00046194i,-0.0001374-0.00040997i
0.00052403-0.00048306i,0.00029059-0.00071517i,-0.0016701-0.00047134i,-0.0030664+0.00033107i,-0.0039582+0.00059147i,-0.0045386+0.00051776i,-0.0050077+0.0021849i,-0.0071084+0.0063886i,-0.0091805+0.0095673i,-0.0073844+0.0084878i,-0.0031957+0.0044013i,-0.0008667+0.00078748i,-0.00028469-0.0010313i,-0.00016855-0.0013795i,0.00030823-0.00090279i,0.0015422+3.6147e-06i,0.0016343+7.6506e-05i,0.0011701-0.00024841i,0.0013048-0.00046618i,0.0016522-0.00039609i,0.00078135+0.00021218i,-0.00043454+0.00068233i,-0.00079976+0.00040256i
0.0017058-0.00070606i,0.000965-1.7664e-05i,0.00075262+0.001418i,0.00018811+0.0045069i,-0.0012302+0.0064024i,-0.0016914+0.0058068i,0.00052687+0.0062158i,0.0043733+0.0091637i,0.0062762+0.012344i,0.0044973+0.010623i,0.0014244+0.0053234i,-0.00094777+0.0011141i,-0.0022487-0.00016061i,-0.0021537-0.00032532i,-0.0011552-0.00054348i,0.00019605-0.0011624i,0.00072406-0.0016506i,0.00057692-0.00093043i,0.0010851-0.00013214i,0.001192+8.9688e-07i,0.00034134+0.0011514i,-2.2649e-05+0.002389i,0.00029604+0.0020217i
0.001946+0.0011563i,0.002033-9.245e-07i,0.0036262+0.00047966i,0.0051971+0.0016382i,0.0065962+0.002389i,0.0074519+0.0027516i,0.0077519+0.00082348i,0.011636-0.00090679i,0.01574-0.00032403i,0.012882-0.00068597i,0.005548-0.00085228i,-0.00055798+0.001094i,-0.0025122+0.0018647i,-0.001627+0.00085239i,8.3355e-05-0.00036717i,0.00069631-0.0010661i,2.0193e-05-0.0012754i,0.00034347-0.00082636i,0.00043393-0.00058432i,2.827e-05-0.00032926i,0.00010901+0.0002451i,0.00027854+0.00064922i,0.00054111+0.0013152i
-0.00095052+0.0033144i,-0.0016605+0.0022428i,-0.00039945+0.002977i,0.0027569+0.003578i,0.0069094+0.0017323i,0.0088268-0.0014717i,0.0075208-0.0048937i,0.0070948-0.0094348i,0.008023-0.013722i,0.0063048-0.012634i,0.0027179-0.0066206i,0.0011789-0.0015636i,0.00091874+0.00025207i,-0.00020827+0.0013328i,-0.00066582+0.0016284i,-0.00043858+0.00021709i,-0.00084559-0.00090562i,-0.00072738-0.00063827i,-2.5732e-05-0.00078714i,-0.0001171-0.0008201i,6.2226e-05-0.00016899i,0.00075163+0.000171i,0.0010359+0.00077344i
-0.00095123-0.001102i,-0.00054938-0.0014976i,-0.0012449-0.001849i,-0.00067878-0.0030832i,-6.9475e-05-0.0046132i,-0.0011091-0.005319i,-0.0036515-0.0078611i,-0.0071533-0.012262i,-0.0098686-0.014532i,-0.0098024-0.010825i,-0.0051105-0.0043118i,0.00059919-0.00068103i,0.0017764+0.00062453i,0.0010665+0.00082116i,0.00054958+0.00093155i,-0.00082612+0.00060909i,-0.0011976+0.00018228i,-0.00072936-0.00025421i,-0.0004308-0.00044424i,-0.0009817-0.00051975i,-0.0010901-0.00087336i,-0.00071081-0.001402i,0.00038579-0.0010905i
0.0014972+0.0018302i,0.0019075+0.0028384i,0.00094097+0.0032706i,-0.0018784+0.0017436i,-0.0051438+0.000826i,-0.0074625+0.0011412i,-0.0095615+0.0017768i,-0.014155+0.0026428i,-0.018113+0.0034491i,-0.014658+0.0041066i,-0.0058276+0.0027191i,0.00044112-0.00072728i,0.0021892-0.0022531i,0.0021712-0.0015741i,0.0021172-0.00058321i,0.0017651+0.0004204i,0.00071685+0.00069255i,1.3084e-05-7.409e-05i,-0.00030834-0.0012185i,-5.7475e-05-0.0012075i,0.0003856-0.00049523i,0.00022747-0.00057484i,-0.00035141-0.0005552i
0.00076589+0.0049202i,0.001678+0.0054099i,0.002167+0.0060969i,0.0011155+0.0062409i,-0.00064671+0.0070867i,-0.001066+0.0077633i,-0.0014229+0.0091607i,-0.003466+0.014022i,-0.0045465+0.018591i,-0.0021473+0.015963i,0.0003008+0.0074859i,0.00028743+0.00016533i,0.00056849-0.0018061i,0.00061862-0.0014751i,-8.0877e-05-0.0013934i,0.00022543-0.00081106i,0.00060711-0.00059477i,0.00015077-0.0011608i,-0.0007799-0.0016724i,-0.00060997-0.00065984i,0.00070144+0.00070372i,0.00058623+0.0010774i,-0.00081952+0.0002927i
-0.0013386-0.0040687i,-0.0012463-0.004334i,0.00055966-0.0034214i,0.003158+0.00066901i,0.0060763+0.0046095i,0.0084653+0.0050754i,0.0095546+0.00562i,0.011074+0.0096951i,0.013604+0.01237i,0.012114+0.0088702i,0.0057384+0.0033999i,0.0002631+0.0011022i,-0.0016289+0.00099885i,-0.0017488+0.00029319i,-0.0014087-0.00016124i,-0.0006464-0.00098608i,0.00019862-0.0013081i,0.00035116-0.00018558i,0.00068089+0.00056699i,0.00087267+0.00064602i,0.00031619+0.0011039i,-0.00029825+0.0014467i,-0.00031452+0.0014541i
0.00038972+0.00030387i,0.0013492+0.0011856i,0.0028227+0.0016112i,0.0052284+0.0011933i,0.0075471-0.00051174i,0.0091419-0.0026547i,0.010228-0.0041339i,0.013487-0.0060381i,0.016939-0.0082177i,0.014263-0.0091201i,0.0067156-0.006646i,0.00087804-0.0021226i,-0.00078744+7.7059e-05i,-0.00071379+0.00086166i,-0.00095099+0.0011064i,-0.00054434+0.00012519i,0.00031575-0.00081424i,0.00074862-0.0012886i,0.0010857-0.00069305i,0.00058293-0.00068761i,0.00022147-0.0014548i,0.0014262-0.00058458i,0.002012+0.0008069i
-0.0011934-9.5784e-05i,-0.0016487+0.00091361i,-0.0024072+0.00076051i,-0.0018204-0.00074869i,0.00054922-0.0040812i,0.001795-0.0077591i,0.0017887-0.011744i,0.0018466-0.017134i,0.00071139-0.020862i,-0.0018072-0.017835i,-0.0029087-0.0087622i,-0.0013917-0.0019207i,0.00016262+0.00025205i,0.00085894+0.0011346i,0.0014464+0.0013927i,0.0007899+0.00069739i,-0.00078226-0.0007977i,-0.0005367-0.0015312i,1.9765e-05-0.0022312i,-0.00057586-0.0032096i,-0.00092485-0.002554i,-0.00037756-0.0017021i,0.0010675-0.0018747i
-0.00078138-0.00091125i,-0.0023008-0.0010439i,-0.0040493-0.0013581i,-0.0059946-0.00037039i,-0.0076924+0.00053592i,-0.0087021-0.0008158i,-0.0099835-0.0043403i,-0.013663-0.0085362i,-0.018223-0.010009i,-0.017079-0.0060038i,-0.010041-0.0010623i,-0.0029594+0.00022215i,0.00043638+8.3398e-05i,0.0015794+0.00012321i,0.0024087+0.00049344i,0.0016352+0.0011431i,0.00041509+0.00073134i,-0.00061387-0.00084442i,-0.00088066-0.0014916i,-0.00096563-0.00094189i,-0.0013337-0.00041751i,-0.00089298+1.7219e-06i,-0.00016164-0.00027345i
0.00020921+0.0027331i,-0.00032738+0.0026567i,-0.00062194+0.001799i,-0.0016793+0.0026793i,-0.0032259+0.0055828i,-0.0048044+0.0073152i,-0.0071517+0.0082102i,-0.011344+0.0099799i,-0.013806+0.012176i,-0.01095+0.011997i,-0.0053731+0.0088594i,-0.00082336+0.0040079i,0.0014249+0.00065845i,0.0023924-0.00053254i,0.0025819-0.0010569i,0.0020669-0.0013303i,0.00112-0.0013329i,-0.00044379-0.0016106i,-0.0016539-0.0017156i,-0.0016469-0.00035213i,-0.0014096+0.0019533i,-0.0017782+0.0023524i,-0.0021856+0.0010169i
-0.0035154+9.3079e-05i,-0.00189+0.0011315i,0.00036758+0.0037924i,0.0027542+0.0069775i,0.0052299+0.0096666i,0.0080865+0.010515i,0.0077981+0.012116i,0.0057439+0.017178i,0.0067489+0.020058i,0.0080695+0.016213i,0.0059933+0.0094414i,0.0022586+0.0041958i,-0.00037177+0.0012344i,-0.001413+0.00058052i,-0.0012519+0.00068628i,-0.0007611-0.00025791i,-0.00049409-0.001098i,-6.7297e-05-0.00064738i,6.2814e-05+0.00028605i,0.0002343+0.00038172i,-1.6441e-05+0.00044637i,9.4202e-05+0.0009003i,-0.00013575+0.0017286i
0.0017225-0.00050025i,0.0029514+0.00079285i,0.0048719+0.0015346i,0.0077421+0.00019273i,0.010314-0.002156i,0.011387-0.0031563i,0.012535-0.0015757i,0.01664+0.0016279i,0.020948+0.0025803i,0.018797-0.00018185i,0.010592-0.0019756i,0.0031612-0.0012783i,0.00027763-0.00044267i,-0.0010186+7.8585e-05i,-0.0028422+4.0519e-07i,-0.002552+0.00014186i,-0.00058769-0.0004082i,0.00088929-0.0011642i,0.0020369-0.00046328i,0.0019255-2.858e-05i,0.00099457-9.2657e-05i,0.00098914-0.00036337i,0.0012742+0.00022376i
-0.0012998+0.0008848i,-0.00070596+0.00060888i,-0.0010118+0.00081512i,0.00035472-0.00075832i,0.002896-0.0036118i,0.0038889-0.0072037i,0.0049877-0.010721i,0.008541-0.013522i,0.010461-0.016149i,0.0076821-0.016071i,0.0038422-0.011426i,0.0016138-0.0059978i,0.00017621-0.002618i,-0.00019208+0.00018487i,0.00011657+0.001424i,-0.00018422+0.00075477i,0.0003192-0.00061501i,0.0018182-0.00099647i,0.0024496-0.001024i,0.0022361-0.0019351i,0.0018391-0.0021557i,0.0014813-0.0025411i,0.0018608-0.0028197i
-0.0005025-0.001586i,-0.0011587-0.0033077i,-0.002976-0.0037436i,-0.0047957-0.0037028i,-0.0054438-0.0028559i,-0.0062001-0.003362i,-0.0076157-0.00798i,-0.0098386-0.013952i,-0.012726-0.0161i,-0.011925-0.013229i,-0.0084202-0.0086418i,-0.0041321-0.0051041i,-0.00034519-0.0018619i,0.0014405+0.00016572i,0.0019487+0.0010174i,0.00092764+0.0010348i,8.3309e-05-0.000123i,0.00050957-0.0015096i,0.00078372-0.002144i,0.0004227-0.0023826i,0.0002662-0.0026034i,-1.6085e-05-0.0028292i,-0.00070827-0.0023037i
-0.00074894-0.0019255i,0.0010576-0.0015114i,-0.00018396+0.00067396i,-0.0032265+0.0038175i,-0.0041857+0.0062714i,-0.0038274+0.0069784i,-0.0073549+0.0043114i,-0.014754+0.0011866i,-0.018623+0.0026781i,-0.016569+0.0053826i,-0.011096+0.003772i,-0.0053404+0.0011226i,-0.0014561+0.00032387i,0.00041623-0.00026311i,0.0016542-0.00087809i,0.0018866-0.00045899i,0.00099965-0.00052846i,0.00012395-0.0017635i,-0.0010125-0.0014062i,-0.0018361-0.00029614i,-0.0020584-0.0002695i,-0.0019926-0.00019218i,-0.0019922+0.00025897i
0.00080286+0.0023174i,0.0014843+0.0034821i,0.0022532+0.0065139i,0.0026653+0.008554i,0.0029727+0.0086749i,0.0039988+0.0072572i,0.0018793+0.0083732i,-0.0032882+0.013902i,-0.0041382+0.017575i,-0.00089911+0.015414i,0.00033612+0.010564i,0.00016115+0.0070462i,0.00018857+0.0043656i,0.00016302+0.0016929i,0.00094599+0.00010609i,0.002108-0.00092443i,0.001901-0.0018774i,0.00044373-0.0014653i,-0.0009018+0.00011737i,-0.0014795+0.0014859i,-0.0014775+0.0020735i,-0.0012337+0.0018127i,-0.0012711+0.0014215i
-0.0019683+0.0017432i,-0.0031629+0.0022904i,-0.00047468+0.0041446i,0.0059554+0.0053488i,0.0094297+0.0039846i,0.0083959+0.00073528i,0.007433+0.0031703i,0.011117+0.0098487i,0.016194+0.010019i,0.01567+0.0054218i,0.01011+0.0039571i,0.0048509+0.0046248i,0.0017701+0.0033457i,-0.00083964+0.0019622i,-0.0019453+0.0017021i,-0.0019932+0.00095277i,-0.0010511-7.8413e-05i,0.00028634-0.00019274i,0.00073279-0.00029111i,0.00067252+0.00052307i,-5.7739e-05+0.0022447i,-7.9129e-05+0.0031677i,0.00046563+0.0027887i
