-0.0038337+0.0015635i,-0.0028167+0.00074061i,-0.0026691+0.00081283i,-0.0013279+0.00081101i,5.5973e-05+0.0011723i,-0.00057822+0.0019906i,-0.0010953+0.0027339i,-0.000339+0.0021736i,0.00023652+0.0010611i,0.00068266+2.1089e-05i,0.0011456+0.00014121i,0.00080517+0.00074349i,-0.00020615+9.1779e-05i,-0.00056067-0.0002545i,-0.00013553-0.00030302i,0.000805+6.9958e-05i,0.00070181+0.00059534i,0.00024193+0.00030635i,0.00043209-2.6715e-05i,0.00063946-0.00027982i,0.00011899-0.00071285i,0.00011276+4.6183e-05i,0.00037755+0.00079286i
-0.0022092-0.0017525i,-0.0021414-0.001948i,-0.00089946-0.00026205i,0.0008481+0.00070372i,0.0011663+0.00044649i,0.00070966-5.6639e-06i,0.00073854-0.0008577i,0.0007994-0.00039756i,-0.00016281+0.00014884i,-0.0020436-0.0010912i,-0.0024541-0.00088622i,-0.0019952+0.00063288i,-0.0015786+0.0014274i,-0.00028337+0.0010487i,0.00022327+0.00060325i,0.00051403+0.00045367i,0.00067677+0.00034776i,0.00035221-0.00028624i,0.00048858-0.00079356i,7.0997e-05+3.8648e-05i,-0.0004894+0.00038141i,-0.00095625-0.00037322i,-0.00068407-0.00045429i
0.0011377+0.0017997i,0.00077134+0.00086109i,0.00084911+0.001582i,0.00022063+0.002387i,0.00042985+0.00060009i,0.00090483-0.0008344i,0.00067289-0.001166i,0.00078035-0.00054453i,0.00062594+0.0001316i,0.00036544+0.00075837i,0.00032458+0.0013161i,-0.00021611+0.00079649i,0.00030205+0.00045766i,0.0015929+0.00043392i,0.0022096+0.00035767i,0.0020947-0.00033895i,0.00082765-0.00083661i,-0.00014812-0.0007574i,-0.0003301-0.0007324i,-0.00095936-0.0011509i,-0.00079209-0.0013384i,-0.00066405-0.0004095i,-0.0011019+0.00074395i
0.00081757+0.0013919i,0.00099846+0.0018575i,0.0013384+0.002133i,0.0010895+0.0013558i,0.0015819+0.0010002i,0.0013439+0.0002656i,2.4661e-05-0.00096722i,-0.00030837-0.0012673i,0.00034722-0.0010331i,0.00040786-0.000229i,0.00060052+0.0014721i,0.0011217+0.0022332i,0.00048545+0.0012012i,-0.00026112-0.00036273i,-0.00031217-0.0010067i,-0.00057228-0.001232i,-0.0011525-0.0016902i,-0.0014624-0.0016i,-0.00076704-0.0015772i,-0.00055727-0.0012575i,-0.00071716-0.00044339i,-0.00018271+0.00031851i,0.00050403+0.00048865i
0.00023426+0.00030319i,0.0006517-0.00029263i,0.00026998-0.00046874i,0.00015894-0.00034076i,0.0011192-3.2279e-05i,0.001124+0.00071019i,-0.00046273+0.00042235i,-0.00062399-0.00076767i,0.00022776-0.00095235i,0.0014314-0.0011038i,0.001853-0.0010677i,0.0012708-0.00097641i,0.0011054-0.00078531i,0.00059634-0.0010763i,-0.00024474-0.0013262i,-0.0012941-0.00063247i,-0.0014123-0.00045989i,-0.00067803-0.00093912i,-0.00046206-0.0011191i,-0.00038714-0.00092997i,-0.0003331-0.00022188i,0.0001666+0.00076648i,0.0005109+0.0015047i
-0.00013157-0.00024915i,-0.0010506-0.00056124i,0.00014819-0.00014199i,0.0013172+0.00083062i,0.0011103+0.0015526i,0.00091321+0.0015433i,0.00081118+0.00099942i,0.00062607+0.00037289i,0.00027236+8.7419e-05i,-0.00020636-0.00054065i,-0.00014318-0.001082i,0.00028033-0.0011082i,-5.3969e-05-0.00058133i,-0.00045144+0.00054314i,-6.9982e-05+0.0010324i,0.00035782+0.00082377i,-9.0036e-05+0.00025773i,-0.00083924-0.00037071i,-0.0006772-0.00034094i,-7.0443e-05+0.00025643i,0.00026899+0.00030605i,0.00056657-0.0002516i,0.00038539-9.0115e-05i
-0.0010043+0.0011549i,-0.0012902+0.0012717i,-0.00018339+0.0010528i,0.00050202+0.0015373i,0.0015713+0.0018193i,0.0022409+0.0016819i,0.00075452+0.00057491i,-0.00053377+5.9038e-06i,-0.00056992+0.00023807i,-0.001209-0.00010954i,-0.0018883-0.0014253i,-0.0012334-0.00086082i,-0.00083988+0.00059474i,-0.0013932+0.0010324i,-0.00057452+0.00122i,0.0007892+0.0014459i,0.0004623+0.001085i,0.00025039+0.00038444i,0.00070598+0.00038645i,0.00071844-0.00015999i,0.00028489-0.00022935i,-0.00021906+0.0002021i,-0.00053717+0.00072668i
-0.0005139+0.0010866i,-0.00026086+0.00013089i,0.00025722+0.00059181i,2.6627e-05+0.0010236i,0.00045677+0.00085633i,0.00064423+0.00041782i,0.00067685-0.0005833i,0.00085439-0.00019678i,0.0005178+0.00069819i,-0.0012133+0.0005019i,-0.0028453-0.00012295i,-0.0022498+0.00027941i,-0.0011198-0.00015315i,-4.5826e-05-5.8571e-05i,0.00044761+0.00083142i,0.0010973+0.00023358i,0.0018158-0.00066147i,0.001382-0.00094351i,0.0012304-0.0013136i,0.00083811-0.0020845i,9.2699e-05-0.0014797i,-0.00040936-0.00028977i,-0.00093549+0.00016073i
-0.00031456-0.00091775i,-0.00017658-0.0016929i,-0.00015463-0.0018262i,-0.00014664-0.00097914i,0.00071209-0.00010895i,0.0013799-0.00036533i,0.0013504-0.00096185i,0.00069714-0.00044293i,0.00039224+0.0004155i,0.00034973+0.00083142i,-8.3941e-05+0.0016752i,-5.0398e-05+0.0015121i,0.00052525+0.00068728i,0.0009229+0.00041017i,0.0013109-0.00014875i,0.0012367-0.0011915i,0.0010385-0.0018823i,0.0011643-0.0017473i,0.00066378-0.0015392i,-0.00045168-0.0011652i,-0.00074485-0.00058387i,-0.00036882-0.00014149i,-0.0005315+3.8762e-05i
0.0013171+0.0011284i,0.0016371+0.00059837i,0.0018431+0.00038287i,0.0011237+0.00024539i,0.00091877+0.00021865i,0.00043256+0.00018077i,0.00048655-0.00022937i,0.0010481-9.3982e-05i,0.00089887-0.00037453i,0.0004234-0.00017933i,0.00027659+0.00096215i,0.0005865+0.00059459i,0.00058865-0.00017297i,0.00040202+0.00018777i,0.00037856-7.2173e-05i,-0.00036847-0.00072287i,-0.0006361-0.0012451i,-0.0002436-0.0014104i,-0.0004906-0.0010808i,-0.000979-0.00047453i,-0.00072241+9.3038e-05i,-0.00037209+0.00018514i,0.00024658+0.00094349i
-0.0022517-7.484e-05i,-0.0030172+0.00076594i,-0.0026882+0.0026589i,-0.0011109+0.0030425i,0.00057428+0.0022786i,0.0008009+0.0016183i,0.00013474+0.00058045i,0.00024972+0.00023265i,0.00078241+0.00046948i,0.0019529-8.1826e-05i,0.0022744-0.00036244i,0.0014975+0.00032389i,0.00041058+0.00071095i,-0.0001439+0.00060802i,-0.00023917+0.00047808i,-0.00016616-8.0317e-05i,-0.00093928-0.00041027i,-0.00088654-0.00083504i,3.59e-05-0.00074462i,-0.00050314-8.5115e-05i,-0.0010994+0.00035954i,-0.00064001+0.00091909i,7.6728e-05+0.00038503i
0.00088746-0.00030454i,0.0015244-0.0014278i,0.002422-0.001124i,0.0035768-0.00028014i,0.0039423-0.00032691i,0.0028728-5.6884e-05i,0.0021099+0.00039831i,0.0016495-0.00030344i,0.0016189-0.0012831i,0.0010362-0.0016795i,-0.00039306-0.0016724i,-0.00040724-0.0016066i,0.00024515-0.0012018i,0.00038956-0.00049286i,0.00029111+4.9012e-05i,-0.0010019+8.2075e-05i,-0.0012477+0.00028317i,-0.00026982-0.00023891i,-0.00031104-0.00029224i,-0.00031205-0.00012604i,-0.00052087-0.00029037i,-0.00051721-7.4741e-05i,0.00013935+0.00035609i
0.0012381-0.0010878i,0.0011073-0.0015705i,0.00076368-0.0025684i,0.00027646-0.0022722i,6.6099e-05-0.00090651i,0.00043622+9.7103e-07i,0.00013869-0.00015504i,-0.00076173-0.00069116i,-0.00092883-0.0014114i,-0.00090701-0.0018322i,-0.0015958-0.0014738i,-0.0019137-0.0010986i,-0.0018378-0.00033133i,-0.00096884+9.4844e-05i,0.00030604+0.00026153i,0.0015462+0.00049905i,0.0009311+0.00030415i,0.00030162+0.00022872i,0.00057958-0.00022354i,0.00013079-0.00066479i,-0.00018127-0.00052788i,-0.00048627-0.00021754i,-0.00065331-0.00029878i
-0.00090279+0.00076291i,-0.00046181+0.00048045i,-0.0014398+0.00026978i,-0.0018822-0.00034464i,-0.00034531+6.0031e-05i,0.0015007+0.0003046i,0.0012281-0.00040195i,9.8539e-05-0.00016751i,4.9491e-05+1.2105e-05i,-0.00050865+5.7783e-05i,-0.0015157+0.00027082i,-0.0011158+0.0006158i,-0.00068845+0.00083651i,-0.00039417+6.3265e-05i,-9.1753e-05+0.00010371i,-1.3919e-05+0.00023075i,0.0003572-0.00076872i,0.00068613-0.0012366i,2.8621e-05-0.0012639i,6.204e-05-0.0016299i,0.00062981-0.001032i,0.00093769+0.00011071i,0.00050725+8.255e-05i
0.00027316-0.0012058i,0.00048335-0.00034754i,0.00032762+0.00073313i,-0.00014521+0.0022206i,0.00039897+0.002576i,0.0015923+0.0013846i,0.0012391+0.00022208i,0.00036104+6.1764e-05i,0.00037516+0.00069924i,0.00083166+1.4175e-05i,0.00080853+0.00015023i,8.4745e-05+0.0015142i,-0.00074022+0.0013174i,-0.00074287+0.0013312i,-0.00040258+0.0014095i,0.00011674+0.00056964i,0.00023714-0.00044827i,-0.00050971-0.001778i,-0.00085187-0.0020332i,-0.00048798-0.0013764i,2.5794e-05-0.0010909i,0.00063759+0.00013782i,0.00063581+0.00098572i
-0.0022793+0.0026969i,-0.0020416+0.0035962i,-0.00019319+0.0043276i,0.0027279+0.0038918i,0.0037097+0.0031412i,0.0020736+0.0010797i,0.00058727+0.00034587i,0.00034597+0.0010523i,0.00034912+0.0007924i,5.222e-05+0.00012891i,0.00038053+0.00013941i,0.00093012+0.00035522i,0.00093189+0.00033641i,0.00096174+0.00030016i,0.00042288+0.00034744i,0.00088782+3.7577e-05i,0.00085024-0.00051662i,-0.00074878-0.0011282i,-0.00084858-0.0017159i,-0.00051541-0.0014247i,-0.00068969-0.00027622i,-0.00065398+4.431e-05i,-0.00077901+3.3262e-05i
0.0010862+0.00082555i,0.00079031+0.0003674i,0.00096005-6.95e-05i,0.0011288-0.00042949i,0.0018802-0.00046976i,0.0027519+0.00053082i,0.0015246+0.0011193i,-1.4057e-05+7.6469e-05i,0.00015513-0.00052142i,-1.2709e-05-0.00089679i,-4.6841e-05-0.00088549i,0.00019731-0.0011628i,-9.9335e-05-0.0018028i,-0.00010339-0.0017014i,0.00018995-0.0012887i,0.00038001-0.00022091i,0.0004897-0.00061272i,7.6405e-05-0.0015931i,-0.00042235-0.00073142i,0.00020077-0.00027582i,-8.4209e-05-0.00043407i,-0.00046809-0.0003471i,6.1963e-05+0.00074699i
0.00096065+0.0020194i,0.0012754+0.0016549i,0.001314+0.0012046i,0.0018543+0.0013553i,0.0024668+0.0013907i,0.0024176+0.0010518i,0.0013896+0.00091578i,0.00095318+0.00039848i,0.0015671+0.0003358i,0.001784+0.00048816i,0.00097941+0.00034219i,0.0007092+0.00079552i,0.00093792+0.00052435i,0.00096848-0.00038967i,0.0007131-0.00016287i,0.00035917-0.00042267i,8.6491e-05-0.0012602i,-0.00016049-0.0010594i,9.1595e-05-0.00041295i,0.00082685+3.1727e-05i,9.9585e-05+0.00050574i,-0.0010152+0.00027293i,-0.0002768-0.00019355i
-0.00040256+0.0012388i,5.2645e-05+0.0016176i,0.00055971+0.0031383i,0.0010165+0.003032i,0.0013885+0.0019537i,0.0016312-0.00063152i,0.00091208-0.0016454i,0.00052438-0.00088275i,0.0010068-0.00043739i,0.00093116-0.00017539i,0.00068411-0.00029093i,0.00058624+5.9435e-06i,-0.00079145+3.8324e-05i,-0.0018735-0.00056404i,-0.0011678-0.00080653i,0.00018997-0.0003883i,0.00057929+2.0058e-05i,-2.1417e-05+0.000292i,-0.00017742+0.00031645i,-6.1494e-05-4.53e-05i,0.00029467-2.6283e-05i,0.00061201-0.00010313i,-3.1167e-05+0.00037891i
0.0006358-0.00033216i,0.0002302+8.4581e-05i,0.00048564+0.001343i,0.00031523+0.0020616i,0.00057672+0.0015975i,0.00061403+0.00094607i,4.4537e-05-4.0897e-05i,-0.00047496-0.00049405i,-6.7698e-05-0.0011163i,0.00059444-0.0012208i,0.00012004-0.00054859i,-0.00026945+0.00026512i,-0.00018295+0.0010332i,-0.00099461+0.00077803i,-0.00085271+0.0002559i,-0.00034611+0.00052611i,-0.00030547+0.00036579i,0.00036227-5.6978e-05i,0.00044987-0.00033146i,-0.00027892+3.0508e-05i,7.4753e-05+0.00027421i,0.00024092-0.00019393i,-0.00019712-0.00027648i
-0.0013023-0.0016755i,-0.00097091-0.00069349i,-0.00065648-0.00011409i,2.689e-05+0.0010411i,0.00029209+0.0021962i,0.00015613+0.0020539i,5.7574e-05+0.00056315i,-0.00031943-6.873e-05i,-0.00051821-0.00065894i,5.4388e-05-0.0015676i,0.00012642-0.0016829i,7.2409e-06-0.0010728i,0.0004594+0.00047835i,0.00010649+0.00094055i,-0.00058089+0.0012257i,-0.00042683+0.001297i,0.00015471+0.00047386i,0.00041628-0.00051206i,0.00024405-0.0012578i,0.00045536-0.0005794i,0.00085995+0.0003147i,0.00096698+0.00022679i,0.0006313-0.00016844i
-0.0010621-0.00124i,-0.0012005-0.00090111i,-0.00081376-0.0013255i,2.4113e-05-0.00026572i,0.000997+0.0014011i,0.0011289+0.0011162i,0.00034406+0.00060467i,-0.00018862+0.00076676i,1.7431e-05+0.00077677i,-0.00074592-4.9511e-05i,-0.00090794+0.00034676i,-0.00033272+0.00086186i,0.00049282+0.00089839i,0.0012463+0.00050816i,0.0015864-0.00035108i,0.0015713-0.00062622i,0.00097191-0.00067465i,0.00081803-0.00076169i,0.00053999-0.00087924i,-0.00015449-0.00074177i,0.00011636+0.00017516i,0.00046053+0.0012898i,4.6e-06+0.0012171i
0.0020115-0.00045996i,0.001204-0.00025373i,0.0018363-0.00096623i,0.0014941-0.00025931i,0.0011032+0.00030521i,0.0015857-9.2473e-05i,0.0016875+2.8556e-05i,0.001024-0.00030005i,2.6627e-05-0.00010166i,-0.00084164+0.00083496i,-0.0013684+0.0013365i,-0.00093273+0.00019257i,-3.7379e-05-0.0013711i,0.0009282-0.0016884i,0.0014849-0.0013282i,0.00075959-0.00073168i,-0.00044127-0.00085336i,-0.00081071-0.0013043i,3.9213e-05-0.0012099i,1.76e-05-0.00067338i,-0.0010321-0.0005544i,-0.00085471-0.00064056i,0.00045122+0.00016006i
-0.00042851+0.0031429i,0.00039049+0.0037094i,0.0021533+0.0034217i,0.0039589+0.0016586i,0.0048346+0.00044143i,0.0043123-0.0010268i,0.001871-0.00080581i,0.00082002+0.00032971i,0.0014702+0.00070627i,0.0018957+0.0010282i,0.0010697+0.00094568i,-4.8229e-05+4.4413e-06i,-2.9224e-05-0.00085448i,4.6894e-05-0.0015175i,0.00034409-0.001833i,0.00058299-0.0015947i,0.00034395-0.0010307i,-0.00021746-0.00065998i,-0.0004025-0.00025718i,0.00063767-6.4565e-05i,0.00066403-0.00047824i,0.00033342-0.00077035i,0.00015168-0.00050893i
-0.0017344-0.000694i,-0.0025542-0.00056241i,-0.003047-0.00017252i,-0.0031216+0.00045918i,-0.0025083+0.00070425i,-0.0017348+0.00013185i,-0.0020454-0.00058898i,-0.0013264-0.00067537i,0.00061824-0.00042809i,0.0018993+8.4181e-05i,0.0018193+0.00039407i,0.0005082-7.1899e-05i,-0.00094949-0.00030853i,-0.0012749+0.00032057i,-0.00077445+0.0004885i,-0.00079879-0.00044341i,6.3635e-05-0.00086217i,0.0010624-0.00057538i,0.00052735-0.00024821i,-0.00053155+0.00012851i,-0.00030061+0.00073623i,0.00012154+0.00090972i,7.857e-06+0.00043449i
-0.00055458-0.0005738i,-0.0011533-0.00025372i,-0.001877+0.00024795i,-0.0014037+0.0014347i,0.00016178+0.0030896i,0.00065561+0.0031219i,-0.00020124+0.0019311i,-0.00093962+0.00080432i,-0.00061739+8.8606e-05i,-5.9166e-05-0.00038678i,7.3982e-05-0.0013647i,0.00011868-0.0017709i,-0.00021614-3.5702e-05i,-0.00016806+0.0019767i,-0.00047387+0.0022666i,-0.0012886+0.0013051i,-0.0011206-0.00022761i,-0.0004953-0.00079145i,-0.00040929-0.00064349i,0.00018282-0.00045346i,0.00088422-0.00016482i,0.00070724-8.5332e-05i,0.00041053-0.00036968i
-0.00078561+0.0013409i,-0.00042+0.0015365i,0.00057009+0.0021714i,0.0024+0.0034559i,0.003043+0.0038891i,0.0022804+0.0035726i,0.0016536+0.0022363i,-5.6502e-05+0.00086526i,-0.00084593-0.00033218i,-0.00076016-0.0016783i,-0.0011348-0.0018468i,-0.00055651-0.00053235i,0.00064302+0.0012295i,0.0014486+0.0016043i,0.0013377+0.0011075i,0.00071371+0.00011718i,8.6433e-05-0.00080057i,-0.00013328-0.00025317i,0.00016688-0.00051888i,0.00048145-0.00094154i,0.00031696-0.00051288i,0.00054656-0.00058543i,0.0010561-0.00043715i
0.00047674-0.0001614i,0.00066766+6.5588e-05i,0.00077023-0.00016695i,0.00076615-0.0012082i,0.0012988-0.0013093i,0.0019144-0.00080149i,0.0017947-0.0010094i,0.0010363-0.00086616i,0.00052661-2.9227e-05i,-0.00031467+0.00051457i,-0.0020275+0.00070767i,-0.0011634+0.00035879i,0.0012416+0.00017325i,0.0022109+0.00037332i,0.0024679+0.00051385i,0.0017622+6.0475e-06i,0.0003241-0.00043892i,-0.00040102-0.00086632i,-0.0013199-0.00089651i,-0.0015481-0.00012603i,-0.0010699-5.4487e-06i,-0.00023116-0.0001558i,0.00024185-0.00028208i
0.00063136-0.00044926i,0.00077449-0.00020934i,0.00067677+0.00030252i,0.0009225+0.00016576i,0.0016101-2.4031e-05i,0.0023148-0.00054804i,0.0020608-0.0012621i,0.00060373-0.0013008i,-0.000178-0.00063828i,-0.00017324+0.00051383i,-0.00043578+0.0014244i,-0.00038302+0.00096672i,0.00039112-0.00082401i,0.00051725-0.0020614i,0.00055542-0.0020641i,0.00018392-0.0011277i,-8.5061e-06-0.00074328i,0.00031173-0.0010357i,0.00022243-0.0010595i,-0.00031006-0.00084402i,-0.00075675-0.0002605i,-0.00061416-0.00052485i,-0.00065042-0.00124i
-0.0005359+0.0016542i,-0.0010726+0.00195i,-0.00044225+0.00062742i,0.00058663-0.00083935i,0.00098577-0.0013519i,0.00080155-0.001845i,0.0006074-0.0016954i,0.00030391-0.00079898i,1.6637e-05-0.00046696i,0.00052917-0.00011643i,0.001445+0.000165i,0.0017829-0.00012058i,0.00037873-0.00081712i,-0.001425-0.0012745i,-0.0016428-0.0012261i,-0.00071985-0.00071144i,-0.00065529-0.00083598i,-0.00037597-0.0012122i,-3.1073e-05-0.00053481i,-0.00026704+3.1692e-05i,-0.0003228+0.00059094i,-0.00029523+0.00089934i,9.1444e-05+0.0011119i
-0.00025858-0.0013147i,-0.00059605-0.00047767i,-0.0002035+0.0017631i,-0.00012155+0.0040179i,7.7023e-05+0.0038589i,-0.00026196+0.0021811i,-0.00081305+0.00051491i,-0.0015268-0.00071994i,-0.0019391-0.0011462i,-0.0012203-0.0014198i,-5.7358e-05-0.0011467i,-0.00056054-0.0004325i,-0.0020752-0.00032538i,-0.0017846-7.1141e-05i,-0.0011228+0.00024673i,-0.00084207+0.00074525i,-0.00013688+0.00080359i,0.0010891-6.3614e-05i,0.0015434+0.00047267i,0.0010745+0.00059522i,0.00096678-0.00025902i,0.00074106+0.00024983i,-0.00020909+0.00077697i
0.0024007+0.0016626i,0.003289+0.00056322i,0.0036749+0.00093094i,0.0031556+0.0016043i,0.0034639+0.0018908i,0.0026881+0.0013877i,0.00039566+0.0011419i,-0.00097536+0.00071216i,-0.0011916-0.00019242i,-0.00087367-0.0008719i,-0.0002878-0.0018423i,-0.00018561-0.0015756i,-8.421e-05+0.00021418i,0.0003242+0.0012436i,0.00041928+0.0012313i,0.00067411+0.00093517i,0.00039378+0.00052061i,-2.1454e-06+0.00046959i,0.00018523+0.00061695i,0.00025675+0.00022332i,0.0007311-0.00090955i,0.00094725-0.00059769i,0.00088309-1.266e-05i
-0.0021894-0.00073451i,-0.0029378-0.0005828i,-0.0028696+0.00079156i,-0.00097812+0.00088466i,0.0016497-0.00016393i,0.0030093+0.00026434i,0.0015072+0.0012377i,0.00030343+0.001572i,0.00032114+0.0017388i,2.434e-05+0.0011284i,-0.00037288+0.0006068i,-0.0001553+0.00068175i,0.0006688+0.00073006i,0.0015526+0.0012114i,0.0029968+0.0011011i,0.0032918-0.00023713i,0.0019385-0.0017706i,0.0011784-0.0017984i,0.00071478-0.0013058i,0.00024397-0.0010711i,-0.00048189-0.00049151i,-0.00053039-3.5321e-06i,-9.8997e-05-4.6006e-05i
-0.00026968+0.0015658i,0.00076627+0.0026628i,0.002207+0.0031099i,0.0024317+0.0018366i,0.0027885+0.00029715i,0.0036859-0.0011478i,0.003348-0.00086089i,0.0030987-7.2108e-05i,0.0032078+0.00049766i,0.0015978+0.00066205i,-7.6999e-05+0.00086044i,-0.00026798+0.0010936i,0.00085017+0.00053416i,0.0021141-0.00038243i,0.0017314-0.0013654i,0.00081497-0.0022631i,-0.00036592-0.0028115i,-0.0010314-0.002592i,-0.0001304-0.0018908i,0.00015933-0.001164i,-0.00086452-0.00053012i,-0.0005847-0.00016473i,0.00032007-0.00061447i
0.0024991+0.0020684i,0.00081922+0.0030266i,0.00095988+0.0029909i,0.00067314+0.0017912i,-0.00074528-0.00017344i,-0.001187-0.0018022i,-0.00077738-0.0019957i,-0.00025009-0.00073643i,0.0010112-0.00063159i,0.0016542-0.0016329i,0.00091405-0.0014067i,-0.00015029-0.00048764i,-0.00071502-0.0011353i,-0.00088672-0.0016704i,-0.0011079-0.0016156i,-0.00082783-0.0011309i,-0.00063808-0.0011706i,-0.00085087-0.0012865i,-0.0011886-0.00077i,-0.0012954-0.00030852i,-0.0015833+0.00015833i,-0.0015332+0.00012187i,-0.00068806+0.0003618i
-0.0023197-0.0021782i,-0.0020837-0.0014026i,-0.0028204-0.00010294i,-0.0016625+0.0018637i,-0.00030199+0.0037651i,0.0002011+0.0037395i,-6.2809e-05+0.0019009i,-0.00039185-0.00053134i,-0.00056714-0.0025299i,-0.00088025-0.0033291i,-0.00057652-0.0019507i,-6.6163e-05-0.00021257i,-0.00074771-0.00011175i,-0.0020429-0.00031557i,-0.0020323-0.00038809i,-0.0018326+7.5089e-05i,-0.001476+0.00067293i,-0.00053911+0.0007092i,-0.00037629+0.00018276i,-8.6825e-05+0.00022215i,0.00051931+0.00048539i,-4.2148e-06+0.0002619i,-0.00012259+0.00078193i
-0.00099051-2.3544e-05i,-0.000655-0.0008147i,0.00033904-0.0012112i,0.0012677+0.0011254i,0.0011991+0.00283i,0.00011331+0.0024383i,-0.00056147+0.0015778i,-0.00068271+0.00046297i,-0.001667-0.00091194i,-0.0023735-0.0015818i,-0.0010312-0.0010674i,0.00018069-0.0010209i,-0.00036722-0.00052005i,-0.0016184+0.0013892i,-0.0018271+0.0023283i,-0.00029705+0.0012786i,0.0008218+0.00041042i,0.00061506+0.0011251i,0.00033604+0.0012921i,0.00055865+0.0010229i,0.00047242+0.00094685i,0.00074219+0.0010233i,0.00074502+0.0010976i
-0.0014572+0.00083094i,-0.00034337+0.0012199i,-0.00013437+0.0018125i,0.0012277+0.0024659i,0.0036259+0.0023743i,0.0051831+0.0015557i,0.003382+0.0013168i,-5.1232e-05+0.0015856i,-0.0011762+0.001428i,-0.00071435+0.0012581i,-0.00037784+0.00028771i,-9.7846e-05+4.1419e-05i,0.00014115+0.001191i,0.00023617+0.0024581i,0.0018103+0.0026022i,0.0033221+0.0021903i,0.0025714+0.0013741i,0.00097703-0.00015413i,0.00079835-0.00098561i,0.00074345-0.0010295i,0.00064717-0.0015273i,0.00085958-0.0019647i,0.00073963-0.0011563i
-0.0010061+0.00018269i,-0.00082469+0.0010867i,-0.00099811+0.00057634i,0.00042027-0.0003817i,0.0025728-0.00084981i,0.0036668-0.0015763i,0.0025104-0.0015673i,0.00042514-0.00059562i,0.00027574+0.0010563i,0.00063251+0.0020946i,0.00020866+0.0017739i,-0.00051909+0.00040018i,-6.253e-05+0.00021632i,0.0019303+0.00074982i,0.0036148+0.00047118i,0.0025762-0.00087419i,0.0014258-0.0017805i,0.00077453-0.0017673i,0.00063135-0.0016106i,0.0011143-0.0020944i,0.00029911-0.0018812i,-0.00057571-0.00099135i,-0.00022763-0.00038847i
-0.0011714+0.00048329i,-0.00089814+0.00059921i,-6.2994e-05+0.0014587i,0.00032827+0.00091955i,0.00024973-0.00023428i,-0.00024625-0.0015661i,-7.1901e-05-0.0020729i,0.00092855-0.0011295i,0.0021444+7.8067e-05i,0.0026314+0.00035634i,0.0016274-0.00018227i,0.00069535+7.1428e-06i,0.00018653-0.00038611i,0.00055664-0.0014409i,0.00049192-0.0017537i,-3.7605e-05-0.0020956i,0.00030967-0.0026444i,0.00034561-0.0026794i,4.2138e-05-0.0022867i,-0.00019334-0.0017395i,-1.1704e-05-0.0010274i,0.00035827-0.00041519i,0.00057615-0.00023679i
0.0019442+0.00040912i,0.0034305-0.00055522i,0.0031856+0.00010575i,0.0008177+0.0014136i,-0.00028166+0.0022183i,-9.6047e-05+0.0016765i,5.4812e-05+0.00075402i,0.00026355-0.00043139i,0.0011762-0.0018508i,0.0020172-0.0033766i,0.001732-0.0029658i,0.0013478-0.00096596i,0.00077392-0.00071065i,-0.00048091-0.0020299i,-0.0019386-0.0028721i,-0.0027444-0.002073i,-0.0026292-0.00043244i,-0.0023193-2.3385e-05i,-0.0022314+0.00020142i,-0.0015616+0.00021163i,-0.00078036+0.00014258i,-0.00059918+0.00028315i,-0.0011876-0.00016666i
-0.00091201-0.0019163i,-0.0018465-0.0018048i,-0.003778-0.0017734i,-0.0028126+0.00063172i,-0.00023248+0.0046157i,0.0014376+0.005751i,-7.9872e-05+0.0031734i,-0.0023802+0.00066707i,-0.0024748-0.0010973i,-0.0017789-0.0013723i,-0.0012071-0.0010714i,-0.00063549-0.00040891i,-0.0013512+0.00060613i,-0.0022654+0.00031925i,-0.0022117+0.00067512i,-0.0012403+0.00092504i,0.00011965+0.00049213i,0.00069121+0.00043185i,0.00057553+0.00033316i,0.0008389+0.00073122i,-2.4935e-05+0.0020017i,-0.00095748+0.0011073i,-0.00065364-0.00048081i
-0.00023355+0.0014872i,0.00039654+0.002158i,0.0010647+0.0023668i,0.0022021+0.00089412i,0.0037729-0.00086393i,0.0035247-0.0014741i,0.0013253-0.0007466i,-0.00023537+0.00064217i,-0.00055613+0.0023382i,-0.00080788+0.0020529i,-0.00059747+0.00074584i,0.00014823-0.00025421i,0.00012283+6.9245e-05i,-0.00057142+0.00096265i,0.00021555+0.00090426i,0.00088034+0.000868i,0.00030419+0.00090623i,0.0003248+0.00015699i,0.00041938-0.00058664i,0.00045333-0.00075722i,0.00037842-0.00052935i,-5.9939e-05+0.00031378i,-0.00023056+0.00096277i
0.00051238+0.0021211i,0.00034167+0.0027831i,0.00016543+0.0031208i,0.0016118+0.0023803i,0.002755+0.0005028i,0.0029487-0.00085068i,0.0024036-0.00069971i,0.0022019-0.00014552i,0.0014174+0.0014573i,0.00046479+0.0022112i,7.4555e-05+0.00088359i,0.0001799-0.00017957i,0.0013167+0.00027148i,0.002177+0.00073493i,0.002275+0.00087394i,0.001953+0.00033948i,0.0015268-0.00080318i,0.0011787-0.0019245i,0.00092761-0.0026949i,0.0015167-0.0020189i,0.0012604-0.00047997i,0.00053298+0.00028412i,0.00078678+0.0007102i
