-0.00099216+0.0034221i,-0.00085846+0.001256i,-0.0018183-0.00042881i,-0.0012142-0.0017124i,-0.0012489-0.0016686i,-0.0010726-0.001062i,-0.00074145+4.428e-05i,-0.00069043+0.0011475i,-3.069e-05+0.00080505i,0.0005908-0.00039141i,0.0010682-0.00043287i,0.00063677+0.00039585i,-0.00010215-3.1368e-05i,4.2953e-06-0.00027056i,0.00012832+0.00010149i,0.00023777+0.00030847i,-0.00013183+0.00027027i,-0.00025919+6.835e-06i,0.00012522-0.00063336i,0.00057928-0.00092547i,0.00013299-0.0004727i,-0.00065163-0.0007789i,-0.00041831-0.0009841i
0.00066966-0.0026704i,0.00051652-0.0029813i,-0.0010516-0.0020724i,-0.0022689-0.0020341i,-0.0022598-0.0019004i,-0.00034883-0.00083155i,0.00079188-0.0006572i,-6.2313e-05-0.00077432i,-0.00042295-0.00076445i,-0.00047176-0.00084234i,-0.00069715-3.8252e-06i,-0.00027207+0.00063916i,0.00010188+0.0006865i,-0.00085352+0.00049929i,-0.0014886-6.5928e-05i,-0.00064234+1.3179e-05i,-0.00038129+0.00014168i,-0.00065686-4.1156e-05i,-0.00071906+0.00076901i,-0.00013137+0.00076703i,0.00015057+5.5289e-05i,5.9084e-05+0.00011578i,5.8383e-06+0.00079768i
0.00041079-0.00031579i,0.0002306-0.00025918i,0.00090043-0.00045852i,0.00033625-0.0018196i,-0.0012629-0.0016463i,-0.00095903-0.00073173i,-7.315e-05-0.00076127i,-0.00017928-0.00026972i,-0.00076285+0.00021599i,-0.0016528+0.00010366i,-0.0013703+0.00040871i,-0.00074206+0.00055393i,-0.00051542+0.00025902i,-0.00095828-0.00019402i,-0.0013182-0.00049698i,-0.00038153+0.00018748i,0.00053122+0.00079288i,0.0002095+0.0006223i,-0.00014728+0.00041776i,-0.00021415+0.0005798i,-0.00049126+0.00027147i,-0.0004478-0.00013461i,7.6747e-05+0.00024209i
-0.0017697+4.2092e-05i,-0.0013301-0.00026785i,-0.0013389-0.0006668i,-0.00076351-0.0011295i,-0.00060833-0.0014287i,-0.0011195-0.001152i,-0.0014593-0.00058928i,-0.00077544-0.00044917i,-0.00011164-0.0004819i,3.5955e-05+0.00023003i,0.00019462+0.00062864i,-0.00013915+0.00061295i,-0.00041504+0.00064343i,-0.00036715-0.00018905i,-0.00091151-0.00059509i,-0.00072679-0.00089659i,0.000145-0.00084134i,0.00068706-0.00027813i,0.00055204+6.9533e-05i,0.00019265-0.00025406i,-0.00011353-0.00057766i,-0.00024135-0.00058718i,0.00048983-0.00035997i
-0.0018681+8.8828e-05i,-0.00074548-0.00025086i,-0.00093354+0.00046009i,-0.00033511+0.00071255i,-2.6303e-05+2.6347e-05i,-0.00011838-0.00025901i,0.00038401-0.00048161i,0.00074963-0.00099615i,-0.00017725-0.00052368i,-0.00021345-0.00017932i,0.0005746+0.00028216i,0.0006691+0.0012355i,4.5715e-05+0.001275i,0.00043698+0.00052181i,0.00073407+1.8315e-05i,0.00031308+8.9297e-06i,0.00043218-9.7411e-06i,0.00029042+0.00058363i,-5.4956e-05+0.00087912i,-2.7468e-05+6.7639e-05i,0.00032566+2.1087e-05i,0.00056922-0.00011882i,0.00036887-0.00065331i
0.00085669-0.0017509i,0.00063952-0.001745i,-0.00018149-0.0017434i,-0.0014253-0.0015919i,-0.00193-0.0016884i,-0.0010934-0.000644i,-4.7982e-05+0.00051292i,-6.5792e-05+0.00069048i,-0.00049746+3.5171e-05i,-0.00064625-0.00023089i,2.0075e-05+0.00028418i,0.00068071+0.00014683i,0.00014441-0.00034687i,-6.2331e-05+6.5866e-06i,0.00048529+0.000508i,0.00017569+0.00055663i,3.4085e-05+0.00078038i,0.00058048+0.00083592i,0.0012686+7.0888e-05i,0.00053146-0.00022523i,-0.00054103-0.00044696i,-0.00071054-6.9468e-05i,-0.00030624+0.0011102i
0.0010881+0.0013751i,0.0020856+0.0017576i,0.0015594+0.00047143i,0.0015847-0.0012908i,0.00048484-0.0019838i,-0.00025005-0.0016338i,0.00045885-0.001034i,0.00071042-0.00046473i,0.00046639-2.0979e-05i,0.00013248-0.00077113i,0.0007255-0.0017303i,0.00083688-0.00096809i,0.00027047+0.00048222i,-3.8255e-06+0.00049456i,0.00021766+0.00016371i,0.00020576-0.00010627i,3.5529e-05-0.00020786i,0.00040953-4.6272e-05i,0.0004815+0.0002296i,0.0003377+3.8694e-05i,0.00091218-0.00051063i,0.0012407-0.00025618i,0.00044786+0.00042251i
-0.0011937+0.00090953i,-0.0018992+0.00014467i,-0.0013052-0.00048958i,-0.00069634-0.00091665i,-0.001682-0.0015669i,-0.0018321-0.0020301i,-0.0010207-0.0013664i,-0.00048087-0.00088156i,-0.00040919-0.0010362i,-0.00043999-0.00065549i,-0.00042802-8.9865e-05i,0.00033563+2.5505e-05i,0.00096401+0.00048364i,-1.5398e-05+0.00068179i,-0.00073592+0.00042076i,-0.00053661+0.00027616i,0.00017003-0.00019886i,0.00032876-0.00068797i,-0.00035605-0.00073264i,-0.00018162-0.00031061i,0.00040913+0.00021852i,7.2169e-05-0.00013955i,-0.00059752+0.00019194i
0.001779-0.00010521i,0.0028633-0.00026257i,0.0032355-0.0011508i,0.0019016-0.0018145i,0.00064962-0.0010562i,0.00072137-0.00054278i,0.00096021-0.00081894i,0.0012572-0.001196i,0.00084058-0.00085706i,6.9146e-05-0.00042868i,0.00036297-4.4069e-05i,0.00023295+0.00014607i,-2.0545e-06-0.00011316i,0.00025435+0.00043359i,0.00031895+0.00088244i,0.00059998+0.00031048i,0.00073269-0.00042935i,0.00057392-8.3642e-05i,0.00046868+6.2923e-05i,4.7794e-05+4.6449e-05i,-0.00050122+0.00065126i,-0.00087817+0.00090566i,-0.00095563+0.00012i
0.0003683+0.00055382i,0.00064204+1.896e-06i,4.0688e-05-0.00068281i,-0.001297-0.0012247i,-0.0014201-0.0014756i,0.00021828-0.00073481i,0.00078765+9.5517e-05i,0.00021899-0.00011584i,0.00018018-0.00093632i,0.00025526-0.00021344i,-0.00049434-6.4493e-05i,-0.00037311-0.00068244i,-0.00029098-0.00022012i,-0.000205+2.4882e-05i,8.9744e-05-0.00028086i,0.0001709-0.00044538i,0.00063957-0.00052737i,0.00047531-0.00047329i,0.00030414-0.00016972i,0.00046193-2.5533e-05i,0.00046684-5.1035e-05i,4.8823e-05-0.00020063i,-0.00028918-0.00025961i
0.0024849-0.00019646i,0.0022786-0.00073689i,0.0026368-0.0013161i,0.001617-0.0022888i,-0.0004361-0.0030233i,-0.0004054-0.0018516i,0.00049544+0.00011483i,0.00079287+0.00016308i,0.00070023-0.00035771i,0.00047004-0.00057586i,0.0001712-0.0005798i,-8.3317e-05-9.1074e-05i,-0.00025743+0.00087411i,-0.00055091+0.00036708i,-0.00020541-0.00020794i,0.00024483+0.00012701i,-0.00073454+0.00032726i,-0.0016211-0.00032299i,-0.00082531-0.0007976i,-0.00029669-0.00036981i,-0.00028646-0.00017588i,-0.00079231-0.00015055i,-0.00073028+8.1012e-05i
-0.0013618-0.0012917i,-0.00068487-0.00074104i,-0.0010473+0.00037659i,-0.0013072+0.00058087i,-0.00089646+0.00010042i,-0.00094424-0.00032547i,-0.00085694-0.0003169i,-0.00020876+0.0005306i,-0.00046825+0.00090261i,-0.0011863+0.00069377i,-0.00080709+7.7195e-05i,-0.00029941-0.00050916i,0.00011434-0.0006934i,0.00055994-0.0003413i,0.000235+0.0010308i,-9.1406e-05+0.0015105i,0.00015664+0.0004204i,0.00032128-0.00071997i,0.00049787-0.00063965i,0.00045-0.00023847i,-6.312e-05+0.00036185i,-0.00048115+0.0006759i,-0.00017656-8.7962e-05i
0.0015914-0.00077087i,0.0020536-0.0020464i,0.0017309-0.0031144i,0.00064494-0.0031512i,-0.00033937-0.0028219i,-0.00042565-0.0012146i,0.00036648+0.00011854i,0.00099767-0.00015757i,0.00022401-0.00027463i,-0.00075144+0.00026245i,-0.001025+0.00038358i,-0.00082206+0.00031284i,-0.00032915+0.00018641i,-1.3452e-05-0.00033018i,-0.00052801-8.3243e-05i,2.6755e-05-0.00011095i,0.0012532-0.00052818i,0.0008239-0.00070914i,6.3785e-05-0.00041213i,0.00039855-9.325e-05i,0.00084575+0.00019379i,0.00079128-5.8998e-05i,0.00033651-0.00051483i
-0.00083612+0.0001288i,-0.0010163-2.9922e-05i,-0.00084939-0.00014227i,-0.0010308-0.00086422i,-0.00065645-0.00030494i,-0.00027334+0.00021351i,-0.00017579-0.00044961i,4.4956e-06-0.0003979i,-0.00032616-0.00014904i,-0.00080612-9.4155e-05i,-0.00050297-0.00018573i,0.0004237-3.799e-05i,0.00090628+0.00042993i,0.00067505+0.00012286i,0.00027993-0.00022587i,-6.9393e-05-0.00068781i,-0.00083528-0.00082897i,-0.00052813-0.00025999i,0.00093632+0.00014172i,0.0011336-9.4394e-05i,-0.00025462+6.9324e-05i,-0.00071338+0.00068434i,-7.4394e-06+0.00077307i
0.00031706+0.0019905i,0.00080537+0.00081868i,0.00052326-0.00055433i,-2.8125e-05-0.0013686i,-0.00065643-0.0018215i,-0.00086489-0.0016349i,5.3166e-05-0.00098847i,0.00098708-0.0010561i,0.00014498-0.0010995i,-0.00054853-0.0014274i,-0.00012719-0.0010687i,7.1365e-05-0.00041482i,-0.00052524-0.00065016i,-0.00081466-0.00051742i,-0.00052038-8.4277e-05i,-0.00033733-0.00034067i,0.00015484-0.00054112i,0.00017439-0.00076008i,2.9577e-05-0.00070592i,0.00035859-0.00086094i,0.00026569-0.00081433i,0.00033784-0.00039071i,0.00053978-0.00087801i
-0.0013895+0.0009596i,-0.001354+0.00072561i,-0.00044935+0.00033455i,1.37e-05-0.00090526i,-0.00049628-0.001835i,-0.00082865-0.0021851i,-0.0012446-0.0022312i,-0.0010044-0.0015196i,-0.00072243-0.0012268i,-0.00082093-0.00057423i,-0.00035343+0.00026178i,-0.00034417+0.00041224i,-0.0007243+0.0006729i,-0.0006438+0.0010502i,-0.00020834+0.00042298i,-4.8031e-05+0.00021372i,0.00040616+0.000498i,0.0003346+0.00048697i,-0.00012787+0.00055076i,3.332e-05-0.0002583i,0.00026253-0.00014733i,0.00027417+9.8133e-05i,-1.582e-05-3.9254e-05i
-0.0012858-0.0010953i,-0.001167-0.00070487i,-0.0018522-0.00071131i,-0.0022001-0.00051668i,-0.0024377+0.00066107i,-0.0023734+0.00082465i,-0.00071733-0.0002043i,0.00062018-0.00046583i,0.00027392+0.00035277i,0.00033215+0.0015986i,0.001252+0.0013133i,0.00082328+0.00046667i,-0.00033684+0.00031403i,-9.1633e-05-0.00011386i,0.00056772-0.00054381i,-0.00011979-2.2641e-05i,-0.00071045+0.00037365i,-0.00040345-4.0189e-05i,0.00041306-0.00068416i,0.00089943+0.00034861i,-0.00018191+0.00097089i,-0.00034771+0.00019286i,0.00052038-0.00051117i
0.0013075-0.00067232i,0.0021871-0.00050289i,0.0017414-0.0017028i,-0.00036679-0.002641i,-0.0016073-0.0015841i,-0.0014699-0.00026747i,-7.5613e-05-0.00017363i,0.0010734-0.00014039i,0.0010544-0.00063839i,0.000819-0.0014073i,0.00021961-0.00087171i,-0.00026587+0.00039449i,-0.00076639+0.00041125i,-0.00042376-0.00066476i,-4.3541e-05-0.00097486i,-0.00049552-0.00055752i,-0.00047288-0.00033831i,8.2175e-05-0.00037585i,0.0003329-0.00024172i,-1.7306e-05-0.00025835i,-0.00019696-0.00042491i,-0.00046505-0.00027416i,-0.00055042-0.00034208i
-0.00061674+0.0010112i,-0.00037578+0.00070669i,0.00041386+0.00056599i,0.0013466+0.00021485i,0.00094585-0.00030798i,0.00041116-0.00080693i,-0.0001246-0.00074689i,-0.00019808-0.0003686i,0.00068187-0.00050543i,0.0010537-0.00050141i,0.00033611-0.00015387i,-0.00013688-5.458e-05i,-0.00041801+8.2608e-05i,-0.00054981+0.00013275i,-0.00074295+1.7771e-06i,0.00013269-0.00044428i,0.00085231-0.00023681i,-0.00016192-0.00012806i,-0.00092717-0.00041633i,-0.00057016-0.00094935i,0.00055491-0.00046021i,0.0010783+0.00051775i,9.4933e-05+0.00022127i
0.00050497-0.00061724i,0.00055244-0.00089107i,0.00014637-0.001485i,-2.7377e-05-0.0025693i,4.5286e-05-0.0016993i,0.00065174-0.00023712i,0.0013691-0.00037284i,0.0006932-0.00034959i,-0.00054242+2.2788e-05i,-0.0010587-0.00031063i,-0.00045379-0.0006671i,5.7013e-05-0.00026568i,2.5187e-05+0.00037381i,-0.0002839+0.00058005i,-0.00055072+0.00029222i,0.00012209+7.9809e-06i,-1.7113e-05-0.00021849i,-0.0005183+0.00038727i,-0.00021528+0.0011436i,-0.00058712+0.0012261i,-0.0010732+0.0010737i,-0.00065445+0.00069917i,0.00051869+0.00084133i
5.1863e-05-0.0030674i,-0.00023275-0.001818i,-0.00087071-0.0010168i,-0.0017581-0.0010103i,-0.0017277-0.0018878i,-0.00072987-0.0018502i,-0.00057363-0.00060304i,-0.00089278-0.00016257i,-0.0005725+0.00055062i,-0.00044102+0.00090257i,0.00033353+0.0013171i,0.00066322+0.0019607i,0.00033377+0.0016671i,9.7355e-05+0.00083065i,-1.7258e-05-0.00016401i,8.2523e-05-9.9294e-06i,0.00020952+0.00032207i,0.00088439+0.00042552i,0.0010358+0.000548i,0.0003904+0.00074462i,-0.0004909+0.0006997i,-0.0011116+0.00041805i,-0.0005929+0.00078663i
0.0028451+0.00048187i,0.0014937-0.00057439i,2.4026e-05-0.0019681i,-0.0011114-0.0027481i,-0.0015677-0.0023168i,-0.00094189-0.0012167i,-0.00045724-5.0422e-05i,-0.00026194+0.00026654i,-0.00033395-0.00062581i,-0.00022082-0.0011019i,0.00021696-0.0003678i,8.569e-05-1.396e-05i,-0.00055528-0.00057971i,-0.00059736-0.00095179i,-0.0005861-0.00049019i,-0.0014133-0.00036563i,-0.00109-0.00084525i,-0.00045671-0.00055178i,-0.00060708-0.00044555i,-0.00082621-0.0003939i,-0.00041882-0.00026587i,-8.4218e-05-0.00013186i,-2.8508e-05-0.00013162i
-0.00091015-0.0007354i,-0.00036497-0.00050068i,-0.00070647+0.00015035i,-0.00087758-7.2913e-05i,-0.0009038-0.00082736i,-0.0011745-0.00086618i,-0.00037492-0.00063547i,0.00077925-0.00029748i,0.00049789+0.00025035i,-0.00029825+0.00068575i,0.00010411+0.00034783i,0.00054823-9.896e-05i,0.00010209+5.9187e-05i,-0.0003589+0.00067811i,-0.00058322+0.00025528i,-0.00058012-0.00051953i,-0.00025015-0.00050858i,0.00031662-0.00059591i,-9.1863e-06-0.00072941i,-0.00050914-0.00082596i,-0.00030309-0.00019359i,-2.6501e-05-0.00032772i,0.00017014-0.0012033i
-0.00024673-0.0011381i,6.5919e-06-0.0019755i,0.00025845-0.0028601i,-0.00083248-0.0027046i,-0.0018396-0.0012604i,-0.0010207-0.00017208i,0.00035226+5.8666e-05i,0.00089423-0.00012255i,0.00022069-0.00034562i,-0.00021061+0.00015378i,0.00050012+0.00071574i,0.0010329+0.00058439i,0.00028506+0.00036949i,-0.00060172+0.00031869i,2.8375e-05-0.00011676i,-1.0254e-05+0.00013606i,-0.00046359+0.00049632i,-0.00050446+0.00013313i,-0.00037099-0.00051318i,0.00013581-0.00096647i,0.00038743-0.00038804i,-1.7176e-05+0.00015907i,-0.00023739-0.00035272i
-0.0012114-0.00060235i,-0.00066082-4.6014e-05i,-0.00080621+0.00013234i,-0.0013503-0.00022543i,-0.0013884-0.0010379i,-0.00080921-0.001704i,-0.00068367-0.001615i,-0.0011472-0.00085045i,-0.00067009-9.0665e-05i,-0.00018911+0.00082208i,-0.00017649+0.00068713i,-4.8508e-05-0.00026354i,0.00052986-0.00020917i,0.00087234+4.8954e-05i,0.00011319-4.085e-05i,0.0003046-3.6821e-05i,0.0011298-0.00012464i,0.0012191-1.1909e-06i,0.0012603+0.00046885i,0.0011166+0.0015201i,0.0001099+0.00082838i,-0.00028244-0.00023635i,0.00028987-0.00029826i
0.00066833+0.00023887i,0.00031057+0.00028013i,-0.00034341-0.0011783i,-0.0014289-0.0023855i,-0.0019208-0.0018375i,-0.0010165-0.00073754i,1.4501e-05-0.00084837i,-0.00023621-0.0011325i,-0.00042601-0.00093943i,-0.00079506-0.0004704i,-0.0010124-0.00010344i,-3.3774e-05+0.00015967i,0.0010218+0.00018754i,0.0011133+0.00039051i,-0.0001545+0.0002527i,-0.0010262+0.00013189i,-0.00010752-0.00048439i,0.00095018-0.00086135i,0.00080416-0.00053212i,-0.00010381-0.00040135i,-0.00048559-0.00062088i,-5.7369e-05-0.00049076i,-3.8152e-05+0.0001934i
-0.00074401+0.0012914i,0.00099974+0.0010883i,0.00066681+0.00087241i,-0.00057617+0.0001179i,-0.0012729-0.00089607i,-0.00076496-0.0012659i,-3.3079e-05-0.0014736i,0.00018881-0.0011732i,0.00056194-8.7939e-05i,0.00092797+0.0003103i,0.00063904+7.3251e-05i,5.0394e-05+0.00014637i,-7.0884e-05+4.2158e-05i,-0.00014271-0.00060878i,4.1988e-05-0.0009379i,0.00045204+6.5715e-05i,-6.3063e-05+0.00057481i,-0.001318+0.00082029i,-0.0024827+0.00087478i,-0.0021458+7.4022e-05i,-0.0011225-0.00055214i,-0.0002734-0.00085064i,0.00042936-0.0008125i
0.002066-0.0014363i,0.0015348-0.0028731i,0.0015222-0.0041363i,0.00017468-0.0041485i,-0.0015127-0.0035286i,-0.0021537-0.002517i,-0.0012225-0.0016462i,7.3353e-05-0.00057772i,-0.00012947+0.00040423i,-0.0010651+0.00074087i,-0.00067625+0.00037038i,-9.7543e-05-0.00037637i,-0.00053287-0.00085348i,-0.00093072-0.00098054i,-0.00034167-0.00076205i,0.00036077+1.3621e-05i,0.00021623+0.0001577i,-6.3291e-06-0.00038182i,0.00010326-0.00032636i,-4.662e-06-6.6694e-05i,-0.00016994+0.00045378i,-0.00010879+0.00037277i,-0.00061112+4.121e-07i
-0.0015592+0.00010961i,-0.00072905+0.00079594i,-0.00049348+0.0018156i,-0.00052917+0.00032872i,-7.8398e-05-0.001064i,0.00052256-0.00072266i,0.00086148+7.2155e-05i,0.000579+6.5889e-05i,-0.00017071-2.2159e-05i,-0.00063002+0.00085057i,-5.3684e-05+0.0015054i,0.00038771+0.00079639i,0.00041103-0.00065352i,0.00056405-0.00093873i,0.00013198-0.00042728i,0.00031322-0.00010952i,0.00037798-0.00021519i,0.00040134-0.00058676i,0.00076472-0.00078968i,0.00024711-0.00073846i,-0.00022406-0.00079457i,-0.00048994-0.00055305i,-0.00022414-0.00024154i
0.00058553+0.00033459i,7.0665e-05-0.00041435i,-0.00067052-0.0021514i,-0.0014042-0.0030414i,-0.0017437-0.0026648i,-0.0010517-0.0013105i,-0.00047865-0.00013057i,-0.00012918-9.4967e-05i,8.5781e-05-0.00038688i,-0.00048654-0.00027125i,-0.0006614-0.00035853i,-0.00019049-0.00030515i,0.00075143+0.00048248i,0.00058531+0.00050184i,9.7558e-05+0.00063487i,-0.00035803+0.0010176i,-0.00025391+0.00022006i,0.00027455-0.00072814i,0.00037388-0.00075281i,0.00049428+8.0066e-05i,0.00044788+0.00024995i,0.00012975+0.0001214i,-2.2329e-05+0.00012285i
-0.00075259+0.0017437i,0.00043487+0.00029723i,0.0012172+0.0003866i,0.00085055-0.00055834i,-6.9487e-05-0.0018171i,-0.00056891-0.0016838i,9.9789e-05-0.00036809i,0.00056719+0.00050184i,0.00070879+0.00055564i,0.0013057+7.9908e-05i,0.0017357-0.00059009i,0.0011185-0.00055417i,-0.00038259-0.00052795i,-0.00022291-0.00010198i,0.00017066-0.00016873i,-0.00025045-0.0012416i,-0.00081149-0.0012473i,-0.00022462-0.0008806i,0.0007208-0.0014429i,0.00015436-0.0012297i,-0.00072278-0.00058661i,-0.00067737-0.00029594i,-0.00025481-0.00011145i
-0.0002337-0.0014402i,-0.00052176-0.00048329i,-0.0014113-0.00069136i,-0.0015622-0.0015309i,-0.00050641-0.0011808i,-0.00015419-0.000235i,0.00051333+0.00011339i,0.0010596+5.4653e-06i,0.00033787+0.00020504i,0.00034801+0.00063841i,0.00073782-0.00012666i,0.00081737-0.00046778i,0.00050179-6.1777e-05i,-3.3441e-05+9.9348e-05i,-0.00032905+0.00018196i,-0.00039017+3.5591e-05i,-0.00058031+7.2733e-05i,-0.00078545+0.00013572i,-0.00056007-0.0001416i,-0.00027836-0.00048014i,0.00036142-0.00013563i,0.0004128+0.00019181i,-0.00033035-0.00034956i
0.00035157+0.0009158i,2.024e-05+0.00062345i,-0.00033614-0.00027344i,-0.00040455-0.00071614i,-0.0003891-0.0012257i,-0.00037655-0.0010706i,-0.00065434-0.00016158i,-0.00067831+0.00028084i,1.0088e-05+0.00036053i,1.646e-06+0.0005718i,8.8142e-05+0.00034699i,0.00090485-4.0939e-06i,0.00066833-0.00028963i,0.00019021-0.00040781i,0.00042233-0.00046965i,-0.00030363+5.8992e-05i,-0.0011344+0.00038253i,-0.00059377+0.00037185i,2.2903e-05+0.00057887i,-7.6802e-05+0.00018352i,-0.00021704-8.7043e-05i,-9.4686e-06+0.00056192i,-5.8499e-05+0.0010875i
-0.00037772+0.00023696i,-0.00088563-0.00047397i,-0.0009918-0.00091814i,-0.0016755-0.0015074i,-0.0015352-0.001116i,-0.0018026+0.00032225i,-0.0011007+0.00074164i,0.00014776+0.00017979i,1.6349e-05+0.00016325i,9.2952e-05+0.00022852i,0.00054151+0.00020298i,0.00046446+0.00068315i,1.1961e-05+0.00054075i,-0.00028355-1.3503e-05i,-0.00037583-0.0008042i,-0.00070746-0.0005785i,-0.00057573+0.00054607i,0.00038157+0.00074871i,-2.6972e-05-0.00033864i,-0.00064925-0.00036098i,-0.00095988-4.8527e-06i,-0.0012394-6.2123e-05i,-0.00061273+8.3629e-05i
0.0024811-0.0018969i,0.0023843-0.0019666i,0.0020786-0.0015377i,0.00050925-0.0012066i,-0.001366-0.0012331i,-0.0015423-0.0011063i,-0.001202-0.00044747i,-0.00050362-0.00013289i,-0.00011471+0.00022007i,-0.00057564+0.00035887i,-0.00036579+0.00049454i,0.00034747+0.00050108i,0.00037916-0.00013317i,0.00054398-0.00067754i,0.00037159-0.00034642i,-8.4179e-05+0.00012893i,-9.1081e-05-0.00024921i,0.00046738-0.00033594i,0.00099262+4.4777e-05i,0.00078851+0.00013545i,0.00050276-0.0003452i,0.0002475-0.000685i,0.00027978+0.00019501i
0.00084866+0.00095623i,0.00082035+0.0011439i,0.00080127-0.0003814i,-0.0007386-0.001335i,-0.001581-0.00062531i,-0.00059042-0.00047929i,0.00027675-0.00054286i,0.00016572-0.00018698i,0.00045813+5.3182e-05i,0.0010179+0.00024103i,0.00039189+0.00013123i,-1.6022e-05+0.00028387i,0.00016741+0.00031809i,-8.2168e-05+0.00058857i,-7.7182e-05+0.00010228i,0.0004817-0.00090061i,0.00037274-0.0010914i,0.00027126-0.0010211i,0.00021235-0.00016903i,-0.00047793+5.4649e-05i,-0.00085084+3.846e-05i,-0.00095036-0.00010636i,-0.00046452+4.6644e-05i
0.0020893+0.0019709i,0.0024357+0.00078447i,0.0035653-0.00051439i,0.0024464-0.0016001i,0.00087203-0.0012634i,-0.00015684-0.00060567i,-3.7741e-05-0.00055769i,0.00045138-0.0010263i,0.00024025-0.00077832i,-0.00023409-0.0011553i,-1.4492e-05-0.0015275i,0.00010474-0.0013563i,-0.00019815-0.00094331i,-0.00050802-0.00072563i,-0.00019332-0.00081021i,-0.00027096-0.00063864i,-0.00032379-0.00064209i,0.00025484+0.0001309i,0.00011802+0.00073316i,-0.00019744-0.00016005i,-0.00053465-0.00074909i,-0.00046939+8.5509e-05i,-0.00037668+0.00097004i
-0.0005941+0.00060232i,-0.00053776+0.00070647i,-0.00091709+0.00015162i,-0.00090801-0.0010745i,-0.0010112-0.0016761i,-0.0006454-0.0012703i,-8.4306e-05-0.00076596i,-0.00020184-0.00043339i,-0.00020407+2.4695e-05i,0.00050618-0.00028076i,0.0009908-0.00037344i,-2.6402e-05+0.00014427i,-0.00059453+0.00050119i,-0.00036021+0.00017943i,-0.00010222-0.0004953i,-2.8392e-05-0.00012487i,-0.00024792+0.0004197i,-0.0002128-0.00042366i,8.5242e-05-0.00095271i,9.6714e-05-0.00036081i,0.00015818+1.0602e-05i,0.00047265-0.00044152i,0.00084948-0.00064888i
0.0019934+0.00086284i,0.0025199-0.00025405i,0.0012216-0.0022977i,-0.00042824-0.0024706i,-0.0014128-0.0018433i,-0.0007781-0.0015443i,0.00024826-0.0012696i,-0.0003381-0.00081047i,-0.00089458-0.00016815i,-0.0010231+0.00011089i,-0.00053052+0.00011116i,0.00010031-0.00028049i,0.00073122+0.00017009i,0.00052231+0.00090896i,5.8592e-06+0.0006114i,9.3406e-05+0.0004757i,0.00011176+0.00017977i,-0.00032965+0.00011537i,-0.00013262+0.00019471i,0.00024953-0.00018897i,0.00056621-0.00021442i,0.00054852+9.1331e-05i,0.00030946+0.00059624i
0.00061408+0.0010423i,0.0010059+0.00060068i,0.0010814+0.00063045i,0.00017922-0.0010341i,0.00012878-0.0017257i,6.561e-05-0.0010948i,-0.00046732-0.00088762i,-0.00067286-0.00041425i,-0.00063043-0.00030257i,0.00010821-0.00028671i,0.00076217-0.00011126i,-5.5905e-05+0.00031976i,-0.00056971+0.00010656i,-0.00038005+0.00026851i,-0.00058852+0.00060946i,-0.00066369+0.00032341i,-0.00049108-0.00015364i,-0.00063793+0.00021424i,-0.00027604+3.9546e-05i,0.00081625-0.00020624i,0.00067688+0.00037076i,-0.00024836+0.00060982i,-0.00039822+1.5891e-05i
-0.00023881+0.0012702i,-0.00045562+0.0015758i,-0.00035169+0.0007043i,2.5998e-05-0.0011382i,0.00030655-0.00086411i,-0.00026741-0.00017638i,-0.00031901-0.0004853i,-0.00020784-0.00040934i,0.00021239-0.00013197i,0.00075172+6.4248e-05i,0.00044798+0.00024921i,0.0003594+0.00022819i,0.00067647+1.5425e-05i,0.0001863-0.00031405i,-0.00036523-0.00041461i,5.7034e-05-0.00066514i,0.0002576-0.00051428i,-3.8559e-05-0.00025554i,-5.8171e-05+0.00021391i,-0.00022316+0.00024381i,7.4592e-05-0.0005418i,0.00070593-0.0013595i,0.00038821-0.00084412i
-0.00093776+0.0020039i,-0.0003128+0.00021069i,0.00035253-0.00081619i,0.00065633-0.0016849i,0.0013495-0.0018937i,0.00065652-0.0010571i,-1.058e-05-0.00027917i,0.00058825+0.00047722i,0.00027932+0.00076563i,1.8133e-05+0.0003716i,4.13e-05-0.00026761i,-0.00015031-0.00027573i,0.00036407+0.0003588i,0.00043492+0.00037978i,-1.1034e-05+7.0797e-05i,-0.0002188-0.00027528i,0.00028013-0.0002171i,-0.00020026-0.00011577i,-0.00049432-0.00059752i,8.7427e-05-0.0004758i,9.8004e-05+0.00037723i,0.00021521+0.0004853i,0.00023017-7.7009e-05i
0.0017545+0.00018371i,0.0016342-0.00066074i,0.00057882-0.0013534i,-0.00067155-0.0014263i,-0.0011531-0.0010952i,-0.001454-0.00097992i,-0.00067844-0.0015808i,-0.00011733-0.0016837i,-2.0893e-05-0.00073887i,-7.9025e-05-0.00010747i,-0.00051135-0.00023736i,-0.00054-0.00080119i,0.00010276-0.0012905i,0.00011751-0.0010559i,-3.5722e-05-0.00055244i,0.00047676-0.0001247i,0.00061816-7.0667e-05i,0.0001869+0.00012139i,-0.00045378-0.00023093i,-0.00067307-0.00085075i,-8.3134e-06-0.00047462i,0.00012922-0.00013719i,0.00015165-0.00024742i
