-0.00099216+0.0034221i,-0.00085846+0.001256i,-0.0018183-0.00042881i,-0.0012142-0.0017124i,-0.0012489-0.0016686i,-0.0010726-0.001062i,-0.00074145+4.428e-05i,-0.00069043+0.0011475i,-3.069e-05+0.00080505i,0.0005908-0.00039141i,0.0010682-0.00043287i,0.00063677+0.00039585i,-0.00010215-3.1368e-05i,4.2953e-06-0.00027056i,0.00012832+0.00010149i,0.00023777+0.00030847i,-0.00013183+0.00027027i,-0.00025919+6.835e-06i,0.00012522-0.00063336i,0.00057928-0.00092547i,0.00013299-0.0004727i,-0.00065163-0.0007789i,-0.00041831-0.0009841i
0.00088908+0.00048511i,0.00033085-0.00017858i,-0.00021214-0.0015128i,-0.00086177-0.0022286i,-0.0010686-0.0020858i,-0.00089989-0.0009944i,-0.0004163-0.0013542i,0.00039036-0.001361i,0.00038904-0.00049413i,-4.4826e-05-0.00046956i,-0.00014543-0.00047274i,0.00011957-4.8595e-05i,0.00016621+0.00019059i,-0.00010218+4.7657e-05i,-0.00033282+0.00010185i,-0.00070495-3.4454e-05i,-0.00091544-0.00020277i,-0.00014674-0.00048913i,0.00039717-0.00079365i,-0.00027479-0.0004617i,-0.00070871-0.00012283i,-0.00059039+1.6158e-05i,-0.00013053-0.00020746i
0.0018349-0.0021125i,0.0024266-0.0020212i,0.0019786-0.0023371i,0.0007786-0.0025967i,-0.00059191-0.0019119i,-0.00098433-0.0010018i,-0.0010044-0.00065201i,4.6147e-05-0.0012738i,0.00064878-0.0012623i,-0.00015044-0.0004909i,-0.00022453-0.00040055i,-0.00046335-0.00044167i,-0.00057548-0.00022685i,-1.5058e-05-5.7628e-05i,0.0001652+0.00047693i,0.00037071+0.00014633i,-4.8811e-05+0.00031406i,-0.00038575+0.00062732i,6.2927e-05+0.00016999i,0.00025137+0.00014098i,-0.00054695-0.00052289i,-0.0009943-0.00054007i,-0.00046454+0.00031116i
0.00039846+0.00010923i,0.00024162+6.4684e-05i,0.00012118-3.5173e-05i,-0.00028614-0.00051966i,-0.0008192+0.00026301i,-0.00055365+0.00081934i,0.00038281+0.00011834i,0.00065359-0.00029658i,0.00036436-0.00017899i,2.9127e-05-0.00085797i,-0.00013087-0.0011167i,-0.00015305-0.00015008i,-0.00026204+0.00023598i,-0.00052468+0.00049549i,-0.0006798+0.00016295i,-9.5746e-05-0.00070236i,0.000302+7.1318e-05i,7.2496e-05+0.00128i,-0.00031205+0.000736i,-0.00017511-0.00046214i,0.00051412-0.00043258i,0.00039869-0.00032054i,-1.4494e-05-0.00070741i
0.00099185+0.00026392i,0.00065772-0.00080157i,-0.00013172-0.00171i,-0.0005579-0.0025819i,7.8683e-05-0.0027255i,-0.00022143-0.0016404i,-0.00053219-0.0010865i,-0.00041019-0.001108i,-0.00041971-0.0011091i,-0.00067999-0.0014119i,-0.00018858-0.00064153i,0.000452+0.00059408i,-0.00038593+0.00069959i,-0.00085083-0.00011194i,-0.00018016+0.00031414i,0.00013306+0.0010004i,0.00012973+0.00067085i,0.00031032+0.00023753i,0.00039161-0.00025136i,0.00028739-0.00041015i,0.00038934-0.00070993i,0.00089241-0.00077931i,0.00059208-0.00057819i
-0.0010668-0.00079356i,-0.0013249+0.00023759i,-0.0010842+0.0002272i,-0.0010449+4.8242e-05i,-0.00059868-0.0003108i,0.00012361-0.00017747i,-6.3657e-05+0.00064617i,-0.00027469+0.00034402i,0.00022456-0.00044725i,0.00058396-0.00054952i,0.0010194+1.5525e-05i,0.0011845+0.00051626i,0.00081602+0.00059758i,-5.7832e-05+0.00060593i,-0.00030898+0.00025773i,-4.1015e-05+0.00053675i,-0.00072747+0.0010012i,-0.0011962+0.00090969i,-0.00031543+0.00059981i,0.00014707+0.00031608i,0.00011353+0.00042107i,0.0009121+0.00021852i,0.00082621+0.00041565i
-0.00050562-0.00014318i,0.00094386-0.0011081i,0.0015403-0.0017153i,0.00033811-0.0013867i,-0.0010873-0.00096037i,-0.00079671-0.0011525i,-3.1592e-05-0.00041137i,0.00049607+0.00012854i,0.0010352+0.00028279i,0.00074749+0.001395i,0.00025905+0.0017156i,0.00023811+0.00057161i,0.00054775+0.00035036i,0.00094351+0.00037649i,0.0012709+0.00029875i,0.00064209+0.00022164i,-0.00033563-6.1799e-05i,-0.00051981-9.0855e-06i,-0.00035863-0.00029909i,-0.00016142-2.4474e-05i,-0.00013229+0.00032381i,0.00027115-0.00018901i,-4.5127e-05-0.00023752i
0.00081318+0.00066414i,0.00074336+0.0015847i,0.0012139+0.0015663i,0.0010052+0.00088213i,0.00069873-0.0006965i,9.9364e-05-0.0020787i,-0.00031129-0.0012127i,-0.00035362+0.00062656i,-0.00049894+0.00028336i,-0.00027112-0.00083855i,-1.1533e-05-0.00085214i,-1.0558e-05-0.00062574i,-0.00053636-0.00016762i,-0.00036928-0.00039647i,-0.00050322-0.00071801i,-0.0011486-0.00087402i,-0.00077457-0.00069795i,0.00021554-0.00066601i,0.00047171-0.00092976i,-0.00016338-0.00037925i,-0.00092985-0.00013797i,8.4452e-06-0.00094762i,0.00040628-0.0012127i
-0.001968+0.00073839i,0.00025863+0.00094793i,0.00064697+0.0012034i,0.00029598+2.1495e-05i,0.00035787-0.00096992i,0.00035226-0.00054557i,-0.00015358-8.6068e-05i,-0.00015461+0.00013232i,-0.00041844+0.00036341i,-0.00034345+0.00029259i,-8.0446e-05+7.0336e-05i,0.00040458-0.00042337i,0.0010315-0.00052246i,0.00060769-5.4556e-05i,-0.00022074-0.00020433i,-0.00041055+0.00022096i,-0.00031848+0.00066925i,-0.00053513-0.00020794i,0.00012-0.00084028i,0.0003194-0.00062276i,-0.00035699+1.0953e-05i,4.8927e-05+0.00038896i,0.00027296+0.00029217i
-0.0009294-0.0027891i,-0.00056902-0.00094831i,-3.3287e-05+0.00037273i,0.00011457+0.00044211i,-0.00013868+0.00029716i,0.00016483+0.0002772i,0.00071831-0.000305i,0.0013281-0.0012501i,0.00064847-0.0018592i,-0.00029384-0.0018146i,0.00013128-0.0008987i,0.00050674+0.00032449i,0.00085324+0.00097242i,0.00076786+0.00078053i,0.00027404+0.00047808i,-0.00038783+0.00026495i,-0.00049323+0.00057854i,0.00045908+0.00061036i,0.00096698+0.00012047i,9.0522e-05+0.00035861i,-5.8221e-05+0.00046712i,0.00024261+0.00077884i,0.00042355+0.0007665i
0.00075957-0.0012054i,0.00072319-0.0017506i,-6.7814e-06-0.0019133i,-0.00073584-0.0021907i,-0.0007784-0.0020014i,-0.00044661-0.0015376i,-5.7936e-05-0.0013523i,0.00036757-0.00089375i,0.00040377-0.00014406i,0.00083619-0.00016356i,0.00061096-0.00070485i,-0.00061943-0.00038579i,-0.0012474+0.00010528i,-0.0011269-0.00063013i,-0.001054-0.00062288i,-0.00098232+0.00016831i,-0.00017547-0.00011707i,0.00053796-0.00047278i,0.00080282-0.00018166i,0.0010244-0.00013766i,0.0013226+0.00017824i,0.00048392+0.00070014i,-0.00025579+0.00046246i
0.0010868+0.00093838i,0.0014292+0.00031437i,0.001949-0.00014095i,0.0015305-0.0014037i,0.00050083-0.0026839i,5.4665e-05-0.0017677i,0.00013719-4.3542e-05i,0.00055371+0.00025991i,0.00050939-1.1835e-06i,-0.00040987-0.00083736i,-0.00076183-0.00077338i,-0.00023031-0.00090949i,0.00045563-0.0015394i,0.000843-0.0012376i,0.00048677-0.00015209i,-0.00025079+0.00020503i,-0.00075458-9.2129e-05i,-0.00067598-0.00011434i,-0.00022145-0.00010296i,-0.00028048-0.00053737i,-0.00012857-0.00016414i,-0.0001688+0.00051212i,-0.00030978+0.00039207i
0.0018626-0.0017336i,0.0020536-0.0017761i,0.0015049-0.0020284i,0.00052612-0.0011138i,-0.00082082-0.0014805i,-0.0010033-0.0022458i,-5.9814e-05-0.0014148i,0.00075493-0.00073598i,0.00063868-0.00042625i,-0.00048093+0.00026806i,-0.00076854+0.0012376i,-0.0004868+0.0013205i,-0.0004966+0.00043107i,-0.00046612-7.6597e-05i,-0.00025325-0.0010801i,-0.00020364-0.0016291i,-0.00082926-0.0011685i,-0.0010685-0.001096i,-0.0010699-0.0010441i,-0.0011437-0.00093534i,-0.00095218-0.00036218i,-0.00090006+9.6203e-05i,-0.00098289+0.00076297i
0.00057412-0.001031i,0.00037921-0.0012132i,-0.0001656-0.0014777i,-0.0010434-0.0012973i,-0.0018343-0.00063456i,-0.0015265-0.00015389i,-0.0013754-0.00041424i,-0.00096063-0.00075108i,-7.9083e-05-0.0002074i,-0.00029013+8.5558e-05i,-0.00043776-9.8146e-06i,5.3836e-05-0.00010805i,0.00015217-0.00036027i,-3.2389e-05+5.0696e-06i,-4.1711e-05+0.00022094i,0.00018535-0.00020351i,0.0005211-0.00039679i,0.00062212-0.0003604i,0.00049628-0.00022622i,0.00025442-0.00059241i,-4.6071e-05-0.0005233i,-0.00033271-0.00017256i,-0.00023135-0.0010879i
0.00014696-0.00022481i,-0.00024802-0.00014932i,-6.3479e-05-0.0014628i,0.00040778-0.0017382i,0.00033623-0.0014097i,1.3017e-05-0.00070699i,-0.00038961-6.0746e-05i,-0.00054402+0.00045807i,-0.00050735+0.00026041i,-0.00058665-0.0005147i,-0.00073503-0.00045526i,-0.00093253-0.00033871i,-0.0012068-0.00037159i,-0.0008008-4.7018e-05i,-0.00042599+0.00031797i,-0.00037912+0.00046827i,-0.00033829+0.00042221i,-0.00077876+0.0003419i,-0.0005736-0.00031111i,-0.00015356-0.00050372i,-0.00054775-4.5372e-07i,-0.0004475+0.00055709i,0.00047971+0.00051174i
0.0014413+0.0016743i,0.0028918+0.00096057i,0.0029855-0.00028376i,0.0015722-0.00087954i,-0.00033071-0.00085491i,-0.0014073-0.00073699i,-0.0007932-0.0013906i,0.0001715-0.0014495i,0.00034253-0.0013694i,-2.0996e-05-0.0019312i,0.00019524-0.001839i,0.00035583-0.0009859i,0.00060592-0.00067281i,0.00051431-0.00055957i,-0.00048286-0.0004448i,-6.4393e-06-0.00055563i,0.00045547+0.00018058i,-0.00049886+0.00065045i,-0.0008697+0.0010356i,-0.00039472+0.00084068i,-0.00018229+0.00024454i,-0.00051605+0.00088835i,-0.00039606+0.0014013i
0.000735-9.8521e-05i,0.00074547+0.00016185i,-0.00050002-0.00084794i,-0.0015771-0.0015765i,-0.0005606-0.0012389i,0.00043272-0.0015668i,0.00057087-0.0011392i,0.00036947-0.00056895i,-0.00061842-0.0002789i,-0.00055597+0.00010487i,0.00079971+0.00033107i,0.00050948+1.8729e-05i,-0.0002901+0.00018853i,-0.00037474+0.00061619i,0.00012055+0.00027601i,0.00056136-0.00046001i,0.00054168-0.00052777i,0.00016169-0.00043391i,0.0005994-0.00055107i,0.00063509-0.00066406i,0.00013175-0.00090666i,-6.3142e-05-0.0012336i,-0.0006445-0.00051337i
0.0026067-0.00078986i,0.0023234-0.00028999i,0.0025118-0.0010149i,0.00097413-0.0021627i,-0.00079953-0.0025759i,-0.0010175-0.0022906i,-0.00049807-0.0010361i,2.9411e-05+0.00062596i,0.00044234+0.0012501i,0.00081248+0.0010108i,0.00012813+0.00036851i,-0.00026809-0.00031762i,-0.00044942-0.00048506i,-0.00039911+0.00033154i,5.2134e-05+0.00058273i,0.00046652+0.00019539i,0.00063334+2.3045e-05i,0.00028731-0.00029403i,1.0155e-06-7.6908e-06i,7.1165e-05+0.00044103i,0.00023652+0.00073291i,-9.2015e-05+0.00064044i,-0.00055104+0.00050897i
-0.00027449+0.0010441i,-0.00018945+0.00030696i,0.00038764-0.00014436i,0.00096893-0.00051326i,0.00079624-0.00044304i,-5.1081e-05-0.00043775i,-0.00025434+6.9405e-05i,-0.00051573+6.7702e-05i,-0.00026333-0.0003888i,0.00054812-0.00078834i,0.0008809-0.00034805i,0.00021639+0.00045677i,7.4719e-05+0.00056123i,-0.00023888+0.00019742i,-0.00057285-7.9572e-05i,-0.00056889-0.00061317i,-0.00047474-0.00033377i,-0.0008793+0.00046099i,-0.0013511+0.00064364i,-0.00094519+0.00064469i,-0.00037193+0.00048647i,-0.00061591-0.00013707i,-0.00051975+0.00020986i
-0.00013585+0.0020232i,0.00025342+0.00018006i,0.00030254-0.00043404i,0.00035552-0.0011625i,0.00051191-0.0019589i,0.00025181-0.0019199i,0.00041043-0.0010618i,6.6224e-05-0.0005063i,-0.00023513-0.00067123i,0.00016698-0.0001097i,-7.5834e-05+0.00039036i,-0.00062144+0.00054092i,-0.00077806+0.0004428i,-0.00056631-0.00021052i,-0.00074267-0.00038269i,-0.001443+0.00018657i,-0.00056114+0.00048109i,-0.00017218-0.00022054i,-0.00098487-0.00061002i,-0.0010275-0.00072028i,-0.00041274-0.00088779i,-0.00022177-0.0003485i,-0.0002183+0.00057369i
-0.0019134+0.00088514i,-0.0006846+0.00018708i,0.00021644+0.00067228i,0.00019311+0.00019071i,-0.00063312-0.0012962i,-0.0011534-0.0013973i,-0.00078829-0.00080398i,-7.0715e-05+2.5664e-05i,0.00028471+0.00045253i,0.00042892-0.00036789i,0.00021799-0.00069787i,-0.00024639-0.0001076i,7.2347e-05+0.00018236i,0.00056487-8.5585e-06i,2.2842e-05-0.00013482i,-0.00012963-0.00064133i,0.00017223-0.0006742i,-6.4591e-05-0.00037923i,0.00021081+0.00017726i,-0.00011195+0.00049388i,-0.00077991-8.8845e-05i,-0.00017019-8.6109e-05i,0.00054287+0.00049896i
0.00081727-0.0013347i,0.00039438-0.0018804i,0.00023927-0.0017351i,0.00016296-0.0012117i,-0.00010233-0.00097051i,-0.0010295-0.001443i,-0.00061963-0.0015559i,1.6624e-05-0.000923i,0.00015667-0.00038193i,0.00015531-0.00067444i,-5.8617e-05-0.0014148i,-0.00018423-0.00071515i,-0.00014215-0.00042026i,-0.00043037-0.00056604i,-0.00094174-0.00045594i,-0.00021533-7.1453e-05i,0.00023663+0.00068312i,-0.00010087+0.00079334i,5.8615e-05+0.00050062i,0.00070365+0.0001913i,0.00048446+2.0471e-06i,-0.00013579-0.00044201i,-0.00037457+1.3073e-05i
-0.0010262+0.00089098i,0.00030453+0.00065127i,0.0017836+0.00030672i,0.0011185+3.0995e-05i,-0.00023316-0.00069867i,0.00041363-0.0014557i,0.0013402-0.00092897i,0.0013592-0.00035008i,0.00070076-4.8401e-05i,-0.00056105+0.00065576i,-0.00079503+0.00063403i,0.00030293+0.0002192i,0.001029+0.00076143i,0.00085537+0.00052486i,0.00058276-3.3399e-05i,0.00053502+0.0008156i,0.00021604+0.0011137i,-0.00012711+2.8207e-05i,-0.00048774-0.00090004i,-0.00034926-0.00095979i,-9.5058e-05-0.00072166i,-0.00031918-0.00039396i,-0.00035139+0.00057451i
0.00089021-0.0028728i,0.00079228-0.0020303i,-0.00079888-0.0015949i,-0.0013742-0.0018169i,-0.0013953-0.0012292i,-0.0012223-0.00029075i,-0.0004172+0.00023854i,-0.00022551+0.00050904i,-0.00070774+0.00026427i,-0.00096259-0.00020212i,-0.00053398+0.00011942i,8.4862e-06+6.9304e-05i,0.00066405-0.00020719i,0.00076001-0.00015066i,-0.00013743-0.00018171i,-6.6273e-05+0.000202i,-1.3636e-05+0.00093208i,0.00051736+0.00044707i,0.0010779+4.5398e-05i,0.00023505+0.0011246i,1.7833e-05+0.0016667i,0.00020844+0.0010434i,-0.0001895+0.00055004i
0.00033522+0.00064942i,0.0006748+0.00034715i,0.0014907-9.6184e-05i,0.0012298-0.00097987i,-0.00014846-0.0017041i,-0.00023089-0.0010845i,-5.5494e-06-1.9192e-05i,-0.00022408-0.00058764i,-0.00040369-0.00089469i,-1.1315e-05-0.0003451i,0.00030109+1.979e-05i,-9.5612e-05-0.00011017i,-0.00099283-0.00023379i,-0.00065003-0.00020583i,0.001016-6.6767e-05i,0.00099803+0.00058161i,0.00040742-0.0001657i,0.00015135-0.00089614i,-0.00080602+0.00046628i,-0.0012582+0.0004303i,-0.00052122-0.0001005i,-0.00022825-0.00031995i,-0.00016157-0.0011137i
-0.00096791-0.0010896i,-0.00068038-0.00030722i,-0.0010738-2.4785e-06i,-0.0011026+6.631e-05i,-0.00082241+0.00036955i,-0.00060109+0.00058422i,-0.00021383+0.00071267i,1.4067e-05+0.00051207i,-0.00016158-0.00020397i,-7.5626e-05+0.00066169i,-0.00014746+0.0015331i,-8.3573e-05+0.00093304i,-5.5422e-05+0.00064883i,-0.00027184+0.00091381i,-0.00029604+0.00046236i,0.00036074-0.00018778i,0.00042862-0.00041675i,-0.00083017-0.00029643i,-0.00084182+0.00016308i,-0.00072117-0.00022075i,-0.0007741-0.00069745i,0.00026724-0.00088724i,0.0013225-0.0008624i
0.00086528+0.0012966i,0.0013112+0.0004172i,0.0023034-0.00037971i,0.00085543-0.0015715i,-0.00039409-0.001898i,-4.0611e-05-0.0014317i,-0.00012557-0.0013094i,0.00011727-0.0011533i,0.00056299-0.00047314i,0.00062246-0.00041586i,0.00028453+9.2671e-05i,0.00014089+0.00066672i,0.00062264+0.00033459i,5.378e-05+0.00039037i,-0.00055904+9.4554e-05i,-0.00017292-0.00047145i,0.00011093-0.00032212i,-0.00044216-0.00034591i,-0.00023877-0.00054496i,-8.4941e-05-0.00053028i,-0.00056767-0.00096209i,-0.00090079-0.00032823i,-0.001234-0.00011459i
0.00094479-0.0010124i,0.00037227-0.0021133i,0.00027288-0.0029036i,-0.00027482-0.0020851i,-0.00086112-0.0014712i,-0.0012111-0.0014734i,-0.00073111-0.00060395i,0.00021693+0.0005178i,0.00020698+0.00045827i,0.00081936+0.0001321i,0.00073802+0.00019579i,-0.00033274+0.00051164i,-0.00057362-3.3683e-05i,4.3182e-05-0.00062663i,0.00028962+0.0002618i,-0.00037462+0.00090875i,-0.00041267+0.00038816i,-2.3842e-05-0.00013006i,-0.00022226-0.00022422i,-0.00064646-7.0459e-05i,-0.00053234-8.3536e-05i,-0.00020151-8.5088e-05i,0.00032315-2.7898e-05i
-1.388e-05+0.0006064i,0.0007953+0.00083033i,0.0011299-0.00016528i,0.00076202-0.0017346i,-0.00020637-0.0020945i,-0.00028716-0.0013516i,-2.8122e-05-0.001424i,0.00021308-0.0014456i,0.00018403-0.0012457i,-0.00040188-0.0012024i,-0.00025205-0.00037647i,0.00046462+0.00054685i,0.00015203+0.00051462i,0.0001486+0.00045372i,0.00018624+0.00083117i,-9.3481e-05+0.00096323i,-0.00039027+0.00052942i,-0.00069376+0.00049186i,-0.00024478+0.00043736i,-0.0002372-0.0001531i,-0.00018548-0.00029309i,-8.6468e-05-0.00017526i,-0.0002473-0.0001633i
-0.00090681-0.00013956i,-4.9971e-05-0.00027247i,0.00044221+2.6336e-05i,-7.9606e-06-0.0011672i,-0.00024195-0.0021589i,-6.0853e-05-0.0018259i,0.00052328-0.00099199i,0.001267-0.00049884i,0.0014466-0.00017619i,0.0010393+4.5355e-05i,-0.00029636+0.00029792i,-0.00053666+0.000297i,-9.6413e-05+0.00038749i,0.00023701+0.00080153i,-0.00015764+0.00035351i,-0.00066146-0.00045123i,3.508e-05-0.00022624i,-7.5077e-05-0.00016477i,-0.0007209-0.00045162i,-0.00082559-0.00026252i,-0.00054356-0.00052156i,-0.00027469-0.00049419i,-0.00062268-0.0004033i
-7.6793e-05+0.0029672i,0.00024872+0.0026186i,0.0010916+0.0015889i,0.00063449-0.00088411i,-0.00030852-0.0022697i,-0.00093898-0.0020335i,-0.001055-0.0011973i,-0.00055878-0.00065902i,3.7442e-05-0.00036026i,0.00053471-5.3069e-05i,0.00075768-0.00043976i,0.00056599-0.0010204i,-8.0794e-05-0.0010881i,-0.00015933-0.00089443i,-0.00012354-0.00072009i,-0.00034813-0.00045755i,-0.00033676-1.4985e-05i,0.00035261-6.8329e-05i,0.00043427+5.8404e-05i,-0.0004271+0.00034444i,-0.0005851+0.00066125i,-0.00017329+0.00092294i,0.00013392+0.00025585i
-0.00098026+0.00013216i,-0.00023758-0.00057614i,0.00035653-0.00034104i,0.00071853-0.001037i,0.00027649-0.0014398i,-0.00043104-0.001205i,-0.00040486-0.0015187i,0.00024065-0.0014144i,0.00047631-0.00054483i,0.00020627+0.0002379i,-0.00043232+0.0003447i,-5.7781e-05-0.00053086i,0.00070084-0.00031035i,-0.00016808+0.0003651i,-0.00028249+0.00040567i,9.5307e-05+0.00022976i,-0.00025106-0.0001923i,-0.00022514-0.0003802i,-0.00019571-0.00037614i,-9.4464e-05-4.4327e-05i,-3.289e-06-0.00018911i,0.00035751-0.00038115i,0.00050212-7.8574e-05i
0.0011325+0.0010874i,0.00126+0.00018716i,0.0017886-0.00091364i,0.00095584-0.0017751i,0.00023079-0.0023755i,-0.00029767-0.0021153i,-0.00019093-0.000755i,0.00027648-4.9295e-05i,-0.00017328-0.00014584i,-0.0005267-0.00030059i,-0.00030258-0.00019469i,-0.0002033-0.00012259i,0.00013254+0.00044295i,-0.0002922+0.0005246i,-0.00070867+0.00018026i,-0.00058203-1.0234e-05i,-0.00065831+0.00012119i,-0.00056966+7.494e-05i,-0.00072232-0.00021486i,-0.00024372-0.00041449i,0.00062603-0.00055956i,0.00032567-0.00063628i,-1.0498e-05-0.00084135i
-0.0017379+0.0015214i,-0.00079856+0.00084588i,7.1738e-05+0.00051446i,0.00011144-0.0006451i,0.00048199-0.0018938i,0.0016888-0.0019571i,0.0011672-0.00073854i,0.00010221-0.00033611i,0.00020721-0.00040146i,0.00037892+0.00045717i,0.0008325+0.0010281i,0.0010803+0.00086473i,0.00097363+9.3106e-05i,0.0010507-0.0004489i,0.0010415+5.6253e-05i,-4.973e-05+0.00016187i,-0.00050682-0.00028129i,3.692e-05+0.00018103i,0.00046975-0.00019414i,0.00044646-0.0012363i,-0.0002096-0.0010893i,-0.00060467-0.00054577i,-0.000661-0.00041288i
0.00024657-0.00096141i,0.0014091-0.0014696i,0.00211-0.0010905i,0.0011178-0.0016673i,-2.3221e-06-0.0022802i,-0.00089034-0.001482i,-0.00084926-0.0009356i,-0.00029174-0.0012253i,0.00025384-0.0010402i,0.00023564-0.00071289i,-6.3946e-05-0.0005611i,-8.5551e-05-0.00023232i,-0.00016519+0.0003467i,-0.00076066+0.00014765i,-0.00062258+0.00019872i,0.00011587+0.00029752i,0.00057245+0.0001853i,0.00027747+0.00029696i,-0.00092552-6.6992e-05i,-0.00080057+5.8084e-05i,-3.309e-05+0.00011634i,-0.00021309+0.00031206i,-0.00080264+0.00044896i
0.00025001-0.0012806i,0.00016243-0.00069607i,0.0004561-0.00078109i,-0.00085197-0.0007371i,-0.0014242-0.00053194i,-5.8672e-05-0.00077247i,0.00043462-0.0010241i,0.00042912-0.00072577i,7.0534e-05-0.00044844i,-0.00083014-0.00026547i,-0.00096486+0.00053399i,-0.00031867+0.0013004i,-0.00082722+0.00079197i,-0.0016148+0.00062006i,-0.0010621+0.00032501i,-0.00020541-0.00018008i,0.00026456+5.5252e-05i,0.00083446+0.00020001i,0.0010939+3.0085e-05i,-0.00014676-0.00012734i,-0.0011858-0.00052293i,-0.00084839-0.0014568i,-0.00026294-0.0012499i
0.00020163+0.00083727i,0.0010926+0.00088882i,0.0023369+0.0003054i,0.0019293-0.001389i,1.1712e-05-0.0022069i,-0.00079182-0.001157i,1.0951e-05-1.1906e-05i,0.0007445-0.00017203i,0.00047181-0.00076691i,0.00070982-0.00013792i,0.00024387+0.00041418i,-0.00019423-7.5e-05i,4.9392e-05-0.00017028i,-0.00024977-0.00024778i,-6.133e-05-0.00065987i,0.00038149-0.00018617i,0.00039626+0.00058092i,0.00045952+0.00053891i,5.419e-05+0.00022743i,-0.00038225+4.3363e-05i,-0.00018792-5.4716e-05i,0.00037071+0.00045773i,0.00087904+0.0012601i
-0.0037874+0.00010343i,-0.0030594+0.00095942i,-0.0031185+0.0008232i,-0.0020829-0.00069386i,-0.00054946-0.00075646i,-0.00023504-0.00093775i,-0.00035431-0.00095262i,-0.00058174-0.00056202i,-0.00093062-0.00054287i,-0.00073799+8.4464e-05i,2.1914e-05+0.00047803i,0.0007006+0.00037543i,0.00084345-0.00036403i,0.00025616-0.00051124i,-0.00022894-0.00013779i,-0.00081181-0.00035088i,-0.0010117-0.00014701i,-0.00049235+2.6553e-05i,-0.0005711-2.48e-05i,-4.4342e-05+6.4499e-05i,0.0006498-0.00022352i,-0.00023092-0.00055035i,-0.0010753-0.00067647i
0.00033039-0.001149i,0.00061675-0.0021206i,0.00036796-0.0027671i,0.00057019-0.0020487i,0.00017703-0.0019944i,-0.00023625-0.0014936i,0.00055166-0.00038475i,0.00084171-0.00025569i,-0.00020709-0.00027623i,-0.0010916+0.00095945i,-0.0014402+0.00090332i,-0.00090591-0.00013456i,0.00020014-0.00020225i,0.00047862+0.00032346i,0.00027385+0.00052415i,-0.00036592+0.00026044i,-0.00039216-0.00022553i,2.4258e-05-0.00044479i,-0.00024374-0.0008614i,-6.6378e-06-0.0012641i,0.00018139-0.00047366i,4.9102e-05+9.4416e-05i,-0.00023431+6.3322e-05i
0.00094798-0.00057133i,0.0015435-0.00030372i,0.00043203+9.7378e-05i,-0.00059541-0.00044398i,-0.00073484-0.001427i,-0.00019386-0.00075845i,1.6706e-05+0.00015743i,-0.00041223+0.00048918i,-0.00028607+0.00027839i,-0.00017262-6.6887e-06i,2.4816e-05+3.71e-05i,-1.4077e-05+0.00054424i,-0.00027188+0.00077833i,0.00034783+0.0006987i,0.00081039+0.00065052i,-9.1765e-05+0.00054149i,-0.00029236+4.3367e-05i,-0.00039161+0.00024733i,-0.0009457+0.00055785i,-0.00071706+0.00020008i,-0.00078572-0.00026736i,-0.00097246-0.00030223i,-0.00043963+6.2625e-07i
0.00020946+0.00055308i,0.0010404+4.9258e-05i,0.0020154-0.00031902i,0.0017804-0.0014902i,0.0012892-0.0013112i,0.00020789-0.00016222i,-0.00047484+0.00018781i,-0.00010162+0.00025641i,0.00044669+9.9357e-05i,0.00057443-0.0001255i,-0.00021097+3.1678e-05i,-0.00038417+0.00041227i,0.00045869+6.1145e-05i,0.00031828-0.0007275i,0.00036513-0.0010506i,0.00048719-0.00023733i,5.6906e-05+0.00043949i,-5.0031e-05-0.00034521i,0.00034225-0.00045796i,0.00039662-0.00014263i,-0.00011363+9.0531e-05i,-0.00023209-0.00018648i,0.0002423-0.00070191i
0.00063644+0.0016891i,-0.00033538+0.0016409i,-0.00039583+0.0011477i,-0.00084396-0.00021739i,-0.00067992-0.0015666i,-0.00015656-0.0015123i,-0.00024842-0.00056669i,-7.7965e-05-0.00036192i,-0.00039623-0.0001675i,-0.00040992+9.5454e-05i,8.1066e-05-0.00034177i,-0.00012844-0.00058087i,-0.00024095-0.00071872i,0.00010732-0.00017135i,9.7111e-05+0.00016982i,-1.2509e-05+0.00022598i,-9.8661e-05-0.00016557i,0.00018014-0.00046326i,-3.7804e-05-6.3755e-05i,0.00032728+0.00016006i,0.00040351-9.567e-06i,-0.00044381+0.00021019i,-2.1369e-05+9.5609e-05i
8.0342e-05-0.0013402i,-4.1688e-05-0.0013518i,-0.00046772-0.0016158i,-0.0001446-0.0018711i,-0.00014416-0.0017523i,-0.00062875-0.0016392i,-0.00086385-0.00099852i,-0.00077883-0.00066215i,-0.00036547-0.00061469i,-0.00041023-0.001203i,-0.00028136-0.0010037i,0.00029018+0.00018352i,-0.00032972+0.00040297i,-0.0011584+0.00061788i,-0.0011946+0.00090045i,-0.0012687+0.0010393i,-0.00095439+0.00063611i,-0.000551-0.00020849i,-0.00079592-0.0002759i,-0.00042506-0.00048132i,-0.00041026-0.00044199i,-0.00072968-0.00027359i,-0.00019266-0.00047476i
