0.0002055+0.001719i,-0.0002358+0.00091742i,-0.00056255-0.00046831i,-0.00080669-0.0015534i,-0.0020972-0.00098123i,-0.0031101+0.00053289i,-0.0028707+0.00081681i,-0.00083698+0.00087149i,0.00086503+0.0011648i,0.0012165+0.00051351i,0.00049835-0.00015458i,-0.00052932-0.0004996i,-0.00042907-0.00061352i,-4.0504e-05-0.0010863i,3.4054e-05-0.0014193i,-0.00017576-0.00077351i,-0.00038011+0.00012089i,-0.00026364-0.00016837i,0.00031609-0.00054312i,0.00019078-4.9466e-05i,5.7059e-05+0.00035653i,-2.0837e-05-0.00013746i,-0.0005715-0.0002351i
5.5723e-05-0.00048264i,0.0020023-0.0010728i,0.0015965-0.0010542i,-0.00018033-0.0016806i,-0.00092218-0.0007959i,-0.00046072+0.00058448i,-0.00037931+0.00027409i,-0.00087091-6.8228e-05i,-0.00047598-0.00014587i,0.00019699-0.0002411i,0.00047966-0.00017812i,0.00030654-0.00025582i,-0.00045329-0.00045297i,-0.00065924-0.00051667i,-0.00035952+0.00016048i,-0.00013892+0.00068303i,7.2407e-05+0.00080871i,0.00069669+0.00051879i,0.00031313+0.00016183i,-7.3038e-05-0.00029925i,-0.0004026-0.00034167i,-0.00053979-0.00072259i,0.00088953-0.00076031i
-0.00018866+0.0016217i,-0.00060785+0.0022858i,-0.00048657+0.0013055i,-0.00041349+0.00033545i,-0.00044056+0.00069555i,-7.6628e-06+0.00071115i,-0.00034774+0.0011191i,-0.00089419+0.000863i,-0.00039567+0.00033875i,8.1829e-05+0.0006874i,0.00027749+0.0010347i,6.0758e-05+0.00048631i,0.00047123-0.00010805i,0.00077803-0.00016965i,-6.5734e-05+2.4208e-05i,-0.00055171+0.00073187i,-3.9569e-05+0.0010286i,0.00057961-6.9242e-05i,0.00039052-0.00040304i,0.00044209+0.00011342i,0.0010083+0.00023917i,0.0011521+0.0003036i,0.00088456+0.00092209i
0.00018696-0.0016765i,0.00060168-0.0028174i,-0.0010018-0.0041793i,-0.0021784-0.0032999i,-0.0020889-0.00151i,-0.0012081+0.00012973i,-0.00077687+0.00056605i,-0.00035283-4.949e-05i,-0.00027126+0.00026895i,-0.00027118+0.00057126i,-0.00073768+0.0002677i,-0.00090409+0.0002825i,-0.00052874+0.00061662i,-0.0001408+0.00025893i,8.6875e-05-6.8615e-05i,4.2284e-05+0.00050908i,-0.00039491+0.0004343i,-0.00073269+0.00019628i,0.00012023+0.00029599i,0.00043222+0.00017117i,0.00015257-0.0003573i,-0.00023131+0.00015767i,-8.3187e-05+0.00067848i
0.0018937-0.0018803i,0.0035329-0.0024751i,0.0040897-0.0036266i,0.0022608-0.0034551i,0.00020995-0.00074672i,-0.00060952+0.0012189i,-0.00046695+0.0008455i,-0.00045143-7.8509e-05i,3.9401e-05-0.0002632i,0.00077372-0.00041859i,0.00084196-0.00016604i,5.6554e-05-0.00015552i,-0.00019534-0.00024794i,-0.00015429+0.00018448i,-0.00051382-9.0844e-05i,-1.3042e-05-0.00085828i,0.00053869-0.00063605i,0.0011081+0.00028719i,0.00052148+0.00024844i,0.00030089-0.00023866i,0.00014602+0.00034831i,-0.0004036+0.00063141i,2.3053e-05+0.00069556i
0.0013915+6.2089e-05i,0.0016879-0.00072484i,0.0015844-0.002652i,-0.00027906-0.002317i,-0.0015653-0.00043843i,-0.0018057+0.00053817i,-0.0017367+0.00034213i,-0.0018436+0.00020297i,-0.001156+0.00065838i,-0.00013179-0.00062792i,-0.00021707-0.0014817i,-0.00059825-0.00085332i,-0.00084396-0.0010807i,-0.00068394-0.001444i,-0.00013408-0.00098269i,0.00020404-0.00035956i,0.00070838+0.00081073i,0.00033453+0.00062276i,0.0002408+0.00012526i,0.00037492+0.00056182i,0.00071103+0.00034497i,0.00068773-0.00023877i,0.00015677-0.00030246i
-4.1092e-05-0.00029866i,-0.00054388-6.9275e-05i,-0.0015717-0.00021887i,-0.0021706-0.00097081i,-0.0022951-0.00081274i,-0.0016211-0.00010624i,-0.0011151+0.000274i,-0.00080027+0.0004633i,-0.00043155+8.7725e-05i,0.00012564-0.00090484i,0.0006806-0.00092475i,0.00075569-0.00082078i,-0.00035438-0.00092415i,-0.0012537-0.0010667i,-0.0013115-0.00087193i,-0.00063449+0.00014663i,0.00038986+0.00047485i,0.00070089+0.00027397i,0.00046116+0.00071102i,0.00012957+0.00042497i,-0.00013252+0.00022767i,0.00024278+0.00030292i,0.00070854-7.2979e-05i
0.0026504-0.0011988i,0.0035893-0.0023387i,0.0028681-0.0023035i,0.00046201-0.0016686i,-0.0014444-0.00085125i,-0.0014044-0.00011302i,8.5302e-05+7.4386e-05i,0.00038068+0.00026002i,-1.2813e-05+0.00064376i,-0.00027086-6.0552e-05i,-9.5379e-05-0.00057616i,-0.00036893-0.00037935i,-0.00058702-0.00023925i,0.00028758+0.00016784i,0.00052136+0.00039945i,0.0004235+0.00045786i,0.00058522+0.00012445i,0.00032354+0.00010845i,0.00010322-8.7833e-05i,0.00030735-0.00043286i,-0.0001485-0.00037071i,-0.00089243-0.00033247i,-0.001036-0.00010926i
-0.0010944-0.0012891i,-0.00086582-0.0020614i,-0.00050033-0.0029917i,-0.00048688-0.0018817i,-0.00099732+6.0894e-05i,-0.0014862+0.0011224i,-0.00089091+0.0012868i,-0.0006145+0.0014325i,-0.00093491+0.00080528i,-1.8186e-05+8.1935e-06i,0.00015392+0.00056802i,-0.00065763+0.00097704i,-0.00032681+0.00047237i,4.2639e-05+0.00037776i,-0.00055261+0.00028345i,-0.00097948-0.00027732i,-0.00045898-0.00030075i,0.00018251-0.00015184i,0.00073922-0.00032242i,0.0001262+4.0389e-05i,-0.00057814+0.00025211i,-0.00014614+0.00033282i,2.643e-05+0.00022311i
0.00048884-0.0017483i,0.00032367-0.0023929i,-0.00084341-0.003613i,-0.0028758-0.0027905i,-0.003197-0.0010355i,-0.0016792+0.00043358i,-0.00072453+0.00074173i,-0.0006195+9.5999e-05i,-0.000516-0.00032515i,-0.00055098-0.00060103i,-0.00025323-0.00040712i,0.00064933-6.0805e-05i,0.00064568-0.00013077i,-0.0004063-6.1241e-05i,-0.0015409+0.00029754i,-0.0013321+0.00065444i,-0.00047589+0.00098357i,-0.00014803+0.00061142i,0.00020799-0.00022275i,0.00061548-0.00034257i,0.00029395+7.4055e-05i,2.109e-05+0.00043253i,0.00041358+0.00067565i
-0.00046561-0.0018582i,-0.0023982-0.00093352i,-0.002804-0.00099796i,-0.0021158-0.00024479i,-0.0020891+0.0010576i,-0.0017915+0.0012475i,-0.0017777+0.00097395i,-0.0015002+0.00072658i,-0.00038804+0.00057817i,-9.7294e-05+0.0003412i,6.9465e-05-9.9495e-05i,0.00053762+0.00015894i,-0.00067992+0.00086203i,-0.0012142+0.00046354i,-0.00017395+0.00011831i,-0.00044105+5.2228e-05i,-0.00019605+0.00040697i,0.0010962+0.00054662i,0.0014929+0.00031825i,0.0012727+3.9319e-05i,0.00071845+0.0001266i,3.4547e-06+0.00018902i,0.00062974+0.00010271i
0.0021909-0.0018365i,0.0034525-0.0017411i,0.0037913-0.0031061i,0.0024131-0.0023902i,0.00078221-0.00042998i,-0.00027575+0.00030897i,-0.00077381+0.00019096i,-0.0010725-0.00052375i,-0.00035592-0.0010199i,0.00041967-0.00044988i,0.00029253+0.00048277i,-0.00067945+0.00028932i,-0.001172-0.00017742i,-0.00035531-0.0005038i,0.00010494-0.00064636i,-0.00033417-1.4093e-05i,-0.00018793+0.00054856i,0.00082783+0.00011382i,0.0014288-0.00017388i,0.00097003+0.00023325i,0.00029214+0.00047262i,4.4522e-06+0.00020713i,-0.00016223+0.00087517i
-0.00026958-0.00050449i,-2.6326e-05-4.043e-05i,-0.00023711-0.00083495i,-0.00085209-0.0011157i,-0.00074763-0.00068788i,-0.00074977+0.00041602i,-0.00082858+0.00074179i,-0.00070567+0.00052393i,-0.00040153+0.0002546i,-0.00038303-0.00024302i,6.4689e-05-0.00017162i,0.00028343+0.00032435i,-0.00028339-0.00012641i,-0.00080458-0.00046447i,-0.00058814-0.00046063i,0.0003312-0.00044742i,0.00020956-0.00010228i,0.00032355+0.00038728i,0.00072838+0.00046067i,4.5424e-05-0.00022777i,-0.00042894-0.00017012i,1.7535e-05-0.00035093i,0.00053701-0.00032161i
0.0012871-0.00086881i,-0.00034963-0.00089099i,4.1545e-05-0.002447i,-0.001341-0.0020593i,-0.0027087-0.00031387i,-0.0010216+0.00038541i,0.00026999+0.00027524i,0.00026912-8.3118e-05i,0.00058194-0.00029921i,0.00038411+0.00029783i,-0.00013394+0.00063606i,0.00010378+0.00051127i,-6.061e-05+0.00033903i,-0.00040999+0.00052214i,-0.00033669+0.00043946i,-0.00042765+0.00025837i,-6.7306e-05+0.00057521i,0.0005701+0.00077959i,0.0011439+0.00066461i,0.0014119+0.00070092i,0.0012617+0.00013542i,0.00087483-0.00010699i,0.00033525+0.00020528i
0.0018529-0.0026582i,0.003398-0.0037454i,0.0025859-0.0042209i,-0.00010584-0.003469i,-0.0017351-0.0023914i,-0.0020227-0.0010309i,-0.001609-0.00016353i,-0.00095198-5.8772e-05i,-0.0010717-0.00071595i,-0.00093361-0.00094056i,-0.00032655-0.00033221i,-0.00050552+0.00011287i,0.00011427+0.00018714i,0.00065663+0.00043437i,8.9444e-05-0.00015407i,0.00041201-0.00047554i,0.00099323+0.0006573i,0.00048503+0.0013114i,-0.00022239+0.0010412i,-0.00077624+9.9696e-05i,-0.0011308-0.00043342i,-0.00057379-0.00057161i,1.8487e-05-0.00055592i
0.00014806+0.0011436i,0.00049835+0.0011746i,0.0013394+0.0013137i,0.0006889+0.00014321i,-0.00061329-0.00012948i,-0.00060973+0.000488i,-0.00041268+0.0012222i,4.7474e-05+0.0013495i,0.00034573+0.0010489i,0.00084907+0.00056725i,0.00072413-0.00031533i,-0.00036605-0.00059915i,-0.000378+0.00040554i,-0.0001693+0.00058685i,0.00021962+0.00029549i,0.0003272+0.00056405i,-3.5113e-05+3.7993e-05i,0.00021739-0.00039947i,0.0003516+0.00024981i,0.00039407+0.00096165i,0.00039917+0.001248i,-0.00016655+0.00038877i,-4.1009e-05-0.00030569i
0.0015932+0.0028741i,0.001372+0.001812i,0.00051226+0.0011949i,-0.0010212+0.0002841i,-0.001809-0.00015826i,-0.0014895+0.0003036i,-0.00092789+0.0010302i,-0.00057102+0.0016408i,-0.0001781+0.0021275i,0.00020855+0.0018106i,0.00018174+0.00065457i,-0.00033604-0.00072709i,-0.00014118-0.00099918i,-0.00026536-0.00070105i,-0.00087464-0.00081367i,-0.00040516-0.0012959i,0.00058794-0.00079976i,0.0010003+0.00035749i,0.00069272+0.00082768i,0.00020368+0.00030804i,6.9393e-05-0.00012753i,0.00042255-0.00021268i,0.00082763-0.00016485i
0.0018677-0.00083879i,0.0021653-0.0016162i,0.0025693-0.00227i,0.00099739-0.0019537i,-0.0008646-0.00038177i,-0.0013182+0.0011204i,-0.0005457+0.00060801i,-2.6717e-05-0.00014255i,0.00097458+0.00036071i,0.0011582+0.00045152i,-0.00018226+0.0002422i,-0.00058068-0.00016234i,-0.00070927-0.00091405i,-0.0013039-0.00074488i,-0.0014269+0.00013505i,-0.0008333+0.00077455i,-0.0003853+0.00041067i,0.00049325+0.00011108i,0.00091331+0.00082922i,-5.6786e-05+0.0004706i,-0.00095484-0.00023067i,-0.00073161-9.7861e-05i,7.9766e-05-9.3273e-05i
0.00033933+0.001566i,0.00033901-0.00010986i,-0.00029707-0.0010956i,-0.00074548-0.0011928i,-0.0010802-0.0015057i,-0.0017664-0.00058372i,-0.0021952+0.0002348i,-0.0017941-3.7861e-05i,-0.00073878+0.00010974i,0.00025024+0.00056722i,0.000884+0.00036411i,0.00051279-0.00032833i,6.7114e-05-0.00036276i,0.00052867+1.8204e-05i,0.00048819-0.00024728i,7.2181e-05+0.00012613i,6.4865e-06+0.00067293i,-0.00019883+0.0001397i,-0.00011414+0.00041749i,1.1287e-05+0.00069929i,-4.7808e-05+0.00032091i,-0.00019483+0.00011218i,-0.00021619+0.0005137i
-0.0013244-0.00097261i,-0.0014394-0.0012879i,-0.0025613-0.0014045i,-0.0030858-0.0016534i,-0.002791-0.00071511i,-0.0011423+0.00086242i,6.6942e-05+0.0010184i,-1.9416e-05+0.00021654i,0.00042866+0.00030002i,0.00069483+0.0011169i,1.7352e-05+0.0014989i,0.00039482+0.0014596i,0.00083985+0.0012235i,0.00081777+0.00079745i,0.0012639+0.00051956i,0.00088382+0.00070476i,0.00059563+0.00089954i,0.00071701+0.00027815i,0.001226-0.00041739i,0.0011134-0.00077102i,0.0005385-0.0002631i,-1.5578e-06+0.00077203i,-0.0005309+0.00069225i
0.00067933+0.0010184i,-0.00014823+0.0002386i,-2.5443e-05-0.0010886i,-3.5737e-06-0.0015204i,-0.0010899-0.00094793i,-0.0016642-4.1156e-05i,-0.0013191+0.00065308i,-0.00041755+0.00039855i,-8.6858e-05+0.00057034i,0.00018563+0.00045468i,0.00061721+0.00011883i,0.00072476+1.5119e-05i,0.00052448+0.00020014i,0.00037966+0.0002775i,0.00048777+0.00040503i,0.00052182+0.00061022i,0.00079364+0.00080511i,0.00097636+0.00055039i,0.00074144+0.00038774i,0.00028585-5.5849e-05i,0.00029308-0.0011515i,0.00023017-0.001014i,-0.0006401-0.00050053i
0.0032414-0.0001374i,0.0027986+0.00048018i,0.0031164-0.0015082i,0.0021335-0.002714i,0.00029083-0.00072434i,-0.00050415+0.00072219i,-0.00026308+0.00080118i,0.00041813+0.00035681i,0.00079274-0.00046692i,0.00047504-0.00074919i,0.00051906-0.0004944i,0.00087809-0.00027375i,0.00076078+0.00017583i,0.00047193+0.00019488i,0.0011566+0.00017112i,0.00061855+0.0007857i,-0.00031881+0.00057519i,7.2628e-05+0.00060732i,0.0002395+0.00072947i,0.00032457+0.00085349i,3.3055e-05+0.00082951i,-0.00015819+0.00018697i,-0.00036416+9.2544e-05i
0.00067004+0.00053917i,0.0013847+0.00074122i,0.0018141-0.00025413i,0.00074208+0.00049697i,-0.00017087+0.0011441i,-0.00079901+0.0016825i,-0.00090682+0.0015535i,-0.0012332+0.0010447i,-0.00089104+0.00088868i,0.00031932+0.00018865i,0.00054485-0.00039053i,0.00016684-0.00028393i,0.00024585-0.00033868i,-0.00011672+0.00039122i,3.1938e-06+0.0010909i,0.00044036+5.6875e-05i,0.00024596-0.00058491i,-0.00055529-9.8635e-05i,-0.0014809+0.000236i,-0.0011736+0.00052519i,-0.0010417+0.00042468i,-0.00042887-0.00018898i,0.00032286-0.0003497i
0.0030401-0.00070168i,0.004099-0.001443i,0.0029569-0.0027653i,0.0002931-0.0023621i,-0.0012575-0.0013474i,-0.0014641-9.9512e-05i,-0.0010957+0.00093028i,-0.00080881+0.00051452i,-0.00034462-0.00051375i,-0.00011118-0.00031636i,-0.00016814-0.00092305i,0.00043559-0.0010612i,0.00053456-0.0005484i,5.7879e-05-1.7199e-05i,-0.00042586+0.00022884i,-0.00033194-0.00025513i,0.00072593-0.00041185i,0.0010476+0.00018594i,0.0017704+0.00056534i,0.0019693+0.0010021i,0.00047934+0.00086607i,-0.00052076+0.00046208i,-0.0003239-0.00045554i
0.00095364+0.00062149i,0.0018421-0.0003923i,0.0020671-0.00092871i,0.00083806-0.0010943i,-0.00071791-0.00040757i,-0.0011661+0.00024726i,-0.00083153+0.00047753i,-0.00056201+0.000612i,0.00031502+0.00079564i,0.00064593-0.00013308i,0.00061342-0.00086686i,0.00034402-0.00023485i,-0.00065152-0.00022471i,-0.0010082-0.00021839i,-0.00074454-0.00022169i,-0.00019711-0.00063988i,0.00070006-0.00061738i,0.0011346+0.00023842i,0.00099852+0.0012233i,0.00045667+0.00055059i,6.38e-05-0.00034801i,0.0005138-0.00079497i,0.00049431-0.00050083i
0.0011704+0.002583i,0.0010709+0.0018786i,0.001477+0.0013825i,0.00038877+0.00052768i,-0.0010299+2.7747e-05i,-0.0014977-0.00055797i,-0.0012208-0.0003384i,-0.00033797+0.0004007i,0.00096546+0.00055649i,0.0015+2.6606e-05i,0.00082361-0.00019641i,0.00019001-0.00021664i,0.00025838-4.0447e-05i,-0.00015778-0.00053839i,-6.0709e-05-0.00085152i,2.4368e-05-0.00016294i,-0.0003215+0.00015246i,-2.6254e-05+7.8782e-05i,0.0010016+0.00085445i,0.00074329+0.0007204i,0.00024406+0.00026467i,-0.00021692+0.00048723i,-0.00072739+0.00013398i
-0.0019595+0.00058327i,-0.0017826-0.00025938i,-0.0016531-0.0011168i,-0.001719-0.0017597i,-0.0014994-0.00068548i,-0.0014895+0.0009297i,-0.0013291+0.0010902i,-0.00068299+0.00081705i,-0.00040577+0.00088801i,-0.00037525+0.00041574i,6.8226e-05-0.00011633i,0.00092895+0.0005029i,0.00085057+0.00091181i,-5.6942e-05+0.00022875i,-0.0010284+0.00043173i,-0.0010005+0.0010966i,-0.00068625+0.0011334i,-0.00028892+0.00051671i,-0.00023932-0.00051905i,-8.5457e-05-0.00060053i,0.00016274-0.00030748i,0.00037098-0.00018287i,0.0002423+0.00019802i
-0.000504-0.00051322i,-0.00067017-0.00081591i,-0.0011934-0.00099066i,-0.0014312-0.00056997i,-0.0017362+0.00070724i,-0.0011007+0.0017127i,-2.3312e-05+0.0016866i,2.8016e-05+0.00049322i,-8.1265e-05-0.00036886i,6.0939e-05-0.00042995i,0.00066902-0.00080337i,0.00053311-0.00059921i,0.00012772-0.00056037i,0.00018268-0.00055519i,0.00040585+0.00021788i,0.00081856+0.0002452i,0.00089921+0.00012728i,0.00054702+0.00031067i,0.00076072+0.00040467i,0.00050441-0.00014849i,-0.00049207-0.00085824i,-0.00097725-0.0009243i,-1.8963e-05-0.0001485i
-0.001464+0.0012823i,-0.0018808+0.0018076i,-0.0012356+0.0014839i,-0.00066459+6.1939e-05i,0.00019148-0.00047364i,0.00050677-0.00059951i,-0.00066424-0.00058551i,-0.00095601-0.00029863i,0.00026837-0.00033919i,0.0013294-0.00043562i,0.00093086-0.00024012i,8.2707e-05-0.00057284i,-0.00041034-0.00029166i,-0.00070626-9.9277e-05i,-0.00072454-0.00040628i,-0.00095062+0.00067113i,-0.00053282+0.0011263i,0.0011022+8.98e-05i,0.00096244+5.3298e-05i,-0.00022612+0.00093229i,-0.00045427+0.00073796i,-0.00025778-0.00016901i,0.00028826-3.266e-05i
0.00076666+0.0020903i,0.00083702+0.0020692i,0.0014827+0.0010368i,0.0016635+0.00042942i,3.4151e-05+4.2822e-05i,-0.0016761-0.00043679i,-0.0012748-2.9699e-05i,-0.00017068+0.00040715i,0.0010005+0.00067039i,0.001489+0.00083285i,0.00038567+0.00056276i,-0.00022257-0.00038226i,6.7539e-05-0.0003592i,0.00090289-0.00032893i,0.0010925-0.00043851i,0.00053159-0.00013312i,0.00051857+3.4926e-05i,0.00023174+0.00042539i,-0.00055845-2.9848e-05i,-0.00017532-0.00057244i,0.00014505-0.00046482i,-0.00036607-0.00021813i,-0.00079325-0.0002224i
0.0014439+0.0013461i,0.0019196+0.00065125i,0.0019963-0.00045757i,0.00072183-0.00054934i,-0.0012972-0.00054202i,-0.0021081-0.00020423i,-0.0015482+0.000252i,-0.00043961+0.00043095i,0.00040771+0.00075694i,0.00071756+0.00092953i,0.00060492+0.00076389i,0.000565-3.8499e-05i,0.001221-0.00057374i,0.00090922-0.00046249i,-0.0004297-0.00059105i,-0.00041241-0.0005029i,0.00040494+0.00041364i,0.0011498+0.00060339i,0.00065496+0.00029173i,0.00041272-0.00027822i,0.00017308-0.00064966i,-0.00057075-0.0011233i,-0.00040173-0.00015476i
0.0019582-0.00039678i,0.0022985-0.0005601i,0.0021602-0.0016445i,0.00049386-0.0021872i,-0.0012826-0.00088356i,-0.0023931+3.8379e-05i,-0.001505-0.00032454i,0.00042294+0.00033157i,0.00029049+0.0010634i,-0.00062449+0.0001061i,-0.0002598-0.00051433i,0.00019507-0.00031764i,0.00026839-0.00031423i,0.00038837-0.00049466i,-0.00023452-0.00052133i,-0.00091015-0.0005188i,-0.00049383+0.00027249i,-0.0002107+0.00078014i,8.8155e-05+0.00011989i,0.00082398-0.00019788i,0.0012153-0.00016462i,0.00080148-0.00020839i,-0.00038671-0.00017867i
-0.0028176+0.00075064i,-0.0027851+0.00063524i,-0.0027695+0.00076778i,-0.0018412+0.00081282i,-0.00081768+0.00048233i,-2.6938e-06+0.00040109i,-0.00015811-0.00033039i,-0.00061296+5.3706e-05i,-0.00016023+0.00063635i,0.00038248+0.00078313i,-0.00020462+0.00058349i,-0.00028614-7.5464e-05i,0.0003616+0.00019687i,1.7033e-05+0.0004277i,-0.00029165+0.00044091i,-0.00024428+0.00068098i,0.00022934+0.00038123i,0.00038167+1.2994e-05i,0.0002296-0.00013297i,7.2298e-05+0.00016683i,-0.00051008+0.00024843i,-0.00053733+0.00032647i,-0.00034415+0.00071712i
-0.00090817+0.0010474i,2.2785e-05+0.00095758i,0.0011127-4.3637e-05i,0.00039962-0.00080134i,-0.00092181-0.00061594i,-0.0014119-0.00017851i,-0.00068252+0.00035119i,-0.00022605+0.00068392i,0.00018672+0.00091982i,0.00038629+0.00023742i,0.00021797-0.00047395i,0.00038623-0.00049435i,0.00047819-0.00018955i,0.00018689+6.5551e-05i,0.00030567+0.00024254i,0.00049046+0.00052073i,0.00064676+0.00037451i,0.00064424+0.000142i,0.00087574+0.00019246i,0.00069503+0.0001278i,0.00021307-0.00022813i,0.00010671-0.00033235i,0.00063626+2.7085e-05i
-0.0012434+0.00044065i,-0.00059312+0.0012992i,-0.00031745+0.0022491i,-0.00045378+0.0016194i,-0.0012437+0.0013531i,-0.0013476+0.0009175i,-0.00095369+0.00047134i,-0.00097923+0.0005044i,-0.00041496-0.00011567i,-9.2104e-05-0.00049591i,-0.00019694-7.0778e-05i,0.00019746-0.00045712i,0.00045874-0.00089669i,0.00048905+6.9512e-05i,0.00053044-1.2811e-05i,9.4108e-05-0.00048589i,-0.00043244-7.3893e-06i,2.6991e-05-1.4308e-05i,0.00091042-0.00031497i,0.0013779+3.4423e-05i,0.000511-2.7338e-05i,-0.00027892-0.00041396i,-0.00038125+0.00027677i
-0.000409+0.0051815i,-0.00087388+0.0048506i,-0.0010612+0.003224i,0.00029892+0.00077995i,0.00063599+0.00031233i,-0.0013468+0.0010271i,-0.0015253+0.0010017i,5.4632e-05+0.00043695i,0.00077012+0.00056746i,0.00051189+0.0010224i,0.0003442+0.00043975i,0.00098812-8.0599e-05i,0.0010972-0.00032644i,0.00099768-5.3878e-05i,0.00039344+0.00058868i,-0.0005242+0.00014711i,-0.00018717-0.00060318i,0.00019368-4.453e-05i,0.00094701+0.00030831i,0.0015655+0.00052828i,0.0019073+0.00046355i,0.0014933+0.00028525i,0.00034559+0.00047752i
-0.0019441+6.901e-05i,-0.0024744-0.00048924i,-0.0022357-0.00088849i,-0.0019125-0.0010142i,-0.0018952-0.00024828i,-0.00098122+0.00074133i,-3.6564e-05-0.00029776i,0.00051619-0.0005487i,0.00055034+0.00093501i,4.3556e-05+0.00095974i,-0.0005679-3.1348e-05i,-0.0010044-0.0011108i,-0.00026431-0.0007324i,-0.00012785-0.00030899i,-0.00081052-0.0009748i,-0.0011171-0.00053644i,-0.00081053+0.00036637i,0.00018097+0.00070312i,-2.5392e-05+0.00037711i,-0.00048272+0.00039649i,-9.2981e-05+0.00068905i,0.00010764+0.00042065i,0.00065243+0.00032279i
-0.0012044-0.0019655i,-0.00075539-0.0029299i,-0.0021624-0.0032997i,-0.0022844-0.0030861i,-0.001223-0.0015995i,-0.00076722-0.00029113i,-0.0011199+0.00014039i,-0.0015146+0.00057936i,-0.00059697+0.00083808i,-3.4478e-05+0.0003975i,2.4442e-06-0.00024929i,-0.00069877-0.00047205i,-0.0011786-8.3583e-05i,-0.00098172+0.00022339i,-0.00068279-7.8219e-05i,-0.0010407+0.00023203i,-0.0003224+0.00057001i,0.0010411+0.00050915i,0.0017235+9.6896e-05i,0.0016979+0.00024398i,0.0011975+0.0003525i,0.00044095-0.00062569i,-0.0011491-0.00057295i
-0.0021006+0.00022749i,-0.0011828-0.00056061i,-0.00077236+3.816e-05i,-0.0015236+6.1804e-05i,-0.0013775+0.00071752i,-0.0006464+0.0015897i,0.00021517+0.0010842i,0.00032507+0.0011523i,-0.00022112+0.0018619i,-7.0872e-05+0.0017641i,0.0006664+0.00060185i,0.00094762+0.00022007i,-2.2871e-05+0.0005897i,-0.00013623+4.9023e-05i,-0.00040731-0.00019967i,-0.00095367+0.00029776i,-9.9019e-05+0.0013257i,0.00060232+0.00093804i,0.00074759-0.0001481i,0.00057684-0.00034422i,0.00012794-3.7108e-05i,-0.00031693+0.00072788i,-0.00025875+0.00038589i
0.0015539-0.0026499i,0.0018605-0.0031449i,0.0017598-0.0047051i,-0.00018093-0.0040457i,-0.0022204-0.0018694i,-0.0022013+2.9824e-05i,-0.0010131+0.00066494i,-0.00060337+0.00053492i,-0.0010849+5.8425e-05i,-0.00032476+7.7205e-05i,0.00024451+0.00052181i,-0.00013497-0.00029818i,0.00042607-0.00065498i,0.00046874-0.00011575i,2.8101e-05-0.00045341i,-0.00022061-0.00047623i,0.00084555-0.00028655i,0.001742-3.9716e-05i,0.0017299-3.4018e-05i,0.0012731-0.00015134i,3.1068e-06-0.0004629i,-0.00074519-0.00080673i,-0.00013918+0.00028107i
0.0013563+0.00094719i,0.0021113+0.00025167i,0.0015429-1.5381e-05i,0.00021715-0.00082638i,-0.00012906-0.0008421i,-0.0009691-0.00083907i,-0.0010435-0.00099369i,-0.00017695-0.00070797i,0.00012426-0.00048679i,0.00011079-0.00087792i,5.5718e-05-0.0014311i,-0.00046081-0.00064549i,-0.00070391+0.0002318i,0.00023789-0.00014288i,0.00015916-0.00010463i,-0.00071857-0.00019629i,5.9212e-05-0.00038799i,0.0010176-7.8913e-05i,0.00086983-0.00010739i,0.00014546-0.0004292i,-0.00050986-0.00043485i,-3.5503e-05+9.9066e-05i,0.00048433+0.00072244i
0.00082289+0.0013358i,0.001149+0.0012517i,0.0022222-0.00012104i,0.00073607-0.0017474i,-0.0019143-0.0015005i,-0.0025452-0.00056416i,-0.0017742+2.8026e-05i,-0.0008886+0.00048175i,-2.9432e-05+0.00064156i,0.00012216-3.4647e-05i,1.2267e-05-0.00036358i,8.8748e-05-0.00024672i,0.00041072-0.00035034i,0.00021515-4.8414e-05i,-0.00017535+0.00038613i,0.00016397+0.00071678i,0.00062122+0.0010859i,0.0009535+0.00081753i,-0.00017156+0.00057588i,-0.00065432+0.00013745i,7.3038e-05-0.00026537i,5.4256e-05-0.0003749i,-0.00035651-0.00010892i
-0.0025332+0.0011975i,-0.0016384+0.0010268i,-0.0011884+0.0013611i,-0.00045075+0.0011016i,-0.0002268+0.00073468i,-0.00041+0.00057749i,-0.00077576+0.0005673i,-0.0011496+0.00075027i,-0.00072766+0.0013637i,0.00031464+0.0018574i,0.00083955+0.0007078i,0.00040067-0.00052566i,0.0004305-0.00080947i,0.00067256-0.00013439i,0.00074019+0.00050703i,0.00055805+0.00053452i,0.00026985-5.9521e-05i,-0.00014724-0.00017128i,-0.00051555+1.343e-05i,8.514e-06-0.00029126i,0.00056984-0.00030584i,-3.3752e-05+0.00014754i,-0.00068712-5.2028e-05i
