-0.0029923+0.00069891i,-0.0036397+0.00059708i,-0.0033936+0.0024311i,-0.00082384+0.0029646i,0.0010123+0.001569i,0.0010203+0.0013602i,-8.1233e-05+0.0029586i,-2.2577e-05+0.0035816i,0.0007406+0.0023995i,0.0009828+0.0012434i,0.00056117+0.00026152i,0.00054011-0.00091957i,0.00052373-0.0015057i,6.2299e-05-0.0013204i,-5.3802e-05-0.00019755i,9.021e-05+0.00069393i,0.00033939+0.00102i,-0.00022514+2.9134e-05i,-0.00036097-0.00052551i,0.00015527+0.00031698i,0.00012054-0.00056232i,0.00028708-0.00073206i,0.00026058+1.117e-06i
-0.0004538+0.0009614i,-0.00043773+0.0015595i,0.00010973+0.00055694i,0.00036589+7.9577e-05i,0.00070356+0.00020537i,0.00085351-0.00036533i,0.00073159+0.00028763i,0.0003243+0.00055868i,0.00014021+0.00038037i,-0.00035509+0.00049998i,-0.00092254+7.495e-05i,-0.00050466-0.0003119i,0.0001777-0.00074575i,-0.00050551-0.0011053i,-0.00080614-0.0010419i,-0.00038526-0.00066207i,-0.00031702+0.00021222i,-6.1377e-05+0.00055406i,0.00016345+0.00044592i,-0.00011318-0.0005034i,0.00023632-0.0012496i,0.00033574-0.00078249i,-0.00056479-0.00041389i
0.00046194+4.4579e-05i,0.0011889-0.0013441i,0.001065-0.0020636i,0.00050673-0.0021073i,0.0007697-0.0021285i,0.00079775-0.00063247i,0.00032801+0.0015634i,0.00022378+0.0017708i,-0.00046955+0.00039133i,0.00010724-0.00036075i,0.0013502-0.00058887i,0.0006538-0.00041715i,-0.00026292-0.00013655i,-0.00068486+0.00013366i,-0.00073584+0.0004264i,-0.0003207+0.00043618i,-0.00049449+0.00036564i,-0.00034694+0.00033125i,-0.00020723-0.00050783i,-1.5591e-05-0.0012871i,0.00045096-0.0011456i,3.8938e-05+0.00021647i,-0.00035653+0.00088125i
3.9551e-05+0.00013295i,0.00039208-0.00040876i,0.00094402-0.00083799i,0.0011486-0.0005492i,0.00084785-0.00079818i,0.00031624-0.0013379i,0.00078567-0.0011155i,0.0012332+0.00027671i,-5.7453e-05+0.00039583i,-0.00094172-3.9415e-05i,-0.00051274-0.00015305i,6.2167e-05-0.00055838i,-0.00060583-0.00052589i,-0.00070912+0.00011901i,2.9595e-05+0.00011381i,0.00019627-0.0003732i,-0.00071503-0.0006857i,-0.0015772-0.00082962i,-0.0012074-0.00068383i,-0.00062086-0.00034462i,-0.00032686-0.00013755i,-0.00042106+4.4987e-05i,-0.0006374+0.00011923i
-0.00026796-0.00079128i,-0.00031431-0.00033896i,0.00090221+0.00069209i,0.00069263+0.00085805i,0.00065901+0.0009327i,0.0005942+0.0015039i,-8.748e-05+0.0011867i,-0.00021433+0.00084855i,0.00015331+0.0010871i,-0.00049862+0.0010409i,-0.00060103+0.00043438i,0.00019155-0.00012511i,0.000197-0.00041315i,-6.8548e-05-0.00028883i,0.00024821-0.00020018i,0.00084225+0.00014685i,0.00057364-0.00035468i,0.00037395-0.00057812i,0.00029446-0.00062533i,-0.0001533-0.0013142i,-0.00057659-0.0013529i,-0.00027345-0.00091235i,2.0248e-05+0.00035208i
0.0010355+0.0010649i,0.0012383+0.00026981i,0.00044175+0.00019752i,-0.00041002+0.00020996i,-0.00029938-0.00057148i,-0.00011337-0.00032473i,0.00048433+0.00062571i,0.00099635+0.00059529i,0.0008801+4.1551e-05i,0.00073848+6.3274e-05i,0.00057808+0.00038847i,0.00081814+0.00064821i,0.00039459+0.00025457i,-0.00013715-0.0001891i,0.00013623-0.00042712i,-7.0144e-05-0.00031967i,-0.001122-0.00031732i,-0.0012347-0.00050141i,-4.2697e-05+5.986e-05i,0.00085072+5.6379e-05i,0.0010716-0.00016375i,0.00062831-0.0002254i,-0.00031514-7.6507e-06i
0.0012314+0.0024117i,0.00084595+0.0014945i,0.0019322-0.000482i,0.0024337-0.0010232i,0.0012805-0.0010338i,0.00040411-0.0011522i,0.00072301-0.00066107i,0.00085654+7.8585e-05i,0.00068932+0.00051059i,9.6423e-05+0.00019192i,-0.00069308-0.00038466i,2.2006e-05-0.00067481i,0.00052965-0.0011139i,0.00064884-0.0009338i,0.00043167-0.00045789i,-0.00016287-0.00016165i,-0.00034924-0.00024685i,-0.00046424-0.00017465i,-0.00042978-6.7046e-05i,-0.00063314-0.00034465i,-0.0010737+0.00027368i,-0.00073539+0.001505i,-0.00014175+0.00066103i
0.0016634+0.00039491i,0.0015244-0.0010528i,0.0019718-0.0018622i,0.0018344-0.0020975i,0.00081201-0.0018369i,-0.00018744-0.00076049i,-0.00029775+0.00020107i,0.00069906+0.0005793i,0.0007685+0.00059667i,0.00045521+0.00060798i,0.0014443-1.8061e-05i,0.0019092-0.000502i,0.0010853-0.00023882i,-7.5486e-05-0.00027707i,-0.00033562-0.00032559i,-0.00014551-9.1848e-05i,-0.00034651-6.5234e-05i,-0.00027051-0.00064056i,-0.0001139-0.00043458i,0.00028516+0.00028507i,2.0203e-05+0.00048169i,-0.00041352+0.0008071i,-0.00022867-0.00042974i
0.00035889+0.0013494i,0.00068839+0.0016381i,0.00065356+0.00092353i,0.00060294+0.00038764i,0.00080879-0.00072517i,0.00049619-6.0338e-05i,0.00025182+0.0011153i,0.00036881+0.00099431i,0.00037799-0.00014649i,0.00011839-0.00041057i,0.00036656+0.00033781i,0.000131+0.000169i,-0.00099294-0.00025982i,-0.0014566-0.00042345i,-0.00083031-0.00072365i,-0.00050922-0.00057627i,-0.0010921-0.00022131i,-0.00094513-7.3074e-05i,-0.00082378-0.00014341i,-0.00051077-0.00012646i,5.4099e-05+0.00011368i,0.00012524+0.00029332i,-0.00016127+0.00055117i
-0.0021393+0.00099709i,-0.0025432+0.0016469i,-0.0013953+0.0018485i,0.00084125+0.00042476i,0.0014886-0.00043319i,0.00087078-0.00023439i,0.00085913+0.0011774i,0.00069957+0.0018044i,0.00050947+0.0010352i,0.00043634+0.00043239i,-8.612e-05-0.00032612i,1.1188e-05-0.00075757i,0.00064137+6.0167e-05i,0.0010431+0.00074315i,0.00079529+0.0003906i,0.00049003-3.156e-05i,0.0003987-0.00031062i,-0.00026577-0.00058564i,-0.00042366-0.00040179i,1.607e-05+0.0005426i,0.00035271+0.00089938i,4.5704e-05+0.00056963i,0.00040169+0.00049853i
-0.00097927-0.001136i,-0.0009037-0.001804i,-0.00027588-0.0013192i,0.00046255-0.00075763i,0.0010076+0.00052487i,0.001122+0.0015956i,0.00084994+0.00063367i,0.0004093-0.00013305i,-0.0005419-0.00076702i,-0.0010585-0.00067711i,-0.00037576-0.00024844i,-0.00012581-0.0010458i,-0.00083153-0.00096312i,-0.000528+0.00020194i,7.7455e-05+0.00033256i,-0.00038596+0.00050637i,-0.0011604+0.00052367i,-0.00085945-0.00022258i,0.00010121-0.00034655i,0.00046844+2.9193e-05i,0.00015761-0.00034717i,-0.00040381-0.00035758i,-0.00050693+0.00027743i
0.00049804+0.0015683i,0.0017121+0.0022615i,0.0024264+0.0018416i,0.0023357+0.00075727i,0.0023859+0.00013152i,0.0019445+0.00018282i,0.0011154+0.00026166i,0.00074007+0.00041828i,0.00063907+0.00052547i,0.00052019+0.00018115i,0.00053589-0.00022104i,-4.4643e-05-0.00017374i,-0.00080292-0.00031133i,-0.00079188-0.001152i,-0.0011252-0.00068993i,-0.00094466+0.00042494i,-0.00025321+0.00029296i,5.6529e-05+0.00034786i,0.00014845+0.00051413i,6.9694e-05+0.00063953i,0.00019434+0.00026053i,-4.8833e-05-0.00040546i,-0.00077928-0.00049757i
-0.00022287-0.00021707i,-0.00035855-0.00011311i,-0.0010317-0.0002283i,-0.0016544+7.1479e-05i,-0.0010117+0.00023725i,-0.0003586+0.00072574i,0.00040596+0.0013713i,0.00044228+0.0011442i,-0.00020654+0.00066385i,-0.00063854+0.00056428i,-0.0008493+0.00041887i,-0.00035495+0.00034044i,9.5494e-05+0.00029081i,0.00022957-0.00037654i,0.00049815-0.00016203i,0.0009245+0.000485i,0.00041778+0.00032305i,-0.00041255+0.00047963i,-0.0005944+0.00038729i,-0.00014679+6.161e-05i,4.3093e-05-0.00013403i,0.00029345+0.0003804i,0.000754+0.00045471i
0.0025357+0.00055463i,0.0029288-0.00020212i,0.0022396-0.0016461i,0.0011794-0.0021943i,-0.00014284-0.0018686i,-0.00044622-0.00053259i,0.00040586+0.00098074i,0.00052414+0.0010337i,0.00025464+0.00021701i,0.00025169-0.0002659i,0.00025841-7.8238e-05i,-3.1442e-05+9.0542e-06i,-7.8215e-05-0.00050131i,0.00048148-0.00054184i,0.00057587-0.00016335i,-0.0001545-4.8381e-05i,6.2327e-05+0.00028721i,0.00091592+0.00048376i,0.00086935+0.00037094i,0.00061641+0.0004575i,0.00020737+0.00071287i,-0.00033274+0.00095053i,-0.00014802+0.0010287i
-0.0016377+0.00077998i,-0.00092864+0.0020387i,0.0007009+0.0021655i,0.00055837+0.0010778i,0.00018775+0.00052551i,0.00072707+0.00061836i,0.00084065+0.0017293i,0.0006728+0.0017809i,0.00023727+0.00093958i,0.00034159+0.00098215i,0.00027988+0.00062897i,4.3312e-05-7.0939e-05i,0.00029341-0.00053164i,0.00012925-0.00079744i,-0.00072574-0.00058691i,-5.0304e-05-0.00065706i,0.00065961-0.00029584i,0.00069009+3.5102e-05i,0.00021359-0.00094843i,0.00012316-0.00056334i,-3.1654e-05+0.00017598i,-0.00053857-0.00027249i,-0.00084389-0.00067133i
0.0005284-0.00077873i,0.00033217+0.00051737i,0.00041792+0.00075316i,0.00062988-0.00030247i,0.00042191+0.00033369i,0.00029055+0.0012316i,0.00024666+0.00061883i,-3.8443e-05+0.00028468i,-0.00054648+0.00027859i,-0.0007179-4.3233e-05i,-0.00076527-0.00017384i,0.00030109+5.2301e-05i,0.00082243+0.0002178i,-8.4777e-05+0.00045444i,-0.0004689+0.00080743i,0.00012612+0.00023843i,0.00014907-0.00041562i,-7.051e-05-0.00047668i,-0.00012192+0.00052194i,-0.00085689+0.00064395i,-0.0012252-0.00027307i,-0.00041618+0.00019754i,0.00019739-1.3525e-05i
-0.0002257-0.00011023i,0.00025371-0.0011501i,0.00099301-0.0011963i,0.0020582-0.001029i,0.0028923-0.00071449i,0.0020908+9.1109e-05i,0.0015601+0.00065468i,0.0016684+0.00077557i,0.0014583+0.00025794i,0.0012135-0.00033007i,0.00051494-0.00036792i,-0.00026015-0.00061202i,-0.00040417-0.00070281i,0.00015254-0.00035127i,8.3573e-05+0.0002085i,-0.00070225+0.00044025i,-0.00036345+8.1023e-05i,0.00076964-0.00015851i,0.00038473-0.00010725i,0.00032169-0.00045895i,0.00082968-0.00019242i,-2.0848e-05+0.00010618i,-0.00067195+1.0989e-05i
0.00095908+0.00079128i,0.00096635+0.0024855i,0.001577+0.0022613i,0.0013726+0.00066176i,0.0001057-0.00011531i,-0.00046984+0.00087642i,0.00018719+0.0017131i,0.00058959+0.0010455i,0.0010985+0.00053066i,0.0015737+0.00011698i,0.0013599+5.2189e-05i,0.00092011-0.0010825i,0.00012835-0.0013353i,-0.00094515+8.613e-05i,-0.001997+0.00058535i,-0.00087676+0.00015444i,0.00081808-9.8704e-05i,0.00093165-0.00030107i,0.00046312+0.00018105i,0.00016996+0.00042332i,-6.3944e-05+0.00013243i,-0.00025693-0.00017785i,0.00016079-0.00039162i
-0.00062838-0.0032179i,-0.0018985-0.0030761i,-0.0025821-0.0024475i,-0.0027024-0.00092358i,-0.001502+0.00054645i,-0.00020663+0.00059527i,0.00056702+8.9995e-06i,0.00092441+2.4807e-05i,0.00042956+4.4895e-05i,-0.00015503-0.00029312i,-0.00028591+0.00038328i,-0.00090122+0.00079267i,-0.0014662+0.00025982i,-0.00030287-7.3044e-05i,0.00072327-0.00016399i,0.00075931-0.0004331i,0.00096351-0.00066493i,0.0004722-0.00030525i,-0.00044557+0.00013441i,-0.0007046-9.248e-05i,-0.00014083-0.00066663i,0.00021512-0.00048051i,0.00045014+0.00010574i
0.0013408+0.00064203i,0.0027774-1.6039e-05i,0.0027178-0.0010924i,0.0014132-0.0017566i,0.00023065-0.0019066i,-0.00043661-0.00097284i,-0.00071349+0.00053242i,-0.00043885+0.0003393i,-9.7424e-05-0.000971i,8.3759e-05-0.0010291i,3.5151e-05-1.4682e-05i,-9.9724e-05-0.00017365i,-0.00059409-0.00038972i,2.4224e-05-0.00059421i,0.00072905-0.00012114i,0.00075857+0.00050225i,0.00030179+0.00042535i,-0.0002231+0.00024103i,-0.00030695+0.0001016i,-0.00014796+0.00026377i,-0.00013404-0.00052536i,-2.8756e-05-0.00091468i,-0.00025218+0.00025877i
0.00094659+0.001396i,0.0013836+0.0028056i,0.0022264+0.0026469i,0.0024646+0.00078595i,0.0029206-0.0011871i,0.0023541-0.0010873i,0.0010224+0.00044078i,0.0010224+0.0011542i,0.00051864+0.0014872i,0.00039189+0.0011017i,0.00070945+0.000212i,0.00016521-0.00012545i,-0.00049369-0.00012136i,-0.00109-8.5738e-05i,-0.00084931-8.4903e-05i,-0.00058606-0.00063222i,-0.00029928-0.00089415i,0.00017902-0.00047531i,-0.00044802+7.4843e-05i,-0.00056664-0.00019727i,-0.00021364+4.4227e-06i,0.00033938+0.00037637i,0.00049392+0.00032215i
-0.00045063+2.7394e-05i,-0.0013461-4.048e-05i,-0.0023933-0.00092619i,-0.0010658-0.0015218i,0.00072561-0.00095783i,0.001332+7.0726e-05i,0.0012129+0.0009134i,0.00053739+0.00070593i,0.00020535-0.00014944i,0.00036379-0.0006019i,0.001151-0.00030856i,0.0015365+0.00064822i,0.00045795+0.00043983i,0.00029239-0.00029712i,5.0066e-05-0.00075953i,-0.00059617-0.00099469i,-0.00086946-0.00068288i,-0.0012163-0.00023491i,-0.0007523+0.00012012i,-0.00015811+0.00026678i,3.1927e-05+0.00081896i,-0.00071389+0.00066847i,-0.0011882-0.00031075i
0.0015579-0.0047757i,0.00076762-0.0047821i,-0.00010478-0.0046531i,-0.00011214-0.0026029i,-0.0013603+4.0295e-05i,-0.0018874+0.0013487i,-0.00097258+0.0012914i,2.2675e-05+0.00041185i,1.7779e-05-0.00069229i,-0.0003515-0.00088147i,5.4696e-05+4.5111e-06i,-0.00019956+0.00050209i,-0.00089265-5.7664e-05i,-0.0010641-0.00059384i,-0.00077583-0.00021193i,-0.00029104+0.00035607i,0.00025082+0.00042751i,0.00038985+0.0006067i,0.00017421+0.00043552i,8.693e-05-0.00016052i,0.00046233-0.0006661i,8.3368e-05-9.6273e-05i,-0.00094633+0.00041338i
-0.00085839+0.0028011i,-0.00072978+0.0020643i,-3.7764e-05+0.0012654i,0.00025766+0.00084447i,-0.00016106+0.00014074i,0.00067359-0.00041955i,0.0011051+0.0006222i,0.00087521+0.00153i,0.00046508+0.0016374i,0.00014269+0.00083153i,0.0011351+7.1143e-05i,0.0012285+0.00039136i,0.00017971+0.00060691i,0.00034429+0.00061391i,0.00059614+0.00045008i,-0.00022882-0.00020691i,-0.0004-0.00047873i,0.00020688-6.4903e-05i,0.0010685+0.00073067i,0.0010427+0.0012161i,0.00010237+0.00068874i,4.0767e-06-0.00025038i,0.00052978-0.00036066i
-0.0019008+0.0016056i,-0.00034686+0.0024232i,0.000719+0.0026693i,0.0012855+0.0015711i,0.0022828+0.00069829i,0.0021088+0.00097899i,0.00063742+0.0015717i,-9.1654e-05+0.0012687i,-5.8788e-05+0.00021492i,-0.00035565+0.00052414i,-0.00076012+0.00091996i,-0.00042962+0.00058464i,-7.9275e-05-0.00010452i,-0.00050728-0.0016552i,-0.00058711-0.0016597i,0.00028403-0.00099216i,0.00018085-0.001167i,-0.00059893-0.0010022i,-0.00052604-0.0004976i,-0.00011245-0.00013729i,0.00026002-0.00023728i,0.00083604+0.0001667i,0.00071806+0.00045559i
0.001681+0.0022866i,0.0010012+0.0020829i,0.0021789+0.00091575i,0.0027784-0.00036965i,0.0020975-0.0012571i,0.00065693-0.00063096i,-3.5062e-05+0.00072902i,0.00024819+0.0010741i,0.00010305+0.00092765i,-0.00057747-0.00010742i,-0.00098053-0.00054031i,-0.00040723+0.0003662i,-0.00023034+0.00055035i,-0.00026259+3.3153e-05i,-7.0618e-05+0.00026561i,0.00051652+0.00012765i,0.00044111-0.00084552i,0.00049043-0.0013305i,0.0007312-0.00059518i,0.00016899-0.00029292i,-0.00070074-0.00040838i,-0.00082559+9.9147e-05i,-0.0001196+0.00027255i
0.00017878-0.00011874i,-0.00019952-0.0015976i,0.00017498-0.0020076i,0.00086479-0.0017001i,0.00025384-0.001748i,-0.00070759-0.00029267i,0.00026936+0.000625i,0.00069482+0.00019468i,-0.00011686-0.00037634i,-0.00029392-0.00040228i,-3.8502e-05+0.00041813i,-0.00037084+0.00056241i,-0.00050991+0.00058529i,-0.00011341+0.00045901i,0.00048572-0.00038949i,0.0004475-0.00093254i,0.00079364-0.00075307i,0.0011989-0.00053724i,0.0014062-1.3541e-06i,0.00057288+0.00034935i,-0.0005992+1.5834e-05i,-0.0007842+0.00015716i,-0.00043428+0.00023962i
-0.00030157+0.0016918i,0.0011497+0.0024517i,0.0017688+0.0026491i,0.00155+0.0017945i,0.00077868+0.00035252i,0.0005449+0.00049528i,0.00079592+0.00081563i,0.00088365+0.00030676i,0.00062606+0.00018389i,0.00019666-0.00031098i,-0.00012729-0.00013566i,-0.0004244-8.2218e-05i,-0.00061699-0.00078544i,-0.00061486-0.0001921i,-0.00074361+0.00054557i,-0.00050982+0.00037831i,-0.00045458+0.00060015i,-0.00083991+0.00045026i,-0.00048614-4.2545e-05i,0.00036685+0.00046731i,0.00066925+0.00069601i,-0.00038483+4.0525e-05i,-0.00068667+6.4024e-05i
-0.00012364+0.0011922i,-0.00050263+0.0011743i,-0.00039699+0.00050074i,-0.00030108-0.00062305i,-0.0010499-0.00060564i,-0.00046026+0.00037312i,0.00030091+0.00096354i,0.00016686+0.00075757i,5.1835e-08+4.3845e-06i,-7.3141e-05+0.0001613i,-0.00010599+0.00071982i,5.2477e-05+0.00089931i,0.00029888+0.00058501i,9.6092e-05+0.0005824i,0.00024042+0.00057226i,0.00023592+0.00062558i,-0.00016923+0.00040798i,-0.00035125+0.00021282i,-0.00030945+0.00021557i,-0.00022278+0.00048892i,4.3016e-05+0.00018288i,0.00037239-5.7566e-05i,0.00043717+0.00028241i
0.0013319-0.0001917i,0.0015953-0.0012865i,0.0016086-0.0019088i,0.0014678-0.00092451i,0.0004272-0.00036273i,-5.7126e-05-0.00012947i,0.00055017+0.00087863i,0.00057456+0.0012658i,-0.0002269+0.00076859i,-0.00083078+0.00071052i,-0.00074873+0.001154i,-0.00017907+0.00060175i,4.2964e-05+0.00042924i,-0.00025511+0.00019953i,-0.00043406-0.00029862i,-0.00033592+0.00018414i,-0.00065614+0.00027404i,-0.0010057-0.00044295i,-0.00019947-0.00089679i,0.00064068-0.00046666i,0.000539+0.0006619i,-1.77e-05+0.00077479i,0.00051485+0.00050692i
-0.00020067+0.0008226i,0.0010772+0.000459i,0.0014725+0.00033557i,0.00078943-0.0010789i,-0.00011625-0.0019922i,-0.00049023-0.0011104i,0.00034026+8.9388e-05i,0.0014406+0.00050272i,0.0011241+0.00049217i,0.00041233+0.00045917i,0.00039258+0.0007377i,0.00043311+0.00076515i,0.00035885-5.7681e-05i,-0.00022598-0.00013096i,0.00011409+0.00076016i,0.00039789+0.00030542i,-0.00025065-0.00068829i,8.9517e-05-0.00051278i,0.00083845+0.00013409i,-0.00012777+0.0003852i,-0.00040055-0.00010933i,0.0005202-0.00040134i,0.00010718-0.00021704i
-0.0010273-0.00052322i,-0.00021384-0.0010432i,-0.00077466-0.00059442i,-0.00057543-0.00035126i,0.00052913-0.00010277i,0.00027301-4.1346e-05i,0.00049013+0.00024731i,0.0012995+0.0005695i,0.00084935-0.00017229i,0.00033398-0.00035132i,0.00097745+0.00012061i,0.0010166-7.4392e-05i,0.00021713-0.00037532i,1.8671e-05-0.00048238i,-0.00011012-0.00027205i,0.00039262-0.00041994i,0.00088327-0.00074385i,0.00095556-6.5065e-07i,0.00028895+0.0011828i,-0.00048996+0.0011398i,-0.00050609+0.00029643i,-0.00036294+0.0005617i,-0.00050182+0.00085441i
0.0018508+0.00069174i,0.0017604-0.00013282i,0.0012637-0.00079626i,0.00025083-0.0017505i,-0.00062139-0.0015334i,-0.0012778-0.00016442i,-0.0014565+0.00074578i,-0.00059533+0.0005652i,0.00048629+0.00018067i,-0.00012891-0.00038109i,-0.00045962-0.0004855i,-4.3862e-05+0.00015398i,-0.00036049-7.0157e-05i,-0.0014078+0.00021126i,-0.0013997+0.00013712i,-0.0005806-0.0007655i,-0.0004063-0.00073277i,-0.00072186-0.0004576i,-0.0012986-0.00079038i,-0.00077994-0.00087861i,7.0318e-05-0.00041053i,-8.997e-05-0.00025388i,-0.00018219-6.6677e-05i
-8.932e-05+0.00075218i,0.0001223+0.00068324i,0.00010958+0.00016052i,0.0010957-0.00068557i,0.0017466-0.00078663i,0.0010293-0.00043691i,0.00060193+0.00058099i,0.00075094+0.00080487i,0.0002782+0.00031003i,-0.00011664+0.00066063i,-0.00027257+0.0011365i,-2.4234e-05+0.00035532i,5.1755e-05-0.00051028i,2.4139e-05-0.0011753i,-8.0543e-05-0.0008343i,-5.1304e-06+0.00017008i,1.1893e-05+0.00066698i,-0.000929+0.00052823i,-0.00059368-0.00013075i,0.0006253-0.00037624i,0.00088955+6.007e-05i,0.00093841+0.00037512i,0.0011415+0.00017396i
-6.9218e-05+0.0011836i,-7.8026e-05+0.0019058i,0.00069162+0.001542i,0.0012532+0.00047781i,0.001434+0.00027639i,0.001099+0.00082799i,0.00093866+0.0016212i,0.0011324+0.00066225i,0.00086542-0.00070803i,-0.00010272-0.00088608i,0.0002955-0.00077859i,0.00050768-0.00066358i,0.00029036-0.00027239i,0.00064017+0.00036224i,0.00022075+0.0004232i,5.2189e-05+4.4225e-05i,0.0001788-0.0003533i,0.00059703-0.00056926i,0.00050827+0.00035795i,-0.00018295+0.00054019i,0.00057876-0.00041711i,0.00078771-0.00056241i,0.00033535+1.6852e-05i
-0.00097302-0.00073951i,-0.0016534-0.0011385i,-0.0012568-0.0015298i,-0.00030101-0.00060205i,-0.00023064-6.3271e-05i,-6.7493e-05+0.0005094i,0.00019892+0.0011135i,0.00040529+0.00039163i,0.00024248-0.00029557i,0.00049643+0.00015736i,0.0011223-0.00033202i,0.0016389-0.00085702i,0.0017163-0.00025012i,0.00056623+3.8247e-05i,-0.00025532+3.9845e-05i,0.00030452+0.00054792i,-0.00022825-5.1979e-05i,-0.00074753-0.00034664i,-0.0002078+0.00043317i,-1.632e-05-0.0002072i,0.0002273-0.0010042i,0.00063211-0.0004156i,0.00071118+8.7853e-05i
-0.00038427-8.4923e-05i,0.00090941+0.00042965i,0.0017644-6.5531e-05i,0.0018286-1.3652e-05i,0.00059861+0.00034266i,-0.00013269+0.0013879i,0.00041757+0.0025057i,0.00077564+0.0024467i,0.00038967+0.0013608i,-0.00024405+0.00043981i,-0.00035376-0.00019646i,-0.00021378+1.9597e-05i,-0.00013343-0.00030289i,-0.00017163-0.00046511i,-0.00046289+5.1419e-05i,-0.00040636+0.00027696i,-3.0532e-05+0.0009883i,2.5202e-05+0.001306i,-0.00032437+0.0010028i,-0.00015158+0.0010111i,1.701e-06+0.0008384i,-0.00044499+0.00049586i,-0.00024874+0.00062426i
0.0027581-0.0024304i,0.0023919-0.0018608i,0.0015972-0.0029353i,5.4011e-05-0.0026054i,-0.0013306-0.0015715i,-0.00074168-0.00027382i,0.0004403+0.00083648i,-3.2974e-05+0.00063977i,0.00012939-0.0004647i,0.00048915-0.0010992i,0.00036393-0.00029428i,-1.9717e-05+0.00017915i,-0.00052893-0.00034386i,-0.00054099-2.4283e-05i,-0.00068565-0.00027756i,-0.00046168-0.00047281i,3.8177e-05+0.0005672i,0.00028286+0.00029797i,-7.9847e-06-0.00046537i,-0.00035981-0.00010199i,-0.00019162+0.00032075i,0.0005811-0.0001223i,0.00089201-0.00040226i
0.0039509+0.0039488i,0.0036104+0.0029957i,0.0036424+0.00043364i,0.0041912-0.0014457i,0.0030464-0.002022i,0.00075564-0.0010555i,-0.00025719+0.0012034i,5.3797e-05+0.0015082i,0.00025694+0.00081101i,0.0005188-0.00011539i,0.00075511-0.0012905i,0.00045502-0.0011797i,-9.3216e-05+0.00036095i,-0.00069618+0.0012435i,-0.0005356+0.001114i,0.00047131+0.0010733i,0.00094303+0.00043907i,0.0010302-2.2352e-05i,0.00036141+0.00039794i,-0.00037497+0.0010868i,-0.00054964+0.00063202i,-0.00044499-1.6446e-05i,-0.00033158-1.4155e-05i
0.00096599+0.0018141i,0.0012826+0.00047203i,0.001093+0.00010916i,0.0014051-0.00074714i,0.0012737-0.0014211i,9.7263e-05-0.00069159i,-0.00015531+0.00046322i,-0.00018045+0.00085654i,-0.00036633+0.00086032i,0.00064598+0.00018845i,0.00099556-0.0003293i,0.00017273-0.00062599i,-5.33e-05-0.00043195i,-0.00071983+0.00011214i,-0.00082197-8.0136e-05i,-0.00011717-0.00096203i,0.00012562-0.0011821i,0.00069535-0.00067617i,0.00071279+8.94e-05i,1.7311e-05+0.00031176i,4.0647e-05-0.0002273i,4.171e-05-0.0002765i,-0.00020631-0.00049483i
-0.0015751+0.00066581i,-0.0012149-0.00038112i,-5.0526e-05-0.0017603i,-0.00012219-0.0011996i,-0.00023276+0.00030241i,0.00022632+0.00062811i,0.00063585+0.00019971i,0.00084499-0.0005526i,0.00066594-0.00082891i,-1.3057e-05-0.00076479i,-8.2816e-05-0.00054062i,-0.00010566+0.00026951i,-0.00029511+0.00028571i,-7.4206e-05+0.00010649i,0.00056481-5.7875e-05i,0.0012387-0.00031253i,0.0015262-0.00034174i,0.0012864-0.00050983i,0.00058297-0.00048027i,0.00035466-1.6102e-05i,0.00016933+0.00070841i,-0.0001961+0.00036708i,6.8203e-05-0.00040844i
0.00038885+0.00034919i,0.00089286+0.00038918i,0.00060331+0.00045022i,0.00086148+6.1361e-05i,0.0011004-0.0007209i,0.00065106-0.00089758i,0.00047064-0.0005624i,0.00052895-0.00028607i,0.00049211-0.00028892i,1.8177e-05-0.00035744i,-0.00050522-0.00039744i,-0.00074584-0.0003836i,-0.0008002+0.00026662i,-0.00072237+0.00048717i,0.00019058+0.00050612i,0.00026956+0.00052959i,0.00012638+0.00034839i,0.00026896+0.00015663i,0.0003529-5.3931e-05i,0.00055046+0.0001659i,0.0010045+0.0002666i,0.0010677-0.0001015i,0.00061479-0.00022065i
0.0012489+0.0013267i,0.0017047+0.0019997i,0.0017419+0.00038479i,0.0014091-0.001093i,0.00082425-0.0010159i,-5.6013e-05+0.00051215i,-0.00017057+0.0024537i,-0.00012097+0.0021671i,-0.00014323+0.0017311i,0.0001221+0.0011866i,-0.00050372+0.00046307i,-0.00096036+6.7543e-05i,-0.00043816-4.4379e-05i,0.00020874+0.0003984i,0.00066313+0.00030865i,0.00071495+0.00023606i,0.00052557+0.00038847i,2.2404e-05-0.00015234i,-0.00047245-0.00035323i,-0.00057538-0.00042883i,-0.00076401-0.00086694i,-0.00035207-0.00061596i,-0.00057909+0.00013618i
-3.4691e-05-0.0034317i,-0.00026954-0.0030664i,-0.0013979-0.0013166i,-0.0010605-0.00033432i,-0.0002227+0.00028012i,0.00055163+0.00058676i,0.00069736+0.00044427i,0.00039173+0.0006277i,0.00058488+0.00039196i,0.00036777+0.000704i,0.00011027+0.00090045i,0.00044413+0.00032277i,0.00092861+9.1531e-06i,0.0009017+0.0001769i,-0.00033903-0.00012875i,-0.000825-0.00051521i,-0.00023572-0.00023845i,0.00014965-0.00026554i,-0.00020423-0.00017378i,0.00011896+0.00071961i,6.7258e-05+0.00050472i,-0.00057625-0.00057981i,-0.0010029-0.00051369i
