-0.0012308+0.00073371i,-0.00015385+0.00095056i,-0.0011117+0.00063303i,-0.00044008-0.00032621i,-0.00073209-0.00072994i,-0.00047776+0.00034998i,0.00074623+0.00158i,0.00040706+0.0013549i,0.0012534+0.00080138i,0.0020409+0.00083261i,0.00069705+0.0001743i,0.00012437-0.00083953i,0.00055209-0.00055644i,-5.0876e-05+0.00023447i,-0.00057359+0.00042427i,-0.00027406+0.00057784i,7.3747e-05+0.0007268i,0.00028708+0.000394i,0.00015249+0.00022447i,0.00020304+0.00019131i,0.00077701-0.00060893i,0.00095507-0.00068592i,0.0005042+0.00026487i
-0.0014134-0.0015231i,-0.0022254-0.0027779i,-0.001763-0.0029618i,-0.00057957-0.0028833i,6.5893e-05-0.0015052i,0.00045088-0.00021528i,0.0012631+0.00028345i,0.0014048+0.00040525i,0.0020832-0.00048717i,0.0029369-0.0018503i,0.0026846-0.0031208i,0.0015677-0.00282i,0.00020101-0.0013754i,-0.0010962-0.00028229i,-0.00094369+0.00042568i,-0.00033131+0.00072202i,-0.00018614+0.00018194i,0.00065394+0.00011018i,0.0006296+0.0001107i,3.8188e-05-0.00021689i,-0.00073317-0.00033613i,-0.0010105-0.00041584i,-0.00020374+0.00010279i
-0.0014317-0.00087983i,-0.00058456-0.0018709i,-0.00060592-0.0016155i,-0.0013845-0.00063158i,-0.0014625-0.00028155i,-0.00090747+0.00072026i,-0.00056292+0.0011932i,-0.00024765+0.00054348i,0.0017444+0.00063704i,0.0035678+0.00093063i,0.0032585+0.00025241i,0.0020584-0.00063002i,0.0003571-0.00018848i,-0.00055778+0.000155i,-0.00060719-0.0005444i,1.0094e-05-0.0010106i,0.0002012-0.00073784i,-0.00018605-0.00021163i,0.0002933-0.00018404i,0.0013302-0.00036008i,0.00077744-0.00079651i,-0.00051725-0.00086827i,-0.00028569-0.00015057i
0.00049209+0.0012496i,0.00082881+0.0018032i,0.00063035+0.00058273i,-7.5222e-05-0.0021708i,-0.00033371-0.0036423i,0.00025779-0.0019023i,0.00095941+0.00052683i,0.00095738+0.0009735i,0.00082317+0.0011079i,0.001685+0.0019906i,0.0024354+0.0025527i,0.0023365+0.0016994i,0.001636-0.0003588i,0.0010726-0.001354i,0.00099462-0.00060445i,0.0007716-0.00024425i,9.7146e-05-0.00055595i,-0.00029528-0.00032635i,-0.00014151-5.3669e-05i,-0.00016183+1.5297e-05i,-0.00034938+4.0726e-05i,-0.00033337-0.00039929i,1.2007e-05-0.00077926i
-0.0046583-0.0040639i,-0.0051329-0.0045603i,-0.0053024-0.0054406i,-0.003769-0.0043272i,-0.0022789-0.0013368i,-0.0008042+0.00073714i,-0.00028127+0.0005524i,-0.0013224-0.00034432i,-0.0024827+0.00083577i,-0.002825+0.0025998i,-0.0019084+0.0027226i,-9.1147e-05+0.0018471i,0.00062714+0.0010047i,0.00040893+0.00028984i,0.00028968+1.3873e-05i,0.00037485+0.00031174i,-0.00012599+0.0009159i,-0.00099424+0.00015971i,-0.0010529-0.0011976i,-0.0010512-0.00070334i,-0.00092539+0.00028766i,-0.0003642+0.00040044i,0.00034357+0.00028458i
0.0014644-0.0033452i,0.0012406-0.0049284i,0.0014969-0.0056004i,0.00014888-0.0036888i,-0.0019923-0.0012472i,-0.0019458+0.00065712i,-0.00094375+0.0002635i,-0.0006223-0.0012931i,-0.0009437-0.0016482i,-0.0022921-0.0011302i,-0.0028224-0.00059366i,-0.001388-0.00020221i,-0.00034416+7.0696e-05i,-0.00039236+0.0011014i,0.00033469+0.0013121i,0.00048696+0.00025936i,0.00018223-0.00026873i,-0.00065826-0.00078038i,-0.0010872-0.0013195i,-0.00060271-0.0014045i,-0.00017206-0.0016351i,-0.00091477-0.0017959i,-0.0012402-0.0016211i
-0.00054694-0.001287i,-0.000148-0.0018678i,0.00076052-0.0041022i,0.0021173-0.0048729i,0.0025779-0.0041551i,0.002523-0.0026148i,0.0018597-0.0016967i,0.00026311-0.0021109i,-0.00030778-0.002392i,-0.00050627-0.0019983i,-0.0012545-0.0020255i,-0.00049838-0.0011157i,0.00058377-4.6729e-05i,-0.00014653-2.3358e-05i,-0.00071762-0.00022251i,-0.00016049-0.00046628i,0.00026596-0.00063512i,0.00050906-0.0004894i,-0.00022679-0.00023638i,-0.00081767-0.00030491i,-0.00052094-9.1772e-05i,-7.9724e-05-0.00036247i,0.00041078-0.0013295i
0.00015003+0.0016741i,-0.0006577+0.0020414i,-0.00097606+0.0010239i,-0.0021736+0.00022584i,-0.0022253+0.00040034i,-0.00047207+0.0011738i,0.00038379+0.00099391i,0.00059557-0.00051105i,0.001434-0.0023735i,0.0019668-0.0035761i,0.00062777-0.0033974i,-0.00043698-0.0017453i,-0.00018016-0.00021101i,9.0647e-06-0.00038224i,-0.00073448-0.0010419i,-0.00054681-0.00069348i,6.6704e-05-0.00015516i,-0.00018102+7.0376e-05i,-4.5582e-05+0.00024716i,8.5081e-05-0.00026248i,8.1102e-05-0.00090937i,0.00014302-0.00082985i,-0.00016889-0.00048768i
0.0014299-0.0035105i,0.00020386-0.003807i,-0.0003699-0.0051821i,-0.00045052-0.0046135i,-0.0012094-0.0029876i,-0.0010139-0.0013293i,0.00032186+0.00046896i,0.0019208+0.0012495i,0.0023162-0.00011592i,0.0017071-0.0025931i,0.0012563-0.0034464i,0.0005674-0.0026691i,-4.1043e-05-0.0018324i,-0.0010221-0.0011539i,-0.0014187-0.00079135i,-0.00091485-8.4375e-06i,-0.00091259+0.00080106i,-0.00093196+0.00048636i,-9.9514e-05-0.00022195i,0.00038337-0.00065288i,-0.00079702-0.00039304i,-0.0014363+0.00012046i,-0.0004937+0.00033467i
0.0023459+0.00058805i,0.0025077-0.000505i,0.0027252-0.0015198i,0.0020499-0.0032278i,0.0001817-0.0030783i,-0.00095529-0.00060272i,-0.00034397+0.00071485i,0.00015225+0.00051098i,0.00074884+0.0008672i,0.002331+0.00098327i,0.0033254+0.00049547i,0.0024032-0.0010243i,0.0008941-0.0018633i,-0.00025242-0.0013201i,-0.00024904-0.00084137i,0.00038392-0.00096008i,0.00054297-0.0008103i,0.0002577-0.00036271i,-0.00052885-0.00017611i,-0.0008587-0.00012764i,-0.00044568-0.0002324i,0.00022688+0.0001968i,0.00055194+0.00027416i
-0.0012352+0.0015387i,-0.0019995+0.0013712i,-0.003171+0.00013408i,-0.0023007-0.00093896i,-0.00053326+0.00013579i,0.0010193+0.00078472i,0.00099625+0.00043864i,7.326e-05+0.00043616i,-2.8471e-05+0.00082587i,0.00053823+0.0011214i,0.00085024+0.0012445i,0.0009522+0.0016612i,0.0011406+0.00081677i,0.0014436-0.00018797i,0.00096831+0.00029432i,0.00037738+0.00038285i,0.00024486-0.0001748i,-0.0004719-0.00078864i,-0.0007388-0.00070588i,-0.00039218+2.145e-05i,-7.4109e-05+0.00016372i,4.1564e-05-5.2171e-05i,0.00042278-7.5715e-05i
-0.0025431+0.00028853i,-0.0023385+0.0001456i,-0.0017126-2.9005e-05i,-6.3312e-05-0.00078611i,-0.0005711-0.00086714i,-0.00079357-0.00045249i,0.00039998-0.0010879i,0.00043318-0.00090677i,-0.0011546+0.00030706i,-0.0021055+0.0010861i,-0.002441+0.0013678i,-0.0015767+0.0008469i,0.00076978+0.00045818i,0.0013194+9.2837e-05i,0.00048507-0.00035062i,-0.00019175-8.6422e-05i,-9.688e-05+0.00025756i,0.0005508+0.00039953i,0.00066876+0.0003675i,6.3299e-05+0.00035161i,4.1141e-06-0.00011828i,0.00074559-0.000493i,0.0004709-0.00040013i
-0.0014398-0.0049642i,-0.0020875-0.0060537i,-0.0031022-0.0055775i,-0.002622-0.00346i,-0.00197-0.0016903i,-0.00037186-0.00061986i,0.00039507-0.00067146i,-0.00046471-0.0011722i,-0.0012156-0.0011618i,-0.0018587-0.0012646i,-0.0025196-0.00080464i,-0.0024069-4.1097e-06i,-0.0018322+0.00020342i,-0.00078762-0.00028738i,-0.00022513-0.0007528i,-0.00022966-0.00028226i,-1.5045e-05+0.00019217i,0.00015501-0.00072301i,0.00043791-0.00089711i,0.00021837-0.00060185i,-0.00074756-0.0010446i,-0.0011031-0.0013613i,-0.00063825-0.00062483i
-0.0002923+0.00075587i,0.00038552+0.00045979i,-8.9237e-05+0.0011169i,-0.00081154+0.0011457i,-0.0016324+0.0004245i,-0.0011959-0.00036095i,0.00015552-0.0011779i,0.00097065-0.0016947i,0.001171-0.0023193i,0.00083737-0.0029724i,-0.00021907-0.0013847i,0.00021756+0.00058813i,0.00080326+0.00070693i,0.00031191+0.00060452i,0.00028154+0.00051481i,0.00039187+0.00012801i,0.00058242+9.1098e-06i,0.00077261-0.00042421i,0.00061626-0.0004366i,0.00075972-0.00075388i,0.00020142-0.00046234i,-0.00050058+0.00016719i,0.00013221+0.00061028i
0.00093203-0.0016663i,0.00029009-0.0014267i,7.3063e-05-0.0026734i,-0.00045284-0.0036048i,-0.001279-0.0035252i,-7.2098e-05-0.0022735i,0.0011742-0.001599i,0.0012471-0.0013065i,0.0015863-0.0017974i,0.0014604-0.0024566i,0.0010788-0.0014233i,0.00082719-0.00043151i,0.00020887-0.00028095i,-0.0010227-0.00025268i,-0.0015373-1.1117e-05i,-0.0010726-2.352e-05i,-0.00066916+0.00010873i,-0.0010437+0.0001622i,-0.00099305-0.00047648i,-0.00042721-0.00051589i,-9.3739e-05-0.00035826i,0.00022739+1.1349e-05i,0.00036795-0.00042066i
-6.8584e-06+0.00081365i,-0.00093892+0.00045798i,-0.00044392-0.00076459i,0.0010799-0.0012382i,0.00062033-0.0013857i,-0.0002672-0.0011152i,0.00032059+2.5299e-05i,0.0010453+0.00037211i,0.0019884-4.8313e-05i,0.002642-0.0002753i,0.0024854-0.00082862i,0.0023263-0.0012109i,0.00078673-0.0011483i,-0.00038065-0.0011378i,5.7956e-05-0.00042141i,0.00028013-0.00013602i,0.0001538+1.8234e-05i,0.00038757+0.00011361i,-7.262e-05-0.00057541i,-0.00090336-0.00067351i,-0.00014026-0.00049834i,0.00085151-0.00043335i,0.00057695-0.00054734i
0.00015186-0.00083225i,0.0017373-0.00099631i,0.0017577-0.0017299i,0.00027128-0.0026164i,-0.0014244-0.0024593i,-0.0010914-0.001161i,-0.00016645+0.00041363i,-0.00024735+0.00062474i,-4.003e-05+0.0001899i,0.0011322+0.00032094i,0.0019333+0.00029895i,0.0020023+0.00051242i,0.0014566+0.00070763i,0.00096623+0.00052053i,0.00059949+0.00031027i,-0.00016953+8.8332e-05i,-0.00018283+6.2285e-05i,0.00021898-0.00011015i,-0.00040174+4.7946e-05i,-0.00097716-9.3811e-05i,-0.00065375-0.00045001i,-0.00031183-0.00021433i,-0.00030488-5.9205e-05i
-0.00063643+0.00065495i,-6.4488e-05-0.00025529i,0.00051085-0.0011079i,0.00028698-0.00084834i,0.00014055-0.00080516i,0.00033864-0.0010614i,0.00023017-0.00097021i,-0.00017419-0.00043792i,-0.0003452+0.001116i,0.00028739+0.0022875i,0.00092817+0.0021332i,0.00084517+0.0018143i,0.00061787+0.00077576i,0.00024494-0.00030293i,-0.00026869-0.00041787i,-1.5091e-05-0.00094139i,0.00035345-0.0013367i,-6.8478e-05-0.0011595i,-5.3186e-05-0.0006866i,0.00010089-0.00048166i,0.00024407-0.00064948i,0.00045571-0.001114i,0.00015944-0.0015432i
-0.00050582-0.00088067i,-0.00074828-0.00051535i,-0.00023519-0.00040425i,4.5836e-05-0.00078017i,0.00035084+4.6748e-05i,0.00038963+0.0011747i,0.00010109+0.00075788i,0.000297-0.00049439i,0.00047035-0.001094i,0.00015528-0.0009403i,-0.00045906-0.00062546i,-0.00092096-0.00010793i,-0.00059273-0.00018129i,-4.0919e-05-0.0003697i,-0.00053306+0.0003324i,-0.00067012+0.00078735i,-0.00021332+0.0007124i,-0.00050086+0.00029412i,-0.00045267-0.00057803i,-7.4274e-05-0.0011173i,-0.00053866-0.00087659i,-0.0006214-0.00087761i,0.00038955-0.0010412i
-0.0022945-0.0029634i,-0.0027619-0.0041176i,-0.0025241-0.0046693i,-0.0024846-0.0044859i,-0.0025394-0.0032298i,-0.0015135-0.0014073i,-0.00059066-0.00038267i,-0.00030838-0.0010902i,-0.00020154-0.0011331i,-0.00060454-0.00050384i,-0.0016894-0.00078671i,-0.0022253-0.00066415i,-0.00075196+7.4929e-05i,-0.00011876+0.00047554i,3.7191e-05+0.00036272i,0.00022234+3.55e-05i,0.00042989+0.00022544i,0.00049788-0.00028142i,1.1088e-05-0.0017665i,-0.00037871-0.0017296i,-0.0006894-0.0011013i,-0.00096141-0.00098137i,-0.00059906-0.00088368i
0.00096773-0.0013171i,0.00086638-0.001148i,0.00069492-0.00095094i,0.00092721-0.0014388i,0.00095599-0.0012146i,8.995e-06-0.00011887i,0.00010481-0.00036554i,0.0012903-0.0012672i,0.0014281-0.0022524i,0.0013716-0.0033544i,0.00086367-0.0031852i,-0.000405-0.0020985i,-0.0012423-0.0011168i,-0.0014441-7.8661e-05i,-0.00079111+0.00050519i,-9.0763e-05+0.00021482i,0.00020938+0.00048043i,0.00051907+9.1771e-06i,1.9131e-05-0.0012521i,-0.001623-0.0012172i,-0.0016191-0.00030448i,-0.00065038+0.00021854i,-0.00051188-0.00014701i
0.00066695+0.0019734i,0.0013477+0.0013103i,0.0024499-0.00032135i,0.0011536-0.00078691i,0.00079009+0.00022237i,0.00054198+0.00066854i,-0.00022459-0.00024453i,0.00079385-0.00089324i,0.001914-0.00070274i,0.0020615-0.00089292i,0.0019424-0.0014114i,0.0013017-0.0015279i,0.00049098-0.0013147i,7.1965e-05-0.00075948i,-7.7233e-05+7.6341e-05i,1.9979e-05+0.00010793i,-4.7115e-05-0.00011385i,5.2999e-06+3.0158e-05i,7.9718e-05+0.00017646i,0.00025084-0.00020238i,0.00079946-0.0009206i,0.00093145-0.00047138i,0.00071082-0.00035011i
5.8255e-05+0.0012171i,0.0010262+0.0017359i,0.0021489+0.0012629i,0.0019852-0.0013516i,0.0014386-0.0026852i,0.0012596-0.0012061i,0.00086297-0.00055203i,0.00071412-0.00057822i,0.0016226+0.00022857i,0.0023467-1.8792e-06i,0.0021329-0.00044014i,0.0012349-0.00030139i,8.7895e-05-3.7953e-05i,-0.00091566+0.00033374i,-0.0008152+4.5448e-05i,8.3416e-05-0.00048828i,0.0001043-0.0003787i,-0.00028143-7.206e-05i,0.00025173+0.00042816i,0.00039223+0.00023464i,-0.00024221-0.00016058i,-0.00058873-0.00076479i,-0.00040153-0.00094771i
-0.0022364-0.0015257i,-0.0029743-0.0018934i,-0.0035009-0.0036263i,-0.0028269-0.004168i,-0.0020844-0.0028378i,-0.0014237-0.0012796i,9.3854e-05-0.00057485i,0.0007008-0.00029912i,0.00089496+0.00014397i,0.0012144+0.0011389i,0.0015047+0.0013592i,0.0014481+0.0011407i,0.0008033+0.00080721i,-0.00023653+3.0604e-05i,-0.00052635-0.00034698i,-7.8909e-05-0.00060143i,0.00033615-0.00043115i,0.00063586-0.00030059i,0.00050872-0.00084595i,3.5456e-05-0.00052833i,-6.0782e-05-0.00047843i,-0.00022409-0.00033863i,5.1876e-05+0.00028383i
0.00054924+0.0017209i,0.0013872+0.0013142i,0.0015226-0.00035711i,-0.0001595-0.0014358i,-0.00012439-0.0021816i,0.0016381-0.0011205i,0.0015022+0.00057054i,0.00062177+0.00047126i,0.00029455+0.00017317i,6.07e-05+3.065e-05i,-0.00021179+0.00034237i,-0.00078429+0.00068366i,-0.00035398+0.00016007i,0.001038-0.001023i,0.0011069-0.00077504i,0.00017166+0.00045885i,-0.00035661+0.00033556i,-0.00055269-0.00019876i,-2.6771e-05-0.00087773i,0.00015471-0.00096511i,-8.0504e-05-0.00036845i,3.3873e-05+0.00010025i,-0.0004923-0.00031484i
-0.00060525-0.00058695i,-0.00087848-0.00066533i,-0.00098804-0.0011956i,-0.00048914-0.0012708i,-0.00069996+0.00024716i,-0.00038627+0.0011194i,0.0003565+0.00068133i,0.00041256+0.00037869i,-0.00011094+0.00067576i,-0.00061685+0.00034606i,-0.00098541-5.5139e-05i,-0.00062103+0.00028037i,-0.00061714+0.00017467i,-0.00020696-0.00059305i,0.0008283-0.00089648i,0.00074232-0.00035899i,7.3841e-05+0.00022491i,0.00048312+0.00039453i,0.00054403-6.6466e-05i,-0.00037761-0.0010906i,-0.00063812-0.0012837i,-0.00047093-0.00089688i,-0.00013958-0.0006393i
0.00084674+0.0023875i,0.00079752+0.0025395i,0.0013738+0.0010408i,0.00084626-0.0017227i,0.00066365-0.0026578i,0.0002245-0.0016903i,6.8504e-05-0.00077524i,0.00082073-0.00064608i,0.00081314-0.0014649i,0.00022059-0.0024079i,-0.00059796-0.0029i,-0.00051657-0.0026008i,-9.3562e-05-0.0013026i,0.00020335+9.0846e-05i,0.00047607+0.00073157i,0.00084067+0.0002997i,0.0010419-0.00036557i,0.00079467+0.00025635i,-0.0003404+0.00096952i,-0.0014116+0.00067104i,-0.0014795+6.2774e-05i,-0.00079635-0.00029712i,-0.00021771-1.872e-05i
-0.00010083-0.00032083i,0.0012497-0.0014045i,0.00089188-0.003903i,0.00020379-0.0052148i,-6.4855e-05-0.0037084i,-2.506e-05-0.0016415i,0.00056531-0.00059838i,0.0006848-0.00020202i,0.0006291-0.0008308i,0.0015015-0.0014602i,0.0015561-0.0018432i,0.00080694-0.0017175i,0.00076275-0.00068009i,0.0005687+0.00018343i,-0.00032188+0.00097926i,-0.0005609+0.00076648i,-0.00022967+0.00038518i,0.0004009+0.00023443i,0.00033204-0.00011433i,-0.00029902+0.00019493i,1.5735e-05+0.00044645i,0.00047005+0.0007436i,0.00034151+0.00047883i
0.0013721-0.0018686i,0.0012078-0.0010162i,0.0014119-0.0011568i,0.00050092-0.00123i,-0.0017633-0.00030918i,-0.0025395+0.0011212i,-0.00086596+0.00092193i,0.0001646-0.0003519i,0.00091547-0.0017115i,0.0019478-0.0018986i,0.0014693-0.0010279i,0.00035493-4.8497e-05i,-0.00023473+0.00035271i,-0.0012282-0.00015304i,-0.001328-0.00029092i,-0.00058624-0.00028236i,-0.000471+0.00022168i,-0.00032593+0.0007681i,0.00016165+0.00045161i,0.00027194-0.00023533i,0.00017395-0.00023448i,-4.2122e-05+0.00037116i,-0.0010199-1.4403e-05i
0.0020042-0.0011535i,0.001005-0.001452i,0.0012554-0.0019181i,0.00042874-0.0034514i,-0.00077438-0.0034441i,-0.00026663-0.001463i,0.00067802-4.3337e-05i,0.0012902-0.00023146i,0.0014545-0.00057505i,0.0014181-0.00050623i,0.0010634-0.00074427i,0.00019311-0.00018196i,0.00011071+0.00051121i,2.0361e-05-1.447e-05i,-0.00074491-0.0002495i,-0.00083377-0.00098361i,0.00036745-0.0013419i,0.0013101+3.8967e-05i,0.0005658+0.00015965i,0.00010884-0.00081771i,0.00054274-0.00038441i,0.00018619-0.00025961i,-0.00048256-0.00019378i
-0.0014591-0.00073648i,-0.0023405-0.00091148i,-0.0026493-0.00059488i,-0.0011274-0.00068417i,-0.0004408-0.00018949i,0.00012634+0.00037638i,0.0002028+0.00031063i,-0.00032076+1.7301e-05i,-9.996e-05-0.00026352i,0.00070461+2.6539e-05i,0.00050348+0.00093844i,-9.4718e-05+0.00087413i,-8.6445e-05-6.4731e-05i,-0.00057059-0.00045258i,-0.00078766-0.00015485i,-0.00059724+0.00016205i,-0.00051901-9.3587e-05i,-0.00041084-0.00074345i,-0.00053167-0.001166i,-0.0003062-0.0010303i,-0.00030276-0.0002017i,-0.00033178+0.00016542i,0.00045304-0.00080838i
0.0013911+0.00083502i,0.0015542+0.00075506i,0.0019529-0.00039691i,0.0017499-0.0020216i,0.00042585-0.0017578i,-0.00075052-0.00069784i,-0.00037621-0.00043746i,-0.00014728-0.00011046i,-0.00048766+0.00016511i,-0.00087917+0.00017515i,-0.0010659+0.00038758i,-0.00079989+0.00015359i,0.00023388-0.00070658i,0.000835-0.00073295i,0.0003544+0.00041003i,-0.00012185+0.00096415i,-0.00028823+0.00049018i,-0.00036869-0.00078058i,-0.00075199-0.0011836i,-0.00070705-0.0010252i,-0.00060741-0.00078227i,-0.00066644-0.0013549i,-0.00013936-0.0019687i
0.0010186+0.00059416i,0.00084812-0.00033913i,0.0015965-0.0018449i,0.00088681-0.0026524i,-0.0001545-0.0022244i,-0.00013407-0.00083187i,0.00047424-0.00049291i,0.0013046-0.00022617i,0.0015792+7.355e-05i,0.0013796-0.0009168i,0.00029116-0.0015072i,-0.00045669-0.0012461i,0.00064343-0.00023642i,0.0012581+2.3743e-06i,0.0008874-0.00028613i,0.00092473-0.00023998i,0.0006685-0.00052258i,0.00040796-0.00042639i,0.00025295-0.00044029i,0.00053133-0.0010955i,0.0007714-0.0011524i,0.00047747-0.00026275i,-0.00025177+0.00033192i
0.0012637+0.00056672i,0.00092214+0.00013315i,-0.00052402+0.00041841i,-0.00028157-0.00010091i,0.00080713-0.00066637i,0.00033211-0.00020586i,-0.00038281-0.00034631i,-0.00014054-0.00060348i,-5.5051e-05-0.00035329i,-0.00054062-0.00034583i,-0.00028507-0.00047444i,-4.9991e-06-0.00054824i,9.9255e-05-0.00050692i,0.0001653-0.0001738i,0.00013717+0.00024584i,0.00039256-5.8432e-05i,0.00044011+8.6539e-05i,0.00016206+0.00045188i,-0.00029823+6.5243e-05i,-0.00057342-3.7034e-05i,-0.00027246+0.00061677i,1.5258e-07+0.00070918i,0.0003293+0.00062227i
-0.00047377+0.0019291i,-0.00099776+0.0012726i,-0.00048037+0.00010084i,0.00046573-0.00070254i,0.00080194-0.00049527i,0.00054188-0.00036102i,-0.00047231-0.0013572i,-0.00036427-0.0011598i,0.0010551-0.0008642i,0.0013639-0.0018163i,0.00035981-0.0018837i,-0.00013487-0.0010769i,0.00045281-0.00039088i,0.00021737+0.00048758i,0.00027329+0.00075246i,0.00056692+5.8648e-05i,0.00072042-0.00052206i,0.0010063-0.00069341i,0.00062628-0.00035185i,0.00011157-7.1706e-05i,-0.0001061-0.00051603i,-0.00012047-0.00019911i,4.6229e-05+0.00051471i
-0.00020017-0.0018485i,-0.00070981-0.0019544i,-0.00081942-0.0029904i,-0.0013516-0.0028575i,-0.0021758-0.0016832i,-0.0021591-0.0001237i,-0.00069257+0.00082572i,0.00039119+0.00068032i,0.00080838+0.00049711i,0.0011819+0.00040785i,0.00092279-3.251e-05i,0.0005949+0.00015398i,0.00022423+0.0013042i,-0.0004225+0.00095471i,-0.00025101+7.1474e-06i,-0.0001774-0.00015192i,-0.00042808-5.5867e-05i,-0.00081205+0.0002516i,-0.00054529+8.0338e-06i,-0.00028004-0.00030471i,-0.00086284-0.00027437i,-0.00069587-0.00039718i,0.00022203-0.00034455i
0.0020724-0.00047796i,0.0017808-0.00042297i,0.0017435-0.001576i,0.0014413-0.0026662i,0.0018125-0.0021141i,0.0010873-0.0011495i,0.00015978-0.0001344i,0.0010642+0.00021159i,0.0015037+8.8646e-05i,0.00093741-9.0611e-05i,0.00032444+0.00011447i,-0.00029812+0.00049945i,-0.00045985-0.00016222i,-0.00043947-0.00073478i,3.9085e-05+9.1619e-05i,-0.00048889+0.00078051i,-0.0013995+0.00084074i,-0.0014726+0.0009262i,-0.0016716+0.00045242i,-0.0013276+0.00010451i,-0.00055778+0.00035216i,-7.6551e-05+0.00018377i,-1.0818e-05-0.000622i
0.0010442-0.00049892i,0.0018413-0.0012337i,0.0028724-0.0026009i,0.0019165-0.0028293i,-4.7423e-05-0.0015442i,9.7924e-05-0.00085558i,0.00080245-0.0002849i,0.00064487-0.00065476i,0.00039857-0.00055052i,0.00019547-0.00018863i,-0.00062155+2.1842e-05i,-0.0018498+5.3652e-05i,-0.0013066-0.00079061i,8.6301e-05-0.0013866i,0.00089551-0.00063825i,0.0011881-8.3481e-05i,0.00059714-0.00036246i,0.00029414+3.4944e-06i,-4.7257e-05+0.00057956i,0.00014497+0.00084635i,0.00080201+0.0012297i,-7.0759e-05+0.00094835i,-0.0012656-0.0001449i
-0.00088315-0.00061888i,-0.0012884+7.0691e-05i,-0.0013997+0.00053505i,-0.00098368-0.00028025i,-0.0012805-0.0016i,-0.0013753-0.00083306i,-0.00024316+0.00010839i,0.00079768-0.00029552i,-7.0995e-05-0.00035529i,-0.0010463-0.00064278i,-0.00052404-0.0013376i,0.0004059-0.0015669i,7.043e-05-0.0012712i,-0.00017188+0.00020692i,0.00028273+0.00089867i,0.00028866+0.00067843i,-0.00054184+0.00041929i,-0.0009828-0.00044173i,-0.00091389-0.0011739i,-0.0006429-0.0011391i,-0.00042725-0.00057293i,-0.00011389+0.00051585i,8.6162e-05+0.00080165i
0.0019738+0.0002031i,0.0030729-0.00092114i,0.0033867-0.0020173i,0.0030384-0.0023589i,0.0018358-0.0016189i,0.00081763-0.0012679i,0.0011123-0.00054928i,0.0013316-0.00017141i,0.00093832-0.00080801i,0.001447-0.0011712i,0.0016763-0.0012788i,0.0013376-0.0014876i,0.001345-0.0015004i,0.00042219-0.001651i,-0.00051833-0.0018286i,-9.1566e-05-0.00091612i,0.00054032+8.8032e-05i,0.00061857-9.8826e-05i,0.00011429-0.0010939i,-0.00061125-0.0013966i,-0.0005555-0.00086159i,0.00058545-0.00019902i,0.0012035+1.5701e-05i
0.00029681+0.0016294i,0.00040491+0.00087349i,0.00098369-0.00044046i,0.0011235-0.002732i,0.00033673-0.0028011i,-0.00023281-0.001456i,-0.00022047-0.0011241i,-0.00035452-0.00096662i,-6.2664e-05-0.0008799i,0.00082253-0.00099263i,0.00099481-0.00060369i,0.0010263+0.00012459i,0.00083462-8.6396e-05i,0.00061223-0.00026411i,0.00062481+0.00039356i,0.00018324-9.2671e-05i,0.00021042-0.00094588i,0.00067586-0.00074979i,0.00055265-0.00048893i,0.00057432-0.00025739i,0.00078429-5.4099e-05i,0.00091261+0.00020697i,0.0011418+0.00023525i
-0.0010004+0.00089287i,-0.00054172+0.00083218i,-0.00024513-5.0797e-05i,0.00062407+6.4389e-05i,0.001321+0.0005171i,0.0010312+0.00047492i,0.00062314+0.00042917i,0.00065938-0.00011067i,0.0016684-0.00033337i,0.0021828-0.00013848i,0.00096929-0.00010757i,-0.00036358-0.00027394i,-0.00080009-0.0010239i,-0.00071876-0.00065315i,-0.00098206+0.00025206i,-0.0010742+0.00056528i,-0.00019149+0.0002722i,0.00011257+0.00017628i,-0.00025525-0.00068796i,-0.00053743-0.00061274i,0.00012691+5.7241e-05i,0.00065586-3.4857e-05i,-1.7446e-05+9.19e-05i
0.0013544-0.0026568i,-0.00038041-0.0028924i,-0.0016609-0.0045007i,-0.0022049-0.0042557i,-0.0015041-0.0025526i,-0.00012561-0.00073199i,0.00029388+0.0004309i,0.00086416+6.218e-05i,0.0020844+5.6873e-07i,0.0014779+0.00043969i,0.00086339+0.00059939i,0.00037857+0.00065281i,-9.0206e-05+0.00059853i,5.4253e-05+0.00053282i,-0.00026732+0.00042095i,-0.00054287+0.00030059i,0.00016901-0.00014616i,0.00020563-0.00048841i,-0.00045542-0.00055724i,4.7698e-05-0.00030201i,-3.6778e-06-0.00064418i,-0.00057299-0.0014608i,-0.00013679-0.0015257i
0.0003714+0.0027173i,0.00088008+0.0034948i,0.0014793+0.0025715i,0.00069947+0.00029782i,0.00037773-0.0016924i,0.00045764-0.0019124i,-4.008e-05-0.0011415i,0.00020201-0.00083028i,0.0008638-0.001144i,0.00077626-0.0010679i,0.00011567+0.00020275i,0.00015572+0.00058621i,0.00083214+0.00017805i,0.00090281-0.00030476i,0.00078132-0.00063064i,0.0011246+7.8252e-05i,0.0014659-1.5305e-05i,0.00072499-0.00020276i,-0.0014344-0.00037273i,-0.0016659-0.00064103i,-8.7527e-05-0.00043544i,0.00066534-0.00023748i,0.00071519-0.000139i
