-0.0012308+0.00073371i,-0.00015385+0.00095056i,-0.0011117+0.00063303i,-0.00044008-0.00032621i,-0.00073209-0.00072994i,-0.00047776+0.00034998i,0.00074623+0.00158i,0.00040706+0.0013549i,0.0012534+0.00080138i,0.0020409+0.00083261i,0.00069705+0.0001743i,0.00012437-0.00083953i,0.00055209-0.00055644i,-5.0876e-05+0.00023447i,-0.00057359+0.00042427i,-0.00027406+0.00057784i,7.3747e-05+0.0007268i,0.00028708+0.000394i,0.00015249+0.00022447i,0.00020304+0.00019131i,0.00077701-0.00060893i,0.00095507-0.00068592i,0.0005042+0.00026487i
0.00073799+0.0018369i,0.0015201+0.003172i,0.0025191+0.0038778i,0.0032551+0.0028209i,0.003058+0.0016565i,0.0021457+0.00022692i,0.0007709-0.00052499i,-8.1343e-06-7.9877e-05i,-0.00014496+0.00013049i,0.0011035-0.00039216i,0.0016312-0.00074493i,0.0008727+0.00024795i,0.00097901+0.0010065i,0.00083465+0.00055804i,0.00047572+0.00030353i,-2.9679e-05+0.0010815i,-0.00037871+0.0017049i,0.00014795+0.0013352i,0.00026986+0.00067814i,0.00023923+0.00018762i,0.0011452+0.00041205i,0.0018121+0.00064702i,0.0015828-8.0969e-05i
-0.0005507+0.00035686i,-0.00022105+0.00013583i,-3.3443e-05+0.00047104i,-7.2809e-05+0.0002858i,0.00047947+0.00016326i,0.00089002+0.00038157i,0.00087035+8.1707e-05i,0.00025218+0.00029009i,-0.00043525+0.00037949i,-0.00013403+0.0009362i,5.2489e-05+0.0010441i,-0.00060166+0.00062867i,-0.00095772+0.00066046i,-0.00063369+0.00088767i,-0.00011658+0.0012443i,0.00071376+0.0016788i,0.0015034+0.0018845i,0.0016515+0.0011856i,0.0012365+0.00038816i,0.0012295+0.00031383i,0.0011463-7.9163e-05i,0.00080309+0.00024129i,0.00039149+0.00045888i
0.00017572-0.0026328i,0.00015774-0.0041311i,0.00025476-0.0042093i,0.001568-0.0030116i,0.00090033-0.0017334i,-0.00054468-0.00091023i,-0.0010502-0.00081874i,-0.00053139+0.00013307i,-0.00018147+0.001096i,-0.00091038+0.0011034i,-0.0011232+0.00031086i,-0.00042352+0.00031944i,-0.00079457+0.00061952i,-0.0011917+0.00098179i,-0.00032342+0.0011749i,0.00015364+0.00020875i,0.00012812-0.0007798i,7.9888e-05-0.00052056i,0.00031946+0.00012709i,0.0011623+0.00018139i,0.001686+0.00031369i,0.00083011+0.00079627i,-0.00017934+0.0011964i
0.0016375-0.00024935i,0.0025641+0.00012907i,0.0029879-0.0006082i,0.001975-0.00045749i,-0.00027193-0.00037018i,-0.0017573-0.00058198i,-0.0004245-0.00027184i,0.0014603+0.00067754i,0.0017353+0.0015816i,0.0014196+0.0016336i,0.00056336+0.0010081i,-0.0005636+0.00099948i,-0.0010662+2.9889e-05i,-0.00020372-0.00082879i,0.00056113-0.0012518i,0.00021824-0.0013395i,-0.00028807-0.00099325i,-0.00042263-0.00069853i,-0.00040956-0.00052012i,7.4724e-05-0.00015153i,8.4333e-05+5.1842e-05i,-0.00019513+0.00035287i,-0.00053075+0.0013153i
0.00011655+0.0019651i,0.0010755+0.0024521i,0.0017012+0.0026909i,0.0026854+0.0019722i,0.0021267+0.00053295i,7.0376e-05-0.00013681i,-0.00092944-5.9548e-05i,-0.00061493+5.4537e-05i,-0.00038193+0.0001822i,0.00014168+0.00026098i,0.001534+0.0001943i,0.0017343+0.00043185i,0.00067984+0.0007494i,-0.00047188+0.00073462i,-0.0012843+3.5863e-05i,-0.00086117+0.00015043i,-0.00037829+0.0010173i,-0.00021375+0.00088991i,0.00010489+3.3346e-05i,0.00069813+4.7386e-05i,0.00072365+0.00035487i,0.00047851+0.00019957i,0.00026106+0.00053942i
0.00078386+4.8158e-05i,0.0010629+0.00064371i,0.0017344+0.0007295i,0.0022216+0.0014382i,0.0018215+0.001238i,0.00074922-4.8295e-06i,-7.5138e-05-0.00012989i,-0.00024003+0.00096089i,0.00034742+0.00080161i,0.00066124+6.613e-05i,0.00045241-0.00022077i,0.00059586+7.8971e-05i,0.00068476+0.00079923i,-1.0684e-05+0.00061912i,-0.00054895+0.00049602i,0.00023736+0.00046836i,0.00077402+0.00097111i,-0.00050395+0.001082i,-0.0012443-0.00023809i,-0.00070265-0.0006528i,-0.00037757+0.0002292i,-0.00045495+0.00015532i,-8.4679e-05-0.00074053i
0.0019972-0.0012051i,0.0024148-0.0023952i,0.0024394-0.0027003i,0.0017527-0.0037758i,0.00077485-0.0035705i,-0.00034354-0.0021606i,-0.00037955-0.00044726i,-0.00017624+0.0004008i,-0.00024588+0.0012726i,-4.8812e-06+0.0014222i,-6.9481e-05+0.0006363i,0.00091277+0.00024589i,0.0013932+0.00033668i,0.0010835+9.7238e-05i,0.0010637+6.8775e-05i,0.00057968-0.00039315i,-7.6437e-05-0.0011756i,0.00036892-0.0012339i,0.0010041-0.0017073i,0.00067328-0.0015139i,-1.4363e-05-0.00017943i,-0.00073579+0.00045063i,-0.00043552+0.00062383i
0.0018449+0.0012599i,0.0013117+0.00075808i,0.002095+0.00014103i,0.0017433-0.0012061i,0.0012272-0.0015956i,0.0010598-0.00095884i,0.00037627-0.00097578i,0.0001723-0.00077664i,0.00018891+0.00043868i,0.00022456+0.0013142i,-0.00014782+0.0008463i,-0.00041993+0.00098878i,0.0001717+0.00095246i,0.00059404+5.6593e-05i,-0.0002029-0.00030489i,-0.000698+7.2996e-05i,-0.00057952+0.0004354i,7.4582e-05+0.00017947i,0.0010175-7.8786e-05i,0.0011295+0.00011821i,0.00037982+0.00070438i,0.00011257+0.0010727i,0.00038449+0.00065352i
-0.00071668-0.00054815i,-0.0013757-0.00021707i,-0.00068577+0.00013932i,0.0013389+0.00073005i,0.001226+0.00039241i,0.00037764+0.00023735i,0.00021577+5.4895e-05i,0.00066111-0.0002119i,0.0016347-0.00011104i,0.0011992+0.00027482i,0.00052201+0.00033019i,-2.7747e-05+0.00046194i,-0.00021872+0.00072885i,-0.0009827+0.00045379i,-0.0018659+0.00022128i,-0.0011693+0.00016301i,-0.00024631+0.00026656i,-0.00014647+0.00013579i,-0.00032904-0.00033781i,-0.00040526+1.1808e-05i,-5.1784e-05-0.00043065i,0.0005144-0.001596i,0.0012711-0.0014567i
0.0012339+0.0001125i,0.0010587+0.00083194i,0.0011884+0.00092294i,0.0020755-0.00046873i,0.0019988-0.0014141i,0.00083445-0.00049205i,-0.00013852+0.00011724i,-0.00059155-1.3234e-05i,-0.00024926-0.00022651i,1.0136e-05+0.00046037i,-0.00077384+0.00036068i,-0.00041659-0.00050501i,0.00094759-0.00012282i,0.00126+0.00034523i,0.00063271+0.00078739i,-2.6447e-05+0.00099206i,0.00011299+0.00045237i,0.00041091+0.00018749i,0.00029877+0.00041369i,0.00034418-5.5525e-05i,-4.7852e-06-0.00063774i,-0.00028682-0.00095174i,-0.00023314-0.00081969i
0.00046537-0.001539i,0.0015847-0.0011703i,0.0028877-7.8899e-05i,0.0025475+2.755e-05i,0.0017965-0.0001961i,0.0012341-0.00014973i,0.00023909+0.00063511i,-0.00099838+0.0018316i,-0.00056483+0.0013841i,0.00013688+0.00092378i,-0.00044007-0.00019334i,-0.00061782-0.001239i,-0.00038166-0.00069i,0.00010681-0.00037183i,0.00021744-0.00025606i,0.00022583+4.7014e-05i,0.00064599+0.00031143i,0.00081651+0.00050485i,0.00072584+0.0010773i,0.00078806+0.0010163i,0.00078878+0.0005593i,0.00046464+0.00072207i,0.00056506+0.000279i
-0.00027255-0.00068149i,-0.00081493-0.0004156i,0.00025135-0.00018246i,0.00076309-0.00084345i,-0.00020284-0.0018181i,-0.00094907-0.0017794i,-0.00043277-0.00099633i,0.00042826-0.00019661i,0.0010134+0.0013333i,0.0009873+0.0021657i,0.00075784+0.0011778i,-2.1625e-05+2.6699e-05i,-9.9774e-05-0.00090566i,0.00070094-0.0010947i,0.00018362-0.00027874i,-0.0013928+0.00033386i,-0.0013632+6.1416e-05i,-0.00025216-0.00033085i,2.1128e-05-0.00060867i,0.00044069-0.00059856i,0.00050471-0.00015887i,0.0012017+0.00016822i,0.0015774+0.00015942i
-0.0017953-0.00088044i,-0.0016776+5.2594e-06i,-0.00084933+0.00049129i,0.0013552+0.00083125i,0.0025624+0.00067661i,0.0018918+0.00044231i,0.000651+0.00088604i,0.00021185+0.001147i,9.6099e-05+0.00085892i,0.00099417+0.00022739i,0.0015879-0.00036864i,0.00060555+0.00071943i,-0.00022407+0.0014475i,0.00017095+0.00043104i,0.0015242+0.00014908i,0.0013946+0.00041258i,0.00056601+0.00075934i,0.0001918+0.00052175i,-0.00040487+0.00042294i,-0.00034928+5.1182e-05i,0.00023406-0.00080556i,0.00018195-0.00075412i,-0.00026656-0.00023672i
0.0031991-0.00058431i,0.0032463+0.00013987i,0.0037884+0.00038729i,0.0040022-0.00025182i,0.0024432-0.0015585i,0.00016394-0.00089124i,-0.0006558+0.00028959i,-0.00057002-0.00010916i,-0.0002972-0.00043575i,0.00025791-0.00014585i,0.0010283+0.00044938i,0.0012555+0.00062878i,0.00050094+0.00019878i,0.0008638-4.9699e-05i,0.0019413-0.00023576i,0.0017043+0.00019272i,0.0013205+0.00099112i,0.00061946+0.0012935i,-8.8961e-05+0.0012333i,-0.00059523+0.0006444i,-0.00026396+8.5014e-05i,0.0001165-7.4901e-05i,-0.00041175-0.00029549i
0.0024021+0.00018011i,0.0032953-0.00073008i,0.002882-0.00049168i,0.0023546-0.0010231i,0.0018482-0.0015341i,0.00053903-0.0013147i,-0.00099722-0.00056031i,-0.0016186+0.00044175i,-0.0013155+0.0011364i,-0.00054721+0.0011504i,-0.00021242+0.00052808i,0.0001869-0.000106i,0.0012247-0.00010189i,0.0020249-0.0010494i,0.0019881-0.0013791i,0.00077609-0.0010934i,9.8477e-05-0.00095797i,0.00045804-0.00026071i,0.00031049+0.00053084i,-9.9214e-05+0.00058236i,-2.5798e-05+0.00066113i,-0.00037399+0.00097579i,-0.00094753+0.00050565i
-0.00023927-0.00017916i,0.0015079+0.0010306i,0.0027039+0.0004182i,0.0025444-0.00069186i,0.0011207-0.00056391i,-0.00027195-0.00010955i,-0.0003868-6.9778e-05i,0.00072764+0.00041105i,0.00026637+0.0015219i,-0.00062402+0.0021643i,-0.0014661+0.0013909i,-0.0015867+0.00057579i,-0.00085595+0.00059785i,-0.0011005+0.00029694i,-0.0010922-0.00026739i,-0.00053364-0.00037916i,1.944e-05-0.00028715i,0.0010275+0.0003316i,0.0019332-1.0562e-05i,0.0018542-0.00072939i,0.0012911-0.00017701i,0.0010063+0.00031473i,0.00048595+0.00056429i
0.0010867-0.002296i,0.0012932-0.0023925i,0.0013367-0.0024095i,0.0012663-0.0019741i,0.00059752-0.00093652i,-0.00011894+0.00056512i,0.00038808+0.00062748i,-0.00022758+9.2318e-05i,-0.00057103+0.0001808i,0.00062068+0.00012766i,0.00096601+0.00017553i,-0.00027768+0.00069741i,-0.001549+0.0010879i,-0.0025282+0.00038852i,-0.0026158+1.4591e-05i,-0.0024522+0.00069069i,-0.0018766+0.00081271i,-0.00053655+0.00048211i,0.00040083-9.9214e-05i,0.00053269-0.00041606i,0.00088063-0.00044967i,0.00073966-0.00015502i,-9.9604e-06+0.00020467i
-0.0026415-0.0013949i,-0.0023135-0.0016941i,-0.0021764-0.00064919i,-8.9491e-05+0.0004165i,0.0014441+0.00046222i,0.0014556+0.00071139i,0.00080897+0.0013389i,0.00027773+0.00070111i,-0.00012847+0.00054226i,-0.00014206+0.001196i,0.00091419+0.0011285i,0.001115+0.0014607i,0.00098967+0.0017517i,0.00062731+0.0017011i,0.00016849+0.001731i,0.00056061+0.0018144i,0.00087205+0.0010118i,0.00014127-6.1474e-06i,-0.00076909-0.00035702i,-0.00076795-0.00049444i,-0.00054332-0.00060966i,-0.0006809-0.00080759i,-0.00032996-0.0007615i
0.00039483-0.0026222i,0.0012105-0.0030439i,0.0013096-0.003337i,0.00090006-0.0025479i,0.00080509-0.001206i,0.00033929-0.0005522i,-0.00039041+3.1901e-06i,-0.00097766+0.00016435i,-0.0010241-5.4657e-05i,-0.00043862-0.00019349i,0.00033027-9.5955e-05i,0.00055961+8.2846e-06i,0.00109-0.00095634i,0.00085989-0.0017166i,0.00052285-0.0011727i,0.0013072-0.00057352i,0.0010827-0.00090051i,-0.00031927-0.00041339i,-0.00064817+0.00050028i,0.00020385+0.00047839i,0.0006758+0.00048435i,0.00060481+0.00048472i,0.00070979-2.4079e-05i
-0.00071815+0.0019576i,9.2271e-05+0.0025528i,0.0026682+0.0033085i,0.0036178+0.0022335i,0.0032627+0.00060703i,0.0020502+9.6368e-05i,0.00078015+0.00052956i,0.00027353+0.0012348i,-0.00044418+0.0019534i,-0.00015251+0.0017142i,0.00089739+4.1067e-05i,0.00067618-0.0011104i,-0.00038408-0.0013885i,0.00059323-0.0011384i,0.0011599-0.00085074i,0.00010409-0.001349i,-0.00020605-0.001043i,-0.00023754+0.00022012i,0.00053122+0.00085811i,0.00068044+0.00060383i,0.0001385-0.0002083i,-0.00014773-0.00065373i,0.00013153-0.0003899i
-0.001117-0.0014471i,-0.0015158-0.001141i,-0.00012677-0.00063982i,0.00047892+0.00020795i,0.0006101+0.00065951i,0.0010121+0.0016068i,0.00093878+0.0018674i,0.0010746+0.0012522i,0.00088578+0.0016527i,0.00080592+0.0020636i,0.00071852+0.0015372i,-6.7201e-05+0.00013211i,-0.00025879-0.00041101i,-0.00030738+0.00086065i,-0.0013375+0.000907i,-0.001776+0.00066305i,-0.0011271+0.0010473i,0.00029737+0.00079842i,0.0010934+4.3388e-05i,0.0007163-0.00054071i,-5.6089e-06-0.00087744i,-0.00029406-0.00037475i,-9.7816e-05-3.9697e-05i
0.0013734-0.003749i,0.0010389-0.0048459i,0.0013829-0.0052699i,0.0020572-0.0040287i,0.0012466-0.0027632i,-0.00011219-0.00097705i,-0.0006568-0.00023581i,-0.00021405-0.00078917i,0.00020997-0.00058812i,-0.00029605-5.5061e-05i,-0.00040477+0.00013826i,-0.00059094+0.00052327i,-0.00031301+0.0018015i,2.0196e-05+0.0017981i,0.0003017+0.00098368i,0.00036105+0.0010702i,0.00045281+0.00088028i,0.00082102+0.00037456i,0.00038744+0.00012i,-0.00014212-4.3695e-05i,-0.00051783-6.2727e-05i,-0.00067276-5.6593e-07i,-0.00087927+0.00054852i
0.0010869+0.0014761i,0.0016655+0.0021375i,0.0011487+0.0023009i,0.00094213+0.0014863i,0.00111+0.00088616i,0.00070342+0.00052003i,-0.00042688-0.00024004i,-0.00096022-0.00074542i,-0.00081827-0.00053308i,5.1266e-05+5.0013e-05i,0.0012879+0.00078757i,0.0015549+0.00126i,0.0019519+0.0003184i,0.0024943-0.00056489i,0.0020204+2.9956e-05i,0.0015696+4.2217e-05i,0.0012377-0.00022868i,0.0002734+0.00048081i,-0.0005195+0.0013971i,-6.5211e-05+0.0012733i,0.00084842+0.000863i,0.001023+0.001039i,0.00016631+0.00066483i
-0.001253+0.0029846i,-0.0020825+0.0031664i,-0.00053975+0.0029934i,0.0021565+0.0020212i,0.0027242+0.00010987i,0.001328-0.00026204i,-4.4593e-05+0.00037131i,-0.0010672+0.00091972i,-0.0016197+0.0018552i,-0.00052458+0.00171i,0.00084327+0.00070098i,0.0014006+0.00057779i,0.0008581+0.00071261i,0.00041892+0.00021932i,0.00021542+0.00034558i,-0.00060885+5.929e-05i,-0.00074544-0.0001323i,-0.00017678+0.00043105i,0.00074658+0.00025113i,0.001581+0.00043064i,0.0012237+0.00058814i,0.00043599+0.0003273i,-0.00036098-2.3022e-05i
-0.00069144-3.0945e-05i,-0.00049206+0.00021485i,0.00094578+0.00064705i,0.0027674+0.0013755i,0.0026696+0.0011036i,0.0014214+0.00045071i,0.00036154+0.00041994i,0.00039821+0.0013319i,0.0010908+0.0027047i,0.0014107+0.0023587i,0.0010325+0.00074503i,-0.00055725+0.00020252i,-0.0013083+5.8425e-05i,-0.0014302-0.00014399i,-0.0011877-0.00034155i,-0.00085419-1.3158e-06i,-0.00071291+0.00055543i,-0.00055422+0.00020391i,-0.00064252-0.00059894i,-8.2793e-05-0.00016016i,0.00089262+0.00049778i,0.00017906-0.00042393i,-9.126e-05-0.0010787i
0.00031368-0.0015482i,0.0021634-0.0010942i,0.0041149-0.0013251i,0.0041381-0.0011254i,0.0028529-0.0009585i,0.002082-0.00089561i,0.0014384-7.0462e-05i,0.0013318+0.00023358i,0.0016577-0.00017096i,0.0014454+0.00021261i,0.00012399+0.00022103i,-0.00088379-0.0001244i,-0.00046936-5.9579e-05i,-1.346e-05-7.6903e-05i,-0.00074399+0.00032425i,-0.00092266+0.00028707i,-0.00069822+0.00040464i,-0.001173+0.00052221i,-0.0015968+2.213e-05i,-0.0012777-0.00036158i,0.0001742-0.00054278i,0.0010823-0.00060741i,0.00043707-0.00049106i
0.00039477+0.00049957i,0.00074056+0.00084334i,0.00062711+0.0013171i,0.00062056+0.00097759i,0.00016096+0.00025327i,-0.00033608-3.2706e-05i,-0.00041701-0.00035779i,-0.00034661-0.0012643i,0.00030665-0.0015839i,0.00063312-0.00061215i,0.00040036+0.0003297i,0.00020164+0.00025395i,4.105e-05-0.00033333i,0.00043729-0.00044779i,0.00041187-0.00032439i,-0.00020931-4.397e-05i,-0.00011166+0.00023123i,-0.00027737+0.0002304i,-0.00056537+0.00028009i,-0.00026245-0.00020813i,0.00038383-0.00073434i,4.11e-05-0.00070717i,-0.00011649-6.3817e-05i
0.00028157+2.1638e-05i,1.4726e-05-0.0003668i,0.001293-0.00023793i,0.00274+0.00040486i,0.0029632+0.00059775i,0.0019858+0.00026523i,0.00062717+0.00072275i,-0.00039331+0.00084795i,-0.0010045+0.00043043i,-0.000979+0.0002586i,7.5476e-05+2.282e-05i,0.0014892+6.2716e-05i,0.0020671+0.00044507i,0.0019018+0.00054002i,0.0014634+0.00028671i,0.001322-0.00017341i,0.00079464-0.00056171i,0.00056602-0.00040156i,0.00069781+9.6873e-05i,0.00012553-0.00027766i,0.00090446-0.0010096i,0.0016978-0.0010393i,0.0011169-0.00039263i
0.00087387+0.0015054i,0.0014843+0.0014101i,0.0028479+0.00028346i,0.004185-0.0013767i,0.0041247-0.0024255i,0.0018768-0.0020604i,-0.0005772-0.00039255i,-0.0010985+0.00066299i,-0.00038577+0.0011276i,0.00056632+0.00093752i,0.0011919+1.0106e-05i,0.0010725-0.00065419i,0.0012382-0.00071645i,0.002806-0.001014i,0.003006-0.0016644i,0.00047482-0.0011247i,-0.0010217-0.00044324i,-0.00045021-7.8212e-05i,-0.00016132-0.0001051i,-0.00013674-0.00069595i,3.9593e-05-0.00054489i,0.00021584+0.00039182i,7.5977e-05+0.00013306i
-0.00042537-0.0017435i,-0.00029717-0.0013118i,-0.0011164-0.00032044i,-7.3961e-05+0.00018973i,0.00030406+0.00047597i,-0.00034179+0.00063597i,-0.00019384+0.0009936i,-0.00015187+0.0012479i,0.00069563+0.0013572i,0.0012956+0.0019005i,0.00060532+0.0013283i,0.00027684+0.0010411i,6.4437e-05+0.0010118i,-0.00024366+0.00056295i,-0.00012597+0.00043015i,-0.00090394+0.00095358i,-0.0013689+0.0015312i,-4.0418e-05+0.00055241i,0.00084111-0.00098616i,0.00039559-0.00085449i,0.00033876+0.00033018i,6.2864e-05+0.00076911i,-2.0279e-05+0.00042696i
-0.0014837+0.0054332i,-0.0014852+0.0061137i,-0.00015294+0.0060002i,0.0014965+0.0038339i,0.0023289+0.00064548i,0.0014326-0.00085955i,0.00035005-0.00016257i,0.00094171+0.00040952i,0.0019451+0.00051405i,0.0020117+0.00070774i,0.0018784+0.001176i,0.0014313+0.0014612i,0.00066375+0.0013538i,0.00018894+0.00066725i,-0.00027416+0.0011313i,2.7574e-05+0.0016397i,0.00087931+0.001241i,0.0012359+0.00048951i,0.00046715-0.00010447i,-0.00078293-8.7847e-06i,-0.00081788+0.00015167i,0.00024772-0.00059866i,0.00015657-0.00054672i
-0.0021376-0.0001637i,-0.0010064+0.00049485i,0.00057016+0.0015875i,0.0018709+0.0022838i,0.0022359+0.0023408i,0.0020781+0.0011513i,0.0015642+0.00034096i,0.0010071+0.00038339i,-0.0002527+0.00020312i,-0.00025182-0.00025365i,0.0010604+0.00022566i,0.00071535+0.001185i,-0.00074269+0.0019407i,-0.0018137+0.0023204i,-0.0017419+0.0017722i,-0.00069367+0.00034922i,0.0001777-0.00049249i,0.00022328-6.7676e-05i,-0.00012709+0.00045966i,-8.9634e-05+0.00038845i,0.00070183+0.00074982i,0.00052881+0.0015187i,0.00086564+0.00090023i
-0.0020918-0.00084376i,-0.0035369+0.00033368i,-0.0024569+0.0023924i,0.00047351+0.0023794i,0.00064933+0.0013925i,0.00014978+0.00071926i,-0.00011524-2.2324e-05i,-0.00055201-0.00045111i,-0.0015053+0.00011771i,-0.0017046+0.00045312i,-0.00090522-0.00022159i,-0.00092681-0.00074713i,-0.00080468-0.00040779i,0.00047632+0.0001953i,0.00070124+0.00015218i,-0.00028036+0.00022834i,-0.0010725-0.00015454i,-0.00061902-2.7086e-05i,0.0002603+0.00019187i,0.00079108+0.00023911i,0.00041917+0.00031272i,0.00012005+0.00024654i,0.00053706+0.00033026i
0.0022048-0.0017515i,0.0027083-0.0032544i,0.0034222-0.0046015i,0.0028652-0.0043285i,0.0017954-0.00319i,0.0002324-0.001446i,-0.00062636-0.00041879i,-0.00059757+0.00031479i,-0.00019862+0.0011746i,-0.00043974+0.0017747i,-0.0013541+0.00093001i,-0.00080349-0.00039949i,0.00027049-0.0011077i,0.0010597-0.0012361i,0.00067431-0.0012753i,-0.00049783-0.0012585i,-0.00065655+1.3588e-05i,-0.00059132+0.00041669i,0.00012391+7.8209e-05i,0.00042-0.00044545i,-0.00018873-0.0007268i,-8.2114e-05-0.00070447i,0.00034003-0.0011515i
0.0020185+0.0027727i,0.0024075+0.0030192i,0.0028101+0.0029258i,0.0029819+0.00096435i,0.0019313-0.00026649i,0.00032546+7.7962e-05i,-0.00014092+0.00017621i,-8.9742e-05+0.00060869i,0.00046248+0.0013693i,0.0018947+0.0015698i,0.0015082+0.0016612i,0.00024206+0.001238i,0.00055746-0.00044798i,0.000909-0.0018544i,-0.00012605-0.0018287i,-0.00068007-0.00059641i,-0.00026183+0.0006385i,-0.00015239+0.00051422i,-0.00045404-0.00010773i,-0.00091561-0.00048606i,-0.0010568-0.00056777i,-0.00088403-0.00018359i,-0.00017793+0.00054201i
0.00021925-0.0018866i,0.00094981-0.0015589i,0.0024554-0.00024949i,0.0021035+0.00039777i,0.0007738-7.128e-05i,0.00029207-0.0007007i,0.00082915-0.0004484i,0.0012272+0.00022968i,0.0010371+9.9999e-06i,0.001531+0.00036122i,0.0016648+0.00098657i,0.0011921+0.0012044i,0.00084945+0.0009515i,0.00050219+0.00045757i,0.00030315+0.00089485i,-0.00032126+0.0012721i,-0.00037328+0.0012232i,2.9187e-05+0.0013106i,-0.00029956+0.00079795i,0.00010375+4.902e-05i,0.0010894+0.00024204i,0.0013462+0.0011986i,0.0005624+0.0013081i
-0.00046265+0.0013214i,-0.0003174+0.00087077i,0.0011787+0.0011304i,0.0023035+0.0012245i,0.002069+0.00017405i,0.0010639-0.00074766i,0.00045975-0.00057361i,-0.00024184+0.00042427i,-0.0002266+0.0009087i,0.0011559+0.0001884i,0.0025837-0.00029104i,0.0030927+0.00015962i,0.0022565+0.00082298i,0.0017444+0.0021207i,0.0017109+0.0023762i,0.0010936+0.0010799i,5.8083e-05-3.5728e-05i,0.00047854+0.00034243i,0.0012759+0.0017663i,0.0017064+0.001624i,0.0023263+0.0004274i,0.0021307+0.00038453i,0.0012019+0.00074063i
0.0021074+0.0023522i,0.0033871+0.0018313i,0.0054607+0.00081686i,0.005285-0.00058878i,0.0025445-0.0019032i,-0.00014936-0.0019826i,-0.00045329-0.00061776i,8.7127e-05+0.00028694i,2.7704e-05+0.00081617i,-0.00028297+0.00039378i,-0.00037852-0.0010827i,-0.00099044-0.001017i,-0.0010602-7.3314e-07i,0.0002493-0.00030228i,0.00086878-0.00086084i,0.00032654-0.0003106i,0.00013135+0.00085459i,9.2696e-05+0.0005968i,0.00029165-0.00051473i,0.00028716-0.0012586i,0.00071982-0.0016071i,0.00083519-0.0019668i,0.00042031-0.0012775i
-0.0018615+0.003833i,-0.00065975+0.0046606i,0.00132+0.0049753i,0.0036292+0.003944i,0.0035041+0.0028337i,0.0016992+0.0017364i,0.0013218+0.00032142i,0.0013004-6.3549e-05i,0.00017951+0.00074116i,-2.8989e-05+0.0014318i,-0.00018537+0.0021871i,-0.00096777+0.0023618i,-0.0010564+0.0013925i,-0.0012431+0.00024184i,-0.0016676-0.00043407i,-0.0012247-0.00021306i,-0.00072156+0.00018867i,-0.00080898-9.2403e-05i,-0.00018273-0.00067665i,0.00058528-0.00048656i,4.3209e-05+0.00051191i,-0.0008696+0.0005636i,-0.0010535+0.00030863i
0.00031701+0.00062139i,-0.00078095+0.00076037i,-0.00033537+0.00093429i,0.00046874+5.8249e-05i,-2.9543e-06-0.001066i,-0.00036096-8.0759e-05i,-0.00051567+0.0014602i,-0.00030993+0.0013298i,-0.00029529+0.0011761i,-0.00037566+0.0015964i,-0.00059507+0.0016721i,-0.00019245+0.0012617i,-0.0001956+0.00037891i,-0.0018105+0.00017728i,-0.0021164+1.1125e-05i,-0.0012312-0.00028165i,-0.00037171-0.00035466i,-0.00069451-0.00082557i,-0.0010305-2.2555e-05i,-0.0010189+0.0014322i,-0.00029345+0.0014079i,0.00053076+0.00082923i,0.00035552+0.00083798i
-0.00062059-0.0001229i,0.00016138-0.00014665i,0.0026297-3.606e-05i,0.0043716-7.7616e-05i,0.0045609+0.00022683i,0.0024903+3.6013e-05i,0.00033028+0.00028801i,-0.00028204+0.00033576i,-0.00018224+4.7657e-05i,0.00098937+0.00027997i,0.0028798+0.00042094i,0.0038298+0.00014107i,0.0027614-0.00039143i,0.0019149-2.7833e-05i,0.0022683+0.00055162i,0.0022185+0.00019662i,0.0010602+0.00017622i,0.00029215+0.00046i,0.00040093+0.00030506i,0.0012121+0.00076385i,0.00090032+0.0010748i,0.0003495+0.00048642i,0.00081147-0.0001537i
-0.00062411+0.0012291i,-0.0002305+0.0016929i,0.00081112+0.0014947i,0.0024892+0.00059363i,0.0023243-0.00010144i,0.0012352-4.8501e-06i,0.00084009+0.00039818i,0.00056537+0.00060421i,0.00022428+0.0011714i,0.00087603+0.00047567i,0.0012828-0.00057355i,0.0013539-0.0011103i,0.0020616-0.0011274i,0.0028225-0.0011697i,0.0020491-0.0015802i,0.00052582-0.0014435i,-0.0003261-0.0010937i,0.00017637-0.0011602i,0.0015345-0.0017532i,0.0013531-0.0013823i,0.00031383-0.0010716i,0.00068037-0.0011882i,0.001057-0.00074147i
-0.0012775+0.0014702i,-0.0018551+0.0023047i,-0.0020202+0.0030693i,-0.00026417+0.0023744i,0.000857+0.00033818i,0.00039061-2.0108e-05i,0.00061693+0.00057126i,0.0010085+0.00099643i,0.0012645+0.0013199i,0.0006825+0.00134i,-0.0003944+0.00055149i,-0.00086946+0.0001626i,0.00016811-0.00015666i,0.00027936-0.0011085i,-0.00031471-0.0011359i,-6.8168e-06-0.00058407i,0.00038736-0.00042251i,0.00041233-0.0005359i,-0.00016129-0.00061502i,-0.00046327-0.00072708i,0.00031947-0.0016084i,0.001082-0.0015352i,0.001706-0.00037782i
