-0.0029725+0.00049693i,-0.0019559+0.0010825i,-0.0018738+0.00020403i,-0.0016992-1.3868e-05i,-0.0010424+0.00054929i,-0.00049601+0.0010849i,0.00014901+0.0010396i,0.00018654+0.0006351i,0.00018883+0.00026157i,0.0004519+9.0302e-05i,0.00030171+0.00034229i,3.9254e-05+0.00032163i,-0.00020058+2.7872e-05i,-0.00045244+0.00036185i,-0.00021259+0.00049861i,0.00010192+0.00011555i,-0.00040491-0.00025975i,-0.00050373-0.0001307i,-0.0001668+0.00097549i,6.1541e-05+0.00058353i,0.00058573-0.00053292i,0.00034218-0.00040924i,0.00052512+0.00021143i
-0.001995-0.0004991i,-0.0015414-0.00088449i,-8.1856e-05-0.00061345i,8.9625e-05-0.00064734i,0.00067064-0.00046092i,0.0013755-0.0002774i,0.00054702-0.00047527i,0.0001291-0.00053784i,3.3142e-05-0.00059834i,-0.00058489-0.0006337i,-0.00051035-0.00041195i,0.00014829-0.00043621i,-6.8925e-05-0.00021852i,-0.00081939-5.3596e-05i,-0.00071787+0.00028909i,9.5187e-05+0.0010408i,0.00057127+0.00094477i,0.00050218+0.00011518i,0.00099857-0.00046139i,0.00072988-8.181e-05i,0.00032675-5.0426e-05i,0.0001644-9.4213e-05i,0.00029855+0.00034689i
-0.0024252-0.00059831i,-0.0016865-0.00092523i,-0.0013145-0.00083442i,-0.00082653+0.00012019i,-0.00049802+0.00060959i,-0.00025135+0.00017037i,0.00036422-0.00028052i,-0.00018671-0.00052183i,-0.00076229-0.0012775i,-0.00068838-0.0011397i,-0.00061199+0.00074132i,-0.0002395+0.0011428i,3.4427e-05-5.7032e-05i,0.00018964-0.00081953i,-0.00011006-0.00069359i,-0.00071398-0.00028526i,-0.00050523+0.0002797i,-0.0001805+0.00068831i,-0.00047955+0.00073652i,-0.00076458+0.00049346i,-4.8852e-05+0.00030502i,0.00054906-0.0002819i,6.5632e-05-0.00071642i
0.00027787-0.0016886i,0.00037748-0.001847i,-0.00036885-0.0017273i,-0.00017385-0.0012152i,0.00061228+0.0002587i,0.00075643+0.00091202i,0.00057901+3.9832e-05i,8.2462e-05-0.00078776i,-0.00064235-0.00037358i,-0.00071475+0.00055772i,0.00019045+0.00098462i,0.00063532+0.00041076i,0.00048549+0.00047433i,0.0010481+0.00075593i,0.00089523+0.00049533i,0.00045395-0.00033748i,0.00029186-0.00043101i,0.00049566+0.00018149i,0.00048776+0.00047446i,-0.00014288-0.00039502i,-0.00034537-0.0012324i,0.00020844-0.0010351i,0.00063491-0.00027122i
0.0012647-0.001516i,0.00080388-0.0017652i,-0.00012655-0.00035432i,-0.00020388+7.2987e-05i,-0.00047177+0.00019076i,-0.0012784+0.0010248i,-0.0010347+0.00016366i,-0.00047914-0.00057204i,-0.00077524-0.0009083i,-0.00046842-0.00018258i,0.00052734+0.00083762i,0.00012809+0.00070145i,-0.00027922+0.00076253i,-0.0008958+0.00030322i,-0.00063944-0.00034965i,0.00021703+0.00013188i,0.00082079+0.00046669i,0.0010639+0.00067261i,0.00030545+0.00090315i,-0.00037122+0.00066586i,-0.00047806+0.00010171i,-0.00042927-0.00032252i,-0.00045243-0.00053832i
0.0015236+0.00055184i,0.00072847-6.9378e-05i,0.00048006-0.0011878i,-0.00051134-0.0014583i,-0.00083786-0.001481i,-0.00022477-0.0011085i,-2.5151e-05-0.00044475i,0.00019734-0.00074143i,0.000807-0.00084727i,0.00066781-0.00073786i,-0.00045717-0.00062898i,-0.00066384+4.4629e-05i,0.00047966+0.00057768i,0.00043185+0.00065096i,2.8464e-06+0.00022838i,0.00028253+0.0001245i,0.00065909+0.00069538i,0.00056061+0.00087349i,-5.3763e-05+0.00095518i,-0.00013249+0.00099343i,-0.00022161+0.00020122i,-0.0010253-0.00032671i,-0.00054022-8.5882e-05i
-0.00011009-0.0012826i,-0.0013097-0.0021087i,-0.0019145-0.0017097i,-0.00079274-0.00019822i,0.00046921+0.00065705i,0.00027013+0.00046136i,-0.00043404+1.739e-05i,-0.0011105-0.00024296i,-0.00076188-0.00089644i,0.00062988-0.0008795i,0.0013473+0.00024702i,0.00089333+0.00048231i,0.0006809+0.00037083i,0.00044758+7.973e-05i,-0.00036063-8.0849e-05i,-0.00058782-0.0003019i,0.0004951-0.00052552i,0.0013774-0.00035962i,0.00096186-7.6182e-05i,0.00024845+0.00010932i,-0.00012798+0.00088309i,-0.00033016+0.00083896i,-0.00063336+0.00086926i
-0.0014409+0.00087907i,0.00015418-0.0003696i,0.00053151+0.00038939i,0.0006528+0.0016222i,0.00055238+0.00063789i,0.00042052-0.00036177i,0.0004525-0.00076155i,6.5435e-05-0.00072041i,-0.00026774+1.3296e-05i,-0.00032536-3.1676e-05i,-0.00097237-0.00062502i,-0.0010261-0.00082764i,-0.00020185-0.00074044i,0.00013243-0.00014855i,-0.00018674+2.4424e-05i,-0.00098378-0.00036083i,-0.0012891-0.00043865i,-0.00084092-0.00043675i,-0.00016284+0.00071098i,-0.00029921+0.0016672i,-0.00046001+0.0011695i,-0.00060557+0.00015181i,-0.0002118-0.00066173i
0.0012422-0.00040308i,0.0011328-0.00082936i,0.0012258-0.001503i,0.00057385-0.002356i,-0.00025394-0.0032215i,-0.00069969-0.0026101i,-0.00043798-0.0018679i,0.0002868-0.00086589i,0.00085124-0.00026237i,0.0011831-0.00070374i,0.0014408-0.00027277i,0.00066831+0.00022819i,0.00085585+0.00019536i,0.0011299+0.00015432i,0.00016874-1.3916e-05i,0.000165-8.3801e-05i,0.00076932-0.00040944i,4.9114e-05-0.00031853i,-0.00090626-0.00018433i,-0.00032085-0.00038415i,0.00015385+4.6924e-05i,0.00021456+0.00014458i,0.00067453-0.00041512i
0.00045855-0.0011881i,-0.00060607-0.00023226i,-0.00072588-0.00042802i,9.4757e-05+3.5013e-05i,0.00037331+0.00093421i,-0.00014444+0.001064i,-0.00023531+0.00035286i,-0.00044037-0.00031496i,-0.00079944-0.00084749i,-0.00056146-0.00067832i,0.00049373-0.00010927i,0.001165+0.00010187i,0.00093949+2.5653e-05i,0.00049996-0.00038519i,-0.00034779-0.00059463i,-0.0002668+0.00042857i,0.00034986+0.0013776i,0.00011906+0.0012876i,-7.7287e-05+0.00071471i,0.00030446+0.00089684i,0.00068714+0.00098968i,0.0004502+0.00041202i,-0.00036319+0.00015965i
-0.0017037-4.6131e-05i,-0.0021118-0.00013083i,-0.0016675+0.00086189i,0.0001419+0.0016701i,0.0013242+0.0015786i,0.0012027+0.00069218i,0.0005099-0.00031135i,-0.00046875-8.0418e-05i,-0.0005694-0.00012283i,-0.00017206+0.00018453i,9.5889e-05+0.0006626i,-0.00010566+0.00028271i,-0.0013516-0.00013352i,-0.0012446-0.00043436i,0.00017286+0.0001014i,0.00013758+0.00044417i,-0.00043392+0.0007119i,6.7408e-05+0.0010192i,0.00012532+0.0011166i,-0.0001767+0.0011199i,0.00016402+0.00080147i,-0.00011307+0.00019214i,-0.00073+0.00017651i
0.00059142-0.0014392i,-0.00033517-0.002141i,-0.00069652-0.0016314i,-0.00065679-0.00070145i,-0.0010377-0.00031002i,5.1526e-05+0.00048401i,0.00025739+0.00045959i,-0.00071208-0.00072121i,-0.00072544-0.0012142i,-0.00040096-0.00087077i,8.7771e-05+0.00039947i,0.0002569-3.3363e-05i,-0.00014864-0.00083836i,-1.9087e-05+6.1979e-05i,0.00048087-0.00013354i,0.0011925-0.0013076i,0.0014529-0.00072799i,0.00077938+0.00028616i,-7.1616e-05+0.00086671i,-0.00034423+0.00090547i,-0.00090601+0.000684i,-0.00056923+0.00078069i,-0.00014523+0.00074986i
0.0013991-3.1054e-05i,0.0017644-0.00089143i,0.002239-0.00025023i,0.00091868-0.00029408i,-0.00013077-0.0010672i,-0.00051762-0.00049028i,-0.00031151-6.3197e-05i,0.00027529+0.00038272i,0.00039641+0.0011091i,0.0011037+0.0010332i,0.00088763+0.00010877i,-0.00027504-0.0003694i,-0.00041726-7.6849e-06i,-0.00070862+0.00014298i,-0.00072677-0.00058816i,-0.00020375-0.00057245i,0.00028839+4.7349e-06i,0.0004994+1.9537e-05i,0.00051862+4.4387e-05i,0.0006216-3.454e-05i,0.0005473-0.00044918i,0.00014614-0.00046245i,0.00031768+0.00020174i
0.00057416+0.00078269i,0.00047593+0.0011653i,-0.00012351+0.00010001i,0.00087656-0.00045639i,0.0021412-0.0004508i,0.0010944-0.00066055i,-0.00049014-0.00057936i,-0.0004031-0.000606i,0.00015448-0.00064338i,0.00052231-0.00068815i,0.00080315-0.00058224i,0.00040812-0.00013851i,0.00053416+0.00026205i,0.00039196+0.00095989i,-0.00079694+0.001063i,-0.00039969+0.0003763i,-0.00014435+0.00052843i,-0.00084312+0.00070852i,-0.00068344+8.5116e-05i,-0.00017366+0.00025875i,3.5309e-05+0.00035846i,0.00039749-0.000375i,0.00027243-0.00065752i
-0.0021302-0.00078716i,-0.0010763+0.00040624i,0.00074529+0.001053i,0.0018803+0.0012625i,0.0014369+0.0011207i,0.00079991+0.0005157i,4.467e-05+0.00026716i,-0.00047024+0.00027691i,-0.00028634+0.00034414i,0.00041467+0.00079452i,0.00093897+0.000891i,0.00080238-1.1042e-05i,-2.3665e-05-0.00087823i,-0.00066189-0.00075358i,-0.00049411+0.00031195i,-0.00044321+0.00089641i,-0.00025537+0.00092512i,-7.6868e-05+0.00051886i,0.00014054+0.00017035i,0.0010036+0.00038048i,0.00093656+0.00011458i,-0.00026168-0.00050998i,-0.00058321-0.00040159i
0.00037906-0.0019267i,-0.0001978-0.00064491i,-0.00079739-0.00077975i,-0.0008366-0.00059997i,-0.00031045+0.00052209i,0.0012845+0.00050059i,0.0021189-0.00041744i,0.0014198-0.00086841i,0.00047117-0.00032081i,-0.00029142+0.00052009i,-0.00072157+0.00089049i,-0.00090953+0.00066227i,-0.00076347-0.00019677i,-0.00010532-0.0012879i,0.00041259-0.0013314i,9.6585e-05+0.0001546i,-0.00010951+0.00055526i,0.00038143+0.00035321i,0.00055485+0.00037715i,0.00063442+0.00059688i,0.00097442+0.00035822i,0.0010478-0.00011357i,0.00090978-0.00043119i
-0.0011274-0.0012962i,-0.0012797-0.0012212i,-0.00086743-0.0013495i,-0.00049765-0.00023786i,0.00071025+0.00073904i,0.0015554+0.00025675i,0.00041158-0.00078772i,-0.00041712-0.0016073i,-0.00044351-0.0015707i,0.00016134-0.00024643i,5.8505e-05+0.0008966i,0.00040174+0.00062047i,0.00072065-0.000312i,0.00031946-0.0004171i,0.00044156+0.00017715i,-0.0003232+0.0015495i,-0.00063387+0.0014365i,0.00024422+0.00023046i,-5.1924e-05+0.00013969i,-0.00052248+1.957e-05i,-0.00045261-0.00022816i,-0.00045579+0.000375i,-0.00038542+0.00056551i
-6.5102e-06+2.0886e-05i,-0.00011224+0.00043299i,0.00033975-0.00012877i,0.0010328+0.00019404i,0.00017953+0.0014575i,-0.00096918+0.0010965i,-0.001305+0.00014477i,-0.0011627-0.00044429i,-0.00011215-0.00077463i,0.00092314-0.00090197i,0.00056527-0.00014404i,0.00050347+0.00022588i,0.00061689+0.00028258i,3.5756e-05+0.00094664i,-0.00087244+0.00078451i,-0.00094728+0.00033518i,-0.00018534+0.00059536i,0.000258+0.0005886i,-5.1327e-06+0.00048203i,-0.00068578+0.00023582i,-0.00043599-0.00011712i,0.00085841-0.00021945i,0.00058675-0.00054786i
-4.1375e-05+0.0004428i,0.00027204+0.0005955i,-0.00017793-0.00062503i,-0.00046902-0.0013701i,-0.00010938-0.0016731i,0.00051656-0.001382i,0.00063157-0.00046603i,5.9598e-06-0.00074924i,-0.00057463-0.0010679i,-0.00014194-0.00028988i,-6.7295e-05+0.0007093i,-0.00033034+0.001251i,0.00042384+0.00069808i,0.00037303-0.00030029i,-0.00054302-0.00058859i,-0.00064958-0.00054265i,-6.4394e-05-6.1892e-05i,-5.3652e-05+0.00053022i,-0.00065618+0.0010879i,-0.00077916+0.00093523i,2.3088e-05-0.00015837i,0.00046183-0.0005312i,-0.0005744-0.00087937i
-0.001187-0.00062558i,-0.00060488-0.0011537i,-0.0010323+0.00011188i,-0.0011504+0.00053452i,-7.9231e-05+0.00062929i,0.00076066+0.00059173i,0.00085902-0.00033185i,0.00071304-0.00039029i,0.00047207-0.00034943i,0.00038048-0.00025207i,-3.9566e-05-1.367e-06i,0.00022097+0.00031314i,0.00072164+0.00061838i,0.00030201+0.00064559i,-0.0004632+0.00051765i,-0.00056547-0.00014214i,-0.0001253-0.00051227i,0.00010257-0.00040242i,-0.00036437-0.00026992i,-0.00043659-0.00063389i,-0.00030362-0.00061473i,-0.00028307+0.00011429i,-0.00027218+9.4005e-05i
-0.00089405+0.00041425i,-0.00050782+0.00018791i,-8.6142e-05+0.00038227i,0.00092801+0.0007167i,0.0016211+0.00084978i,0.0017409-0.00017206i,0.0019861-0.0016216i,0.00025794-0.0020355i,-0.0012568-0.0012505i,-0.00079135-7.1612e-05i,-0.00024448+0.00035075i,0.00019374+0.00046873i,0.00079641+0.0002392i,0.00068884-0.00083478i,-0.00080363-0.001002i,-0.0016658-0.0010876i,-0.0012685-0.00042684i,-0.00032034+0.00040461i,0.00018372+0.00043574i,0.00035983-0.00010925i,0.00090282-0.00092302i,0.00072305-0.00072641i,0.00044932-1.413e-05i
0.00019495-0.0010638i,-0.00076391-0.0012472i,-0.0020108-0.00044023i,-0.0017177+0.00073858i,-0.00073605+0.00087656i,-0.00031299-0.00084603i,0.00024278-0.0016501i,0.00075784-0.00079162i,0.00011316+0.00020653i,-0.00038647+0.00026991i,-0.00042314-0.00021215i,-0.00014305-0.00030097i,0.0003765-6.4695e-05i,0.00044991+0.00070273i,0.00047936+0.00047105i,0.00047626+0.00014617i,0.00010495+0.00057494i,0.00038872+0.00058213i,0.00041413+7.7354e-05i,-4.7613e-05-2.8524e-05i,-1.095e-05+0.00056823i,0.00023876+0.00065275i,-2.1009e-06+0.00066471i
0.0019096-0.00057895i,0.0013405-0.0007405i,-0.00012909-0.0012555i,-0.0015872-0.001601i,-0.00088675-0.0019254i,-0.0002734-0.0013273i,-0.00018079-0.00045496i,-0.00036711-0.00035782i,-0.00079474-0.00057572i,5.4946e-05-0.00031574i,0.00014249+0.00024753i,1.4658e-05+0.0009616i,-1.784e-05+0.0010019i,-4.8837e-05+0.00073834i,0.00025159+0.00042625i,0.00045435-0.00044032i,0.00052867-0.0010007i,0.00088025-7.1853e-05i,0.00060724+0.00044561i,-5.5316e-05+0.00042869i,-0.00010594+0.00060879i,9.0065e-05+0.000417i,-5.0832e-06+0.0001055i
0.00090296-0.0021439i,-0.00052141-0.0018661i,-0.0015336-0.0017754i,-0.0015462-0.00068398i,-0.00087548+0.00086449i,-8.0761e-06+0.0012802i,0.0001199+0.00065319i,0.00015645-0.00083388i,0.0013186-0.0019229i,0.00087619-0.0010053i,-0.00063542+3.4866e-05i,-0.00094766+0.00070943i,-0.00057956+0.00065468i,0.00022392-0.00011551i,0.0012374-0.00013771i,0.00078379+6.3428e-05i,0.0002155+0.00018211i,9.0622e-05+0.00018489i,0.00018035+0.0004733i,0.00047893+0.00095182i,-0.00012851+0.00082546i,-0.00040989+0.00038329i,-8.97e-05+0.00069464i
-9.5669e-05+0.00073873i,0.0013029-0.00015331i,0.00027263-4.0762e-05i,-0.00045861+4.3811e-05i,0.00063722-2.9028e-05i,0.00096708-1.2761e-05i,0.00043448+0.00033198i,-0.00047082+0.00062403i,-0.00091036+0.00064573i,2.2423e-05+0.0007692i,0.0003294+0.00052451i,0.0002604-0.00023609i,0.00045976-0.00082229i,0.00085863-0.00046674i,0.00020826+0.00016227i,-0.00066866+0.00025681i,-0.00060248+0.00025531i,-1.8714e-05+0.00028412i,-2.4314e-05+0.00020458i,-0.00092348+0.00075428i,-0.0010747+0.00062405i,-0.00047598-5.2623e-05i,-0.000332+1.579e-05i
-0.00047996-0.00030582i,-0.0006243+0.00020206i,-0.00089577+0.00031065i,-0.0017007+0.0007325i,-0.0014947+0.001296i,0.00028007+0.00077777i,0.0010204-0.00078045i,0.00048395-0.0012292i,5.2276e-05-0.00082715i,-0.00022743-0.00037383i,4.4826e-05+0.00023384i,0.00033666+3.4373e-05i,0.00041343-0.00056054i,0.00085272-0.00079276i,0.00020702+4.3513e-05i,-0.00056006+0.00058608i,-0.00017999+0.00030098i,-8.506e-05+0.00013083i,-0.00019678+0.00041579i,-0.00045018+0.00043i,-0.00042396-8.858e-05i,-0.00016657-0.00019887i,-1.6967e-05+0.00016237i
-0.0026081-0.0018807i,-0.004101-0.00062424i,-0.0035864+0.00039782i,-0.0018746+0.00069345i,-0.00058434+0.0010731i,0.00042478+0.00046056i,0.00029201-0.00069812i,-0.00063658-0.00063031i,-0.00082071-0.000436i,-0.00019952-2.405e-05i,0.00023296+0.00032674i,0.00043633+0.00059961i,0.00056873+0.0001033i,0.00097305-0.00088297i,0.00044059-0.0010518i,-0.00070957-0.00021208i,-0.00058881-5.3713e-05i,0.0004263-0.00011124i,0.00022636+0.00031147i,-0.00040793+0.00033425i,-0.00081099+7.9888e-05i,-0.0008389+4.61e-05i,-0.00085026+0.00072918i
-0.00077048-0.00049291i,-0.00015773-5.1475e-06i,0.00038455+0.00046412i,0.00070747+0.001071i,0.0007174+0.0010827i,0.00011758+8.055e-05i,-0.00068411-0.0013015i,-0.00046421-0.0016838i,7.6492e-05-0.00086585i,0.00012576+0.00030165i,0.00021266+0.00062513i,0.00018876+0.00023636i,-0.00021374+6.5072e-05i,-0.00019987+0.00063929i,0.00016262+0.0010932i,0.00032728+0.00081703i,1.3262e-05+0.00028367i,8.147e-05-0.00047504i,0.00015758-0.00012925i,0.00020015+0.00073547i,0.00018588+0.00044918i,-0.00030103+0.00018689i,-0.00061569+0.0002342i
0.0013757+6.1685e-05i,0.0018519-0.00018506i,0.0020325-0.00072513i,0.0014826-0.00084648i,0.00034439-0.00046602i,0.0001003-0.00030631i,-5.2697e-05-0.00071082i,-0.000182-0.0010935i,-0.00041085-0.0013257i,0.00029953-7.8397e-05i,0.00062295+0.0010729i,-0.00022858+0.00070506i,1.7408e-05+0.00015723i,0.00083797-8.6869e-06i,0.00051628+0.00041159i,-0.00054346+0.00060427i,-0.00027631+0.00068745i,0.00052805+0.00086268i,0.00097754+0.00066259i,0.00038084+0.00013457i,-0.00021925+0.00023539i,0.00032732-0.00025383i,0.00044838-0.00089314i
0.00028901-0.0028484i,-0.0014172-0.0037497i,-0.0016176-0.0030537i,-0.0012478-0.0020274i,-0.0014046-0.0013091i,-0.0015817-0.0010384i,-0.0013699-0.00037185i,-0.0015653-0.00055004i,-0.00091292-0.00039144i,-0.00029915+0.00060861i,0.00023477+0.00070476i,0.00027402+0.00063763i,-0.0002687+0.0011733i,-0.00013369+0.0012277i,-1.933e-05+0.000451i,0.00010606+7.5223e-05i,0.00098277-0.00016193i,0.0010132-0.00010717i,0.00067539+0.00049993i,0.00056165+0.00052139i,-0.00033104-0.00022956i,-0.00038259-0.00073512i,-0.00041779-0.00026556i
0.00085613-0.00032859i,0.0012227-0.00033524i,0.00040326+0.00012035i,0.00048286+0.00089248i,0.0013922+0.00099453i,0.00082628+0.00081501i,-0.00010085+0.00046074i,-0.00037264+0.00029446i,-0.0001899-9.4454e-05i,0.0007797-0.00039187i,0.0018834-3.4731e-06i,0.0017316+0.00052164i,0.00085598+0.00053115i,0.00051874+0.00011361i,-8.7516e-06-0.00016632i,-0.00090682+0.00018394i,3.1529e-05+0.00072539i,0.00046912+0.00077613i,-0.00065355+0.00032164i,-0.00068149+0.00043231i,-0.00034373+0.00021284i,-0.00013561+0.00037971i,-5.3607e-05+0.00053906i
0.0015189+0.0011625i,0.0024785+0.00091987i,0.0027315+0.00056039i,0.0019367+0.00010634i,0.0013878-0.00021858i,0.0011695-0.0003702i,0.00037444-0.00050149i,-0.00011792-0.0011044i,0.0002931-0.0012203i,0.00041748-0.00048015i,0.00031352-0.00039514i,-0.00047935-0.0008291i,-0.00071894-0.00024747i,-0.00030699-6.2675e-06i,-0.00070029-1.4987e-05i,-0.00075373+0.00049055i,-0.00060095+0.00051173i,-0.00017833+0.00045227i,0.00022206-0.00020751i,-0.00011489-0.00070855i,-0.00014189-0.00049338i,0.00019036-0.00020482i,-0.0002316-0.00010767i
0.00094707+0.0013801i,0.0010406+0.00067863i,0.00080982+0.00021697i,0.00095127+0.000225i,0.0012233-0.00014674i,0.0016532-0.00091713i,0.00029624-0.0011523i,-0.00063799-0.0011223i,-0.0002479-0.00081734i,0.00048222-0.00037323i,0.0011782-6.6292e-05i,0.00044587+0.0001144i,-0.00052837+0.00019477i,-0.0004114+0.00050125i,-0.00027044+0.00024263i,-0.00058079+0.00042826i,-0.00077544+0.00056664i,-0.00050025-0.00010911i,0.00013449-0.00046435i,0.00081103-0.00029403i,0.00061189+9.5089e-05i,5.4149e-06+0.00039107i,3.6954e-05-1.9532e-05i
-0.0025298-0.0016225i,-0.0020568+6.3566e-05i,-0.0011248+0.0016835i,-0.00066342+0.0016747i,-0.00022289+0.0017561i,0.00047104+0.0014196i,0.00067947+0.00035421i,0.00017511-0.00052972i,-0.00036232-0.00071331i,-0.00056734-0.0001761i,-0.00063777+0.00016135i,-8.6058e-05+0.00018143i,0.00060682+0.00018004i,0.00062397-0.00032837i,-9.9486e-05-0.00070732i,-0.00080639-0.00033492i,-0.00068142+0.00049457i,-0.00077425+0.0011721i,-0.00029922+0.0010831i,0.00013387+0.00070551i,0.00033695+0.00036042i,0.00037404-0.00013939i,0.00026047-0.0002639i
-0.0026706-0.00036707i,-0.002885+4.8774e-05i,-0.001852+0.0011158i,-0.00024154+0.0023982i,0.0006689+0.0026928i,0.0013921+0.0018544i,0.0012868+0.0002503i,-5.4224e-05-0.00044269i,-0.0012016+0.0005964i,-0.00066564+0.0013i,-0.00012975+0.00099986i,-0.00047014+0.00028544i,-0.00065177-0.00063753i,-0.00056163-0.0011093i,-0.00037213-0.0004032i,1.1589e-05+0.00072377i,0.00038086+0.00060257i,0.00026583-0.0004928i,1.8747e-06-0.0011128i,0.00042223-0.00085929i,0.00073646+9.3646e-05i,0.00015119+0.00073324i,-0.00099693+0.00018357i
0.00010149-0.0021354i,-0.00063025-0.0020212i,-0.0012671-0.0013075i,-0.0007893-0.00010486i,-0.00015487+0.000111i,0.00015242-0.00010841i,0.0009697-8.1748e-05i,0.00066644-0.00083072i,-0.00014434-0.0013192i,0.00022287-0.0003325i,0.00078362+8.1958e-05i,0.00023932-0.00010416i,-3.7276e-05+0.00027324i,0.00029803-0.00019876i,-0.00010446-0.00071277i,-0.00053829+0.00027199i,-0.00012909+0.001033i,-0.00016526+0.00090007i,8.3413e-05+0.00062352i,2.8232e-06+0.0014603i,-0.00070775+0.0015574i,-0.00074648+0.0013407i,-0.00049659+0.0015963i
0.0010253-0.0017502i,0.001737-0.0008848i,0.00090482-0.00021045i,-0.00022583-1.8321e-05i,5.2309e-05-6.7272e-05i,0.0001791-0.0006018i,0.00019248-0.0014544i,-5.6249e-05-0.0015326i,-0.00013747-0.00079446i,0.00031254-0.00056862i,0.00095848+0.00031458i,0.00054688+0.0011274i,6.7579e-05+0.00071186i,0.00029096+0.00038033i,-0.00039786+0.00045065i,-0.00081917+0.00024049i,-0.00079876-0.00010114i,-0.00041206-0.00046474i,0.00044214-0.00057168i,0.00049617-0.00042815i,-0.00040188+4.2797e-05i,-0.00038111+0.00080168i,0.00055512+0.00014927i
0.00025616+0.00093609i,0.00015215+0.00076389i,0.0001318+0.00061873i,0.0004419+0.0003593i,0.00064618+0.00013164i,-4.6285e-05+9.7225e-05i,0.00019482-0.00049138i,-4.7821e-05-0.0009403i,-0.00060903-6.151e-05i,-1.2685e-05+0.00070629i,0.00089504+0.00023602i,0.00042421+0.00019233i,-2.2874e-05+0.00049239i,-9.8262e-05+2.0487e-05i,3.4257e-05-0.00073048i,0.00022479-0.0003003i,2.0968e-05+0.00030857i,0.00030478+0.00014023i,0.00015562-0.00035393i,0.00043152-0.00020835i,0.00064453+0.00067728i,0.00010466+0.00084048i,0.0003804+0.00052676i
0.001595+0.0017161i,0.0015795+0.0010324i,0.00092219+7.4741e-05i,-9.7139e-05-0.00083392i,-1.6996e-06-0.0012648i,0.00061986-0.0010512i,1.9848e-05-0.00087301i,-0.0012572-0.00093632i,-0.00071108-0.00077281i,-0.00027334-0.00023608i,-0.00015797+0.00029693i,0.00044723-0.00036676i,0.00068071-0.0011617i,-0.00017985-0.00010739i,-0.00044767+0.00072412i,0.00045104+0.00037247i,0.00067914+0.00047692i,0.00077872+0.00087877i,0.00048691+0.00062694i,0.00010917-0.00011341i,-9.0579e-05-0.00027329i,7.0471e-05+0.00024663i,6.2516e-05-0.00011893i
-0.00012834-0.00019484i,0.0011474-0.00075145i,0.00098352-0.00024785i,0.00075065+0.00045978i,0.0009959+0.00085709i,0.00030605+0.00013304i,0.00038801-0.00092745i,0.00075324-0.0012133i,0.00038267-0.00032283i,0.00016162+0.00072803i,6.8624e-05+0.00077075i,-0.00021607+0.00097967i,-6.9295e-05+0.00013913i,9.1394e-05-0.00065901i,-0.00022405+0.00075756i,-0.000723+0.0014481i,-0.00072971+0.0013657i,-0.00047303+0.00063794i,-0.00047798-0.0001679i,-0.00046953-0.0001022i,-0.0004318+0.00025301i,-0.00033702+8.7886e-05i,0.00018342-5.6076e-05i
-0.0030282-0.00029146i,-0.0020607+0.00062587i,-0.0012512+0.0019749i,-0.00012452+0.0031765i,0.0010337+0.0028431i,0.001927+0.0010573i,0.0015457-0.00035316i,2.0444e-05-0.00077387i,-0.0011006-0.00051162i,-0.0007537-0.0001583i,-0.00011015+0.00063275i,0.00043688+0.00035142i,0.00059104+4.0289e-05i,0.00029019+0.00022572i,-0.00032747+3.3062e-05i,-0.00025365+0.00033906i,-0.00022573+0.0011698i,-0.00025668+0.0011707i,-0.00037647+0.00075464i,-0.00084346+0.00012508i,-0.0004171-0.00045936i,0.00046624+0.00052699i,0.00055159+0.0011649i
-0.00011338-0.0007974i,-0.00013738-0.00043958i,-0.00029478-0.00065908i,-0.001239-0.00030477i,-0.0016088+0.00072406i,-0.00025842+0.00062411i,0.0013811+9.2743e-05i,0.0013759+0.00012157i,0.0011482-6.4372e-05i,0.00074842-7.7019e-05i,-0.00025978-0.00013964i,-0.00034883-0.00017998i,9.2664e-05+0.00020659i,0.00025225+0.0001855i,0.00027721-0.00044083i,0.00030001-0.0003179i,0.0002062+0.00051712i,0.00029281+0.0010049i,0.00024667+0.00056079i,9.0335e-05-0.00053346i,0.00051139-0.00095068i,0.00079718-0.00014321i,-0.0001594+9.0509e-05i
-0.000894-0.00012761i,-0.0018839-4.3197e-05i,-0.0026602+0.0011368i,-0.0011308+0.0014887i,5.814e-05+0.00088258i,0.0006853+5.6053e-05i,0.0012975+4.3269e-05i,0.00060065+4.2549e-05i,0.00019419-0.00059605i,0.00060984-0.00044056i,-8.3416e-05+0.00040038i,0.00011194+0.00099282i,0.00071961+0.00036996i,0.00070355-0.0002998i,0.0005174-2.646e-07i,0.0001191+0.00010314i,-0.00018564+0.0002302i,0.00027813-3.7481e-05i,-5.6463e-06-6.3777e-05i,-0.000356+0.00013585i,4.8409e-07+0.00036561i,-0.00017086+0.00017978i,-0.0004899+0.0001555i
