-0.00040902-0.00080017i,-9.4945e-07-0.0017982i,0.00014147-0.001807i,-3.7672e-05-0.00084078i,-0.00091783+0.00066546i,-0.0009591+0.001626i,-0.00064151+0.0014829i,-0.0010771+0.0014411i,-0.0004376+0.0013629i,0.00094931+0.00080776i,0.0010167-0.0001676i,0.00049099-0.00073914i,0.00030682-0.0010042i,0.00030651-0.0010029i,-0.00055946-0.00025991i,-0.0012547+0.00014511i,-0.0009939+9.0675e-05i,-0.00066264-0.000445i,-0.00055317-0.00037872i,-0.00049176+0.00013266i,-6.9865e-05+0.00042174i,9.4851e-05+0.00073705i,4.6953e-05+0.00032984i
0.00060618+0.001642i,0.00062589+0.00075606i,0.0018816+0.00062083i,0.0029146+1.5743e-05i,0.0017152-0.00098522i,7.4247e-05-0.00064215i,-0.00072985+0.00027148i,-0.00085095+0.00075152i,-6.7598e-05+0.0011004i,0.00043577+0.0010236i,0.00061396+0.00059515i,0.00014015+0.00028432i,-0.00040232-0.00021611i,-0.00043913-0.00010169i,-0.00052616+9.9587e-05i,-0.0010284+0.00025646i,-0.0004518+0.00042476i,0.00048127+0.00017165i,0.00055189-0.00020458i,0.00055589-8.6508e-05i,0.00072645-0.00022374i,0.00048858-0.00050523i,0.00045201-0.00037703i
0.0019051+1.1079e-05i,0.0027044+1.3187e-05i,0.0032628+0.0010212i,0.0020898+0.00096588i,0.00027097+0.00031143i,-0.0015491+0.00013154i,-0.0011138+0.00071245i,-0.00010258+0.0013823i,-0.00043782+0.0015594i,4.3889e-05+0.0010762i,0.00087155+0.00045848i,0.00071275+0.00021492i,0.00091272-0.00026663i,0.0010644-0.0011972i,0.00046992-0.0011187i,-0.00032806-0.00087083i,-0.00041885-0.00072033i,7.7054e-05-0.00011194i,-0.00025379+0.00022399i,-0.0003077-0.00022677i,-0.00023448-0.00059975i,0.00012096+3.2024e-05i,5.6183e-05+0.0010397i
0.0006449+0.001226i,0.00071433+0.00092385i,0.0010264-2.8168e-06i,0.00096188-0.0010776i,0.00020336-0.0010318i,-0.00079881-3.4624e-05i,-0.001131+0.00070068i,-0.0010328+0.0013235i,-0.00085526+0.00087706i,0.00024245+0.00034342i,0.00056016+0.00025481i,-0.00025345+0.00025128i,-0.00041191-5.369e-05i,-0.00016571-0.00067736i,0.00021779-0.00088922i,0.00048918-0.00095085i,-0.00019098-0.00081033i,-0.00024189-0.00045548i,0.0004269+0.00030485i,0.00060123+0.00070969i,0.00068236+0.00064892i,0.00085414+0.00081341i,0.00032797+0.0010536i
0.00191-0.00095588i,0.0021026-0.0010444i,0.0016646-0.0018394i,0.00087851-0.0019168i,-0.00067154-0.0011983i,-0.0019998-0.00090012i,-0.0016783-7.2615e-05i,-0.0013989+0.0011087i,-0.00085442+0.00078305i,-0.00072998-4.902e-05i,-0.00041556-4.062e-05i,0.00031846+0.00039868i,0.00080946+0.00024077i,0.0010622-0.0002882i,0.00034842-0.00069977i,-0.00010639-0.00061194i,9.3121e-05-0.00022855i,7.4736e-07+0.00026923i,-0.000622-0.00026914i,-0.00078956-0.00036443i,-0.00040744+6.1042e-05i,-0.00041582+0.00036733i,-0.00013323+0.00028328i
-0.00031409+0.0014696i,-0.0008208+0.00062005i,-6.9313e-05+0.00062513i,0.00091785+0.00074069i,0.0013135+0.00047395i,0.00054576+0.00010836i,-0.00046421+9.0725e-05i,-0.00030864+0.0009044i,0.00025465+0.00086418i,0.00022073-3.9475e-05i,0.00033581-8.7516e-05i,0.00021799-3.1297e-05i,-0.0007837-0.00068908i,-0.00021686-0.00077189i,0.00083261-0.00011319i,0.00044291+0.00040633i,0.00033331+8.0498e-05i,0.00024241-0.00030864i,-0.00015134-0.0001817i,-0.00083384-2.2878e-05i,-0.00044707-0.00014631i,3.5907e-05-0.00051726i,-0.00033745-0.00059867i
0.00087366-0.00095285i,0.0014323-0.0010672i,0.0015243-0.00084619i,0.0013023-0.00074814i,0.00079046-0.0010689i,0.00016638-0.0013311i,-0.00014099-2.4538e-05i,-0.001209+0.0011962i,-0.0013309+0.0014684i,9.6939e-06+0.001165i,0.00051374-9.816e-05i,0.00072736-0.00052026i,0.00077272+0.00029321i,-0.00019207+0.00061672i,-0.000799+0.00061405i,-0.00054982+0.000664i,2.7999e-05+8.488e-05i,-0.00040443-0.00045085i,-0.00080974-0.00034023i,-0.00064956-0.00045418i,-0.00067752-0.00071422i,-0.00013283-0.00032358i,0.000404+7.6909e-05i
0.0015387+0.00081733i,0.0010075+0.00084918i,0.0019835+0.00018371i,0.0021951-0.00018883i,0.00075647-0.00038563i,-0.00052105-0.0003973i,-0.00077887+0.0001453i,-0.00033246+0.00048708i,-0.00013691+9.4912e-05i,-0.00014458+0.00039396i,-0.00057569+0.00059723i,-0.00041139-0.00032232i,0.00052142-0.00061123i,0.0011349+0.00034809i,0.00091306+0.00093154i,0.00030774+0.00022686i,-0.00023879-0.0001478i,5.0837e-05+7.4998e-05i,0.00089885+0.0011289i,0.00049081+0.0018818i,-2.7851e-05+0.0011394i,0.00019755+0.00032032i,0.00030523-0.00010162i
0.0015456+0.0008309i,2.1458e-06+0.00079823i,3.5437e-05-0.00042325i,0.00067028-0.0019553i,-0.00021555-0.0015285i,-0.0014358-0.00062382i,-0.0012007+0.00050028i,-0.00092494+0.00069957i,-0.00044339+0.00036081i,0.00012898-7.1868e-06i,0.00021612-1.7962e-05i,0.00025192+0.00016455i,0.00039881-0.00067445i,0.0002027-0.00058749i,5.779e-05+9.3135e-05i,0.00072774+0.00011913i,0.00091809+0.00010941i,-0.00020075-0.00031038i,-0.00084213-0.00076502i,-0.00047699-0.0001012i,-0.00037948+0.00059124i,-0.00079551+0.00042228i,-0.00081979+4.8054e-05i
-0.00058577+0.00090887i,0.00035789+0.00069824i,0.0013274-0.00043682i,0.0016634-0.0012871i,-0.0001657-0.00055153i,-0.0013612+0.0002881i,-0.0011976+0.0003036i,-0.0014123+0.00074695i,-0.0011244+0.00057139i,-2.0064e-05+0.0001846i,0.00063684-0.00020758i,0.00044306-0.0011018i,7.8477e-05-0.00024501i,0.0002761+0.00064817i,0.00060813+0.00052343i,0.00046161+5.4157e-06i,-4.1965e-05-0.00027644i,-6.599e-05+1.0517e-05i,0.00018553-8.6637e-05i,-0.00021135+0.00026677i,-0.00044124+0.00071983i,0.00010022+0.000858i,0.00053821+0.00049618i
-0.0013987-0.0003928i,3.4672e-05-0.00035983i,0.0016465-0.00033549i,0.0017731-0.00093482i,0.0012559-0.00087444i,-0.00018423-0.00032549i,-0.0011836+0.00031103i,-0.0007622+0.00077943i,4.1396e-05+0.00094074i,5.1066e-06+0.00088333i,-0.00062318+0.00077757i,-0.00028993+0.00055307i,0.00042101-0.00012201i,0.00038987-0.00043409i,-0.00037107+0.00048983i,-0.00076952+0.0010796i,0.00024737+0.00068013i,0.00045409+5.5879e-05i,5.3184e-05+3.6621e-06i,-0.00025626+3.3915e-05i,-0.00072409-0.00019267i,-0.001101-0.00018034i,-0.00055275-0.00058267i
0.0015299-0.0016291i,0.0014881-0.0015379i,0.0020461-0.0018038i,0.00162-0.0015715i,0.00046089-0.00069455i,-0.00016718+0.00067935i,-0.00038121+0.00095256i,-0.00090013+0.00073962i,-0.00072593+0.00015808i,-2.0565e-05-0.00057688i,0.00036711-0.00012553i,0.00033729+0.00062519i,-0.00030848+0.00068732i,-0.00048983-5.104e-05i,6.7744e-05-0.00043276i,0.00031295-9.3118e-06i,-0.00020881-1.1954e-05i,-0.00027633+2.4102e-05i,0.00045438+0.00015893i,0.00062268-0.00058918i,-0.0001713-0.00071653i,0.00033327-0.00041189i,0.00084647-5.0737e-05i
-0.0001893+0.0013453i,0.00065373+0.00069816i,0.0021303-0.00018092i,0.0020227-0.0010977i,0.00099456-0.0012585i,-0.00048832-0.00065948i,-0.0006426+0.00016615i,-0.00017806+0.00073777i,-0.00022265+0.0010952i,-0.00016211+0.0008933i,-0.00037351-5.8076e-05i,-0.00060735-0.00034818i,-0.00076086+0.00022504i,0.00015778-0.00011743i,0.00078176-0.0004615i,-0.00012432-0.00041282i,-0.00019719-5.7052e-06i,9.3952e-05+0.00017847i,4.6698e-06-0.00010041i,-0.00013895-0.00070321i,0.00026314-0.0013881i,0.00055754-0.00073097i,-0.00075439+0.00012363i
-0.00023094+0.00096748i,-0.00060899+0.0018591i,0.00013579+0.0017837i,0.00077511+0.00048891i,1.8243e-05-0.00099853i,-0.00096894-0.0010557i,-0.00059796-0.00028082i,-6.3597e-06+0.00015006i,0.00049517+0.00039521i,0.00091245+0.00057494i,-2.8149e-05+0.0004666i,-0.00060734-0.0005174i,-6.7837e-05-0.00035617i,0.00057047-0.00035795i,0.00033119-0.00038678i,-0.00019544+0.0001754i,-0.00064336-0.00031289i,-0.0014562-0.0008826i,-0.0015834-0.00011903i,-0.00065101+0.0003778i,0.00025674+0.00025691i,-0.00042011+0.00060664i,-0.00074005+0.0010505i
0.00065254-0.0011564i,0.0011958-0.0017449i,0.0015937-0.0026488i,0.0012524-0.0015529i,0.00031741-0.00053097i,-0.00076978+0.00051225i,-0.0012839+0.0012753i,-0.001099+0.0010542i,-0.00061757+0.0015226i,-1.005e-05+0.0012243i,5.2575e-05+8.3186e-05i,0.00012798-0.00041678i,0.00027808-0.00080107i,0.00035387-0.00038934i,0.0006547-2.9332e-05i,0.00022353-7.2255e-05i,-0.0002862-0.00049432i,-7.2383e-05-0.0009468i,0.00031127-0.00043161i,8.0699e-05+0.000106i,8.0654e-05+0.00075944i,0.00026116+0.00073563i,0.00010357-0.00045086i
0.00015318+0.00016202i,0.0018742+0.00034583i,0.0032579+0.00074084i,0.0025047+0.0009127i,0.0010286+0.00062409i,-0.00044628+0.00031688i,-0.00080428+0.00095026i,-0.00068371+0.00087289i,3.8349e-05+0.00062261i,0.00033483+0.00032237i,-0.00019411-0.00038894i,3.3419e-05-0.00065941i,0.00032239+9.0363e-05i,3.113e-05+0.00045874i,-3.4582e-06+0.00018823i,-0.00038879+0.0004944i,-0.00032808+0.00030765i,1.5089e-05+0.00010254i,0.00012946+1.076e-06i,0.00062917-0.00037179i,0.00029593-0.00013831i,5.2743e-05+0.00065046i,4.0612e-06+0.00065583i
-0.0013226+0.0011558i,-0.00040603+0.0009254i,0.00043864+0.00077562i,0.0014326+0.00048045i,0.0017021+8.5877e-06i,0.00082845-0.00027595i,-0.00041357-0.00048448i,-0.00085865+4.8889e-05i,-0.0011107+0.00055781i,-0.00082079+0.00010919i,-0.00013923+0.00010129i,-0.00012167+0.00021302i,-8.9002e-06+7.8114e-05i,0.00019564+0.00033635i,9.0714e-05+0.00063371i,0.00023709+0.00033458i,0.00044047-0.00016909i,0.00022179-0.00078217i,0.00026139-0.00055326i,0.00030167-0.00026135i,-0.0002036-2.685e-05i,-0.00035315+0.00067828i,0.00072275+0.00026362i
-0.0016298-0.0021671i,-0.00125-0.0027439i,0.00024646-0.0015378i,0.00096357-0.00052889i,0.00023556-0.00082309i,-0.00015962-0.00060527i,9.008e-06+0.00035481i,0.00015536+0.0010537i,-0.00032971+0.00064514i,-0.00018947+0.00020832i,-4.2619e-05+0.00032062i,-0.00049961+0.0005022i,-0.00030561+5.5741e-05i,0.00027319-0.00028692i,-0.00044875-7.9956e-05i,-0.00096857-0.00068698i,-8.9443e-05-0.00050609i,0.0008196+0.00018015i,0.00017232+0.00010015i,-0.000107+0.00030394i,0.00024615+2.0388e-05i,-1.7536e-05-0.00057196i,-0.00072346-8.8511e-05i
-0.00049516-0.0010073i,0.00092646-0.0013422i,0.001618-0.0014425i,0.0013679-0.0012219i,0.00045189-0.00059269i,-0.00015459+8.0642e-05i,-0.00070195+0.00035316i,-0.0010009+0.0004277i,-0.00074163+0.00094646i,-7.3356e-05+0.001083i,0.00065416+0.00053978i,0.00025608+0.00010723i,-0.00040449-3.879e-05i,-0.00021345-7.9083e-05i,-0.0001718-0.00026545i,-0.00077183-0.00011968i,-0.00095499+0.0003973i,-0.0011035+0.00046035i,-0.00094918-0.00035906i,-0.00022058-0.0010128i,9.14e-05-0.00023685i,3.4539e-06+0.00036879i,0.00016595-0.00036086i
0.00053034-0.00051615i,0.0019211+0.0008083i,0.0029149+0.00042011i,0.0025663-0.0008744i,0.00074992-0.0011732i,-0.000627-0.0010894i,-0.00069761-0.00068705i,-0.00041741+0.00041193i,-4.9384e-07+0.0009061i,0.00013254+0.0011485i,-7.5696e-05+0.0012364i,-0.00013503+0.00027963i,-0.00013875-0.00074259i,1.3669e-06-0.00030928i,-0.00034498+0.00031807i,-3.4356e-05-0.000122i,0.0010988-0.00026071i,0.0011303-2.4516e-05i,0.0008682-0.00023754i,0.0012418-6.7315e-05i,0.00097407-5.4288e-05i,0.00057975+0.00015946i,-0.00016974+0.00039696i
-0.0010831+0.0023081i,-0.00068791+0.0011436i,0.00010795-0.00027167i,-1.8853e-05-0.00072721i,-0.00057806-0.00066666i,-0.00050473-6.2087e-05i,-0.00067129+0.0011732i,-0.00057458+0.0014536i,0.00021688+0.0011188i,0.00032464+0.00074691i,0.0007545+0.00080384i,0.00084243+0.00054489i,0.00091236-5.7755e-05i,0.0016503+6.4395e-05i,0.0014594+0.00011364i,0.00049026+0.00029843i,-0.00019774+0.00027253i,-9.8197e-05-2.2086e-05i,0.00039155+0.0002099i,0.00037741-2.7096e-05i,0.00033264-0.00066593i,1.658e-05+3.6429e-05i,-0.00035007+0.0002567i
-0.00017541+0.00040863i,-0.00093774-0.00040159i,-0.00025313+9.5931e-05i,0.0013725+0.00021155i,0.0012915-0.00083889i,-0.00011485-0.0012824i,-0.00033309-0.0002496i,3.7084e-05+0.00074535i,-7.1212e-05+0.00088766i,0.00043336+0.00028399i,0.00074467-0.00042514i,0.00079889-0.00040426i,0.00065111+0.00029406i,6.7005e-05+0.00077744i,-0.0001661+0.00037458i,0.00015527-5.0577e-05i,-6.0143e-05+0.00029994i,-0.00014715+0.00052119i,-0.00027412+9.6847e-06i,-0.00012896+8.3091e-05i,0.00016726+0.00042641i,4.9232e-05-0.00033391i,0.00035183-0.00047914i
0.00080508-0.0012214i,0.0010508-0.0010299i,0.0014908-0.00061549i,0.0011204-0.00022713i,-0.00021228-0.00032626i,-0.00056653+0.00093417i,-0.00014592+0.0016876i,-0.00010734+0.00097971i,2.9563e-05+0.00038437i,-0.00049044-7.1827e-05i,-0.0010048-0.00044178i,0.00023145-0.00088383i,0.00067298-0.0010804i,-0.00018933-0.001383i,-0.00011956-0.0016531i,0.0013227-0.0012345i,0.0021546-0.00093702i,0.001701-0.00073482i,0.00049228+0.00026184i,-0.00030241+0.0011138i,-0.00043296+0.00064759i,-3.1477e-05-0.00043391i,0.00040289-0.00063701i
0.00078289+0.00025064i,0.0035106-3.5672e-05i,0.0038548+0.00064539i,0.0027044+0.0011807i,0.00094097+0.00039807i,-6.7392e-05-0.00015924i,-0.00069058+0.00034751i,-0.0010112+4.817e-05i,-0.00096046-0.00065367i,-0.00082856-0.0006011i,-4.3136e-05-0.00011084i,0.00015768-3.0987e-05i,3.7627e-05-0.00058396i,0.00098907-0.00064277i,0.0013996-0.00067347i,0.00014307-0.00078551i,4.538e-06-0.00059259i,0.000834-0.00053146i,0.00081544-0.00041269i,0.001131+0.00024286i,0.00045528+0.00060171i,-0.00036152-0.00033659i,0.0001241-0.00067768i
-0.00045591+0.0012183i,-0.0012399+0.0013392i,-0.00021555+0.0014795i,0.00084299+0.0012862i,0.00051529+0.0012814i,-0.0001574+0.0017925i,-0.00098583+0.0010595i,-0.0012663+0.00053044i,-0.0010174+0.0011222i,-0.0012244+0.00084191i,-0.00091077+0.00046972i,-0.00037251+0.00045306i,-0.00054551+0.00024637i,-0.00057608-0.00010215i,-0.000447-0.00085706i,-0.00053493-0.00099211i,-0.00028138-0.00020542i,-4.8688e-05-0.00016032i,-0.00039429-0.00093684i,-0.00035108-0.0010364i,-0.00031616-0.00050637i,-0.00020284-0.00046913i,0.00025448-0.00083237i
0.0022619+3.7651e-05i,0.0021353+0.00023158i,0.0014574-0.00042706i,0.00090257-0.0012674i,0.00012353-0.0017756i,-0.0010453-0.00062416i,-0.0016746+0.00089812i,-0.00073901+0.00098239i,-0.00015037+0.00065167i,-0.00076795+0.00046901i,-0.0004253+0.00046179i,-0.00030905-0.00011743i,-0.00055283-0.00017405i,0.0001886+0.000472i,0.00067169+0.00076231i,0.00051893+0.00031599i,0.0003915+0.00018307i,0.00056476+0.00037316i,0.0007552-0.00013637i,0.00027834+0.00055797i,-0.00026679+0.0005955i,-0.00019742-0.000247i,-4.6542e-05+0.00015604i
-7.4149e-05-0.0009729i,0.00087626-0.00029731i,0.0015259-0.0017838i,0.0013795-0.00182i,0.00011071-0.00098051i,-0.00061165-8.6504e-05i,-0.0013027+0.00034214i,-0.0020547+0.00047193i,-0.0015745+0.00024886i,-0.00055898-0.00031254i,0.00023508+4.1586e-05i,0.0010093+0.00016803i,0.0012483-0.00019901i,0.00065315-0.00025712i,5.9818e-05-0.00046685i,0.00013309-0.00037699i,2.4018e-05-0.00015683i,-0.00077322+6.8688e-05i,-0.001107+0.00036172i,-0.00093839+9.1091e-05i,-0.00030084+0.00043729i,-8.8179e-05+0.00076636i,-0.00050731+0.00020186i
0.00046474-0.00041693i,0.0010925-0.00037203i,0.0017321-0.0012022i,0.0014064-0.0012083i,0.00016499+0.00031131i,-0.00046428+0.0020547i,-0.00032141+0.0020763i,-0.00062235+0.0008538i,-6.0069e-06+6.4789e-05i,0.00077756+0.00054625i,0.00024879+0.00068388i,-0.00038117-0.00015001i,-6.5245e-05-0.0001699i,0.00054885-0.00093093i,0.00099059-0.0015645i,0.0010024-0.0010304i,0.00049665-0.00060113i,0.00032196+0.00016216i,0.00034292+0.00075631i,-0.00016295+0.00022242i,-0.00043333-0.00048289i,-0.00039825-4.4348e-05i,5.6733e-06+0.00042659i
8.5626e-05-0.00056792i,0.00074206-0.00091856i,0.0022164-0.00058444i,0.0015892-0.0004481i,0.00085465-0.00028704i,0.00054107-0.00038689i,-0.00079572+0.00013799i,-0.0012161+0.0010244i,-0.00015629+0.000831i,0.00096549+0.00013913i,0.00034531-0.00030824i,0.00027685-0.0006295i,0.00062324-0.00049723i,0.00024785-0.00032807i,0.00022516-0.0003082i,0.00016634-0.00017029i,3.5802e-05+2.8531e-05i,9.3524e-06+0.00024743i,-0.00029123+0.00051801i,-0.00026102+4.1116e-05i,0.0002252-0.00067103i,-8.3415e-05-0.00065259i,-0.00085153-0.0014029i
9.0964e-05+0.00014331i,0.001476+0.0014874i,0.0024398+0.001682i,0.0022387+0.00080282i,0.00064495+0.00068172i,-0.0010812+0.00081667i,-0.0010073+0.00038587i,-0.00055169+0.00012739i,-0.00052476+0.00072934i,-0.00060049+0.00073899i,-0.00058048+0.00020713i,-0.00011914-0.00063077i,0.00050639-0.00039338i,0.00064166+0.00062254i,0.00033228+0.00033563i,-0.0006409-0.00077142i,-0.00086933-0.00078378i,-0.00015026-0.00029524i,0.00015607-0.00019971i,0.00022337-0.00036858i,-0.00010534-0.00034329i,-0.00039774-0.00014523i,0.00016743-0.00053596i
0.00022652+0.00051975i,0.00059692+0.00063865i,0.0010621+0.0010717i,0.0019483+0.00059167i,0.00087736+0.00058462i,-0.00095679-6.3836e-05i,-0.0014315-0.0005699i,-0.00041672+0.00030949i,0.00046744+0.00079295i,0.00075968+0.00039942i,0.0005725-0.00021959i,0.00050488-0.00028257i,3.388e-05-0.00039543i,-1.5161e-05-0.00045784i,0.0001143-0.00037202i,5.8695e-05+6.1085e-05i,-0.00026436+0.00053092i,-0.0001215-0.00026823i,7.9124e-05-0.00070356i,-0.00010899-0.00074923i,-0.00051685-0.0013359i,-0.00051586-0.0014545i,-6.2302e-05-0.00078916i
-0.0018518-0.00010583i,-0.00061256-0.00068805i,0.0018533-0.00053979i,0.0027083-0.00071071i,0.00096804-0.0012116i,-0.00071174-0.00096016i,-0.00070498-0.00031143i,-0.0011176+0.00036704i,-0.0010199+0.00080372i,-0.00024621+0.0002076i,0.00012254+2.4312e-05i,-0.000769-0.00012418i,-0.00056108-5.3844e-05i,8.0339e-05+0.00045854i,9.835e-05-0.00019913i,0.00034673-0.00020121i,-0.00025201+0.00036264i,-0.00057516+0.00024685i,-0.00061035-0.00056402i,-0.00089806-0.00069502i,-0.00063205-0.0007118i,3.4478e-05-1.1993e-05i,0.00036865+0.00099064i
-0.0012944-0.00069719i,3.3339e-08-1.3301e-05i,0.0014146+0.0010603i,0.0017457+0.00074652i,0.00096031+0.0011139i,0.00066525+0.0011176i,-9.682e-05+0.00057673i,-0.00099905-7.4727e-05i,-0.0009836+0.00020195i,-0.00033617+0.00025828i,4.7819e-05-0.0010592i,0.00069068-0.0011832i,0.00077139-0.00015807i,0.00011864+0.00022768i,-0.00039361-2.8863e-06i,-0.00018079-0.00021783i,0.00048157+6.6162e-05i,0.00028519+0.0011635i,0.00020127+0.0011653i,0.00035821+0.00039129i,0.00026803+0.0001628i,-0.00048165-9.0857e-05i,-0.0007385-0.00023101i
0.001362+0.00050392i,0.0018023+0.00014596i,0.0022381-0.00099293i,0.0016227-0.0014458i,0.0002684-0.0017948i,-0.00023313-0.001331i,-7.3256e-05+2.1123e-05i,-0.00053321+0.0013528i,-0.00093805+0.0011322i,-0.0010636+0.00025989i,-0.0010173-0.00013337i,-0.00078168-0.00031312i,-8.8351e-05-0.00033962i,0.00029123+0.00024011i,0.00029453+0.00061209i,0.00035415+0.00011312i,-3.0363e-05+2.2713e-05i,0.0003881+0.000131i,0.00073369-0.000241i,0.00032694+4.8626e-05i,-0.00015639+0.00057636i,-0.00043822+0.00044453i,-0.00090111-0.0001743i
-0.00027459+0.00085225i,7.0983e-05+0.0016428i,0.0019406+0.0015417i,0.0019041+0.00083382i,0.00069344+0.00043927i,5.1018e-05+0.001003i,-0.00012275+0.00066726i,-0.00074539-0.00036089i,-0.00119-0.00046228i,-0.00033889-4.4198e-05i,0.00060193+0.00051677i,0.00071182+0.00057302i,0.00051093-0.0007071i,0.00057414-0.0012541i,0.00033926-0.00056188i,-0.00044502+0.00021389i,0.0003213+0.0004521i,0.0012431+0.00034049i,0.00053024+0.00029206i,-0.00046525-0.00018121i,9.4195e-05+7.4269e-05i,0.00096101+0.00012748i,0.00026144+0.00088787i
-0.0015184-0.0016527i,0.00018539-0.0015251i,0.00059323-2.2446e-05i,0.00092516+0.00056923i,0.0011969+0.00061773i,0.00076384+0.00068175i,0.00024057-0.0003577i,-8.4479e-05-2.3907e-05i,-0.00067945+0.00090062i,-0.00083043+0.00051818i,-0.00040488-0.00031382i,0.00026673-0.00077459i,0.0006867-0.00077512i,5.6686e-05-0.00067435i,-0.0002328-2.0003e-05i,0.00020361+0.00018748i,-0.00016462-0.00018135i,-0.00042973-0.00014748i,-0.00061743-6.9129e-06i,-0.00040111-0.0008371i,0.00027274-0.00081633i,0.00040041-0.00035722i,-0.00014195-0.00011255i
0.00095092+8.1625e-05i,0.0015071-0.00010611i,0.00053801-0.0012075i,7.3386e-06-0.0011292i,-0.00061336+7.1794e-05i,-0.0013715+0.00076581i,-0.0012589+0.0008793i,-0.00079273+0.00058954i,-0.00057218+0.00030599i,-0.00055989+0.00032782i,-0.00083059-0.00024697i,-0.00075746-0.0005542i,-0.00041541-4.0429e-05i,-0.00041579+0.00021668i,-0.00044643-0.00096555i,6.4798e-05-0.0014743i,0.00046185-5.7732e-05i,7.9778e-05+0.00059983i,0.0006272+0.00010239i,0.001124-0.00054778i,8.5103e-05-0.00027857i,-0.00060907+0.00039664i,-0.00068915+0.00053824i
-6.4273e-05+0.00044946i,0.0024144-6.9573e-05i,0.0025614+2.993e-05i,0.0017474+0.00034354i,0.00045222+0.00071496i,0.00026452+9.4493e-05i,0.00051434-3.4184e-05i,-2.8343e-06+0.00031809i,-0.0002104+5.0967e-05i,-0.0014368-0.00028324i,-0.0012322-0.00031459i,0.00061804-0.00022875i,0.0010478-0.00027527i,6.523e-05-0.00028908i,-0.00038098+0.00015785i,2.4288e-05+0.00036831i,5.6007e-05-5.2568e-05i,8.0554e-05-6.215e-05i,8.8487e-05-7.459e-05i,1.3998e-05-0.00022362i,3.3168e-05-0.00015572i,0.0006017-0.00028629i,0.00020736+0.00017436i
-0.0017714+0.0013023i,-0.0018374+0.0013954i,-0.00010083+0.0022192i,0.0015114+0.0013732i,0.0009248+0.00018286i,-0.00016141+0.00029549i,-0.00040215+0.00051442i,-0.00058844+0.00056286i,-0.00042965+0.00088733i,0.0001275+0.00047002i,-2.1099e-05+0.00014939i,-0.00031875+0.00052743i,0.00078028+0.00067993i,0.00094185+0.00028193i,-0.00024133+0.00015526i,-0.0010774+0.00064874i,-0.0010672+0.00051584i,-0.00057758+0.00016779i,3.0199e-05-6.4856e-05i,8.0941e-05-0.00044442i,0.00026603-0.0011274i,0.00061772-0.00087102i,0.00032017-0.0004728i
1.1225e-05-0.001506i,0.00052239-0.002029i,0.00098041-0.0015261i,0.0011088-0.00093733i,0.00098265+0.00040329i,0.00017273+0.0015557i,-0.00023139+0.001269i,-2.0148e-05+0.00063466i,-1.7675e-05+0.00052665i,0.00010865-0.00020644i,0.00074546-0.00039628i,0.00042949+0.00023641i,-0.0004591+0.00048481i,-0.00053104+0.00045559i,-0.00020664+0.00085653i,0.00045379+0.00066656i,0.00047351+0.00056281i,0.00012374+0.00012029i,0.00033469-0.00032292i,0.00045475+0.00029337i,0.00029062+0.00014205i,0.00021255-0.00043101i,0.00055176-0.0006826i
0.0021295+0.00052791i,0.0029338+4.5124e-05i,0.0043811-0.00031555i,0.0035868-0.0015379i,0.0010469-0.0017199i,-0.00042837-0.00059681i,-0.00068331+0.00025156i,-0.0011+0.00048375i,-0.00025957-0.00091702i,0.00093887-0.0013205i,0.00039691-0.00022902i,-0.00012402+0.00054259i,-0.00015547+0.00019567i,0.00020862-0.00035492i,0.00020672-0.00022536i,-0.00037897-0.00030421i,-0.00044297-0.00035243i,-0.00026378-0.00062263i,1.5103e-05-0.00071731i,0.00024313-8.7764e-05i,-0.00052842+0.00023607i,-0.0012833+0.00012558i,-0.00045749+0.00076349i
0.0019268+0.001634i,0.0015817+0.0021215i,0.0016272+0.00089i,0.00094101-0.0012482i,-0.00049818-0.0015877i,-0.00085471-0.00011163i,-0.00052946+0.00079503i,0.00029151+0.0003966i,0.00061866-0.00027088i,0.00062036-0.00061019i,0.00037434-0.0011171i,-0.00058566-0.0011025i,-0.00065455-9.5388e-05i,0.00028636+0.00039784i,0.00037235+0.0006389i,-0.00092311+0.0010398i,-0.0014088+0.0013162i,-0.00054372+0.0013313i,7.2507e-05+0.00060538i,0.00052884+0.00016615i,0.00052795-0.0005436i,0.00023622-0.0014022i,-0.00025202-0.00057887i
0.00048701-6.3585e-05i,0.0014156+0.00024947i,0.0021764-0.00036204i,0.0010368-0.0014415i,-0.0007726-0.0018509i,-0.0020851-0.00079427i,-0.0022423+0.00035134i,-0.0021299+0.00024952i,-0.001438-0.00028828i,-0.00054283-0.00020302i,6.8921e-05+0.00013362i,0.00076255+0.0004416i,0.00057183+0.00020779i,0.00039463-0.00025709i,0.00038876-0.00034592i,-7.6099e-05+0.00036285i,-0.00032502+0.00075935i,0.00014883+0.00043553i,0.00018962+4.0929e-05i,-0.00072107-2.4846e-05i,-0.001158-0.00025329i,-0.00048786-0.00024378i,0.00015072+0.0002322i
