0.00014398+4.5522e-05i,-5.5141e-05-0.0010065i,-0.00086934-0.0034234i,-0.0013838-0.0051848i,-0.0020751-0.0042057i,-0.0019948-0.0017907i,-0.00070033-5.0279e-05i,0.00092437+0.0010507i,0.0013057+0.0014157i,0.00074628+0.00051513i,0.00060088+0.00026911i,0.00081057+5.3775e-05i,0.0003243+0.0005893i,-0.00026526+0.00078775i,-0.00086614-7.3907e-05i,-0.0013159-0.001054i,-0.00031103-0.0012226i,0.00030415-0.0010283i,-0.00035967-0.0006028i,-0.00044835+0.00038061i,-0.00057139+0.0014145i,-0.00084613+0.0013006i,-0.00050107+0.00036775i
-0.35211-0.51319i,-0.69977-0.74638i,-0.8328-0.67469i,-0.64314-0.34152i,-0.32333-0.014527i,-0.087042+0.14912i,0.0062925+0.17251i,0.027816+0.12518i,0.035577+0.070166i,0.03561+0.039102i,0.02648+0.034098i,0.015442+0.034397i,0.0030666+0.031654i,-0.0063343+0.039613i,-0.0087165+0.050688i,-0.013009+0.054409i,-0.02304+0.057529i,-0.025815+0.060628i,-0.017191+0.052158i,-0.0091931+0.03159i,-0.0057869+0.015834i,-0.0014125+0.011853i,0.001135+0.012251i
0.46797+0.17652i,0.69485+0.26696i,0.687+0.3107i,0.52362+0.1927i,0.32522-0.037496i,0.1305-0.16892i,0.038552-0.13966i,0.036036-0.076301i,0.019238-0.053594i,-0.011585-0.046384i,-0.013-0.049914i,0.00095474-0.061638i,0.0097093-0.069481i,0.01264-0.080382i,0.016935-0.081278i,0.032213-0.067203i,0.043923-0.059353i,0.029579-0.061195i,-0.0033272-0.060852i,-0.028246-0.0508i,-0.03236-0.034878i,-0.024971-0.022286i,-0.017837-0.014673i
-0.25227+0.16766i,-0.32196+0.10986i,-0.38096-0.060707i,-0.43615-0.046706i,-0.35854+0.14878i,-0.15264+0.23759i,-0.020164+0.14877i,-0.011801+0.040225i,-0.022175+0.017273i,0.002065+0.043115i,0.02617+0.053304i,0.014078+0.050604i,-0.0070926+0.063438i,-0.0088822+0.085655i,-0.0082788+0.08989i,-0.01669+0.069648i,-0.021109+0.048701i,-0.0049802+0.047373i,0.032305+0.058127i,0.062306+0.059395i,0.061284+0.043555i,0.042463+0.025307i,0.028296+0.015217i
-0.19967-0.22486i,-0.32436-0.086023i,-0.22779+0.15077i,0.026938+0.14027i,0.16388-0.081367i,0.12139-0.2021i,0.042406-0.15714i,-0.0056305-0.071905i,-0.021241-0.02763i,-0.021319-0.030469i,-0.019158-0.034773i,0.00091184-0.024767i,0.02361-0.034248i,0.019482-0.0581i,0.0055278-0.066434i,-0.0015759-0.052276i,-0.0057525-0.027724i,-0.012998-0.015468i,-0.034011-0.026602i,-0.057692-0.039445i,-0.057313-0.032718i,-0.039219-0.018072i,-0.023997-0.0059068i
0.50437-0.01843i,0.71459-0.19879i,0.63417-0.29583i,0.34002-0.16412i,0.074535+0.038541i,-0.070865+0.10289i,-0.12427+0.063348i,-0.10635+0.037859i,-0.059624+0.037685i,-0.023588+0.024115i,-0.016184+0.0020341i,-0.022741+0.00024023i,-0.020919+0.01885i,-0.014491+0.039258i,-0.0042927+0.048531i,0.0092989+0.0385i,0.014565+0.013725i,0.014635-0.0058017i,0.023776-0.0028721i,0.039657+0.010851i,0.041705+0.013905i,0.029095+0.0080585i,0.018024-0.00042795i
-0.42461+0.37906i,-0.59231+0.60055i,-0.56439+0.59382i,-0.34956+0.36841i,-0.10266+0.13019i,0.048069+0.0212i,0.081914+0.031202i,0.062481+0.065092i,0.050499+0.056653i,0.039542+0.027802i,0.032277+0.016127i,0.034059+0.0062006i,0.031473-0.012929i,0.030504-0.027609i,0.025073-0.033604i,0.0083732-0.026372i,-0.00097775-0.0093579i,0.0042041+0.0014507i,0.010226-0.0029493i,0.0065737-0.01672i,-0.0019239-0.023541i,-0.0055668-0.017179i,-0.0053192-0.0082093i
0.10613-0.49065i,0.26195-0.72456i,0.39936-0.76319i,0.33456-0.60511i,0.1208-0.35371i,-0.032899-0.13125i,-0.045429-0.030188i,0.0032016-0.017928i,0.019148-0.018975i,0.001187-0.0019768i,-0.0067475+0.012997i,-0.0023056+0.0072403i,-0.011188-0.00043495i,-0.03701+0.003998i,-0.051895+0.014116i,-0.043568+0.017366i,-0.03281+0.0088984i,-0.040207-0.0053321i,-0.062376-0.010406i,-0.072539+0.0024061i,-0.057556+0.015475i,-0.035827+0.013039i,-0.022958+0.0064796i
0.17222+0.24478i,0.056353+0.38676i,-0.15609+0.45406i,-0.20823+0.40023i,-0.079832+0.27621i,0.058021+0.15849i,0.10542+0.085669i,0.076655+0.041532i,0.046719+0.018011i,0.046874+0.0035322i,0.042362-0.010794i,0.018302-0.0087865i,0.012869+0.0074363i,0.044488+0.010179i,0.074577-0.0026309i,0.075976-0.01023i,0.05954-0.0034418i,0.052146+0.013947i,0.073787+0.025533i,0.096646+0.015506i,0.083622-3.0976e-05i,0.049405-0.0019345i,0.022529+0.002247i
-0.18701+0.081726i,-0.16446-0.005425i,-0.10351-0.15855i,-0.1164-0.21708i,-0.15069-0.18275i,-0.12815-0.1568i,-0.082488-0.13936i,-0.050682-0.10178i,-0.045337-0.059449i,-0.044102-0.022841i,-0.030418-0.0032295i,-0.020423-0.0022023i,-0.028701-0.0080292i,-0.057542-0.0088777i,-0.080255-0.0017642i,-0.073103-0.00042573i,-0.051453-0.0080777i,-0.040453-0.011953i,-0.056648-0.0057835i,-0.078087+0.0036507i,-0.07181+0.0081893i,-0.046318+0.0064812i,-0.022276+0.0042692i
-0.039927-0.22782i,-0.052661-0.19563i,-0.00052956-0.048237i,0.079937+0.054289i,0.11709+0.080776i,0.090423+0.087803i,0.023621+0.055901i,-0.034899+0.014198i,-0.040414-0.00018599i,-0.018814-0.016757i,-0.0036129-0.024224i,0.021742-0.0051016i,0.056158+0.010064i,0.075398+0.012094i,0.071525+0.012206i,0.048077+0.01668i,0.021326+0.024872i,0.015194+0.024397i,0.034+0.012253i,0.053303+0.0020299i,0.050189-0.00053355i,0.032779-7.9979e-05i,0.016709+0.0022957i
0.21466+0.14215i,0.19538+0.20219i,0.038172+0.24904i,-0.090247+0.25354i,-0.13006+0.15748i,-0.13356+0.028035i,-0.096849-0.0074156i,-0.039478+0.022149i,-0.00089083+0.037228i,0.010546+0.028088i,0.0025375+0.012952i,-0.013043+0.00445i,-0.027972-0.00061683i,-0.038818-0.009064i,-0.035817-0.019491i,-0.016476-0.026601i,0.0060337-0.025443i,0.019974-0.022326i,0.018621-0.026968i,0.0045934-0.033825i,-0.0047555-0.029302i,0.00070794-0.016722i,0.0086565-0.010944i
-0.15672+0.045004i,-0.095336-0.048195i,0.066742-0.20941i,0.17265-0.26802i,0.18695-0.17002i,0.14333-0.037759i,0.053415+0.02469i,-0.010276+0.033864i,-0.023533+0.035098i,-0.012645+0.041864i,0.010527+0.037277i,0.024906+0.0088941i,0.017857-0.010243i,0.011679+0.0064527i,0.013015+0.033438i,0.0074676+0.038605i,-0.0095536+0.019549i,-0.034405+0.0017937i,-0.05365+0.0094149i,-0.054254+0.026571i,-0.044354+0.024501i,-0.039949+0.0098352i,-0.034366+0.00096047i
-0.027966-0.098586i,-0.053865+0.011542i,-0.067997+0.16062i,-0.077377+0.17207i,-0.092031+0.10415i,-0.065202+0.069524i,0.010763+0.065948i,0.058873+0.056942i,0.055164+0.025743i,0.029453-0.0055288i,0.0081937-0.01404i,0.0042795-0.0074495i,0.01127-0.010758i,0.0097053-0.034943i,-0.0051392-0.053016i,-0.014023-0.039079i,-0.0020687-0.009478i,0.024619+0.0018437i,0.050378-0.014497i,0.058962-0.029964i,0.050472-0.022445i,0.040895-0.0046274i,0.031623+0.006022i
0.15484-0.038517i,0.14108-0.16087i,0.074539-0.23783i,0.055365-0.1882i,0.075025-0.1152i,0.066287-0.079719i,0.036531-0.053714i,0.021966-0.031824i,0.016874-0.015284i,0.016312-0.0045846i,0.01181+0.0026165i,-0.0080822+0.017032i,-0.022918+0.040558i,-0.014816+0.060178i,0.0046226+0.057226i,0.016647+0.02873i,0.009326+0.0032301i,-0.018232+0.0063266i,-0.048948+0.03255i,-0.055668+0.047837i,-0.039861+0.032518i,-0.027794+0.0096113i,-0.025578-0.0012312i
-0.084938+0.16865i,-0.050586+0.19416i,-0.045034+0.089364i,-0.11807-0.039103i,-0.14608-0.07042i,-0.075434-0.048263i,-0.011487-0.04028i,-0.0010717-0.034526i,-0.0070921-0.025636i,-0.015334-0.024999i,-0.020057-0.031278i,-0.015149-0.036836i,-0.0062362-0.040755i,-0.0033394-0.043487i,-0.0049489-0.03475i,-0.0049039-0.015632i,-0.0030543-0.00055589i,0.011635+0.00020521i,0.036035-0.014241i,0.041456-0.025435i,0.024886-0.01905i,0.0095466-0.0060953i,0.0067459+0.0036711i
-0.11232-0.13971i,-0.178-0.052552i,-0.13529+0.13883i,-0.01879+0.24889i,0.028622+0.21556i,0.0032248+0.1227i,-0.010189+0.028963i,-0.010178-0.027041i,-0.0074165-0.026443i,0.0018809-0.0063964i,0.014328+0.0092932i,0.03229+0.016679i,0.040316+0.011893i,0.024193+0.0092658i,0.00036581+0.012573i,-0.011177+0.013371i,-0.0077112+0.0073541i,-0.0029846-0.0005599i,-0.0072913-0.0026561i,-0.0084938-0.0020959i,0.00094752-0.0012142i,0.011466-0.0013691i,0.014681-0.0033595i
0.20018-0.055927i,0.20526-0.21685i,0.082157-0.34648i,-0.037795-0.32913i,-0.061165-0.24704i,-0.059326-0.17082i,-0.08377-0.079416i,-0.084985-0.0064927i,-0.052175+0.021492i,-0.015971+0.024595i,0.0030805+0.013827i,0.0013841+0.0026803i,-0.0025219+0.001617i,0.0089909-0.0010609i,0.029785-0.013004i,0.036925-0.024639i,0.021907-0.019815i,0.0048573+0.0016659i,0.0013287+0.017092i,-0.0015648+0.015962i,-0.011509+0.0071754i,-0.017244+0.0044376i,-0.015569+0.0049087i
-0.073681+0.2671i,0.0051585+0.47016i,0.11396+0.54871i,0.1313+0.4665i,0.084144+0.3586i,0.060122+0.27074i,0.053892+0.16396i,0.027566+0.083031i,-0.00032806+0.046619i,-0.011667+0.030434i,-0.010069+0.024685i,-0.0040627+0.013638i,-0.011658-0.00020772i,-0.031128+0.0027034i,-0.044686+0.019529i,-0.04007+0.032106i,-0.020714+0.020848i,-0.0043141-0.014601i,0.0010429-0.045857i,0.0031882-0.046204i,0.0064771-0.025945i,0.0078785-0.015936i,0.0049703-0.014827i
-0.1556-0.29481i,-0.27742-0.4559i,-0.27803-0.49845i,-0.13844-0.42192i,-0.023469-0.32723i,-0.014312-0.2257i,-0.029588-0.09146i,-0.010032-0.001824i,0.015462+0.0013533i,0.023375-0.028155i,0.022517-0.041436i,0.022874-0.030315i,0.027901-0.01421i,0.033171-0.012117i,0.028655-0.019662i,0.013354-0.020389i,-0.00053573-0.0032085i,-0.0084308+0.029637i,-0.010456+0.061821i,-0.0071686+0.065629i,-0.0040955+0.043469i,-0.0046804+0.028571i,-0.0050314+0.025338i
0.30029+0.089899i,0.42572+0.15306i,0.35019+0.19597i,0.13319+0.19629i,-0.0012238+0.18122i,0.0086227+0.14922i,0.055132+0.083727i,0.064954+0.030306i,0.044625+0.018118i,0.017883+0.022451i,-0.0050778+0.02538i,-0.019477+0.02917i,-0.020343+0.030117i,-0.013353+0.025045i,-0.0042348+0.015058i,0.0056671+0.0027812i,0.011638-0.0070014i,0.013438-0.02565i,0.0085337-0.055133i,-0.0017931-0.066447i,-0.0050581-0.051528i,-0.00026517-0.035922i,0.0019412-0.026739i
-0.21007+0.14401i,-0.27617+0.14061i,-0.20359+0.021955i,-0.050665-0.09564i,0.042183-0.13431i,0.050407-0.13462i,0.023925-0.11173i,0.0039976-0.071692i,-0.0067607-0.038158i,-0.013032-0.01859i,-0.0074764-0.014989i,-0.0021801-0.020775i,-0.0039019-0.021523i,-0.0039707-0.011353i,0.00035677+0.007137i,0.004876+0.017315i,5.5511e-05+0.0092054i,-0.009536+0.0097913i,-0.0090739+0.033288i,0.0020191+0.05027i,0.0063934+0.043757i,-0.0011889+0.02987i,-0.003644+0.020038i
-0.050589-0.21914i,-0.10107-0.23525i,-0.14822-0.1128i,-0.18224+0.0093823i,-0.19239+0.044459i,-0.15918+0.049707i,-0.095715+0.034391i,-0.054961-0.0012259i,-0.039352-0.015782i,-0.024131-0.0091514i,-0.0087736-0.0021127i,0.0075768-0.0015648i,0.018742-0.011063i,0.013268-0.025851i,-0.0020825-0.034521i,-0.011792-0.027956i,-0.0050196-0.0078022i,0.011639+0.0051555i,0.022034-0.0030145i,0.018403-0.01653i,0.010417-0.018537i,0.0088938-0.010801i,0.0081036-0.0041797i
0.25609+0.06419i,0.36748+0.044883i,0.34877-0.010767i,0.24776-0.014288i,0.17967+0.020599i,0.13928+0.0092113i,0.066925-0.017523i,0.0082696-0.002041i,0.010598+0.023505i,0.03371+0.029119i,0.040266+0.028573i,0.02986+0.032248i,0.015747+0.038619i,0.014055+0.041899i,0.024051+0.03363i,0.027362+0.013709i,0.013582-0.0045756i,-0.0087426-0.01444i,-0.026847-0.018601i,-0.02983-0.01524i,-0.019948-0.0090539i,-0.011956-0.0091261i,-0.0090416-0.0090656i
-0.25922+0.16641i,-0.39699+0.26121i,-0.38785+0.2698i,-0.25671+0.15876i,-0.17146+0.032637i,-0.15696+0.012943i,-0.11297+0.052546i,-0.056522+0.055109i,-0.037117+0.028551i,-0.035917+0.0025067i,-0.03579-0.017666i,-0.030944-0.027041i,-0.025859-0.027402i,-0.027412-0.018815i,-0.031388-0.0042695i,-0.030835+0.0077099i,-0.020669+0.015005i,0.0030858+0.021617i,0.034675+0.028855i,0.046953+0.028183i,0.033959+0.022361i,0.017472+0.019422i,0.009144+0.016214i
0.093136-0.27584i,0.20995-0.42325i,0.24527-0.40895i,0.16574-0.21155i,0.12631-0.011715i,0.14546+0.040673i,0.1149+0.011501i,0.06435+0.0035634i,0.04871+0.0045362i,0.046129-0.0024201i,0.043689-0.0051336i,0.042805-0.0066615i,0.038014-0.011438i,0.027797-0.01632i,0.015376-0.016097i,0.0088651-0.00891i,0.0074299-0.0046178i,-0.0085938-0.014023i,-0.042359-0.030012i,-0.059634-0.038264i,-0.048505-0.037018i,-0.030494-0.030765i,-0.016693-0.020625i
0.079889+0.20939i,0.033552+0.36695i,-0.018497+0.36728i,-0.0069659+0.1676i,-0.016034-0.02762i,-0.059705-0.073823i,-0.044462-0.034453i,-0.003777-0.014213i,-0.0040224-0.012266i,-0.023066-0.0035981i,-0.0307+0.0060988i,-0.02744+0.017047i,-0.016999+0.023543i,-0.0035535+0.019216i,0.007732+0.008687i,0.0098153-0.003134i,0.0032656-0.0062057i,0.0088105+0.0040714i,0.031369+0.018847i,0.043113+0.029426i,0.036241+0.030311i,0.024984+0.020297i,0.01476+0.0078703i
-0.13358-0.054683i,-0.14608-0.17453i,-0.10416-0.23551i,-0.081572-0.13579i,-0.048975+0.012619i,0.01916+0.062224i,0.032749+0.027878i,-0.0021864+0.0024842i,-0.022655+0.0059285i,-0.019401+0.012119i,-0.011453+0.0095593i,-0.014036-0.0023081i,-0.020727-0.009725i,-0.021236-0.0039088i,-0.01562+0.0093241i,-0.0050821+0.017768i,0.002743+0.012551i,-0.0019047+0.0011751i,-0.013715-0.0064377i,-0.01744-0.010351i,-0.015026-0.0099553i,-0.015973-0.0033661i,-0.015387+0.0047889i
0.041054-0.078556i,0.043674-0.029139i,0.019001+0.057114i,0.01678+0.05246i,0.016598-0.03077i,-0.011769-0.080049i,-0.022445-0.065789i,-0.0045813-0.035099i,0.017496-0.022752i,0.029814-0.023004i,0.032479-0.022303i,0.035373-0.014998i,0.037464-0.0093684i,0.028007-0.013901i,0.010931-0.021796i,-0.001809-0.02135i,-0.005098-0.009723i,-0.0022699+0.0061136i,0.00018356+0.016109i,0.0011257+0.016708i,0.001834+0.010388i,0.004735+0.0029309i,0.0077265-0.00091135i
0.090404+0.091915i,0.11978+0.086265i,0.10427+0.014089i,0.034597-0.036146i,-0.036866-0.0061944i,-0.051435+0.053495i,-0.034801+0.064293i,-0.02999+0.048007i,-0.024904+0.050451i,-0.010869+0.053825i,-0.0044328+0.045254i,-0.0046381+0.036288i,-0.0024245+0.031579i,0.0054353+0.028297i,0.014553+0.021987i,0.013865+0.011852i,0.0095869+0.0021889i,0.015132-0.0088211i,0.026504-0.023153i,0.029681-0.027735i,0.02473-0.016811i,0.018346-0.0062792i,0.010231-0.0030079i
-0.1527-0.010369i,-0.23376-0.018109i,-0.25022+0.031592i,-0.16052+0.11235i,-0.019415+0.10486i,0.044246+0.014853i,0.030396-0.026016i,0.020018-0.015765i,0.021791-0.021414i,0.016088-0.036932i,0.0086281-0.041354i,0.0022506-0.036862i,-0.00599-0.029211i,-0.016248-0.018131i,-0.021463-0.0045097i,-0.016605+0.0027313i,-0.012934+0.00052963i,-0.023225+0.004389i,-0.039338+0.01926i,-0.041947+0.022811i,-0.035069+0.0094455i,-0.028702+0.0015672i,-0.018119+0.0038831i
0.12026-0.061721i,0.24868-0.050586i,0.32115-0.085176i,0.2254-0.16568i,0.04272-0.14228i,-0.04601-0.029936i,-0.034691+0.018723i,-0.021491+0.0044706i,-0.024155+0.00013632i,-0.021582+0.0095104i,-0.0093156+0.014995i,0.0068063+0.0099607i,0.012627-0.0012899i,0.0076602-0.0098017i,0.00010532-0.012465i,-0.0054315-0.007174i,-0.0012645+0.0020715i,0.013517-0.002735i,0.027552-0.020395i,0.029143-0.025775i,0.023853-0.01618i,0.019304-0.0099287i,0.01021-0.0092962i
-0.051366+0.053562i,-0.20769+0.061967i,-0.31773+0.10995i,-0.22411+0.18211i,-0.033847+0.15526i,0.060074+0.054208i,0.050695+0.012573i,0.031442+0.020405i,0.022627+0.018354i,0.014977+0.0072532i,0.0069775+0.0028776i,-0.003432+0.0096646i,-0.0049671+0.017859i,0.0051139+0.017128i,0.015094+0.0088211i,0.016927-0.0020874i,0.0063771-0.009116i,-0.010527-0.001027i,-0.024036+0.017492i,-0.0272+0.026087i,-0.020775+0.021668i,-0.012299+0.016064i,-0.0032762+0.010613i
0.023784+0.0021762i,0.1735-0.037125i,0.28866-0.11179i,0.21872-0.17428i,0.058658-0.15156i,-0.028608-0.076799i,-0.03605-0.040293i,-0.027557-0.028103i,-0.025595-0.014079i,-0.024061-0.0035389i,-0.018087-0.001362i,-0.0098508-0.0065618i,-0.0063813-0.007838i,-0.0096385+0.0016854i,-0.013697+0.014935i,-0.01088+0.022964i,-0.0031132+0.022315i,0.005489+0.016643i,0.015965+0.0076745i,0.021746-0.00087753i,0.014288-0.0048296i,-9.8256e-05-0.00522i,-0.0087406-0.0020767i
-0.060438-0.046669i,-0.18357-0.011166i,-0.28759+0.047815i,-0.25359+0.086573i,-0.12575+0.082077i,-0.021684+0.056832i,0.018775+0.039407i,0.020624+0.033936i,0.024043+0.032743i,0.032728+0.022688i,0.031787+0.0083059i,0.026494+0.0010525i,0.022806-0.0062504i,0.018732-0.020335i,0.013408-0.03076i,0.0093771-0.028927i,0.0095066-0.022084i,0.0088877-0.019407i,0.0041179-0.018689i,0.0019022-0.015682i,0.0059514-0.0091216i,0.01281-0.0024337i,0.013859-0.00022932i
0.091043+0.026964i,0.17407+0.013808i,0.23917+0.0045254i,0.2295+0.0013393i,0.14461-0.020036i,0.042265-0.048621i,-0.009889-0.05415i,-0.016122-0.04624i,-0.017641-0.037274i,-0.020124-0.023117i,-0.01455-0.0075443i,-0.00499+0.0057778i,0.00182+0.014007i,0.0052482+0.019698i,0.0070187+0.022451i,0.0046779+0.015508i,-0.0018321+0.0084301i,-0.0034231+0.0096612i,0.00099294+0.014375i,0.0024741+0.015275i,0.00040979+0.0086585i,-0.0016727+0.0013903i,-0.0012715-0.0015701i
-0.078383+0.017873i,-0.13472-0.0030944i,-0.20841-0.059605i,-0.25938-0.078242i,-0.21729-0.01152i,-0.10334+0.054401i,-0.029951+0.061065i,-0.015367+0.044825i,-0.0053477+0.032764i,0.0066284+0.020336i,0.0065682+0.0079695i,-0.0032125-0.0036352i,-0.012893-0.0087011i,-0.018071-0.0067839i,-0.01842-0.0034868i,-0.013053+0.00019952i,-0.0059804-0.0013081i,-0.0054797-0.010269i,-0.011522-0.019773i,-0.01357-0.023779i,-0.012498-0.020185i,-0.014112-0.011224i,-0.013701-0.0023089i
0.018659-0.022143i,0.054449+0.045747i,0.15452+0.15041i,0.25414+0.15734i,0.2307+0.046872i,0.117-0.037305i,0.042173-0.042205i,0.022999-0.027674i,0.012686-0.021603i,0.0029451-0.017949i,0.0019861-0.011269i,0.0083928-0.0043113i,0.011529-0.0024325i,0.0082765-0.0045695i,0.0025893-0.0076716i,-0.0036509-0.0080247i,-0.0071703-0.0023014i,-0.0035834+0.0085536i,0.0049567+0.019483i,0.0088428+0.026029i,0.0095352+0.024097i,0.01311+0.014762i,0.013062+0.0037195i
0.037507-0.033678i,-0.00027875-0.14688i,-0.12101-0.2508i,-0.22617-0.20784i,-0.20103-0.064522i,-0.10767+0.026211i,-0.052802+0.041631i,-0.030018+0.041175i,-0.014903+0.038489i,-0.0041706+0.030536i,0.0035433+0.020547i,0.0063998+0.011481i,0.0084866+0.0069691i,0.01459+0.0081775i,0.021146+0.011349i,0.022011+0.011946i,0.0166+0.008373i,0.0066186+0.00063612i,-0.003825-0.0082628i,-0.0075398-0.014516i,-0.0078692-0.013811i,-0.01174-0.008314i,-0.011654-0.001829i
-0.029322+0.10493i,0.028452+0.2376i,0.13397+0.31233i,0.18828+0.23442i,0.15524+0.090717i,0.10354+0.0016673i,0.072463-0.027018i,0.046869-0.02605i,0.028064-0.020691i,0.014928-0.020154i,0.0022495-0.015228i,-0.0053086-0.0073331i,-0.010006-0.0043366i,-0.018433-0.0042698i,-0.025114-0.0031401i,-0.022123-0.0011091i,-0.013255-9.8079e-05i,-0.0042581+0.0024763i,0.0055364+0.0061054i,0.011476+0.0074715i,0.008556+0.0056361i,0.0035919+0.0024572i,0.001452+0.00022611i
-0.028957-0.14161i,-0.10955-0.26474i,-0.17325-0.32386i,-0.1582-0.26007i,-0.11067-0.14036i,-0.086487-0.050568i,-0.068614-0.0095204i,-0.047742-0.0022022i,-0.033777+0.00027953i,-0.019983+0.0061315i,-0.0034214+0.002528i,0.0090129-0.0046346i,0.015748-0.0083056i,0.018615-0.0096991i,0.019717-0.010386i,0.018392-0.009359i,0.015599-0.0065431i,0.012028-0.0046895i,0.0062556-0.0043923i,0.0032397-0.0039537i,0.0070595-0.0019567i,0.011951-0.00051537i,0.010482+0.00040009i
0.098733+0.10329i,0.17117+0.18269i,0.16627+0.23328i,0.082102+0.21956i,0.031381+0.15299i,0.042915+0.075419i,0.048464+0.025567i,0.032392+0.0089715i,0.022668+0.0034088i,0.016547-0.001165i,0.0069885+0.0013973i,-0.002319+0.010871i,-0.0077132+0.019326i,-0.0096801+0.01944i,-0.0090357+0.014463i,-0.0071494+0.0090431i,-0.0090735+0.0027023i,-0.013493-0.0014844i,-0.01614-0.0017878i,-0.015693-0.00088655i,-0.015273-0.0010544i,-0.015569-0.0020315i,-0.010914-0.0025681i
-0.10548-0.016327i,-0.14852-0.049812i,-0.1067-0.12032i,-0.027653-0.17792i,-0.0132-0.16248i,-0.046168-0.09383i,-0.057131-0.03597i,-0.044859-0.010559i,-0.032238+0.0012062i,-0.018712+0.0065053i,-0.0070523+0.0026645i,0.00057157-0.0041792i,0.0040821-0.0063051i,0.0052167-0.0027273i,0.0032287+0.00064032i,-0.002365+0.0027996i,-0.0030789+0.0059926i,0.0049248+0.0074159i,0.014871+0.0034516i,0.017386-0.0014954i,0.011738-0.0010283i,0.0050705+0.00052404i,0.00046767+0.00014015i
0.040843-0.061459i,0.022684-0.047377i,-0.032135+0.04808i,-0.063024+0.14906i,-0.027383+0.1622i,0.021147+0.10932i,0.035785+0.061744i,0.032596+0.039636i,0.027393+0.024592i,0.021434+0.011316i,0.015174+0.0047709i,0.009631+0.0014811i,0.0055242-0.002944i,0.0029054-0.0071364i,0.002903-0.010354i,0.004707-0.01203i,0.0023622-0.011814i,-0.0062566-0.0075113i,-0.014762+0.002175i,-0.014916+0.00798i,-0.0067671+0.0074347i,0.0023773+0.0071281i,0.0061457+0.0076568i
0.063703+0.052145i,0.13009+0.02434i,0.16287-0.070077i,0.1211-0.14438i,0.043267-0.13569i,-0.0029645-0.092003i,-0.01478-0.058249i,-0.014852-0.03176i,-0.013274-0.018248i,-0.012231-0.013914i,-0.0064488-0.0074428i,0.0024036-0.0004014i,0.0074457+0.0028519i,0.0078661+0.0069832i,0.0064494+0.012241i,0.0048487+0.01556i,0.0047509+0.015195i,0.0088972+0.0064673i,0.01329-0.0080166i,0.011647-0.014583i,0.0035002-0.012043i,-0.0049433-0.011112i,-0.0070447-0.01133i
-0.12184+0.028741i,-0.2085+0.090035i,-0.22562+0.15562i,-0.1513+0.15651i,-0.059981+0.1081i,-0.010963+0.074231i,0.007934+0.050872i,0.011683+0.026126i,0.01179+0.014196i,0.01242+0.010193i,0.0068406+0.0022978i,-0.0022131-0.0050245i,-0.010266-0.0089984i,-0.014446-0.011537i,-0.012878-0.010927i,-0.0070764-0.010633i,-0.0020875-0.010199i,-0.00099604-0.0024309i,-0.00058511+0.0088852i,9.1318e-05+0.011561i,0.00027497+0.0079096i,0.0006518+0.0068045i,0.0013962+0.0074877i
0.093878-0.11268i,0.16383-0.20848i,0.1785-0.24138i,0.12376-0.16854i,0.064777-0.085404i,0.032793-0.061087i,0.0098342-0.051607i,-0.0029272-0.034284i,-0.0083832-0.020936i,-0.010216-0.0096641i,-0.0024946-0.00036234i,0.0074206+0.0046125i,0.012074+0.0091554i,0.011873+0.012227i,0.0088928+0.0094289i,0.0048669+0.0047142i,-0.00029394+0.0015727i,-0.0061764-0.0024236i,-0.0097447-0.0062041i,-0.0071329-0.0060866i,0.00033472-0.0036216i,0.0064317-0.0028395i,0.006046-0.0016493i
-0.019664+0.13828i,-0.047961+0.24116i,-0.078657+0.2463i,-0.089837+0.13943i,-0.079109+0.0554i,-0.055947+0.043829i,-0.032926+0.043884i,-0.019079+0.033156i,-0.0093085+0.026011i,-0.0011327+0.017701i,2.5674e-05+0.007177i,-0.0023686+0.0014096i,-0.0021011-0.00071755i,0.0017029-0.0028344i,0.0042387-0.0040963i,0.0032705-0.00089155i,0.0021107+0.0014261i,0.0032416-0.00018579i,0.0037331-0.0022232i,0.00098116-0.0029762i,-0.0056963-0.0024408i,-0.011912-0.0020891i,-0.011656-0.0040256i
-0.057452-0.089312i,-0.074491-0.15752i,-0.03305-0.1587i,0.031695-0.085478i,0.058709-0.032012i,0.049369-0.029398i,0.02749-0.028695i,0.011781-0.014777i,0.0051339-0.0065578i,0.0055562-0.0028514i,0.0081512+0.0026163i,0.0081972+0.0066579i,0.0066079+0.0083322i,0.0035303+0.0081103i,-0.0012802+0.0062188i,-0.0070268+0.0040805i,-0.0086365+0.0047951i,-0.0027346+0.011356i,0.0062679+0.016374i,0.010947+0.013201i,0.011609+0.0077602i,0.011131+0.0067944i,0.0090276+0.0080175i
0.076181+0.0012901i,0.095889+0.011219i,0.046505+0.022404i,-0.030664+0.016521i,-0.069619+0.010415i,-0.064458+0.017398i,-0.040376+0.02074i,-0.019012+0.019426i,-0.0085561+0.015925i,-0.0079956+0.0081118i,-0.0081892+0.00016427i,-0.0044626-0.0068571i,-0.0011622-0.012624i,0.0010157-0.013056i,0.0039286-0.0090245i,0.0072938-0.0045268i,0.0075211-0.0041915i,-0.00054694-0.0097756i,-0.012821-0.014369i,-0.016771-0.013543i,-0.012049-0.0098766i,-0.00622-0.0071249i,-0.0033269-0.0050419i
