-0.0015854-0.0007223i,-0.00054296-0.0016227i,-0.00092438-0.0019964i,-0.0018537-0.0003546i,-0.002791+0.0021608i,-0.0023636+0.0024695i,-0.00066184+0.0018215i,1.9808e-06+0.0014847i,-9.9411e-05+0.0013694i,-0.00041052+0.00030153i,-0.00063458-0.0015951i,-0.00089423-0.0020152i,-0.00078745-0.0011692i,-0.00052196-0.00036509i,-6.9413e-05-5.6089e-05i,9.4877e-05+0.00023834i,0.00015864+0.00088631i,-0.00010497+0.00094288i,-0.00036997+9.505e-05i,-7.2658e-05-8.116e-07i,0.00027032+0.00075701i,0.00031955+0.00067212i,-0.00035005-0.00014389i
0.30081-0.26175i,0.24682-0.61249i,-0.13767-0.73356i,-0.46938-0.51782i,-0.50982-0.22711i,-0.36805-0.015986i,-0.14778+0.070358i,0.0023047+0.012307i,0.018468-0.037074i,0.027653-0.033435i,0.055905-0.047493i,0.055274-0.060858i,0.026932-0.06378i,-0.012458-0.04911i,-0.035764-0.015936i,-0.040809+0.0075628i,-0.036647+0.021347i,-0.020721+0.037281i,-0.0031338+0.046976i,0.0085401+0.042576i,0.022337+0.024409i,0.036181-0.0040242i,0.031257-0.030245i
-0.32277+0.62243i,-0.17552+1.01i,0.18197+0.88018i,0.38812+0.37149i,0.32025-0.0099671i,0.13625-0.13482i,-0.041856-0.13113i,-0.090343-0.06844i,-0.034777-0.038255i,-0.030896-0.029848i,-0.066593+0.019919i,-0.060857+0.065362i,-0.016341+0.074036i,0.030575+0.056259i,0.066073+0.022764i,0.093662-0.012089i,0.092147-0.036857i,0.057823-0.044285i,0.028427-0.03878i,0.014542-0.037783i,-0.0079283-0.044588i,-0.041009-0.038303i,-0.050159-0.015747i
0.20042-0.82979i,0.0052679-1.1982i,-0.3083-1.0166i,-0.4751-0.51039i,-0.3885-0.22353i,-0.21223-0.18812i,-0.070071-0.13909i,-0.0022276-0.058768i,0.0019545-0.0085129i,0.014812+0.0088836i,0.045936-0.0072055i,0.04556-0.029708i,0.0062074-0.030789i,-0.045551-0.0063201i,-0.087338+0.035059i,-0.10725+0.072163i,-0.091211+0.077853i,-0.053154+0.054339i,-0.029478+0.033358i,-0.016694+0.030251i,0.0042753+0.038668i,0.034127+0.046129i,0.054402+0.038723i
0.090833+0.57293i,0.18897+0.73614i,0.35357+0.59732i,0.50792+0.34138i,0.53831+0.25322i,0.44317+0.23994i,0.27419+0.14294i,0.12316+0.06143i,0.056073+0.040027i,0.018226+0.025096i,-0.026093+0.020651i,-0.029702+0.019492i,0.014774-0.01469i,0.059328-0.078447i,0.075943-0.12048i,0.076706-0.11254i,0.055431-0.068647i,0.016969-0.01695i,-0.0033318+0.010046i,-0.010393+0.0085307i,-0.017501+0.00064346i,-0.017952-0.00947i,-0.020192-0.0197i
-0.057674-0.14509i,-0.067043-0.18777i,-0.18916-0.13736i,-0.37218-0.033845i,-0.42683-0.0073066i,-0.32989-0.036479i,-0.19597-0.025956i,-0.10173+0.0035633i,-0.05399+0.0094377i,-0.0157-0.010191i,0.02135-0.037944i,0.02633-0.027962i,0.0036056+0.044805i,-0.014312+0.13326i,-0.025401+0.16848i,-0.034385+0.13742i,-0.022474+0.068716i,0.0024063-0.0030968i,0.0053995-0.039051i,-0.00087736-0.031619i,0.0034432-0.0098225i,-0.00118+0.0086881i,-0.0092117+0.023773i
-0.15961-0.08834i,-0.19582-0.061731i,-0.067625-0.076799i,0.086051-0.10141i,0.11355-0.083041i,0.039442-0.044244i,-0.039012-0.033661i,-0.078843-0.044025i,-0.088298-0.033263i,-0.077284+0.00072095i,-0.060739+0.025212i,-0.035482+0.013092i,-0.006276-0.041576i,0.0067708-0.099341i,0.012365-0.11385i,0.013578-0.0944i,-0.0045333-0.057292i,-0.028811-0.0054409i,-0.028908+0.038173i,-0.013549+0.048146i,-0.0034904+0.031718i,0.010541+0.014743i,0.026351+0.0048036i
0.31093-0.11168i,0.34398-0.18699i,0.19774-0.16257i,0.049847-0.10299i,0.064158-0.07074i,0.13522-0.057922i,0.13734-0.024822i,0.11066+0.028188i,0.093338+0.047105i,0.061633+0.019937i,0.024327-0.0025325i,-0.0015848+0.0055072i,-0.012831+0.026134i,-0.01714+0.033346i,-0.027214+0.02344i,-0.029988+0.024477i,-0.0096051+0.038049i,0.020591+0.033968i,0.035152+0.0086286i,0.029109-0.014283i,0.0092306-0.016185i,-0.015314-0.005265i,-0.031378-0.0010418i
-0.17232+0.38212i,-0.13886+0.44385i,-0.03007+0.35891i,0.05974+0.23975i,0.036811+0.13201i,-0.037294+0.011661i,-0.084921-0.077725i,-0.08772-0.097126i,-0.050924-0.076892i,-0.0032287-0.052563i,0.028082-0.033641i,0.038688-0.024804i,0.03575-0.022153i,0.032155-0.011651i,0.029141-0.00064344i,0.016995-0.01026i,-0.0049128-0.034377i,-0.023346-0.046802i,-0.03391-0.042895i,-0.036567-0.02847i,-0.012953-0.013163i,0.02704-0.0097917i,0.046509-0.011475i
-0.25051-0.29835i,-0.3099-0.31266i,-0.23827-0.22035i,-0.10422-0.13073i,0.018324-0.066843i,0.071441+0.013792i,0.077308+0.090624i,0.064656+0.10778i,0.020079+0.081474i,-0.019421+0.069076i,-0.020048+0.0624i,-0.0076542+0.049575i,0.0097938+0.045056i,0.032645+0.036706i,0.050994+0.025893i,0.068364+0.021102i,0.074606+0.015377i,0.055241+0.012483i,0.032212+0.026388i,0.024955+0.038261i,0.0069458+0.030627i,-0.023899+0.023124i,-0.031672+0.018591i
0.51669-0.12011i,0.54554-0.18952i,0.31006-0.13523i,0.018722+0.022905i,-0.099446+0.13063i,-0.059426+0.08391i,-0.024188-0.022038i,-0.030892-0.045763i,-0.014154-0.017804i,-0.0023308-0.030123i,-0.030045-0.050016i,-0.053829-0.040117i,-0.06007-0.032578i,-0.067081-0.037097i,-0.07767-0.042735i,-0.091632-0.034616i,-0.091254-0.009182i,-0.065948+0.011906i,-0.034035+0.0079i,-0.015901-0.0093297i,-0.0063047-0.012055i,0.0023361-0.0037646i,-0.002678+0.0026447i
-0.25343+0.53434i,-0.24228+0.62007i,-0.083241+0.38659i,0.080241+0.060236i,0.11893-0.085696i,0.06327-0.057498i,0.021767-0.007i,0.016866-0.020202i,-0.0046957-0.046437i,-0.012163-0.015934i,0.028558+0.024242i,0.070367+0.023451i,0.080992+0.010064i,0.070946+0.0097491i,0.056548+0.014486i,0.049013+0.0089057i,0.045926-0.0024597i,0.043229-0.0084161i,0.033235-0.0095217i,0.015139-0.0015309i,0.0060124+0.0077498i,0.011817+0.0041289i,0.02496-0.0060023i
-0.17632-0.68189i,-0.24073-0.77777i,-0.22076-0.45646i,-0.1348-0.060167i,-0.043915+0.053905i,0.0022695-0.024533i,-0.011998-0.075391i,-0.031317-0.044331i,-0.011508-0.0086999i,-0.0098744-0.012271i,-0.045454-0.008185i,-0.065327+0.022778i,-0.048319+0.050961i,-0.010315+0.055147i,0.026034+0.042893i,0.049598+0.025103i,0.05016-0.0045071i,0.016557-0.029017i,-0.017118-0.025678i,-0.016299-0.016324i,-0.0062486-0.013139i,-0.010564-0.00069316i,-0.014784+0.013161i
0.52587+0.39829i,0.61437+0.43981i,0.38451+0.20773i,0.098421-0.02269i,0.0017462-0.035393i,0.020804+0.024227i,0.022359+0.041452i,-0.0050277+0.042475i,-0.025218+0.046162i,-0.011263+0.038961i,0.014441+0.0095202i,0.013903-0.029353i,-0.014172-0.055841i,-0.051583-0.060061i,-0.083695-0.042894i,-0.10516-0.011771i,-0.10164+0.027288i,-0.062564+0.054907i,-0.021928+0.060668i,-0.011481+0.060461i,-0.015234+0.051271i,-0.018+0.025964i,-0.025052+0.0052134i
-0.57387+0.029736i,-0.62141+0.066724i,-0.29125+0.096073i,0.022366+0.069033i,0.062619+0.028331i,0.019814+0.020101i,0.01931+0.0008823i,0.024494-0.030073i,0.019068-0.044504i,0.0040894-0.037551i,-0.00023371-0.015067i,0.024338+0.0070245i,0.06005+0.018436i,0.087631+0.017287i,0.10351-0.0009235i,0.10709-0.025313i,0.092115-0.040138i,0.059451-0.044086i,0.03369-0.05407i,0.022866-0.070301i,0.018375-0.05834i,0.026768-0.016146i,0.044827+0.011145i
0.27625-0.37681i,0.21694-0.42085i,-0.048939-0.19286i,-0.19165+0.078857i,-0.11664+0.12879i,-0.057747+0.031432i,-0.062784-0.00011852i,-0.040449+0.022864i,-0.006342+0.016825i,-0.0014884+0.0011634i,-0.019554+0.0081048i,-0.04765+0.029752i,-0.062161+0.047605i,-0.055963+0.052198i,-0.048182+0.053969i,-0.043943+0.053972i,-0.031642+0.03908i,-0.017208+0.022265i,-0.015925+0.034126i,-0.012343+0.063553i,0.00060317+0.05689i,-0.00051684+0.01228i,-0.014378-0.017749i
0.17336+0.41252i,0.34425+0.37786i,0.39935+0.033584i,0.25579-0.24659i,0.10261-0.21672i,0.089497-0.081789i,0.098549-0.045808i,0.049505-0.040571i,0.0085001-0.0021294i,0.0052298+0.015735i,0.010465-0.012668i,0.016219-0.052597i,0.015948-0.078138i,0.0042523-0.083238i,-0.00069514-0.071089i,0.0092287-0.052146i,0.014921-0.029315i,0.011275-0.015929i,0.0072961-0.030606i,-0.0072659-0.054309i,-0.029826-0.045625i,-0.03543-0.010598i,-0.029858+0.010981i
-0.41883-0.10475i,-0.58927+0.028548i,-0.45922+0.27527i,-0.15753+0.37033i,0.009569+0.25765i,0.00087718+0.12857i,-0.017934+0.066096i,-0.0053382+0.017744i,-0.0053681-0.030401i,-0.017118-0.040006i,-0.013925-0.0035168i,0.0064702+0.040094i,0.021952+0.064459i,0.025903+0.070589i,0.01548+0.059941i,-0.0082836+0.043377i,-0.024234+0.031867i,-0.025264+0.032965i,-0.018227+0.045956i,-0.001366+0.053397i,0.021948+0.040331i,0.035859+0.018229i,0.041503+0.0065668i
0.45193-0.24509i,0.5085-0.48867i,0.29665-0.54427i,0.052821-0.37495i,-0.02079-0.20212i,-0.0081564-0.13444i,-0.006905-0.088959i,0.0028291-0.031175i,0.02268+0.011314i,0.025266+0.021327i,-0.0016323+0.012197i,-0.039369+0.0018025i,-0.050733-0.0033267i,-0.030098-0.010401i,0.0020183-0.018731i,0.026469-0.021878i,0.033717-0.024234i,0.029485-0.031776i,0.022729-0.037864i,0.010319-0.033533i,-0.011158-0.020374i,-0.028696-0.0081538i,-0.033799-0.0029697i
-0.12838+0.43424i,-0.078849+0.59779i,-0.016944+0.47147i,-0.037418+0.21948i,-0.066394+0.094046i,-0.04405+0.07151i,-0.036119+0.04869i,-0.054769+0.028921i,-0.055055+0.014042i,-0.037215-0.0056894i,-0.0077769-0.023868i,0.024004-0.033394i,0.033262-0.028873i,0.016214-0.012146i,-0.0074586+0.0061666i,-0.017796+0.015503i,-0.013761+0.0165i,-0.0096803+0.01254i,-0.014648+0.0084321i,-0.019313+0.010181i,-0.0085947+0.010935i,0.0094165+0.0065721i,0.015523+0.0025046i
-0.15016-0.36787i,-0.24907-0.40455i,-0.13151-0.25853i,0.071405-0.12451i,0.11637-0.077048i,0.059319-0.05247i,0.042635-0.042217i,0.049572-0.041351i,0.045791-0.028992i,0.038051-0.013023i,0.023947+0.0045051i,0.011137+0.02534i,0.0091105+0.028951i,0.01264+0.01695i,0.01522+0.0083154i,0.01144+0.010736i,0.005212+0.019268i,0.0039911+0.027965i,0.012098+0.026091i,0.023813+0.0071499i,0.020412-0.011154i,0.0034476-0.013515i,-0.0042278-0.0082641i
0.31026+0.16667i,0.33975+0.1196i,0.11245+0.10276i,-0.085877+0.16181i,-0.049823+0.15912i,0.030023+0.074914i,0.019662+0.036282i,-0.0064474+0.042889i,-0.020209+0.037412i,-0.034585+0.02557i,-0.042738+0.015327i,-0.041863-0.0028819i,-0.035535-0.01531i,-0.026091-0.017842i,-0.015925-0.025759i,-0.0079102-0.041045i,-0.0061691-0.054809i,-0.012556-0.058999i,-0.028015-0.04316i,-0.047959-0.0069608i,-0.050263+0.025337i,-0.030523+0.034228i,-0.012536+0.025473i
-0.32561+0.086683i,-0.22386+0.11843i,-0.009051-0.036334i,0.05776-0.18455i,-0.016005-0.14814i,-0.056199-0.058688i,-0.047561-0.033436i,-0.031274-0.033338i,-0.0081304-0.032305i,0.010484-0.035748i,0.021153-0.036576i,0.025419-0.024218i,0.022725-0.0043339i,0.015043+0.015745i,0.0065891+0.040226i,0.0013581+0.063646i,-0.00048246+0.072541i,0.0050565+0.063041i,0.024757+0.038917i,0.052376+0.0062124i,0.059609-0.021436i,0.040126-0.028252i,0.019905-0.018075i
0.18842-0.25852i,0.079748-0.21719i,-0.0055372+0.01113i,0.033457+0.13165i,0.080402+0.058985i,0.067871-0.0085216i,0.050402-0.013894i,0.035723-0.0011902i,0.022694+0.021631i,0.018481+0.037612i,0.010725+0.041859i,0.0042656+0.03905i,0.0048616+0.024731i,0.0054105+0.0026519i,0.0030816-0.022385i,0.00033717-0.040976i,0.005783-0.041051i,0.010611-0.026743i,-0.0091526-0.013169i,-0.044328-0.00033484i,-0.052679+0.012615i,-0.031973+0.011898i,-0.016488+0.00061614i
0.11335+0.36055i,0.15809+0.21162i,0.063387-0.0064953i,-0.032983-0.045851i,-0.025778+0.013498i,0.0044089+0.012474i,-0.0043062-0.0017944i,-0.012544-0.0021892i,-0.016579-0.017271i,-0.027054-0.03326i,-0.033857-0.038601i,-0.03171-0.036221i,-0.02219-0.028113i,-0.011619-0.016529i,-0.0026468-0.0027102i,0.0036265+0.0069679i,-0.0031567+0.0037644i,-0.015353-0.0028832i,-0.003404+0.00014217i,0.027231+0.0043835i,0.032894+0.0040312i,0.014176+0.0073418i,0.0046353+0.012372i
-0.38209-0.14559i,-0.32897-0.022445i,-0.143+0.050377i,-0.04029+0.02365i,-0.028777+0.015801i,-0.011639+0.0379i,0.007605+0.024672i,0.0081662+0.0026862i,0.0099734+0.0027106i,0.020726+0.010489i,0.03184+0.016891i,0.034169+0.017734i,0.025649+0.014068i,0.012144+0.012347i,-0.00090855+0.014671i,-0.0063246+0.018857i,0.0011405+0.019776i,0.012907+0.0096895i,0.0077413-0.010635i,-0.013077-0.025564i,-0.020094-0.02641i,-0.0091875-0.020344i,-0.0030443-0.012915i
0.38517-0.20741i,0.29812-0.21297i,0.15028-0.12824i,0.067434-0.057991i,0.024798-0.048091i,-0.0024961-0.055465i,-0.01117-0.039397i,-0.013123-0.0084151i,-0.012229+0.0086097i,-0.017901+0.0082272i,-0.028198+0.0063284i,-0.028296+0.0087265i,-0.016595+0.0077659i,-0.0046055-0.0011727i,0.0019375-0.0126i,0.003874-0.021172i,0.0025935-0.02312i,-0.0029979-0.011837i,-0.0076513+0.012417i,-0.0023277+0.034449i,0.0041834+0.035126i,0.0012288+0.019069i,-0.0020633+0.0064984i
-0.077121+0.38637i,-0.078477+0.31089i,-0.084004+0.18182i,-0.046231+0.12352i,0.022067+0.084877i,0.039919+0.042139i,0.013894+0.013172i,-0.0041497-0.0072582i,-0.01156-0.017667i,-0.0075657-0.018337i,0.0032328-0.019989i,0.010287-0.023423i,0.0098615-0.021187i,0.0056547-0.010302i,0.0033172+0.0020353i,-0.0003134+0.0089084i,-0.0083225+0.014397i,-0.0098152+0.015796i,0.00077788-0.00020441i,0.0070879-0.024522i,0.0029966-0.024401i,0.0024284-0.0041405i,0.005471+0.0029968i
-0.23211-0.24398i,-0.11016-0.22005i,0.018771-0.19796i,0.0173-0.16954i,-0.014518-0.1034i,0.005627-0.059656i,0.022009-0.041083i,0.01963-0.013155i,0.020947+0.0040617i,0.018941+0.0056027i,0.010743+0.010709i,0.0040127+0.020951i,0.0051215+0.026199i,0.0075016+0.02254i,0.004718+0.015883i,0.0028812+0.0088289i,0.0035693-0.0041445i,-0.0024714-0.015265i,-0.015105-0.0065295i,-0.021008+0.012695i,-0.016513+0.011061i,-0.0095837-0.0063867i,-0.0066421-0.0093096i
0.24127-0.035705i,0.13406+0.079671i,0.035402+0.18509i,0.030339+0.18888i,0.028288+0.13976i,-0.0074279+0.10282i,-0.025694+0.077826i,-0.024811+0.050228i,-0.023984+0.031127i,-0.025086+0.019847i,-0.024889+0.0070001i,-0.022485-0.0053906i,-0.018279-0.015769i,-0.013513-0.026071i,-0.0081369-0.029992i,-0.00071597-0.020752i,0.010492-0.00077028i,0.02377+0.015832i,0.03183+0.014767i,0.031318+0.005398i,0.025887+0.0075806i,0.015285+0.015639i,0.0049385+0.013967i
-0.044762+0.19247i,-0.04385-0.0001801i,-0.050608-0.16888i,-0.067311-0.19513i,-0.057787-0.16016i,-0.019966-0.13033i,-0.00068275-0.10635i,-0.0040735-0.076526i,0.001465-0.049065i,0.016514-0.037381i,0.022799-0.029879i,0.021963-0.016456i,0.018314-0.0032137i,0.010259+0.010847i,-0.00063083+0.021494i,-0.012412+0.017809i,-0.023353+0.0042481i,-0.029039-0.0080298i,-0.025595-0.01312i,-0.024024-0.014529i,-0.028186-0.017048i,-0.022584-0.016524i,-0.0078295-0.011463i
-0.13518-0.066495i,-0.03459+0.025906i,0.033512+0.12994i,0.068183+0.16842i,0.10144+0.13795i,0.08144+0.08418i,0.03728+0.059739i,0.024614+0.050484i,0.012797+0.032902i,-0.0096314+0.03091i,-0.020404+0.040019i,-0.01711+0.040349i,-0.005045+0.031907i,0.0048364+0.016901i,0.010616+0.0042514i,0.017013+0.0020915i,0.019282+0.0050338i,0.01426+0.0073124i,0.0073703+0.0085288i,0.0087779+0.012723i,0.018164+0.018571i,0.022893+0.016098i,0.01634+0.0060041i
0.12673-0.08408i,0.075903-0.054866i,0.046027-0.10035i,0.0024479-0.14296i,-0.046192-0.08291i,-0.022072-0.019385i,0.002867-0.027023i,-0.019502-0.03081i,-0.024282-0.012278i,-0.0063375-0.01702i,0.002886-0.035317i,-0.00084839-0.044522i,-0.010095-0.039026i,-0.010668-0.02623i,-0.0048284-0.018905i,-0.00017419-0.018042i,0.0052818-0.019152i,0.0065667-0.016113i,0.00085592-0.008817i,-0.0042718-0.0057697i,-0.0075212-0.010069i,-0.011721-0.011639i,-0.015103-0.0024734i
-0.044231+0.12175i,-0.12375+0.11181i,-0.14912+0.18151i,-0.079266+0.21675i,-0.011+0.11351i,-0.020542+0.014882i,-0.024042+0.0031258i,0.0050009-0.002807i,0.0095171-0.014217i,2.9589e-05+0.0014722i,0.0036695+0.023127i,0.013378+0.031159i,0.021452+0.024991i,0.01934+0.015428i,0.0056145+0.013461i,-0.0099116+0.016981i,-0.018818+0.020265i,-0.014241+0.02013i,-0.0015602+0.011501i,-0.0014719+0.00088424i,-0.015364+0.00070493i,-0.019272+0.0052787i,-0.0076951+0.00109i
-0.036489-0.1141i,0.095713-0.21483i,0.13826-0.32472i,0.073617-0.31133i,0.041732-0.16133i,0.063352-0.048883i,0.04397-0.022403i,0.0022346-0.00052512i,-0.0047488+0.018167i,0.00059671+0.0090118i,-0.0072747-0.0078665i,-0.018683-0.0099217i,-0.019808-0.0019425i,-0.01351-0.003203i,-0.0067205-0.012772i,0.00068354-0.018278i,0.0067451-0.017957i,0.0058073-0.013649i,0.0021121-0.0057093i,0.0095225+0.0040963i,0.028221+0.010625i,0.038228+0.01112i,0.028745+0.010803i
0.041239+0.062074i,-0.0088292+0.25318i,-0.017725+0.38478i,0.0042788+0.34082i,-0.011512+0.18773i,-0.038709+0.061984i,-0.039087+0.0041144i,-0.031744-0.014416i,-0.028943-0.016584i,-0.023055-0.010829i,-0.0094631-0.0022589i,0.0035552+1.9239e-05i,0.0081419-0.0019459i,0.0094539+0.0026696i,0.011475+0.011826i,0.01087+0.015944i,0.0051999+0.014291i,-0.0014119+0.011785i,-0.0055207+0.0091754i,-0.011546+0.0037904i,-0.021251-0.0042047i,-0.026488-0.0098153i,-0.019526-0.0094738i
-0.049344-0.014913i,-0.092559-0.17659i,-0.089434-0.29856i,-0.044092-0.27287i,0.014125-0.14756i,0.049817-0.037547i,0.055693+0.007107i,0.045915+0.0075523i,0.032861+0.0023698i,0.024644+0.00093919i,0.0147+0.00019821i,0.006538+0.0022355i,0.0046146+0.0021084i,0.00069145-0.00033821i,-0.0041054-0.00064269i,-0.0030622-0.00099514i,0.0034591-0.0041992i,0.0083943-0.010828i,0.005616-0.016824i,-0.00072659-0.015411i,-0.0011522-0.0074537i,0.0013352-0.0017045i,-0.00082479-0.0041741i
0.004785-0.0083096i,0.085054+0.06276i,0.088642+0.16189i,0.022209+0.19656i,-0.017336+0.13206i,-0.029141+0.034707i,-0.043197-0.0076452i,-0.041982+0.0031744i,-0.027736+0.0090895i,-0.023405+0.0014498i,-0.023012-0.0018258i,-0.018897+0.00066186i,-0.010838+0.0053732i,1.8624e-05+0.0032063i,0.002606-0.0051236i,-0.0056319-0.0070545i,-0.015265+0.00064956i,-0.017795+0.012833i,-0.0082219+0.021109i,0.0060466+0.020418i,0.011115+0.017253i,0.0090215+0.016249i,0.0078609+0.016049i
0.048072-0.01596i,0.0019581-0.034883i,-0.0078971-0.10896i,0.028348-0.16941i,0.034963-0.13475i,0.030437-0.049528i,0.041749-0.014734i,0.035315-0.027607i,0.018674-0.026685i,0.016263-0.012485i,0.019408-0.0069535i,0.016721-0.0084906i,0.0077175-0.0096823i,-0.00082547-0.0049354i,0.00022075+0.0013496i,0.0097201+0.0013351i,0.017219-0.0039606i,0.016166-0.0093517i,0.0081217-0.010452i,-0.0020659-0.011235i,-0.0071312-0.015486i,-0.0052857-0.015599i,-0.0014968-0.011356i
-0.026108+0.061145i,-0.042376+0.053964i,-0.050227+0.093864i,-0.043424+0.14996i,-0.0040168+0.12893i,0.02255+0.046679i,0.002406+0.0021843i,-0.013474+0.012049i,-0.012132+0.016047i,-0.01886+0.0071298i,-0.023251+0.0074106i,-0.014798+0.013i,-0.001087+0.015727i,0.0081975+0.013381i,0.0092076+0.011298i,0.0046017+0.012111i,-0.0016054+0.0099479i,-0.0070347+0.0045861i,-0.010845+0.00035087i,-0.011206+0.0057754i,-0.0075883+0.018454i,-0.0029929+0.020667i,7.0667e-05+0.01038i
-0.049437-0.08239i,-0.0062668-0.071219i,0.047374-0.073046i,0.047657-0.096116i,-0.0079829-0.066732i,-0.036738-0.0059542i,-0.013164+0.0046932i,-0.0026781-0.020924i,-0.0080924-0.024156i,0.0025995-0.012155i,0.012332-0.01068i,0.0060896-0.012331i,-0.0029521-0.011263i,-0.0052761-0.010923i,-0.0034637-0.010521i,0.0013482-0.010555i,0.0062002-0.0086586i,0.0094027-0.0019171i,0.01474+0.0016312i,0.018812-0.0065243i,0.016465-0.017484i,0.009806-0.01891i,0.0021309-0.012261i
0.088449-0.02093i,0.035599-0.0083419i,-0.050595+0.013663i,-0.069337+0.031881i,0.0047196+0.0077404i,0.055731-0.040772i,0.02982-0.041726i,0.0078155-0.0062296i,0.0098743+0.0078719i,-0.00015049+0.0036224i,-0.010705+0.0041419i,-0.0071489+0.0043071i,-0.0018075+0.0036226i,-0.0043574+0.0040237i,-0.012633+0.0027978i,-0.020132+0.0011116i,-0.022102-3.5171e-05i,-0.019516+0.0011994i,-0.019034+0.006003i,-0.022802+0.011169i,-0.023973+0.012744i,-0.017654+0.01195i,-0.0071785+0.011841i
-0.02096+0.11073i,0.04022+0.092515i,0.13393+0.043708i,0.15074+0.011682i,0.058413+0.031235i,-0.01423+0.064426i,-0.012656+0.048283i,-0.0070853+0.014534i,-0.011021+0.0041905i,-0.0032938+0.00016283i,0.0039294-0.004067i,0.0062259-0.00041677i,0.0086974+0.00095739i,0.015658-0.0040818i,0.025219-0.0069441i,0.029271-0.0064736i,0.025523-0.0032728i,0.018998-0.00025607i,0.015028-0.0014327i,0.015706-7.0667e-05i,0.018944+0.0076472i,0.019329+0.011232i,0.015529+0.004098i
-0.1123-0.10347i,-0.17448-0.10214i,-0.24403-0.047662i,-0.22243+0.0090761i,-0.090974+0.0023391i,0.011099-0.034136i,0.025609-0.032117i,0.018521-0.013057i,0.013695-0.0088825i,0.003079-0.0058716i,-0.0064249-0.002149i,-0.013524-0.0027566i,-0.017171+0.0021114i,-0.018176+0.015786i,-0.019563+0.029264i,-0.018811+0.029781i,-0.014745+0.017173i,-0.012663+0.0055523i,-0.012975-0.0011765i,-0.014182-0.010533i,-0.017067-0.021468i,-0.017798-0.02398i,-0.015748-0.015005i
0.15427-0.026532i,0.2311-0.020832i,0.27987-0.045819i,0.22824-0.066137i,0.09034-0.028627i,-0.004719+0.013833i,-0.021116+0.010921i,-0.015166-0.0020562i,-0.0099566-0.0022327i,-0.0064419+0.00078874i,-0.0012066+0.0026158i,0.0083282+0.0028196i,0.014622-0.0030358i,0.013572-0.015787i,0.008094-0.026316i,0.0048666-0.02373i,0.0076528-0.011614i,0.010584-0.0028182i,0.008791+0.0027916i,0.0057036+0.011446i,0.0050174+0.021623i,0.0052792+0.026062i,0.0053128+0.020402i
-0.053487+0.11497i,-0.15953+0.12791i,-0.22672+0.13951i,-0.17464+0.1143i,-0.049452+0.04603i,0.035463-0.0056152i,0.047011-0.019937i,0.025722-0.018465i,0.010919-0.01474i,0.0053418-0.014896i,-0.0020775-0.01143i,-0.010053-0.0016364i,-0.010711+0.0064685i,-0.0030979+0.009492i,0.0064831+0.0059647i,0.0076753-0.0035258i,-0.002473-0.010077i,-0.011203-0.007153i,-0.010203-0.003225i,-0.0046802-0.0070464i,0.00034792-0.01367i,0.0024298-0.015528i,0.0040766-0.012259i
-0.012342-0.081995i,0.075674-0.15172i,0.14755-0.17245i,0.1287-0.11488i,0.046149-0.03792i,-0.019837+0.0017887i,-0.032135+0.014133i,-0.013975+0.016889i,-0.0020987+0.014182i,0.0020724+0.013713i,0.0079256+0.0092425i,0.011129-0.0017479i,0.0098824-0.0098156i,0.0048786-0.007357i,-0.00049422+0.0051126i,0.0018173+0.017132i,0.0098851+0.018228i,0.011867+0.011336i,0.0060649+0.0078016i,-0.00010975+0.0092046i,-0.0050403+0.010543i,-0.0071949+0.00983i,-0.0080989+0.0071479i
0.037478-0.0046769i,-0.0028153+0.087512i,-0.063118+0.1366i,-0.082826+0.10254i,-0.039324+0.055095i,0.013718+0.025383i,0.020588-0.00062243i,-0.0031186-0.011794i,-0.014394-0.010036i,-0.016374-0.01104i,-0.018078-0.0073967i,-0.013585+0.0036196i,-0.0092754+0.011429i,-0.011673+0.0090383i,-0.017623-0.00092911i,-0.023255-0.0084334i,-0.024309-0.0081156i,-0.017039-0.0063217i,-0.0089757-0.010405i,-0.0057724-0.013319i,-0.0032421-0.007736i,0.0011154-0.00019483i,0.0051206+0.0032614i
0.016958+0.0097367i,0.0023471-0.055117i,0.024957-0.10663i,0.051814-0.099407i,0.032287-0.077158i,-0.0030886-0.062026i,-0.0077953-0.036805i,0.007929-0.016926i,0.015835-0.010184i,0.016488-0.0073638i,0.012422-0.0078353i,0.0024651-0.0073878i,-0.00026481-0.0058571i,0.0087679-0.0045461i,0.020431-0.00073059i,0.026441+0.0020727i,0.021896+0.0015748i,0.011131+0.0043494i,0.0054341+0.010859i,0.0069373+0.011417i,0.0079946+0.0030766i,0.0048617-0.0057474i,0.0015513-0.0088228i
-0.037168+0.040346i,0.010212+0.061341i,0.023403+0.088058i,0.0092188+0.099017i,0.025289+0.10484i,0.050168+0.093546i,0.037697+0.052996i,0.010398+0.0253i,0.00096322+0.019413i,0.00086533+0.014563i,-7.9671e-05+0.0087551i,0.002807+0.0013657i,0.004014-0.0040204i,-0.0019158-0.0033248i,-0.011384-0.00010182i,-0.015651+0.0017697i,-0.0091217+0.00025206i,-0.0021689-0.0046684i,-0.0046569-0.0069443i,-0.011559-0.0023611i,-0.015085+0.0051935i,-0.014361+0.0093468i,-0.012962+0.0090093i
