-0.0015854-0.0007223i,-0.00054296-0.0016227i,-0.00092438-0.0019964i,-0.0018537-0.0003546i,-0.002791+0.0021608i,-0.0023636+0.0024695i,-0.00066184+0.0018215i,1.9808e-06+0.0014847i,-9.9411e-05+0.0013694i,-0.00041052+0.00030153i,-0.00063458-0.0015951i,-0.00089423-0.0020152i,-0.00078745-0.0011692i,-0.00052196-0.00036509i,-6.9413e-05-5.6089e-05i,9.4877e-05+0.00023834i,0.00015864+0.00088631i,-0.00010497+0.00094288i,-0.00036997+9.505e-05i,-7.2658e-05-8.116e-07i,0.00027032+0.00075701i,0.00031955+0.00067212i,-0.00035005-0.00014389i
0.017008-0.095156i,-0.056573-0.11064i,-0.059152-0.049722i,-0.0042267-0.010702i,0.01521-0.0097891i,-0.00099505+0.0020744i,-0.0032958+0.013506i,0.0015711+0.007893i,0.00030473+0.0021032i,-0.00043583+0.0020503i,0.0004288+0.0031501i,0.002824+0.004727i,0.0054339+0.0041453i,0.0058779+0.0016495i,0.0042278-0.00017988i,0.0026102-0.00070594i,0.0014502-6.9251e-05i,0.0006414+0.00056014i,3.5547e-05+0.00090015i,-0.00060841+0.0010092i,-0.0001928-0.00035505i,0.00066318-0.0016634i,0.00050138-0.0011822i
-0.086619-0.016178i,-0.10716+0.054356i,-0.050983+0.055681i,-0.012493+0.00011648i,-0.011267-0.019724i,0.001713-0.0033318i,0.014336+0.00070292i,0.0098976-0.0028358i,0.0038113-0.0019728i,0.0033611-0.00035072i,0.0045609-0.00048877i,0.0038824-0.0030489i,0.0018812-0.0057442i,0.0005125-0.0059864i,-0.00037623-0.0040934i,-0.0014022-0.0020174i,-0.0020529-0.0015393i,-0.0013512-0.0012152i,0.00035882-0.00088527i,0.00065025-0.00093607i,0.00017997-0.0014119i,-0.00078129-0.0011532i,-0.0012875+6.0711e-05i
-0.010929+0.07728i,0.051181+0.10116i,0.050012+0.04842i,-0.0046849+0.012266i,-0.023825+0.012595i,-0.005922+0.0018168i,-0.00063324-0.0096881i,-0.0030716-0.0063271i,-0.00023637-0.0027817i,0.0015697-0.0035003i,0.00056853-0.0047139i,-0.0030327-0.0049838i,-0.0068672-0.0035328i,-0.0072716-0.0011462i,-0.0050286+0.00046546i,-0.0030321+0.0012512i,-0.0022359+0.0013449i,-0.0013638-5.1994e-05i,-0.0008186-0.0015022i,-0.0012344-0.001679i,-0.0013131-0.0014318i,-0.0013323-0.00071415i,-0.00069806-0.00035349i
0.067342+0.0077936i,0.094354-0.048517i,0.046403-0.044234i,0.010857+0.0092175i,0.0092356+0.026188i,-0.0029322+0.0093836i,-0.013592+0.0051993i,-0.0082749+0.0062074i,-0.0028389+0.0020605i,-0.0022814-0.00060382i,-0.0036593+0.00063585i,-0.0042258+0.004766i,-0.0034354+0.0073486i,-0.0026284+0.0069114i,-0.0012626+0.0059322i,0.0005626+0.0045447i,0.0015186+0.0022202i,0.00033531+0.0013026i,-0.00093631+0.0012576i,-0.00059678+0.00064538i,-0.00034414+5.0236e-05i,0.00032501+0.00020966i,0.00094554+0.0011293i
-0.00042403-0.061546i,-0.050692-0.090525i,-0.045347-0.04573i,0.0075647-0.01305i,0.023303-0.012173i,0.0058243+0.00051771i,0.0021948+0.011722i,0.0041614+0.0072983i,0.00075808+0.0035142i,-0.00097422+0.0046722i,0.001008+0.006202i,0.0049985+0.0055676i,0.0073164+0.0032177i,0.0059695+0.0014438i,0.0033077-0.00046819i,0.0023842-0.0026138i,0.0030672-0.0027097i,0.0027453-0.00080388i,0.0020904+0.00045656i,0.001532+0.00046563i,0.00087112+2.6902e-06i,0.00024618-0.00036865i,0.00015075-0.00081952i
-0.055674+0.00059782i,-0.087851+0.046595i,-0.046702+0.037555i,-0.013854-0.015687i,-0.014776-0.03106i,-0.0034253-0.011018i,0.010357-0.0043519i,0.007895-0.0052884i,0.0040718-0.0017255i,0.0039579-0.0001843i,0.0051422-0.0020841i,0.0055243-0.0055665i,0.0040435-0.0071765i,0.0014633-0.0055143i,-0.0011853-0.0040996i,-0.0025704-0.0039112i,-0.0019487-0.0025879i,0.0002435-0.0011829i,0.0014313-0.0010038i,0.0012636-0.002156i,0.0015509-0.0021926i,0.0010423-0.00085317i,-0.0005309-0.00030994i
0.0085911+0.047065i,0.045851+0.080875i,0.032773+0.042434i,-0.020687+0.010742i,-0.03453+0.012823i,-0.013625+0.0043541i,-0.0051898-0.0073917i,-0.0046639-0.0063581i,-0.00083746-0.0046232i,0.0010951-0.0062839i,-0.00093453-0.0077863i,-0.005303-0.0072319i,-0.0082432-0.0040998i,-0.0080167-0.00097043i,-0.0055348+0.00080957i,-0.003748+0.0014422i,-0.003391+0.00098614i,-0.0026216-0.00038728i,-0.0018526-0.0019861i,-0.0017715-0.0022812i,-0.0018458-0.0018974i,-0.00048549-0.0015461i,0.00096579-0.00068064i
0.049024-0.008497i,0.082952-0.041714i,0.047732-0.027919i,0.014597+0.022784i,0.010983+0.035365i,-0.0021122+0.016607i,-0.013095+0.010507i,-0.0081325+0.0078416i,-0.0035581+0.0012442i,-0.0035092-0.00097716i,-0.0053366+0.0013805i,-0.0058044+0.0058393i,-0.0030121+0.0078785i,-0.0011118+0.0071611i,-2.7566e-05+0.0054572i,0.0011135+0.0040076i,0.0013848+0.0032029i,0.001001+0.0021148i,-0.00076285+0.001705i,-0.0019973+0.0013141i,-0.0017515+0.00078128i,-0.0011414-2e-05i,-0.00055873-0.0006345i
-0.016813-0.039968i,-0.043243-0.07725i,-0.025719-0.045504i,0.023883-0.014941i,0.034077-0.014166i,0.012323-0.0025181i,0.0053901+0.0093744i,0.0051707+0.0072436i,-0.00013914+0.0046274i,-0.0021196+0.0047494i,0.00073672+0.0064454i,0.0059482+0.0071901i,0.0086713+0.004446i,0.0069582+0.0018084i,0.0043388-2.648e-05i,0.0029957-0.0013953i,0.0028008-0.0016276i,0.0026279-0.00054614i,0.0019963+0.00067545i,0.0020946+0.0012022i,0.0018707+0.0019678i,0.00070125+0.0018761i,-0.00014999+0.0010783i
-0.043743+0.020928i,-0.078444+0.043022i,-0.047224+0.022822i,-0.014547-0.028289i,-0.012616-0.03958i,-0.0015916-0.018221i,0.010038-0.010083i,0.0072166-0.0074709i,0.0036119-0.0014975i,0.0037881+0.0014607i,0.0062906-2.9125e-05i,0.0076512-0.005133i,0.0047352-0.0080012i,0.0014168-0.0064776i,-0.00050822-0.0042546i,-0.0018259-0.003098i,-0.0017143-0.0027076i,-0.00066592-0.0026847i,0.00066592-0.0026403i,0.0017791-0.0020932i,0.0019245-0.0012309i,0.0020368-0.00072452i,0.0016611-0.00039919i
0.029262+0.038502i,0.043699+0.075097i,0.017654+0.046217i,-0.034282+0.01363i,-0.04395+0.010488i,-0.020405+0.0025884i,-0.0097803-0.0063494i,-0.006992-0.0051577i,-0.001293-0.0031897i,0.0018196-0.0044543i,-0.00015586-0.0065061i,-0.0051612-0.0062134i,-0.0077908-0.0035011i,-0.0064966-0.00049832i,-0.0039748+0.0010915i,-0.0023009+0.0020145i,-0.0029089+0.0017984i,-0.0030529+0.00029357i,-0.0028241-0.0010923i,-0.0021184-0.002027i,-0.0013118-0.0020162i,-0.00083104-0.0014029i,0.00013485-0.0013788i
0.034858-0.031462i,0.069905-0.042492i,0.04382-0.013419i,0.0099683+0.037686i,0.0043853+0.04692i,-0.0036006+0.025017i,-0.0097813+0.014302i,-0.0057683+0.0095494i,-0.0019358+0.0035354i,-0.0015053+0.00082321i,-0.0037926+0.0019649i,-0.0051439+0.0062837i,-0.0037517+0.007939i,-0.0021319+0.0058428i,-0.00040912+0.003681i,0.00028563+0.0024808i,0.00036708+0.0017052i,0.00043466+0.00078506i,-0.0010009+0.00083337i,-0.0017609+0.00070416i,-0.0015314-0.00012469i,-0.0015301-0.00024541i,-0.0021832+0.00058117i
-0.036452-0.034543i,-0.042464-0.069721i,-0.010029-0.047203i,0.040171-0.015021i,0.046476-0.0097911i,0.020053-0.0017843i,0.0078779+0.0073822i,0.0065374+0.005341i,0.002624+0.0020608i,-9.7328e-05+0.0022024i,0.0018004+0.0046411i,0.0070135+0.0052292i,0.0089077+0.0026773i,0.0060791+0.00076034i,0.0030437+0.00024175i,0.0015244-0.00026396i,0.001357-0.00088421i,0.0010957-0.00020826i,0.0011471+0.00071328i,0.0019892+0.0012208i,0.0026145+0.0014293i,0.00176+0.0020739i,0.00085016+0.0022148i
-0.038593+0.041402i,-0.071069+0.046003i,-0.048412+0.01036i,-0.013656-0.043703i,-0.0075511-0.051484i,-0.0010206-0.02506i,0.0074583-0.012359i,0.0054451-0.0099616i,0.0014652-0.0051174i,0.0008352-0.00087426i,0.0034594-0.002047i,0.005075-0.0067976i,0.0030382-0.0081131i,0.00034449-0.0054025i,-0.00070537-0.0021343i,-0.0005496-0.00056224i,-0.0010548-0.00033895i,-0.001441-1.5752e-05i,-1.0006e-05-0.00062801i,0.0016753-0.0015231i,0.0029647-0.0013307i,0.0039233-0.0011683i,0.0038676-0.00098703i
0.041942+0.037683i,0.039755+0.071128i,0.0010645+0.05178i,-0.05006+0.016486i,-0.055648+0.0058734i,-0.02696+0.00053792i,-0.010402-0.0047304i,-0.0067958-0.0035116i,-0.0031972-0.0011476i,-0.00043861-0.0015523i,-0.0015574-0.00455i,-0.0061729-0.0058851i,-0.0078461-0.0042107i,-0.0049447-0.0014368i,-0.0017752+0.0006236i,-0.00019001+0.0013613i,-1.9633e-05+0.0018036i,8.155e-05+0.0021524i,0.00027174+0.00079194i,-0.00029339-0.0010744i,-0.0008847-0.0022786i,-0.00098849-0.0033067i,-0.00074928-0.0038149i
0.039245-0.05063i,0.069443-0.046709i,0.05079-0.0048683i,0.013218+0.048583i,-9.7011e-05+0.056231i,-0.0060295+0.031174i,-0.00829+0.016404i,-0.0038287+0.010517i,0.00010414+0.0047371i,0.0010469+0.00075694i,-0.002157+0.00011856i,-0.004155+0.0040053i,-0.0025596+0.0064394i,-0.0018792+0.0052758i,-0.0014384+0.0027336i,0.00016037+0.00054755i,0.0015888+7.5051e-05i,0.0014142-0.00099343i,0.00015755-0.0016352i,-0.0012711+0.00057688i,-0.0023099+0.0019283i,-0.0031901+0.00091797i,-0.0038198+0.00032804i
-0.054241-0.038237i,-0.047427-0.066521i,-0.0022912-0.048835i,0.050867-0.014059i,0.055455-0.0020411i,0.025488+0.0037265i,0.008496+0.0078738i,0.0061346+0.004904i,0.0038964+0.00063577i,0.001257-7.8324e-05i,0.0019874+0.0027312i,0.0064104+0.0046363i,0.0073569+0.0036978i,0.0040619+0.0016904i,0.0013718+0.00038118i,-9.5833e-05-0.0007706i,-0.0004401-0.0019163i,-0.00097376-0.0022157i,-0.0015487-0.0010423i,-0.00052969+0.00054812i,0.00095676+0.0017496i,0.0016967+0.0030925i,0.0019241+0.0036311i
-0.037261+0.05942i,-0.066136+0.049726i,-0.049703+0.00081201i,-0.013262-0.055798i,-0.00097934-0.064519i,0.002244-0.034755i,0.0042532-0.014652i,0.0016376-0.0097807i,-0.0010748-0.005706i,-0.00077181-0.001891i,0.0017054-0.0022655i,0.0029054-0.0056619i,0.0023437-0.0059319i,0.0012724-0.0026901i,-0.00041574+0.00051388i,-0.0018382+0.0018738i,-0.0026678+0.0022899i,-0.0026854+0.0034614i,-0.0022646+0.0027263i,-8.9538e-05+0.0006731i,0.0030747-0.0012573i,0.0049061-0.0022663i,0.0048109-0.0017272i
0.060787+0.035001i,0.051649+0.063309i,-0.00061702+0.049536i,-0.060794+0.014865i,-0.068813+0.00095826i,-0.034831-0.0017987i,-0.0097385-0.0031848i,-0.0038844-0.0021967i,-0.0022501-0.00052904i,-0.00032931-0.0001939i,-0.0017649-0.0025244i,-0.004744-0.0035624i,-0.0047356-0.002482i,-0.0026885-0.0016377i,-0.0001832-3.9884e-05i,0.0021939+0.0015625i,0.0031266+0.001924i,0.0031713+0.0018975i,0.0034815+0.00090629i,0.0023998-0.00030231i,0.00013762-0.001369i,-0.0019056-0.0035135i,-0.0027521-0.0049628i
0.038516-0.067943i,0.06136-0.057959i,0.048326-0.0055601i,0.013252+0.054161i,-0.0043554+0.065145i,-0.0091332+0.03847i,-0.0082312+0.018196i,-0.0022792+0.011612i,0.0033695+0.0065723i,0.0046046+0.0011545i,0.001404+1.263e-05i,-0.0013833+0.0034521i,-0.0019506+0.0045796i,-0.0018421+0.0015042i,-0.0014549-0.00080294i,-0.00029799-0.0013866i,0.0017093-0.0023416i,0.0031017-0.0039728i,0.001835-0.0039459i,4.0965e-05-0.0020346i,-0.0013527+0.00046339i,-0.0029115+0.0017491i,-0.0036755+0.0017099i
-0.067982-0.036965i,-0.061009-0.060854i,-0.0042976-0.050856i,0.057655-0.019188i,0.065917-0.0037616i,0.033691+0.0018104i,0.0088524+0.0057228i,0.003218+0.0033387i,0.0020482-0.001244i,0.00040258-0.0021888i,0.0022862+0.00057604i,0.0051295+0.0018935i,0.0039122+0.0012274i,0.0012812+0.0016697i,-0.00094519+0.0012498i,-0.0020453-0.00014266i,-0.0033244-0.0022953i,-0.0048565-0.0029277i,-0.0041766-0.0015122i,-0.0019193-0.00016991i,0.00039315+0.0016071i,0.0021679+0.0025522i,0.0024653+0.003299i
-0.037906+0.07852i,-0.055636+0.069655i,-0.045812+0.010051i,-0.018045-0.056702i,-0.0047057-0.0698i,-0.0012495-0.039856i,0.00096284-0.014647i,-0.00044881-0.007019i,-0.0024025-0.003467i,-0.0011633+0.00017671i,0.0017088-0.00070596i,0.002674-0.0038063i,0.0021856-0.0041034i,0.0025715-0.0017492i,0.0027242+0.00059966i,0.0014581+0.0023505i,-0.0010533+0.0043122i,-0.002488+0.005746i,-0.0011568+0.0056246i,0.00094389+0.0032033i,0.0019148-0.00033119i,0.0026807-0.0027378i,0.0036465-0.0026115i
0.079867+0.048562i,0.076606+0.063969i,0.019922+0.052571i,-0.048713+0.021222i,-0.063403+0.0027298i,-0.034105-0.004699i,-0.010376-0.0063234i,-0.0047099-0.0022341i,-0.0026243+0.0018359i,0.00068329+0.00092994i,-0.0011979-0.002202i,-0.0059342-0.0027513i,-0.0070929-0.0022898i,-0.0041307-0.0028466i,-0.00026305-0.0015376i,0.0016657+0.00019536i,0.0031247+0.0016569i,0.0056051+0.00327i,0.0059921+0.0029081i,0.0041919+0.00089161i,0.00094039-0.00057704i,-0.0019852-0.0022729i,-0.0029514-0.0040563i
0.024253-0.10626i,0.036292-0.09577i,0.021185-0.026871i,-0.00075721+0.052213i,-0.0091884+0.07791i,-0.0057746+0.054965i,0.00025709+0.024361i,0.0047423+0.009532i,0.0052858+0.0034191i,0.0020801+0.0016202i,0.00052048+0.0040946i,0.0019068+0.0049984i,0.0009949+0.0027707i,-0.001783+0.000936i,-0.0014906-0.00045016i,0.00028711-0.0024674i,0.0015732-0.0052694i,0.0026032-0.0079877i,0.0020494-0.0080652i,0.00073254-0.0048841i,-0.00045822-0.00066737i,-0.0022793+0.0021085i,-0.0036853+0.0031541i
-0.086027-0.041749i,-0.089865-0.053571i,-0.031956-0.045794i,0.040938-0.022082i,0.061038-0.0068647i,0.033905+0.0038998i,0.010543+0.0105i,0.0054827+0.0064404i,0.0035903-0.00047124i,0.0005386-0.0015115i,0.00094761+0.0011759i,0.0038442+0.0025495i,0.0040241+0.0026736i,0.0018665+0.0029126i,-0.00065502+0.0015175i,-0.0032182-1.21e-05i,-0.0061226-0.00092277i,-0.0073429-0.0024354i,-0.0063485-0.0018622i,-0.0037938-0.00013235i,0.00027418+0.000424i,0.0028711+0.00061489i,0.0028774+0.00093976i
-0.037685+0.088931i,-0.05117+0.094065i,-0.045863+0.033575i,-0.026826-0.042434i,-0.016059-0.065172i,-0.0076983-0.039509i,-0.0006562-0.013168i,-0.0018499-0.005527i,-0.0057561-0.0027761i,-0.0044082+0.0009128i,-0.0010912+0.00033608i,0.00066492-0.0021179i,0.0028501-0.0028253i,0.0048445-0.0023576i,0.0043053-0.0012343i,0.0014563+0.00054967i,-0.00087106+0.0029787i,-0.0022899+0.005136i,-0.0027131+0.0055143i,-0.0009819+0.0040532i,0.00044492+0.0011038i,0.00072612-0.0013259i,0.00069121-0.0014075i
0.090424+0.037787i,0.097702+0.0483i,0.038255+0.043771i,-0.036923+0.02694i,-0.063387+0.014942i,-0.039062+0.0047421i,-0.011806-0.0040107i,-0.004205-0.0035605i,-0.0025842+0.00061396i,0.00027456+0.0012736i,-0.00054535+0.00021599i,-0.0034861-0.00073172i,-0.0039336-0.0023433i,-0.0032133-0.0042468i,-0.0014781-0.0028962i,0.0016553-0.00082913i,0.0039895-9.2289e-05i,0.0060958+0.0010709i,0.0073502+0.0012745i,0.0051156-9.3324e-06i,0.00085079-0.00090057i,-0.0018937-0.00014508i,-0.0018701-0.00024229i
0.033741-0.10003i,0.042742-0.11209i,0.033638-0.052764i,0.016436+0.028625i,0.0086249+0.060691i,0.0030615+0.04315i,-0.0006381+0.01862i,0.002902+0.0073145i,0.0063778+0.0028563i,0.0047201-0.00064122i,0.0010283-0.00041824i,-0.0009496+0.0021085i,-0.0029363+0.0027491i,-0.0053316+0.0027516i,-0.0037613+0.0023973i,-0.00046108+0.00058866i,0.00094311-0.0029343i,0.0014508-0.0066564i,0.0010769-0.0078326i,-3.519e-06-0.0055694i,-0.00050795-0.001172i,-8.3657e-06+0.0026775i,-0.00031325+0.0029986i
-0.10596-0.039281i,-0.12355-0.043904i,-0.065836-0.036819i,0.016452-0.024056i,0.049702-0.014513i,0.032135-0.0016547i,0.010808+0.0084078i,0.0045008+0.0059205i,0.002582-5.5258e-05i,0.0015575-1.5343e-06i,0.0033905+0.0024463i,0.0047715+0.0026829i,0.0031903+0.0030674i,0.0011132+0.0039846i,0.00025733+0.0030973i,-0.00079425+0.001465i,-0.0033445+0.00063501i,-0.0053721+0.00034995i,-0.0055738-1.6608e-05i,-0.0041101+0.00049792i,-0.0012666+0.00090085i,0.0012465-0.00020052i,0.001437-0.0011634i
-0.029002+0.10502i,-0.03428+0.12602i,-0.02977+0.070143i,-0.023415-0.015842i,-0.022902-0.054872i,-0.015332-0.036947i,-0.0037026-0.010432i,-0.0025231-0.0017409i,-0.0050443+0.00087226i,-0.0024733+0.002807i,0.0015878+0.0011141i,0.0031731-0.0018592i,0.0040029-0.0028167i,0.0049388-0.0030469i,0.0034054-0.0028949i,0.00074967-0.0010872i,-0.00045723+0.0017156i,-0.00037293+0.0042823i,-0.00022464+0.0051316i,0.00045405+0.0041326i,0.00054847+0.0015405i,-0.000268-0.0010377i,-0.00066465-0.0015075i
0.10553+0.031152i,0.13209+0.033636i,0.079625+0.025818i,-0.0056696+0.018698i,-0.048514+0.016896i,-0.035383+0.0076957i,-0.011803-0.0040157i,-0.0033028-0.0032256i,-0.00058982+0.0019189i,0.0007126+0.0010058i,-0.0010412-0.0010859i,-0.0025278-0.0015937i,-0.0024678-0.002678i,-0.0023462-0.0039647i,-0.0023493-0.0035643i,-0.00078545-0.0020696i,0.0020544-0.0003074i,0.0038646-0.00017465i,0.0039404-0.0014542i,0.0034444-0.0021043i,0.0017053-0.0013118i,-0.00067237+0.00059598i,-0.0012687+0.0016457i
0.025847-0.11157i,0.023367-0.14281i,0.013305-0.091278i,0.011335-0.0027394i,0.016322+0.041545i,0.0095528+0.032348i,-0.00052509+0.011961i,0.0013608+0.0021822i,0.0055406-0.0014119i,0.0024789-0.0024977i,-0.0011169-0.0015962i,-0.0016998-0.00013629i,-0.0033925+0.001323i,-0.0060166+0.0029201i,-0.0052238+0.0037158i,-0.0025636+0.0025721i,-0.0012236+1.489e-05i,-0.00076713-0.0035687i,-0.0004893-0.0052331i,-0.00071553-0.0040693i,-0.00052784-0.0024556i,0.00031506-0.0011024i,0.00049678-0.00057766i
-0.11058-0.027353i,-0.14584-0.022565i,-0.098413-0.012501i,-0.013194-0.013683i,0.032238-0.018702i,0.026398-0.0068925i,0.011975+0.00839i,0.0067711+0.0057141i,0.0021352-0.0019421i,0.00047226-0.0016108i,0.0029156+0.00044661i,0.0040844+0.00044697i,0.0028607+0.0019716i,0.0017077+0.0045763i,0.0019971+0.0043812i,0.0017177+0.0023184i,0.00030196+0.00054848i,-0.0020306+0.00023358i,-0.004323+0.00086573i,-0.0047971+0.0017063i,-0.0033206+0.0011105i,-0.0015142-0.00078453i,-0.001315-0.0018996i
-0.024783+0.11409i,-0.020509+0.15143i,-0.0082512+0.10562i,-0.011005+0.019601i,-0.024508-0.028306i,-0.01887-0.023497i,-0.0029981-0.0074649i,-0.00064022-0.00069942i,-0.0046103+0.0021752i,-0.0019518+0.0024085i,0.0028197-4.9951e-05i,0.0037118-0.0022008i,0.0031544-0.0026038i,0.0031211-0.0027788i,0.0018874-0.0032826i,1.1464e-05-0.0026881i,-0.00049342-0.00010156i,0.00089434+0.0032252i,0.0015942+0.0045661i,0.0018563+0.0042068i,0.0006393+0.0024029i,-0.0018106+0.0012814i,-0.0020113+0.0020873i
0.11449+0.022447i,0.15615+0.014557i,0.1127-0.00031108i,0.025569+0.0017515i,-0.025078+0.015601i,-0.025351+0.010967i,-0.0139-0.0032979i,-0.0084979-0.0022112i,-0.0032318+0.0042423i,5.8646e-06+0.0026894i,-0.00078375+0.00015824i,-0.0021234+0.00030785i,-0.002553-0.0011678i,-0.0026951-0.0039976i,-0.0025496-0.0048932i,-0.0029746-0.0025987i,-0.0027834-0.00044309i,-0.00089838-0.00055348i,0.0016778-0.0014735i,0.0022449-0.0014131i,0.0017841-0.00061133i,0.0019422+0.00091675i,0.0020131+0.0018564i
0.020344-0.12901i,0.0073234-0.16851i,-0.01237-0.12514i,-0.0071004-0.038094i,0.011036+0.017213i,0.0091825+0.022715i,-0.0018981+0.012159i,-0.00024912+0.0051961i,0.0046595+0.00015781i,0.0029947-0.0010332i,-0.00023259+0.0013152i,-0.0013612+0.0027266i,-0.0017638+0.0033643i,-0.0028678+0.0043037i,-0.0029657+0.0045586i,-0.00082958+0.0037856i,4.4839e-05+0.0017371i,-0.00074935-0.00060728i,-0.00093964-0.0016374i,-0.00046411-0.0026964i,-2.9782e-05-0.0036951i,8.091e-06-0.0035037i,-0.00041113-0.0035081i
-0.12106-0.016226i,-0.16814-0.0026604i,-0.13095+0.016954i,-0.045943+0.0094008i,0.0067296-0.011953i,0.01475-0.0073017i,0.013419+0.0071267i,0.011712+0.0025494i,0.0052943-0.0051872i,0.001913-0.0040882i,0.0028744-0.0029493i,0.0027027-0.0036238i,0.0012557-0.0018189i,0.00089888+0.0020846i,0.0019532+0.0043752i,0.0032793+0.0028937i,0.0026408+0.00084275i,0.0013504+0.0010137i,0.00036324+0.0020993i,-0.00027472+0.0017877i,-0.0012081+0.00073322i,-0.0034214-0.00050117i,-0.0043222-0.00097965i
-0.011642+0.12318i,0.0047901+0.16505i,0.025822+0.12336i,0.013101+0.03917i,-0.015763-0.011365i,-0.016906-0.015499i,-0.001429-0.0080573i,0.00077651-0.004324i,-0.0034091-0.00071285i,-0.0017059+0.00013697i,0.00090644-0.002546i,0.00092186-0.0032811i,0.0014526-0.0018693i,0.0030163-0.0014486i,0.0030758-0.0019349i,0.0022497-0.0023171i,0.0019534-0.0013048i,0.001339-0.00019909i,0.00073618+0.00068441i,0.0005437+0.0012523i,0.00042603+0.0018124i,6.5262e-05+0.0036516i,0.00016344+0.0045878i
0.12933+0.01117i,0.17098-0.0080021i,0.12985-0.033659i,0.045108-0.024487i,-0.0087849+0.0071997i,-0.019438+0.011615i,-0.018015-0.00097372i,-0.014064+0.00041171i,-0.0066255+0.0060068i,-0.0035025+0.0052909i,-0.004399+0.0039554i,-0.0037086+0.0039987i,-0.001807+0.0021985i,-0.0014229-0.0016196i,-0.0023715-0.0034451i,-0.0034421-0.0024059i,-0.0034124-0.0011179i,-0.0025022-0.00060601i,-0.0020619-0.0010697i,-0.0012741-0.001441i,0.00033568-0.0015321i,0.0028494-0.0018234i,0.0039182-0.0012364i
0.0062811-0.12552i,-0.01687-0.16795i,-0.04441-0.12872i,-0.030256-0.047902i,0.0043011+0.0015334i,0.0095515+0.01256i,-0.0023909+0.013679i,-0.0032198+0.0111i,0.00021984+0.0048561i,0.0015904+0.0029833i,0.0025444+0.0048998i,0.002105+0.0048835i,0.00040812+0.0026703i,-0.002158+0.001943i,-0.0043628+0.002214i,-0.0037396+0.0020736i,-0.0023529+0.002253i,-0.001799+0.0024149i,-0.0013352+0.00092251i,-0.0012949-0.00085447i,-0.0011985-0.0018539i,-0.0016068-0.0037902i,-0.0015605-0.0051177i
-0.13221-0.011019i,-0.16991+0.013935i,-0.12885+0.04515i,-0.048857+0.033405i,0.00012408-0.0040628i,0.01239-0.010948i,0.015807+0.0016958i,0.01441-8.5559e-05i,0.0073222-0.0051881i,0.0051406-0.0040032i,0.0065092-0.0035702i,0.0047317-0.0041964i,0.0016727-0.0024861i,0.00097678+0.00193i,0.0020806+0.0041429i,0.0036116+0.0031778i,0.0034965+0.0019641i,0.0028927+0.00051622i,0.002032-0.00019473i,0.00061377+0.00028511i,-0.0010443+0.0014289i,-0.0033911+0.0019403i,-0.00394+0.0019353i
-0.0017475+0.12804i,0.027948+0.16736i,0.056932+0.12175i,0.035086+0.038454i,-0.0096007-0.0055207i,-0.016588-0.011219i,-0.00047132-0.012216i,0.002358-0.011597i,-0.0012005-0.0060594i,-0.0011071-0.0041734i,-0.0009077-0.0057192i,-0.0014283-0.0051298i,-0.0013271-0.0033082i,6.2729e-06-0.0010107i,0.0017035-0.00037065i,0.0015618-0.001783i,0.00122-0.0014512i,0.0011601-0.00031699i,0.00039217-0.0007438i,9.898e-05-0.0011131i,0.0017512+0.00051126i,0.0031283+0.0032952i,0.0030559+0.0044974i
0.13192+0.0079615i,0.16249-0.023817i,0.11866-0.057298i,0.039011-0.043428i,-0.007527-0.00096335i,-0.017977+0.011177i,-0.020249+0.002364i,-0.016149+0.0034884i,-0.0079156+0.0067471i,-0.0057279+0.0063683i,-0.0059243+0.0067589i,-0.0031167+0.0063371i,-0.00017869+0.0032275i,0.00098547-0.00097252i,-0.00031943-0.0038714i,-0.0020391-0.004159i,-0.002418-0.0026693i,-0.0031247-0.00090998i,-0.0027914+0.00046584i,-0.00096468+0.00015024i,0.0013301-0.0017634i,0.0035571-0.0036862i,0.0043509-0.0036536i
0.0031209-0.12745i,-0.027343-0.15899i,-0.061121-0.1089i,-0.043054-0.028801i,0.0011712+0.0087678i,0.011128+0.013787i,0.00031751+0.016893i,-0.00023833+0.015829i,0.0032459+0.0096715i,0.0031039+0.0075186i,0.0027592+0.0075167i,0.003869+0.0050476i,0.0033776+0.0016639i,-2.8412e-05-4.3023e-05i,-0.0030561+0.00052699i,-0.0035766+0.0017506i,-0.0021715+0.0022793i,-0.00041816+0.0019717i,0.0004477+0.001248i,-0.00014354+0.00011607i,-0.001869-0.0011759i,-0.0035334-0.0028301i,-0.0035242-0.0040892i
-0.12781-0.0036147i,-0.15223+0.031038i,-0.10115+0.061912i,-0.024049+0.040057i,0.010261-0.0056119i,0.013197-0.013909i,0.017551-0.0022096i,0.016165-0.0032759i,0.0080736-0.0061137i,0.0062826-0.005537i,0.0068386-0.0065951i,0.0034752-0.0064633i,-0.00047626-0.0037378i,-0.0015787+0.00026712i,-0.00064823+0.0039106i,0.0014439+0.0042635i,0.002235+0.0021564i,0.0019997-0.00064168i,0.0023017-0.0024708i,0.0016775-0.0012795i,-0.00029408+0.0019827i,-0.0026284+0.0044631i,-0.003229+0.004878i
