-0.0033771+0.00084674i,-0.0033165+0.0014875i,-0.0045501+0.0012405i,-0.0046457+0.0020103i,-0.003662+0.0028469i,-0.0025513+0.0021772i,-0.0019013+0.0015733i,-0.00061706+0.0016597i,0.00085787+0.0016332i,0.0010815+0.00057737i,0.0015287-0.00052191i,0.001991+5.6434e-05i,0.0012489+0.00026534i,0.00042181-0.00025189i,9.6234e-05-4.5584e-05i,-0.00047005+0.00031986i,-0.00053374+0.00037347i,-0.00022502-0.00012304i,-0.000227-0.00073232i,-0.0004713-0.00064992i,-0.0006009+0.00018437i,-0.00031294+0.00076508i,-0.00011125+0.00037479i
-0.00027533+0.00043185i,-0.0010478-0.00044784i,-0.0014603-0.00087019i,-0.0016386-0.0001843i,-0.0011724-0.00012541i,-0.00080933-0.00075392i,-0.00064924-0.00098859i,-8.7428e-05+0.00013359i,0.00085236+0.00071614i,0.0012304+0.0010368i,0.0014172+0.0012167i,0.0012055+0.00050789i,0.00051164+0.00032085i,-0.00018014+0.00047068i,-0.00068701+0.00051465i,-0.0011898+0.00017515i,-0.00076081-0.00087094i,-0.00022861-0.0011643i,-0.00033842-1.7525e-07i,-0.00070563+0.00055202i,-0.001304-8.7244e-05i,-0.0011094-0.00052604i,0.00018438-0.00058465i
-0.001322-0.00070679i,-0.00078706-0.00039786i,-0.0011628-5.4218e-05i,-0.0015353+0.00038026i,-0.00077698-0.00022196i,0.00031684-0.00019166i,0.00054229+2.8977e-05i,-9.52e-05-0.00040185i,-0.0013024-0.00032829i,-0.0014101-0.00013891i,8.8538e-05+5.4131e-05i,0.0011324+0.00052443i,0.0011331+0.00011277i,0.00055946-0.00055099i,-0.00018528-0.00045019i,-0.00059931-0.00053555i,-0.00087735-0.00095422i,-0.00079772-0.0006958i,-0.0005296-0.0005551i,-0.0001932+0.00021452i,0.0002924+0.00065805i,0.0006617-0.00038505i,0.00068509-0.00082937i
-0.00025182-0.0016177i,7.7997e-05-0.0020963i,-0.00033827-0.0029862i,-0.0013416-0.0015144i,-0.0017945-0.00036039i,-0.0017682+0.00017735i,-0.0015914+5.4174e-05i,-0.00033202-0.00068664i,0.00019762-0.00068632i,-0.00038149-0.00030666i,0.00060466+5.8309e-05i,0.0016258-0.00090265i,0.0014326-0.0014247i,0.00071926-0.0006732i,2.7923e-05-0.00049285i,-0.00044938-0.00034237i,-0.00055136-0.00061186i,-0.00046628-0.00078035i,3.8142e-05-0.0008904i,-0.00050349-0.0008647i,-0.0013639-0.00064355i,-0.0011441+0.000226i,-0.0010049+0.00078753i
-0.0008708-0.00010731i,-0.0010584+0.00017664i,-0.0013767-0.00038636i,-0.0012552-0.0005007i,-0.00092579-0.00017595i,-0.00036269-0.00034083i,-3.318e-05-0.0008736i,0.00016136-0.0016719i,0.00044916-0.0015273i,0.00041747-0.0011488i,0.00083417-0.0010575i,0.00084599-0.00036054i,-1.5574e-05-0.00089842i,-4.3946e-05-0.0014819i,0.00035334-0.00048402i,0.00024903+3.173e-05i,3.5864e-05-0.00070437i,-0.00030445-0.00037196i,-0.00043927+0.00096227i,-0.00020192+0.0008643i,-0.00071243+0.000289i,-0.00056479+0.00021616i,0.00034976+0.00015356i
0.0009963-0.0018784i,-0.00014761-0.0015682i,-0.0017701-0.0011894i,-0.0027426-0.0013416i,-0.0021059-0.00087019i,-0.0015208-0.00015582i,-0.001276+8.584e-05i,-0.00087442-0.00015711i,-0.00026907-0.00026593i,0.00063877-0.00011422i,0.0011111-3.7261e-05i,0.00081804-0.00042284i,0.00012102-0.00062643i,-0.00021953-0.00034757i,-0.0010387-0.00090742i,-0.0010545-0.0013937i,-0.00082775-0.0011207i,-3.5398e-05-0.0010135i,0.0011882-0.00069144i,0.0005945-0.00037564i,-0.00051239+0.00014548i,-0.00067237+0.00053482i,-0.00022732+0.00031477i
0.0021951-0.00058325i,0.0019747-0.0014053i,0.00067634-0.002281i,-0.00021153-0.0019479i,-0.00055093-0.0012382i,-0.00097506-0.0012373i,-0.0012402-0.0016063i,-0.00060298-0.0010832i,0.00021235-0.00022481i,0.00076598+4.476e-05i,0.00091007+6.7566e-05i,0.00069141-0.00091093i,0.00053702-0.0013676i,0.0006442-0.0010806i,-2.6074e-05-0.0012142i,-0.00095031-0.00047333i,-0.0012272-0.00065919i,-0.00088649-0.00015336i,-0.00053588+0.001031i,-0.00042177+0.00035959i,-0.00029257+9.1372e-05i,-0.00031181+0.0003794i,0.00041629+0.00030711i
-0.0013785-4.719e-05i,-0.0017128+0.00048818i,-0.0030929+0.00049113i,-0.0029406+0.0016739i,-0.0020417+0.0019573i,-0.0012461+0.00054703i,-0.00090454-0.000554i,-0.00065371-0.00070317i,0.00028807-0.00068205i,0.00073787-0.00092518i,0.00040454-0.0010111i,0.00044481-0.00078462i,0.00029688-0.00094285i,-2.2804e-05-0.00089528i,-0.00018301-0.00038506i,5.5715e-05+0.00010132i,0.00022893+0.00054664i,4.5532e-05+0.00049306i,-0.00035356-1.4388e-05i,8.2587e-06-0.00076475i,0.00025427-0.00074446i,0.00017734+0.00060174i,0.00013513+0.0011261i
-0.0026381+0.00084093i,-0.0016526+0.00075253i,-0.0011377+0.0015419i,-0.0010096+0.0020562i,-0.00035984+0.0012542i,0.00028831+0.00034321i,0.00048306-0.00064941i,0.00045992-0.00076612i,4.5439e-06+0.00016515i,-2.1969e-05+0.0013096i,0.0011341+0.001817i,0.001429+0.0010329i,0.00072406-0.00011587i,0.00022235-9.7992e-05i,0.00038909+0.00036361i,0.00019515-0.00026857i,-0.00053008-0.00088285i,-0.00092653-0.00069042i,-0.0012111-7.0151e-05i,0.00012041+0.00040217i,0.0014365+7.5456e-05i,0.00058927+9.1857e-05i,-0.00020585+0.00093543i
-0.0015512-0.0015223i,-0.0022857-0.00098882i,-0.0032867-0.00072023i,-0.003311+0.00055109i,-0.002025+0.0017408i,-0.00098076+0.0010986i,0.00015552+0.00017449i,0.00019215-0.00075328i,-0.00013754-0.0007718i,0.00014979+0.00015463i,0.00057162+0.00032163i,0.00092268-0.00038775i,0.00053953-0.00071681i,-0.00077842-0.00011166i,-0.0012993+1.14e-05i,-0.00099033-8.2377e-05i,-0.00065047+0.00057863i,-5.9574e-05+0.00036512i,0.00018-0.00055299i,0.00069068-0.00068596i,0.00048199-0.0001271i,-0.00022909+0.00056572i,0.00024119+0.00027103i
-0.00060333+0.00043773i,-0.00074049-0.00018852i,-0.00043479-0.0004783i,-0.00027324-0.0003352i,6.373e-05+1.7471e-05i,6.5947e-05-0.00058959i,-0.00063662-0.0012331i,-0.0012923-0.0014244i,-0.0006824-0.00094634i,0.0001062+0.00022127i,0.0014511+2.5228e-05i,0.0020913-0.00080281i,0.00084579-0.0007321i,-0.00019865+3.2444e-05i,-0.00051013+0.00053115i,-0.00013868-0.00011215i,9.4619e-05-0.00035486i,-0.00048443+0.00017663i,0.00027893+0.00026163i,0.0015685+0.00011593i,0.00081181+0.00035879i,-0.00010183+0.00044655i,-0.0001455+0.00028475i
0.00070526+0.0010083i,0.00048413+0.002574i,-0.00042134+0.0038689i,-0.00059823+0.0029206i,-8.2567e-05+0.0016454i,0.00021878+0.00083004i,-0.00041873+4.5036e-06i,-0.00056134-0.00075538i,0.00036385-0.0011449i,0.00099346-0.00039412i,0.00067651+0.0003474i,0.0010055-0.00034574i,0.0020104-0.00050845i,0.0016336+0.00021453i,0.00025326+0.00025796i,-0.0007055+0.00023907i,-0.00077651+0.00052741i,-0.00031859+0.00022988i,-7.7921e-05-0.00045267i,0.00025862-0.00046455i,-0.00034333+0.0001995i,-0.00099964-4.0574e-05i,-1.5051e-05-0.0011661i
-0.00082002-0.001362i,-0.00093063-0.0021671i,-0.0013121-0.0026313i,-0.0027143-0.0015577i,-0.0025724+6.021e-05i,-0.0014304+0.00072596i,-0.00098673+8.329e-05i,-0.00054801-0.00046333i,3.8382e-05-0.00015185i,0.001028+3.3596e-05i,0.0014653-9.9598e-05i,0.00096076-0.00016659i,-0.00012356-0.00028689i,-0.00025123-0.0011752i,0.00012167-0.00072776i,5.6406e-05-0.00012392i,-0.00013127-0.00075128i,-0.00071533-0.00090643i,-0.00083542-0.000811i,-0.00093156-0.001179i,-0.00059995-0.0010704i,0.00062445+0.00016941i,0.00095412+0.00076794i
-0.00056805+0.00098193i,-0.00074995-0.00023948i,-0.00022783-0.0011319i,-0.00021364-8.8554e-05i,-0.00079963+0.00095255i,-0.00069247+0.001053i,0.00029116+0.00031367i,0.0012169-0.0004814i,0.0013967-0.00073117i,0.0012161-0.0006327i,0.00074708-0.00023114i,0.00075006-0.00047932i,0.0004795-0.0012436i,-0.00012354-0.000546i,-0.00015977-0.00067223i,-0.00033543-0.0011582i,-0.00087108-0.00089215i,-0.0010111-0.00076956i,-0.00043678-6.6672e-05i,-6.0834e-05+0.0011386i,-0.00013353+0.0014381i,-0.00024108+0.0011029i,-0.00026145+0.00046111i
0.0032603+1.9769e-05i,0.0030614-0.00025765i,0.0029613-0.00027543i,0.0023273-0.00019231i,0.00060579-0.0010596i,-0.0016912-0.0019792i,-0.0025686-0.0016704i,-0.0020474-0.00091258i,-0.00077518-0.0007447i,0.00051588-0.00096944i,0.00063-0.00087213i,-5.0092e-05-0.00033628i,-8.4737e-05-0.00012457i,0.00040804-0.00029991i,0.00032689-0.00058153i,0.00027419-0.00049989i,0.00039352-0.00056656i,6.8898e-05+0.00011034i,0.00024474+3.0743e-05i,0.00024028-0.00011243i,7.7455e-05+0.00049913i,0.00028476+0.00067613i,0.00015289+0.00093225i
0.0022634+0.0010671i,0.0024197+0.0015185i,0.0024327+0.0014203i,0.0023549+0.001226i,0.0014085+0.0007382i,0.00024615-3.8929e-05i,-0.00086822-0.00056738i,-0.0011465-0.00034832i,-0.00020399+9.1842e-06i,0.00040724+0.00023571i,0.0010564-0.00020479i,0.00080414-0.00045426i,-0.00075975-0.00024845i,-0.0013489-0.00012927i,-0.00079976-0.00025297i,-0.00065512+0.00010696i,-0.00048997+0.00044731i,2.8464e-05+5.8795e-05i,-0.00028351+0.00011157i,-0.00013083-0.00014166i,0.00029613-0.00085972i,0.00041684-0.00037622i,-3.0521e-05+0.00065153i
0.00053872-1.7632e-05i,5.3431e-05-0.00067233i,-0.0008321-0.0013711i,-0.0016571-0.00050373i,-0.0018943-0.00065471i,-0.00088291-0.0016386i,0.00022101-0.00091074i,0.00093535-0.00027911i,0.0012055-0.0011494i,0.0011298-0.0011939i,0.0013528-0.00057625i,0.00083065-0.00029635i,-0.0003714-3.4674e-06i,-0.0013723+0.00057323i,-0.0010951+0.0001446i,-0.00020255-0.00039807i,-0.0001179+0.0002904i,-0.00017503+0.00060159i,-0.00058516+0.00019178i,-0.00079198-0.00077043i,-0.00026154-0.00088246i,0.00024838-0.00032778i,0.00024722+0.00042177i
-0.00090155-0.0006777i,-0.00099748-0.00078782i,-0.0016564-0.00021212i,-0.0010056+0.00046113i,-7.287e-05+0.00038315i,0.0009384-0.0010008i,0.00083612-0.0020638i,-0.00020387-0.002271i,-0.00063395-0.0015391i,-0.00038644-0.00011016i,0.00028958+0.00048434i,0.0012526+0.00045639i,0.0015878+0.00022382i,0.0010944+0.00038914i,0.00049191+6.9824e-05i,6.8286e-05-0.00086975i,-0.00055209-0.0010832i,-0.00094145-0.00043998i,-0.00069376+0.0003974i,-0.00027856+0.00077436i,0.0002049+0.00077525i,0.0005081+0.0004111i,0.00023828+1.5747e-05i
0.00042081+0.00047799i,0.00064775+0.00039996i,0.00044271+0.0011947i,-0.00087583+0.0016985i,-0.00085577+0.00066044i,-0.00062699-0.0011352i,-0.0007548-0.0016811i,-0.0010211-0.00044914i,5.4742e-05-0.00064668i,0.0010962-0.0008139i,0.0011444+2.8817e-05i,0.0013594+0.00072195i,0.001402+0.00025742i,0.0013173-0.0003307i,0.0012234-0.00010128i,0.00011928-5.2349e-05i,-0.0010155-0.00099749i,-0.0004149-0.0016252i,0.00028233-0.00059731i,5.4198e-05+0.00019424i,2.9416e-05+0.00053911i,-5.7066e-05+0.00035176i,0.00023725-5.2479e-05i
0.00049125+0.0015584i,-9.7729e-05+0.0012258i,0.0005501+0.00036414i,0.00064897+5.7131e-05i,-0.00026616-0.00024893i,-0.00020433-3.1591e-05i,5.4492e-05-0.00043462i,-0.00025034-0.00098618i,-0.00015342-0.00054157i,0.00012782+0.00013122i,0.00017505+2.6735e-05i,0.00079649-0.00036462i,0.00073229-0.0006082i,3.1881e-05-0.0014652i,-0.00021662-0.001146i,-0.00021413-0.00013027i,-0.00011436+0.00011922i,-0.00027685-8.7929e-05i,-0.00048114-0.00028382i,-4.1863e-05+0.00030262i,-0.00013576+0.00019929i,-0.00034464-0.00059504i,6.9698e-05-0.00047721i
-0.00064352-0.0023782i,-0.00053508-0.0026722i,-0.0021634-0.0024575i,-0.0023432-0.0013332i,-0.0011235-0.00018361i,-0.00063944-8.8583e-05i,-0.0011748-0.001328i,-0.00072127-0.0010277i,-0.00035831+0.00010958i,-0.00065808+0.00051319i,-0.00016898+0.00049101i,-0.00013065-0.00090257i,-0.00086382-0.0013043i,-0.001198-0.00031462i,-0.0013217-0.00012538i,-0.00040053-0.00023934i,2.7308e-05+0.00019754i,-0.00027637+0.00087143i,4.7626e-05+0.00059688i,-0.00011017-0.00041164i,-0.00041362-0.00040939i,-0.00042999-0.00067633i,8.1974e-05-0.0007233i
0.00039418-0.0021915i,0.0003621-0.0014603i,0.00014411-0.0011613i,-0.0014374+3.995e-05i,-0.0029987+0.00033093i,-0.0021223+0.0004538i,-0.00041386+6.1297e-05i,0.00047798-0.00033119i,0.00035867-0.00040971i,0.00022767-0.00056903i,0.00030289-0.00060696i,0.00025835-0.00082524i,2.6648e-05-0.00060539i,-0.00025492-0.00064468i,-0.00050062-0.00048941i,-0.00060858-9.4987e-05i,-6.1308e-05-0.00041059i,0.00015097-0.00017623i,-0.00010939+0.00035527i,-0.00036755+0.00084046i,-0.0004309+0.00070545i,0.00018057-3.5473e-05i,0.00062008-0.00071977i
-3.006e-05+0.0012304i,-0.0013046+0.0010891i,-0.0013197+0.000715i,-0.0015783-0.00026374i,-0.00097219-0.00031451i,-0.00075678-7.4119e-05i,-0.00071676-0.0008082i,-0.00035946-0.00062799i,-0.00017397+0.00019621i,0.00017738+0.00049826i,0.00050978-0.00026403i,0.00055648-0.00057684i,0.0003835+0.00011039i,0.00043341-0.00012677i,0.00024573-0.00027073i,0.0003453-0.00015189i,0.00084777+8.2797e-05i,0.00053882-5.6022e-05i,-0.00014934-0.00019075i,-0.00022186-5.1893e-05i,-0.0006947-4.0493e-05i,-0.0013016-0.00040011i,-0.00078817-0.00024372i
-0.0011219+3.0405e-05i,-0.0023326+0.00050181i,-0.0018007+0.00098139i,-0.00031306+0.0017927i,0.00069809+0.0016078i,0.0011524+0.00040697i,0.0010944-0.00017052i,0.00047075-0.00017673i,0.00039861-4.7998e-06i,0.0012447-0.00015292i,0.0017431-0.00022749i,0.0017426-0.00045326i,0.0016574+8.5267e-05i,0.00097675+0.00042648i,0.00057442+0.00014259i,0.00068498-0.00010952i,-0.00021712-0.00020216i,-0.0015668+3.157e-05i,-0.0010185+0.00058169i,0.00020159+0.00042838i,-1.3508e-05+7.5318e-05i,-0.00054208+2.2368e-05i,-0.00052902-0.00038174i
6.0932e-05+0.0010954i,0.0011807+0.00076296i,0.0011628+0.00012786i,0.00034398-2.6172e-05i,-6.5806e-05-0.00056148i,-0.00017674-0.00078331i,-0.00032185-0.0008236i,-0.000939-0.00065831i,-0.00088307-0.00048029i,0.00053094-0.00019392i,0.00071106+0.00055233i,0.00050212+0.00064806i,0.00088005+8.3459e-05i,0.00099926+0.00063225i,0.00063596+0.0011253i,-0.00045014+0.00067584i,-0.00069904-0.00035317i,3.6669e-06-0.00056873i,0.00021906+0.00064973i,-7.8218e-05+0.00064053i,-0.0001369+1.0548e-05i,-0.00026725-0.00012053i,-0.00022196-3.8838e-05i
-0.0018004-0.00065307i,-0.0020482+0.00084792i,-0.0019282+0.0018231i,-0.0013994+0.0013278i,-0.00065589+0.00041595i,-1.6371e-05+0.00034448i,-0.00087236+7.6994e-05i,-0.0013751-0.00038223i,-0.00037557-9.7986e-05i,0.00087393+0.00070291i,0.0015291+0.00075058i,0.0015205-0.00016549i,0.0006617-0.00093284i,-0.00060698-0.00062685i,-0.00026083-0.000492i,0.00025839-0.00049889i,-0.00081412+0.00010263i,-0.0013956+0.0004088i,-0.00036849+0.00056497i,0.00019685+0.00044096i,-0.00042517+0.00025831i,-0.00042646+0.00027425i,0.00074217+0.00032755i
0.0010359+0.00052852i,-7.2574e-05+0.00012783i,-0.00071526-0.00071596i,-0.0006066-0.0010663i,-0.00078704-0.0014454i,-0.00037996-0.0018618i,-1.1547e-05-0.0015912i,-0.00050418-0.0012195i,0.00017723-0.00094811i,0.0011826-0.00071388i,0.0013604+0.00017212i,0.0012701+0.00021698i,0.00024088-0.00053643i,-0.00090927-0.00085977i,-0.00096448-0.00079844i,-0.00029976-0.00081369i,-0.0007368-0.0010688i,-0.00099105-0.00012079i,-0.00031209+0.00062753i,-0.00041877+0.0010047i,-0.00079339+0.00065352i,-0.00016632-0.00029049i,0.00041019-0.00047792i
0.00085932-0.0018876i,0.00059491-0.0011719i,-0.00096347-0.0012454i,-0.0018304-0.000991i,-0.0016041-0.00055617i,-0.0015014-0.00025332i,-0.00077405-0.0004641i,0.0002326-1.3045e-05i,0.00038001+0.00015416i,0.0010701-0.00017045i,0.0010188-0.00061544i,0.00032637-0.0012646i,0.00015828-0.00060374i,0.00033424+0.00023924i,0.00072171+2.7921e-05i,0.00039608-0.0001632i,7.3158e-05-0.00035867i,-0.00015975-0.00070321i,-0.00028155-2.3464e-05i,0.00020653+0.00034228i,-0.00036908+0.00028938i,-0.0008294-0.00029494i,-0.00054249-0.00051965i
0.00043118-0.0015207i,-0.00015332-0.00098656i,-0.0020644-0.001594i,-0.0024791-0.0015715i,-0.0018274-0.00056174i,-0.0013235-0.00061109i,-0.0007808-0.0012723i,-0.00055048-0.0012384i,0.00020582-0.0010396i,0.00030028-0.00066352i,-0.00023368-0.00018509i,0.0002739-0.00027681i,0.00067018-0.00056203i,-0.00037371-0.00016547i,-0.00068224+0.00016284i,-6.2249e-05+2.8393e-05i,-0.00012778-0.00046686i,-0.00037483-0.0010669i,-0.00029866-0.00044111i,-0.00011681+0.00030002i,-0.00035507+0.00019236i,-0.00036879-0.00017076i,0.00011519+0.0003132i
0.00043749+0.0026128i,0.00051735+0.0026825i,0.00019835+0.0023601i,0.00068477+0.0020002i,0.0011487+0.0010368i,0.00058014-0.00055441i,0.00013418-0.0007884i,-0.00051778-0.00036811i,5.008e-05-0.0001433i,0.00073561-0.00033764i,0.00095308-0.00063664i,0.0009725-0.00047376i,0.00081854-0.00041218i,0.00038204-0.00030078i,0.00014974-0.00026703i,8.3497e-05-0.0010385i,-0.00040379-0.0018892i,-0.00065852-0.0019097i,-0.00025262-0.00070981i,-0.00032887+0.00031295i,-0.00066309+0.00069249i,-0.00031376+0.00099849i,6.5829e-05+0.0010958i
0.0024699-0.00037353i,0.0011879-0.00077721i,0.00033835-0.002579i,-0.00025369-0.0029829i,-0.00063121-0.002084i,-0.001083-0.0011818i,-0.0014899-0.00082521i,-0.0015913-0.0010296i,-6.0573e-05-0.00056878i,0.0017751-0.00017184i,0.0020031-6.0881e-05i,0.0012812-8.6755e-05i,0.0010596-0.00030421i,0.00084731+0.00012179i,0.00049043+0.0005051i,-0.00028392+0.00025612i,-0.00075521+0.00031492i,-0.00067835+0.00032514i,-0.00057987+0.00028432i,-0.00016119+0.00040183i,-0.00011111+0.00053471i,-0.0006083+0.00052368i,1.3772e-06+0.00059344i
-0.00036643+0.00042878i,0.00017961+0.00097142i,-0.00029579+0.0015789i,-0.00025147+0.0013391i,0.00014953+0.0014965i,-0.00010879+0.00070203i,-5.659e-05-0.00055515i,-0.00033823-0.0011551i,0.00015966-0.00040049i,0.0015051+9.0919e-05i,0.0020833-0.00018323i,0.0022069-0.00061283i,0.002061-0.0010258i,0.0012943-0.00043871i,0.00050337-5.7633e-06i,-0.00026236-0.0010667i,-0.00081156-0.0016595i,-0.00084524-0.00063962i,-0.00053778+0.0004983i,-0.00035765+0.00065474i,-0.00010004+0.00032442i,-0.0001571-0.000474i,-0.00057679-0.00038417i
0.0010849+0.0012398i,0.00056177+0.0011104i,-0.00016664+0.00075661i,-0.00097025+0.00084812i,-0.00060441+0.00072742i,0.00042567-0.00042629i,-0.00025023-0.00092427i,-0.00084488-0.0010369i,-0.00030921-0.00071678i,0.00074733-0.00023997i,0.0010344-4.5178e-05i,0.00083904+0.0002302i,0.00028769-0.00071136i,-0.00061811-0.00085559i,-0.00050011+0.00019733i,-0.0001689+1.3274e-05i,-0.00064894-0.00078563i,-0.0013964-0.00087722i,-0.0014765-0.00067389i,-0.0010139-0.00023193i,-0.00066503+0.00023379i,-0.00026361-0.00017614i,0.00085117-0.00057395i
-0.00026725-0.00083248i,0.00021754-0.0016737i,0.00015217-0.00063534i,-0.00039557+0.00031268i,-0.00046015-0.00011841i,-0.00045779-0.00099451i,-0.00027091-0.0011828i,-0.00010437-0.00078682i,-0.00015786-0.0008644i,0.0001834-0.0011837i,0.00043632-0.0010167i,0.00036717-0.0011825i,0.00020055-0.0018414i,-0.00037559-0.0014099i,-0.0007-0.00024829i,-0.00073176+0.00062228i,-0.00074355+0.00024277i,-0.00028055-0.00028646i,0.00079625-3.9267e-05i,0.0011681-0.00016046i,0.00054261-0.00062858i,8.8513e-06-0.001252i,0.00014852-0.00066025i
-0.003294+0.00082575i,-0.002428+0.00020232i,-0.0025913+0.00053389i,-0.0024633+0.0014351i,-0.0012553+0.0013105i,0.00031463+0.00034926i,0.0010941-0.00018049i,0.00075285-0.00012095i,0.00083483+1.2395e-05i,0.00078798+0.00025332i,0.0010264+3.5796e-05i,0.0017016+0.00010039i,0.00090987+0.00062766i,-0.00071445+0.00063756i,-0.00093652+0.00015703i,-0.00044566-0.00022468i,-0.00017353-0.00028701i,0.00023715+0.00015039i,0.00042209+0.00061725i,-0.00011237+0.0004413i,-0.00077362+0.00035247i,-0.00013753+5.1411e-05i,0.00045794-0.00077359i
-0.00026322+0.00079167i,-0.00039453+0.0019346i,-0.00063738+0.0016747i,7.5465e-05+0.00076138i,0.00091577+1.7571e-05i,0.0016629+0.00015346i,0.0011254-0.00034656i,-3.2386e-05-0.0011774i,-0.00039262-0.00057462i,-3.9328e-05+6.5988e-05i,0.0010216-0.00021691i,0.0014455-0.00018945i,0.0003124-0.00030456i,0.00038591+0.0002148i,6.1306e-06+0.0011367i,-0.00067642+0.00014779i,-0.00055009-0.00089353i,9.4246e-05-0.00037879i,0.00020792+0.0004177i,0.00023609+0.00047592i,-0.0001119-3.654e-05i,-0.00046633-0.0004464i,0.00035797-0.00071954i
-0.00048578-0.00081493i,-0.001272-0.0012881i,-0.0022569-0.0010713i,-0.0024066+0.00024326i,-0.0017673+0.00060598i,-0.001438+0.0004356i,-0.0019369+0.00035823i,-0.0010083+6.1786e-05i,-0.00033826+0.0003248i,-0.00021054+0.00035982i,0.00064576+2.3893e-05i,0.0013514-0.00040047i,0.00089459-0.0007629i,-3.2614e-05-0.00048259i,-0.00061876-6.8862e-05i,-2.4582e-05-0.00021068i,0.00065364-0.00077017i,0.00014329-0.00089337i,-0.0005789-0.00060704i,-0.00035769+0.00010647i,0.00030028-7.4081e-05i,0.00050311-0.00041819i,0.00048223+0.00028753i
-0.00050985-9.8048e-05i,-0.00070892+0.0013407i,-0.0016437+0.0025603i,-0.0017654+0.0019287i,-0.0017862+0.0014361i,0.00010978+0.00021927i,0.00084743-1.0349e-05i,0.00028338-0.00021197i,0.00073762-0.001079i,0.00084011-0.0012283i,0.0009636-0.00075095i,0.0011406-0.00050741i,0.00052883-0.00066698i,5.8712e-05-0.00039654i,-3.072e-05-8.5578e-05i,-0.00010285+0.00022741i,-0.00021206-0.0007772i,-0.00018529-0.00095878i,0.00010193-0.00025287i,0.00027956+0.00023238i,0.00019727+0.00049761i,0.00036495+0.00019146i,0.00032412+1.1438e-05i
0.0017229+0.00021141i,0.0013775-0.00033095i,0.00060513-0.0012289i,-0.00038964-0.00049292i,-0.0004029-0.00044541i,2.003e-05-0.00064757i,-6.8634e-05-0.00059376i,-2.6456e-05-0.0010341i,-5.0596e-05-0.00093544i,0.00043445-0.00016053i,0.0012527-0.00018564i,0.0014684-0.00069951i,0.00055903-0.00082445i,-0.00047628-0.00066524i,-0.00064024-0.00091158i,-0.00060548-0.00033709i,-0.0011412+0.00012221i,-0.0013488+0.000237i,-0.00078024-0.00035267i,4.3728e-05-0.00054696i,-0.00030195+0.00019784i,-0.0003978-0.00028608i,0.00033469-0.0003112i
-0.0023011-0.00013856i,-0.0026227+0.0014328i,-0.0037935+0.0025943i,-0.0029821+0.0016115i,-0.0014252+0.00038493i,-0.00057033-1.129e-05i,-0.00057947-0.00047079i,-0.00070007-0.0008327i,5.9741e-05-0.00032906i,0.00090586+0.00054672i,0.0013658+0.0006093i,0.0017626+0.00054312i,0.00067711+0.00065672i,-0.00057457+0.00028329i,-5.534e-05+0.00029813i,0.00019081+0.00010387i,-0.00012747-0.00013432i,-0.00012452+0.00013599i,0.00010285+0.00076213i,0.00038963+0.00050739i,0.00041094+0.00040776i,0.00021947+0.0015613i,0.00019219+0.0014034i
0.00035088+0.0019955i,0.00092063+0.00075525i,0.00039338+0.0012817i,-0.00040402+0.0016421i,0.00020696+0.00054212i,0.00069762-0.00080364i,2.7575e-05-0.00070378i,-0.00078553-0.00071654i,-0.0003738-0.0011812i,0.00065763-0.00085547i,0.0013562-0.00044302i,0.0017185-0.0003734i,0.0013886-0.00027657i,0.00057144-0.00022643i,0.00060497+9.5178e-05i,0.00039762+0.0003925i,-0.00069243-0.00077659i,-0.000899-0.001272i,-0.00024651-0.00079105i,2.359e-05-0.00065298i,-0.00068456-0.00077233i,-0.00062496-0.00059313i,-1.2395e-05-0.00021152i
0.0014969+6.657e-05i,0.00088837+0.00066772i,0.00035152+0.0012569i,-1.2708e-05+0.00043476i,-0.00033086-9.3383e-05i,-0.00060855-0.0001509i,-0.00063626-0.00051503i,-0.00079514-0.0010099i,-0.00010542-0.0011766i,0.000356-0.0012167i,8.7069e-05-0.0010896i,0.00035573-0.00076759i,0.00039043-0.00046167i,-0.00021094+0.00010093i,-0.0007698+0.00041083i,-0.00079576-0.00036453i,-0.00074309-0.00041557i,-0.00097932-0.00017951i,-0.0011888+0.0001044i,-0.00090815+0.00040642i,-0.0012316-0.00022292i,-0.00083667-0.00098968i,5.5265e-05-0.00090301i
-0.00010147-0.0019265i,0.0011595-0.0021145i,-1.5559e-05-0.0024355i,-0.0022154-0.0013415i,-0.0028149-0.00034594i,-0.00076958-0.00040312i,0.00024905-0.00056895i,-0.0003253-0.00090808i,0.00028151-0.00094827i,0.00080093-0.00022189i,0.00046151+0.00013949i,-1.638e-05-0.00021645i,-0.00033637-0.0006504i,-0.00022724-0.00083581i,-0.00011854-0.00087594i,-0.00049296-0.0011035i,-0.00084911-0.00052202i,-0.00082006+0.000121i,-0.00013231+1.8171e-05i,-0.00021968-0.00031966i,-0.00093486-0.00043673i,-0.000634-3.4766e-05i,5.2945e-05+8.7671e-05i
