0.00026019+0.00026246i,0.00035825-0.0018429i,0.00051676-0.002881i,-0.00036579-0.0020189i,-0.0014968-5.8389e-05i,-0.0024075+0.001069i,-0.0020934+0.00094856i,-0.0011995+0.001082i,9.1619e-05+0.0011647i,0.0011948-0.00032862i,0.00136-0.0012105i,0.00026999-0.0010302i,-0.00028221-0.00025612i,-0.00043751-0.00030175i,-0.00036329-0.0010497i,-0.00017642-0.00056986i,-1.4108e-05+1.4002e-05i,8.3574e-05+0.00051165i,0.00035162+0.00094575i,0.00052909+0.0002445i,0.00056652-0.00079162i,0.00061128-0.00027733i,0.000238+0.00019381i
-0.012847+0.0054126i,-0.030328-0.00022253i,-0.064574-0.027765i,-0.10319-0.077187i,-0.10076-0.13012i,-0.064647-0.13909i,-0.045542-0.10942i,-0.052954-0.090732i,-0.057108-0.082591i,-0.050695-0.057439i,-0.032025-0.021462i,-0.0039472-0.0075671i,0.0067122-0.012875i,-0.007815-0.011233i,-0.026939-0.002176i,-0.031857+0.0026851i,-0.018423-9.2637e-05i,-0.00081479-0.0031586i,0.0054846-0.0044976i,0.0023323-0.010092i,-0.0011257-0.016543i,-0.0010591-0.021014i,0.00057989-0.020742i
-0.0035525+0.014282i,-0.0067239+0.011066i,-0.018197+0.0024914i,-0.030317+0.024201i,-0.022784+0.079819i,-0.020008+0.10789i,-0.035047+0.092646i,-0.043191+0.073606i,-0.037957+0.054848i,-0.027689+0.029857i,-0.02009+0.015347i,-0.016729+0.010141i,-0.014306+0.0048783i,-0.0090214+0.0012298i,0.0013822+0.0019991i,0.011938+0.0064303i,0.011632+0.011146i,0.0048805+0.014723i,-2.3978e-05+0.015907i,-0.0021526+0.017912i,0.0027508+0.02178i,0.0080976+0.018954i,0.0045211+0.0083838i
0.013904-0.0015608i,0.023561-0.0070756i,0.039943-0.020783i,0.058879-0.046034i,0.047463-0.081785i,0.0169-0.089253i,0.0084046-0.023078i,0.036297+0.067426i,0.065646+0.095917i,0.06065+0.066948i,0.039542+0.0321i,0.028592+0.017503i,0.02779+0.0086379i,0.019888-0.0077622i,-0.0029764-0.02319i,-0.032446-0.030044i,-0.049868-0.028792i,-0.047485-0.023757i,-0.034647-0.016962i,-0.019855-0.011954i,-0.0060534-0.013889i,0.0024059-0.016317i,0.004194-0.011522i
0.014621-0.017068i,0.023139-0.02255i,0.04017-0.012812i,0.073718+0.017993i,0.095313+0.050571i,0.084963+0.06411i,0.069444+0.023736i,0.064663-0.038659i,0.070183-0.05592i,0.069194-0.044127i,0.044016-0.030431i,0.016049-0.0097347i,0.0083372+0.0060284i,0.016754+0.0039446i,0.031356-0.0022636i,0.043715-0.0022436i,0.040941+0.0021406i,0.021391+0.0099216i,0.0046299+0.014379i,0.0014742+0.012106i,0.0043083+0.010814i,0.0080617+0.011207i,0.010509+0.009994i
-0.0070081-0.016571i,-0.011867-0.024283i,-0.030549-0.04457i,-0.063483-0.089888i,-0.089198-0.1363i,-0.099873-0.15106i,-0.1031-0.1122i,-0.10119-0.061297i,-0.094071-0.036244i,-0.069352-0.016861i,-0.033833-0.0049186i,-0.010607-0.0076773i,-0.0034472-0.0088972i,-0.0043319+0.0017538i,-0.0071999+0.011654i,-0.0085877+0.0071902i,-0.004801-0.008003i,0.0060445-0.021285i,0.011066-0.025979i,0.0019937-0.024206i,-0.013528-0.017907i,-0.022058-0.0072407i,-0.015177+0.00019154i
-0.0096121-0.0029648i,-0.01035+0.0021507i,-0.00087268+0.015597i,0.017073+0.045732i,0.052779+0.10183i,0.096566+0.13406i,0.082918+0.091411i,0.006121+0.042092i,-0.052162+0.04055i,-0.054716+0.046269i,-0.035131+0.034436i,-0.027296+0.017952i,-0.021778+0.015127i,0.00065204+0.016246i,0.024928+0.0059667i,0.041814-0.0081381i,0.051604-0.013485i,0.045103-0.01227i,0.031899-0.0065113i,0.024401+0.0032346i,0.018921+0.010504i,0.01219+0.012399i,0.0027667+0.0088091i
-0.0095854+0.0045252i,-0.0029414+0.021779i,0.007965+0.044235i,0.0077641+0.041871i,-0.02212-0.01366i,-0.05225-0.065013i,-0.022921-0.051588i,0.040436-0.0091715i,0.062232+0.01935i,0.045279+0.032411i,0.033224+0.021596i,0.026551-0.0040675i,0.01591-0.01867i,-0.0045226-0.016016i,-0.032319+0.0040654i,-0.053502+0.029788i,-0.061327+0.036867i,-0.053188+0.024983i,-0.035345+0.008084i,-0.020937-0.005984i,-0.012462-0.011737i,-0.0084769-0.0091681i,-0.0055969-0.0033438i
0.006448+0.023238i,0.020554+0.040061i,0.060387+0.068781i,0.13428+0.10808i,0.20706+0.13235i,0.20053+0.10406i,0.12254+0.039888i,0.065218-0.021356i,0.052493-0.063835i,0.041738-0.075675i,0.023237-0.056564i,0.016954-0.028636i,0.012525-0.014742i,0.0009979-0.015892i,0.0019032-0.019055i,0.016251-0.014637i,0.025768-0.00054053i,0.023149+0.0173i,0.013587+0.029576i,0.011979+0.029473i,0.017997+0.014941i,0.017972-0.0028936i,0.010751-0.01016i
0.0010302+0.002654i,-0.009695-0.0029103i,-0.043108-0.013609i,-0.10764-0.030157i,-0.2001-0.047483i,-0.23863-0.040353i,-0.17228+0.001019i,-0.08083+0.022816i,-0.039076-0.00374i,-0.033566-0.022483i,-0.018298-0.010172i,0.0051187-0.00065986i,0.010541-0.0012923i,0.0025622+0.004153i,-0.0090624+0.015269i,-0.022284+0.019764i,-0.027508+0.0098725i,-0.024069-0.0058933i,-0.02087-0.010376i,-0.020317-0.0047619i,-0.018783+0.00087875i,-0.01237+0.0025564i,-0.0019606-0.0030005i
0.0088014-0.017372i,-0.011911-0.039996i,-0.054553-0.055888i,-0.069016-0.035754i,0.010822+0.014385i,0.11142+0.048612i,0.1001+0.033841i,0.017022+0.019858i,-0.027794+0.0373i,-0.026499+0.04459i,-0.02166+0.042535i,-0.01318+0.048125i,0.010082+0.043802i,0.034939+0.013352i,0.04218-0.034912i,0.031613-0.077318i,0.020437-0.089716i,0.017307-0.07031i,0.018052-0.041011i,0.015819-0.017437i,0.011118-0.0021804i,0.0047451+0.003428i,-0.00049532+0.0049209i
0.00071034-0.014553i,-0.014853-0.029324i,-0.070941-0.048306i,-0.18218-0.058418i,-0.28154-0.04502i,-0.27265-0.0343i,-0.16786-0.039292i,-0.06308-0.026522i,0.0062062+0.0081567i,0.041105+0.026828i,0.031368+0.01825i,0.0012194+0.0070385i,-0.011272+0.00062906i,-0.006043+0.0052898i,0.0012832+0.02966i,0.0042294+0.052768i,-0.00019779+0.056953i,-0.010961+0.039102i,-0.024098+0.0091005i,-0.030745-0.0079441i,-0.025299-0.0051757i,-0.010899+0.0063769i,-0.00085174+0.010672i
-0.0067748-0.012899i,0.0081039-0.014201i,0.061457-0.027211i,0.15681-0.058232i,0.25152-0.091686i,0.27007-0.095926i,0.18605-0.06727i,0.090672-0.036946i,0.051393-0.030665i,0.031785-0.042156i,0.0058175-0.040448i,-0.011898-0.025306i,-0.019108-0.012018i,-0.020626-0.0051357i,-0.0097722-0.0070462i,0.016894-0.015486i,0.043159-0.01727i,0.050418-0.0045593i,0.043082+0.0085614i,0.031366+0.0064626i,0.017897-0.0021595i,0.0078604-0.00457i,0.0062287+0.001621i
-0.0022815+0.0065737i,0.029948+0.013608i,0.089734+0.011468i,0.1074-0.0063265i,0.0040101-0.0052643i,-0.1232+0.032546i,-0.096612+0.055143i,0.0077816+0.019648i,0.020003-0.022982i,-0.0078606-0.018035i,0.0038513-0.018327i,0.013965-0.040976i,0.00097668-0.035374i,-0.010882+0.0061764i,-0.006149+0.050317i,0.0064302+0.075169i,0.0070994+0.073517i,-0.00023331+0.048083i,-0.004867+0.020363i,-0.0061958+0.0066434i,-0.0022723-0.001065i,0.0021063-0.010439i,0.0005314-0.016781i
0.0048341+0.013999i,0.023198+0.02879i,0.075591+0.033951i,0.17593+0.00085206i,0.2757-0.080375i,0.27979-0.12956i,0.16968-0.093974i,0.043469-0.02698i,-0.013218+0.018491i,-0.014204+0.033868i,0.0060635+0.027538i,0.029782+0.012359i,0.044112-0.0067219i,0.029675-0.03698i,-0.019065-0.063862i,-0.067506-0.069477i,-0.080033-0.061376i,-0.060073-0.046908i,-0.027726-0.027632i,0.0022066-0.012514i,0.013887-0.0066413i,0.0051778-0.0042893i,-0.0043929-0.0034506i
0.0012422+0.0089053i,-0.029494+0.027662i,-0.10274+0.077443i,-0.19669+0.16148i,-0.26066+0.23593i,-0.26556+0.23589i,-0.20688+0.16922i,-0.1198+0.098732i,-0.047375+0.057992i,0.00033456+0.036421i,0.017763+0.025499i,0.015742+0.02215i,0.010401+0.0092007i,0.0091433-0.0098265i,0.013004-0.011302i,0.01517+0.0067675i,0.011091+0.022776i,-0.0013439+0.026982i,-0.017278+0.022542i,-0.022888+0.014679i,-0.016182+0.0091993i,-0.0062238+0.0077236i,-0.0017904+0.0089293i
-0.0074881-0.014094i,-0.043646-0.018043i,-0.096391-0.0061019i,-0.084982+0.0051571i,0.033168-0.043098i,0.14601-0.13319i,0.12515-0.13604i,0.05925-0.047069i,0.037353-0.0031183i,0.0087025-0.0090797i,-0.018637+0.013824i,-0.014347+0.04583i,-0.0011114+0.049455i,0.0073823+0.023292i,0.0057234-0.025278i,-0.0048688-0.071892i,-0.0070306-0.089816i,0.0051644-0.074245i,0.015582-0.044114i,0.012722-0.018562i,0.007811+0.00055573i,0.011287+0.013212i,0.018198+0.013346i
0.0040654-0.027111i,0.0039665-0.045492i,-0.011268-0.048292i,-0.059583+0.023057i,-0.11957+0.16995i,-0.11771+0.25207i,-0.041492+0.14624i,0.0064012-0.01825i,-0.0017018-0.065122i,-0.0070554-0.032824i,-0.0066452-0.017358i,-0.017771-0.012033i,-0.014829+0.016461i,0.024+0.049581i,0.078382+0.0564i,0.1137+0.035929i,0.10878+0.011397i,0.067964-0.0031766i,0.023976-0.0061172i,0.0012226-0.0012891i,-0.0043162-0.00026676i,-0.0025992-0.0047275i,0.0019287-0.0060112i
-0.00059472-0.0031477i,0.039027-0.018473i,0.11018-0.077845i,0.16109-0.19607i,0.15909-0.317i,0.1111-0.34764i,0.043705-0.2482i,-0.00078164-0.11463i,-0.0092321-0.038467i,0.00015563-0.016853i,0.0040523-0.025206i,0.0013337-0.039868i,-0.00085366-0.046165i,-0.014373-0.031152i,-0.039182+0.0061288i,-0.054189+0.042007i,-0.051016+0.054784i,-0.035495+0.043264i,-0.015087+0.021512i,0.000222+0.0046812i,0.0038816-0.0015395i,-0.0032791-0.001211i,-0.011782-0.0033798i
-0.0060061+0.0068962i,0.0073627+0.015547i,0.015175+0.022353i,-0.031093+0.047037i,-0.11239+0.14372i,-0.11666+0.26015i,-0.046169+0.24731i,-0.012407+0.14415i,-0.013423+0.064584i,-0.0045534+0.012292i,0.00071294-0.019065i,-0.0031409-0.030775i,-0.019705-0.034384i,-0.038181-0.018159i,-0.022869+0.017345i,0.021387+0.047399i,0.058559+0.058429i,0.063658+0.04963i,0.037899+0.032794i,0.0088971+0.019665i,-0.0066209+0.0076582i,-0.012882+0.00060937i,-0.010752+0.0038062i
-0.0022082+0.020948i,-0.016074+0.024585i,-0.04269+0.0051149i,-0.0529-0.084379i,-0.034467-0.23571i,-0.031034-0.29632i,-0.014729-0.17872i,0.043785-0.039553i,0.06097+0.0023589i,0.020293+0.015048i,0.0064984+0.03986i,0.02455+0.041998i,0.023428+0.018312i,-0.012825-0.0071496i,-0.066755-0.01495i,-0.1037-0.0077243i,-0.10495-0.0060461i,-0.072061-0.010168i,-0.028435-0.012912i,-0.0019588-0.011848i,0.0098589-0.0048393i,0.018085+0.00081549i,0.017496+0.0015738i
0.0031941-0.0013388i,-0.0073497+0.005247i,-0.014172+0.049646i,0.027925+0.16836i,0.10587+0.30523i,0.13382+0.31849i,0.076702+0.1781i,0.0037135+0.029481i,-0.012066-0.013038i,0.014339+0.0059993i,0.027323+0.015464i,0.029311+0.023446i,0.052424+0.030313i,0.079748+0.0050542i,0.07561-0.049816i,0.040039-0.095702i,-0.00075843-0.10305i,-0.028453-0.076623i,-0.032886-0.042265i,-0.019978-0.020535i,-0.0083569-0.012982i,-0.00010921-0.014015i,0.0075797-0.016939i
0.0082005-0.010528i,0.015108-0.0067246i,0.051878+0.0098069i,0.099113-0.0090841i,0.065674-0.1219i,-0.045777-0.24414i,-0.10694-0.20415i,-0.062403-0.074303i,0.0024625-0.023398i,0.022127-0.025219i,0.016286-0.016978i,0.007128-0.0071127i,0.012019-0.010589i,0.019487-0.025181i,0.0057749-0.024535i,-0.015855+0.00075594i,-0.02535+0.030226i,-0.022108+0.042867i,-0.014263+0.033921i,-0.0077328+0.017265i,-0.0015917+0.0059725i,0.0015444+0.0034528i,-0.00070919+0.0017194i
0.0056072-0.013893i,-0.0025639-0.011389i,-0.018743+0.025659i,-0.019696+0.10957i,0.042231+0.19837i,0.13019+0.21711i,0.13566+0.13306i,0.058632+0.046611i,-0.0018304+0.021525i,-0.019199-0.0006447i,-0.031515-0.025145i,-0.042201-0.024449i,-0.039046+0.0010752i,-0.0086744+0.027201i,0.045416+0.018726i,0.091708-0.019461i,0.10769-0.054702i,0.087115-0.061144i,0.043988-0.033848i,0.012424-0.0038284i,-0.0032629+0.0087866i,-0.01137+0.012637i,-0.00977+0.011153i
-0.013241-0.018585i,-0.036233-0.046528i,-0.11953-0.1327i,-0.26137-0.25611i,-0.35221-0.31255i,-0.2957-0.24192i,-0.14028-0.12626i,-0.020105-0.056432i,0.0016535-0.016086i,-0.010818+0.025797i,0.0010872+0.037587i,0.0052351+0.022682i,-0.020374+0.022467i,-0.040806+0.044927i,-0.029524+0.074152i,0.0021233+0.085191i,0.025875+0.061639i,0.029317+0.019386i,0.021165-0.011892i,0.013254-0.01594i,0.01317-0.0057821i,0.014451+0.0010958i,0.012025+0.0098909i
-0.0064173+0.000905i,0.0083331-0.013495i,0.033278-0.058231i,0.072428-0.067392i,0.14818+0.022846i,0.2081+0.11713i,0.14731+0.10787i,0.019636+0.064987i,-0.022794+0.055994i,0.0086836+0.038124i,0.02174+0.012751i,0.022555-0.0025685i,0.028139-0.012813i,0.027278-0.017631i,0.01473-0.02724i,-0.0132-0.034646i,-0.042161-0.023469i,-0.051806-0.010295i,-0.043079-0.01016i,-0.02779-0.015025i,-0.015171-0.016958i,-0.0087697-0.016635i,-0.0055452-0.014385i
0.004754+0.014057i,0.054679+0.037837i,0.16368+0.070909i,0.24521+0.063583i,0.12367+0.0031049i,-0.094696-0.034428i,-0.13085-0.0063866i,-0.014801+0.0032684i,0.042055-0.035632i,0.023389-0.041287i,0.020629-0.01357i,0.035131+0.00016442i,0.029633-0.017023i,-0.0059352-0.036931i,-0.042265-0.010686i,-0.038362+0.045905i,0.0011647+0.082961i,0.038884+0.084268i,0.046594+0.055497i,0.029528+0.023084i,0.013612+0.0071775i,0.010162+0.00099036i,0.010584-0.004848i
0.00092044+0.021359i,0.014471+0.070311i,0.062007+0.18854i,0.19439+0.29775i,0.34084+0.24632i,0.32781+0.066394i,0.17133-0.053775i,0.046712-0.061701i,0.0039955-0.035486i,-0.017383-0.020205i,-0.034876-0.011083i,-0.03476-0.0086425i,-0.012599-0.014254i,0.012225-0.025388i,0.010681-0.041622i,-0.011289-0.054382i,-0.029978-0.057039i,-0.034695-0.042503i,-0.019561-0.012404i,-0.0024123+0.0071727i,-0.0029147+0.012713i,-0.0084171+0.016334i,-0.010291+0.015422i
-0.0031067-0.011938i,-0.062746-0.023005i,-0.19757-0.040115i,-0.35932-0.051561i,-0.40896-0.040995i,-0.29914-0.018554i,-0.14564-0.017104i,-0.052239-0.033782i,-0.021349-0.026694i,-0.0022006-0.0027521i,0.0099714+0.0029344i,0.0032035+0.0078465i,-0.0028455+0.026606i,-0.00082058+0.038561i,0.0081733+0.038374i,0.019519+0.02031i,0.017568-0.01229i,-0.00067119-0.031997i,-0.015447-0.02793i,-0.010109-0.011886i,0.0043187-0.002253i,0.012174-0.0017473i,0.014829-0.00099899i
-0.00029979-0.029065i,-0.043055-0.076558i,-0.13745-0.14538i,-0.23344-0.15682i,-0.18415-0.074981i,-7.4996e-05-0.00071913i,0.073771+0.018652i,0.013005+0.058431i,-0.0017876+0.081186i,0.017338+0.035069i,0.0010779-0.0025373i,-0.016912-0.0060489i,-0.013922-0.0033511i,0.0063682-0.0042378i,0.018561-0.023115i,-0.003815-0.03366i,-0.040622-0.0070905i,-0.059614+0.026428i,-0.055245+0.035683i,-0.037363+0.019441i,-0.022844-0.0019447i,-0.016874-0.0061366i,-0.0088093+0.0016449i
-0.0062985-0.015205i,0.034503-0.043361i,0.087523-0.086674i,0.089441-0.095606i,-0.0012057-0.010201i,-0.083238+0.1162i,-0.035493+0.12432i,0.038905+0.0172i,0.028327-0.042523i,0.0052243-0.023517i,0.027227-0.0036994i,0.058663-0.003976i,0.054936-0.0079308i,0.021149-0.00024061i,0.0012912+0.019923i,0.02381+0.027427i,0.067775+0.0032082i,0.089193-0.029589i,0.072942-0.039031i,0.04206-0.025642i,0.022688-0.012152i,0.014881-0.013929i,0.0053878-0.02302i
0.0054244+0.015901i,0.0678+0.046807i,0.21024+0.072567i,0.37734+0.036408i,0.40913-0.073373i,0.22997-0.17632i,0.02302-0.14307i,-0.030291-0.034535i,-0.0027717+0.006646i,-9.0547e-05+0.018215i,-0.0056912+0.037994i,-0.0059714+0.034607i,0.0027726+0.0097126i,0.016939-0.019818i,0.016391-0.035522i,0.0071941-0.032438i,0.003241-0.024446i,0.0054892-0.020425i,0.0093257-0.018647i,0.010382-0.010789i,0.0098103+0.0031264i,0.010595+0.012813i,0.010776+0.015064i
0.0082201+0.022737i,0.0057118+0.041804i,0.0075606+0.047968i,-0.0091031-0.001809i,-0.053316-0.074707i,-0.054662-0.069745i,0.00053717-0.030181i,0.029719-0.040629i,0.026685-0.042158i,0.030071-0.025527i,0.022623-0.02238i,0.012457-0.010377i,0.014533+0.0042423i,0.010356+0.013457i,0.0054281+0.0216i,0.0038147+0.0098049i,-0.0085228-0.018134i,-0.027503-0.035756i,-0.040034-0.030025i,-0.032794-0.0097296i,-0.013021+0.0007333i,-0.0063815+0.00034013i,-0.0080332+0.0037015i
-0.0072233+0.013235i,-0.051909+0.031134i,-0.14016+0.088821i,-0.20838+0.15679i,-0.18833+0.14405i,-0.1145+0.069049i,-0.054454+0.039645i,-0.0071382+0.060771i,0.018843+0.053605i,0.006358+0.021195i,-0.016518+0.0087487i,-0.040596+0.016463i,-0.048732+0.033023i,-0.024261+0.027281i,-0.0043592-0.0040293i,-0.0031503-0.0040901i,0.0071538+0.04075i,0.022082+0.082576i,0.018848+0.080861i,-0.002747+0.044233i,-0.02275+0.016684i,-0.019428+0.011633i,0.002006+0.009647i
-0.012349-0.028378i,-0.052843-0.046766i,-0.12767-0.049156i,-0.161+0.024945i,-0.071152+0.1447i,0.055936+0.14988i,0.071895+0.026929i,-0.01086-0.054468i,-0.060305-0.028383i,-0.034823+0.0073994i,0.0079373-0.01144i,0.032301-0.045759i,0.030807-0.046912i,0.012827-0.011102i,0.011612+0.030032i,0.026442+0.038279i,0.030502+0.010417i,0.025027-0.023658i,0.020824-0.036054i,0.016889-0.027377i,0.011672-0.017195i,0.0027844-0.015629i,-0.011508-0.011793i
0.0039198-0.027782i,0.015154-0.055209i,0.066473-0.083584i,0.15535-0.11228i,0.18449-0.13426i,0.087617-0.10404i,-0.025918-0.0047113i,-0.027342+0.078928i,0.020338+0.074385i,0.035867+0.045297i,0.037626+0.039441i,0.029278+0.029667i,0.013335+0.008837i,0.0098631-0.016584i,0.0022347-0.029809i,-0.0072135-0.023936i,-0.0053553-0.01624i,-0.001783-0.015071i,0.0020333-0.020864i,0.0097573-0.024807i,0.019386-0.019973i,0.026127-0.016108i,0.021794-0.019159i
0.010089-0.0032719i,0.054499-0.039195i,0.10252-0.14265i,0.083285-0.27857i,0.017752-0.32076i,0.017114-0.24799i,0.069403-0.17172i,0.078949-0.13105i,0.047886-0.10043i,0.0087124-0.076136i,-0.01719-0.047423i,-0.0096342-0.026906i,-0.0020158-0.031467i,-0.019314-0.018717i,-0.028037+0.016915i,-0.032255+0.032593i,-0.055984+0.029251i,-0.076931+0.029888i,-0.064702+0.034635i,-0.028842+0.028609i,-0.0048426+0.01692i,0.0010579+0.018394i,0.0074381+0.026384i
0.00010342+0.031665i,0.042768+0.097084i,0.10535+0.19287i,0.11543+0.2814i,0.036839+0.3274i,-0.030958+0.32068i,0.0049352+0.23654i,0.054113+0.093268i,0.03446+0.0064603i,0.001093+0.0070482i,-0.0097573+0.031246i,-0.0070899+0.051613i,0.0075316+0.056037i,0.012579+0.023372i,-0.012976-0.021875i,-0.031562-0.03559i,-0.0052961-0.02717i,0.033597-0.014539i,0.040781+0.00088438i,0.01772+0.010136i,-0.0068082+0.011904i,-0.013969+0.0085726i,-0.0066328-0.0023881i
-0.016406+0.014193i,-0.065278+0.056318i,-0.12871+0.13029i,-0.14306+0.18952i,-0.084285+0.15285i,-0.020815+0.013749i,-0.052926-0.093185i,-0.12029-0.064709i,-0.099374+0.013219i,-0.035062+0.030315i,-0.013463-0.0045179i,-0.019169-0.033209i,-0.014515-0.030436i,0.0067239-0.0099704i,0.032987+0.0012286i,0.043633-0.0051366i,0.030509-0.016127i,0.011357-0.028757i,0.0001356-0.034113i,-0.0028372-0.020371i,0.00092076-0.003217i,0.0040411+0.0042035i,0.00298+0.0068032i
-0.0028352-0.0083239i,-0.03619-0.020559i,-0.077918-0.0012465i,-0.04429+0.035861i,0.059244+0.029709i,0.086925+0.027038i,0.056691+0.076884i,0.075426+0.095641i,0.084572+0.045407i,0.066811-0.001156i,0.065198-0.013989i,0.061967-0.0092104i,0.058795-0.0046639i,0.054822-0.022569i,0.032719-0.04319i,0.01313-0.045958i,0.0051756-0.047567i,-0.011039-0.044965i,-0.029222-0.029412i,-0.026641-0.020173i,-0.012144-0.025393i,-0.0084808-0.032886i,-0.014698-0.025847i
0.011458-0.023658i,0.0024199-0.10823i,-0.066837-0.27507i,-0.20124-0.42773i,-0.28998-0.4308i,-0.23912-0.33049i,-0.12539-0.239i,-0.056483-0.16572i,-0.031322-0.098476i,-0.032796-0.04553i,-0.035009-0.0089387i,-0.022947+0.00050037i,-0.025961-0.0029263i,-0.028675+0.016725i,0.0020295+0.043732i,0.036745+0.047141i,0.044358+0.04375i,0.03509+0.049922i,0.024823+0.052366i,0.021048+0.0428i,0.025009+0.02954i,0.031931+0.018042i,0.034706+0.0045457i
0.028679-0.0077202i,0.10677+0.0081495i,0.25713+0.03779i,0.37741+0.10639i,0.36506+0.23493i,0.2981+0.31676i,0.2445+0.24211i,0.15006+0.095657i,0.04792+0.021711i,0.013912+0.020267i,0.017844+0.024709i,0.025381+0.026195i,0.036264+0.020598i,0.028731+0.0020755i,-0.0013764-0.010917i,-0.01849-0.015008i,-0.011768-0.027634i,0.0010586-0.043602i,0.0046311-0.040684i,-0.0049491-0.019487i,-0.016164+0.0014064i,-0.02136+0.012785i,-0.018221+0.016765i
-0.0039601+0.0036166i,-0.02682+0.033786i,-0.06253+0.086646i,-0.11342+0.10505i,-0.17242+0.032191i,-0.2378-0.056905i,-0.26278-0.048964i,-0.17526+0.02206i,-0.040158+0.04369i,0.012466+0.019027i,-0.010575+0.01384i,-0.033154+0.021355i,-0.031481+0.029258i,-0.0083885+0.031702i,0.01652+0.013341i,0.024544-0.0072048i,0.028661-0.012551i,0.030898-0.021992i,0.021481-0.039569i,0.012445-0.040697i,0.017409-0.022149i,0.027386-0.0068515i,0.025707-0.003115i
0.0016114+0.0038467i,0.017357+0.018151i,0.053647+0.04236i,0.12304+0.025652i,0.1857-0.070924i,0.17875-0.1402i,0.13235-0.10499i,0.093598-0.048073i,0.047359-0.024229i,0.013117-0.01946i,0.0085283-0.031191i,0.008295-0.037673i,0.01666-0.037974i,0.020516-0.047968i,0.0052251-0.041677i,-0.0063095-0.010255i,-0.0095207+0.025275i,-0.013024+0.04848i,-0.013812+0.044077i,-0.021625+0.016124i,-0.039666-0.0033156i,-0.04518+0.0019283i,-0.027765+0.016062i
-0.010035-0.0045058i,-0.061524-0.025108i,-0.20757-0.090961i,-0.40068-0.13941i,-0.47369-0.10971i,-0.37429-0.057132i,-0.22501-0.045546i,-0.12009-0.039189i,-0.054092-0.01046i,-0.010983+0.021676i,0.019868+0.035357i,0.033722+0.029221i,0.0173+0.029888i,0.0015373+0.050077i,0.012061+0.067326i,0.024016+0.060571i,0.025825+0.042162i,0.03446+0.02937i,0.047084+0.018074i,0.051322+0.00072124i,0.047567-0.018707i,0.036872-0.034425i,0.013997-0.042981i
0.00105-0.0079348i,0.045263-0.010142i,0.20179-0.0091339i,0.45504+0.0047832i,0.62694+0.037366i,0.59986+0.038761i,0.43798+0.0068201i,0.24453+0.0024957i,0.099318+0.036177i,0.041453+0.049893i,0.025915+0.026422i,0.011917-0.0017925i,-0.0035832-0.02057i,-0.021594-0.023751i,-0.033436-0.011623i,-0.034749+0.00050468i,-0.037697+0.0083836i,-0.041819+0.019541i,-0.032413+0.032398i,-0.012873+0.042615i,0.00081211+0.044515i,0.0069683+0.039037i,0.017318+0.026928i
-0.010912-0.031861i,-0.079577-0.044813i,-0.20582+0.0067277i,-0.31367+0.12508i,-0.33557+0.19609i,-0.2966+0.1995i,-0.2385+0.17053i,-0.14388+0.085283i,-0.059577-0.022369i,-0.037356-0.054493i,-0.018245-0.019411i,0.015122+0.0093863i,0.038768+0.022185i,0.046376+0.01946i,0.028271+0.00551i,0.0050877-0.0055429i,-0.0092085-0.02906i,-0.03318-0.058987i,-0.058-0.058982i,-0.050216-0.036341i,-0.022144-0.025628i,-0.0063419-0.024614i,-0.0028401-0.012907i
0.028486-0.029384i,0.09951-0.071985i,0.18086-0.14976i,0.20306-0.22873i,0.14372-0.27103i,0.046781-0.27983i,-0.021362-0.23354i,-0.035187-0.12176i,-0.012051-0.016062i,0.015003+0.016399i,0.0063171+0.0041792i,-0.018293-0.00079254i,-0.021464-0.011793i,-0.018826-0.037584i,-0.017645-0.051278i,-0.00038916-0.044551i,0.028256-0.028752i,0.042883-0.0090628i,0.034074+0.011628i,0.010044+0.025719i,-0.0088081+0.038928i,-0.006212+0.050621i,0.0055915+0.043995i
-0.00081431+0.035443i,-0.009722+0.10665i,-0.0746+0.19711i,-0.20711+0.28055i,-0.26406+0.33874i,-0.13455+0.31996i,0.016263+0.21044i,0.045073+0.11816i,0.043613+0.079604i,0.057669+0.038346i,0.06295+0.0010328i,0.068519-0.027449i,0.060655-0.048631i,0.043793-0.041338i,0.037823-0.020907i,0.029576-0.015381i,0.007218-0.03075i,-0.019437-0.048479i,-0.032501-0.046198i,-0.024339-0.034657i,-0.01232-0.031373i,-0.01504-0.029615i,-0.02631-0.020871i
-0.030164+0.015076i,-0.013175+0.045215i,0.12206+0.024094i,0.35799-0.11503i,0.4748-0.26348i,0.37862-0.27632i,0.26064-0.19889i,0.20893-0.14181i,0.14697-0.10178i,0.07798-0.046282i,0.034477-0.0074214i,0.0053118+0.010118i,-0.0027753+0.025452i,0.011587+0.025671i,0.011412+0.0012608i,-0.012826-0.019772i,-0.022554-0.011387i,-0.0026258+0.010121i,0.020626+0.021618i,0.034749+0.022575i,0.042765+0.014913i,0.044616+0.0020882i,0.043096-0.012397i
