0.00026019+0.00026246i,0.00035825-0.0018429i,0.00051676-0.002881i,-0.00036579-0.0020189i,-0.0014968-5.8389e-05i,-0.0024075+0.001069i,-0.0020934+0.00094856i,-0.0011995+0.001082i,9.1619e-05+0.0011647i,0.0011948-0.00032862i,0.00136-0.0012105i,0.00026999-0.0010302i,-0.00028221-0.00025612i,-0.00043751-0.00030175i,-0.00036329-0.0010497i,-0.00017642-0.00056986i,-1.4108e-05+1.4002e-05i,8.3574e-05+0.00051165i,0.00035162+0.00094575i,0.00052909+0.0002445i,0.00056652-0.00079162i,0.00061128-0.00027733i,0.000238+0.00019381i
-0.0027521+9.0314e-05i,-0.002597-6.6429e-05i,-0.0027182+0.00075232i,-0.001205+0.0017333i,0.00018937+0.0014697i,0.00057287+0.00030137i,-0.00011595-0.00074908i,-0.0012249-0.0012287i,-0.00059641-0.0010303i,0.00079037-0.00057852i,0.00096475-0.0010162i,-9.3122e-05-0.001141i,-0.00061654-0.00089944i,-0.00055393-0.0015309i,-0.0002215-0.0016127i,-0.00022936-0.00078384i,-0.0005522-0.00083436i,-3.0387e-05-0.0012799i,0.00075237-0.00042545i,0.00071953+0.00058783i,0.00011002+0.00070291i,0.00035781-0.00066407i,0.00084689-0.0015046i
-0.0024298-0.00041121i,-0.0023903-0.00088763i,-0.0029927-0.00079869i,-0.0025904-0.00010367i,-0.0016977+0.00059822i,-0.0013504+0.00035814i,-0.0012107-0.00031973i,-0.00099679-0.00022309i,-0.0013375-9.844e-05i,-0.00097626-0.0010503i,-0.00021001-0.0016295i,-0.0004173-0.0016487i,-0.0012953-0.0010622i,-0.0016353-5.861e-05i,-0.0011756+0.00020216i,-0.00070887-4.4005e-05i,-0.0010714-0.00017241i,-0.001261-8.9651e-05i,-0.00081593+5.41e-05i,-0.00051425+0.00017359i,-0.00042398+0.00052361i,-0.00030964+0.00085351i,0.00017982+0.00036523i
0.0013936+0.0011571i,0.00067752+0.0012434i,0.00047142-0.00045423i,0.00045877-0.0020792i,0.00036105-0.0020526i,0.00072712-0.001373i,0.00033317-0.00038237i,-0.00064323-9.0274e-05i,-0.00052324-0.00093144i,0.00030353-0.0011539i,5.7607e-05-0.00056748i,-0.00050868+0.00023758i,-0.00038475+0.00035496i,-0.00029129-0.00064074i,-0.00058537-0.00069134i,-0.0003469+0.00030835i,-0.00022998+0.00031185i,-0.00034636-0.00011477i,-4.7657e-05+8.5998e-05i,0.00034116+0.00051752i,0.00056182+0.00047533i,0.00051024+0.00040241i,-8.4672e-05+0.00025952i
-0.0027727+0.00036399i,-0.0024619+0.0021558i,-0.0013714+0.0037281i,-5.3937e-05+0.0035188i,0.00056582+0.0016565i,0.00079373+0.00055066i,0.00063256-0.00030099i,-0.00059047-0.00042853i,-0.0014829+0.00041706i,-0.00076096+0.00073083i,0.00012294-0.00044762i,1.193e-05-0.0014055i,7.1372e-05-0.0013539i,-0.00036172-0.0011294i,-0.0006879-0.0014111i,-0.00029776-0.0010336i,-6.2393e-05-0.0001945i,-0.00052431+0.00031012i,-0.00084495+0.00034512i,-0.00013195+0.0007552i,-0.00015479+3.3894e-05i,-0.00013625-0.0012927i,0.00038777-0.00073064i
-0.0010541-0.0019297i,-0.0017292-0.002518i,-0.0037036-0.0021986i,-0.0046302-0.00098266i,-0.0030891+0.00033035i,-0.0013588+0.0012314i,-0.00010289+0.00076712i,-0.00043939-0.00072487i,-0.00090958-0.0013215i,-0.00094402-0.00075488i,-0.00056779-1.6922e-05i,0.00041978+5.3672e-06i,0.0014992-0.00080317i,0.0016865-0.0011338i,0.00061903-3.5285e-05i,0.00019465+0.00037608i,0.00022+0.00067952i,-0.00051451+0.0012578i,-0.00075374+0.0013025i,-0.00047425+0.0017095i,-0.00055501+0.00074475i,-0.00046653-0.00052255i,-0.00029693-0.00085154i
0.0003921-0.0012208i,0.00031791-0.00096876i,-0.00079383-0.0011776i,-0.0015097-0.00063818i,-0.0011667-0.00037363i,-0.00071868+0.00011964i,-0.00078618+7.6703e-05i,-0.00086486-0.00087715i,-4.1708e-05-0.0020363i,0.00069994-0.0017122i,-2.9838e-05-0.001091i,-0.00054466-0.00081901i,-0.00089659-0.0005082i,-0.0014338-0.00049655i,-0.00058374-0.0013093i,0.00024668-0.0016502i,-0.00055379-0.00088691i,-0.0013354-0.00074302i,-0.0012972-0.0010115i,-0.00079905-0.00098313i,-0.00029121-0.0010289i,0.00037016-0.00088849i,0.0006667-0.0012099i
0.0012059+0.0020151i,0.0025152+0.00081485i,0.003421-0.00010659i,0.002872-0.00069491i,0.0020518-0.0014361i,0.00088789-0.0015328i,3.21e-05-0.001646i,-0.00017715-0.0016661i,-0.00075374-0.0013772i,-0.00067535-0.0018348i,0.00046259-0.0015725i,1.7095e-05-0.00078952i,-0.0013053-0.0013492i,-0.00074399-0.0011368i,-0.00013839+0.00013863i,-0.00034556+0.00037702i,-0.00086004+0.00044866i,-0.0012308+0.00062283i,-0.00079964+0.0003929i,-0.00043406+0.00013679i,-0.00034854-0.00014982i,0.00017945-0.00056804i,0.00049106-0.00075575i
-0.00060552-0.0011555i,-0.00026066-0.00051772i,-0.00085291-0.00041095i,-0.0013173+0.00047153i,-0.0017846+0.0014913i,-0.0017364+0.0014305i,-0.00099495+0.0008566i,-0.00095523+0.0006466i,-0.00042991+0.0001851i,-0.00028365-0.00017887i,-0.00041502-0.0005435i,0.00035245-0.0010125i,0.00021228-0.001588i,-0.00061512-0.0015565i,-0.00054419-0.00074649i,0.00028275-0.0003183i,-0.00019515+0.00011384i,-0.00027206+0.00092065i,-0.00048232+0.0011636i,-0.0010207+0.00077505i,-0.0010016+0.00043211i,-0.0008-0.00074058i,-0.00019759-0.00060769i
-0.00046428-0.00064793i,-0.0010844-0.00073116i,-0.0025272-0.0016342i,-0.0025251-0.0012993i,-0.0010565-0.00037197i,-0.000325+0.00015914i,-0.00059308+7.5322e-05i,-0.001039-0.00047256i,-0.0009936-0.0010807i,-0.00044428-0.00096855i,5.1634e-05-0.00089087i,0.00030646-0.00031462i,0.00025733-0.00013136i,-0.00019519-0.0010533i,-0.00042779-0.00097101i,-0.00074027-0.00035198i,-0.0011949-0.00050709i,-0.00095188+3.8902e-05i,-0.00077072+0.00033804i,-0.00023666-6.0193e-05i,0.0003034-0.00043251i,0.00056405-0.00060667i,0.0002901-0.00035282i
0.001026+9.2126e-05i,0.0014896-0.00038078i,0.00069752-0.0008145i,-0.00068958-0.00094569i,-0.0015804-0.00049472i,-0.0013438+0.00031763i,-0.0012526-0.00014154i,-0.0012482-0.0009144i,-0.0008238-0.00071127i,-0.00066351-0.0005764i,-0.0010945-0.00051042i,-0.00065885-0.00039345i,-0.00012619+8.9025e-06i,0.00018864+0.00029158i,0.00021255+0.00045586i,-0.00021038+0.00034188i,-0.00023086-0.00067778i,7.8465e-05-0.0010241i,0.00020164-0.00013292i,-0.00019341+0.00043411i,-5.8348e-05+0.0001026i,0.0004054-4.194e-05i,0.00022637+0.00024315i
0.00054722-0.00031374i,-0.00016919-0.00036278i,-0.00011149-0.00033188i,-0.00017178-0.0011902i,-0.0011781-0.0020446i,-0.0018668-0.0015918i,-0.0012462-0.0011904i,-0.00077414-0.0011688i,-0.00081939-0.0010563i,-0.00095532-0.00087232i,-0.00083205-0.0012833i,-0.00078583-0.0011166i,-0.0011332-0.00071736i,-0.0009707-0.00017379i,-0.00022067+0.00052064i,-8.6459e-06+2.3139e-05i,-0.00039414-0.00027509i,-0.00055271-4.7422e-05i,-0.0004567+0.0003672i,0.000469+0.00097167i,0.00060206+0.00073816i,-0.00018587+5.3373e-05i,-0.00033181-5.9494e-05i
-0.0020039-0.0011646i,-0.0021389-0.00039492i,-0.0022826+0.00032697i,-0.0014741+0.0012018i,-0.00073924+0.0011458i,7.4736e-06+0.00055936i,-0.00013112+0.00055244i,-0.00107+0.00085102i,-0.0015048+0.00048338i,-0.000873-0.00029239i,-0.0002956-0.00060291i,0.00026097-0.0010068i,0.000311-0.0011768i,-0.00042823-0.001259i,-0.0003454-0.0011121i,0.00020519-0.00052478i,-8.6717e-05-0.00020807i,-0.00028377-9.9462e-05i,-0.00043978-0.00022064i,-0.00011509-0.00017704i,0.00042276-4.763e-05i,0.000464+0.00051771i,0.00045512+0.00067785i
-5.4777e-05+0.0021884i,0.0001697+0.0022816i,-3.4773e-05+0.0015582i,-0.0010101+0.0011174i,-0.00077998+0.00033202i,-0.00066921-0.000344i,-0.0011706-0.00023278i,-0.00070553-0.00032056i,-3.461e-05-0.0010698i,0.00048458-0.0013138i,-0.0004207-0.0010802i,-0.0010476-0.00097987i,-0.00082349-0.00067278i,-0.00084002-0.00042657i,-0.00047372-0.0004661i,7.9236e-05-0.00015588i,-0.00039756+0.00044666i,-0.00051763+0.00026616i,0.00027439-2.3775e-05i,0.00046844+3.9263e-05i,0.00027989-0.00026177i,-7.2004e-05-0.00032146i,-0.00056017-0.00076876i
-0.0021041-0.0012234i,-0.0015776-0.00052536i,-0.0029812-0.00025131i,-0.0015894+6.413e-05i,4.843e-05+0.00036696i,0.00023597+1.8212e-06i,0.00077858-0.00054852i,0.0012556-0.0012045i,0.00058881-0.0011743i,-0.00017985-6.1479e-05i,-0.00068053-1.658e-05i,-0.00024141-0.00085745i,0.0001462-0.0009888i,0.0001888-0.0011714i,0.0002414-0.0010113i,-7.5994e-05-0.00081141i,3.8662e-06-0.00096336i,0.00032077-0.00085929i,0.00010473-0.00046458i,7.0646e-05+0.00020259i,-0.00025119+0.00059742i,-0.00082002+0.00049976i,-0.00065032-0.00023151i
0.00083112+0.00081187i,0.00036364+0.0011337i,0.00074309+0.00082334i,0.00056606-0.00051396i,5.0627e-05-0.00090827i,-0.00086498-4.2584e-05i,-0.00049712+0.00049488i,0.00039425+0.00033425i,0.00081279-0.00018004i,0.00085005-0.00042009i,0.00027989-7.8801e-05i,-2.218e-05-0.00025427i,-0.00013502-0.0012633i,-0.00031049-0.00076508i,-0.00055304+0.00037141i,-0.00026283+9.8301e-05i,-0.00040616+0.00012317i,-0.00070257+0.00036409i,-0.00064459-2.9634e-05i,-0.0010429-5.2554e-05i,-0.00083405-0.00023022i,6.7185e-06+0.00021396i,0.00018913+0.0010252i
0.0015519+0.00027749i,0.002324+0.0012346i,0.0019731+0.0011382i,0.0013379+0.00011616i,-0.00010922-0.0010985i,-0.001881-0.001298i,-0.0021572-0.00093602i,-0.0018868-0.00085394i,-0.0012935-0.0010368i,-0.0005142-0.00084433i,-0.000978-0.00042974i,-0.0011332-0.00053651i,-8.7886e-05-0.00092311i,0.00025346-0.0014694i,4.4882e-05-0.00083439i,-0.00044623-5.1096e-06i,-0.0010852+0.00019892i,-0.00091454-0.00017639i,-0.00040189-5.7747e-05i,-0.00065433+0.00026058i,-0.00058077-0.00049987i,-0.00016522-0.0013617i,-0.00030652-0.0011035i
0.00078719-0.0027935i,8.456e-05-0.0021692i,-0.001962-0.0021598i,-0.0026892-0.0020933i,-0.0018281-0.0011675i,-0.0010873-1.7478e-05i,-0.00063251+0.00066236i,-0.00071969-4.9515e-05i,-0.0008092-0.00063275i,-2.8225e-05-0.0009891i,0.0006027-0.00058023i,0.00084693+0.00020809i,0.00044272-0.00013518i,-0.00025949-0.00095631i,-0.0002088-0.0014429i,-0.00026536-0.0018384i,-0.00059374-0.0018153i,-0.0002554-0.0010041i,-0.00010049+1.6451e-05i,-0.00037116+0.00076026i,-0.00061685+0.00018568i,-0.0011529-0.00070614i,-0.00026166-0.0012373i
-0.0020302-0.0033188i,-0.00097298-0.0031741i,-0.0011432-0.0030536i,-0.0013505-0.001897i,-0.0011869-0.00075175i,-0.0012063+0.000329i,-0.0017274+0.00082529i,-0.002136-0.00021066i,-0.0013991-0.0010001i,-0.00051968-0.00080715i,-0.00057662-0.00010679i,-0.00030306+5.2146e-05i,0.00070129-0.00013812i,0.00085175-0.00057322i,7.5727e-06-0.00080791i,-0.00079542-0.00081818i,-0.0011537-0.00061012i,-0.0018934-0.00016247i,-0.0018002-0.00017172i,-0.00057163-0.00044594i,-0.00056581-0.0010043i,-0.00056104-0.0011565i,0.00033174-0.0002835i
-0.00089624+0.0019655i,0.00020562+0.0019737i,0.00013533+0.0021453i,-8.6777e-05+0.00093348i,0.00070508-0.00093415i,0.00035661-0.0016056i,-0.00056295-0.0011122i,-0.00076109-0.00094568i,-0.00063897-0.00058939i,-5.9626e-06-0.00044259i,0.00062862-0.0009622i,0.00044929-0.0013811i,-0.00010202-0.001822i,-0.00012214-0.0018493i,0.0002547-0.0014978i,0.00045574-0.00091138i,-0.00046189-0.00041392i,-0.0012107+8.7234e-05i,-0.0011191+0.00031592i,-0.00055328+0.00095894i,-6.7327e-05+0.001107i,4.8752e-05+0.0010079i,0.00069895+0.00059084i
-0.00045827-0.00028155i,-0.00079099-0.00041435i,-0.00085127-0.001073i,-0.0010285-0.0013827i,-0.0013341-0.00074443i,-0.0012145+0.00045518i,-0.00071444+5.4167e-05i,-0.00016267-0.00058989i,-0.0004279-0.00058222i,-0.00083067-0.0011463i,-0.00040799-0.0010559i,0.00022525-0.0001044i,-2.4652e-05-0.00046831i,8.0502e-05-0.0009487i,0.00089524-0.00029688i,0.00067878+1.2582e-07i,0.00023001-0.00043513i,0.0001786-0.00072988i,0.00033426-0.00032544i,-1.5438e-05-8.5371e-05i,0.00051226-0.00067896i,0.00050493-0.00049334i,-0.00026306-0.00013241i
-0.00031428+1.0666e-05i,-0.00077338-7.7429e-05i,-0.00075054-0.00011064i,0.00018431+0.00023037i,0.00035784+0.00037391i,0.00011768+0.00045572i,-0.0011361+0.00083012i,-0.0024334+0.00045064i,-0.0012608+4.4955e-05i,0.00047761-0.00020501i,0.00070736-0.00076022i,0.00059489-0.0011528i,0.00082121-0.00039406i,0.00088636+0.00020269i,0.00052168-0.00052344i,1.6917e-06-7.2681e-05i,-0.00068074+0.00018227i,-0.00033366+0.00028949i,-0.00017274+6.2999e-05i,-8.4665e-05-0.00032606i,0.00057756-0.00043897i,0.00033743-0.00069168i,-0.000552-0.00066914i
-0.00043242-0.0011136i,-0.0009098-0.0010369i,-0.0014445-0.0013674i,-0.0013746-0.00022445i,-0.0016129-6.6405e-05i,-0.0010884-0.00032726i,-0.00026976-0.00039102i,0.00044168-8.8121e-05i,0.0004899+7.462e-05i,0.00015608-0.00012779i,0.00078477-0.00050207i,0.00095617-0.00054205i,-5.1424e-05-0.00085348i,-2.4881e-05-0.0014039i,0.00034296-0.0011298i,0.00018927-0.00081066i,8.9829e-05-0.0006287i,-5.2641e-05-0.00077003i,-0.00050842-0.00094751i,-0.00086808-0.00015957i,-0.00043137+0.00026849i,3.6291e-05-0.00016614i,-0.0001513-0.00012222i
-0.0032349-0.00092165i,-0.0041921-0.00074294i,-0.0036659+0.00016943i,-0.0016346+2.7654e-05i,0.00088979+0.0002636i,0.0005709+0.00064262i,-0.00046792-0.00032456i,-0.0010932-0.00081157i,-0.0013671-0.0010196i,-0.0010142-0.001368i,-0.00040858-0.0011602i,0.00012823-0.0017066i,-9.2524e-05-0.0018609i,-0.00049971-0.0010842i,-0.00047139-0.00086161i,-0.00014015-0.0013936i,0.00031796-0.0013976i,-0.00018184-0.00051065i,-0.00026957-0.00028193i,-0.00010112-0.00056267i,-9.0017e-05-0.00094451i,2.1073e-05-0.00098415i,0.0001615-0.00096779i
-0.00071223+0.00069726i,-0.00054215+0.00048182i,0.00027126+0.00037375i,0.0010355-0.00041149i,0.00050362-0.0009868i,-0.00034961-0.0016761i,-0.00037865-0.0013772i,-0.00019892-0.00091895i,6.9706e-05-0.00047409i,0.00013313-0.00037208i,-0.00018336-0.00036079i,-0.0003967-0.0002602i,-0.0004592-0.00058792i,-0.00085687-0.00074237i,-0.00033592-0.00048387i,0.00013962+0.00028169i,-0.00036393+0.00098375i,-0.00070804+0.0011916i,-0.00052444+0.00089328i,-1.5114e-05+0.00071595i,0.00037403+0.00046209i,0.00021618-0.0001498i,9.383e-05-0.00088303i
0.00053364+0.00027201i,0.0016445+0.00046868i,0.00072637+0.00094467i,-0.00058225+0.00066764i,-0.00082951+0.00038925i,-0.0014881+0.00084673i,-0.0010355+0.0012156i,0.00025318+0.00075858i,0.00015101+0.00010389i,-0.00046112-0.00033363i,-0.00045522-0.00071204i,-0.00041041-0.00075478i,9.2648e-05-0.00037355i,-0.00012647+6.4783e-05i,-0.00042069-0.00015495i,-3.6468e-05-0.00014574i,-0.00049553+0.00016839i,-0.00095393+0.00012721i,-0.00045394+0.00046137i,1.2446e-07+0.00071788i,0.00068744+0.000198i,0.00074707-0.0003738i,0.00039133-0.00058779i
-0.0047625-0.0023146i,-0.0049197-0.0019427i,-0.0060813-0.00086253i,-0.0052962+0.00085219i,-0.0028899+0.0025088i,-0.0008845+0.0021155i,8.2153e-05+0.00029703i,0.00019806-0.00050572i,-0.00048682-0.00028599i,-0.00046838-2.5281e-05i,0.0007185+6.6582e-06i,0.001554+3.6846e-05i,0.0014087-0.00018827i,0.00033068-0.0013424i,-0.00038885-0.0019214i,-0.00040533-0.00092258i,-0.00053517-0.00041857i,-0.00078054-0.00045965i,-0.0005802+0.0001465i,-0.00071711+0.00061341i,-0.00056047-0.00019806i,5.0005e-05-0.0011233i,0.00019253-0.0013495i
-0.0010706-0.00081261i,-0.0012114-0.00049458i,-0.0002992-0.0012123i,0.00014509-0.00097315i,0.00032363+0.00048612i,0.00019298+0.00057239i,-0.00011572+9.6415e-05i,0.00080612+0.00037768i,0.000432-1.5257e-05i,-0.0012575-0.00020587i,-0.0011813-0.00038376i,-0.00023709-0.0016439i,-0.00046015-0.0021605i,-0.00028681-0.001548i,0.00078511-0.00080238i,0.00072428-0.00070546i,3.1501e-05-0.00092689i,-0.00016399-0.0011161i,-5.3508e-05-0.00035445i,1.307e-05+0.00020193i,-0.00084498-6.2628e-05i,-0.0014682-2.546e-05i,-0.00092357-0.0001652i
-0.0012016+0.001617i,-0.00017304+0.0020268i,0.00052113+0.002608i,0.00096129+0.0018185i,0.00089546+0.00014058i,0.00056799-0.0011583i,0.00011096-0.00081911i,-0.00039321-0.00044703i,-0.00097197-0.00095239i,-0.0012309-0.0012396i,-0.0004682-0.0015073i,-7.8316e-05-0.0021627i,-0.00049601-0.0023079i,-0.00039099-0.0015893i,-6.7834e-05+0.00013629i,0.00019277+0.0011508i,-0.00023618+0.00092065i,-0.00097757+0.00021594i,-0.00077288-0.00019099i,-4.1934e-06-0.00018175i,-5.865e-06-0.00021955i,-0.00014707-0.00011256i,-0.00013429-0.00045251i
-0.0011235-0.00074331i,-0.0017907-0.00070015i,-0.0021888+0.000313i,-0.0023502+0.00099657i,-0.0013863+0.00033607i,-0.0010164+0.00025879i,-0.001474+0.0003979i,-0.0011253-3.8783e-05i,0.00032654-0.00038306i,0.00055283-0.0010485i,-6.2662e-05-0.00096067i,0.00037696-0.00045664i,0.0011217-0.0012013i,0.00075737-0.0016022i,-0.00087041-0.00091899i,-0.0010917-0.00017683i,-0.000884-0.00011099i,-0.0012708-0.00039313i,-0.00062531+0.00023894i,-0.0003675+0.00034589i,-0.00088529+0.00025875i,-0.00045535+0.00024949i,0.00017478-0.00029771i
0.001463+0.0016415i,-7.9929e-05+0.001315i,-0.00012376+0.00034903i,0.00033985-0.00012372i,0.00065407-0.00038193i,-0.0004984-0.00016145i,-0.001202-0.00011238i,-0.00029625-0.00012327i,-9.5665e-05-0.00050282i,6.7541e-05-0.00098354i,0.0003178-0.0010532i,-0.00058024-0.001482i,-0.00085442-0.0011787i,-0.00080535+0.00012273i,-0.00099163+0.00030573i,-0.00067727-5.2108e-05i,-0.00029419+0.00022569i,-0.00060595+0.00049789i,-0.00014181+0.00041911i,3.9895e-05+0.0001517i,-0.00030995+0.00050002i,-0.00013927-0.00026646i,0.0003009-0.0011498i
0.00066392-0.00041553i,0.00048725-0.0015336i,-0.00041655-0.0010057i,-0.0009443+4.2755e-05i,-0.0012828+0.00066277i,-0.0016333+0.00035055i,-0.0012077+0.00030075i,-0.00089873+0.0004207i,-0.00092394+0.0005191i,-0.0010954+0.00012386i,-0.00080836-8.2708e-05i,-0.00020999+0.00037079i,-0.00027884+0.00023714i,-0.00076402-9.5211e-06i,-0.00021429-0.00058259i,0.00014392-0.0011892i,-0.00038084-0.00091724i,-0.00079877-6.1753e-05i,-0.0009964+0.00018579i,-0.00041811+0.00049743i,0.00034507+0.00030923i,0.00018996-0.00081369i,6.4375e-05-0.00081432i
0.00061931+0.0004905i,-0.00010971+0.00050626i,0.00047855+0.0011485i,0.00025126+0.0016209i,-0.00072393-3.7625e-05i,-0.0007746-0.0011113i,-0.00098207-0.00054371i,-0.00060657-0.00038724i,0.00018061-0.00057434i,-0.00010812-0.00034378i,-0.00088743-0.00041581i,-0.00099035-0.00040311i,-0.00046005-0.00082509i,-5.37e-05-0.0011286i,-0.00050311-0.00057442i,-0.00099885-0.00031134i,-0.00063495-0.00045622i,-0.00036225+9.1357e-05i,0.00011591+0.00066002i,0.00086783+4.4455e-05i,0.00068498-0.00024279i,4.0268e-05-0.00019846i,-0.00043492-0.0010382i
-0.0018248+0.0020855i,-0.0021668+0.0023408i,-0.0011972+0.002498i,0.00015864+0.001477i,0.00098071-0.0001648i,0.00088435-0.0014337i,0.00041157-0.0017496i,-0.00049743-0.00045287i,-0.0013484+0.00033352i,-0.00067693-0.00041113i,0.00032275-0.0008265i,0.00020312-0.00034139i,-3.0533e-05-0.00054676i,-0.0001096-0.0012476i,9.3235e-05-0.00090385i,0.0004192-0.00012767i,-0.00032482+0.00034963i,-0.001032+0.0003749i,-0.00046584+0.00058472i,0.00022529+0.0005804i,0.00042909+0.0012412i,-0.000168+0.0012371i,0.00014231+7.4341e-05i
-0.00059919+0.0010128i,-0.00047678+0.0020009i,0.0003949+0.0019387i,0.00066397+0.0011337i,-6.3211e-05+0.00029093i,-0.00075555+0.00024964i,-0.00085287+0.00073106i,-0.00091567+0.00045525i,-0.0006053-0.00042404i,0.00047067-0.0011375i,0.00060667-0.00078688i,-0.00030476-7.2101e-05i,-0.00027118-0.00045435i,0.0004412-0.00108i,0.00016445+9.7976e-05i,-0.0008573+0.0007809i,-0.00095419-0.00044782i,-0.00012309-0.0006385i,0.00095336+0.00038162i,0.0009143+0.00026047i,0.00027228-0.00070731i,-0.00016426-0.001125i,-0.0001572-0.00056306i
-0.002339+9.6804e-05i,-0.0018687+5.2566e-05i,-0.0018513+0.00072255i,-0.0011681+0.00080437i,-0.00027159-0.00024509i,0.00023707-0.00068978i,8.634e-05-0.00079346i,0.00014417-0.0011466i,-0.00010106-0.0017826i,-0.00091871-0.0015112i,-0.00056672-0.0010701i,0.00082354-0.0011805i,0.00035622-0.0011335i,-0.00074242-0.00033604i,-0.00065377-0.00039897i,4.2179e-05-0.00095213i,0.00016995-0.001254i,0.00032146-0.00066912i,0.00097542+0.00041933i,0.00046862+0.00098883i,-0.00016844+0.0010506i,7.3272e-05+0.00034533i,0.00036679-0.00056209i
-0.0019751+0.0018615i,-0.0013446+0.002045i,-2.138e-05+0.0034591i,0.0011619+0.0033797i,0.0019501+0.0020413i,0.00127+0.00094803i,3.3452e-06+1.878e-05i,-0.0006876-0.00055823i,-0.00065038-0.0005702i,0.00048797-0.00045936i,0.0008753-0.00098249i,0.00023011-0.001757i,-0.00015034-0.0018218i,-0.00077096-0.001311i,-0.0011295-0.0008407i,-0.00067762-0.00029614i,-0.00064361+0.0002721i,-0.00094434+0.00088759i,-0.00014967+0.00074752i,0.0003352-6.6813e-05i,-0.00016144-0.00065029i,9.6978e-05-0.00058132i,0.0008641-0.00030572i
0.0023225+0.00010356i,0.002177-0.00044212i,0.0011917-0.0013361i,-0.00044194-0.0016023i,-0.0023273-0.00095325i,-0.0028644-0.00010552i,-0.0025168-0.0001055i,-0.0022408-0.00084905i,-0.001026-0.0016287i,-0.00043505-0.0016067i,-0.00016011-0.0014138i,0.00064279-0.00069317i,0.00023918-0.00041083i,-0.00039394-0.00040844i,-1.9837e-05+0.00014624i,0.00033415+0.00028851i,0.00059596-0.0001474i,3.237e-05-0.00020056i,-0.00085852+0.00044932i,-0.0011833+0.00059184i,-0.00078095+0.00017726i,-0.00020466-0.00011622i,0.00094539+8.7276e-05i
-0.00066083+0.001943i,-0.0010832+0.0015047i,0.00032173+0.0015568i,0.0022459+0.0011144i,0.0028356+0.00041267i,0.0022958-0.00012119i,0.00072364-0.00012364i,-8.7275e-05-0.00085177i,-0.0002907-0.0016892i,-0.00086484-0.001473i,-0.0008804-0.001082i,-0.00070522-0.0012779i,-0.0013456-0.0012692i,-0.0015034-0.00092312i,-0.0012628-0.00072437i,-0.00059671-0.00091878i,-0.00049695-0.00091496i,-0.0016336-0.00023678i,-0.0018004+0.00016349i,-0.00023186+0.00055833i,0.00038747+0.00047425i,-1.6489e-05-0.00039896i,-0.00071775-0.0010024i
-0.00014158-0.00047447i,0.00031826+0.00012002i,0.00030302+0.00027973i,-0.00074157-0.001246i,-0.0011206-0.0024333i,-0.0013423-0.0022147i,-0.0014511-0.00077646i,-0.0011142+0.00016853i,-0.00058649-0.00054494i,-0.00025461-0.000918i,-0.00015527-0.00069495i,0.00048174+2.1465e-05i,0.00034903+0.0001135i,-0.00023623-0.00023277i,-0.0001157-0.00023505i,-0.00090704-0.00050696i,-0.0015132-0.00090929i,-0.0007002-0.00052032i,-0.00015307+0.00012203i,-7.3473e-05+0.00044934i,0.00025928-0.00013562i,0.00014058-0.00057245i,-0.00087399-0.00071802i
-0.0013885-0.0011072i,-0.001366-0.00034963i,-0.0016218+0.0010134i,-0.0015995+0.0015271i,-0.00095427+0.00033027i,-0.00068404-0.00047122i,-0.00084576-0.00042235i,-0.00067436-0.00022841i,-0.0002781+0.00065656i,-0.00033976+0.001267i,0.00034821+0.00017285i,0.0011205-0.00039539i,0.00085495-0.00034301i,0.00020231-0.0010823i,-0.00056007-0.0013865i,-0.00028991-0.0012612i,-7.2317e-05-0.0011182i,-0.00056165-0.00036787i,-0.0012693+0.00036237i,-0.0013315-0.00023477i,-0.00094102-0.00092624i,-0.00010976-0.00081033i,-7.8641e-06-0.00034968i
-0.0011272+0.0018474i,-0.00040065+0.001145i,-0.0023322+0.00051423i,-0.0027844+0.00030719i,-0.00072183+0.00067974i,0.00032092+0.00067036i,7.6759e-05-5.5411e-05i,1.3365e-05-0.0006271i,1.2922e-06-0.0011117i,-0.00049008-0.0011418i,-0.00064719-0.00029945i,1.9475e-05-0.00053706i,-7.6612e-05-0.0010294i,-0.00097584-0.0011933i,-0.0014069-0.00053513i,-0.0010745+0.00060729i,-0.00013495-5.8197e-06i,0.00012629-0.00070057i,-0.00042897-0.00020159i,7.9558e-05-0.00045272i,0.00087727-0.00054782i,0.00054003-2.0496e-05i,-0.00055124-0.00017833i
-0.0005449+0.0019855i,0.00025618+0.0019685i,0.0022933+0.0019225i,0.0026694+0.00077173i,0.0012512-0.00083731i,-0.00038985-0.0011683i,-0.00089125-0.00078689i,-0.00035928-0.0001673i,0.00042981-0.00016487i,0.00087303-0.0005424i,3.5209e-05-0.00084149i,-0.0010025-0.00057553i,-0.00038975-3.0608e-05i,-0.00045582+0.00062491i,-0.00057752+0.0011771i,-0.0003789+0.00092497i,-0.0001893-6.3966e-05i,-0.00015669+0.00021436i,0.00032038+0.00082883i,0.00077485+0.00070229i,0.00088397-1.2405e-05i,0.0003703-0.00056197i,0.00047527-0.00090967i
