-0.00070439+3.1036e-05i,-0.0011376+8.9591e-05i,-0.0022699-0.00032612i,-0.0023706-7.6895e-05i,-0.0018183+0.00083681i,-0.0011053+0.0017631i,-0.00042291+0.0019983i,0.00073225+0.0026857i,0.0016182+0.0026082i,0.0018438+0.0012324i,0.0013708-0.00015386i,0.00083328-0.0004407i,0.00082912+0.00044706i,-6.4e-05+0.00018594i,-0.00071482-2.4174e-05i,-0.00039116+0.00062652i,-0.00038533+0.00030437i,-0.00029193-0.00039109i,-0.00049474-0.0002626i,-0.00099845+9.3122e-05i,-0.00031861-0.00046236i,-5.5743e-05-0.00087376i,-0.00071556+0.0001094i
0.00019488-0.00035433i,7.4029e-05+3.3935e-05i,0.00029651+0.00022489i,0.00074772-0.00049929i,0.0010926-0.00083502i,3.8881e-05+0.00095404i,0.00030647+0.0015149i,0.001052+0.00077936i,0.0014703+0.00057051i,0.0021569-2.9227e-05i,0.0029574-0.00089943i,0.0020949-0.0018122i,0.00051427-0.0035134i,-0.00023937-0.0037705i,-0.00015494-0.0020417i,-0.00013701+0.00017303i,-0.0004354+0.00066009i,1.7897e-05-0.00034548i,-0.00022423-0.00041457i,-0.0012974-0.00047103i,-0.0014796-0.00065961i,-0.00044104-0.00036317i,-2.173e-05+0.00019133i
-0.00047323-0.0011529i,-0.00037104-0.00085863i,-0.00068334-0.00063214i,-0.00034301-0.0007667i,0.00028349-0.00024876i,0.00058665+1.9968e-05i,0.00027336-9.3415e-05i,0.0003209+9.1091e-05i,0.001132-0.00046402i,0.0028162-0.0013131i,0.0026508-0.0026814i,0.0013972-0.0034878i,0.00056251-0.0023442i,-0.00079842-0.0016879i,-0.0012868-0.0011861i,-0.00063136-0.0001334i,-0.00047816+0.0002583i,-0.00087179+0.00021791i,-0.0005918+0.0003988i,-0.00022669+0.00063996i,-0.00065099+0.00082697i,-0.0013181+0.0012529i,-0.0008314+0.00096866i
0.0016179+0.0019718i,0.0017279+0.0019817i,0.003128+0.001826i,0.0040561+0.00057801i,0.0033598+0.0002061i,0.0010739-0.00039034i,-0.00055894-0.00090839i,-0.00050321-0.00052976i,0.00022311-0.001244i,0.0012087-0.0032306i,0.00099257-0.0047848i,0.0001581-0.0035855i,-0.0008157-0.0011506i,-0.0012667-0.00037909i,-0.00064878-0.00016574i,-0.00050221-0.00030254i,-0.0010681-0.00072575i,-0.0001234-0.0003123i,0.00126+0.00066895i,0.001157+0.0008526i,0.00043264+0.0006154i,-8.5787e-06+0.00025736i,-0.0001316-0.00030201i
-0.00047915-0.0015764i,0.00031278-0.0019563i,-0.00014228-0.0010284i,-0.00056008+3.722e-05i,2.3963e-05+0.00060562i,0.00076645+0.00086866i,0.00097034+0.0006693i,0.00036944+0.00036008i,-0.00029596-0.0010809i,-0.0018555-0.0036813i,-0.0036911-0.0036758i,-0.0041882-0.00087393i,-0.002982+0.0007385i,-0.0016301+0.0010458i,-0.00011764+0.0011501i,0.00063851+0.0006862i,-0.00011855-3.1249e-05i,-0.0001222+0.00049675i,0.00028975+0.0011211i,0.00011986+0.00095184i,0.00040403+0.00053494i,0.0010698+0.00016797i,0.00048593-0.00046296i
0.00020797-7.9124e-05i,0.00050323+0.00057359i,-3.0563e-05+0.00095452i,-0.00076742+0.00092024i,-5.0718e-05+0.0012597i,0.00058171+0.0011481i,0.00056934+0.0010444i,5.5799e-05+0.00050989i,0.00014896+3.0013e-05i,0.0001087+0.00032624i,-0.0012425+0.00057508i,-0.0024265+0.00073797i,-0.0017001+0.00030771i,2.1204e-06+0.0003853i,0.00089113+0.0013143i,0.00085606+0.0013173i,0.00031354+0.00099662i,0.00079469+0.00097464i,0.0005667+0.00074065i,0.00044544+0.00012771i,0.0015408+0.00065462i,0.0017406+0.0010733i,0.0006783+0.00050794i
-0.0012153+0.0011988i,-0.00084754+0.0019038i,4.4646e-06+0.0018432i,0.0011158+0.0014974i,0.000968+0.00060809i,0.0012969+0.00053432i,0.00077246+0.0013325i,-0.00057948+0.0013574i,-0.00089098+0.0014579i,-0.00041959+0.0023442i,-0.00034238+0.0024505i,0.00016324+0.001077i,0.0010566+0.00078658i,0.0013199+0.0015804i,0.0016314+0.0011033i,0.0016113+0.00018816i,0.0010609+0.0004172i,0.00053173+0.00054481i,0.00039618-0.00019224i,9.8516e-05-0.00070887i,-0.00035157+6.0659e-05i,-0.0002725+0.00026725i,0.00011094-0.00013022i
0.00034749+0.0024487i,0.00052874+0.0023762i,0.0003402+0.0022696i,0.00064191+0.0019643i,0.0012859+0.0010826i,0.0010636+0.00041927i,0.00028049+0.0005022i,-0.00016799+0.0012276i,-0.0010437+0.0023243i,9.5551e-06+0.0036767i,0.0018665+0.0036018i,0.0022493+0.0017081i,0.0022577+0.00062338i,0.0017109+0.00076807i,0.0011888-0.00012295i,0.00082114-0.00089086i,0.00033282-4.1142e-05i,-4.2754e-05+0.00063531i,0.0002188+0.00018374i,0.00055385-7.0437e-05i,3.15e-05-0.00058435i,-0.00028842-0.0011768i,3.1386e-05-0.0012377i
0.0010988+0.00091516i,0.0020054-8.3506e-05i,0.0027808+0.00012385i,0.0023313+0.00060622i,0.0021916+0.00013612i,0.0020398-0.00066834i,0.0013115-0.00018574i,0.0002458+0.00042815i,0.00094906+0.0010906i,0.0027154+0.00089991i,0.0035549-0.00037729i,0.0030749-0.00074146i,0.0016119-0.0010378i,0.00048962-0.0013859i,0.00011105-0.0011997i,-0.0001754-0.00079231i,-0.00020911-0.00044754i,0.00026603-0.00097108i,-0.00031059-0.001397i,-0.00089784-0.0010256i,-0.00020442-0.00038104i,-0.00036937-0.00033688i,-0.0005396-0.00094204i
-0.0008909+0.0008529i,-0.001125+0.0017745i,-0.00085579+0.0018834i,-0.00013248+0.001729i,0.00064582+0.00081629i,0.0013344+0.00063687i,0.0010401+0.00062845i,0.00054939+3.3513e-05i,0.0017481-0.0007062i,0.0039121-0.0019148i,0.0036878-0.0033939i,0.001399-0.0033368i,-5.9111e-05-0.0026287i,-0.00039114-0.0020911i,-0.0013495-0.0015474i,-0.0016213-0.00051197i,-0.00073333-0.00017717i,0.00010003-0.00079922i,0.00021277-0.0012933i,-0.00013556-0.00082721i,-5.8946e-05+0.0003491i,8.8254e-05+0.00045086i,0.00012036+0.00075022i
-0.00030629-0.00078357i,-0.0015679-0.00061793i,-0.0013891+0.00064069i,-0.0008795+0.0020048i,-0.0010679+0.0022662i,-0.00053045+0.0018474i,-4.6618e-05+0.0016595i,0.00015279+0.0011629i,0.0015222+0.00016562i,0.0020538-0.00068145i,0.00092125-0.0027034i,-0.00037925-0.0040348i,-0.0015091-0.0025177i,-0.0018056-0.00040714i,-0.0014665+0.00015321i,-0.00068704+0.00010333i,-0.00061944+0.00072793i,-1.3598e-05+0.00065377i,0.00084452+9.594e-05i,0.00070787+8.3953e-05i,0.00088173+0.00073095i,0.00047018+0.00077434i,-5.3347e-05-9.1642e-06i
0.0021652-0.00026016i,0.0014672+0.00029482i,0.0027692-0.0012072i,0.0028059-0.0016571i,0.00087939-0.0010533i,-0.00032379+0.00021142i,3.7716e-05+0.00089776i,-5.6888e-05+0.00016412i,-0.00079442-0.0010432i,-0.0014199-0.0024405i,-0.0019901-0.0025688i,-0.0019724-0.0020018i,-0.0016231-0.0013009i,-0.0015056-0.00026989i,-0.0011837+0.00054538i,-0.00055485+0.001277i,6.9681e-05+0.0019841i,3.6691e-05+0.0023458i,-6.9127e-05+0.0012725i,0.00035498+0.00031844i,-6.1067e-05+0.00014705i,-0.00060569-7.6671e-05i,-0.00077319-0.0005553i
0.00063805-0.00099631i,-4.6142e-05-0.00027956i,0.00026493+0.00040751i,0.00052745+0.00089009i,0.00076484+0.0010102i,0.00095256+0.0013376i,0.00033258+0.0012829i,-0.00046676+0.00014639i,-0.0010004-0.0015414i,-0.0015311-0.0020855i,-0.002215-0.00031782i,-0.0029376+0.0013648i,-0.0023426+0.0017772i,-0.0011854+0.0019018i,-0.00047573+0.0019245i,-0.00013066+0.001986i,5.3939e-05+0.0017499i,0.00098617+0.0014162i,0.0011303+0.00078144i,9.3007e-05-0.00046895i,0.00011297-0.00092339i,0.0011808-0.00026421i,0.0017712+0.00031908i
-0.00073241+0.00014627i,0.00023745+0.00017364i,0.00050706-0.00034622i,0.00050011+0.00074505i,0.00054354+0.0010671i,0.0010845-0.00046061i,0.00085145-0.0011567i,-0.0004074-0.00062647i,-0.0011228-0.00053796i,-0.0011426-0.00074334i,-0.00075286-0.00020388i,-0.00056269+0.00097935i,-0.00076628+0.0011175i,-0.00013784+0.00075135i,0.00036933+0.0006938i,0.00064192+0.00056335i,0.00063921+0.00017131i,0.00083857+0.00011483i,0.00061573-0.00051993i,0.00025984-0.00078228i,-0.00048182-0.00041392i,-0.0012359+0.00020657i,-0.00072258-2.1972e-05i
-0.00040197+0.00049959i,-0.00083572+0.00059208i,-0.0014628+0.0011841i,-0.0011497+0.0027866i,0.00039964+0.0031355i,0.0017328+0.0017043i,0.0021208+0.00093296i,0.0019238+0.0010787i,0.0012917+0.0011494i,0.0010441+0.0014244i,0.0012971+0.0015646i,0.0015061+0.0008063i,0.00085329-0.00032217i,9.8921e-05-0.000859i,0.00066766-0.0008573i,0.0017747-0.0012756i,0.0018166-0.0011707i,0.00096719-0.00051334i,0.00088012-0.00061461i,0.00083204-0.00030338i,0.00048817-9.8034e-05i,0.00076821-4.3437e-05i,0.00095806+0.00038181i
0.00018429-0.0024818i,-0.00023331-0.0020457i,-0.0011178-0.00095607i,-0.001238+8.8725e-05i,-0.00030818+0.0013044i,0.00094608+0.0015063i,0.0016456+0.0013394i,0.001624+0.002197i,0.00072438+0.0036531i,0.00045099+0.0027481i,0.0017853+0.00022799i,0.0024952-0.00041339i,0.0017049-0.00082164i,0.001407-0.0012922i,0.00087302-0.001273i,-0.00012466-0.0012794i,-0.00022478-0.00041948i,-5.9121e-05+0.00044047i,-0.00051147+0.00021285i,-0.0011251-0.00012162i,-0.00079429-0.00011157i,-0.00088307+0.00083933i,-0.0012497+0.0012535i
-0.00016061+0.0007242i,0.00040582+0.0017275i,0.00075362+0.0024472i,0.00080914+0.0021637i,0.00065775+0.0012776i,0.00064263+0.00080221i,0.00058172+0.00082641i,0.00021265+0.00096869i,0.001003+0.001592i,0.0017448+0.001695i,0.0020463-4.9259e-05i,0.0015686-0.0011484i,0.00041677-0.00079264i,7.7132e-05-0.00042648i,-0.00038232-0.00050698i,-0.00028509-0.0012875i,-0.00050587-0.0012616i,-0.001274+0.00054566i,-0.00094495+0.00084267i,-0.00059594+0.00022394i,-0.00041845+0.0004048i,-0.00012854-2.9214e-05i,9.5818e-05-0.0002717i
0.00050448+0.00099891i,0.00011523+0.0016713i,0.000928+0.00086326i,0.0016545+0.00069755i,0.0015009-0.00010225i,0.00087636-0.00096614i,6.3664e-05-0.00052648i,7.5692e-05-0.00094916i,0.0010042-0.0015199i,0.0013935-0.0025475i,0.0012576-0.0032859i,0.00024696-0.0026096i,-0.0013894-0.0014711i,-0.0019227-0.00080374i,-0.0018079-0.0005082i,-0.0020908+0.00073981i,-0.0013242+0.0018592i,-0.00039651+0.0013716i,-0.00052705+0.00048955i,-0.00066829-0.00041444i,-0.00041491-0.0019824i,-8.8905e-05-0.0023984i,0.00053011-0.00046258i
0.0023722-0.00024599i,0.0029272-0.00046493i,0.0024693+0.00030506i,0.0021389+0.00076711i,0.0023036+0.00027373i,0.0020165-9.9499e-05i,0.0012722+9.9517e-05i,0.00091239-0.00036371i,0.0022021-0.0022894i,0.0039308-0.0037922i,0.0023037-0.0035435i,-0.00084993-0.002292i,-0.0021295-0.001015i,-0.0024929-0.00016765i,-0.0021612+0.00079122i,-0.00077784+0.0011699i,-1.9776e-05+0.001348i,-0.00034945+0.0014915i,0.00018994+0.00092448i,0.0005697+0.00079211i,0.00018422+0.00070434i,0.0003202-0.00035998i,0.0010091-0.0003428i
-0.0020255+0.0012578i,-0.0020584+0.0025249i,-0.0015972+0.0042147i,-0.00045919+0.0045596i,0.00085667+0.0026809i,0.0016993+0.00053747i,0.0015353+0.0008016i,0.00097374+0.00092614i,0.0006806-3.6699e-05i,0.00079416-0.0016931i,0.00068273-0.001949i,-1.1714e-05-0.00063016i,-0.00059806+0.00081294i,-0.00045+0.0010594i,-0.00017001+0.00066493i,0.00046991-0.00041324i,0.00029211-0.00088427i,-0.00010654-0.00047579i,0.00075569-5.7899e-05i,0.00056115+0.00061927i,-0.00012204+0.0012077i,0.0001157+0.0022947i,0.00024045+0.0013854i
-0.001229-0.0019624i,-0.0011448-0.0013547i,-0.0014916-0.0010284i,-0.00082104+0.00027234i,0.00025646+0.00091888i,0.00042155+0.0010219i,-0.00039874+0.0012077i,-0.0014268+0.0015543i,-0.0024889+0.0016348i,-0.0033368+0.0013656i,-0.0026121+0.00065549i,-0.00095591+0.00053733i,-0.00026887+0.0014281i,-0.00024562+0.0015358i,0.00079874+0.001307i,0.0018106+0.00054618i,0.0022526-0.00013289i,0.0019182-2.3104e-05i,0.0011126-0.00053667i,-3.1966e-05-0.00077006i,-0.00028099+0.00016245i,2.5501e-05+0.00034793i,5.3371e-05+0.00011786i
0.0013636+0.00077395i,0.0013133+0.00050433i,0.001144+0.00054187i,0.0004592+0.00091344i,0.00018013+0.0011132i,0.00027793+0.0010336i,-0.00014384+0.00098068i,-0.0013079+0.001226i,-0.0024502+0.0018182i,-0.0037076+0.0012764i,-0.0033637+0.00071148i,-0.0014946+0.00060435i,5.0848e-05+0.00076139i,0.0010936+0.0011134i,0.0013531+0.0004621i,0.0013105-0.00030368i,0.00097024-2.1745e-05i,3.0667e-05-7.5437e-06i,-0.00043166-0.00021503i,5.2767e-05-0.00037288i,0.00022853-0.00034732i,2.5655e-05-0.00038789i,-0.00064572-0.00061886i
-0.00052345-0.00086093i,-0.0011196-0.0013332i,-0.0010462-0.0015061i,-0.00082962-0.00049276i,-0.00056624+0.00090464i,-0.00011258+0.0010737i,0.00044591+0.00026655i,0.001093-1.6402e-05i,0.00087157+0.00043701i,0.0004365+0.0012087i,0.000302+0.00058197i,9.1007e-05-0.00073131i,-0.00033493-0.00053588i,-0.00027501+0.00017441i,-5.9657e-05-0.00019777i,-0.0011006+0.00022508i,-0.00135+0.001267i,-0.00057775+0.0012302i,-3.3672e-05+0.00018161i,0.00025445-0.00059037i,0.00017048-0.00065871i,0.00061735-0.0008311i,0.0013768-0.00047112i
-0.00053513+0.0010682i,-0.00062951+0.0014295i,0.00011721+0.0016699i,0.0012502+0.0027053i,0.0016177+0.002556i,0.0017951+0.0012139i,0.0022715+0.00049419i,0.0029286+0.00033502i,0.0040715+0.00039684i,0.0051497+0.00041213i,0.0043699-0.0003571i,0.0017684-0.00097532i,2.197e-05-0.0006588i,-0.00030799-0.00024302i,-0.001076-0.00049485i,-0.00172-0.00042635i,-0.0016736+0.00016891i,-0.0012364+8.5528e-05i,-0.00062717-0.00015489i,9.9729e-05-0.00017005i,0.00026884-0.00014672i,0.00035376-2.5268e-05i,0.00011202-0.00064129i
-0.00047543-0.00037575i,0.00030206-0.00060625i,0.0004363+0.00030272i,0.00034829+0.0008474i,0.001081+0.0016882i,0.00017217+0.0014655i,0.00018228+0.00088937i,0.000983+0.00072547i,0.0023081-0.00012002i,0.0043629-0.00060844i,0.0045827-0.00085918i,0.0027774-0.0015753i,0.00082678-0.001759i,-5.165e-05-0.0011124i,-0.000663-0.00051976i,-0.00061594-0.00080005i,-0.00046345-0.0010168i,-0.00033766-0.00066771i,0.00014549-0.00013363i,-0.00020823+0.00059178i,-0.00099024+0.0011182i,-0.00028611+0.0012211i,0.00017338+0.00089982i
8.664e-05-0.00054001i,-0.0014439-9.3944e-05i,-0.0017219+0.00046839i,-0.00020336+0.0015101i,-0.0003539+0.00078228i,-0.0007308-5.3642e-05i,-0.0010123+0.00010615i,-0.0012447+0.00035758i,-0.00076952-0.0009537i,0.00086895-0.0028425i,0.0014677-0.0036511i,0.00076504-0.0024044i,-0.00015178-7.7044e-05i,-0.00050792+0.00056962i,-0.0001106+0.00047813i,0.0005415-0.00041592i,0.00035542-0.0010712i,-0.00023482-0.00082648i,-5.205e-05-0.00051219i,0.00024019-0.00021209i,-0.00028948+0.00055569i,-0.0012904+0.0009099i,-0.0010182+0.00036331i
0.00041763-0.00070449i,0.0021165+8.8927e-05i,0.0017242+0.00092148i,0.0016435+0.0013598i,0.0016+0.0010405i,0.001131+0.00049346i,0.00039269+0.00015584i,-0.0012713-0.00090523i,-0.0024285-0.002492i,-0.0029052-0.0038749i,-0.0028184-0.0040517i,-0.0024476-0.0033185i,-0.0019488-0.0019605i,-0.00086445+0.00045443i,0.00087221+0.0028298i,0.0018263+0.0024369i,0.00138+0.0012694i,0.00038352+0.0011673i,-0.00032616+0.00049625i,-0.00033216-5.7387e-05i,-0.00015781+5.5935e-05i,-0.00056288-6.2788e-05i,-0.00085354-0.00071132i
0.00071361+0.0019265i,0.00091714+0.0020162i,0.0013092+0.0027981i,0.0018728+0.003061i,0.0011389+0.002523i,0.00039474+0.0011746i,0.000981+0.00021331i,7.5611e-05+9.5252e-05i,-0.0016453+0.00016822i,-0.0026285-0.00094598i,-0.0028395-0.0023032i,-0.0024228-0.0021356i,-0.0013321-0.0019235i,0.00027088-0.0012202i,0.0017748+0.00045534i,0.0012723+0.0008188i,-8.6816e-05+0.00098388i,-0.0003372+0.0018557i,0.00028483+0.0016276i,0.0012308+0.00072186i,0.0013779-0.00014991i,0.0011495-0.00073712i,0.00059575-0.00093639i
0.00058765-0.0011778i,0.00076047-0.001193i,0.0012316-0.001031i,0.0015717+0.00025775i,0.0013108+0.0011787i,0.00037422+0.0017689i,0.00021268+0.0015894i,0.00078249+0.0018181i,0.0013959+0.0032919i,0.00032533+0.0039506i,-0.0011163+0.0028731i,-0.0010462+0.0017474i,-0.0016931+0.0010952i,-0.0018424+0.00035949i,-0.00081765+0.0006977i,-0.001328+0.0007411i,-0.0025045+0.00055867i,-0.0018305+0.00061236i,-0.00024326+2.746e-05i,7.2462e-05+5.1226e-05i,0.00013998+0.00098389i,0.00051079+0.00083426i,0.00028038-4.0383e-05i
-0.0038199+0.0011858i,-0.00315+0.0030099i,-0.0028012+0.004804i,-0.00049284+0.004869i,0.0013789+0.0035982i,0.0022653+0.0015494i,0.001759+2.1397e-05i,0.00088318+0.00051698i,0.0014839+0.0019521i,0.0031142+0.0041051i,0.0040266+0.0054303i,0.0033561+0.0034675i,0.0015873+0.00134i,0.00086043-0.00017795i,0.00081694-0.001442i,2.7669e-05-0.0017234i,9.0487e-05-0.00054715i,0.00068982+6.6411e-05i,0.00061192-4.5023e-05i,0.00060454+0.00051129i,0.0006595+0.0012794i,0.00061523+0.00083652i,0.00015229+0.00057892i
-0.00036877+0.0012708i,9.868e-05+0.00059001i,0.00064691+0.00067764i,0.0009299+0.0013021i,0.0020875+0.00043002i,0.0020649-0.00018354i,0.00049821+0.00019476i,6.3435e-05+0.00024093i,0.0015833-0.00019777i,0.0043912+0.00038667i,0.0057428+0.0013753i,0.003448+0.0014151i,0.0006037+0.0014431i,-0.00021739+0.00047454i,-0.00035919-0.00088679i,-8.0277e-05-0.0008133i,0.00084611-0.0011458i,0.0018963-0.00082052i,0.0013255+4.5058e-05i,-8.4731e-05+0.00020417i,-0.00061212-0.00045767i,-0.00076625-0.00058784i,-0.00082614-0.00034114i
-0.00057444+0.0014293i,-0.0004394+0.0022029i,0.00081819+0.0028731i,0.0021008+0.0019441i,0.0020912+0.0015165i,0.001554+0.00077849i,0.0014441-0.0003231i,0.0014893-0.0011804i,0.0019058-0.0023924i,0.0029378-0.004343i,0.0031351-0.0052345i,0.0014071-0.0039817i,0.00036478-0.0018925i,0.001137-0.00030012i,0.0010666+0.00045968i,0.00037819+0.00030921i,0.00078877+0.00038419i,0.0010803+0.00088955i,0.00049618+0.00072255i,0.00034286-0.00021178i,0.0002329-0.00081752i,-0.00043331-0.00064383i,-0.0011142-0.00091857i
-0.0012416+0.00053292i,-0.0021215+0.0012889i,-0.0020922+0.0028608i,-0.0011327+0.0035079i,-1.8159e-05+0.0027737i,0.0012173+0.001874i,0.00075328+0.00066363i,-0.00028604+0.00044242i,-0.001316-0.00073989i,-0.0015289-0.0052625i,-0.00093492-0.0075774i,-0.00070553-0.0061214i,-0.00036379-0.0032998i,-0.0010565-0.000478i,-0.0012853+0.00018239i,-7.4648e-05+0.00015516i,4.3772e-05+0.0003629i,-0.00013282+0.00032295i,0.00062069+0.00076013i,0.0011795+0.0010194i,0.00124+0.00025052i,0.0011698-0.00039611i,0.00045846-0.00034976i
0.002389+0.0014039i,0.0022498+0.00087459i,0.0047395+0.00043248i,0.0056028-0.00018404i,0.0037061+0.00024638i,0.0020843-0.0002524i,0.00021598-0.00025755i,-0.0015995+0.00047862i,-0.0032117+0.00032583i,-0.0048031-0.00098678i,-0.0042361-0.0029087i,-0.0020181-0.0023214i,-0.0010643-0.00027512i,-0.00091619+0.00034118i,-0.00058466-9.5659e-05i,-9.1911e-05-0.00068807i,-0.00023389-0.00045545i,-0.0015173+0.00052658i,-0.0016061+0.00046968i,-7.056e-05-0.00013944i,0.00080746-7.4601e-05i,0.00072293+0.00036205i,-0.00016027+0.00036057i
0.0019809+0.00041229i,0.0022202+0.00040095i,0.0021534+0.0002149i,0.0016449+0.00030998i,0.00030085+0.0006851i,-0.0006176+0.00065953i,0.000248+0.0004984i,0.0010073+0.0012717i,0.00034978+0.0026362i,-0.0014803+0.0031431i,-0.002656+0.0028437i,-0.0020325+0.002293i,-0.0020985+0.00070259i,-0.0016597-0.00070949i,-6.2049e-05-0.00074451i,-0.00032709-0.00045337i,-0.00077944-0.00036973i,-9.426e-05-4.0414e-05i,0.00043699+5.2462e-05i,-0.00028041-0.00021877i,-0.00083495-0.00017953i,-0.00038053-0.00014288i,0.00011168+0.00020138i
0.0018437+0.00021667i,0.0010766+0.0013689i,0.00059005+0.0015389i,0.0012502+0.00085075i,0.0017719-0.00015377i,0.0017375-0.0003108i,0.0020184-2.5612e-05i,0.002845+0.00071411i,0.0033985+0.0031717i,0.002758+0.0055194i,0.0011815+0.0058309i,-0.00064322+0.0039272i,-0.00069514+0.00086662i,0.00027972-0.00020576i,0.00072538-0.00076324i,0.00028004-0.00069217i,0.00037706+0.0001604i,0.00082925+0.0010917i,0.00010948+0.00097286i,-0.00038917+0.00027491i,-2.8699e-05+0.00050565i,0.00028629+0.00042825i,-5.7528e-05-0.00070344i
0.0017907+0.00022637i,0.0024938-0.001893i,0.0028582-0.0029828i,0.0022999-0.0015073i,0.0014217-0.00060214i,0.00045483+5.6593e-06i,0.00072751+0.00059287i,0.0014562+0.00058722i,0.002748+0.00012516i,0.004454+0.00040129i,0.0037765+0.0007251i,0.0016684-0.00058547i,0.00045476-0.00087525i,0.00020769+0.0001774i,8.9411e-05+0.00031428i,-0.00016558-0.00017077i,0.00010367+0.00026629i,0.00024998+0.0011232i,0.00072203+0.0010439i,0.0013735+0.0007537i,0.0011826+0.00080145i,0.00083048+0.00079107i,-0.0001131+0.00082718i
-0.00095085+0.0018838i,-0.00019266+0.0022897i,0.00049365+0.0027984i,0.00040141+0.0017545i,0.00096124+0.0012015i,0.0010055+0.0018549i,-0.00019111+0.0013728i,-0.0015089-0.0012348i,-0.00013688-0.004038i,0.0039481-0.0062303i,0.006068-0.0067106i,0.0043316-0.0042765i,0.0016177-0.00085217i,0.00033929+0.00098108i,-0.00068813+0.0014408i,-0.00090711+0.0011385i,-0.00014308+0.0012999i,0.00018924+0.0014058i,0.00023001+0.00069531i,-5.828e-05+0.00041258i,-0.00033132+0.00045374i,-0.0002927+0.00058081i,-0.00036716+0.00025178i
-0.00077544+0.00021938i,-0.0013496+0.00053199i,-0.00087164+0.00074307i,0.0011133+0.0021483i,0.00092952+0.0028538i,-0.00078425+0.0020211i,-0.0020694+0.00081993i,-0.0026201-0.00073046i,-0.0018896-0.0033228i,-0.00015562-0.0058721i,0.00082907-0.0067571i,0.00057058-0.0046468i,-0.00036442-0.0011008i,-0.0014932-0.00032091i,-0.0020048-0.00043754i,-0.0011082-8.358e-05i,-5.5139e-05-0.00021582i,0.00011812-0.00037466i,1.1559e-05-0.00084167i,0.00025867-0.00084399i,-1.4202e-05-0.0008891i,-0.00054579-0.00090091i,-8.139e-05+0.00025892i
-0.00035408-0.0012829i,-0.00058077-0.00027144i,-0.0013738+0.00044083i,-0.0013927+0.00080989i,-0.00078754+0.00070474i,-0.00074966+0.00026305i,-0.00030574-0.00031943i,-0.00013161+0.00030607i,-0.0015871+0.0012747i,-0.0036644+0.00071559i,-0.0042479-0.00050924i,-0.0035-0.0010411i,-0.0017181-0.00069074i,0.0006967-7.4465e-05i,0.0010588+0.0004894i,0.00022691+0.00051213i,-0.00038007+0.00018291i,-0.00065121-0.0012263i,-0.00065231-0.0019033i,-0.0011187-0.0014469i,-0.00073023-0.0013339i,0.00044649-0.00075219i,0.0010636-1.9611e-05i
-0.0012351+0.0024581i,-0.00035396+0.0030149i,-0.00079269+0.003573i,0.00078825+0.0038676i,0.0030401+0.003202i,0.0031071+0.0019061i,0.0022552+0.0022057i,0.0015749+0.0046896i,0.00013278+0.0071548i,-0.0028227+0.0078453i,-0.0048423+0.0055544i,-0.0032015+0.0024491i,0.00013721-2.8017e-05i,0.0021793-0.0014837i,0.002023-0.0011056i,0.00073357-0.0016314i,0.00058425-0.0019619i,-0.0003088-0.00060133i,-0.00055257+0.00021104i,0.00050959+0.00023601i,0.0013168+0.00034606i,0.0018611+0.00091482i,0.0014406+0.0015248i
-6.6511e-05+0.00049461i,0.00051402+0.0013386i,0.0005175+0.0016305i,0.00023645+0.0014058i,0.0010038+0.0014564i,0.0021225+0.0015051i,0.0023405+0.0027051i,0.0021233+0.0048924i,0.0024379+0.0059651i,0.0020792+0.0057805i,0.00049123+0.0043292i,0.00033256+0.0025019i,0.00053378+0.0013119i,-7.3824e-05+0.00074022i,-0.00082826+0.00067973i,-0.00080165+0.0005847i,-0.00058412+0.00078883i,-0.0012021+0.0012204i,-0.001591+0.0014283i,-0.00093053+0.0014147i,-0.00020869+0.0018397i,0.0004175+0.0011218i,-9.8083e-05-0.00012015i
-0.0012236-0.0018285i,-0.0012594-0.00080867i,-0.0019126+0.00061488i,-0.0012254+0.0029882i,-0.00088124+0.0031311i,-0.0011874+0.0017783i,-0.00088145+0.00037095i,0.0011465-0.0016485i,0.0051817-0.0023628i,0.0085731-0.0010186i,0.0082089+0.00014828i,0.0052123-0.00011076i,0.00088846-0.00055056i,-0.0022483-0.00023729i,-0.0017038-0.00054717i,-0.00078225-0.00080653i,-0.00089106-4.3065e-05i,-0.00054714+0.00030534i,-0.00026381+0.00037101i,-0.00052226+0.00075506i,-0.0011106+0.00094567i,-0.0014625+0.00025065i,-0.00149-0.00057082i
-0.0006331+0.0018742i,-0.00046614+0.00092557i,0.00012819+0.00058939i,0.0011545+0.00061067i,0.0018235+0.00080282i,0.0018657+0.00014626i,0.0011153-0.0024936i,0.0022562-0.0051269i,0.0053413-0.0062623i,0.007822-0.0065293i,0.0077361-0.005466i,0.0043708-0.0037806i,0.00051048-0.0028775i,-0.00036692-0.0017324i,-0.00024675-0.00040429i,-0.00064328+0.00049808i,-2.0466e-05+0.00066455i,0.001248+0.00035848i,0.0017224+8.0467e-05i,0.00089717+0.00011472i,-0.00052945+0.00026181i,-0.0019135+4.3112e-05i,-0.002248-0.00037872i
