-0.00070439+3.1036e-05i,-0.0011376+8.9591e-05i,-0.0022699-0.00032612i,-0.0023706-7.6895e-05i,-0.0018183+0.00083681i,-0.0011053+0.0017631i,-0.00042291+0.0019983i,0.00073225+0.0026857i,0.0016182+0.0026082i,0.0018438+0.0012324i,0.0013708-0.00015386i,0.00083328-0.0004407i,0.00082912+0.00044706i,-6.4e-05+0.00018594i,-0.00071482-2.4174e-05i,-0.00039116+0.00062652i,-0.00038533+0.00030437i,-0.00029193-0.00039109i,-0.00049474-0.0002626i,-0.00099845+9.3122e-05i,-0.00031861-0.00046236i,-5.5743e-05-0.00087376i,-0.00071556+0.0001094i
-0.0011706-0.0013032i,-0.0024693-0.00025619i,-0.0033279+0.00030439i,-0.0027815+0.00058793i,-0.0016665+0.00083229i,-0.0002963+0.00055308i,0.00058489-0.00086024i,0.00092818-0.0028867i,0.00012823-0.0050548i,-0.0014444-0.0073927i,-0.0014169-0.0073379i,-0.0011044-0.0055632i,-0.00058656-0.0034262i,0.00049379-0.00075367i,0.00094965+0.0017755i,0.00074613+0.0020756i,0.00083501+0.00029293i,0.0016202-0.0005649i,0.0019597-0.00061317i,0.0017056-0.00054947i,0.0012581-0.000277i,0.00128-0.00025748i,0.00035254-0.00038401i
-0.0010962+0.0013286i,-0.00035894+0.002122i,-0.001335+0.0035164i,-0.00026094+0.0047133i,0.0020535+0.004051i,0.0033181+0.0024253i,0.0021669+0.0019572i,-0.0020388+0.001944i,-0.0076487+0.00030481i,-0.01071-0.0019299i,-0.008918-0.0028748i,-0.004013-0.0015264i,-0.00036129+0.0008084i,0.00080815+0.0026149i,0.0016488+0.0031729i,0.0012883+0.0019739i,0.00021822+0.00096062i,0.00090654+0.0015306i,0.0014074+0.0011426i,0.0017631+0.00053739i,0.0022825+0.0009164i,0.0028923+0.00058016i,0.0019986-0.00039201i
0.00052934-0.0005316i,-0.00028072+0.00070333i,-0.0019933+0.00022154i,-0.0011087+0.00059807i,0.00033908+0.0021194i,0.00078143+0.0036855i,-0.00093669+0.0051725i,-0.0048447+0.0056861i,-0.0084764+0.0051396i,-0.0094172+0.0040543i,-0.0080042+0.0031799i,-0.0055206+0.0029146i,-0.002779+0.0038349i,-0.0012506+0.0040768i,-0.00074001+0.0020271i,-0.00018784+0.00023574i,-0.00027775-0.000771i,-0.0004936-0.0010502i,-0.00069302-0.00023315i,-0.00073862+0.00042613i,0.00019942+0.00091293i,0.00087134+0.0010942i,0.00074567+0.0010173i
0.0023052-0.00094129i,0.0018933-0.00021131i,0.0026898-0.0001753i,0.0014771-0.00028437i,-0.0001211+0.00028901i,-0.0018405+0.0010682i,-0.0033791+0.0017197i,-0.0028969+0.0027472i,5.4756e-05+0.0055756i,0.0023358+0.008361i,0.0026177+0.0070737i,0.0010164+0.004117i,-0.0015193+0.0024444i,-0.0029737-0.00020668i,-0.0019801-0.002424i,-0.00039384-0.0024111i,-3.3036e-05-0.0016139i,-0.00028904-0.00072635i,-0.001228-0.00032517i,-0.0026124-0.00045768i,-0.0027724-0.00079714i,-0.0020032-0.00045874i,-0.0013376-2.1374e-05i
-0.0025185-0.00011946i,-0.0022919-0.0013922i,-0.0020478-0.0018529i,-0.00065934-0.00090869i,0.00026653-0.00043079i,0.00051527-0.001316i,0.0017897-0.0025154i,0.0045476-0.0012028i,0.008099+0.0029128i,0.0099163+0.0056216i,0.0090516+0.0040464i,0.005839+0.0008997i,0.0022988-0.0020819i,0.00085757-0.0038241i,5.7954e-05-0.0040393i,-1.7684e-05-0.0033539i,6.3434e-05-0.0021896i,0.00072357-0.00132i,0.0013143-0.0011203i,0.00040956-0.0017709i,-0.0010455-0.0022706i,-0.0020547-0.0016174i,-0.0016947-0.00053927i
0.0006781+0.0014026i,0.0014196+0.0019195i,0.0026397+0.0026711i,0.002388+0.0016393i,0.0020854-0.00046377i,0.0031985-0.0018057i,0.0055909-0.0025769i,0.0076862-0.0021517i,0.0089275-0.0012426i,0.010349-0.003121i,0.0094858-0.0050111i,0.0054549-0.005167i,0.003457-0.0055096i,0.0035354-0.0034253i,0.0017941-0.00041402i,8.0438e-05+0.000755i,-0.00023477+0.0014033i,0.0006698+0.00088799i,0.0019355-5.8585e-05i,0.0016557-0.0004526i,0.0007283-0.00084345i,-0.00018173-0.00021046i,-0.0010749+0.00068856i
-0.0021353-0.00035255i,-0.0026569+0.00028832i,-0.002359+0.0015775i,-0.00087503+0.0026462i,0.00090141+0.0026725i,0.0028501+0.0026014i,0.0038088+0.0030915i,0.0032726+0.0010666i,0.0030702-0.0041395i,0.0025734-0.0084016i,0.0020968-0.0082578i,0.0019817-0.0048808i,0.0011254-0.00043197i,-0.00029888+0.0028202i,-0.00097239+0.0038361i,-0.00084675+0.0035933i,-0.00012372+0.0038763i,0.00061374+0.0036498i,0.00049087+0.0023281i,0.00096784+0.0015314i,0.0020096+0.0017812i,0.002338+0.001788i,0.0018785+0.0010011i
-0.0033996-0.001293i,-0.0036531-0.0009913i,-0.0032422+0.00062928i,-0.0022211+0.0025757i,-0.00053399+0.0033598i,-0.00029326+0.0040329i,-0.0026705+0.004311i,-0.0055274+0.0015972i,-0.0073589-0.0034022i,-0.00754-0.007089i,-0.0070499-0.0064614i,-0.0062922-0.0023268i,-0.0057264+0.0015833i,-0.0057179+0.0033887i,-0.003934+0.0028596i,-0.0011836+0.001832i,-0.00024397+0.0011621i,-0.00020439+0.0011297i,-0.0009264+0.0011177i,-0.0019221+0.0012759i,-0.0013097+0.001808i,0.00094981+0.0018457i,0.002158+0.0018061i
-0.00037512-0.00066262i,-0.00025535+0.0002565i,4.5591e-05+0.0010059i,-0.00061783+0.0018208i,-0.0023364+0.0021912i,-0.0039908+0.00065171i,-0.0060091-0.0015534i,-0.0077284-0.0018603i,-0.0093573-0.00012127i,-0.010158+0.0012636i,-0.0092878+0.0017905i,-0.0068263+0.00054208i,-0.004408-0.0015775i,-0.0024501-0.0027292i,-4.9206e-05-0.002505i,0.0014338-0.0022282i,0.0020354-0.0022032i,0.00086605-0.0015026i,-0.00020373-0.0011858i,-0.00061177-0.00076548i,-0.0014704-8.8593e-05i,-0.0012522-9.7954e-05i,-0.00069725-0.00069193i
-0.00091907-0.00061175i,-0.0014138-0.00011887i,-0.00073912+0.0013118i,-6.0748e-05+0.0014427i,-0.00027301-0.0011636i,0.00017266-0.0046568i,0.0014971-0.0064313i,0.00095572-0.0044212i,-0.00060358+0.0010388i,-0.0010564+0.0056431i,-0.00070648+0.0060381i,-0.00016262+0.0020461i,0.0023326-0.0025246i,0.0048317-0.0045877i,0.0046138-0.004335i,0.0027045-0.0033283i,0.0016737-0.0022104i,0.001389-0.0013266i,0.0019205-0.00069185i,0.0022857-0.0010169i,0.00086949-0.0023515i,-0.00040798-0.0031051i,-0.00099063-0.002134i
3.4095e-05-0.00010057i,0.00089708-0.00085784i,0.0014179+0.00020708i,0.00079827+0.00082405i,0.0022638-0.00043442i,0.0060363-0.00092527i,0.0081815+0.00028955i,0.0080784+0.0028795i,0.0080307+0.0059476i,0.0085141+0.006158i,0.0083669+0.0044003i,0.0071464+0.0025793i,0.0060044+0.0017903i,0.0054766+0.0021102i,0.0040804+0.0016269i,0.0018702+0.0016096i,0.00016147+0.001575i,-8.6904e-06+0.00052285i,0.00070696+0.00032037i,0.0012802-6.7677e-05i,0.00029169-0.00067879i,-0.0012841-0.00061029i,-0.001117-0.00072786i
-0.00069322+0.0016638i,0.0013704+0.001591i,0.0022587+0.0031187i,0.0027445+0.0035183i,0.0038628+0.0031172i,0.0040102+0.0041452i,0.003058+0.0071165i,0.0036992+0.0069743i,0.0067242+0.0037754i,0.0093583+0.0017898i,0.0089735+0.00083965i,0.0058634+0.0014507i,0.0018022+0.0032226i,-0.0016244+0.0042873i,-0.0036688+0.0042642i,-0.0035676+0.0038183i,-0.0022944+0.0026971i,-0.0009512+0.0019948i,-0.00012494+0.0016692i,-0.00027562+0.0015679i,-0.0005385+0.0025555i,-0.0005717+0.0024184i,-0.00098323+0.00064506i
-0.00065058+0.00070127i,-0.00088572+0.0017721i,-0.0016596+0.003468i,-0.00070266+0.0035741i,-0.00034091+0.0032761i,-0.003181+0.0038641i,-0.0062786+0.0043499i,-0.0061155+0.0020034i,-0.002555-0.0024396i,0.00079668-0.0054765i,0.00048161-0.0053942i,-0.0027146-0.0033396i,-0.0058549-0.0014746i,-0.0077885-0.00085791i,-0.0065895-0.00049938i,-0.0040857+0.00052254i,-0.0018683+0.0014203i,-0.00024574+0.001187i,-0.00060139+0.0002825i,-0.0016098-0.00025289i,-0.00083921+0.00020798i,0.00022765+0.00043339i,0.00054045+0.0002841i
0.0039783-0.00069006i,0.0035919-0.0028483i,0.0038706-0.0047485i,0.0020587-0.00437i,-0.001078-0.0041167i,-0.0039332-0.0050192i,-0.0059849-0.0063509i,-0.0066286-0.0070016i,-0.0057164-0.0075894i,-0.0046026-0.0086865i,-0.0037601-0.0086621i,-0.0029965-0.0063728i,-0.0028598-0.0053929i,-0.002363-0.0053248i,-0.0015975-0.0040224i,-0.00080842-0.0026558i,-0.00031622-0.0012349i,0.00039863-0.00018031i,0.0015199+6.0455e-05i,0.0010626-0.0006471i,0.00027758-0.0015937i,0.00074713-0.0016005i,0.00098027-0.00089938i
0.0014991+0.00023898i,0.0019767-9.2501e-05i,0.0018561-5.6244e-05i,0.0023705-0.00038454i,0.0032524-0.0010256i,0.0053122-0.0036042i,0.0065497-0.0054911i,0.0045436-0.0053746i,-0.00078127-0.004051i,-0.0040902-0.0028992i,-0.0027231-0.0031374i,0.0005787-0.0033681i,0.0039191-0.0017329i,0.0058435-0.0002201i,0.0053426-0.00021491i,0.0034275-0.0011245i,0.0014625-0.0011439i,0.00013096-4.6779e-05i,0.00078675+0.00022466i,0.002561-0.00012649i,0.0026847-0.0004844i,0.0016473-0.0005594i,0.0011246-0.00026401i
0.00072602+0.0026325i,0.00097275+0.0018913i,0.002105+0.002281i,0.004503+0.0029008i,0.0068045+0.0027028i,0.0086713+0.0045045i,0.0095286+0.0076465i,0.0081101+0.0088193i,0.0049654+0.0086028i,0.0032459+0.0077237i,0.0028643+0.0055467i,0.0029018+0.0036606i,0.0038361+0.0042616i,0.0051317+0.0054095i,0.0051674+0.0046092i,0.003349+0.0025313i,0.0013954+0.00092721i,-0.0001067+0.00033594i,0.00037008+0.00034662i,0.00046227-0.00037601i,-0.00058623-0.00083682i,-0.0011618-0.00099571i,-0.0019602-0.0013329i
0.0028773-0.0010131i,0.0016616-0.0016801i,0.00088515-0.0018638i,0.0016602+0.00010244i,0.0011672+0.0034562i,-0.00076624+0.0076095i,-0.0014817+0.011466i,5.0081e-05+0.012634i,0.0031553+0.011569i,0.0047414+0.0095183i,0.0029535+0.0066604i,-0.00092263+0.0033523i,-0.0042786+0.0015275i,-0.0051918+0.0015068i,-0.0039289+0.0021295i,-0.0027607+0.0028012i,-0.0020236+0.0022083i,-0.00089918+0.0011607i,-0.00038065+0.00047003i,-0.001153+0.00010479i,-0.001531-0.00059585i,-0.0015808-0.00038484i,-0.0019039+0.00052675i
0.001803+0.00049908i,0.0020736+0.0011709i,0.0010791+0.001089i,-0.00031079+0.00024504i,-0.0022922-0.00023513i,-0.0060169-0.00082745i,-0.0091495-0.0012929i,-0.0072838-0.0011985i,-0.00095329-0.0010604i,0.0033525-0.0020975i,0.0018639-0.0038899i,-0.0025492-0.0049946i,-0.0058097-0.0061719i,-0.00679-0.0070521i,-0.0055732-0.0046453i,-0.0036536-0.0011352i,-0.0018067+0.00069545i,0.00039844+0.0010126i,0.00080273-0.00017763i,-0.00071407-0.00072128i,-0.001405+2.2833e-06i,-0.0001795+3.379e-05i,0.00083268-0.0004474i
-0.0010943+0.002311i,-0.00058721+0.001601i,0.00082849+0.0014474i,0.0020139-0.0017452i,0.0019447-0.0062864i,0.0011764-0.0092i,-0.00027737-0.012058i,-0.0014637-0.014176i,-1.3625e-05-0.013837i,0.0021568-0.012182i,0.0022275-0.0095093i,0.001426-0.0069322i,0.0013796-0.005951i,0.0012288-0.0063428i,0.00068332-0.0065533i,0.00097056-0.0052318i,0.00070659-0.0028972i,0.0010928-0.00077574i,0.0019866-0.00085249i,0.001156-0.0014904i,0.0005655-0.00047741i,0.00085478+0.00064182i,0.0020515-0.00018844i
0.0020145-0.00037145i,0.00068473-0.00089848i,0.00030006-0.0007982i,0.00039198-0.00038038i,0.0040971-0.00019126i,0.0091915-0.00052977i,0.010486-0.002963i,0.0071688-0.0068001i,0.0022765-0.0088697i,-0.0001668-0.007805i,0.00053045-0.0039138i,0.0022698+0.0012525i,0.0036908+0.0053561i,0.0049413+0.0052969i,0.0051017+0.0022087i,0.0039204-0.0009939i,0.0021123-0.0017643i,0.00085204-0.00045003i,0.00063308+0.00056267i,0.0013385+0.0012094i,0.001745+0.0019858i,0.0010063+0.0021778i,0.00073167+0.0015921i
0.002143-8.445e-05i,0.0029143+0.00022235i,0.0025408+0.00083606i,0.0023865+0.0025047i,0.0029842+0.0059072i,0.0035204+0.0097829i,0.0031273+0.011584i,0.00072941+0.0095434i,-0.0028702+0.0052703i,-0.0041706+0.0031593i,-0.0015552+0.0047451i,5.0882e-05+0.0066665i,-0.00044339+0.0081206i,-0.00046863+0.0083625i,0.00036047+0.0062663i,0.0012102+0.0033568i,0.00046608+0.00079888i,-0.00024108+8.002e-05i,9.4224e-05+0.00049337i,0.00043187+0.0012791i,-8.9606e-05+0.0011889i,-0.00033016+6.6962e-05i,-0.00047919-0.00042229i
-2.5684e-05+0.0021083i,-0.00020526+0.0027632i,0.00041764+0.0031998i,0.0011919+0.0035874i,-0.00025218+0.0035467i,-0.0045149+0.0041005i,-0.0080324+0.0069161i,-0.0089253+0.010993i,-0.0073759+0.013723i,-0.0045041+0.011591i,-0.0021286+0.0052468i,-0.001589-0.00062555i,-0.0030577-0.0027586i,-0.0039014-0.0012103i,-0.0039205+0.0019311i,-0.0033572+0.0037378i,-0.0022883+0.0031216i,-0.0012035+0.0018557i,-0.00068011+0.00098823i,-0.00077105+0.00028647i,-0.0005468-0.00084858i,-0.00024951-0.0020214i,-0.00066463-0.0024513i
-0.00041852-0.00036106i,0.00096142-0.00048852i,0.0006811+0.0011812i,-0.0005716+0.0024662i,-0.0025109+0.00039582i,-0.0041992-0.0033607i,-0.0055951-0.0035224i,-0.0059525+0.0017078i,-0.0028479+0.0068598i,0.0018102+0.0059487i,0.0037408-0.0012021i,0.0036219-0.0079274i,0.0028925-0.010585i,0.0016112-0.0093304i,-0.00054723-0.0057702i,-0.0011029-0.0025311i,-0.00054451+0.00011731i,1.8507e-06+0.0011935i,0.00035141+0.00030304i,-0.00068084-0.0011513i,-0.0015029-0.0012227i,-0.00078884-0.00075855i,-6.264e-05-0.00086916i
0.00087571+0.0013987i,0.00070265+0.0025295i,0.00061921+0.0017622i,0.0011383-0.00063507i,0.0031175-0.0030916i,0.0063022-0.0047969i,0.0071542-0.0064945i,0.0069576-0.0065555i,0.0093666-0.0041261i,0.011006-0.0024221i,0.0085086-0.0033368i,0.0056246-0.0041628i,0.0048832-0.0047086i,0.0042658-0.0044484i,0.0027541-0.0038419i,0.0015904-0.003321i,0.00098753-0.0012972i,0.0015035+0.00086131i,0.0024734+0.00084615i,0.0018979-9.4571e-05i,3.6312e-05+0.00085959i,-0.00092403+0.0028663i,-0.00074456+0.0025793i
0.00016229+0.001726i,0.00069143+0.00064745i,0.0034561+0.0010455i,0.0053825+0.0019752i,0.00596+0.0027223i,0.0062201+0.0043364i,0.0087598+0.0023981i,0.012835-0.0038544i,0.012796-0.0086487i,0.0091205-0.0089101i,0.0037379-0.0037929i,-0.001041+0.0023956i,-0.0018657+0.0056039i,0.00054637+0.0052303i,0.0028812+0.0026528i,0.0033553-0.00050025i,0.0028509-0.0020335i,0.0022769-0.00075102i,0.0022843+0.00015259i,0.0014644-0.0001491i,0.0003796+0.00062681i,-0.00044382+0.0019295i,-0.00019566+0.00231i
-0.0025501-0.0026856i,-0.0025756-0.0021344i,-0.0038206-0.00075148i,-0.0032137+0.0033842i,-0.0029409+0.0059254i,-0.0028559+0.0062875i,-0.00078869+0.0056149i,0.0021575+0.0014275i,0.0029341-0.0048753i,-0.00024285-0.0065789i,-0.004275-0.0023545i,-0.0080859+0.0025705i,-0.010144+0.0052231i,-0.0082641+0.0060198i,-0.0035745+0.0053283i,7.7408e-05+0.0031731i,0.00024181+0.0015314i,0.00014931+0.0007983i,8.9581e-05+0.00046144i,-0.00011088+0.00045686i,0.00038229+0.00036645i,0.00065675-0.00029553i,0.00083633-0.00073555i
0.0033146+0.00027753i,0.0030165+0.00092261i,0.0020446+0.00084009i,0.00032607-0.00042287i,-0.0022081-0.0012962i,-0.0051478-0.001969i,-0.007846-0.00058258i,-0.010248+0.00049515i,-0.011441-0.00041003i,-0.0095679-0.0015257i,-0.0055368-0.0023201i,-0.0020828-0.004191i,-0.0021776-0.0055064i,-0.0032004-0.0034382i,-0.0041048-0.00039094i,-0.0050477+0.0011011i,-0.0039301+0.0017099i,-0.0018028+0.0016228i,-0.00058249+0.0010521i,-0.00015783+0.00016329i,0.00067236-0.00038997i,0.0020049-0.0010427i,0.001799-0.0022481i
-0.0008905+0.0023863i,0.00015824+0.0032347i,0.0011384+0.0035099i,0.0017732+0.0021256i,0.0018037-0.0008192i,0.0013389-0.0036997i,-0.0027538-0.0034672i,-0.010188-0.00037268i,-0.013453+0.0043587i,-0.0084638+0.0067382i,0.0010924+0.0035562i,0.0087389-0.0014417i,0.010767-0.0042373i,0.0076655-0.0049815i,0.0020417-0.0040726i,-0.001896-0.0015846i,-0.0018144+0.00072619i,-0.0003789+0.0013939i,-0.0010861+0.00030987i,-0.0016883-0.001237i,-0.0009245-0.0016192i,-1.8709e-05-0.00092402i,0.00064521-0.0015218i
-0.001694+0.00049484i,-0.0027985+0.00059342i,-0.0031831+0.0016093i,-0.00022803+0.0028749i,0.0032096+0.003757i,0.0041535+0.0030731i,0.0015229+0.0014476i,-0.0025571+0.0020739i,-0.0027278+0.0062286i,0.001809+0.0081491i,0.0061651+0.0049183i,0.0078793+0.0024597i,0.0081983+0.0026371i,0.0079502+0.0016112i,0.0057819-0.00010962i,0.0027626-0.00042342i,0.0012244+0.00048191i,0.00088727+0.0014552i,0.00085602+0.00086762i,0.00059387-0.00024373i,-0.0011748-0.00022227i,-0.0033125-0.00017004i,-0.0025646-0.00012299i
-0.00079116-0.001192i,-0.00048556-0.00040128i,-0.00075107+0.00056529i,-1.444e-05+0.001562i,0.00010559+0.0037248i,0.00036948+0.005026i,0.0029465+0.0038539i,0.0071316+0.0035881i,0.010734+0.0041591i,0.010041+0.0030508i,0.00394+0.0004893i,-0.0032538+0.00023379i,-0.0065163+0.0035529i,-0.004812+0.0052434i,0.00011673+0.0047842i,0.0031692+0.0036908i,0.0026753+0.0022009i,0.0019013+0.0017581i,0.0016992+0.0016423i,0.00084166+0.0006365i,-0.00034312-0.00012092i,-0.0012853+9.5334e-05i,-0.0015589+0.00042616i
-0.0015262-0.00050346i,-0.0020331+0.00024201i,-0.0012633+0.0014557i,-0.00072159+0.0018682i,-0.0006519+0.0020149i,-8.2332e-05+0.0017012i,0.0034545+0.0024684i,0.010447+0.0032339i,0.014668-0.00063358i,0.011485-0.0060559i,0.0026133-0.0073395i,-0.0060767-0.0059711i,-0.010679-0.0041054i,-0.010464-0.0008514i,-0.0054152+0.0023881i,-0.00027853+0.0024436i,0.00068183+0.00036813i,0.00055836-0.00072894i,0.0013467+0.00023257i,0.0013099+0.0018794i,0.0010328+0.0037433i,0.00074943+0.0036956i,-0.00050454+0.0014278i
-0.0013216-0.00022197i,-0.0018205+0.00013398i,-0.00053632+0.0011796i,0.0016805+0.0022021i,0.0035723+0.0018577i,0.0039465+0.00079119i,0.0023319+0.0015197i,0.0011087+0.0012519i,0.0023809-0.0033297i,0.0021732-0.0079111i,0.00013084-0.0073979i,0.00056809-0.0058927i,0.00055346-0.0068443i,-0.0014915-0.0057393i,-0.0021493-0.0027628i,-0.0020028-0.0017413i,-0.0015925-0.0019514i,-0.00082228-0.00079207i,-0.00028748+0.00085207i,0.00070064+0.0010045i,0.0015892+0.0019763i,0.0026968+0.0022025i,0.003256+0.001291i
0.0011318-0.000785i,0.0012475-0.0018258i,0.00027577-0.00058058i,-0.00079564+0.0017551i,-9.2993e-05+0.0030523i,0.0007987+0.0028938i,-0.0021744+0.00043143i,-0.0077564-0.0028602i,-0.010934-0.0049907i,-0.0091849-0.0029442i,-0.0030222+0.0014821i,0.0043652+0.0039631i,0.0086876+0.0029522i,0.0080977-0.00021815i,0.0034581-0.0034055i,-0.0013919-0.0042619i,-0.0024349-0.0027187i,-0.00097326-0.0020885i,-8.1444e-05-0.0021085i,0.00052755-0.0013953i,0.00077853-0.00082256i,0.0012393-0.0007473i,0.0017697-0.00059799i
-0.0033756+0.0035388i,-0.002725+0.0051115i,-0.0030636+0.0059766i,-0.001962+0.0057036i,-0.00064312+0.0048918i,-0.0010687+0.0025232i,-0.003301-0.0019306i,-0.0069769-0.0052313i,-0.010708-0.0017183i,-0.010592+0.0056238i,-0.0053027+0.0089594i,0.00076481+0.0088107i,0.0045442+0.0087918i,0.0070559+0.0067378i,0.0059452+0.0013133i,0.0019671-0.0015531i,0.00028486-0.00091729i,0.0012262-0.00042086i,0.0018807-0.0011328i,0.0013195-0.0030818i,0.00014439-0.0047583i,-0.0010939-0.0051076i,-0.0013836-0.0037577i
-0.0057237+0.0017406i,-0.005853+0.0015572i,-0.0072519+0.0038323i,-0.0043416+0.0037809i,-0.00078435+0.0015875i,0.0015984-0.0018455i,0.0024716-0.0044108i,0.0023785-0.0027467i,0.0009596+0.0027281i,-0.00025977+0.0069579i,1.1503e-05+0.0051289i,-0.0018872+0.0012864i,-0.0040724+0.00139i,-0.00289+0.0036784i,-0.0011696+0.0044629i,-0.00038014+0.0045559i,0.00048116+0.0040358i,0.0016451+0.0020934i,0.0022916-3.4424e-06i,0.001223-0.0013915i,0.00043179-0.0023371i,-0.00027622-0.002648i,-0.00078271-0.0019332i
0.0086424+0.00039851i,0.0096846+0.00030809i,0.013962-0.004915i,0.013628-0.0079229i,0.010293-0.0080503i,0.0070188-0.0045257i,0.006969+0.0028888i,0.0095045+0.0074183i,0.014085+0.0070155i,0.016603+0.0016168i,0.01227-0.0063718i,0.0032694-0.011681i,-0.0052568-0.011856i,-0.0087555-0.0088104i,-0.0066643-0.0025505i,-0.0032949+0.00297i,-0.0019416+0.0038897i,-0.0011441+0.0034371i,-0.00047806+0.0031644i,-0.001239+0.0026647i,-0.0023845+0.0026431i,-0.0028292+0.0021106i,-0.0020225+0.0008787i
0.0049351-0.001813i,0.0046842-0.0026561i,0.0059958-0.0039894i,0.0064852-0.0014573i,0.0057707+0.0026902i,0.003274+0.006682i,0.0012861+0.0099634i,0.002788+0.0089524i,0.010195+0.0028555i,0.015339-0.0048814i,0.01204-0.0088446i,0.0059504-0.0082847i,0.0011249-0.0076863i,-0.0023744-0.0065575i,-0.0029539-0.002904i,-0.00091362+0.0001942i,-0.0005688+0.00097329i,-0.0012071+0.001785i,-0.0010427+0.0021742i,-0.0019123+0.0028821i,-0.0026814+0.0046985i,-0.0015517+0.004782i,-0.00056586+0.0027172i
0.0017684+0.0021136i,0.0042578+0.0010866i,0.0061982+0.0015084i,0.0025899+0.0041179i,-0.0030805+0.0051642i,-0.0079302+0.003769i,-0.010689+0.0015232i,-0.0097955-0.0020052i,-0.0056731-0.006755i,-0.0018527-0.0099625i,-0.0017067-0.0069801i,-0.00088142-0.00076007i,0.0026268+0.0017733i,0.0043767+0.00073199i,0.0035098-0.001255i,0.0025534-0.0025773i,0.0019553-0.0023612i,0.001918-0.0021031i,0.0011858-0.0020546i,0.00026075-0.001982i,0.00013946-0.001224i,0.00066477+0.00021789i,0.00076793+0.00074326i
0.0024985+0.0002659i,0.0022735+0.00088547i,0.00068026-0.00075774i,-0.0032707-0.0048725i,-0.0059272-0.0089319i,-0.0063876-0.0088147i,-0.0066126-0.0074834i,-0.0090496-0.0084892i,-0.013687-0.010067i,-0.015967-0.00876i,-0.012733-0.0041581i,-0.0073497+0.0012313i,-0.0022916+0.0053828i,0.0025976+0.0057863i,0.0053134+0.0024536i,0.0039006-0.00066896i,0.0021215-0.00071506i,0.0025006-0.00051626i,0.0034258-0.0027378i,0.004029-0.0039669i,0.0042549-0.0040952i,0.0036772-0.0038681i,0.0020464-0.0030706i
-0.00049683-0.0016481i,-0.0022846-0.0026109i,-0.0016368-0.0033421i,0.0023111-0.0053856i,0.0069284-0.0067693i,0.0090233-0.0058764i,0.0080603-0.0035977i,0.0031129-0.0015155i,-0.0052264+0.00076824i,-0.010831+0.0036214i,-0.0086008+0.0040923i,-0.0038345+0.0018578i,-0.0019735+0.0011135i,-0.00037768+0.0025335i,0.00062788+0.0020435i,7.3016e-05-0.00034566i,0.00029494-2.3833e-05i,0.00076686+0.0012716i,0.001333+0.00024918i,0.0016915-0.0011415i,0.0019211-0.0019046i,0.0028082-0.0027954i,0.0019124-0.0028681i
-0.00011204+0.00046633i,0.0021441+5.1697e-05i,0.00612-3.6222e-05i,0.010016+0.0024734i,0.012948+0.0067964i,0.012263+0.0093821i,0.010033+0.00946i,0.0086065+0.010944i,0.0060838+0.015783i,0.0039946+0.017687i,0.0053058+0.013201i,0.0052045+0.0047224i,0.0011554-0.0026934i,-0.0025643-0.0045823i,-0.0041281-0.0025903i,-0.0038285-0.00056022i,-0.0030866+0.0010887i,-0.002718+0.0017979i,-0.0022451+0.0020114i,-0.0019201+0.0017474i,-0.0024401+0.00077047i,-0.0023835-0.00017533i,-0.001762-0.00075185i
0.00034827-0.00017126i,0.00050513+0.0007285i,0.00088319+0.0025458i,0.00036935+0.0081293i,-0.0026938+0.013837i,-0.0053384+0.014572i,-0.002486+0.013153i,0.0041883+0.014356i,0.012131+0.015879i,0.017568+0.014188i,0.015362+0.0089136i,0.0076341+0.0021353i,0.0013985-0.0036134i,-0.0016619-0.0058925i,-0.0035752-0.0033375i,-0.0030795+0.00066883i,-0.0018715+0.0013536i,-0.0031085+0.00057085i,-0.0045094+0.0014513i,-0.0048577+0.0020001i,-0.0043866+0.0012326i,-0.0036725+0.00022166i,-0.0020622-0.00013868i
0.0015542-0.00086691i,0.0006744-0.00010356i,-0.0018362+0.0014398i,-0.0065974+0.0023959i,-0.011169+0.00032653i,-0.010544-0.0034632i,-0.0048988-0.0042871i,0.0018258-0.0033729i,0.010817-0.0041723i,0.01751-0.0065622i,0.013413-0.0086107i,0.004501-0.0073067i,0.00018282-0.004042i,-0.00039109-0.0015985i,-0.00072533+0.00018824i,0.00023822+0.00092553i,0.0022716+0.00031066i,0.0030284-0.00025205i,0.00186-0.00032844i,0.00027132-0.00047407i,-0.00032291+0.00030386i,-7.6268e-05+0.0013979i,6.8027e-05+0.00086793i
-0.0027227+0.0009135i,-0.0021996+0.0010959i,-0.0040068+0.0012709i,-0.0049181-0.002808i,-0.001242-0.009385i,0.0031266-0.012877i,0.0023369-0.013631i,-0.00014826-0.016495i,-0.00010045-0.021623i,0.0019437-0.023579i,0.0023718-0.01977i,0.00057119-0.011894i,-0.00081739-0.0029106i,0.00066589+0.0034789i,0.0036665+0.0046624i,0.0042608+0.0017622i,0.0029877+0.00053516i,0.003633+0.0011254i,0.0046692+0.00017323i,0.0041262-0.00074171i,0.0034579+0.0004016i,0.0035674+0.0013614i,0.0026456+0.00047928i
