-0.00079674-0.00031342i,-0.00080398-0.00014274i,-0.00096929-0.00031761i,-0.00070215-0.00088895i,-0.00051847-0.00059159i,-0.0012839+0.0011893i,-0.0020286+0.0025503i,-0.0015344+0.0027594i,-0.00035883+0.003286i,0.00034158+0.0024654i,0.0002657+0.00013207i,-0.00026526-0.001088i,-0.00018682-0.0013006i,-9.8774e-05-0.00096196i,-0.00075134-0.00017178i,-0.00073162+3.9413e-05i,-0.00013223-0.00079842i,0.00075212-0.00078068i,0.0011109-0.00035209i,0.00084681-6.9306e-05i,0.0001038+0.0005155i,-0.00072978+0.0003885i,-0.00089657+0.00033374i
0.00033766-0.0016784i,0.00068693-0.0020301i,-0.00018168-0.0010561i,-0.0012637+0.00037979i,-0.001905+0.0006281i,-0.0014275+0.00029952i,-0.0004561+0.00072789i,-0.00068739+0.0011049i,-0.00059004+0.0014688i,0.00041687+0.0015206i,0.00060275+0.00040968i,-0.00025467-0.00048064i,-0.000971-0.0003271i,-0.0007147+0.00017411i,-0.00050958+0.00011559i,-0.001286+8.0289e-05i,-0.00050737-0.00031263i,0.00080764-0.0010052i,0.00063935-0.00080224i,6.0773e-05+0.00037786i,-0.00041454+0.00077734i,-3.7503e-05+0.00070142i,0.00041149+0.00061033i
0.001546+0.0019228i,0.0008776+0.0018423i,0.0024143+0.00071541i,0.0026848-0.00087453i,0.0017007-0.0018686i,-1.235e-05-0.00079358i,-0.0010931+0.0005547i,-0.00049915+0.0018519i,-0.00035961+0.0023899i,-1.0283e-05+0.0014716i,-9.7261e-05-9.6913e-05i,-0.00028369-0.00028668i,4.0086e-05+0.00050092i,-0.00049237+0.0002699i,-9.3551e-05+0.00016486i,9.0661e-05+0.00079823i,-1.1374e-05+0.00089683i,0.00020344+0.00098467i,0.000345+0.0014017i,0.000301+0.0011436i,0.00017827+0.00099157i,-0.00019706+0.00043418i,-0.00029564+0.0003306i
-0.0022366+0.00040163i,-0.00080058+0.00039206i,-0.00052987+0.0004633i,3.7335e-05+0.00035115i,0.0011532-9.2148e-05i,0.00040845-0.00034393i,-0.00045297+7.1677e-05i,-0.00027427+0.0012636i,-1.6022e-05+0.0021603i,0.00055229+0.0018306i,0.00067518+0.00050397i,-2.454e-05-0.00036925i,-0.0012771-0.00020735i,-0.00095681-8.2554e-05i,-0.00039807-0.00039404i,-0.00057442-0.00023359i,-0.00074371+0.00050139i,-0.00069638+0.00034057i,-0.00041585-0.00060289i,-0.00069423-0.00056155i,-0.00018627+0.0006183i,0.00054391+0.00089119i,-9.8174e-06+0.00060973i
-0.00056973-0.00046763i,-0.00051603+1.6415e-05i,-0.00046305-0.00033218i,-4.5217e-05-0.001509i,-0.00044233-0.0011275i,-0.0004899-0.00028658i,0.00015814-0.00010548i,0.00016002+0.0005812i,-0.00051361+0.0016361i,-0.00086059+0.0019976i,-0.0010332+0.0010031i,-0.0003732-0.00032137i,0.00055238-0.00089359i,0.00047946-0.00051464i,-0.00016403-0.00020297i,-0.00036717-3.7559e-06i,-0.00041044+0.00054414i,-4.2179e-05+0.00060189i,0.0004151+1.5105e-05i,-0.00017979+0.00036271i,-0.0012188+0.00080378i,-0.0012965+0.000593i,-0.00053041+0.00028767i
-0.001481+0.00036852i,-0.0021991+0.00051045i,-0.00085872+0.00084821i,0.0014022+0.00049182i,0.0013103+1.165e-05i,0.00037121+0.0005256i,6.6767e-06+0.001042i,5.145e-05+0.0011332i,-0.00016941+0.0011784i,-7.7839e-05+0.0012453i,-0.0002912+0.00014144i,-0.000825-0.0010548i,-0.00071631-0.00096456i,-0.00083365-0.0006154i,-0.00037591-0.00018834i,0.00082336+2.2956e-05i,0.0010228+0.00021625i,5.3086e-05-2.8497e-05i,0.00014741-0.00011815i,0.00062793+0.00049832i,0.00068601+0.00041064i,0.00060711+0.00036507i,-0.00018279-0.00012801i
0.00035617-0.0011773i,0.00012803-0.0020752i,0.00021687-0.0019702i,-0.00010258-0.0011086i,-0.00048922-0.00057242i,-0.00040493-0.00012621i,-0.0002649+0.00051726i,-0.00049183+0.001778i,-0.00072021+0.0020064i,-0.00060416+0.0014803i,-0.00045797+0.00039705i,-0.00049949+0.00029435i,-2.6465e-05+0.00044743i,0.0015234-0.00017718i,0.0019807-0.00057366i,0.0013556-0.00081975i,0.00086143-0.0001257i,0.00049121+0.00040866i,0.00040493-0.00019798i,0.00089784-0.00032584i,0.00061115-0.00026802i,0.00010941-0.00057871i,0.00018028-0.00040649i
0.00077867-0.0015901i,0.0012408-0.00094921i,0.0019646-0.0009664i,0.0020902-0.00028568i,0.00062129+0.00015134i,-0.00053637+0.00042536i,-0.00062225+0.00091649i,0.00016792+0.001107i,-0.00019666+0.0017532i,-0.00065716+0.0016047i,-0.00061+0.00053358i,-0.00052443-0.00020295i,0.00070522-0.00016782i,0.0015252+0.00020315i,0.0010802+0.00069296i,0.00027051+0.001074i,0.00048417-2.344e-05i,0.00035142-0.0009134i,0.00022749-3.4885e-05i,0.00090743+0.00023073i,0.0012024+2.3232e-05i,4.2688e-05-9.071e-05i,-0.0009295-0.00066038i
0.0011491+0.0002257i,0.002239+0.00032187i,0.0018093-0.00062828i,0.000994-0.00030848i,0.00028881+0.00018407i,0.00025987+0.00049163i,-0.00026892+0.001283i,-0.00092772+0.0028622i,-0.00061189+0.0034449i,-0.00030846+0.0017342i,-0.00069945-0.00012069i,-0.001139-7.0908e-05i,-0.00037245-0.0004024i,0.00033534-0.00044172i,0.00044386+0.00020834i,0.00046336+0.00057486i,0.0004264+0.00071594i,0.00030419+0.00021662i,-0.00042013+9.0312e-05i,-0.00057653+0.00045747i,-2.9858e-05+0.00053699i,1.9976e-05+0.00032087i,-0.00044292+1.6346e-05i
-0.00068816-0.000568i,0.00020145+0.00070398i,0.000529+0.00047992i,-0.00012264-0.00079941i,-0.00092638-0.0020578i,-0.00039497-0.0014445i,-0.00033012-0.0004914i,-0.00093192+0.00054315i,-0.0010199+0.0017754i,-0.00056405+0.001675i,-0.00048371+0.0012216i,-0.0009717+0.00078508i,-0.00050278-7.3658e-05i,0.00039246-0.00094698i,0.00055868-0.00098205i,0.00032787-0.00092872i,0.00067756-0.0010649i,0.00084469-0.00059132i,0.00025296+0.00016289i,-0.00016687+0.00071995i,0.00012982+0.00074584i,-0.00048022+0.00058311i,-0.00090267+0.0005959i
-0.0012666-0.00044578i,-0.00058104-0.00044484i,4.9098e-05-0.00023546i,0.00042357-0.00043941i,-0.00038869-0.00018538i,-0.0011914+0.00038233i,-0.0011885+0.00097467i,-0.00087827+0.0023008i,0.00016968+0.0027881i,0.00034628+0.0015604i,-0.00033938-2.9876e-05i,-0.00087789-0.00038054i,-0.00017845-0.00013368i,0.00069933+0.00023534i,3.0694e-05+0.00011739i,-0.00068173-7.221e-05i,-0.00043974+0.00013562i,0.0001745-0.00015354i,0.00048801-0.00021437i,0.0011005+0.00016964i,0.00059295-0.00027971i,0.00032052-0.0008038i,0.00062085-0.00062737i
0.0016203-0.0012116i,0.0012839-0.00082423i,0.00055205-0.0010572i,-0.00049598-0.001556i,-0.0016314-0.0010946i,-0.0021518+0.0005322i,-0.0020174+0.0015582i,-0.0019203+0.0018838i,-0.001403+0.0019218i,-0.00061137+0.00053132i,-0.00017013-0.00028928i,-0.00035215+0.00013528i,-0.0010261+0.00038566i,-0.00055576+0.00037053i,0.00041195+0.00094487i,0.00046366+0.0012867i,2.1645e-06+0.00056588i,1.6382e-05+2.1994e-05i,-6.9182e-05-0.0002167i,3.0646e-05-0.0006776i,0.0002967-0.00026699i,0.00023225+0.00011228i,0.00047992+0.00020821i
-0.00076786+0.00048545i,0.00016651+0.00023715i,0.00076025-0.00011807i,0.0013315-0.00016073i,0.0017033-0.00065156i,0.00063387-0.0018934i,-0.00080156-0.0014064i,-0.00094019+0.0010384i,-0.00070247+0.0020275i,-0.00017414+0.00038746i,8.3841e-05-0.0009576i,0.00064039-0.00063128i,0.00099704-0.00020667i,0.00070257-0.00029342i,0.00063511+0.00036353i,0.00026208+0.00072749i,-1.1687e-05+0.00056014i,0.00039237-0.0002482i,0.00026269-0.00098136i,0.00019723-0.00081286i,1.4655e-05-0.00042273i,-0.00019663+0.00019004i,5.0756e-05+0.00020143i
-0.00074499+0.00037318i,-0.00024646+0.00048035i,-0.00013056+0.00053464i,-0.00021706+0.00030291i,-0.0002584-0.00084715i,-0.00031663-0.00079394i,-0.00045642+0.00033238i,-0.0011282+0.0010214i,-0.0013231+0.0014734i,-0.00091455+0.00056099i,-0.001051+0.00030342i,-0.0019045+0.00090492i,-0.0022686+8.8821e-05i,-0.0011787-0.00043496i,-8.5654e-05-0.00011697i,-0.00051977-0.00013528i,-0.00073548-0.00040419i,-0.0003843+0.00068998i,-2.2823e-05+0.0014191i,0.00032017+0.00087172i,0.00057449+0.0007232i,0.00036898+0.00047364i,-0.00037278-0.0002502i
-0.00084696+0.0014308i,-0.00083247+0.0011287i,0.00046126+0.00036665i,0.00068248-5.5963e-05i,-0.00071857-0.00040644i,-0.0011118-0.00027001i,-0.0011537+0.00046347i,-0.0011631+0.0015086i,-0.00068352+0.001015i,-8.1318e-05-5.2445e-05i,0.00046469-0.0002001i,-0.00029016-4.6079e-05i,-0.0016798+0.00073822i,-0.0016207+0.00040362i,-0.00088511-0.00027381i,-0.00018382-4.6544e-05i,0.00055532+0.00076607i,0.0004402+0.0013215i,-0.0004504+0.001044i,-0.00084938+0.00023313i,-8.2929e-06-0.0009879i,0.00083723-0.00087449i,0.00022244+0.00021741i
0.00045976-0.00024661i,0.0010582-0.00027618i,0.0010373-0.00062195i,0.0018847-0.0016751i,0.0019156-0.0020011i,0.0011408-0.0011703i,0.00020074+5.1849e-05i,-0.00040745+0.00079656i,-0.00030105+0.0016093i,-6.9134e-05+0.0013604i,-0.00035744+0.00032727i,-0.00097166+7.334e-05i,-0.00044333+0.0008672i,0.00018015+0.0005066i,0.0004431-0.00018547i,-9.0765e-05+4.287e-05i,-0.00041504+0.0010129i,0.00014877+0.0012085i,0.00045584+0.00051244i,0.00059456+0.0006276i,0.00049771+0.0007495i,0.00010958+9.798e-05i,-6.9123e-05+9.5757e-05i
-0.00044101+0.00080972i,0.00048209+0.00082791i,0.00031805+0.0010557i,0.00014146+0.0016017i,8.5259e-05+0.0013595i,0.00061718+0.00099468i,0.00032899+0.0010015i,0.00014411+0.0012967i,6.5836e-05+0.0016979i,-0.00022953+0.0010413i,-0.00016915+0.00064469i,0.00014003+0.00088077i,0.00049028+0.00089682i,0.00049063+1.9067e-05i,0.00032929-0.0006419i,-1.8041e-05-0.00030823i,-0.00030143+0.00053853i,-0.00042646+0.0006037i,1.6065e-05+0.0001464i,0.00033452-0.00026361i,0.0002541-0.00068886i,0.00014611+0.000338i,-6.2476e-05+0.00035063i
0.00074868-0.0023825i,0.0014546-0.00091089i,0.0012298-0.0012004i,-0.00039798-0.00080191i,-0.0020659-0.00011666i,-0.0019174-0.00039404i,-0.00073042-0.0007745i,-0.00080752+0.0003681i,-0.0012712+0.0017354i,-0.00039053+0.0023429i,0.00041193+0.00051194i,0.00011382-0.00082995i,-0.00059794-0.00051362i,-0.00085691-0.00038378i,-0.001194-0.00042268i,-0.0014869-0.00044262i,-0.001329+0.0001191i,-0.0003637+0.00048353i,0.00073048+0.00018055i,0.00078322-0.00021617i,0.0010586-0.00086649i,7.0305e-05-0.0013235i,-0.0010813-0.00084907i
0.0014096+0.00013021i,0.0010784+0.00027185i,0.0012067+0.00030665i,0.0016705-0.00055944i,0.0012226-0.0017156i,1.6056e-05-0.00067545i,-0.00088435+0.00055507i,-0.0012218+0.0010938i,-0.0004566+0.0014689i,0.0006185+0.00058709i,8.7254e-06+4.2726e-05i,-0.00071615+0.00029364i,8.6291e-05+0.00012351i,0.00034837-0.00052898i,0.00042852-0.00087466i,0.0008711-0.00012824i,0.0010823+0.00022959i,0.0013822-0.00016665i,0.00081391+0.00012349i,0.00013181+1.377e-05i,0.00050781+5.6147e-05i,0.00084+0.00024519i,0.0002049+0.00046113i
-0.001593-0.0009488i,-0.00081861-0.00096431i,-0.0011003-8.443e-05i,-0.00071733+0.00023802i,0.00059445+0.0009312i,0.00042702+0.0016442i,-0.0003539+0.0016517i,-0.0005428+0.0020467i,-0.00074222+0.0019202i,-0.00058318+0.00089642i,-0.00060147+0.00051108i,-0.00035566+0.0002992i,-0.00013763-0.00030359i,0.00022544-0.00017534i,0.00062091-0.00012894i,0.00035229-0.0004662i,0.00034781-0.00060874i,0.00060769-0.00072431i,0.00018214-0.00074857i,-0.00019556-0.00037847i,0.00013872-0.00014458i,0.00010818-0.00018422i,-0.00028731+4.0477e-05i
0.0017135+0.00096922i,0.0023242+0.00032365i,0.0021838-0.0014414i,0.001498-0.0027611i,0.00039121-0.0027543i,-0.00070839-0.0022445i,-0.00087202-0.00098796i,-0.00030439+0.00035164i,0.00016741+0.0017587i,-0.00044459+0.0011289i,-0.0010427-0.00025618i,-0.0010604+0.00025495i,-0.00017734+0.00023201i,0.00077857+9.3877e-06i,0.00058363+0.00020315i,0.00036152+0.00025318i,5.5614e-05+0.00010643i,0.00031232+0.00017995i,0.001089+0.00044884i,0.00049252+0.00067777i,-0.00021143+0.00056323i,-0.0001448+0.00079521i,-0.00067931+0.0003859i
0.00043384+0.0013994i,-0.00060797+0.0020986i,0.00040176+0.001843i,0.0009348+0.00093287i,0.00017715-7.8749e-05i,-0.00058363+0.00039199i,-0.0003017+0.001247i,-8.1914e-05+0.0017493i,-0.00096144+0.001664i,-0.0011159+0.00024311i,-0.00038595-0.00077184i,5.4638e-05-0.00012759i,0.00011177+0.00077495i,0.0001057+0.00068072i,0.00021356+0.00011145i,-0.00024424+0.00039454i,-0.00023141+0.0003971i,0.00041803+0.00037093i,0.00056593+0.00085262i,0.00062738+0.00032702i,0.00043763-2.8797e-05i,5.2369e-05+0.00013009i,-0.00018369+0.0001348i
-0.00083156-0.00036036i,-0.00023452-0.0010001i,-0.00028446-0.0005702i,-0.00063312+7.3332e-05i,-0.00021293-3.3715e-05i,-0.00077968-0.0004849i,-0.0015458+0.0010095i,-0.0016202+0.0022475i,-0.0010172+0.0011053i,-0.00044746+9.4573e-05i,-0.00033507-5.3579e-05i,-0.00072563+8.7774e-05i,-0.00091535-0.00017337i,-0.00015313-0.00039741i,0.00026067-0.00019892i,0.00070642+6.0987e-05i,0.00050739-0.00029428i,-5.3721e-05-0.00044884i,0.0001917+0.00065873i,8.4344e-05+0.0005754i,-3.1805e-05-0.00026134i,-6.5942e-05-0.00069624i,-0.00022035-0.00044158i
0.00021566-0.00055903i,0.0014042+8.483e-05i,0.0026436-0.00022043i,0.0023685-0.0014131i,0.00028522-0.0014634i,-0.00013583-0.0011417i,-0.00022491-0.0012096i,-0.0014233+0.00038179i,-0.0016201+0.0021576i,-0.00041267+0.001714i,0.0002272+0.00036893i,-0.00046051-0.00013219i,-0.00059366+9.5072e-05i,2.7368e-05+2.9527e-05i,0.00024773-0.00035819i,0.0001015-0.00038747i,0.00014776+0.00061662i,0.00053549+0.0010648i,0.00035744+0.00032879i,-0.00042151+0.00010259i,-0.00096098+0.00028291i,-0.0010602-0.0001195i,-0.00011158-0.00052942i
-0.00045198+0.00055004i,-0.00017807+0.0013002i,-0.00045039+0.001997i,-0.00052404+0.0024245i,-2.4127e-05+0.001872i,0.00060837+0.0011389i,-6.0006e-05+0.0011413i,-0.00081867+0.001349i,-0.00026366+0.0022878i,0.00084123+0.0017353i,0.00074391+0.00012948i,-0.00012767-0.00015028i,7.2227e-05+0.00011962i,0.00062602-0.0001807i,-0.00033182-0.00071374i,-0.00042905-0.00141i,0.00033373-0.00087i,0.00046916+0.00025445i,0.00055994+7.5787e-06i,0.00027073-0.00062831i,-1.3794e-05+7.5436e-05i,0.00058768+0.00093567i,0.0011769+0.0010184i
0.00080771+0.0014622i,0.00016959+0.0015822i,0.0012308+0.00050149i,0.00079828-0.001279i,-0.00017124-0.0023012i,-0.00055119-0.0016418i,-0.0012675-0.00034088i,-0.0013674+0.00074333i,-0.00069228+0.0012136i,-0.00048363+0.0007494i,-8.5832e-05+0.00014004i,5.1625e-05+0.0001881i,-0.00037243+7.3104e-05i,-0.00032856-0.00024438i,0.00025379-2.277e-05i,0.00090086+0.00048546i,0.00083449+0.00086126i,-0.00022352+0.00044689i,-0.00095479-9.3161e-06i,-0.00067947+0.0001839i,-0.0003796+0.00017245i,-0.00042637-1.9724e-05i,-0.00048025-0.00014391i
-0.00091342-0.0010115i,-0.0018056-0.00025041i,-0.0020699+8.0863e-05i,-0.0010801+0.00017072i,-0.00034426+5.9223e-05i,-0.00038041-0.00027638i,-0.00020174+0.0007847i,4.4995e-05+0.0019569i,-0.00014878+0.0023718i,0.00035596+0.0015331i,0.00033611+0.00051255i,-0.00086965-0.00027543i,-0.0005635-0.00047354i,0.0002834+3.1095e-05i,0.00016829+0.00041582i,0.00013146+0.00025991i,0.00012313+0.0003296i,0.00042696+0.00023058i,0.00066725-0.00011837i,0.00054461+9.6483e-05i,0.00047049+7.8879e-05i,0.00039071-4.63e-05i,0.0002475+7.0129e-05i
0.00079211-0.0026594i,0.0015568-0.0031062i,0.00052201-0.001676i,-0.001263-0.00084492i,-0.0013523-0.0012446i,-0.00090666-0.0012009i,-0.00061107-0.00078261i,-0.00031019-0.00012305i,-0.00036857+0.00084544i,-0.00017472+0.0013108i,-0.00072755+0.0003912i,-0.0013442-0.00058442i,-0.00035534-0.00039129i,0.0003069+9.7748e-05i,-2.7923e-05-0.00020758i,-0.00026704+0.00018005i,-0.00032163+0.00063021i,-0.00037512+0.0001923i,-9.9903e-05+0.00018471i,0.00056591+0.00037431i,0.00045886+3.8818e-05i,0.00055837-6.025e-05i,-0.00014044-0.00021189i
0.0017485+0.0010649i,0.0020338+0.0021815i,0.0017995+0.0026981i,0.0014973+0.0010492i,0.0017064-0.0010574i,0.0005554-0.0012589i,-0.00041477+0.00014677i,-0.00098658+0.0019154i,-0.0010255+0.0021419i,-0.00040991+0.00036967i,-0.00016694-0.00098376i,0.00075723-0.00055876i,0.0016257+0.00033455i,0.0012559+0.001105i,0.0010574+0.0010108i,0.00066285+0.00070641i,0.00027432+0.00031175i,-4.831e-05+0.00023701i,-0.00016269+8.5309e-05i,0.00047794-0.00023872i,0.00047091-0.00034562i,-3.7701e-05-0.00010582i,-0.00058465+0.00049812i
-8.134e-05+0.00050386i,-0.00025387+0.0009827i,-0.0005018+0.00051508i,-0.00036945-4.4244e-05i,-0.00044575-0.00025549i,-0.00073146-9.2088e-05i,-0.0005801+0.00090224i,-0.00060051+0.0017197i,-0.00076475+0.0018112i,-0.00086432+0.0012476i,-0.00074874-0.00011392i,-0.001081-0.00078633i,-0.001143-0.0003904i,-0.00040192-0.00031022i,0.00028287-0.00020781i,0.00049226+6.7397e-05i,0.00022252+0.00011607i,0.00070461+0.0002236i,0.0011986-0.00014924i,0.0007467-0.00048959i,0.00018413-9.9727e-05i,-0.00024569+0.00025314i,-0.00034229-0.00031819i
0.0013814-0.0018048i,0.0014042-0.0008132i,0.00050948-0.0012393i,-0.00063179-0.0019214i,-0.0016271-0.0018773i,-0.0013694-0.00095471i,-0.00056345+9.3246e-05i,-0.00037232+0.00085046i,-0.00081137+0.0012389i,-0.00060126+0.0007459i,-0.00012438-0.00032372i,-0.00044778-0.00031041i,-0.0004224+2.0896e-05i,0.00028039+6.837e-05i,0.00054179-0.00011052i,0.00060883-0.00068792i,-4.1592e-05-0.00068346i,-0.00096344+1.2472e-05i,-0.00078585+0.00061617i,-3.6267e-05+0.00055601i,-0.00017582-0.0002621i,-0.0003308-0.00047744i,0.00044776+0.00016834i
-0.00071518-0.0014031i,-0.0011321-0.0013271i,-0.0011408+0.00040795i,0.00036719+0.001336i,0.0010359+0.00082611i,0.00058074+0.00062837i,0.00033414+0.00031888i,0.00011209+0.00060256i,9.2465e-05+0.0019368i,0.0010085+0.0020814i,0.00064803+0.00076332i,-0.00040078-0.00035706i,-0.00040706-0.00026628i,-0.0001944+0.00024806i,8.5062e-06+0.00036698i,0.00011116+0.00043843i,0.00011166+0.00042224i,0.00013562+0.000294i,0.00067918-0.00016614i,0.00068467-0.00040734i,0.00024005-2.2626e-05i,0.00021211+9.783e-05i,0.00036685-0.00016611i
0.002297-0.0011348i,0.0026134-0.0012051i,0.0023072-0.00071793i,0.0017525-0.00049068i,0.0008425-0.00053969i,-0.00067513-0.00043826i,-0.0010666-0.0007904i,-0.00054966-0.00045969i,-0.00014422+0.00090367i,-0.00038454+0.0015832i,-0.00018145+0.0010989i,-0.00038167+0.00047501i,-3.4673e-05+0.00026099i,-5.938e-05-0.0003068i,-0.00093244-0.00055076i,-0.00019912-0.00012347i,0.00088516+0.00031292i,0.00094236+0.00017708i,0.00010737-0.00038839i,-0.00075224+7.0091e-05i,-0.00086216+0.00011542i,-0.00026737-4.5735e-06i,6.696e-05-0.00050035i
0.0017003+0.0013039i,0.002094+0.0014902i,0.0020484+0.00083712i,0.0012248-0.00010324i,-0.00021391-0.0011213i,-0.0021276-0.0013454i,-0.0025506-0.00023157i,-0.0017132+0.0012559i,-0.00052788+0.0016378i,0.00083455+0.001005i,0.00061642-5.438e-05i,-0.00061766-0.00014175i,-0.0010083+0.00083144i,-0.00065693+0.001213i,-0.00018933+0.00048297i,-4.7505e-05+0.00077732i,-0.00016057+0.000812i,-0.00031442+0.00076559i,-0.00084755+0.00058258i,-0.00077987-8.6053e-05i,-0.00016581-9.1559e-06i,-5.2897e-05+0.00012109i,-0.00055556+0.00053814i
-0.0013445+0.0011312i,-0.00076186-2.3497e-05i,0.00041715+0.00029951i,0.0018428+0.00064364i,0.002249-0.00023137i,0.0015786-0.00076882i,0.00033729-0.00055862i,-0.00022808-3.9497e-05i,-0.00029937+0.0013654i,0.00044669+0.0018694i,0.0012881+0.00042249i,0.00078641-0.00039484i,9.2072e-06-0.00070287i,0.00035347-0.001202i,0.00079294-0.00041068i,0.00087814+0.00065796i,0.00062675+0.00045352i,-9.3949e-06+0.00046367i,-0.00036649+0.00026678i,-0.00046218-0.00027644i,-0.00087943+0.00038479i,-0.00084076+0.00087907i,-9.0399e-05+0.00056941i
-0.00081647-0.0027742i,-0.00035955-0.00128i,4.3459e-05-0.00010072i,2.7246e-05+0.00020843i,-0.00087558+0.00026887i,-0.0005968+0.0011702i,-0.00013055+0.0019983i,-0.00015289+0.0019016i,0.00053308+0.0014185i,0.00019754+0.00070991i,-8.883e-05-0.00010877i,0.00033866-0.00037604i,0.00065916-0.00042458i,0.0011082-0.00042896i,0.0010239-2.6824e-05i,0.00029122+0.0001655i,-0.00018485+7.3421e-05i,0.00028337+0.00016629i,0.00044856-0.00028369i,-0.00015854-5.9449e-05i,-0.00026635+0.00081027i,0.00042983+0.0010429i,0.0002511+0.00058179i
0.0011429+0.00018141i,0.0028543+0.00039149i,0.0021743-7.0657e-05i,0.00011049-0.00071271i,-0.00099043-0.00080435i,-0.001137+0.00040577i,-0.00079857+0.0012824i,-0.00079996+0.0013968i,-0.00028782+0.0015131i,0.00026793+0.0011448i,0.0007588+0.00060409i,0.001335+0.00050121i,0.0012929+0.00062563i,0.0011309+2.1575e-05i,0.001252-0.0006372i,0.00068847-2.0107e-05i,-0.00035318+0.00077912i,-0.00015491+0.00045696i,0.00022836+0.00055039i,0.00065469+0.00077315i,0.0011337+0.00032918i,0.00092091-7.0467e-05i,0.00018125-1.2839e-05i
0.0004698+0.0010495i,0.00057355+0.0017187i,0.00095446+0.0011573i,0.0018392-0.00021534i,0.00070651-0.0012389i,-0.00042102-0.0020726i,3.9323e-05-0.0021031i,-0.00020972+1.6532e-05i,-0.00039768+0.0015917i,0.00071563+0.0014763i,0.0012742+0.0014773i,0.0005517+0.0014064i,-0.00030872+0.0010316i,-0.00011907+0.00074331i,0.00053142+0.00027265i,0.00035089-0.00036314i,-7.9259e-05+3.0066e-05i,0.00010709+0.00038054i,-0.00020707+0.00026204i,-0.00077936-0.00036119i,-0.00075814-0.00054382i,-0.00039236-0.00042402i,0.00017909-0.00042768i
-6.23e-05-0.0016569i,-0.00073903-0.0012479i,-0.0014473-0.0013969i,-0.0010349-0.0010377i,0.00018625-0.00052344i,0.00057859+2.8526e-06i,-0.00066605+0.00090799i,-0.00098367+0.0012407i,-0.00059352+0.0016365i,2.269e-06+0.00066769i,3.7664e-05-0.00059913i,-0.00029+0.00021134i,-9.3129e-07+0.00052048i,-0.00011654-0.00063797i,-5.4703e-05-0.00058646i,-8.7164e-05-0.00021107i,-0.00011489-0.00028977i,-0.00021571+0.00026361i,-0.00061915+0.00060439i,-0.00018208+7.2935e-05i,0.00015332-0.00025387i,-7.5724e-05-3.3724e-05i,-6.3457e-05-0.00060476i
0.00060106+0.00059912i,0.00065897-5.3917e-05i,0.0014737-0.0013747i,0.001279-0.0021883i,0.00034578-0.002565i,-0.00046942-0.0017183i,-0.00082871+0.00026852i,-0.00092242+0.0016145i,-0.00087556+0.001906i,-0.0005893+0.0010155i,-0.00069458-0.0001619i,-0.0011863-0.00031594i,-0.00093075+0.00090371i,-1.7757e-05+0.0016535i,3.9316e-05+0.00079318i,-0.00030731+0.00010403i,-0.00041977-0.00031134i,-0.00056302-0.00049651i,9.0451e-05+0.00019695i,0.00040859+0.00052417i,0.00062844+0.00058176i,0.00071087+0.00061039i,0.00019643-7.9054e-06i
-0.00087909+0.0012746i,-0.00051112+0.00065613i,4.9295e-05+0.0004921i,0.00038695+0.0008358i,0.00046098+0.00088139i,0.00013878+0.00060169i,-0.00037217+0.00047845i,-0.00041295+0.0016316i,-0.00025432+0.0027007i,-0.00011829+0.0021001i,-0.00027927+0.00047471i,0.00041478-0.00076967i,0.0011199-0.0011933i,0.0010548-0.00080123i,0.00032226-0.00025186i,-0.00027977+1.6514e-06i,0.00015585+0.00033403i,0.00075831+0.00085617i,0.00017089+0.0012565i,-0.00071372+0.00093967i,-0.00031231+0.00044314i,0.00059461-2.8735e-05i,0.00046779-0.00070881i
0.00036302-0.0015246i,0.0013589-0.0012068i,0.002097-0.0008177i,0.00096386-0.00016466i,-6.5018e-05-0.00040118i,-0.00082593-0.0007662i,-0.00048318+0.00012337i,-0.0004175+0.0012791i,-0.00018136+0.0016054i,0.00076629+0.0011106i,0.00067868+0.00015868i,-0.00035542+0.00011256i,-0.00088665+0.00034845i,-0.0005751-0.00016311i,-1.9761e-05-5.5533e-05i,0.00057381+0.00070465i,0.00042975+0.00074979i,-0.00031632+0.00034163i,-0.00041945+0.00024564i,-2.3225e-05-0.00026442i,-9.5749e-05-0.00037217i,-8.5876e-05-0.00080026i,0.00018982-0.00050517i
0.0017037+0.000766i,0.00048474+0.0011956i,0.0001339+0.00046767i,0.0012064-0.00069962i,0.00044006-0.00096947i,-0.0013319-0.00085617i,-0.0013117+0.00017487i,-0.0010825+0.0018101i,-0.0016814+0.0024216i,-0.0011753+0.0015196i,-0.00057282-0.00017676i,-0.00054086-0.00096539i,-0.00029615-0.00041523i,0.0001722+0.00029537i,0.00032788+0.00067202i,2.4334e-05+0.0013169i,-0.0001102+0.0013026i,-0.00013695+0.00096497i,-0.00034573+0.00074756i,0.00022844-0.00028444i,0.00039814-0.00021321i,-0.00025823+0.0001974i,-0.00047951-8.9517e-05i
