-0.001969+0.00076107i,-0.001214+0.0015246i,-0.0021083+0.002861i,-0.0019136+0.003121i,-0.00081694+0.0039569i,-0.00036519+0.0029973i,-0.00015828+0.00083893i,0.00034327+0.00058656i,0.00060388+0.00080552i,0.00092498+0.00098451i,0.0012194-0.00022773i,0.001203-0.0012942i,-7.3404e-06-0.0012551i,-0.0010086-0.0010623i,-0.0010742-0.000658i,-0.00058648-0.00035297i,0.00020872+6.2339e-05i,0.00070522-5.0171e-05i,0.00052807+3.1423e-05i,-0.00036476+0.00021962i,-0.00061508-0.00024003i,-0.0003042+0.00023091i,-6.9946e-06+0.00028289i
-0.0013195+0.0017083i,-0.00059434+0.0016028i,-3.0244e-08+0.0014885i,0.0003351+0.0019426i,0.001178+0.002268i,0.0015508+0.0012677i,0.00044037-0.00037333i,-9.6253e-05-0.0012783i,2.1946e-06-0.00054289i,1.3945e-05-0.00018246i,0.00063269-0.0004567i,0.00040513-0.00042504i,-0.00059365-0.00031778i,-0.00084032-0.00046928i,-0.00069888-7.5361e-05i,-0.00052737+0.00037162i,-0.00026438+0.00031931i,-0.00010348+0.0006613i,-5.0277e-05+0.0010204i,0.00059036+0.00031229i,0.0013316-0.0010169i,0.00084098-0.00055329i,4.2163e-05+1.3898e-05i
-0.00020352+0.00065947i,8.0797e-05+0.00082546i,0.0010146+0.0021118i,0.0015261+0.0021767i,0.00080252+0.0015892i,0.00028277+0.00085578i,-4.9074e-05-0.00025185i,-0.00066781-0.00050439i,-0.0013954-0.00032983i,-0.0013883-0.00028477i,-0.00046172-0.00026605i,-0.00036743-0.00081897i,-7.9388e-05-0.0012886i,-0.00048666-0.0011836i,-0.0012321-0.00051247i,-0.00083069+9.6208e-05i,-0.00098028+0.00027058i,-0.00036858+0.00040872i,0.0001031+7.3672e-05i,-6.311e-05-5.58e-05i,5.5814e-05+6.7921e-05i,-0.00024317-2.8769e-05i,-0.00014522-0.0008449i
-0.00044545+0.00034769i,-0.0013719+0.0005525i,-0.0011379-0.00049081i,-0.0012419-0.00094771i,-0.001703+0.00035788i,-0.00065617+0.0013233i,0.00020624+0.00089473i,-0.00016208+0.00056511i,-0.00030878+0.00078122i,-5.0375e-06+0.00045895i,0.00034147+0.00023984i,0.00059777+0.00072287i,5.9363e-05+0.00076472i,-0.00047359-7.4421e-05i,-0.00064833+0.00077469i,-0.00057277+0.001307i,-0.00055695+0.00029238i,-0.00037552-0.00031771i,-1.0514e-05-0.00020872i,-0.00018714-0.00017096i,0.00022184-0.00031604i,0.00028408+9.4497e-05i,-4.5381e-05+9.7407e-06i
-0.00023459-0.00031964i,-0.00033137+0.00069049i,-0.0010373+0.0018636i,-0.00086129+0.0028789i,-0.00057978+0.0025047i,-0.00026753+0.0017089i,-0.00072057+0.00056941i,-0.0011321-0.00088163i,-0.00090191-0.00085974i,-0.00038176-0.00045258i,9.7173e-05+0.00090842i,-0.00080866+0.001002i,-0.00098138-0.00035977i,-0.00081043-0.00071449i,-0.00091393+0.00013444i,-0.00079991+0.00052391i,-0.00098664-3.3626e-06i,-0.0013334-0.00020493i,-0.0018214+0.00021936i,-0.0014747+0.00020797i,-0.00075807+0.00020169i,-0.00087636+0.0005391i,-0.00064019+0.00041341i
0.0022117+0.0015009i,0.0033079+0.0007943i,0.0045943-0.00098812i,0.0032742-0.0021797i,0.0007127-0.0019429i,-0.0012452-0.00068646i,-0.0016658-9.6862e-05i,-0.00014032-0.00061131i,0.00088126-0.00021926i,0.00044872-6.24e-05i,-0.00058227-9.8529e-05i,-0.00093065-0.00012676i,-4.7144e-05+0.00048589i,-4.4802e-05+0.00085487i,-0.00054557+0.00062673i,0.00024797+0.00095809i,0.00073938+0.00099516i,0.00039693+0.00027417i,5.8029e-05-0.00083282i,-0.00028631-0.00081333i,-0.00014402-3.1571e-05i,-0.00034911+0.00036524i,-0.00020749+0.00057911i
-0.00072828+3.3247e-05i,-0.00049542-0.0011864i,-0.00014816-0.0010891i,2.4078e-05+2.2393e-05i,0.00012903+0.00036455i,-0.00036319+0.00052905i,-0.00011062+0.00045655i,-8.2044e-05-0.00028822i,-0.00070872-0.00059654i,-0.00027831-0.0002754i,-2.7318e-05+0.00053561i,1.7158e-05+0.00038519i,0.00017635-0.00027278i,-0.00025309-0.00012562i,-0.00034786+0.0007908i,-0.00078186+0.00094936i,-0.00087989-0.00014031i,-0.00020892-0.00070547i,-5.6454e-05-0.00086681i,-0.00046153-0.00018823i,-0.00030473+0.00056929i,2.0243e-05+0.00042281i,0.00034535+2.2177e-05i
0.00072895+0.001165i,4.395e-05+0.0021947i,-0.0012422+0.0017845i,-0.0010943+0.00092644i,-0.00016838+0.0015442i,0.00059555+0.0015327i,-0.00033437+0.00025257i,-0.00051647-0.00097593i,0.00019764-0.00056792i,-0.00013268+0.0001591i,-0.00036458+6.2261e-05i,-0.00023818+0.00012884i,-0.0004388-8.6966e-06i,0.00020937-0.00052153i,-0.00011369-7.7472e-05i,-0.00085718-0.00042164i,-0.00034214-0.0004932i,-5.0759e-05-0.00042615i,-0.00052678-0.00071725i,-0.00052925-0.00061414i,0.00025322-0.00045593i,-0.00028065-0.00051461i,-0.00077456-0.0010217i
-0.0017386+0.00083038i,-0.0010286+0.00099641i,-0.00059963+0.0019003i,-0.00076564+0.002243i,-0.00075911+0.0014295i,-0.00071287+0.00076469i,-0.0005473-0.00028126i,-0.00056279+0.00023258i,-0.00057658+0.000264i,0.00020904-0.00051897i,0.00035337-0.00057772i,-0.00012916-0.00066769i,-0.00050411-0.00015259i,-0.00078496+0.00050199i,-0.00083782-4.131e-05i,-0.00079633-0.0013623i,-0.00083703-0.0010311i,-0.00017104+0.00048095i,0.00035059+0.00060002i,-0.00035781+0.00072789i,-0.00050507+0.00052597i,-0.00030542+0.00021603i,-0.00025082+0.0001507i
-0.00016341-0.0020417i,-0.0016289-5.3232e-06i,-0.0023773-0.00025046i,-0.0025098-0.0010941i,-0.0017699-0.00014647i,-0.00035359+0.0015398i,-0.00028945+0.0011444i,-7.9634e-05-5.9266e-05i,0.00019313+2.9826e-05i,-0.00080222+0.00038398i,-0.00089017+0.00024876i,-0.00024011+0.00042339i,0.000259+0.00051365i,0.00024542-0.00031431i,0.00013975-0.00074144i,0.00044534-0.00065777i,0.00073886-0.00062369i,0.0010235-0.00039199i,0.001004-0.00013076i,-2.2612e-05-0.00039728i,-0.00024259-0.00097643i,-0.00027118-0.00091707i,3.4362e-05-0.00028341i
-0.00024695-0.0018782i,-0.00016469-0.00090643i,0.0011392+0.00013559i,0.0010234+0.00071754i,-6.6029e-05+0.00032156i,-0.00035105-0.00017389i,2.9867e-05-9.5823e-06i,0.00043606-0.00010022i,0.00058825-0.00051697i,0.00024084-0.00014099i,0.00027142+9.383e-05i,0.00012491+0.00024682i,-0.00038461-0.00033131i,9.8754e-05-0.00088404i,0.0005346-1.1037e-05i,-7.2272e-05+0.00061492i,-0.00018452+0.00097809i,-0.00068739+0.00087976i,-0.00053117+0.00022826i,0.00025219-0.0003374i,0.00030088-8.183e-05i,0.00047874+0.0001489i,0.00092856+0.00022511i
-3.4172e-05+0.00037442i,-7.5984e-05+0.0011607i,-0.001031+0.0011503i,-0.0015663+0.0016768i,-0.0018247+0.0022307i,-0.0011088+0.0015497i,-0.00027799-6.5187e-05i,-0.00023541-0.00119i,-0.00081765-0.00078134i,-0.0015126+0.00010572i,-0.00092045+0.00094538i,0.00017899+0.0010154i,0.00091022+0.00081343i,0.00055719+0.00058341i,-0.00038645+0.0003661i,-0.00089903+4.1166e-05i,-0.0004992-5.2675e-05i,-0.00019117-0.00038217i,-8.7338e-05-0.00062482i,6.9356e-05-0.00024822i,0.00034533+0.00044473i,0.00038176+0.00069097i,0.00059452+0.00039855i
-0.0012411-0.00090551i,-0.0016963-0.0010465i,-0.0029706-0.0014808i,-0.0035216-0.0011449i,-0.0020218-0.0001847i,-0.0008647+0.00075144i,-0.00017271+0.00086924i,0.00018775-0.00015024i,-0.0011302-0.00095402i,-0.0016791-0.00036455i,-0.0010163+0.00046232i,-0.00085442+0.00080149i,-0.00097101+0.00058851i,-0.0004176+0.00050765i,0.00050586+0.00067526i,0.00019924+0.00034963i,-0.00060682-0.00059126i,-0.00088054-0.00034239i,-0.0010244+9.1792e-05i,-0.00026611+0.00048671i,-0.00042566-0.00011474i,-0.00072829-0.0011482i,-2.1769e-05-0.0011108i
0.00073977+0.0013263i,0.0020199+0.00061682i,0.0022622+0.0001715i,0.0018289-0.00050203i,0.001687-0.00060018i,0.00091418-0.00016707i,-0.00071577-0.00077275i,-0.0012502-0.0016377i,-0.00047839-0.0013782i,-0.00024351-0.00053209i,-0.00028112-0.00049226i,-0.00012215-2.5381e-05i,-0.00040845+0.00038946i,-0.00095498+3.8182e-05i,-0.00087292-0.00070089i,-0.00073015-0.0011271i,-0.00076859-0.0012991i,-0.00031674-0.0011896i,0.00026317-0.00075805i,0.00058656+0.00037292i,0.00065255+0.0005894i,0.00081106-0.00017002i,0.00049995-0.0003137i
-0.00041868+0.00072091i,-0.00094077+0.00098314i,-0.0011072+0.00055448i,-0.0013446+0.00042707i,-0.0014407+0.00020888i,-0.0007603+0.00074049i,-0.00064895+0.00097412i,-0.0010329+0.00081499i,-0.0013116-0.00010755i,-0.00048831-0.00017537i,0.00063575+0.00026845i,0.00073454-0.00018608i,-0.00010347-0.00029135i,-0.00034383-0.00019356i,-3.7288e-05-0.00011693i,0.0008778-0.00025203i,0.0014407-0.00036447i,0.00081171-0.00036203i,0.00018256-6.9181e-05i,1.102e-05+0.00052235i,2.172e-05+0.00084705i,-0.00014555+0.00051586i,-0.00023036-0.0002i
-0.002099+0.00074634i,-0.0021718+0.00021936i,-0.0012148+0.00071637i,-0.00011601+0.0010632i,0.00048942+0.0017924i,0.00062791+0.0020262i,0.00041403+0.00067354i,0.00031757-0.00014476i,-6.1507e-05-0.00042275i,-3.4972e-05+0.00034562i,8.6917e-05+0.00024339i,-0.00025473-0.00072643i,-0.00074411-0.0013325i,-0.00053504-0.0016754i,-0.00012819-0.0012618i,-9.2109e-05+0.00022219i,0.00018809+0.0005914i,0.0009046-0.00027956i,0.00070111-0.00047532i,0.00016942+0.0002239i,0.00027002+0.00079248i,0.00021262+0.00044428i,-0.00010028-0.00010718i
0.0009573-0.0015261i,0.00035082-0.00096393i,4.0543e-05+0.00041647i,4.187e-05+0.00027893i,-8.8115e-05-0.00095782i,0.00036687-0.00121i,0.00013836-0.00055831i,-0.0010478+0.0003518i,-0.0015856+0.00070592i,-0.00078628+0.0010523i,0.0001389+0.0015263i,-4.0452e-05+0.0011831i,-0.00043124+0.00023671i,-0.00028044+5.7278e-05i,-0.00052237+4.5775e-05i,-0.00042142-0.00019566i,7.5777e-05-6.5572e-05i,-4.0803e-05+0.00087873i,0.00014199+0.00072555i,0.00041991-0.0005762i,0.00059976-0.00053894i,0.0003374+0.0002005i,0.00024516+0.00067563i
-0.00030388+0.00073116i,-0.0011135+0.0011621i,-0.002736+0.0019208i,-0.003136+0.0018894i,-0.0014271+0.0020627i,-0.00029662+0.0015851i,-0.00039217+0.00055563i,-0.00066901-0.00036003i,-0.00052585-0.00086598i,-0.00023871-0.00024495i,7.5632e-05+1.694e-05i,4.1992e-05+7.5795e-05i,-0.00029349-0.00025695i,-0.00045831-0.0010045i,-0.00075517-0.0012767i,-0.0015364-0.00054344i,-0.0013807+1.3374e-06i,0.00043376+0.00052644i,0.0013233+0.00047747i,0.00035966-5.3883e-06i,-0.00028753+0.00050395i,-0.00028733+7.2113e-05i,-0.00031952-0.00058058i
9.0123e-05+0.001351i,-0.00058234+0.00061626i,-0.00026864-0.00062601i,0.0001613-0.0004027i,-0.00038841+0.00062636i,-0.00024658+0.0010718i,-0.00028256+0.00062076i,-0.00062561+0.00012109i,-0.0012495+0.00051745i,-0.0012538+0.0013873i,3.5024e-06+0.0019972i,0.0010488+0.0020446i,0.0012434+0.0014096i,0.00065293+0.00057884i,0.00057932+0.00035812i,0.00093465+0.00031128i,0.00017526-0.00048682i,-0.00076978-0.00067208i,-0.0011435-0.00029402i,-0.0011078-0.00052539i,-0.00046712-0.00031063i,-5.2175e-05-0.00051676i,-1.4298e-05-0.00030042i
-0.0002725-0.0013222i,-0.0001825-0.001848i,-0.00062058-0.0011183i,-0.00080024-0.00016416i,-0.00035368+0.00066943i,-0.00019962+0.001321i,-0.00053338+0.00049736i,-0.00096451-0.00076198i,-0.0010568-0.00057254i,-0.00077568+0.00031255i,-0.00015748+0.0010197i,0.00036923+0.0012464i,0.00049055+0.00076532i,0.00025987+6.4051e-05i,-0.00048526+0.00015715i,-0.00066277-0.0003097i,-0.00042844-0.00013048i,-6.8364e-05+0.00029516i,0.00071111+0.00026849i,0.00024563-0.00015975i,-1.2708e-05-0.00049338i,0.00037693-0.00070947i,0.00065071-0.00064227i
0.00040165+0.0016727i,0.00011525+0.0011689i,-0.00086842+0.00057435i,-0.00075743+1.4612e-05i,0.00049203+0.00020085i,0.00041902+0.00019916i,0.00034525-0.00048535i,-0.00014-0.00057483i,-0.0010449-0.00094237i,-0.0012266-0.0010522i,-0.0010449-0.00052224i,-0.00074317-3.5395e-05i,-0.00056563+3.5445e-05i,-0.00068796+0.00037958i,-0.00068254+0.00033838i,-0.0005267-0.00010638i,-0.00065075-0.00013776i,-0.0009812-7.4358e-05i,-0.00084906+0.00013941i,-0.00084486+0.00082211i,-0.00075189+0.00074279i,-0.00049799+0.00040562i,-0.00062684+0.00014489i
-0.0022233-0.00061691i,-0.0026191-0.00024715i,-0.0026046+0.00011361i,-0.0027544+0.0010249i,-0.0026833+0.0015994i,-0.0011626+0.0011634i,-0.00048371-0.00047089i,-0.00097988-0.00070182i,-0.0013725-0.00058554i,-0.0012975+0.00032045i,-0.00089304+0.0015155i,-2.4306e-05+0.0011052i,0.0008315+1.579e-05i,0.00096928-0.0011835i,0.00042264-0.001261i,-0.00049808-0.00087658i,-0.0012264-0.00076372i,-0.0008669-0.00038586i,1.5465e-05-0.00014284i,-0.00014513+6.153e-05i,0.00031671+0.00049936i,0.00032495+0.00067637i,6.17e-05+0.00069547i
-0.00051577-0.00087998i,-0.00073961-0.00037546i,-0.0025662+0.0016375i,-0.0022634+0.0032352i,-0.00077063+0.0030403i,0.00049354+0.0008416i,-0.00024327-0.0027593i,-0.0028663-0.0046559i,-0.0054686-0.002757i,-0.0054548+0.0011083i,-0.0034537+0.0032265i,-0.0014148+0.0027112i,-7.5427e-06+0.0011307i,-2.6051e-05-0.00057327i,-0.00045412-0.00099476i,-0.00094501-0.00050429i,-0.0014179-0.0010852i,-0.0011121-0.0010883i,-0.00076835+0.00011443i,-0.00064272+0.00058286i,-0.00024213+0.00037796i,-0.00015934+0.00059519i,-0.00023925+0.00060646i
0.00021587+0.0013349i,-0.00034951+0.00083254i,0.00086086+1.6706e-05i,0.00056157-0.00049156i,-0.00029636-0.00040751i,-0.00068709+0.00056207i,0.00043107+0.0017438i,0.0026374+0.0016944i,0.0033541+0.00043286i,0.0028979-0.00013806i,0.001712-0.00052258i,-6.1292e-05-0.00099789i,-0.0011832-0.00063064i,-0.00090345-5.8553e-06i,-6.115e-05-0.00029027i,0.00014374-0.00062723i,-0.00027146+0.0001841i,-0.0006254+0.00032841i,-0.00014538+0.00051848i,6.9655e-05+7.5341e-05i,0.00025451-0.00044531i,0.00068803-0.0005351i,0.00063157-0.00022237i
-0.001271-0.00061093i,-0.00066494-0.001056i,0.00035571-0.0001484i,0.00038615+0.0006284i,-0.00080938+0.00066865i,-0.00053781+0.00061047i,0.00043474+0.00055392i,0.0009095+0.0006208i,0.00068043+0.0010597i,0.00148+0.00082154i,0.0012729+3.29e-05i,-0.00010544+0.000548i,-0.0006698+0.00090971i,-0.00034464+0.00028387i,-0.00018084+6.0905e-05i,-0.00019007+0.0003193i,0.00037134+0.00044257i,7.8404e-05+7.1275e-05i,-0.000709-0.00050755i,-0.00048946-0.00042379i,-0.00023576-7.4253e-05i,-3.9546e-05-0.00013908i,-5.0626e-05-9.8319e-05i
-0.00046869-0.00086359i,-0.001683+0.00021192i,-0.0027179+0.0010769i,-0.0012386+0.00067175i,5.9845e-05+0.00011812i,0.00022056-1.2507e-05i,-0.00010311+0.00024877i,-4.7361e-05+0.00030023i,-3.4574e-05+0.00072349i,-0.00067664+0.00084878i,-0.00084745+0.00024343i,-0.00073782-0.00052659i,-0.0007261-0.0012908i,-0.00030198-0.0012044i,0.00025335-0.00063178i,-0.00026345-0.00047938i,-0.00080072-0.00010267i,-0.00055674+0.00064559i,0.0002481+0.00082865i,0.00032323+0.0004497i,0.00012801+0.00066463i,-6.6066e-05+0.00079303i,-3.4474e-05+0.00015571i
0.00071695+0.0019379i,0.00050759+0.0014746i,0.0008868+0.00062945i,0.00098031-0.00037893i,0.00074127-0.00045729i,0.00027309+0.00021352i,-0.00048955+0.00035337i,-0.0003654+0.00091118i,0.00032279+0.0005395i,0.0001934-0.00012077i,-0.00033243-0.00045223i,-0.00073226-0.00066779i,-0.00080545-0.00042175i,3.8386e-05-0.000131i,0.0007933-0.00031083i,0.00071801-0.00017041i,0.0010068+0.00023253i,0.0011307+0.00045599i,-2.3771e-05+0.00056473i,-0.00099307+0.00068457i,-0.00065889+0.00018107i,-0.00044385+0.00033449i,-0.00044582+0.00062175i
-0.0011018+0.0011059i,-0.00048099+0.0010997i,0.00061086+0.00030942i,0.0011331+5.7985e-05i,0.0010857+0.00072277i,0.00036726+0.0015178i,0.00073534+0.0010952i,0.00098999-0.00011936i,0.00032879-0.00043622i,-5.3325e-06-0.00070988i,-0.00032036-0.00074385i,-0.00063255-0.00038919i,-0.00097016-0.00018908i,-0.00031428-0.00038258i,-4.3943e-05-0.00059087i,0.00028787-0.00058373i,0.00073269-0.00022816i,0.00035404-0.00044113i,0.00030359-0.00035917i,0.00050425+0.00026008i,0.00094552+0.00038445i,0.0003752-0.00018417i,-0.00083401-0.00067191i
0.00049003+0.00065404i,9.0129e-05+0.0010516i,0.0013488+0.00052837i,0.0027495-0.00066843i,0.0027315-0.0013029i,0.0015154-0.00085567i,0.00029395-0.00070135i,-0.00029807-0.00078832i,-0.00017908-0.00070133i,0.0002184-0.00085966i,0.00077344-0.00078947i,0.00044199-0.00044199i,-0.0010363-0.00016539i,-0.0017407+0.00014178i,-0.0011591-1.7106e-05i,-0.00022914+0.00062301i,-5.2993e-05+0.00058797i,5.172e-07-0.00063693i,0.00015318-0.00051663i,-0.00022869+0.00060132i,-0.00065928+0.00068048i,-0.00021183-6.2385e-05i,0.00040239-7.4999e-05i
-0.0001627+0.0002969i,-0.00087408+0.00040298i,-0.00073818-0.00013408i,-0.00081112-8.3574e-05i,-0.0016609+0.00074653i,-0.00091013+0.0007013i,-0.0004224+0.00048024i,-0.00090632+0.00049213i,-0.0003678+0.00026894i,0.00084098+0.00033396i,0.0015229+0.0009172i,0.0013028+0.00070207i,0.00089042-0.00035042i,0.00029684-0.0013196i,-0.00065178-0.0012226i,-7.9156e-05+0.00067956i,0.00039483+0.0014746i,-7.0962e-05+0.00092953i,0.00017551+0.00040652i,-2.768e-05+0.00047446i,-0.00021108+0.00079033i,8.8786e-05+0.00014039i,-0.00058412-0.00021703i
-0.0018025+0.0010084i,-0.0018609+0.00048079i,-0.0015353+0.00039601i,-0.0016227+0.0013428i,-0.0017902+0.0017545i,-0.00070119+0.0017358i,-0.00021614+0.0015931i,-0.0003768+0.0004831i,-0.00030381-0.00030799i,-0.0004726-2.3596e-05i,-0.00054765+0.00012179i,-0.00044353+0.00058138i,-0.00037224+0.00033136i,0.00037156-6.3106e-05i,0.00049947+0.00042336i,-0.00015312+0.00063118i,-0.00040393-0.00028078i,-0.00043771-0.00019359i,-0.00040567+0.00013565i,-3.881e-05-0.00050699i,-6.5952e-05-0.0005267i,-0.00013896-0.00014173i,0.00030317-0.00025672i
0.0018847+0.00031309i,0.001648+0.0001223i,0.0025085-0.00073079i,0.0025509-0.0011083i,0.0009802-0.0006455i,-0.0011809-0.00010589i,-0.0018617+0.00029588i,-0.00090797+0.00057678i,0.00039855+0.00061509i,0.00051388+0.00023937i,0.00066564+0.00010567i,0.00062795+0.00090013i,0.00018783+0.0010868i,0.00015918+0.00064594i,0.000352+0.00022988i,0.00057537-0.00035778i,0.00045244-0.00021066i,-0.00030538-0.00021089i,-0.0006869-0.00030677i,8.7034e-05-0.00043777i,0.00019408-0.00028568i,-0.00013375-0.0004949i,-0.00040303-0.00022789i
-0.0010952-0.0018569i,-0.0012361-0.0016924i,-0.0020867-0.002224i,-0.003222-0.0014664i,-0.0031041-0.00042592i,-0.00077372+0.00016462i,0.0014957+0.00043492i,0.0010309+0.00020986i,0.0005108-2.4437e-05i,0.00044354-0.00040442i,0.00029636-0.00025807i,0.00044808-0.0003467i,0.00042006-0.00063663i,0.00016473-0.00055165i,-0.00050531-0.00034896i,-0.00083539+0.00016576i,-0.00054671+0.00097896i,2.2745e-05+0.0010515i,0.00010595-9.5518e-05i,4.8893e-05-0.00065478i,-9.0686e-05-0.00027193i,-0.00054592-7.243e-05i,-2.4418e-05-0.00057425i
-0.00073707+0.00016423i,-0.0012396+0.0014641i,-0.0017641+0.0019205i,-0.0011029+0.0016967i,0.00064568+0.0008187i,0.0013716+0.00022901i,0.00090264-0.00032352i,1.1946e-05-0.00068603i,-4.3038e-05-0.00012602i,-0.00026668-3.7278e-05i,-0.00075868-0.0011197i,-0.00030358-0.00093088i,0.00018575+0.00023082i,0.00051905+0.00038203i,0.00038914+0.00013503i,-0.00032823-8.6231e-05i,-0.00027885-2.1949e-05i,0.00025185-0.0002079i,-0.00029019-1.0024e-05i,-0.00060665+0.00074605i,-1.4018e-05+0.00063378i,0.00070354-0.00011455i,0.00052872-0.00039528i
-0.00031886-0.0003829i,-6.505e-05-0.000968i,0.00054631-0.00097217i,1.5201e-05+0.0001114i,-0.00030426-7.0864e-05i,-0.0010536-0.00069187i,-0.0011867-7.5515e-05i,-0.0010428-0.00037927i,-0.00083984-0.0010904i,-0.00061295-0.00080706i,-0.00025069-0.0002086i,-0.00017207+0.00024842i,-0.00037443+0.00010274i,-0.00059619-0.00021124i,-0.001144+0.00012999i,-0.00061083+0.00028614i,0.00012695+0.00041416i,-0.0002366+4.9481e-05i,-0.00026878-0.00062217i,-0.00032125-0.00038156i,-0.00028745-0.00017085i,1.5957e-05-0.00063227i,5.9237e-05-0.00011505i
-1.0202e-05+0.00022932i,-0.0001768+0.00041282i,0.00063873-0.00019824i,0.00095078-0.0001663i,0.0007901+0.00064896i,0.00071817+0.001429i,0.0004841+0.0012134i,0.0011162+0.00049275i,0.00099677-0.00023239i,-0.00036606-0.00079482i,-0.00030451-0.00066148i,0.00053538-0.00039217i,0.0002739-0.00039701i,-0.00057639+0.00056197i,-0.00030268+0.00056723i,0.00013315-0.00043669i,-0.00025214-6.1102e-05i,-0.00055985+0.00028419i,-0.00038049+5.8414e-05i,8.5213e-05+0.00023023i,0.00019444+0.00015792i,0.00013176-0.00035938i,-3.6851e-05-0.00087204i
-0.00069588-0.00051352i,-0.00071982+3.3867e-05i,-0.00081218-0.00018768i,-0.00072363+0.00012881i,-0.00070388+0.0010126i,-0.0007121+0.0017641i,-0.0004071+0.0012131i,0.00014696-6.5025e-05i,5.8453e-06-0.00054417i,-0.00055706-6.631e-05i,-0.00022211+0.00023631i,-5.2846e-05+0.00035362i,-0.00024138+0.00073847i,0.00030272+0.00044403i,-3.6369e-05-0.0006557i,-0.00084351-0.00089228i,-0.00090938-0.00074693i,-0.00066738-0.001252i,-0.00058401-0.0010649i,-7.1351e-06-0.00010361i,0.0001236+0.00049545i,-0.00044465+0.00010981i,-0.00053986-0.00020275i
-0.001867+0.0012463i,-0.0014918+0.00091941i,-0.0013622+0.0017209i,-0.00014578+0.0018847i,-7.435e-05+0.0010032i,-0.00098725+0.00015129i,-0.0010525-0.00020428i,-0.00057487-0.00039413i,-0.00010735-0.00062754i,-1.4654e-05-1.3735e-05i,-0.00013978+7.976e-05i,-5.0628e-05-0.00078505i,0.00048691-0.00094108i,-1.9825e-05-0.00087289i,-0.00078532-0.00081921i,-0.0011857-0.00073031i,-0.00058705-0.00090562i,0.00019141-0.0010863i,0.00058871+9.1296e-05i,-4.9955e-05+0.00045193i,-0.00050514-0.00021394i,-0.00025901-0.0003545i,-0.00011591-0.00039954i
-0.00011309+0.0017151i,0.00069781+0.0013344i,0.00099827+0.0020223i,0.0020819+0.0019692i,0.0028215+0.0009669i,0.0018105-0.00013359i,0.0005715+5.9202e-05i,-2.6846e-05+0.00022441i,0.00041677-7.6609e-05i,0.00055138+0.00013501i,0.0006776+0.00024209i,0.00040774-0.00019437i,-0.00017747+0.00011335i,-0.00057031+0.00027033i,-0.00070732+0.00010992i,-0.00023251+1.7719e-05i,-4.278e-05+0.00049773i,2.8307e-05+0.00062308i,0.00084173+0.00031678i,0.00081654+0.00071289i,0.00015635+9.3169e-05i,-0.00012866-0.0014089i,-0.00041955-0.00080123i
9.16e-05+0.00035543i,-0.00036667+0.0015575i,-0.00019215+0.0019728i,9.3424e-05+0.00099854i,-6.7488e-06+0.00067154i,0.00028769+0.0010478i,0.00097905+0.00045601i,0.001004+0.0002885i,0.00029438-1.3632e-05i,7.1171e-05-0.00032768i,-0.00064652-0.00036695i,-0.00092489-0.00058092i,-0.000287-0.00078428i,-0.00018398-0.00066711i,-0.00080699-0.0003476i,-0.00037129-9.3874e-05i,0.00036341+0.00034632i,-8.2754e-05+0.00091453i,-0.00040639+0.0010415i,-0.00076936+0.00082155i,-0.00086659+0.00064138i,-0.00053417+0.00033902i,-0.00028971-6.0855e-05i
-0.0010237+0.00074184i,-0.0011134-1.7528e-05i,-0.0013377-0.0011964i,-0.0012192-0.0012407i,-0.0011083-0.00017808i,-0.00081042+0.00025849i,-0.00070294+0.0005734i,-0.00053634+0.00033779i,7.5933e-05-0.00027942i,0.00025228-0.00014457i,-0.00010992-0.0002717i,-0.00046517-0.0002703i,0.00021942+0.00036554i,0.00073321+0.00061712i,0.00019506+0.00048458i,1.7936e-05-0.00011045i,0.00062897+0.00014967i,0.00063006+0.00097039i,-0.00010061+0.0014011i,1.2233e-05+0.00052128i,0.00032717-5.4685e-07i,-0.00011122+0.00047234i,-0.00045256-0.00012106i
8.7591e-05-0.00039709i,0.001177+0.00069452i,0.0019231+0.0017362i,0.0016272+0.002101i,0.00085962+0.0014119i,0.00048859+1.0965e-05i,0.00026776-0.00086506i,6.7046e-05-0.00077164i,-0.00022505-0.00034004i,9.021e-05+9.9484e-05i,0.00056479+3.4764e-05i,0.00072891-0.00036005i,-0.00015727-0.00013429i,-0.00068363-0.0001834i,-0.0010188-0.00031467i,-0.0014111+0.00013562i,-0.00055127+0.00046801i,0.00020172-6.7956e-05i,-0.00017497-0.00052638i,-0.00034698-6.1843e-05i,-6.7688e-06+0.00053468i,-0.00022236+0.00035309i,-0.0005784+0.00050477i
0.00035813+0.0013288i,0.00075269+0.0015415i,0.0017222+0.0010554i,0.0021076+0.00022355i,0.00099172-0.00021157i,0.0002256+3.5391e-06i,-0.00032523+0.00047068i,-0.00058039+0.0007489i,-7.6733e-05+0.00044569i,0.0002559-0.00023617i,0.00037219-0.00036811i,0.00034137+0.00028346i,-0.00025148+0.00066645i,-0.0011382+0.0010305i,-0.001407+0.0013521i,-0.0004236+0.00065498i,0.00014455+0.0004845i,-8.1624e-05+0.00016507i,0.00095842-0.00039776i,0.0014818-0.00029309i,0.00090193-0.00028296i,0.00078025-0.0004706i,0.00022641-0.00030888i
