-0.0018581+0.0012234i,-0.0038601-0.00044845i,-0.0044183-0.00015218i,-0.0037583+0.00075176i,-0.003364+0.0017291i,-0.0020799+0.0028987i,-0.00059577+0.0025781i,0.00069998+0.0017147i,0.0015887+0.0013284i,0.0015464+0.00071075i,0.0013586+1.6423e-05i,0.00098304-0.00042819i,3.3579e-05-0.00080355i,-0.00033103-0.00080467i,-0.00032359-0.00019079i,0.00047993+0.00081336i,0.00091033+0.0009718i,0.00048562+0.00021426i,-8.7843e-05+0.00012884i,-0.00020138-3.9219e-06i,-8.3667e-05+0.00017124i,-0.00075258+0.00043872i,-0.00059639-8.1378e-06i
-0.00038738-0.0013748i,4.0837e-06-0.00064928i,-0.0015294+0.00076405i,-0.0021401+0.0018975i,-0.00085665+0.0023637i,0.00020974+0.0024857i,0.0010609+0.0020056i,0.0014816+0.000892i,3.0556e-05+0.00081449i,-0.0014097+0.0010299i,-0.0014353+0.00044212i,-0.00096375+0.00010342i,-0.00095762+0.00065776i,-0.0010263+0.00051011i,-0.00020444-1.5259e-05i,0.0007575+0.00031677i,0.0004638+0.00040779i,-0.00048213+0.00025321i,-0.00061482+3.8507e-05i,-0.00029931-0.00061386i,-7.6948e-05-0.00045311i,0.00029455+0.00015598i,0.00057922+8.4912e-05i
0.0016875+0.00095401i,0.0013543+0.00018294i,0.0012599+5.1808e-05i,0.00037119-0.00017623i,-0.00059578+0.00026497i,-0.001398+0.00061535i,-0.00142+0.00045259i,-0.0002873+0.00066979i,0.00066684+0.000439i,0.0013346+6.9098e-05i,0.0011052+0.00011576i,0.00032592-0.0001471i,6.1088e-05+1.3264e-05i,-0.00053057+6.9712e-05i,-0.00050539-0.000527i,0.00043318-0.00035894i,0.0010239+4.9839e-05i,0.00072896-0.00020957i,0.00045804+0.00015707i,9.432e-05+0.00073648i,-0.00021675+5.4158e-05i,0.00012446-2.8985e-05i,-0.00046583+0.00079578i
0.0010449+0.00012261i,0.0011097+0.00044371i,0.00039784+0.0012182i,-4.7084e-05+0.002273i,-0.00054178+0.0028437i,0.00018052+0.0020318i,0.00082267+0.00078996i,0.00039829+3.0904e-05i,0.00017078+8.9438e-05i,0.00067032+4.8892e-05i,0.0010824-0.00062242i,0.00067735-0.0011482i,-0.00031172-0.00080032i,-0.00043447+0.00041772i,-4.2645e-06+0.0010089i,0.00050088+0.00023312i,0.00057064+0.00028412i,0.00070645+0.00069731i,0.00106+0.00054999i,0.00041523+5.7547e-05i,-0.00022398+0.00022248i,-0.00030133+0.0004953i,-0.00012581+0.00024011i
-0.00094459+0.0028294i,-0.0016462+0.0026834i,-0.001565+0.0034178i,-0.00077992+0.0032995i,-0.00030626+0.0029865i,8.1467e-05+0.0014232i,0.00042544+0.00043986i,0.00029413+0.0006485i,0.00043823-0.00013765i,0.00056829-0.00090838i,0.00092043-0.00012259i,0.00023492-7.6026e-05i,-0.0007578+5.6333e-05i,-0.00049298+0.001224i,0.00040188+0.0015706i,0.00056772+0.0008723i,0.0004785+0.00086948i,0.0015268+0.00037228i,0.001694+0.00030598i,0.00097027+0.00093444i,-2.8273e-05+0.00078483i,-0.00023138-0.00029123i,-0.00020534-0.00046997i
-0.00034904-0.0023525i,-0.00092254-0.0018363i,-0.001261-0.00063943i,-0.00072644+0.00061277i,-0.00023464+0.0015916i,0.00044642+0.0012723i,0.00087378+0.00060781i,0.0010991+0.0006643i,0.0014323+0.00013298i,0.0011665-0.00051857i,0.00040318-0.00019119i,0.00049472-3.6951e-05i,3.759e-05+8.5533e-05i,-0.00049796+0.00037674i,-0.00012968+2.4123e-05i,0.00067262-0.00026386i,0.00040711-0.00069332i,-6.836e-05-0.00022172i,0.00054317+0.00065614i,0.00049989+0.00023863i,-4.8055e-05+3.146e-05i,-8.4487e-05-0.00018185i,0.00030674-0.00061254i
0.0025725+0.0013933i,0.0023002+0.00090563i,0.0025475+0.0018934i,0.001674+0.0018093i,0.0016752+0.00047327i,0.0014989+0.00039192i,0.00082026+0.0014421i,0.00079183+0.00075701i,-0.00012129-0.00077739i,-0.00058931-0.0011525i,0.00034954-0.00052697i,-0.00031246-0.00067582i,-0.0013371-0.00086817i,-0.00096591+0.00074454i,-4.9842e-06+0.0014687i,0.00051009+0.0011833i,0.00049795+0.00098724i,0.0008921+0.00037412i,0.0013695-3.6121e-05i,0.0009974-0.00012266i,0.00055195+0.00019722i,0.00084594+0.00047448i,0.0010228+4.6918e-05i
0.00078477+0.0015938i,0.000588+0.0014345i,0.00015099+0.0021993i,-0.00044379+0.002012i,-0.00027022+0.0012773i,-0.00026273+0.0011641i,-0.0001056+0.00097853i,0.00018648+1.7712e-05i,0.00022051-0.0011223i,0.00026078-0.0011764i,0.00025034-0.00074973i,-0.00019547-0.00016346i,-0.00019217-5.7889e-05i,0.00010034+0.00025166i,-8.7626e-06+0.0008419i,-0.00028966+0.0013332i,-2.9089e-05+0.0012935i,0.00068728+0.0011806i,0.00060398+0.0015404i,0.00016383+0.0018895i,0.00022002+0.00093536i,-0.00017428-0.00010503i,0.00016935+0.00027518i
-0.0020296-0.0013775i,-0.002196-0.0016105i,-0.0022836-0.00071388i,-0.0013028+0.0010457i,-0.00042132+0.0021746i,0.00020179+0.0025226i,0.00037099+0.0015503i,0.00052278-0.0001484i,0.00050959-0.00018874i,0.0010727-0.00020859i,0.00083946-0.00058749i,0.00057195+0.00018272i,0.00068718+0.00045854i,5.1662e-05-6.3276e-05i,0.00017735+3.142e-05i,0.00069864+0.00048928i,0.0004861+0.00015349i,0.00026008-0.00017013i,0.00043539+0.00018513i,0.00013117+0.00068065i,-0.00054388+0.00060612i,-0.00065093-0.00034788i,-0.00020051-0.00059924i
-0.0016475-0.0014848i,-0.0021982-0.00051449i,-0.0023822+0.00013479i,-0.0015466+0.0013142i,-0.0012815+0.0019871i,-0.0011474+0.002083i,-0.00068243+0.0021637i,-0.00013517+0.0013273i,0.00040773+0.00027292i,0.00029403-0.00030714i,-0.00028341-0.00085383i,-0.00014604-0.00041596i,-0.00021951+0.0014322i,-0.00082188+0.0015071i,-0.00074691+0.00058865i,0.00046188+0.00014911i,0.0012891+0.0004138i,0.0014195+0.0008817i,0.0010664+0.00036885i,0.00025686+0.00037116i,2.3072e-05+0.00091487i,-3.7966e-05+0.0010191i,-0.00033708+0.00073832i
0.00036842-0.0018297i,0.00085284-0.00092859i,0.00029195+0.00031664i,-0.00068842+0.00099314i,-0.00092048+0.0013254i,0.00014217+0.0012589i,0.00054364+0.00094873i,0.00045933+0.00024159i,0.00039145-0.00057923i,-0.00036672-0.00040267i,-0.0010583-0.00043272i,-0.0010467-0.00020483i,-0.00098528-0.00017287i,-0.00010487+4.4946e-05i,0.00044358+1.4834e-05i,0.00026445-9.5027e-05i,0.00028407+0.00067347i,-3.4339e-05+0.0011078i,-0.00041896+0.00054804i,-0.00096298+0.00035603i,-0.00077613+0.00092337i,6.7797e-05+0.0011678i,0.00026788+0.00083118i
-0.0014058-0.00044541i,-0.0013875-3.8338e-05i,-0.0016174+0.0018903i,-0.0019309+0.0037182i,-0.0015176+0.0030543i,-0.00075106+0.0022722i,7.6808e-05+0.002027i,6.4821e-05+0.00070563i,-0.00022211-0.00011037i,-0.00051969-3.4842e-05i,-0.00036823+7.982e-05i,-0.00019022+0.00010317i,-4.1787e-05+0.00021657i,0.0001486-0.00012824i,0.00070248+3.1828e-05i,0.00083724+0.00011383i,0.00076877-0.00025911i,0.00015256+0.00016326i,0.00031992+0.0011939i,0.00069517+0.00090865i,0.00031596+9.3999e-05i,4.162e-05-0.00027788i,1.4441e-05-0.00076881i
0.0017522+0.00030731i,0.00042743-0.0010502i,-0.00052923-0.0013012i,-0.00064251-0.00051129i,-0.00097758+0.00084134i,-0.001409+0.0010307i,-0.00075226+0.00042568i,0.00046965-0.00049631i,0.0010308-0.0017042i,0.00023442-0.0014555i,0.00036465-0.00070701i,-0.00022801-0.00047164i,-0.001219-4.6477e-05i,-0.00031075+0.00082596i,4.2086e-05+0.00057835i,0.00054265+9.9167e-05i,0.00094276+0.00038688i,0.00020705+0.00013138i,-0.00069962-0.00034216i,-0.00111-0.0009702i,-0.00067729-0.00084954i,-1.6014e-05-0.00014786i,-0.0006649-0.00025925i
0.00050981+0.00028303i,0.0009764+9.7037e-05i,0.00074925+0.00055838i,0.00056714+0.0011028i,0.00046608+0.0016827i,0.00060048+0.0017072i,0.00043002+0.0014205i,0.00020186+0.00037972i,0.00070273-0.00087318i,0.00054418-0.00080956i,-0.00027707-0.00099794i,-0.00088563-0.00059602i,-0.0016045+0.00013959i,-0.0012546+0.00025548i,0.00020664+0.00070604i,0.00084894+0.0012273i,0.00060704+0.00097684i,-0.00044864+0.00024934i,-0.00043414-0.00031765i,0.00010443-0.00049652i,-0.00012657-0.000374i,4.0131e-05-0.00044359i,-5.4879e-06-0.00049885i
-0.00012045+0.00028831i,-8.1375e-06+0.00088928i,-0.00059949+0.002543i,-0.0012466+0.0029628i,-0.00045911+0.0023008i,4.8552e-05+0.0017018i,-0.00038619+0.0010131i,0.00026348-5.5144e-05i,0.00040102-0.00025763i,0.00013217-0.000148i,0.00018087-0.00068097i,-0.00022727-0.00065182i,-0.0011301+3.6154e-05i,-0.00166+0.00013422i,-0.00026391-0.00015007i,0.00074493+0.00080924i,0.00026343+0.0015223i,-0.00029829+0.0012634i,0.00060939+0.00088763i,0.001044+0.00050357i,0.00010156+0.00016869i,-0.0005296-0.00043061i,-3.1311e-05-0.00027969i
0.0005785+0.00072322i,0.00094518+0.0012897i,0.00097966+0.0019382i,0.0011988+0.0022147i,0.00067512+0.0020372i,-1.8616e-05+0.0019235i,0.00047487+0.0016184i,0.0012382+0.00020343i,0.00086881-0.00067659i,0.00014222-0.00039666i,-0.00089527-0.00023679i,-0.0012572+9.0974e-05i,-0.00037662+0.001206i,0.00016365+0.0018456i,0.00040301+0.00099352i,0.00014108+0.00063193i,-0.00014289+0.00029755i,0.00041171-0.00011538i,0.00091331+0.00036481i,0.00059209+9.4657e-05i,0.0001585-0.00045817i,0.0001549-0.0002673i,-0.00032046+0.0011015i
-0.0020605-0.0015578i,-0.0039621-0.000958i,-0.0051038+0.00077355i,-0.0041578+0.0025433i,-0.0024644+0.0034146i,-0.00070155+0.0035898i,-1.242e-05+0.0022706i,-9.5064e-06+0.0011145i,0.00035044+0.00039318i,0.00031919-0.00030423i,0.0011537-0.00053332i,0.0017885-0.00029769i,0.00097015-0.0002084i,0.00031254-0.00047325i,0.00056705-4.526e-05i,0.00015105+0.00066292i,-0.00035986+0.00055349i,-0.00015588+0.00072882i,-9.337e-05+0.00061035i,-0.00027307-0.00010122i,-0.00020536-0.00045915i,-8.4537e-05-0.00013511i,0.00023009-0.0001515i
-3.934e-05-0.00085257i,-9.8395e-05-0.00012527i,-0.00089626+0.00085879i,-0.00090975+0.00085748i,-0.00049605+0.0014274i,-0.00050208+0.0011345i,-0.0003646+0.00026806i,0.00046767-8.7288e-05i,0.00071857-0.00047872i,0.0006235-0.00022237i,0.00065609-0.00046918i,0.0008114-0.000709i,0.00059251-7.7605e-05i,-0.00070616+0.00048051i,-0.0012791+0.00045547i,-0.00071697-0.00045913i,-1.2022e-05-0.00049375i,0.00071001+0.00031998i,0.00025335+0.00030412i,-0.00028043+0.00021444i,0.00014934+6.2985e-05i,-0.00026723-0.00019913i,-0.00085103-0.00035102i
-9.9865e-06+0.0033442i,0.00080791+0.0034539i,0.00023001+0.0034294i,-0.00069468+0.0031595i,-6.7931e-05+0.0032348i,0.00088396+0.002644i,0.001067+0.0018083i,0.0015348+0.00097274i,0.0011684-6.8831e-06i,0.00036855-0.00093636i,0.00056787-0.00093953i,0.00081864-0.00051681i,-0.00062643-0.00026598i,-0.0011664-0.00012956i,-0.00012635+0.00028864i,0.0002929+0.0001187i,0.00046461+1.0522e-06i,0.00080022+0.00043657i,0.00070432+0.0011948i,0.0011228+0.0012211i,0.00047658+0.00073061i,-0.0005297+3.2674e-05i,-0.00017274-0.00078412i
-0.0017597-0.0018505i,-0.0018789-0.0011717i,-0.0038053+0.00056168i,-0.0039567+0.00255i,-0.0022265+0.0036326i,-0.0011855+0.003835i,-0.0004109+0.0024932i,-0.00021871+0.0006137i,2.306e-05-0.00033383i,0.00033548-0.00010566i,0.00051511+0.00050091i,0.00012296+0.00045281i,-0.00054288+0.00094817i,-0.00043636+0.00065678i,9.0081e-05-0.00018311i,0.00074637-0.00023562i,0.0010512+0.0011003i,0.00093844+0.0014309i,0.00025317+0.00093465i,-0.00022642+0.00016878i,-0.00017259-0.0012229i,-0.00055517-0.0011822i,-0.00065308-0.00048019i
0.0020067+0.00090109i,0.00055928+0.00055294i,-0.00055233-0.00060779i,-0.0015167-0.0006069i,-0.0022854+0.00034707i,-0.0025336+0.00019732i,-0.0013726-0.00026694i,-0.00030927-0.00015972i,-0.00058491-0.00022102i,0.00010136+9.2271e-05i,0.00054514-0.00022628i,-0.00036851-0.0007445i,-0.0007553+6.6258e-05i,-0.00025167+0.0010028i,0.00014283+0.00053072i,0.00036539-9.4367e-05i,0.00030345+0.00038745i,-0.00010228-0.00013329i,0.00021578-0.0005597i,0.00058506-8.1233e-05i,0.00067922+0.00018225i,0.00073999+0.00014461i,0.00065291+0.00083238i
-8.5498e-05-0.00060563i,-3.2506e-05-9.2972e-05i,-0.0008856+6.5735e-05i,-0.0018227+0.002111i,-0.0018179+0.003008i,-0.00063306+0.00128i,0.00067688-8.9462e-05i,0.00098459-0.00084197i,0.00031322-0.0017225i,-0.00045867-0.00092363i,-0.0010747-8.7561e-05i,-0.00052989-0.00040566i,-8.425e-05-0.00039669i,-3.9005e-05-3.3489e-05i,-0.00049683-0.00031879i,-0.00078967-0.00059063i,-0.00017793+0.00013535i,4.5395e-05+0.00036083i,0.00023613+6.3247e-05i,-0.00027692+0.00052942i,-0.0013392+0.00053062i,-0.00094236+0.00071516i,-0.00051313+0.0008222i
-8.6601e-05+0.00028983i,0.00022656+0.0004969i,-0.00015592-0.00016666i,-0.00076889+0.00055462i,-0.00062521+0.0025447i,-0.00011961+0.0028133i,0.00020553+0.0013434i,0.00081094+0.00016793i,0.001308-0.00069428i,0.00099506-0.00082205i,0.00071846-0.00043069i,0.00021338-0.00089207i,-0.00064167-0.00083184i,-0.00093928-0.00054004i,-0.00044595-0.00017383i,0.00013252+0.00031335i,0.00028697+0.00010848i,0.001263-9.6659e-05i,0.0014088+7.8804e-05i,0.00096062+0.00060661i,0.001252+0.00028153i,0.00034014-0.00086795i,-6.2996e-05-0.00063977i
-0.0007215+0.0020032i,8.4832e-05+0.0024999i,0.00048971+0.002077i,0.00039195+0.0012005i,0.0015105+0.0011978i,0.0014921+0.0015003i,0.00039288+0.0013108i,0.00075166+5.4577e-05i,0.00099703-0.0010741i,0.00055653-0.00081355i,0.00038999-0.00021637i,-0.00061579-0.00016387i,-0.0015207+1.788e-05i,-0.0015458+0.0010244i,-0.00048499+0.0015914i,0.0010742+0.0013716i,0.0011701+0.0006841i,0.0010528+0.00089669i,0.00099266+0.00061379i,0.00024196-7.8343e-05i,0.00010768+0.00018157i,0.00037813+0.00047463i,-0.00025116+0.00018967i
-0.0025492-2.138e-05i,-0.0029122+0.0010049i,-0.0015741+0.0027356i,-0.00027907+0.0033269i,0.00010942+0.0029562i,0.0003439+0.0018344i,0.00013157+0.00078203i,0.00020337+0.00039488i,0.00069668+0.00052768i,0.00064378+0.00059697i,0.00077694+0.00028456i,0.00054532-2.0403e-05i,-1.0839e-05-0.00034111i,-0.00071936-0.00031352i,-0.0011367+5.5979e-05i,-0.00084035+0.00079605i,-9.8359e-05+0.00095681i,0.00029624+0.00053302i,0.0004582+0.00030802i,0.00055499+8.8075e-05i,0.00038542+0.00056732i,0.00026919+0.00094417i,8.1735e-05+0.00054856i
-0.0022249-0.00084978i,-0.0027075-0.0002884i,-0.0027761+0.0010141i,-0.0026136+0.0023293i,-0.0011915+0.0025666i,-0.00015011+0.0020539i,-0.00021612+0.0010664i,-0.00026073+0.00030294i,4.391e-06-6.5571e-05i,0.00045989-0.00035269i,0.00088298-0.0004518i,6.1956e-05-0.00035568i,-0.0010603-3.6802e-05i,-0.0010733+0.00046767i,0.00025011+0.00063388i,0.0010348+0.00057407i,0.0007025+0.00065414i,0.0011757+0.00073362i,0.0013552+0.00062245i,0.00085244+3.0975e-05i,0.00072432-3.3765e-05i,0.00023601-2.5402e-05i,0.00018133-5.4572e-05i
-0.00013673-0.00073504i,0.00034355-0.00069164i,0.00071452-0.00010545i,0.00014571+0.0013235i,-0.00074642+0.0024531i,-0.00036307+0.0024317i,1.7809e-05+0.0011871i,-0.00038462-0.00011864i,-0.00011443-0.00047852i,0.00054955-0.00029924i,0.00042689+0.00028726i,4.1519e-05+0.00040206i,-1.0677e-05+0.00065027i,-0.00018223+0.00038718i,-0.00025372-0.00010741i,0.00047323-0.00011064i,0.00078792+4.8566e-05i,0.00075786+0.00069422i,0.00038417+0.0012696i,-0.00062386+0.00069664i,-0.00020074-0.00080132i,0.00043033-0.0011539i,-0.00036055-0.00024309i
0.00060242+0.00071215i,-0.00033378+0.00095767i,-0.00043795+0.0018607i,9.9754e-05+0.0031263i,-0.00027768+0.0036787i,3.5209e-06+0.0027717i,0.0011381+0.0010574i,0.00093391+0.00046547i,0.00072581-4.8282e-05i,0.00030119-0.0006217i,-4.9637e-05-0.00047739i,0.00016613-0.00088035i,0.00040858-3.767e-05i,-0.00031232+0.00067738i,-0.0005987+0.00023805i,0.00043708+0.00022961i,0.0010218+0.00037964i,0.00058967+0.00023908i,-2.1005e-05-8.9637e-05i,9.8505e-05+0.00057335i,0.00026704+0.00086713i,0.00017047+0.00098023i,3.7204e-05+0.00062927i
-0.0017991-0.00069706i,-0.0015415-0.00021492i,-0.0014502+0.0012942i,-0.0022401+0.0032154i,-0.0014676+0.0041497i,0.00010163+0.0031574i,7.3598e-05+0.00090534i,-1.0927e-05-0.00020352i,-0.00052554-0.00023652i,0.00010171-0.00093723i,0.00067988-0.0014679i,0.00014632-0.00083864i,-0.00018631+9.998e-05i,-0.0005275-5.9438e-06i,-0.00062236-0.00014509i,0.00025397-9.3259e-05i,0.00082287+9.0221e-05i,0.00090275+0.0007096i,0.00094448+0.00060842i,0.00060791+0.00022385i,-0.00030242+0.0006548i,-0.00051001+0.001039i,-0.00026398+0.00083598i
0.0018705-0.0015653i,0.0012104-0.0020604i,0.00021542-0.0018112i,-0.00052726-0.00016441i,-0.00095067+0.00142i,-0.00089268+0.0014964i,7.2742e-05+0.00072302i,0.00096701-0.00045029i,0.00057839-0.0011219i,0.00043154-0.00094698i,-0.00012605-0.00063175i,-0.0011612-0.00090899i,-0.00086377-0.00067995i,-0.00036705+0.00019606i,0.00018186+0.00041949i,-0.00024363+0.00035508i,-0.00054764+0.00016878i,0.0004359+0.00014166i,0.0011676-7.7158e-05i,0.00079307-0.00030063i,-8.818e-05+0.00021966i,-6.4196e-06-0.00014215i,0.00070529-0.00072949i
-0.00043468-0.0013958i,-0.00092985-0.0019297i,-0.002056+0.00022049i,-0.0022393+0.0023733i,-0.0014953+0.002955i,-0.00085015+0.002238i,6.0334e-05+0.0019053i,0.0005206+0.0019772i,-0.00013602+0.0015678i,-0.0011021+0.0013458i,-0.00060659+0.00052781i,0.00013717-0.00029443i,-0.0008768-0.0011211i,-0.0014927-0.0010082i,-0.0011502-0.00029821i,-0.00032266+9.4153e-05i,0.0011823+0.00014125i,0.0012387-0.00030968i,0.00046769-0.0001814i,0.00031263+4.5675e-05i,0.00043188+0.00029844i,3.2892e-05+0.00062613i,-0.0003289+0.00054358i
0.00053921+0.00072526i,0.00038622+0.00034148i,-0.00013229+0.0010145i,-0.00012152+0.0020991i,0.00053387+0.0022591i,0.00025418+0.0012317i,-0.00028238+0.00067794i,0.00035946+0.00040823i,0.00097932+6.7049e-05i,0.00065465-0.00026247i,0.00035084-0.00072773i,-0.00016024-0.0012436i,-0.00060922-0.00073628i,-0.00041509+0.00012593i,-1.8889e-05+0.00092923i,5.5769e-05+0.00076004i,0.00029592+0.00045944i,0.00029262+0.00047781i,0.00063168+0.00021537i,0.000758+3.3553e-05i,7.2098e-05-9.2741e-05i,0.00020136-0.00024964i,0.00033166+2.3237e-06i
-0.0014258-9.4324e-05i,-0.00084141+0.00095981i,-0.001849+0.0012587i,-0.001853+0.0024543i,-0.0016855+0.0035458i,-0.0012599+0.0027335i,-0.00054389+0.0017947i,-1.0547e-05+0.00065749i,0.000498+0.00024206i,0.00034688+0.00053482i,-8.2076e-05-0.00013811i,-0.00010741-0.00054575i,-0.00018922+0.00014839i,-0.00021903+0.00032936i,-0.0002514+0.00063924i,0.00028817+0.0005032i,0.00043229+0.00036348i,0.00014569+0.00073133i,0.00017089+0.0011586i,-5.5955e-05+0.00074172i,8.8588e-05-7.8884e-05i,-0.00050594+0.00011692i,-0.0010118+0.00061424i
0.0013722-0.00065782i,0.0010508-0.00086862i,-0.00017071-0.0012626i,-0.0014309+0.00054216i,-0.0017732+0.0020653i,-0.00096716+0.0027648i,0.0001783+0.0024703i,0.00038882+0.001409i,-0.00012302+0.00018674i,0.00023882-0.00039426i,0.00025272-0.00028803i,-0.00049011-0.00036737i,-0.00074091+0.00075956i,-0.0011536+0.001645i,-0.00064087+0.0014206i,0.0005768+0.00010447i,0.00054667-0.00036314i,-0.00018354+0.00025147i,0.00023861-0.00027107i,0.00060382-0.00036975i,-0.00032492+0.00012564i,-0.00074776+0.0003838i,-0.00041632+0.00047907i
0.00024047+0.00013961i,0.0016461+0.0002738i,0.0016321-0.00016191i,0.00069364+0.00014031i,0.00031808+0.0012952i,-0.00030197+0.00083412i,-0.00021681+0.00042708i,8.2587e-05+0.0007875i,0.0002124+5.5781e-05i,-0.00038498-0.00066575i,-0.00018506-0.00084841i,-3.6495e-05-0.00021549i,-0.0015795+0.00077734i,-0.0015283+0.0010195i,-0.00014042+0.0007261i,0.00057788+0.00084524i,0.00080437+0.0008834i,0.00046597+0.00098644i,-4.218e-05+0.0008044i,-0.00044602+0.00023006i,-0.00015208+0.00048117i,-0.00043645+0.0010986i,-0.0010758+0.00090875i
0.0010335-9.4256e-05i,0.00094981+0.00047029i,0.00059218+0.00015016i,-0.0002453+0.00075345i,-0.00093453+0.00070796i,-0.00086957-0.00020249i,-0.00030744-0.00056914i,-0.00058864-0.00050924i,-0.0010097-2.8749e-05i,-0.00073034+5.4468e-05i,-0.00038586-0.00022737i,-0.00071674-5.095e-05i,-0.00092187+0.0004999i,-0.00041548+0.0010596i,0.00031525+0.0015151i,0.00074467+0.001085i,0.00047502+9.7853e-05i,0.00023923+0.00041534i,0.00075111+0.0012241i,0.00095812+0.00083694i,0.00038829+9.5213e-05i,-0.00014547-0.00038576i,0.00017796-1.3467e-06i
-0.0010511-0.00021495i,-0.0016637+0.0014614i,-0.0031887+0.0029838i,-0.0033463+0.0038367i,-0.0019369+0.0036457i,7.4769e-05+0.0021244i,0.0012956+0.00081i,0.0011561+0.00035305i,0.0011113+0.0001795i,0.0012145-8.692e-05i,0.0003031-0.00055616i,-7.5178e-05-0.00041458i,-0.00054985-0.00017077i,0.00015663-0.00020535i,0.00094453-0.00010185i,0.0010731+0.00033744i,0.00088313+0.0012773i,2.9263e-05+0.00099845i,-0.00041306+0.00024949i,-0.00058088-0.0003328i,-0.00034133-0.001299i,-0.00031121-0.0011098i,-0.00034552-8.569e-05i
-0.00066292+0.00063301i,-0.00060063+0.0010112i,-0.00050142+0.0011447i,7.2405e-05+0.0011224i,0.00034068+0.0010294i,1.7316e-05+0.0013902i,-0.00059765+0.001678i,-0.0003268+0.0010309i,0.00066309+0.00015476i,0.001012-0.00052142i,0.0012669-0.00079121i,0.00019368-0.0004827i,-0.00078217-0.00045678i,-0.00074895-0.00048238i,-0.00058621-0.00080608i,0.00015709-0.0004046i,0.00093777-0.00018647i,0.00049226-0.00051055i,0.00052415-0.00025999i,0.00083911-0.00020655i,0.00022566-0.00010657i,-1.9182e-05-7.372e-05i,-0.00015432-0.00021922i
0.00063698-0.0016091i,0.0010913-0.0012843i,3.6888e-05-0.0014839i,-0.0012281-0.00068336i,-0.0017752+0.0008046i,-0.0013274+0.0016092i,-0.00010253+0.0015158i,0.00031153+0.00056461i,-0.00039471-0.00011866i,-0.00074294-0.0003449i,-0.00074751-0.00026461i,-0.0010125-0.0003049i,-0.0008858-6.1344e-05i,-0.00016444+0.00072058i,0.00075144+0.0005826i,0.0014534-0.00038167i,0.0008585-0.00050076i,0.00057293+0.00034083i,0.00069312+0.00094229i,0.00024034+0.00089564i,0.00047959+0.00053178i,0.00035059+0.00037311i,-0.00036211-5.7753e-05i
-0.0010704-0.0011648i,0.00013325-5.0411e-05i,-0.00048406+0.00083633i,-0.0012647+0.0013278i,-0.00094014+0.0025369i,0.00010701+0.0026268i,0.0010198+0.0010661i,0.0011633-0.00026199i,0.00069977-0.00094913i,0.00034383-0.00085405i,0.00058395-0.00038539i,0.0011134-0.00049057i,0.00034364-0.00075392i,-0.0007302-0.00066535i,-0.00028796-0.00038888i,0.00024797+0.00018086i,0.00068394+0.00082467i,0.00063721+0.00077131i,0.00092189+0.00029399i,0.0011312+0.00039096i,0.00043158+0.00074229i,7.6083e-05+0.00065839i,-0.00023897+0.00073844i
0.00046189+0.00016131i,0.00057403+0.00068413i,-0.0005281+0.0011269i,-0.0016295+0.0019266i,-0.0016547+0.0021751i,-0.0011646+0.0016247i,-0.00043359+0.0014258i,0.00038733+0.00072607i,0.00063956-0.00024361i,-0.00054694-0.00020435i,-0.00083082+3.05e-05i,-0.00064698+0.00050185i,-0.0010539+0.0015203i,-0.0011314+0.0018311i,-0.00062859+0.0016156i,-5.4801e-05+0.0013025i,0.00030876+0.00051078i,0.00094889+0.00043114i,0.0010906+0.00038258i,0.00091295+0.00026307i,0.0010381+0.00033372i,0.00050317+0.00077669i,-0.00054586+0.00061795i
0.0016596-0.00026389i,0.00081981-0.00010527i,0.0010113-0.00030854i,-0.00013081+0.0001263i,-0.0010549+0.00042264i,-0.00072646+0.00073056i,8.8071e-05+0.00080826i,0.00031252+0.00027181i,0.00075111-0.00028681i,0.0003576-0.00054496i,-0.00027013-0.00051301i,-0.00066167-0.00055498i,-0.00096501-0.00037637i,-0.00080422+0.00040526i,-0.00023075+0.00080095i,-5.6756e-06+0.00086532i,7.9043e-05+0.00092889i,0.00049412+0.0011332i,0.00013053+0.00049933i,0.00055854-5.6353e-05i,0.00040781+0.001109i,-0.0011283+0.00076915i,-0.0017407-0.00080281i
-0.00029874+0.00071733i,-0.00041495+0.0012376i,0.00030038+0.0020723i,0.0010162+0.002012i,0.00050151+0.0012075i,0.00042117+0.00090851i,0.00079822+0.00084026i,0.001232-0.00032967i,0.00090085-0.00096639i,0.00033428-0.00086556i,0.00069269-0.00050722i,0.00016012-0.00082103i,-0.00032558-0.00066048i,0.00044152+0.00021807i,0.00096519+0.00038232i,0.0012777+0.00024155i,0.00075352+0.00044125i,-0.00030538+0.00088816i,-9.6688e-05+0.00038465i,0.00037603-0.00018939i,0.0003186+0.00018615i,0.00023409+0.00063206i,0.0002702+0.0012337i
-0.00054761+0.0018554i,-0.0010076+0.0025893i,-0.00081836+0.0022524i,0.00031375+0.0022957i,0.00050243+0.0026531i,-0.00065209+0.0017821i,-0.00060945+0.0010671i,0.00025215+0.00018616i,6.4279e-05-0.00032225i,-0.000253-0.00024465i,-0.00047372-0.00029824i,-0.0007915-0.00052789i,-0.00086133-0.00025171i,-0.00080433+0.00072288i,-0.00058612+0.001149i,4.881e-06+0.0010403i,0.00032368+0.00094841i,0.0006814+0.00071585i,0.00049196+0.00041413i,0.00030786+0.000196i,0.0005605+0.00013908i,0.00026757+9.9084e-05i,-0.00046238+0.00029279i
