-0.0018581+0.0012234i,-0.0038601-0.00044845i,-0.0044183-0.00015218i,-0.0037583+0.00075176i,-0.003364+0.0017291i,-0.0020799+0.0028987i,-0.00059577+0.0025781i,0.00069998+0.0017147i,0.0015887+0.0013284i,0.0015464+0.00071075i,0.0013586+1.6423e-05i,0.00098304-0.00042819i,3.3579e-05-0.00080355i,-0.00033103-0.00080467i,-0.00032359-0.00019079i,0.00047993+0.00081336i,0.00091033+0.0009718i,0.00048562+0.00021426i,-8.7843e-05+0.00012884i,-0.00020138-3.9219e-06i,-8.3667e-05+0.00017124i,-0.00075258+0.00043872i,-0.00059639-8.1378e-06i
-0.060367-0.077885i,-0.1461-0.1721i,-0.25858-0.33359i,-0.3419-0.47882i,-0.33991-0.4444i,-0.29065-0.24077i,-0.22762-0.045379i,-0.15362+0.053315i,-0.079866+0.078115i,-0.019922+0.059163i,0.014664+0.032053i,0.026264+0.016805i,0.022081+0.012376i,0.023925+0.010503i,0.042541-0.010206i,0.049026-0.055135i,0.027763-0.094443i,0.0043745-0.10047i,-0.0023927-0.077346i,0.0049288-0.044058i,0.019701-0.012813i,0.033024+0.0042696i,0.039506+0.0035699i
0.067227-0.026582i,0.13498-0.0042337i,0.25376+0.056148i,0.35527+0.097795i,0.30866+0.081709i,0.18613+0.031544i,0.11464-0.02134i,0.071824-0.053134i,0.047058-0.049085i,0.037758-0.046977i,0.015719-0.039992i,0.0013076-0.0023438i,0.014136+0.022476i,0.019117+0.022247i,-0.0033014+0.043168i,-0.020671+0.095919i,-0.012941+0.13998i,-0.0012396+0.13659i,-0.0069747+0.095066i,-0.030865+0.058463i,-0.057124+0.044183i,-0.068504+0.041293i,-0.061928+0.034622i
0.0025653+0.034389i,-0.081926+0.032373i,-0.23627+0.060295i,-0.31206+0.11894i,-0.23002+0.10837i,-0.11749+0.029178i,-0.068812+0.00015123i,-0.052548+0.018089i,-0.055327+0.038813i,-0.049658+0.056843i,-0.025244+0.039011i,-0.014379-0.0043716i,-0.023111-0.019684i,-0.027434-0.0061202i,-0.013885-0.011205i,-0.00043154-0.059968i,-0.0031535-0.11312i,-0.0092887-0.11944i,-0.00025674-0.083971i,0.024479-0.053836i,0.046094-0.051981i,0.044936-0.057376i,0.0271-0.042131i
0.0035824+0.023141i,0.07367-0.02304i,0.12271-0.10814i,0.083311-0.099495i,0.060602+0.014686i,0.1137+0.065214i,0.12161+0.017855i,0.077951-0.01759i,0.059017-0.020142i,0.059344-0.014471i,0.048726-0.0035174i,0.012659+0.011138i,-0.02124+0.031971i,-0.022301+0.035917i,-0.022561+0.021628i,-0.03735+0.033916i,-0.039065+0.069832i,-0.029773+0.078625i,-0.027563+0.05252i,-0.027215+0.02571i,-0.021215+0.019006i,-0.013864+0.022219i,-0.0099512+0.015723i
-0.046699+0.024606i,-0.020815+0.094199i,0.086301+0.11697i,0.15608-0.0030232i,0.069196-0.111i,-0.072097-0.063812i,-0.12808-0.0063382i,-0.14198-0.029414i,-0.16183-0.048824i,-0.14843-0.029558i,-0.085201-0.015699i,-0.0083273-0.033207i,0.026458-0.061834i,0.014596-0.060904i,0.011123-0.032187i,0.040608-0.030383i,0.063831-0.065617i,0.056624-0.083188i,0.037117-0.0572i,0.025023-0.012889i,0.024737+0.019823i,0.027775+0.02563i,0.022587+0.012748i
-0.015696-0.063959i,-0.060805-0.058482i,-0.07361+0.023535i,-0.0029584+0.11078i,0.071178+0.094549i,0.097761-0.012459i,0.10359-0.087119i,0.094002-0.071586i,0.076297-0.013382i,0.057157+0.032125i,0.030334+0.060779i,0.0072762+0.089589i,0.010573+0.10272i,0.026966+0.078064i,0.014999+0.039498i,-0.024122+0.040127i,-0.041582+0.076135i,-0.026775+0.079549i,-0.012328+0.029268i,-0.019123-0.024172i,-0.036452-0.045736i,-0.04424-0.041361i,-0.034926-0.027429i
0.047457-0.011268i,0.0062954-0.022549i,-0.098345-0.0036427i,-0.16591+0.028404i,-0.13288+0.0371i,-0.054711+0.077078i,0.018516+0.11651i,0.046895+0.071109i,0.020012+0.00064497i,-0.0014597-0.03384i,0.0070169-0.053654i,0.022894-0.070292i,0.025849-0.075396i,0.0084362-0.06202i,-0.0034381-0.04646i,0.0041453-0.056758i,0.0104-0.082163i,0.011092-0.079223i,0.016876-0.039384i,0.028781-0.0018327i,0.035955+0.014879i,0.035631+0.0248i,0.034455+0.029086i
0.034936+0.016162i,0.032805-0.079012i,-0.030738-0.20436i,-0.094426-0.18489i,-0.063926-0.075437i,-0.031903-0.06826i,-0.062987-0.096388i,-0.05463-0.075745i,-0.020439-0.053019i,-0.022146-0.011573i,-0.030425+0.039468i,-0.048983+0.065232i,-0.062941+0.085069i,-0.028048+0.084484i,0.021954+0.047536i,0.033931+0.019433i,0.016866+0.030136i,0.0012742+0.048487i,-0.0012124+0.04049i,0.0036798+0.024289i,0.0057813+0.015993i,-0.00055598+0.0036495i,-0.01176-0.0052483i
0.01816+0.069399i,0.1919+0.11353i,0.42511+0.057357i,0.43494-0.076041i,0.23291-0.097288i,0.13043-0.021555i,0.1322-0.02072i,0.083334-0.041415i,0.02574-0.028974i,-0.00067214-0.031311i,0.00048919-0.032738i,0.038283-0.037047i,0.058901-0.05242i,0.029323-0.034215i,-0.0027509+0.012814i,-0.00047281+0.029653i,0.017473-0.0040503i,0.01855-0.042043i,0.0010009-0.042283i,-0.013437-0.021687i,-0.018101-0.0032569i,-0.014275+0.012318i,-0.0020722+0.017983i
-0.11024+0.015945i,-0.23665+0.20331i,-0.26813+0.48308i,-0.11568+0.5522i,0.024056+0.34398i,0.015527+0.1739i,0.01262+0.14092i,0.039358+0.095835i,0.020119+0.047655i,-0.015857+0.042046i,-0.048687+0.055341i,-0.066663+0.083149i,-0.048734+0.085167i,-0.029408+0.038448i,-0.032853-0.0033853i,-0.034932-0.0012993i,-0.02136+0.02863i,-0.00021407+0.040806i,0.013612+0.014361i,0.0087655-0.019995i,-0.0047902-0.040569i,-0.012978-0.048911i,-0.016595-0.043274i
-0.0011578-0.13365i,-0.13478-0.33051i,-0.36582-0.48161i,-0.47353-0.42109i,-0.35581-0.23848i,-0.2056-0.12348i,-0.12725-0.052582i,-0.050428+0.00084193i,0.012382-0.010748i,0.026145-0.056358i,0.025524-0.089395i,0.02713-0.099304i,0.029693-0.072592i,0.042403-0.033717i,0.049644-0.031076i,0.033028-0.052686i,0.011779-0.064114i,0.0035565-0.051739i,0.010501-0.020604i,0.029342+0.0017417i,0.037848+0.0096212i,0.030201+0.024229i,0.030192+0.040223i
0.14385+0.011763i,0.32378-0.044842i,0.46932-0.1308i,0.46658-0.12576i,0.35894-0.059664i,0.23913-0.052408i,0.11571-0.070572i,0.019952-0.051494i,-0.012529-0.012787i,-0.0051904+0.015941i,-0.0016108+0.029666i,-0.020587+0.038204i,-0.042861+0.042005i,-0.042651+0.043377i,-0.014019+0.051505i,0.018762+0.057678i,0.027066+0.060672i,0.020267+0.055655i,0.011647+0.039765i,-0.0029991+0.033006i,-0.014784+0.030942i,-0.019789+0.014551i,-0.027978-0.0020967i
-0.0061835+0.12388i,0.04462+0.23354i,0.065584+0.24495i,-0.063062+0.1709i,-0.18301+0.15258i,-0.11435+0.15001i,0.0010277+0.082162i,0.039799+0.02938i,0.041542+0.0064441i,0.023972-0.019277i,0.011078-0.027236i,0.023307-0.022537i,0.035223-0.011211i,0.031997+0.002827i,0.018094+0.0022368i,0.0032938-0.013722i,-0.0046076-0.036358i,-0.0085797-0.044738i,-0.009134-0.031936i,0.0017605-0.025677i,0.013823-0.032493i,0.012881-0.034141i,0.0040919-0.023101i
-0.11851+0.029138i,-0.18228+0.15889i,-0.056358+0.27471i,0.18011+0.15491i,0.22358-0.058543i,0.10233-0.075129i,0.042094+0.0084634i,0.018518+0.019254i,-0.012616+0.015697i,-0.012713+0.026297i,-0.015278+0.031344i,-0.025097+0.037928i,-0.029687+0.019617i,-0.050184-0.0032874i,-0.069006+0.011151i,-0.052737+0.04089i,-0.018292+0.05268i,0.0015679+0.040242i,0.0046303+0.01604i,-0.0014984+0.0018044i,-0.0057849+0.0016069i,0.00046033+0.002632i,0.0091583-0.0046321i
-0.056206-0.15659i,-0.26742-0.27678i,-0.52461-0.2081i,-0.5321+0.047936i,-0.3121+0.17742i,-0.17274+0.1177i,-0.14342+0.081123i,-0.080564+0.076631i,-0.026801+0.032149i,-0.01577-0.0098956i,-0.0090741-0.039928i,-0.013317-0.049811i,0.0027907-0.020967i,0.050415-0.017112i,0.070503-0.065148i,0.044644-0.0987i,0.018006-0.084256i,0.013843-0.045793i,0.021361-0.0091889i,0.034244+0.010527i,0.039912+0.013388i,0.028864+0.0097711i,0.015032+0.0084512i
0.19382-0.050144i,0.40559-0.24876i,0.48895-0.49568i,0.3428-0.54039i,0.17898-0.376i,0.13193-0.25871i,0.077502-0.23032i,0.0080093-0.14691i,0.016236-0.048295i,0.054618-0.015976i,0.062165-0.01503i,0.046842-0.019784i,0.0053661-0.023614i,-0.03247+0.0094134i,-0.024594+0.068589i,0.0014967+0.095654i,0.0045253+0.08137i,-0.012122+0.051946i,-0.028654+0.027314i,-0.042253+0.020716i,-0.054548+0.026029i,-0.048463+0.031158i,-0.022876+0.030447i
0.032291+0.20365i,0.14667+0.4351i,0.24559+0.57451i,0.20047+0.49699i,0.088188+0.35492i,0.068556+0.2917i,0.11632+0.21593i,0.097396+0.096792i,0.022516+0.032434i,-0.016435+0.036233i,-0.015088+0.047927i,-0.0060516+0.051071i,0.0129+0.045904i,0.026709+0.016188i,0.013223-0.024508i,-0.0050732-0.046456i,-0.00057007-0.048055i,0.016875-0.03578i,0.02572-0.019151i,0.02825-0.017052i,0.035229-0.031989i,0.030841-0.044855i,0.0078436-0.039334i
-0.18768+0.019604i,-0.35103+0.087522i,-0.38366+0.099139i,-0.23423-0.016252i,-0.11996-0.13002i,-0.15628-0.12067i,-0.18189-0.04385i,-0.13265+0.001287i,-0.07175+0.011913i,-0.033346+0.012442i,-0.017135+0.0071747i,-0.0090786-0.0047663i,-0.011022-0.019026i,-0.02085-0.016195i,-0.020976+0.00067352i,-0.014424+0.0063595i,-0.016025-0.00017644i,-0.027308-0.0073059i,-0.033963-0.0099647i,-0.027978-0.0065674i,-0.018248+0.0025762i,-0.0096057+0.013372i,0.00018365+0.015266i
-0.041124-0.16669i,-0.13992-0.26843i,-0.21241-0.20076i,-0.14226+0.031217i,0.011399+0.14843i,0.09509+0.05142i,0.08644-0.032893i,0.05883-0.029979i,0.024027-0.013404i,-0.0064879-0.0043835i,-0.021652-0.0090471i,-0.030313-0.0077265i,-0.015338+0.0070849i,0.0096199+0.0016403i,0.015462-0.01711i,0.015547-0.014955i,0.027011+0.0038751i,0.038597+0.017342i,0.033596+0.019097i,0.021526+0.018638i,0.01652+0.018547i,0.015399+0.010447i,0.011439-0.0030455i
0.16743-0.071389i,0.28214-0.22675i,0.24586-0.4039i,0.036964-0.42748i,-0.10917-0.26529i,-0.086713-0.10051i,-0.060656-0.044385i,-0.065425-0.031491i,-0.033314-0.027485i,0.0081332-0.034218i,0.03602-0.035995i,0.048896-0.039296i,0.035641-0.033874i,0.026033-0.0084091i,0.032983+0.0059113i,0.023756-0.0080845i,-0.0056835-0.026574i,-0.027853-0.034925i,-0.030226-0.032816i,-0.028447-0.024844i,-0.037849-0.014763i,-0.043161+0.0019097i,-0.030326+0.020068i
0.083546+0.18354i,0.23919+0.35456i,0.42128+0.42386i,0.46285+0.29882i,0.33324+0.12687i,0.20672+0.049169i,0.16783+0.00048968i,0.11945-0.038096i,0.03557-0.013757i,-0.0080319+0.038773i,-0.010217+0.065389i,-0.0071478+0.070227i,-0.009182+0.054366i,-0.028528+0.031521i,-0.044264+0.034116i,-0.027796+0.051659i,0.0028149+0.057902i,0.023599+0.050993i,0.026961+0.033819i,0.024411+0.011898i,0.033622-0.0094471i,0.040972-0.026078i,0.027016-0.030317i
-0.19453+0.076687i,-0.38421+0.18448i,-0.48888+0.27827i,-0.39724+0.26511i,-0.23431+0.18282i,-0.16071+0.14137i,-0.13156+0.15247i,-0.076142+0.12867i,-0.034602+0.052928i,-0.035736+0.002309i,-0.042227-0.0054975i,-0.031385-0.0056759i,-0.0033979-0.0068921i,0.031049-0.020268i,0.042884-0.055954i,0.025971-0.091683i,0.0029909-0.10746i,-0.011586-0.095411i,-0.011781-0.059379i,-0.0017291-0.023805i,0.0013301+0.00011113i,-0.0075292+0.014075i,-0.014245+0.015192i
-0.069236-0.17867i,-0.13936-0.33502i,-0.17052-0.38226i,-0.11631-0.26092i,-0.043158-0.14743i,-0.017648-0.1613i,-0.023773-0.19948i,-0.02466-0.16595i,-0.012872-0.096954i,-0.0054331-0.056089i,-0.010159-0.04002i,-0.016795-0.024152i,-0.027055-0.0083782i,-0.040029+0.016702i,-0.035687+0.057308i,-0.010662+0.095516i,0.01352+0.11226i,0.015326+0.097008i,-0.0011965+0.061709i,-0.014409+0.034484i,-0.012665+0.021991i,0.0020942+0.011284i,0.016565-0.0031521i
0.1542-0.071973i,0.27536-0.15042i,0.27455-0.20441i,0.13769-0.17538i,0.061699-0.077268i,0.10443+0.020353i,0.13226+0.070264i,0.092492+0.067712i,0.039161+0.036058i,0.017964+0.010776i,0.022386-0.0013755i,0.030005-0.0038888i,0.039381-0.00066306i,0.050324-0.013468i,0.04511-0.048736i,0.021139-0.083891i,0.001427-0.097242i,0.0031816-0.086326i,0.013464-0.061067i,0.011406-0.037854i,-0.0087071-0.0226i,-0.0288-0.0060359i,-0.029119+0.011209i
0.082384+0.14361i,0.18514+0.26568i,0.28047+0.29313i,0.28654+0.19497i,0.1764+0.10474i,0.030925+0.064717i,-0.0421+0.023013i,-0.035755-0.013671i,-0.0098644-0.015187i,0.0010575+0.0044474i,-0.002216+0.018885i,-0.012729+0.022763i,-0.030906+0.018893i,-0.046496+0.024628i,-0.04393+0.051077i,-0.025735+0.078549i,-0.014038+0.089485i,-0.016017+0.080799i,-0.014363+0.054906i,-0.00011046+0.024955i,0.020856-0.00092685i,0.031408-0.016799i,0.023226-0.01873i
-0.14354+0.081267i,-0.28109+0.17693i,-0.36409+0.24329i,-0.3244+0.23028i,-0.20608+0.1492i,-0.078873+0.065558i,0.0041183+0.037369i,0.027614+0.036812i,0.0092204+0.017208i,-0.02134-0.0010742i,-0.035156+0.0012157i,-0.025618+0.0067921i,0.0044799+0.0041932i,0.033471-0.016756i,0.036315-0.053427i,0.024099-0.082212i,0.022747-0.093399i,0.030531-0.085952i,0.026559-0.055577i,0.010672-0.015874i,-0.0024175+0.015243i,-0.0084415+0.026376i,-0.0054437+0.019864i
-0.081727-0.12351i,-0.14076-0.25536i,-0.12567-0.34269i,-0.050767-0.32529i,-0.019488-0.2247i,-0.047268-0.11734i,-0.078782-0.067048i,-0.076035-0.05223i,-0.041255-0.036441i,-0.010001-0.033959i,-0.0046762-0.043896i,-0.0079763-0.042142i,-0.013977-0.022596i,-0.019602+0.011847i,-0.011897+0.045738i,-0.0011972+0.063673i,-0.0058677+0.06832i,-0.020649+0.057044i,-0.028184+0.031009i,-0.026721+0.0044297i,-0.023586-0.011191i,-0.018683-0.014672i,-0.01306-0.0097276i
0.10505-0.079373i,0.2006-0.11644i,0.23498-0.055169i,0.2008+0.051105i,0.16351+0.05937i,0.15381-0.0036522i,0.156-0.028815i,0.13582-0.011583i,0.085563+0.0046404i,0.049587+0.01395i,0.040712+0.017271i,0.033273+0.022168i,0.022894+0.022806i,0.0085705+0.0061624i,-0.0063347-0.014004i,-0.0071663-0.023639i,0.010501-0.023526i,0.033436-0.01635i,0.039433-0.0092918i,0.026552-0.0078811i,0.009451-0.0092076i,0.00014093-0.0078997i,0.0016089-0.0031498i
0.081884+0.09976i,0.13363+0.16018i,0.10156+0.15189i,0.014587+0.101i,-0.022749+0.10171i,-0.030877+0.13991i,-0.057442+0.143i,-0.070989+0.10026i,-0.051864+0.043752i,-0.033079+0.010858i,-0.027875+0.0024131i,-0.027313-0.0021986i,-0.02274-0.004225i,-0.0083476-0.0039442i,0.0066937-0.0042174i,0.0043694-0.0052776i,-0.018346-0.0049411i,-0.040037-0.00046596i,-0.033877+0.0050996i,-0.0036394+0.0025264i,0.02067-0.0068959i,0.022892-0.012075i,0.009407-0.011498i
-0.088224+0.089826i,-0.14156+0.15671i,-0.14551+0.15859i,-0.11155+0.091474i,-0.096943+0.013608i,-0.091394-0.055826i,-0.060451-0.097735i,-0.024013-0.083527i,-0.0051245-0.039929i,-7.8583e-05-0.010513i,0.002115+0.00098856i,0.0045705+0.0052351i,0.0027684+0.0054075i,-0.0060081+0.0051506i,-0.01502+0.010706i,-0.0088874+0.018661i,0.013704+0.018232i,0.030205+0.009532i,0.020015+0.005968i,-0.0021265+0.018028i,-0.012129+0.035257i,-0.0083153+0.036676i,0.0019069+0.024729i
-0.092693-0.0759i,-0.14891-0.13957i,-0.13344-0.178i,-0.05229-0.17329i,0.02416-0.12886i,0.062794-0.058113i,0.069712+0.0020675i,0.042763+0.021289i,0.01195+0.014871i,-0.00024771+0.0026061i,-0.0077172-0.0077336i,-0.0079843-0.011392i,0.0053313-0.0086274i,0.022465-0.0077839i,0.031363-0.018646i,0.024291-0.033523i,0.006412-0.040381i,-0.0082124-0.039068i,-0.012838-0.035384i,-0.015984-0.034564i,-0.022735-0.034123i,-0.023966-0.024272i,-0.017982-0.011041i
0.07088-0.081138i,0.12714-0.10979i,0.16414-0.045607i,0.1633+0.067462i,0.1241+0.10287i,0.055999+0.054272i,0.0072983+0.01515i,0.0047286-0.00087435i,0.013676-0.010943i,0.016563-0.014078i,0.017064-0.01178i,0.010237+0.0010383i,-0.0062626+0.017065i,-0.026027+0.025798i,-0.03495+0.037202i,-0.02645+0.050554i,-0.0088313+0.055388i,0.0058691+0.05046i,0.012199+0.035065i,0.014185+0.013197i,0.015092-0.006379i,0.0099494-0.018169i,0.00059823-0.017924i
0.077821+0.053317i,0.092447+0.075592i,-0.00049022+0.060544i,-0.13491+0.035668i,-0.15043+0.047793i,-0.067791+0.059159i,-0.024146+0.049818i,-0.028487+0.046493i,-0.029456+0.043838i,-0.020315+0.034105i,-0.015027+0.022954i,-0.016301+0.0095659i,-0.0088817-0.003526i,0.013411-0.019297i,0.029314-0.041159i,0.027317-0.059152i,0.01356-0.065881i,0.0025028-0.054488i,0.0049605-0.02871i,0.015052-0.0065716i,0.024934+0.0070158i,0.032064+0.013483i,0.032516+0.0092841i
-0.027543+0.08458i,-0.015276+0.11235i,0.056887+0.032454i,0.10891-0.10183i,0.055711-0.14172i,-0.021392-0.10109i,-0.043433-0.079099i,-0.03259-0.073807i,-0.015063-0.053066i,-0.0021201-0.030475i,0.0042956-0.022078i,0.0094153-0.021648i,0.0031021-0.014617i,-0.013849+0.0068596i,-0.025482+0.035186i,-0.025543+0.058407i,-0.016029+0.06471i,-0.011808+0.049681i,-0.019534+0.02884i,-0.027301+0.022744i,-0.030132+0.027619i,-0.031113+0.026364i,-0.028753+0.020471i
-0.093726-0.014941i,-0.14466+0.013618i,-0.099965+0.098072i,0.017164+0.15152i,0.085432+0.10134i,0.098513+0.032316i,0.09935+0.011479i,0.07763+0.012072i,0.03819+0.0132i,0.012227+0.014097i,0.0023345+0.016992i,0.0029629+0.022258i,0.01453+0.018498i,0.025867-0.0019237i,0.031071-0.031319i,0.031269-0.05473i,0.031217-0.061159i,0.03451-0.052141i,0.028891-0.041415i,0.0083948-0.040066i,-0.011211-0.041796i,-0.012473-0.031418i,0.00077176-0.015001i
0.015536-0.089686i,-0.0053043-0.15223i,-0.060816-0.12869i,-0.092183-0.03138i,-0.067822+0.030665i,-0.0484+0.046295i,-0.05766+0.05452i,-0.054085+0.044473i,-0.033519+0.015242i,-0.018807-0.004816i,-0.011454-0.0124i,-0.0084354-0.013692i,-0.011719-0.0042519i,-0.01544+0.013201i,-0.01554+0.032403i,-0.017374+0.044658i,-0.024338+0.045066i,-0.03006+0.037648i,-0.018953+0.023948i,0.0084295+0.0054605i,0.027342-0.012992i,0.018073-0.023814i,-0.0058843-0.022845i
0.086038+0.0068869i,0.13959-0.0094617i,0.10487-0.043569i,0.006331-0.053296i,-0.039076-0.029128i,-0.021428-0.021242i,-0.0078306-0.046547i,-0.0083853-0.045835i,-0.00095688-0.011013i,0.010897+0.01102i,0.013548+0.017246i,0.0096422+0.019968i,0.0073242+0.015581i,0.0073724+0.0033005i,0.0077192-0.014341i,0.012592-0.03027i,0.024075-0.03543i,0.03152-0.027815i,0.02648-0.0092884i,0.01724+0.012875i,0.018423+0.028552i,0.029753+0.029613i,0.037274+0.020247i
0.0032927+0.080284i,0.033397+0.11721i,0.082233+0.064756i,0.10146-0.045812i,0.061883-0.096887i,0.017677-0.064709i,0.018709-0.024126i,0.017087-0.019855i,-0.0080477-0.025917i,-0.023775-0.016221i,-0.022744-0.0078655i,-0.017222-0.012321i,-0.012817-0.013033i,-0.0078811-0.0035028i,-0.0027743+0.011199i,-0.0039771+0.026684i,-0.012804+0.034043i,-0.022118+0.024854i,-0.024782+0.009908i,-0.023303+0.0053258i,-0.026294+0.0077851i,-0.030462+0.0089723i,-0.028323+0.0053754i
-0.073114+0.0099696i,-0.10582+0.062222i,-0.059069+0.14351i,0.0449+0.18934i,0.10982+0.14504i,0.098241+0.070523i,0.058591+0.033176i,0.034048+0.020841i,0.025378+0.012527i,0.015011+0.0039599i,0.0069073+0.0078008i,0.011353+0.020832i,0.017086+0.022408i,0.013384+0.010723i,0.0038341-0.0037231i,-0.00053754-0.015412i,0.009033-0.017122i,0.025086-0.010997i,0.025673-0.01047i,0.0068459-0.019395i,-0.0095402-0.02828i,-0.011779-0.024983i,-0.0057157-0.00975i
-0.021782-0.074328i,-0.089804-0.11976i,-0.19122-0.10042i,-0.24647-0.020887i,-0.20211+0.040517i,-0.12946+0.051554i,-0.080732+0.043048i,-0.048771+0.026655i,-0.03307+0.012109i,-0.022769+0.0036191i,-0.019811-0.0053165i,-0.025016-0.010216i,-0.022276-0.0050898i,-0.0059561+0.0034687i,0.013376+0.005366i,0.019144-0.00064885i,0.0041239-0.0080181i,-0.01256-0.010354i,-0.0058686-0.0058866i,0.021427-0.0046317i,0.043223-0.011164i,0.039934-0.018407i,0.021851-0.020786i
0.080185-0.027271i,0.14485-0.094565i,0.1581-0.18971i,0.10669-0.23229i,0.058197-0.18416i,0.040998-0.12642i,0.023876-0.098084i,0.010256-0.068546i,0.010512-0.03847i,0.01124-0.024203i,0.011454-0.016364i,0.014623-0.0064654i,0.010397+0.00058442i,-0.0035414+0.0055392i,-0.016388+0.010677i,-0.016111+0.01359i,-0.0027901+0.013836i,0.0083316+0.014738i,0.0047987+0.019267i,-0.0056446+0.031065i,-0.0077766+0.045257i,-0.00054529+0.045935i,0.0037259+0.033733i
0.028588+0.084309i,0.086615+0.15851i,0.16293+0.18313i,0.18466+0.13374i,0.1244+0.079823i,0.06423+0.064169i,0.051497+0.054114i,0.039375+0.029627i,0.009255+0.011352i,-0.0060546+0.009178i,-0.0089724+0.0083954i,-0.015223+0.007167i,-0.013605+0.0076692i,-0.000415+0.0043478i,0.014293-0.002198i,0.02227-0.0054145i,0.017962-0.0055109i,0.0076671-0.0073198i,-0.00087144-0.011122i,-0.010762-0.012071i,-0.021888-0.010226i,-0.022419-0.0083864i,-0.012069-0.0074574i
-0.077709+0.021918i,-0.14915+0.070635i,-0.16802+0.13i,-0.10704+0.14404i,-0.032613+0.089991i,-0.0074475+0.026416i,-0.019627+0.0073838i,-0.015157+0.010175i,0.0047003-0.0014798i,0.0067396-0.015124i,0.004926-0.016266i,0.012592-0.015129i,0.010974-0.015168i,-0.0038455-0.0075576i,-0.019184+0.0061562i,-0.026098+0.016079i,-0.02171+0.01993i,-0.010047+0.019366i,-0.0006311+0.011013i,0.00017184-0.0042172i,-0.0043408-0.015597i,-0.0081496-0.012581i,-0.0089116-0.003339i
-0.031308-0.074087i,-0.079916-0.13284i,-0.13713-0.13816i,-0.15156-0.071688i,-0.11228+0.0019652i,-0.057199+0.032411i,-0.019437+0.014265i,-0.013415-0.0043182i,-0.015343+0.0025952i,-0.0024783+0.0050859i,0.0024038+0.0012475i,-0.0020148+0.0086558i,0.0047245+0.015394i,0.017072+0.0081887i,0.02601-0.009353i,0.029302-0.02845i,0.023268-0.040112i,0.012679-0.034023i,0.01087-0.015793i,0.02418-0.0054993i,0.038125-0.0089789i,0.03519-0.015956i,0.022895-0.015539i
0.072673-0.040341i,0.12702-0.099127i,0.13271-0.16357i,0.080993-0.18194i,0.029842-0.15201i,0.0053536-0.109i,0.0029737-0.063455i,0.01106-0.031238i,0.010664-0.022426i,0.0050599-0.014202i,0.0088049-0.0081162i,0.012438-0.012093i,0.0041977-0.011096i,-0.0084853+0.00093755i,-0.015262+0.017626i,-0.015045+0.031141i,-0.010597+0.031775i,-0.0093712+0.021368i,-0.014181+0.014041i,-0.018258+0.024104i,-0.018121+0.042493i,-0.01212+0.045737i,-0.0057208+0.031792i
0.040872+0.069239i,0.10806+0.13185i,0.18074+0.15668i,0.1998+0.12502i,0.15835+0.084251i,0.10792+0.065395i,0.067667+0.04673i,0.02961+0.027118i,0.011818+0.019432i,0.01214+0.014538i,0.010015+0.014661i,0.0070842+0.023978i,0.0093935+0.026299i,0.012373+0.014297i,0.012412-0.001729i,0.01379-0.01086i,0.01922-0.0095657i,0.022351-0.0051435i,0.01474-0.006306i,-0.0047137-0.013734i,-0.022553-0.020745i,-0.024188-0.019714i,-0.01535-0.010953i
-0.068329+0.040898i,-0.14352+0.10585i,-0.19262+0.17342i,-0.16928+0.18492i,-0.10645+0.12523i,-0.071038+0.055387i,-0.052348+0.019878i,-0.02709+0.0014027i,-0.010212-0.0079305i,-0.0061009-0.0037802i,-0.0055813-0.0012131i,-0.0097046-0.0090652i,-0.018921-0.01352i,-0.022831-0.007296i,-0.020006+0.0038693i,-0.018724+0.013651i,-0.018631+0.016822i,-0.015985+0.0115i,-0.0067342+0.0016346i,0.0064717-0.0099822i,0.013381-0.018627i,0.011224-0.016331i,0.0072986-0.011018i
-0.03806-0.071701i,-0.086032-0.15372i,-0.13174-0.2137i,-0.13439-0.19059i,-0.08379-0.10413i,-0.022316-0.043768i,0.0083795-0.026114i,0.0063955-0.011367i,-0.00092911+0.0054556i,0.0008434+0.0075972i,0.005108+0.0079761i,0.014586+0.015358i,0.02634+0.01267i,0.026766-0.0017929i,0.01788-0.015823i,0.0099056-0.025909i,0.0078594-0.027101i,0.0086605-0.016459i,0.0099373-0.00053354i,0.015401+0.010031i,0.023537+0.010278i,0.021991+0.0061146i,0.01173+0.0055007i
0.06983-0.034634i,0.14653-0.065303i,0.20172-0.086728i,0.18033-0.079017i,0.10472-0.05301i,0.041603-0.025821i,0.01607-0.0042944i,0.010337-0.0056511i,0.0032576-0.013436i,-0.0011387-0.0033767i,-0.0026816+0.0040317i,-0.010289+0.0028286i,-0.013798+0.00944i,-0.0063954+0.018498i,0.0040561+0.021063i,0.0096123+0.017749i,0.005698+0.008628i,-0.0039338-0.0035892i,-0.01152-0.0058025i,-0.013864+0.0087475i,-0.011817+0.025421i,-0.0078426+0.026875i,-0.0038832+0.015904i
0.025432+0.060134i,0.052313+0.12683i,0.065446+0.16331i,0.049912+0.13621i,0.029461+0.087015i,0.021944+0.049234i,0.012585+0.023746i,0.0025555+0.017952i,0.0020623+0.019664i,-0.00077219+0.015407i,-0.0027586+0.013509i,0.004016+0.013635i,0.0062435+0.0084614i,-0.0011011+0.0022276i,-0.009059-0.0013784i,-0.009664+0.00015616i,0.00044445+0.007144i,0.012936+0.011235i,0.01132+0.0050706i,-0.0070823-0.0068103i,-0.024464-0.014401i,-0.025045-0.011517i,-0.015208-0.0057031i
