-0.00012243-0.00021911i,0.00069737-0.0013846i,0.0015597-0.0014499i,1.4733e-05-0.00049063i,-0.0028986+0.00056203i,-0.0034407+0.0014927i,-0.0024666+0.0014687i,-0.0018905+0.0012466i,-0.0015593+0.0016884i,-0.00061265+0.0016646i,-0.00019467+0.00034322i,-0.00048036-0.0010152i,-0.00043299-0.0014067i,-0.00037152-0.00056122i,-0.0007169-0.00046022i,-0.00062074-0.00049923i,6.9067e-05+0.00034077i,0.00057055+0.00037773i,0.00041573+0.00044028i,-0.00054127+0.00045552i,-0.00092496-0.00012595i,-0.00022212-0.00038398i,0.00053849-0.00082029i
0.04101+0.29281i,0.14571+0.33818i,0.17736+0.088783i,-0.022291-0.20067i,-0.35487-0.16316i,-0.55499+0.059565i,-0.48941+0.19885i,-0.24286+0.23675i,-0.020019+0.18433i,0.067599+0.09825i,0.070999+0.045459i,0.058807+0.017302i,0.042935+0.0066148i,0.030313+0.025408i,0.035425+0.058044i,0.048707+0.070816i,0.046526+0.05864i,0.02234+0.050569i,-0.0030715+0.053324i,-0.016684+0.053972i,-0.020459+0.049679i,-0.011428+0.037365i,0.001512+0.019371i
-0.25932-0.11379i,-0.41951-0.12384i,-0.37827-0.031734i,-0.13715+0.15819i,0.13936+0.38238i,0.33798+0.50001i,0.39333+0.37319i,0.30026+0.11234i,0.16645-0.044337i,0.086114-0.07632i,0.049492-0.064449i,0.03579-0.043777i,0.032259-0.036807i,0.01335-0.046168i,-0.016608-0.060122i,-0.031102-0.069985i,-0.032953-0.065461i,-0.035373-0.049962i,-0.041415-0.04016i,-0.051367-0.039743i,-0.053676-0.034468i,-0.038896-0.015977i,-0.014735+0.0027443i
-0.040532-0.25019i,-0.18269-0.33142i,-0.2663-0.15758i,-0.11585+0.047046i,0.1074-0.0944i,0.12896-0.36645i,-0.039427-0.35625i,-0.15792-0.14408i,-0.13263+0.0032207i,-0.084009+0.022378i,-0.077785+0.01625i,-0.069222+0.03403i,-0.042768+0.038648i,-0.017797+0.028313i,0.0023135+0.029455i,0.014457+0.044947i,0.028667+0.060304i,0.059938+0.062291i,0.08625+0.042292i,0.087467+0.010555i,0.065934-0.013404i,0.030556-0.025926i,0.0034257-0.025033i
0.34008-0.053427i,0.56822-0.31287i,0.43962-0.62588i,-0.0412-0.60215i,-0.41293-0.18441i,-0.458+0.20022i,-0.28584+0.29547i,-0.096384+0.22704i,-0.022044+0.14594i,-0.013883+0.10086i,-0.0013659+0.064019i,0.013592+0.026247i,0.023647+0.0016771i,0.022084-0.015265i,0.014038-0.027134i,0.010388-0.038063i,0.0073647-0.056935i,-0.0060149-0.080974i,-0.026316-0.079218i,-0.038716-0.037767i,-0.036563+0.0085798i,-0.021867+0.028284i,-0.0060635+0.023712i
-0.21956+0.52385i,-0.24117+1.0654i,-0.00084183+1.2723i,0.36395+0.87594i,0.60759+0.31254i,0.69736+0.0034258i,0.66016-0.13093i,0.49369-0.20849i,0.29316-0.19207i,0.1579-0.13105i,0.083282-0.089202i,0.033014-0.054238i,0.0087889-0.011196i,0.014025+0.020379i,0.014716+0.026871i,-0.0072405+0.026439i,-0.035694+0.037339i,-0.051582+0.055839i,-0.043017+0.051445i,-0.021016+0.0078858i,-0.0042074-0.036383i,0.00093703-0.043101i,0.0013397-0.029234i
-0.26945-0.38943i,-0.55104-0.63024i,-0.65982-0.59857i,-0.49529-0.28997i,-0.30188-0.036368i,-0.24566-0.00052024i,-0.25103-0.023299i,-0.21901-0.0097208i,-0.14098+0.010487i,-0.067736+0.0054009i,-0.044123-0.0018614i,-0.046633+0.0080751i,-0.043926+0.010033i,-0.039043+0.0040603i,-0.027369+0.006338i,0.0016335+0.019981i,0.04828+0.038379i,0.093423+0.046441i,0.10778+0.04153i,0.092989+0.039429i,0.073829+0.03838i,0.048833+0.02474i,0.013357+0.014274i
0.4051-0.1137i,0.67276-0.29152i,0.65186-0.40721i,0.29051-0.30716i,-0.050755-0.032575i,-0.1113+0.17251i,-0.051118+0.18206i,-0.033113+0.13103i,-0.029698+0.10957i,-0.005155+0.076034i,0.013866+0.02574i,0.02057-0.0019781i,0.027203-0.0099244i,0.025816-0.018347i,0.017245-0.026675i,0.0097713-0.044399i,-0.011467-0.073562i,-0.047175-0.086164i,-0.070166-0.059982i,-0.07378-0.016208i,-0.068545+0.01441i,-0.050418+0.029509i,-0.015868+0.031557i
0.082363+0.31211i,0.20597+0.52499i,0.29916+0.55779i,0.33025+0.30151i,0.33647-0.07193i,0.28402-0.25857i,0.16282-0.1879i,0.093596-0.035176i,0.087988+0.0085713i,0.045308-0.024634i,-0.010164-0.031038i,-0.023102-0.017705i,-0.007183-0.011586i,0.011561-0.0087927i,0.014361-0.0089295i,-0.0066179+0.0019692i,-0.030038+0.03457i,-0.028228+0.061083i,-0.0012905+0.045294i,0.025182-0.0085471i,0.030311-0.055199i,0.02062-0.066509i,0.010718-0.058697i
-0.36756-0.07315i,-0.63625-0.11751i,-0.67592-0.12913i,-0.44612-0.029802i,-0.2219+0.17524i,-0.14044+0.33129i,-0.084852+0.32188i,-0.024166+0.22044i,0.01149+0.14038i,0.029445+0.090225i,0.030081+0.057411i,0.011438+0.034732i,-0.018835+0.024936i,-0.026404+0.035049i,-0.002858+0.046466i,0.025979+0.042475i,0.048569+0.029904i,0.061524+0.023156i,0.056911+0.024682i,0.041276+0.039195i,0.031994+0.056736i,0.024417+0.052489i,0.0083453+0.040847i
0.16506-0.30904i,0.2222-0.52407i,0.11678-0.48055i,-0.050057-0.16768i,-0.072565+0.027208i,-0.016979-0.023699i,0.019386-0.094237i,0.036793-0.11032i,0.01309-0.088762i,-0.012849-0.034747i,-0.0071214+0.0024314i,0.014534+0.0064491i,0.022316-0.015462i,-0.014824-0.039032i,-0.061964-0.037237i,-0.078009-0.02935i,-0.07621-0.036589i,-0.075408-0.050633i,-0.082338-0.051787i,-0.088593-0.033528i,-0.077821-0.010778i,-0.047533+0.0030804i,-0.014988+0.0022014i
0.088872+0.26823i,0.192+0.44429i,0.24679+0.34487i,0.13308+0.00044888i,-0.064666-0.18344i,-0.13197-0.12184i,-0.076118-0.033352i,-0.029294-0.01141i,-0.021979-0.025251i,-0.03434-0.034991i,-0.042026-0.034272i,-0.034004-0.025755i,0.0032779-0.013091i,0.057707-0.019661i,0.088313-0.037289i,0.09111-0.030377i,0.081968-0.0019592i,0.069302+0.015231i,0.06102+0.0033148i,0.053908-0.030764i,0.033646-0.057845i,0.0051785-0.054602i,-0.0077086-0.034018i
-0.13595-0.036682i,-0.25639-0.061266i,-0.24381+0.001771i,-0.03322+0.15426i,0.21219+0.28464i,0.33968+0.27352i,0.27515+0.1078i,0.094944-0.010738i,-0.0011975+0.0026943i,0.023707+0.003506i,0.027115-0.032072i,-0.0075716-0.025681i,-0.019978+0.0069492i,-0.017218+0.03151i,-0.017784+0.036583i,-0.021125+0.017664i,-0.017149-0.0044908i,-0.0021738-0.0062546i,0.016155+0.0157i,0.037483+0.049235i,0.059425+0.069883i,0.065796+0.05897i,0.050097+0.038378i
0.014301+0.025858i,0.050122+0.099914i,0.076258+0.183i,0.059535+0.15346i,-0.0023027-0.011623i,-0.070787-0.12423i,-0.078335-0.072763i,-0.029765+0.022443i,0.0090129+0.036949i,0.0049548+0.012852i,0.0013765+0.012065i,0.014542+0.014247i,0.0083426+0.01187i,-0.0090981+0.027264i,-0.00446+0.048555i,0.0076685+0.046779i,0.00083233+0.024271i,-0.019301+0.0091382i,-0.037313+0.0097119i,-0.052487+0.0052764i,-0.064885-0.0089748i,-0.061835-0.014337i,-0.047174-0.011953i
0.049925-0.1253i,0.053897-0.32138i,-0.074969-0.51007i,-0.27033-0.46322i,-0.33174-0.20151i,-0.23624+0.023188i,-0.08687+0.10577i,0.029199+0.090259i,0.054279+0.048282i,0.014797+0.023595i,-0.028442+0.013509i,-0.039951+0.0071405i,-0.014626-0.018393i,0.0014494-0.079242i,-0.022216-0.12968i,-0.048218-0.12214i,-0.046009-0.072174i,-0.025156-0.02869i,0.0019212-0.024438i,0.020297-0.041728i,0.024276-0.043494i,0.021376-0.023832i,0.02216-0.0072096i
0.020668+0.080798i,0.11348+0.22117i,0.31357+0.32915i,0.5161+0.25487i,0.58315+0.050751i,0.46851-0.11613i,0.245-0.15806i,0.074601-0.10285i,0.033646-0.048668i,0.034291-0.044297i,0.025913-0.048511i,0.017708-0.032464i,0.0088126+0.012529i,0.027981+0.074206i,0.066032+0.11649i,0.074755+0.13016i,0.060467+0.12013i,0.047456+0.088626i,0.035488+0.05995i,0.027934+0.054085i,0.024621+0.052077i,0.016907+0.030755i,0.0065144+0.0084032i
0.038144-0.03417i,-0.0049555-0.10128i,-0.15948-0.14432i,-0.38795-0.057856i,-0.55535+0.14724i,-0.51221+0.29869i,-0.30078+0.28296i,-0.11035+0.15462i,-0.036536+0.058999i,-0.0052721+0.053616i,0.027296+0.054583i,0.025372+0.02899i,-0.0047387+0.0060385i,-0.037107-0.011373i,-0.049755-0.032034i,-0.031356-0.062149i,-0.0065795-0.089389i,0.0038656-0.088681i,-0.0080327-0.064655i,-0.033479-0.040163i,-0.046863-0.024065i,-0.042534-0.012386i,-0.034943-0.00018651i
-0.19956+0.051673i,-0.35982+0.1154i,-0.34985+0.17034i,-0.10576+0.14076i,0.1284+0.043748i,0.19878-0.0093211i,0.15432-0.027398i,0.071379-0.024847i,0.027621-0.0017946i,0.013493-0.0060064i,-0.018378-0.01264i,-0.027653-0.0076815i,-0.010876-0.024901i,-0.012682-0.033075i,-0.02407-0.0040054i,-0.029144+0.031756i,-0.03212+0.050529i,-0.032624+0.054675i,-0.019538+0.040733i,0.0085224+0.0092659i,0.032244-0.015666i,0.041195-0.017354i,0.039884-0.010717i
0.16349-0.19569i,0.34415-0.40201i,0.40488-0.49214i,0.2835-0.38035i,0.16903-0.25946i,0.10186-0.21493i,0.02347-0.13497i,-0.017282-0.036885i,-0.021321-0.0057065i,-0.031999-0.023875i,-0.040947-0.045762i,-0.032672-0.04091i,0.0045906-0.013386i,0.054565-0.013544i,0.085057-0.042583i,0.09041-0.061404i,0.080233-0.05554i,0.059694-0.039667i,0.033236-0.020628i,0.012138+0.010974i,0.0023108+0.037458i,-0.0033477+0.034776i,-0.0067177+0.012859i
0.010277+0.20238i,-0.0214+0.42444i,-0.1097+0.52765i,-0.17685+0.46099i,-0.13256+0.41763i,-0.0015188+0.37891i,0.10615+0.22059i,0.10337+0.069578i,0.06835+0.037575i,0.073309+0.030264i,0.079507+0.016353i,0.066282+0.021019i,0.026379+0.028139i,-0.026798+0.048636i,-0.061034+0.072i,-0.078671+0.062608i,-0.084727+0.03034i,-0.0646+0.0035971i,-0.028806-0.0087369i,-0.010924-0.019235i,-0.014697-0.029465i,-0.018559-0.02469i,-0.014651-0.0055324i
-0.064124+0.019719i,-0.060984+0.010418i,0.055603-0.080992i,0.16541-0.24842i,0.10206-0.40741i,-0.036629-0.43629i,-0.087072-0.28786i,-0.047024-0.12376i,-0.023403-0.055534i,-0.052164-0.024801i,-0.07721+0.0026155i,-0.071258+0.0061236i,-0.039726-0.016203i,-0.0068143-0.050174i,0.010152-0.062462i,0.024791-0.03294i,0.03752+0.014676i,0.038562+0.050032i,0.03977+0.051968i,0.047152+0.025141i,0.050687+0.0018239i,0.043128-0.0042802i,0.028349-0.0035413i
-0.11127-0.19132i,-0.27983-0.34304i,-0.41487-0.29767i,-0.36512-0.027716i,-0.16218+0.20128i,0.0022845+0.25601i,0.047079+0.21329i,0.04901+0.13961i,0.044366+0.072029i,0.04395+0.018653i,0.037165-0.027164i,0.022947-0.034701i,0.022007-0.0063994i,0.019367+0.015664i,-0.00011813+0.020646i,-0.014048+0.01636i,-0.0080689+0.0045237i,-0.0083434-0.0070301i,-0.026476+0.0025956i,-0.038206+0.03453i,-0.034368+0.057974i,-0.026891+0.052083i,-0.019629+0.02938i
0.31257+0.048117i,0.6393+0.06984i,0.76644+0.027246i,0.51308-0.043201i,0.16861-0.0045782i,0.016325+0.073864i,-0.016081+0.041383i,-0.038782-0.0030472i,-0.027865-0.0040953i,0.013216-0.01017i,0.040906-0.01817i,0.035239-0.014612i,0.010631+0.0025627i,0.0042674+0.015791i,0.019062+0.0096809i,0.025863-0.0013766i,0.015889-0.011278i,0.0071363-0.027632i,-3.3147e-05-0.050367i,-0.018047-0.069536i,-0.032758-0.071399i,-0.027855-0.057296i,-0.010476-0.04037i
-0.22419+0.1533i,-0.46025+0.28986i,-0.53264+0.33837i,-0.31306+0.21065i,-0.08416+0.004213i,-0.030013-0.060863i,-0.0075019+0.021792i,0.025776+0.057252i,0.01765+0.041234i,-0.00049739+0.051964i,-0.008742+0.066099i,-0.015516+0.055846i,-0.013477+0.023919i,-0.013878-0.0046705i,-0.021912-0.013196i,-0.02623-0.012969i,-0.024956-0.0060044i,-0.01499+0.014659i,0.013918+0.035171i,0.050145+0.034848i,0.062479+0.019518i,0.043648+0.011778i,0.017514+0.018519i
-0.052293-0.13946i,-0.082217-0.25453i,-0.11826-0.24829i,-0.12939-0.0509i,-0.038821+0.1427i,0.058569+0.14193i,0.046353+0.04646i,0.0040091+0.0074503i,0.003545-0.0043422i,0.00064358-0.038136i,-0.015117-0.062679i,-0.016367-0.061536i,-0.0076405-0.045333i,0.0037935-0.029594i,0.017353-0.022593i,0.023491-0.017058i,0.020777-0.010337i,0.0065157-0.0046772i,-0.021073+0.0076372i,-0.04145+0.033671i,-0.03577+0.053518i,-0.015872+0.045416i,-0.0027772+0.022714i
0.14681-0.1082i,0.28861-0.23446i,0.35171-0.37261i,0.23799-0.40832i,0.06607-0.29649i,-0.0128-0.16168i,-0.02952-0.084506i,-0.036716-0.032949i,-0.025805+0.0092874i,0.0026746+0.028198i,0.030065+0.032845i,0.038033+0.034001i,0.022604+0.035824i,0.0033382+0.038799i,-0.0094015+0.033838i,-0.018833+0.021051i,-0.019217+0.0098738i,-0.010578-0.0041762i,-0.0076025-0.028117i,-0.021302-0.051025i,-0.035732-0.059252i,-0.032434-0.050468i,-0.019487-0.040172i
0.032235+0.26599i,0.051351+0.5695i,0.06872+0.75491i,0.072204+0.58044i,0.010433+0.22515i,-0.055264+0.010142i,-0.025946-0.045355i,0.024205-0.058815i,0.021949-0.049446i,0.0019836-0.011374i,-0.01049+0.020136i,-0.01069+0.019837i,-0.00014026-0.0091715i,0.011074-0.033082i,0.021664-0.034587i,0.025671-0.023897i,0.019189-0.0096975i,0.019615+0.0029506i,0.037901+0.003998i,0.063135-0.0079086i,0.070892-0.015705i,0.051457-0.0079819i,0.029423+0.013648i
-0.20826-0.15049i,-0.42851-0.36042i,-0.52826-0.46405i,-0.36153-0.26748i,-0.065052+0.033541i,0.11284+0.15128i,0.09454+0.1122i,0.034209+0.074048i,0.014638+0.053727i,-0.010685+0.019794i,-0.042878-0.0054268i,-0.049061-0.0054111i,-0.033187+0.011641i,-0.021081+0.02829i,-0.017632+0.034203i,-0.0056611+0.027419i,0.010776+0.011542i,0.0087792+0.0060397i,-0.0095675+0.027272i,-0.025224+0.061391i,-0.026773+0.075788i,-0.017242+0.057273i,-0.0097921+0.023419i
0.15058-0.079982i,0.33397-0.12771i,0.40779-0.14675i,0.22807-0.17985i,-0.044788-0.21844i,-0.15681-0.18297i,-0.091314-0.10953i,-0.022152-0.066228i,-0.0060207-0.042422i,0.010897-0.030557i,0.024274-0.034579i,0.023238-0.026644i,0.027358-0.01632i,0.034019-0.021958i,0.032625-0.026516i,0.019303-0.020603i,0.0040153-0.010622i,0.0022048-0.011051i,0.0016782-0.032309i,-0.016851-0.061019i,-0.035532-0.068266i,-0.0334-0.049929i,-0.025261-0.030524i
0.064669+0.097495i,0.1217+0.20528i,0.14629+0.27004i,0.1633+0.27408i,0.21789+0.27349i,0.2385+0.24107i,0.17477+0.15856i,0.088429+0.087011i,0.041607+0.054144i,0.023823+0.041137i,0.013164+0.035122i,0.0025655+0.023439i,-0.015124+0.0096925i,-0.035385+0.005508i,-0.045805+0.0079377i,-0.042508+0.010838i,-0.036363+0.01387i,-0.028079+0.018981i,-0.0025474+0.022657i,0.037423+0.017249i,0.056914+0.0035419i,0.043223+0.001389i,0.032193+0.015465i
-0.16334+0.066867i,-0.34805+0.11377i,-0.45061+0.093717i,-0.35549+0.00016782i,-0.18482-0.10006i,-0.082387-0.13042i,-0.02908-0.068349i,0.012635-0.0070046i,0.02448-1.7799e-05i,0.0020683-0.012601i,-0.022298-0.013277i,-0.023366-0.0024295i,0.00073844+0.0071305i,0.031186+0.0073992i,0.048949+0.0012481i,0.055206-0.0064801i,0.055562-0.013718i,0.04362-0.016801i,0.014701-0.0069722i,-0.014081+0.020689i,-0.015517+0.044483i,0.00026876+0.031687i,0.0022069-0.0020517i
0.034573-0.1915i,0.11043-0.38168i,0.17513-0.44058i,0.10063-0.2611i,-0.060592-0.00027788i,-0.11821+0.14267i,-0.075905+0.12891i,-0.044144+0.065185i,-0.034505+0.026745i,-0.012374-0.0028574i,0.010854-0.031372i,0.013909-0.040711i,-0.0031436-0.030873i,-0.026296-0.01506i,-0.043141-0.0014854i,-0.049893+0.012115i,-0.046766+0.022905i,-0.033858+0.02512i,-0.018123+0.016071i,-0.013416-0.0070961i,-0.024028-0.02844i,-0.032975-0.023306i,-0.029948-0.0023848i
0.10747+0.090303i,0.18512+0.20875i,0.20128+0.2711i,0.19865+0.15879i,0.22334-0.039516i,0.19891-0.14559i,0.10666-0.12275i,0.048146-0.061344i,0.036151-0.034473i,0.022429-0.020972i,0.011254-0.0031634i,0.0044391+0.004665i,0.0036801+0.008288i,0.017764+0.0083326i,0.032366+0.00038455i,0.036403-0.0083844i,0.029413-0.010218i,0.018803-0.0042224i,0.022762-0.0045404i,0.038772-0.014157i,0.048515-0.017132i,0.042035-0.011988i,0.03108-0.0064042i
-0.069249+0.071514i,-0.13689+0.11327i,-0.17258+0.10802i,-0.18938+0.095315i,-0.22933+0.14251i,-0.21999+0.19191i,-0.1347+0.15046i,-0.07945+0.074302i,-0.062182+0.050781i,-0.040493+0.048782i,-0.027566+0.041826i,-0.013346+0.035978i,-0.00025573+0.018254i,-0.0092189-0.0017117i,-0.024036-0.0094598i,-0.027798-0.015539i,-0.022687-0.027233i,-0.018375-0.029975i,-0.023776-0.0034554i,-0.026944+0.04067i,-0.01856+0.062208i,-0.0092176+0.047035i,-0.0074345+0.020101i
-0.081303-0.097305i,-0.15702-0.18932i,-0.18191-0.20548i,-0.080112-0.1127i,0.080687-0.056122i,0.13306-0.072886i,0.076533-0.057981i,0.036924-0.015445i,0.033338-0.0058384i,0.023793-0.026248i,-0.00034802-0.043897i,-0.022556-0.038668i,-0.019915-0.014522i,0.0036853+0.0053538i,0.024694+0.017419i,0.032299+0.031184i,0.029171+0.04336i,0.025094+0.034365i,0.016648-0.009464i,-0.010948-0.057792i,-0.035517-0.067235i,-0.027105-0.041153i,-0.0041749-0.011602i
0.14683-0.042722i,0.30278-0.082023i,0.35177-0.12812i,0.19281-0.16487i,0.0020378-0.15872i,-0.063403-0.10505i,-0.046731-0.05037i,-0.020583-0.020694i,-0.00038235-0.0056252i,0.017604+0.0046279i,0.033238+0.011798i,0.040313+0.011198i,0.028176-0.0022021i,-0.0012838-0.018652i,-0.02959-0.028498i,-0.042429-0.031485i,-0.041946-0.028254i,-0.034991-0.012922i,-0.013945+0.017978i,0.025772+0.040352i,0.050607+0.034148i,0.034505+0.01461i,0.0080258-0.00070421i
-0.03873+0.13168i,-0.093884+0.27397i,-0.1047+0.35802i,-0.024492+0.33154i,0.065492+0.27851i,0.10304+0.2035i,0.10015+0.095281i,0.073412+0.027468i,0.051405+0.012095i,0.036697+0.0015311i,0.014832-0.01115i,-0.001415-0.013786i,-0.002811-0.0057048i,0.010486+0.0069413i,0.028206+0.015373i,0.038494+0.016749i,0.039157+0.010552i,0.030168-0.00043234i,0.013174-0.0048269i,-0.0030673+0.004568i,-0.0090134+0.016482i,-0.0023668+0.015278i,0.0044161+0.0071909i
-0.091872-0.070617i,-0.18547-0.15417i,-0.22759-0.2044i,-0.1833-0.19551i,-0.1228-0.18472i,-0.088701-0.15639i,-0.057371-0.082106i,-0.023026-0.038925i,-0.022711-0.034357i,-0.037406-0.016932i,-0.035866+0.0013587i,-0.027507+0.0090394i,-0.016073+0.0088446i,-0.011026-0.0037812i,-0.01497-0.018664i,-0.01262-0.02535i,-0.0033848-0.020275i,1.6231e-05-0.0089415i,-0.014564-0.007591i,-0.043007-0.016492i,-0.058515-0.0212i,-0.049623-0.014636i,-0.03232-0.003059i
0.079797-0.07347i,0.16824-0.15499i,0.19145-0.19491i,0.096998-0.1186i,0.0065679+0.019906i,0.0062705+0.080752i,0.014892+0.047727i,-0.0039869+0.029268i,0.00092966+0.03342i,0.023213+0.014878i,0.032447-0.014239i,0.027302-0.032074i,0.016087-0.027521i,0.010994-0.0042589i,0.011352+0.019123i,0.0048953+0.031769i,-0.0070009+0.033261i,-0.0033392+0.025756i,0.033899+0.0068864i,0.081806-0.02247i,0.092984-0.036052i,0.066897-0.018731i,0.039595+0.0029462i
0.043661+0.10255i,0.10417+0.23585i,0.16897+0.31648i,0.22355+0.23642i,0.23141+0.09673i,0.17454+0.044253i,0.10317+0.034738i,0.045273+0.018346i,0.0018988+0.017347i,-0.017618+0.027993i,-0.017998+0.038456i,-0.0082485+0.044829i,0.0037399+0.032601i,0.0049954+0.0040232i,-0.00076121-0.023037i,-0.0021932-0.042227i,-0.0007397-0.04876i,-0.0078075-0.036124i,-0.032648+0.0043076i,-0.057091+0.06117i,-0.049335+0.083385i,-0.024403+0.050152i,-0.012492+0.0092872i
-0.1213-0.011463i,-0.27996-0.048164i,-0.41726-0.064754i,-0.4307-0.028326i,-0.35985-0.00014204i,-0.26204-0.0039246i,-0.14152+0.015172i,-0.044255+0.033605i,-0.003467+0.029467i,0.0058555+0.018017i,0.0060675+0.0031841i,0.001345-0.0055131i,-0.0025451-0.0028309i,-0.0010588+0.0096711i,0.0047042+0.027i,0.0093305+0.04093i,0.011767+0.045616i,0.015258+0.034894i,0.014625-0.0010782i,-0.00018784-0.047309i,-0.023294-0.06279i,-0.031412-0.039629i,-0.021656-0.013268i
0.065579-0.090054i,0.16897-0.19749i,0.2605-0.27391i,0.26963-0.22319i,0.25669-0.082334i,0.23193+0.0088849i,0.14451+0.017504i,0.068022+0.010217i,0.043101-0.0051437i,0.018728-0.027952i,-0.0097862-0.028437i,-0.019839-0.016126i,-0.016583-0.0079027i,-0.0087377-0.0081425i,-0.0022648-0.01508i,0.0015142-0.017738i,0.0025685-0.0148i,-0.0028678-0.011851i,-0.0036291-0.0098998i,0.01087-0.0095439i,0.029524-0.010895i,0.03336-0.012592i,0.024016-0.008277i
0.04421+0.074551i,0.088083+0.18893i,0.11088+0.25504i,0.065564+0.16351i,-0.041361+0.012158i,-0.1078-0.051247i,-0.078896-0.049939i,-0.038078-0.049465i,-0.023893-0.035148i,-0.0014339-0.0090254i,0.022645+0.00023399i,0.030905-0.0015834i,0.026306-0.0010596i,0.013399+0.0072863i,-0.00026452+0.016927i,-0.012006+0.016354i,-0.017399+0.0078593i,-0.0080295+0.0069988i,0.018255+0.026624i,0.045872+0.052209i,0.04763+0.056677i,0.025041+0.040474i,0.0026589+0.020664i
-0.083033+0.0085155i,-0.1998+0.01231i,-0.29364+0.041955i,-0.25565+0.13213i,-0.12984+0.2235i,-0.032442+0.21512i,0.0033246+0.13662i,0.008745+0.068429i,0.0024382+0.01984i,-0.011243-0.00831i,-0.025197-0.0098929i,-0.032133+0.0020076i,-0.024848+0.0080051i,-0.0093809-0.0029568i,0.0059131-0.01964i,0.022906-0.024934i,0.034698-0.019463i,0.023329-0.016388i,-0.025224-0.02295i,-0.089551-0.028776i,-0.11128-0.021752i,-0.076565-0.0092202i,-0.033206-0.0030301i
0.0197-0.08046i,0.065587-0.19919i,0.11639-0.31667i,0.12218-0.37521i,0.095455-0.38067i,0.067995-0.31192i,0.024716-0.18472i,-0.0081103-0.071543i,-0.010356-0.007582i,-0.002337+0.012662i,0.0022704+0.0083083i,0.0016845-0.0025482i,0.00071874-0.0074908i,-0.00027704-0.00047561i,-0.0073997+0.013821i,-0.021553+0.022998i,-0.033322+0.025005i,-0.024399+0.021987i,0.021097+0.0088184i,0.082447-0.017571i,0.10547-0.039086i,0.078309-0.038239i,0.04394-0.023736i
0.059346+0.049227i,0.13083+0.14032i,0.16718+0.24195i,0.10733+0.30478i,0.0018501+0.34462i,-0.044484+0.33464i,-0.017848+0.22888i,0.0031655+0.1179i,0.0082914+0.067292i,0.014409+0.034829i,0.008584+0.0064554i,0.0016449-0.0045895i,0.0011437-0.0076809i,0.00033735-0.010308i,0.00177-0.013674i,0.0073811-0.015625i,0.013352-0.015116i,0.012617-0.013777i,-0.0035584-0.0044474i,-0.025305+0.017863i,-0.030557+0.035484i,-0.018561+0.032043i,-0.0082699+0.020153i
-0.070439+0.020638i,-0.17141+0.032509i,-0.23765+0.027332i,-0.15101-0.025942i,0.017116-0.13995i,0.08993-0.21877i,0.074344-0.1679i,0.064773-0.081125i,0.0499-0.039138i,0.019233-0.012922i,0.005854+0.008081i,0.005481+0.01552i,0.0034902+0.014706i,-0.00038229+0.010095i,-0.0051233+0.0065693i,-0.006482+0.0038558i,-0.0044439+0.0015412i,-0.0035075+0.0075354i,-0.007784+0.022534i,-0.018965+0.037173i,-0.028556+0.040463i,-0.028575+0.030393i,-0.021078+0.01581i
0.013639-0.061401i,0.045931-0.15415i,0.046965-0.24264i,-0.054169-0.21174i,-0.17321-0.053712i,-0.1742+0.086963i,-0.1075+0.1064i,-0.062535+0.063916i,-0.028517+0.030414i,-0.0017701+0.0013088i,-0.002252-0.01824i,-0.012199-0.019634i,-0.01319-0.014248i,-0.0036432-0.0084105i,0.010195-0.001175i,0.017573+0.0079599i,0.015857+0.015694i,0.010428+0.0091151i,0.0067021-0.025672i,0.0071098-0.07522i,0.0092684-0.094859i,0.010021-0.070165i,0.0092024-0.035405i
0.041734+0.025141i,0.097404+0.09133i,0.17921+0.17612i,0.2807+0.19657i,0.34571+0.12681i,0.29776+0.028086i,0.17936-0.032743i,0.084379-0.042484i,0.026079-0.034569i,-0.0049596-0.023573i,-0.0081443-0.014774i,0.0011511-0.012087i,0.0070862-0.0078916i,0.0031504-0.0014i,-0.008939-8.2435e-05i,-0.018895-0.0088863i,-0.020722-0.021793i,-0.013757-0.019828i,0.0063434+0.015019i,0.031677+0.064167i,0.041412+0.07993i,0.031356+0.054524i,0.017288+0.025865i
-0.036622+0.015708i,-0.1077+0.026364i,-0.21162+0.0046188i,-0.31819-0.042549i,-0.38863-0.058784i,-0.34984-0.016489i,-0.22133+0.029563i,-0.11729+0.034206i,-0.063818+0.023636i,-0.026199+0.012283i,-0.0044925+8.9186e-05i,0.0037863-0.0017337i,0.0097463-0.0014022i,0.012901-0.0078824i,0.015106-0.012146i,0.017692-0.005552i,0.018587+0.007045i,0.013103+0.012585i,-0.0065619+0.0016016i,-0.031911-0.014888i,-0.042168-0.014337i,-0.033091+0.0022783i,-0.020106+0.010683i
-0.0022291-0.046279i,0.005672-0.10286i,0.03697-0.11976i,0.12545-0.0355i,0.25393+0.062364i,0.30165+0.068338i,0.22123+0.031495i,0.12053+0.027535i,0.06553+0.027291i,0.031594+0.013111i,0.0095369+0.0083781i,0.00087783+0.0094218i,-0.0016683+0.0093283i,-0.0005366+0.0093652i,-0.00011584+0.0074647i,-0.0029665+0.0037274i,-0.0068222+0.0003226i,-0.0060302-0.001479i,-0.002357-0.0050544i,-0.0028557-0.015497i,-0.0053209-0.029215i,-0.0053052-0.038048i,-0.0018111-0.03259i
