-0.00077314-0.00040337i,-0.0011314-0.00049443i,-0.0015845-0.00098167i,-0.0012622-0.00058318i,-0.00057449+0.00057053i,9.3507e-05+0.0010211i,0.00068839+0.0017017i,0.0015297+0.0021512i,0.00097494+0.0014351i,-9.4399e-05-0.00011258i,-0.00073184-0.0011019i,-0.0011376-0.00082137i,-0.00015343-0.00071363i,0.00058991-0.00024621i,-0.00020778+2.6263e-05i,-0.0004394+8.8017e-05i,-0.00010555-0.00022482i,0.00011051-0.00033035i,0.00022735+0.00047751i,0.00016263+0.0011438i,0.00069257+0.0010492i,0.00065784+0.00048917i,-0.00027152+0.00021941i
-0.0026669-0.0001914i,-0.0023653+0.00020572i,-0.0030773+0.0014154i,-0.0016664+0.0014426i,0.0004507+0.00097034i,0.00086182+0.00035932i,0.00037386-0.00019422i,2.0413e-05-0.00071053i,-8.0803e-06-0.00062048i,0.00031216+4.6282e-05i,0.00059408-6.2156e-05i,0.00029622-0.00022731i,0.00024143-0.00079341i,0.00045619-0.0013096i,0.0010005-0.0011813i,0.00022167-0.00078919i,-0.000319-0.00045826i,-9.2585e-06+6.3497e-05i,-0.00017492+0.00033643i,-0.00045723+3.835e-05i,-0.00029536+0.00030937i,0.00012263+0.00067113i,0.00025359+0.00021341i
-0.00074115-0.0014248i,0.00043237-0.00090285i,0.00080598-0.00040217i,0.0012916-0.00050704i,0.0012206-0.00075399i,0.00076733-0.00056592i,0.00036186-0.00032082i,-0.00015889-0.00025661i,-0.00054871-0.00041915i,-6.8251e-05-0.00025042i,0.00080652+0.00010687i,0.00085318-9.3181e-05i,0.00067433-0.00016811i,0.00044787+0.00016674i,-0.00019506+0.00062331i,-0.00011995+0.00074226i,-0.00017115+0.00013621i,-0.00066325+0.00022823i,-0.00028862+0.00038487i,0.00045527+6.4358e-05i,0.00065556-0.00051218i,-0.00033574-0.00048906i,-0.00084956-0.00063681i
-4.3968e-05-0.0015406i,-2.7873e-05-0.00095285i,-0.0014609-0.00043818i,-0.0015229-0.00075974i,-4.3979e-05-0.00047715i,0.00052796+0.00010259i,0.00056292-0.00051549i,0.00018482-0.00067774i,-0.00056268+3.5467e-06i,-0.00062037-4.5775e-05i,-0.00031741+4.4678e-05i,3.7129e-05+0.00023067i,0.00049708+0.00061507i,0.0007068+0.0011725i,0.00035933+0.0008501i,-0.00047452+2.6715e-05i,-0.00075876-0.00044576i,-0.00030573-0.00040172i,-3.5536e-05+0.00029152i,0.00071364+0.0005612i,0.00069567-0.00018178i,-1.0799e-06-0.00017354i,-0.00013384+0.00038613i
0.00040454-0.0013261i,-0.0010898-0.0022228i,-0.0023178-0.0025666i,-0.0031068-0.0012315i,-0.0023003+0.00027789i,-0.00058814+0.00058816i,0.00029031-4.8712e-05i,0.00053047-0.00019142i,0.00033484+0.00025278i,-0.00050599+0.00053614i,-0.00087423+9.0101e-05i,-0.00012641-0.00028024i,6.2561e-05+0.00031438i,-0.00026281+0.00035844i,0.00038965+0.0002346i,0.00098157-0.00032591i,-0.00014629-0.0010685i,-0.00068037-0.00096302i,-0.00026829+8.5331e-05i,-0.00028539+0.00069759i,-0.00018355+0.00046138i,-0.00042725-0.00049107i,-0.00037263-0.00081093i
-0.00090502-0.0017821i,4.8993e-06-0.0020957i,2.8319e-05-0.0014279i,-0.00049205-0.0002087i,-0.0001382+0.00033355i,-3.5403e-05-0.00011327i,0.00051688-0.00096586i,0.0013743-0.0010161i,0.00014663-0.00044057i,-0.0010485-0.0001644i,-0.00089751-0.00022897i,-0.00028205+0.00033197i,2.6827e-05+0.0012i,0.00042632+0.0010133i,0.00063719+0.00088412i,0.00052428+0.00060498i,0.00067662+5.1724e-05i,9.1689e-05-0.00020989i,-0.00021969+5.3774e-05i,0.0007499+0.00062699i,0.00081639+0.00078104i,0.0004437+0.00096277i,-0.00010541+0.00092145i
0.00013847+9.2485e-06i,0.00013478-0.0011713i,-8.2747e-05-0.00102i,-9.4449e-05-0.00031058i,-3.6751e-06-0.00082529i,0.00026836-0.00069351i,0.00012563-0.00024663i,-0.00021821-0.00039279i,-9.2669e-05-0.00012701i,0.00051963+0.00016299i,0.00083244+0.00016282i,0.00022273-0.00017648i,-0.00093512+0.00010885i,-0.0010061+0.00033615i,-0.00030329+0.00026141i,0.00025911-0.00032352i,6.9445e-05-0.00078409i,0.00029383-0.0005599i,0.00042527+0.00013821i,0.00041055+6.0035e-05i,0.00054424-0.00030483i,0.00058161-0.00011532i,0.00015999-0.00038816i
0.00085283-0.00080671i,0.0012165-0.00057437i,0.0009669-0.00047869i,7.1381e-05-0.00049773i,-0.000157-0.00058362i,0.00097434-0.00023993i,0.0019364-0.00025742i,0.0016653-0.00013592i,0.00073366-0.00045224i,0.00062505-0.00055645i,0.0003397+0.00031299i,-0.00068203+0.00043468i,-0.00082745+0.00036376i,-0.00039741+0.00052491i,0.00033442+0.00063815i,0.00085679+0.0010976i,0.0007522+0.0014087i,0.00069887+0.0011255i,0.0011312+0.00038244i,0.0012282-0.00040618i,0.00058585-0.0007248i,0.00040924-0.00051489i,0.000842-0.00045457i
0.0012269-0.0012206i,-0.00037959-0.00055412i,-0.002142+0.00058286i,-0.0025414+0.00044737i,-0.001838-3.2271e-06i,0.00022213-0.00053926i,0.0018341-0.00057873i,0.0012576-0.00046342i,0.00053805-0.00057436i,-4.281e-05-3.6083e-05i,-0.00057328-0.00010794i,-0.00057997-0.00062661i,-0.00013342-0.00032591i,0.00088163+0.00043931i,0.001074+0.00017068i,0.0007646+0.00037054i,-0.00017017+0.00038463i,-0.00016788-0.00016837i,0.0010417-0.00036461i,0.00095372-0.00011975i,0.00035308+0.00066793i,0.0003828+0.00030201i,0.00043554+9.0934e-05i
-0.0007866+0.00057699i,-0.001075-0.00033653i,-0.0012054-0.0013938i,-0.0003299-0.0008045i,0.00022539-0.00018976i,0.00044672-0.00068891i,-0.00020958-0.00060246i,-0.00041347-0.00068461i,8.4092e-07-0.00055021i,0.00038098+0.00022592i,0.00061052+0.00085142i,7.477e-05+0.00076076i,-0.00039193+0.00034353i,0.00013411+2.2055e-05i,0.00034935+4.6764e-05i,0.000237-0.00020143i,0.00031006-0.00074468i,-0.00018787-0.00071776i,-0.0006793-0.00038186i,-0.00097731+4.2745e-05i,-0.0017288+4.7011e-05i,-0.00081505-4.1922e-05i,0.00044243+0.00043696i
0.00087393-0.00059623i,0.00068336-0.0012839i,0.00022156-0.00094113i,2.3819e-05-0.00011908i,0.00037157+0.00051628i,0.0008836+0.00037226i,0.00095752+0.00099658i,0.00066734+0.0011903i,0.0011501-1.1701e-05i,0.00014645-0.00028943i,-0.0010899-0.00024196i,-0.00077985-0.00022008i,-0.00027774+0.00054357i,0.00011283+0.00046436i,-0.00035575+0.00078824i,-0.00050149+0.0012632i,-0.00048323+0.00090825i,-0.00036988-8.2915e-05i,-0.00012614-0.00082419i,0.00053084-0.00048322i,0.00079076-2.4566e-05i,0.00030446-0.00030753i,-0.00020195-0.00028923i
0.0015588+0.00086223i,0.00085225+0.00038538i,4.1935e-05+0.00015139i,0.00053198-0.00022913i,0.00043652-0.0007486i,-0.00018587-0.00061604i,0.00029993+3.1173e-05i,0.00029769+0.00074767i,0.0002715+0.00059113i,0.00040449-1.2018e-05i,8.1271e-05-0.00022831i,-0.00049505+0.00043517i,-0.00061649+0.00088217i,0.00039907+0.00057024i,0.00054376+0.00032998i,0.00028441+0.00075933i,2.0879e-07+0.00052755i,-0.00016142+0.00045793i,-0.00032643+0.0015954i,-6.587e-05+0.0014291i,0.00064415+0.00060815i,0.00071575-5.7478e-05i,-4.0305e-05+4.9547e-05i
-0.00087436-0.00079641i,-0.0009197-0.00026412i,-0.00065533+0.00033201i,-0.0011781+0.00010377i,-0.00057241+0.00016068i,0.00072177-0.00019637i,0.00067019-0.00067252i,2.0147e-05+1.3986e-07i,-5.7484e-05+0.0001689i,-0.00033896-0.00013096i,0.00018762-0.00037746i,0.00091931-0.00037895i,0.00078683-0.00075395i,0.00078271-0.00088268i,0.0011731-0.00058055i,0.0012131-0.00046751i,0.00086543-0.00011062i,0.00020755+0.0007118i,-0.00079028+0.00069645i,-0.0010564+0.00046919i,-0.0009958+0.00040719i,-0.00039883+0.00055522i,0.00083042+0.00071117i
0.00019034+0.0013916i,0.00010081+0.00094044i,0.00070066+0.00024529i,0.00037826+0.0010949i,0.00029887+0.0011592i,0.0004143+0.00058803i,0.0002582+0.00017091i,0.00051002+0.00059602i,0.00037393+0.001775i,-3.9444e-05+0.0010522i,-0.00044396-0.00034282i,-0.00031574-0.00054304i,0.00021009+8.0828e-05i,-0.00057483+0.0010331i,-0.00073915+0.0011905i,-0.00056671+0.00053324i,-0.00066995-0.00026387i,-0.00093308-0.00027514i,-0.000539+0.00043934i,0.00012764+0.00019715i,0.00042263+0.00042013i,0.00082802+0.00080365i,0.00082467-0.00054808i
0.00037101-0.00040278i,0.0009846-0.00029011i,0.00099763-0.00084956i,0.0011085-0.0022542i,0.0010164-0.0019205i,0.00088747-0.00049302i,0.00083903+0.0004287i,0.00056105+0.00088681i,0.00030322+7.6582e-05i,0.00023628-0.0003709i,0.00021294+0.00011484i,-0.00022827+0.00084i,-0.00064447+0.0011784i,-0.00059899+0.00072645i,0.00015378+0.00038884i,0.00045648-7.7196e-05i,-1.3005e-06-0.00030686i,-4.2694e-05+0.00058186i,-0.00068536+0.00059255i,-0.00088695+0.00028187i,-0.00080004+5.6562e-05i,-0.00088426-0.00020936i,-0.00052729+0.0007727i
-0.00095778+0.00011257i,-0.0005543+0.00039192i,0.00069584+0.0010222i,0.00025262+0.0013914i,-0.00053291+0.0010449i,-6.8054e-05+0.0002309i,0.00013605+0.00046703i,-3.358e-05+0.00030352i,0.00042273-0.0001096i,0.00057668+0.00035783i,-0.000111+7.4773e-05i,-0.00034139-0.00011619i,-8.8421e-05-0.00026009i,0.00033519-0.0010733i,3.6977e-05-0.0015392i,-0.0001209-0.00123i,0.00065995-0.00051909i,0.00043096+3.9281e-05i,8.9152e-06+0.00031727i,-0.00044878+0.00014718i,-0.00052725-0.00024649i,3.0801e-06-0.00032002i,-0.00025505-0.00011239i
0.0015599-0.00028869i,0.0012502-0.0015059i,0.00096555-0.0014711i,0.0012542-0.001419i,0.0016892-0.0010475i,0.00091125-3.7487e-05i,0.00064989+8.3842e-05i,5.123e-05-0.00032742i,-0.00090646-0.00068475i,-0.00086032-0.0007105i,-0.00054121-1.9311e-07i,-0.00021969+0.00023515i,0.00056721+0.00068374i,0.00074583+0.0012064i,0.00033094+0.0013585i,0.00047505+0.0011499i,0.00029376+0.0006563i,-0.00054692-0.00029524i,-0.00043586-0.00069547i,0.00050796-0.00052844i,0.00078311-0.00030279i,0.00054052+9.0976e-05i,0.00033503+0.00042418i
-0.00015115-0.0011791i,-0.0013949-0.0015388i,-0.0016331-0.00068275i,-0.0012227+0.00054553i,-0.0013567+0.0011455i,-0.00042416+0.00033982i,0.00063384-0.00081258i,0.0007953-0.00091997i,-0.00013987-0.00050143i,-0.00063979+0.00019951i,0.00014136+0.00088782i,0.00063395+0.00080977i,0.0010795+0.00044114i,0.00095165+0.00054703i,0.00045858+0.00030034i,0.00073144+4.3884e-05i,0.00020468+0.00077633i,-0.00094585+0.0010218i,-0.00068112-1.4703e-05i,-0.00034903-0.00046869i,-4.4182e-05-0.00047388i,2.6034e-05-4.2525e-05i,-0.00031304+0.00083694i
-0.00048507-0.0011987i,-0.0011902-0.00012273i,-0.00049884+0.0018378i,0.00023137+0.0027064i,6.2226e-05+0.0023951i,0.00027373+0.0014388i,0.00064101+0.00037482i,0.0010057+0.00046004i,0.00045204+0.00057112i,-0.0002033-0.00012683i,0.00033777-0.00037298i,0.0010194-0.00014048i,0.0011145+0.00025937i,0.00069823+0.00054563i,0.00021521+0.0005255i,0.00062073+2.5769e-05i,0.00043646+0.00025316i,-0.00023203+0.00012435i,-0.00017486-0.00058967i,-0.0004972-0.00032305i,-0.0012506-0.0005336i,-0.00057947-0.0008855i,0.00028039-0.00089276i
0.00078009-0.0012156i,0.00070698-0.0010581i,0.00067989-0.0017075i,0.00031532-0.0019615i,0.00053921-0.001151i,0.00090363-0.00023569i,0.00044962+0.00011524i,0.00037548+6.8588e-05i,0.00067123+0.00015604i,0.00038043+0.0005866i,-0.00015947+0.00055381i,-0.00091785+0.00072292i,-0.00056005+0.0011032i,0.00043152+0.0011691i,0.00038742+3.6094e-05i,0.00071232-0.00058288i,0.0013876-0.00018469i,0.0015645+1.4671e-05i,0.0011767+0.00018396i,0.00075699+0.00049015i,0.00049456+0.000658i,-0.0001199+0.00029702i,-0.00067015+0.00018003i
-0.00071177+3.1999e-05i,-0.00042214-0.00049235i,-0.00029444+0.00058733i,-3.6387e-05+0.00059846i,0.00059647-0.00056384i,0.0013422-0.0011646i,0.0010316-0.00031527i,2.8629e-05+0.00061295i,-8.5131e-05+0.00067139i,-0.00016274+0.00073553i,0.00036072+0.00025193i,0.00048841-0.00032676i,0.00036344-0.00089018i,0.00014917-0.0013818i,-0.00012817-0.0010895i,-0.00017839-0.00053184i,-0.00026066-7.4533e-05i,-0.00028794-0.00023687i,-0.00034-0.00025955i,-0.00030164-2.853e-06i,-9.3394e-05+0.00024092i,-0.00042387-0.00025038i,-0.00020801-0.0002925i
-0.00080536+0.0018415i,-0.00034351+0.00056272i,0.00076646-6.2895e-05i,0.0011451-0.0005736i,0.00098023-0.000635i,0.0010935-1.8943e-05i,0.00045246-0.00046238i,0.00023868-0.00047037i,0.00051551+0.00013978i,-0.00010332-5.5364e-05i,-0.00058654-0.00039027i,-0.00051641-0.00093287i,5.335e-05-0.0012831i,0.00049618-0.00072436i,0.00010644-0.00058291i,0.00020707-0.00042325i,0.00068968+0.00019249i,0.00080856+6.288e-06i,0.00043881-0.00024109i,-0.00074442+0.00016925i,-0.00056966+0.00038205i,-0.00022324+0.00044871i,-4.8925e-05+0.0003741i
0.0005181-0.001814i,0.0006446-0.0022861i,0.0013051-0.00094688i,0.0010983-0.0003426i,0.00076558-0.00090579i,0.00094937-0.00094047i,0.00035586-0.00032226i,-0.00028549-0.00059678i,-8.4602e-05-0.00046481i,0.00027992+0.00041576i,1.7379e-05+0.0005593i,-0.00022745+4.1932e-05i,0.00021307-4.9358e-05i,0.00010928-0.00018249i,-0.0004008-0.00048337i,1.7264e-05-0.00036899i,0.00033958+8.6234e-05i,-0.00039949-0.00026664i,-0.0013043-0.00051976i,-0.0011059-0.00017209i,-0.001059+0.00024716i,-6.4911e-05+0.00020405i,0.00039546-0.00024904i
-0.00036753-0.00065077i,-0.00018817-0.00051487i,0.00037996-0.00080132i,0.0004098-0.0011905i,-3.1069e-05-0.00053627i,-3.4409e-05-0.00023658i,0.0004227-0.00012504i,7.4372e-05+0.00016615i,-0.00024346+0.00032534i,0.00011756+0.0002618i,0.00049193-0.00032689i,0.00024464-0.00068678i,0.0012196+0.00015481i,0.00063065+0.0012688i,-0.00064381+0.00078953i,0.00016537+0.0006003i,0.00042707+0.00028046i,0.00068924+2.8565e-05i,0.00076626+0.00027349i,0.00026801+0.00011694i,-0.00015796+3.0925e-05i,9.6082e-05-0.00024319i,0.00064575-0.00041734i
-0.002309+0.00060419i,-0.0014695+0.0004112i,0.00034913+0.00018004i,0.0018664+0.00057917i,0.0022218+0.00057959i,0.0015935-0.00043846i,0.00051353+5.957e-05i,0.00031197+0.0006888i,0.00024815+0.00083052i,0.00017813+0.00023826i,0.00068344+1.225e-05i,-2.5678e-05+0.0006451i,-0.00065587+0.0004i,-1.3531e-05-0.00027339i,0.00020923+0.00011251i,9.2415e-06-2.7205e-05i,0.00053088-8.644e-05i,0.00050478+0.00032229i,0.0010452-7.5172e-05i,0.00087728-0.00034443i,-0.00016153-0.00014969i,-0.00011159-0.00053926i,-2.5909e-05-0.0008375i
0.00072424+0.0010735i,0.0012097-0.00036519i,0.00098441-0.0018041i,0.00042651-0.0019064i,0.00037984-0.0015297i,0.0010825-0.00085135i,0.00042607+0.00010295i,-5.3745e-05-0.00016066i,0.00091364-0.00086817i,0.00077922-0.00083231i,-0.00043427-0.001015i,-0.0010217-0.00057026i,-0.0015925-2.4349e-05i,-0.00070418-0.00010039i,-3.3765e-05-0.00024111i,-0.00049086-0.0002904i,0.00051966-0.0001572i,0.00070488+0.00074279i,5.0911e-05+0.00072547i,6.944e-06-3.2456e-05i,-0.0007581-0.00022311i,-0.0008207-9.6764e-05i,-0.00036757-0.00017524i
0.00025378+0.00050076i,0.00067783+0.00031477i,0.00010368+0.00089595i,0.0002013+0.00017553i,0.00096425-1.3217e-05i,0.00074194+0.000237i,0.00013096-2.6211e-05i,-0.00079927+0.00073668i,-0.00068624+0.00057374i,0.00067369-0.00067088i,0.00017582-0.00087774i,-0.00091754-0.00027637i,-0.00067623+0.00026385i,-0.00018825-3.7907e-05i,-0.00031388-2.0138e-05i,-9.1057e-05+0.00062276i,7.7289e-05+0.00057309i,0.00049718-2.1034e-05i,0.0011264+0.00048219i,0.00060517+0.00049543i,0.00015912+0.00015459i,0.00026372+3.1924e-05i,0.00037247+0.0001563i
0.0001083-0.0015207i,-0.00023849-0.00067344i,-0.00035838-0.00048578i,-0.00087063-0.00050061i,-0.0012029+0.00020135i,-7.0215e-05+0.00028253i,0.0008595+0.00026446i,0.00081827+0.00024571i,0.00014247-4.2135e-05i,-0.00036181+1.2384e-05i,-0.00021814+0.00078378i,0.00020015+0.00085395i,0.0007097+0.00080825i,0.00047279+0.0005818i,0.00023836-0.00031953i,-0.0001809-0.00029744i,-0.00061886+0.00011929i,-0.00082049-0.00023309i,-0.00045286-0.00064607i,0.0005018-0.0005963i,0.0006765-0.0001839i,1.7434e-05-0.00036096i,-0.00061041-0.00081291i
0.00040349+0.00090651i,0.00029977+0.0012133i,0.00085219+0.00060954i,0.00061832+5.0772e-05i,0.00045955-0.00021599i,0.00092595-0.00074462i,0.00050698-0.00088308i,-0.00023307-0.00030089i,-0.00020528+0.00011896i,5.502e-05+4.3274e-05i,0.00024522+0.0003607i,0.00013348+0.00061641i,-0.00015225+0.00012787i,-0.00074018-0.00024667i,-0.0011768-2.3673e-05i,-0.00069689-0.00010345i,-0.000288-0.00027968i,0.00013645-0.0004707i,-0.00020363-0.00075697i,-0.0011088-0.00020642i,-0.000658+0.00068012i,0.00049721+0.00055944i,0.00079488+4.0292e-05i
-0.00043598+0.00047587i,-0.0015062+0.00085105i,-0.001994+0.00052796i,-0.0014799-0.00026628i,-3.5817e-05-0.00035938i,0.00094041-0.00071617i,0.0006898+0.00024919i,0.00013529+0.0011369i,-0.0002041+0.00066926i,3.7726e-06+0.00010988i,0.00017271+7.4715e-05i,0.00045561+0.000195i,0.00041713-1.0821e-05i,-0.00037304-0.00026525i,4.1585e-05-5.7409e-06i,0.00048874+9.9933e-05i,-0.00019362-9.378e-05i,-0.00059801-0.00038396i,-0.00031606-0.0002026i,-0.00040224-0.00052314i,-0.00040303-0.00093645i,-0.00028893+0.0001413i,-0.0003309+0.00051545i
0.0018023-1.9051e-05i,0.0017937+0.00022981i,0.0010065+0.00043083i,0.0003913+0.00082356i,2.8407e-06+0.0015039i,6.3152e-05+0.0017726i,0.00061732+0.0010499i,0.00085658+4.7866e-06i,0.00061445-0.00078839i,1.2563e-05-0.001371i,1.9623e-05-0.00086882i,-0.00013016-0.00026238i,-0.00047907-0.00045871i,-7.9047e-05+0.00011723i,0.00010413+0.0013994i,-0.00010737+0.0013045i,-0.00043478+0.00080168i,-2.5474e-05+0.00075402i,0.0007631+0.00042526i,0.00050548+0.00046472i,2.2883e-05+0.00072221i,-0.00028784+0.00037141i,-0.00047457-0.0005501i
0.0025113-0.0006119i,0.0018663-0.0014995i,0.001847-0.0014825i,0.0017689-0.00094684i,0.0012222-0.0002196i,0.00064275+0.00083459i,0.0003101+0.0012136i,0.00076791+0.00042387i,0.00058161-0.00063305i,-7.8433e-05-0.0012624i,-0.00039439-0.0012283i,-0.00039005-0.00084407i,0.00021431-0.00085032i,0.00054274-0.0005715i,-6.5823e-05+0.00030896i,-7.5662e-05+0.00027932i,0.001147-0.00013662i,0.0016342-0.00057176i,0.00040526-0.0013312i,6.204e-05-0.00086707i,-0.0004967-0.00027068i,-0.0008931-0.00080213i,-0.00022303-0.00059613i
-0.00016191+0.0013004i,-0.00092754+0.0010458i,-0.00035285+0.00041747i,-0.00023789+8.4416e-05i,-0.00057764+0.0003845i,-0.00078263+0.00011834i,-0.00063432-9.5475e-06i,-0.00025544+4.6427e-05i,-0.00037133-0.00021066i,-4.4973e-05-0.00072916i,-6.4182e-06-0.00045792i,-1.1708e-05+0.00015533i,-0.00047348+0.00030473i,-0.00010318+0.00085487i,0.0001531+0.00044035i,0.00016171-0.00052374i,0.00054626-0.00012967i,0.0011132+0.00023929i,0.00035357-5.5462e-05i,-0.0008022-0.00031939i,-0.00032841-0.00031635i,0.00023466+0.00018539i,-8.4152e-05+0.00054788i
-0.00021317-0.0011488i,-0.0008484-0.00061466i,-0.00060673-0.00073912i,0.00029566-0.0013642i,0.00046961-0.0014939i,0.00099316-0.00053916i,0.00080702+0.00081591i,-0.00016653+0.00073284i,-0.00036396-0.00043929i,-0.00030444-0.0014135i,-0.00030293-0.0012491i,-4.7646e-05-0.00024709i,0.0002955-0.00076175i,8.1146e-05-0.00099868i,5.9778e-06+0.00017081i,-0.00022607+0.00062038i,-0.00064685+0.00019425i,-0.00033339+0.00038037i,0.00019454+0.00026203i,-1.6915e-05-0.00012355i,-0.00028073+0.00045116i,-1.7952e-05+0.00037835i,0.00045443+0.00020547i
0.00025811-0.0009232i,0.00084041-0.00049938i,0.00011134-4.2007e-05i,-0.0012502+0.00039553i,-0.0013596+0.00040925i,-0.00035765-0.00017063i,0.00012568-0.0010025i,0.00035876-0.00084921i,6.8928e-05-4.6417e-05i,-0.00022678+0.00010954i,-5.004e-06+0.00033928i,0.00027907+0.00037084i,0.00016514+0.00025335i,0.00042594+0.00015048i,0.00031937-4.4413e-05i,-0.00061983-0.00049757i,-0.00034446-0.0010127i,6.3181e-05-0.00063949i,-0.00020519-0.00034222i,-0.0003928-5.5731e-05i,-0.00035226+0.0010185i,0.00061066+0.00076619i,0.001746+0.00010591i
0.00073235-0.0004668i,0.0010485-0.00073417i,0.00059363-6.5512e-05i,3.0214e-05+0.0011004i,0.00016153+0.00080577i,0.0012087-0.00021758i,0.001326-0.00015878i,0.00041217+0.00029022i,-0.00022409+0.00020591i,-0.00022332+0.00021846i,-0.00052438+0.00076263i,-0.0005345+0.00052815i,-0.00013169+0.00042402i,0.00013949+0.00063276i,0.00087001+0.000546i,0.0015083+0.0010081i,0.0011763+0.0011768i,3.5888e-05-0.00015285i,-0.00034879-0.00072994i,-0.00023767-0.00025125i,-0.00024149-0.000381i,-4.5832e-05-0.00059218i,0.00019801-0.00012144i
0.00084019+0.00067123i,0.00058068+0.00041313i,0.000464-0.00042722i,0.0011333-0.00050833i,0.001132-0.00051062i,0.00028484-0.0003556i,-0.0002874-0.00023841i,-0.00064728-0.00044432i,-0.00031289+0.00022049i,0.00015742+0.00095323i,-8.6702e-05+0.00058369i,0.00020123-5.3773e-05i,0.00023987+0.00046522i,0.00040961+0.00092943i,0.0013927+0.00080764i,0.0014474+0.00033145i,0.001023-0.00062484i,0.0001967-0.00037194i,9.078e-05+0.00040253i,0.00074864+0.00048153i,0.00044949+0.00081206i,8.3674e-05+0.0007023i,-0.00031037+0.00027822i
-0.00037522-0.0014939i,-0.00070065-0.0016343i,-0.00094276-0.0011556i,-0.0010142-0.00083271i,-0.00016792-0.00096108i,0.00015372-0.0010759i,-7.8097e-05-0.0004345i,-8.7614e-05+0.00047994i,-0.00087034+2.751e-05i,-0.0013399-0.00011539i,-0.0011444-0.00015534i,-0.0002985-0.00025382i,0.00040577-0.00025405i,0.00033213-0.00025624i,-0.00025295+0.00010062i,-0.00061213-0.00012575i,-0.00050033+0.00013i,-0.00044918+0.00029403i,-0.00026016-5.8593e-05i,-0.00023134-0.00057436i,2.4579e-05-0.00064395i,9.7244e-05-0.00020549i,-0.00010137-0.00030295i
-0.0011485+0.00035317i,-0.00072507+0.0013305i,-0.00020098+0.0019075i,0.00061305+0.001921i,0.001225+0.0013868i,0.0011326+0.00039843i,0.00054768-0.00014722i,0.00017604-4.8642e-05i,-0.00042792-6.1936e-05i,-0.00032685-0.00085915i,6.7303e-05-0.00074253i,-7.827e-05+0.00010238i,-9.9837e-05+0.00062344i,0.00059575+0.00035738i,0.00082992-0.0005073i,0.00050165-0.00073433i,0.00011445-0.00031676i,-0.00049319+0.00010611i,-0.00086717+0.00019912i,-0.00073481-0.00030461i,-0.00052529-0.00079358i,-0.00024361-0.00072472i,-0.00010649+0.000416i
0.00067949-0.0011781i,0.00070188-0.001341i,-0.00038162-0.00034895i,7.5015e-05+0.00095936i,0.0012007+0.0014174i,0.0016049+0.0011151i,0.0010606+0.00034461i,-2.5438e-05-0.00063475i,-0.00029982-0.00056322i,-0.00034765+0.00079804i,-8.6791e-05+0.00099892i,3.8057e-06+5.6148e-05i,0.00039838-0.00064409i,0.00029995-0.00064996i,0.00035659-0.00084548i,0.00051704-0.0010868i,0.00045116-0.00018759i,0.00010966+0.0004137i,-4.5508e-05-0.00020555i,-6.599e-05-0.00046443i,8.355e-05-0.00026164i,-0.00020157-4.0385e-05i,-3.5161e-05+0.00011028i
0.00024609-0.0012478i,-0.00034699-0.00095905i,-0.00084892-0.00079847i,0.00024015-0.00045962i,0.0015202-5.6657e-05i,0.0015927+0.00020955i,0.0012402-0.00018161i,0.0001707-0.0011101i,-0.00085185-0.0011241i,-0.0012834-0.00031491i,-0.00051944-0.00024309i,0.00044425+8.397e-05i,0.00040409+0.00096018i,0.00060046+0.0013135i,0.00050004+0.0016256i,0.00030822+0.00074406i,-6.0982e-05-0.00032013i,0.00012712-0.00095421i,0.00078285-0.0007138i,0.0010557-0.00027784i,0.0011413-0.00026024i,0.00062001-9.89e-05i,0.00054357+0.00052128i
-0.0014306-4.1327e-05i,-0.0010976+0.00022028i,-0.00019378+0.00060727i,0.00031956+0.00025823i,-5.1074e-05-0.00032591i,-0.00022593-0.00093146i,0.00016496-0.00056913i,-2.0503e-05-0.00042958i,-0.0007279-0.00095396i,-0.00039103-0.0012569i,0.00026125-0.0008905i,0.00022557-0.00052163i,0.00018304-0.0012982i,0.00077834-0.0017853i,0.0013666-0.0010125i,0.00087436-2.9312e-05i,0.00027776-0.00014917i,-0.00027381-4.9853e-06i,-0.00042695-0.00010164i,-0.00023868-0.00077047i,-7.067e-05-0.00075343i,-0.00051841+6.5184e-05i,-0.00076818+0.00032412i
8.0072e-05-0.00046446i,0.00022047-0.00034471i,-0.00065311+6.4152e-05i,4.6549e-05+0.00038693i,0.00085239+0.00084044i,0.0012408+0.00045777i,0.00058419-2.1501e-07i,0.00021692-0.00020721i,0.00044612-0.00020236i,5.329e-05+0.00031718i,-3.1408e-05+0.00076122i,-8.5268e-05+0.00068048i,-0.00016746+0.00046668i,0.00020002+0.00082999i,0.00020141+0.00064193i,-0.00056174-0.0001091i,-0.0006591-0.0008221i,-0.00016258-0.00079489i,-0.00016398-0.00034502i,-0.00049062-3.4489e-06i,-0.00099123-8.6783e-05i,-0.0011499-0.0004426i,-0.00089451-0.00033577i
