0.00031094-0.00030164i,-0.00011129-8.8678e-05i,-0.0023782+0.00033819i,-0.0026654-0.00043541i,-0.0017844+0.00075308i,-0.0014372+0.0022579i,-0.0004494+0.0025943i,0.00043672+0.0018223i,0.00071193+0.0007333i,0.00032865-0.00024042i,0.00021529-0.0011193i,0.00051034-0.0013045i,0.00048364-0.00053813i,0.00043645-4.8276e-06i,0.000118+0.00032364i,0.00045486+0.00019726i,0.00085842-3.1236e-05i,0.00016513+0.00015715i,-0.00041923+0.00066927i,-0.00065018+0.00083693i,-0.00022677+0.00030125i,0.00022376-0.00043291i,0.00028378-0.00038703i
-6.8532e-05+0.0009572i,5.8605e-05+0.0011948i,0.0007318+0.0024374i,0.00062737+0.0020087i,0.00059061-8.7367e-05i,0.00031065-0.0017279i,9.6389e-05-0.0015863i,-0.00055351-0.00042817i,-0.0013037+0.00021361i,-0.00070505+0.00050166i,-0.00021533+0.00078031i,-0.00022285+0.00056i,0.00012458+0.00046952i,-0.0011628+1.1641e-05i,-0.0016062-0.00024172i,-0.00093935-4.1505e-05i,-0.001377-2.0246e-05i,-0.0013532-0.00028876i,-0.00062093-0.00052513i,-0.00051511-0.0012815i,-0.00032564-0.0013221i,0.00030086-0.00010417i,0.00051358+0.00018352i
0.0033123-0.000926i,0.0016469+2.3082e-05i,2.0327e-05+7.8562e-05i,-0.001148-0.0008181i,-0.0011252-0.00071915i,-0.00059881+0.0003036i,-8.3659e-05+0.00058426i,-0.00054208-0.00016478i,-0.0011185-0.00010224i,-0.0015037-1.4194e-05i,-0.0010949-1.4348e-05i,-0.0005645+0.00028793i,1.0635e-06+0.00041698i,0.00048847+0.00082903i,0.00049134+0.00092812i,0.00010499+0.0002094i,0.00028481-0.00031277i,0.00053837-0.00038964i,0.00024127-0.00032001i,-0.00067708-0.0003922i,-0.00099576-0.00027617i,-0.00028254-0.00054995i,0.00014629-9.435e-05i
0.0018896+0.0010214i,0.00072482+0.0001805i,-0.00028375+0.00016529i,0.00035544-0.00035915i,7.1777e-05-0.00048213i,-0.001156+0.00068417i,-0.0010128+0.00045024i,-0.001257-0.00053838i,-0.0013314+0.00042617i,-0.00075407+0.0010319i,-0.00074295+0.00035942i,-0.00028445+8.1036e-05i,-0.0001831-0.00016091i,-0.00045247-0.00026765i,-0.00075458-0.00018i,-0.0012087-0.0003854i,-0.00076852-0.0007928i,-0.00037562-0.00082915i,-0.00060218-0.00054881i,-0.00027366+9.2773e-06i,-0.00020694+0.00030937i,-6.0934e-06+0.00040544i,0.0006608-0.00021791i
-0.0018137+0.0026313i,-0.00051822+0.0028162i,0.00068368+0.0035929i,0.0010508+0.003312i,0.00094222+0.0015332i,0.00034512+0.0007076i,-0.00010611+0.00040771i,9.0199e-05-0.0002447i,-0.00086009-0.00026579i,-0.0014965-0.00032776i,-0.00030201-0.00034422i,-0.00032488-3.8341e-05i,-0.00052634-0.00015411i,0.00015708-0.0004345i,3.5789e-05-0.00024383i,-0.00031716-4.3134e-05i,-0.00039427-0.00022724i,0.00017489-0.00058649i,-4.6693e-05-0.00032814i,-0.001028-0.00036629i,-0.0015078-0.00047537i,-0.00084847+0.000167i,0.00029642+0.0005633i
-0.0017054+5.9545e-05i,-0.001421+0.00030466i,-0.00084019+0.00099427i,-0.00052476+0.0014063i,0.00022878+0.00073058i,0.001041+5.5065e-05i,0.00081303-0.00057697i,-0.00029945-0.00061214i,-0.0008986-7.0103e-05i,-0.0006279-9.3476e-05i,5.3007e-05-0.00080954i,0.0003404-0.00073536i,0.00021425-0.00019445i,-0.00033543-0.0004525i,-0.00095022-0.00067598i,-0.00051769-0.00058241i,-0.00035825-0.00012555i,-0.00068352+0.00039283i,-0.00081224+3.0433e-05i,-0.00088496+5.2647e-05i,-0.00058116+0.00066185i,0.00038562+0.000825i,0.00058259+0.00062802i
-0.00049897-0.0012754i,-0.00090849-0.00078416i,-0.001561+2.0701e-05i,-0.0004035+0.0010682i,0.00068327+0.0006442i,0.00048226-0.00015511i,-0.00016832-0.00037466i,-0.00022225-0.00043256i,-0.00062583-8.0568e-05i,-0.0014647-6.2435e-05i,-0.00071951-0.0007074i,0.00038996-0.00059426i,0.00015644-0.00019649i,-0.00033666+0.00023564i,0.00036316+0.00065108i,0.00018785+0.00019173i,-0.00030647-0.0004302i,-0.00034039-0.00080718i,-0.00031771-0.0012688i,-0.00028415-0.00088711i,-0.00040498+0.00020692i,-0.00067827+0.00081231i,-0.00061472+0.00060873i
-0.0036997+0.001064i,-0.0023191+0.002994i,-0.00022089+0.0036308i,0.00050382+0.0022814i,0.00088072+0.00035625i,0.00053421-0.00051219i,-0.00076265-0.00075628i,-0.0015868-0.00040615i,-0.0011276-0.00030761i,-0.00074977-0.00051283i,-0.00072239-0.00099135i,0.00018974-0.0011764i,0.00062721-0.0010135i,0.0001995-0.00086i,0.00011394-0.00049242i,0.0010806-0.00031073i,0.00071976-0.00053013i,-0.00038933-0.00017493i,-2.912e-05+0.00031232i,0.00036115+0.00038112i,-0.00025147+0.00012628i,0.00019115-0.00041657i,0.0011064-0.001027i
0.0033396+0.011255i,0.0054806+0.011921i,0.011022+0.010008i,0.010596+0.0031088i,0.0065687-0.0036337i,0.0014938-0.0057745i,-0.0011022-0.0029514i,-0.0017658-0.00031325i,-0.001087+0.00059142i,0.000335-0.00080259i,0.00051496-0.0028707i,-0.00098938-0.003516i,-0.0027192-0.0030316i,-0.0051951-0.0035844i,-0.0062422-0.0044405i,-0.0040594-0.0022708i,-0.0012678-0.00033671i,-0.0006045-0.00083386i,-0.0018633-0.00046391i,-0.0020581+0.0010667i,-0.00041279+0.0016357i,0.0010792+0.00044563i,0.0011432-0.00087782i
0.0023113-0.0011418i,0.001584-0.0022251i,-0.00011433-0.0019821i,-0.00032461-0.0010809i,-0.00036191-0.00076806i,-0.00024883-9.925e-05i,0.00027169+0.00017904i,-6.1029e-05-0.000712i,-0.00035934-0.0014177i,-0.00033886-0.00017369i,-0.0010215+0.00061404i,-0.00095942-0.00035621i,-0.00054966-0.0010558i,-0.00058224-0.00093121i,-0.001006+0.00046971i,-0.0004094+0.0009492i,0.00042203+0.00055988i,-0.00022696+0.00013995i,-0.00029671-0.00046662i,0.00059781-0.00040384i,0.00055715-0.00082955i,1.8704e-05-0.0013086i,-0.00076886-0.0012355i
-0.0020912+0.00123i,-0.0027532+0.00059009i,-0.0033438+0.00020467i,-0.0018206+0.00057013i,-0.00033091+0.001091i,0.0017187+0.00051519i,0.0021779-0.0014155i,0.00061455-0.0020131i,-0.00026983-0.00016089i,-0.00041998+0.00098459i,-0.00019142-0.00015243i,0.00055734-0.00079876i,0.001555-0.0004875i,0.0018151-0.00039181i,0.00064621-0.00049988i,-9.7327e-05-0.00059479i,-0.00034103-0.00084414i,-0.00068934-0.0015504i,-0.00034866-0.0014013i,0.00030305-0.00086181i,3.3646e-05-0.00076781i,-9.9035e-05-0.00037755i,-1.1469e-05-1.9922e-05i
-0.002874-0.00010751i,-0.0033242+0.0001628i,-0.0031688+0.0010436i,-0.0018296+0.0026685i,-0.00097016+0.0021401i,-7.7119e-05+6.3337e-05i,0.00045043-0.00082531i,0.00024829-0.00093596i,-0.00010086-0.00049191i,-0.00048866-0.00021042i,0.00036473+0.00044617i,0.0012461+0.001527i,0.000749+0.00040378i,0.00034121-0.00052912i,0.00045716-0.00012936i,0.00044358-0.00035612i,-0.00037546-0.00054221i,-0.00095363-0.00029301i,-0.00078521+4.1804e-05i,-0.00083329+0.00041394i,-0.00048881+0.00018119i,6.0811e-05-1.7453e-05i,-2.5265e-05+0.00038478i
-0.0027396-0.0019176i,-0.0030571-0.0020564i,-0.0029329-0.001525i,-0.00191-5.5068e-06i,-0.00054149+0.00073918i,0.00011676+0.00055111i,-4.5613e-05+0.00037702i,-0.0011514+0.00013246i,-0.0014392-0.00019777i,-0.00067081-0.00084639i,-0.00037784-0.00079967i,0.00010949-0.00065508i,0.00016999-0.00060935i,0.00042467-0.00018493i,0.00074479+0.00030127i,0.0005949+0.00036073i,0.00028758-0.00050222i,-0.00015884-0.00064878i,-0.00053622+0.00024299i,-0.00040014+0.00013074i,-0.00046749+0.00029533i,-0.00038817+0.00044772i,-0.0002103-0.00020651i
0.00060277-0.0042546i,0.00014166-0.0026353i,-0.0010213-0.0015179i,-0.0025475-0.0010424i,-0.0020742-0.0004936i,-0.00095199+0.00016036i,-0.00042088+8.2922e-06i,-0.00010377-0.00021448i,3.4335e-05-0.00020557i,-0.00017931-0.00023133i,-0.00021092+8.8122e-05i,4.3771e-05+6.4181e-05i,-4.1315e-05+0.00039499i,-0.00033965+0.00089183i,-0.0005696+0.0006319i,-0.00057951+0.00062255i,0.00012949+0.0002971i,0.00039753-0.00044031i,-0.00047917-0.00013738i,-0.00064802+0.00043539i,-0.00053369+5.061e-06i,-0.0012246+6.301e-06i,-0.0012375+0.00029933i
0.0023548-0.0017953i,-0.00021904-0.00091901i,-0.0020886+0.00013727i,-0.0019717+0.00093024i,-0.0011186+0.0012304i,0.00026566+0.0017636i,0.0017451+0.0014393i,0.0013031+9.4656e-05i,-0.00023119-0.00095506i,-0.00072238-0.00067896i,-0.00012496+4.6259e-05i,-0.0001753+0.00012311i,-0.00074208+0.00026316i,-8.8879e-05+0.0010963i,0.00040172+0.001747i,0.00014184+0.0020713i,0.00012016+0.00087808i,0.00023933-0.00049852i,0.00038623-0.00058502i,0.00037507-0.00071025i,0.00059516-0.00048343i,0.00078043+0.00040874i,0.000551+0.00081074i
0.00052551+7.3589e-05i,-2.8702e-05+0.00077101i,0.00054319+0.00035736i,-0.00032793-0.00059903i,-0.0016017-0.00084204i,-0.0013472-0.00055496i,-0.00072446-0.0010001i,-0.00084337-0.0010616i,-0.00079153-0.0011068i,0.00021131-0.0008343i,3.3289e-05-0.00017288i,-0.00026052+4.9687e-05i,0.00041381+0.00014334i,0.00045995+0.00052293i,0.00020912+0.00084608i,-0.00024288+0.00065896i,-0.0002378+0.00028889i,0.0003222-4.3605e-05i,7.9639e-06+6.8646e-05i,0.00037763+0.00011352i,0.00061892+0.00093848i,6.8135e-05+0.0011822i,2.5965e-05+0.00076067i
0.00030911+9.2011e-05i,-8.4143e-05+0.00029306i,-0.00053295+0.00074331i,0.00021372+6.82e-05i,0.0006308-5.0481e-05i,0.0010469+0.00039191i,0.00079967+0.00076108i,-0.00034291+0.00031361i,-0.00045607-0.00034366i,-3.7538e-06-0.00021451i,2.8996e-05+0.00043238i,-0.00034824+0.00048304i,-0.00039024+0.00037133i,-0.00036911+0.00025804i,-0.0012167+0.00030983i,-0.0012868-0.00012445i,-0.00042489-0.0004983i,3.0249e-05-8.7527e-05i,0.00026617+0.00010426i,0.00040455-1.6885e-05i,0.00075764-0.00043693i,0.00064779-0.00059936i,0.00068274-0.00078437i
-0.001397-0.00028253i,-0.0016884-0.00090329i,-0.0025508-0.00087605i,-0.0028787+0.00020106i,-0.0029112+0.0011675i,-0.0017468+0.0011361i,-0.00045882+0.00047072i,-0.0005878+0.00045192i,-0.00077342+0.00078338i,-0.00069713+0.00042578i,-0.00078754+0.00026032i,-0.00074909+0.00054781i,-0.00018252+0.00041752i,0.00075443+0.00046431i,0.00126+0.00047549i,0.00098449+0.00062738i,0.00070519+0.00051421i,0.00054621+0.00026763i,0.00034101+3.7327e-05i,0.00058004-0.00032417i,0.00074752-0.00047343i,0.00038576-0.00023331i,-0.00020772+0.00029639i
-0.0022141-0.00047581i,-0.00089187-0.00028784i,-0.00021204+0.00054191i,0.00022497+0.00077382i,0.00047522+8.092e-05i,-2.7082e-05-0.00012706i,-0.00053178-0.00031547i,-0.00026956-0.0006484i,-0.00031542-0.00046469i,-0.00062603-0.00054466i,-0.00028764-0.00044791i,0.00087706-4.3974e-06i,0.0012622-0.00087634i,0.00060783-0.00063079i,0.00022727+0.00017521i,0.00032776-0.00034307i,0.0007007-0.00067195i,0.0010912-0.00062339i,0.00062449-0.00054182i,0.00017597+8.3971e-05i,0.0002982-0.000216i,-0.00017434-0.00070955i,-0.00074393-0.00029313i
-0.00044353+0.00018548i,-0.0012389+0.00093505i,-0.00090764+0.0014176i,-0.00039942+0.0020363i,-0.00072301+0.0014884i,-0.00018544+0.00061267i,0.00041541+3.0132e-05i,-0.00014384-0.00030953i,-0.00016496-0.00096277i,0.00033064-0.00062558i,-0.00020772-0.00043366i,-0.0010234-0.001115i,-0.00078611-0.0012436i,-9.517e-05-0.00067672i,-0.00022654-0.00029774i,-0.00092064-5.4722e-05i,-0.00084484+0.00039039i,-0.00028097-0.00045227i,0.00019375-0.00088054i,0.00060664-0.00020674i,-4.0514e-05+0.00018781i,-0.00013823+0.00069291i,2.6144e-05+0.00070459i
0.00048047-0.00067172i,0.0011566-0.0012193i,0.0015699-0.0020348i,-5.619e-05-0.0014991i,-0.00018876+8.4212e-05i,0.00070358+0.00066198i,0.00037465+0.00016663i,0.00022623-0.00012645i,0.00084672-0.0004895i,0.0013036-0.00076903i,0.0006378-0.0012615i,-0.00028982-0.00068453i,-0.00071758+0.00038499i,-0.00029057+0.00037963i,-0.00012932-2.7932e-05i,-0.00061646-0.00052914i,-0.00079317-0.00085522i,-0.00073692-0.00087198i,-0.00031819-0.00073647i,0.00030699-0.00029781i,0.0004795-8.8806e-05i,0.00030386+0.00015875i,-5.8307e-05+0.00032329i
0.0012572-0.00028499i,-0.00049431+0.00016217i,-0.0017174+0.00056085i,-0.0018526+0.00095284i,-0.0011191+0.0013968i,-0.000269+0.0010023i,0.000258+0.00019502i,0.00086636-0.00057575i,0.00037279-0.00021862i,-0.00036274+1.5239e-05i,-0.00059816-0.00023824i,-0.00061623-0.0003395i,-0.00082102-0.00033435i,-0.00021683-0.00036865i,0.00039384-0.00056507i,-0.00018521-6.5432e-05i,-0.0007202+4.9445e-05i,-8.3776e-05-0.00049346i,0.00087604-0.00029844i,0.00097712-0.00030999i,0.00056448-0.00083006i,-0.0003735-0.0013596i,3.6472e-05-0.0012577i
0.00014472+0.0038059i,-0.0010724+0.0028258i,-0.00040444+0.0012858i,0.00036363-4.8116e-05i,0.00015931+0.00013756i,-0.00012302+0.00059207i,-0.00063905+0.00034085i,-0.00081496-0.00032264i,-0.00050571-4.8574e-06i,8.668e-05+0.00025777i,-6.5815e-05+9.7878e-05i,-0.00035841+0.0006801i,-0.0004484+0.001151i,-0.00053291+0.00042964i,-0.00022284-0.00033239i,-0.00030794+0.00038459i,-0.00077753+0.0011721i,-0.00091442+0.00096303i,-0.00046498+0.0010099i,5.886e-05+0.00039756i,0.00036197-0.00081551i,0.00056082-0.00073047i,7.8922e-05-0.00010837i
-0.0015387-0.0019517i,-0.0023338-0.0018672i,-0.0015461-0.0010998i,-0.0010331-0.00075069i,-0.0016647-0.0001604i,-0.0012024+4.9752e-05i,-0.00014675-0.0003832i,2.5321e-07-0.00058333i,0.00014788-0.00096379i,0.00063816-0.0009933i,0.00095614-0.00097216i,0.00041239-0.001056i,-8.1294e-05-0.00090069i,9.296e-05-0.00096443i,0.00062816-0.00079783i,0.0007075-0.0003188i,9.7692e-05-0.00050935i,-1.8456e-05-0.00037842i,0.00052197-0.00038955i,0.00028501-0.00016426i,-4.915e-05-0.00046844i,0.00011339-0.0012525i,-0.00032235-0.00085377i
-0.00027049-0.0012871i,-0.00090701-0.0022813i,-0.0014039-0.00066721i,-0.00081074+0.0013402i,6.989e-05+0.0018512i,-0.0001422+0.0016143i,-0.00041906+0.00067933i,-0.00082419-0.00069273i,-0.00082751-0.0010911i,-0.00047127-0.00032437i,-0.00041396+0.00055172i,-0.00038273+0.00031008i,0.00088787+0.0007716i,0.0012744+0.0013899i,0.00026976+0.0012013i,-0.00042201+0.0010381i,-0.00021421+0.00042321i,-0.00025819-0.0002541i,-0.00019385-0.00050893i,-0.0001653-0.0003863i,-0.00034338+0.00021518i,-0.00012293-0.00020312i,2.5012e-05-0.00064836i
-0.0030007+0.0005849i,-0.0025265+0.00066773i,-0.0024462+0.00017581i,-0.0021896+0.00014302i,-0.0013816-3.2043e-05i,-0.00037709-0.00012397i,8.5613e-06-0.00050783i,-0.00084773-0.00091992i,-0.0017171-0.00019299i,-0.0012985+0.00077206i,0.00023843+0.00064148i,0.0015332+0.0002027i,0.0013317-0.00044875i,0.00081052-0.00081652i,0.00027146-0.00085512i,-1.851e-05-0.00060362i,-0.00017132-0.00062884i,-0.0009057-0.00013856i,-0.0011051+0.00021789i,-0.00043976-7.3894e-05i,0.00023252-6.1584e-05i,0.00068087+0.0001081i,0.00087954+0.00030057i
-0.0013737-0.0026952i,-0.0022783-0.00080873i,-0.0026934+9.0544e-05i,-0.0015952+0.0007339i,-0.00013958+0.0017208i,-0.00013119+0.0018563i,-7.0884e-05+0.00056351i,0.00026176-0.00044405i,3.1721e-05-0.00028421i,-0.00055829-0.00045324i,-0.00035446-0.00015331i,-0.00014515+0.00040669i,-0.0006885+0.0003095i,-0.00044761+0.00066773i,-0.00022734+0.00063173i,-4.4829e-05+0.00013997i,-0.00063173+0.00032141i,-0.00080747+0.00028579i,-0.00024136-0.00016387i,-0.00037881-0.00052175i,4.5736e-05-0.0007627i,8.9055e-05-7.1371e-06i,-1.2228e-05+0.00082271i
0.0015169-0.00083722i,0.0007028-0.00073049i,0.00061019-0.00072723i,0.00019516-0.0014116i,-0.00044896-0.0016655i,-0.0001156-0.0011007i,0.0001006-0.0011331i,-0.00045749-0.0010848i,-0.00084247-0.00070039i,-0.00083759-0.00061006i,-0.00073049-0.00049781i,-0.00066066-0.00055121i,-0.00048965-0.00035345i,-0.00012184-0.00031017i,-0.00024115-0.0002397i,-0.00040581-0.00023242i,-0.00014707+6.1301e-06i,-0.00031983+0.00042242i,-0.00018575+7.0657e-05i,0.00041239-0.00041616i,7.3855e-05+0.00012011i,-0.0005509+0.00062816i,0.00024921+0.00052388i
0.0010931-0.0012771i,-0.00030544-0.00027595i,-0.0013922+0.0011342i,-0.0018242+0.00086553i,-0.001594+0.00054093i,-0.00093272+0.00072177i,-0.00026492+3.8121e-05i,-3.4453e-05-0.0005701i,-0.00037857-2.5384e-05i,0.00015118-5.289e-05i,0.00045449-0.00043679i,0.00032838-0.00013713i,0.0004093+8.1082e-05i,4.7515e-05+0.0001347i,-0.00045999+0.00062009i,-0.00035502+0.00085928i,-0.00031801+0.000618i,4.6671e-05+0.00075251i,0.00019143+0.0005202i,0.00038994-0.00024657i,0.0007282-0.00040384i,0.00054869-4.0941e-05i,8.7984e-05+0.00045084i
-0.0011718+0.0028981i,-0.0012198+0.0020644i,-0.00085803+0.0021586i,-0.00013853+0.0015899i,0.000906+0.0002974i,0.0013009-0.00053225i,2.2895e-05-0.0010062i,-0.00072304-0.0010055i,-0.00077092+0.00050562i,-0.00083576+0.0011631i,0.00020819+0.00057073i,0.00053381+0.00049651i,0.00014096-0.00029724i,0.0004745-0.00061382i,0.00049795-0.00016887i,0.00053329-0.00016548i,0.00053082-0.00032203i,0.00010127+0.00021972i,2.3952e-05+0.00094132i,-0.00013078+0.00022615i,-0.00054998-0.00022899i,-7.3467e-05+0.00019487i,0.00037332+0.00037928i
-0.0049235+0.00022799i,-0.0034035+0.00115i,-0.0019585+0.0016656i,-0.0012308+0.0014763i,-0.00036467+0.0014022i,0.00036106+0.0015528i,0.00028008+0.00085277i,-1.6467e-05-0.00015684i,3.6014e-05-0.00021087i,9.6362e-05+0.00015882i,-0.00047852-0.00023419i,-0.00066925-0.0010415i,-0.00035888-0.00080912i,0.00055544-0.0012663i,0.0010244-0.0015011i,0.0002671-0.00053864i,-0.00034806+0.00037101i,-0.00037561+0.00080196i,-0.00058285+0.00063651i,-0.00076666+0.00026288i,-0.00048841-0.00020673i,0.00021067-0.00025615i,0.0001553+0.00015861i
0.00037174-0.00094792i,0.00020797-1.9204e-05i,-0.0006766+0.00106i,-0.0011952+0.0010647i,-0.00087448-2.2557e-05i,0.00012666-0.00059706i,0.00073419-0.00066742i,0.00036014-0.0011837i,0.00014642-0.0013498i,0.00049483-0.00067463i,0.00068141+0.00068551i,0.00010378+0.00043539i,-0.00017071-0.0002024i,-0.00029218+7.8206e-05i,-0.00030909-0.0002975i,0.00024682-9.4939e-05i,-5.6855e-05+0.00069848i,-0.00049862+0.00059736i,-0.00023026-0.00013923i,-0.00021741-0.00048324i,-0.0002949-0.0006833i,-0.0006301-0.00085603i,-0.00073171-0.00049263i
-0.0023976+8.783e-05i,-0.0030474+0.00019806i,-0.0025116+0.0017137i,-0.0012272+0.0026081i,0.00053891+0.001048i,0.0013734-0.00042489i,0.00055503-0.00060793i,-0.00062615-0.00088066i,-0.0010219-0.00092631i,-0.00053097-9.0841e-05i,0.00059601+4.3882e-05i,0.00085629-8.7079e-05i,9.2131e-05-6.9512e-05i,-9.1688e-05-0.00032491i,0.00019955-0.00015347i,-5.0123e-05-0.00011085i,0.0001145+0.00017616i,3.5721e-05+0.00046877i,-0.00037279+3.6628e-05i,-0.00030606+7.272e-07i,0.00024131+0.00043958i,0.00015296+0.00040136i,-0.00089656-1.0205e-05i
0.0014564+0.0011986i,0.0011992+0.0010895i,0.0015693+0.00094297i,0.0021536+3.8745e-05i,0.0016203+0.00032794i,0.0014404+0.00093729i,0.0010905+0.0011662i,0.00020141+0.00089946i,-0.00054733+0.00049421i,-0.00048658+0.00051366i,0.00036437-0.00063227i,0.00028836-0.0013747i,-0.00011247-0.00073421i,0.00040792-0.00051697i,0.00072447-0.00039911i,0.00032983-0.00076241i,-0.00016398-0.0005999i,-0.00058106-7.6543e-05i,-0.00056048+9.1939e-05i,-0.000527+0.0008868i,-6.3636e-05+0.001157i,0.00039281+0.00070973i,0.00046819+0.00063941i
-0.00094552+0.0036606i,-0.0016323+0.002305i,0.00062626+0.0012868i,0.0016899+0.00043719i,0.00060521-7.8416e-05i,8.5437e-05-0.00041045i,-0.00039154-0.00092925i,-0.00090796-0.0010742i,-0.00038728-0.0001155i,-0.00039714+0.00015476i,-0.00023671-0.00028291i,-0.00034302-0.00029163i,-0.00076339-0.00051683i,-0.00062385-0.00094887i,-0.00077798-0.00032414i,-0.0011404-7.9162e-05i,-0.00057315-0.00032891i,0.00026063+2.5089e-06i,0.00067609+0.00019917i,0.00012246-4.1453e-05i,-7.5401e-05-0.00076159i,0.00041931-0.00083342i,-0.0003777-0.0006146i
-0.0034043-0.0025243i,-0.0026895-0.00040711i,-0.0031505+0.0021519i,-0.0026432+0.0020669i,-0.00093579+0.0015588i,0.00039767+0.00092588i,0.00057658-0.00076939i,-0.00081586-0.0014287i,-0.0016982-0.0010184i,-0.0013287-0.00058101i,-0.00038447+6.0782e-05i,0.00033189+5.3379e-05i,0.00039351-0.00034624i,0.00056887-0.0012977i,0.000436-0.0013851i,-0.00054446-0.00044697i,-0.0006425-6.3085e-05i,0.00046832+0.00038408i,0.00079774+0.00023933i,0.00059363-0.0010311i,0.00071655-0.0011118i,0.00030044+0.00017396i,-9.8863e-05+0.00023397i
0.00020493-0.00068805i,-0.0012591-0.00039967i,-0.0020056+0.00014296i,-0.00077248+0.00075958i,0.00034313+0.00063928i,0.00032761-3.6608e-05i,3.8929e-05+0.00016943i,-0.00010131-0.00015008i,-0.00052807-0.00018984i,-0.00017138+0.00022483i,7.7289e-05+0.0002934i,-0.00043045-9.9398e-05i,-0.00038248-0.00046614i,-9.4184e-05-0.00060779i,0.00017805-0.00060331i,-1.3451e-05-0.00050505i,7.6476e-05+4.8134e-05i,-0.00029667+0.00070496i,-0.00071444+0.00085628i,-0.00048168+0.0006657i,-0.00063157+0.0010462i,-0.00025068+0.0013442i,0.00011364+0.0011038i
0.0019267-0.0021005i,0.0015255-0.001517i,0.0010282-0.00093481i,6.7205e-05-0.00041171i,-0.00050665+3.2155e-05i,-0.00024204+0.00067234i,-0.00029832+0.00042259i,-0.00048268-0.00079526i,0.00021592-0.00082171i,0.00039439-0.0002847i,-6.5021e-05-7.5949e-05i,-0.00014807+0.00041518i,0.00035599+0.00071746i,0.00018914+8.399e-05i,-8.262e-05-0.00025714i,-2.6898e-05+0.00015663i,-0.00011968+0.00025074i,-0.00047498+6.0349e-05i,3.216e-05-0.00028705i,0.00029737+2.8336e-06i,-0.00031302-3.8313e-05i,-0.00029329-0.00021125i,-0.00012563-0.00014899i
0.00035263+0.0010376i,0.00020351+0.0015834i,0.00037039+0.0015241i,0.0017654+0.00086292i,0.0020488-0.00033028i,0.00073872-0.00054881i,-0.0001276+0.00061714i,-0.00062773+0.00063997i,-0.00079912+0.00037322i,-0.00052689+0.00053967i,-0.00018939+0.00010766i,-0.00029051-2.5584e-05i,-0.00055074+0.00066117i,3.6769e-05+0.00097553i,0.0007725+0.00011609i,0.0011645-0.00057964i,0.00090437-8.9429e-05i,0.00035747+0.00081234i,1.8971e-06+0.00070823i,-0.00028497+6.0804e-07i,-0.0002891-7.2823e-05i,-0.00027678+0.00042658i,-0.0009224+0.00048018i
-0.00094019+0.00022804i,-0.001954+0.00077203i,-0.0020873+0.0017113i,-0.00099255+0.002354i,0.00095808+0.0017829i,0.0021934+0.00074875i,0.001645-0.0003141i,-0.00044856-0.00082869i,-0.0013124-0.00013012i,-0.00059154+0.0010669i,-0.00062529+0.00093571i,-0.00041675-0.00071452i,0.00048958-0.00091725i,0.00094547-0.00038112i,0.00067864-0.00022036i,1.4729e-05-0.00014756i,-0.00022629+0.00053714i,-8.1124e-05+0.00062199i,-0.00016778-0.00016019i,9.7725e-05+0.00015656i,0.00024965+0.00050361i,0.00037456-0.00013475i,0.00031157-0.00069843i
-0.00048145-0.0014161i,-0.001034-0.001946i,-0.0014793-0.0018057i,-0.0019054-0.00036666i,-0.0020453+0.001574i,-0.00047447+0.0019742i,0.00080857+0.00041127i,0.00040971-0.00011336i,-0.00022596+0.00059979i,-0.0006439+0.00054053i,-0.0012234+2.8103e-05i,-0.0013713+5.2444e-05i,-0.0009953+0.00068116i,-0.00088446+0.00088845i,-0.0002722+0.00076509i,0.00018061+0.0011066i,5.1183e-05+0.00076291i,0.00052001-5.4448e-05i,0.00054966-0.00040998i,0.00058605-0.00036878i,0.00033696-9.6079e-05i,-0.00010478+0.00079403i,-0.00013059+0.00071029i
0.0006114-0.00251i,0.00020069-0.0024955i,0.00074878-0.0010727i,-3.9113e-05-0.00056188i,-0.001082-0.0012739i,-0.0014574+1.4159e-05i,-0.0011048+0.0010693i,-0.00040753+0.00020276i,-0.00040472-0.00035147i,-0.0007956-0.00058931i,-0.00050772-0.00056561i,4.3223e-05-0.00042467i,0.00021282-0.000133i,9.7032e-05+0.00086654i,-0.00011604+0.0013836i,-0.00021024+0.00095775i,-0.0002663+0.00037594i,-1.3372e-05+0.00017454i,0.00051905+0.00047876i,0.00031404+0.00070199i,0.00041645+0.00052879i,0.00043822+0.00029172i,-5.3868e-05+0.00012126i
0.00060261+0.00043321i,-0.00036833+0.001684i,-0.002096+0.00099155i,-0.002503+0.00017827i,-0.0013415+0.00031405i,9.0337e-05+0.00013305i,0.00014273-0.00018289i,-0.00060825-0.00039161i,-0.0010703+0.00014306i,-0.00061967-0.00027262i,7.9386e-05-0.00012141i,0.00047895+0.0010296i,3.4828e-05+0.00017409i,0.00011504-0.00022664i,0.0011118+0.00047819i,0.0008659+0.00041093i,9.9518e-05+0.0005279i,-0.00030557+0.00058584i,8.9511e-05+6.2023e-05i,0.00055465-9.2802e-05i,0.00012193-0.00043827i,2.9697e-05-0.00044347i,0.00037615-0.00013199i
