0.00087126-0.00033647i,0.0020192-0.00069959i,0.0019804+1.699e-05i,0.00072942+0.0001078i,-0.00031884-9.6244e-05i,-0.0003401+0.00070172i,-0.00039551+0.001361i,0.00071993+0.0012577i,0.0015487+0.00099825i,0.00078884+0.00062136i,0.00053402-0.00037004i,-0.00011119-0.000415i,-0.00058067+0.0002553i,0.0001315-7.0277e-05i,0.00038181-0.00080892i,9.1805e-05-0.00048772i,0.00045453+0.00010016i,0.00033523-0.00049159i,-0.00026737-0.0010758i,-0.00052759-0.0011349i,-0.00038834-0.00083272i,-0.00018142-0.00050646i,-7.388e-05-0.00063554i
0.0002035-0.00065525i,0.0018348-0.00012476i,0.0015187+0.0006693i,-0.0005852+3.7896e-05i,-0.0014109-0.00044532i,-0.00064158-0.00030172i,0.00031327+0.00061281i,0.00082264+0.00058534i,0.00033458+0.00012652i,1.6763e-05+1.7945e-05i,0.00011664-0.00012986i,-9.6878e-05-0.00010354i,-0.00021048-0.00020904i,-0.00017561-0.00010342i,-0.00013882+0.00039727i,0.00031182+0.001352i,0.00094596+0.0015509i,0.0011866+0.000951i,0.0011597+0.0002672i,0.00065555-0.00024007i,0.00048588-0.0010188i,0.0002199-0.0015525i,-3.2763e-05-0.0015676i
-0.0016054+0.00094658i,-0.0025836+8.8924e-05i,-0.0025666+0.00094232i,-0.0011577+0.00091508i,0.00051069+0.00010424i,0.00057673-0.00015171i,0.00034114+2.3409e-05i,0.0010565+0.00071379i,0.00049509+0.00074848i,0.0004049+0.00016084i,0.00054644+0.00036891i,0.00024339+0.00038854i,-0.00010704+0.00089185i,-0.00048488+0.0016099i,-0.00035963+0.0011796i,0.00011771+0.0002789i,0.00077846-0.00032921i,0.0010426-0.0010031i,0.0013069-0.00085477i,0.0012108-0.00016167i,0.0006145-0.00034671i,-0.0004226-0.00039606i,-0.0016382-0.00021499i
-0.00054754+0.0013795i,0.00012214+0.0018544i,-0.00045004+0.0022685i,-0.00074348+0.0010894i,-0.00065516+0.00015952i,0.00024468+0.00042937i,0.0012841+0.00062369i,0.0013255+0.00028156i,-7.5148e-05-0.00097428i,-0.00051679-0.0015639i,-0.00053998-0.0011561i,-0.00095524-0.00047344i,-0.00089077+0.000852i,-0.00090652+0.0010318i,-0.00036239+0.00014846i,0.00031878+0.00013619i,0.00029168+0.0001335i,-0.00027694-0.00025367i,-0.00096032-0.00039107i,-0.0011615-0.00040029i,-0.00062862+0.00024001i,0.00025532+0.00082202i,0.00067115+0.0012089i
-0.0014141+0.00018516i,-0.0015732-0.00040073i,-0.0020842-0.00043153i,-0.0019416+0.00022784i,2.0156e-05+0.00026809i,0.0016831+0.00021109i,0.0010749+0.00039517i,-0.00013221-0.00031641i,-0.0007421-0.0017536i,-0.0011965-0.0015586i,-0.0012186-0.00059575i,-0.00074191-0.00081706i,-0.00018733-0.00040683i,-0.00046836+0.00072574i,-0.00016866+0.00023038i,-6.8765e-05-9.5115e-05i,-0.00045426+0.00051847i,-0.00024083+0.00076378i,-0.00038693+0.00081889i,-0.00073797+0.00020624i,-5.4246e-05-0.00023074i,0.00093172+0.00023568i,0.00092992+0.00088563i
-0.00059176-8.3875e-05i,-0.00045961+0.00075779i,-0.00015497+0.001497i,-0.00039694+0.0013557i,0.00010971+0.0012544i,0.00044136+0.00096037i,0.00086969+0.00036834i,0.00077302+0.00016445i,-9.7203e-05-0.00022999i,-0.00014836-0.0012434i,-3.8098e-05-0.00050476i,-0.00069556+0.00049474i,-0.0011332-0.00024915i,-0.00056741-0.0012585i,-0.0003715-0.00078259i,-0.00030095+0.00051145i,0.00019619+0.001555i,0.0001671+0.0011088i,-3.8046e-05+0.00018222i,6.5217e-05-0.00042448i,-0.00011447-0.00032167i,-8.0563e-05-0.00027617i,0.00045441-0.00058277i
-0.0018651-0.00046915i,-0.0026922+0.00013958i,-0.0030493+0.00026971i,-0.0028245-0.00050012i,-0.0016324-0.00022011i,-0.00047833+0.00048481i,0.00016317+0.0010427i,0.00068083+0.0017153i,0.00017914+0.0017765i,-0.00015116+0.0008328i,-0.00018791-0.0004896i,-0.00098389-0.00089008i,-0.00127-0.00058614i,-0.00076507-0.00023373i,-0.00050127+0.00017104i,-0.00056932-0.00015997i,-3.4173e-06-0.00046157i,0.00055779+1.5797e-05i,0.00028756+6.4333e-05i,-0.00042719-0.0002989i,-0.00083959-0.0013838i,-0.0011528-0.0018175i,-0.0015538-0.00093204i
0.0026208+0.0028569i,0.0025815+0.0034437i,0.002273+0.0038161i,0.0012777+0.0022669i,0.0005315+0.0001338i,0.00043471-0.00028293i,0.00079245+0.0010019i,0.0017472+0.0011163i,0.0026421+0.00015596i,0.002296-0.00091793i,0.00091132-0.00036458i,-0.00033894+0.00074309i,-2.6186e-05-0.00044195i,0.00023221-0.00041049i,-0.00044157+0.00083368i,-0.00075533+4.2965e-05i,-0.00013672-0.00053074i,3.6317e-05-0.00019908i,-0.00025397-0.00095553i,-0.00089725-0.00091909i,-0.0017405-0.00065305i,-0.0018126-0.0008585i,-0.0015187-0.00010161i
0.0020203+0.0020246i,0.002543+0.0013742i,0.0019285+0.0016794i,0.00049442+0.0010091i,0.00025635-0.00033805i,0.00064966-0.00035565i,0.00093365+9.6336e-05i,0.0016907-0.00041351i,0.001849-0.0015423i,0.0010262-0.0015021i,0.00019662-0.00089686i,-4.5837e-06-0.00023861i,1.4226e-05+0.000848i,0.00026293+0.001405i,0.00068881+0.0013182i,0.0011204+4.3523e-05i,0.0010245-0.00052149i,0.00064476-5.5776e-05i,0.0004312-8.8337e-05i,0.00073773-0.00021684i,0.001002+0.00043704i,0.0007252+0.00082765i,0.00067016+0.00073192i
-0.0018126-0.0024395i,-0.0010925-0.00294i,-0.002052-0.0022177i,-0.0025409-0.0007337i,-0.0012945-0.00038855i,0.00022053-0.00084612i,0.0007756-0.00062875i,0.00055585-0.0012227i,-0.00028989-0.0016968i,-0.0017579-0.0015257i,-0.0012762-0.0013536i,0.00072706-0.00041583i,0.00040629+0.0009234i,-0.00074598+0.001341i,-0.00023068+0.0013812i,0.00087369+0.0010613i,0.00080642+0.0003955i,0.00031281+0.0007531i,0.00092818+0.00068463i,0.0015031-0.00016281i,0.0013454-6.0746e-06i,0.0012281+0.00016276i,0.00075565-5.5018e-05i
-0.0012519-0.00096044i,-0.0010138-0.00076495i,-0.00018953-0.00027026i,0.00050549+7.8704e-05i,0.001014+0.00050501i,0.001124+0.00074425i,-1.7099e-05+0.00013124i,-0.0011355-0.0013507i,-0.0012652-0.0018979i,-0.00065999-0.00086985i,-0.00054757+0.00075869i,-0.00091469+0.0011113i,-0.0012146+0.0010495i,-0.0015966+0.0014208i,-0.0014323+0.00094963i,-0.00098505+0.0002515i,-0.0010833+0.00012169i,-0.0010721+0.00037194i,-0.00024389+0.00069201i,0.00013952+0.00076594i,4.3488e-05+0.00026617i,0.00010165-0.00019303i,0.0003664-0.00036651i
0.0026796+0.0019369i,0.0018495+0.0014734i,0.0011402+0.0017183i,0.00070557+0.0010587i,0.00068062-0.00081889i,0.000569-0.0017823i,-1.1842e-05-0.0015428i,-0.00070516-0.0014127i,-0.0018638-0.00088802i,-0.0019582+5.8062e-05i,-0.0005179+0.00014365i,-0.0001125-0.00037874i,-0.00078112-0.0011193i,-0.00092756-0.0014649i,-0.00072428-0.00079626i,-0.00044297+0.00010457i,5.5147e-05+0.00042484i,0.00087852+0.0006494i,0.00084989+0.00023514i,0.00039434-0.00040922i,-0.00032262+3.3706e-05i,-0.00093179+0.000225i,-0.00099524+0.00033327i
0.00030993+0.0029415i,0.00040718+0.0030509i,0.0011291+0.0025238i,0.00058243+0.0019477i,0.00031096+0.0010639i,0.00081502+0.00048761i,0.00019208+0.0015517i,0.0007871+0.0026711i,0.0014492+0.0020644i,0.001309+0.00039267i,0.001496-0.00065592i,0.00086266-0.00073023i,-3.247e-05-0.00070284i,-0.00035393-0.00085216i,-0.00075594-3.4301e-05i,-0.00048827+9.1769e-05i,0.00011643-0.0010971i,4.1704e-05-0.0017596i,-0.0005735-0.0017519i,-0.0008273-0.0010322i,-0.00070493+0.00019364i,-0.00020793+0.00045675i,-2.0906e-05+0.00015835i
0.0018272-0.00039308i,0.0013218-0.00094274i,0.0010816-0.00068679i,-0.00038564-0.00047023i,-0.001122+8.7271e-05i,-0.00013404+0.0010028i,0.001165+0.0015072i,0.0017205+0.00078723i,0.0015349-0.00013653i,0.00078904+0.00010629i,-7.6343e-05+0.0002665i,-0.0006141-0.00076747i,-0.00014584-0.0010684i,6.0071e-05-0.00040445i,0.00024584-0.00018227i,-2.3656e-05-0.0008442i,-0.00071504-0.0015774i,-0.0013908-0.0010499i,-0.0015828+2.5744e-05i,-0.001397+0.00077906i,-0.00092414+0.00057859i,-0.00027539+0.00072238i,-9.9701e-05+0.00095416i
0.00046375-0.0026018i,0.00035802-0.0024714i,-0.00070907-0.0018872i,-0.00029418-0.00097757i,0.00018318-0.00035872i,0.00074034-0.00039455i,0.0020082+0.00032127i,0.002126+6.2081e-05i,0.0011276-0.0010369i,-0.00047649-0.00089015i,-0.00092227-0.00024454i,0.00027675-0.00051463i,0.00090004-0.0010286i,0.00087508-5.201e-05i,0.0011902+0.00052074i,0.0015347+0.00060961i,0.00052353+0.00078392i,-0.00031129+0.00045063i,-0.0005855+0.00057803i,-0.00080101+0.00025842i,-0.00019717-9.9653e-05i,0.00016916-3.4104e-06i,-0.00032366+0.0001478i
-5.6093e-05+0.00069947i,-0.00038046+0.0015463i,-0.0010967+0.0018842i,-0.0015541+0.0012164i,-0.0015001+0.00095759i,-0.00067015+0.00047086i,-6.0383e-05-0.00011431i,-0.00020979-0.00072323i,-0.00094437-0.0012033i,-0.0012277-0.00070194i,-0.00078009-0.00047261i,3.9532e-05-0.00058914i,0.0011154+1.7898e-05i,0.0014831+1.7526e-05i,0.0018912-0.00055893i,0.0018371-5.9617e-05i,0.0011607+0.00044772i,0.0013998+0.00022111i,0.0016754+0.00023731i,0.00094527-0.00013103i,2.474e-05+8.6855e-05i,2.4103e-05+0.00067721i,0.0001075+0.00046592i
0.0017823+0.0020812i,0.0026028+0.002261i,0.0033247+0.0025611i,0.0034191+0.0025088i,0.0028721+0.0010438i,0.0013064+0.00019749i,0.00055981+0.00058936i,0.00078697+0.00032364i,0.00074022-0.00022184i,0.00072713-0.00073925i,0.00084635-0.001304i,0.0010046-0.00086319i,0.00089388+0.00010713i,0.00095002+0.00022464i,0.0014382-0.00038096i,0.0013742-6.6323e-05i,0.00079133+0.00040606i,0.00058722+0.00066357i,0.00058439+0.00028562i,0.0010065-0.00063031i,0.0012942-0.00065481i,0.00010555-0.00043213i,-0.00099638-0.00072621i
-0.0015872+0.0013175i,-0.0024553+0.0011218i,-0.0030891+0.0012858i,-0.0018328+0.0013205i,-0.0015219+0.0013974i,-0.001039+0.0012798i,0.0001826+0.0006433i,0.00021062-0.00060849i,-0.00048014-0.00081254i,6.3173e-05-0.00031462i,0.0001576-9.6688e-07i,-0.0009218+0.00039727i,-0.0011416+0.00046458i,-0.0020621+0.0010344i,-0.0026224+0.0012408i,-0.0013284+0.00072225i,0.00041624+5.9829e-05i,0.00097772-0.00038373i,-1.1872e-05-0.00021593i,-0.00056123-3.9091e-05i,-0.00054497+6.9475e-07i,-0.00025359-0.00012366i,-0.00013629+0.0002276i
-0.0020514+7.2963e-05i,-0.0025805+0.00032166i,-0.0030829-0.00039375i,-0.0028255-0.000716i,-0.0016405-0.00054736i,-0.00060643-0.0003421i,1.0979e-05+0.00085823i,5.3703e-05+0.00092847i,-0.00015839-0.0003612i,-0.00034152-0.00064441i,-0.0004124-0.00010045i,-0.00065959+0.00024714i,-0.0012117+0.00061528i,-0.0013551+0.0013543i,-0.0012334+0.0020258i,-0.00060644+0.0017594i,-0.00050193+0.00081206i,-0.00075894+0.00089744i,-0.0010875+0.00092811i,-0.00050123+0.00042217i,5.9909e-06+0.00076046i,-4.1444e-05+0.0007725i,1.6231e-05+0.00018149i
0.00060368-0.00039354i,-4.7838e-05-0.00049341i,-0.00040899-5.9038e-05i,-0.00063937+0.00053564i,-0.00091441+0.0011096i,-0.00017398+0.0018576i,0.00062551+0.0010945i,0.00080326-0.00031758i,6.6041e-05-0.00054801i,-2.1946e-05-3.2316e-05i,-0.00026409+0.0003525i,-0.0011863-2.3306e-05i,-0.00067686+0.00045051i,0.00012623+0.0014216i,0.00063246+0.00096817i,0.0001649+0.00059919i,-0.0010272+0.0002772i,-0.0015148-5.0705e-05i,-0.0014162+8.2945e-05i,-0.00088798-0.00043813i,-0.0007662-0.001255i,-0.00097777-0.0011674i,-0.00043668-2.4825e-05i
-0.0012327-0.0011197i,-0.0016612-0.00067942i,-0.0024447-0.00021957i,-0.0010126+0.00046999i,-1.0753e-05+0.0012195i,0.00081984+0.00012917i,0.0013882-0.0002618i,0.00085143+5.4889e-05i,0.00025959+0.00013684i,-0.0005997-0.00037684i,-0.00078511-0.00049326i,-3.0767e-05-0.00010931i,0.00012469-0.00055579i,0.00023296-0.0018792i,0.00080519-0.00227i,0.0014694-0.0013192i,0.0013816-0.00054502i,0.00018362+0.00012843i,9.2814e-05+0.00084989i,0.00083575+0.00077953i,0.0003833+0.00059512i,-0.00037388+0.00054389i,-0.00067802+0.00023095i
0.0015614-0.0015554i,0.0011429-0.0017479i,0.0013706-0.0014817i,0.00081419-0.00055042i,0.00035548-0.00061817i,0.00053874-0.00074362i,0.0010614-0.00013549i,0.0019239-0.00044282i,0.001725-0.0010251i,0.00032391-0.0011585i,-0.00043462-0.001421i,-0.0006084-0.0015091i,0.00037563-0.0018254i,0.0011444-0.0020066i,0.0006193-0.0016798i,0.00036141-0.0011446i,0.0003537-0.000635i,0.0013158-0.00056738i,0.0011345-0.00058562i,-0.00029522+0.00017545i,-0.00030288+0.00056639i,-0.00021344+0.00070795i,-8.2843e-05+0.0010303i
-0.00022269-0.0012564i,-0.00038504-0.0021754i,-0.0023358-0.0019302i,-0.0026433-0.00078552i,-0.0011184-0.00016093i,-0.0003552+4.8391e-05i,0.00034897+3.9434e-05i,0.0012424+0.00015896i,0.00063774-0.00017208i,-0.00028446-0.00039718i,1.9972e-05-0.00090071i,-0.00050903-0.001336i,-0.0010103-0.0010383i,-0.00056261-0.00012795i,-0.00017321+6.1187e-06i,0.00014974-0.00016664i,0.00023748-0.0004021i,-0.00010916-0.00066287i,-0.00035642-0.00041111i,6.4796e-05-0.00070114i,0.00012739-0.00097731i,-2.273e-05-0.00020127i,-0.00014883+0.00020325i
0.00024731-0.00020932i,2.3167e-05+0.00030942i,-8.7446e-05-0.00012032i,-0.00064629+8.273e-05i,-0.0012909+0.00023113i,-0.0011728-0.00063318i,-0.00021158-0.00020098i,0.00042972+0.00030661i,0.0003952-0.00056612i,0.00037402-0.0011443i,0.00036376-0.00080505i,4.815e-05-0.00019618i,-0.00091365+0.00018896i,-0.0016065+0.00071494i,-0.001424+0.0011495i,-0.00071561+0.0018211i,0.00013302+0.0020873i,0.00093853+0.0015949i,0.00048708+0.00099147i,-0.00018619-0.00038313i,0.00057581-0.0014648i,0.0015545-0.0014183i,0.001923-0.0013372i
-0.0018743-0.00028285i,-0.0024324-0.00075233i,-0.0018033+0.00064315i,0.00025945+0.0019622i,0.0010267+0.0019907i,0.0010366+0.001221i,0.0011084+0.00038744i,0.00010688-4.6155e-05i,-0.00093981-0.00094434i,-0.0010238-0.0017074i,-0.0013037-2.335e-05i,-0.0017597+0.0010541i,-0.0016282+0.00096878i,-0.0017396+0.001481i,-0.00053721+0.0021468i,0.00053753+0.0015934i,0.00024735+0.00039094i,0.00028099+0.00025231i,0.0010632+0.00022125i,0.0015272-0.00018109i,0.0012485-0.00025242i,0.00068814-0.00012048i,-0.00014393+0.00017287i
0.0010197-0.0018491i,0.00067161-0.0020346i,-0.00059422-0.0018562i,-5.0152e-05-0.00091618i,0.0011319-0.001262i,0.00099547-0.0012582i,0.00094042-0.00043716i,0.0002495+0.00013995i,-0.0015028+0.00053929i,-0.0022923+0.00061942i,-0.0015429+0.0011008i,-0.00075761+0.0015255i,-0.00068488+0.0011685i,-0.0011376+0.00090111i,-0.0012083+0.00029813i,-0.00013995+0.00021225i,0.00073046+0.00015374i,0.00075036-0.00065394i,0.00089246-0.0005063i,0.00023252-0.00039472i,-0.00024202-0.00031186i,-0.00036974+0.0003529i,-0.00019708+0.00098985i
0.00040525-0.0031771i,-0.00053023-0.005108i,-0.0014503-0.0058515i,-0.0017678-0.0037652i,-0.001643-0.0016035i,-0.00043195-0.00066579i,0.00076629-0.00029746i,0.00075-0.00027054i,5.3029e-05+0.00038047i,-0.00096038+0.0016929i,-0.00044166+0.0014809i,0.00092251+0.0001378i,0.0008549-0.00040498i,0.00014621-8.2514e-05i,-0.00030346+0.00017899i,-0.00089699-0.00034146i,-0.0005925-0.0013684i,-0.00023293-0.0010144i,-0.00050464-0.00049938i,-0.000455+4.9648e-05i,-0.0010304+0.00059633i,-0.0012395+0.00054981i,-0.00044928+0.0005938i
0.001348+0.00058476i,0.00019235+0.00031694i,-0.00032947+0.00099842i,-0.00063287+0.0010928i,-0.0008635+0.00071785i,-0.0010296+0.00095626i,-0.00033962+0.0015148i,0.00083106+0.0014878i,0.001484+0.0010055i,0.0016421+0.00016816i,0.0017306-0.0011576i,0.0021136-0.0017856i,0.0021408-0.0020433i,0.0011465-0.0022677i,0.00017541-0.0019155i,-0.00032029-0.001257i,-0.00045313-0.00052818i,-0.00065651-0.00012458i,-0.0011792+7.5337e-05i,-0.0016084-5.1753e-05i,-0.0011421-0.00046532i,0.00035618-0.00041061i,0.0012791+0.00036005i
0.0017269+0.0028063i,0.001989+0.0027828i,0.0012831+0.0028552i,0.00023451+0.0017323i,0.00081935-2.8778e-05i,0.00085665-0.001013i,0.00076952-0.00078147i,0.0013831-0.00034936i,0.0024756-0.0010792i,0.0037318-0.0020903i,0.0024583-0.0021977i,0.00076843-0.0020162i,0.00022681-0.0016272i,0.00021931-0.001123i,0.0010909-0.00083674i,0.0016055-0.00055447i,0.0013012-4.5373e-05i,0.00057246+0.0001314i,-0.00057877+0.00025593i,-0.000812+0.00027491i,-0.00035607-3.573e-05i,-7.3631e-05-0.00030349i,0.00030516-0.00076581i
0.0015976+0.0011111i,0.0009806+0.001859i,0.00056537+0.0027193i,1.7407e-06+0.0028526i,7.4235e-05+0.0026082i,0.0005594+0.0017444i,0.00051728+0.00086176i,0.00098458+0.00045741i,0.001082-0.0011237i,0.00038159-0.002549i,8.5931e-05-0.0024079i,-0.00037264-0.0015042i,-0.0013718-0.00083382i,-0.00096848-0.00083811i,0.00015407-5.8076e-05i,8.5544e-06+0.0007295i,-0.00068834+0.00077842i,-0.00056368-0.0003598i,-0.00011281-0.00090976i,0.00018081+0.00063122i,0.00046178+0.00061955i,0.00075291-8.7287e-05i,-0.00015672-0.00017792i
0.0002177+0.0011507i,6.7366e-05+0.00080932i,9.3944e-05+0.00054569i,0.00085409-0.00087969i,0.0010118-0.0012299i,0.00036694-7.2202e-05i,0.00036981+0.0012041i,0.00061667+0.00026908i,-1.7333e-05-0.0017131i,-0.0012593-0.0017185i,-0.0016559+0.00053472i,-0.0013888+0.0022936i,-0.0010635+0.0023164i,-4.9189e-05+0.0022342i,0.00060122+0.0021745i,0.0007656+0.0017282i,0.0013707+0.0011393i,0.001434-9.3723e-05i,9.3524e-05-0.00062845i,-0.00011716-0.00092094i,0.0014127-0.0010531i,0.0010309-4.2505e-05i,-0.00021058+0.001087i
-0.0016094+0.0020923i,-0.0017714+0.0024752i,-0.00099793+0.0030187i,-0.00048687+0.0023403i,0.00069195+0.0013663i,0.0019072+5.6357e-05i,0.0013583+4.5253e-05i,0.00037473+0.00087372i,-0.0011157+0.0010248i,-0.0022608+0.00080766i,-0.0018832+0.0015418i,-0.0015269+0.0024634i,-0.00080907+0.002451i,0.00020595+0.0028648i,-7.7297e-05+0.0026862i,-0.000447+0.0013476i,0.00027016+0.00058169i,0.00067068-0.00033624i,0.00025238-0.00070192i,-0.00041182-0.00024587i,-0.00056841-0.00025006i,-0.00085352-0.00095259i,-0.00094645-0.0009789i
0.00046761+0.0002351i,0.00011957+0.0011757i,-0.00025135+0.0008474i,-0.00033684-0.00081526i,2.5811e-05-0.001092i,-4.1177e-05-0.00039272i,6.0455e-05-9.7654e-05i,0.00038117+4.3314e-05i,-0.00010388+0.0007503i,-0.00028025+0.0015129i,0.00068838+0.0012581i,0.0012582+0.00049981i,0.00099453+0.00050787i,0.00096988+0.00080842i,0.00094717+0.00040638i,-0.00036275+0.00051009i,-0.00034961+0.00077548i,-0.00017379+0.00058981i,-0.0007072+5.5698e-05i,-0.00019563-0.0004069i,-0.00043028+7.5278e-05i,-0.00070762+0.0011819i,-0.00078594+0.0009024i
-0.0021576-0.00058503i,-0.0020563-0.00020195i,-0.0025049+5.7522e-05i,-0.0022818+0.00023839i,-0.00090159+0.00055777i,-0.00036584+0.00049595i,-0.00095763+4.2739e-05i,-0.0004576-0.00041414i,0.0010415+0.00027384i,0.0012731+0.0010602i,0.0014292+0.00035619i,0.0015175-0.00064172i,0.0017741-0.00093166i,0.00098166-0.0012984i,-0.0005342-0.0010403i,-0.0006579+0.00012954i,-0.00022736+0.0013696i,-0.00047993+0.0018449i,-0.00023331+0.0016168i,-0.00017711+0.0011428i,-0.00055192+0.0010564i,-0.0010891+0.0011022i,-0.00088101+0.00070277i
-0.0027632+0.00011604i,-0.0037554-2.523e-05i,-0.0035123+0.00075017i,-0.002395+0.0012301i,-0.0011151+0.0015253i,2.9986e-05+0.0019199i,-0.00018783+0.0013025i,-0.0006481+0.00049733i,0.00072691-0.00074429i,0.0017486-0.0014046i,0.0010035-0.0011383i,-8.4023e-05-0.00079351i,-0.00051253-0.0013608i,-0.00057948-0.0021757i,-0.001206-0.0016598i,-0.0013452-0.00036992i,-0.00085831-0.0001614i,0.00016233-2.412e-05i,0.0010219+0.0007341i,0.0013828+0.00068568i,0.00088505+0.00055601i,0.00025399-0.00029025i,0.001103-0.0004568i
-0.000914+0.00084856i,-0.0014975+0.0013858i,-0.00071859+0.0018178i,0.00027961+0.0023035i,0.00068803+0.0016479i,0.00098814+0.00061379i,0.0009146+0.00074754i,0.00039431+0.00061439i,0.0008875-0.00096051i,0.00069931-0.0022696i,-0.0011121-0.0019088i,-0.0023106-0.0007518i,-0.0024317+0.00010419i,-0.002117-0.0010151i,-0.0017189-0.0016926i,-0.0012054-0.00074553i,-0.00047811-0.00074045i,-2.5188e-05-0.00082228i,-0.00026342-0.00050751i,-0.00045962+4.9806e-05i,0.00037539+0.00032085i,0.00077082+0.00016829i,-0.00023297-0.00028861i
0.00033727+0.00059653i,9.3066e-05+0.00034081i,0.0004704+0.0008338i,0.00077498+0.0015703i,0.00032232+0.00076639i,0.00056762+0.00014137i,0.0013921+0.00084i,0.0013531+0.00032768i,0.00010007-0.00054659i,-0.0013845-0.00049504i,-0.0029326+0.00042363i,-0.0032465+0.0012699i,-0.0015041+0.0017009i,-0.00063929+0.0018093i,-0.00076852+0.00096059i,0.00016048+8.4842e-05i,0.00076512-0.00080964i,0.00019909-0.0011398i,-0.00079148-0.00090752i,-0.000915-0.00094774i,-2.7961e-05-0.00047554i,0.00073098-0.00094479i,0.00034378-0.00075422i
-1.5851e-05+0.0020431i,-0.00034524+0.0027709i,-0.00020359+0.0025146i,-0.00080672+0.00094212i,-0.0014989-0.00033746i,-0.00049433-0.001433i,0.00077132-0.0010014i,0.00058041-0.0005104i,-0.00027018-0.00054855i,-0.0014701+0.00042766i,-0.0017886+0.0014901i,-0.00044217+0.0016315i,0.00052922+0.0020469i,0.00098442+0.0030064i,0.001809+0.0030408i,0.0017054+0.0019077i,0.00084121+0.00085748i,0.0002367+0.00024491i,-6.4765e-05+8.2327e-05i,-0.00060899+0.00016911i,-0.00038147-0.00036791i,-0.00025346-0.00058793i,-0.0014053-5.0822e-05i
-0.00023845-0.00024033i,-5.6563e-05-0.00030943i,-0.00081891-0.0012639i,-0.0012019-0.00095842i,-0.00015664+0.00024106i,0.00065764+0.00030189i,0.00035669-0.00066256i,0.00023937-0.0011698i,0.00051267-0.00061824i,-0.00043879+0.00084844i,-0.0011919+0.00090464i,0.00048431-0.00030954i,0.0021531-0.00018746i,0.0024564+0.00026789i,0.002547+3.106e-05i,0.0020525-0.00088214i,0.00092589-0.0006468i,-0.00042805+0.00039272i,-0.00018288+0.0011186i,0.00043139+0.0006399i,7.4475e-05-0.00016021i,-0.00070322+0.00011516i,-0.00049031+0.00023549i
-0.00050093+6.1199e-05i,-0.0017194+0.0018018i,-0.0036592+0.0014883i,-0.0042017+0.00010679i,-0.0037988+0.00021226i,-0.0021242+0.00026025i,-0.0015137+0.00011933i,-0.00090218-0.00051995i,0.00040073-0.0011758i,0.0013425-0.0013433i,0.0018064-0.00078202i,0.0015332-0.0004561i,0.00087471-0.001355i,0.00012693-0.0019377i,0.00027579-0.0017043i,-0.00010934-0.00025113i,-0.0015891+0.0013803i,-0.0016509+0.0018688i,-0.00015591+0.0014982i,0.00065602+0.00090986i,-0.00014355+0.00069778i,-0.00057227+0.00035078i,-0.00041696-0.00011645i
-0.0010624+0.0014135i,-0.00093593+0.0022263i,0.0007391+0.002416i,0.0020271+0.0021267i,0.0020649+0.0016463i,0.0024421+0.00096288i,0.001907+0.0011859i,0.00064788+0.00089026i,0.00095678-3.7655e-05i,0.0027959-0.00048155i,0.0029127-0.0015389i,0.00061808-0.0023459i,-0.0014895-0.0019892i,-0.002365-0.0015416i,-0.0027485-0.0014883i,-0.0021272-0.00038137i,-0.0010891+0.0008726i,-0.00078605+0.00084704i,-0.00038667-9.0748e-05i,-0.00033117-0.00074575i,-0.00061815-0.00067963i,-0.00049084+0.00015186i,-0.00043487+0.00037664i
-0.0013231-0.00061459i,-0.0016812-0.00017272i,-0.0027666+0.00098988i,-0.002654+0.002527i,-0.0012692+0.0021425i,0.00072636+0.0014869i,0.00088763+0.001444i,-0.00038875+0.00070405i,-0.00096507-0.00049196i,-0.00043281-0.0020617i,-0.00040028-0.002105i,-0.0014951-0.0011787i,-0.0025267+0.00072212i,-0.0027785+0.0015938i,-0.0024221+0.0017677i,-0.001995+0.0019786i,-0.0014386+0.001108i,-0.00064496-0.00061094i,-0.00029465-0.0012433i,-0.00048975-0.00013432i,-0.00055965+0.00088093i,-0.00046364+0.00020179i,-0.00016278-0.000398i
-0.0017308-0.0025273i,-0.0019963-0.0024442i,-0.0028328-0.00087475i,-0.0022298-0.00060117i,-0.00090059-0.00030136i,0.00015965+0.0001966i,0.00075682-9.7326e-05i,0.00034489+0.00016297i,-0.0013513+0.00056095i,-0.0026794-0.00028148i,-0.0029126-0.00028856i,-0.00289+0.0010168i,-0.0015298+0.0023836i,-0.00018005+0.0031738i,-0.00021875+0.0025401i,-0.00012714+0.0012785i,-0.00051799-0.00011082i,-0.00048826-0.0016299i,5.2644e-05-0.0016984i,-0.00019446-0.00038732i,-0.00026608+0.00053146i,-0.0005946+4.209e-05i,-0.00037717-0.0004023i
-0.00018994+0.001259i,-0.000991+0.0016001i,0.00012667+0.00098504i,0.001073-7.6639e-05i,0.00062048+0.00045629i,0.00033458-0.00024908i,0.00089444-0.00073118i,0.0022781-0.00042761i,0.0016799-0.00050328i,-0.000813-0.00042483i,-0.0015169-0.00017237i,-0.00023497+0.0005929i,0.0020299+0.00064846i,0.0035844-0.00015008i,0.0031567-0.00058798i,0.0017169-0.001094i,0.00084764-0.0013226i,0.00016497-0.0011601i,-0.00013395-0.00076481i,0.00069839-0.00016858i,0.0015228-0.00084514i,0.0015185-0.0010382i,0.00093545-0.00077478i
