0.00087126-0.00033647i,0.0020192-0.00069959i,0.0019804+1.699e-05i,0.00072942+0.0001078i,-0.00031884-9.6244e-05i,-0.0003401+0.00070172i,-0.00039551+0.001361i,0.00071993+0.0012577i,0.0015487+0.00099825i,0.00078884+0.00062136i,0.00053402-0.00037004i,-0.00011119-0.000415i,-0.00058067+0.0002553i,0.0001315-7.0277e-05i,0.00038181-0.00080892i,9.1805e-05-0.00048772i,0.00045453+0.00010016i,0.00033523-0.00049159i,-0.00026737-0.0010758i,-0.00052759-0.0011349i,-0.00038834-0.00083272i,-0.00018142-0.00050646i,-7.388e-05-0.00063554i
0.00017031-0.00060838i,-0.0017101-0.00028396i,-0.0029077-0.00060742i,-0.0036687+7.6102e-05i,-0.0027824+0.00036866i,-0.00077693+0.00043381i,0.00025099-0.00048118i,0.00097577-0.0020108i,0.0010548-0.0015235i,0.00054158+0.00066529i,0.00044369+0.0013746i,0.0012061+0.00038716i,0.0022614-0.001371i,0.0019699-0.0029512i,0.00017987-0.0031569i,-0.0011322-0.0021759i,-0.00047268-0.001047i,-5.3778e-06-8.3993e-05i,0.00029988+0.0002378i,0.00089353+0.00012009i,0.00095306-0.00067996i,0.00039413-0.00015093i,-0.00025028+0.00059801i
0.0015638+0.002122i,0.0020377+0.0030935i,0.0016381+0.0042607i,0.0017825+0.0038355i,0.0023007+0.0020896i,0.0019427+0.0002611i,0.00049221-0.00031441i,-0.00022745-0.0013566i,0.0009632-0.0022137i,0.0017753-0.0017455i,0.0021868-0.0011403i,0.0021946-0.0016776i,0.00092682-0.0017547i,-0.0006984-0.0012661i,-0.0017602-0.00095306i,-0.0015182+0.00054953i,-0.00018363+0.0016326i,0.0012322+0.0019745i,0.0013034+0.001578i,0.0011519+0.00020759i,0.000788-0.00051556i,0.00027186-0.00046909i,-0.00047992+0.00046904i
0.00010073-0.0006578i,0.00021422-0.00026866i,0.0012622-0.00068205i,0.00082456-0.00094858i,0.00011511-0.00061246i,0.00054906-0.000792i,0.00016907-0.00012574i,-0.00096434+0.00020899i,-0.00087043-0.0013268i,0.00036977-0.0019571i,0.0013797-0.0011055i,0.00048342-0.00054535i,-0.0019915+0.00052353i,-0.0034204+0.0014313i,-0.0026582+0.0024654i,-0.00093458+0.0033023i,0.00010358+0.0026904i,0.00027636+0.0010912i,-0.00020306+0.00026937i,-0.00097705+0.00047534i,-0.00064255+0.00039532i,0.00041343+0.00037001i,0.00052655+0.00037277i
0.00027617+0.00022557i,0.00020941+0.0018463i,-0.00011772+0.0014793i,0.00077476+0.00016394i,0.0010312-0.00023002i,0.0010412-0.00023274i,0.0011116+0.001292i,0.00033762+0.0027051i,-0.001472+0.0017017i,-0.0021694-0.00062654i,-0.0018963-0.0013863i,-0.0028011+0.00023629i,-0.0034731+0.0017395i,-0.0023398+0.002434i,-0.00058298+0.0029168i,0.00052921+0.0024309i,0.0013424+0.00098479i,0.00080157+0.00035807i,-0.00067263+0.00017128i,-0.00086778+0.00060748i,-0.00074244+0.0011643i,-0.00078456+0.00094499i,-6.2187e-05+0.00063975i
0.00029127-0.00033792i,0.00030541-0.0011405i,-7.0909e-05-0.0018803i,-0.001382-0.0011118i,-0.0016596-0.00082964i,-0.00028798-7.7468e-05i,0.0021455+0.00064984i,0.0027639+0.001238i,0.0011838+0.001991i,-0.00099136+0.00085389i,-0.0023098+5.9504e-05i,-0.002644+0.00057564i,-0.0014742+0.00087986i,0.00096677-0.00022485i,0.0017346-0.001246i,0.001058-0.0011456i,0.00030408-0.00085838i,-0.000637-0.00037983i,-0.0012994+0.000341i,-0.0014331+0.00061689i,-0.00095378-9.6989e-05i,-0.00055757-4.6454e-05i,-0.00028314-0.0003201i
0.00017468-0.0002292i,0.00076493-0.00027031i,0.00046314+0.00061123i,0.00086763+0.0008639i,0.0013331+0.00055543i,0.00056369+0.00023874i,0.00057509-0.00013593i,0.0019931-0.00021049i,0.0021895+3.0435e-05i,0.00048214+0.00084359i,-0.0011247+0.0012067i,-0.0001325-0.00043303i,0.0018512-0.002734i,0.002205-0.0039899i,0.00065403-0.0041332i,-0.00078846-0.0035208i,-0.00072561-0.0021924i,-0.00060818-0.000466i,-0.0013128-5.4821e-05i,-0.0010238-0.00031438i,0.00013153-4.7353e-05i,0.00015708-0.00061528i,-0.00026105-0.0004086i
0.00031382-0.0012257i,-0.00053298-0.0010735i,-0.00055957-0.0005095i,-0.00034822-0.00031727i,0.0003936-0.001046i,0.0012822-0.0018555i,0.00077806-0.0019689i,0.00043648-0.0032036i,0.0010061-0.0037342i,0.0012632-0.0022067i,0.00075344-0.00086753i,0.00022979-0.0014555i,-0.00013438-0.0028575i,-0.0012306-0.0033832i,-0.0017871-0.0030222i,-0.0012691-0.0014112i,-0.00014298-0.00041076i,0.00057299-0.00032671i,0.00034011-0.00057778i,0.00047457-0.0010587i,0.00041468-0.0012406i,0.00033698-0.00086004i,0.00073433+0.00024435i
0.0012079-0.00094671i,-0.00018243-0.0006151i,-0.00040973+0.00061396i,-0.00071021+0.0015539i,-0.0010972+0.00166i,-0.0017196+0.00079131i,-0.0031589+0.00016361i,-0.0037165-0.00074643i,-0.0020596-0.0026699i,-0.00021419-0.0026612i,0.0010037-0.0014593i,0.0011945-0.00060263i,0.00058576+0.0001204i,-0.00075759+0.00096616i,-0.0012244+0.0020359i,0.00018212+0.002204i,0.00070266+0.00097553i,-3.5566e-05-1.2884e-06i,-0.00057585-0.00038086i,-0.0006803-0.00061826i,3.3325e-05-0.00039219i,0.00085512+0.00018195i,0.00057875+0.00038353i
-0.00063073+0.00018768i,-0.00017885-0.00028387i,-0.00074559+0.00037244i,-0.00080356-0.00029664i,-0.00044729-0.00053577i,7.2331e-05-8.8869e-05i,-0.00061274+0.0014254i,-0.0026132+0.0024283i,-0.0037648+0.0012761i,-0.0029372-8.3776e-05i,-0.0016245-0.000559i,0.00048302+0.00014045i,0.00094043+0.0024768i,0.00054163+0.004013i,0.0010639+0.0031924i,0.0022421+0.0020386i,0.0023857+0.001724i,0.0012585+0.00099452i,0.00054777+0.00044448i,0.0005183+0.0002216i,0.00060534-0.00028059i,-0.00021959+0.00027977i,-0.00046148+0.001087i
0.00051218-0.00030384i,-0.00024943-0.00070046i,-0.0012486-0.00048308i,-0.00053264+0.00072984i,0.00036184+0.0012949i,0.0009038+0.0021975i,0.0012643+0.004257i,0.00097773+0.0049394i,-0.0010354+0.0035751i,-0.0022087+0.0013953i,-0.0013007+0.0010018i,-0.00075135+0.0014293i,0.00030564+0.0023228i,0.0018692+0.0026747i,0.002773+0.0012297i,0.0021594+0.0007957i,0.001232+0.00077689i,0.001227+0.0009504i,0.0014488+0.0012933i,0.0014993+0.0012211i,0.00049126+0.0012558i,-0.0013261+0.0008021i,-0.0019512+0.00039632i
0.00079208-0.00069983i,0.00075217-0.00080492i,0.00026037-0.001737i,-0.00026751-0.0017281i,0.00026925-0.0007198i,0.0018774+6.8745e-05i,0.0042486+0.0011346i,0.0055418+0.0028539i,0.0042246+0.0034181i,0.0012255+0.0016338i,-0.0004688+0.00040762i,-0.0014922-0.00016827i,-0.0022817-0.0016458i,-0.0022265-0.003325i,-0.0021088-0.0030734i,-0.002877-0.0012522i,-0.0025989+0.00032394i,-0.00078783+0.0013638i,0.00060892+0.0012829i,1.0019e-05+0.00055204i,-0.0007929+0.0008144i,-0.00099208+0.0016868i,-0.0011295+0.001851i
-0.00038851-0.0024572i,3.6739e-05-0.0022963i,-0.00052569-0.0011247i,-0.00076896-0.00014339i,-0.00017767-0.00089527i,0.0010885-0.0022426i,0.0025725-0.003294i,0.0048596-0.0038508i,0.0062695-0.0031675i,0.0042657-0.0015858i,0.00018226-0.00057522i,-0.0031188-0.0012872i,-0.0047174-0.0033938i,-0.0052037-0.0043534i,-0.0046674-0.0029747i,-0.0029989-0.00066828i,-0.0017794-0.00018097i,-0.00092615-0.00068248i,-5.5532e-05-0.00037842i,-3.0821e-05-0.00080752i,-1.393e-05-0.0013991i,0.00013889-0.0011298i,0.00026459-0.00013432i
0.00062165+0.0012015i,-0.00046621+0.00061298i,-0.0019833+0.0014028i,-0.0029374+0.0013375i,-0.0020625-0.00090533i,-0.0013877-0.0026119i,-0.0022495-0.0046524i,-0.0018261-0.0070941i,4.8793e-07-0.0081605i,0.00049992-0.0064396i,8.2634e-05-0.0032354i,-0.0014607-0.0014789i,-0.0032668-0.0010176i,-0.0040578+0.00013247i,-0.0028387+0.0011412i,-0.00029415+0.0006511i,0.00018233-0.00070277i,-0.00092757-0.00066332i,-0.0017355-0.00041341i,-0.001789-0.0011619i,-0.0014443-0.00065428i,-0.00070446-5.7721e-05i,-3.7129e-06-0.00089951i
0.00041049+0.0016837i,7.7994e-05+0.0015811i,0.0018476+0.0015326i,0.0028241+0.0016403i,0.0017907+0.0014164i,-0.00067281-2.2981e-05i,-0.003143-0.00087497i,-0.0048657-0.0017896i,-0.005444-0.0045138i,-0.0035896-0.0062598i,-0.0010215-0.0039285i,0.00092251-0.00071304i,0.0018892+0.0018699i,0.0026827+0.0032097i,0.0032906+0.0029912i,0.0030383+0.0010758i,0.0017605-0.00080296i,0.00017153-0.00051551i,-0.0011814+0.00064736i,-0.0011035+0.00080599i,-0.00024855-0.00025457i,-0.00034235-0.00092655i,-0.00086981-0.00094608i
-0.001907-0.00073108i,-0.001864-0.00078365i,-0.0030741-0.0011022i,-0.0029541-7.3459e-05i,-0.0023786+0.0021744i,-0.0020479+0.0043392i,-0.001752+0.005477i,-0.0033225+0.0058427i,-0.0056224+0.0052757i,-0.0045722+0.0038225i,-0.00086345+0.0017865i,0.0024437+0.00041925i,0.0044266+0.0011152i,0.0056185+0.0025643i,0.0052247+0.0027088i,0.0034471+0.0011327i,0.0020879+0.00070341i,0.00054218+0.00058081i,-0.00033267+5.785e-05i,3.1038e-07-0.00039728i,-0.00010826-0.0016828i,8.0705e-05-0.0011128i,-0.00043257+0.00021097i
0.0026343+0.0011674i,0.0032506+0.00093279i,0.0038158-0.00016816i,0.0045086-0.0010412i,0.0051583-0.00081394i,0.003953+0.0007115i,0.0034055+0.0036251i,0.0036665+0.0071013i,0.002256+0.0083847i,0.0010146+0.0059082i,0.0021211+0.0024i,0.0036435+0.00019806i,0.0049711-0.0011257i,0.0049013-0.0012937i,0.0025123-0.0013185i,9.7059e-05-0.00016087i,0.00017917+0.00113i,0.0014271+0.0008223i,0.0013388-0.00016551i,0.00080017-0.00057375i,0.00080224+4.5512e-05i,0.00062402+0.00066094i,0.00015135+0.00082706i
-0.00028353+0.0025219i,0.00013909+0.0023304i,0.00059143+0.0019283i,-0.00099004+0.00069976i,-0.0014077-0.00057457i,0.0017503-0.00069511i,0.0047389-0.00039186i,0.0078753+0.00041877i,0.0099743+0.0017907i,0.0080195+0.0018578i,0.0037637+0.0003949i,4.7866e-05-0.0011955i,-0.0022867-0.0031419i,-0.0028791-0.0040747i,-0.0029187-0.0026814i,-0.0027752+0.00030896i,-0.0017257+0.0016632i,-0.00075296+0.0012635i,-0.00041549+0.00094945i,0.00025425+0.00046533i,0.0013932+0.00069236i,0.0013866+0.00050825i,0.0012739-0.00024172i
-0.00078972+0.0022109i,-0.0014483+0.0019227i,-0.0012126+0.0033487i,-0.00087927+0.0019143i,-0.00048677-0.0014681i,-0.00019249-0.003851i,0.00091229-0.005394i,0.0037139-0.0075976i,0.0068547-0.0085724i,0.0058966-0.0065542i,0.0014537-0.003608i,-0.0036811-0.0019688i,-0.0074507-0.0012841i,-0.0077945-0.00062152i,-0.005396-1.3861e-05i,-0.0029382+4.891e-05i,-0.0017582-0.00054602i,-0.000349-0.00038387i,0.00054458+0.00055112i,0.00043378+0.0006237i,0.00064473+0.00033642i,0.0008292+0.00041532i,0.0010242+0.00033032i
-0.0015948-0.00089305i,-0.0015266-0.001496i,-0.002139-0.00062965i,-0.0027756+0.0022079i,-0.0031683+0.0033976i,-0.0028378+0.00073073i,-0.003279-0.0029813i,-0.0040505-0.0071254i,-0.0035041-0.010109i,-0.0033122-0.008739i,-0.0037805-0.0045207i,-0.0051211-0.00012481i,-0.0064938+0.0031321i,-0.005708+0.0033908i,-0.0035662+0.0011066i,-0.0012933-0.0011623i,-0.0006184-0.0012866i,-0.00098295+2.1687e-05i,-0.00087279+0.00080571i,-0.00083687+0.00068589i,-0.00053982+2.6482e-05i,-0.00094192+1.6009e-05i,-0.0014359+0.00091226i
-0.0013913-0.0010249i,-0.001169-0.00099552i,-0.00048961+0.0012167i,0.00053482+0.0029668i,0.00025102+0.0036429i,-0.00078962+0.0037729i,-0.0030585+0.002146i,-0.0074147+0.000302i,-0.0099497-0.0010812i,-0.0086089-0.0010159i,-0.0049507+0.00056549i,-0.00088782+0.001867i,0.0018304+0.0030146i,0.0031726+0.0033718i,0.0035272+0.0019213i,0.0020516+0.00074706i,0.00095456+0.0004309i,0.0012435-7.0639e-05i,0.00056133-0.00075714i,-0.001324-0.0011719i,-0.001949-0.0007691i,-0.0013557+0.00034019i,-0.0012063+0.0016522i
-0.00077674-0.00082708i,-0.00161-0.0012728i,-0.0024571-0.0019833i,-0.0015165-0.0009067i,0.00090565+0.00064218i,0.0020497+0.0029727i,0.0011376+0.0058864i,-0.0015153+0.0085712i,-0.004235+0.0093611i,-0.0037213+0.0067184i,0.00051082+0.0037882i,0.0052104+0.00053713i,0.0080301-0.0006577i,0.0081578+0.00017148i,0.0066155+9.378e-05i,0.0045863+0.00089325i,0.0035886+0.00079209i,0.0026142-0.00064653i,0.00068846-0.0012352i,-0.0012231-0.00051457i,-0.002148+0.00069216i,-0.0012932+0.0012219i,-0.00041362+0.0011283i
-0.0033013-0.0029166i,-0.002229-0.0034786i,-0.0031473-0.0040786i,-0.0037051-0.0034835i,-0.0012523-0.0021952i,0.0021857+3.3002e-05i,0.0048771+0.0036214i,0.0070904+0.0070759i,0.0067624+0.008591i,0.0045713+0.0070442i,0.0034371+0.0033028i,0.004036-0.0011399i,0.0053458-0.0042449i,0.004906-0.0040946i,0.003184-0.0016793i,0.0023771+0.00029677i,0.0021893-0.00033466i,0.0012552-0.0016016i,8.1089e-05-0.0010938i,0.00025128-0.00046157i,0.00021607-0.00061656i,-0.0007773-0.0011526i,-0.001289-0.0016392i
0.0031779-0.0016986i,0.0030278-0.0030345i,0.0022775-0.0039947i,-0.00025053-0.0034308i,-0.0019429-0.0031456i,-0.0002909-0.0029105i,0.0036097-0.0028017i,0.0077264-0.0031509i,0.0095696-0.0032756i,0.0084078-0.0027532i,0.0046363-0.0020715i,-0.00011652-0.0017583i,-0.0038373-0.0021744i,-0.0049023-0.0027435i,-0.0036522-0.0020188i,-0.0018629-0.0011235i,-0.00088001-0.00045593i,-0.0012772+0.00090461i,-0.0009864+0.0012704i,0.0003521+0.00050875i,-8.9998e-05-0.00092456i,-0.00064539-0.0020429i,-0.00038195-0.0014035i
0.0034955+0.00023717i,0.0038317+0.0019065i,0.0044424+0.0029158i,0.0029339+0.0027209i,-0.0007239+0.0018534i,-0.0022367-9.8449e-05i,-0.0012671-0.0033257i,-0.00039093-0.0077132i,0.00083011-0.010604i,0.0011479-0.0089501i,-0.0013833-0.004174i,-0.0050837+0.00065209i,-0.0078025+0.0039718i,-0.007799+0.0038183i,-0.0063443+0.0019887i,-0.0057803+0.00040135i,-0.0046468-3.4325e-05i,-0.0020085+0.0011277i,0.00024736+0.0014842i,0.0014526+0.00095448i,0.0013427-4.3101e-06i,0.00091706-0.00061799i,0.0009849+0.00036471i
-0.0010384-0.00019686i,-0.0025441+1.8436e-05i,-0.0023666+0.00056965i,-0.00080068+0.0017897i,0.001504+0.0019982i,0.00043334+0.0019899i,-0.0032791-3.8947e-05i,-0.0062221-0.0036301i,-0.0075948-0.0055125i,-0.0060376-0.0043804i,-0.0040154-0.0017738i,-0.0042742+0.0017826i,-0.0051973+0.004521i,-0.0045158+0.0040906i,-0.0041278+0.001467i,-0.0045355+7.8217e-05i,-0.0039259+0.0012876i,-0.0023095+0.0026751i,-0.00088916+0.0024667i,-0.0006536+0.0014518i,-0.00050028+0.00071813i,0.0010179+0.00024899i,0.0027581+0.0005267i
0.00055851-0.0023398i,0.00096641-0.004075i,0.0010674-0.0040164i,0.0011741-0.0022537i,0.0027628+0.00083753i,0.0026236+0.0036064i,-0.0011997+0.0046339i,-0.0051367+0.0058791i,-0.0067627+0.0058952i,-0.0062063+0.0035935i,-0.0042555+0.0011431i,-0.0014801-0.00054379i,0.001203-0.00087294i,0.0029981-0.00060621i,0.0024094+0.00015829i,0.00088353+0.001188i,0.00090252+0.0016623i,0.0011593+0.0013892i,-0.00028638+0.00083746i,-0.00050489+0.00089475i,-0.00038422+0.0014595i,-0.00040942+0.00096182i,-0.00019094+0.00058073i
-0.0029029-0.0009359i,-0.0017018-0.0012236i,-0.0015379-0.0019968i,-0.0017942-0.0032151i,-0.0003273-0.0045239i,0.0027663-0.002071i,0.0041671+0.0037779i,0.0034415+0.0072023i,0.0030293+0.0066764i,0.0028876+0.0036083i,0.0022915+0.00013127i,0.0026361-0.0032275i,0.0037301-0.0060484i,0.003857-0.0052692i,0.0045948-0.0021385i,0.0057587-6.9265e-05i,0.0048788-0.00084359i,0.002528-0.0025374i,0.00093536-0.0022078i,0.00032562-0.00075535i,-0.00054072+0.00013044i,-0.00078093+4.2115e-05i,-0.00054321+0.00034001i
0.001805+0.002762i,0.0025637+0.0034547i,0.0013105+0.0033899i,-0.001266+0.00085293i,-0.0023692-0.0016051i,0.00025835-0.0020799i,0.0047965-0.00012831i,0.0075562+0.00091335i,0.0077233-0.00015564i,0.0060066-0.0014849i,0.0039859-0.0028952i,0.0027391-0.0050758i,0.0027118-0.0061142i,0.0029332-0.0046086i,0.0037581-0.0021563i,0.0040538-0.001693i,0.0027212-0.0027424i,0.0012985-0.003009i,0.00084746-0.0026597i,0.00043796-0.0017711i,-0.00052216-5.8157e-05i,-0.0015412+0.001291i,-0.0014294+0.0010003i
-0.003087+0.0042652i,-0.0047126+0.0055838i,-0.0050587+0.0067752i,-0.0034187+0.0070411i,-0.0026031+0.0060537i,-0.0019186+0.0016609i,0.0010339-0.0031833i,0.0040032-0.0064501i,0.0037825-0.0082166i,0.0013136-0.0063891i,-4.655e-05-0.0032598i,0.00011767-0.00016696i,-0.00056868+0.0028869i,-0.0015853+0.003097i,-0.0023833+0.00090944i,-0.0032965-0.00068094i,-0.0033354-0.00046219i,-0.0019946-0.00025813i,0.00051698-0.00045961i,0.0014729-0.00089804i,0.00070888-0.00097865i,-0.0006395-8.3269e-05i,-0.00075778+0.001037i
-0.00036175+0.0017484i,0.00062185+3.9891e-05i,0.0025741-0.0003183i,0.0036745+0.0023787i,0.0029569+0.0047957i,0.00079387+0.002546i,-0.0018595-0.0025071i,-0.0042521-0.0059633i,-0.0054664-0.0052741i,-0.0049003-0.0012468i,-0.0033895+0.0021804i,-0.0017234+0.0040006i,-0.00026723+0.0059226i,-0.00073381+0.0060314i,-0.0027983+0.0036679i,-0.0040993+0.0034636i,-0.003139+0.0046375i,-0.00075097+0.0039644i,0.00037973+0.0016466i,0.00047034-0.00038943i,0.00099714-0.00087959i,0.00089376-0.0011413i,-0.00031254-0.0018281i
0.0002203-0.0016141i,0.0010917-0.00142i,0.0012364-0.0013604i,0.0028282-0.0015199i,0.0044905-0.0012205i,0.0024321+0.00027155i,-0.0029495+0.0018877i,-0.0064251+0.0032687i,-0.0064102+0.0050056i,-0.0048171+0.0058306i,-0.0028383+0.005587i,-0.0015944+0.0053029i,-0.0010076+0.0054363i,-0.00060306+0.0041872i,-0.00037108+0.0028386i,-0.00016789+0.0038276i,-6.9551e-05+0.0053148i,0.00029334+0.0043104i,-0.00019217+0.0019282i,-0.00051229+0.00025624i,-0.0001479-0.00075393i,0.00044708-0.0016055i,-9.4906e-05-0.0013519i
0.0028417+0.00042973i,0.0035503+0.0014215i,0.0022228+0.0010334i,0.00034321-0.002952i,0.00099805-0.0064562i,0.0029954-0.004661i,0.0023848+0.0016999i,0.0013328+0.0069241i,0.0035128+0.0081415i,0.0045123+0.005461i,0.0023528+0.0014519i,0.00031886-0.0013921i,0.00015555-0.0029809i,0.00073054-0.0039695i,0.0016019-0.0026056i,0.002297-3.886e-05i,0.0024078+0.00064024i,0.0010391+0.00037427i,-0.00024001+6.6812e-06i,-0.0011374-0.00053021i,-0.0017428-0.00061616i,-0.0017144-0.0003237i,-0.0017744+0.00017339i
0.00020372+0.00071611i,-0.0010078+0.0023228i,-0.0030798+0.0033851i,-0.0049903+0.0017376i,-0.0049533-0.0027141i,-0.0030567-0.0029168i,0.001575+0.0017275i,0.0069902+0.0037242i,0.0093529+0.00032566i,0.0071628-0.0043026i,0.0030465-0.0064039i,0.00068299-0.0070537i,-0.00033395-0.007935i,-0.00060299-0.0069213i,0.0012104-0.0046012i,0.0023845-0.0049392i,0.0011726-0.0057382i,-0.00029844-0.0033179i,-0.0010121-0.0013012i,-0.0010976-0.00055702i,-0.0005509+0.00014843i,-0.00016973+0.00066755i,0.00058612+0.00098366i
-0.0018406+0.0004615i,-0.0017098-0.00058401i,-0.0019502+0.00030793i,-0.0030761+0.004107i,-0.0045978+0.0065001i,-0.0038236+0.0037537i,0.00075507-0.00025979i,0.0044954-0.0045526i,0.0037662-0.0093036i,0.0015472-0.0098572i,0.00084317-0.0074459i,0.0008582-0.0064344i,-0.00052616-0.0049706i,-0.0012883-0.0024417i,-0.00057338-0.0014237i,-0.000209-0.0025729i,-0.00086647-0.0028216i,-0.0012747-0.0022298i,-0.00053096-0.0020603i,0.00066567-0.0014027i,0.0012447-0.00077443i,0.0013045-0.00018664i,0.0013659-8.8899e-06i
0.0025183+0.0034522i,0.0033145+0.0016561i,0.0061743+0.0012992i,0.0082005+0.001307i,0.0072797+0.0035795i,0.0036261+0.0044525i,0.00059006+0.00023252i,-0.0017686-0.0050046i,-0.0058887-0.0074149i,-0.0075418-0.005919i,-0.0043873-0.002313i,-0.00052707-0.00023295i,0.00094479+0.0013346i,0.00033457+0.0029443i,-0.00083232+0.0021521i,-0.0020444+0.0014143i,-0.0017312+0.0015085i,-0.00012919+0.00070263i,0.0013644-0.0007202i,0.0024067-0.00091105i,0.00172-0.00019687i,0.00083615+9.6813e-05i,0.00013672-4.163e-05i
0.00025614+0.0011305i,-0.00045316+0.0019019i,0.0017767+0.0030748i,0.0058673+0.0012211i,0.01058-0.00052324i,0.010687-0.00082738i,0.003353-0.00098419i,-0.0040884-0.00044172i,-0.0065309+0.0027702i,-0.0053604+0.0061355i,-0.0025864+0.0071075i,0.00012517+0.0073538i,0.0025658+0.0074769i,0.0027083+0.0056377i,0.00082733+0.0039974i,0.0008523+0.0043892i,0.0024942+0.0046566i,0.0027496+0.0024341i,0.0020568-0.0004162i,0.0014604-0.001747i,0.00029698-0.0015565i,-0.00050879-0.0003688i,-0.00083615+0.00059579i
-0.00093+0.0039212i,-0.0028077+0.0044884i,-0.0027543+0.0039034i,-0.0019747-0.0014672i,-0.0002963-0.009286i,0.0012458-0.010669i,0.00063647-0.0025525i,0.0009826+0.0053112i,0.0032268+0.0099339i,0.0048593+0.011345i,0.0031854+0.0091279i,0.00075552+0.0076045i,0.0017298+0.0072017i,0.0023342+0.0040095i,0.0017671+0.0019627i,0.0018361+0.0024057i,0.0022813+0.0017877i,0.0024278+0.0012608i,0.00066511+0.00064796i,-0.0011478+0.00036368i,-0.0020841+0.0006676i,-0.0023595+0.0012152i,-0.0022108+0.0016074i
-0.0016537-0.01885i,-0.0014297-0.02312i,-0.0095146-0.026924i,-0.015476-0.01589i,-0.019535-0.0072007i,-0.016923-0.0026888i,-0.0058193+0.00068955i,0.0021561+0.0023565i,0.0048129+0.0015782i,0.0033716-0.00049725i,-0.00073804-0.00095546i,-0.0042743-0.00065923i,-0.0060265-0.0020924i,-0.0058644-0.002978i,-0.0040308-0.0012076i,-0.0015796-0.00020827i,-0.00064683-0.00044097i,-0.001117-4.1036e-05i,-0.0016711+0.00098063i,-0.0022778+0.0012753i,-0.0024699+0.0010814i,-0.0019984+0.00085664i,-0.001113+0.00050521i
-0.0047397-0.0041899i,-0.006293-0.0047704i,-0.0089258-0.0020863i,-0.0096936+0.0050882i,-0.011114+0.011314i,-0.010104+0.011747i,-0.0040221+0.0069694i,0.0016697+0.0013245i,0.0026492-0.0052842i,-0.00047755-0.009292i,-0.0029906-0.0091076i,-0.0035018-0.0079282i,-0.0051316-0.0070506i,-0.0052113-0.004454i,-0.0031541-0.0023088i,-0.0027341-0.0022751i,-0.0037081-0.0013005i,-0.002399+0.0007555i,-0.00076664+0.0020558i,-0.00026319+0.0021025i,-6.6697e-05+0.0014884i,1.0427e-05+0.00044459i,-0.00011064-0.00094958i
0.00043628-0.0010211i,0.0020267-0.00086461i,0.0040815+0.0018911i,0.0083158+0.0066069i,0.012093+0.011227i,0.01047+0.013056i,0.0064279+0.0069261i,0.0024339-0.0022218i,-0.0030657-0.0074384i,-0.0073938-0.0080008i,-0.0068171-0.0073972i,-0.00358-0.0077225i,-0.0034364-0.0068399i,-0.0039609-0.0036122i,-0.0013379-0.00074707i,-0.00035516-0.00013412i,-0.0014721-0.00010619i,-0.00067234+0.00022672i,0.00025285-6.1397e-05i,0.00028775-0.0010629i,0.0006114-0.0015067i,0.00038958-0.0012305i,-0.00010134-0.00029077i
0.00036057+0.0002887i,0.00050833-0.00080877i,0.0014736-0.0025504i,0.0068415-0.0048908i,0.013698-0.0076271i,0.016233-0.0072195i,0.010186-0.0055175i,0.0014227-0.0046115i,-0.0037208-0.0015425i,-0.004363+0.001755i,-0.002167+0.0016799i,-0.00018066+0.0002973i,0.0012972+0.00087901i,0.0019392+0.0015072i,0.0018054+0.0010934i,0.0013033+0.0010207i,0.0014732+0.00029413i,0.001399-0.0017596i,0.0007784-0.0029738i,0.0010879-0.0036607i,0.0010706-0.0043322i,0.00097924-0.0028708i,0.00073272+6.8053e-05i
-0.00044185-0.00057134i,-0.00050742-0.001544i,-0.0019939-0.0035836i,-0.0025098-0.0092778i,-0.0020042-0.017264i,-0.00028092-0.019409i,5.5049e-06-0.012175i,-0.0011916-0.0029495i,0.00064051+0.0043062i,0.0047236+0.0083258i,0.0058667+0.0088224i,0.0051478+0.0081441i,0.0061054+0.0074555i,0.0049179+0.0047944i,0.0015258+0.0022303i,0.001016+0.0012445i,0.0019438-0.00057702i,0.00090837-0.0023993i,-0.00084475-0.0027117i,-0.0010257-0.0021404i,-0.0011983-0.0006332i,-0.0017998-6.9898e-05i,-0.00083815+0.0005985i
-0.0013828-0.0017744i,-0.003752-0.00062822i,-0.0084169-0.0010093i,-0.015127-0.0010637i,-0.021897-0.0016647i,-0.022594-0.0029889i,-0.014814-0.00061669i,-0.0054137+0.00301i,0.002905+0.0025186i,0.0076085+0.0012595i,0.0060086+0.0024638i,0.0038772+0.0058964i,0.0032785+0.0063654i,0.0023734+0.0031993i,0.0003758+0.0011108i,-0.00085545-0.00049991i,-0.00063558-0.0013399i,-0.00037645-7.7807e-05i,-0.00038653+0.0016077i,-0.0010606+0.0023192i,-0.00091174+0.0018797i,-0.00055124+0.0010457i,-0.00066772+0.00045314i
0.0022941-0.0047604i,0.0012116-0.0042686i,-0.00066941-0.0012021i,-0.0041922+0.0071669i,-0.010416+0.01808i,-0.013326+0.022726i,-0.0085677+0.01858i,-0.0017936+0.010424i,0.0017744+0.0017734i,0.0011744-0.0044108i,-0.0017048-0.0044062i,-0.0039969-0.0026781i,-0.0049628-0.0025619i,-0.0044311-0.0019897i,-0.0032471-0.00092858i,-0.0022986-0.00017465i,-0.0013511+0.00099142i,-0.0014195+0.0029089i,-0.00098701+0.0033343i,0.0007149+0.0032361i,0.0013272+0.0022417i,0.000414+0.00051473i,-0.0012057+0.00038234i
