-0.0022015-0.00036557i,-0.00098688+0.0011231i,-0.0017036+0.0024549i,-0.002464+0.0024775i,-0.0026435+0.0026807i,-0.0024788+0.0028295i,-0.0016757+0.0010976i,-0.001235+0.0002446i,-0.0017739+0.00037781i,-0.0012882+0.00089356i,5.3071e-05+0.0005543i,0.0011855-0.00088393i,0.0015103-0.0013575i,0.0008127-0.0015071i,0.000246-0.0017547i,-0.00015114-0.001029i,-0.00031447-0.00070571i,-0.00014373-0.0010005i,3.0731e-05-0.00063773i,-0.00055424-0.00014179i,-0.00040504+7.6381e-05i,0.00010055+5.0424e-05i,0.0002656-0.00029483i
-0.00052447-0.0017573i,-0.00085674-0.0018971i,-0.00063601-0.0018146i,-0.00083601-0.00046196i,-0.0014508+0.0014124i,-0.0015136+0.0026082i,-0.0012746+0.0014714i,-0.00080408-0.00056956i,-0.0013458-0.00094122i,-0.0017603-7.416e-05i,-0.00064488-0.0001601i,0.00038816-0.000982i,0.00096732-0.0010373i,0.0011265-0.00078325i,0.00061874-0.0011599i,-0.00026164-0.0013379i,-0.00084692-0.00081592i,-0.00084946-0.000994i,-0.00061452-0.0012299i,-0.00047388-0.00070177i,-8.0254e-05-0.00019017i,0.00031552-0.00016831i,0.00038371-0.00042099i
0.0007755-0.00057784i,0.00097871-0.00059877i,0.00021353-0.001448i,-0.0022126-0.00062638i,-0.003497+0.00087299i,-0.0023536+0.0017181i,-0.00058591+0.0012964i,-0.0011859+8.7285e-05i,-0.0014822-0.00021009i,-0.0015056+3.545e-05i,-0.0016386+0.00043511i,-0.00090294+0.00081386i,-0.00045964+0.00090687i,2.8071e-05+0.0005565i,0.00073809-0.00011i,0.00062173-0.00051303i,9.9709e-05-0.00071928i,-0.00050632-0.00075415i,-0.00074467-0.00062542i,-0.0012179-0.00052484i,-0.0011762-0.00061857i,-0.00066226+6.9687e-05i,-0.00050109+0.00015923i
0.0010061-0.00030311i,0.00033243-0.00070631i,-0.00023713-0.00095371i,-0.00010963-0.0005528i,-1.2181e-05-0.00015547i,-9.3548e-07-0.00025283i,-0.00015971-0.00038541i,-0.0011144-0.00051137i,-0.0019804-0.00023009i,-0.0011553+0.00032173i,0.00028129+0.00013172i,0.00044253-0.00087621i,-0.00033228-0.0010452i,-0.00074352-0.00015184i,-0.00051671+0.00067195i,-0.00075366+0.0001263i,-0.00041135-0.00023447i,-6.9887e-05+6.6457e-05i,-0.00062754-4.7078e-05i,-0.00095995-3.1924e-06i,-0.00023404-0.00018257i,0.00055183-0.0001039i,0.00052132+0.00036546i
0.00024384+0.0011995i,0.00076756+0.0018608i,0.0011789+0.0018032i,0.0005802+0.0016325i,0.00010451+0.0019463i,-8.6743e-05+0.0018976i,-0.00032364+0.00097357i,-0.00098236+0.00043204i,-0.0013712+0.00098214i,-0.00057869+0.0012496i,-0.0001815+0.00064175i,-4.973e-06+0.00023944i,-0.00011873+0.00010827i,-0.00067403+0.00016296i,-0.0010168-5.0951e-05i,-0.0014597-0.00088635i,-0.0013441-0.0011594i,-0.0012971-0.00083338i,-0.0014321-0.00023959i,-0.00095186+1.3623e-05i,-0.00040505-0.00070676i,-0.0001425-0.00078143i,0.0004701+0.00058377i
-0.0016665+0.00017677i,-0.0017923+0.001223i,-0.0019223+0.0030812i,-0.00092244+0.0031009i,0.00014765+0.0022889i,0.00075362+0.0022484i,0.00017519+0.0012974i,-0.0015464+0.00022072i,-0.0024859+0.0010626i,-0.0014083+0.0015833i,-0.0009166+0.00083541i,-0.0010768-0.00023431i,-0.00067935-0.00071729i,-0.00048447-0.00088008i,7.1932e-07-0.00086462i,0.00033382-0.00055597i,0.00045489-0.00042539i,0.00051386+0.00019712i,0.0002494+0.00063459i,-6.8501e-05+0.0003601i,-0.00031184-0.00029497i,-9.1208e-05-0.00095175i,0.00058007-0.00058327i
0.0010787+3.1471e-05i,0.0011163+0.00053154i,0.00071938+0.00063738i,0.00056896+0.0011228i,5.4276e-05+0.001026i,2.3644e-05+0.0011553i,0.00027886+0.00084343i,-0.0012745-9.7887e-05i,-0.0028695-0.00018706i,-0.0024917+0.00018275i,-0.0011293+6.8037e-05i,-1.9044e-05+0.00050422i,-0.00042734+0.00055815i,-0.00074275+0.00013538i,1.1273e-05-0.00055633i,0.00029904-0.001106i,0.0005743-0.001023i,0.00058566-0.00079255i,0.00067918-0.00022879i,0.00056586+0.00041963i,-2.3831e-06+0.00044949i,0.00056447+0.00011141i,0.00055062+0.00010251i
-0.00053021-0.0023376i,-0.002073-0.0025682i,-0.0032581-0.001855i,-0.0031359-0.00069363i,-0.0020526+0.000512i,-0.00051856+0.0015065i,0.00075314+0.0014404i,0.00010466+0.00063037i,-0.0012725-9.6647e-06i,-0.0014657+7.4263e-05i,-0.0013891+0.00019675i,-0.00018622+1.7083e-05i,0.00079759-0.00030085i,0.00049538-0.00070715i,0.00039842-0.0011273i,0.00030762-0.0010021i,-0.00082788-0.00053604i,-0.0016419-0.00023754i,-0.0010301+0.00010501i,-8.3146e-05+0.00024187i,0.00019106+0.0007121i,0.00020575+0.00079164i,0.00048393+0.00062173i
8.7599e-05-0.00020781i,0.00066757-7.413e-05i,0.001005+0.00033516i,7.0527e-05+0.0010152i,-0.0013829+0.0013591i,-0.0013278+0.00084033i,-0.0010384+0.00024017i,-0.0014383-0.00018223i,-0.0019349-0.00044826i,-0.0014141-0.00057034i,-0.00026103-0.00059621i,0.00047775-0.0005391i,0.00043206-0.0007532i,0.0010868-0.00080682i,0.0012409-3.2135e-05i,5.7314e-05+0.00035835i,-0.00047753+0.00021876i,-0.00058115-5.8211e-05i,-0.00077642-8.9745e-05i,-0.00050593-7.0207e-05i,0.00011714-0.00038562i,0.0011565-0.00012494i,0.0012798+0.00038769i
0.00086116-0.0014629i,0.0011325-0.001735i,0.00044412-0.0021107i,0.0001873-0.0010638i,-0.00096235+0.0011449i,-0.0015471+0.0022004i,-0.00091862+0.0016883i,-0.0011227+0.00068818i,-0.0011715+0.00045682i,-0.00041674+0.0010649i,-7.3263e-05+0.0003149i,2.4267e-05-0.00048392i,-1.5911e-05-0.00027345i,0.00013963-0.00042267i,4.9329e-05-0.00060008i,-0.00037671-0.00042492i,-0.00058646-0.00056524i,-0.00021808-0.00024212i,-0.00017023+0.00023748i,-0.00047021+0.00037612i,-0.00055804+9.5411e-05i,-0.00058075+0.00010744i,-0.00027055+6.8522e-05i
0.0019925+0.00069509i,0.0023953+9.8465e-05i,0.0022395-0.00050462i,0.0011663-0.0003642i,-0.0003754+0.00065835i,-0.0014491+0.0014845i,-0.0016533+0.00115i,-0.0020789+0.00077443i,-0.0027392+0.0009648i,-0.0017795+0.00054023i,-0.0007622+0.00033776i,-0.00091789+6.1026e-05i,-0.00068598-0.00041316i,-1.6802e-05-0.00024978i,0.00014756-0.00025964i,0.00033633-0.00019889i,0.00035639-0.00054257i,-0.00075605-0.00054531i,-0.0012839-0.00042603i,-0.00041855-0.00046135i,4.9272e-06+3.0336e-06i,0.00018318+0.00077079i,0.00018343+0.00086594i
-0.00064718-0.00033617i,-0.00112-0.00062165i,-0.00048139-0.00071158i,-9.6511e-05-0.00035565i,-0.00065972+0.0012056i,-0.00045279+0.0018609i,1.1004e-05+0.00068512i,-0.00075979-0.00021522i,-0.0017+1.9154e-05i,-0.0015399+0.00055125i,-0.00060112+0.00093553i,3.1163e-05+0.0010264i,-0.00011245+0.0002347i,-0.0004258-0.00064416i,0.0001369-0.0007549i,0.00034328-0.0010653i,-0.00053454-0.0010654i,-0.0011804-0.00073735i,-0.0011694-0.00010292i,-0.00077663+0.00024779i,-0.00055589-0.00026566i,-0.00028661-7.3113e-05i,0.00063425-0.0003511i
0.0015325+0.00069984i,0.00064696+0.00048804i,-0.00072374+0.00075565i,-0.00079215+0.0014425i,-0.00028135+0.0012717i,-0.00038647+0.0014358i,-0.00058406+0.00089623i,-0.00040522-0.00045617i,-0.00094239-0.0003627i,-0.0017047+0.00049604i,-0.0013455+0.00049088i,-0.00051143-0.00035939i,2.0731e-05-0.00062942i,9.8369e-05-0.00049842i,-0.00032186-0.00050931i,-0.00099004-0.00023753i,-0.0010224-0.00038064i,-0.00077313-0.00027864i,-0.0010574+6.8869e-05i,-0.0013782-0.00026315i,-0.00019995-0.0001121i,0.0009871+0.00049061i,0.00095977+0.00058259i
0.00041897-0.00095359i,-0.00075504-0.0007654i,-0.0014968-0.00096159i,-0.0016653-0.0013577i,-0.0018026-0.00049922i,-0.0015943+0.00072698i,-0.00077051+0.0008818i,-0.00038893-0.00046699i,-0.00096575-0.00054634i,-0.0011836-0.00023463i,-0.00035908-7.2481e-05i,-0.00037589-0.00026939i,8.5349e-05-0.00025234i,0.00042629+0.00027148i,9.181e-05-4.2481e-05i,0.0003214-0.00068542i,-0.00013716-0.0010254i,-0.00051068-0.00053894i,-0.00059958-0.00021815i,-0.00040302+2.8033e-05i,0.00068009+4.1221e-06i,0.00064072+0.00040456i,-2.3199e-05+0.00082672i
0.00039351-0.00095i,0.00056658-0.00053989i,8.5968e-05-0.0013792i,-0.0015842-0.00062058i,-0.002308+0.0013271i,-0.00076727+0.0025142i,0.00076308+0.001301i,0.00081149-4.4927e-05i,-0.00092252+0.00088498i,-0.0021933+0.0017696i,-0.0012589+0.00087321i,-8.9061e-05-0.00041857i,9.3702e-05-0.00047612i,0.00038013-0.00075776i,0.00014898-0.0011873i,-0.00028902-0.0016733i,-0.00011307-0.00081415i,0.00011271+0.00016772i,0.00044209-0.0001319i,0.00017388-7.3617e-06i,0.00038499+0.00012196i,0.00043496-0.00027472i,0.00047807-0.00070356i
0.0002382+0.00046582i,2.5094e-05-0.00058775i,0.00095024-0.00032412i,0.00049719-0.00065514i,-0.00025328-0.00030711i,-0.00062524+0.00019455i,-0.00097683+0.0001151i,-0.0014638+0.00051872i,-0.0016884+0.00063071i,-0.0012576+0.00044843i,-0.0004467+0.00021277i,0.00022098-0.00021842i,0.00037581-0.00029172i,0.00058082-0.00043673i,0.00023595-0.00052087i,8.0408e-05-0.00064894i,0.0003193-0.00092714i,0.00033866-0.0011968i,-0.00041085-0.00092076i,-0.00078291-0.00097253i,-0.00048813-0.0011646i,-0.00030889-0.00037524i,-1.2313e-05+0.00071397i
0.00067781+0.00048972i,0.00057623-0.00036509i,0.0010048-0.00057889i,0.000696-0.00012342i,-0.00064323+0.00047133i,-0.0015458+0.0011652i,-0.0011758+0.00090694i,-0.001274+0.00010129i,-0.0018246+0.00037114i,-0.0010553+0.00068037i,-0.00021994+0.0007455i,-8.7805e-05+0.00058287i,-0.000551+0.00034527i,-0.00084198+0.00068072i,-0.0003462+0.00073102i,-0.0003947+0.00040802i,-0.00088389-0.00012199i,-0.00082037-0.000922i,-0.00053704-0.00092732i,-0.00067874-0.00073659i,0.00037399-0.00073572i,0.00064236-8.089e-05i,-0.00065891+0.00048213i
-0.0020676+6.865e-05i,-0.0011926+0.0013525i,-0.00067941+0.002442i,-0.00029439+0.0027383i,0.00047696+0.002471i,0.00093935+0.0013378i,0.00024413+0.00010618i,-0.00068181+6.365e-05i,-0.0019281+0.00024032i,-0.0019796+0.00040094i,-0.00093559+3.8182e-05i,0.00016596-0.0005699i,0.00065447-0.00092958i,0.0008333-0.00041375i,0.00056987-0.00061928i,-0.00041017-0.0010196i,-0.001225-0.00066524i,-0.00063779+0.00014699i,7.0789e-05+0.00038997i,-0.00034172+0.0002816i,-0.00031453+0.00019274i,0.00048523+0.00045739i,0.00089982+0.0006961i
-0.0010971-0.00076458i,-0.0011417+0.00032633i,-0.0013178+0.002017i,-0.00056125+0.003178i,0.00036895+0.0037399i,0.0010907+0.0027294i,0.00094483+0.00056121i,-0.00045738-0.00047722i,-0.0014805+6.3854e-05i,-0.0012735+0.0011477i,-0.00052976+0.0014584i,-9.2144e-05+0.00037502i,-0.00021338-0.00040909i,-0.00047381-0.00046861i,-0.00067872-0.00053085i,-0.00026495-0.00071348i,-0.00025779-0.00082604i,-0.00036857-0.00050412i,4.542e-05-0.00053558i,0.0010709-0.00072955i,0.0018718-2.4759e-05i,0.0015657-2.768e-05i,0.0007804-0.0003468i
-0.0025297+0.00042974i,-0.0012834-0.00033126i,-0.0011363+0.00034466i,-0.0011137+0.0012526i,-0.00030241+0.0017658i,0.00043669+0.0019792i,-9.2997e-05+0.0016928i,-0.0011582+0.00055091i,-0.0020699+4.3549e-05i,-0.0017439+0.00042519i,-0.00072394-0.00015143i,-0.00074678-0.00059704i,-0.00084838-0.00016909i,-7.6805e-05-0.00053875i,0.00058247-0.00072156i,-2.9231e-06-0.00062618i,-0.00065246-0.0012402i,-0.00086222-0.0013015i,-0.00034776-0.00016612i,0.0001118+0.00037266i,0.00037923-0.00016342i,0.00084849-9.475e-06i,0.00064379+0.00013115i
-0.0015123-0.00058427i,-0.0015635+0.00083006i,-0.002645+0.0031755i,-0.0014423+0.0040395i,-0.00050004+0.0039856i,-0.00010473+0.0030351i,-0.00045037+0.0006443i,-0.0019821-0.001067i,-0.0034727-0.00076228i,-0.003029-3.3643e-05i,-0.0014115+0.00052818i,-1.9102e-05+0.00014918i,-0.00013569-0.00014403i,-0.00031862-0.00019956i,0.00039348-0.00062895i,0.00044129-0.00088939i,0.00062939-0.00028377i,0.00071443+0.00028408i,0.00012448-0.00024301i,6.095e-07-0.0011964i,-0.00010961-0.00082119i,7.4936e-05+6.5023e-06i,0.00084658+0.00012654i
0.00095289-0.0018627i,0.0010455-0.0024439i,0.0016318-0.0029515i,0.0005376-0.0020363i,-0.00071917-0.0004085i,-0.00053771+0.00099315i,-0.00010061+0.00099748i,-0.00065261-0.00054964i,-0.0011457-0.00063708i,-0.0010777-0.00035655i,-0.00057978-0.00045296i,-0.00048135-0.00013429i,-0.00044639+0.00025331i,7.1557e-05-0.00028271i,0.0003122-0.0007485i,0.00039543-0.00050923i,0.00042281-0.00064152i,0.00017974-0.00071239i,-0.00035406-0.00017558i,-0.00067188-0.0001693i,-0.00065953-0.00035491i,-0.00046659-0.00016272i,-0.0001909-0.00063549i
5.73e-05-0.0015056i,-0.00097951-0.0018822i,-0.0020964-0.0014895i,-0.0026634-0.00085429i,-0.0020042+0.00077453i,-0.0016666+0.0028399i,-0.0019853+0.0023332i,-0.0018211+0.00046724i,-0.0018045-0.00064133i,-0.001673-0.00068865i,-0.0012225-0.00018514i,-0.00099717+2.7551e-05i,-0.0008104+0.00061399i,-0.00024179+0.00052187i,0.0003919-0.00021978i,0.00049386-0.00039796i,0.00015054-0.00096271i,0.00027414-0.00079619i,0.00028508-0.00025259i,0.00048905-0.00026794i,0.00065039-0.00026815i,0.00035708+0.00030456i,-1.4541e-05+0.00047591i
-0.00029848-0.0020217i,-0.0014266-0.001659i,-0.0021048-0.0018274i,-0.0027621-0.00011199i,-0.0026789+0.0027742i,-0.0021005+0.0033785i,-0.0017387+0.0013675i,-0.00094871-0.00049555i,-0.0015274-0.00070411i,-0.0016826-0.00027413i,-8.9295e-05+5.2419e-05i,-0.00018121+2.4408e-05i,-0.0005898-0.00022866i,-0.00021704-0.00043432i,-0.0001276-0.00062899i,0.00035732-0.00034136i,0.00068-0.00033411i,-0.00025029-0.00016925i,-0.0010065-0.00010811i,-0.0008973+8.1021e-05i,-0.001083-9.6886e-06i,-0.00099969+0.00025676i,-0.00080658+0.00063307i
0.00074947-0.0002178i,0.00068632-1.8881e-05i,0.00031443-0.00045327i,-0.00040369-0.00048343i,-0.0010743-0.00076543i,-0.00082552-0.00025004i,-0.001385+0.00043071i,-0.0025143-0.00040422i,-0.0023992+0.00036003i,-0.002036+0.0013082i,-0.002207+0.00079366i,-0.00095599+0.00033945i,-0.00015015+0.0001704i,-0.00039503-0.00029072i,-0.00032943-0.000834i,-0.00092647-0.0015259i,-0.00067761-0.0020829i,-0.00017462-0.0012351i,-0.00019461-0.0002937i,-9.8548e-05+0.00032067i,-0.00030185+0.00017175i,-0.0003548-0.00024247i,-0.00032557-4.8402e-05i
-0.00035488-0.0011747i,-0.0008876-0.0017553i,-0.0017422-0.000823i,-0.0027353+9.5338e-06i,-0.0016863+0.0010348i,-0.00066397+0.0017192i,-0.0009532+0.00045293i,-0.0017358-0.00027257i,-0.0022207-9.6779e-05i,-0.0014814+5.6242e-05i,-0.00073463+0.00043651i,-0.00075044+0.00014538i,-0.00056542-0.00048264i,8.3529e-05-0.00091603i,0.00071598-0.00013808i,0.00021207-0.00013577i,-0.00065986-0.0013529i,-0.00040902-0.0013115i,2.5038e-05-0.0003869i,1.1308e-05+0.00011554i,0.00052704+0.00027254i,0.00057745+0.00031689i,0.00072192+9.5678e-05i
0.0038281+0.00094633i,0.0033212+0.00075699i,0.0028018-0.00090919i,0.0012495-0.0011877i,-0.00029701-0.00013128i,-0.00029733+0.0019205i,0.00354+0.0027096i,0.0074598+0.0001719i,0.0072335-0.0033227i,0.0040066-0.0060047i,0.00070302-0.0064859i,-0.0014056-0.0055491i,-0.0032026-0.0040593i,-0.003463-0.0018195i,-0.0021953+0.00010667i,-0.00070841+0.00032331i,0.00041042-0.0004055i,0.00042494-0.00061696i,0.00027624-0.00023501i,0.00073969+7.7974e-05i,0.00062219+0.00046277i,0.00024837+0.00051938i,-0.00017193+0.00052229i
0.0010369-0.00053032i,0.0013903-0.0022944i,0.0015294-0.0041527i,0.00059606-0.0036147i,-0.0011427-0.0011852i,-0.0016717+0.00077818i,-0.0013032+0.0014724i,-0.00097234+0.00050316i,-0.00078272-0.00080002i,-0.00086196-0.0010074i,-0.00061804-0.00011089i,-0.00062304+3.6941e-05i,-0.00078927-0.00032292i,-0.00065991-0.00052192i,-0.00024957-0.00016112i,0.00094578-0.00047987i,0.00087281-0.00083815i,-0.00013399+5.0398e-05i,-0.00012576+0.0007072i,0.00011754+0.00036015i,-0.00056099-0.00055488i,-0.00056091-0.00066606i,-0.00019089+7.2434e-05i
0.0012579-0.00038159i,0.00093565+0.0012468i,0.00099225+0.0016868i,0.00031207+0.00056159i,-0.0011767-0.00043109i,-0.0013848-1.1749e-05i,-4.5277e-05+0.000493i,0.00010869+0.00011831i,-0.00079871-0.00011607i,-0.00089456-0.00020298i,-0.00032069-0.00044753i,-0.00018688-0.00035192i,-0.00044673-0.0003925i,-0.00042079-0.00033855i,-0.00012179-0.00049901i,0.00010906-0.00016215i,-4.4116e-05-0.00035327i,-0.00026125-0.0013874i,0.00090872-0.0011868i,0.0008543-0.00028219i,-2.3669e-05+0.00018423i,-2.3848e-05+0.0001843i,0.00028684-0.00014114i
-6.2448e-05-0.0024664i,-0.0012818-0.0030043i,-0.0021987-0.0013936i,-0.0020627+0.00042853i,-0.0017247+0.0012669i,-0.001117+0.001254i,0.0001844+0.00096606i,-0.0001059+0.00046905i,-0.0011924-0.00031751i,-0.00025526+0.00033109i,0.00050085+0.00066709i,0.00020842-0.0002452i,-5.8809e-05-0.0011114i,0.00030374-0.0011128i,0.00026463-0.00024525i,0.00024137-0.00034419i,0.00020719-0.0012406i,-0.00056334-0.0012299i,-0.00028716-0.00031536i,0.00066142+0.00031125i,0.00067334+0.00029998i,0.00077976-0.00042716i,0.00069244-0.00061393i
0.0023123+0.00018435i,0.0024447+0.0012983i,0.001327+0.001303i,-0.00039347+0.00011217i,-0.0013651-0.00010124i,-0.0018229+0.00089314i,-0.0012035+0.0013162i,-0.00046329-9.3481e-05i,-0.0009795-0.00079767i,-0.0011633-1.8927e-05i,-0.0005814+0.00055684i,-0.00043806+0.00042498i,-0.00017655-0.00024046i,-0.00028461-0.00045887i,0.00010673-0.00025792i,0.00065125-0.00039181i,-0.00021236-0.00041559i,-0.0012524-0.00027688i,-0.00093609+4.9283e-05i,-3.9411e-06+0.00040449i,0.00024301+0.0001657i,0.00038589-5.1454e-05i,0.0011193+0.00081988i
0.00074941+0.00040906i,0.00093344-0.0017183i,0.0018983-0.0013108i,0.0015154-0.001038i,0.00048902-0.00076526i,0.00046197+0.0011282i,7.2354e-05+0.0010419i,-0.00055592+9.8664e-05i,-0.00091278-0.00011565i,-0.001097-7.6981e-05i,-0.00084277-0.00028917i,-0.0011361-0.00064731i,-0.00073936+0.00012971i,0.00040966+0.0010765i,0.00058351+0.00042951i,0.00039264-0.00059229i,0.00060538-0.000889i,0.00030626-0.0007152i,-3.1449e-05-0.00011719i,-3.2083e-05+0.0001519i,7.6721e-05+0.00021944i,0.00055755+0.00050184i,-0.00012492+0.00053248i
0.00069522+0.002517i,0.0010079+0.002016i,0.0022291+0.0013673i,0.0025792+0.00067194i,0.0017041+0.0016135i,0.00081668+0.0018825i,-0.00021429+0.00012448i,-0.0012019-0.00062527i,-0.0015566-0.00066347i,-0.001551-0.00066148i,-0.0012742-0.0008909i,-0.00039968-0.00060049i,0.00019166+1.8274e-05i,-0.00036285+0.00021066i,-0.00075899+0.00022638i,-0.00060167-0.00013128i,-0.00048413-0.0004549i,-0.00049839-0.00022974i,-0.00033406-0.0003631i,-0.0005442-0.00049667i,-0.0009512-0.00070696i,-0.00093971-0.0010196i,-0.00025843-0.00083725i
-0.0004265-0.0017435i,-0.0011388-0.002007i,-0.0021021-0.0021078i,-0.0021772-0.0019893i,-0.0013406-0.00040448i,-0.0010115+0.001025i,-0.0011861+0.0015327i,-0.001208+0.00093311i,-0.0016694-0.00035142i,-0.0017579-0.00067903i,-0.0010591+6.1355e-05i,-0.00026819+0.00033346i,-0.00029554-3.3064e-05i,-6.0522e-05+0.00011735i,0.00018674+0.00047978i,0.00015457+0.00031685i,0.00023987-8.4894e-06i,-0.00028714-0.00026115i,-0.00086393-0.00038622i,-0.00078959-0.00058935i,0.00014745-0.00046323i,0.0005065-9.0461e-05i,-7.4498e-05-0.00052133i
0.0019444+0.0010421i,0.0011621+0.0014281i,0.00074222+0.0012405i,-0.00033792+0.00096966i,-0.0016066+0.00070879i,-0.0015677+0.0013061i,-0.00069341+0.0015982i,-0.00064072+0.00083491i,-0.0013656+0.00049986i,-0.0011622+0.00097042i,-0.00019193+0.00017357i,0.00042702-0.00087974i,-8.6442e-05-0.00086489i,-0.00060409-0.00046562i,-0.00064889-0.00025951i,-0.00047857-0.00050671i,-0.00041741-0.00084056i,-0.00060754-0.0012831i,-2.2645e-05-0.0013954i,0.00046517-0.00039524i,0.00021539+0.00046797i,0.00044393+0.00038413i,0.0009807-3.634e-05i
-0.0020428-0.0019963i,-0.0032594-0.0018437i,-0.0047388+0.00031056i,-0.0033068+0.0019641i,-0.001477+0.0026201i,-0.0012816+0.0027971i,-0.00012887+0.00069743i,-0.00013986-0.0010464i,-0.0024382-0.00033466i,-0.0028573+0.00042371i,-0.0010199-0.00016935i,-0.00032968-0.00053866i,-0.00059589-0.00076655i,-0.00067983-0.00095015i,-9.7987e-05-0.0013292i,0.00036601-0.0019195i,0.00031493-0.0014547i,0.00056085-0.00011769i,0.00060624+0.00061666i,0.00035572+0.00061096i,0.00019782+5.107e-05i,8.1735e-05-6.8172e-05i,1.3145e-05+0.00057507i
0.0022281+0.00028532i,0.0016869+0.00088097i,0.00065453+0.00090071i,-0.0017053+0.00067445i,-0.0027651+0.0012959i,-0.0012559+0.0017449i,-0.00064618+0.0014606i,-0.00076943+0.0008833i,-0.00077435-0.00024485i,-0.00092115-0.0007349i,-0.00047954-0.00031118i,-0.00035104+0.00031736i,-0.00012359+0.00090821i,-0.00044204+0.00061902i,-0.00071134-2.3752e-05i,3.431e-05-0.00076758i,0.00026548-0.001282i,4.5228e-05-0.0008955i,9.8079e-05-0.00040059i,-0.00016349-3.9921e-05i,-0.00048901+6.1136e-06i,-0.00057726+0.00057254i,-0.00037402+0.00087882i
-0.00038954-0.0001904i,-0.0013754-0.0013549i,-0.0010278-0.001222i,-0.00095313+0.00035128i,-0.0013775+0.00072908i,-0.0020647+0.0010641i,-0.001568+0.00079925i,-0.00088986-0.00032927i,-0.0013415-0.00055076i,-0.0014539+0.00027266i,-0.0011636+1.6048e-05i,5.2522e-05-0.00098065i,0.00056179-0.00081277i,0.00030263-0.00073107i,5.3895e-05-0.00062672i,-8.8941e-05+1.4226e-06i,-7.5424e-06+8.7355e-05i,-0.00012181+7.0681e-05i,-0.00082486+0.0005456i,-0.0010745+0.0002336i,8.5656e-05+0.00016815i,0.00087947-0.0001343i,0.00092737-0.00062814i
0.0015975+0.00054805i,0.0032527-0.00071487i,0.0029529-0.0013603i,0.00058586-0.0010746i,-0.00041684+0.00041631i,-8.2262e-05+0.0016416i,-0.00010616+0.001215i,-0.00091444+0.0003723i,-0.0013587+0.00043431i,-0.0011735+0.00096827i,-0.0011042+0.00089017i,-0.00033973+0.00019765i,4.897e-05-0.00026492i,-0.00058954-0.00045817i,-0.00075188+3.6098e-05i,-6.1517e-05+0.00019415i,0.00056547-0.0006543i,0.00053659-0.0008666i,0.00025347-0.00035014i,-0.00035437+0.00073638i,-0.0012464+0.0011025i,-0.0011699+0.00086053i,-0.00038397+0.00025414i
-0.0012641+0.00057697i,-0.00060035+0.00057087i,-0.00022771+0.00098632i,-0.00021613+0.00070366i,-0.00064018+0.00032677i,-0.0010087+0.0013673i,-0.0013762+0.0014735i,-0.0020872+0.00039386i,-0.0021503-0.00050196i,-0.0012523-0.00050196i,-0.0006843+0.00032767i,0.0001976+0.00087382i,0.00032322+0.00038645i,-0.00020168-0.00031651i,-0.00052146-0.00016222i,-0.00099262+0.00031417i,-0.00048555+8.815e-05i,4.9363e-05-0.0004217i,0.00014299-0.00071025i,0.00019629-0.00062734i,0.00027837-0.00066879i,0.00028317+1.8699e-05i,-0.00015353+0.00081849i
-0.00091002-0.00073257i,-0.00036705-0.00089266i,-0.00062111-0.0013127i,-0.00086811-0.00051645i,-3.6038e-05+0.0016297i,0.00041772+0.0023322i,0.00017341+0.0010164i,-0.00069699+0.00031739i,-0.0019363+0.00068352i,-0.001821+0.0016483i,-0.00047294+0.0019395i,0.00048098+0.0012603i,0.00087588+0.00063005i,0.0012142+0.00065446i,0.0011919+0.00086109i,0.00088454+0.00048499i,0.00032714-0.00012115i,0.00040216-0.000448i,0.00070135-0.00015924i,0.00043928-4.1817e-05i,-8.2654e-05-0.00011685i,-0.00028662-0.00027726i,-0.00021656-0.00036029i
-0.0035719+0.00020659i,-0.0033854+0.0018065i,-0.0029067+0.0035808i,-0.0020029+0.0035708i,-0.00066369+0.0034777i,0.00050665+0.0027638i,-0.0001394+0.00060504i,-0.0021623-0.00068294i,-0.002569-0.00023166i,-0.0018384+0.0010584i,-0.0018293+0.0010783i,-0.0010024-0.00074676i,7.3191e-05-0.0012547i,-0.00031834-0.00080132i,-0.0011944-0.00090418i,-0.00043341-0.00065003i,-7.5596e-05-0.00054641i,-0.00035679-0.00052523i,-0.00020485-0.00026596i,0.00020403-0.00062499i,0.00021841-8.7664e-05i,5.3688e-05+0.00041047i,0.00067019-0.00030971i
0.0011611+0.00058144i,0.0015817+0.0001228i,0.0019263-0.00012831i,0.0010564+0.00028i,-0.00060862+0.00039795i,-0.0014133+0.0002825i,-0.0017944+1.512e-05i,-0.00225-0.00032618i,-0.0021924+0.0003546i,-0.0017187+0.00064244i,-0.00095044-0.00038422i,-0.00065567-0.00041509i,-0.0001267-5.6735e-05i,0.00024402+0.00022528i,2.466e-05+0.00029181i,0.00042721-0.00010569i,0.00077458-0.00019906i,0.00026503+7.7863e-05i,-0.00048634-0.00057639i,-0.0004008-0.0010089i,-0.00024485-0.00027572i,0.00040941+1.9127e-05i,0.0008818-0.00029983i
