-0.0013121+0.0010764i,-0.00057795+1.5218e-05i,-0.001702+0.00081689i,-0.00178+0.0010984i,-0.00055038+0.00025092i,-0.0011792-0.00011115i,-0.0023801+0.00039575i,-0.0014551+0.0012688i,-2.1822e-05+0.0012209i,0.00068281+0.00053771i,0.0004256-1.8895e-05i,8.8907e-05-0.00019308i,0.00026826-0.00066641i,-0.00054698-0.00041644i,-0.0013277-0.00031692i,-0.0005299-0.0011266i,0.00010165-0.0011508i,0.00010387-0.0011191i,0.00036948-0.00091824i,0.0003339-0.0004191i,3.989e-06-0.00068508i,-0.00025284-0.00095511i,3.819e-05-0.00030054i
-0.00066674-0.00038931i,-0.00025177+0.00057234i,-0.00067645+0.0016749i,-0.00047038+0.0007885i,-0.00018894-0.00058944i,-0.00020697-0.0010708i,-0.00054161-0.00122i,-0.001094-0.00044677i,-0.00095112+0.00044351i,-0.00062559+0.00062354i,-0.00031422+3.0252e-05i,0.00040892-0.00029971i,0.00067707+0.00012251i,0.00030775-0.00028728i,0.00018833-9.3733e-05i,0.00013138+0.00075137i,0.00021862+0.00054653i,0.00021164-0.00013392i,0.00040553-0.00051667i,0.0004095+0.00091112i,-0.00015653+0.0018954i,-0.00042094+0.00073016i,-0.00033542+3.163e-05i
0.0014153-0.00064434i,0.00045765+0.00048995i,0.00054147+0.00018193i,0.00025346-0.00025412i,-0.00072074-0.00040167i,-0.0014751-0.00080447i,-0.0017442+0.00032054i,-0.0014132+0.00077665i,-0.00028402+0.00032704i,1.1117e-05+0.0003087i,-0.00016526+0.00053071i,-0.00026235+0.0013102i,-0.00015122+0.0009724i,-0.00014542-1.7418e-05i,-0.0005759-0.00015696i,-0.00035642-0.00051182i,0.00024374-0.00067085i,0.00036446-0.00011458i,-0.00017501+0.00021924i,-0.00085339-0.00014355i,-0.001101-0.00086343i,-0.00097869-0.0013054i,-0.00024593-0.00076106i
0.00073631+0.00033504i,0.00060119+0.00077573i,-0.00029643+0.0023717i,0.00050749+0.0016379i,0.0013125-0.00069034i,0.00053502-0.0021049i,-0.0013232-0.0017079i,-0.0016504-6.2108e-05i,-0.00093811+0.001397i,-0.00044207+0.0012587i,0.00018444+0.00044364i,-0.00011797-0.00012205i,-0.00088695+4.6953e-06i,-0.00047403-0.00016584i,-0.00030431-0.00043233i,-0.00063828-0.00071085i,-0.00046746-0.00095381i,-0.00044878-0.0010542i,-0.00039003-0.0010091i,-0.00017025-0.00070247i,0.00021731-0.00048776i,0.00036807-3.8431e-05i,-0.00059462+0.00050159i
-0.00021561-0.0001161i,0.00042937-0.00033068i,0.0010122+0.00078077i,0.0014506+0.00045282i,0.00088061-0.0019206i,-0.0006789-0.0032784i,-0.001825-0.0015016i,-0.0015639+0.00090784i,-0.00023865+0.0011611i,0.00035997+0.00059943i,-1.7026e-05-0.00033402i,-0.00035969-0.00056917i,-0.00040582-0.00012398i,-2.5132e-06+0.00021874i,-0.00034078+0.00038249i,-0.00041241-0.00012858i,-8.0426e-05-9.9193e-05i,-9.3588e-05-0.00028674i,-4.1226e-06-5.5808e-05i,-0.00054879+0.00015579i,-0.0011379-0.00032491i,-0.00056439-0.00053673i,0.0003209-0.00068349i
6.3669e-06-0.00048706i,-0.00041033+0.00039683i,-0.00059265+0.0018994i,-9.1098e-06+0.00082335i,0.00051955-0.00096629i,-0.00049185-0.0019504i,-0.0010978-0.0014531i,-0.0012172-0.00056111i,-0.00085037-0.00025177i,-0.00035126+0.00062509i,-0.00010189+0.0010055i,0.00014118+0.00064524i,0.00054694+0.00058542i,0.00096933+0.00073999i,0.00020269+0.00045809i,2.0667e-05+0.00032732i,0.0006577+0.00010043i,0.00067425-0.00030797i,0.00062219-0.00013551i,0.00071352-0.00012461i,-7.3914e-05-0.00049838i,-0.00026675-0.00072049i,5.5452e-05-0.00073466i
7.1762e-05-0.00022046i,0.00063171-0.00095846i,0.0006736-0.0015253i,0.00064837-0.001421i,-0.00019932-0.0012953i,-0.00082774-0.0010782i,-0.00118-0.00040454i,-0.0018039+0.0003482i,-0.0019528+0.00070156i,-0.00097166+0.00062341i,4.3137e-05+0.00043858i,-0.00047959+0.00025115i,-0.00025337+1.2134e-05i,0.00019575-0.00019496i,0.00017311-9.3773e-05i,0.0010491-8.7321e-05i,0.00098748-2.021e-05i,0.00029039+0.00012225i,0.00027502+9.1712e-06i,0.00038613+2.6058e-05i,0.00063466-0.00048701i,0.00029334-0.00018336i,-5.0497e-05+0.00080783i
0.00079213+9.3156e-05i,-0.00021578+0.00038903i,0.00021774+0.0011852i,0.00099091+0.00068795i,0.0013026-0.00049898i,0.00053856-0.0020148i,-0.00094004-0.0022978i,-0.0010813-0.00097018i,-0.00083445-0.00020547i,-0.00043981-6.5416e-05i,-0.00046791-0.00054307i,-0.00024356-0.00075671i,-3.4895e-05-0.00024194i,0.00034713-0.00065187i,0.00097704-0.00084219i,0.000795-0.00027454i,0.00069564-0.00025156i,0.00026675-0.00019791i,-0.00058594+3.2218e-05i,-0.00077824-9.6153e-05i,-0.00086731-0.00044355i,-1.1213e-05-0.00019016i,0.00091969-0.00024876i
-2.2395e-06-0.0015594i,0.00025898-0.0018559i,0.00069423-0.0019882i,0.00096666-0.0014746i,0.0012857-0.001437i,0.00070021-0.0016436i,-0.00099729-0.00095229i,-0.0016125+0.00015004i,-0.0010607+0.0006765i,-0.00058985+0.00069037i,-0.00070574+0.00070243i,-0.00038895-8.2938e-05i,-2.0267e-05-0.00055522i,9.2651e-05-0.00017796i,0.00023575+0.00012678i,-0.00012485-3.4247e-05i,-0.00052092-0.00032101i,-0.00046625-6.9839e-05i,-0.00068406-4.5287e-05i,-0.0012857-0.0003492i,-0.0012963-0.00035306i,-0.00041916+0.00045872i,-0.00027428+0.00066089i
-0.0011465+0.00022792i,-0.0010384+0.00089997i,-0.00078641+0.001617i,0.0003299+0.0012543i,0.0011765-0.0008749i,0.00017388-0.0016916i,-0.00076373-0.00089825i,-0.0014695-0.0004124i,-0.0013334+3.1634e-05i,-0.00031491+0.00056135i,-0.00024668+0.00032628i,-1.0095e-05+5.6377e-05i,0.0002796+0.00019997i,0.00011864+0.00010956i,-0.00057971+3.1714e-05i,-0.00058088-6.5449e-05i,-0.00029579+5.8842e-05i,-0.00026113-0.00035039i,-3.437e-05-0.00036955i,-9.7349e-05+0.00011681i,-0.00029205-0.00019524i,-0.00015494+0.00026797i,0.00036807+0.00010318i
0.0005111-0.0009205i,0.00091261-0.0018641i,0.00048367-0.0022674i,0.00019381-0.0016769i,6.2706e-05-0.0014208i,-0.00022582-0.0022464i,-0.0010285-0.0016471i,-0.0011242-0.00011241i,-0.00070537+0.00065313i,-0.0003349+0.00082912i,-0.00015366+0.0003352i,-0.00031047-0.00019963i,-0.00030637-0.00033684i,-7.6187e-05-0.00049641i,-8.9101e-05+0.00010017i,-0.00051987+0.0011043i,-0.00059679+0.00031144i,-0.00075158-0.0012561i,-0.0006086-0.00068341i,-0.00034087+0.00045041i,-0.0004509-0.00014215i,-0.00048129-0.00044772i,2.9359e-05+0.00083207i
0.0012456+0.00081106i,0.00025031+0.0021341i,-0.00035055+0.0020817i,-0.00013638+0.00019101i,0.00052974-0.001449i,-0.00016539-0.0012725i,-0.0014469+6.0078e-06i,-0.0018984+0.00066614i,-0.0012118+0.0011561i,-0.0008191+0.0013854i,-0.00036066+0.0009075i,0.00026474-8.0543e-05i,0.00071019+1.0933e-05i,0.0008202+0.00089007i,0.00033917+0.00031816i,0.000676-0.0012181i,0.00037883-0.00079946i,-0.00043998-0.00022228i,-0.0006898-0.00014553i,-0.00037489+2.9633e-05i,-0.00019718+0.00071043i,-0.00032734+0.00097328i,-0.0003173-0.00011567i
-0.0016009-0.002421i,-0.00063011-0.0017905i,-0.00087406-0.00080697i,0.00044663+0.00056157i,0.0018851+0.0014134i,0.0016356+0.0002735i,0.00085482-0.0005931i,-0.00041385-0.00024989i,-0.0016614+0.00038158i,-0.0013812+0.00087017i,-0.00032709+0.0010002i,-0.00017464+0.0011663i,-0.00025021+0.00076876i,-5.059e-06-0.0002788i,-0.00046947-0.00036169i,-0.00031603-0.00047969i,0.00054818-3.3244e-05i,0.0006529+0.00084016i,4.0327e-05+7.3945e-05i,6.5726e-05-0.00053172i,0.00040279-7.3659e-05i,0.0010375+0.00039063i,0.00095873-0.00025674i
0.0012137+0.00042153i,0.00061178+0.00061068i,0.0006329+0.0010251i,0.0013154+0.000464i,0.0019652-0.0011231i,0.0011607-0.0015952i,-0.00024716-0.00090461i,-0.00013615+0.00015576i,-0.00015996+0.00069147i,0.00013698+2.7925e-05i,0.00091433+0.00016587i,0.0011004+0.001041i,0.00022597+0.00098651i,-0.00061515-0.00019604i,2.0399e-05-0.00076839i,0.0010114-0.00055658i,0.00068237-0.00023982i,-7.5213e-05-0.00030183i,-0.00036898-0.00064554i,-0.00042203-0.0008081i,-0.00048854-0.00065787i,-0.00053301-0.00034892i,0.00015837-0.00026386i
0.00036418+0.00072805i,-0.00033993+0.0011668i,-0.00053657+0.0009793i,0.0005979-0.0006987i,0.0014121-0.0021862i,0.00018997-0.0022356i,-0.0010494-0.00086938i,-0.0013945+0.0007554i,-0.0012522+0.001472i,-0.00081934+0.00077275i,-1.542e-05+5.3404e-06i,0.00019098+0.00028808i,0.00015906+0.00053263i,0.00060561+0.00051078i,0.00045851+0.00048319i,-5.8555e-05+0.00010271i,0.00040573-0.00010401i,0.00071924-0.00030641i,1.8785e-05-0.00070043i,-0.00024447-0.00029603i,0.00066904+0.0011947i,0.0013005+0.0014629i,0.00077731+0.00021162i
-0.00039431-0.00018124i,0.00045079+1.3407e-05i,0.0019079-0.0001119i,0.0021255-0.0012697i,0.0013275-0.0020719i,-0.00029786-0.0022406i,-0.0019516-0.0016129i,-0.0017963-7.6557e-06i,-0.00090161+0.00089077i,-0.00049336+0.0010328i,-0.0010329+0.00096726i,-0.0011217+0.00042843i,-0.0004005-0.00013397i,-0.000202-0.00044634i,0.00022715-0.00052673i,0.00026343-0.00028453i,2.3354e-05-0.00068058i,0.0002013-0.00090743i,0.00035251-0.00031865i,0.00053265-1.102e-05i,0.00083914+0.00055643i,0.0007477+0.00038269i,-0.00013664-0.00040102i
-2.5148e-05+0.00075071i,-0.00014795+0.00073296i,0.00037848+0.0016143i,0.00089229+0.0010944i,0.00045371-0.00066066i,-0.00063139-0.0021327i,-0.0014588-0.0018859i,-0.0011302-0.0001741i,-0.00063749+0.00108i,0.00053255+0.00064796i,0.0015385+0.00020431i,0.00090137+6.4904e-05i,-0.00027789-0.00018115i,-0.00031882-0.00019013i,0.00029632-3.3351e-05i,0.00019671-0.0005752i,-4.3584e-06-0.00085385i,0.0001924-0.00013722i,-0.00026707+0.00049971i,-0.0010205+0.00018298i,-0.0010886+0.00032089i,-0.00063345+0.00054294i,0.00032311+0.00056432i
0.00047802-0.0019443i,0.0001137-0.0012001i,-0.00043982-0.0014289i,-0.00064733-0.0021849i,-0.00042446-0.0022961i,-0.00077622-0.0012446i,-0.00089962-7.0272e-05i,-0.00093419+0.00069405i,-0.00099255+0.0011076i,-0.00014949+0.0013129i,0.00069793+0.0013811i,0.00039937+0.0011658i,-2.0411e-05+0.00024999i,0.0006128-0.00057142i,0.0007667-0.00085951i,-0.00025182+9.127e-05i,-0.0009004+0.00071756i,-0.00099408+0.00070652i,-0.0008205+0.00049809i,-0.0001691-0.00010928i,-0.00028123-0.00033459i,-0.00026972-0.00045188i,0.00072055-0.00058672i
0.00014309-0.00090727i,-0.00029916-0.00027602i,0.00012404+0.001179i,0.0011086+0.002037i,0.0014675+0.0012682i,9.873e-06-0.00039064i,-0.0014667-0.0012009i,-0.0010194-0.00055848i,-0.00048005+0.00025567i,-0.0004018+0.00043531i,-0.0001234+0.00047267i,0.00016165+0.00027002i,-1.6278e-05+0.00062765i,-0.00040287+0.00047034i,-0.00019855-0.00016156i,0.00037185+0.00042043i,0.00060008+0.00010049i,9.1036e-05-0.00080654i,0.00056345-0.0005541i,0.00069035-0.00049272i,-0.00043671-0.00039149i,-0.00048792-9.7271e-06i,-0.00027123+3.6252e-05i
-0.001393-0.0007778i,-0.001408-0.00096505i,-0.00092741-0.00031182i,-0.00010342+7.6191e-06i,0.00070928-0.00062583i,-0.00019602-0.00048749i,-0.002121-0.00044389i,-0.002183+0.00046154i,-0.0010044+0.0018353i,-0.00030158+0.0018698i,-0.00015487+0.00068315i,0.00037792-0.00042395i,0.00023128-0.00065667i,1.3435e-05-0.00079922i,0.00068418-0.0015227i,0.0010364-0.001604i,0.00052342-0.00071464i,-9.6067e-05+7.7291e-06i,0.00037048-0.00037896i,0.00059485-0.0006548i,0.00035815-0.00094004i,0.00014028-0.0010057i,-0.00015468-0.00032806i
-0.00013351+0.0012054i,-0.00059846+0.00087343i,-0.00032222+0.00030235i,0.00075164+1.5747e-05i,0.001743-0.00033616i,0.0010341-0.0009248i,-0.00047391-0.00063339i,-0.0009134-0.00015827i,-0.00098413-0.0002354i,-0.00098553+0.00012562i,-0.0005393+0.00054103i,0.00018008+0.00023848i,0.00058726+0.0002534i,0.00019313+0.00036151i,-0.00032447+0.00027031i,6.943e-05-2.4511e-05i,0.00054733-0.00024323i,0.00031705-3.4776e-05i,-0.00053738+0.00062135i,-0.001011+0.00037425i,-0.00024775-0.00015322i,0.00072544+4.839e-06i,0.0013436+2.9568e-05i
0.00020203+0.0015249i,-0.00047575+0.0001152i,-0.00065822-0.00081671i,0.00036856-0.0018496i,0.0014635-0.002062i,0.00053188-0.0012466i,-0.00095174-0.00061556i,-0.0012175-0.00026675i,-0.00039172+0.00034397i,5.5859e-05+0.00084934i,-4.1701e-05+0.0014591i,-0.00064049+0.00046838i,-0.00080486-0.0003875i,-0.0005611+0.000757i,-4.9231e-05+0.00086424i,0.00034569+0.00030734i,0.00014525+2.9972e-05i,0.00026182-0.00032933i,0.00030852-0.00029704i,0.00060022+7.0656e-05i,0.00031415+0.00052184i,-0.00074108+0.00022413i,-0.00069448-4.645e-06i
0.00060631+0.0002602i,0.0007061-0.00048336i,0.00051838+0.00051588i,-4.725e-06+0.0017246i,-0.00030697+0.0010113i,-0.00070107+0.00019362i,-0.0015411-0.00019424i,-0.0019972+0.00037191i,-0.001667+0.0010918i,-0.00069909+0.00098149i,-0.00028588+0.00030632i,-0.0006534-9.0895e-05i,-0.00040604+5.3563e-05i,0.00035338+0.00031699i,0.00020476-0.00036039i,-0.00082948-0.0008194i,-0.001523-0.00086175i,-0.00081197-0.0011341i,0.00023838-0.00080867i,0.00073131-0.0003178i,0.00040023+6.4536e-05i,-0.00017662+0.00079112i,-0.00078673+0.00055935i
0.002087-0.00047852i,0.0021979+0.00028634i,0.00081463+8.2238e-05i,0.00072736-0.0006167i,0.00085207-0.0011946i,5.4622e-05-0.00073545i,-0.00015312-0.00045917i,-0.00083602-0.00011051i,-0.0011273-0.00033571i,-0.00068252-0.00055512i,-0.00051343+0.00031663i,-0.00062136+0.00081001i,-0.0007828+0.00047543i,-0.0002054+0.00030112i,0.00033112-6.2941e-05i,0.00029391-0.00021129i,-0.00054562-1.998e-05i,-0.00094026-0.00045983i,-0.00068236-0.0013266i,-0.00078977-0.0012145i,-5.3394e-05-0.00049005i,0.00045609+9.3187e-05i,0.00012778+0.0002659i
0.0001566+0.00049313i,-0.00084285+0.00021616i,-0.0002179+0.00066134i,0.00086512-3.6653e-05i,0.00081502-0.0016953i,-0.00026238-0.0026301i,-0.0015156-0.0015499i,-0.001468+6.3845e-05i,-0.0012985+0.00036762i,-0.00052397-2.6211e-06i,0.00078251-0.00013599i,0.0016242+0.00061576i,0.0011544+0.0010208i,0.00068105+0.00079509i,0.00066455+0.00047509i,-0.0002596+0.00012202i,-0.00015054+0.00033706i,0.00080832+4.3462e-05i,0.001109-0.00091302i,0.00052795-0.00024459i,-0.00081381+0.00074983i,-0.0010629+0.00093112i,-0.00046149-9.8413e-06i
0.00057111-0.00029494i,0.00035808+7.3799e-05i,0.0001788+0.00053192i,0.0010092+0.00031908i,0.0017951-0.0003396i,0.0012268-0.001256i,-0.00060509-0.0011125i,-0.001935-8.9824e-05i,-0.0020101+0.00041166i,-0.00093995+0.00039642i,-0.00023713+0.00046597i,-0.00041487+0.00070705i,-0.0004635+0.00067848i,-0.00018836+0.00015659i,0.00062355+0.00016356i,0.0012979+0.00014869i,0.0011571-0.00021344i,0.00073259-6.7575e-05i,0.00071856+0.00012139i,0.00085316-0.00063429i,0.00016967-0.00058945i,-0.00037411+0.00038091i,-0.00023396+0.00072351i
-0.0011713+0.00049513i,-0.00082534-0.00057008i,-0.00033638+0.00014011i,0.00098166+7.4203e-06i,0.0009256-0.0013883i,-0.00048078-0.0020397i,-0.001276-0.00089171i,-0.0014438-0.00011591i,-0.0010459-0.0001061i,-2.4557e-05+4.808e-05i,0.00013195+0.00057603i,-0.00036144+0.00022462i,2.6538e-05-0.00036177i,0.00049322-0.00016521i,0.00078041-0.00033029i,-0.00014353-0.00043551i,-0.00053197-0.00044932i,-8.3293e-05-0.0003939i,-0.00054497-0.00021902i,-0.00064384-0.00013374i,0.00014454+0.00034444i,0.00032632+0.0011436i,-0.00017869+0.00075898i
0.00020803-0.00087807i,7.8606e-05-0.00069626i,0.00014293-0.00060862i,-0.00046837-0.00087608i,-0.00060746-0.0014523i,0.000153-0.0014078i,4.5986e-05-0.0010517i,-0.00058743-0.00072733i,0.00010364-0.00044171i,0.0002184-4.2765e-05i,-0.00093414+0.00027638i,-0.0010861+0.00023853i,-0.00061893+0.00021196i,-6.8693e-05+0.00020802i,0.00039913-0.00078681i,0.00025883-0.0015546i,0.0003253-0.000951i,0.00043307-0.00022883i,0.00012186+0.0001405i,-5.8418e-06+0.00030555i,6.1887e-05-1.129e-05i,0.00020498-0.0011075i,0.00064255-0.0011326i
-0.0002865+0.00058354i,-0.00071614+0.00066212i,-0.00026804+0.00065922i,0.00012835+0.00041346i,0.00040244-0.00078121i,-0.0008378-0.0017774i,-0.0020632-0.0018763i,-0.0014733-0.000639i,-0.00079643+0.00015244i,-0.00060649+0.00040431i,-0.00064758+0.00021902i,-0.00048883-0.00019993i,-0.00041959-0.00018551i,-0.00053678+1.3017e-06i,-0.00012519-0.00075603i,0.00052908-0.0014932i,0.00078806-0.0011205i,0.0007848-0.00089673i,0.00043083-0.00055772i,-0.00026538+0.00029204i,-0.00040141-6.2083e-05i,-0.00015274-0.0010141i,-0.00024793-0.0015372i
0.0006526-0.00044857i,0.00088335-0.00065465i,0.00030845-0.00027251i,-0.00037172-2.4874e-05i,-0.0003363-0.0005815i,-0.00018192-0.00054583i,-0.0012805+0.00049434i,-0.0019334+0.00032801i,-0.00091287-0.00027573i,0.0007535-0.00049235i,0.00091302-0.0002716i,-0.00044896-2.7637e-05i,-0.00049227-0.00016985i,0.00034762-0.00070934i,0.00036631-0.00036367i,0.00035754-7.4696e-05i,0.00026473+0.00069219i,1.6202e-05+0.00031711i,-1.1554e-05-0.00080037i,-0.00019728-0.0002595i,0.00025697+0.00011466i,0.0004061+0.00049518i,0.00029508+0.00056364i
0.00019848-0.00034928i,-0.00065098+0.00023996i,-0.00036183+0.0011705i,7.0304e-05+0.00035383i,6.6072e-05-0.0015821i,-0.00064521-0.0021534i,-0.0016398-0.0017012i,-0.0025844-0.0005882i,-0.0019603+7.9617e-05i,-0.00074514+0.00062092i,-0.0008492+0.0010045i,-0.0008396+0.0012018i,-0.0002953+0.0013919i,-0.00020267+0.00069446i,0.00014607+0.00033563i,8.6676e-05+0.00030028i,-0.00045476-0.00021266i,-6.9973e-05-0.00048152i,0.0001057-0.00052975i,-4.1108e-05-0.00026588i,-0.00014992-7.364e-05i,0.00081547+0.00019301i,0.00088168+0.00018637i
0.00019204+0.00031783i,-0.00069722+0.00027902i,-0.0004074+1.1991e-05i,0.00027183-0.00072844i,0.00038896-0.0027808i,-0.00058804-0.0030671i,-0.0022373-0.00098865i,-0.0024447+0.00097538i,-0.0020867+0.0014429i,-0.001519+0.00079603i,-0.00068547-0.00018118i,0.00013283-0.00044277i,2.6649e-05-0.00015893i,-0.00020218-4.3734e-05i,7.4817e-05-0.00038582i,0.00027026-0.00049004i,0.00052665-4.145e-05i,0.00057694-0.00026485i,-4.1423e-05-0.00074788i,0.00015433+6.6678e-05i,0.00054819+0.00082563i,0.00047648-4.4892e-05i,0.00012581-0.00057202i
-0.00076-0.00073699i,-0.00018785-0.00022462i,0.00087303+0.00043634i,0.00022794+0.0005949i,-5.4184e-06-0.00087016i,0.00022508-0.001362i,-0.0003108+0.00020118i,-0.0010153+0.0008129i,-0.0014587+0.00086501i,-0.00073928+0.0010499i,0.0001622+0.00043772i,0.00066885+0.00030976i,0.00092797+0.00032037i,0.00084431-3.1007e-05i,0.00042819-0.00017051i,0.00034342-0.00088351i,0.00013118-0.0010822i,-0.00041478-0.00081671i,9.7948e-06-0.00072974i,-1.901e-05+0.00047985i,-0.00085262+0.00096211i,-0.00063859+0.00011826i,-8.0608e-05+4.7115e-05i
0.00090852-0.00011702i,-0.00025051+0.00029084i,-0.00061708-0.00047536i,-0.0010452-0.0016831i,-0.0010539-0.0017407i,-0.0013216-0.00058853i,-0.0016434+0.00012237i,-0.0012868+0.00032358i,-0.00056009+0.0004186i,-0.00028155+8.2488e-05i,-0.00014116+5.809e-05i,-0.00015937+0.00081642i,-0.00068572+0.0011193i,-0.00011907+0.0012002i,0.00054521+0.0016485i,0.00043335+0.0013435i,0.00039665+0.00097579i,0.00056122+0.00088124i,7.4597e-05+0.00069723i,-0.00034205+9.666e-05i,-0.00057037-6.8985e-05i,-0.0005666+7.1815e-05i,0.00027732+0.00042617i
0.00041113-0.0022621i,0.00019514-0.00036773i,0.00041105+0.00011632i,0.00071989+0.00022983i,0.00059543-0.00048937i,-0.00063215-0.0006119i,-0.0018804-0.00012976i,-0.0020581-0.00025624i,-0.0014712+0.00022748i,-0.00032126+0.0010781i,0.00050623+0.0011541i,0.00037207+0.0009352i,-8.403e-05+0.00072875i,0.00023871-0.00040977i,0.00064466-0.0013823i,0.00043673-0.00088582i,0.00039895-0.00073658i,0.00068727-0.00038388i,0.001049-0.00020206i,0.00034494-0.00041772i,-0.0010714-0.00024071i,-0.00072666+0.00025473i,9.4125e-05+0.00085579i
0.0015096+0.00087527i,0.0003891+0.00054596i,0.0010214-1.1615e-05i,0.0019152-0.00038608i,0.0014142-0.00064321i,0.00018854-0.00087356i,-0.00056625-0.00019579i,-0.0009521+0.00071857i,-0.00058792+0.00035337i,-6.5018e-05-8.7517e-05i,0.00015208-0.00010737i,0.00062597-0.00042946i,0.00069196-0.00028171i,0.00037424-0.00019002i,0.00051007-0.00024621i,0.00085962+0.00010251i,0.0011738+0.00018291i,0.00086462+0.00017803i,-0.00039616+0.00024898i,-0.0010297-0.00011347i,-0.00051342-0.00073978i,-0.0003676-0.0012069i,0.00014758-0.00082694i
0.00044972+0.00030725i,0.00055112+0.00063141i,0.00072109+0.001167i,0.00048233-0.00033777i,-0.00017563-0.0026758i,-0.00077088-0.0023672i,-0.0013744-0.001142i,-0.0010992-0.00041353i,-0.00088652-0.00035248i,-0.00075812-1.8539e-05i,0.00017414+0.00010693i,0.0002413+0.00011309i,-0.00017843+0.00051847i,-0.00060073+0.00072643i,9.7845e-05+0.00029634i,0.00056659+6.9752e-05i,0.000232-0.00035968i,3.5256e-05-0.00057604i,9.8097e-05-0.00025635i,-0.00018497+0.00062817i,0.00011285+0.0012445i,0.0009637+0.0011993i,0.00059228+0.00075854i
-0.0006503-7.7334e-05i,-0.0016411+0.0010028i,-0.00065817+0.0001371i,0.00083632-0.00039413i,0.00018788-0.0012103i,-0.0008993-0.001323i,-0.0010191-6.2994e-05i,-0.00090359+0.00049691i,-0.0011344+0.00025613i,-0.0012266-0.00033372i,-0.00076501-0.00049303i,-0.0001426-0.00019936i,7.7509e-05+0.00032821i,0.00010898+0.00024214i,0.00010693-0.00032159i,0.00036679-0.00051993i,0.00064401-0.00076431i,0.00049038-0.00080513i,-0.00055325-0.00032377i,-0.0011865+0.00017442i,-0.0009188+0.00097405i,-9.4554e-05+0.001158i,0.00016033+0.00022086i
-0.00016948+7.1244e-05i,4.3212e-05-4.6128e-05i,-0.00025835+0.0016701i,-0.00024501+0.0016481i,0.00048491+0.00067433i,0.00080908+0.00063281i,-0.00051982+0.00079339i,-0.0022355+0.00057063i,-0.0023319+4.4513e-06i,-0.00034326-0.00041674i,0.0010468-0.00021722i,0.0013262+0.00028212i,0.0010185+0.00039103i,0.00044851+0.00012786i,0.00060769+0.00017742i,0.00011635-0.00030541i,-0.00060018-0.0012212i,-0.00025492-0.0012641i,7.9921e-05-0.00050873i,-0.000627+3.7607e-05i,-0.0012547-9.1424e-05i,-0.0009664-0.00050293i,-0.00029854-0.00034025i
-0.0010484+0.0010554i,-0.00097988+0.00028053i,3.8425e-05+0.00036167i,0.001442-0.0003831i,0.0018007-0.0017024i,-8.0159e-06-0.0019864i,-0.0010454-0.00076832i,-0.0012725+0.00059073i,-0.0013107+0.001003i,-0.0010028+0.000873i,-0.00066268+0.00060002i,-0.00030936+0.00019465i,-0.00042437-0.00014977i,-0.00074169-0.00039998i,-0.00056091-0.0004625i,-0.00015017+0.00017328i,-0.00062051+0.00026708i,-0.00048555-8.9422e-05i,5.7072e-05-0.00045038i,-0.00035547-0.00025682i,-0.00048585-9.2325e-05i,-0.00015897-0.00052713i,-0.00048569+0.00026445i
-5.7883e-05+0.00099929i,0.0001459+0.00086462i,0.00063719+0.0015848i,0.00090167+0.0010881i,0.0010448-0.0014436i,0.00033724-0.0020874i,-0.00064932-0.00097421i,-0.0010083+0.00029063i,-0.00068955+0.00099695i,-0.00023807+0.0007218i,-2.8006e-05-0.00016652i,-0.00023358-0.00041303i,-0.00021038+1.2306e-05i,0.00037869+0.00049626i,0.00083814+0.00074888i,0.00070823+8.0864e-05i,0.00058126-6.5008e-05i,6.003e-05-0.000108i,-0.00011849-0.00033465i,-6.9896e-05-0.00015732i,-0.0005039+0.00015267i,-0.00064028+0.00034559i,-0.00020639-1.385e-05i
-0.00045453-0.0016996i,-7.5665e-05-0.0012778i,-0.0011273-0.00064372i,-0.0010917-0.0003344i,0.00021617-4.6312e-05i,0.00044319+6.654e-05i,-0.00051004-1.6703e-06i,-0.00061994+0.00040336i,-0.00092818+0.00018696i,-0.00074281-0.00061711i,0.00040795-0.00090822i,0.00033548-0.0015088i,0.00011343-0.0015166i,-0.00015962-0.0012171i,-0.00053323-0.00081485i,-0.00068973-0.00057642i,-0.00038346-0.00039379i,2.2762e-05-0.00022421i,-0.00046539-0.00033867i,-0.0013354-0.00050814i,-0.00091509-0.00066269i,0.00014564-0.00050881i,0.00022656-2.9934e-05i
-0.00047246-0.0016951i,-0.00039963-0.00057736i,-0.00064918+0.00073912i,-0.0012529+0.0015506i,-0.0011576+0.00077767i,-0.0004508+0.00047531i,-0.00095632+0.00042882i,-0.0015736+0.00036993i,-0.0014497+0.00093637i,-0.0012237+0.00043352i,-0.00086094-0.00059282i,-0.00092272-0.00067502i,-0.00058375-0.00042461i,0.00045778-0.0007543i,0.00039754-0.00033632i,-1.8122e-05+0.00086219i,-5.5364e-05+0.00065482i,0.00022727-0.00050093i,0.00056429-0.00019395i,-0.00019025-1.8187e-05i,-0.0008471-0.0003462i,-0.00028626-0.00078305i,0.0002355-0.0004301i
