-0.0013279+0.0010487i,-0.0020401+0.0013983i,-0.0031675+0.00097898i,-0.0023605+0.00087933i,-0.0019235+0.0017782i,-0.0018913+0.0019713i,-0.00054969+0.00083431i,0.00058529-3.6555e-05i,0.00083287+7.396e-05i,0.00098465-3.7392e-05i,0.00088661-6.9585e-05i,0.00019023+0.00027i,-2.0079e-05+0.00013199i,-0.00023965-0.00030354i,-0.00062546-0.00017309i,-0.00094946+0.00064786i,-0.0011355+0.00042566i,-0.001093-0.00031833i,-0.00038237-0.000624i,-0.00013925-0.00063151i,9.2763e-05-0.00042303i,0.00052042-6.4146e-05i,0.00022474-0.00029042i
0.24541-0.14269i,0.27213-0.24544i,0.19549-0.25545i,0.08487-0.14523i,0.012891-0.0072761i,-0.012734+0.044434i,-0.033776+0.034956i,-0.046401+0.026569i,-0.035195+0.019339i,-0.0050755+0.011318i,0.01979+0.0011601i,0.012827-0.011515i,-0.013384-0.014496i,-0.030601-0.0066378i,-0.027849-0.00010453i,-0.013273-0.0042661i,-0.0036898-0.016106i,0.00090198-0.025327i,0.0038472-0.028012i,0.0012634-0.020239i,-0.00077626-0.0029097i,0.0049851+0.012249i,0.0099153+0.016758i
-0.22862+0.21373i,-0.31014+0.16057i,-0.327+0.017032i,-0.23599-0.033772i,-0.08559-0.0080683i,-0.0015994+0.0062959i,0.0070134+0.021812i,-0.00050809+0.038917i,-0.010991+0.043154i,-0.015517+0.033264i,-0.02091+0.013747i,-0.032581+0.014207i,-0.027921+0.038818i,-0.0080751+0.049155i,0.00086912+0.033738i,-0.0053608+0.017532i,-0.012105+0.012821i,-0.014848+0.0095322i,-0.018063+0.003782i,-0.017152+0.0013994i,-0.0084596-0.00026983i,0.00038674-0.0047024i,0.0068186-0.0070126i
0.023034-0.18106i,-0.080445-0.020328i,-0.11515+0.20983i,-0.05666+0.21884i,-0.045283+0.067568i,-0.064203-0.0074671i,-0.024851-0.0095968i,0.021502-0.018009i,0.032399-0.019417i,0.021729-0.013024i,0.011284+0.0016656i,0.025593+0.015859i,0.047007+0.0076176i,0.046452-0.0061192i,0.030326-0.0072041i,0.015056-0.00078659i,0.0055701+0.0039105i,-0.00067438+0.0084105i,-0.0023074+0.0162i,0.0028178+0.018119i,0.0062374+0.0084059i,0.0022766-0.0041322i,-0.0017976-0.010094i
0.18497+0.21665i,0.33978+0.21755i,0.36962+0.13444i,0.23719+0.086389i,0.091645+0.11526i,0.032254+0.12214i,0.004539+0.059456i,-0.035702+0.0060049i,-0.051152+0.0019942i,-0.029478+0.013846i,-0.0045654+0.0081066i,0.0030981-0.012801i,0.0016159-0.030769i,-0.0014194-0.03452i,-0.0027013-0.020636i,0.0077933-0.0051047i,0.023091-0.0019517i,0.029966-0.0051911i,0.028777-0.0083609i,0.0212-0.012117i,0.010133-0.011624i,0.0014035-0.0055465i,-0.0025826-0.0031541i
-0.14435-0.26823i,-0.097576-0.34858i,0.016526-0.36638i,0.074523-0.28589i,0.10689-0.13174i,0.13207-0.020388i,0.10113+0.025925i,0.066839+0.047686i,0.060064+0.036176i,0.049371+0.0024058i,0.030586-0.018378i,0.0052785-0.022223i,-0.023198-0.012593i,-0.032204+0.0048956i,-0.016989+0.011158i,-0.0068599-0.0010489i,-0.016324-0.012201i,-0.024218-0.012356i,-0.020596-0.0096885i,-0.015021-0.0048802i,-0.0090469+0.0017924i,-0.0045186+0.0037141i,-0.0044495+0.0050469i
0.041867+0.015955i,-0.11404-0.068951i,-0.28746-0.087539i,-0.26846-0.062087i,-0.14021-0.116i,-0.069808-0.17353i,-0.044687-0.14196i,-0.024443-0.076984i,-0.010513-0.031691i,-0.0084101-0.013417i,-0.021461-0.0032645i,-0.025272+0.017813i,-0.0039916+0.034064i,0.016864+0.028864i,0.018476+0.01024i,0.0084894-0.0034903i,0.0041286-0.0046156i,0.00311-0.0019566i,0.00012636+0.0011857i,0.00030252+0.0035194i,1.9167e-05-0.00095964i,-0.0044602-0.0075273i,-0.0074182-0.0079191i
-0.1764+0.12287i,-0.16197+0.25249i,-0.065628+0.29314i,-0.027341+0.22343i,-0.06937+0.15449i,-0.09513+0.11398i,-0.075066+0.064442i,-0.05835+0.0047267i,-0.064031-0.029332i,-0.064702-0.0246i,-0.04125-0.0080708i,-0.0081428-0.0065097i,0.0095946-0.019466i,0.0071335-0.027694i,-0.0024484-0.024145i,-0.0079178-0.0094708i,-0.0081482+0.0081741i,-0.0041129+0.017927i,0.0030633+0.016888i,0.0083101+0.0083647i,0.006917+0.0020953i,0.0042296+0.0042249i,0.006894+0.0083794i
0.16353-0.10155i,0.17976-0.14435i,0.16249-0.12087i,0.13812-0.059093i,0.10149+0.0020821i,0.076518+0.067015i,0.075483+0.10719i,0.069446+0.11476i,0.053031+0.10037i,0.031269+0.076926i,0.0092163+0.057229i,-0.0056266+0.037344i,-0.015034+0.017557i,-0.020402+0.0072494i,-0.017493+0.0057499i,-0.0053627-0.0012889i,0.0073777-0.015027i,0.011744-0.023472i,0.0072987-0.024077i,-0.00067552-0.017439i,-0.0032713-0.0071994i,0.00060557-0.0018705i,0.0011576-0.0041798i
-0.046435+0.045465i,-0.073822+0.037364i,-0.10477-0.023032i,-0.096669-0.055228i,-0.018357-0.04724i,0.054783-0.078246i,0.063805-0.12711i,0.041731-0.13247i,0.02216-0.086145i,0.03174-0.032811i,0.051771-0.016108i,0.043076-0.016792i,0.018793-0.001891i,0.0045161+0.016062i,-0.00012717+0.017733i,-0.0075335+0.013848i,-0.014733+0.014633i,-0.012492+0.014785i,-0.006337+0.013534i,-0.001421+0.011889i,0.0019677+0.0056933i,0.00063359-0.0055973i,-0.0042934-0.011476i
-0.092681-0.088198i,-0.14389-0.025309i,-0.12789+0.09368i,-0.090741+0.1059i,-0.12475+0.012311i,-0.165-0.049937i,-0.14537-0.047526i,-0.11276-0.011389i,-0.068526+0.022701i,-0.023829+0.026627i,-0.0082323+0.021219i,0.0012496+0.022389i,0.017479+0.011187i,0.022055-0.0033772i,0.013953-0.0033538i,0.0065652-0.0014729i,0.002693-0.0052775i,-0.003396-0.0083527i,-0.0078559-0.006493i,-0.0051789-0.0026522i,-0.0047185-0.002267i,-0.010783+0.00208i,-0.013706+0.012452i
0.10739-0.021883i,0.24349-0.059623i,0.31456-0.098873i,0.26341-0.057256i,0.18305+0.062898i,0.08619+0.13817i,-0.017476+0.11293i,-0.050304+0.05401i,-0.029249+0.0090174i,-0.0062664-0.033568i,-0.0015772-0.061478i,-0.01186-0.057182i,-0.021918-0.029216i,-0.016731+0.00053941i,0.0028127+0.015056i,0.019824+0.017357i,0.026142+0.013729i,0.025372+0.0079823i,0.022102+0.003241i,0.018916-0.0012418i,0.018528-0.0019619i,0.024989-0.0024486i,0.030225-0.0092687i
-0.13013+0.052785i,-0.21873-0.047292i,-0.24566-0.16079i,-0.18612-0.19449i,-0.083058-0.16598i,0.039857-0.096126i,0.10911-0.0017204i,0.10115+0.054339i,0.062561+0.044433i,0.011524+0.018531i,-0.023226+0.017285i,-0.014363+0.025167i,0.014224+0.015195i,0.024717-0.0071223i,0.017556-0.022057i,0.0031067-0.02646i,-0.015753-0.019399i,-0.025132-0.0039908i,-0.019986+0.0077752i,-0.012845+0.0096836i,-0.011456+0.0031195i,-0.014952-0.0036365i,-0.015643-0.0033623i
-0.041937-0.13206i,-0.17593-0.093801i,-0.2843+0.032561i,-0.28366+0.13344i,-0.24103+0.15098i,-0.22177+0.13051i,-0.15841+0.093046i,-0.089258+0.022843i,-0.072086-0.0027095i,-0.050898+0.023566i,-0.018487+0.018418i,-0.016973-0.010101i,-0.024933-0.011692i,-0.017008+0.0025242i,-0.0078966+0.0063667i,0.0043621-0.00051773i,0.024053-0.0081155i,0.040028-0.010719i,0.046244-0.012856i,0.043956-0.015929i,0.034335-0.017426i,0.020006-0.02057i,0.0044878-0.027189i
0.1309+0.11839i,0.19815+0.23597i,0.27401+0.24351i,0.31101+0.13225i,0.32463-0.0025596i,0.34875-0.10411i,0.27987-0.14315i,0.11815-0.067987i,0.029663+0.027i,-0.00036564+0.037332i,-0.042511+0.044329i,-0.036814+0.069495i,-0.0030195+0.034854i,-0.0026514-0.015795i,-0.011064-0.028798i,-0.018716-0.0258i,-0.033135-0.016101i,-0.034939-0.0094079i,-0.026701-0.012884i,-0.027073-0.018004i,-0.0337-0.016935i,-0.035466-0.0040974i,-0.027322+0.014414i
-0.20376-0.2155i,-0.15303-0.29922i,-0.065318-0.32103i,-0.079675-0.28264i,-0.20951-0.21096i,-0.32649-0.11145i,-0.26852-0.012028i,-0.074643+0.0099885i,0.046102-0.03194i,0.07939-0.026947i,0.10719-0.016877i,0.08182-0.037408i,0.010692-0.0036904i,-0.03091+0.056729i,-0.043109+0.071732i,-0.033331+0.049724i,-0.010404+0.017003i,-0.0053902-0.0053331i,-0.012485-0.0056212i,-0.0097327+0.0057696i,0.0035108+0.011452i,0.015085+0.00056027i,0.014746-0.01624i
0.029845+0.020204i,-0.16853+0.01219i,-0.31092+0.085423i,-0.26043+0.19531i,-0.08314+0.29487i,0.1052+0.24992i,0.13757+0.054246i,-0.0010466-0.061291i,-0.07632+0.0044901i,-0.011821+0.043927i,0.017387+0.01265i,0.00035814+0.023359i,0.029278+0.033899i,0.073315+0.0094685i,0.086525-0.0084836i,0.060972-0.011351i,0.020295+0.0029776i,0.0079827+0.021503i,0.021784+0.021532i,0.027502+0.014779i,0.016556+0.016991i,0.0011164+0.028211i,-0.0053281+0.038045i
-0.34097-0.055446i,-0.34429-0.043863i,-0.20191-0.038462i,-0.051185-0.051435i,-0.01802-0.1004i,-0.1589-0.062675i,-0.28202+0.10154i,-0.21473+0.18999i,-0.091626+0.1093i,-0.058524+0.0016914i,-0.044198-0.033995i,-0.0096742-0.046257i,-0.014518-0.056548i,-0.042121-0.047371i,-0.048228-0.036274i,-0.02893-0.02913i,-0.0022318-0.028147i,0.0013515-0.030955i,-0.012136-0.022222i,-0.011908-0.0085212i,-0.0024779-0.0051912i,-0.0035988-0.017269i,-0.013899-0.028855i
-1.6833+7.6355i,1.1308+7.2995i,4.0645+5.9826i,4.9298+2.519i,4.0622-0.64283i,2.0441-2.0197i,0.15064-1.2562i,-0.48682+0.093968i,0.055699+0.74289i,0.80931+0.4332i,0.86866-0.16553i,0.27436-0.30269i,-0.65143+0.27824i,-1.5153+1.2249i,-1.8014+1.376i,-1.5051+0.54069i,-1.0777-0.079349i,-0.63631+0.1411i,-0.052186+0.46817i,0.22715+0.38167i,0.0057738+0.25978i,-0.29847+0.33511i,-0.33361+0.46224i
-0.40681+0.44789i,-0.33964+0.56478i,-0.15962+0.40916i,0.024221+0.17507i,0.098295-0.028623i,0.038586-0.16588i,-0.053423-0.2244i,-0.045171-0.22642i,0.012183-0.23986i,-0.00061448-0.24897i,-0.03587-0.17981i,-0.018259-0.086483i,0.018526-0.043385i,0.026044-0.032428i,0.0053527-0.015419i,-0.017188+0.01561i,-0.02526+0.034902i,-0.02743+0.039008i,-0.01988+0.039438i,0.0027858+0.030143i,0.020819+0.0089665i,0.020195-0.019278i,0.0036949-0.036481i
0.41616-0.0023655i,0.53859+0.098285i,0.49094+0.1831i,0.35588+0.087171i,0.1845-0.12707i,-0.07185-0.34626i,-0.32521-0.38119i,-0.33744-0.19354i,-0.16094-0.053359i,-0.055946-0.010762i,-0.00217+0.047757i,0.052383+0.052717i,0.028216-0.00048745i,-0.017795-0.031068i,-0.022076-0.03909i,-0.015903-0.021155i,-0.00064724+0.0095253i,0.014889+0.0053435i,0.0023089-0.021921i,-0.020997-0.026553i,-0.024607-0.00021407i,-0.0005298+0.03362i,0.029611+0.043364i
-0.15636+0.33284i,-0.09951+0.36598i,0.034675+0.20798i,0.039997+0.018599i,-0.045532+0.024968i,0.0017671+0.23975i,0.17688+0.38492i,0.25865+0.27083i,0.16047+0.081231i,0.05124-0.00078626i,0.012567-0.035216i,-0.0032824-0.050762i,0.0090866-0.033959i,0.028264-0.026935i,0.019387-0.022029i,0.010899-0.0081697i,0.013498-0.0087573i,0.0083292-0.014987i,-0.0026755-0.0095962i,-0.0074299+0.0036852i,-0.0029488+0.012752i,-0.0020322+0.013882i,-0.0082158+0.019336i
0.18227-0.30953i,0.21148-0.39863i,0.07416-0.29434i,-0.0036952-0.020276i,0.091914+0.17861i,0.15518+0.14434i,0.094808+0.018305i,0.045395-0.039798i,0.059175-0.054998i,0.06965-0.078846i,0.053305-0.09324i,0.016784-0.072573i,-0.01374-0.014044i,-0.015832+0.042921i,-0.013235+0.061955i,-0.018218+0.05097i,-0.022497+0.031462i,-0.023505+0.018611i,-0.01457+0.011771i,0.00061274+0.0019276i,0.010464-0.0033397i,0.017426-0.0062565i,0.017554-0.015815i
-0.16173+0.5469i,-0.13748+0.70671i,-0.043356+0.51994i,-0.02513+0.15209i,-0.10908-0.1435i,-0.20561-0.26651i,-0.23245-0.21548i,-0.17857-0.10561i,-0.12332-0.049627i,-0.11635-0.013497i,-0.098914+0.040843i,-0.040168+0.054286i,-0.0066951+0.00075104i,-0.021636-0.045385i,-0.030178-0.041466i,-0.012398-0.019677i,0.0046899-0.0097446i,0.0059842-0.010605i,-0.0051191-0.010401i,-0.012571-0.004496i,-0.0080073-0.0022803i,-0.003314-0.0023264i,0.0031206+0.0020314i
0.35997-0.45475i,0.41057-0.59169i,0.31957-0.41818i,0.26466-0.15995i,0.29873-0.0438i,0.30792+0.019941i,0.26751+0.088143i,0.21087+0.096638i,0.14081+0.0519i,0.065512+0.011434i,0.015233-0.019555i,-0.017866-0.038786i,-0.037264-0.017553i,-0.020371+0.0052704i,0.004225-3.1383e-05i,-0.00061166-0.00097645i,-0.017564+0.012864i,-0.026074+0.026082i,-0.021096+0.0273i,-0.013764+0.014792i,-0.012299+0.0064191i,-0.0059869+0.01168i,0.0011316+0.017912i
-0.17338+0.47818i,-0.15181+0.53994i,-0.12453+0.31528i,-0.21426+0.10303i,-0.35991+0.08852i,-0.36119+0.11469i,-0.20969+0.053754i,-0.08522-0.043964i,-0.063816-0.062646i,-0.031188+0.0040455i,0.029858+0.044033i,0.049256+0.042431i,0.047756+0.043293i,0.04097+0.050867i,0.023706+0.051836i,0.015343+0.031147i,0.016676+0.0015316i,0.018037-0.015653i,0.013-0.017017i,0.004122-0.0053095i,-0.0027851+0.0030082i,-0.013932-0.0023851i,-0.023534-0.0063679i
0.1136-0.63223i,-0.024496-0.65313i,-0.073621-0.30059i,0.11448-0.016421i,0.31149-0.040688i,0.25899-0.15382i,0.057394-0.15013i,-0.0422-0.044493i,0.0038838+0.017463i,0.031117-0.015769i,-0.006828-0.03965i,-0.034806-0.029775i,-0.043645-0.032475i,-0.046593-0.047374i,-0.040314-0.047106i,-0.027506-0.014787i,-0.011782+0.021155i,-0.0034502+0.032003i,-0.0027571+0.027468i,0.00094578+0.016995i,0.0089015+0.011331i,0.024742+0.014426i,0.039431+0.013206i
-0.061695+0.75334i,0.19388+0.83625i,0.31988+0.4497i,0.11977+0.047483i,-0.11213-0.0043486i,-0.091661+0.12527i,0.047214+0.16928i,0.087043+0.093157i,0.025039+0.022923i,-0.00989+0.01688i,0.012498+0.019608i,0.039937+0.014419i,0.054346+0.014308i,0.056065+0.016792i,0.051037+0.013301i,0.038673-0.0091209i,0.017446-0.031304i,0.0032764-0.031003i,-0.0011547-0.019835i,-0.0045428-0.0096651i,-0.0068544-0.0079121i,-0.011298-0.011347i,-0.01513-0.010137i
-0.059844-0.75488i,-0.26135-0.85184i,-0.32036-0.54272i,-0.15389-0.20009i,0.018433-0.10899i,0.054424-0.16562i,0.017627-0.19092i,0.0061909-0.13685i,0.030558-0.078739i,0.024328-0.054883i,-0.011596-0.037342i,-0.036168-0.026306i,-0.042464-0.016036i,-0.034956-0.0072557i,-0.030045-0.0027598i,-0.027046+0.016321i,-0.012292+0.036445i,0.0047579+0.035134i,0.016099+0.020462i,0.019079+0.003979i,0.010172-0.0063043i,0.0002179-0.010129i,-0.0046116-0.010542i
0.15148+0.84108i,0.33538+0.90397i,0.28856+0.58808i,0.054201+0.29671i,-0.10839+0.20804i,-0.16054+0.15512i,-0.17637+0.087555i,-0.1669+0.049391i,-0.13562+0.039947i,-0.082876+0.036027i,-0.032677+0.03078i,0.0030351+0.025477i,0.018036+0.0018628i,0.0058915-0.017583i,-0.0021443-0.01555i,0.0070335-0.022092i,0.013405-0.036033i,0.0072688-0.039617i,-0.01228-0.032964i,-0.028628-0.014946i,-0.026053+0.0067637i,-0.013399+0.020127i,-0.0025924+0.020277i
-0.15409-0.7114i,-0.25406-0.73289i,-0.12686-0.44807i,0.12616-0.22201i,0.26848-0.17393i,0.24728-0.10447i,0.17425+0.021641i,0.15349+0.088304i,0.15446+0.056366i,0.10115+0.0070486i,0.044111-0.0072336i,0.012236-0.013691i,-0.016472+0.000489i,-0.020128+0.025419i,-0.013155+0.030535i,-0.01716+0.033974i,-0.01922+0.035854i,-0.016958+0.028982i,-0.0044945+0.025421i,0.01475+0.01644i,0.023014-0.00010346i,0.019347-0.008331i,0.011788-0.0046434i
0.32654+0.5667i,0.37906+0.47286i,0.1436+0.1719i,-0.16357+0.025816i,-0.28838+0.04171i,-0.2197+0.042502i,-0.082453-0.00084561i,-0.018949-0.062534i,-0.045437-0.074975i,-0.045998-0.033465i,-0.01355-0.013212i,0.0032308-0.011791i,0.020551-0.012358i,0.033345-0.01849i,0.032423-0.021033i,0.026416-0.024012i,0.01749-0.024375i,0.0079789-0.017669i,-0.0032272-0.01566i,-0.01728-0.011707i,-0.027514-0.00054841i,-0.026635+0.0072794i,-0.015546+0.00455i
-0.46964-0.41502i,-0.58855-0.20899i,-0.34943+0.13233i,0.023883+0.21687i,0.18335+0.097229i,0.1303+0.0073288i,0.03397-0.013019i,-0.0053072+0.011238i,0.013428+0.018294i,0.01156-0.0071293i,-0.016977-0.011458i,-0.034267+0.0017674i,-0.043434+0.0097594i,-0.043593+0.0099028i,-0.034942+0.0073203i,-0.022606+0.012568i,-0.011223+0.016288i,-0.0064722+0.012657i,-0.0033302+0.010997i,0.0049609+0.0092958i,0.018155+0.0043869i,0.024739-0.0035723i,0.015987-0.0071063i
0.53838+0.32985i,0.73926+0.20572i,0.59353-0.065971i,0.23586-0.19262i,0.0098906-0.1231i,-0.02182-0.035255i,0.0042371-0.0034578i,0.012547-0.0061427i,-0.011027-0.0044565i,-0.021305+0.015265i,0.0012764+0.028495i,0.026599+0.026349i,0.039486+0.016107i,0.034162+0.0062996i,0.016302+0.00051617i,-0.00029569-0.0061091i,-0.0068018-0.0068297i,-0.0025358-0.00044309i,0.0016369+0.0028358i,-0.0025583+0.003235i,-0.012582+0.0050273i,-0.01721+0.011367i,-0.011353+0.014752i
-0.52638-0.12297i,-0.64366-0.06045i,-0.51832+0.033887i,-0.2838+0.068941i,-0.11378+0.042354i,-0.0379+0.01341i,-0.0075083-0.0025917i,0.0034301-0.013706i,0.013543-0.015474i,0.023194-0.013666i,0.022841-0.022305i,0.010777-0.032873i,-0.0022892-0.025815i,-0.0035416-0.0093703i,0.0029457+0.0043546i,0.010954+0.016917i,0.013999+0.016098i,0.004865+0.0026078i,-0.0043841-0.0022901i,0.0013618-0.00010596i,0.014159-0.0034259i,0.016409-0.012918i,0.0052455-0.013744i
0.55291+0.034737i,0.67815+0.022395i,0.54276+0.044775i,0.30402+0.075058i,0.12649+0.072787i,0.02408+0.044318i,-0.025445+0.025294i,-0.036818+0.024913i,-0.039761+0.019983i,-0.042614+0.01309i,-0.036921+0.014191i,-0.025255+0.012138i,-0.015876-0.0034994i,-0.014115-0.018102i,-0.013462-0.02039i,-0.0096069-0.019024i,-0.0065384-0.012443i,-0.0030228+0.0018911i,0.0020883+0.0087763i,-0.0026+0.0028751i,-0.015039+0.0018666i,-0.016685+0.013601i,-0.0018133+0.019184i
-0.34049+0.091558i,-0.35615-0.0010474i,-0.23265-0.1458i,-0.085058-0.17838i,0.037343-0.11197i,0.11918-0.057218i,0.12913-0.034808i,0.10527-0.012831i,0.089489+0.0081439i,0.072672+0.0066055i,0.043378-0.0088563i,0.011316-0.0068521i,-0.010524+0.020336i,-0.013526+0.041447i,-0.0044451+0.037087i,0.00028568+0.023166i,-0.00064185+0.01382i,0.0016845+0.0056048i,0.0034499-0.001228i,0.0047281-0.0012873i,0.01142-0.0022132i,0.015688-0.011153i,0.0081985-0.017286i
0.22463-0.38616i,0.11851-0.37895i,-0.060028-0.18168i,-0.13124-0.03646i,-0.14158-0.052566i,-0.16717-0.10002i,-0.14882-0.096684i,-0.09755-0.091484i,-0.066012-0.085506i,-0.048339-0.050674i,-0.026459-0.006966i,0.0014863+0.012079i,0.030403-0.0028975i,0.040936-0.026197i,0.028801-0.032037i,0.014792-0.021023i,0.011699-0.0092788i,0.0088364-0.0039582i,0.00072845-0.0018107i,-0.0052917+0.00037302i,-0.01163+0.0041232i,-0.015585+0.010653i,-0.0085401+0.013146i
-0.26849+0.50983i,-0.24419+0.62848i,-0.078597+0.50882i,0.062606+0.30433i,0.081886+0.18893i,0.043938+0.1557i,-0.0054808+0.13205i,-0.037787+0.11638i,-0.028588+0.090944i,-0.0096998+0.046105i,-0.00095846+0.0077531i,-0.0021509-0.013554i,-0.02085-0.013916i,-0.036532-0.00082608i,-0.031514+0.0086795i,-0.01889+0.0070868i,-0.010092-0.002903i,-0.0049326-0.010253i,-0.0015958-0.0092424i,0.0010104-0.006483i,0.0048988-0.0062855i,0.0051605-0.009032i,-0.001959-0.0091818i
0.1482-0.54312i,0.20622-0.62903i,0.16445-0.51386i,0.051466-0.34306i,-0.0046183-0.19538i,0.025833-0.084999i,0.081986-0.021197i,0.11317-0.0069278i,0.090648-0.01787i,0.041471-0.017538i,0.0084014-0.0041344i,-0.0014308+0.0072963i,0.0078064+0.010425i,0.018421+0.0053735i,0.014885-0.00032582i,0.0021268-0.00038427i,-0.0077968+0.0049664i,-0.010741+0.010096i,-0.0085057+0.009829i,-0.0038567+0.0083993i,-0.00094532+0.0093902i,0.0038971+0.013131i,0.012797+0.013971i
-0.17998+0.71501i,-0.26317+0.8452i,-0.25372+0.6689i,-0.15366+0.39239i,-0.078943+0.17994i,-0.059019+0.050103i,-0.056307-0.021659i,-0.062753-0.052394i,-0.058451-0.037854i,-0.030143-0.0082835i,0.00077095-0.0008977i,0.015119-0.011808i,0.0080943-0.02153i,-0.0039091-0.01916i,-0.0021418-0.0066438i,0.010289+0.0036694i,0.017485+0.0029052i,0.013734-0.002564i,0.0048405-0.004517i,-0.0020865-0.0064446i,-0.0068617-0.011024i,-0.013864-0.01752i,-0.02144-0.019375i
0.28506-0.52496i,0.52542-0.59278i,0.5716-0.43054i,0.3729-0.21147i,0.1869-0.050494i,0.11039+0.014257i,0.055419+0.014224i,0.016747+0.022779i,0.0092883+0.016841i,-0.002525-0.0052373i,-0.019646-0.0077389i,-0.034192+0.0012481i,-0.041504+0.013947i,-0.032632+0.019524i,-0.020662+0.0054996i,-0.020094-0.0097497i,-0.020076-0.0089879i,-0.011114-0.0013726i,-0.0014695+0.0031453i,0.0038612+0.0075726i,0.0068567+0.015744i,0.012465+0.028246i,0.02032+0.033899i
-0.074854+0.41873i,-0.26719+0.32435i,-0.37808+0.072485i,-0.27431-0.051326i,-0.10545-0.061945i,-0.020107-0.045162i,0.011577+0.0071884i,0.034397+0.03627i,0.028454+0.039241i,0.020351+0.040552i,0.023127+0.027073i,0.028472+0.020218i,0.039108+0.021463i,0.038992+0.01258i,0.024863+0.0093409i,0.015928+0.017037i,0.013575+0.016493i,0.0058061+0.0059881i,-0.0050733-0.0014047i,-0.0068893-0.0060512i,-0.002372-0.015192i,-0.0026521-0.030014i,-0.0073414-0.03718i
0.098126-0.4954i,0.17514-0.42671i,0.18416-0.12324i,0.12311+0.049543i,0.04085+0.01185i,-0.024467-0.066472i,-0.042732-0.10797i,-0.026348-0.10942i,0.0031049-0.089647i,0.0092225-0.064678i,0.00093298-0.033054i,0.0025023-0.021643i,-0.0015033-0.030528i,-0.0081083-0.028841i,-0.005653-0.020466i,-0.0022838-0.019323i,-0.0042786-0.018572i,-0.005287-0.00902i,-0.00083543+0.0032228i,0.00049433+0.0084521i,-0.0033027+0.013088i,-0.0052586+0.025777i,-0.0025305+0.03441i
-0.14919+0.3531i,-0.22002+0.34296i,-0.17294+0.13477i,-0.089955-0.014165i,-0.058511+0.011118i,-0.038286+0.08834i,-0.013129+0.1156i,-0.016259+0.08821i,-0.043706+0.054393i,-0.045683+0.038345i,-0.027408+0.017784i,-0.024445+0.0065881i,-0.023042+0.016437i,-0.01451+0.019159i,-0.011935+0.014276i,-0.013709+0.017105i,-0.011659+0.022332i,-0.0050934+0.01808i,-0.00036068+0.0055009i,-0.00069824-0.0024017i,0.0001178-0.0056798i,0.0047546-0.015191i,0.0062585-0.023534i
0.061705-0.35327i,0.10043-0.37952i,0.057696-0.20456i,0.025568-0.040439i,0.055735-0.01236i,0.061227-0.035533i,0.036506-0.04203i,0.031834-0.022127i,0.053861+0.0010977i,0.062289+0.00026861i,0.044708-0.00070028i,0.037941+0.0039427i,0.038681-0.0057669i,0.026748-0.010732i,0.019559-0.0042441i,0.022613-0.0031186i,0.02479-0.0067821i,0.020789-0.0054404i,0.012251+0.0010932i,0.0059339+0.0049129i,0.0043458+0.0058013i,0.0022498+0.010457i,-0.0011728+0.015668i
-0.26192+0.44325i,-0.3264+0.60784i,-0.19747+0.49216i,-0.072987+0.21083i,-0.092251+0.019669i,-0.1072-0.025583i,-0.068605-0.027461i,-0.043667-0.043965i,-0.049278-0.059975i,-0.061144-0.04482i,-0.048554-0.021234i,-0.037701-0.022764i,-0.046004-0.022535i,-0.035853-0.011065i,-0.016114-0.0083698i,-0.014449-0.0092584i,-0.019003-0.0076554i,-0.015388-0.0094483i,-0.0080742-0.011414i,-0.0049402-0.0074365i,-0.0060784-0.0036909i,-0.0069396-0.0059856i,-0.0039117-0.0095738i
0.4348-0.21088i,0.65799-0.38989i,0.55273-0.41306i,0.2658-0.20301i,0.14063+0.056153i,0.14367+0.14781i,0.10108+0.11565i,0.031771+0.099331i,0.0096554+0.103i,0.030066+0.075711i,0.032906+0.036966i,0.016803+0.034984i,0.019643+0.045631i,0.019551+0.031436i,0.006142+0.014274i,0.0041477+0.011617i,0.010812+0.011623i,0.0092803+0.0093i,0.0029902+0.0077604i,0.0032338+0.0051981i,0.007879+0.0035573i,0.0085998+0.0060653i,0.0047605+0.0080904i
-0.40746+0.12468i,-0.68242+0.21556i,-0.64386+0.22387i,-0.32292+0.084155i,-0.091002-0.1352i,-0.065078-0.23863i,-0.058247-0.17074i,0.016516-0.08783i,0.063677-0.076498i,0.030959-0.07587i,-0.0013708-0.048708i,0.0055925-0.036841i,0.0086498-0.043174i,0.0032642-0.029967i,0.0026309-0.010877i,-0.0027565-0.0058214i,-0.011627-0.0074773i,-0.014628-0.0081003i,-0.012154-0.0058477i,-0.012347-0.0045577i,-0.012195-0.0040671i,-0.0065294-0.0047408i,-0.00078099-0.0063565i
0.55542+0.0055725i,0.85959-0.0099073i,0.77538-0.021905i,0.36508+0.023564i,0.050809+0.13846i,-0.013297+0.19642i,0.0081184+0.12425i,-0.01878+0.023489i,-0.066165-0.0039665i,-0.063239+0.026813i,-0.032285+0.040141i,-0.025302+0.032361i,-0.023455+0.030778i,-0.0092181+0.019176i,0.00053422+0.0045705i,0.0070365+0.0074706i,0.01383+0.017466i,0.014922+0.020695i,0.013636+0.015787i,0.011332+0.0096601i,0.0057566+0.0067792i,-0.0015396+0.0069059i,-0.007076+0.0071688i
