2.3923e-05+0.00029276i,-0.00027462-0.0012561i,-0.0010099-0.0012145i,-0.002103+0.00015959i,-0.0029817+0.0018703i,-0.0026679+0.0019071i,-0.0017904+0.0017211i,-0.00075943+0.0017712i,-0.00020603+0.00032661i,-0.00026687-0.0011024i,8.6806e-05-0.0015511i,0.00036309-0.00088295i,-0.00035202-0.00016941i,-0.00075767+0.00030176i,-0.00013002+0.00071208i,0.00062288+0.00029024i,0.001306+1.9162e-05i,0.00067939-0.00058426i,0.00047659-0.00072287i,0.00073391+0.00051457i,0.00073037+0.00055889i,0.00071124+0.00016115i,0.00013836-0.00025988i
0.011651+0.012328i,0.043281+0.031791i,0.084777+0.057052i,0.10092+0.042071i,0.082953-0.023733i,0.078401-0.081824i,0.099586-0.10085i,0.089619-0.10151i,0.033474-0.080926i,-0.006347-0.035253i,-0.002004-0.0029465i,0.0066868-0.0017185i,-0.0011537-0.0086127i,-0.0103-0.012056i,-0.017023-0.012475i,-0.02086-0.0070778i,-0.0167-0.0019557i,-0.0079082-0.0008152i,-0.00096476-0.00099745i,0.003937-0.0031125i,0.0062921-0.0064461i,0.0020879-0.0082834i,-0.0050685-0.005572i
-0.014094-0.0024708i,-0.047611-0.0061899i,-0.086232-0.016298i,-0.094053-0.0056604i,-0.069854+0.038662i,-0.062739+0.074158i,-0.085985+0.081213i,-0.081921+0.075677i,-0.03385+0.059277i,-0.003305+0.031607i,-0.010693+0.018189i,-0.01429+0.022579i,-0.0036962+0.020788i,0.0065002+0.013423i,0.015029+0.0083486i,0.018898+0.0013995i,0.011927-0.0017776i,0.0013921+0.0011166i,-0.0038369+0.0037969i,-0.0056959+0.0059184i,-0.0058236+0.009476i,-0.0011134+0.009882i,0.007231+0.0050041i
0.016211-0.0048806i,0.050002-0.0095055i,0.08718-0.01461i,0.087523-0.022331i,0.056828-0.030361i,0.047308-0.02577i,0.066613-0.016406i,0.058572-0.016085i,0.012166-0.015011i,-0.015358-0.0094647i,-0.0086903-0.014582i,-0.0029138-0.023499i,-0.0056587-0.019698i,-0.0094156-0.011697i,-0.01551-0.0053122i,-0.018147+0.00021743i,-0.011739+0.00075009i,-0.0022959-0.0012828i,0.0029724-0.0035357i,0.0037684-0.0060993i,0.0018465-0.0092236i,-0.0029678-0.0096574i,-0.0075076-0.0043974i
-0.010865+0.0095412i,-0.035385+0.02462i,-0.072349+0.043396i,-0.077392+0.048827i,-0.048387+0.022856i,-0.049618-0.026864i,-0.077706-0.056653i,-0.0645-0.04771i,-0.013024-0.035108i,0.015157-0.028227i,0.015186-0.010452i,0.014417+0.0051374i,0.01451+0.0080812i,0.015259+0.0075812i,0.018754+0.005358i,0.018645+0.0023917i,0.012833+0.0027196i,0.0056421+0.0048079i,0.00086071+0.0053957i,-0.0016297+0.004367i,-0.0029716+0.0061041i,0.00020818+0.0086163i,0.0043704+0.0060472i
0.0022117-0.0090962i,0.02245-0.033242i,0.054092-0.058331i,0.069261-0.058003i,0.065687-0.015247i,0.087834+0.053314i,0.11445+0.094535i,0.087675+0.089581i,0.031712+0.073549i,0.0040902+0.054282i,-0.0007079+0.024906i,-0.0058226+0.0051966i,-0.0093433-0.00086465i,-0.01227-0.0042545i,-0.01736-0.0041081i,-0.01935-0.00036679i,-0.014403-0.00073717i,-0.006418-0.0036164i,0.00014675-0.0039659i,0.0045189-0.0041467i,0.0059298-0.0082608i,0.0019542-0.013446i,-0.0040243-0.012185i
-0.00049924+0.0091144i,-0.0096187+0.040731i,-0.023654+0.079336i,-0.027612+0.084774i,-0.029059+0.033664i,-0.059879-0.048854i,-0.093792-0.10647i,-0.080325-0.11498i,-0.037395-0.098466i,-0.012231-0.069925i,-0.0086471-0.035042i,-0.004777-0.012081i,0.0034719-0.0046172i,0.012986-0.0051445i,0.02014-0.0085749i,0.019725-0.0092118i,0.012237-0.0040195i,0.0031532+0.0019338i,-0.0029598+0.0045716i,-0.0052253+0.0064009i,-0.0035506+0.010504i,0.0029557+0.015172i,0.010046+0.012827i
-0.0054116-0.0075149i,-0.0050572-0.034508i,-0.0050378-0.072111i,-0.0094522-0.069906i,-0.00098745+0.0052995i,0.045668+0.10468i,0.092979+0.15806i,0.084649+0.15425i,0.043184+0.12886i,0.019987+0.092495i,0.018591+0.048492i,0.013677+0.017366i,0.0029869+0.0070308i,-0.0064239+0.0066712i,-0.012181+0.0083722i,-0.013604+0.0075945i,-0.011405+0.0020419i,-0.0063705-0.0031934i,-0.0017268-0.0058794i,0.00081972-0.0076364i,-0.00081078-0.011164i,-0.0076001-0.013963i,-0.013023-0.0097043i
0.0083752+0.0041043i,0.020681+0.027851i,0.03137+0.060913i,0.032021+0.053941i,0.0066142-0.027378i,-0.054823-0.12837i,-0.10442-0.1719i,-0.094237-0.16046i,-0.059569-0.13568i,-0.044302-0.092i,-0.033247-0.036698i,-0.014688-0.0048584i,-0.0020468+0.00048829i,0.0042163-0.0028221i,0.0090486-0.0048423i,0.012365-0.0039315i,0.012562+0.00032317i,0.0090417+0.0034818i,0.0064904+0.0032487i,0.0049448+0.0026038i,0.0036333+0.0052425i,0.0061321+0.0088028i,0.0098982+0.0076512i
-0.008893-0.0022927i,-0.026937-0.020571i,-0.046693-0.043082i,-0.045846-0.02973i,-0.0050556+0.044401i,0.061945+0.13368i,0.096964+0.17166i,0.079213+0.16317i,0.055063+0.1393i,0.045601+0.089967i,0.027126+0.033257i,0.0050158+0.00801i,-0.0022201+0.0070118i,-0.0046344+0.00878i,-0.0094276+0.0082041i,-0.014196+0.0043765i,-0.015476-0.0010581i,-0.012015-0.0020943i,-0.0061274+0.00029144i,-0.00087964+0.00027093i,-0.00014934-0.0037426i,-0.003466-0.008818i,-0.0073859-0.0079082i
0.015536+0.0011282i,0.037537+0.0096197i,0.068028+0.023113i,0.075708+0.0091437i,0.033142-0.062043i,-0.037184-0.1487i,-0.073247-0.18692i,-0.063593-0.17827i,-0.048752-0.14882i,-0.039538-0.10054i,-0.023627-0.053409i,-0.0095326-0.031027i,-0.0056649-0.022703i,-0.00086141-0.017025i,0.0064643-0.014082i,0.011417-0.0095349i,0.011857-0.0021685i,0.008007+0.0015385i,0.0027116+0.0013371i,-0.0016611+0.0023571i,-0.0019794+0.0062998i,0.0027651+0.011012i,0.0074137+0.010094i
-0.0095114+0.0046852i,-0.032836+0.0061998i,-0.066124+0.004848i,-0.075893+0.027125i,-0.026432+0.10024i,0.057645+0.17769i,0.099888+0.19895i,0.084362+0.18258i,0.06698+0.1543i,0.061699+0.10753i,0.050327+0.061279i,0.03614+0.033536i,0.025307+0.018829i,0.014614+0.01168i,0.0057533+0.0083609i,-0.0025317+0.0034259i,-0.0104-0.0020476i,-0.01162-0.0051529i,-0.007947-0.0061073i,-0.0039578-0.0056628i,-0.0024489-0.0077702i,-0.0046371-0.011208i,-0.007351-0.0098241i
0.0091357-0.01083i,0.029506-0.017816i,0.059505-0.025102i,0.064465-0.047002i,0.010554-0.10173i,-0.070463-0.15153i,-0.10245-0.15515i,-0.084371-0.14378i,-0.077184-0.13007i,-0.082863-0.084182i,-0.069619-0.032082i,-0.04549-0.0053643i,-0.025763+0.0013735i,-0.011623-0.001617i,-0.0028587-0.0037347i,0.0061883+0.00049914i,0.015002+0.0038233i,0.017424+0.0028684i,0.015546+0.0016646i,0.011474+0.0020433i,0.0075365+0.00439i,0.007689+0.0078456i,0.0092406+0.0073998i
-0.0054894+0.0046385i,-0.021766+0.021211i,-0.048728+0.042494i,-0.056514+0.072074i,-0.0089309+0.1154i,0.058595+0.14499i,0.076663+0.13595i,0.061351+0.12242i,0.065708+0.10898i,0.073112+0.063999i,0.053821+0.016329i,0.029197-0.00056899i,0.015013+0.0021447i,0.0061875+0.0074402i,-0.00094012+0.0069607i,-0.009213+0.0037486i,-0.016101+0.0020576i,-0.016973+0.0025409i,-0.014055+0.0038314i,-0.0098447+0.0029324i,-0.0069357+0.00021715i,-0.0080137-0.0029973i,-0.0086561-0.0022348i
0.0065538-0.0064167i,0.014541-0.026227i,0.037649-0.052126i,0.049034-0.084619i,0.0084857-0.12724i,-0.052369-0.14671i,-0.062959-0.12317i,-0.045745-0.10239i,-0.054281-0.089678i,-0.061864-0.054546i,-0.042932-0.021221i,-0.024282-0.012181i,-0.017821-0.012926i,-0.012834-0.013594i,-0.0057632-0.01153i,0.0030304-0.0084114i,0.010213-0.0068429i,0.011318-0.005796i,0.0080195-0.0057528i,0.0039194-0.0058338i,0.0015426-0.0026186i,0.002588+0.0023992i,0.0043242+0.0034066i
-1.5861e-05+0.0041889i,0.00020098+0.0246i,-0.013239+0.054725i,-0.022094+0.093266i,0.017075+0.13348i,0.075608+0.13719i,0.072337+0.099486i,0.038198+0.081136i,0.046479+0.075548i,0.064033+0.044743i,0.054155+0.016612i,0.039578+0.008067i,0.032166+0.0067347i,0.024573+0.0078362i,0.014868+0.0070461i,0.0024982+0.0039222i,-0.0093388+0.0021269i,-0.014125+0.0013775i,-0.010987+0.00071875i,-0.0055716-0.00065815i,-0.0025863-0.0036182i,-0.0031191-0.0062831i,-0.0042305-0.0058023i
-0.0047488-0.0038998i,-0.0068692-0.018179i,1.9221e-05-0.043769i,0.008701-0.079594i,-0.022076-0.10786i,-0.06714-0.095456i,-0.051792-0.058692i,-0.017793-0.057383i,-0.037207-0.062444i,-0.063108-0.031122i,-0.053935-0.0017321i,-0.038472+0.0079723i,-0.028377+0.0080513i,-0.019551+0.0021486i,-0.011635-0.0027879i,-0.0011956-0.0035675i,0.0082943-0.0031933i,0.01205-0.002278i,0.012215-0.0019527i,0.010628-0.0016314i,0.0080071+0.0012912i,0.0063089+0.0044167i,0.0063873+0.0044902i
0.0041407+0.000429i,0.011176+0.011992i,0.0065005+0.037845i,-0.002268+0.07926i,0.025771+0.10808i,0.064677+0.085184i,0.044714+0.040771i,0.014491+0.039415i,0.03517+0.046434i,0.056062+0.017146i,0.043806-0.0091185i,0.027489-0.014342i,0.018343-0.011261i,0.013738-0.0035029i,0.01102+0.0016475i,0.0039538+0.0043254i,-0.0050145+0.0066241i,-0.010355+0.0067862i,-0.010746+0.0068825i,-0.007439+0.0066166i,-0.0050583+0.0036692i,-0.0049178-6.9587e-05i,-0.0058957-0.0011512i
-0.004232-0.00050318i,-0.015027-0.0046369i,-0.012914-0.024544i,-0.0017917-0.067145i,-0.024634-0.09609i,-0.055677-0.061101i,-0.029833-0.0026956i,-0.0012892+0.0020114i,-0.02595-0.011384i,-0.048895+0.0048443i,-0.037203+0.019215i,-0.021222+0.017114i,-0.01355+0.0087819i,-0.011375-0.00080627i,-0.010852-0.0046216i,-0.0051556-0.0039352i,0.0020636-0.0031044i,0.0064896-0.0029897i,0.007979-0.0034807i,0.005381-0.0032529i,0.0022504-0.0012305i,0.0018825+0.0017198i,0.0031046+0.0019893i
0.0060581-0.0059374i,0.014718-0.0037284i,0.010999+0.01367i,0.0036544+0.061803i,0.028912+0.094523i,0.052761+0.04882i,0.0084061-0.018861i,-0.032616-0.01972i,-0.0025634-0.00064007i,0.029448-0.013129i,0.024464-0.023396i,0.014717-0.018688i,0.011855-0.0087527i,0.012139+0.00057229i,0.01139+0.0027237i,0.0061758+0.0016619i,-0.00083039+0.0011636i,-0.0070132+0.00024028i,-0.0090704+2.0937e-05i,-0.005884-0.0011161i,-0.0035352-0.0033581i,-0.0044573-0.004171i,-0.005314-0.0028748i
-0.0014465+0.0058811i,-0.0066834+0.012292i,-0.00087327+0.00043409i,0.0066621-0.04872i,-0.016589-0.080662i,-0.035611-0.029684i,0.012135+0.032335i,0.052011+0.019859i,0.017238-0.0026816i,-0.017824+0.011651i,-0.014487+0.020384i,-0.0070472+0.016475i,-0.0068598+0.010243i,-0.0090188+0.0018546i,-0.0094742-0.0024729i,-0.0055034-0.0033788i,-0.00061535-0.0028696i,0.0037273-0.0021187i,0.0066278-0.0025965i,0.0061986-0.0022785i,0.0056141-0.00046726i,0.0057688+0.0008647i,0.0059729+0.0001119i
0.001639-0.0098331i,0.00028201-0.017645i,-0.012048-0.004126i,-0.017542+0.052353i,0.013547+0.087154i,0.037072+0.03061i,-0.0057436-0.034937i,-0.040086-0.022965i,-0.0089562-0.00046974i,0.018536-0.01216i,0.013348-0.018472i,0.0070273-0.014697i,0.0067388-0.008972i,0.0098073-0.0014074i,0.011698+0.0016641i,0.0088746+0.00094682i,0.0028841+0.00048882i,-0.0018579+0.0015817i,-0.0016923+0.0028358i,-0.00031513+0.0033606i,-0.00094026+0.0020648i,-0.0025609+0.00026528i,-0.0041471+0.00024752i
-0.0012006+0.0097663i,0.0066236+0.020767i,0.024782+0.0079176i,0.030062-0.05005i,-0.0036054-0.079683i,-0.020975-0.010134i,0.026297+0.062493i,0.052695+0.049186i,0.012238+0.021792i,-0.016652+0.025819i,-0.0097073+0.025977i,-0.0015472+0.019652i,0.00093366+0.012569i,-0.0020536+0.0039573i,-0.0069512+0.00065093i,-0.0075017+0.002126i,-0.0040191+0.0050039i,0.00015008+0.0061789i,0.00066532+0.0044718i,-0.0014323+0.0027376i,-0.0023419+0.0033244i,0.00016737+0.0047712i,0.0040485+0.0033658i
-0.0055688-0.011167i,-0.017889-0.014667i,-0.040922+0.0079468i,-0.040957+0.075608i,0.0011147+0.10777i,0.015117+0.028584i,-0.042374-0.055044i,-0.073106-0.047535i,-0.032979-0.02469i,-0.0016249-0.030163i,-0.0041177-0.029251i,-0.0095015-0.019862i,-0.0086788-0.0094267i,-0.0025124-0.0012813i,0.0035301-0.0021178i,0.003372-0.006186i,-0.00097579-0.0082094i,-0.0058456-0.0075334i,-0.006378-0.0057118i,-0.0032823-0.0050673i,-0.0022443-0.0047879i,-0.003088-0.0043879i,-0.0039046-0.002739i
0.010594+0.0044641i,0.026603+0.0077385i,0.049772-0.020905i,0.042556-0.09219i,-0.0047334-0.121i,-0.018065-0.03783i,0.039404+0.045053i,0.07092+0.037597i,0.035507+0.0175i,0.0088899+0.022813i,0.01288+0.019244i,0.017101+0.0089707i,0.01432-0.00054319i,0.0061019-0.0059474i,-0.00050278-0.0022041i,0.00078813+0.0033788i,0.005383+0.0052393i,0.0084178+0.0040287i,0.0072762+0.0021584i,0.0033838+0.001021i,0.0019541+0.00051255i,0.0030439+0.0012761i,0.004682+0.00095464i
-0.0071544-0.0075296i,-0.028026-0.003718i,-0.054406+0.035956i,-0.039451+0.11705i,0.02034+0.143i,0.035873+0.050368i,-0.023077-0.039351i,-0.055179-0.035271i,-0.024729-0.015147i,-0.0049084-0.016299i,-0.011569-0.0088804i,-0.013937+0.0024459i,-0.0084796+0.009514i,0.00014491+0.010261i,0.0033146+0.0035099i,-0.00024399-0.0037521i,-0.0039256-0.0059361i,-0.0054225-0.0033123i,-0.0027032-0.00035283i,0.0004208+0.00025i,0.0011006-0.00080828i,-0.00096431-0.0021216i,-0.0038728-0.0014363i
0.0098753+0.003492i,0.032302-0.0080872i,0.056326-0.056297i,0.033662-0.13792i,-0.028604-0.15552i,-0.034616-0.051641i,0.031408+0.042773i,0.060797+0.042396i,0.025702+0.025131i,0.001121+0.023874i,0.0036591+0.012687i,0.0065988+0.00052767i,0.0054166-0.0055028i,0.0014207-0.0069006i,-0.00037393-0.0026933i,0.0018914+0.0022474i,0.0043358+0.0047397i,0.0041839+0.0036591i,0.001386+0.0012243i,-0.0016094+0.0010743i,-0.0034914+0.0025476i,-0.0011441+0.0036706i,0.0035951+0.0017089i
-0.009362+0.0029824i,-0.028307+0.02344i,-0.043817+0.083586i,-0.0082467+0.17012i,0.058155+0.18462i,0.051968+0.079528i,-0.026902-0.016671i,-0.059805-0.025525i,-0.028846-0.019348i,-0.0088053-0.023509i,-0.0095658-0.015043i,-0.009285-0.0040033i,-0.0069296+0.003907i,-0.0024738+0.0071501i,-0.00032033+0.0022155i,-0.0036445-0.0041034i,-0.0087095-0.0066588i,-0.009734-0.0054471i,-0.0041182-0.0039475i,0.0018863-0.0042496i,0.0029447-0.0047894i,-0.00049501-0.0049011i,-0.003539-0.0026375i
0.0081946-0.0090987i,0.022285-0.032428i,0.026357-0.10026i,-0.025528-0.18865i,-0.097479-0.19692i,-0.081532-0.090426i,0.0046696+0.0038368i,0.041112+0.017004i,0.020143+0.015761i,0.010082+0.019712i,0.015057+0.011335i,0.015805+0.00062924i,0.0123-0.0084017i,0.0056858-0.011925i,0.0031518-0.0058315i,0.0080887+0.0011741i,0.011759+0.0033586i,0.0099579+0.0033094i,0.0048375+0.0029792i,0.00060764+0.0028641i,-0.00096928+0.0039182i,0.0017049+0.0049173i,0.0049923+0.0025789i
-0.0045454+0.005147i,-0.013918+0.037047i,-0.0064328+0.11345i,0.058764+0.20395i,0.13811+0.20924i,0.12156+0.099637i,0.028711-0.00095308i,-0.018668-0.020701i,-0.0082215-0.018568i,-0.0035292-0.016147i,-0.010896-0.0038901i,-0.012271+0.0077758i,-0.005345+0.01474i,0.0023603+0.014296i,0.0014128+0.0064107i,-0.005491+0.00025049i,-0.010665-0.0012738i,-0.01082+0.00036349i,-0.0053502+0.0023338i,0.00034499+0.0014731i,0.001176-0.0017995i,-0.002098-0.0039689i,-0.004233-0.0014269i
0.0065956-0.011182i,0.0086743-0.045594i,-0.01498-0.12478i,-0.096021-0.2071i,-0.17351-0.2003i,-0.14067-0.088868i,-0.035065+0.0081444i,0.018943+0.028217i,0.010339+0.025589i,0.0019792+0.021101i,0.0045309+0.0061862i,0.0042554-0.0074785i,1.2762e-05-0.013739i,-0.0033314-0.012716i,-1.1353e-05-0.00684i,0.0066261-0.0020115i,0.010026-0.0013504i,0.0070515-0.0036429i,0.00038096-0.0044699i,-0.0045715-0.0025693i,-0.0048694+0.0014035i,-0.0016327+0.0043716i,0.0015224+0.0029441i
-0.0027051+0.0096199i,0.0035178+0.047814i,0.043356+0.1282i,0.13944+0.20642i,0.21763+0.19776i,0.16874+0.09891i,0.046934+0.013641i,-0.014087-0.012746i,-0.011306-0.021424i,-0.0057987-0.020188i,-0.0060386-0.0060021i,-0.0023406+0.0055003i,0.0019881+0.010355i,0.0039134+0.0094892i,0.00089134+0.0052577i,-0.005341+0.002214i,-0.0087118+0.0016367i,-0.00619+0.0024294i,0.00027496+0.0024226i,0.0048244+0.0006514i,0.0052189-0.0024652i,0.0025784-0.0056i,-0.00064638-0.0040879i
-0.004481-0.010893i,-0.019203-0.043437i,-0.07536-0.11578i,-0.18418-0.1842i,-0.26054-0.17276i,-0.2012-0.087414i,-0.072538-0.018407i,-0.0073026+0.0043768i,-0.0015593+0.015458i,0.00097649+0.015727i,0.0035676+0.0037511i,0.0010322-0.0041779i,-0.0019541-0.0080273i,-0.0047563-0.0097084i,-0.0026956-0.0071903i,0.0033943-0.0044211i,0.0067639-0.0050867i,0.0043603-0.0063939i,-0.0012719-0.0045886i,-0.0048727-0.00086513i,-0.0048265+0.0031156i,-0.00093404+0.0062012i,0.0016681+0.0048709i
0.0050457+0.0057735i,0.027983+0.037832i,0.098271+0.10423i,0.22+0.16376i,0.30154+0.15086i,0.24329+0.072907i,0.1109+0.0071653i,0.033613-0.016409i,0.01534-0.02405i,0.006278-0.01955i,0.0010676-0.008324i,0.0012011-0.0011826i,0.0037409+0.0047357i,0.0071013+0.0062853i,0.0052558+0.0037953i,-0.0010939+0.0033248i,-0.0051881+0.0052738i,-0.0037871+0.0067223i,0.0018632+0.0059139i,0.006289+0.0024222i,0.005496-0.0025216i,0.001419-0.0058366i,-0.0012815-0.0048042i
-0.0069522-0.005459i,-0.03518-0.031033i,-0.11773-0.083846i,-0.24931-0.12309i,-0.32703-0.10218i,-0.25802-0.036697i,-0.11713+0.013727i,-0.032585+0.031215i,-0.010272+0.035013i,-0.0017322+0.027368i,0.0048114+0.013767i,0.0061515+0.0028452i,0.0015131-0.0032534i,-0.0032885-0.0034503i,-0.0018686-0.0026445i,0.0019685-0.0032993i,0.0030574-0.0051109i,0.00031363-0.0063815i,-0.0045252-0.0054508i,-0.0080704-0.0024118i,-0.0073625+0.002913i,-0.0024367+0.0060715i,0.001202+0.0046788i
0.0090774+0.0042591i,0.043862+0.022809i,0.13816+0.06071i,0.27665+0.085647i,0.35045+0.066542i,0.27134+0.021803i,0.12164-0.0091404i,0.030751-0.022201i,0.0031555-0.027967i,-0.0072346-0.020378i,-0.011009-0.004858i,-0.008003+0.0057772i,-0.0026984+0.0087605i,0.0010937+0.0060201i,0.0016234+0.0038537i,-1.9042e-05+0.0045368i,-0.0012857+0.006696i,0.0011736+0.008834i,0.0060934+0.0067867i,0.0085701+0.0019288i,0.0066259-0.0031363i,0.0023749-0.0064322i,0.00081021-0.0062144i
-0.0049396+0.00088552i,-0.043062-0.010827i,-0.14222-0.03259i,-0.28436-0.040798i,-0.35963-0.018735i,-0.28362+0.0074093i,-0.1367+0.015961i,-0.0445+0.020291i,-0.012127+0.025092i,0.00024215+0.016398i,0.0015625+0.0010114i,-0.0023808-0.0069433i,-0.004492-0.0079171i,-0.0045823-0.0058993i,-0.0031546-0.0043891i,-0.001035-0.0041877i,0.0001606-0.005337i,-0.0020089-0.007296i,-0.0073828-0.0063779i,-0.0095265-0.0027082i,-0.0077458+0.0027348i,-0.0036086+0.0066558i,-0.00062618+0.0064211i
0.011024+0.0023758i,0.050842+0.0056836i,0.15153+0.0098534i,0.29303-0.0015874i,0.37004-0.028198i,0.29787-0.042033i,0.15211-0.036726i,0.055641-0.031535i,0.019546-0.02908i,0.008543-0.020059i,0.0073675-0.0096923i,0.0075961-0.0045423i,0.0060395-0.00041308i,0.0051591+0.0012636i,0.0036643+0.00046621i,0.0023514+0.00055269i,0.0020335+0.0029675i,0.0039882+0.0050282i,0.0083698+0.003682i,0.010703-0.00038822i,0.0086932-0.0050396i,0.0038932-0.0077859i,0.0008002-0.0071977i
-0.0074534+0.0023611i,-0.044969+0.0069372i,-0.14173+0.020347i,-0.27751+0.051359i,-0.35051+0.080218i,-0.28286+0.081289i,-0.14399+0.061343i,-0.049758+0.045356i,-0.01381+0.037812i,-0.00040974+0.028268i,0.0051787+0.017935i,0.0057416+0.010586i,0.0035086+0.0052373i,0.0017933+0.0025014i,0.0020283+0.0017731i,0.0018604+0.00058838i,-0.00030961-0.0015657i,-0.0033414-0.0025581i,-0.0064713-0.0020622i,-0.0092378+7.1423e-05i,-0.0089711+0.004127i,-0.0054803+0.0071967i,-0.0026932+0.0065591i
0.0078066-0.0066477i,0.041899-0.018506i,0.13158-0.048118i,0.26049-0.093474i,0.32909-0.11925i,0.26953-0.1004i,0.14376-0.06316i,0.050292-0.042608i,0.0087011-0.03367i,-0.0082115-0.020618i,-0.013773-0.0072774i,-0.012155+0.00082091i,-0.0069127+0.004927i,-0.0031051+0.0046852i,-0.0018209+0.0024517i,-0.00099609+0.0014462i,-9.3812e-05+0.0025022i,0.0016335+0.0037864i,0.0045711+0.0031843i,0.0072837+0.0009999i,0.0071523-0.0035451i,0.0037155-0.0069371i,0.0010727-0.0064479i
-0.0031086+0.0069754i,-0.034514+0.025408i,-0.11739+0.067836i,-0.23555+0.12906i,-0.30268+0.1634i,-0.25297+0.13554i,-0.13741+0.081663i,-0.048859+0.049864i,-0.0092664+0.0334i,0.0038466+0.015587i,0.005589+0.00085483i,0.0039357-0.0064278i,0.0021041-0.008311i,0.00078316-0.0070765i,0.0013148-0.0044358i,0.001067-0.0027147i,-0.0012726-0.0029022i,-0.0042456-0.0035177i,-0.0072157-0.0028557i,-0.0086953+0.00029317i,-0.0078963+0.0056173i,-0.0044301+0.0088346i,-0.0015266+0.0081223i
0.0084249-0.0073432i,0.03331-0.030645i,0.1023-0.084461i,0.20679-0.1568i,0.27372-0.19367i,0.23269-0.15924i,0.12583-0.094569i,0.044524-0.051333i,0.0099966-0.030231i,-0.00012935-0.015581i,-0.00028119-0.0048949i,0.0016956+0.00072631i,0.0011554+0.0031787i,0.00027978+0.0029301i,-0.00052118+0.0010358i,-0.00057546+0.00018161i,0.0010379+0.0011568i,0.0041385+0.0020662i,0.0078921+0.0013345i,0.0087519-0.0018559i,0.0072046-0.0066809i,0.004238-0.0087961i,0.0014375-0.0074766i
-0.0038664+0.0074126i,-0.021825+0.035805i,-0.076991+0.099631i,-0.16499+0.18226i,-0.22496+0.21881i,-0.19664+0.17633i,-0.10978+0.10324i,-0.03953+0.053413i,-0.0078733+0.030644i,0.0034933+0.018969i,0.0061069+0.01066i,0.0035253+0.0033478i,0.00028125-0.0022292i,0.00085679-0.003615i,0.0033152-0.0013883i,0.0032807-0.00048725i,0.00042376-0.0017108i,-0.0029118-0.0020551i,-0.0050748-0.00089061i,-0.006067+0.00080243i,-0.0046464+0.0042405i,-0.0022559+0.0071573i,-0.00043408+0.0070953i
0.0011079-0.0090206i,0.013711-0.035107i,0.05785-0.10043i,0.1321-0.18825i,0.18723-0.22668i,0.17251-0.17924i,0.10467-0.10276i,0.041517-0.052864i,0.0069501-0.028345i,-0.0062931-0.013747i,-0.0077177-0.004947i,-0.0051925+0.0005975i,-0.0022034+0.0036356i,-0.001847+0.0032864i,-0.0031774+0.0019368i,-0.0031965+0.00081658i,-0.0024128+0.00072414i,-0.00078165+0.0014206i,0.0025756+0.0015538i,0.0050569-0.00079018i,0.0050797-0.0046872i,0.003248-0.0077969i,0.0013226-0.0075953i
0.0035669+0.0055458i,-0.0036161+0.033599i,-0.034486+0.10069i,-0.094203+0.19322i,-0.14683+0.24113i,-0.14167+0.19807i,-0.085654+0.11689i,-0.031124+0.061245i,-0.0031677+0.030312i,0.0057364+0.010769i,0.0059012+0.0016952i,0.0034985-0.0013158i,0.00072712-0.0024214i,0.00056227-0.0034035i,0.0023711-0.0035063i,0.0028004-0.0037309i,0.0015639-0.0034854i,-0.00086708-0.0014254i,-0.0032359-9.2638e-05i,-0.0043648+0.0020396i,-0.0048693+0.0063755i,-0.0031905+0.0093724i,-0.00038598+0.0079023i
0.00074479-0.0058792i,0.0012211-0.033503i,0.01745-0.10023i,0.059165-0.19011i,0.10698-0.23562i,0.10908-0.19439i,0.062687-0.11385i,0.019831-0.054421i,5.1938e-05-0.022388i,-0.0057384-0.0071802i,-0.0055541-0.00028673i,-0.0031557+0.0034587i,0.00021738+0.004654i,0.0024837+0.0058844i,0.00149+0.005612i,-0.00045868+0.0032656i,-0.0010559+0.0021625i,-0.00015105+0.002532i,0.0016287+0.0029047i,0.0033738+0.00017431i,0.0026004-0.0043622i,0.00088315-0.0066394i,0.0002701-0.0056851i
0.0043827+0.0070633i,0.0098482+0.030475i,0.0060676+0.094149i,-0.020234+0.18307i,-0.06007+0.22643i,-0.071906+0.18621i,-0.045456+0.10953i,-0.016785+0.050462i,-0.0020459+0.019668i,0.0047444+0.005989i,0.0058584-0.00069117i,0.0022878-0.0037551i,-0.0024599-0.0045668i,-0.0038509-0.0045643i,-0.0016929-0.0034503i,0.00039563-0.0022753i,0.00041551-0.0020583i,-0.00062507-0.0015101i,-0.0022299-0.0013383i,-0.0037807-0.00010787i,-0.002857+0.0027224i,-0.0011342+0.0054081i,-9.5081e-05+0.0047668i
-0.001927-0.0045549i,-0.0099702-0.024903i,-0.014809-0.082833i,-0.0020186-0.16684i,0.029657-0.21118i,0.049388-0.17438i,0.03847-0.10181i,0.015557-0.047213i,0.00034615-0.017959i,-0.005858-0.0043406i,-0.0050047+0.0001183i,0.0004713+0.0014467i,0.0048633+0.001283i,0.0047414+8.057e-05i,0.0019278-0.00076593i,-0.00029605-0.00024809i,-0.0005038+0.00089098i,0.00020834+0.00096154i,0.0013268+0.0010177i,0.0029125+4.8535e-05i,0.002715-0.0039725i,0.0005596-0.006747i,-0.0003302-0.0059703i
