-0.001158-0.00068566i,-0.00066474-0.0014666i,-0.00053601-0.0017254i,-0.0010061-0.0012268i,-0.0012209-0.00034115i,-0.0013493+0.00038493i,-0.00052311+0.0013338i,0.00018709+0.0012853i,0.00085137+0.00068269i,0.0014599+0.00016311i,0.00085368-2.4906e-05i,7.5422e-05-1.706e-05i,7.7816e-05-0.00060688i,0.00029935-0.00080901i,0.00034249+9.4411e-05i,0.00030994-8.7882e-05i,0.00081445-0.00043126i,0.0011464-1.7699e-05i,0.00057255-0.00033192i,-0.0004904-0.00022037i,-0.0013739-1.355e-05i,-0.0012698-0.00028417i,-0.00070867-0.00040775i
-0.00070555-0.00044213i,-0.00074268-0.00065567i,-0.00035155-0.00012372i,2.2512e-06-0.00063196i,0.00019138-0.0018359i,-5.1172e-05-0.0011636i,0.00010422-0.00018059i,0.00049839-0.00011949i,0.00035902-0.00013553i,-7.0799e-05+0.00030124i,0.00034063+0.00096487i,0.00055141+0.00030811i,-0.00030762-0.00063543i,-0.00074267-0.00059429i,-0.00028603-0.00022735i,5.7358e-06-5.7004e-05i,-0.00040472-0.00025666i,-0.00031647-0.00063586i,-0.00035821-0.0012259i,-0.00027913-0.0014533i,-0.00017074-0.0007312i,-0.001182+0.00040713i,-0.0010417+0.00046406i
-0.00030437+0.0012386i,-0.0017704+0.0015017i,-0.0022741+0.0030288i,-0.00094602+0.0026982i,0.0012976+0.0016064i,0.0015289+0.00086981i,0.00038461+0.00036091i,-2.9693e-05+0.00013968i,0.00069085-0.00050421i,0.0010623-0.0001187i,0.0005187+0.00090144i,0.00013133+0.0010002i,0.0003209+0.0010927i,0.00019368+0.00039493i,0.00065017-0.00064744i,0.0012594-0.00059619i,0.00045098-0.00073876i,-3.2495e-05-0.0016272i,0.00050099-0.0010632i,0.00083333-0.00056173i,-7.2929e-05-0.00031101i,-0.00096416-0.00065858i,-0.00022258-0.00082206i
-0.00053746-0.00010347i,-0.0010445-0.00013159i,-0.00090939-0.00029308i,0.00034269+0.00040947i,0.00094165+0.0011882i,0.00095008+0.00055038i,0.00021865-0.00039182i,-0.00063192-0.00019245i,-0.00033534+0.00032529i,0.00033746+0.00072295i,0.00081843+0.00072447i,0.00079334+0.00030877i,0.00066947-0.00054361i,0.00037728-0.00084934i,3.4561e-05-0.00090672i,0.00028406-0.00094386i,-0.00020731-0.00065834i,-0.00019954-0.00038106i,0.0010309+6.2941e-05i,0.0014294-4.158e-05i,0.00044576-0.00046509i,-0.00059768-0.00044263i,-0.0001173+8.9356e-05i
-0.0022366-0.00036294i,-0.0015005-4.8733e-05i,-0.00022055+0.00045976i,0.00066839+0.00069523i,0.0024296+0.0010634i,0.0030017+0.0010043i,0.0015358+0.00044982i,0.00062238-0.00030515i,0.00077078+7.0075e-05i,0.00093348+0.00023935i,0.00066055-0.00012148i,0.00049543+6.0997e-05i,0.00065791+0.0003656i,0.00054561+6.0491e-05i,0.00073001+8.4285e-05i,0.00074472+0.00027989i,-9.4065e-05+0.00058872i,-2.916e-05+0.0002529i,0.00022751-0.00044808i,-0.00044972-0.00018338i,-0.0007278-4.249e-05i,7.0167e-05-0.0004353i,0.00058816-7.9017e-05i
-0.00068959-0.00021913i,-0.0011744-0.0010718i,-0.0014902-0.0016847i,-0.00027747-0.00052755i,0.00019922+0.00062078i,-4.67e-05+0.00042781i,0.00066452+0.00039198i,0.00065204+0.00067126i,0.00028313+0.00044712i,0.00052387+0.00041498i,0.00026862+0.00084121i,-0.00040562+0.00053307i,-0.00035695-0.00020721i,0.00025978-0.00057716i,0.001129-0.00102i,0.0011516-0.00055096i,0.00076391+0.00020091i,0.00013938+0.00010752i,-0.00021992-0.00058864i,0.00028575-0.00079329i,0.00062343-0.00057964i,-4.7388e-05-0.00041092i,-0.00033404-0.00011712i
-0.00027546+0.001994i,0.00016245+0.0006359i,0.0019582+0.00077761i,0.0030148+0.0010971i,0.003032+0.00077754i,0.0025578-0.00055409i,0.0016045-0.0015413i,0.00084141-0.00062743i,0.00031144+0.00067157i,9.2354e-05-0.00029361i,-4.0713e-05-0.0011151i,-6.4794e-05-0.00055303i,-0.00077895-0.00043031i,-0.0013865-0.00039902i,-0.00048603+0.00012416i,0.00025982-2.0524e-05i,0.00031285-0.00031583i,0.00095774-0.00036189i,0.00094739-0.00073289i,0.00036917-0.00061335i,0.00017818-0.00029974i,5e-05-2.778e-05i,-7.4927e-05+0.00027361i
-0.0024768-0.00098607i,-0.0015267+0.00044332i,-0.0013291+0.0028099i,-0.0014183+0.0034231i,-0.00055227+0.0021578i,0.00075061+0.00060845i,0.00085935+0.00016063i,0.00016716+0.00027528i,-0.00016051+0.00039969i,4.9819e-07+0.0011092i,0.00049233+0.001482i,0.0015179+0.0005198i,0.0013601-0.00063946i,0.00084506-0.00073651i,0.00080261-0.00038407i,0.00058592-0.00010154i,0.00061573-0.00079207i,0.00055178-0.0011913i,0.00026302-0.00050803i,-0.00025004+0.00012925i,-0.000444-1.5252e-05i,-0.00050559+8.2794e-05i,-0.00077717-2.0097e-05i
0.0012504+0.00055374i,0.0012469+5.4934e-05i,0.0013807-0.00077567i,0.0018846-0.00065765i,0.0020467-0.00015519i,0.0010611-0.00012805i,-1.2109e-05+0.00043332i,-0.00019493+0.0012079i,4.7591e-05+0.00091548i,0.00019578+0.00057302i,6.0766e-05+0.00049704i,-8.2362e-06+0.00028898i,-0.00029196+0.00010573i,-0.00023712-0.00019077i,0.00044336+0.00035897i,0.0010945+0.00068796i,0.0006916+0.00077633i,0.00046603+0.00069697i,0.00040794+0.00033955i,-0.00085816+0.00018768i,-0.0011637+0.00054118i,-0.00017153+0.00067093i,-0.00063152+0.00016423i
-0.00039793-0.00012402i,0.00013013+0.00043913i,0.00053657+0.00040661i,0.0014419-0.00075016i,0.0015178-0.0013061i,0.00088648-0.00072761i,0.00082986+0.0004221i,0.00079806+0.0011873i,0.00017082+0.001483i,-0.00040992+0.0013187i,-0.0007641+0.00080432i,-0.00058423+0.00031372i,-0.00062606+0.00025514i,-0.00072184-0.00016486i,0.00012621+9.7527e-05i,0.0011449+0.00087185i,0.0013536+0.0014028i,0.00063699+0.00086918i,9.0075e-05-0.00057487i,0.00034142-0.00063221i,0.00047883-0.00023529i,-5.8999e-05-0.00026602i,-0.00069736+5.1539e-05i
0.0013166-0.00055083i,-0.0011759-0.00080287i,-0.0029076-0.0010436i,-0.0017161-0.000589i,0.00058208-0.00031338i,0.0011293-0.00090893i,0.0010677-0.0013432i,0.00069493-0.00060054i,0.0001166-0.00036557i,0.00036891-5.9983e-05i,0.0010156+0.0011305i,0.00099435+0.0011519i,0.00045781+0.00032102i,0.00054529-0.00018044i,0.00045289-0.00028931i,0.00059012-0.00058657i,0.00049494-0.00051041i,-0.00011103-0.00074738i,0.00011515-0.0010679i,0.00033684-0.00095388i,3.5697e-05-0.00081946i,-0.0003658-0.00075015i,-0.00087466-0.0009382i
-0.0013258+0.00076158i,-0.0006919-0.00079658i,-1.1287e-06-0.00010178i,0.0011664+0.0011232i,0.0015563+0.00045292i,0.00060196-0.0011002i,8.4985e-05-0.00083509i,0.00014138+0.00059274i,0.0005342+0.0014145i,0.00076883+0.0010901i,0.00078299+0.00028657i,0.00036262-0.0001465i,0.00017835-0.00015078i,0.00023652-0.0004961i,0.00035987-0.00058021i,0.00050399-0.00055434i,0.00074983-0.00065665i,0.0010666-0.00061139i,0.00078814-0.0005449i,-0.00031514-3.3365e-05i,-0.0010759+0.00038101i,-0.001058+0.00027224i,-0.00094978-0.00011093i
-0.0001321+0.00072977i,-7.1549e-05+0.0015481i,-0.0007807+0.0021764i,0.00014347+0.0019779i,0.0013284+0.0013457i,0.0017553+0.00052639i,0.0011039+0.00029247i,0.00027588+0.00092675i,-7.5152e-05+0.00067058i,-0.00035984+0.00012673i,-0.00037707+0.00017481i,-0.00026681+0.00020967i,-8.7229e-05+0.00058404i,-0.00041092+0.0005343i,-0.00060194+0.00012244i,-0.00083438+0.00072962i,-0.0010122+0.0010253i,3.1356e-05+0.00069906i,0.00066176+0.00017659i,-6.869e-05+3.1082e-05i,-0.00016207+0.00052549i,-0.00018992+0.00078602i,-0.00051816-0.00014734i
0.00073675-0.0002574i,0.00032495-0.00084789i,9.1923e-05-0.0010538i,0.00042707-0.00051471i,0.00081005+0.00054422i,-9.7956e-05+0.00089893i,-0.00043954+0.00033422i,-0.00011432+0.00025711i,-0.00024268+0.0007453i,-0.00064694+0.00058565i,-0.00031379+0.00029174i,0.00042588+0.00050126i,0.00013705+0.0002516i,0.00029142-0.00029531i,0.0016347-0.00021869i,0.0013276+0.00022172i,0.00061005+0.00029602i,0.00029801-2.2728e-05i,0.00012508-0.00043715i,0.00047096-0.00035189i,0.00061686+6.3156e-05i,0.00092178-0.00015776i,0.00092498-0.00033794i
-0.0017952+0.001226i,-0.00077207+0.0022917i,2.5397e-05+0.0034128i,0.0010442+0.0035303i,0.0018961+0.0025846i,0.0023657+0.0014348i,0.0015215-0.00022176i,-0.00013696-0.00089415i,-0.00043418-0.00065009i,0.00038237-0.00063018i,0.00042885-0.00087082i,0.00019373-0.00053049i,0.00029071-0.00041095i,0.00062007-0.00069785i,-0.00034009-0.00063728i,-0.00036662+4.7484e-05i,0.00049666+0.00037507i,0.00086126+0.00013197i,0.00038569+0.00033431i,-0.00042551+0.00033758i,-0.00052182-0.00077588i,-0.00012314-0.00090707i,-8.2412e-05+0.00036868i
-0.0012811+0.0014378i,-0.0010991+0.00019618i,-0.00092738+0.00028426i,0.00035412+0.00058316i,0.0019162+8.5042e-05i,0.0015356-0.0010532i,0.00097285-0.00091711i,0.00077106-2.2773e-05i,0.00052012+0.00096611i,0.00069363+0.0010546i,0.00085194+0.00015803i,0.00020939-0.00020028i,-0.00019041-9.6398e-05i,-0.00038968-0.00042367i,-0.00063401-0.00026732i,-0.00048893+0.00077999i,-0.00059151+0.00059888i,-0.00049724-0.00038122i,-0.00013438-0.00036012i,-0.00011835-0.00032304i,-0.00050456-2.106e-05i,-0.00073368+0.00034266i,-0.00035681+0.0002193i
-0.00053075+0.00093665i,-0.00010175+0.0008656i,0.00078112+0.00060601i,0.0018158+0.00062173i,0.0023076+0.00027207i,0.0023969-0.00046774i,0.00084544-0.00060174i,-8.0319e-05-0.00020809i,0.00026975+0.00040045i,-6.6774e-05+0.00019499i,-0.00035593+6.9901e-05i,0.0001922+1.7044e-05i,0.0005281-0.00025206i,0.0010481-0.00054084i,0.00086222-0.00061193i,0.00075372-0.0009109i,0.00092256-0.00094865i,0.00089364-0.00086526i,0.00091581-0.0010806i,0.00084274-0.00082653i,0.00057304-0.00072693i,0.00023828-0.00055752i,-8.2027e-05-0.00016398i
0.0020162+0.0018839i,0.001844+0.00091753i,0.002176+0.0006169i,0.0016056+0.0010605i,0.001209+0.00051598i,0.00088994-0.00022762i,0.00021155+6.703e-05i,-0.00037076-5.8148e-05i,0.00022464+0.00024533i,0.00055679+0.0010925i,0.00016492+0.00053832i,-0.00016369+0.00029813i,-0.00023561+0.00059476i,-9.8722e-05+0.00052007i,0.00017349+0.00082959i,0.00018027+0.00091097i,-0.00016819-5.4418e-05i,-0.00029631-0.0010631i,-0.00068307-0.00084509i,-0.00040847+2.9638e-05i,0.00043764+0.00058165i,-0.00015382+0.00074258i,-0.00093721+0.00027587i
-0.00050916+0.00011605i,-0.0019195+4.5136e-05i,-0.0020329+3.7463e-05i,-1.6173e-05+0.00015145i,0.0023124+0.00017411i,0.0021386-0.00034461i,0.00081738-0.00054728i,0.00071168+0.00069188i,0.00046967+0.0012492i,0.0005816+0.00011283i,0.00072003-0.00038207i,0.00024865-9.9254e-05i,0.00035631+4.6685e-05i,-0.00011575+0.00033675i,-0.00030636-0.00011118i,0.00017779-0.00020915i,-2.2102e-06-0.00010526i,2.0862e-05-0.00038337i,-0.00010951-0.00060867i,-3.0789e-05-0.00076382i,-0.00020295+9.6865e-05i,-0.00074366+0.00073801i,-0.00098554+0.00025066i
-0.0012293-0.00045603i,-0.0011589-0.00060408i,-0.00057677-0.00059104i,0.00017208-0.000356i,0.00080054-7.9021e-05i,0.00095087+0.00085302i,2.4374e-05+0.00022597i,-0.0002707-0.00083142i,0.00080317+0.00033078i,0.0013368+0.0010403i,0.00086392+0.00076652i,0.00016873+4.4235e-05i,0.00045387-0.0012467i,0.00071858-0.00066942i,0.00050326-6.9719e-05i,0.00041081+0.00017072i,0.00031805+0.00052247i,0.00014341-2.6401e-07i,0.00055387+0.00016831i,0.0011328-3.7555e-05i,0.00071955-0.00091555i,-0.00016314-0.00095211i,-0.0005652+8.3857e-05i
-0.00063122-0.0019716i,-0.0012156-0.0012234i,-0.0022414-0.00032793i,-0.002896+0.00080587i,-0.0020507+0.0010966i,0.00033361+0.00093086i,0.0007438+0.0012566i,-0.00026425+0.00087864i,-0.00066027+0.00066384i,-0.00039504+0.00065288i,-0.00014082+0.0010241i,0.00046996+0.0015626i,0.00067358+0.00066623i,0.00023897-0.00052734i,-0.00021016-0.00053886i,-0.00027459-0.00044051i,0.00046707-0.00060742i,0.00034238-0.00082037i,4.1062e-05-0.00058188i,-2.363e-06-0.00054668i,-0.00069417-0.00061249i,-0.0012088-0.00020777i,-0.00071024-0.00042541i
-0.00062252+0.001232i,-0.0011459+0.0020172i,3.8454e-05+0.0020861i,0.00081957+0.0014197i,0.0011165-0.00034146i,0.0010422-0.0011211i,0.00037712-2.0924e-05i,-2.4593e-05+0.00028713i,-7.4115e-05-0.00045422i,0.0001053-0.00055872i,0.00013644+0.00024291i,-0.00012114+0.00035664i,-0.00022119-0.00036807i,0.00048145-0.0002716i,0.00079851+0.00052305i,0.0003028+0.0005881i,-0.00028023-0.00024217i,-0.00053319-0.00045123i,8.6412e-05-0.00047809i,0.00022896-0.00094857i,4.1923e-05-0.00034072i,-0.00035072-0.00015387i,1.3789e-05-0.00044922i
0.00019938+0.00029563i,-0.00129-0.00038032i,0.00029256+8.373e-05i,0.0020807-5.5222e-05i,0.0021801-0.00066566i,0.00035517-0.00082826i,-0.0011815-0.00058029i,-0.0005281-0.00015901i,0.00017168-0.00041932i,0.00072708-0.00052542i,0.00061318-0.00036141i,0.00023129+0.00043776i,-5.3318e-06+0.00092537i,-0.00027635+0.00027569i,-0.00015262+0.00035147i,0.00052058+9.8165e-05i,0.00080395-0.00051379i,0.00016669-0.0011144i,-0.00031441-0.0016223i,-0.0004791-0.00086534i,-0.00045243+1.6031e-05i,3.4057e-05+0.0001278i,0.00013339-0.00028925i
-0.0015944-0.0017278i,-0.0038433-0.0011532i,-0.0036463-0.00098357i,-0.0025509-0.00016912i,-0.00099519-0.00033504i,0.0001739-0.00071012i,0.00026552-0.00033898i,0.00024525+0.00031903i,2.6026e-06-0.00027406i,-3.6055e-05-0.00078138i,-0.00033324+0.00038034i,-8.7623e-05+0.0016398i,0.00061374+0.0012795i,0.00062086-0.0004258i,0.00063202-0.0017323i,0.00075696-0.001305i,0.00073672-0.00091077i,0.0004336-0.0010151i,0.00020783-0.00053277i,-0.00054926+1.9243e-05i,-0.00096258+0.00025975i,-0.00072556+0.0014501i,-0.00083284+0.001712i
-0.0002918-0.0003042i,0.001019+0.00041788i,0.0021224-0.00058945i,0.0016991-0.00038179i,0.0012537+0.00023678i,0.0013585+0.0005012i,0.0015031+0.00050626i,0.0011149+0.00022906i,0.00040739+0.0002386i,4.327e-05+0.00093416i,7.2084e-05+0.00087343i,0.00057525+0.00018086i,0.00038097+5.8991e-05i,5.5063e-05+5.8859e-05i,7.9993e-05+0.00029317i,0.00077669+0.00066555i,0.0016088+0.00025786i,0.00067333-0.00032482i,-0.00062525-0.00040953i,-0.00031784-0.00011049i,-0.00027076+0.0002226i,-0.0011117+0.00048849i,-0.00078069+0.00034229i
-0.00077435+0.0003246i,-0.0015163-0.00073708i,-0.001342-0.00084135i,-0.00014017+0.00071394i,0.00045851+0.0010361i,0.00042512-1.3166e-05i,8.3269e-05+0.00021556i,0.00014125+0.0006493i,0.00043613+0.0006946i,0.00030575+0.00084059i,0.00022474+0.00080755i,0.00058712+0.00027738i,0.0009+0.00030532i,0.00088313+0.00029664i,0.00076453-1.9493e-05i,0.00080368+0.00047311i,0.00071721+0.00056402i,0.00043128+0.00046577i,0.00058688+0.00031434i,0.00025088-0.00076717i,-5.4112e-06-0.001437i,0.00072547-0.00088744i,0.00035619-0.00049537i
0.00077649+0.00062235i,5.626e-05+0.00022573i,0.00012259+9.8832e-05i,0.0012738-0.00068179i,0.0016442-0.0011658i,0.00065087-0.0018761i,-0.00010944-0.0020654i,-0.00022658-0.00049034i,0.00051971+0.00036344i,0.0010233+0.00034486i,0.00055381+0.00082955i,-0.00029011+0.00099855i,-0.00032783+0.00064716i,-0.00048234+0.00029548i,-0.00070723+0.00037601i,-0.0003629+0.00046254i,-0.00054497+0.00013146i,-0.00029224-9.938e-05i,-0.00049054-0.00017153i,-0.00067682-0.00062299i,3.6305e-05-0.00092633i,0.0002022+0.00011293i,-0.00032312+0.00015941i
-0.0010956-0.000456i,-0.0013155-0.0014114i,-0.0014599-0.001536i,-0.0010618-0.00015479i,2.0924e-05+0.0013432i,0.00053338+0.0010977i,0.00028462+0.00030112i,0.00017329+0.00035135i,-2.8504e-05+0.00053904i,-0.00021488+0.0003701i,0.0002934-0.0003169i,0.00064588-0.00065009i,0.00074188-0.0002572i,0.00049378+0.00083731i,0.00025171+0.0014313i,0.00077077+0.00089369i,0.001027+0.0010455i,0.0002409+0.00096085i,-9.7761e-05-0.00059389i,0.00037046-0.0011342i,0.00055068-0.0008066i,0.00029632-0.00023925i,-0.00027882+0.00046009i
0.0021465+0.00075638i,0.0014311+5.5334e-05i,0.00077489+0.0001031i,-0.00038153-0.00021007i,-0.0010177-0.00067155i,-0.00056357-0.00074152i,-0.00013034+0.00018705i,-0.00026171+0.0011973i,0.00039461+0.0011571i,0.0010992+5.8294e-05i,0.0012636-0.00029285i,0.0010323+0.0003134i,0.00048033+0.00047214i,0.00045221+0.00013763i,0.00015142-4.0135e-05i,0.00068607+0.00042885i,0.00062404+0.00088676i,0.00033878+0.00056716i,0.00051781+0.0001946i,0.0010595+0.0001189i,0.00077909-5.2093e-05i,6.8826e-05+0.00024608i,-3.8386e-05+0.00052414i
0.00022757-0.0010842i,-0.00027143-0.00077054i,-0.00070767-0.00053577i,-0.00018588+3.3775e-05i,0.0014328+0.0010676i,0.0015629+0.00084327i,0.0014774-6.5193e-05i,0.0014516+0.00018625i,0.00071054+0.0006064i,-0.00023736+0.00047149i,-0.00025413+0.00061034i,-3.2665e-05+0.0012992i,-0.0003721+0.00044453i,0.00037185-0.000256i,0.00060872+0.00015267i,-0.00045663+0.00060029i,-0.00035693+0.00099689i,0.00045171+0.00075467i,0.00014329+0.00048771i,-0.00036668-7.8295e-05i,-0.00031213-0.00044781i,-0.00069874+0.00016721i,-0.0010636+0.00035415i
0.0011539-0.0017875i,-0.00012487-0.0011571i,-0.00069083-0.001471i,-0.00054208-0.00087165i,-0.00076568-0.00041939i,-0.00063412-0.00056653i,0.00020633-0.001275i,0.00072166-0.0012461i,3.0628e-05-0.00010965i,-0.00060577+0.00015707i,0.00020667-0.00070005i,0.00050522-0.00049278i,-0.00020687+0.00094073i,-0.00022394+0.0017377i,0.00020611+0.0014586i,0.00095745+0.0011683i,0.00092214+0.0010178i,-8.5577e-05+0.00059014i,-5.4746e-05+0.00037529i,0.00012116+0.00013965i,-0.00056571+0.00019912i,-0.00093232+0.00048974i,-0.00098958+0.00018428i
0.0011635+0.00053096i,0.00074702+0.0006418i,0.001549+0.00085644i,0.0020529+0.00073215i,0.0020731+2.4012e-05i,0.0014783-0.00016695i,-0.00017531+0.00029916i,-0.00063542+0.00050752i,0.00032294+0.00029797i,0.0004027+0.00047417i,-0.0013352+0.00054347i,-0.0019412+0.00055837i,-0.00091142+0.0016494i,0.00027761+0.001107i,-3.7515e-05-0.0002465i,-0.00088942+3.4695e-05i,-0.00085219+0.00014878i,-0.00058548-0.00055654i,-0.00034917-0.0010219i,-0.00013069-0.00063974i,-0.00060562-0.00010536i,-0.00073606-0.00011827i,0.0001472-3.3404e-05i
2.6545e-05-0.0010255i,-0.00013983-0.00027931i,-8.052e-05-0.00038763i,0.00029988-0.00071548i,0.00059989-0.00055912i,0.00039567-0.0003332i,0.00026744+8.9169e-05i,2.8561e-05+0.00074794i,-0.00051566+0.001559i,-0.00068523+0.001509i,8.7835e-05+0.00070345i,0.00030578+0.00072464i,0.00032361+0.00095348i,7.0565e-05+0.00014775i,-0.00074865-0.00094322i,-0.00030206-0.0014009i,0.00026938-0.00051853i,0.00043517+0.000228i,0.00050937-7.3219e-05i,0.00053247-0.00065454i,0.00047235-0.00055786i,-0.00022458+0.00028758i,-0.00059133-0.00051513i
-0.00043003-0.00067828i,0.00027406+0.00026133i,-0.00014268+0.00077853i,0.00011807+0.0012017i,0.00094515+0.00037295i,0.00057326+0.00019206i,-0.00017488+0.00056856i,0.00010836+0.00062765i,0.00015906+0.00078701i,0.00014825+0.00026362i,0.00052483+0.00013427i,0.00054363+0.00050154i,3.8072e-06+8.6546e-05i,-0.00056647-0.00066839i,-0.00090466-0.00065615i,-0.00026462-0.00011734i,0.00024607+0.00037926i,0.00028872+0.00092857i,0.00051094+0.00054039i,-3.8714e-05+0.00067095i,-0.00075883+0.00077051i,-0.00021201-7.4561e-05i,-0.00055958-0.00015723i
-0.0015043-0.0019845i,-0.001754+0.0002098i,-0.0018165+0.0012634i,-0.0018755+0.0016132i,-0.00045489+0.0021826i,0.00053342+0.001447i,0.0016627+9.7661e-05i,0.0018176-2.7804e-05i,0.00066601+0.00082562i,0.00038583+0.00019636i,0.00090445-0.00056156i,0.00055736-0.00019864i,0.00041922-0.00019332i,0.0006963-0.00077461i,-0.00011315-0.00056927i,-0.00045461-0.00034681i,3.2806e-05+1.4125e-05i,-0.00015722+0.00086041i,-3.3423e-05+0.0009199i,0.0007814+0.0010926i,0.00071504+0.00047229i,0.00053289-0.00035253i,0.00084126+2.3294e-05i
-0.0009018-0.0012318i,-0.00080901-0.0015151i,-0.0012337-0.001472i,-0.00041141-0.00050543i,0.00040221+0.0005513i,0.00060431+0.0005036i,7.9262e-05+0.00014528i,3.1513e-05+0.00023384i,-4.9368e-06+0.00033668i,-5.2844e-05+0.00016966i,0.00086217-6.8292e-05i,0.001085+0.00035418i,0.00016384+0.00072221i,-0.00013734+0.00017144i,0.00026802-4.3649e-05i,0.00053841-0.00030589i,0.00040752-0.00089502i,-3.3726e-05-0.0010366i,5.3835e-05-0.00083576i,0.0004065-0.00068392i,0.00066741-0.0004603i,0.00024894+0.00018584i,-0.00075587+0.00025953i
-0.0013752+0.0012521i,-0.0017505+0.00068424i,-0.00079122-0.00037973i,-2.5231e-05-0.00031817i,0.00087723-0.00043959i,0.0015837-0.0012631i,0.0010669-0.00064245i,-0.00020996-4.2241e-05i,-0.00013236+0.00032294i,0.00080811+0.0013298i,0.0007671+0.0011331i,0.00021688+0.00019797i,0.00025167-7.5498e-05i,-4.2695e-05+0.00038677i,-0.00078195+0.00086699i,-0.00045786+0.00041312i,0.00039654-0.00038562i,0.00060209-0.00065887i,-0.00018041-0.00055588i,-0.00078949-0.00016909i,-0.00065933+0.00045742i,0.00014837+0.00059346i,0.00047601+7.8275e-05i
-0.0011147-7.6842e-05i,-0.0011433-0.00081456i,-0.0011028+0.00071361i,-1.5129e-05+0.0020497i,0.0019258+0.0013825i,0.0025158+7.4955e-05i,0.0010129-0.00031388i,-0.00018564-9.1033e-05i,-0.00040124+0.00062434i,0.0004155+0.0010567i,0.00098605+0.000531i,0.00097987+0.00027435i,0.0010209+0.00028379i,0.00034649+4.9508e-05i,-0.00037543+0.00029702i,-2.7609e-05+0.00048033i,-6.5168e-05+1.6183e-05i,-0.00055475-4.8448e-05i,-0.00060218+0.00034812i,-0.0001625+0.00026829i,0.00041993+0.00022415i,0.00059472+0.00090037i,0.00047955+0.00034601i
-0.00057248-0.00045586i,-0.0016006-0.00091091i,-0.0009365+0.0003883i,-0.00011023+0.0013867i,-5.6033e-05+0.00033092i,-0.00073525-0.00072505i,-0.00022069-0.0010213i,0.00017754-0.00071526i,0.00013625+0.00053395i,-5.9569e-05+0.00082585i,-0.00019596+0.00021512i,1.1653e-05-9.3602e-06i,0.00062089+6.4498e-05i,0.00083727+0.00071339i,0.00059361+0.0009094i,0.00021743+0.00029775i,-0.00024307-1.4651e-06i,-0.00018039+0.00039873i,0.00021072+0.0010101i,0.00075453+0.00038424i,0.00065532-7.3723e-05i,0.00013216-7.6585e-05i,-7.9182e-05-0.00032606i
-0.00039319-0.00023847i,-0.00080351-0.00062902i,-0.00054535-0.00099999i,0.00045516-0.0001369i,0.0012387-0.00024143i,0.00083347-0.00090406i,2.8458e-05-0.00046457i,-0.0002642+0.00086878i,-5.4492e-06+0.0010451i,0.00068869+0.00073581i,0.0010259+0.00063562i,0.0010304+0.00074655i,0.00050435+0.00083709i,0.00026216+0.00071406i,0.00036268-1.0903e-05i,0.00018586-0.00055759i,0.00083491-0.0005507i,0.0013134-0.00046621i,0.00060375-0.00024406i,0.00013205-0.00040832i,0.00028638-0.00063751i,-0.00016421-0.00058878i,-0.0006782-0.00074359i
0.00063358+7.1339e-05i,3.46e-05-0.00054871i,0.00031077-0.00057442i,0.00062409-0.00085534i,0.0010098-0.0011306i,0.00090115-0.0011804i,0.00046471-0.00062567i,0.00090055+0.0003458i,0.0010433+0.0013294i,0.00036631+0.0016566i,-0.00017748+0.00077013i,-0.00036299+0.00027002i,0.0003676-9.5539e-05i,0.00069306-0.00019183i,-7.5032e-05-2.2079e-05i,-0.0005358-0.00054311i,-0.0005344-0.00042627i,-1.6125e-05+0.00023782i,0.0012686+0.00061847i,0.00079286+0.00037127i,-0.00026238-0.00059342i,-5.076e-05-0.00066879i,-0.00053343+7.7106e-05i
0.00030543-0.00065211i,0.00030873-0.00093521i,-0.00035153-0.00099458i,-0.00047282-0.00016768i,-4.5114e-05+0.00010059i,0.00018567-0.00090516i,5.4323e-05-0.0010703i,-0.00016817+1.9806e-05i,0.00015068-0.00011164i,0.00074139-0.0005996i,0.00082685-0.0004476i,0.00076784+0.00043417i,0.00043333+0.0010828i,0.00021498+0.00078041i,0.00020464+0.00044398i,0.00011621+0.00016818i,4.2651e-05+0.00072936i,0.00021243+0.00080205i,0.0005994-0.00017647i,0.00039075-0.001042i,-0.00062709-0.00081884i,-0.00095307+6.2577e-05i,-0.00056155+0.00018274i
-0.0021415-0.00098326i,-0.001588-0.00016656i,-0.0013171+0.0011326i,-0.0012213+0.0020839i,-0.00075628+0.0018326i,0.00037178+0.0013649i,0.0010198+0.00073158i,0.0012576+0.00049842i,0.00091326+0.0010106i,0.00016225+0.0011432i,-0.00013248+0.00020464i,0.00034569-0.00061141i,0.0005267+0.00020573i,0.00015169+0.00085435i,0.00018002+0.0009156i,4.4129e-05+0.00094943i,0.00038224+0.00070125i,-0.00013232+0.00011006i,-0.0003731-0.00092486i,0.00062805-0.00074368i,0.0011151+0.00039017i,0.00050932+0.00077939i,0.00011163+0.00079314i
0.00023894-0.00065487i,0.00012313-0.0015044i,-0.0010233-0.00086224i,-0.001112-0.0011222i,-0.00046226-0.0010472i,-0.00077818-0.0010123i,-0.00022451-0.0005032i,0.00017289+0.00049496i,0.00021682+0.00054569i,0.0008259+0.00056515i,0.00068898+0.00068035i,-0.00054156+0.00052079i,-0.0013133-0.0002827i,-0.00053606-0.00046643i,3.9329e-05+0.00031204i,0.00020263+0.00053956i,-2.6987e-06+0.00051989i,-0.00063714+0.0003496i,-0.0010131+0.00015706i,-0.0011988+0.00044709i,-0.00085858+0.0001465i,-0.00039091-0.00016294i,0.00040699-0.00025744i
