-0.0026977-0.0016758i,-0.0024867+0.00017658i,-0.003185+0.0017245i,-0.0043914+0.0026803i,-0.0045122+0.0023255i,-0.0027816+0.0014639i,-0.001421+0.0020608i,-0.00088642+0.002577i,0.00013823+0.0026535i,0.00082205+0.002761i,0.0010527+0.0025965i,0.00076025+0.0021009i,0.00026208+0.001261i,-0.00010347+0.0007733i,-0.00017604+0.00061558i,0.00030718+0.00025587i,0.0003071-0.0002681i,-9.0954e-05-0.0002005i,0.00010024+0.00025816i,0.00039293+0.00077204i,1.3416e-05+0.00066835i,-0.0004315-0.00054898i,-0.00025141-0.0010848i
-0.00086749+0.00050275i,-0.0015035+0.0023704i,-0.0018716+0.0042545i,-0.0016452+0.0045268i,-0.00076196+0.0037536i,-0.00020493+0.0023789i,0.00022942+0.00050061i,0.00044879+0.00040416i,0.00021799+0.0011902i,0.00068033+0.0010892i,0.0013465+0.00043448i,0.0011033+6.3989e-05i,0.00068706-0.00029375i,0.00073568-0.00040051i,0.00047394-0.0010449i,-0.00040557-0.0010342i,-0.0010209-0.00093796i,-0.00083544-0.0011511i,0.00024225-0.0002702i,0.0010642+0.00065945i,9.8805e-05+0.00086743i,-0.00035803+0.0007431i,-0.00044023+0.00061625i
0.0013735+0.00011526i,0.00042475+0.00046069i,0.00087216+0.0016524i,0.00057892+0.0021194i,-0.00049645+0.0013489i,-0.00043829+0.00098861i,0.00058827+0.0013197i,0.00051679+0.0012839i,0.00017842+0.0010669i,0.0007193+0.00080613i,0.0014548+0.0002011i,0.0012669+0.00017809i,0.00045016-0.00050959i,-0.00016588-0.00043493i,-1.7429e-05+0.00065389i,-0.00015921+0.0010011i,-0.0005066+0.00042333i,-5.5807e-06+0.00034841i,0.00019624+0.00065586i,4.838e-06+0.000582i,-0.00032817+0.00074777i,-0.00047411+0.00052094i,-0.00033131-0.00044107i
-0.0012658+0.001948i,-0.00019503+0.0022023i,0.00080227+0.00174i,0.0002406+0.0013525i,-0.00017469+0.001408i,-0.00018165+0.0014718i,0.00022137+0.00095212i,0.001003+0.00025247i,0.0012872+0.00085715i,0.0014553+0.001582i,0.0014799+0.0012067i,0.00094491+0.00067035i,0.0006728+0.00020956i,0.00015266-0.00042799i,-2.157e-05-4.0138e-05i,3.3313e-05+0.00051959i,2.2634e-05+1.6643e-05i,-0.00014813-0.00053904i,-1.8657e-05-0.00039557i,0.00061178-0.00054882i,0.00044727-0.0011185i,-0.00014962-0.0013214i,0.00012758-0.00077302i
0.00092119-0.0014654i,-0.00067677-0.0001996i,-0.001362+0.00060392i,-0.0016705+4.2081e-05i,-0.0022271+0.00053546i,-0.0019475+0.0021059i,-0.00082462+0.0020026i,0.00014236+0.0010707i,0.00047555+0.001525i,0.00062911+0.001491i,0.0013828+0.000403i,0.0015359-0.00019098i,0.00095348+0.00021402i,0.00055475+0.0006623i,0.00023799-0.00023322i,0.00011145-0.00072763i,0.00079968-0.00025164i,0.0010251+0.00016621i,0.00052276+0.000305i,-0.000121+0.00041987i,-0.00038446+0.00042387i,-0.00085072+0.00025181i,-0.00080638+5.9696e-05i
-0.00046877+0.0013287i,-0.0013246+0.0014394i,-0.0021152+0.0012998i,-0.0014713+0.0022387i,-0.00081152+0.0021495i,1.3847e-05+0.0013203i,0.001101+0.00053551i,0.00079889+0.00024367i,0.0010363+0.00074935i,0.0016216+0.0015018i,0.00066941+0.0011004i,0.00033475+0.00026339i,0.0011874+2.6698e-05i,0.00098477-0.00010815i,0.00061738-0.00078717i,0.0011034-3.1044e-05i,0.0013152+0.0012865i,0.00067938+0.0007676i,-0.00038396-0.00023832i,-0.00065617-0.00031423i,-0.00059993-0.00026434i,-0.00037904-0.00084729i,0.00014924-0.00043971i
-0.0019621+0.00081434i,-0.000871+0.0028332i,-0.0015951+0.0038703i,-0.0014249+0.0036722i,-0.00080065+0.004047i,-0.00092829+0.0034565i,-0.00069436+0.0016849i,-0.00015105+0.00061605i,0.00062478+0.0011432i,0.0014866+0.0016734i,0.0016479+0.0015344i,0.0012958+0.00048249i,0.00062579-0.00030558i,0.0002313-0.00030147i,-7.0889e-06+0.00011373i,0.00084264-0.0001668i,0.0011484-0.00061791i,-0.00029502-0.00013551i,-0.0011302+0.0011719i,-0.0004264+0.0015183i,0.00039085+0.0008126i,-0.00065984+0.000478i,-0.0011916+0.0005273i
-0.00055982+0.00020552i,-0.0004356+0.0018686i,-0.0020895+0.0027083i,-0.0023532+0.0020257i,-0.0012463+0.0019929i,-0.00041415+0.0016766i,-0.0005943+0.0013314i,-0.00085535+0.0015746i,-7.8466e-05+0.0022438i,0.0011686+0.0021411i,0.0013944+0.00148i,0.0010711+0.000188i,0.00048475-0.00032906i,-6.5811e-05-0.00011335i,0.00036057-0.00017887i,0.0012778+6.042e-05i,0.0011963+0.00028716i,0.00093906+0.00078453i,0.00043158+0.00055726i,0.00017762+0.00017423i,0.00028494-4.2888e-05i,0.00017303-0.00038936i,0.00073193-0.00035522i
-0.0001231+0.00060721i,0.00047524+0.0013408i,0.00099809+0.0013015i,0.00044306+0.0016259i,-0.00036464+0.001822i,-0.00053483+0.0012494i,-0.00085994+0.00085117i,-0.00072153+0.00082392i,9.6059e-05+0.00057554i,0.00096803+0.0006925i,0.0014611+0.00041798i,0.0020275-0.00047885i,0.0013829-0.0011553i,0.0001755-0.00041983i,5.5432e-05+0.00047783i,0.00048899+0.00014142i,0.00050525-0.00011433i,0.00029115-0.0004025i,0.00029044+0.00011408i,3.5665e-05+0.00071729i,0.00020838+0.00042824i,-0.00034492+0.00056289i,-0.0010734+0.001346i
-0.00032358-0.00085125i,-0.0021805+0.00071013i,-0.0038091+0.0021311i,-0.0039576+0.0030142i,-0.0036217+0.0034841i,-0.002141+0.004714i,-0.00069775+0.0053684i,0.0011741+0.0062878i,0.0041925+0.0070236i,0.0063389+0.0053786i,0.0063629+0.0022234i,0.0053118+2.9871e-05i,0.0035705-0.0010931i,0.0020201-0.0022101i,0.00086717-0.0020383i,-0.00021131-0.00065329i,-0.00026828+0.00020112i,-0.00014872+7.5805e-05i,-0.00028895-0.00030408i,-0.00034359-0.00016021i,-0.00010844+0.00023466i,0.00011343+0.00068845i,0.00032511+0.00057936i
-0.0013588+0.0010375i,-0.0014831+0.0015224i,-0.00042715+0.0026705i,0.00037877+0.0031613i,0.000525+0.0021419i,0.00031055-6.0861e-05i,0.00024773-0.0017968i,0.00026249-0.0017877i,-0.00030697-0.0012842i,-0.00161-0.00011766i,-0.0021936+0.0010726i,-0.0017815+0.0012315i,-0.00088038+0.00053888i,-0.00032205+0.00064188i,-7.4024e-05+0.0006206i,0.00018353+0.00082442i,-0.00038206+0.00115i,-0.00040385+0.00048904i,0.0003135-0.00018369i,0.00058119-0.00011196i,0.00053991+0.00017324i,-6.975e-05+0.00040205i,0.00027036+0.0008022i
0.0012043-0.00017586i,9.0225e-05+0.00043031i,-0.00059197+0.0010642i,-0.00071177+0.0011868i,-0.00019266+0.0018004i,0.00033169+0.0015059i,0.00046893+0.00016789i,-0.0002486-0.00015046i,-0.0003113-8.5966e-06i,0.00014604+0.00028466i,2.8037e-05+0.00063661i,3.09e-05+0.00051296i,0.00016444+0.00019642i,0.00010065-0.00015536i,0.00010624-0.00014589i,-0.00036601-0.00022599i,-0.00061703+0.000158i,-0.00012925+0.00016236i,0.00029073-0.00031675i,0.0001139-0.00022261i,-0.00013085+0.00055873i,-0.00010601+0.00093384i,0.00022573+0.00036494i
-0.00052264+0.00029944i,-0.0010572+0.0022489i,0.00035464+0.0037919i,0.00088208+0.0036991i,-0.00023571+0.0017976i,-0.00036447+0.00099669i,0.00049889+0.0012158i,0.00060543+0.0010242i,-0.00026675+0.0006068i,-9.7376e-05+0.00075645i,9.4252e-05+0.0013396i,-0.00030742+0.0011306i,3.2736e-05+0.00081131i,0.00041909+0.00012865i,0.00016873+1.8306e-05i,0.00015844+0.00038154i,0.0001981+0.00025039i,0.0002367+0.00016543i,0.00023995+0.00017742i,-2.7204e-05+5.3979e-05i,0.00018315-5.5762e-05i,0.00020313-0.00016276i,0.00028815-9.9711e-05i
0.00014383+0.00023292i,-0.00025493+0.001253i,-0.0012159+0.0018519i,-0.0017343+0.0020855i,-0.0011989+0.001504i,-0.00026389+0.00091478i,0.00015569+0.00048138i,0.00036702+0.00034635i,0.00033512+0.00094476i,-0.00045416+0.0018698i,-0.00091444+0.0013633i,-0.00037776+0.00067787i,0.00031758+0.0015215i,0.0003371+0.0015167i,0.00090129+0.00023084i,0.00098775-0.00025355i,0.00053109-0.00038213i,0.00067077+0.00011054i,0.00016396+0.00078877i,-0.00037806+0.0001166i,-0.00074774-0.00024731i,-0.0010127-0.00018262i,-0.0008539-0.0005847i
-4.104e-05+0.00057755i,0.00016504+0.00092498i,0.0017407+0.00071939i,0.0022697+0.00075639i,0.001612+0.0002236i,0.00037314+7.2599e-05i,-0.00046393-0.0002441i,-0.00042169-0.00018876i,-0.00041701+0.00066698i,2.3108e-05+0.001242i,0.0012144+0.0010274i,0.00084174+0.00019734i,0.00015179+0.00038595i,0.00046142+0.00066516i,0.00071889-7.621e-05i,0.00016341-0.00078086i,-0.00015325-0.0012623i,-2.9188e-05-0.00083741i,-0.00021688+0.00040499i,-0.00010526+0.00057255i,5.115e-05+0.00064298i,-0.00020305+0.00035432i,-9.5109e-05-0.00017057i
0.00074718-1.2778e-05i,0.00022085+0.00059222i,0.00016314+0.0020043i,-0.00035329+0.0019417i,-0.00093486+0.0014346i,-0.0005367+0.001582i,-0.00018429+0.00089105i,-0.00033044+0.00014438i,0.00066337+0.00065293i,0.0012355+0.00098383i,0.00026028+0.00046577i,-0.00036863-0.00049449i,-0.00034994-0.000913i,-0.00011064-0.00096259i,-0.00037898-0.0013482i,-0.00036655-0.00058995i,-0.00045833+0.0009106i,-0.00056245+0.00086579i,-0.00032139-6.0312e-05i,-0.00029216-0.00019608i,0.00016918-0.00010452i,0.00082958-0.00046796i,0.0012166-0.00099576i
-0.00048801-0.00034526i,-0.0013298+0.0012499i,-0.0019242+0.001559i,-0.0020341+0.0016988i,-0.0017819+0.002065i,-0.00054948+0.0015218i,0.00025795+0.00032405i,-1.4265e-05+0.00065586i,-0.00095836+0.0015204i,-0.0013216+0.0011109i,-0.00082044+0.00097445i,0.00017683+0.00086099i,0.0016641+0.00034898i,0.0018994+7.4129e-05i,0.00089758-0.00015386i,0.0007473-0.00012181i,0.00099473-0.00016152i,0.00075788-0.00017869i,0.00017303+0.00036251i,-0.00023481+0.0011152i,-0.00010644+0.0010872i,5.3871e-05+0.00047761i,0.00040265+0.00010543i
-0.00078607+0.0020647i,-0.00019077+0.0032613i,0.00082026+0.0037562i,0.00081396+0.0041136i,0.0010386+0.0033849i,0.00021396+0.0014134i,0.00030087+0.00082378i,0.0012859+0.00083766i,0.0016145+0.00060603i,0.0014373+0.00077064i,0.0016126+0.00051428i,0.0013535+0.00064009i,0.00073317+0.00046526i,0.00042834+0.00040941i,6.4689e-05+0.00074852i,-0.00018057+0.00010979i,4.9963e-05-0.00013415i,0.0004613+2.1683e-05i,0.00046192+5.2499e-05i,0.00030092+0.00044604i,0.00039272+0.00031415i,0.00024834+0.0002519i,0.00012221+0.00028732i
-3.7848e-05+0.00078451i,-0.00054637+0.0016565i,-0.00082269+0.001946i,-0.0013563+0.0021746i,-0.00078818+0.0018253i,-0.00021694+0.0013381i,-4.795e-05+0.0012038i,-0.00050885+0.00068837i,-0.00070621+8.6121e-05i,-0.00099492+0.0010257i,-0.00041928+0.001354i,0.00057527+0.00035178i,0.00037007+0.00021027i,2.4306e-05+0.00050551i,0.00058969+0.0004394i,0.0004246+0.00057325i,-0.0004196-1.1648e-05i,-0.00035638-9.8425e-05i,-0.00032641-6.1165e-05i,-0.0001652-0.00015498i,-0.00019752-0.0003166i,-0.00015774-0.00041969i,2.8885e-05-0.00065951i
-0.00010544+0.0019116i,-8.9685e-05+0.0024188i,0.0008324+0.0030427i,0.0015695+0.0021385i,0.0010347+0.0011099i,0.00036538+0.00078031i,-0.00022719+0.00063483i,-0.00046666+0.00082332i,-0.00030057+0.0014023i,3.3666e-06+0.0015543i,0.00059178+0.0011968i,0.0019307+0.0010496i,0.0021612+0.00096722i,0.0014032+0.00054576i,0.0011136+0.00044157i,0.00070528+0.00046396i,8.7268e-06-0.00030758i,0.00010874-0.00093126i,0.00058752-0.00046289i,0.00056461+8.8634e-06i,0.00068587-0.00013606i,0.00064179-0.00058635i,3.332e-05-0.00044428i
0.0017935+0.0015972i,0.0028291+0.0025208i,0.0031324+0.0028476i,0.00082829+0.0013811i,-0.00097053+0.0010242i,-0.00065334+0.0012893i,-7.12e-05+0.00050631i,0.00020073+0.00018318i,0.00033531+0.0003433i,0.00061497+9.3504e-06i,0.00045839-0.00011118i,0.00031366+0.00010824i,0.000505+0.00051625i,-0.0001446+0.00046988i,-0.00075147-0.00059876i,-0.00012925-0.0017874i,6.5401e-05-0.0010317i,0.00040685-0.00038533i,0.0007235-0.00038823i,0.00059161-0.00017597i,0.00012501-0.00021229i,-0.00039009-0.0010422i,-0.00037251-0.00067861i
0.00051424-0.0014067i,-0.0016202+0.00082775i,-0.0024135+0.001563i,-0.0022281+0.002635i,-0.0014613+0.0035965i,-0.0013235+0.0020122i,-0.001159+0.00067783i,-0.00045444+0.0007744i,0.00011603+0.0010904i,0.00070166+0.00094142i,0.00050381+0.00021992i,0.00019725-0.00028655i,0.00042619-0.00035763i,0.00049458-9.6182e-05i,0.00041778-0.00039551i,0.00043595-0.0011418i,0.00015663-0.0010391i,-0.00068655-0.00047791i,-0.00093108-0.00021006i,-0.00013562-0.00033075i,-7.0145e-05-0.00033898i,-0.00038593+0.00013714i,-0.00022024+0.00036695i
-0.00034325+0.0013391i,0.0016511+0.0023841i,0.0019264+0.0036061i,0.001612+0.0034928i,0.00098826+0.002246i,0.00041727-2.8239e-05i,0.0010382-0.0007377i,0.0015763-0.00017982i,0.0010017+0.00090277i,0.0001249+0.0016493i,0.00023724+0.00063012i,0.00035805+0.0002941i,6.0119e-05+0.00080028i,0.00044518+0.00031649i,0.0010863-0.00077567i,0.0012964-0.0014528i,0.00048728-0.00085802i,8.5949e-06-0.00056225i,0.00052247-0.00065997i,0.00087498-0.00062301i,0.0008796-0.00051052i,0.00016913-0.00058834i,6.3606e-06-0.00012272i
0.002527+0.00076561i,0.0017268+0.0019144i,0.00051868+0.0018206i,-0.00013862+0.0012577i,-0.00017288+0.00050786i,-0.00027787+0.00016989i,-5.3294e-05+0.00060378i,0.00023003+0.00079022i,-0.00040183+0.00039551i,-0.00027336+7.049e-06i,0.00057133+0.00030402i,0.00077613+0.00061612i,0.0005325-0.00042716i,-0.0002935-0.00097836i,-0.0003859-0.00068304i,0.00037181-0.0011044i,0.00035443-0.00071917i,-0.00025491-8.5722e-05i,1.6327e-05+3.7122e-05i,-0.00013584+0.00023728i,-0.0010756+0.00012018i,-0.0010893-0.00031411i,-7.3923e-05-0.00089352i
-0.0014752-0.0005173i,-0.0018227+0.0013888i,-0.0030873+0.0027779i,-0.0038507+0.0028415i,-0.0030604+0.0028448i,-0.00098536+0.0028001i,-0.00015838+0.0011496i,8.1304e-05+1.1815e-05i,-0.00024449+4.7044e-05i,-0.00026189+0.0010365i,0.00066535+0.0017335i,0.0012496+0.0012934i,0.0011882+0.00058202i,0.00072571+0.00024362i,0.00010896-0.00024354i,-0.00055007-0.0004422i,-0.00075705-8.1026e-05i,-0.00082864-0.00018148i,-0.00092742-0.0001543i,-0.00062236+0.00074329i,-0.00048472+0.00064228i,-0.00018487+0.0002345i,9.6654e-05+0.00041764i
-0.0016513+0.0024651i,-0.0013987+0.0022833i,-0.00046273+0.0032831i,-7.5338e-05+0.0039775i,-0.00081838+0.0035036i,-0.00092191+0.0021638i,-0.00021254+0.0010858i,-0.00031602+0.00071651i,-0.00013785+0.00065599i,0.00072609+0.001091i,0.0010045+0.0013556i,0.0016802+0.00053794i,0.0017298-0.00027487i,0.0012972-0.00043648i,0.0013188-4.0686e-05i,0.00085465+9.8576e-05i,0.00039106+3.3598e-05i,0.00026518+0.00011094i,0.00042143+0.00020769i,-1.0861e-05+8.0461e-05i,-0.00038655-0.00062988i,-0.00043948-0.0006228i,-0.0001565+0.00028921i
0.00013411+0.0010338i,-0.00010072+0.0020371i,-0.00032786+0.0023523i,4.7537e-05+0.0025962i,0.00033961+0.0023855i,-0.00053236+0.0014812i,-0.00042619+0.0010957i,4.249e-05+0.00041429i,0.00065824+0.00033197i,0.0010875+0.001461i,0.00076884+0.0015988i,0.00086613+0.00099124i,0.00046042+0.00038094i,0.00033742-0.00018719i,0.00088243-0.00042379i,0.001163-0.0005034i,0.00099137-0.00029815i,0.0013579-5.2843e-05i,0.0011843-1.7423e-05i,0.00090435-0.00015487i,0.00038481+0.00042847i,-0.0010182+0.00092237i,-0.00060342+0.00035331i
0.00065728+8.7398e-05i,0.00062626+0.00046109i,0.00058295+0.0013463i,-0.00058695+0.0019099i,-0.0015487+0.001339i,-0.00052532+0.00055128i,0.00020039+0.00047326i,0.00049478+0.00078862i,0.00099685+0.0012893i,0.00074675+0.0016591i,0.0010166+0.0019025i,0.0014691+0.0012312i,0.00063083-0.00029675i,0.00016971-0.00049817i,0.0002964+3.157e-05i,0.00015578-0.00013972i,-7.9831e-05+6.2069e-05i,-4.3379e-05+0.00012874i,0.00012764-1.4144e-05i,0.00059643+0.00072179i,0.00066542+0.00092172i,-0.00028531+0.00053488i,-0.0013728-0.0002004i
0.00075353+0.0011303i,0.00079613+0.0021753i,-0.00013224+0.0032711i,-0.00012797+0.0032902i,0.00082552+0.0023147i,0.00097084+0.001079i,0.0005412+0.0009189i,0.00057222+0.00098979i,0.00065962+0.0012475i,0.00025639+0.0007823i,1.2418e-05-0.00042836i,0.00038736-0.00053666i,0.0010864+0.00024534i,0.00079155+0.00032695i,0.00033538-0.00050865i,0.00060568-0.00066579i,0.00034518-0.00053562i,-0.00010579-0.00028544i,-0.00047781-0.00013618i,-0.00067709-0.00031991i,-0.00089974+0.00018294i,-0.00093221+5.3744e-05i,-0.00034512-0.00029089i
-0.0019601+0.0021737i,-0.0010471+0.0033687i,0.00012162+0.0048666i,0.00078428+0.0036364i,0.0010822+0.0014803i,0.00077362+0.000376i,0.00090453-0.00022131i,0.00099475-0.00068198i,0.00083571-0.0001272i,0.0009356+0.001769i,0.00056657+0.0016191i,0.00087191+0.00029208i,0.0012085-3.4576e-05i,0.00082525-7.8701e-05i,0.0004129-0.0002433i,-2.2908e-05+6.5722e-05i,-0.00033681+0.00024569i,-0.00048372-0.00017216i,-0.00088401-0.00034293i,-0.00032927-0.00020289i,0.00072517-2.3065e-05i,0.00052455+0.00043176i,-0.00017805+0.00025332i
0.0015522+0.00094704i,0.0013562+0.0018073i,0.0010561+0.0020796i,0.00035947+0.0022789i,-0.00090806+0.0025494i,-0.00033497+0.0022258i,0.00072712+0.0011239i,0.00057887+0.00035511i,0.00065656+0.00020844i,0.00030953+0.00030896i,0.00044023+0.00014625i,0.00077061+0.00017365i,0.00052691+3.0607e-05i,0.00020711-6.7685e-05i,0.00025352+0.00026477i,0.0007195+0.00064353i,4.2607e-05+3.5798e-05i,-0.0010249-0.00032396i,-0.00070071+0.00027625i,0.00017366+0.00061013i,-2.9623e-05+0.00048608i,-0.00018762+0.00037115i,0.00033342+0.00043222i
-0.00017306+0.00036853i,-0.0004747+0.001644i,-0.00089319+0.0021887i,-0.001875+0.0033072i,-0.0024564+0.0027577i,-0.0020946+0.0014996i,-0.0012397+0.0012555i,-0.00040574+0.0010457i,0.00052459+0.0011285i,0.0012762+0.0011161i,0.00118+0.0003441i,0.0014605-0.00044957i,0.0011243-0.00031064i,0.00029298-0.0003715i,0.0002168-0.00052547i,4.3482e-05-0.00070559i,-0.0001556-0.00026985i,-0.0011853+0.00014456i,-0.0015348-0.00018915i,0.0001731-0.00028022i,0.00093616-0.00070798i,0.00059434-0.00035286i,0.00029755+0.00048106i
-0.00010823+0.00098502i,0.0010687+0.0020806i,0.0004084+0.0025896i,-0.00094439+0.002625i,-0.00097698+0.0022892i,-2.5327e-05+0.0024141i,0.0004511+0.0018273i,0.00052904+0.00093019i,-0.00017782+0.00062596i,0.00043137+0.00034387i,0.0013274+0.00083756i,0.00074663+0.0011277i,0.0004688+0.00047003i,0.00044201-3.1489e-05i,0.00042197+6.6351e-05i,5.075e-05-8.7373e-05i,3.0586e-05-0.00046527i,0.00036311-0.00078599i,-0.00029583-0.00050327i,-0.00062309-0.00016666i,-0.00028349-0.00010159i,0.00018361+0.0001082i,0.00017627-0.00031887i
-0.00029101+0.00095324i,-0.00086472+0.0022178i,-0.00037278+0.0045974i,-0.0001236+0.0048438i,-0.00061813+0.0030941i,-0.0012176+0.0016345i,-0.0010697+0.00062322i,-0.00078265+0.00045731i,-0.00056348+0.0016817i,0.0005035+0.0015436i,0.00064899+0.00063696i,0.00020965+0.00027757i,0.00096893-0.00042284i,0.0014573-0.00050554i,0.001213-0.0008291i,0.00086074-0.0014151i,0.0003115-0.0012142i,2.3248e-05-0.00089982i,-7.189e-05-0.00022309i,-0.00057329+0.00014017i,-6.8406e-05+0.00039486i,2.1265e-05+0.00059126i,-0.00026067+0.00047763i
0.00045914+0.00045557i,0.00056171+0.00041445i,0.0008456+0.00089983i,-0.00012937+0.0017723i,-0.0007307+0.0018046i,0.00031324+0.0010711i,0.00089412+0.00053467i,0.00088989+0.00016589i,0.00068083+0.00090608i,0.00097821+0.0015654i,0.00049883+0.00081656i,-1.5307e-05-0.00032881i,0.00010815-0.00090698i,0.00022797-0.00040987i,-5.9059e-05-0.00010069i,0.00021314-0.00036536i,-0.00044079-0.00036123i,-0.0014027-0.00029703i,-0.00054901-0.00069103i,0.00015978-0.00059641i,-0.00010703+0.00015619i,-0.00049686+0.00055885i,-0.00046188+0.00041449i
-0.00048232-0.0015074i,-0.00092014-0.00092286i,-0.0017123-0.001484i,-0.0023541-0.00072316i,-0.0022009+0.00074435i,-0.0014228+0.0010586i,7.9599e-05+0.0012894i,3.2125e-05+0.00099389i,-0.00045699+0.00025603i,0.00011807+0.00042347i,0.00047513+0.0013395i,0.00078082+0.0013855i,0.00052619+0.00040633i,-0.0002093+0.00038768i,-0.00040865+0.00064463i,-2.877e-05+0.0002532i,-0.00024-0.00021626i,-0.00061608-0.00058965i,-0.00028774-0.00064896i,-0.00027583+0.00014767i,-0.00072764+0.0002639i,-0.0011269-0.0005105i,-6.1973e-05-0.00017438i
0.00071402+0.00048934i,0.0010792+0.0018i,0.00081937+0.0021543i,-0.0013865+0.0017218i,-0.0014962+0.0016453i,-0.00060643+0.0014908i,-0.00046992+0.00026522i,-0.00061372-0.00021547i,5.9766e-05+0.00066719i,0.0010788+0.0011094i,0.00023408+0.00094732i,0.00014203+0.00024508i,0.00093097-0.00051217i,0.0003811-0.00071799i,-9.2838e-05-0.00055413i,-0.00011047-0.00097272i,-0.00033801-0.00091382i,-6.8879e-05-0.00039781i,0.00039292+0.00017813i,0.00015039+0.00057796i,-0.00034963+9.1408e-05i,-0.00033802-0.00027793i,-0.00022304+6.8793e-05i
-0.0013711+0.0012895i,-0.0012797+0.0024598i,-0.0011667+0.0030647i,-0.00093691+0.0035011i,-0.0010787+0.0030383i,-0.00038981+0.0017158i,0.00058598+0.00067032i,0.00051673+0.00048279i,4.0523e-05+0.0010563i,-5.1677e-05+0.0014061i,0.00018451+0.00096994i,0.00098339+0.00041798i,0.0017166+0.00034603i,0.0015343+3.9235e-05i,0.00043151-0.00024755i,0.0004149-0.00023967i,0.00067742-0.00012065i,0.00029145+1.4606e-05i,0.0001241+5.0383e-05i,0.00043434-0.00045625i,0.00044867-0.00012113i,0.00038309+0.00056354i,0.00043425-0.00024682i
0.0012225+0.00020956i,0.00098674+0.00036522i,0.00094823+0.0008707i,-1.9585e-05+0.00067835i,-0.0008573+0.001363i,-0.00059002+0.0015776i,-0.00013572+0.00032015i,-1.8307e-05-0.00055504i,-0.00045544+0.00043239i,-0.00015261+0.0013638i,0.0014787+0.00084512i,0.0019175+0.00012259i,0.00092415+0.00066229i,7.4092e-05+0.00091442i,-0.00034054+0.00022757i,8.2015e-07-0.00036599i,0.0009058-0.00078711i,0.0011055-0.00057552i,-0.0002679+0.00053406i,-0.00041313+0.0010561i,-0.00010431+0.00065653i,-0.00040294+0.00046321i,-0.0003719+0.00025106i
-0.0007716+0.0023809i,-0.00095024+0.0031037i,-0.00040901+0.0045303i,-0.00069023+0.004686i,-0.00078125+0.0038725i,-0.00086929+0.0022543i,-0.00016115+0.00092257i,0.00047952+0.00086451i,0.0005257+0.0014085i,0.00078666+0.0013744i,0.0014271+0.00045778i,0.0019227+2.9987e-05i,0.001041-0.00047454i,0.0006093-0.00060696i,0.001099-0.00021858i,0.00074477-0.00021422i,-0.00019562-0.00087751i,-0.00086092-0.00065946i,-0.0012106-9.0987e-05i,-0.00087082+0.00022914i,-0.00043012+0.00034478i,-0.00010985+8.3395e-05i,0.00039441+9.3404e-05i
-0.0006399-0.0014205i,-0.0015809-0.00089753i,-0.0019259+0.00035035i,-0.0017257+0.0014758i,-0.0019804+0.0029352i,-0.0012282+0.0028006i,-0.00033578+0.0016084i,-0.00014921+0.00094317i,0.00024473+0.0010433i,0.0004438+0.001511i,0.00063145+0.0011705i,0.00080864+0.00084964i,0.0012551+0.00061922i,0.0010774+0.00057528i,-3.1095e-05+5.1475e-06i,-0.00018491-0.00032884i,-0.00010699-0.0001798i,-3.295e-06+0.00010466i,-0.00032748+0.00084188i,-0.00058206+0.00060489i,2.7423e-05+0.00018177i,0.00064639+0.00037257i,0.00046138+0.00011227i
0.00062596+0.001091i,0.00041674+0.0014585i,0.00052365+0.0018043i,0.0006488+0.0021263i,0.00036909+0.0012849i,2.0358e-05+0.00038136i,-0.00030479+0.00092955i,5.8409e-05+0.0014478i,-0.00016953+0.0015444i,-0.00027763+0.0017934i,0.00011792+0.0010723i,0.00020363+0.00032192i,9.3631e-05+1.2705e-05i,-0.0001935-0.00026715i,0.00045298+7.7722e-05i,0.0014691+0.00029183i,0.00082036+0.00034493i,-0.00055379+0.0010802i,-0.00086734+0.00013195i,6.9237e-05-0.0008939i,0.00072138-0.00041359i,0.00019853-3.2882e-05i,-0.0005167+0.00013769i
-0.00037405+0.00059458i,-0.0011257+0.0018151i,-0.0020418+0.0026589i,-0.0025559+0.0023145i,-0.0028401+0.0017276i,-0.0016327+0.0013717i,-0.00084533+0.00058168i,-0.00049276-5.9217e-05i,-1.5241e-05+0.00060111i,-0.00011971+0.0011529i,0.00048528+0.0013221i,0.00076885+0.00064415i,0.00037806+0.00013354i,5.4487e-05-0.00020952i,0.00015873-0.00080703i,-0.00016261-0.00077023i,-0.00040375-0.00066038i,0.00016251-0.00048534i,-0.0001577-0.00032877i,-0.00043348-3.7675e-05i,-0.00026127-0.00019643i,-0.0001809-0.00090647i,-0.00027532-0.00078124i
0.0013904+0.00054772i,0.00067417+0.0014966i,0.00030767+0.00084224i,0.00040204+0.00045148i,0.00038376+0.00064666i,9.1043e-05+0.00038918i,-7.3324e-06+4.2655e-05i,-0.00014459-4.9401e-07i,0.00018556+0.00058303i,0.00030013+0.00088807i,0.00066555+0.00081795i,0.0011198+0.00052012i,0.0007958-0.00046965i,0.0003929-0.00092831i,0.00016438-0.00050736i,-5.5455e-05-0.00050497i,-0.00024814-0.0014006i,-0.00039868-0.0012896i,-0.00040109-0.0003302i,-3.6404e-05-0.00039829i,-0.00040396-0.0010123i,-0.00072666-0.00077947i,-0.00011379-0.00041347i
