-0.0026977-0.0016758i,-0.0024867+0.00017658i,-0.003185+0.0017245i,-0.0043914+0.0026803i,-0.0045122+0.0023255i,-0.0027816+0.0014639i,-0.001421+0.0020608i,-0.00088642+0.002577i,0.00013823+0.0026535i,0.00082205+0.002761i,0.0010527+0.0025965i,0.00076025+0.0021009i,0.00026208+0.001261i,-0.00010347+0.0007733i,-0.00017604+0.00061558i,0.00030718+0.00025587i,0.0003071-0.0002681i,-9.0954e-05-0.0002005i,0.00010024+0.00025816i,0.00039293+0.00077204i,1.3416e-05+0.00066835i,-0.0004315-0.00054898i,-0.00025141-0.0010848i
-0.00085052+0.0007928i,-0.00043624+0.0016316i,-0.00068538+0.0022943i,-0.0008958+0.0028104i,-0.00081276+0.0029721i,-0.00034167+0.0020589i,-0.00018897+0.00081864i,0.00016837+0.00098711i,9.763e-05+0.0014781i,-0.00010122+0.0010794i,0.00030113+0.00015608i,0.0010523-0.0002728i,0.0010648+0.00019174i,-0.00030713+0.00076369i,-0.0004642+0.00057228i,-0.00035561-0.00047376i,-0.0001851-0.00044519i,0.0002019+0.00057011i,0.00049896+0.00017283i,6.5311e-05-0.00057109i,-0.000172-0.00022337i,0.00025847+0.00059619i,0.0001227+0.0003907i
-0.00055136+0.00040695i,-2.8212e-05+0.00075116i,-0.00045806+0.00043776i,-0.0014808+0.00071078i,-0.0014218+0.00079944i,-0.00025431+0.00029205i,0.00048289+7.6431e-05i,-0.00013022+0.00019235i,-0.00036057+0.00059375i,0.00016824+0.0012631i,0.00057784+0.0014686i,0.00026255+0.00062729i,-0.00062414-4.1158e-05i,-0.00040181-0.00046841i,0.00033251-0.00056917i,0.00071871+0.00034976i,0.0012529+0.0010041i,0.00072125+0.00087153i,-5.6441e-05+0.00090145i,0.00050764+0.001007i,0.0012088+0.0012337i,0.0012707+0.0013621i,0.00054586+0.0012058i
0.00012032-0.00043002i,-5.1151e-05-0.00017233i,-0.0013677+0.00080906i,-0.0017522+0.0018984i,-0.0014803+0.0026107i,-0.00084892+0.0014091i,-0.00024825+0.00050658i,-0.00051142+0.00056229i,-0.00052637+0.00091468i,-0.00012764+0.0013356i,0.0002024+0.00072433i,6.1174e-06-0.00014425i,-2.9064e-05-6.542e-05i,0.00018682+0.0009231i,2.7122e-05+0.00093331i,-8.8141e-05+0.00011021i,0.00067354-0.00026236i,0.0012347-0.00068617i,0.00099339-0.00068707i,0.00017765-0.000212i,-0.00041997+0.00024597i,-0.00067549+0.00094207i,-0.00035819+0.00095239i
-0.0006568+0.0015513i,-0.00080658+0.0023418i,-0.00021982+0.002739i,0.00054426+0.0022013i,0.00046591+0.001634i,0.00039829+0.0010654i,0.00053879+0.00059208i,-0.00012668+0.0006884i,0.00019696+0.0010078i,0.00071585+0.0016407i,0.00097161+0.0018723i,0.0016119+0.0012927i,0.0017506+0.00070698i,0.0018521+0.0007509i,0.001283+0.00092393i,0.00077299-6.3189e-05i,0.00079107-0.00070663i,0.00073336+0.00012532i,0.00071734+0.00029966i,0.00048979+0.00015144i,2.3466e-05+1.3242e-05i,4.1832e-05-0.00011026i,0.00038026+0.00042086i
1.0991e-05+0.0013511i,-0.00068704+0.0031176i,-0.0011984+0.0032882i,-0.0015905+0.002857i,-0.0015935+0.0023323i,-0.00087548+0.0017445i,-4.9772e-05+0.00092552i,-1.5082e-05+0.00019295i,-0.00063937+0.00025902i,-0.00022993+0.00064754i,0.00082406+0.00050485i,0.00063411+0.00030987i,0.00011317-6.5311e-05i,0.00025551-0.00054365i,0.00067042-0.00034523i,0.00044851+0.00049314i,0.00031526+0.00056566i,0.00033862+9.4751e-06i,-7.718e-05+0.00071483i,4.8261e-06+0.00085093i,0.00015187+0.00019239i,-0.00017407-0.0001471i,-0.00043618+0.00054117i
0.00022734+0.00032556i,0.00063142+6.8623e-05i,0.00039861+0.00048272i,-0.00045009+0.0016524i,-0.00080743+0.0014146i,-0.00027914+0.00072155i,-0.00011993+0.00023876i,-0.00079678+0.0001029i,-0.00060327+0.00054182i,-0.00017939+0.0010414i,0.00045054+0.00059911i,0.00094662+0.00029164i,-0.00018043+0.0004262i,-0.00037443+0.00037326i,0.00042688+0.00035034i,0.00036814+0.00032023i,0.00016639-0.00025096i,-0.00011343-0.00029226i,0.00015548+7.3299e-05i,0.00045013-8.3776e-05i,0.00026156-0.00014616i,0.00013376-0.00036471i,3.5642e-05-0.00033841i
-0.0024125+0.0025802i,-0.0026104+0.0040521i,-0.0020923+0.0058889i,-0.0014028+0.0060134i,-0.00030801+0.0046476i,0.00032314+0.0028292i,-0.00014384+0.0012582i,5.909e-05+0.00083704i,0.00051748+0.00089779i,0.00076555+0.00064984i,0.001243+0.00039754i,0.00098723-6.9617e-05i,0.00055345+8.0275e-05i,0.00049317+0.0012149i,0.00033762+0.0010432i,0.00031416+0.00033676i,0.0002988+7.2736e-05i,-1.6262e-06-0.00019974i,3.4748e-06-0.00060199i,4.4839e-06-0.0010411i,-5.1708e-05-0.00053131i,-0.00016684-4.8189e-05i,0.00024506+0.00026074i
-0.0015143+0.00023328i,-0.00067278+0.0010518i,-0.00021485+0.0019472i,0.00059461+0.0023087i,0.00088569+0.0025925i,0.00055611+0.0023334i,0.00044122+0.0011136i,0.00027995+0.0007406i,0.00066518+0.0014189i,0.00071013+0.0020763i,0.00043711+0.0021287i,0.00036766+0.00080417i,0.00031617-0.0001779i,0.00053698+7.1358e-05i,0.00078451+0.00039998i,0.00042657-0.00013475i,0.00027113-0.00034441i,-0.00013779-3.6182e-05i,-0.00051042+0.00020373i,0.00049462+0.00042908i,0.00086079-0.00042485i,0.0006006-0.0008975i,0.00065513-0.00025769i
0.0011139+0.0017956i,0.0013565+0.0029769i,0.0013313+0.0030674i,0.00029395+0.0018398i,-0.00099624+0.0010157i,-0.00069185+0.001448i,0.00063743+0.00039723i,0.00089801+0.00032021i,0.00021621+0.0015261i,0.00027028+0.0016886i,0.00092108+0.00086134i,0.00060623+0.0001145i,0.00018236-0.00011988i,0.0005175-8.2892e-05i,0.00071349+0.00015855i,-0.00014642-0.00035713i,-0.00039866-0.00081046i,-0.00039643-0.00083329i,-0.00095253-0.00039771i,-0.0010742-0.00030144i,-0.00074303-0.00050146i,-0.00064013-0.00040546i,-0.0004758-3.7954e-05i
-0.00089346+0.0010573i,0.00013593+0.0023299i,-0.00029228+0.0036952i,-0.00085829+0.0035285i,-0.00082036+0.001977i,-0.0010939+0.00082876i,-0.00077365+0.0005695i,-0.00032029+0.001026i,-0.00027108+0.0013672i,0.0010501+0.0012321i,0.0012347+0.0010231i,0.00041978+0.00058855i,0.00034393-0.00012249i,0.0012139-9.9684e-05i,0.0015163+0.00019189i,0.00068424-0.00022598i,0.0001216-0.00059281i,9.5552e-05+6.2409e-05i,0.00030598+0.00054834i,0.00013739+0.00022959i,-5.438e-05-0.0002522i,0.00047389-0.00031153i,0.00062484+0.00035984i
-0.0009437+0.00094215i,-0.0013142+0.0022218i,-0.0013741+0.0039951i,-0.001489+0.0045718i,-0.0012628+0.003227i,-0.00043982+0.0016887i,0.00015477+0.00099902i,-0.00020502+0.00072058i,-0.00065362+0.0010288i,-0.00027182+0.00093411i,0.00090252+0.00053312i,0.0013364+0.00034354i,0.0013384-0.00043077i,0.0016587+9.266e-05i,0.0015757+0.00094234i,0.0008214+0.00012138i,0.00010301-0.00062389i,-0.00046247-3.5521e-05i,-0.00055879+0.0006261i,-5.2406e-05+0.00072638i,0.00017446-2.1043e-05i,-0.00016408-0.00054507i,-0.00032805-0.0006599i
-0.001842+0.00061754i,-0.0014882+0.0018667i,-0.0015867+0.0033535i,-0.0018951+0.0025956i,-0.0012083+0.0023703i,0.0004682+0.0018401i,0.0013723+0.0009526i,0.0014252+0.00053161i,0.0015892+0.00034301i,0.001101+0.0007713i,0.00018662+0.00079402i,-0.00017339+0.00090358i,5.5515e-05+0.0015316i,0.00024655+0.0006008i,0.0002152-0.00089862i,3.0567e-05-0.00057721i,-0.00022443+0.00022015i,6.4897e-05+0.00031927i,0.00039616+0.00053741i,0.00018615+0.00053742i,-9.0594e-05+0.00016551i,-8.7359e-05-8.5925e-05i,0.0008015-0.00038126i
0.00061125+0.00060464i,0.0013473+8.7788e-06i,0.0017469+0.00091987i,0.00030087+0.00082712i,-0.00082784+0.00068511i,-0.0011366+0.0012576i,-0.00015515+0.00046175i,0.00039196+0.00040663i,0.00041373+0.0017216i,0.00028718+0.0020842i,-0.00035928+0.0017258i,-0.00053641+0.00091645i,0.00028622+3.8145e-05i,0.0011308-0.00020274i,0.0012682-0.00019424i,0.0008769-0.00053636i,0.00025654-0.0012392i,0.00018702-0.0011826i,0.00047352-0.00096886i,0.00032886-0.00024256i,5.4269e-05-0.00018469i,0.00044619-0.00024592i,0.00038201+3.9022e-05i
-0.00016208+0.0013673i,-0.00061955+0.0027483i,-0.0009252+0.0032384i,-0.0011722+0.0028124i,-0.0015914+0.0029635i,-0.0011659+0.0017872i,-0.00037268+0.00049918i,4.1656e-06+0.00092441i,0.00030108+0.0012852i,9.7763e-05+0.0014475i,-0.00046503+0.001023i,-0.00055364+0.00050038i,8.5253e-05-0.00022972i,0.00063997-0.0007672i,0.0010523-0.0002181i,0.0010283-0.00020898i,0.00037379-0.00026197i,0.00021484+0.00011502i,0.00037018+0.00011301i,0.00029112+7.7113e-05i,-4.0219e-05-5.5541e-05i,6.1819e-05-0.00050514i,-0.00012025-0.00068176i
-0.00024293-0.00028082i,0.00013847+0.0012976i,0.00046418+0.0024689i,0.00035074+0.002674i,-0.00035213+0.0016006i,-0.00048222+0.000702i,2.8362e-05+0.00047986i,0.00019981+0.00066442i,-4.0418e-05+0.0012724i,0.0002531+0.0016494i,0.00047945+0.0013222i,0.00075298-5.1629e-05i,0.00066095-0.00064859i,0.00024401-0.00058135i,0.00029966-0.00060114i,-8.1417e-05-0.00046159i,-0.00029126+0.00045983i,6.8692e-05+0.0011519i,0.00087427+0.0010295i,0.001125+0.00049317i,0.00043893+3.4953e-05i,0.00011291+6.5394e-06i,-0.00034845+0.00027234i
0.0014762-0.00015383i,0.0010097+0.00092978i,0.00063202+0.0018163i,-0.0013635+0.0024644i,-0.0016531+0.0024674i,-0.00016035+0.0021448i,0.00019679+0.0017193i,0.00058001+0.00088647i,0.0017323+0.00078195i,0.0017631+0.00095541i,0.0011114+1.2561e-06i,0.00047612-0.00054518i,-6.7295e-06+1.984e-05i,9.0031e-05+0.00033559i,0.00057639+3.5224e-05i,0.00082083-0.00017221i,0.00045601+7.4215e-05i,-8.8953e-05+0.00046124i,-0.00035808+0.00052271i,-0.0004415+0.00022178i,-0.00017717+0.00022538i,0.00014526+0.0005352i,-0.00018018+0.00043169i
-0.00082894-0.0012265i,-0.00077405-0.00039144i,-0.001041+0.00023232i,-0.0012465+0.00089241i,-0.0012104+0.0017237i,-0.00072026+0.002058i,-0.0002659+0.0013011i,-7.8239e-05+0.0010842i,-0.00066254+0.0015066i,-0.00091228+0.00082339i,-0.00073001-0.00018712i,-0.00065885-0.00054006i,-0.00055827-0.00023744i,-0.00042485+0.0007623i,-0.00017841+0.00069834i,-0.00028079-0.00010189i,0.00018348-0.00033281i,0.00064371+6.0209e-05i,-0.00016147+0.00023056i,-0.00040818+3.5859e-05i,-8.9138e-05-3.7354e-05i,-9.6045e-05+0.00045598i,1.2782e-05+0.0008909i
-0.00096734-0.0023216i,-0.0014142-0.001585i,-0.0019523-0.00074338i,-0.001508+0.00027626i,-0.0017824+0.00096994i,-0.0022717+0.0016274i,-0.0020554+0.0013463i,-0.0014328+0.00045528i,-0.00073773+0.0009632i,-0.00046003+0.0015083i,7.1292e-05+0.00079342i,0.00093168+0.00010863i,0.00067443-9.3972e-05i,-0.00018398-6.598e-05i,-0.00032416-0.00015434i,0.00038718-6.6647e-05i,0.00081691+4.7184e-09i,0.00034496-0.00078313i,-0.00034204-0.00072801i,-0.0004949-2.5904e-05i,0.00034679-0.00019401i,0.00061073-0.00069664i,-6.5998e-05-0.00066683i
-0.0016353+0.0003021i,-0.0013148+0.001208i,-0.0012603+0.0017298i,-0.003028+0.0022282i,-0.0036277+0.0024596i,-0.0023607+0.0016522i,-0.0015551+0.0009811i,-0.0011804+0.00097882i,-0.00060482+0.0010086i,0.00035312+0.00055364i,0.00071851+3.8253e-05i,0.00077662+0.0001325i,0.00050432+1.0211e-05i,0.00018662-0.00024731i,-0.00018025+0.0003162i,-8.1242e-05+0.00027071i,0.00035424-0.00076496i,0.00022775-0.00086685i,-0.00037465-0.00034365i,-0.00015532+6.189e-05i,0.0011971+8.3011e-05i,0.00085824-0.00077754i,1.2003e-05-0.00063314i
0.00089468-0.00065337i,2.1448e-05+0.0012845i,-0.0013594+0.0020377i,-0.0022173+0.0015636i,-0.0012251+0.0020733i,-0.00068002+0.0017479i,-0.00058807+0.00019871i,-0.00024192+0.00020059i,0.00014586+0.0011425i,0.00080364+0.0010732i,0.0014644+0.00031101i,0.00094434-0.00014027i,-0.00015063+1.6237e-06i,-0.00052483+2.7342e-05i,0.00060261+0.0002019i,0.0012318+0.00074978i,0.00066436+0.00017855i,1.4739e-05-0.00018145i,0.00019792-0.00016632i,0.00044188+0.00028478i,0.00016609+0.00063476i,-0.00030644-0.00048267i,-5.247e-05-0.0009924i
-0.0022272+0.0016015i,-0.0021161+0.0015621i,-0.0018523+0.0031789i,-0.0011467+0.0038511i,-0.00021839+0.0030518i,-9.9153e-05+0.0008732i,-0.00011182+2.4183e-05i,0.00027752+0.00066345i,-0.000243+0.0013503i,-0.00042722+0.0021923i,0.00045207+0.0021421i,0.00081715+0.00074401i,0.00065489-0.0002127i,0.00034602-0.00091905i,-2.5784e-05-0.00082873i,-0.00065523-0.00020818i,-0.0009419-9.5894e-05i,-0.0005752+4.4655e-05i,-0.00088561+0.00062478i,-0.0014637+9.1161e-05i,-0.00083462-0.00080051i,0.00019066-0.00053008i,5.9067e-05+0.00014595i
0.0015962+0.0033271i,0.0019473+0.0031124i,0.0029184+0.0031998i,0.0015393+0.0023404i,-0.00077653+0.0012579i,-0.0013281+0.0012635i,-0.00043915+0.0016226i,0.00029512+0.0013606i,0.00060406+0.00083319i,0.00037582+0.00029012i,0.00050854+0.00017024i,0.00070282+0.00017427i,0.00075997-0.0002593i,0.00095609-0.00073361i,0.0010775-0.00044533i,0.00055299-0.00064273i,0.00015317-0.00080377i,-0.00042056+5.5597e-05i,-0.00037308+0.00080686i,0.00054522+0.0009251i,0.0010706+0.00073414i,0.00067163+0.00028604i,-0.00057307-0.00058921i
-0.00058649-6.7214e-05i,-0.00097638+0.00071515i,-0.0018437+0.0013069i,-0.0026378+0.002205i,-0.0024869+0.0027993i,-0.00090886+0.0017641i,0.00075411+0.00041789i,0.00060296+0.00054401i,-0.00013303+0.0011241i,-3.1296e-05+0.00078204i,-0.00025865+0.00055353i,-0.0001969+0.00040956i,0.00026567-0.00025933i,0.00088284+7.6804e-05i,0.00095996+0.00029274i,0.0007985-9.1595e-05i,0.00095597-0.00031593i,0.00034419-0.00024942i,0.00016639+0.00032983i,3.8775e-05+0.00053423i,-0.00078459+0.00083211i,-0.0010102+0.00050724i,-0.00038947+7.2669e-05i
-0.00050654+0.00042654i,-0.00022581+0.0013398i,-0.00029464+0.0020594i,-0.00091681+0.0021956i,-0.0018255+0.0016443i,-0.0013933+0.0009032i,-0.00046827+0.00067737i,-0.00033667+0.00080791i,-9.3297e-05+0.0013758i,0.00014149+0.0013162i,0.00033529+0.00094022i,0.00098039+0.0006871i,0.00058759+1.8737e-05i,0.00029881-0.00091215i,0.00065777-0.0011449i,0.0011623-0.00035083i,0.00064077-0.00014869i,-9.3795e-07-0.00027021i,-4.9635e-05-0.00031489i,-0.0001052-0.0002062i,0.00037374-6.0708e-05i,0.00061342+0.00015857i,0.00019724+9.8502e-05i
0.00088153+0.0005697i,-3.8568e-05+0.001599i,0.00085018+0.0019797i,0.0015335+0.00017295i,0.00076576-0.00084487i,-0.00031663+0.00025907i,-0.00016836+0.00083195i,4.7944e-05+0.0006964i,-0.0002443+0.00095296i,0.00065588+0.00085476i,0.0016862+0.00050027i,0.0018134+0.00068925i,0.0018173+0.00025044i,0.0017096-0.00025056i,0.0010895-7.1246e-05i,0.00088299-0.00032782i,0.00064102+0.00018894i,-0.0001335+0.0009564i,0.00019312+5.47e-05i,0.00021842-0.00025957i,-0.00021947+3.5581e-05i,-0.00026764+2.6157e-06i,-0.00037775-0.00014083i
-0.00041032-0.0013576i,-0.0010243+0.00035434i,-0.0020082+0.0016347i,-0.0019768+0.0014822i,-0.0020196+0.0014943i,-0.0015105+0.0017413i,-0.00075578+0.0012275i,-0.00069969+0.00074786i,-0.00038677+0.00067771i,0.00014423+0.00023231i,0.00039828+0.00029169i,0.00060881+0.0010254i,0.0005413+0.0011247i,0.00052501+0.0010822i,0.00020491+0.00083477i,9.1158e-05+0.00070983i,0.00014986+0.00048508i,-0.00030468+0.00017683i,-7.0429e-05+8.6113e-05i,-9.8443e-05+0.0001427i,5.299e-05+0.00024485i,0.00052705+0.00028452i,0.00037998+0.00039244i
-0.0013423-0.0001924i,-0.00078677+0.0013459i,-0.00068173+0.0029267i,-0.00073373+0.0037758i,-0.00075659+0.0028487i,-2.3363e-05+0.00076136i,0.00057251-0.00012745i,-3.6882e-05+0.00015157i,-0.00047139+0.00043904i,-0.00027419+0.00079682i,0.0001672+0.0011616i,0.00078714+0.00084297i,0.0006548-0.00013156i,-0.00061496-0.00054213i,-0.00089043+0.00037752i,-0.00032675+0.0015972i,-3.4165e-05+0.0013493i,0.00032564+0.00053428i,0.0005778+0.00033304i,0.00085194-0.0001043i,0.00093898-0.00020837i,0.0002978+0.00020141i,5.0892e-05+0.00014758i
-0.00050617+0.0040117i,0.0006906+0.0045359i,0.00099467+0.0047431i,0.0012832+0.0046615i,0.00081429+0.0029205i,0.0001215+0.00083502i,-0.00069397+0.00054138i,-0.00097401+0.00045333i,-0.00015684+0.00061293i,0.00090424+0.0016504i,0.0015167+0.0019221i,0.0015152+0.00095172i,0.0013234+0.00058522i,0.0012239+0.00028094i,0.0013268-0.00051421i,0.0013656-0.00070358i,0.00079402-0.00012031i,-0.00019902+0.00080685i,-0.0001963+0.00079933i,-2.0845e-05+0.0009925i,-0.00065077+0.0010185i,-0.00022386+0.00026438i,0.00067936+6.5555e-05i
-0.0014481+0.00099042i,-0.0012095+0.0020006i,-0.001473+0.0028923i,-0.0018453+0.0022131i,-0.0014674+0.0015471i,-0.00096191+0.0012711i,1.5143e-05+0.00016373i,0.000461-0.00045364i,0.00039352+0.00017231i,0.00031877+0.00091538i,0.00069199+0.00088899i,0.00070215+0.00089417i,0.00093432+0.00050463i,0.0011637-0.00041709i,0.0010782-0.0014445i,0.00093263-0.0016243i,0.0003797-0.00082989i,-0.00045675+5.1824e-05i,-0.00067557+7.577e-05i,-8.5536e-05-0.00048953i,3.4372e-05-0.00037527i,-0.00067528+0.00020089i,-0.00041856-0.00026621i
0.00072763+0.00082194i,-0.000473+0.0020266i,-0.00077322+0.0034252i,-0.0014194+0.0034865i,-0.0014385+0.0017771i,-0.00054255+0.001056i,-0.00056301+0.0013261i,-0.00075639+0.0014997i,-0.00062792+0.0013806i,0.00034413+0.0018119i,0.0015669+0.0013571i,0.00094622+0.00038876i,0.000277-0.00043562i,0.00032652-0.00062773i,0.00023503+0.00022005i,0.00034889+0.00033241i,0.0007552-0.00011243i,0.00029541+0.00021913i,-0.00018092+0.00033413i,-4.5897e-05+0.00035841i,-0.00020681+0.0007382i,-0.00036162+0.00034791i,-0.00075753-7.0383e-05i
0.001864+5.5377e-05i,0.0021679+0.00013644i,0.0018615+0.00052143i,0.0001+0.00039046i,-0.0014689-0.00013575i,-0.0013196-0.00026314i,-0.00085119-0.00013172i,-0.0009033-0.00054061i,-0.00054766+0.00017201i,0.00011981+0.00093883i,0.00013609+8.4207e-05i,0.00030339-0.00027617i,0.00074317+3.432e-05i,0.00061817-1.3572e-05i,0.00042149+2.2816e-05i,0.00023508+0.00014939i,0.00050123+0.0002217i,0.00035033-0.00032661i,0.0001786-0.0013445i,-5.6941e-05-0.0012626i,-9.0532e-05-0.00063973i,0.00017109-9.7013e-05i,-0.0002868+0.00010755i
-0.00082849-0.0005579i,-0.0015192-0.00068051i,-0.0024501-1.9502e-05i,-0.0027218+0.0012961i,-0.0027483+0.0019725i,-0.0018914+0.0023754i,-0.00066662+0.0013706i,0.00017576+0.00016482i,0.00050619+0.00017614i,0.00066429+0.00090279i,0.00080598+0.0010089i,0.00098552+0.00084319i,0.00095312+0.0007601i,0.0011139+0.0007307i,0.00096178+0.00055847i,0.0001952+0.0011531i,-0.00020034+0.0018592i,-9.2582e-05+0.00096879i,0.00023701+0.00056216i,3.5234e-05+0.00058347i,-0.00042733+0.00032662i,-0.0003654+0.00035625i,-0.00015437+0.00019002i
7.2051e-05+0.00064097i,-1.1957e-05+0.00066574i,0.00059493+0.0022195i,0.00058712+0.0024724i,-9.1997e-05+0.0016638i,-0.0015199+0.0013159i,-0.0019837+0.00022076i,-0.00094553+0.0001327i,-0.00010644+0.0010304i,0.0005146+0.0010426i,0.00096943+0.00094056i,0.00055049+0.00091507i,5.7715e-05-0.00016065i,0.00062404-0.00063799i,0.0010989-0.00011996i,0.0011243-1.8735e-05i,0.00076272-0.00052458i,0.00041784-0.00051271i,0.00043265-0.0002106i,2.1195e-05-8.5938e-05i,-0.0007383+0.00023786i,-0.00030125+0.0003136i,9.1071e-05-0.00019188i
0.00014267+0.0014523i,-0.00056425+0.0024525i,-0.0011038+0.0024656i,-0.001661+0.0011893i,-0.0019325+0.00064506i,-0.0014517+0.0012923i,-0.00053935+0.00085009i,-0.00024728+0.000212i,0.00021274+0.00063263i,0.00069687+0.00094414i,0.00043212+0.00051903i,0.00023801+0.00046318i,-8.9612e-05-3.7647e-05i,4.2232e-05-0.00025399i,0.00025991+0.00073372i,0.00087307+0.00022009i,0.00091253-0.00063549i,0.00080879-0.00032772i,0.00094986-0.00022914i,0.00061278-0.0003493i,0.0007882-0.00019434i,0.00091712+0.00016973i,0.00040141+3.3479e-05i
-0.00031991-0.0011814i,-0.00052053-0.00055804i,-0.0014604-0.00066773i,-0.002506+8.2419e-05i,-0.0024134+0.0019719i,-0.00034871+0.0024796i,0.0003857+0.0017057i,-0.00045425+0.0010337i,-0.00029846+0.00098654i,3.8624e-05+0.0011363i,4.1554e-05+0.001086i,0.00054952+0.00059647i,0.0007584+0.00043417i,0.00013118+0.00014262i,8.2375e-05+2.8196e-05i,-0.00015545+6.8949e-05i,-0.00072279-0.00021492i,-0.00036029+0.00028906i,1.4542e-05+0.00090421i,0.00041905+0.00094338i,2.6534e-05+0.0011966i,-0.00045235+0.0016853i,-0.00066411+0.0016496i
0.00052711+0.00088188i,-0.00031222+0.0012986i,0.00015492+0.0016559i,0.00055055+0.0016959i,0.0007317+0.0014244i,0.00019644+0.0013322i,-0.00053534+0.00076523i,-0.0004513+0.00092564i,-0.00021342+0.0010403i,0.00023633+0.00010213i,0.00089675-0.00029987i,0.00071799-0.00062304i,0.00076049-0.001038i,0.00094082-0.00040942i,0.00035551+0.00098235i,1.5602e-05+0.00060642i,-9.6499e-05-0.00042514i,0.00011502+4.8671e-05i,0.00019188+0.00065838i,0.00027232+0.00054014i,0.00051863+0.00048531i,0.00015264+0.00014822i,-0.00032464-0.00011913i
4.856e-05-0.001607i,-0.00056632-0.00015763i,-0.000527+0.00035049i,-0.00012665+0.00015843i,-0.0006637+0.00061682i,2.1437e-05+0.0013866i,0.0012652+0.00087037i,0.00099181+0.00067641i,-6.7257e-05+0.00093973i,5.7721e-06+0.0010193i,0.00096783+0.0012026i,0.00034518+0.00066327i,-0.0006341+0.00010939i,-0.00062029+7.7623e-05i,0.00034048+0.0002895i,0.00061982+5.6426e-05i,-2.1602e-05-8.9148e-05i,-0.00064055+4.9191e-05i,-0.0007469+1.7112e-06i,-0.00042895+0.00015466i,-0.00061405+0.00011095i,-0.00088914+0.00013889i,-0.00041247+0.00035454i
-4.9441e-05+0.0020094i,5.4434e-05+0.0029183i,-0.0013388+0.0027826i,-0.0014821+0.0023452i,-0.00045459+0.0021911i,-0.00032388+0.0014075i,-0.00024372+0.00026283i,-0.00075791+0.00048598i,-0.00072766+0.0016155i,-0.0003581+0.001369i,-0.00038508+0.0010555i,-0.00024944+0.0010059i,-0.00022006+9.2384e-05i,-0.00037367-0.00059181i,-0.00014811-0.00083965i,-6.3408e-05-0.00061961i,-0.00013709-0.00035728i,0.0002652-9.6913e-05i,0.00064394+0.00038374i,0.00093188+0.00088705i,0.00050473+0.0010088i,-5.1815e-05+0.0011018i,-0.00020088+0.0009786i
6.3859e-05-0.0012985i,-0.00078081+0.00017804i,-0.00083144+0.00053726i,-0.00084045+0.00088446i,-0.0016702+0.0013147i,-0.0012823+0.0012039i,-0.00082724+0.0013765i,-0.00092725+0.0011041i,0.00020369+0.00074104i,0.001326+0.00098873i,0.001085+0.0013594i,0.00088841+0.0012654i,0.0011641+0.00099316i,0.00072639-1.9934e-05i,0.00052603-0.00073246i,0.00031902+6.9008e-05i,-0.00015095+0.00021451i,-8.052e-05+2.9879e-06i,2.9651e-05+3.8994e-05i,-0.00035024+0.00010584i,-0.00043104+1.3725e-05i,-0.00049162+7.9898e-05i,-0.00063029-3.3637e-05i
0.0017359+0.0011178i,0.0017184+0.00095151i,0.0021417+0.00073915i,0.001068-0.00034858i,-0.00010872-0.00039523i,-0.00066975-0.0003888i,1.1307e-06-0.00042235i,1.331e-06+0.00051157i,-0.00076661+0.0010686i,1.3423e-05+0.00080711i,0.00071188+9.8523e-05i,0.00055815-0.00033311i,0.00030679-0.00046733i,5.1915e-05+0.00029488i,-0.00034403+0.00098915i,-0.00033082+0.00042252i,0.0003786+0.00012656i,0.00067959+0.0010241i,0.00035484+0.00086879i,2.4705e-05+0.00020437i,-0.00033725+6.0801e-05i,-0.0003644-0.00019419i,0.00010327-0.00061148i
-0.0005166-0.00019373i,-0.00042076+0.00074949i,-0.0015051+0.0016425i,-0.0024298+0.0016247i,-0.0027328+0.0016821i,-0.0018333+0.001681i,-0.0003898+0.00054778i,0.00011777+0.0008803i,-8.1098e-05+0.0017597i,-0.00012977+0.00081113i,-5.6087e-05+0.00029425i,0.00027483+0.00090755i,0.0003208+0.001342i,-0.00033842+0.0010596i,-0.00036029+0.0002788i,0.00029085-0.00017313i,0.00037597+0.00030969i,0.000223+0.00055732i,0.0001558-0.00023589i,-0.00036065-0.00028143i,-0.00041661+0.00021753i,0.00064736-0.00075509i,0.0011737-0.00089456i
-0.00079971+0.0013006i,0.00067119+0.0019558i,0.00057854+0.0029736i,-0.00042466+0.0026853i,-3.6105e-05+0.0012289i,0.00078408+0.00054522i,0.00072066+0.00062854i,0.00035431+0.00060574i,-0.00017765+0.00074489i,-1.2513e-05+0.00072029i,0.00026995+0.0008998i,0.0008798+0.00093476i,0.0012341+0.00034801i,0.00074062+0.00027i,0.0004336+0.00043981i,0.00027106+0.00040118i,0.00038812+0.00076107i,0.00020441+0.00072794i,5.844e-05+0.00042895i,-0.00011826+0.00041028i,0.00018992-9.2014e-05i,0.0004893-0.00025766i,-0.00022156+0.00019269i
